Hybridization REF	TCGA-AO-A03N-01B-11R-A10J-07
RPGR	1.635
C20orf94	2.075
RP1L1	-0.06275
GPR125	-0.292875
USP22	-0.483357142857143
OR1L4	0.077
MLZE	0.257
FLJ32065	-0.36025
PTCD1	0.82375
CRTAC1	0.0586666666666666
BXDC2	-2.28325
C18orf1	2.0295
FAM107A	0.552785714285714
EFNA3	0.166
P18SRP	-0.2763
CAMKK2	0.850416666666666
KIAA0649	-1.0325
NES	-1.1505
HS6ST3	2.3145
PON2	-1.75325
TCP11L2	-0.194
CLEC4A	0.38
PRR12	0.864
MLXIPL	-1.2372
C2orf50	1.063
ZNF28	-0.5575
ENC1	1.12966666666667
MAP2K1	-1.169
FKSG2	0.085
KIAA0430	1.12125
PTP4A1	-1.45272222222222
GPR156	2.9685
GTF3C6	0.33825
UBR2	1.3054
LOC388272	0.24425
MAK	1.5925
ACOT4	1.30275
STC2	-1.30125
PIGW	-1.353625
SAE1	-0.85
COL6A1	1.94904545454545
OAZ1	0.116833333333333
STMN4	0.176833333333333
EDG3	1.2405
SGCE	-0.240833333333333
IL11	-0.995833333333333
PRSS8	3.6795
YIPF5	-0.1045
WNT4	2.12225
CSN2	-0.0731666666666667
TCF7	-3.338375
TDO2	1.8275
SAMD9	0.6049375
S100A7A	1.0525
MMRN1	0.268833333333333
GKAP1	0.302
AKR1C3	-2.628625
RNF19A	0.5145
GMDS	0.2245
YKT6	-0.741625
SPARC	2.51
C12orf31	0.056
UBE2V2	-1.34016666666667
FBXL18	0.0265
KIAA0460	2.07225
ADAM22	-0.384375
SERPINC1	-4.31175
KCTD21	-0.11325
MYOHD1	-1.9355
ZNF37A	0.239
GTF3C1	1.0285
CTSZ	1.79925
PRNPIP	-2.324
DRD1IP	0.668
NR1I2	-0.977333333333333
ZNF266	-0.8129
SPAG4L	0.2655
COX4NB	-0.6085
SAPS1	1.69883333333333
APOA1	-4.202375
TATDN1	-2.32266666666667
C10orf82	0.54775
KPNB1	-0.451
FOXO3	0.811416666666667
CRYBB2	-0.9085
ZBTB5	-1.16566666666667
SLC25A38	-0.76925
DCTN2	-0.782333333333333
IFT20	0.634
CTHRC1	2.02475
C1orf31	-0.348625
UHRF1	-0.256
GPC6	-0.01775
C10orf54	1.03275
MCF2L2	0.141833333333333
WNT9B	-0.239125
OLA1	-0.92775
FAM120B	-0.03275
TTLL10	-0.085
CYorf15A	-2.48525
RELN	-1.1234
SCN2B	-0.0280833333333333
MFHAS1	-0.8905
NKX3-2	0.183666666666667
RASGRF2	0.05
SSBP1	-0.346833333333333
KPNA6	-0.117642857142857
LOC389118	-0.0805
HS3ST4	-0.559
SUPT7L	-0.107625
FLJ32658	-0.045
IGFBPL1	-0.03
KIAA1641	-0.135
SHKBP1	-0.8665
CSF1R	4.96175
NAGK	0.04075
MYL2	0.2595
HIST1H4C	1.083
TOMM7	-0.406125
ADAMTSL3	1.9649
TNFSF14	-0.731
PRRT2	0.5635
VTA1	-1.136
AOAH	0.340333333333333
CRISPLD2	1.25121428571429
PNN	-0.5414
TA-NFKBH	0.31775
ESPN	-0.072
RBM43	-0.2665
KIAA1267	1.670875
DDX3X	0.0911111111111111
KIAA1576	-3.82875
PLXDC1	3.052
FLJ25801	-3.931
HNRNPL	1.14725
RUNDC3A	0.250166666666667
CASP12	-0.163
SH2D5	-1.172
RPL26L1	0.503
OR51A7	0.031
HDC	1.071
C2orf16	-0.0846
SYTL3	1.973375
GOLGA4	0.525125
NOTCH1	-0.05
ATPAF2	0.453
ECD	1.32425
SSX5	-0.833166666666667
SNAP91	0.37025
OCA2	-3.45425
PNPO	0.411
DAPK1	-0.2995
PINX1	-0.458
SELENBP1	1.223
NEK3	-1.508
TMED4	0.315357142857143
SSTR4	0.0525
FOSL1	-2.0591
CD40LG	0.0655
CES1	-0.857083333333333
DCI	1.5375
B3GAT3	-0.407833333333333
STK17B	0.49325
CNTN6	0.20375
CYP3A4	-0.721166666666667
MBOAT2	2.61321428571429
PISD	-0.94475
USP1	-2.149
PYDC1	2.29933333333333
CENPM	-0.930625
SAR1B	1.69975
TTC7B	-0.53975
DP58	0.109
GPC1	0.83725
RBL1	-1.158625
TMEM137	-2.38283333333333
TOB1	1.29191666666667
TCEAL1	1.1495
CENPF	-0.451363636363636
C6	0.376166666666667
PRSS1	-3.94425
PPIL6	1.59633333333333
C6orf124	0.1215
ODZ4	0.606333333333333
SNCB	0.8435
NDUFB9	0.526
CNOT6L	0.0908333333333333
S100A9	1.43883333333333
TRIM50	-0.0265
KCTD1	2.1336
WDR63	0.7475
SPEF2	1.7895
RNGTT	-0.610666666666667
CXorf22	0.5015
KCNK16	0.32825
CEP250	-0.488875
ATPBD1B	-0.14325
KCNJ2	4.57625
MT1B	-1.2345
ZNF684	-1.454
SLC4A1	0.61475
PDHA1	-0.271
ZNF492	0.314375
TKT	-1.46875
BYSL	-0.378
RNF38	-0.065
AHDC1	0.141
KLHL2	1.342875
CMTM8	3.81675
DMP1	-0.25
HERPUD2	-0.150125
CRTAM	0.279333333333333
ZNF572	0.022
TMEM16J	-1.6965
HSD17B2	-2.39575
UBE2G1	-0.60575
AHSA2	-2.9215
PELI2	-0.679
TPX2	-1.512375
ATP9B	0.568666666666667
DAZAP1	0.11425
HMGCS2	2.30916666666667
C17orf38	0.20775
B9D1	-0.00825000000000001
NKX2-5	-0.781333333333333
KIAA1276	0.4305
LILRB2	2.7395
CSTF1	-0.520833333333333
BTN2A1	-0.736
C15orf48	3.16925
IGF2BP3	-3.92325
FAM113B	0.292333333333333
HRG	0.202857142857143
ZNF131	-1.04875
USP47	-0.145714285714286
CCDC88B	-0.42675
HCN1	-0.1394
HTN1	-0.174
SYCP3	0.1335
C13orf23	-0.1421
PAPOLA	0.686625
AATK	-0.2379
MSH3	0.618333333333333
NDUFAB1	-0.761
ITLN2	-0.845333333333333
BAK1	0.6665
MRPL45	-1.1085
MTNR1B	-0.228833333333333
LOC645843	-0.164
SPECC1L	0.57775
PGCP	-0.16925
SPN	-0.143875
GPR143	1.10433333333333
ZNF576	0.608
TMEM39A	0.53
ATP5D	0.242833333333333
MAGEB3	0.1055
RPS5	-2.552
ANP32E	-0.5195
MTMR1	0.834
YEATS4	-1.3815
SYNGAP1	0.1725
PCOLCE	0.833166666666667
MNS1	1.786
PCYT2	-0.671
ZNF182	0.816
LAX1	-0.0335
SPPL2B	2.1385
ELOVL5	0.4097
PCDHAC1	0.809
B4GALNT1	-0.75
BLOC1S2	-0.275625
ZNF673	0.4454
ARHGAP21	-1.18583333333333
IRX5	3.846375
LRFN5	0.142333333333333
FAM7A1	-0.405
RAB19	0.068
GINS1	-0.67575
ITM2B	1.2391
PAPSS2	1.1775
OR5BF1	0.762
ACSL3	-0.42575
KIAA1919	-0.800416666666667
GLT8D2	2.63675
UTRN	1.072
CNN1	2.43525
HISPPD2A	-0.432833333333333
SDAD1	0.259125
SIGLEC9	-0.0221666666666667
RPL35	-0.301857142857143
C22orf26	-0.3205
IMPDH2	-2.311625
WDR69	2.5135
SEC14L5	0.296166666666667
CLTA	-0.174
RP11-529I10.4	0.09925
GPR37L1	0.1785
OGDH	-0.54025
ASB13	-0.378333333333333
ZFP14	0.24325
ZCRB1	0.725333333333333
KPNA3	-0.75025
HSPA1L	1.317
RHOC	0.73225
LOC554175	0.15375
PPP3CA	3.3913
SLC1A7	-0.5391
ZNF529	-1.08316666666667
RBED1	1.0275
DDB2	-2.21925
FLJ11286	0.451
SPATA1	0.4035
MKNK1	-0.406833333333333
DYSF	1.389
ALKBH2	0.29475
NKD1	-2.29616666666667
C1orf174	-0.6335
PLEKHO1	1.37016666666667
ASB10	0.091
RING1	0.3885
NPC2	0.469375
AVPR1B	0.4865
YTHDF1	0.587666666666667
LMAN1L	0.7315
GSG2	-1.217
CEP170	-0.0233
RPS4Y2	-5.77175
MSH6	-0.734
HECTD2	-0.431
ZNF556	-2.02666666666667
PLEKHC1	-0.2796
AIRE	0.1825
BCL2L10	0.587
LMOD3	1.27416666666667
ZBTB8	0.6733
FOXA2	-2.5724
SLCO2A1	1.5525
C3orf46	0.3345
PRDM16	-0.119666666666667
TMEM98	0.74075
FRMD5	-2.099
PDE6C	-0.209
C1orf216	-0.4295
EP400	0.0136428571428572
PTK2	0.41275
RNF217	0.7605
NDUFA8	0.1915
ZFAT1	0.53225
LAMP3	-0.502666666666667
GLTSCR2	-0.268125
NPW	1.126
LLGL2	-0.312
PPM1K	-0.147833333333333
C20orf177	-0.25
KIR2DL4	0.5079
NFKB2	-0.2935
C21orf122	0.336833333333333
HESX1	-0.6385
GPR114	-0.210666666666667
SLC25A35	0.446666666666667
GNAT1	0.31625
ORAI3	1.18275
FAM76B	-0.076375
TMEM99	-1.2001
TRIM29	-1.8023
CDS1	2.06
RHEB	-0.2362
C4orf27	-1.035
RAB3A	-0.038
OTUD6B	-0.61575
GPD1	0.362
CDH15	0.217
NPM1	-0.365571428571429
TMEM117	-0.0305
PRPS2	0.509833333333333
GCK	-0.0025
ADRA2A	4.63383333333333
TSPYL4	-0.215
TASP1	-0.267
WDR19	-0.321666666666667
C10orf38	-1.562
PDE4C	-0.276
FYB	0.25975
C1orf55	0.812833333333333
PPFIA3	-0.779
RAD18	-0.58525
C12orf44	-0.9495
CRYBA4	-0.3285
HVCN1	1.1215
TAF10	0.187833333333333
C16orf48	0.175833333333333
DEPDC5	1.00266666666667
LTBP1	-0.6065
MAPRE1	0.031875
FGF8	-0.189
C3orf52	1.373375
SENP7	-0.325333333333333
LRRK2	2.171
RUNDC2A	1.30983333333333
KIAA0355	0.155666666666667
CPEB1	-1.7545
PPEF2	-0.003
ABI2	-0.214833333333333
KIAA0317	-0.432375
ATF1	-0.571666666666667
DYNC1H1	1.64025
DIP	0.7335
TMEM33	0.565277777777778
POLDIP3	-1.09025
C7orf24	1.4915
GPR171	1.061
CDC6	-2.23283333333333
PLD1	-0.7293
ITFG2	0.6051
NDUFC1	0.8515
AKNA	-0.59225
NBR1	0.796
PKHD1	0.27375
HPS4	-1.1757
MAFA	2.48
ULBP3	-0.41025
DIRC1	0.5585
IMMT	-0.81225
C22orf13	-0.0768333333333334
CEL	0.0685
MARK3	-0.68675
ADAMTS2	0.553583333333333
ARPC3	0.978166666666667
TMEM10	-0.045375
NPHS1	-0.32525
BRD8	0.0545
WDR12	-1.5765
IDI2	-0.406
HOXD13	-0.694
OR8G2	0.078
SLAIN1	-3.137
GABRQ	-0.02125
NR2C2	-0.23175
NKTR	-0.2826
TLE2	0.171
KIAA0892	-1.24433333333333
AURKA	-2.04409090909091
GPRC5C	-0.0715
TBC1D9B	-0.0144999999999999
PNPLA6	-0.320333333333333
AP3B1	0.249
NAG	-1.49575
C11orf68	-0.29075
AKR7A3	0.23425
AHCYL1	-0.3095
COP1	0.491833333333333
RPP14	-0.163916666666667
PCDHB18	0.73
CDH24	3.4335
KRT17	-0.7244
LACTB2	-1.3465
DDX24	0.6593
PHACTR1	-1.89266666666667
SLC35E2	-0.19125
LOXL1	1.78125
IQSEC2	1.279875
RGSL1	0.0125
PCDHGC5	0.094
MEGF10	0.189375
PRRX1	1.40666666666667
ASTE1	0.65
C6orf159	-0.1515
MYOD1	2.868
GAA	1.05
ZNF747	0.831
KLRC1	-2.097125
IL1RL2	0.347
GDF9	0.29625
GPR119	0.7965
TRAF2	0.541
HCK	1.502
BMP6	-3.70925
IL8RA	0.474
FLJ35848	-0.3355
EFHA1	0.415
CDSN	0.8565
C14orf54	-0.1484
LSM3	-0.625625
ZFP41	0.59
C9orf126	-1.01733333333333
VIT	-0.0975
SPCS3	-1.831
DEF8	-1.5262
CHAF1A	-1.0955
C1orf165	-1.05366666666667
ZFPM2	1.4995
FTH1	-0.11925
SLC35F1	0.108
YWHAH	0.23925
C17orf66	0.122666666666667
ADRB1	0.7865
FOXL1	-0.133
RG9MTD3	-0.600333333333333
UMPS	-0.303
MGC13008	0.134
KIAA1161	0.1845
CCDC77	-1.59525
C12orf65	0.1309
COG4	-1.544
RCP9	0.864
RP4-692D3.1	2.0715
CDC2L5	0.407
MGC7036	1.88983333333333
DNAJC11	-0.87425
GDF2	0.183833333333333
TIMM17A	-0.55725
HNRNPA0	-0.4772
OR2H1	0.15
PCBP1	0.246
COL23A1	0.2345
LRRC2	0.0760714285714285
NSD1	1.10257142857143
FLJ37078	-1.03125
WDR91	0.314
TMEM179	-0.01725
DSCR10	0.344
CNDP2	0.1471
FYN	-0.1305
BEX2	-0.835333333333333
KCND3	0.05725
YPEL5	1.264625
LRRC42	-1.69133333333333
C17orf45	-1.607375
ZNF649	0.6651
LOC150763	1.27875
COL5A2	3.49733333333333
CNGA2	-0.084
ELA2B	0.0566
RAB9B	-0.139
FAM100A	0.87725
NAIP	-0.402928571428571
MYOZ2	0.625375
SPATA12	0.27
XRCC4	-1.5375
CYB561	1.5051
CHST10	-0.33775
BAI1	-0.398333333333333
BRSK1	-0.430666666666667
C17orf89	-0.3615
PDE6H	-0.1885
FLJ20309	0.1054
MAP7	0.982
SCN4B	1.56725
SPAG9	-1.316
SERTAD1	0.884
FLJ21963	-0.4075
ANTXR1	0.9396
TMPRSS13	0.479166666666667
ETV7	1.2675
DGAT1	-0.579166666666667
NKIRAS1	-0.684833333333333
TAC3	-2.19375
CORO1C	-0.494333333333333
RAD54B	-0.799
HRASLS3	1.87983333333333
C21orf42	-0.03025
BARD1	-0.145833333333333
ZNF177	-0.0845
MIP	0.053
ZNF442	-0.23
F2	-3.5831
GRIA1	0.028625
GALNTL2	1.11516666666667
WNT5A	0.0591
LENG9	0.211
hCG_25371	-2.0745
FOXR1	0.222
TRA@	0.6797
PWWP2	0.4515
C1QTNF7	0.943833333333333
SLC7A4	0.98125
C4orf7	-0.03975
C17orf80	-0.355
KLK4	0.904
IL31	0.3325
TMEM176A	2.85775
CTNNB1	1.089125
BHLHB2	0.26325
TMEM185B	0.4465
ARD1B	-0.79875
C1orf93	1.113
BRUNOL4	-0.7305
LOC541469	0.977333333333333
UPK2	0.2605
GAS8	0.848166666666667
PATE	-0.645
IMPACT	0.610625
WNK4	0.293
HNRPLL	-1.240625
GAD2	0.11025
ITGA6	-0.58825
BMP15	0.144333333333333
CYP2A7	2.964375
RIC8A	-0.339625
CCND1	-0.100916666666667
USP35	0.1365
DSCR2	-1.968
CCL4	2.28466666666667
ZCCHC10	0.983
NOL11	-2.474
TRPM2	1.635
PSMD2	-1.88009090909091
CHTF18	0.64575
USP18	0.880625
RRAS	0.01
LAMC3	-0.90225
TOX	-3.2965
PCDH15	-0.0105
GABRG3	-0.9395
NUDCD2	-0.30925
SGCZ	-0.233
KCTD17	-0.0819
SPSB2	1.1735
TPPP3	3.82016666666667
CILP2	1.15683333333333
CALB2	2.171125
CEBPZ	-0.0645
ZNF479	-0.40225
FMOD	5.5335
C21orf66	-0.551307692307692
CLN6	0.259333333333333
ANAPC1	-0.33325
SH2D3C	1.72975
PTPN14	1.0569
TRIM42	-0.05825
APTX	0.19825
SNRPG	-0.272
BMS1	0.5345
MAGEA3	-4.6315
NFATC3	-1.66858333333333
LRRC45	1.71383333333333
ARS2	-0.149571428571429
LRIG1	2.20416666666667
EPSTI1	0.214166666666667
PRSS27	1.0385
ERC2	-0.225875
PRKACB	1.02228571428571
PRDM13	-2.305
HCG27	-0.6695
KLK12	4.7265
HSD17B7	-1.45866666666667
ZNF354A	-0.02275
PCDH11X	-0.399
DMGDH	-0.3525
PCBD2	0.58
TMC6	-1.2655
RIMS1	0.269125
SF3B2	-0.236666666666667
RCN1	-0.907
CPB1	2.55725
BCAR3	-0.119
FCRLB	0.833875
PAK1IP1	0.423
OR10H1	0.2255
KIF9	0.9768
PITPNM2	-0.71375
L3MBTL4	-0.1595
TGFB1	-0.5474
ZXDC	-0.39725
SLC6A16	-0.5725
SRrp35	-0.992
LRRC8E	1.72875
PPIAL4	-0.78775
EOMES	0.512166666666667
PAX2	-0.3605
SCARF2	1.7625
PSEN2	0.975916666666667
PCDHB13	0.72975
C10orf28	-0.636625
DHRS7B	1.46407142857143
C1orf131	0.02525
ASB1	-1.2033
ZNF223	0.447666666666667
LCMT2	1.4665
MEP1A	-0.32775
TMEM53	0.35825
RSPH3	2.77025
C10orf33	-0.4705
LOC644285	-0.01325
PTPN9	0.0566666666666667
ABCA12	2.0965
CCDC37	-0.3025
RUNDC1	1.324
YES1	-0.408
FAM120AOS	1.2295
OR5M3	-0.08
PPP1R3F	0.875666666666667
IL13	0.0568888888888889
MDFI	0.87525
PRNT	0.175
ZDBF2	-0.2535
OR10C1	0.279666666666667
CLIC1	-0.839333333333333
LILRA5	-0.0231666666666666
CSAG1	-4.54933333333333
TREML2	-0.452
FAM125A	-0.374166666666667
ZNF74	-1.3345
FAM104A	0.64725
LRRC39	-0.571
SAMD5	-0.606
HYAL2	1.47125
HIST2H2AC	1.50775
IGFBP5	2.88626086956522
NRTN	-0.422166666666667
KIAA0556	0.9807
FAM29A	-1.72211111111111
JMJD2A	1.06025
EPHB1	1.02275
POLD4	0.575
ANAPC10	-1.24775
LRRC36	1.13775
MEGF6	-0.0735
LPHN3	0.196166666666667
BMP10	0.2125
C21orf55	0.2455
CREM	-0.877125
PTGER4	-1.31683333333333
METAP1	-1.99175
KCNQ1	1.65833333333333
NR2F2	1.68475
SSFA2	0.104833333333333
CTTNBP2	-0.01975
BCL2A1	-1.7135
ZBTB24	0.467
SLCO6A1	-0.229
PRDM1	0.6436
OR7D2	-0.0886666666666667
CCDC47	-0.2489
LOC646982	0.4165
SLC26A6	-1.7695
BIN1	-0.1425
SRRM1	0.399071428571429
PCSK1N	0.91475
ALS2	-0.1079
ECT2	-1.09336842105263
CACNA2D2	1.342
DOCK6	-0.6635
C10orf119	0.40725
FATE1	0.32275
DUSP23	2.22225
TRIP6	-0.469428571428571
NUP35	-0.07375
CDH3	0.186
KLHDC8A	1.29925
C9orf116	2.03975
EI24	0.106
CENTD1	-0.388833333333333
RWDD2B	0.121666666666667
DOCK1	1.0525
NPAS2	0.114375
NR3C2	0.835666666666667
FAM63A	0.0408333333333333
INPP5F	-0.745
FAM111A	-0.0309
MYBL1	-2.03366666666667
IQGAP3	0.8355
CRADD	-1.56483333333333
DUSP12	-1.4995
PDZK1IP1	4.24225
VASH2	1.109
CTR9	0.45325
VIL1	-2.626
OR8U1	-0.0591666666666667
CCDC107	2.1735
PTTG1IP	1.0755
OR4X2	0.26525
COL9A1	-1.9825
PSMD9	-0.42175
ZFP62	0.4035
TIP39	1.48325
PARP15	-0.2065
TTC19	-1.060625
C1orf114	-0.6985
GFPT1	-0.429
SLC27A6	-1.98225
MRPS10	-0.1824
CALML5	4.03183333333333
TRPM7	-0.200875
CGNL1	1.6725
CECR1	0.961
SERPINB8	-0.923833333333333
TMEM102	1.45975
PDIA2	-2.99425
NUCKS1	1.645
HOTAIR	4.29575
EBI3	-0.30125
NXN	1.06425
ZMYND19	-0.78275
FOXJ3	-0.24275
EIF5B	0.1187
EIF2B4	-0.9995
LEO1	1.37675
ZIC5	-0.5625
IL20	0.0584
KIAA0415	0.51725
FLJ37357	0.102
TSPAN12	0.964625
ACTR3B	-0.81875
TFAM	0.0336666666666667
IL17RD	0.331
PARP12	0.0695
KLHDC7A	0.2765
KCTD4	-0.169333333333333
GTF2H1	-0.07
FLCN	-0.7875
BIRC4	1.074
LOC790955	0.1975
VKORC1L1	0.886
CYP4F22	0.254666666666667
TAS2R5	0.7955
ZNF582	0.937
HS3ST3B1	-0.60875
CTNS	-0.25425
STK36	1.151
MMD2	-0.03925
RP5-1103G7.6	0.5765
FLJ23356	0.3005
CRH	0.105
C1orf182	1.11616666666667
ACP5	1.56116666666667
AMFR	0.5961
CA4	-1.53525
PLCB4	0.37725
MPHOSPH10	1.0825
UNQ473	4.55216666666667
G3BP2	0.452
SR140	0.106833333333333
HOXA2	-0.22575
PYGB	0.082
BAT1	-0.791333333333333
DKK3	0.253333333333333
DDX31	-1.038875
TULP1	0.06075
NHLRC2	0.53825
TNRC4	0.252
ZNF430	-0.3605
TNRC6A	1.515375
PLA2G1B	0.284166666666667
RCHY1	-0.619166666666667
GTF2A2	-0.48
MGC4294	1.092
ZNF691	-0.5015
TACC3	-0.13475
DNAJC5G	0.26175
LOC4951	0.5925
MS4A4A	-3.0105
LOC152485	0.569
PPP1R2P1	-0.1055
PPP2R5B	-0.154
RPGRIP1L	0.1065
SPOP	0.1009
PTPRF	0.480166666666667
MGC42090	-0.244
SUSD3	-0.869
THOC4	-0.57425
MAML1	0.3743
FXR2	-0.6905
TYK2	-0.809125
MUC6	2.53283333333333
DNAJB7	0.323
PIP4K2A	0.162214285714286
MEX3A	1.22683333333333
RRP1	-0.782625
TFAP4	0.15875
CXorf41	1.2335
MTMR4	-0.639
CTLA4	0.2555
SNX9	0.177375
CIB3	0.4635
NECAP1	0.10125
PLA2G2D	0.0069
GLMN	-2.381
DCLRE1A	0.37225
PDX1	-0.24
SAMD11	-0.5985
MRPL55	1.8251
TLR7	0.34875
TBC1D21	0.301833333333333
SMAD1	1.8321
ACTRT2	-0.27825
RIOK2	0.83075
PDLIM4	0.3465
SLC22A15	0.097
ABHD13	0.2456
STX18	-0.7325
CCPG1	-0.227071428571429
DCBLD1	0.985333333333334
SLC2A6	-1.082
NOLA3	-0.1275
TRDMT1	-1.13471428571429
IL17F	0.5395
ATP1A4	-1.8215
OR52W1	0.312
CFL1	-1.05775
IL4	-0.79125
RBP2	-0.0646666666666667
CPSF6	-0.223
TTC8	0.516666666666667
MUCL1	5.768
EYA3	-1.11566666666667
KRT38	0.294666666666667
GNE	-1.32725
ZNF501	0.862
SLC35A2	1.272125
CEP110	-0.1841
MYF6	0.081
MGST2	0.495666666666667
TRPV4	-0.153833333333333
NEK8	-0.565166666666667
NOX5	-0.2065
NCKAP1L	-1.51516666666667
EMP3	-1.9015
BPY2C	0.3405
C1orf38	-0.94525
ELOVL2	-0.810625
CBX7	0.8005
OSBPL1A	0.0508333333333333
ZNF589	-0.77875
ESCO1	-0.418666666666667
TRA2A	0.910166666666667
C3orf26	-1.77475
PHF2	2.31966666666667
PID1	-0.441333333333333
RFC1	-0.293375
MTAP	-0.43375
ADORA3	1.18383333333333
LOC389458	0.62375
TRNT1	-0.8195
CRIPAK	-1.1405
RAI2	2.59666666666667
ANKRD44	-0.848
GZMB	1.58425
NFE2L1	0.025375
STIP1	-0.441
RASL11B	1.194
NT5DC2	-2.84233333333333
LRP2	0.6415
MTDH	-0.687933333333333
ARSG	-0.853
HSP90AB1	-0.0555833333333333
CT45-6	-3.30025
ZNF483	-0.119
LMBR1L	0.43625
S100A2	-1.8714
C2	0.343833333333333
C2orf27	1.19975
EIF4EBP1	-0.3075
GCKR	-2.71533333333333
PPP1R9B	0.783125
FER	-1.04425
SNRK	0.624833333333333
OR5M10	0.1415
UTP6	-1.339
CAPZA3	0.2855
FBP1	2.24655555555556
TERT	-1.2895
CCL1	-0.5
FUCA1	1.09925
ALS2CR8	0.463333333333333
KCMF1	0.0355833333333333
SRCRB4D	-0.563
OXCT2	-0.142833333333333
IL17RA	0.0313333333333333
MPP5	1.5165
SPA17	2.39275
FLJ10986	-0.382833333333333
GALNT14	-0.53375
CXorf27	-0.2765
NPLOC4	-1.67575
RAB34	-0.1845
KRTAP3-3	0.5745
ARSD	0.3795
CPLX2	-0.7211
PJA1	0.03575
WHDC1L1	0.896166666666667
RB1	-0.3613
MTMR15	-0.5025
PHLDA2	-0.329
GUCY2F	-0.0445
MPV17	-0.791666666666667
SLC35D1	-1.4645
LYSMD3	0.3004
COL16A1	1.356
ERLIN1	-1.86283333333333
JMJD4	0.69025
HIST1H2BK	-0.3545
TP53I11	1.3555
ST3GAL4	-0.6654
PF4V1	0.019
ALG8	-0.538
REG1A	0.27775
MINA	-2.3095
CYB5R3	0.393416666666667
HHLA1	-0.421
MYST4	1.9375
VASN	2.6725
UCHL5IP	-0.918
TFAP2A	2.733375
MGC9913	0.4765
C9orf97	-0.2375
LOC90379	-1.29175
PHF15	-0.629071428571429
ZNF169	-0.00216666666666667
KRT7	2.1273
GLIPR1L2	0.201125
LOC116236	-0.8685
IQCF3	0.10725
RDH14	0.3145
HNRPK	0.637142857142857
RABEPK	-1.0505
ISX	1.1935
CBARA1	1.224
RAD51AP1	-2.727
MLL5	1.331375
CXorf48	-3.7985
SGCD	0.13
PHTF1	-0.775375
CA3	0.01275
CMTM5	-0.441
STX10	-1.385875
JMJD2D	-0.76775
P4HA1	-0.29
GAB3	-0.913
DHRS4	-0.3745
COL4A1	2.9426875
C20orf20	-1.33275
OSBPL2	0.462875
PTTG2	-1.9765
KIAA1688	2.3245
STS	-0.66225
SHROOM4	0.6016
KBTBD5	0.198333333333333
ALDH1A3	0.838
BTNL2	-0.193833333333333
TGIF1	0.987
ZFAND5	0.304625
ICA1	2.664125
NAV3	-1.39033333333333
FLJ12331	-0.96425
EPS8L2	0.8351
MNT	0.6665
ENTPD1	0.187583333333333
OR51E2	0.50025
STK11	0.96025
MX1	3.26975
TTTY9A	-0.16325
CX62	-0.4245
LOXL4	-1.358
EXOSC4	-0.20025
PURB	0.894714285714286
SETD1A	-0.0746666666666666
RELB	0.578
LAMB2	1.75916666666667
HNF1B	-0.00599999999999999
PNLIPRP3	-0.4355
C14orf139	-1.327
UMOD	1.53725
GRIN3B	-0.48425
GPR25	0.759
ZNF512B	-0.57775
ATP6V0A1	-0.650625
SRA1	0.561416666666667
ZNF615	1.06275
ZNF768	0.40375
ZNF469	4.14975
DYNC2LI1	-0.807333333333333
DNAH3	0.179
LOC387911	0.454
LOC554234	0.36375
ARRDC5	1.59325
TMEM59L	-1.10333333333333
MARCH4	1.29125
CNOT8	-1.1075
KIRREL3	-1.274
ADAM17	0.48475
MYOG	0.46375
CPNE1	-1.26433333333333
AK5	1.336625
LOC204010	-1.77475
NDRG4	1.5915
LOC130074	-0.53225
PIAS4	0.9475
NCOA2	1.2215
TEGT	0.6939
USP5	-2.051
ANKRD21	2.35875
KIAA0692	0.291
HAPLN3	-0.3515
LZIC	-0.84325
NRXN3	0.49925
CDKN2C	-1.9085
KIAA0226	-0.39475
CYB5D1	0.656
WDR68	-0.74425
ABCB6	-0.6621
MRPS25	-0.1375
ZMAT2	0.00508333333333332
KRT25	-0.061
RPL11	-1.51075
GRAP	0.567833333333333
LOC198437	3.41533333333333
RORC	1.024625
RAP2C	0.138642857142857
MXD1	0.0556875
AZI2	-0.500666666666667
NUAK2	0.577
AHSG	-6.50775
MANSC1	1.54525
IMP3	0.0306666666666667
C2orf3	-0.67125
VSTM3	0.857
PCTP	-0.44825
SIRT1	1.31225
MANBA	0.3695
CD164	0.976
GFRA1	1.5024
PRM2	1.0715
ZKSCAN3	0.1765
PLEKHG1	1.72425
TPRKB	0.537
UBFD1	0.315916666666667
CDKL5	2.18516666666667
HIST1H2BD	0.89675
INPP4A	-0.751166666666667
BMX	-1.274375
PTPRU	-1.266
LOC554202	-0.5188
HOXC8	2.148125
IL12B	0.0215
ADPGK	-0.64275
ZNF418	1.1955
SIAE	0.62975
CWC15	0.8625
RP13-401N8.2	-0.0275
KLHL11	0.39925
DEDD2	-0.220625
PSMB3	-0.3175
DDX25	-2.14825
ZBTB3	0.3225
GFRAL	-0.2005
RPS25	-0.411333333333333
FAM57B	-0.214166666666667
TESK2	0.561166666666667
DNM1L	-1.054625
ZNF207	-0.389333333333333
CLEC11A	2.0785
TOLLIP	0.266875
TMEM61	-0.665833333333333
DLK1	-4.8308
PLVAP	2.504
NOD2	1.47633333333333
SCMH1	-0.3545
FLJ40235	0.15425
HTR2A	0.229
ARMC5	1.3545
FUT7	0.2625
PRELP	0.7179
ALKBH6	-0.0928333333333334
GYG1	-1.08933333333333
POLR3GL	0.48225
COL8A2	5.22483333333333
