Hybridization REF	TCGA-AO-A03O-01A-11R-A00Z-07
ZNF391	-1.6265
DNAJB14	0.0476666666666667
WRB	0.320625
BPI	-0.159333333333333
TTC4	-0.272833333333333
FAM10A5	-0.1585
GOT1L1	0.5382
MAGED1	0.81225
RESP18	0.05525
WFDC6	2.55525
MT2A	0.0475
C11orf56	-0.12675
KIAA1432	0.243
ROR1	-1.794875
HSD17B14	0.796333333333333
ZFAND2B	0.49425
SAMD4B	1.388
HEXA	-0.15675
HNRNPU	0.547363636363636
USP39	-0.122375
NRD1	-0.31025
R3HDML	0.62525
FLT4	0.280666666666667
OMG	-0.241666666666667
OR52N4	0.672
LOC399818	0.16075
ELA2	-1.82075
VENTXP1	-0.226
RFC5	-1.833
OR52L1	0.067
PAX5	0.5445
FBXO2	-1.39175
GMEB1	0.6025
AKT3	-1.187
CRB1	-1.49766666666667
CTTN	1.954
UTP15	-0.338166666666667
HSBP1	0.282
PHF11	1.80125
NDEL1	-0.0288333333333333
USP8	-0.344
BAIAP2	0.71525
SI	0.316
ARSJ	-2.42566666666667
BAAT	-2.90575
KCNS3	2.703
LOC126147	-0.0718333333333333
TMEM37	-0.2955
C1orf162	3.60816666666667
MBD1	0.2154
ITGAL	1.95383333333333
WDR73	0.107833333333333
GKN2	0.447833333333333
ARFGAP1	-0.174125
SLC5A8	-1.33233333333333
ZBTB40	0.759
CYP4B1	5.75866666666667
LYPLAL1	0.18875
CHST3	-2.362
MAP3K9	0.788
BTAF1	-0.990666666666666
TFAP2E	-0.2295
RBM35B	0.9765
LOC441251	-0.309666666666667
ANKRD25	-0.733666666666667
UQCRC2	-0.0835
MAEA	0.167916666666667
HYAL1	-2.8284
RNPEPL1	-0.0758333333333333
CPSF2	-0.33725
PSD3	-3.1238
ABCA13	-0.4685
AGR2	1.204125
GBX1	-1.2115
HDLBP	0.526714285714286
ACY3	-0.77275
HECW1	-1.13625
ZNF519	-1.12575
HOPX	2.086875
ZNF304	-0.38975
OR12D3	-0.031
FKSG43	0.47175
METTL1	1.756
MFSD3	1.3473
PSPH	-0.062
CLCA3	-0.318
DARS2	-0.479
CDC25A	-0.813333333333333
BAIAP2L1	-0.2325
B3GNT5	-1.5835
USP29	0.16975
ARHGEF10L	0.8312
ATOX1	1.000875
ADAM30	0.81475
DNASE1	0.85175
STT3A	-1.33291666666667
RAB6IP1	-0.427
PTN	0.1772
C1orf106	0.123923076923077
HECA	1.15175
RNF122	0.5825
SLC22A18AS	-0.278666666666667
GNG8	1.41533333333333
ELP4	-0.46425
FAM65A	-0.179666666666667
RPL10A	-0.544
IRS4	2.044
MACF1	1.1327
SEC24D	1.0875
LOC374395	0.34875
TGFB2	-1.93175
MDFIC	-0.605875
CHRNE	0.570333333333333
PCMTD2	-0.404166666666667
ATP6V0D1	0.431333333333333
MTA2	-0.358
LZTR1	-0.337666666666667
RAP1A	0.1985
AXIN1	0.420875
POLR1C	0.08225
TRIO	0.368583333333333
PLXNA4A	-0.878833333333333
C5orf33	-0.992
DEPDC1B	-2.192125
ZNF473	0.0891666666666667
MTM1	0.46275
GPR107	-0.087
CSNK1A1L	1.9005
FLJ14154	0.95975
NLRC4	4.19675
ENPP4	1.87033333333333
PADI3	-0.071
RNF170	0.467125
CG018	0.376833333333333
C16orf7	-0.2495
KCNE1	0.53675
NRM	-1.00466666666667
SLC37A3	0.0295
TPD52L2	-0.404833333333333
UNC5B	1.92525
C12orf12	0.219333333333333
SDHB	-0.29225
CLRN1	0.327375
NUDT10	-2.728
UGT3A1	0.076
FBXW8	0.673125
RHOF	-0.677875
PTPLAD1	1.0065
MYO3B	-1.05275
DERA	-1.9485
TPP2	-1.501
C19orf53	-0.373833333333333
GINS3	-0.9565
ST6GALNAC5	1.4435
CHSY1	0.75975
MGC15705	0.3285
GPR83	0.2035
EXT2	-0.224625
DOLK	0.41825
TUBAL3	0.7225
ACVRL1	1.9399
ABL2	-0.13075
C14orf156	-0.616666666666667
PTPRZ1	-4.31225
DIP2C	0.685
LAMP1	0.58925
RXRA	-0.2157
MAP3K5	-1.0125
ALKBH1	0.686833333333333
PDLIM7	-0.329625
ARL14	-2.827
SNIP1	0.0303333333333333
TIMP3	0.05075
RGS3	0.0276666666666667
SPAG16	-0.2553
ABHD4	0.50625
ARHGEF12	-0.403583333333333
GLUD2	-0.0445
RAC2	-0.6894
UAP1L1	-0.852
SLC18A3	-0.0515
YOD1	-0.87125
RALY	0.2285
HMOX2	1.263125
DGKH	0.10425
DBNDD2	0.325166666666667
YIPF4	-0.112375
THAP10	-0.34275
ZNF513	1.073
HAGHL	0.888333333333333
ITGB4	-0.958333333333333
CCDC141	-0.432
YTHDF3	0.764
C5orf28	0.40875
RPL7L1	-0.401375
TMEM30B	1.51385714285714
ANKRD35	0.0055
DUOXA2	0.1715
TBC1D5	-0.588625
DFNB59	-0.553
HRH4	0.40525
MYO6	2.0956
DNAJA4	1.73125
RBM24	1.94625
CEACAM20	-1.03475
RBM23	0.9765
NGFB	0.315
C1orf63	-0.9567
KRTAP7-1	-0.6385
PERLD1	1.23625
NPB	-0.154
C17orf59	0.4988
HSPBAP1	-0.41425
SLC15A4	0.004125
PRTFDC1	-2.427
OSMR	-1.19378571428571
CYSLTR2	-0.4205
C19orf25	0.6057
KIAA1797	0.3685
NLRP6	0.6435
FAM105B	0.0168
SCRN2	-0.309833333333333
LRRC58	0.7984
RNF17	0.001
NEIL3	-4.486
FAM137A	-0.4855
SKP2	-2.55625
PARVA	0.430166666666667
PKLR	-1.7125
RNF34	0.540375
A3GALT2	0.734
C12orf50	-0.338
SUNC1	-1.6295
FAM102B	-0.482833333333333
CCT2	3.00675
LRRC37A2	-0.3665
ARF4	-0.006
SIKE	0.377125
C8orf48	-1.66333333333333
MBTPS1	0.250857142857143
GPSN2	0.2015
NCF2	3.315
SLC12A6	0.365166666666667
MRPL48	-0.6575
HMGN3	-1.73833333333333
LRRC62	-0.88725
PAX9	0.513625
FAM55A	0.522
C20orf42	-4.24016666666667
SCML2	-1.45433333333333
BCL9	0.70675
FAM40A	-0.22825
C9orf41	-0.9405
ZNF774	-0.237
LETM1	0.039
PLXNB1	1.16566666666667
NIPSNAP1	1.3225
USP10	-0.29775
F9	0.737
LIPE	1.5335
CNGB3	-1.182
C12orf52	0.230125
PI4K2A	0.51125
MED8	-0.0975
STAT4	1.5724
FGD4	-1.11683333333333
RNF145	-2.39883333333333
WDR32	3.1844
CLDN2	0.189666666666667
TCEAL8	1.15525
ZMYND8	0.0106
PDXK	-0.24025
GATAD2A	-0.67575
PTGES3	0.4195
CCM2	0.12325
TAP1	2.998125
ZNF670	1.29075
ETS2	-0.6835
C6orf166	-0.0251666666666667
PRMT2	0.774357142857143
OR4B1	0.5345
INTS8	0.9065
CCDC102A	0.72375
CCDC83	-3.19733333333333
ITGA1	-0.5736
EPHA5	-2.3999
FAM24B	-1.77816666666667
TSGA10	1.0735
HAL	-2.9015
MYOT	0.2485
SPACA3	0.2005
BCL2L2	0.161666666666667
CUGBP2	-0.826
CCNB3	0.126
RNF113B	0.08125
MERTK	-0.31025
BAG1	-0.291
VPS36	-0.7555
ORMDL3	1.4589
C1orf190	0.019
ZNF625	0.02925
CORO2B	-2.28325
ALOX15	-0.0415
CST1	1.377
NUPR1	2.05166666666667
CCL7	2.7665
SMCR5	-1.4005
DSC2	1.1455
RBMS2	0.286
GRIK4	0.43
TRIM65	0.1408
TMPRSS6	0.7765
TP53INP2	0.469
GLB1L	0.6755
LOC388284	-0.138166666666667
PUS1	-0.563142857142857
BCL9L	0.014
OLFM1	-1.95983333333333
RET	4.16225
MASTL	-0.278666666666667
ALX3	0.18325
IL1RL1	-0.1945
ZNF765	-0.4168
C14orf138	-0.55375
SNX10	-0.787
TAC4	0.3795
C1orf64	3.494625
POGK	1.038125
MAPK9	0.77575
ZNF366	3.1585
C8orf79	-1.04255555555556
CLDN7	2.73675
OR5AT1	0.593
TRIM37	-1.4685
LRRC25	2.44175
GRHL2	3.408
TEKT3	0.33525
LASS5	-0.112666666666667
ABCC4	-1.90525
DLG3	1.17375
VGLL1	-0.15125
ZFP36L2	-0.186333333333333
MFRP	0.2775
KIAA1799	0.27525
FLJ44379	0.612
PCNX	0.381
ANXA9	2.432
CYP4V2	1.4643
PIK3C2A	0.18275
SRR	-0.179
NOL3	-1.1845
IFITM2	2.3435
ARNTL2	-2.5075
ZNF595	0.832
NLRP13	-0.064
ASPH	1.874875
CPA2	0.3795
PVRIG	-0.322666666666667
LEPR	-1.381
C16orf42	1.09883333333333
SH3BGRL	3.726
FAM77D	-0.578666666666667
FNDC7	-0.525
C9orf6	-0.349833333333333
NOTCH2NL	0.315666666666667
PGBD1	-2.48866666666667
SYNGR2	1.39033333333333
PITPNA	0.1225
PRPF4B	-0.6503
SLC43A3	-1.7805
NRBP1	0.216
SLC25A22	0.666
ILK	0.045
SLC22A8	0.663
MRPS7	-0.406125
PITX2	-1.97725
FABP3	-0.413125
OR1L1	-0.7575
LOC728215	0.97675
BLID	-3.0965
KIAA1217	2.20870588235294
TFPT	0.89875
AP4B1	-0.65375
VBP1	-1.08525
OR1K1	0.6425
MORC3	0.80475
BHMT2	-1.4545
C3orf10	0.722
FZD7	-0.2665
WFDC10A	-0.863
PMS2CL	-0.36425
CCDC32	0.533
FA2H	-3.82375
ALG13	-0.4985
TTLL7	-1.6359
SPOCK3	-0.30175
SLC13A2	1.7965
AIM1	4.41175
GPRC6A	-0.111
EGR2	3.37975
MED11	-0.251
WWC1	2.14225
SH3GL3	-3.27025
RIF1	-0.0741428571428571
PRLH	0.228
VLDLR	-2.7835
DBT	0.26975
C21orf63	-0.76675
CGGBP1	0.43175
KRTAP12-2	-0.0425
TADA3L	-0.160875
ZBTB16	1.10925
PDGFB	1.2505
RFX1	0.411
UQCRB	0.7925
LOC133874	-0.0675
HPS3	-2.32975
LGALS3BP	2.1676
DKFZP564O0823	5.01128571428571
MRFAP1L1	0.527
HOXA10	-1.72983333333333
NGB	0.2675
KIF21A	-0.215461538461538
IFLTD1	1.415
LZTS1	-1.989875
ARHGEF3	1.56675
RHBDL3	-2.212
CSNK1G2	-0.160583333333333
ChGn	-1.99525
KIAA1244	2.82916666666667
GABRB2	0.1405
MGC72080	-0.592
CD27	3.9025
EGLN1	-1.6291
PEX13	0.00625
RWDD3	-0.08475
RNF12	-0.135666666666667
GRIN2B	-0.54
ADAMTS14	-0.87925
DYDC2	0.1925
ATP6AP1	1.2241
NR1H2	0.654833333333333
PDK2	1.3485
C3orf17	-0.0326666666666667
SLC38A2	-0.0532857142857143
SLC25A29	0.475666666666667
C15orf29	0.89625
ADAM9	-1.31291666666667
TMUB2	0.607
GPR176	-0.94625
AGK	-0.473625
MCCD1	0.5935
NDUFA4	-0.755
TMEM146	0.60125
DUSP1	0.447
UNQ6975	0.0355
EMX2OS	2.598
INSM2	-1.041
LUZP4	-0.276
SETD6	-0.5945
P2RY2	2.21275
SLC45A2	-1.797
RABGAP1	0.746
UBXD5	0.6695
GPRC5A	0.4714
PAK3	-0.749833333333333
LOC63920	-0.7155
TGFBR1	0.0895
KRTAP6-3	-0.08125
SFMBT2	-0.3425
CDC42	0.15875
C11orf35	0.5135
TTLL2	0.01225
UACA	-0.338416666666667
CD97	-0.7882
SETD5	-0.54325
NINJ2	-1.474
PTER	1.10833333333333
POMGNT1	0.2725
KRTAP4-2	-0.325
ECGF1	2.86825
HRB	-0.379272727272727
ATP1B2	-0.2444
LOC400506	0.6175
COL4A3BP	0.01675
C6orf97	1.0135
GRHPR	0.443625
TAS2R1	2.0555
SEMA7A	-1.51325
EDF1	-0.51325
ODF2L	0.8573
PCID2	-0.983
GTF2H4	-0.0786666666666667
ZCCHC3	-0.676875
CGB2	-0.032
NEUROD1	-0.368333333333333
C20orf75	-0.073
RP5-1054A22.3	0.777166666666667
IFNA5	0.303
ZNF134	-0.279083333333333
MGC119295	-1.2912
ZSWIM6	0.19125
SMEK1	0.389666666666667
PCGF2	0.34775
C1orf102	1.90825
CYP2A13	0.865
KCNH6	0.1309
MDM1	0.1768
ALDH7A1	-0.288333333333333
C9orf75	0.362
VDAC3	-0.09375
OR51T1	0.153
EIF3F	-0.6915
KCNJ10	0.040125
LENG8	0.13475
EDEM2	-0.184916666666667
CCNJL	-1.321
DHX37	-0.998
CRYGN	0.7245
AATF	0.1435
ZNF630	1.184875
E2F5	1.68
WFDC13	-0.61675
FTSJ3	-0.3665
C4orf33	1.12525
LHFPL4	-2.6065
C19orf56	-0.295083333333333
SMAD4	-0.413375
AFM	-0.0426666666666667
G0S2	-0.89675
FCHSD2	-0.3614
RRP1B	-0.6692
EEF1B2	-1.22416666666667
STAT6	-0.383
ZNF195	-0.30475
GNL1	-0.394166666666667
ZNRF2	1.17266666666667
PER3	-0.244
ASB16	0.55625
C10orf10	0.755357142857143
ADCY8	-3.28333333333333
C9orf58	-0.415333333333333
ARMC10	-0.924333333333333
PSG1	-1.1025
DHX34	0.851
VARS2	-0.26925
NFIC	1.10775
ITPR2	-0.77075
AGXT2	0.103166666666667
OR6K3	0.2755
H2AFZ	-0.282416666666667
MLLT3	-0.1925
COX4I2	1.63375
CCNT2	-0.251375
PLK4	-1.39975
NUMBL	-0.0686666666666667
MED16	0.7705
PLEKHQ1	0.86675
GOSR1	0.347
BTG4	-0.25225
RPL30	1.58525
IGSF5	3.595
IGFL2	2.22583333333333
ELMOD2	0.332333333333333
SHC3	-1.97316666666667
HAVCR1	-0.2715
DYNC2H1	-1.345375
RNF5	0.2285
C2orf7	0.007
NLF1	1.085
KLHL25	0.74475
LRP10	0.9025
KRI1	0.3285
PUS7L	0.149666666666667
MGMT	1.75325
HOXD1	2.4235
CSH1	0.3561
ATG16L2	-1.95325
FLJ44635	-0.2095
CHODL	-0.3675
EXOSC8	-1.65325
SLC28A1	-0.38
MYO7B	-0.728666666666667
SEH1L	-0.3554
MTNR1A	-0.195833333333333
TSPAN5	0.403
CDC45L	-1.72066666666667
AMIGO1	0.445
ATAD3A	-0.838
OSGIN2	0.798
PDIK1L	1.08466666666667
DARC	2.980375
PIPSL	0.539
SHMT1	0.011
CRISP3	-0.237
POPDC2	1.89183333333333
ZRANB2	-0.648
FBXL8	0.558
TRIP13	-1.29036363636364
EIF5AL1	-0.2225
POU5F1P3	-4.323
IL6	-2.83533333333333
CXorf38	0.472
IFNA16	0.356
FBXL2	0.473
BRD1	0.3365
STATH	-0.22875
FBXO44	0.469666666666667
MCCC2	0.35525
CDC2	-0.442
C5orf23	-2.12075
IVD	1.34366666666667
C10orf122	-0.79625
MSL3L1	0.5018
MVP	0.26025
EPOR	-0.9038
ZMYM1	-0.63
BCL7C	0.986166666666667
PSTPIP2	0.4646
LYPD1	-1.89525
OR8G5	-0.326
ZP3	0.0331666666666666
BCAS4	1.36308333333333
EDG6	2.67
ISY1	-0.10775
PRAMEF2	-1.67675
CUL1	-0.173625
RNF213	1.9412
CCRK	0.77725
DHX9	0.06975
C13orf29	-1.40175
NCKAP1	0.586833333333333
MRPL43	0.761
XPR1	-0.5045
PKN2	0.8192
PODNL1	-0.1395
ZNF333	0.734875
DALRD3	1.0735
OPN1SW	0.115
BTBD6	0.19025
C11orf82	-2.421
OR5P3	-0.1615
DUSP11	0.23825
L1CAM	-1.6727
NEK11	2.1215
OR7E91P	1.2175
CNTN3	1.4397
CREB3L2	0.60475
ZBTB37	1.0045
KIAA1324L	-0.48875
NDUFB10	0.3645
NUDT2	0.275
GTPBP8	-0.68775
CACNA1D	0.336625
PRKAA2	-2.0985
PRDM8	0.203
MGC16075	-0.642333333333333
KRT14	-1.4925
PP8961	0.4875
MRPL18	0.37575
ABCG2	-2.258
PACRG	0.66825
BBS2	0.82575
KREMEN2	0.2395
FBXO21	0.335
HNRPUL1	0.192666666666667
GRB10	0.5265
CLSTN1	1.171375
LMAN2	0.4565
C17orf61	0.116
NIPSNAP3A	-0.06475
INSIG2	-1.75383333333333
PCDHB7	-0.565833333333333
STXBP2	1.193625
CMAH	0.1315
SEMA5B	-1.17375
ZNF155	-1.10316666666667
COQ6	0.6935
PRPF4	-0.78175
TSPAN15	3.4012
VN1R5	0.2005
LATS2	-0.7945
SELK	0.12575
PGK2	-0.1335
MS4A1	-0.372375
TYW3	-0.4532
KRTAP5-1	0.8095
RCCD1	-1.12666666666667
BTN1A1	0.5305
DDX28	-0.37275
TMEM65	-0.034125
LOC92345	0.1745
TTC31	0.54775
WDR46	-0.83
CHP2	-1.39116666666667
LSP1	0.420875
ZNF542	-1.945
EXOSC1	-0.54075
ARHGAP18	-0.875333333333333
LRRTM4	-0.886625
MAOB	4.56808333333333
CACNB4	-1.392
MGC33846	0.691125
RANBP3L	-0.6885
ATP5L	-0.427625
ONECUT1	-3.484
NUDT9	0.123
TMEM149	0.871
STX17	0.63625
IGSF10	-4.562
TMPRSS9	-0.503
BMPR2	1.34833333333333
ALLC	-0.28475
KLF7	0.978125
GCC1	0.4405
TIMM9	-0.066
CDO1	-0.8045
MGC10701	-0.640166666666667
IFI6	4.0615
FRMD8	0.7495
MGAT2	0.23
WBP5	0.428333333333333
CNIH2	0.71175
KIAA0907	-1.1267
KCNH8	-0.5835
CTSG	-2.5995
GRIK1	-0.270666666666667
CUL5	-1.2795
FRMD1	0.5195
OR9A4	0.065
SYT6	-1.7925
FOXD4L2	1.887
ANAPC2	-0.299
OPN5	1.996
TAF13	-0.3325
LYG2	-0.0315
GGNBP1	0.812
C11orf40	-0.307
OTX2	-0.973
REG4	-0.2175
EIF5	-0.5720625
PALB2	0.102
SEPSECS	-0.4606
RNASE3	-0.37625
TRIM49	-1.6285
POLR2K	2.0345
GPR42	0.6185
C8B	-3.229
SASS6	-0.602
PREB	-0.184833333333333
OR3A3	0.662
TUBA8	0.719625
IGLV2-14	1.439
STIL	-1.125
ANKFN1	-1.567
NME7	0.157
HOXC12	4.19725
UBE2C	-0.250125
FHOD1	-0.289375
CDK2AP1	-0.0629166666666666
OR6K2	0.086
DHPS	-0.35825
RPL5	-0.907166666666667
TRGV5	0.724
LOC541472	-0.11775
HCCS	0.1197
DENND1B	1.238
LHX3	0.581
OR5D16	0.894
CXorf57	-2.95833333333333
IRF2BP1	1.0475
NDST2	0.590166666666667
LCE3D	0.545
BOLL	0.694375
SYT3	-1.14475
PIH1D2	-0.77725
C20orf7	-0.856333333333333
IL1R2	0.831166666666666
SLAMF9	-0.276
PPME1	-0.283375
PIK3CA	0.96375
TRAPPC1	0.244625
COLEC10	-1.0225
SLC9A6	-2.1605
PDDC1	-0.858
CCDC53	-0.39225
GK3P	-0.45275
DAZL	-1.20925
BRI3	-0.59275
SDK1	-0.206125
CYP2C18	-0.57625
IFI44L	6.1935
RPL3L	0.3325
FUT9	-0.850666666666667
KIFC2	0.535333333333333
PMP2	-0.61175
SLC4A9	-0.3065
PLAG1	-1.94933333333333
MYCBP2	-0.280666666666667
OR4E2	-0.851
CCDC65	2.392
C16orf82	0.06225
ENTPD4	-1.66425
BRP44L	0.265125
PMP22CD	0.6255
TMCO4	0.444
KCNN1	-0.953333333333333
WDR35	0.4705
CCDC80	1.727625
C3orf31	-1.03525
SLC7A9	-0.4825
TMEM190	0.46125
DBC1	-1.65366666666667
FADS3	-1.457
PDZD8	0.0213333333333334
GRM5	0.011375
AZGP1	2.522
PEX3	0.4995
MED1	0.0681428571428571
ATG4C	-1.20416666666667
HNRPH3	-0.805375
FAM109B	1.895
C4orf17	0.116
CA10	0.45625
OPRD1	1.589
CCL16	-2.0055
SACM1L	-0.56475
CST6	3.01325
CD63	0.471875
LGI1	-2.6565
ZNF784	1.109
CRYBB1	-0.8025
CX3CL1	1.2482
TOP2A	-0.9645
GYPB	-4.11633333333333
GADD45GIP1	-1.0045
FEN1	-1.356375
IGF1R	0.73125
WDR72	-3.1875
PURG	-1.377
DEFB126	2.213
PKD1L1	0.85025
CAV1	-2.1339
GNPDA2	-0.1906
DGAT2	-1.33475
NLGN1	-4.82075
STRBP	0.88175
HPRT1	-0.364166666666667
FANCI	-1.173375
PSMA7	0.57475
DBF4B	-0.632166666666667
TTF1	-0.5435
RAD54L	-1.30875
ELOF1	0.31475
PLAGL2	-0.04375
ZNF256	-0.8865
HMGCL	0.67375
MSI2	-0.207666666666667
RPESP	-0.0323333333333333
C11orf60	-0.97
ABCD1	0.1905
ACAA1	0.792
SPARCL1	4.24535714285714
IL6ST	2.5867
ZNF319	0.1285
TMEM109	-0.1026
FAM90A1	-2.06216666666667
IL22RA1	-1.004
ATP4B	0.383
TEC	-1.08783333333333
C7orf30	-1.28675
TXNDC2	-1.13216666666667
ABCB4	-1.0125
KIAA1191	-0.424125
C9orf38	-0.3005
SFTPB	0.439125
CNTNAP2	-0.120454545454545
FRK	0.4915
TBX19	-0.0685
CHD4	0.0545
C6orf26	-2.26316666666667
MOSC2	1.25875
IKBKE	0.506
HIF1A	-0.370666666666667
LOC595101	-0.201
RELA	0.593166666666667
TMEM16B	-1.69116666666667
ABHD12B	-2.434
TSEN34	0.83125
KIF18A	-1.8535
TXNDC9	0.5985
SPATA2L	0.0595
SEMA4G	0.6645
C21orf91	-0.295625
MATN1	-0.073
KCNIP4	0.141166666666667
TUSC1	2.7435
OR4C15	0.48225
ARMCX6	0.6715
WBSCR27	-1.738
OR52I2	-0.3015
KIAA1604	-0.908
DYNC1I1	-2.112375
PPP4C	0.54675
SLC47A2	-2.51233333333333
TREH	0.15375
CD48	2.3895
ST14	0.63
PKN1	-0.14375
SPON2	0.66525
XBP1	3.512
SFRS12	-0.7895
EFCAB6	2.0475
SELT	0.12125
SLC39A2	0.977
ERF	-0.229333333333333
ARL3	2.169875
SURF6	-0.6803
MLLT10	-0.530380952380952
FLJ11171	-0.008
TDGF1	-4.5045
ERCC6	0.00599999999999999
EIF2AK4	1.0945
BAZ1A	0.0463333333333333
LRRN3	-0.878333333333333
TMC3	0.2455
EFTUD1	-0.44525
PTPRO	1.229
CLEC12A	1.301875
ACBD4	0.322125
ZDHHC14	-0.9645
OTUD7B	1.15725
ACTB	0.634
MSRA	-0.693
LCE5A	1.119
IFI35	2.14125
BSCL2	0.472333333333333
ANKRD12	-0.252083333333333
CFHR2	0.56225
RGAG1	1.01433333333333
HSFY1	-0.0965
SLC30A5	-0.307333333333333
IMPG1	-0.5125
GPR109A	0.8955
ZNF185	-1.062
IYD	0.79575
NPCDR1	-0.0155
SERPINA13	0.8615
HMGCLL1	-2.158
NEUROG1	1.03233333333333
UBQLN1	-0.5778125
LIN37	1.46075
SOCS2	-3.52275
DSCR4	-1.881375
XKR6	-2.5215
GPR142	0.85
KRTAP13-3	1.475
CCDC15	-1.28816666666667
MOS	0.4035
CD1E	-1.8495
OFCC1	0.885666666666667
FAM83D	0.68075
SRFBP1	-0.36725
C9orf96	0.079
DHDH	-0.79225
CCDC90A	-1.0405
RABL3	1.5019
CD320	-1.07633333333333
ANGEL2	0.584416666666667
MRPL21	0.789
SMG6	0.0946666666666667
INSR	1.95825
FLJ14816	-0.8005
GLRB	-2.80933333333333
C9orf89	0.79975
CIZ1	0.1995
URG4	-0.526
LRDD	-1.059
CBY1	0.775833333333333
NFX1	0.65275
MTERFD2	-0.129928571428571
C19orf23	0.7045
PGC	-2.288875
IER3IP1	0.1481
RASAL2	0.54025
C1orf89	0.86325
SYNJ1	-0.632375
NFKBIE	0.12975
FLJ40125	-1.40183333333333
TCEB2	0.5601
NOG	-1.9275
POLR2J2	-0.631333333333333
HLA-B	3.2535
PCDHA1	0.3205
PPP2R2B	-1.46175
ARHGEF17	0.415833333333333
TCF7L2	0.6585
CHD5	-0.156833333333333
ZNF431	-0.07975
TBC1D25	0.65425
ZNF800	0.3505
SCUBE2	1.02181818181818
MYCBP	0.427833333333333
GPX5	0.411
C6orf129	0.5455
QSER1	-0.346
ULK2	2.1295
PIGO	1.05483333333333
NRCAM	-3.58621428571429
SLC35E3	-0.02675
CSRP2	-1.456
HYPE	0.23375
MAPK15	0.485166666666667
MGC14327	-0.049
TIMM13	0.0785
ZNF462	0.40175
GBA3	0.07575
TEX13A	0.1865
MCM6	-0.586333333333333
MTRF1	-1.148625
ABCA7	-0.13875
EIF4A2	-1.25025
ZC3H10	1.771
RPGR	-0.461166666666667
C20orf94	0.536
RP1L1	0.2575
GPR125	-0.291625
USP22	-0.00964285714285714
OR1L4	0.47625
MLZE	2.021
FLJ32065	0.55775
PTCD1	-0.66125
CRTAC1	-0.0988333333333333
BXDC2	-1.3425
C18orf1	0.00166666666666671
FAM107A	0.621571428571429
EFNA3	-0.07975
P18SRP	-0.4595
CAMKK2	0.752583333333333
KIAA0649	-0.963
NES	-1.389
HS6ST3	-2.03125
PON2	-1.708
TCP11L2	-0.194
CLEC4A	2.231
PRR12	0.574
MLXIPL	-1.6209
C2orf50	0.0035
ZNF28	1.5145
ENC1	1.3355
MAP2K1	-0.259625
FKSG2	0.13725
KIAA0430	0.58675
PTP4A1	-1.22216666666667
GPR156	1.1955
GTF3C6	-0.091
UBR2	-0.0649
LOC388272	-0.5725
MAK	-0.158333333333333
ACOT4	1.354
STC2	-1.34116666666667
PIGW	-0.40825
SAE1	-0.254875
COL6A1	0.0439090909090909
OAZ1	0.460833333333333
STMN4	-0.264166666666667
EDG3	-0.662166666666667
SGCE	-2.63383333333333
IL11	-2.28383333333333
PRSS8	2.3135
YIPF5	0.740333333333333
WNT4	3.587125
CSN2	-0.335166666666667
TCF7	-2.274125
TDO2	3.2675
SAMD9	1.8350625
S100A7A	0.401
MMRN1	1.30883333333333
GKAP1	-0.24275
AKR1C3	-2.577625
RNF19A	2.15225
GMDS	-0.686
YKT6	-0.668
SPARC	1.3194
C12orf31	0.171
UBE2V2	-1.30233333333333
FBXL18	-0.574
KIAA0460	0.86625
ADAM22	-1.32625
SERPINC1	-4.66475
KCTD21	0.9055
MYOHD1	-1.5785
ZNF37A	0.440333333333333
GTF3C1	0.601
CTSZ	2.185
PRNPIP	0.28
DRD1IP	0.37025
NR1I2	-2.7572
ZNF266	-1.0807
SPAG4L	0.338
COX4NB	-0.7815
SAPS1	0.591
APOA1	-3.74325
TATDN1	0.257
C10orf82	3.30975
KPNB1	-0.62275
FOXO3	1.45941666666667
CRYBB2	0.913
ZBTB5	0.545333333333333
SLC25A38	0.2065
DCTN2	-0.64
IFT20	0.24825
CTHRC1	1.64775
C1orf31	0.15625
UHRF1	0.0393125
GPC6	-1.10975
C10orf54	1.818
MCF2L2	-0.1485
WNT9B	0.483875
OLA1	-0.655375
FAM120B	0.50225
TTLL10	-0.827
CYorf15A	-5.929
RELN	-2.0206
SCN2B	0.386916666666667
MFHAS1	-0.7495
NKX3-2	-1.22033333333333
RASGRF2	-0.711
SSBP1	-1.13466666666667
KPNA6	-0.272857142857143
LOC389118	0.2985
HS3ST4	-2.1252
SUPT7L	-0.320875
FLJ32658	0.743
IGFBPL1	-0.578
KIAA1641	-0.3055
SHKBP1	0.9185
CSF1R	4.537
NAGK	1.64775
MYL2	0.3655
HIST1H4C	-1.153
TOMM7	-0.551125
ADAMTSL3	2.3214
TNFSF14	-0.459
PRRT2	-1.32925
VTA1	0.348875
AOAH	3.9355
CRISPLD2	1.141
PNN	-0.8884
TA-NFKBH	-0.07075
ESPN	-0.51375
RBM43	1.526
KIAA1267	0.01475
DDX3X	0.23
KIAA1576	-4.46275
PLXDC1	2.96566666666667
FLJ25801	-4.10675
HNRNPL	-0.15325
RUNDC3A	0.347833333333333
CASP12	1.215
SH2D5	-1.44325
RPL26L1	-0.1755
OR51A7	0.0726666666666667
HDC	0.85
C2orf16	-0.413166666666667
SYTL3	2.71075
GOLGA4	-0.0464375
NOTCH1	-1.05716666666667
ATPAF2	0.73
ECD	0.31
SSX5	-1.4845
SNAP91	0.157
OCA2	-5.33075
PNPO	0.1715
