Hybridization REF	TCGA-A2-A0CV-01A-31R-A115-07
HOTAIR	0.44475
EBI3	0.71175
NXN	0.878
ZMYND19	-0.39
FOXJ3	-0.278
EIF5B	-0.3679
EIF2B4	-0.431666666666667
LEO1	-0.071
ZIC5	-2.15966666666667
IL20	0.780666666666667
KIAA0415	0.359
FLJ37357	-0.1695
TSPAN12	0.46225
ACTR3B	0.159
TFAM	-0.784333333333333
IL17RD	0.894375
PARP12	0.908
KLHDC7A	0.326
KCTD4	0.279833333333333
GTF2H1	0.02575
FLCN	-0.998833333333333
BIRC4	1.366625
LOC790955	-0.162
VKORC1L1	-0.43975
CYP4F22	1.8505
TAS2R5	1.0585
ZNF582	0.718
HS3ST3B1	-0.88725
CTNS	-0.06475
STK36	0.0931666666666667
MMD2	-0.06825
RP5-1103G7.6	0.267
FLJ23356	-0.077
CRH	-0.88625
C1orf182	-0.185833333333333
ACP5	1.70183333333333
AMFR	0.4057
CA4	-2.3135
PLCB4	0.525875
MPHOSPH10	-0.40725
UNQ473	2.17416666666667
G3BP2	-0.535833333333333
SR140	-0.734583333333333
HOXA2	1.18325
PYGB	-1.010625
BAT1	-0.876166666666667
DKK3	0.236
DDX31	-0.3635
TULP1	-0.089
NHLRC2	0.868
TNRC4	-0.623333333333333
ZNF430	0.269
TNRC6A	0.561125
PLA2G1B	0.486666666666667
RCHY1	0.317666666666667
GTF2A2	0.0673333333333333
MGC4294	0.985
ZNF691	0.52375
TACC3	-2.82125
DNAJC5G	-0.36225
LOC4951	0.05825
MS4A4A	-0.924
LOC152485	0.684
PPP1R2P1	0.2545
PPP2R5B	-0.009
RPGRIP1L	0.41375
SPOP	0.0454
PTPRF	1.40433333333333
MGC42090	0.968
SUSD3	3.3255
THOC4	-2.151625
MAML1	0.4086
FXR2	-0.849333333333333
TYK2	-0.037875
MUC6	0.1175
DNAJB7	0.002
PIP4K2A	-0.0575
MEX3A	-0.901
RRP1	-0.8595
TFAP4	-0.3895
CXorf41	3.23175
MTMR4	-0.845666666666666
CTLA4	-0.037
SNX9	0.322625
CIB3	0.145833333333333
NECAP1	0.229
PLA2G2D	-0.037
GLMN	-1.399
DCLRE1A	-0.30625
PDX1	0.2425
SAMD11	-0.76875
MRPL55	0.2509
TLR7	2.7885
TBC1D21	0.135166666666667
SMAD1	1.4099
ACTRT2	0.01925
RIOK2	-0.33025
PDLIM4	-0.447
SLC22A15	0.480166666666667
ABHD13	0.7669
STX18	0.1089
CCPG1	0.425214285714286
DCBLD1	-0.135666666666667
SLC2A6	-0.9705
NOLA3	-0.2385
TRDMT1	-0.391714285714286
IL17F	0.517
ATP1A4	-0.182333333333333
OR52W1	0.295
CFL1	-0.54925
IL4	-1.19075
RBP2	0.00233333333333335
CPSF6	-0.00700000000000001
TTC8	0.161166666666667
MUCL1	6.3885
EYA3	-1.92833333333333
KRT38	0.301
GNE	-0.37425
ZNF501	0.124
SLC35A2	0.618875
CEP110	-0.4579
MYF6	-0.28725
MGST2	-0.274666666666667
TRPV4	0.0075
NEK8	-0.167
NOX5	-1.543
NCKAP1L	-0.745833333333333
EMP3	-1.4005
BPY2C	-0.6275
C1orf38	1.242875
ELOVL2	-2.809625
CBX7	1.34675
OSBPL1A	1.30716666666667
ZNF589	-0.76575
ESCO1	-0.456666666666667
TRA2A	-0.468083333333333
C3orf26	-0.77175
PHF2	1.39508333333333
PID1	-0.1465
RFC1	-0.717125
MTAP	0.0573125
ADORA3	2.73383333333333
LOC389458	-0.94275
TRNT1	-0.65525
CRIPAK	-0.942
RAI2	3.9665
ANKRD44	-0.05825
GZMB	3.20625
NFE2L1	-0.437125
STIP1	-1.01566666666667
RASL11B	-0.6945
NT5DC2	-2.16916666666667
LRP2	2.654875
MTDH	-0.0873333333333333
ARSG	0.75575
HSP90AB1	-0.613333333333333
CT45-6	-5.0735
ZNF483	0.35725
LMBR1L	-0.31625
S100A2	-0.744
C2	-1.08433333333333
C2orf27	0.33025
EIF4EBP1	-0.52925
GCKR	-2.9925
PPP1R9B	-0.103
FER	-1.1795
SNRK	1.98166666666667
OR5M10	0.1265
UTP6	-1.1655
CAPZA3	1.50875
FBP1	1.344
TERT	-2.0855
CCL1	-1.4325
FUCA1	1.37
ALS2CR8	0.42
KCMF1	-0.235
SRCRB4D	-1.946
OXCT2	0.432666666666667
IL17RA	0.638666666666667
MPP5	0.200375
SPA17	0.975
FLJ10986	0.806166666666667
GALNT14	-2.04275
CXorf27	-1.033125
NPLOC4	-0.8955
RAB34	-0.61925
KRTAP3-3	1.49
ARSD	1.1065
CPLX2	-1.916
PJA1	0.64
WHDC1L1	0.624166666666667
RB1	-0.9409
MTMR15	-0.022
PHLDA2	-1.4022
GUCY2F	-0.125
MPV17	-0.109833333333333
SLC35D1	-0.6185
LYSMD3	0.4196
COL16A1	2.16475
ERLIN1	-0.658333333333333
JMJD4	-0.02475
HIST1H2BK	0.3735
TP53I11	1.715
ST3GAL4	-1.1644
PF4V1	1.265
ALG8	-0.476
REG1A	-0.09625
MINA	-0.2035
CYB5R3	-0.013
HHLA1	0.0545
MYST4	1.4858
VASN	-1.035
UCHL5IP	-0.96275
TFAP2A	1.153375
MGC9913	1.8825
C9orf97	-0.00799999999999999
LOC90379	-0.293
PHF15	0.769357142857143
ZNF169	-0.247333333333333
KRT7	2.1396
GLIPR1L2	3.392875
LOC116236	-0.01125
IQCF3	-0.31525
RDH14	0.239166666666667
HNRPK	0.219428571428571
RABEPK	-0.139333333333333
ISX	-3.024
CBARA1	0.32575
RAD51AP1	-3.20975
MLL5	0.620875
CXorf48	-5.512
SGCD	0.8355
PHTF1	-0.848
CA3	2.18475
CMTM5	1.1055
STX10	-0.595
JMJD2D	-0.30925
P4HA1	-0.7815
GAB3	-0.307333333333333
DHRS4	0.163166666666667
COL4A1	1.6919375
C20orf20	-1.26525
OSBPL2	0.380875
PTTG2	-3.718
KIAA1688	1.5625
STS	-1.642875
SHROOM4	1.10116666666667
KBTBD5	0.02
ALDH1A3	2.0518
BTNL2	0.2105
TGIF1	1.2755
ZFAND5	1.09775
ICA1	2.412375
NAV3	-0.813
FLJ12331	-0.0835
EPS8L2	1.0007
MNT	0.238666666666667
ENTPD1	1.645
OR51E2	0.46025
STK11	0.21975
MX1	2.756375
TTTY9A	0.267
CX62	0.477
LOXL4	-0.028375
EXOSC4	-0.094
PURB	0.0733571428571429
SETD1A	-0.2505
RELB	1.7785
LAMB2	1.4055
HNF1B	-0.0875
PNLIPRP3	0.0775
C14orf139	-0.85625
UMOD	1.44275
GRIN3B	-0.11875
GPR25	0.3585
ZNF512B	-0.66275
ATP6V0A1	-0.55425
SRA1	0.18775
ZNF615	1.32525
ZNF768	0.03425
ZNF469	3.286
DYNC2LI1	0.834833333333333
DNAH3	0.3075
LOC387911	1.361
LOC554234	0.1385
ARRDC5	0.23725
TMEM59L	0.2335
MARCH4	-1.4505
CNOT8	0.5535
KIRREL3	-1.04416666666667
ADAM17	-0.404125
MYOG	-0.11325
CPNE1	-0.4655
AK5	4.075125
LOC204010	0.0545
NDRG4	0.13275
LOC130074	-0.2085
PIAS4	0.0255
NCOA2	1.33625
TEGT	0.1947
USP5	-0.64575
ANKRD21	-0.6665
KIAA0692	-0.608
HAPLN3	1.11225
LZIC	-0.7225
NRXN3	0.533
CDKN2C	-0.697
KIAA0226	0.335083333333333
CYB5D1	0.428
WDR68	-1.04725
ABCB6	-1.0512
MRPS25	-0.93875
ZMAT2	-0.292666666666667
KRT25	0.329
RPL11	0.50175
GRAP	-0.403666666666667
LOC198437	0.196833333333333
RORC	1.687875
RAP2C	0.209928571428571
MXD1	0.08225
AZI2	0.568833333333333
NUAK2	0.19475
AHSG	-5.629875
MANSC1	2.31075
IMP3	-0.241166666666667
C2orf3	-0.7305
VSTM3	3.53675
PCTP	-0.08225
SIRT1	0.87075
MANBA	0.04875
CD164	0.855625
GFRA1	-0.0036
PRM2	0.23975
ZKSCAN3	-0.667
PLEKHG1	2.73825
TPRKB	-0.49025
UBFD1	-0.546
CDKL5	0.881166666666667
HIST1H2BD	0.66475
INPP4A	-0.713333333333333
BMX	0.860625
PTPRU	-0.7785
LOC554202	0.00450000000000001
HOXC8	0.7425
IL12B	0.958
ADPGK	-0.112
ZNF418	0.6255
SIAE	2.0925
CWC15	-0.0965
RP13-401N8.2	0.792
KLHL11	-0.02125
DEDD2	0.253
PSMB3	-0.894
DDX25	-2.65
ZBTB3	0.214166666666667
GFRAL	0.2985
RPS25	0.102
FAM57B	-0.609666666666667
TESK2	0.085
DNM1L	-1.063875
ZNF207	-0.4595
CLEC11A	1.419875
TOLLIP	0.39925
TMEM61	0.641
DLK1	-3.6013
PLVAP	2.858125
NOD2	1.59283333333333
SCMH1	0.5555
FLJ40235	-0.31475
HTR2A	1.5875
ARMC5	-0.0155
FUT7	0.189
PRELP	2.3143
ALKBH6	-0.233
GYG1	-0.0896666666666667
POLR3GL	0.50725
COL8A2	4.50716666666667
OR10A5	0.366875
C1orf187	-1.6805
TXLNB	2.27933333333333
C16orf68	-1.03233333333333
R3HDM1	-1.3475
C16orf75	-3.155
BAALC	-0.981375
TNP1	0.04675
GAPDH	-2.12508333333333
COX7C	0.1105
ERRFI1	0.000416666666666658
PGAM2	0.3995
FAM108B1	0.07975
APC	0.296125
TLR2	3.6375
SUCNR1	1.909125
ZNF233	1.86275
WFDC1	-1.20016666666667
PSG11	-0.2269
SLC39A1	0.89625
PSAPL1	-0.1845
CDC42EP1	0.2285
MECR	-0.8495
KIAA0101	-3.6613
MACROD2	0.4001
MMP19	1.04375
LOC202459	-0.293
VNN2	2.718
ACCN3	-1.6155
TIMD4	0.11
RNASE8	0.249
CCDC7	0.893
SULT2B1	0.1655
ME1	-2.739
MGRN1	0.418125
MRPL30	-1.096625
IVL	-0.046125
CALM1	0.7011
PLEKHA6	1.3925
B4GALNT2	0.106
PGDS	4.02425
C8orf33	-0.319666666666667
TMEM56	-0.638333333333333
CKM	-0.478833333333333
ESR2	0.1925
ACOT8	0.041
AGTR2	0.57775
LOC155006	0.7535
BC37295_3	0.6695
EPM2AIP1	-0.236333333333333
PZP	1.0315
RPS9	1.0565
C18orf51	-0.35025
SIVA1	-0.3384
HEATR2	-0.0975
CD3E	-0.231
C20orf142	-0.7085
PGLYRP3	0.1735
CCDC139	-0.091
GPS2	-0.0806666666666667
NOL14	-0.627
LRTM2	0.51575
TRIM36	-1.174
TP53RK	0.2113
FBXL13	0.434666666666667
RUFY2	0.225642857142857
C11orf70	3.32216666666667
HSPB9	-0.0925
GJA5	2.475
HGF	-0.0948333333333333
EPHB4	1.193
SOX18	0.49425
IFRG15	-0.066
SERPINA10	-3.47575
WDR23	-0.0615
REEP2	-1.48216666666667
CDK3	-0.774
HSPA12A	0.184
ARL8B	0.3156
SATB1	0.672166666666667
PPM1D	-1.31233333333333
VPS45	0.138666666666667
TP53BP2	0.493
GJE1	2.152
CACNA1G	0.74825
VGLL4	1.48675
GNPTG	0.94125
ROS1	-3.1865
C21orf128	0.778666666666667
BMP8B	0.97225
SLC5A4	-0.0905
SLC6A3	0.0238333333333333
C16orf53	0.44425
TMEM81	-0.7195
APC2	-0.7217
SYAP1	0.269625
C6orf54	0.401666666666667
ZBED5	-0.4081
PVR	-0.743625
LTA4H	0.0741666666666667
CCDC24	1.6872
MAGEA4	-3.83016666666667
IFIT3	1.506
MYADM	1.649
C21orf82	0.788
PDE3B	-1.64625
TMPRSS11A	-0.12425
PGK1	-1.93717647058824
CCL13	4.21583333333333
DERL3	-0.4355
MLXIP	-0.526166666666667
PLOD1	-1.132875
MTFR1	-0.8709
NPDC1	1.19133333333333
GPAA1	0.0191666666666667
LTV1	-0.8905
RYR3	0.106
C7orf46	1.72625
VAMP2	0.749875
RNF135	1.121
SUPV3L1	-0.3485
FIBP	-0.193625
ADAMTS18	1.2175
RNF25	-0.279833333333333
SOS1	0.01375
PLAU	-0.0835
MATK	-2.15025
EHF	6.2755
CTNND2	-2.473125
PTEN	0.977357142857143
ZNF189	0.779375
SLC28A3	4.1115
GUCY1A3	3.88175
SETD2	0.5001875
ROGDI	0.8125
TICAM1	0.8622
RASSF3	0.4115
PACSIN2	-0.293
SERPINB5	0.571333333333333
PRKCDBP	0.257125
TFDP3	-0.4315
LGR6	4.11525
RFX5	0.0346666666666667
OR52J3	0.402
PTPN18	0.562
ZBTB34	-0.131625
KCNF1	0.51325
SYNE2	0.782071428571428
SLC22A4	-1.466
NETO2	-1.723125
VCPIP1	-0.21325
LDHD	-0.086
ESX1	-3.66675
SQRDL	2.298
GALK1	-0.998
SERPINA6	0.414666666666667
HD	-0.496125
ASCL3	-0.052
FBXL6	-0.65325
FABP7	-1.274625
MAGEC3	-1.067
KLC4	-0.137625
CD1D	-0.8465
PRAM1	1.6615
EIF3B	-0.704785714285714
DSCR8	-5.4205
FLVCR1	-1.18375
KIAA0141	-0.161625
PROM2	3.7775
ALOX5	1.8064
GPR162	-0.630875
LYRM2	-0.126125
RNASE6	-0.149875
HES5	2.02675
GJA1	2.012875
MRPS14	-0.284
HMHB1	0.0825
TAF7	0.6265
BTNL9	0.5026
SFXN2	0.2595
VEPH1	-2.594
GK2	-0.0286666666666667
AMBP	-4.4955
KIAA0953	-0.1285
XAGE5	-1.03183333333333
CCBP2	0.2595
TGM2	1.43083333333333
ZNF202	-1.1635
ACTL6A	-0.302833333333333
SLC23A2	-0.4249
ARHGEF7	-0.364416666666667
LOC728635	-0.078
CRYM	-1.458
PKD2	0.4685
MANBAL	0.351166666666667
LIN54	-1.0745
ACTL7B	-0.23725
OR4D9	-0.375
KIAA1683	1.666125
ZNF704	1.57766666666667
TCP10	-0.701625
MAGEB18	-0.778
DEFA4	0.0468333333333333
ZNF197	0.30475
PTOV1	0.631333333333333
RNF208	0.307333333333333
CMIP	0.349666666666667
TRDN	0.1935
UCHL1	-1.628375
APOL6	0.2728
PLK1	-2.55883333333333
NPHP1	1.26983333333333
NDUFA11	-0.409
DAB1	0.241
RTN4R	0.041
PUSL1	-0.5685
SYT2	-0.00975
ANXA13	3.53175
RFTN1	-0.2245
ATP8B2	-0.65625
VN1R2	-0.275
OR52E4	0.662
NPPB	-2.86233333333333
ZNF148	0.567375
ZNF141	0.346375
IKZF1	-0.81825
PSMC2	-0.305
GGA3	-0.421166666666667
LPGAT1	1.07666666666667
SEC16B	0.760166666666667
C5orf38	-0.488166666666667
THOC2	-0.8062
SLC16A12	-0.164333333333333
ALK	-2.05425
DACT3	1.6045
CACHD1	0.162
GAN	-0.68725
EXOC6B	1.3075
HIST1H2AE	2.04175
VAMP1	-1.519
SRI	0.831333333333333
AKAP14	3.3835
HLA-E	1.3974
SLC25A32	-0.103166666666667
FLT3LG	0.2955
ATP1B1	1.47
WDR1	0.06025
SWAP70	1.7615
TRIM31	-0.357
ARNT	1.933125
ZNF596	1.4102
CDKN1B	0.8565
FOXC1	-0.225875
SEMA3A	-2.6707
LSM14A	0.1605
STEAP3	-0.360375
ABCA1	1.12783333333333
PLSCR2	0.800666666666667
EDC3	-0.28925
THBS3	0.94125
C15orf43	-0.218166666666667
GMCL1	-0.689666666666667
C9orf71	0.025
MGAT5	-0.047
LOC402164	-0.032
TSPAN8	-2.54533333333333
DYNLT1	0.764125
IGSF1	-2.42725
TMEM143	-0.653
FLJ25006	-3.72075
ATP13A3	0.0745
C3AR1	2.288
CADM2	1.26616666666667
EFNA4	1.0495
HAO1	0.0105
TWF1	0.907666666666667
MRPS17	-0.41925
MYH9	1.07325
C9orf9	1.4485
C17orf79	-0.112
FSCN3	0.2185
BDKRB2	2.66616666666667
PCGF6	-0.769166666666667
RAP1GAP	0.368583333333333
TAS2R41	0.6675
DCLK1	-0.5279
DEFT1P	0.189166666666667
TAF2	0.228833333333333
COPZ1	0.435
KATNA1	-0.14625
STIM1	1.14725
TBX2	-1.74933333333333
RPS4X	1.156
MARCH8	0.604833333333333
DHX33	-1.85666666666667
TMEM161B	-0.7445
SYPL2	0.0885
ADCY5	0.019375
SRPK3	1.7875
CXorf9	1.2305
REC8	-1.026375
CLP1	-0.1934
MGC52498	-0.0905
DUOX2	0.089
C6orf150	0.7025
TSC22D3	1.744875
CASP8	-1.4957
PRKD3	-1.8564375
CFH	2.385
TRO	-0.83625
NRIP1	1.77325
ZNF707	0.505
TBC1D22B	-0.668833333333333
HYI	0.753
COX7B2	-0.4745
GPR52	0.0475
CASC3	0.00864285714285713
METRN	0.13975
KRT3	0.4595
ARF1	1.02185714285714
C1orf111	0.13475
MOG	-0.8285
C6orf50	0.0245
MGC12966	0.4615
ATP7A	0.825333333333333
NOTUM	-2.8215
LOC342897	0.4305
ITSN2	0.214333333333333
GIP	0.058
LOC89944	0.2395
UBXD8	0.225875
GYPE	-1.965
JAG1	1.298
RLBP1L2	-0.2875
HIST1H2AL	-0.376125
PAPPA	-0.7247
CYP4F8	-0.87575
TRH	2.24875
DCTN3	0.6389
NT5C	-0.79025
HTR3C	-0.0725
VPS41	-0.05425
KIAA0174	-0.3374
ANKS6	-1.759125
MPV17L	0.79
MT1M	0.019
DTX1	1.307125
LOC146325	-0.549666666666667
ZNF639	-0.0115
CACNG4	-0.3135
TNNC1	-0.9975
MGC27345	-0.337625
CASD1	1.931
HOXD4	0.156
SMC4	-1.33729411764706
TTC35	0.185
CTXN1	0.65675
RGS19	-0.16125
SFRS3	-1.14825
TRIM43	-0.322
HLA-DQB1	2.759875
NUPL1	-0.9553
NRAS	-1.594125
RPL22L1	-1.4585
ZNF138	-0.356666666666667
FBXW2	-0.2035
SIX3	0.164166666666667
HDAC9	-0.0505833333333333
OGG1	-0.033625
APLP1	-0.895333333333333
OR7A5	0.9525
DLX4	-2.61575
TUBA1B	-1.58825
CRY1	0.47875
C12orf29	-0.518125
MGC70863	-0.00195454545454545
OR1D2	-1.0845
C1orf25	0.204625
CUZD1	-0.812
PUNC	-3.615
SCAND1	0.436666666666667
MYT1	1.7515
MPND	0.3595
GOLGA1	0.3068
ZBTB43	0.5925
VAPA	1.19041666666667
C4orf36	0.877
STAP1	1.582
SLC34A1	0.07725
PIK3R3	0.8618
TGM5	0.0485
USPL1	-0.3587
FBXO40	-0.105666666666667
BRF1	0.00120000000000001
CCL27	-0.2625
hCG_1657980	0.2265
PFN2	-0.3926
MYBPH	-2.634
PPP1CC	-0.5681875
CDCA7L	-1.4035
KCNB2	0.7915
C20orf151	0.675
USP13	-0.69075
RCOR2	0.0838333333333333
FBXW4	0.808
WT1	-4.3985
TAS2R46	-0.211
STK38L	1.462
LEPROT	1.284875
DDX42	-0.4425
TXNRD2	-1.0005
TNFRSF4	2.322
KSR1	-0.26675
SLC27A1	1.06466666666667
POU5F2	0.38025
SLC22A11	0.243
C8orf32	-0.323833333333333
ZNF236	0.763
GABRB1	-3.721
LRRC29	0.835
FBLN1	1.447
MRRF	-0.0321666666666667
RP1	1.342
MARVELD1	0.08575
AFF4	0.0941428571428571
C17orf54	-0.346
RAF1	-0.04475
SUB1	-0.594
MRPS33	0.12725
ZIC1	1.1041
ARL10	0.0255
RAG1AP1	0.342166666666667
P2RX5	-1.6045
NCR3	0.5325
LTB4R2	-0.035
HLA-DPA1	5.36575
FKBPL	-0.320166666666667
JAKMIP1	-2.8585
SNX4	0.35175
CD248	2.07375
CCR2	-0.528875
LOC401152	0.591833333333333
SH3KBP1	-0.3841
LMBRD2	-0.466571428571429
WDR51A	-1.38883333333333
SYT15	-0.1589
SMOX	-1.079
NACAP1	0.22
DRD2	-0.1165
COPS2	0.05825
FCER1A	4.9185
TMEM112B	-0.516
SUGT1	-0.6968
CALR	-0.670125
DPY19L2P4	0.0475
ADRA1B	0.021
LTB	3.313
SNRPD1	-1.30125
NCAPG2	-2.78766666666667
KCNMB1	2.63533333333333
ITGAV	0.521416666666667
LENG4	-0.076
C13orf16	-0.460166666666667
C20orf3	0.927625
PIP5K1A	-0.3995
PCNA	-2.190625
C1orf34	2.91775
MMACHC	-0.2295
BEST1	0.226833333333333
REV3L	-0.50075
ZRANB1	0.3735
AVPI1	-1.08275
ATG5	0.15
SARM1	0.456
RGS7	0.017
HMP19	1.17833333333333
SGTB	-0.9164
FEM1A	0.4787
C1orf122	-0.37075
MYCT1	3.06683333333333
GM2A	-0.15025
ZCCHC7	0.279785714285714
MYH10	-0.6925
DKFZp761B107	0.5475
ADAL	-0.769
OR10J1	0.1505
TMEM9B	1.367875
DNAJA1	-0.102
SCGB1D4	0.6755
LRRC50	3.4115
PRKX	-0.7165
NUDT14	0.3445
PCTK1	-0.190454545454545
ARG1	-4.229
KIF2C	-4.66875
GFM1	0.12725
RAB11FIP3	0.697333333333333
HBD	-2.72966666666667
NPR3	0.6127
IRAK3	1.78366666666667
OLAH	-0.526666666666667
CYB561D2	1.2925
CNNM4	0.64325
MYO5A	-0.6427
SIPA1L3	1.18458333333333
ADAM10	0.38375
LIPA	0.789666666666667
NAP1L4	-0.1969
MRPS22	-0.67175
GNG4	-2.29283333333333
PSG5	0.1965
PPP2R2C	-1.0742
P2RY12	2.79925
SLC6A13	-0.65375
AGPAT4	-0.2309
C6orf199	0.779875
FAM53C	0.545875
TPM1	0.858272727272727
PYHIN1	1.87866666666667
LINGO1	-0.0243333333333333
CIDEC	-0.198666666666667
CRIM1	0.9925
DHTKD1	-0.381583333333333
ZNF546	-0.0545
CD300LG	0.3838
SFRS2IP	0.681666666666667
FLNB	1.114125
NOC2L	-1.0905
SPINK7	0.14375
CRTC2	0.893
HMG4L	-0.4325
C14orf162	0.81025
CCDC123	0.884625
HTRA3	2.1008125
SPTBN5	1.55466666666667
C1orf77	0.0228333333333333
TAF1L	0.1555
WDR78	3.82166666666667
WDR49	1.66166666666667
SIN3A	0.3445
ECSIT	0.0545
VSIG4	3.8365
DIRAS2	-0.2425
TXNL1	0.024
MTERFD3	0.82725
CCNYL1	-1.340375
CISD2	-0.851166666666667
OR5C1	0.309
OBSCN	-0.147875
GBA	0.0775
SLC9A11	0.1945
C6orf64	0.526416666666667
ESD	-0.651
CYYR1	2.09516666666667
PNRC1	1.38375
FCAMR	0.0865
PPIA	-0.654642857142857
VDAC1	-0.576375
TRIB1	4.19375
NT5C1B	-0.359166666666667
CLDN17	0.38925
ICOSLG	0.23325
RGR	0.039
DSG1	0.273
TMEM27	1.579
C1orf69	-0.8125
PRAP1	-1.43325
DQX1	-3.490375
C20orf46	-2.117
NHEJ1	-0.584
DNAJC18	-0.049875
MANEAL	-1.478
MTBP	-0.79725
S100A6	-0.053
ABHD7	-0.52625
NEDD1	-0.2275
TINF2	0.9455
SLC7A10	-0.22
KIAA1875	-0.553333333333333
TMEM20	-1.03375
COX19	-1.049875
SPRR1A	0.192666666666667
SCEL	-0.059375
CCDC70	-0.1725
CRISP2	1.2845
ILF3	-0.871722222222222
NTRK3	0.991166666666667
B3GNT1	-0.9055
LARP6	-0.973666666666667
FBN1	0.6337
ZNF621	0.81975
JOSD1	0.1089
SNX14	0.038
INHBB	3.13433333333333
TBL2	-0.15975
GUSBL1	0.6125
TXLNA	0.154333333333333
PEX6	-0.621666666666667
DDEF1	-0.144583333333333
TMEM187	1.55833333333333
AIP	-0.479625
MCEE	-0.27425
LGALS14	0.0956666666666667
TNFRSF13C	0.158
CTNNA3	-0.212
HSDL1	-0.625
LAMA5	-0.129166666666667
KIAA1853	-0.17975
PMS2L11	-0.26775
AKAP4	0.028
DIS3L2	-0.203583333333333
ZNF292	-0.09325
TBX15	1.47183333333333
CTCF	0.0536
FAM19A3	0.939
FUT10	0.104125
KIAA0746	-0.25975
KRT81	0.7695
ALDH3B2	0.901
MOGAT2	2.012
M6PR	-0.60625
COASY	-0.747166666666667
CCND3	-1.35921428571429
LAMC1	0.16375
CLASP2	-0.0326428571428571
EIF2AK3	1.019
SMYD2	0.0281666666666666
PBX3	2.069125
TMPRSS2	3.0345
OR10R2	0.411166666666667
ZNF761	-0.2255
MED30	0.5325
ZNF629	0.543125
CORO6	-2.17925
FLJ10154	-1.253
FAM123B	-0.3235
ANGPT1	-2.1313
MED23	0.384375
LOC255374	0.6655
SEMA6A	-0.2524
HSD11B1L	0.369833333333333
GMEB2	-0.259333333333333
PSMD14	-1.3605
FLJ10213	-1.40825
PDCD2	-0.984
MAST1	-0.809
EPHA1	1.47116666666667
XCL2	1.90125
EIF4G1	-0.376833333333333
UBE2D1	0.6866
RAB39B	-0.339166666666667
IDH3A	-0.457333333333333
CREB5	-0.563625
FLJ21511	1.4495
ANGPT2	2.60016666666667
RANBP3	0.1877
DYRK1B	1.00683333333333
HLA-DRB6	0.5515
FLJ11292	-0.054
NMRAL1	0.5
ATP6V0A4	-1.751
FGFRL1	-0.669875
GZF1	-0.2668
TMSB4Y	-0.375
RBKS	1.63125
PHLDB1	0.715125
SEC23A	-1.12716666666667
MLX	-0.5654
TPD52	0.938916666666667
CPNE8	-0.488916666666667
DACH2	-1.07725
PSMA4	-0.493
C1orf149	0.8509
PGM2	-0.3015
ROCK1	0.571285714285714
TAGLN	2.6417
PTPRK	1.2455
TPSAB1	3.125
GPR82	0.4935
ZNF45	0.360125
ZNF610	0.863
TK1	-2.71466666666667
LETM2	2.709
KLF1	-2.70175
SAP30L	0.0685
KCNK2	0.676
SORCS1	-2.4055
VEZF1	0.89725
DNM3	2.62475
GIT1	-0.27875
OR4K1	0.38225
LSM11	-0.121
C7orf10	-0.183666666666667
MMP28	0.88425
ZNF394	0.84775
DPF3	0.0351666666666666
FAM35A	-0.338
ODF2	0.1565
TREX2	0.32925
EPB41	-1.161
PRKRIR	-0.6855
MED4	0.16
C11orf21	0.9055
ECM2	4.93725
SHCBP1	-4.248
TRABD	-0.0606
COTL1	-0.93615
CLEC3A	-0.0855
TNC	-0.85375
ZNF659	-0.134
C22orf30	0.156
C13orf7	-0.6845
PPP1R12B	1.40816666666667
SOCS7	-0.497625
MARCKS	1.39816666666667
SACS	-1.90669230769231
TTLL12	-1.136
PPARA	-0.5402
LAYN	1.86683333333333
FAM83G	-0.0655
MOSPD3	0.37
PSMG3	-1.2514
ATP1A2	-0.81125
KIAA1702	-0.039
FAM12A	-0.482
PLEK2	0.68575
TG	0.8765
OPTN	0.91825
HDX	1.87316666666667
MAPKAPK5	-0.454833333333333
DGKG	-1.42375
AFAP1L2	0.788
C14orf49	-0.429
ZFP91	-0.163083333333333
ZNF428	-0.21575
OR5B12	0.577
IFNA17	-0.4865
BTC	1.17125
MAP2K5	-0.4135
TADA1L	-0.3145
IGF2	-1.11833333333333
PROK1	0.38875
ATAD2	-1.826
DMN	1.35866666666667
NPEPPS	-0.6175
SLC2A12	-0.114666666666667
CD80	1.333375
GPR77	0.4025
PHF6	0.0638333333333333
FAM47C	0
HOMER2	2.34033333333333
C10orf91	0.2935
DNMT1	-1.48875
HTR1B	-0.101
SMARCD2	-0.65375
BRIP1	-3.88366666666667
WIPF2	0.0635
ZNF283	-0.156875
PLXDC2	3.74083333333333
SBF2	0.522
CDH9	-1.48
SLC7A5	-1.83725
DLG7	-5.16255555555556
T	0.181833333333333
NFIB	3.18942857142857
CAPRIN1	-0.123
ETFDH	-0.01025
SLC15A1	-0.369666666666667
LRCH2	-0.6585
GSPT2	0.39
NAT9	-1.085
MB	1.672
LIFR	-0.7013
ZC3H12D	-0.76525
CYP4Z1	7.14475
DMBT1	0.76475
KCNAB2	-0.39375
MXI1	0.547166666666667
EIF4A1	-1.1363
SPTLC2	0.996625
TTC28	0.079625
MAGI2	2.7735
EXPH5	2.387
PERQ1	0.061375
NLRP2	-1.3455
NELL1	0.778
MAP3K2	0.5437
IFNK	-0.2905
PCDH19	0.731625
LEPROTL1	0.3125
CLINT1	-0.235333333333333
C2orf54	-0.2925
POLE2	-2.307
SLC16A13	0.0156666666666667
NIN	-0.0310666666666667
PLCL1	0.686333333333333
DDIT3	-0.33925
