Hybridization REF	TCGA-A7-A0DB-11A-33R-A089-07
UPK2	0.25125
GAS8	-0.286833333333333
PATE	0.159
IMPACT	0.66325
WNK4	-2.916
HNRPLL	-0.844375
GAD2	0.383
ITGA6	-0.03175
BMP15	0.254166666666667
CYP2A7	2.3415
RIC8A	0.577
CCND1	-1.18725
USP35	0.084
DSCR2	-1.99325
CCL4	4.48816666666667
ZCCHC10	-0.4525
NOL11	-1.132
TRPM2	0.450083333333333
PSMD2	-0.335909090909091
CHTF18	-3.0265
USP18	0.70125
RRAS	1.81825
LAMC3	-1.4525
TOX	-2.781
PCDH15	-0.6195
GABRG3	-2.4505
NUDCD2	-0.56625
SGCZ	0.2355
KCTD17	0.2518
SPSB2	-0.7855
TPPP3	4.6745
CILP2	-0.158666666666667
CALB2	4.86625
CEBPZ	-0.852833333333333
ZNF479	0.078
FMOD	5.69016666666667
C21orf66	-1.27985714285714
CLN6	-0.542666666666667
ANAPC1	-0.838375
SH2D3C	2.73
PTPN14	-0.2747
TRIM42	0.04425
APTX	-0.321
SNRPG	-1.4335
BMS1	-0.46125
MAGEA3	-4.218
NFATC3	0.178333333333333
LRRC45	-1.24033333333333
ARS2	-0.939214285714286
LRIG1	1.44366666666667
EPSTI1	0.923666666666667
PRSS27	-1.079
ERC2	-0.5605
PRKACB	0.8045
PRDM13	-4.063
HCG27	-0.284
KLK12	-3.472
HSD17B7	-1.34966666666667
ZNF354A	-0.2215
PCDH11X	0.42
DMGDH	3.491
PCBD2	-0.0326666666666667
TMC6	-1.384625
RIMS1	-0.022
SF3B2	-0.3915
RCN1	0.273333333333333
CPB1	1.99875
BCAR3	0.1465
FCRLB	0.114875
PAK1IP1	-0.99275
OR10H1	0.107
KIF9	-0.1651
PITPNM2	-0.40725
L3MBTL4	0.49825
TGFB1	0.1966
ZXDC	0.00725
SLC6A16	1.0505
SRrp35	-1.55075
LRRC8E	-1.75775
PPIAL4	-0.6385
EOMES	0.573333333333333
PAX2	-0.0635
SCARF2	0.217
PSEN2	0.68675
PCDHB13	0.0605
C10orf28	-0.169875
DHRS7B	1.13557142857143
C1orf131	-0.99325
ASB1	-0.1912
ZNF223	0.280166666666667
LCMT2	0.37125
MEP1A	-0.9215
TMEM53	0.771
RSPH3	0.32025
C10orf33	0.3335
LOC644285	0.78625
PTPN9	0.518166666666667
ABCA12	-4.38325
CCDC37	-1.223
RUNDC1	0.0806
YES1	-0.253333333333333
FAM120AOS	0.6455
OR5M3	0.1415
PPP1R3F	0.007
IL13	0.2689
MDFI	0.76025
PRNT	0.393
ZDBF2	-0.2165
OR10C1	-0.091
CLIC1	0.149666666666667
LILRA5	1.94066666666667
CSAG1	-4.03783333333333
TREML2	-0.231166666666667
FAM125A	-0.3275
ZNF74	-1.0495
FAM104A	-0.196
LRRC39	-0.1185
SAMD5	-0.64775
HYAL2	0.4135
HIST2H2AC	-0.964
IGFBP5	1.97082608695652
NRTN	-2.568
KIAA0556	-0.1331
FAM29A	-2.16111111111111
JMJD2A	-0.07525
EPHB1	0.572
POLD4	0.789875
ANAPC10	-0.56925
LRRC36	-0.16175
MEGF6	-0.302125
LPHN3	1.22716666666667
BMP10	-0.179833333333333
C21orf55	0.594
CREM	-0.385
PTGER4	1.60766666666667
METAP1	-0.70775
KCNQ1	2.24266666666667
NR2F2	0.54575
SSFA2	-0.372083333333333
CTTNBP2	0.377
BCL2A1	-1.621625
ZBTB24	-1.21225
SLCO6A1	-1.56075
PRDM1	-0.1509
OR7D2	-0.468166666666667
CCDC47	-0.3003
LOC646982	0.698
SLC26A6	-1.8455
BIN1	1.5524
SRRM1	-0.524
PCSK1N	0.251125
ALS2	-0.2277
ECT2	-2.19036842105263
CACNA2D2	-0.553
DOCK6	0.87375
C10orf119	-0.081
FATE1	0.389
DUSP23	1.4865
TRIP6	-0.0675
NUP35	-1.57425
CDH3	-3.89875
KLHDC8A	-0.664
C9orf116	-1.34725
EI24	-0.0465
CENTD1	0.804
RWDD2B	0.330833333333333
DOCK1	1.2995
NPAS2	-0.225
NR3C2	3.36466666666667
FAM63A	0.320833333333333
INPP5F	-0.6745
FAM111A	-0.8749
MYBL1	-2.76575
IQGAP3	-1.44083333333333
CRADD	-0.32
DUSP12	-1.6195
PDZK1IP1	2.27225
VASH2	-0.04025
CTR9	0.084
VIL1	-4.15225
OR8U1	0.258833333333333
CCDC107	2.2095
PTTG1IP	-0.240625
OR4X2	0.318
COL9A1	-1.8935
PSMD9	0.192
ZFP62	-0.6085
TIP39	0.16975
PARP15	1.3815
TTC19	-0.11825
C1orf114	-2.7795
GFPT1	0.3225
SLC27A6	-2.0545
MRPS10	-0.5821
CALML5	-3.1185
TRPM7	0.194125
CGNL1	-0.349625
CECR1	1.44825
SERPINB8	0.4065
TMEM102	-0.240375
PDIA2	-3.8035
NUCKS1	-0.368
HOTAIR	-1.86975
EBI3	-0.37375
NXN	0.48975
ZMYND19	-1.07525
FOXJ3	0.07775
EIF5B	-0.2113
EIF2B4	0.0955
LEO1	-1.055
ZIC5	-1.36025
IL20	-0.485
KIAA0415	0.364666666666667
FLJ37357	0.219
TSPAN12	1.175625
ACTR3B	-1.11775
TFAM	-1.031
IL17RD	0.621875
PARP12	0.5715
KLHDC7A	0.596
KCTD4	0.0411666666666667
GTF2H1	-0.2005
FLCN	0.0076666666666666
BIRC4	0.219625
LOC790955	-0.866
VKORC1L1	1.38625
CYP4F22	-0.201333333333333
TAS2R5	-0.277
ZNF582	0.575
HS3ST3B1	-0.92825
CTNS	0.81325
STK36	-0.512166666666667
MMD2	-0.1485
RP5-1103G7.6	0.587
FLJ23356	-0.5345
CRH	-0.685
C1orf182	-1.10683333333333
ACP5	3.235
AMFR	0.1475
CA4	3.10275
PLCB4	-0.29075
MPHOSPH10	-0.98375
UNQ473	-0.423
G3BP2	-0.60725
SR140	-1.11891666666667
HOXA2	1.0385
PYGB	0.321125
BAT1	-0.72925
DKK3	-0.714833333333333
DDX31	-1.07875
TULP1	-0.200857142857143
NHLRC2	0.3625
TNRC4	-0.450833333333333
ZNF430	0.12625
TNRC6A	0.48
PLA2G1B	-0.402666666666667
RCHY1	0.431166666666667
GTF2A2	-0.7305
MGC4294	-1.9855
ZNF691	-0.206
TACC3	-1.52
DNAJC5G	0.42625
LOC4951	0.46075
MS4A4A	2.0145
LOC152485	0.804
PPP1R2P1	0.3515
PPP2R5B	0.10175
RPGRIP1L	-0.81975
SPOP	0.545
PTPRF	1.43383333333333
MGC42090	0.618
SUSD3	-0.87475
THOC4	-0.372375
MAML1	0.346
FXR2	0.219666666666667
TYK2	-0.015125
MUC6	0.245833333333333
DNAJB7	-0.3865
PIP4K2A	0.341357142857143
MEX3A	-4.12933333333333
RRP1	-1.073875
TFAP4	0.09775
CXorf41	0.550666666666667
MTMR4	-0.328833333333333
CTLA4	-0.621
SNX9	1.915625
CIB3	-0.587166666666667
NECAP1	0.297125
PLA2G2D	-0.0686
GLMN	-1.51933333333333
DCLRE1A	-1.241
PDX1	-0.016
SAMD11	-1.6965
MRPL55	-0.0944
TLR7	2.0075
TBC1D21	0.219333333333333
SMAD1	1.0611
ACTRT2	-0.064
RIOK2	-0.5895
PDLIM4	-0.41275
SLC22A15	0.0205
ABHD13	0.6384
STX18	0.2421
CCPG1	0.716285714285714
DCBLD1	0.705666666666667
SLC2A6	-1.359
NOLA3	0.1225
TRDMT1	-0.00307142857142855
IL17F	0.363
ATP1A4	-0.4335
OR52W1	0.4625
CFL1	-0.31675
IL4	-0.8695
RBP2	-0.266166666666667
CPSF6	-0.530875
TTC8	-0.266333333333333
MUCL1	-0.2335
EYA3	-2.05283333333333
KRT38	0.0343333333333333
GNE	-0.11575
ZNF501	1.1675
SLC35A2	-0.256375
CEP110	-0.4953
MYF6	2.2035
MGST2	0.414333333333333
TRPV4	0.376
NEK8	-0.574
NOX5	-1.361
NCKAP1L	1.86433333333333
EMP3	1.18083333333333
BPY2C	0.3995
C1orf38	2.14725
ELOVL2	-1.418625
CBX7	1.85341666666667
OSBPL1A	1.49066666666667
ZNF589	-0.18875
ESCO1	-1.26483333333333
TRA2A	-0.225833333333333
C3orf26	-1.365
PHF2	1.012
PID1	3.1135
RFC1	-0.280375
MTAP	-0.741625
ADORA3	4.33833333333333
LOC389458	-1.004
TRNT1	-1.058375
CRIPAK	-0.5225
RAI2	3.38566666666667
ANKRD44	-0.22375
GZMB	3.50475
NFE2L1	1.074375
STIP1	-0.6845
RASL11B	-2.5335
NT5DC2	-1.771
LRP2	-0.5875
MTDH	-0.218333333333333
ARSG	-0.42325
HSP90AB1	-0.42825
CT45-6	-5.078
ZNF483	-0.50725
LMBR1L	-0.1575
S100A2	-2.8125
C2	1.61844444444444
C2orf27	-0.50175
EIF4EBP1	-0.52075
GCKR	-2.14516666666667
PPP1R9B	0.732875
FER	-0.07475
SNRK	1.5305
OR5M10	0.451
UTP6	-0.7505
CAPZA3	1.05425
FBP1	0.272555555555556
TERT	-2.087
CCL1	-0.7375
FUCA1	2.8915
ALS2CR8	0.478833333333333
KCMF1	-0.01275
SRCRB4D	-0.231
OXCT2	-1.344
IL17RA	1.49533333333333
MPP5	0.070125
SPA17	-1.314
FLJ10986	0.601833333333333
GALNT14	-2.25175
CXorf27	-0.895142857142857
NPLOC4	-0.22775
RAB34	-0.145
KRTAP3-3	0.311
ARSD	0.467166666666667
CPLX2	-1.3084
PJA1	1.98775
WHDC1L1	1.1605
RB1	-0.6358
MTMR15	0.2985
PHLDA2	-2.3012
GUCY2F	-0.0945
MPV17	-0.0225
SLC35D1	-0.51
LYSMD3	0.1651
COL16A1	1.49975
ERLIN1	0.1125
JMJD4	-0.52075
HIST1H2BK	-2.02325
TP53I11	0.617166666666667
ST3GAL4	-0.5541
PF4V1	1.89566666666667
ALG8	-0.8985
REG1A	0.011
MINA	0.531
CYB5R3	1.49708333333333
HHLA1	-1.16575
MYST4	0.758
VASN	0.52475
UCHL5IP	-0.3425
TFAP2A	-2.82413333333333
MGC9913	1.5215
C9orf97	-0.1495
LOC90379	-0.81775
PHF15	0.547642857142857
ZNF169	-0.0363333333333333
KRT7	-3.1096
GLIPR1L2	1.1415
LOC116236	2.08275
IQCF3	-0.08425
RDH14	0.3545
HNRPK	0.0446428571428571
RABEPK	-1.30566666666667
ISX	-2.1335
CBARA1	0.89725
RAD51AP1	-2.7195
MLL5	0.318375
CXorf48	-5.1855
SGCD	-0.03575
PHTF1	-0.490375
CA3	7.5265
CMTM5	0.38975
STX10	-0.27175
JMJD2D	-0.33125
P4HA1	-0.807833333333333
GAB3	1.66483333333333
DHRS4	0.7815
COL4A1	3.4816875
C20orf20	-1.592375
OSBPL2	0.36725
PTTG2	-2.8085
KIAA1688	-1.24075
STS	-0.2825
SHROOM4	0.775
KBTBD5	0.3515
ALDH1A3	3.0221
BTNL2	-0.26
TGIF1	-0.1755
ZFAND5	1.302
ICA1	0.276375
NAV3	-0.6565
FLJ12331	-1.01525
EPS8L2	-2.0389
MNT	0.4005
ENTPD1	1.66125
OR51E2	1.330375
STK11	0.4225
MX1	2.573625
TTTY9A	-0.142333333333333
CX62	0.1315
LOXL4	1.429625
EXOSC4	-1.33325
PURB	0.162571428571429
SETD1A	-0.422333333333333
RELB	0.68375
LAMB2	1.69616666666667
HNF1B	-0.348166666666667
PNLIPRP3	0.0975
C14orf139	3.39
UMOD	0.185
GRIN3B	-0.42275
GPR25	0.2055
ZNF512B	-1.23625
ATP6V0A1	0.461625
SRA1	0.0216666666666667
ZNF615	1.018
ZNF768	-0.46375
ZNF469	3.2305
DYNC2LI1	0.354666666666667
DNAH3	0.1615
LOC387911	3.47575
LOC554234	0.0155
ARRDC5	0.875
TMEM59L	-2.2185
MARCH4	-1.94775
CNOT8	0.204666666666667
KIRREL3	1.47433333333333
ADAM17	0.63125
MYOG	0.175625
CPNE1	-0.523833333333333
AK5	-0.689375
LOC204010	-0.59575
NDRG4	1.49675
LOC130074	0.5665
PIAS4	0.332
NCOA2	0.5985
TEGT	0.3102
USP5	-0.76075
ANKRD21	-2.18875
KIAA0692	0.0166666666666667
HAPLN3	0.92225
LZIC	-1.09775
NRXN3	0.00325
CDKN2C	0.666833333333333
KIAA0226	0.0559166666666667
CYB5D1	-0.57975
WDR68	-0.8090625
ABCB6	0.4119
MRPS25	-0.68725
ZMAT2	0.63175
KRT25	1.1475
RPL11	0.096
GRAP	0.793166666666667
LOC198437	-0.988666666666667
RORC	-1.23775
RAP2C	0.102857142857143
MXD1	-0.372
AZI2	0.953833333333333
NUAK2	-1.74
AHSG	-6.118
MANSC1	2.4295
IMP3	-0.248666666666667
C2orf3	-0.528875
VSTM3	1.0365
PCTP	0.62625
SIRT1	0.44725
MANBA	0.78675
CD164	1.01875
GFRA1	-1.2332
PRM2	0.3565
ZKSCAN3	-0.02
PLEKHG1	2.765
TPRKB	-1.146
UBFD1	-0.79175
CDKL5	0.8765
HIST1H2BD	-2.71108333333333
INPP4A	-0.318
BMX	2.507125
PTPRU	-0.66
LOC554202	-0.6355
HOXC8	1.687375
IL12B	-0.05
ADPGK	0.114
ZNF418	0.249
SIAE	1.98125
CWC15	-0.11025
RP13-401N8.2	0.187
KLHL11	-0.3655
DEDD2	0.327625
PSMB3	-0.00125
DDX25	-2.4275
ZBTB3	0.546
GFRAL	0.193
RPS25	-0.147833333333333
FAM57B	-1.72166666666667
TESK2	-0.112166666666667
DNM1L	-0.603625
ZNF207	-0.543166666666667
CLEC11A	0.673
TOLLIP	0.6145
TMEM61	-2.23716666666667
DLK1	-4.0404
PLVAP	3.596125
NOD2	2.2295
SCMH1	0.34675
FLJ40235	0.99225
HTR2A	0.125666666666667
ARMC5	-0.4365
FUT7	0.283
PRELP	3.4347
ALKBH6	-0.481166666666667
GYG1	0.69375
POLR3GL	1.29125
COL8A2	3.99683333333333
OR10A5	0.1365
C1orf187	-1.948
TXLNB	1.21166666666667
C16orf68	-0.37475
R3HDM1	-0.8685
C16orf75	-3.19925
BAALC	0.86125
TNP1	0.43225
GAPDH	-1.78258333333333
COX7C	-0.0995
ERRFI1	-0.6825
PGAM2	1.17033333333333
FAM108B1	-0.15225
APC	0.747
TLR2	3.80675
SUCNR1	4.477875
ZNF233	-0.5125
WFDC1	-1.813
PSG11	0.0726
SLC39A1	0.80375
PSAPL1	-0.6545
CDC42EP1	0.419
MECR	-0.0765
KIAA0101	-2.7087
MACROD2	0.1528
MMP19	2.63333333333333
LOC202459	-0.647166666666667
VNN2	3.12475
ACCN3	-1.4805
TIMD4	5.565
RNASE8	0.0595
CCDC7	0.09025
SULT2B1	-1.872
ME1	1.79875
MGRN1	0.00850000000000001
MRPL30	-0.785625
IVL	0.053375
CALM1	1.50215
PLEKHA6	-0.537
B4GALNT2	-0.6795
PGDS	4.984625
C8orf33	0.03275
TMEM56	0.230166666666667
CKM	-0.528333333333333
ESR2	1.5319
ACOT8	-0.5675
AGTR2	0.05275
LOC155006	0.08225
BC37295_3	0.7055
EPM2AIP1	-0.319166666666667
PZP	2.381
RPS9	-0.144333333333333
C18orf51	0.28925
SIVA1	-0.4912
HEATR2	-0.837
CD3E	-0.4535
C20orf142	-0.15075
PGLYRP3	0.1675
CCDC139	-0.41075
GPS2	0.1585
NOL14	-0.67625
LRTM2	-0.20025
TRIM36	-1.6255
TP53RK	-0.4507
FBXL13	0.0253333333333333
RUFY2	0.271571428571429
C11orf70	1.24683333333333
HSPB9	0.424
GJA5	3.29
HGF	-0.463333333333333
EPHB4	0.21725
SOX18	0.78475
IFRG15	-0.4815
SERPINA10	-3.75825
WDR23	-0.288
REEP2	-0.874333333333333
CDK3	0.054
HSPA12A	1.0695
ARL8B	0.2814
SATB1	0.818333333333333
PPM1D	-1.14233333333333
VPS45	0.548
TP53BP2	-0.467875
GJE1	1.16625
CACNA1G	0.363125
VGLL4	0.488625
GNPTG	1.10275
ROS1	-1.77425
C21orf128	-0.083
BMP8B	0.755
SLC5A4	-0.4595
SLC6A3	-0.385833333333333
C16orf53	-0.61225
TMEM81	-0.0735
APC2	-0.4161
SYAP1	-0.42125
C6orf54	0.688666666666667
ZBED5	-0.9761
PVR	-0.745625
LTA4H	-0.0136666666666667
CCDC24	-0.8804
MAGEA4	-4.0705
IFIT3	2.7235
MYADM	1.5935
C21orf82	2.638
PDE3B	2.81725
TMPRSS11A	0.2745
PGK1	-1.53405882352941
CCL13	5.58816666666667
DERL3	-2.47233333333333
MLXIP	0.358666666666667
PLOD1	-0.55725
MTFR1	-0.556
NPDC1	0.550833333333333
GPAA1	-0.074
LTV1	-0.8705
RYR3	1.0945
C7orf46	0.50625
VAMP2	0.79875
RNF135	2.3481
SUPV3L1	-0.69975
FIBP	-0.231875
ADAMTS18	3.02816666666667
RNF25	-0.223166666666667
SOS1	0.76975
PLAU	0.67875
MATK	-1.9575
EHF	0.7305
CTNND2	-2.96175
PTEN	1.69635714285714
ZNF189	0.67575
SLC28A3	-0.235
GUCY1A3	4.027
SETD2	0.3755625
ROGDI	-0.15725
TICAM1	0.168
RASSF3	0.4915
PACSIN2	0.302
SERPINB5	-2.22666666666667
PRKCDBP	1.624375
TFDP3	-0.1745
LGR6	1.041125
RFX5	-0.647666666666667
OR52J3	0.4665
PTPN18	1.291625
ZBTB34	0.475125
KCNF1	-0.93725
SYNE2	0.903714285714286
SLC22A4	-1.3895
NETO2	-3.329875
VCPIP1	0.02
LDHD	1.608
ESX1	-3.418
SQRDL	2.1265
GALK1	-0.71175
SERPINA6	-3.8235
HD	0.3955
ASCL3	0.04
FBXL6	-1.43125
FABP7	-4.99125
MAGEC3	-0.294
KLC4	-0.209875
CD1D	-0.5585
PRAM1	0.89025
EIF3B	-0.732428571428571
DSCR8	-6.28425
FLVCR1	-2.91425
KIAA0141	0.44475
PROM2	-1.56766666666667
ALOX5	1.9676
GPR162	-0.330625
LYRM2	-0.0485
RNASE6	1.041125
HES5	1.3605
GJA1	1.27
MRPS14	-0.6875
HMHB1	-0.06925
TAF7	-0.0775
BTNL9	3.6279
SFXN2	-0.745125
VEPH1	-2.599
GK2	0.0488333333333333
AMBP	-5.1085
KIAA0953	-0.3405
XAGE5	-0.351166666666667
CCBP2	2.112
TGM2	0.869333333333333
ZNF202	-1.072
ACTL6A	-1.19783333333333
SLC23A2	0.4
ARHGEF7	0.464666666666667
LOC728635	0.429
CRYM	-0.626
PKD2	1.4745
MANBAL	0.310333333333333
LIN54	-0.81975
ACTL7B	-0.234
OR4D9	0.403
KIAA1683	-0.25975
ZNF704	1.56183333333333
TCP10	-0.548125
MAGEB18	0.0405
DEFA4	0.577333333333333
ZNF197	-0.11
PTOV1	-0.284333333333333
RNF208	-0.347333333333333
CMIP	0.2935
TRDN	0.27
UCHL1	0.70925
APOL6	3.2523
PLK1	-2.21566666666667
NPHP1	1.0205
NDUFA11	-0.497
DAB1	0.15
RTN4R	-1.04475
PUSL1	-0.999
SYT2	-0.2835
ANXA13	-0.2025
RFTN1	2.07575
ATP8B2	-0.0885
VN1R2	-0.1275
OR52E4	0.535
NPPB	-3.14833333333333
ZNF148	0.460375
ZNF141	0.460125
IKZF1	-0.9085
PSMC2	-0.15275
GGA3	-0.134666666666667
LPGAT1	0.804416666666667
SEC16B	0.8855
C5orf38	-0.123166666666667
THOC2	-0.8486
SLC16A12	0.00116666666666667
ALK	0.998875
DACT3	0.4835
CACHD1	1.1115
GAN	-0.976
EXOC6B	0.468
HIST1H2AE	-2.93725
VAMP1	-1.58625
SRI	0.704333333333333
AKAP14	0.1805
HLA-E	2.3281
SLC25A32	-0.574833333333333
FLT3LG	0.3185
ATP1B1	-0.352125
WDR1	0.7470625
SWAP70	1.28325
TRIM31	-0.05325
ARNT	1.610875
ZNF596	0.6272
CDKN1B	-0.136833333333333
FOXC1	-0.1925
SEMA3A	-2.0963
LSM14A	-0.06675
STEAP3	-0.659125
ABCA1	3.267
PLSCR2	-0.484333333333333
EDC3	-0.726
THBS3	2.2365
C15orf43	0.157833333333333
GMCL1	-0.1785
C9orf71	0.38575
MGAT5	-0.4635
LOC402164	-0.072
TSPAN8	-1.03633333333333
DYNLT1	0.229625
IGSF1	-2.2895
TMEM143	0.1065
FLJ25006	-2.5265
ATP13A3	-0.0186666666666667
C3AR1	3.605
CADM2	1.73233333333333
EFNA4	-0.8205
HAO1	-0.326
TWF1	0.0105
MRPS17	-1.37075
MYH9	1.44858333333333
C9orf9	0.470666666666667
C17orf79	0.337666666666667
FSCN3	0.95925
BDKRB2	2.9565
PCGF6	-0.4585
RAP1GAP	-0.715166666666667
TAS2R41	0.7915
DCLK1	1.5933
DEFT1P	0.00966666666666666
TAF2	-0.574416666666667
COPZ1	-0.126
KATNA1	-0.06875
STIM1	1.2955
TBX2	-1.63716666666667
RPS4X	0.211538461538462
MARCH8	0.758666666666667
DHX33	-1.75116666666667
TMEM161B	-1.66133333333333
SYPL2	0.4875
ADCY5	2.216625
SRPK3	0.357
CXorf9	1.59675
REC8	-1.177125
CLP1	-0.1527
MGC52498	-0.988
DUOX2	0.254
C6orf150	0.28525
TSC22D3	3.400625
CASP8	0.00600000000000001
PRKD3	-0.808
CFH	3.90325
TRO	-1.28075
NRIP1	0.61075
ZNF707	-0.843166666666667
TBC1D22B	-0.339333333333333
HYI	1.07
COX7B2	-0.28775
GPR52	0.864
CASC3	0.3995
METRN	-1.51675
KRT3	0.774
ARF1	0.554714285714286
C1orf111	0.14625
MOG	-0.172
C6orf50	-0.232
MGC12966	-0.19175
ATP7A	0.263
NOTUM	-2.44766666666667
LOC342897	0.3075
ITSN2	1.16325
GIP	0.2185
LOC89944	-1.11933333333333
UBXD8	0.169875
GYPE	-1.80433333333333
JAG1	2.0855
RLBP1L2	0.379
HIST1H2AL	-0.934875
PAPPA	-1.1906
CYP4F8	-0.141
TRH	-0.31175
DCTN3	0.1966
NT5C	-0.69675
HTR3C	0.273
VPS41	0.53775
KIAA0174	0.5283
ANKS6	-0.56525
MPV17L	-0.813833333333333
MT1M	1.82133333333333
DTX1	2.593625
LOC146325	-0.156
ZNF639	-0.776333333333333
CACNG4	-0.5668
TNNC1	-2.022
MGC27345	-0.382625
CASD1	0.1698
HOXD4	0.422
SMC4	-2.31288235294118
TTC35	0.1794
CTXN1	-0.23125
RGS19	0.24
SFRS3	-0.736833333333333
TRIM43	0.072
HLA-DQB1	3.448375
NUPL1	-1.3602
NRAS	-1.223625
RPL22L1	-1.98675
ZNF138	-1.5495
FBXW2	0.3365
SIX3	0.504833333333333
HDAC9	1.02175
OGG1	0.06725
APLP1	-1.23916666666667
OR7A5	0.069
DLX4	-1.9895
TUBA1B	-0.5335
CRY1	-0.484625
C12orf29	-1.094375
MGC70863	-0.369727272727273
OR1D2	-1.711
C1orf25	0.291625
CUZD1	-0.36175
PUNC	-3.453
SCAND1	-0.109
MYT1	-1.9505
MPND	0.23025
GOLGA1	0.2021
ZBTB43	-0.0665
VAPA	-0.0716666666666667
C4orf36	0.00600000000000001
STAP1	0.757
SLC34A1	-0.24625
PIK3R3	0.4382
TGM5	-0.1825
USPL1	-0.1612
FBXO40	0.444666666666667
BRF1	-0.1697
CCL27	-0.998
hCG_1657980	-0.323
PFN2	-1.0262
MYBPH	-2.965
PPP1CC	-0.124
CDCA7L	-1.507
KCNB2	1.554
C20orf151	-0.7055
USP13	-0.5205
RCOR2	0.242166666666667
FBXW4	1.31816666666667
WT1	-4.4875
TAS2R46	0.309
STK38L	0.384166666666667
LEPROT	1.091625
DDX42	0.57375
TXNRD2	-0.956333333333333
TNFRSF4	2.369
KSR1	0.213
SLC27A1	1.73266666666667
POU5F2	0.35125
SLC22A11	0.4865
C8orf32	-0.7265
ZNF236	-0.00735714285714286
GABRB1	-4.0725
LRRC29	0.865
FBLN1	2.21458333333333
MRRF	-0.752
RP1	-0.5685
MARVELD1	0.847
AFF4	-0.189285714285714
C17orf54	-0.22525
RAF1	-0.09225
SUB1	-0.842
MRPS33	-0.631
ZIC1	-2.69
ARL10	0.2915
RAG1AP1	-0.423
P2RX5	-2.9406
NCR3	0.808666666666667
LTB4R2	0.501
HLA-DPA1	4.580375
FKBPL	-0.867333333333333
JAKMIP1	-3.923
SNX4	-0.23175
CD248	3.489
CCR2	-0.4535
LOC401152	1.20183333333333
SH3KBP1	1.3632
LMBRD2	-0.591071428571428
WDR51A	-1.81716666666667
SYT15	1.0455
SMOX	-1.38225
NACAP1	-0.13
DRD2	-0.183833333333333
COPS2	0.337
FCER1A	5.00225
TMEM112B	0.1775
SUGT1	-0.1711
CALR	-0.70875
DPY19L2P4	0.22825
ADRA1B	2.4985
LTB	2.5185
SNRPD1	-1.618
NCAPG2	-2.76083333333333
KCNMB1	2.12716666666667
ITGAV	1.03375
LENG4	-1.032375
C13orf16	0.306666666666667
C20orf3	1.705875
PIP5K1A	-1.16916666666667
PCNA	-2.4615
C1orf34	-2.24925
MMACHC	-0.43325
BEST1	2.318
REV3L	0.50775
ZRANB1	0.703
AVPI1	0.74475
ATG5	0.458375
SARM1	0.5565
RGS7	-1.56525
HMP19	0.163333333333333
SGTB	0.1497
FEM1A	0.0259
C1orf122	0.2565
MYCT1	3.611
GM2A	1.112625
ZCCHC7	-0.437642857142857
MYH10	0.376375
DKFZp761B107	0.766
ADAL	-0.21725
OR10J1	0.0785
TMEM9B	1.169
DNAJA1	-0.36875
SCGB1D4	-0.471
LRRC50	-0.2985
PRKX	-0.17925
NUDT14	0.8136
PCTK1	-0.335636363636364
ARG1	-3.31025
KIF2C	-3.65925
GFM1	-0.55925
RAB11FIP3	-0.245833333333333
HBD	0.8885
NPR3	1.4219
IRAK3	3.4745
OLAH	-0.26
CYB561D2	0.073
CNNM4	-0.959
MYO5A	0.3215
SIPA1L3	0.12475
ADAM10	0.12025
LIPA	2.716
NAP1L4	-0.1378
MRPS22	-0.724
GNG4	-2.47066666666667
PSG5	-0.155166666666667
PPP2R2C	-1.4654
P2RY12	3.79175
SLC6A13	-0.25775
AGPAT4	0.3407
C6orf199	0.181375
FAM53C	-0.056875
TPM1	-0.111181818181818
PYHIN1	1.35733333333333
LINGO1	-0.523666666666667
CIDEC	4.17133333333333
CRIM1	1.7888
DHTKD1	-0.210416666666667
ZNF546	0.558166666666667
CD300LG	2.55
SFRS2IP	0.648333333333333
FLNB	0.641
NOC2L	-1.3495
SPINK7	0.3445
CRTC2	0.3115
HMG4L	-2.0945
C14orf162	0.20825
CCDC123	0.17975
HTRA3	4.0616875
SPTBN5	0.878833333333333
C1orf77	-0.312
TAF1L	0.1455
WDR78	1.365
WDR49	0.423333333333333
SIN3A	0.107
ECSIT	0.044
VSIG4	3.818
DIRAS2	-0.2766
TXNL1	-0.11525
MTERFD3	0.17875
CCNYL1	-0.23775
CISD2	-0.686166666666667
OR5C1	0.027
OBSCN	-1.3315
GBA	0.677666666666667
SLC9A11	0.5165
C6orf64	0.0626666666666667
ESD	0.250875
CYYR1	3.18966666666667
PNRC1	1.61675
FCAMR	0.354
PPIA	-0.647214285714286
VDAC1	-0.488
TRIB1	0.497625
NT5C1B	0.1635
CLDN17	0.45
ICOSLG	-0.244375
RGR	0.17125
DSG1	-0.112
TMEM27	-1.10475
C1orf69	-0.47825
PRAP1	-1.544
DQX1	-3.3535
C20orf46	-2.34963636363636
NHEJ1	0.346333333333333
DNAJC18	-0.249625
MANEAL	-3.24033333333333
MTBP	-2.00775
S100A6	1.79975
ABHD7	-0.95975
NEDD1	-0.8185
TINF2	0.878
SLC7A10	4.869
KIAA1875	-0.505166666666667
TMEM20	-1.01525
COX19	-0.517625
SPRR1A	0.423333333333333
SCEL	1.07875
CCDC70	-0.787
CRISP2	0.00616666666666667
ILF3	-0.953611111111111
NTRK3	1.60533333333333
B3GNT1	-0.118666666666667
LARP6	1.24816666666667
FBN1	3.5518
ZNF621	0.07225
JOSD1	0.6439
