Hybridization REF	TCGA-B6-A0IC-01A-11R-A034-07
PDK2	0.952
C3orf17	-0.120333333333333
SLC38A2	-0.959571428571429
SLC25A29	0.153
C15orf29	0.575
ADAM9	-1.35158333333333
TMUB2	0.184875
GPR176	-0.939
AGK	-1.52971428571429
MCCD1	1.01525
NDUFA4	1.18875
TMEM146	-1.131
DUSP1	-0.6925
UNQ6975	2.605
EMX2OS	1.06425
INSM2	0.2015
LUZP4	-0.8215
SETD6	-1.11575
P2RY2	2.1455
SLC45A2	-0.969
RABGAP1	0.342166666666667
UBXD5	0.47975
GPRC5A	-1.0895
PAK3	-1.48183333333333
LOC63920	0.26975
TGFBR1	-0.5403
KRTAP6-3	0.09425
SFMBT2	0.1245
CDC42	-0.0470625
C11orf35	1.202
TTLL2	-0.000666666666666667
UACA	-0.315090909090909
CD97	-1.6644
SETD5	0.222125
NINJ2	-2.11475
PTER	0.472833333333333
POMGNT1	0.732
KRTAP4-2	-0.7555
ECGF1	2.086375
HRB	-0.0370909090909091
ATP1B2	-0.7498
LOC400506	0.16525
COL4A3BP	0.58525
C6orf97	2.2125
GRHPR	0.883375
TAS2R1	1.5935
SEMA7A	-2.80275
EDF1	1.1805
ODF2L	-0.0491
PCID2	-0.632166666666667
GTF2H4	-0.652
ZCCHC3	-0.866375
CGB2	-0.00433333333333337
NEUROD1	-0.231333333333333
C20orf75	-0.866
RP5-1054A22.3	-0.3935
IFNA5	-0.1085
ZNF134	0.464
MGC119295	-0.6469
ZSWIM6	0.73925
SMEK1	0.033
PCGF2	0.327125
C1orf102	3.52325
CYP2A13	2.134
KCNH6	-0.9503
MDM1	0.5563
ALDH7A1	0.447333333333333
C9orf75	1.119
VDAC3	-0.406125
OR51T1	1.029
EIF3F	-0.56825
KCNJ10	-0.484125
LENG8	0.49725
EDEM2	-0.41775
CCNJL	-1.478
DHX37	-0.2835
CRYGN	0.248
AATF	-1.105375
ZNF630	2.132
E2F5	-0.3665
WFDC13	0.373666666666667
FTSJ3	-1.18866666666667
C4orf33	0.71425
LHFPL4	-2.561
C19orf56	0.056
SMAD4	0.58
AFM	-0.6954
G0S2	-2.72275
FCHSD2	-0.2275
RRP1B	-1.256
EEF1B2	-0.824
STAT6	1.01533333333333
ZNF195	-0.3
GNL1	-0.800833333333333
ZNRF2	1.51733333333333
PER3	1.92
ASB16	0.94575
C10orf10	-0.633571428571429
ADCY8	-4.09033333333333
C9orf58	-1.24383333333333
ARMC10	-0.910333333333333
PSG1	-1.0065
DHX34	-0.053
VARS2	0.326
NFIC	0.1955
ITPR2	1.68475
AGXT2	1.43333333333333
OR6K3	0.0825
H2AFZ	-0.383
MLLT3	1.72633333333333
COX4I2	0.9065
CCNT2	-0.124
PLK4	-2.0805
NUMBL	0.0153333333333333
MED16	0.27125
PLEKHQ1	0.689
GOSR1	0.510888888888889
BTG4	0.03
RPL30	-0.185916666666667
IGSF5	-0.78925
IGFL2	0.231833333333333
ELMOD2	1.24233333333333
SHC3	-0.974
HAVCR1	-1.3155
DYNC2H1	1.806875
RNF5	-0.0896666666666666
C2orf7	0.352
NLF1	0.447
KLHL25	0.36725
LRP10	1.1087
KRI1	-0.4235
PUS7L	0.3218
MGMT	1.58375
HOXD1	-2.00666666666667
CSH1	-0.0606
ATG16L2	-0.12925
FLJ44635	0.568
CHODL	-0.239
EXOSC8	-1.2245
SLC28A1	-0.2285
MYO7B	-1.43933333333333
SEH1L	-0.5435
MTNR1A	0.205333333333333
TSPAN5	2.03183333333333
CDC45L	-3.21016666666667
AMIGO1	0.8175
ATAD3A	-1.257625
OSGIN2	0.439333333333333
PDIK1L	1.42333333333333
DARC	-0.169125
PIPSL	0.5485
SHMT1	-0.7655
CRISP3	-0.233
POPDC2	1.82183333333333
ZRANB2	-0.822166666666667
FBXL8	0.13325
TRIP13	-2.77581818181818
EIF5AL1	-1.4465
POU5F1P3	-5.1195
IL6	-3.41416666666667
CXorf38	-0.2715
IFNA16	-0.002
FBXL2	2.72716666666667
BRD1	0.91
STATH	0.43425
FBXO44	1.288
MCCC2	0.54725
CDC2	-2.2562
C5orf23	-2.729
IVD	0.941666666666667
C10orf122	-0.0505
MSL3L1	-0.3663
MVP	1.001
EPOR	-0.2679
ZMYM1	-0.3385
BCL7C	0.454333333333333
PSTPIP2	1.7075
LYPD1	-2.43375
OR8G5	-0.355
ZP3	-0.492333333333333
BCAS4	0.616
EDG6	-0.315
ISY1	-0.30625
PRAMEF2	-1.593
CUL1	-1.301
RNF213	0.2252
CCRK	1.4995
DHX9	-0.3295
C13orf29	-0.3285
NCKAP1	0.5375
MRPL43	1.65328571428571
XPR1	-0.2735
PKN2	0.0418
PODNL1	-0.6905
ZNF333	0.223
DALRD3	0.859
OPN1SW	0.369
BTBD6	0.66025
C11orf82	-1.5925
OR5P3	0.7875
DUSP11	0.0025
L1CAM	-2.0484
NEK11	1.92516666666667
OR7E91P	1.3035
CNTN3	3.41544444444444
CREB3L2	-0.04075
ZBTB37	-0.5755
KIAA1324L	2.8275
NDUFB10	1.02
NUDT2	0.15975
GTPBP8	-0.473
CACNA1D	3.187
PRKAA2	1.09033333333333
PRDM8	0.425
MGC16075	-0.404666666666667
KRT14	-1.34592857142857
PP8961	0.472125
MRPL18	-0.04575
ABCG2	-2.086
PACRG	0.92725
BBS2	0.42625
KREMEN2	-1.128
FBXO21	0.45075
HNRPUL1	0.402
GRB10	-0.2685
CLSTN1	0.694375
LMAN2	-0.1823
C17orf61	0.339
NIPSNAP3A	0.41925
INSIG2	-0.987666666666667
PCDHB7	-1.26666666666667
STXBP2	0.689625
CMAH	-1.04191666666667
SEMA5B	-1.7345
ZNF155	0.0623333333333333
COQ6	0.743666666666667
PRPF4	-0.7885
TSPAN15	1.3866
VN1R5	0.256
LATS2	-0.04875
SELK	0.45125
PGK2	0.126
MS4A1	-1.86485714285714
TYW3	-0.3054
KRTAP5-1	0.158
RCCD1	-1.404
BTN1A1	0.163
DDX28	-0.93375
TMEM65	0.07375
LOC92345	1.55025
TTC31	-0.538
WDR46	-0.7765
CHP2	-1.26633333333333
LSP1	-0.15325
ZNF542	0.3295
EXOSC1	0.245
ARHGAP18	0.1685
LRRTM4	-0.39825
MAOB	3.13441666666667
CACNB4	0.89725
MGC33846	0.029125
RANBP3L	3.210625
ATP5L	0.602375
ONECUT1	-2.954
NUDT9	1.26325
TMEM149	0.043
STX17	1.14725
IGSF10	-5.41625
TMPRSS9	-0.261
BMPR2	0.958545454545454
ALLC	-0.73225
KLF7	-1.318
GCC1	-0.1587
TIMM9	-0.2285
CDO1	-3.34483333333333
MGC10701	-0.128166666666667
IFI6	2.13966666666667
FRMD8	0.4125
MGAT2	-0.2735
WBP5	0.174166666666667
CNIH2	-0.26875
KIAA0907	-0.8896
KCNH8	0.075
CTSG	-3.27325
GRIK1	5.32533333333333
CUL5	1.543125
FRMD1	0.036
OR9A4	1.1185
SYT6	-1.440375
FOXD4L2	0.542
ANAPC2	-0.240333333333333
OPN5	null
TAF13	-0.16225
LYG2	-0.82375
GGNBP1	-0.355
C11orf40	0.069
OTX2	-1.6895
REG4	0.132666666666667
EIF5	0.3550625
PALB2	-0.629
SEPSECS	0.6794
RNASE3	-0.13325
TRIM49	-1.2875
POLR2K	0.1794
GPR42	-0.439
C8B	-2.80625
SASS6	-0.3995
PREB	-0.743
OR3A3	0.2375
TUBA8	0.713625
IGLV2-14	-2.80425
STIL	-2.48025
ANKFN1	-0.842
NME7	-0.31725
HOXC12	-4.061
UBE2C	-2.006125
FHOD1	-1.414625
CDK2AP1	0.4465
OR6K2	0.5835
DHPS	-0.09825
RPL5	0.087
TRGV5	0.662
LOC541472	0.261
HCCS	0.1407
DENND1B	3.4955
LHX3	-0.481
OR5D16	1.314
CXorf57	-0.6705
IRF2BP1	1.25675
NDST2	0.748333333333333
LCE3D	0.216
BOLL	0.4085
SYT3	-1.20825
PIH1D2	1.912
C20orf7	-0.342166666666667
IL1R2	-1.4094
SLAMF9	-0.7125
PPME1	-0.45275
PIK3CA	-0.24775
TRAPPC1	0.00925
COLEC10	-0.8175
SLC9A6	-2.1444
PDDC1	0.08775
CCDC53	0.87
GK3P	0.32325
DAZL	-1.54033333333333
BRI3	-1.275
SDK1	0.867
CYP2C18	0.63875
IFI44L	0.915375
RPL3L	0.1175
FUT9	-1.31533333333333
KIFC2	-0.270666666666667
PMP2	0.131125
SLC4A9	-1.0885
PLAG1	-2.38683333333333
MYCBP2	0.283833333333333
OR4E2	0.742
CCDC65	1.765
C16orf82	-1.025625
ENTPD4	-0.055875
BRP44L	0.914125
PMP22CD	0.288
TMCO4	0.999666666666667
KCNN1	-0.731833333333333
WDR35	0.136
CCDC80	-2.078125
C3orf31	-0.912
SLC7A9	-0.1725
TMEM190	-1.79675
DBC1	-1.3172
FADS3	-1.43
PDZD8	0.265166666666667
GRM5	0.415285714285714
AZGP1	3.5954
PEX3	0.675
MED1	0.152071428571429
ATG4C	-1.13833333333333
HNRPH3	-0.79375
FAM109B	1.64225
C4orf17	0.5735
CA10	1.768
OPRD1	-0.028
CCL16	-1.17225
SACM1L	-0.20475
CST6	4.2415
CD63	0.3750625
LGI1	-1.03866666666667
ZNF784	-0.0805
CRYBB1	-1.48
CX3CL1	0.30735
TOP2A	-2.506625
GYPB	-2.56483333333333
GADD45GIP1	-0.174
FEN1	-1.549125
IGF1R	1.47975
WDR72	-1.115
PURG	-2.43916666666667
DEFB126	-0.155333333333333
PKD1L1	1.00975
CAV1	-3.6512
GNPDA2	0.9614
DGAT2	-3.44325
NLGN1	-4.87475
STRBP	0.61725
HPRT1	-1.65833333333333
FANCI	-2.154625
PSMA7	-0.260125
DBF4B	-0.888166666666667
TTF1	-0.6545
RAD54L	-2.373
ELOF1	0.305
PLAGL2	-0.2545
ZNF256	-0.0775
HMGCL	0.62725
MSI2	0.3985
RPESP	4.3945
C11orf60	1.42575
ABCD1	0.34
ACAA1	0.9545
SPARCL1	3.39123076923077
IL6ST	2.6424
ZNF319	0.00149999999999999
TMEM109	-0.4332
FAM90A1	-1.25766666666667
IL22RA1	-1.6035
ATP4B	1.6955
TEC	-0.981833333333333
C7orf30	-0.15125
TXNDC2	-0.560333333333333
ABCB4	-0.81725
KIAA1191	0.7195
C9orf38	-0.399
SFTPB	-1.625375
CNTNAP2	-2.44018181818182
FRK	2.288
TBX19	0.307333333333333
CHD4	-0.44125
C6orf26	-2.524
MOSC2	1.6785
IKBKE	0.27725
HIF1A	-3.8575
LOC595101	-0.114
RELA	0.144333333333333
TMEM16B	-1.03483333333333
ABHD12B	-2.59575
TSEN34	0.7295
KIF18A	-2.702
TXNDC9	0.4695
SPATA2L	-0.036
SEMA4G	-0.1665
C21orf91	-0.38725
MATN1	-0.1325
KCNIP4	-0.1175
TUSC1	1.389625
OR4C15	0.584
ARMCX6	0.6745
WBSCR27	0.189666666666667
OR52I2	0.063
KIAA1604	-0.8395
DYNC1I1	-2.65228571428571
PPP4C	-0.3055
SLC47A2	-1.4495
TREH	0.799375
CD48	-0.221
ST14	1.33633333333333
PKN1	-0.29375
SPON2	-0.97575
XBP1	3.1335
SFRS12	0.078
EFCAB6	3.3205
SELT	0.8615
SLC39A2	-0.195
ERF	-0.547833333333333
ARL3	1.781125
SURF6	-1.2833
MLLT10	-0.274190476190476
FLJ11171	0.00750000000000001
TDGF1	-4.6115
ERCC6	0.1005
EIF2AK4	0.166625
BAZ1A	-0.0121666666666667
LRRN3	-1.3302
TMC3	1.5315
EFTUD1	0.02025
PTPRO	0.881333333333333
CLEC12A	0.126166666666667
ACBD4	1.0155
ZDHHC14	-0.81325
OTUD7B	1.247375
ACTB	-0.63675
MSRA	0.462625
LCE5A	0.1005
IFI35	0.44025
BSCL2	0.647333333333333
ANKRD12	0.7995
CFHR2	-0.03025
RGAG1	-0.622333333333333
HSFY1	1.136
SLC30A5	0.391333333333333
IMPG1	1.568
GPR109A	0.5495
ZNF185	-0.1625
IYD	0.0637499999999999
NPCDR1	3.4475
SERPINA13	-1.078
HMGCLL1	-1.334
NEUROG1	0.262
UBQLN1	-0.4165
LIN37	0.4615
SOCS2	-3.901125
DSCR4	-2.66975
XKR6	0.56775
GPR142	1.2095
KRTAP13-3	0.154
CCDC15	-0.835333333333333
MOS	0.0385
CD1E	-2.355
OFCC1	-1.0985
FAM83D	-2.374
SRFBP1	-0.124
C9orf96	-0.1925
DHDH	-1.2675
CCDC90A	-0.8375
RABL3	1.0953
CD320	-1.97666666666667
ANGEL2	0.712333333333333
MRPL21	0.362
SMG6	0.766833333333333
INSR	1.770375
FLJ14816	0.1105
GLRB	2.97016666666667
C9orf89	1.8765
CIZ1	-0.790625
URG4	0.369166666666667
LRDD	-0.944166666666666
CBY1	1.51216666666667
NFX1	-0.052375
MTERFD2	0.777714285714286
C19orf23	0.361
PGC	-2.7485
IER3IP1	0.9356
RASAL2	-0.04425
C1orf89	0.25425
SYNJ1	-0.40175
NFKBIE	1.153
FLJ40125	-1.12283333333333
TCEB2	0.2286
NOG	-1.7945
POLR2J2	-0.746666666666667
HLA-B	2.34425
PCDHA1	1.2925
PPP2R2B	-2.67425
ARHGEF17	0.7235
TCF7L2	1.19792857142857
CHD5	-1.1995
ZNF431	0.00137499999999999
TBC1D25	0.5335
ZNF800	-1.0945
SCUBE2	4.591
MYCBP	0.361333333333333
GPX5	-0.0385
C6orf129	-0.1705
QSER1	-0.4865
ULK2	3.15625
PIGO	0.589166666666667
NRCAM	-0.435571428571429
SLC35E3	0.355125
CSRP2	-3.3395
HYPE	-0.1395
MAPK15	-0.8475
MGC14327	-0.03425
TIMM13	-0.317166666666667
ZNF462	-3.45425
GBA3	0.82275
TEX13A	0.6085
MCM6	-1.30655555555556
MTRF1	-0.09125
ABCA7	0.3695
EIF4A2	-0.09975
ZC3H10	1.1783
RPGR	0.252333333333333
C20orf94	-0.33425
RP1L1	0.315
GPR125	-0.547714285714286
USP22	0.0135
OR1L4	-0.1255
MLZE	-0.624
FLJ32065	0.19525
PTCD1	-0.57875
CRTAC1	-1.45483333333333
BXDC2	-1.563
C18orf1	0.637666666666667
FAM107A	-0.1635
EFNA3	-0.78825
P18SRP	-0.4707
CAMKK2	-0.0506666666666667
KIAA0649	0.27875
NES	-2.26216666666667
HS6ST3	-1.945625
PON2	-0.89025
TCP11L2	-0.0845
CLEC4A	1.801
PRR12	0.703
MLXIPL	-1.0102
C2orf50	1.195
ZNF28	-0.6685
ENC1	-0.561833333333333
MAP2K1	-0.744625
FKSG2	1.23975
KIAA0430	1.38925
PTP4A1	-0.469277777777778
GPR156	0.555
GTF3C6	0.1125
UBR2	0.2269
LOC388272	-1.307
MAK	1.364
ACOT4	3.0515
STC2	1.78533333333333
PIGW	-0.69175
SAE1	0.04125
COL6A1	-1.72045454545455
OAZ1	0.309833333333333
STMN4	0.766
EDG3	-0.186666666666667
SGCE	-4.72283333333333
IL11	-2.718
PRSS8	2.767375
YIPF5	0.222083333333333
WNT4	3.90675
CSN2	0.108333333333333
TCF7	-2.793625
TDO2	1.61825
SAMD9	-1.6165
S100A7A	-2.1065
MMRN1	0.3386
GKAP1	1.5155
AKR1C3	-1.584
RNF19A	0.732375
GMDS	-0.51125
YKT6	-0.21975
SPARC	-0.9043
C12orf31	-0.524
UBE2V2	-1.24833333333333
FBXL18	-0.668666666666667
KIAA0460	0.17125
ADAM22	-0.4585
SERPINC1	-4.38
KCTD21	0.71525
MYOHD1	-1.435
ZNF37A	0.5195
GTF3C1	-0.231333333333333
CTSZ	1.2645
PRNPIP	-0.698625
DRD1IP	0.31825
NR1I2	-1.65566666666667
ZNF266	-0.4247
SPAG4L	0.129
COX4NB	-0.43425
SAPS1	-0.111333333333333
APOA1	-3.770875
TATDN1	-0.774166666666667
C10orf82	2.6305
KPNB1	-1.421
FOXO3	0.372
CRYBB2	0.4485
ZBTB5	-0.235666666666667
SLC25A38	0.1295
DCTN2	-0.0401666666666667
IFT20	0.57275
CTHRC1	-1.025
C1orf31	-0.62475
UHRF1	-1.071
GPC6	1.88575
C10orf54	0.68425
MCF2L2	-0.079
WNT9B	-0.00175
OLA1	-0.07625
FAM120B	1.0605
TTLL10	-0.72
CYorf15A	-5.56766666666667
RELN	-2.38075
SCN2B	-0.399416666666667
MFHAS1	-0.5145
NKX3-2	-2.17383333333333
RASGRF2	-0.9095
SSBP1	-1.7605
KPNA6	0.0585
LOC389118	-0.368
HS3ST4	-1.2155
SUPT7L	0.092
FLJ32658	-1.552
IGFBPL1	-0.78925
KIAA1641	-1.5278
SHKBP1	-0.291666666666667
CSF1R	4.58225
NAGK	0.1625
MYL2	0.12825
HIST1H4C	-1.86266666666667
TOMM7	0.113375
ADAMTSL3	1.7687
TNFSF14	-1.8195
PRRT2	-0.12325
VTA1	-0.351
AOAH	2.03183333333333
CRISPLD2	-0.289076923076923
PNN	-0.3773
TA-NFKBH	0.05525
ESPN	-1.3915
RBM43	-0.0575
KIAA1267	0.836625
DDX3X	0.320611111111111
KIAA1576	-4.576
PLXDC1	3.04066666666667
FLJ25801	-3.78125
HNRNPL	-0.10275
RUNDC3A	0.0193333333333333
CASP12	1.0255
SH2D5	-1.415375
RPL26L1	-0.379
OR51A7	0.12975
HDC	0.872
C2orf16	-0.718833333333333
SYTL3	1.992625
GOLGA4	0.1469375
NOTCH1	-1.66
ATPAF2	0.80975
ECD	0.3335
SSX5	-0.373833333333333
SNAP91	-0.08325
OCA2	-3.1615
PNPO	0.447166666666667
DAPK1	-1.89783333333333
PINX1	-0.841833333333333
SELENBP1	2.043375
NEK3	-1.24983333333333
TMED4	0.433642857142857
SSTR4	0.1145
FOSL1	-2.5249
CD40LG	0.412
CES1	-2.71891666666667
DCI	1.13266666666667
B3GAT3	-0.244
STK17B	-1.3895
CNTN6	-0.276
CYP3A4	-1.39616666666667
MBOAT2	2.14171428571429
PISD	0.80675
USP1	-0.476
PYDC1	2.4975
CENPM	-0.734875
SAR1B	1.12325
TTC7B	-0.9945
DP58	-4.814
GPC1	0.3745
RBL1	-1.725
TMEM137	-1.82983333333333
TOB1	1.14325
TCEAL1	2.12033333333333
CENPF	-2.35018181818182
C6	-0.875666666666667
PRSS1	-3.3185
PPIL6	1.81033333333333
C6orf124	-0.1485
ODZ4	-1.14366666666667
SNCB	-0.2285
NDUFB9	0.349125
CNOT6L	0.682333333333333
S100A9	-1.91283333333333
TRIM50	-0.6635
KCTD1	2.4377
WDR63	1.42675
SPEF2	3.31175
RNGTT	-0.465833333333333
CXorf22	1.2365
KCNK16	-0.147333333333333
CEP250	-1.495375
ATPBD1B	0.1935
KCNJ2	2.8855
MT1B	-1.26
ZNF684	-0.5905
SLC4A1	-0.41875
PDHA1	-0.698
ZNF492	-0.24125
TKT	-1.56
BYSL	-1.01925
RNF38	0.634125
AHDC1	-1.2515
KLHL2	1.6545
CMTM8	1.6575
DMP1	0.161
HERPUD2	0.2005
CRTAM	0.297833333333333
ZNF572	0.57425
TMEM16J	0.172
HSD17B2	-4.267
UBE2G1	0.4115
AHSA2	-0.48125
PELI2	1.2265
TPX2	-2.40625
ATP9B	1.409
DAZAP1	-0.03775
HMGCS2	1.78483333333333
C17orf38	0.149
B9D1	1.46875
NKX2-5	-1.14283333333333
KIAA1276	-0.220333333333333
LILRB2	2.8855
CSTF1	-0.346166666666667
BTN2A1	-0.418833333333333
C15orf48	3.6625
IGF2BP3	-4.23625
FAM113B	-0.72
HRG	-0.242142857142857
ZNF131	-0.37175
USP47	0.934071428571428
CCDC88B	-0.00475
HCN1	0.4078
HTN1	0.0876
SYCP3	-0.3275
C13orf23	-0.3626
PAPOLA	-0.0271875
AATK	0.8147
MSH3	-0.4155
NDUFAB1	0.3795
ITLN2	-0.892666666666666
BAK1	0.0708333333333333
MRPL45	-0.0733333333333333
MTNR1B	-0.094
LOC645843	0.0700000000000001
SPECC1L	0.79325
PGCP	-0.6595
SPN	-1.391875
GPR143	1.35933333333333
ZNF576	0.736
TMEM39A	-0.04
ATP5D	0.465666666666667
MAGEB3	-0.5135
RPS5	-0.907833333333333
ANP32E	-2.12964285714286
MTMR1	0.033
YEATS4	-0.4105
SYNGAP1	0.32
PCOLCE	-2.68516666666667
MNS1	0.9385
PCYT2	-0.220333333333333
ZNF182	0.56875
LAX1	-1.34457142857143
SPPL2B	-0.0196
ELOVL5	1.8078
PCDHAC1	0.05
B4GALNT1	-1.60133333333333
BLOC1S2	0.883875
ZNF673	-0.1524
ARHGAP21	0.0881666666666667
IRX5	2.55475
LRFN5	-1.7002
FAM7A1	-1.47625
RAB19	-0.2835
GINS1	-1.9365
ITM2B	1.6793
PAPSS2	0.00941666666666665
OR5BF1	0.6635
ACSL3	0.150375
KIAA1919	-1.188
GLT8D2	-1.386625
UTRN	-1.27607142857143
CNN1	-2.22625
HISPPD2A	-0.0865
SDAD1	-0.389875
SIGLEC9	0.711
RPL35	-0.452857142857143
C22orf26	0.0595
IMPDH2	-1.180625
WDR69	-0.27125
SEC14L5	-1.79566666666667
CLTA	0.3515
RP11-529I10.4	0.77625
GPR37L1	0.205666666666667
OGDH	-0.509666666666667
ASB13	1.625
ZFP14	0.27825
ZCRB1	-0.0161666666666667
KPNA3	-0.40175
HSPA1L	1.50375
RHOC	0.74875
LOC554175	0.12475
PPP3CA	1.1273
SLC1A7	-1.1062
ZNF529	-0.439833333333333
RBED1	1.44925
DDB2	-0.65475
FLJ11286	-0.4235
SPATA1	0.6025
MKNK1	0.708666666666666
DYSF	-0.220833333333333
ALKBH2	-0.28175
NKD1	-3.42666666666667
C1orf174	-0.20225
PLEKHO1	-1.17433333333333
ASB10	-1.22975
RING1	-0.019
NPC2	0.234
AVPR1B	0.647
YTHDF1	-0.0181666666666667
LMAN1L	0.326
GSG2	-2.051
CEP170	-1.2673
RPS4Y2	-5.776
MSH6	-0.6765
HECTD2	0.6335
ZNF556	-3.34816666666667
PLEKHC1	-1.4706
AIRE	-0.143333333333333
BCL2L10	0.99825
LMOD3	0.7414
ZBTB8	0.078
FOXA2	-2.9821
SLCO2A1	1.18525
C3orf46	1.54
PRDM16	-3.05116666666667
TMEM98	0.723
FRMD5	-3.687
PDE6C	0.386
C1orf216	0.4705
EP400	-0.527285714285714
PTK2	-0.269833333333333
RNF217	0.3485
NDUFA8	0.6165
ZFAT1	0.80425
LAMP3	1.07133333333333
GLTSCR2	0.101125
NPW	-0.9955
LLGL2	-0.3732
PPM1K	-2.31516666666667
C20orf177	-1.0315
KIR2DL4	0.383875
NFKB2	0.09175
C21orf122	-0.8765
HESX1	0.082
GPR114	-0.118166666666667
SLC25A35	0.981
GNAT1	-0.414
ORAI3	0.6235
FAM76B	0.219875
TMEM99	1.5789
TRIM29	-2.531
CDS1	2.392
RHEB	-0.9731
C4orf27	-0.139333333333333
RAB3A	-0.4085
OTUD6B	-1.21075
GPD1	-0.4725
CDH15	-1.31866666666667
NPM1	-0.606357142857143
TMEM117	-0.73
PRPS2	-0.00833333333333331
GCK	-1.0455
ADRA2A	4.47333333333333
TSPYL4	1.04183333333333
TASP1	-0.13425
WDR19	0.83575
C10orf38	-3.022
PDE4C	-0.646666666666667
FYB	-1.10791666666667
C1orf55	-0.0706666666666667
PPFIA3	-1.029
RAD18	-0.604
C12orf44	-0.181666666666667
CRYBA4	0.0335
HVCN1	0.2545
TAF10	-0.0731666666666667
C16orf48	-0.469666666666667
DEPDC5	1.62333333333333
LTBP1	-0.7785
MAPRE1	-0.091625
FGF8	-1.171
C3orf52	0.127875
SENP7	0.514666666666667
LRRK2	-1.26075
RUNDC2A	0.162833333333333
KIAA0355	-0.0111666666666667
CPEB1	-2.04325
PPEF2	0.8035
ABI2	-0.125
KIAA0317	-0.19425
ATF1	-0.023
DYNC1H1	0.43075
DIP	0.736
TMEM33	0.152222222222222
POLDIP3	0.3985
C7orf24	0.42325
GPR171	0.47925
CDC6	-2.50033333333333
PLD1	-2.59688888888889
ITFG2	0.1304
NDUFC1	1.259
AKNA	-1.3
NBR1	0.968
PKHD1	-0.2352
HPS4	-0.252
MAFA	0.327
ULBP3	-0.774
DIRC1	0.2085
IMMT	-0.1535
C22orf13	0.200583333333333
CEL	-0.05525
MARK3	-0.65225
ADAMTS2	-0.898666666666666
ARPC3	-0.123666666666667
TMEM10	0.374375
NPHS1	0.224
BRD8	0.454
WDR12	-1.64575
IDI2	0.564625
HOXD13	-1.5745
OR8G2	-0.941
SLAIN1	-5.81775
GABRQ	-0.40875
NR2C2	-1.27975
NKTR	-0.4416
TLE2	1.5505
KIAA0892	-0.352833333333333
AURKA	-2.65545454545455
GPRC5C	0.0678333333333333
TBC1D9B	0.3425
PNPLA6	-0.510166666666667
AP3B1	-0.71875
NAG	-0.268625
C11orf68	-0.32525
AKR7A3	0.7755
AHCYL1	0.86025
COP1	-0.9194
RPP14	0.292416666666667
PCDHB18	-0.20575
CDH24	-0.2555
KRT17	-2.8847
LACTB2	-0.36675
DDX24	0.1899
PHACTR1	-2.6055
SLC35E2	0.88825
LOXL1	-1.8815
IQSEC2	1.019375
RGSL1	0.963
PCDHGC5	0.00750000000000001
MEGF10	-0.944
PRRX1	-1.525
ASTE1	0.2655
C6orf159	-1.69675
MYOD1	0.12825
GAA	0.50125
ZNF747	1.13375
KLRC1	-2.61714285714286
IL1RL2	0.11
GDF9	1.6225
GPR119	0.00799999999999999
TRAF2	0.2785
HCK	2.94916666666667
BMP6	-3.871
IL8RA	0.592833333333333
FLJ35848	-0.15875
EFHA1	1.021
CDSN	-0.193333333333333
C14orf54	0.436166666666667
LSM3	-0.067375
ZFP41	0.6455
C9orf126	-1.63133333333333
VIT	-3.0735
SPCS3	-1.91575
DEF8	-1.9209
CHAF1A	-1.2335
C1orf165	1.3785
ZFPM2	-1.6425
FTH1	0.0835
SLC35F1	-1.3195
YWHAH	-0.09675
C17orf66	-0.525833333333333
ADRB1	-0.6204
FOXL1	-0.8275
RG9MTD3	-0.443333333333333
UMPS	-0.17275
MGC13008	-0.565
KIAA1161	0.771
CCDC77	-1.8825
C12orf65	-1.0471
COG4	-1.11033333333333
RCP9	-0.817833333333333
RP4-692D3.1	4.698
CDC2L5	0.58475
MGC7036	1.3345
DNAJC11	-0.682
GDF2	-0.295
TIMM17A	0.0635
HNRNPA0	-0.4764
OR2H1	0.24775
PCBP1	-0.03975
COL23A1	-2.3575
LRRC2	-1.188
NSD1	0.123571428571429
FLJ37078	0.296375
WDR91	-0.860833333333333
TMEM179	0.479
DSCR10	1.8825
CNDP2	0.4638
FYN	-2.2245
BEX2	2.55633333333333
KCND3	0.53
YPEL5	1.94525
LRRC42	-0.432166666666667
C17orf45	-0.276375
ZNF649	0.7445
LOC150763	2.706
COL5A2	-1.21783333333333
CNGA2	0.3805
ELA2B	-0.416333333333333
RAB9B	0.14625
FAM100A	0.758
NAIP	-1.40292857142857
MYOZ2	0.470875
SPATA12	-1.281
XRCC4	-1.07425
CYB561	0.7317
CHST10	0.627
BAI1	-0.4255
BRSK1	0.449833333333333
C17orf89	0.58225
PDE6H	-2.1505
FLJ20309	0.2469
MAP7	1.952625
SCN4B	0.054
SPAG9	-1.507
SERTAD1	0.4935
FLJ21963	1.567
ANTXR1	0.2057
TMPRSS13	0.672333333333333
ETV7	2.40116666666667
DGAT1	0.397166666666667
NKIRAS1	1.0125
TAC3	-3.218
CORO1C	-1.22608333333333
RAD54B	-1.786
HRASLS3	3.63983333333333
C21orf42	0.810333333333333
BARD1	-0.7
ZNF177	0.215333333333333
MIP	0.5545
ZNF442	0.7465
F2	-4.1067
GRIA1	5.627
GALNTL2	-0.932333333333333
WNT5A	-3.03255555555556
LENG9	0.3065
hCG_25371	-0.9245
FOXR1	1.5415
TRA@	-0.9005
PWWP2	1.35625
C1QTNF7	0.482833333333333
SLC7A4	1.80725
C4orf7	1.56275
