Hybridization REF	TCGA-A2-A0YD-01A-11R-A109-07
OR52I2	0.443
KIAA1604	-0.678
DYNC1I1	-0.189625
PPP4C	0.06375
SLC47A2	-1.43833333333333
TREH	-0.13925
CD48	2.55
ST14	1.64533333333333
PKN1	-0.46625
SPON2	3.8375
XBP1	2.15083333333333
SFRS12	-0.5055
EFCAB6	2.025
SELT	0.08775
SLC39A2	0.653
ERF	-0.3975
ARL3	0.873625
SURF6	-1.0798
MLLT10	-0.817809523809524
FLJ11171	-0.447166666666667
TDGF1	-4.60966666666667
ERCC6	-0.20225
EIF2AK4	0.8885
BAZ1A	-0.0156666666666667
LRRN3	0.936666666666667
TMC3	2.1945
EFTUD1	0.248
PTPRO	1.26316666666667
CLEC12A	1.3245
ACBD4	0.428375
ZDHHC14	-0.333
OTUD7B	1.35275
ACTB	0.8905625
MSRA	0.261125
LCE5A	1.6345
IFI35	1.519
BSCL2	0.164333333333333
ANKRD12	0.492166666666667
CFHR2	0.59625
RGAG1	0.4175
HSFY1	1.5485
SLC30A5	-0.275666666666667
IMPG1	-0.0455
GPR109A	0.7495
ZNF185	0.68425
IYD	0.482
NPCDR1	0.497
SERPINA13	-0.1655
HMGCLL1	-1.4495
NEUROG1	0.837
UBQLN1	0.1289375
LIN37	0.03275
SOCS2	-1.64275
DSCR4	-2.260375
XKR6	-0.65175
GPR142	0.705
KRTAP13-3	0.9575
CCDC15	-0.707166666666667
MOS	0.1655
CD1E	0.2275
OFCC1	-0.522166666666667
FAM83D	-2.5525
SRFBP1	-0.0265
C9orf96	-0.1765
DHDH	-0.095
CCDC90A	-1.2985
RABL3	0.58375
CD320	-1.86766666666667
ANGEL2	1.13275
MRPL21	-0.32675
SMG6	0.521666666666667
INSR	1.7536875
FLJ14816	-1.282
GLRB	-0.249833333333333
C9orf89	1.30075
CIZ1	-0.616
URG4	-0.399333333333333
LRDD	-1.22416666666667
CBY1	0.183
NFX1	0.225375
MTERFD2	0.179071428571429
C19orf23	0.3515
PGC	-2.65625
IER3IP1	0.3853
RASAL2	1.76641666666667
C1orf89	0.165
SYNJ1	-0.302875
NFKBIE	1.049
FLJ40125	-1.6275
TCEB2	-0.2383
NOG	-1.929
POLR2J2	-0.830333333333333
HLA-B	2.74525
PCDHA1	2.1505
PPP2R2B	-0.96375
ARHGEF17	0.946833333333333
TCF7L2	1.10735714285714
CHD5	-1.5045
ZNF431	-0.804
TBC1D25	-0.57975
ZNF800	0.6775
SCUBE2	3.76109090909091
MYCBP	-0.0556666666666667
GPX5	-0.028
C6orf129	-0.478833333333333
QSER1	-0.816166666666667
ULK2	1.8205
PIGO	0.798
NRCAM	-2.00969230769231
SLC35E3	0.16475
CSRP2	-0.02625
HYPE	0.238
MAPK15	-0.1255
MGC14327	-0.026
TIMM13	-0.897833333333333
ZNF462	-0.30975
GBA3	0.23925
TEX13A	0.0405
MCM6	-1.64322222222222
MTRF1	-0.930625
ABCA7	-0.914
EIF4A2	-0.695
ZC3H10	0.9008
RPGR	0.0623333333333333
C20orf94	0.628
RP1L1	-0.093
GPR125	-0.723125
USP22	-0.400785714285714
OR1L4	0.0195
MLZE	1.0995
FLJ32065	0.04025
PTCD1	-0.51075
CRTAC1	0.180666666666667
BXDC2	-1.348
C18orf1	2.5105
FAM107A	1.92971428571429
EFNA3	-0.41525
P18SRP	-0.2241
CAMKK2	0.360666666666667
KIAA0649	-0.06675
NES	-1.19583333333333
HS6ST3	-0.976125
PON2	0.57375
TCP11L2	0.0535
CLEC4A	2.68425
PRR12	0.49
MLXIPL	-1.2332
C2orf50	1.3755
ZNF28	0.19625
ENC1	1.561
MAP2K1	-0.507125
FKSG2	1.2535
KIAA0430	0.5785
PTP4A1	-0.717
GPR156	1.0005
GTF3C6	-0.44025
UBR2	0.0244
LOC388272	-1.483
MAK	1.287
ACOT4	3.06825
STC2	2.08758333333333
PIGW	-1.691375
SAE1	-0.807125
COL6A1	2.12109090909091
OAZ1	0.11
STMN4	0.348833333333333
EDG3	0.378666666666667
SGCE	1.338
IL11	-2.10433333333333
PRSS8	2.33875
YIPF5	0.623
WNT4	3.796625
CSN2	0.5504
TCF7	-2.139375
TDO2	1.50925
SAMD9	1.3414375
S100A7A	5.711
MMRN1	3.013
GKAP1	-0.29525
AKR1C3	0.359
RNF19A	0.81375
GMDS	-0.81275
YKT6	-0.7285
SPARC	2.7122
C12orf31	-0.35475
UBE2V2	-0.936
FBXL18	-1.242
KIAA0460	0.968
ADAM22	-0.09625
SERPINC1	-3.30525
KCTD21	1.04475
MYOHD1	-2.16
ZNF37A	-0.1715
GTF3C1	0.121666666666667
CTSZ	2.071
PRNPIP	-0.582375
DRD1IP	0.72975
NR1I2	-1.83566666666667
ZNF266	-0.4589
SPAG4L	0.2235
COX4NB	-0.76725
SAPS1	0.345666666666667
APOA1	-3.467375
TATDN1	-0.826166666666667
C10orf82	-1.94675
KPNB1	-0.8365
FOXO3	0.578666666666667
CRYBB2	-1.204
ZBTB5	-0.402666666666667
SLC25A38	-0.5975
DCTN2	-0.0378333333333333
IFT20	0.29725
CTHRC1	3.37475
C1orf31	-0.355375
UHRF1	-1.6386875
GPC6	0.35625
C10orf54	2.30825
MCF2L2	0.2924
WNT9B	0.02475
OLA1	-0.44475
FAM120B	0.336
TTLL10	-0.291
CYorf15A	-4.752
RELN	-1.7932
SCN2B	1.22508333333333
MFHAS1	-0.24975
NKX3-2	-0.8935
RASGRF2	0.9155
SSBP1	-0.491
KPNA6	-0.240928571428571
LOC389118	0.1985
HS3ST4	-0.7104
SUPT7L	-0.184125
FLJ32658	-1.83775
IGFBPL1	-0.58975
KIAA1641	-0.7283
SHKBP1	0.1525
CSF1R	4.87575
NAGK	1.14125
MYL2	1.13975
HIST1H4C	-1.22966666666667
TOMM7	-0.037
ADAMTSL3	2.116
TNFSF14	-0.07175
PRRT2	-0.3055
VTA1	-0.305375
AOAH	3.93916666666667
CRISPLD2	2.17885714285714
PNN	-1.0314
TA-NFKBH	-0.24625
ESPN	0.61
RBM43	0.778
KIAA1267	0.4145
DDX3X	0.3595
KIAA1576	-3.346
PLXDC1	4.69033333333333
FLJ25801	-3.96075
HNRNPL	-0.33975
RUNDC3A	0.1735
CASP12	1.0665
SH2D5	-1.774375
RPL26L1	-0.1085
OR51A7	0.1495
HDC	3.4015
C2orf16	0.205
SYTL3	1.818
GOLGA4	-0.0995
NOTCH1	0.103333333333333
ATPAF2	0.4085
ECD	0.36625
SSX5	-1.78266666666667
SNAP91	0.12725
OCA2	-3.43425
PNPO	-0.164
DAPK1	0.03
PINX1	-0.809166666666667
SELENBP1	1.426
NEK3	0.0375833333333333
TMED4	-0.072
SSTR4	0.1875
FOSL1	-2.0021
CD40LG	0.641
CES1	-0.474166666666667
DCI	-0.0681666666666667
B3GAT3	-0.489666666666667
STK17B	0.14375
CNTN6	0.11325
CYP3A4	-1.5795
MBOAT2	0.593714285714286
PISD	-0.0775
USP1	-0.98475
PYDC1	3.76666666666667
CENPM	-2.20025
SAR1B	0.394
TTC7B	-0.833625
DP58	-0.621
GPC1	0.6865
RBL1	-1.972375
TMEM137	-2.8285
TOB1	1.24816666666667
TCEAL1	1.66333333333333
CENPF	-1.29845454545455
C6	3.2995
PRSS1	-3.27475
PPIL6	0.248833333333333
C6orf124	-0.895
ODZ4	1.47816666666667
SNCB	-0.2385
NDUFB9	-0.4195
CNOT6L	0.725666666666667
S100A9	4.7275
TRIM50	0.002
KCTD1	2.1629
WDR63	1.36475
SPEF2	1.980375
RNGTT	-0.544166666666667
CXorf22	0.108
KCNK16	-0.02525
CEP250	-1.3315
ATPBD1B	0.10575
KCNJ2	3.86725
MT1B	-1.8275
ZNF684	-0.784
SLC4A1	-0.15
PDHA1	-1.334
ZNF492	-0.689625
TKT	-1.88875
BYSL	-0.733125
RNF38	0.46025
AHDC1	0.076
KLHL2	0.697875
CMTM8	1.05175
DMP1	0.2505
HERPUD2	0.098625
CRTAM	2.50166666666667
ZNF572	-0.129
TMEM16J	-0.4175
HSD17B2	-3.30275
UBE2G1	-0.226375
AHSA2	-2.405
PELI2	-0.0245
TPX2	-2.635125
ATP9B	1.02833333333333
DAZAP1	-0.247375
HMGCS2	3.3165
C17orf38	0.70925
B9D1	0.0725
NKX2-5	-0.4345
KIAA1276	0.44925
LILRB2	3.5665
CSTF1	0.0341666666666667
BTN2A1	-0.0441666666666667
C15orf48	5.1085
IGF2BP3	-4.41175
FAM113B	1.00783333333333
HRG	0.3715
ZNF131	-0.9925
USP47	0.269071428571429
CCDC88B	-0.341125
HCN1	0.045
HTN1	0.4504
SYCP3	-0.03075
C13orf23	-0.6995
PAPOLA	-0.23025
AATK	-0.0387
MSH3	0.122666666666667
NDUFAB1	-0.7745
ITLN2	-1.2905
BAK1	0.0145
MRPL45	-0.322166666666667
MTNR1B	0.325333333333333
LOC645843	0.0275
SPECC1L	-0.049125
PGCP	1.063
SPN	-0.42275
GPR143	0.9195
ZNF576	0.682833333333333
TMEM39A	0.3868
ATP5D	-0.025
MAGEB3	-1.4595
RPS5	-1.09883333333333
ANP32E	-0.656071428571429
MTMR1	-0.1545
YEATS4	-1.342
SYNGAP1	0.2545
PCOLCE	0.466833333333333
MNS1	0.45625
PCYT2	-0.242833333333333
ZNF182	-0.5745
LAX1	1.074125
SPPL2B	0.588
ELOVL5	0.8035
PCDHAC1	-0.3285
B4GALNT1	-1.219
BLOC1S2	0.927875
ZNF673	-0.4598
ARHGAP21	-0.242333333333333
IRX5	2.117625
LRFN5	0.0708333333333333
FAM7A1	0.03375
RAB19	0.561
GINS1	-2.58325
ITM2B	1.9667
PAPSS2	0.96175
OR5BF1	0.656
ACSL3	-0.739625
KIAA1919	-0.53325
GLT8D2	3.414625
UTRN	0.912428571428571
CNN1	2.023
HISPPD2A	0.2355
SDAD1	-0.010625
SIGLEC9	1.222
RPL35	-0.491857142857143
C22orf26	0.261
IMPDH2	-0.9655
WDR69	-0.778
SEC14L5	-0.375166666666667
CLTA	0.306
RP11-529I10.4	0.32825
GPR37L1	-0.032
OGDH	-0.483416666666667
ASB13	1.90683333333333
ZFP14	-0.834
ZCRB1	-0.149166666666667
KPNA3	0.69
HSPA1L	1.38125
RHOC	1.220625
LOC554175	0.3395
PPP3CA	0.6707
SLC1A7	-0.2458
ZNF529	-0.599166666666667
RBED1	0.689
DDB2	-0.84075
FLJ11286	1.009
SPATA1	0.8415
MKNK1	0.774666666666667
DYSF	1.4475
ALKBH2	-0.29875
NKD1	-2.857
C1orf174	-0.38975
PLEKHO1	1.02116666666667
ASB10	-0.297
RING1	0.0163333333333333
NPC2	1.53525
AVPR1B	0.0285
YTHDF1	0.198833333333333
LMAN1L	0.3705
GSG2	-1.7075
CEP170	0.3339
RPS4Y2	-5.6015
MSH6	-1.044
HECTD2	0.943
ZNF556	-3.2595
PLEKHC1	0.6768
AIRE	-0.048
BCL2L10	0.38025
LMOD3	-0.230333333333333
ZBTB8	0.6711
FOXA2	-3.0415
SLCO2A1	2.823875
C3orf46	0.3395
PRDM16	0.347666666666667
TMEM98	1.82725
FRMD5	-1.3525
PDE6C	-1.3885
C1orf216	0.330666666666667
EP400	-0.398642857142857
PTK2	-0.1995
RNF217	0.74675
NDUFA8	-0.1355
ZFAT1	0.17725
LAMP3	2.09483333333333
GLTSCR2	0.66725
NPW	0.6075
LLGL2	-0.6161
PPM1K	0.221
C20orf177	-0.2865
KIR2DL4	0.2279
NFKB2	0.41725
C21orf122	-0.416666666666667
HESX1	-0.85925
GPR114	0.894333333333333
SLC25A35	-0.035
GNAT1	0.1825
ORAI3	0.82175
FAM76B	-0.543625
TMEM99	0.4206
TRIM29	0.0686
CDS1	2.28825
RHEB	-0.324
C4orf27	-0.177833333333333
RAB3A	-0.59675
OTUD6B	-1.31525
GPD1	2.2255
CDH15	-0.845333333333333
NPM1	-0.832357142857143
TMEM117	-0.10425
PRPS2	-0.617833333333333
GCK	0.7215
ADRA2A	4.501
TSPYL4	0.473666666666667
TASP1	0.28025
WDR19	0.576833333333333
C10orf38	-0.91375
PDE4C	-0.809
FYB	0.891083333333333
C1orf55	0.714666666666667
PPFIA3	-1.331
RAD18	-0.50775
C12orf44	0.2605
CRYBA4	-0.516
HVCN1	1.6345
TAF10	0.255
C16orf48	-0.781666666666667
DEPDC5	0.574
LTBP1	-1.681
MAPRE1	0.26375
FGF8	-0.7595
C3orf52	0.9725
SENP7	-0.1745
LRRK2	2.00125
RUNDC2A	0.356666666666667
KIAA0355	0.502666666666667
CPEB1	-1.12675
PPEF2	0.385
ABI2	-0.0796666666666667
KIAA0317	-0.230625
ATF1	-0.7955
DYNC1H1	0.242125
DIP	-0.267
TMEM33	0.143277777777778
POLDIP3	-0.78025
C7orf24	-0.4885
GPR171	3.09
CDC6	-3.53133333333333
PLD1	-0.3344
ITFG2	-0.1883
NDUFC1	0.41825
AKNA	-0.6645
NBR1	0.56375
PKHD1	0.85125
HPS4	-1.0356
MAFA	1.1155
ULBP3	-0.64625
DIRC1	0.3735
IMMT	-0.6975
C22orf13	-0.063
CEL	-0.1195
MARK3	-0.5535
ADAMTS2	1.36233333333333
ARPC3	0.254666666666667
TMEM10	0.098625
NPHS1	0.11275
BRD8	-0.360333333333333
WDR12	-1.49175
IDI2	0.272571428571429
HOXD13	-2.38
OR8G2	-0.92625
SLAIN1	-2.41625
GABRQ	-1.20625
NR2C2	-0.68975
NKTR	-0.8896
TLE2	0.887
KIAA0892	0.0985
AURKA	-2.68745454545455
GPRC5C	0.365166666666667
TBC1D9B	0.06075
PNPLA6	-0.253166666666667
AP3B1	0.10725
NAG	-0.00175
C11orf68	-0.422
AKR7A3	1.02
AHCYL1	0.464083333333333
COP1	0.371
RPP14	-0.372083333333333
PCDHB18	0.80775
CDH24	1.43825
KRT17	-0.691
LACTB2	-1.73675
DDX24	0.1104
PHACTR1	-1.23566666666667
SLC35E2	-0.02325
LOXL1	1.377
IQSEC2	0.520125
RGSL1	2.18
PCDHGC5	0.2055
MEGF10	2.043
PRRX1	1.6825
ASTE1	0.660166666666667
C6orf159	-0.6
MYOD1	1.15225
GAA	0.695
ZNF747	0.485
KLRC1	-1.155
IL1RL2	0.294
GDF9	7.3525
GPR119	0.2845
TRAF2	-0.476833333333333
HCK	4.1235
BMP6	-1.6035
IL8RA	2.71733333333333
FLJ35848	-1.46175
EFHA1	0.97275
CDSN	1.255
C14orf54	0.0456666666666667
LSM3	-0.39575
ZFP41	0.133
C9orf126	-0.998833333333333
VIT	-0.7965
SPCS3	-1.1735
DEF8	-1.2478
CHAF1A	-2.05933333333333
C1orf165	0.00416666666666667
ZFPM2	2.1485
FTH1	0.776
SLC35F1	-1.407
YWHAH	0.6685
C17orf66	0.100666666666667
ADRB1	0.931
FOXL1	-0.3705
RG9MTD3	0.0503333333333333
UMPS	-0.1515
MGC13008	0.234
KIAA1161	0.052
CCDC77	-1.90925
C12orf65	-0.6747
COG4	-0.818166666666667
RCP9	0.388833333333333
RP4-692D3.1	3.16416666666667
CDC2L5	0.17575
MGC7036	1.251
DNAJC11	-0.83175
GDF2	-0.343666666666667
TIMM17A	0.47875
HNRNPA0	-0.205
OR2H1	-0.162
PCBP1	0.341875
COL23A1	-1.55525
LRRC2	0.164928571428571
NSD1	0.249142857142857
FLJ37078	-0.124125
WDR91	-0.2915
TMEM179	-0.546
DSCR10	0.3235
CNDP2	0.7229
FYN	-0.073
BEX2	-0.5485
KCND3	1.0195
YPEL5	1.61525
LRRC42	-0.488166666666667
C17orf45	-0.08825
ZNF649	0.7399
LOC150763	1.133
COL5A2	3.7265
CNGA2	0.2625
ELA2B	-0.850833333333333
RAB9B	-0.0755
FAM100A	0.50325
NAIP	0.269285714285714
MYOZ2	-0.1315
SPATA12	-0.8545
XRCC4	-0.648
CYB561	0.4521
CHST10	0.2455
BAI1	-0.910666666666667
BRSK1	0.181833333333333
C17orf89	-0.33425
PDE6H	-0.553
FLJ20309	0.3309
MAP7	0.736875
SCN4B	1.9935
SPAG9	-1.1435625
SERTAD1	1.3695
FLJ21963	-0.86325
ANTXR1	1.1156
TMPRSS13	1.5895
ETV7	3.59366666666667
DGAT1	-0.0268333333333333
NKIRAS1	-0.0383333333333333
TAC3	-3.08575
CORO1C	-0.5865
RAD54B	-1.36
HRASLS3	2.20083333333333
C21orf42	0.05375
BARD1	-0.491666666666667
ZNF177	0.796833333333333
MIP	0.00700000000000001
ZNF442	0.394
F2	-3.9004
GRIA1	-0.017875
GALNTL2	2.04683333333333
WNT5A	-0.0709
LENG9	0.216
hCG_25371	-1.638
FOXR1	0.166
TRA@	0.9031
PWWP2	1.0455
C1QTNF7	3.25466666666667
SLC7A4	2.0295
C4orf7	4.4025
C17orf80	-0.203833333333333
KLK4	1.802
IL31	0.00600000000000001
TMEM176A	3.82875
CTNNB1	0.5839375
BHLHB2	1.148
TMEM185B	0.532333333333333
ARD1B	-0.304
C1orf93	0.7685
BRUNOL4	-0.2955
LOC541469	0.50075
UPK2	0.09175
GAS8	0.0498333333333333
PATE	-1.833
IMPACT	0.6325
WNK4	0.3955
HNRPLL	-1.093
GAD2	0.287
ITGA6	0.123
BMP15	0.481833333333333
CYP2A7	1.121875
RIC8A	0.511
CCND1	0.52275
USP35	0.824
DSCR2	-2.07875
CCL4	4.92933333333333
ZCCHC10	0.022
NOL11	-0.882
TRPM2	2.13825
PSMD2	-0.819909090909091
CHTF18	-1.72625
USP18	0.903125
RRAS	0.866125
LAMC3	-1.12125
TOX	-2.2285
PCDH15	0.4075
GABRG3	-2.28966666666667
NUDCD2	-0.6255
SGCZ	0.5805
KCTD17	0.168
SPSB2	0.053
TPPP3	2.86916666666667
CILP2	1.798
CALB2	3.241
CEBPZ	-0.667833333333333
ZNF479	-0.222
FMOD	5.73916666666667
C21orf66	-1.53085714285714
CLN6	-0.505
ANAPC1	-0.894625
SH2D3C	2.16275
PTPN14	0.8904
TRIM42	0.4495
APTX	0.34325
SNRPG	-0.7745
BMS1	-0.66125
MAGEA3	-4.1535
NFATC3	-0.808083333333333
LRRC45	-0.290333333333333
ARS2	-0.358785714285714
LRIG1	1.36633333333333
EPSTI1	1.59666666666667
PRSS27	0.15875
ERC2	-0.454625
PRKACB	3.70878571428571
PRDM13	-4.6675
HCG27	-1.84575
KLK12	-3.201
HSD17B7	0.726
ZNF354A	0.1455
PCDH11X	-0.2585
DMGDH	0.5245
PCBD2	-0.022
TMC6	-1.21575
RIMS1	0.16325
SF3B2	-0.502833333333333
RCN1	-0.0833333333333333
CPB1	1.74
BCAR3	0.97675
FCRLB	0.85325
PAK1IP1	-0.90075
OR10H1	0.2865
KIF9	0.8612
PITPNM2	-1.285875
L3MBTL4	0.09825
TGFB1	0.2289
ZXDC	-0.348
SLC6A16	-0.496
SRrp35	-1.386125
LRRC8E	1.333
PPIAL4	-1.12483333333333
EOMES	1.70583333333333
PAX2	0.0195
SCARF2	0.91125
PSEN2	2.04016666666667
PCDHB13	-0.12625
C10orf28	-0.184375
DHRS7B	0.621785714285714
C1orf131	0.30875
ASB1	-0.6316
ZNF223	0.0555
LCMT2	0.7375
MEP1A	-1.276
TMEM53	0.988
RSPH3	1.3885
C10orf33	-0.7895
LOC644285	-0.71475
PTPN9	0.715333333333333
ABCA12	0.43525
CCDC37	-0.8985
RUNDC1	1.52711111111111
YES1	-0.2255
FAM120AOS	1.2895
OR5M3	-1.169
PPP1R3F	-0.0176666666666667
IL13	0.527666666666667
MDFI	-0.83725
PRNT	0.16775
ZDBF2	0.759
OR10C1	0.168333333333333
CLIC1	-0.0818333333333334
LILRA5	0.391
CSAG1	-3.42166666666667
TREML2	-0.0806666666666667
FAM125A	0.0701666666666667
ZNF74	-1.3775
FAM104A	-0.450125
LRRC39	-0.6655
SAMD5	0.25375
HYAL2	0.87475
HIST2H2AC	0.39825
IGFBP5	0.78
NRTN	-1.18533333333333
KIAA0556	0.1894
FAM29A	-1.76011111111111
JMJD2A	0.15875
EPHB1	1.44
POLD4	0.9525
ANAPC10	-0.43975
LRRC36	0.89175
MEGF6	0.121125
LPHN3	0.7315
BMP10	-0.0198333333333334
C21orf55	0.4565
CREM	0.0799375000000001
PTGER4	1.24233333333333
METAP1	-1.190875
KCNQ1	2.03483333333333
NR2F2	2.072875
SSFA2	-0.543083333333333
CTTNBP2	-1.38075
BCL2A1	-0.202625
ZBTB24	0.026125
SLCO6A1	-0.576
PRDM1	0.8387
OR7D2	-0.571166666666667
CCDC47	-0.1916
LOC646982	1.071
SLC26A6	-1.6675
BIN1	-0.0906
SRRM1	-0.354285714285714
PCSK1N	-0.47625
ALS2	-0.0633
ECT2	-1.42347368421053
CACNA2D2	-0.404
DOCK6	-0.0195
C10orf119	0.27775
FATE1	0.179
DUSP23	2.26625
TRIP6	0.287571428571429
NUP35	-0.5295
CDH3	0.58225
KLHDC8A	1.3655
C9orf116	1.4445
EI24	-0.0605
CENTD1	0.8445
RWDD2B	-0.140166666666667
DOCK1	1.558
NPAS2	-0.354375
NR3C2	1.8665
FAM63A	1.76666666666667
INPP5F	-0.122666666666667
FAM111A	-0.222
MYBL1	-2.7295
IQGAP3	-0.274333333333333
CRADD	-0.7475
DUSP12	-0.0435
PDZK1IP1	3.745
VASH2	-0.4995
CTR9	0.47325
VIL1	-3.59875
OR8U1	0.415166666666667
CCDC107	0.829
PTTG1IP	0.275125
OR4X2	0.135
COL9A1	-2.603
PSMD9	-0.25775
ZFP62	-0.02075
TIP39	-0.13675
PARP15	0.4265
TTC19	0.129375
C1orf114	-2.00466666666667
GFPT1	-0.3925
SLC27A6	-1.509
MRPS10	-0.3523
CALML5	3.379
TRPM7	-0.5295
CGNL1	0.305625
CECR1	0.785
SERPINB8	0.406666666666667
TMEM102	1.235375
PDIA2	-3.72925
NUCKS1	0.4005
HOTAIR	1.876
EBI3	0.6505
NXN	0.617
ZMYND19	-0.8985
FOXJ3	-0.19
EIF5B	-0.1606
EIF2B4	0.0233333333333333
LEO1	0.054
ZIC5	-1.44641666666667
IL20	4.03483333333333
KIAA0415	0.78425
FLJ37357	0.159
TSPAN12	0.463375
ACTR3B	-0.68825
TFAM	-0.7195
IL17RD	-0.016125
PARP12	1.337
KLHDC7A	0.344
KCTD4	-0.1052
GTF2H1	-0.04975
FLCN	-0.207
BIRC4	0.896625
LOC790955	-0.62525
VKORC1L1	0.02
CYP4F22	1.78733333333333
TAS2R5	1.028
ZNF582	0.8975
HS3ST3B1	-0.298375
CTNS	0.24925
STK36	0.532333333333333
MMD2	0.10925
RP5-1103G7.6	0.097
FLJ23356	0.2415
CRH	0.1275
C1orf182	0.642
ACP5	2.543
AMFR	-0.1111
CA4	0.422
PLCB4	-0.639125
MPHOSPH10	0.0015
UNQ473	2.51083333333333
G3BP2	-0.188166666666667
SR140	-0.863416666666667
HOXA2	-0.173
PYGB	-0.385625
BAT1	-0.44475
DKK3	-0.129166666666667
DDX31	-0.7235
TULP1	-0.18825
NHLRC2	0.80075
TNRC4	-0.189666666666667
ZNF430	-0.30725
TNRC6A	0.291375
PLA2G1B	1.3335
RCHY1	0.716666666666667
GTF2A2	-0.471
MGC4294	1.472
ZNF691	-0.04275
TACC3	-1.93675
DNAJC5G	-0.000500000000000018
LOC4951	0.2235
MS4A4A	-0.0305
LOC152485	0.5645
PPP1R2P1	-0.139
PPP2R5B	0.000750000000000001
RPGRIP1L	-0.3205
SPOP	0.2751
PTPRF	0.40175
MGC42090	-0.0895
SUSD3	4.515
THOC4	-1.2625
MAML1	-0.1248
FXR2	-0.800833333333333
TYK2	-0.3265
MUC6	0.0723333333333333
DNAJB7	0.1025
PIP4K2A	-0.0517142857142857
MEX3A	-0.337
RRP1	-0.821375
TFAP4	-0.92325
CXorf41	0.0375
MTMR4	-0.714833333333333
CTLA4	0.17
SNX9	0.5265
CIB3	1.2245
NECAP1	0.051625
PLA2G2D	0.0795
GLMN	-1.29916666666667
DCLRE1A	-0.158
PDX1	0.807
SAMD11	-0.73775
MRPL55	1.2459
TLR7	2.985125
TBC1D21	0.125166666666667
SMAD1	1.9829
ACTRT2	0.00625000000000001
RIOK2	-0.25425
PDLIM4	0.40925
SLC22A15	0.701666666666667
ABHD13	0.9337
STX18	0.5366
CCPG1	0.437857142857143
DCBLD1	0.284833333333333
SLC2A6	-1.8145
NOLA3	-0.19025
TRDMT1	-0.684714285714286
IL17F	-0.318
ATP1A4	-0.503166666666667
OR52W1	0.2765
CFL1	-0.51175
IL4	-0.6975
RBP2	0.0531666666666667
CPSF6	0.116375
TTC8	-0.2135
MUCL1	0.711
EYA3	-1.2975
KRT38	0.219
GNE	-1.19625
ZNF501	-0.151
SLC35A2	0.439125
CEP110	-0.722
MYF6	0.69475
MGST2	0.0871666666666667
TRPV4	0.217333333333333
NEK8	-0.67
NOX5	-1.977
NCKAP1L	-0.12
EMP3	-1.13566666666667
BPY2C	0.4965
C1orf38	0.846
ELOVL2	1.599375
CBX7	1.14208333333333
OSBPL1A	0.833833333333333
ZNF589	-0.55025
ESCO1	-0.384
TRA2A	0.0580833333333334
C3orf26	-1.40175
PHF2	1.2425
PID1	0.792333333333333
RFC1	-0.50425
MTAP	-0.1614375
ADORA3	3.6265
LOC389458	-0.86375
TRNT1	-0.766
CRIPAK	-0.6455
RAI2	3.6505
ANKRD44	-0.0435
GZMB	3.9425
NFE2L1	-0.169375
STIP1	-1.0465
RASL11B	0.658
NT5DC2	-2.42766666666667
LRP2	1.117375
MTDH	0.0822
ARSG	0.49675
HSP90AB1	-0.737583333333333
CT45-6	-5.673
ZNF483	-0.14225
LMBR1L	-0.407
S100A2	-1.6842
C2	-0.251833333333333
C2orf27	-0.14625
EIF4EBP1	-1.6745
GCKR	-3.03566666666667
PPP1R9B	0.364
FER	-0.378
SNRK	0.9445
OR5M10	0.063
UTP6	-1.19425
CAPZA3	0.41025
FBP1	1.71477777777778
TERT	-2.1955
CCL1	-1.496
FUCA1	1.69575
ALS2CR8	0.362
KCMF1	0.0548333333333333
SRCRB4D	-1.6425
OXCT2	0.4375
IL17RA	0.6625
MPP5	0.515
SPA17	0.45575
FLJ10986	0.8375
GALNT14	-0.639
CXorf27	-0.050625
NPLOC4	-0.481
RAB34	0.6635
KRTAP3-3	0.825
ARSD	0.698333333333333
CPLX2	-0.9767
PJA1	0.993
WHDC1L1	0.302333333333333
RB1	-0.2856
MTMR15	-0.2635
PHLDA2	-0.3827
GUCY2F	-0.1695
MPV17	0.0885
SLC35D1	0.3065
LYSMD3	0.4013
COL16A1	2.61375
ERLIN1	-0.558333333333333
JMJD4	0.859
HIST1H2BK	-0.426
TP53I11	1.55883333333333
ST3GAL4	-0.6821
PF4V1	1.16033333333333
ALG8	-0.335
REG1A	0.25625
MINA	-0.9685
CYB5R3	0.0468333333333333
HHLA1	-0.9395
MYST4	0.9649
VASN	-0.36875
UCHL5IP	-1.14225
TFAP2A	0.327875
MGC9913	-0.619
C9orf97	0.167
LOC90379	-0.7195
PHF15	0.507785714285714
ZNF169	0.162833333333333
KRT7	2.4421
GLIPR1L2	1.936375
LOC116236	0.589
IQCF3	0.01975
RDH14	1.11833333333333
HNRPK	0.478285714285714
RABEPK	-0.664
ISX	-1.631
CBARA1	0.4675
RAD51AP1	-2.619
MLL5	0.23875
CXorf48	-5.6125
SGCD	0.65125
PHTF1	-0.415875
CA3	2.1315
CMTM5	-0.5625
STX10	-0.29775
JMJD2D	-0.542
P4HA1	-1.72383333333333
GAB3	0.180166666666667
DHRS4	-0.3105
COL4A1	2.6875
C20orf20	-1.242125
OSBPL2	0.348625
PTTG2	-2.7265
KIAA1688	0.56025
STS	-0.629
SHROOM4	0.8745
KBTBD5	0.1645
ALDH1A3	1.8042
BTNL2	-0.210166666666667
TGIF1	0.039
ZFAND5	0.7105
ICA1	1.5185
NAV3	-0.5095
