Hybridization REF	TCGA-A8-A08L-01A-11R-A00Z-07
SEC24D	-0.40175
LOC374395	-0.28625
TGFB2	-1.335125
MDFIC	-0.313125
CHRNE	0.463333333333333
PCMTD2	0.4165
ATP6V0D1	0.664
MTA2	0.08675
LZTR1	-0.4885
RAP1A	-0.212333333333333
AXIN1	-0.492375
POLR1C	0.25825
TRIO	-0.0323333333333333
PLXNA4A	-0.31425
C5orf33	-1.196
DEPDC1B	-1.088375
ZNF473	-0.514833333333333
MTM1	0.659
GPR107	1.022
CSNK1A1L	1.1825
FLJ14154	-0.08275
NLRC4	3.35575
ENPP4	2.80666666666667
PADI3	1.538
RNF170	-0.27875
CG018	0.083
C16orf7	-0.23225
KCNE1	0.18625
NRM	-0.2
SLC37A3	-0.204714285714286
TPD52L2	-0.418833333333333
UNC5B	1.9235
C12orf12	0.250666666666667
SDHB	-0.2385
CLRN1	0.04375
NUDT10	-2.152
UGT3A1	-0.188875
FBXW8	-0.215125
RHOF	-0.32275
PTPLAD1	0.07475
MYO3B	-1.0855
DERA	-0.3095
TPP2	-0.428
C19orf53	0.208833333333333
GINS3	-0.45275
ST6GALNAC5	1.9675
CHSY1	-0.23575
MGC15705	0.587
GPR83	0.8072
EXT2	-0.185375
DOLK	0.56625
TUBAL3	2.08225
ACVRL1	1.6672
ABL2	-0.892083333333333
C14orf156	-1.4455
PTPRZ1	-4.450625
DIP2C	1.1015
LAMP1	1.881625
RXRA	0.6594
MAP3K5	1.831
ALKBH1	-0.00633333333333333
PDLIM7	-0.894125
ARL14	-1.0305
SNIP1	0.377333333333333
TIMP3	0.481916666666667
RGS3	0.255833333333333
SPAG16	-0.383222222222222
ABHD4	0.1445
ARHGEF12	-0.136833333333333
GLUD2	-0.9235
RAC2	-0.3617
UAP1L1	-0.311
SLC18A3	-0.04
YOD1	-0.961833333333333
RALY	-0.09475
HMOX2	0.538
DGKH	-0.77625
DBNDD2	0.214833333333333
YIPF4	0.57525
THAP10	-0.63125
ZNF513	1.20275
HAGHL	-0.854166666666667
ITGB4	0.617
CCDC141	-0.185
YTHDF3	0.4535
C5orf28	-0.1595
RPL7L1	-0.3965
TMEM30B	0.860428571428571
ANKRD35	-0.3575
DUOXA2	-0.095
TBC1D5	0.17375
DFNB59	-0.082
HRH4	0.675666666666667
MYO6	3.1747
DNAJA4	2.20475
RBM24	-1.5515
CEACAM20	-1.47275
RBM23	0.2645
NGFB	-0.498
C1orf63	-0.7076
KRTAP7-1	0.3105
PERLD1	2.216
NPB	0.039
C17orf59	-0.1804
HSPBAP1	-0.03775
SLC15A4	-0.371875
PRTFDC1	0.226
OSMR	-1.73485714285714
CYSLTR2	0.16
C19orf25	0.3486
KIAA1797	-0.191
NLRP6	-0.03
FAM105B	-0.1384
SCRN2	-1.0315
LRRC58	0.4852
RNF17	0.464142857142857
NEIL3	-2.255
FAM137A	-1.21425
SKP2	-2.371
PARVA	0.199166666666667
PKLR	-1.298
RNF34	-0.479125
A3GALT2	-0.19275
C12orf50	0.219
SUNC1	-0.850333333333333
FAM102B	-0.556333333333333
CCT2	0.205
LRRC37A2	2.0155
ARF4	0.0195
SIKE	-0.809375
C8orf48	-1.15716666666667
MBTPS1	-0.0395
GPSN2	0.126
NCF2	3.131
SLC12A6	0.1485
MRPL48	-0.985
HMGN3	0.934666666666667
LRRC62	-0.5445
PAX9	1.793125
FAM55A	0.213
C20orf42	-4.28233333333333
SCML2	-0.184666666666667
BCL9	0.44875
FAM40A	-1.14625
C9orf41	-0.568833333333333
ZNF774	-0.5985
LETM1	-1.1695
PLXNB1	0.140333333333333
NIPSNAP1	0.62775
USP10	-0.843
F9	0.11975
LIPE	1.095
CNGB3	4.2335
C12orf52	-0.5505
PI4K2A	-0.07825
MED8	-0.2895
STAT4	1.5377
FGD4	1.395
RNF145	-2.01783333333333
WDR32	0.6781
CLDN2	0.3835
TCEAL8	0.6095
ZMYND8	-0.1323
PDXK	-0.77728125
GATAD2A	0.056
PTGES3	-0.255
CCM2	-0.50275
TAP1	0.7345
ZNF670	0.70025
ETS2	-0.149642857142857
C6orf166	0.248333333333333
PRMT2	0.476214285714286
OR4B1	0.0855
INTS8	-0.148
CCDC102A	-0.96425
CCDC83	0.154
ITGA1	-0.0253
EPHA5	-1.5387
FAM24B	-0.947666666666667
TSGA10	3.83433333333333
HAL	-2.096
MYOT	0.490333333333333
SPACA3	-0.3145
BCL2L2	-0.374833333333333
CUGBP2	0.268833333333333
CCNB3	0.24825
RNF113B	-0.8865
MERTK	-0.10125
BAG1	-1.01175
VPS36	-0.29675
ORMDL3	0.933
C1orf190	-0.716
ZNF625	0.011
CORO2B	-1.64975
ALOX15	-0.8855
CST1	0.867
NUPR1	2.08666666666667
CCL7	1.284
SMCR5	-1.662
DSC2	2.2715
RBMS2	0.552
GRIK4	0.9015
TRIM65	-0.1795
TMPRSS6	0.139642857142857
TP53INP2	0.6055
GLB1L	0.6155
LOC388284	-0.293166666666667
PUS1	-1.18492857142857
BCL9L	-0.3605
OLFM1	-0.240416666666667
RET	-0.42625
MASTL	-1.8325
ALX3	0.1885
IL1RL1	-0.4006
ZNF765	1.1401
C14orf138	-0.1775
SNX10	-0.0678333333333333
TAC4	-0.0825
C1orf64	-0.107875
POGK	0.73225
MAPK9	-0.57675
ZNF366	2.414
C8orf79	2.4557
CLDN7	1.850125
OR5AT1	-0.312
TRIM37	-0.528
LRRC25	2.20125
GRHL2	2.7484
TEKT3	-0.07775
LASS5	-0.4765
ABCC4	-1.92027272727273
DLG3	1.886875
VGLL1	-0.3265
ZFP36L2	1.37166666666667
MFRP	-0.142666666666667
KIAA1799	0.735
FLJ44379	4.161
PCNX	-0.67825
ANXA9	-0.3695
CYP4V2	0.3149
PIK3C2A	-0.23825
SRR	-0.2735
NOL3	-0.0315
IFITM2	-0.51
ARNTL2	-1.26625
ZNF595	0.429
NLRP13	0.7175
ASPH	-0.222375
CPA2	-0.2455
PVRIG	-0.303333333333333
LEPR	-0.130833333333333
C16orf42	0.594166666666667
SH3BGRL	1.42625
FAM77D	-0.78525
FNDC7	-0.0594999999999999
C9orf6	0.434666666666667
NOTCH2NL	0.577333333333333
PGBD1	-0.957333333333333
SYNGR2	1.021
PITPNA	-0.468375
PRPF4B	-0.3416
SLC43A3	-1.12564285714286
NRBP1	0.0345
SLC25A22	-0.085
ILK	-0.90225
SLC22A8	0.463833333333333
MRPS7	0.40925
PITX2	-2.12275
FABP3	-0.569
OR1L1	1.1915
LOC728215	-0.467875
BLID	-1.842
KIAA1217	1.36870588235294
TFPT	0.48525
AP4B1	-0.7915
VBP1	-0.79225
OR1K1	-0.0255
MORC3	0.647
BHMT2	-1.76416666666667
C3orf10	1.7205
FZD7	3.06483333333333
WFDC10A	0.234
PMS2CL	-1.058125
CCDC32	-0.463666666666667
FA2H	1.66025
ALG13	0.0915
TTLL7	0.8447
SPOCK3	0.1325
SLC13A2	0.5375
AIM1	3.0705
GPRC6A	-0.077
EGR2	3.07175
MED11	-0.32875
WWC1	0.29625
SH3GL3	-1.21875
RIF1	-0.185214285714286
PRLH	-0.0285
VLDLR	-0.8735
DBT	0.385875
C21orf63	-1.10075
CGGBP1	0.357
KRTAP12-2	-1.968
TADA3L	0.25525
ZBTB16	0.43875
PDGFB	1.099125
RFX1	0.356
UQCRB	0.3074
LOC133874	0.1835
HPS3	-3.15825
LGALS3BP	-0.0447
DKFZP564O0823	1.3015
MRFAP1L1	-0.045375
HOXA10	-1.52566666666667
NGB	1.8545
KIF21A	0.498923076923077
IFLTD1	-1.4225
LZTS1	-0.46225
ARHGEF3	2.78875
RHBDL3	3.599
CSNK1G2	0.324083333333333
ChGn	-0.511
KIAA1244	4.30483333333333
GABRB2	0.733
MGC72080	1.0285
CD27	3.1545
EGLN1	-0.3824
PEX13	0.844
RWDD3	-0.31475
RNF12	-0.281333333333333
GRIN2B	-0.5185
ADAMTS14	-0.262
DYDC2	0.148666666666667
ATP6AP1	0.9432
NR1H2	-0.709666666666667
PDK2	-0.46725
C3orf17	0.349666666666667
SLC38A2	-0.521142857142857
SLC25A29	0.345333333333333
C15orf29	-0.058
ADAM9	-0.812916666666667
TMUB2	-0.43325
GPR176	-0.521
AGK	-0.200375
MCCD1	0.19075
NDUFA4	-1.15925
TMEM146	-0.12525
DUSP1	1.4995
UNQ6975	0.928
EMX2OS	4.432
INSM2	-2.11866666666667
LUZP4	0.15875
SETD6	-0.5285
P2RY2	-0.1905
SLC45A2	-0.604
RABGAP1	0.755166666666667
UBXD5	0.5475
GPRC5A	-2.3376
PAK3	0.871833333333333
LOC63920	-0.05725
TGFBR1	1.542
KRTAP6-3	0.0415
SFMBT2	-0.53925
CDC42	0.468375
C11orf35	-0.372
TTLL2	-0.023
UACA	-0.0241666666666667
CD97	-0.9893
SETD5	0.48775
NINJ2	-1.32425
PTER	-0.3735
POMGNT1	0.18425
KRTAP4-2	-0.0695
ECGF1	1.768625
HRB	0.258909090909091
ATP1B2	-0.2418
LOC400506	0.23675
COL4A3BP	0.455
C6orf97	-1.64075
GRHPR	0.12175
TAS2R1	1.425
SEMA7A	-1.05433333333333
EDF1	0.0465
ODF2L	0.5726
PCID2	-0.212166666666667
GTF2H4	-0.456333333333333
ZCCHC3	-1.256875
CGB2	0.282
NEUROD1	2.5445
C20orf75	-0.2105
RP5-1054A22.3	0.923166666666667
IFNA5	-0.1
ZNF134	0.138583333333333
MGC119295	-0.4851
ZSWIM6	0.1885
SMEK1	-0.0195
PCGF2	0.86625
C1orf102	2.646
CYP2A13	0.7915
KCNH6	0.0132
MDM1	1.1605
ALDH7A1	0.698333333333333
C9orf75	-0.089
VDAC3	-0.097625
OR51T1	0.4385
EIF3F	-1.39808333333333
KCNJ10	0.284375
LENG8	0.32575
EDEM2	-0.43025
CCNJL	-0.723166666666667
DHX37	-1.454
CRYGN	-0.446
AATF	0.08
ZNF630	0.764
E2F5	-0.518
WFDC13	0.07675
FTSJ3	0.524166666666667
C4orf33	-1.305
LHFPL4	-2.3765
C19orf56	0.33375
SMAD4	0.4735
AFM	-0.9435
G0S2	-0.908
FCHSD2	-0.2202
RRP1B	-0.4648
EEF1B2	-1.04816666666667
STAT6	-1.65716666666667
ZNF195	-0.8515
GNL1	-0.548
ZNRF2	1.46466666666667
PER3	-0.590125
ASB16	-0.1405
C10orf10	0.387285714285714
ADCY8	-2.6595
C9orf58	2.49366666666667
ARMC10	0.306833333333333
PSG1	-0.6715
DHX34	-0.01675
VARS2	-0.759875
NFIC	1.104
ITPR2	0.6495
AGXT2	0.256833333333333
OR6K3	0.1655
H2AFZ	-0.708
MLLT3	1.26266666666667
COX4I2	1.2645
CCNT2	1.12675
PLK4	-1.63371428571429
NUMBL	-0.186166666666667
MED16	0.26775
PLEKHQ1	0.68275
GOSR1	1.00722222222222
BTG4	-0.40975
RPL30	0.3105
IGSF5	1.585
IGFL2	3.408
ELMOD2	0.125833333333333
SHC3	-1.23083333333333
HAVCR1	0.398
DYNC2H1	-0.736875
RNF5	-0.255333333333333
C2orf7	0.58525
NLF1	0.9415
KLHL25	0.1135
LRP10	0.32
KRI1	0.027
PUS7L	-0.506
MGMT	0.55025
HOXD1	1.036
CSH1	0.2153
ATG16L2	-1.90275
FLJ44635	-0.867
CHODL	0.029
EXOSC8	-1.79425
SLC28A1	0.09625
MYO7B	-1.04583333333333
SEH1L	-1.0054
MTNR1A	-0.0166666666666666
TSPAN5	0.167333333333333
CDC45L	-1.30766666666667
AMIGO1	null
ATAD3A	0.10125
OSGIN2	0.267833333333333
PDIK1L	1.42483333333333
DARC	1.270375
PIPSL	0.5615
SHMT1	-0.5975
CRISP3	-0.5925
POPDC2	2.2786
ZRANB2	-1.20666666666667
FBXL8	0.18
TRIP13	-1.33663636363636
EIF5AL1	-0.762
POU5F1P3	-5.024
IL6	-2.24783333333333
CXorf38	-0.0938333333333333
IFNA16	0.0435
FBXL2	0.881833333333333
BRD1	0.639
STATH	0.802666666666667
FBXO44	1.14116666666667
MCCC2	-2.13925
CDC2	-1.1937
C5orf23	-2.25125
IVD	-0.3205
C10orf122	-0.46125
MSL3L1	0.1846
MVP	-0.1005
EPOR	-0.5587
ZMYM1	0.1895
BCL7C	1.067
PSTPIP2	0.0105
LYPD1	-0.64975
OR8G5	0.457
ZP3	-0.1535
BCAS4	0.0839166666666667
EDG6	2.40625
ISY1	-0.06475
PRAMEF2	-1.5745
CUL1	0.019375
RNF213	-0.2361
CCRK	1.2515
DHX9	0.013
C13orf29	1.31525
NCKAP1	0.273666666666667
MRPL43	0.450285714285714
XPR1	0.907
PKN2	0.6496
PODNL1	-0.747
ZNF333	1.01185714285714
DALRD3	0.57575
OPN1SW	0.443
BTBD6	0.801
C11orf82	-1.831
OR5P3	-0.9705
DUSP11	0.09275
L1CAM	-0.9212
NEK11	1.96233333333333
OR7E91P	2.5615
CNTN3	0.8738
CREB3L2	-0.0972500000000001
ZBTB37	1.8445
KIAA1324L	-0.08825
NDUFB10	-0.015
NUDT2	-0.555
GTPBP8	0.85725
CACNA1D	0.441125
PRKAA2	-0.121166666666667
PRDM8	-0.0885
MGC16075	-0.0403333333333333
KRT14	-1.50485714285714
PP8961	1.022375
MRPL18	0.76975
ABCG2	-2.9215
PACRG	1.87775
BBS2	-0.01625
KREMEN2	-0.4755
FBXO21	0.54775
HNRPUL1	-0.0375833333333333
GRB10	0.54775
CLSTN1	1.408375
LMAN2	-0.7595
C17orf61	-1.1935
NIPSNAP3A	1.52125
INSIG2	-0.5545
PCDHB7	1.5295
STXBP2	0.182
CMAH	1.56145454545455
SEMA5B	-0.3235
ZNF155	-0.429666666666667
COQ6	-0.398166666666667
PRPF4	0.6435
TSPAN15	0.7621
VN1R5	-0.45325
LATS2	-0.6785
SELK	0.0215
PGK2	-0.867
MS4A1	0.53225
TYW3	-1.3983
KRTAP5-1	0.80225
RCCD1	-2.10683333333333
BTN1A1	-0.0993333333333333
DDX28	0.42575
TMEM65	0.472125
LOC92345	0.16425
TTC31	0.11475
WDR46	-1.36333333333333
CHP2	0.466166666666667
LSP1	0.435875
ZNF542	-0.0955
EXOSC1	-0.306
ARHGAP18	-0.171666666666667
LRRTM4	-0.097125
MAOB	2.63533333333333
CACNB4	-0.766
MGC33846	0.445375
RANBP3L	0.0108571428571429
ATP5L	-0.352625
ONECUT1	-1.271
NUDT9	-0.25725
TMEM149	0.9235
STX17	0.988
IGSF10	-4.73725
TMPRSS9	0.5185
BMPR2	0.807
ALLC	-0.28675
KLF7	1.28925
GCC1	1.1538
TIMM9	-0.25725
CDO1	-0.750166666666667
MGC10701	-1.244
IFI6	2.68516666666667
FRMD8	1.15775
MGAT2	-0.57975
WBP5	0.583666666666667
CNIH2	1.201
KIAA0907	-1.2524
KCNH8	-0.678
CTSG	-2.4795
GRIK1	-0.021
CUL5	-0.312
FRMD1	0.151
OR9A4	5.787
SYT6	-1.405
FOXD4L2	0.71775
ANAPC2	0.189333333333333
OPN5	-0.344
TAF13	-0.9935
LYG2	-0.88325
GGNBP1	-0.1605
C11orf40	-0.665
OTX2	-0.523
REG4	-0.00239999999999998
EIF5	-0.1235
PALB2	-0.165
SEPSECS	-0.7349
RNASE3	-0.201
TRIM49	-1.103
POLR2K	1.1878
GPR42	-0.098
C8B	-1.91025
SASS6	-1.03575
PREB	-0.9135
OR3A3	0.311
TUBA8	0.960875
IGLV2-14	-1.06475
STIL	-1.08625
ANKFN1	-0.137833333333333
NME7	0.05775
HOXC12	2.72425
UBE2C	0.215875
FHOD1	-0.4595
CDK2AP1	0.765583333333334
OR6K2	0.47
DHPS	0.13075
RPL5	-1.582
TRGV5	1.001
LOC541472	0.057625
HCCS	-0.38
DENND1B	0.4185
LHX3	-0.262
OR5D16	-0.119
CXorf57	-1.4592
IRF2BP1	0.16
NDST2	0.0895
LCE3D	0.0405
BOLL	0.2755
SYT3	0.32425
PIH1D2	-0.022
C20orf7	-1.04016666666667
IL1R2	0.3375
SLAMF9	0.7455
PPME1	-0.17475
PIK3CA	0.4885
TRAPPC1	-0.459
COLEC10	-0.734
SLC9A6	-2.1184
PDDC1	-1.03025
CCDC53	-0.26925
GK3P	-0.4795
DAZL	-0.90625
BRI3	0.27125
SDK1	0.177375
CYP2C18	0.443
IFI44L	2.549875
RPL3L	-0.023
FUT9	4.2065
KIFC2	-0.4395
PMP2	0.0138333333333333
SLC4A9	0.45
PLAG1	-2.19933333333333
MYCBP2	-0.225333333333333
OR4E2	-0.3235
CCDC65	1.1195
C16orf82	0.084875
ENTPD4	-0.60775
BRP44L	0.71025
PMP22CD	-0.47
TMCO4	1.73066666666667
KCNN1	-0.734333333333333
WDR35	-0.2155
CCDC80	1.779875
C3orf31	-0.53375
SLC7A9	-0.48375
TMEM190	-1.04675
DBC1	-2.076
FADS3	-0.997333333333333
PDZD8	0.283666666666667
GRM5	0.270142857142857
AZGP1	3.2696
PEX3	0.9675
MED1	0.398142857142857
ATG4C	-0.923166666666667
HNRPH3	-0.695375
FAM109B	0.74875
C4orf17	-0.128
CA10	1.0515
OPRD1	-0.4375
CCL16	-1.32325
SACM1L	-1.63675
CST6	4.61375
CD63	0.151625
LGI1	-1.73775
ZNF784	0.74025
CRYBB1	-1.526
CX3CL1	0.77855
TOP2A	-0.182
GYPB	-2.30066666666667
GADD45GIP1	-0.3325
FEN1	-0.214125
IGF1R	-1.3739375
WDR72	-1.476
PURG	-1.3785
DEFB126	-0.0256666666666667
PKD1L1	-0.3175
CAV1	-2.0716
GNPDA2	-0.1575
DGAT2	-0.425
NLGN1	-2.946
STRBP	0.699625
HPRT1	-0.973666666666667
FANCI	-1.625875
PSMA7	1.1125
DBF4B	-0.1606
TTF1	-0.2825
RAD54L	-1.26775
ELOF1	0.0015
PLAGL2	-0.452875
ZNF256	0.2695
HMGCL	-0.378
MSI2	-0.661
RPESP	-3.4585
C11orf60	-0.16775
ABCD1	-0.208
ACAA1	-0.0346
SPARCL1	4.35669230769231
IL6ST	-0.7786
ZNF319	-0.27875
TMEM109	0.2964
FAM90A1	0.701
IL22RA1	-1.025
ATP4B	-1.019
TEC	-1.18566666666667
C7orf30	-1.593
TXNDC2	-1.04116666666667
ABCB4	-1.637
KIAA1191	-0.593375
C9orf38	0.2015
SFTPB	-0.035
CNTNAP2	0.54975
FRK	1.681
TBX19	-1.1425
CHD4	-0.0185
C6orf26	-1.69216666666667
MOSC2	2.46875
IKBKE	-0.89
HIF1A	-0.596666666666667
LOC595101	-0.3505
RELA	0.5505
TMEM16B	-0.195
ABHD12B	-1.412
TSEN34	1.39075
KIF18A	-2.17325
TXNDC9	-0.894833333333333
SPATA2L	0.011
SEMA4G	-0.6585
C21orf91	0.070625
MATN1	-0.4555
KCNIP4	-0.6415
TUSC1	2.917875
OR4C15	0.448
ARMCX6	0.668083333333333
WBSCR27	-2.17416666666667
OR52I2	null
KIAA1604	0.2065
DYNC1I1	-1.9935
PPP4C	0.08475
SLC47A2	-1.26
TREH	0.004625
CD48	2.53266666666667
ST14	1.61883333333333
PKN1	-0.50275
SPON2	2.05125
XBP1	2.05141666666667
SFRS12	-0.943
EFCAB6	3.28275
SELT	-0.31975
SLC39A2	0.8605
ERF	-1.69116666666667
ARL3	1.014625
SURF6	-0.0481
MLLT10	-1.20257142857143
FLJ11171	0.9555
TDGF1	-3.77383333333333
ERCC6	-0.346
EIF2AK4	-0.026625
BAZ1A	0.429
LRRN3	0.768666666666667
TMC3	0.95
EFTUD1	-0.005
PTPRO	1.24716666666667
CLEC12A	0.65475
ACBD4	-0.31875
ZDHHC14	-0.69925
OTUD7B	1.008375
ACTB	0.3828125
MSRA	-0.3145
LCE5A	1.084
IFI35	-0.7325
BSCL2	0.818666666666667
ANKRD12	-0.166166666666667
CFHR2	-1.006
RGAG1	0.452666666666667
HSFY1	0.1915
SLC30A5	-0.817
IMPG1	3.789
GPR109A	0.808
ZNF185	1.06375
IYD	1.541
NPCDR1	0.0295
SERPINA13	-1.078
HMGCLL1	-0.5025
NEUROG1	0.734666666666667
UBQLN1	0.3381875
LIN37	0.21125
SOCS2	-3.264125
DSCR4	-1.569375
XKR6	-1.83875
GPR142	0.4605
KRTAP13-3	0.299
CCDC15	-0.397333333333333
MOS	-0.6685
CD1E	-0.458
OFCC1	-0.371
FAM83D	-0.9355
SRFBP1	0.2155
C9orf96	-0.827
DHDH	0.045
CCDC90A	-0.2585
RABL3	0.72975
CD320	-0.996333333333333
ANGEL2	0.654166666666667
MRPL21	-0.2895
SMG6	-0.2185
INSR	1.639625
FLJ14816	-1.4605
GLRB	0.193166666666667
C9orf89	0.5265
CIZ1	-0.00787500000000001
URG4	-0.687
LRDD	-1.3745
CBY1	1.3985
NFX1	0.1995
MTERFD2	0.234071428571429
C19orf23	0.3695
PGC	-2.42875
IER3IP1	0.9146
RASAL2	1.01766666666667
C1orf89	-0.62425
SYNJ1	0.2055
NFKBIE	1.00375
FLJ40125	-1.91116666666667
TCEB2	0.0465
NOG	-1.968
POLR2J2	-0.0176666666666667
HLA-B	2.17225
PCDHA1	2.544
PPP2R2B	-1.1655
ARHGEF17	-0.194333333333333
TCF7L2	0.263142857142857
CHD5	0.608666666666667
ZNF431	-0.229125
TBC1D25	-0.473
ZNF800	0.88875
SCUBE2	-2.17409090909091
MYCBP	0.156833333333333
GPX5	0.278
C6orf129	1.065
QSER1	-1.25833333333333
ULK2	0.93575
PIGO	-0.06
NRCAM	-0.766071428571429
SLC35E3	1.03425
CSRP2	-0.13225
HYPE	-0.06875
MAPK15	0.0633333333333333
MGC14327	0.3905
TIMM13	-0.507
ZNF462	0.765
GBA3	-0.069
TEX13A	1.2065
MCM6	1.12611111111111
MTRF1	-1.954
ABCA7	0.00625
EIF4A2	-0.037
ZC3H10	0.4753
RPGR	0.125333333333333
C20orf94	1.143
RP1L1	-0.31225
GPR125	-0.143875
USP22	-0.194214285714286
OR1L4	0.5585
MLZE	1.79375
FLJ32065	1.112
PTCD1	0.27
CRTAC1	3.911
BXDC2	-0.69175
C18orf1	0.0606666666666667
FAM107A	0.0973571428571429
EFNA3	1.6205
P18SRP	-0.4796
CAMKK2	0.519166666666667
KIAA0649	0.33975
NES	-1.5275
HS6ST3	3.997
PON2	-0.596
TCP11L2	-0.383
CLEC4A	2.24775
PRR12	0.1905
MLXIPL	-1.2872
C2orf50	0.055
ZNF28	1.191
ENC1	2.06083333333333
MAP2K1	-0.8875
FKSG2	-0.6705
KIAA0430	1.02075
PTP4A1	-0.382055555555556
GPR156	0.9625
GTF3C6	1.223
UBR2	0.1545
LOC388272	-0.544
MAK	0.197833333333333
ACOT4	0.302
STC2	-2.47608333333333
PIGW	-0.28525
SAE1	-0.910875
COL6A1	0.786363636363636
OAZ1	0.5595
STMN4	1.55116666666667
EDG3	0.547666666666667
SGCE	-2.1295
IL11	-1.88166666666667
PRSS8	2.15625
YIPF5	0.969166666666667
WNT4	1.314625
CSN2	-0.440666666666667
TCF7	-2.215625
TDO2	2.423
SAMD9	-0.42275
S100A7A	0.237
MMRN1	-0.422666666666667
GKAP1	0.70425
AKR1C3	-2.058375
RNF19A	1.605625
GMDS	-0.016
YKT6	-0.889625
SPARC	1.5283
C12orf31	0.17375
UBE2V2	-0.266166666666667
FBXL18	-0.725333333333333
KIAA0460	1.368
ADAM22	0.104625
SERPINC1	-3.96675
KCTD21	0.05625
MYOHD1	-1.0045
ZNF37A	-0.726333333333333
GTF3C1	0.836833333333333
CTSZ	2.411
PRNPIP	0.084375
DRD1IP	0.09725
NR1I2	-2.1654
ZNF266	-0.0784
SPAG4L	0.5645
COX4NB	-0.72525
SAPS1	1.5295
APOA1	-4.06975
TATDN1	-0.553
C10orf82	1.535
KPNB1	-0.33275
FOXO3	2.42925
CRYBB2	-1.267
ZBTB5	0.281166666666667
SLC25A38	-0.69275
DCTN2	0.136
IFT20	0.386
CTHRC1	1.786
C1orf31	0.066125
UHRF1	-0.4664375
GPC6	-0.349
C10orf54	1.02975
MCF2L2	0.3825
WNT9B	0.068125
OLA1	-0.33625
FAM120B	0.68125
TTLL10	1.211
CYorf15A	-3.66225
RELN	-1.22
SCN2B	-0.189636363636364
MFHAS1	-0.1055
NKX3-2	-1.34166666666667
RASGRF2	-0.492
SSBP1	-0.655833333333333
KPNA6	0.249571428571429
LOC389118	0.3485
HS3ST4	-0.949444444444444
SUPT7L	-0.408875
FLJ32658	-0.7455
IGFBPL1	0.25175
KIAA1641	0.4336
SHKBP1	-0.216666666666667
CSF1R	4.38175
NAGK	1.2935
MYL2	-0.60975
HIST1H4C	0.151
TOMM7	-0.858375
ADAMTSL3	1.1284
TNFSF14	0.1365
PRRT2	-1.202
VTA1	0.959625
AOAH	3.9965
CRISPLD2	1.2545
PNN	-0.7406
TA-NFKBH	-0.0685
ESPN	-0.47675
RBM43	-0.2765
KIAA1267	0.83075
DDX3X	0.361777777777778
KIAA1576	-3.9215
PLXDC1	3.5875
FLJ25801	-4.16125
HNRNPL	-0.1265
RUNDC3A	0.552666666666667
CASP12	0.6495
SH2D5	-1.025125
RPL26L1	-0.369
OR51A7	0.0315
HDC	2.649
C2orf16	0.3405
SYTL3	4.282
GOLGA4	-0.145875
NOTCH1	-0.530666666666667
ATPAF2	-0.05175
ECD	-0.08125
SSX5	-1.6832
SNAP91	0.29225
OCA2	-3.763
PNPO	0.2715
DAPK1	1.18533333333333
PINX1	-0.880666666666667
SELENBP1	1.625875
NEK3	-1.26258333333333
TMED4	-0.322714285714286
SSTR4	-0.2985
FOSL1	-2.6012
CD40LG	-0.823
CES1	-2.02608333333333
DCI	0.0431666666666667
B3GAT3	-0.391833333333333
STK17B	1.00675
CNTN6	0.483
CYP3A4	-0.733666666666667
MBOAT2	1.83164285714286
PISD	-0.871
USP1	0.02525
PYDC1	0.227166666666667
CENPM	-0.70525
SAR1B	0.597
TTC7B	-0.917875
DP58	-3.6935
GPC1	0.62375
RBL1	-0.7125
TMEM137	-1.439
TOB1	1.98658333333333
TCEAL1	0.346166666666667
CENPF	0.0234545454545455
C6	1.7626
PRSS1	-3.60075
PPIL6	2.71083333333333
C6orf124	-0.57
ODZ4	0.8295
SNCB	0.31225
NDUFB9	0.8845
CNOT6L	-0.0313333333333333
S100A9	0.0191666666666667
TRIM50	-0.7845
KCTD1	2.1716
WDR63	0.62025
SPEF2	0.61525
RNGTT	0.594833333333333
CXorf22	-0.0415
KCNK16	-0.192
CEP250	-0.66075
ATPBD1B	-0.4665
KCNJ2	3.82925
MT1B	-0.571
ZNF684	-0.764
SLC4A1	-0.45025
PDHA1	-0.1485
ZNF492	-0.717625
TKT	-1.7425
BYSL	-0.359375
RNF38	1.175
AHDC1	-0.9045
KLHL2	0.661375
CMTM8	1.3125
DMP1	-0.697
HERPUD2	-0.63375
CRTAM	3.11166666666667
ZNF572	-1.239
TMEM16J	-1.765
HSD17B2	-4.23225
UBE2G1	-0.33625
AHSA2	-3.105
PELI2	2.448
TPX2	-1.049375
ATP9B	1.12083333333333
DAZAP1	0.373875
HMGCS2	2.59166666666667
C17orf38	0.5405
B9D1	-1.905625
NKX2-5	-0.619166666666667
KIAA1276	-0.04175
LILRB2	3.905
CSTF1	0.271333333333333
BTN2A1	-1.11316666666667
C15orf48	3.924
IGF2BP3	-3.93925
FAM113B	0.4395
HRG	0.0231666666666667
ZNF131	0.04125
USP47	0.0395714285714286
CCDC88B	-0.60125
HCN1	-1.77033333333333
HTN1	0.52625
SYCP3	-1.229
C13orf23	-0.7663
PAPOLA	0.619
AATK	-0.3128
MSH3	-1.01766666666667
NDUFAB1	-0.29
ITLN2	-0.410833333333333
BAK1	-0.0838333333333333
MRPL45	-0.290666666666667
MTNR1B	-0.0393333333333333
LOC645843	0.812
SPECC1L	0.498125
PGCP	0.0145
SPN	-0.343125
GPR143	1.07366666666667
