Hybridization REF	TCGA-A8-A0A7-01A-11R-A040-07
OCA2	-2.2855
PNPO	2.48583333333333
DAPK1	0.291666666666667
PINX1	-0.889666666666667
SELENBP1	-0.543375
NEK3	-0.818166666666667
TMED4	0.0755714285714286
SSTR4	0.3075
FOSL1	-1.8403
CD40LG	1.58
CES1	-0.857416666666667
DCI	0.138166666666667
B3GAT3	-0.0325
STK17B	1.62725
CNTN6	0.04175
CYP3A4	-1.16866666666667
MBOAT2	1.01471428571429
PISD	-0.40525
USP1	-1.08525
PYDC1	1.66933333333333
CENPM	-1.104375
SAR1B	1.10375
TTC7B	-0.576
DP58	-0.0205
GPC1	-0.5135
RBL1	-1.328
TMEM137	-1.86916666666667
TOB1	4.50433333333333
TCEAL1	0.317666666666667
CENPF	-2.321
C6	0.5275
PRSS1	-3.66575
PPIL6	0.280333333333333
C6orf124	-0.831
ODZ4	1.02866666666667
SNCB	0.04625
NDUFB9	1.745375
CNOT6L	1.0545
S100A9	4.3715
TRIM50	-0.053
KCTD1	0.1604
WDR63	0.03575
SPEF2	0.316
RNGTT	-0.511
CXorf22	-0.0745
KCNK16	0.13975
CEP250	-0.976375
ATPBD1B	0.0195
KCNJ2	3.36575
MT1B	-0.9315
ZNF684	-0.9245
SLC4A1	-0.00324999999999999
PDHA1	-0.652
ZNF492	-1.3415
TKT	-1.29325
BYSL	-0.7235
RNF38	-0.0845
AHDC1	-0.7255
KLHL2	1.19875
CMTM8	0.869
DMP1	-0.933
HERPUD2	0.110125
CRTAM	4.7485
ZNF572	0.34775
TMEM16J	-0.7305
HSD17B2	1.62675
UBE2G1	-0.093125
AHSA2	-2.9615
PELI2	-0.596
TPX2	-1.768125
ATP9B	0.306166666666667
DAZAP1	-0.107375
HMGCS2	0.0583333333333333
C17orf38	0.8075
B9D1	-0.07725
NKX2-5	-0.8025
KIAA1276	0.148
LILRB2	4.232
CSTF1	-0.099
BTN2A1	-0.484833333333333
C15orf48	4.996
IGF2BP3	-3.29025
FAM113B	2.11266666666667
HRG	0.4455
ZNF131	-1.1825
USP47	0.5555
CCDC88B	0.44725
HCN1	-0.5336
HTN1	-0.5155
SYCP3	-0.4845
C13orf23	-0.4626
PAPOLA	-0.4058125
AATK	-0.9134
MSH3	-0.473666666666667
NDUFAB1	0.03075
ITLN2	-1.031
BAK1	0.583333333333333
MRPL45	-0.7705
MTNR1B	0.482166666666667
LOC645843	0.318
SPECC1L	0.035
PGCP	1.025
SPN	0.780125
GPR143	-1.08466666666667
ZNF576	1.24216666666667
TMEM39A	0.2374
ATP5D	0.04
MAGEB3	-1.8865
RPS5	0.527833333333333
ANP32E	-1.18364285714286
MTMR1	0.67375
YEATS4	0.3365
SYNGAP1	-0.1735
PCOLCE	0.120333333333333
MNS1	0.1125
PCYT2	-0.238833333333333
ZNF182	-1.12375
LAX1	3.81575
SPPL2B	0.9785
ELOVL5	0.4957
PCDHAC1	0.045
B4GALNT1	-0.118666666666667
BLOC1S2	0.775875
ZNF673	-1.0377
ARHGAP21	-0.9015
IRX5	1.393125
LRFN5	-0.471
FAM7A1	-0.424
RAB19	0.738
GINS1	-1.7645
ITM2B	2.0164
PAPSS2	1.29625
OR5BF1	0.837
ACSL3	0.03875
KIAA1919	-0.185583333333333
GLT8D2	2.260625
UTRN	0.200357142857143
CNN1	1.32625
HISPPD2A	-1.0695
SDAD1	0.2265
SIGLEC9	2.13383333333333
RPL35	-0.1615
C22orf26	-0.107
IMPDH2	-1.6685
WDR69	-1.08075
SEC14L5	-0.319166666666667
CLTA	0.174
RP11-529I10.4	-0.31175
GPR37L1	0.299666666666667
OGDH	-0.0785
ASB13	-0.414166666666667
ZFP14	0.0055
ZCRB1	0.0981666666666667
KPNA3	0.47075
HSPA1L	0.972
RHOC	1.4705
LOC554175	-0.3165
PPP3CA	0.9016
SLC1A7	-0.448
ZNF529	-0.5115
RBED1	0.23775
DDB2	-1.11275
FLJ11286	0.725666666666667
SPATA1	0.4925
MKNK1	0.562166666666667
DYSF	1.19516666666667
ALKBH2	-1.044
NKD1	-2.96183333333333
C1orf174	-0.41925
PLEKHO1	1.59933333333333
ASB10	-0.19825
RING1	-0.143666666666667
NPC2	1.769
AVPR1B	-0.0655
YTHDF1	0.148333333333333
LMAN1L	0.6685
GSG2	-2.018
CEP170	-0.359
RPS4Y2	-5.363
MSH6	-1.426
HECTD2	0.2095
ZNF556	-0.942
PLEKHC1	-1.1113
AIRE	-0.0121666666666667
BCL2L10	0.7985
LMOD3	0.2765
ZBTB8	-1.0728
FOXA2	-3.0767
SLCO2A1	2.268625
C3orf46	0.3465
PRDM16	-0.461833333333333
TMEM98	0.07175
FRMD5	-2.2065
PDE6C	0.364
C1orf216	0.447333333333333
EP400	-0.722357142857143
PTK2	0.138833333333333
RNF217	-0.5005
NDUFA8	0.1345
ZFAT1	0.6825
LAMP3	4.58583333333333
GLTSCR2	1.0185
NPW	-0.5405
LLGL2	-0.1075
PPM1K	0.552166666666667
C20orf177	-0.35
KIR2DL4	0.9067
NFKB2	0.4195
C21orf122	0.239333333333333
HESX1	-0.058
GPR114	2.561
SLC25A35	-1.07783333333333
GNAT1	-0.3085
ORAI3	0.04175
FAM76B	-0.459125
TMEM99	0.1278
TRIM29	-0.3536
CDS1	2.91625
RHEB	-0.2152
C4orf27	-0.174333333333333
RAB3A	-0.40025
OTUD6B	-0.56875
GPD1	0.00499999999999999
CDH15	0.175166666666667
NPM1	-0.750142857142857
TMEM117	0.3645
PRPS2	0.3815
GCK	-0.1265
ADRA2A	4.366
TSPYL4	-0.5275
TASP1	-0.19125
WDR19	-0.482583333333333
C10orf38	-1.70775
PDE4C	-0.608
FYB	2.70583333333333
C1orf55	-0.0293333333333333
PPFIA3	0.88025
RAD18	-1.04875
C12orf44	0.6805
CRYBA4	0.865
HVCN1	2.50325
TAF10	0.8165
C16orf48	-1.16433333333333
DEPDC5	0.389333333333333
LTBP1	-0.391
MAPRE1	0.155
FGF8	-0.411
C3orf52	-0.56275
SENP7	-0.270166666666667
LRRK2	1.73175
RUNDC2A	1.1605
KIAA0355	0.484833333333333
CPEB1	-0.48525
PPEF2	0.3745
ABI2	-1.1485
KIAA0317	0.1375
ATF1	-0.620666666666667
DYNC1H1	0.207375
DIP	0.52725
TMEM33	0.767611111111111
POLDIP3	0.06225
C7orf24	0.944
GPR171	5.3545
CDC6	0.327833333333333
PLD1	-0.5738
ITFG2	-0.2644
NDUFC1	0.43525
AKNA	0.16175
NBR1	-0.1405
PKHD1	-0.07275
HPS4	-1.1553
MAFA	1.346
ULBP3	-0.37175
DIRC1	0.2215
IMMT	-0.82975
C22orf13	-0.111583333333333
CEL	-0.0845
MARK3	-0.851
ADAMTS2	0.965
ARPC3	0.182
TMEM10	0.238625
NPHS1	0.608
BRD8	-1.09866666666667
WDR12	-1.893
IDI2	0.286125
HOXD13	-1.638
OR8G2	-0.232
SLAIN1	-0.7555
GABRQ	-0.11725
NR2C2	-1.51725
NKTR	-1.0249
TLE2	0.675
KIAA0892	-0.171
AURKA	-1.62636363636364
GPRC5C	0.149
TBC1D9B	0.442875
PNPLA6	0.244666666666667
AP3B1	-0.1195
NAG	-0.152
C11orf68	-0.153
AKR7A3	1.14725
AHCYL1	-0.401916666666667
COP1	1.43916666666667
RPP14	-0.613166666666667
PCDHB18	-0.07
CDH24	1.414
KRT17	-1.2494
LACTB2	0.77925
DDX24	0.6891
PHACTR1	-1.68566666666667
SLC35E2	0.05225
LOXL1	0.70475
IQSEC2	0.452125
RGSL1	0.088
PCDHGC5	0.8005
MEGF10	-0.695125
PRRX1	1.39133333333333
ASTE1	0.39
C6orf159	-1.303
MYOD1	1.60275
GAA	0.829
ZNF747	0.36225
KLRC1	0.703125
IL1RL2	0.159
GDF9	-1.0075
GPR119	1.449
TRAF2	0.034
HCK	4.84516666666667
BMP6	-1.0115
IL8RA	0.333166666666667
FLJ35848	-0.655
EFHA1	0.64325
CDSN	-0.518
C14orf54	0.0458333333333333
LSM3	-0.55775
ZFP41	0.204
C9orf126	-1.60383333333333
VIT	-1.0195
SPCS3	1.16475
DEF8	-0.2384
CHAF1A	-1.688
C1orf165	-0.624166666666667
ZFPM2	1.08183333333333
FTH1	0.48
SLC35F1	-1.459
YWHAH	0.1725
C17orf66	0.547833333333333
ADRB1	-0.115
FOXL1	0.02
RG9MTD3	-0.744833333333333
UMPS	-0.1565
MGC13008	-0.118
KIAA1161	0.195
CCDC77	-2.37475
C12orf65	0.0385
COG4	-0.627
RCP9	0.690583333333333
RP4-692D3.1	1.36166666666667
CDC2L5	0.31925
MGC7036	0.5675
DNAJC11	-0.5795
GDF2	-0.177666666666667
TIMM17A	-0.34375
HNRNPA0	-0.6538
OR2H1	0.441
PCBP1	-0.1965
COL23A1	-1.55325
LRRC2	0.399357142857143
NSD1	0.498857142857143
FLJ37078	0.288875
WDR91	-0.231166666666667
TMEM179	0.60575
DSCR10	0.3065
CNDP2	0.8716
FYN	0.4875
BEX2	-1.069
KCND3	-0.03425
YPEL5	1.740625
LRRC42	-0.795166666666667
C17orf45	-1.447
ZNF649	-0.0912
LOC150763	1.589375
COL5A2	2.83816666666667
CNGA2	0.64
ELA2B	-0.453333333333333
RAB9B	0.112
FAM100A	-0.1455
NAIP	0.0596428571428571
MYOZ2	-0.299125
SPATA12	0.3365
XRCC4	-0.43575
CYB561	2.4706
CHST10	-0.93575
BAI1	-1.4355
BRSK1	-0.183333333333333
C17orf89	-0.0925
PDE6H	-0.188
FLJ20309	0.3126
MAP7	-0.38925
SCN4B	0.1585
SPAG9	1.3365
SERTAD1	2.27716666666667
FLJ21963	-2.355
ANTXR1	0.7513
TMPRSS13	3.03266666666667
ETV7	4.33766666666667
DGAT1	1.66266666666667
NKIRAS1	0.489333333333333
TAC3	-2.86025
CORO1C	-0.717916666666667
RAD54B	-0.93375
HRASLS3	1.6455
C21orf42	1.1245
BARD1	-0.248333333333333
ZNF177	-1.56283333333333
MIP	0.0365
ZNF442	-0.3305
F2	-3.5521
GRIA1	0.2025
GALNTL2	1.2515
WNT5A	-1.3653
LENG9	0.415
hCG_25371	-1.099
FOXR1	-0.1005
TRA@	2.0822
PWWP2	1.18675
C1QTNF7	0.943666666666667
SLC7A4	0.13575
C4orf7	5.05625
C17orf80	-0.669
KLK4	1.22833333333333
IL31	0.174
TMEM176A	4.617
CTNNB1	-0.5735
BHLHB2	-0.70125
TMEM185B	0.303
ARD1B	0.08575
C1orf93	0.4205
BRUNOL4	-0.428166666666667
LOC541469	1.78166666666667
UPK2	0.58675
GAS8	-0.184
PATE	0.7605
IMPACT	0.60975
WNK4	-1.45566666666667
HNRPLL	-0.809375
GAD2	-0.59475
ITGA6	-0.84125
BMP15	0.45
CYP2A7	0.187625
RIC8A	0.4765
CCND1	-0.64625
USP35	-0.271
DSCR2	-1.44075
CCL4	5.44466666666667
ZCCHC10	0.064
NOL11	-1.08975
TRPM2	2.37575
PSMD2	-0.340090909090909
CHTF18	-1.676
USP18	1.667
RRAS	1.10125
LAMC3	-1.56
TOX	-1.08633333333333
PCDH15	0.2215
GABRG3	-1.6765
NUDCD2	-0.373125
SGCZ	0.33
KCTD17	0.197
SPSB2	0.881
TPPP3	3.2895
CILP2	2.06266666666667
CALB2	3.76225
CEBPZ	-0.534666666666667
ZNF479	-0.67625
FMOD	5.34116666666667
C21orf66	-1.39142857142857
CLN6	-0.138333333333333
ANAPC1	-0.895375
SH2D3C	1.78775
PTPN14	-0.3835
TRIM42	0.561
APTX	-0.24225
SNRPG	-0.383
BMS1	-0.65875
MAGEA3	-2.4335
NFATC3	-0.658583333333333
LRRC45	0.493333333333333
ARS2	-0.477285714285714
LRIG1	-0.243
EPSTI1	1.87616666666667
PRSS27	2.24475
ERC2	1.808375
PRKACB	1.219
PRDM13	-3.992
HCG27	-0.84675
KLK12	0.5065
HSD17B7	-0.827666666666667
ZNF354A	0.067
PCDH11X	0.3685
DMGDH	-0.12725
PCBD2	-1.03466666666667
TMC6	-0.57175
RIMS1	0.276125
SF3B2	-0.211333333333333
RCN1	-0.379833333333333
CPB1	0.5945
BCAR3	-0.626
FCRLB	0.686875
PAK1IP1	-0.65575
OR10H1	0.2605
KIF9	0.519
PITPNM2	-1.267125
L3MBTL4	0.1335
TGFB1	-0.0313
ZXDC	0.05625
SLC6A16	-0.71125
SRrp35	-1.171875
LRRC8E	1.17975
PPIAL4	-0.677416666666667
EOMES	4.32466666666667
PAX2	0.1175
SCARF2	1.060125
PSEN2	0.8795
PCDHB13	-0.00275
C10orf28	-0.3825
DHRS7B	0.767571428571428
C1orf131	-0.682
ASB1	-0.4639
ZNF223	0.831333333333333
LCMT2	-0.39225
MEP1A	-0.16325
TMEM53	0.7065
RSPH3	0.1935
C10orf33	-1.9475
LOC644285	0.09475
PTPN9	0.1135
ABCA12	-0.43425
CCDC37	-1.43375
RUNDC1	0.2596
YES1	-0.0211666666666667
FAM120AOS	-0.23425
OR5M3	0.711
PPP1R3F	0.366583333333333
IL13	0.0667
MDFI	-0.5065
PRNT	0.26875
ZDBF2	-0.977
OR10C1	0.272
CLIC1	0.105333333333333
LILRA5	1.8045
CSAG1	-2.49133333333333
TREML2	0.73
FAM125A	-0.0785
ZNF74	-1.516
FAM104A	-0.079375
LRRC39	-1.047
SAMD5	-0.79425
HYAL2	-0.1525
HIST2H2AC	0.42975
IGFBP5	0.598217391304348
NRTN	-0.289833333333333
KIAA0556	0.1677
FAM29A	-2.04122222222222
JMJD2A	1.0315
EPHB1	0.68075
POLD4	1.0545
ANAPC10	-0.59
LRRC36	-1.5
MEGF6	0.1775
LPHN3	-0.686666666666667
BMP10	0.0795
C21orf55	-0.0815
CREM	-0.4045625
PTGER4	2.0045
METAP1	-1.019625
KCNQ1	1.86983333333333
NR2F2	1.258625
SSFA2	-1.14766666666667
CTTNBP2	-3.12475
BCL2A1	1.080625
ZBTB24	-0.698875
SLCO6A1	-1.744
PRDM1	1.5638
OR7D2	-0.562
CCDC47	-0.5432
LOC646982	0.4055
SLC26A6	-1.21666666666667
BIN1	0.9969
SRRM1	-0.0997857142857143
PCSK1N	1.035625
ALS2	-0.648
ECT2	-1.51289473684211
CACNA2D2	-0.430125
DOCK6	-1.05925
C10orf119	-0.21025
FATE1	0.82925
DUSP23	1.263
TRIP6	0.469785714285714
NUP35	-0.75725
CDH3	0.2835
KLHDC8A	0.092
C9orf116	-0.222625
EI24	0.6685
CENTD1	2.12283333333333
RWDD2B	-0.467666666666667
DOCK1	-0.2085
NPAS2	-1.084125
NR3C2	2.20533333333333
FAM63A	-0.920416666666667
INPP5F	-1.38633333333333
FAM111A	0.1529
MYBL1	-1.3615
IQGAP3	-0.402333333333333
CRADD	-0.288
DUSP12	-1.558
PDZK1IP1	2.279
VASH2	-0.67225
CTR9	0.3585
VIL1	-3.799
OR8U1	0.107666666666667
CCDC107	0.7535
PTTG1IP	0.1935
OR4X2	0.5005
COL9A1	-2.638
PSMD9	-0.6525
ZFP62	-0.28475
TIP39	0.63975
PARP15	1.73
TTC19	-0.3565
C1orf114	-2.2405
GFPT1	-0.34
SLC27A6	-1.57725
MRPS10	-0.153
CALML5	5.07916666666667
TRPM7	-0.238375
CGNL1	0.64275
CECR1	1.70725
SERPINB8	0.317166666666667
TMEM102	1.322125
PDIA2	-3.849
NUCKS1	-0.109666666666667
HOTAIR	-0.03725
EBI3	2.18425
NXN	1.16475
ZMYND19	-0.83275
FOXJ3	-0.01875
EIF5B	-0.3604
EIF2B4	0.214333333333333
LEO1	-0.5825
ZIC5	-0.306916666666667
IL20	-1.24983333333333
KIAA0415	0.23925
FLJ37357	0.2675
TSPAN12	0.777625
ACTR3B	-0.54125
TFAM	-0.131833333333333
IL17RD	-1.75275
PARP12	1.468
KLHDC7A	0.327
KCTD4	0.0783333333333333
GTF2H1	-0.1505
FLCN	-0.235666666666667
BIRC4	1.204125
LOC790955	0.66675
VKORC1L1	-0.4835
CYP4F22	0.139
TAS2R5	0.619
ZNF582	-0.515
HS3ST3B1	-0.0955
CTNS	0.53225
STK36	-1.1355
MMD2	-0.053
RP5-1103G7.6	-0.37
FLJ23356	-0.4885
CRH	-0.44875
C1orf182	-0.188833333333333
ACP5	3.4305
AMFR	-0.3989
CA4	-1.627
PLCB4	-0.5185
MPHOSPH10	-0.4665
UNQ473	4.35716666666667
G3BP2	0.0975
SR140	-0.945333333333333
HOXA2	0.03125
PYGB	-0.811125
BAT1	-0.740916666666667
DKK3	0.6105
DDX31	-0.9715
TULP1	0.03125
NHLRC2	0.08075
TNRC4	-0.233666666666667
ZNF430	-0.9875
TNRC6A	0.2525
PLA2G1B	0.823
RCHY1	0.829166666666667
GTF2A2	-0.225
MGC4294	-0.1995
ZNF691	-0.05875
TACC3	-0.60625
DNAJC5G	0.2455
LOC4951	0.00125
MS4A4A	1.059
LOC152485	-0.1635
PPP1R2P1	0.51625
PPP2R5B	0.0485
RPGRIP1L	-0.644625
SPOP	1.6415
PTPRF	0.473916666666667
MGC42090	-0.108
SUSD3	1.269
THOC4	-1.28225
MAML1	-0.4917
FXR2	-0.864666666666667
TYK2	-0.223125
MUC6	0.767666666666667
DNAJB7	1.151
PIP4K2A	0.618714285714286
MEX3A	-2.19383333333333
RRP1	-0.680375
TFAP4	-1.19425
CXorf41	0.781666666666667
MTMR4	-0.651333333333333
CTLA4	1.6855
SNX9	-0.048125
CIB3	0.170666666666667
NECAP1	0.10875
PLA2G2D	1.5748
GLMN	-1.0445
DCLRE1A	-0.8525
PDX1	0.028
SAMD11	0.17975
MRPL55	0.9126
TLR7	3.1915
TBC1D21	0.1985
SMAD1	1.6827
ACTRT2	-0.04475
RIOK2	-0.182
PDLIM4	-0.451
SLC22A15	-0.239333333333333
ABHD13	1.0503
STX18	-0.0533
CCPG1	0.661642857142857
DCBLD1	0.510166666666667
SLC2A6	-0.064
NOLA3	-0.361
TRDMT1	-0.569214285714286
IL17F	0.2805
ATP1A4	-0.336333333333333
OR52W1	0.3035
CFL1	-0.4325
IL4	-0.7625
RBP2	0.72
CPSF6	0.079625
TTC8	-2.0785
MUCL1	7.626
EYA3	-2.51916666666667
KRT38	0.311
GNE	-1.92125
ZNF501	0.27625
SLC35A2	0.594125
CEP110	-0.477
MYF6	1.244
MGST2	-0.0258333333333333
TRPV4	-0.0325
NEK8	-0.462833333333333
NOX5	-1.4095
NCKAP1L	0.86
EMP3	-0.761333333333333
BPY2C	0.458
C1orf38	2.183875
ELOVL2	-1.895
CBX7	1.4705
OSBPL1A	0.154333333333333
ZNF589	-1.05275
ESCO1	-1.041
TRA2A	0.335666666666667
C3orf26	-1.64525
PHF2	0.336916666666667
PID1	1.35983333333333
RFC1	-0.3795
MTAP	-0.1288125
ADORA3	4.22183333333333
LOC389458	0.2115
TRNT1	-0.6955
CRIPAK	-0.88675
RAI2	1.86
ANKRD44	0.46625
GZMB	5.34725
NFE2L1	1.209
STIP1	-0.0925
RASL11B	1.568
NT5DC2	-1.40616666666667
LRP2	-0.7055
MTDH	0.563266666666667
ARSG	-0.251
HSP90AB1	-0.202416666666667
CT45-6	-4.6705
ZNF483	0.1065
LMBR1L	-0.3415
S100A2	-2.7447
C2	1.51505555555556
C2orf27	-0.2475
EIF4EBP1	-0.892
GCKR	-2.66266666666667
PPP1R9B	1.867625
FER	-0.834
SNRK	0.8625
OR5M10	0.1795
UTP6	-1.0445
CAPZA3	-0.07475
FBP1	1.14
TERT	-1.792
CCL1	-0.926
FUCA1	2.0965
ALS2CR8	-0.00333333333333335
KCMF1	0.396666666666667
SRCRB4D	-2.106
OXCT2	0.750666666666667
IL17RA	1.3825
MPP5	0.664375
SPA17	-0.0615
FLJ10986	-0.0141666666666667
GALNT14	-2.235
CXorf27	-0.736
NPLOC4	0.07175
RAB34	-0.28475
KRTAP3-3	0.5155
ARSD	0.4315
CPLX2	-1.2373
PJA1	0.5525
WHDC1L1	0.704666666666667
RB1	-0.2556
MTMR15	-0.598
PHLDA2	-1.1959
GUCY2F	-0.0565
MPV17	-0.415666666666667
SLC35D1	-0.161
LYSMD3	0.4633
COL16A1	1.66475
ERLIN1	-1.43733333333333
JMJD4	0.90675
HIST1H2BK	0.304
TP53I11	1.65516666666667
ST3GAL4	-0.7638
PF4V1	1.0244
ALG8	0.138
REG1A	0.192
MINA	-0.17825
CYB5R3	0.2465
HHLA1	-0.55625
MYST4	0.8271
VASN	0.000750000000000001
UCHL5IP	-0.718
TFAP2A	0.2985
MGC9913	-1.1865
C9orf97	-0.4415
LOC90379	-0.9025
PHF15	0.205857142857143
ZNF169	0.163
KRT7	4.0312
GLIPR1L2	1.689375
LOC116236	0.49425
IQCF3	-0.11425
RDH14	1.17883333333333
HNRPK	-0.0395
RABEPK	-0.843
ISX	-1.2055
CBARA1	0.39375
RAD51AP1	-2.105
MLL5	0.286375
CXorf48	-3.79
SGCD	-1.167
PHTF1	-0.685625
CA3	0.3185
CMTM5	-0.097
STX10	-0.5855
JMJD2D	-1.2065
P4HA1	-0.854333333333333
GAB3	1.00983333333333
DHRS4	0.1125
COL4A1	1.2158125
C20orf20	-0.61025
OSBPL2	0.5855
PTTG2	-1.11775
KIAA1688	0.99075
STS	-1.393625
SHROOM4	0.634166666666667
KBTBD5	0.238333333333333
ALDH1A3	3.629
BTNL2	-0.160333333333333
TGIF1	-0.156
ZFAND5	0.154875
ICA1	0.592875
NAV3	-1.6925
FLJ12331	-0.4195
EPS8L2	1.1364
MNT	-0.0768333333333333
ENTPD1	1.645
OR51E2	0.512375
STK11	0.065625
MX1	4.271
TTTY9A	0.5955
CX62	0.204
LOXL4	-0.59675
EXOSC4	0.95125
PURB	0.00100000000000002
SETD1A	-0.821333333333333
RELB	1.912
LAMB2	0.371166666666667
HNF1B	-0.247333333333333
PNLIPRP3	0.1685
C14orf139	0.192
UMOD	0.63825
GRIN3B	-0.28675
GPR25	0.4195
ZNF512B	-1.4625
ATP6V0A1	-0.279
SRA1	0.521083333333333
ZNF615	0.32525
ZNF768	-0.052
ZNF469	2.9865
DYNC2LI1	-0.0863333333333333
DNAH3	0.378
LOC387911	0.42325
LOC554234	0.4095
ARRDC5	1.56125
TMEM59L	-1.46733333333333
MARCH4	-0.94825
CNOT8	-0.4275
KIRREL3	-1.08716666666667
ADAM17	0.081
MYOG	0.545375
CPNE1	-0.7075
AK5	-0.616
LOC204010	-0.21225
NDRG4	-0.138
LOC130074	-0.1875
PIAS4	0.288
NCOA2	1.132
TEGT	1.1901
USP5	-0.82725
ANKRD21	-0.16975
KIAA0692	-0.263666666666667
HAPLN3	2.47425
LZIC	-0.846
NRXN3	0.03575
CDKN2C	-0.872666666666667
KIAA0226	0.301916666666667
CYB5D1	-0.0945
WDR68	-0.223625
ABCB6	-0.0551
MRPS25	-0.993
ZMAT2	0.0985
KRT25	0.0845
RPL11	-0.564
GRAP	0.305333333333333
LOC198437	1.38316666666667
RORC	-0.788625
RAP2C	0.247214285714286
MXD1	-0.367125
AZI2	0.2055
NUAK2	0.084
AHSG	-6.00225
MANSC1	-0.548
IMP3	-0.0793333333333333
C2orf3	-0.695375
VSTM3	5.42925
PCTP	0.20175
SIRT1	0.292
MANBA	0.50975
CD164	0.8515
GFRA1	-3.1977
PRM2	0.78825
ZKSCAN3	-0.092
PLEKHG1	1.65375
TPRKB	-0.23125
UBFD1	0.09625
CDKL5	1.1665
HIST1H2BD	0.791666666666667
INPP4A	0.0633333333333334
BMX	-0.615625
PTPRU	-0.842
LOC554202	-0.518
HOXC8	1.275375
IL12B	0.1445
ADPGK	-0.2595
ZNF418	0.606
SIAE	0.66425
CWC15	0.14925
RP13-401N8.2	0.291
KLHL11	-0.61325
DEDD2	1.491625
PSMB3	0.029
DDX25	-2.3015
ZBTB3	0.298833333333333
GFRAL	0.778
RPS25	-0.5405
FAM57B	-1.02066666666667
TESK2	-0.448166666666667
DNM1L	-1.241
ZNF207	-0.445
CLEC11A	1.829125
TOLLIP	1.196125
TMEM61	0.675333333333333
DLK1	-3.9634
PLVAP	2.918875
NOD2	2.58183333333333
SCMH1	-0.2205
FLJ40235	0.287
HTR2A	0.0966666666666667
ARMC5	0.4235
FUT7	0.9395
PRELP	2.9167
ALKBH6	0.0946666666666667
GYG1	0.4645
POLR3GL	0.22125
COL8A2	4.71533333333333
OR10A5	0.558875
C1orf187	-1.63
TXLNB	0.652166666666667
C16orf68	-0.189583333333333
R3HDM1	-1.3705
C16orf75	-1.49275
BAALC	0.653875
TNP1	0.11875
GAPDH	-1.29883333333333
COX7C	0.7895
ERRFI1	-1.78275
PGAM2	0.4935
FAM108B1	-0.9835
APC	-0.29
TLR2	4.4595
SUCNR1	2.355375
ZNF233	1.2855
WFDC1	-1.65616666666667
PSG11	1.4781
SLC39A1	0.7015
PSAPL1	-0.3665
CDC42EP1	0.594625
MECR	-0.23725
KIAA0101	-1.0605
MACROD2	1.1842
MMP19	1.42691666666667
LOC202459	0.1305
VNN2	4.88
ACCN3	-1.92
TIMD4	4.027
RNASE8	-0.215
CCDC7	0.33725
SULT2B1	2.7245
ME1	0.67775
MGRN1	-0.224625
MRPL30	-0.619
IVL	3.365625
CALM1	0.9622
PLEKHA6	0.7752
B4GALNT2	0.248
PGDS	3.1395
C8orf33	0.79225
TMEM56	-1.37683333333333
CKM	-1.02916666666667
ESR2	1.325
ACOT8	0.75975
AGTR2	0.72725
LOC155006	0.54675
BC37295_3	0.9755
EPM2AIP1	-0.4385
PZP	0.6035
RPS9	1.30366666666667
C18orf51	-1.38875
SIVA1	-0.00830000000000003
HEATR2	-0.5435
CD3E	0.778
C20orf142	0.4365
PGLYRP3	0.26
CCDC139	-0.6315
GPS2	-0.1485
NOL14	-0.5105
LRTM2	0.38325
TRIM36	-1.305625
TP53RK	0.7736
FBXL13	-1.30983333333333
RUFY2	-0.0202142857142858
C11orf70	-0.491
HSPB9	0.298666666666667
GJA5	2.9085
HGF	-0.012
EPHB4	-0.853
SOX18	1.29475
IFRG15	-0.525
SERPINA10	-3.42125
WDR23	0.015
REEP2	-2.22083333333333
CDK3	-1.01825
HSPA12A	-0.31675
ARL8B	0.6037
SATB1	-0.0768333333333333
PPM1D	-1.8195
VPS45	-0.818833333333333
TP53BP2	-0.4895
GJE1	-0.70225
CACNA1G	-0.448375
VGLL4	0.7
GNPTG	0.89625
ROS1	-2.46925
C21orf128	0.892833333333333
BMP8B	0.7885
SLC5A4	-0.2305
SLC6A3	-0.0283333333333333
C16orf53	0.218
TMEM81	-0.7645
APC2	0.4101
SYAP1	-0.215375
C6orf54	-0.3125
ZBED5	-0.1199
PVR	-0.957
LTA4H	0.0735
CCDC24	0.6926
MAGEA4	3.68566666666667
IFIT3	3.64566666666667
MYADM	0.9335
C21orf82	0.2985
PDE3B	-1.00375
TMPRSS11A	0.30775
PGK1	-0.618352941176471
CCL13	5.48316666666667
DERL3	1.9565
MLXIP	-0.713166666666667
PLOD1	-1.37425
MTFR1	0.509
NPDC1	0.0475
GPAA1	0.8395
LTV1	-1.04425
RYR3	-1.0245
C7orf46	0.24425
VAMP2	0.22025
RNF135	1.0619
SUPV3L1	-0.497
FIBP	0.65125
ADAMTS18	0.310833333333333
RNF25	0.278666666666667
SOS1	0.00850000000000001
PLAU	0.74825
MATK	-0.09725
EHF	4.7725
CTNND2	-1.621625
PTEN	0.645071428571429
ZNF189	0.081
SLC28A3	0.5205
GUCY1A3	3.59975
SETD2	-0.0161875
ROGDI	0.74075
TICAM1	0.2435
RASSF3	1.094
PACSIN2	-0.585
SERPINB5	-1.46658333333333
PRKCDBP	0.403125
TFDP3	-0.3925
LGR6	1.151875
RFX5	-0.8565
OR52J3	0.267
PTPN18	0.773125
ZBTB34	-0.361875
KCNF1	-1.401
SYNE2	0.0263571428571428
SLC22A4	-1.98025
NETO2	0.01375
VCPIP1	0.677
