Hybridization REF	TCGA-A8-A07G-01A-11R-A034-07
ZBTB37	1.2085
KIAA1324L	-0.151
NDUFB10	0.257666666666667
NUDT2	0.024
GTPBP8	-0.246
CACNA1D	0.43275
PRKAA2	-0.4965
PRDM8	0.0405
MGC16075	-0.1035
KRT14	1.41335714285714
PP8961	0.45475
MRPL18	-0.0575
ABCG2	-1.93875
PACRG	1.492
BBS2	0.4495
KREMEN2	-2.957
FBXO21	0.6545
HNRPUL1	-0.320416666666667
GRB10	-0.21375
CLSTN1	0.989625
LMAN2	0.7518
C17orf61	-0.349
NIPSNAP3A	0.28825
INSIG2	0.012
PCDHB7	1.01633333333333
STXBP2	0.193
CMAH	1.0725
SEMA5B	0.03525
ZNF155	0.1365
COQ6	-0.339
PRPF4	-0.92325
TSPAN15	2.6594
VN1R5	0.3125
LATS2	1.203
SELK	-0.28725
PGK2	0.3425
MS4A1	1.20675
TYW3	-0.3097
KRTAP5-1	1.098
RCCD1	-1.638
BTN1A1	0.42175
DDX28	-0.69375
TMEM65	0.2455
LOC92345	0.19975
TTC31	-0.55725
WDR46	-1.02366666666667
CHP2	-0.373166666666667
LSP1	0.6595
ZNF542	-0.0535
EXOSC1	-0.3035
ARHGAP18	0.1525
LRRTM4	-0.57725
MAOB	2.271
CACNB4	-0.2495
MGC33846	2.026625
RANBP3L	2.25975
ATP5L	0.216875
ONECUT1	-2.4025
NUDT9	0.79025
TMEM149	0.4235
STX17	0.05275
IGSF10	-3.64125
TMPRSS9	0.3415
BMPR2	1.31866666666667
ALLC	-0.27525
KLF7	0.745
GCC1	0.2599
TIMM9	-0.00825
CDO1	3.14283333333333
MGC10701	-0.777333333333333
IFI6	1.53083333333333
FRMD8	0.841
MGAT2	0.99125
WBP5	0.427833333333333
CNIH2	0.21575
KIAA0907	-1.3759
KCNH8	0.0865
CTSG	-1.97475
GRIK1	3.87566666666667
CUL5	0.533125
FRMD1	0.398
OR9A4	0.798
SYT6	-1.3205
FOXD4L2	-0.19
ANAPC2	-1.01766666666667
OPN5	0.1645
TAF13	0.0125
LYG2	-0.728
GGNBP1	-0.1425
C11orf40	0.001
OTX2	-1.042
REG4	-0.498
EIF5	-0.6803125
PALB2	-1.00575
SEPSECS	0.2154
RNASE3	-0.19725
TRIM49	-1.193
POLR2K	0.2118
GPR42	-0.033
C8B	-2.9145
SASS6	-1.322
PREB	-0.308666666666667
OR3A3	0.2745
TUBA8	0.587375
IGLV2-14	-1.24925
STIL	-3.153
ANKFN1	-0.701833333333333
NME7	0.51525
HOXC12	2.433
UBE2C	-2.335125
FHOD1	-1.11
CDK2AP1	0.960666666666667
OR6K2	0.207
DHPS	-0.7645
RPL5	-0.8295
TRGV5	0.4225
LOC541472	0.06025
HCCS	0.1153
DENND1B	1.558
LHX3	0.255
OR5D16	0.2675
CXorf57	-1.35033333333333
IRF2BP1	0.66475
NDST2	0.494666666666667
LCE3D	0.125
BOLL	0.174625
SYT3	-0.51225
PIH1D2	0.82575
C20orf7	-0.802166666666667
IL1R2	-0.124833333333333
SLAMF9	1.3695
PPME1	-0.133
PIK3CA	1.55975
TRAPPC1	-0.232125
COLEC10	-0.6995
SLC9A6	-0.923333333333333
PDDC1	-0.69475
CCDC53	0.74825
GK3P	0.43075
DAZL	-0.46075
BRI3	0.1765
SDK1	-0.123
CYP2C18	-0.028
IFI44L	2.911625
RPL3L	0.0165
FUT9	0.962833333333333
KIFC2	-0.992666666666667
PMP2	-0.383875
SLC4A9	-0.436
PLAG1	-1.01133333333333
MYCBP2	0.507833333333333
OR4E2	0.2205
CCDC65	1.464
C16orf82	-0.185125
ENTPD4	-0.291625
BRP44L	0.858125
PMP22CD	0.059
TMCO4	1.00866666666667
KCNN1	-0.821833333333334
WDR35	0.291
CCDC80	3.152125
C3orf31	-0.56525
SLC7A9	-1.34575
TMEM190	-1.0465
DBC1	-0.875666666666667
FADS3	-0.0846666666666667
PDZD8	0.0556666666666667
GRM5	-0.12175
AZGP1	3.4876
PEX3	-0.002
MED1	-0.127642857142857
ATG4C	-1.02616666666667
HNRPH3	-0.973375
FAM109B	2.17975
C4orf17	0.49
CA10	0.423
OPRD1	-0.2605
CCL16	-1.53425
SACM1L	-1.0505
CST6	5.36275
CD63	1.245375
LGI1	-1.8035
ZNF784	0.361
CRYBB1	-1.333
CX3CL1	0.7154
TOP2A	-3.301875
GYPB	-3.727
GADD45GIP1	-0.54075
FEN1	-1.93275
IGF1R	0.6893125
WDR72	-2.53233333333333
PURG	-0.303833333333333
DEFB126	-0.1855
PKD1L1	-0.359
CAV1	-1.8117
GNPDA2	1.1715
DGAT2	0.45
NLGN1	-3.8385
STRBP	-0.650625
HPRT1	-1.254
FANCI	-2.606625
PSMA7	0.981625
DBF4B	-1.02183333333333
TTF1	-1.096
RAD54L	-3.4045
ELOF1	-0.635
PLAGL2	-1.580625
ZNF256	0.4105
HMGCL	0.07725
MSI2	0.084
RPESP	2.20933333333333
C11orf60	1.401
ABCD1	-0.07
ACAA1	-0.027
SPARCL1	5.201
IL6ST	1.8714
ZNF319	1.00575
TMEM109	0.1143
FAM90A1	-0.0528333333333333
IL22RA1	-1.2115
ATP4B	-0.2365
TEC	-0.5715
C7orf30	-0.8825
TXNDC2	-0.333166666666667
ABCB4	-0.2635
KIAA1191	0.727375
C9orf38	-0.0965
SFTPB	-0.0338571428571429
CNTNAP2	-0.812166666666667
FRK	2.092
TBX19	0.29025
CHD4	-0.1145
C6orf26	-2.7085
MOSC2	2.4315
IKBKE	0.43425
HIF1A	-0.301833333333333
LOC595101	-1.3095
RELA	0.564833333333333
TMEM16B	0.59
ABHD12B	-0.4975
TSEN34	0.172
KIF18A	-3.26225
TXNDC9	0.740833333333333
SPATA2L	0.5105
SEMA4G	-1.0645
C21orf91	-0.8735
MATN1	-0.825
KCNIP4	0.0645
TUSC1	1.53
OR4C15	0.271
ARMCX6	0.816416666666667
WBSCR27	-0.7655
OR52I2	0.2855
KIAA1604	-1.02875
DYNC1I1	0.522
PPP4C	0.0155
SLC47A2	-1.44983333333333
TREH	-0.172625
CD48	1.78666666666667
ST14	2.21833333333333
PKN1	-0.74625
SPON2	3.128
XBP1	3.05258333333333
SFRS12	-0.0818333333333333
EFCAB6	1.39525
SELT	0.969
SLC39A2	1.013
ERF	-1.44033333333333
ARL3	0.36425
SURF6	-1.2101
MLLT10	-0.646904761904762
FLJ11171	0.2055
TDGF1	-4.38716666666667
ERCC6	0.1675
EIF2AK4	0.584125
BAZ1A	-0.178666666666667
LRRN3	2.74616666666667
TMC3	1.102
EFTUD1	0.08375
PTPRO	0.884333333333333
CLEC12A	0.247625
ACBD4	0.67275
ZDHHC14	0.49075
OTUD7B	0.708
ACTB	0.803375
MSRA	0.199375
LCE5A	1.344
IFI35	0.78775
BSCL2	0.650166666666667
ANKRD12	-0.13075
CFHR2	0.3575
RGAG1	0.431666666666667
HSFY1	-0.0015
SLC30A5	0.553833333333333
IMPG1	0.0295
GPR109A	0.504
ZNF185	1.2565
IYD	2.5025
NPCDR1	-0.0515
SERPINA13	-0.1325
HMGCLL1	-1.20325
NEUROG1	1.00316666666667
UBQLN1	-0.1774375
LIN37	0.4315
SOCS2	-2.630125
DSCR4	-2.086
XKR6	-0.47025
GPR142	0.389
KRTAP13-3	0.399
CCDC15	-0.298
MOS	-0.1315
CD1E	-1.5155
OFCC1	-0.385833333333333
FAM83D	-2.96925
SRFBP1	0.22425
C9orf96	-0.244
DHDH	0.7405
CCDC90A	-0.605
RABL3	1.7027
CD320	-2.31583333333333
ANGEL2	0.605666666666667
MRPL21	-0.018
SMG6	0.0505
INSR	1.293375
FLJ14816	-0.6725
GLRB	0.421333333333333
C9orf89	1.05675
CIZ1	-0.96375
URG4	-0.252833333333333
LRDD	-1.8985
CBY1	1.00283333333333
NFX1	-0.188125
MTERFD2	-0.157214285714286
C19orf23	0.5245
PGC	-2.771875
IER3IP1	-0.2925
RASAL2	1.39766666666667
C1orf89	0.9425
SYNJ1	-0.42025
NFKBIE	0.20975
FLJ40125	-1.5395
TCEB2	-0.328
NOG	-1.8465
POLR2J2	-1.02716666666667
HLA-B	3.109
PCDHA1	1.426
PPP2R2B	-0.696
ARHGEF17	0.917
TCF7L2	1.27307142857143
CHD5	-0.212166666666667
ZNF431	-0.888875
TBC1D25	-0.17325
ZNF800	0.1485
SCUBE2	3.42709090909091
MYCBP	-0.00183333333333334
GPX5	-0.02
C6orf129	0.551
QSER1	-0.508166666666667
ULK2	1.22775
PIGO	0.2555
NRCAM	-2.10171428571429
SLC35E3	0.996375
CSRP2	-0.11875
HYPE	0.98975
MAPK15	-0.0221666666666667
MGC14327	-0.20575
TIMM13	-0.868333333333333
ZNF462	0.44
GBA3	1.2865
TEX13A	-0.1695
MCM6	-1.37055555555556
MTRF1	-0.931375
ABCA7	-0.98725
EIF4A2	-0.555
ZC3H10	1.2403
RPGR	-0.491166666666667
C20orf94	0.95875
RP1L1	-0.0965
GPR125	-0.098625
USP22	-0.114357142857143
OR1L4	0.122
MLZE	2.29225
FLJ32065	0.4795
PTCD1	-0.376
CRTAC1	0.527333333333333
BXDC2	-1.9515
C18orf1	1.3915
FAM107A	0.254785714285714
EFNA3	-0.13075
P18SRP	0.536
CAMKK2	1.06
KIAA0649	-0.57425
NES	-1.88333333333333
HS6ST3	0.70875
PON2	-0.30225
TCP11L2	-0.5045
CLEC4A	1.955
PRR12	0.249
MLXIPL	-1.8874
C2orf50	0.467
ZNF28	0.012
ENC1	0.996666666666667
MAP2K1	-0.459625
FKSG2	0.98225
KIAA0430	0.53675
PTP4A1	-1.35405555555556
GPR156	1.0315
GTF3C6	-0.03975
UBR2	-0.6097
LOC388272	-1.0055
MAK	0.495333333333333
ACOT4	2.81425
STC2	1.278
PIGW	-1.67225
SAE1	-0.76825
COL6A1	2.08927272727273
OAZ1	0.5385
STMN4	0.142166666666667
EDG3	-0.0601666666666667
SGCE	0.968
IL11	-2.24433333333333
PRSS8	2.228625
YIPF5	1.54016666666667
WNT4	1.94825
CSN2	0.140333333333333
TCF7	-2.837375
TDO2	2.69425
SAMD9	0.4048125
S100A7A	1.015
MMRN1	0.930166666666667
GKAP1	-0.50125
AKR1C3	0.170125
RNF19A	1.315
GMDS	0.24525
YKT6	-0.254875
SPARC	3.0987
C12orf31	-0.1265
UBE2V2	-1.19033333333333
FBXL18	0.347333333333333
KIAA0460	0.615
ADAM22	-0.235375
SERPINC1	-4.06025
KCTD21	0.9855
MYOHD1	-2.3455
ZNF37A	-0.0035
GTF3C1	-0.00283333333333334
CTSZ	2.34375
PRNPIP	-0.856
DRD1IP	0.1525
NR1I2	-1.8835
ZNF266	-0.7547
SPAG4L	0.331
COX4NB	-0.5285
SAPS1	0.634
APOA1	-4.07375
TATDN1	-0.923166666666667
C10orf82	2.023
KPNB1	-0.391
FOXO3	0.740916666666667
CRYBB2	-1.2625
ZBTB5	-0.7045
SLC25A38	-0.957
DCTN2	0.473666666666667
IFT20	0.432
CTHRC1	3.36475
C1orf31	-0.30225
UHRF1	-1.578625
GPC6	0.66975
C10orf54	1.1745
MCF2L2	0.105333333333333
WNT9B	0.21975
OLA1	-1.37375
FAM120B	0.7225
TTLL10	0.5095
CYorf15A	-4.79
RELN	-1.8314
SCN2B	2.46408333333333
MFHAS1	-0.0835
NKX3-2	0.2175
RASGRF2	1.475
SSBP1	-1.03416666666667
KPNA6	-0.426
LOC389118	0.2
HS3ST4	-1.1678
SUPT7L	-0.395125
FLJ32658	-1.4565
IGFBPL1	-0.10375
KIAA1641	-1.4533
SHKBP1	-0.0758333333333333
CSF1R	4.89225
NAGK	1.258
MYL2	1.0375
HIST1H4C	-1.02383333333333
TOMM7	-0.25175
ADAMTSL3	3.058
TNFSF14	-0.42275
PRRT2	-1.64225
VTA1	-0.305125
AOAH	3.2505
CRISPLD2	2.28628571428571
PNN	-1.1701
TA-NFKBH	-0.58
ESPN	-0.1005
RBM43	0.7215
KIAA1267	0.71575
DDX3X	0.350388888888889
KIAA1576	-3.3535
PLXDC1	4.55833333333333
FLJ25801	-4.309
HNRNPL	-0.59075
RUNDC3A	0.241333333333333
CASP12	0.785
SH2D5	-1.153875
RPL26L1	0.411
OR51A7	0.176
HDC	1.7775
C2orf16	0.1765
SYTL3	2.385125
GOLGA4	-0.3725625
NOTCH1	-0.525333333333333
ATPAF2	0.38625
ECD	0.4285
SSX5	-1.46616666666667
SNAP91	0.30725
OCA2	-4.57075
PNPO	0.9225
DAPK1	-0.194333333333333
PINX1	-1.27833333333333
SELENBP1	2.066375
NEK3	-0.780666666666667
TMED4	-0.384
SSTR4	0.097
FOSL1	-2.7044
CD40LG	-0.021
CES1	-0.0271666666666667
DCI	-0.402666666666667
B3GAT3	-0.0701666666666667
STK17B	-0.15725
CNTN6	0.9975
CYP3A4	-0.804166666666667
MBOAT2	1.6665
PISD	-0.468125
USP1	-1.05725
PYDC1	2.26433333333333
CENPM	-1.915875
SAR1B	1.90675
TTC7B	-0.404875
DP58	-0.1465
GPC1	1.09775
RBL1	-1.467125
TMEM137	-2.53083333333333
TOB1	1.79775
TCEAL1	0.7445
CENPF	-2.192
C6	0.571166666666667
PRSS1	-3.70875
PPIL6	0.454833333333333
C6orf124	0.4745
ODZ4	2.16916666666667
SNCB	0.187
NDUFB9	0.080625
CNOT6L	0.890333333333333
S100A9	3.47883333333333
TRIM50	0.1665
KCTD1	2.0231
WDR63	0.346
SPEF2	2.125125
RNGTT	-0.552
CXorf22	0.3115
KCNK16	0.3925
CEP250	-1.438625
ATPBD1B	-0.293
KCNJ2	3.66225
MT1B	-1.603
ZNF684	-0.562
SLC4A1	0.23525
PDHA1	-0.58275
ZNF492	-1.01425
TKT	-1.8355
BYSL	-1.761
RNF38	0.06675
AHDC1	0.203
KLHL2	0.704125
CMTM8	0.77125
DMP1	-0.4405
HERPUD2	-0.311875
CRTAM	2.66566666666667
ZNF572	0.16725
TMEM16J	-1.3365
HSD17B2	0.486
UBE2G1	-0.196375
AHSA2	-2.762
PELI2	-0.1015
TPX2	-3.10625
ATP9B	0.759666666666667
DAZAP1	-0.4945
HMGCS2	2.666
C17orf38	0.331
B9D1	0.0605
NKX2-5	-0.668333333333333
KIAA1276	0.707
LILRB2	3.3475
CSTF1	0.247666666666667
BTN2A1	-0.485166666666667
C15orf48	4.66475
IGF2BP3	-4.5015
FAM113B	1.36183333333333
HRG	0.388142857142857
ZNF131	-0.90775
USP47	0.185571428571429
CCDC88B	-0.746375
HCN1	-0.0127
HTN1	-0.786666666666667
SYCP3	-0.1065
C13orf23	-0.2311
PAPOLA	0.3615625
AATK	0.2957
MSH3	1.29116666666667
NDUFAB1	-0.75325
ITLN2	-1.005
BAK1	-0.226666666666667
MRPL45	-0.185333333333333
MTNR1B	0.328
LOC645843	0.178
SPECC1L	0.538875
PGCP	1.52925
SPN	-0.807125
GPR143	2.861
ZNF576	0.204166666666667
TMEM39A	0.5417
ATP5D	-0.474
MAGEB3	-0.904
RPS5	-1.3245
ANP32E	-1.58207142857143
MTMR1	0.0355
YEATS4	-1.3335
SYNGAP1	0.005
PCOLCE	0.654666666666667
MNS1	0.5425
PCYT2	0.0136666666666667
ZNF182	-0.147
LAX1	0.4845
SPPL2B	0.5633
ELOVL5	2.7455
PCDHAC1	0.9715
B4GALNT1	-0.4595
BLOC1S2	0.665375
ZNF673	-0.7446
ARHGAP21	0.3125
IRX5	3.0025
LRFN5	0.00116666666666665
FAM7A1	-0.02975
RAB19	0.6815
GINS1	-2.43575
ITM2B	1.7689
PAPSS2	2.47591666666667
OR5BF1	0.4625
ACSL3	-0.178875
KIAA1919	-1.018
GLT8D2	3.656375
UTRN	1.02535714285714
CNN1	2.8215
HISPPD2A	0.065
SDAD1	0.54325
SIGLEC9	1.0175
RPL35	-0.930571428571429
C22orf26	0.5415
IMPDH2	-1.20675
WDR69	-0.95975
SEC14L5	-0.782666666666667
CLTA	-0.1305
RP11-529I10.4	0.5255
GPR37L1	0.118666666666667
OGDH	-0.295916666666667
ASB13	0.501833333333333
ZFP14	-0.26675
ZCRB1	0.3775
KPNA3	1.0095
HSPA1L	1.423
RHOC	1.180375
LOC554175	0.19175
PPP3CA	0.8535
SLC1A7	-0.6041
ZNF529	-0.716333333333333
RBED1	0.92925
DDB2	-1.79225
FLJ11286	0.545166666666667
SPATA1	0.329
MKNK1	0.052
DYSF	1.49566666666667
ALKBH2	-0.36575
NKD1	-2.4195
C1orf174	-0.60825
PLEKHO1	0.3735
ASB10	-0.0485
RING1	0.0196666666666667
NPC2	0.735375
AVPR1B	0.1695
YTHDF1	0.277916666666667
LMAN1L	0.411
GSG2	-2.6485
CEP170	-0.2249
RPS4Y2	-6.02025
MSH6	-0.5745
HECTD2	0.202333333333333
ZNF556	-2.75133333333333
PLEKHC1	0.3289
AIRE	0.207666666666667
BCL2L10	1.37975
LMOD3	0.189
ZBTB8	0.0607
FOXA2	-3.2147
SLCO2A1	2.5015
C3orf46	-0.573
PRDM16	0.158333333333333
TMEM98	1.4355
FRMD5	-1.344
PDE6C	0.5975
C1orf216	0.534166666666667
EP400	-0.187428571428571
PTK2	-0.222916666666667
RNF217	0.80075
NDUFA8	-0.345
ZFAT1	0.33825
LAMP3	1.31233333333333
GLTSCR2	0.1645
NPW	-1.413
LLGL2	0.2429
PPM1K	-1.03683333333333
C20orf177	-0.1485
KIR2DL4	0.3546
NFKB2	0.2015
C21orf122	-0.052
HESX1	-1.57475
GPR114	0.428333333333333
SLC25A35	-0.695333333333333
GNAT1	-0.15675
ORAI3	-0.142
FAM76B	-0.4875
TMEM99	1.266
TRIM29	0.6103
CDS1	2.98275
RHEB	-0.5128
C4orf27	-0.103166666666667
RAB3A	-0.50975
OTUD6B	-0.817
GPD1	-0.4555
CDH15	0.571333333333333
NPM1	-0.546142857142857
TMEM117	0.538
PRPS2	0.0258333333333334
GCK	-0.362
ADRA2A	5.45183333333333
TSPYL4	0.398833333333333
TASP1	-0.432
WDR19	0.570916666666667
C10orf38	-0.753
PDE4C	-0.6935
FYB	0.441416666666667
C1orf55	0.385833333333333
PPFIA3	-1.63625
RAD18	-0.7465
C12orf44	-0.0296666666666667
CRYBA4	-0.8125
HVCN1	1.291
TAF10	-0.0298333333333333
C16orf48	-0.951333333333333
DEPDC5	0.7445
LTBP1	-0.275
MAPRE1	-0.6165
FGF8	-0.206
C3orf52	1.3805
SENP7	-0.1855
LRRK2	1.4255
RUNDC2A	0.561833333333333
KIAA0355	0.451666666666667
CPEB1	-1.2875
PPEF2	0.00900000000000001
ABI2	-0.258833333333333
KIAA0317	-0.193125
ATF1	-0.3295
DYNC1H1	0.471125
DIP	0.41325
TMEM33	0.731333333333334
POLDIP3	0.0985
C7orf24	0.639
GPR171	2.3215
CDC6	-2.93416666666667
PLD1	-0.6675
ITFG2	0.00889999999999996
NDUFC1	1.03425
AKNA	-0.732
NBR1	0.58425
PKHD1	1.72725
HPS4	-0.5755
MAFA	1.01125
ULBP3	-0.38
DIRC1	0.0115
IMMT	-0.442125
C22orf13	0.0658333333333333
CEL	-0.103
MARK3	-0.31725
ADAMTS2	1.48625
ARPC3	0.3185
TMEM10	0.196125
NPHS1	-0.0625
BRD8	-0.0523333333333333
WDR12	-1.9265
IDI2	-0.051125
HOXD13	-1.4235
OR8G2	-0.96725
SLAIN1	-0.315
GABRQ	-0.06275
NR2C2	-0.38925
NKTR	-1.1545
TLE2	0.486
KIAA0892	-0.241333333333333
AURKA	-2.626
GPRC5C	0.924
TBC1D9B	1.00675
PNPLA6	-0.129166666666667
AP3B1	0.7705
NAG	0.435
C11orf68	-0.28025
AKR7A3	0.70975
AHCYL1	0.383083333333333
COP1	0.675
RPP14	-1.09591666666667
PCDHB18	0.5895
CDH24	1.294
KRT17	-0.0196
LACTB2	-0.87925
DDX24	0.5126
PHACTR1	-2.3365
SLC35E2	0.7945
LOXL1	2.27925
IQSEC2	0.803625
RGSL1	0.5905
PCDHGC5	0.131
MEGF10	-0.17275
PRRX1	2.04366666666667
ASTE1	0.991166666666667
C6orf159	-0.8915
MYOD1	1.16225
GAA	1.521
ZNF747	0.25975
KLRC1	-1.157625
IL1RL2	0.153
GDF9	1.0295
GPR119	0.3435
TRAF2	-0.782
HCK	3.35966666666667
BMP6	-3.11375
IL8RA	0.2795
FLJ35848	-0.56925
EFHA1	0.57525
CDSN	1.3885
C14orf54	-0.215666666666667
LSM3	-0.469125
ZFP41	0.0925
C9orf126	-1.51633333333333
VIT	-1.9055
SPCS3	-1.108
DEF8	-1.0773
CHAF1A	-1.89483333333333
C1orf165	-0.143166666666667
ZFPM2	2.34433333333333
FTH1	0.88925
SLC35F1	-1.17125
YWHAH	0.90275
C17orf66	0.0663333333333333
ADRB1	-0.145333333333333
FOXL1	-0.3475
RG9MTD3	-1.074
UMPS	0.353125
MGC13008	0.6045
KIAA1161	-0.0265
CCDC77	-2.476
C12orf65	-0.9204
COG4	-0.797833333333333
RCP9	0.70525
RP4-692D3.1	2.66783333333333
CDC2L5	0.29525
MGC7036	0.325666666666667
DNAJC11	-0.757
GDF2	-0.235166666666667
TIMM17A	0.106
HNRNPA0	-0.3211
OR2H1	0.293
PCBP1	0.0995
COL23A1	-1.328
LRRC2	0.0642142857142858
NSD1	0.892857142857143
FLJ37078	0.103125
WDR91	-0.285833333333333
TMEM179	-0.233
DSCR10	0.397
CNDP2	0.3739
FYN	-0.4715
BEX2	-0.214333333333333
KCND3	0.47575
YPEL5	1.362875
LRRC42	-0.781166666666667
C17orf45	-0.87625
ZNF649	0.6462
LOC150763	2.538375
COL5A2	4.188
CNGA2	0.4745
ELA2B	-0.497333333333333
RAB9B	0.59125
FAM100A	-0.169
NAIP	0.8645
MYOZ2	-0.496625
SPATA12	-0.8555
XRCC4	-0.213
CYB561	2.001
CHST10	0.5645
BAI1	-0.910333333333333
BRSK1	-0.606
C17orf89	0.525
PDE6H	-0.906
FLJ20309	0.3177
MAP7	0.67525
SCN4B	1.74625
SPAG9	-0.63175
SERTAD1	0.567166666666667
FLJ21963	0.66225
ANTXR1	1.8362
TMPRSS13	2.58266666666667
ETV7	3.12366666666667
DGAT1	0.476833333333333
NKIRAS1	0.562666666666667
TAC3	-2.909
CORO1C	-0.352166666666667
RAD54B	-1.38425
HRASLS3	1.51366666666667
C21orf42	0.0895
BARD1	-1.2235
ZNF177	0.7865
MIP	0.115
ZNF442	0.5985
F2	-4.0348
GRIA1	0.065125
GALNTL2	2.417
WNT5A	-0.6411
LENG9	0.1275
hCG_25371	-1.7505
FOXR1	0.2235
TRA@	0.9776
PWWP2	1.106
C1QTNF7	2.35983333333333
SLC7A4	2.5265
C4orf7	4.1895
C17orf80	0.291333333333333
KLK4	1.669
IL31	0.106
TMEM176A	3.81825
CTNNB1	0.55275
BHLHB2	1.27
TMEM185B	0.794666666666667
ARD1B	-0.856
C1orf93	-0.0455
BRUNOL4	-0.3525
LOC541469	0.674833333333333
UPK2	-0.01775
GAS8	-0.342166666666667
PATE	-0.0385
IMPACT	1.27575
WNK4	-0.292
HNRPLL	-0.661375
GAD2	-0.10275
ITGA6	-0.8275
BMP15	0.487666666666667
CYP2A7	5.42525
RIC8A	0.451375
CCND1	0.0633333333333333
USP35	0.323
DSCR2	-1.755
CCL4	4.07733333333333
ZCCHC10	0.418
NOL11	-0.36425
TRPM2	2.376
PSMD2	-0.602454545454545
CHTF18	-2.46475
USP18	0.929625
RRAS	0.279625
LAMC3	-0.43725
TOX	-2.5925
PCDH15	0.406
GABRG3	-1.55725
NUDCD2	0.1955
SGCZ	0.1105
KCTD17	0.1718
SPSB2	-0.492
TPPP3	1.36633333333333
CILP2	2.1235
CALB2	1.8655
CEBPZ	-0.524666666666667
ZNF479	-0.53425
FMOD	5.49983333333333
C21orf66	-1.24592857142857
CLN6	-0.862833333333333
ANAPC1	-0.797625
SH2D3C	1.21375
PTPN14	0.6062
TRIM42	0.0595
APTX	-0.319
SNRPG	-0.622666666666667
BMS1	-0.7565
MAGEA3	-4.6695
NFATC3	-1.17958333333333
LRRC45	0.628166666666667
ARS2	-0.362571428571429
LRIG1	1.38216666666667
EPSTI1	1.13516666666667
PRSS27	-0.325
ERC2	-0.44425
PRKACB	1.69442857142857
PRDM13	-3.3415
HCG27	-1.50325
KLK12	3.401
HSD17B7	0.321333333333333
ZNF354A	0.82525
PCDH11X	-0.4235
DMGDH	0.4645
PCBD2	0.0143333333333333
TMC6	-0.447125
RIMS1	0.164875
SF3B2	-0.292
RCN1	-0.257833333333333
CPB1	1.967
BCAR3	0.13325
FCRLB	0.369375
PAK1IP1	-0.94675
OR10H1	-0.0515
KIF9	0.4534
PITPNM2	-0.809625
L3MBTL4	0.362
TGFB1	-0.454
ZXDC	0.472
SLC6A16	-1.02425
SRrp35	-0.08075
LRRC8E	1.50175
PPIAL4	-0.958333333333333
EOMES	1.2685
PAX2	0.2535
SCARF2	1.048125
PSEN2	1.68508333333333
PCDHB13	0.35725
C10orf28	-0.302375
DHRS7B	0.568857142857143
C1orf131	-0.35575
ASB1	-0.5202
ZNF223	0.1945
LCMT2	0.61125
MEP1A	-0.62025
TMEM53	0.206
RSPH3	1.597
C10orf33	-1.524
LOC644285	-0.1635
PTPN9	0.24
ABCA12	1.59275
CCDC37	-1.0515
RUNDC1	1.7349
YES1	-0.319333333333333
FAM120AOS	0.4785
OR5M3	-0.087
PPP1R3F	0.09675
IL13	0.0491
MDFI	-0.61
PRNT	0.319
ZDBF2	-0.2315
OR10C1	0.117833333333333
CLIC1	-0.2265
LILRA5	0.284
CSAG1	-3.76733333333333
TREML2	-0.249333333333333
FAM125A	0.0205
ZNF74	-0.747
FAM104A	0.104375
LRRC39	-0.91
SAMD5	-0.2145
HYAL2	-0.09425
HIST2H2AC	-0.57975
IGFBP5	2.68713043478261
NRTN	-1.81283333333333
KIAA0556	0.2771
FAM29A	-2.16272222222222
JMJD2A	0.7485
EPHB1	0.86575
POLD4	0.7215
ANAPC10	-0.63925
LRRC36	-0.353
MEGF6	-0.042625
LPHN3	1.6775
BMP10	0.00850000000000001
C21orf55	0.8205
CREM	-0.591
PTGER4	0.271333333333333
METAP1	-0.754625
KCNQ1	2.1035
NR2F2	0.672875
SSFA2	-0.941583333333333
CTTNBP2	-1.84225
BCL2A1	-1.401375
ZBTB24	-0.676
SLCO6A1	-0.8785
PRDM1	0.7667
OR7D2	-0.284333333333333
CCDC47	0.8796
LOC646982	-0.156
SLC26A6	-1.81183333333333
BIN1	0.1023
SRRM1	-0.152357142857143
PCSK1N	0.50175
ALS2	-0.4251
ECT2	-1.04015789473684
CACNA2D2	-0.452875
DOCK6	-0.615
C10orf119	-0.24925
FATE1	1.53625
DUSP23	2.259
TRIP6	0.0792142857142857
NUP35	-1.14825
CDH3	1.118
KLHDC8A	0.78575
C9orf116	0.804125
EI24	0.3385
CENTD1	1.36366666666667
RWDD2B	-0.171166666666667
DOCK1	0.9235
NPAS2	-0.388375
NR3C2	2.5885
FAM63A	0.643166666666667
INPP5F	-0.132
FAM111A	-0.4707
MYBL1	-2.0615
IQGAP3	-0.955833333333333
CRADD	-0.178833333333333
DUSP12	-0.7145
PDZK1IP1	3.69175
VASH2	0.022
CTR9	0.1865
VIL1	-4.7175
OR8U1	0.718
CCDC107	0.212
PTTG1IP	0.45075
OR4X2	0.24375
COL9A1	-1.684
PSMD9	-0.3215
ZFP62	0.881
TIP39	0.3095
PARP15	-0.284
TTC19	-0.00824999999999999
C1orf114	-0.479666666666667
GFPT1	0.333
SLC27A6	-1.4525
MRPS10	-1.1777
CALML5	2.73033333333333
TRPM7	-0.552625
CGNL1	2.697875
CECR1	0.4775
SERPINB8	0.143333333333333
TMEM102	0.90225
PDIA2	-3.68475
NUCKS1	-0.276666666666667
HOTAIR	1.4005
EBI3	0.136
