Hybridization REF	TCGA-A2-A0YG-01A-21R-A109-07
TPD52L2	-0.816
UNC5B	1.3415
C12orf12	0.181
SDHB	-0.24475
CLRN1	0.303125
NUDT10	-0.361333333333333
UGT3A1	-0.09075
FBXW8	0.980125
RHOF	-0.99125
PTPLAD1	0.608875
MYO3B	-0.38475
DERA	-0.5195
TPP2	-0.45475
C19orf53	0.3445
GINS3	0.09125
ST6GALNAC5	0.171
CHSY1	0.1135
MGC15705	-0.114
GPR83	0.410333333333333
EXT2	-0.694
DOLK	0.93525
TUBAL3	0.166
ACVRL1	1.7172
ABL2	-0.587666666666667
C14orf156	-0.455
PTPRZ1	1.472375
DIP2C	0.2395
LAMP1	1.31625
RXRA	0.8436
MAP3K5	0.25075
ALKBH1	0.282166666666667
PDLIM7	-0.0115
ARL14	-2.1005
SNIP1	-0.196333333333333
TIMP3	1.681
RGS3	0.342833333333333
SPAG16	-1.6729
ABHD4	0.626
ARHGEF12	0.83525
GLUD2	-0.882
RAC2	-1.3802
UAP1L1	-1.4435
SLC18A3	0.16
YOD1	-2.09066666666667
RALY	0.43275
HMOX2	0.355
DGKH	1.2375
DBNDD2	-0.328
YIPF4	0.576625
THAP10	-0.08575
ZNF513	0.81675
HAGHL	-1.14533333333333
ITGB4	0.483
CCDC141	-1.2765
YTHDF3	1.103
C5orf28	0.861
RPL7L1	-0.443125
TMEM30B	1.1645
ANKRD35	0.6285
DUOXA2	-0.27725
TBC1D5	0.0395
DFNB59	-1.0095
HRH4	0.19375
MYO6	2.298
DNAJA4	2.760875
RBM24	-0.908875
CEACAM20	-0.72025
RBM23	0.152642857142857
NGFB	0.311
C1orf63	-0.9394
KRTAP7-1	0.338
PERLD1	4.39575
NPB	-0.1885
C17orf59	0.6927
HSPBAP1	0.2375
SLC15A4	-0.091125
PRTFDC1	-1.8795
OSMR	-0.263357142857143
CYSLTR2	-1.0915
C19orf25	-0.0687
KIAA1797	-0.1375
NLRP6	-0.1895
FAM105B	0.9776
SCRN2	-1.53183333333333
LRRC58	-0.3166
RNF17	0.369714285714286
NEIL3	-1.723
FAM137A	-0.05275
SKP2	-2.578
PARVA	0.664416666666667
PKLR	-1.6335
RNF34	0.657375
A3GALT2	0.11775
C12orf50	0.207333333333333
SUNC1	-1.6855
FAM102B	-0.606166666666667
CCT2	0.04175
LRRC37A2	-1.2695
ARF4	0.733
SIKE	-0.458375
C8orf48	-0.672833333333333
MBTPS1	-0.016
GPSN2	-0.414
NCF2	1.88325
SLC12A6	0.281333333333333
MRPL48	-0.37425
HMGN3	0.388666666666667
LRRC62	-0.922
PAX9	0.53975
FAM55A	0.697
C20orf42	-2.81016666666667
SCML2	-2.03916666666667
BCL9	0.88025
FAM40A	-0.57325
C9orf41	0.325333333333333
ZNF774	0.0265
LETM1	0.1245
PLXNB1	0.379166666666667
NIPSNAP1	0.125875
USP10	-0.251
F9	0.48975
LIPE	1.604
CNGB3	-0.106
C12orf52	0.08725
PI4K2A	-0.079
MED8	-0.07775
STAT4	0.3812
FGD4	0.0948333333333333
RNF145	-2.13966666666667
WDR32	-0.2476
CLDN2	0.064
TCEAL8	1.086
ZMYND8	-0.4457
PDXK	-0.3420625
GATAD2A	0.1545
PTGES3	-0.413
CCM2	0.069
TAP1	1.093875
ZNF670	-0.7
ETS2	-0.896
C6orf166	0.244833333333333
PRMT2	0.633928571428572
OR4B1	0.2645
INTS8	0.0645
CCDC102A	-0.26375
CCDC83	-0.611666666666667
ITGA1	-0.0711
EPHA5	-1.6289
FAM24B	-0.7155
TSGA10	1.8485
HAL	-1.89733333333333
MYOT	0.149
SPACA3	0.263
BCL2L2	-0.516166666666667
CUGBP2	-0.905166666666667
CCNB3	-0.3865
RNF113B	0.3635
MERTK	-0.28175
BAG1	-0.34975
VPS36	0.6825
ORMDL3	3.0977
C1orf190	-0.519
ZNF625	0.01
CORO2B	-1.99575
ALOX15	2.591
CST1	1.5055
NUPR1	3.01066666666667
CCL7	0.91325
SMCR5	-2.6345
DSC2	1.946
RBMS2	0.20175
GRIK4	0.9755
TRIM65	-0.5378
TMPRSS6	0.971428571428571
TP53INP2	1.08075
GLB1L	0.5695
LOC388284	-0.545666666666667
PUS1	-0.351714285714286
BCL9L	0.294
OLFM1	0.582083333333333
RET	3.289875
MASTL	0.0593333333333333
ALX3	0.30275
IL1RL1	0.0406666666666667
ZNF765	-0.2526
C14orf138	-0.8355
SNX10	-0.912
TAC4	0.05
C1orf64	-0.503
POGK	0.813375
MAPK9	1.8755
ZNF366	2.89
C8orf79	0.1911
CLDN7	2.599875
OR5AT1	0.203
TRIM37	-2.0245
LRRC25	1.51425
GRHL2	3.0732
TEKT3	-0.40225
LASS5	-0.0403333333333334
ABCC4	-1.03941666666667
DLG3	1.889125
VGLL1	0.435125
ZFP36L2	-0.565833333333333
MFRP	-0.157666666666667
KIAA1799	0.014
FLJ44379	1.5705
PCNX	-0.51525
ANXA9	3.8105
CYP4V2	1.2973
PIK3C2A	-0.5135
SRR	-1.2695
NOL3	1.6365
IFITM2	0.689
ARNTL2	-2.4485
ZNF595	1.12925
NLRP13	0.352
ASPH	-1.663125
CPA2	0.387
PVRIG	-1.44883333333333
LEPR	-1.06783333333333
C16orf42	0.4645
SH3BGRL	2.14275
FAM77D	-1.04883333333333
FNDC7	0.1555
C9orf6	0.538166666666667
NOTCH2NL	0.382833333333333
PGBD1	-1.77416666666667
SYNGR2	2.10583333333333
PITPNA	0.2768125
PRPF4B	-0.2896
SLC43A3	-2.50135714285714
NRBP1	0.6405
SLC25A22	-0.2415
ILK	-0.425875
SLC22A8	0.550166666666667
MRPS7	-0.00437500000000001
PITX2	-2.92175
FABP3	-0.963375
OR1L1	0.0015
LOC728215	0.931375
BLID	-2.1885
KIAA1217	2.34717647058823
TFPT	-0.00875
AP4B1	-0.996
VBP1	-0.8075
OR1K1	0.481
MORC3	0.27875
BHMT2	-0.405666666666667
C3orf10	0.706625
FZD7	0.722833333333333
WFDC10A	0.458
PMS2CL	-0.271625
CCDC32	0.752333333333333
FA2H	-1.754
ALG13	-0.579
TTLL7	0.7102
SPOCK3	0.42775
SLC13A2	0.74
AIM1	0.724
GPRC6A	-0.3715
EGR2	2.95
MED11	0.09875
WWC1	1.78425
SH3GL3	-3.8255
RIF1	-0.387857142857143
PRLH	0.1235
VLDLR	-0.826
DBT	-0.389375
C21orf63	-0.6855
CGGBP1	-0.2965
KRTAP12-2	-0.1365
TADA3L	-0.324625
ZBTB16	0.93
PDGFB	1.356125
RFX1	0.62975
UQCRB	0.2414
LOC133874	0.143
HPS3	-1.631
LGALS3BP	1.9314
DKFZP564O0823	1.393
MRFAP1L1	0.63125
HOXA10	-0.552
NGB	0.114
KIF21A	-0.0783846153846154
IFLTD1	-0.004
LZTS1	-0.8655
ARHGEF3	1.24625
RHBDL3	2.974
CSNK1G2	-0.714333333333333
ChGn	-0.282625
KIAA1244	3.49416666666667
GABRB2	1.3445
MGC72080	0.8345
CD27	2.7925
EGLN1	-2.184
PEX13	1.4695
RWDD3	-0.85275
RNF12	0.0428333333333333
GRIN2B	-0.0175
ADAMTS14	-0.4065
DYDC2	-1.09666666666667
ATP6AP1	1.1052
NR1H2	-0.258666666666667
PDK2	-1.446
C3orf17	-0.327333333333333
SLC38A2	-0.665428571428571
SLC25A29	-0.396333333333333
C15orf29	-0.055
ADAM9	-0.678333333333333
TMUB2	-0.358375
GPR176	-0.48875
AGK	0.0945
MCCD1	0.3155
NDUFA4	0.5195
TMEM146	0.00725000000000001
DUSP1	0.57325
UNQ6975	0.65
EMX2OS	3.11025
INSM2	-0.51925
LUZP4	-0.11975
SETD6	-0.01425
P2RY2	3.31675
SLC45A2	-1.536
RABGAP1	0.5305
UBXD5	0.070875
GPRC5A	-0.112
PAK3	0.741166666666667
LOC63920	-0.51425
TGFBR1	0.5171
KRTAP6-3	0.42425
SFMBT2	-0.4745
CDC42	0.5120625
C11orf35	-0.066
TTLL2	-0.15725
UACA	-0.131
CD97	-2.2812
SETD5	-0.107
NINJ2	-0.87075
PTER	1.4435
POMGNT1	0.2265
KRTAP4-2	0.5795
ECGF1	2.12875
HRB	0.307272727272727
ATP1B2	-0.2262
LOC400506	1.05275
COL4A3BP	0.53825
C6orf97	1.007
GRHPR	-0.054
TAS2R1	1.1835
SEMA7A	-0.33675
EDF1	0.38725
ODF2L	0.3597
PCID2	-0.522166666666667
GTF2H4	-0.336333333333333
ZCCHC3	-0.50275
CGB2	0.303833333333333
NEUROD1	0.51525
C20orf75	-0.076
RP5-1054A22.3	1.53666666666667
IFNA5	0.3135
ZNF134	0.6535
MGC119295	-0.8869
ZSWIM6	0.0166249999999999
SMEK1	-0.0566666666666667
PCGF2	0.172375
C1orf102	1.42925
CYP2A13	0.37
KCNH6	-0.9229
MDM1	0.5221
ALDH7A1	0.596833333333333
C9orf75	1.33225
VDAC3	-0.3225
OR51T1	0.5135
EIF3F	-1.04683333333333
KCNJ10	-0.31025
LENG8	0.32125
EDEM2	-0.00325
CCNJL	-1.73183333333333
DHX37	-0.3445
CRYGN	0.4025
AATF	-0.57175
ZNF630	1.235
E2F5	0.05
WFDC13	1.7405
FTSJ3	-0.988
C4orf33	1.194
LHFPL4	-2.84125
C19orf56	0.403166666666667
SMAD4	-0.232375
AFM	0.221833333333333
G0S2	-1.03375
FCHSD2	-0.5626
RRP1B	-0.5995
EEF1B2	-0.705
STAT6	0.531666666666667
ZNF195	-0.7165
GNL1	-1.3275
ZNRF2	1.3945
PER3	-0.600375
ASB16	0.12675
C10orf10	0.681428571428571
ADCY8	-2.97216666666667
C9orf58	1.09766666666667
ARMC10	0.571
PSG1	-1.0035
DHX34	-0.163
VARS2	-0.246375
NFIC	0.26225
ITPR2	-0.18925
AGXT2	0.553833333333333
OR6K3	0.3215
H2AFZ	0.2595
MLLT3	0.0871666666666667
COX4I2	1.6735
CCNT2	0.129375
PLK4	-0.977625
NUMBL	-0.369
MED16	-0.39325
PLEKHQ1	0.21525
GOSR1	0.574444444444444
BTG4	2.344
RPL30	0.294333333333333
IGSF5	2.725
IGFL2	1.85533333333333
ELMOD2	2.31333333333333
SHC3	-1.0785
HAVCR1	-0.1925
DYNC2H1	-1.1355
RNF5	-0.00183333333333333
C2orf7	0.348
NLF1	0.741
KLHL25	0.777
LRP10	0.8937
KRI1	-0.7505
PUS7L	-0.139
MGMT	1.0005
HOXD1	-0.345333333333333
CSH1	0.344
ATG16L2	-1.86825
FLJ44635	-0.019
CHODL	-0.31575
EXOSC8	-0.9455
SLC28A1	-0.25675
MYO7B	-0.678333333333333
SEH1L	-0.4135
MTNR1A	0.312833333333333
TSPAN5	-0.293333333333333
CDC45L	-2.194
AMIGO1	0.612
ATAD3A	-0.912625
OSGIN2	1.25933333333333
PDIK1L	1.296
DARC	1.807125
PIPSL	1.649
SHMT1	-0.3895
CRISP3	0.444
POPDC2	1.75166666666667
ZRANB2	-0.7145
FBXL8	0.701
TRIP13	-0.560454545454545
EIF5AL1	-1.358
POU5F1P3	-5.00216666666667
IL6	-2.3575
CXorf38	-0.034
IFNA16	0.039
FBXL2	1.086
BRD1	-0.01875
STATH	0.28875
FBXO44	0.396166666666667
MCCC2	1.55
CDC2	-1.3579
C5orf23	-1.7815
IVD	-0.523
C10orf122	-0.8645
MSL3L1	-0.1647
MVP	0.45175
EPOR	-1.412
ZMYM1	-0.1775
BCL7C	0.154666666666667
PSTPIP2	-0.5025
LYPD1	-1.267625
OR8G5	0.021
ZP3	0.148666666666667
BCAS4	1.50166666666667
EDG6	1.2275
ISY1	0.09775
PRAMEF2	-1.06775
CUL1	0.07725
RNF213	-0.00900000000000001
CCRK	1.5385
DHX9	0.14725
C13orf29	1.03575
NCKAP1	0.267333333333333
MRPL43	0.184357142857143
XPR1	1.09175
PKN2	-0.0224
PODNL1	0.7285
ZNF333	0.2355
DALRD3	1.1835
OPN1SW	0.1255
BTBD6	1.33425
C11orf82	-0.825
OR5P3	0.2575
DUSP11	-0.18975
L1CAM	-1.0594
NEK11	2.2165
OR7E91P	1.664
CNTN3	0.779
CREB3L2	-0.77825
ZBTB37	0.984
KIAA1324L	-0.3555
NDUFB10	0.192
NUDT2	-0.59025
GTPBP8	-0.352
CACNA1D	0.885125
PRKAA2	-1.65916666666667
PRDM8	0.1625
MGC16075	-0.469333333333333
KRT14	0.289928571428571
PP8961	0.505
MRPL18	0.4635
ABCG2	-2.95125
PACRG	1.3535
BBS2	0.354
KREMEN2	-1.4965
FBXO21	1.09325
HNRPUL1	0.0924166666666666
GRB10	0.43175
CLSTN1	1.168125
LMAN2	0.5485
C17orf61	-0.321
NIPSNAP3A	0.48325
INSIG2	-0.776666666666667
PCDHB7	0.791333333333333
STXBP2	0.697375
CMAH	1.10141666666667
SEMA5B	-0.277
ZNF155	0.243333333333333
COQ6	0.152833333333333
PRPF4	-0.14675
TSPAN15	3.0169
VN1R5	0.3635
LATS2	-0.746
SELK	0.12625
PGK2	0.34775
MS4A1	-0.834625
TYW3	-1.6534
KRTAP5-1	0.6935
RCCD1	-0.636333333333333
BTN1A1	0.76975
DDX28	0.5455
TMEM65	0.8755
LOC92345	0.16425
TTC31	-0.4975
WDR46	-0.566333333333333
CHP2	0.723
LSP1	-0.168875
ZNF542	0.2755
EXOSC1	-0.203
ARHGAP18	-0.384
LRRTM4	-0.718875
MAOB	0.665
CACNB4	-0.97125
MGC33846	0.143375
RANBP3L	1.180625
ATP5L	-0.439
ONECUT1	-3.0115
NUDT9	0.6065
TMEM149	0.073
STX17	1.70375
IGSF10	-3.8645
TMPRSS9	0.411
BMPR2	0.885083333333333
ALLC	-0.3625
KLF7	0.871
GCC1	1.2919
TIMM9	-0.549
CDO1	-0.7325
MGC10701	-1.48166666666667
IFI6	1.50816666666667
FRMD8	0.5805
MGAT2	-0.482
WBP5	-1.88566666666667
CNIH2	0.83
KIAA0907	-0.3285
KCNH8	0.0325
CTSG	-1.89475
GRIK1	-0.297833333333333
CUL5	0.18725
FRMD1	0.185
OR9A4	0.6795
SYT6	-1.35225
FOXD4L2	0.664
ANAPC2	0.157166666666667
OPN5	0.085
TAF13	-0.06
LYG2	-0.4725
GGNBP1	-0.1205
C11orf40	0.551
OTX2	-1.2225
REG4	-0.649333333333333
EIF5	0.2259375
PALB2	-0.531
SEPSECS	0.2128
RNASE3	0.07475
TRIM49	-1.6645
POLR2K	1.2842
GPR42	0.334
C8B	-2.193
SASS6	-1.043
PREB	-0.56
OR3A3	0.2625
TUBA8	0.48325
IGLV2-14	-0.773
STIL	-1.48925
ANKFN1	0.0425
NME7	-0.50825
HOXC12	2.89525
UBE2C	-0.500125
FHOD1	0.675625
CDK2AP1	0.391333333333333
OR6K2	0.053
DHPS	0.43875
RPL5	-0.9915
TRGV5	0.53
LOC541472	-0.15375
HCCS	-0.3553
DENND1B	2.122
LHX3	0.248
OR5D16	0.482
CXorf57	-2.30833333333333
IRF2BP1	0.595
NDST2	0.177
LCE3D	0.18
BOLL	0.40875
SYT3	1.319
PIH1D2	0.4935
C20orf7	0.132666666666667
IL1R2	0.00333333333333333
SLAMF9	-0.129
PPME1	0.0005
PIK3CA	-0.03275
TRAPPC1	0.118875
COLEC10	-0.8275
SLC9A6	-2.07916666666667
PDDC1	-1.44991666666667
CCDC53	0.778
GK3P	-0.91475
DAZL	-1.21275
BRI3	-0.30375
SDK1	0.576625
CYP2C18	0.2075
IFI44L	3.179125
RPL3L	0.137
FUT9	1.3575
KIFC2	0.270333333333333
PMP2	-0.315375
SLC4A9	-0.5725
PLAG1	-2.17916666666667
MYCBP2	-0.0545
OR4E2	0.1855
CCDC65	0.80725
C16orf82	0.137875
ENTPD4	0.349125
BRP44L	0.68575
PMP22CD	0.48775
TMCO4	0.746833333333333
KCNN1	-0.6785
WDR35	0.0685
CCDC80	0.841125
C3orf31	-0.62575
SLC7A9	-1.38825
TMEM190	-1.16275
DBC1	-1.16083333333333
FADS3	-0.5805
PDZD8	-0.0805
GRM5	0.345
AZGP1	3.9377
PEX3	-0.034
MED1	3.53671428571429
ATG4C	-1.2635
HNRPH3	-1.067875
FAM109B	2.27225
C4orf17	0.06
CA10	1.28875
OPRD1	0.4885
CCL16	-1.52575
SACM1L	-1.212
CST6	1.951
CD63	0.746
LGI1	-1.4315
ZNF784	0.37775
CRYBB1	-0.7745
CX3CL1	0.33635
TOP2A	-1.833625
GYPB	-3.4555
GADD45GIP1	-0.09425
FEN1	-1.0465
IGF1R	0.4589375
WDR72	-3.0358
PURG	-1.26516666666667
DEFB126	0.60325
PKD1L1	0.3285
CAV1	-2.8955
GNPDA2	0.9564
DGAT2	0.9395
NLGN1	-4.37525
STRBP	0.59275
HPRT1	-0.6335
FANCI	-1.046875
PSMA7	1.017375
DBF4B	-1.113
TTF1	0.1515
RAD54L	-2.318
ELOF1	-0.00825
PLAGL2	-0.437625
ZNF256	0.967
HMGCL	-0.78175
MSI2	-0.2225
RPESP	0.128
C11orf60	-0.1845
ABCD1	0.363
ACAA1	0.568
SPARCL1	4.61435714285714
IL6ST	-0.2795
ZNF319	0.10625
TMEM109	-0.1146
FAM90A1	-1.2365
IL22RA1	-1.361
ATP4B	0.3305
TEC	-0.699333333333333
C7orf30	-0.43925
TXNDC2	-0.574333333333333
ABCB4	0.3785
KIAA1191	0.481875
C9orf38	0.22
SFTPB	0.31375
CNTNAP2	2.84225
FRK	3.7115
TBX19	-0.386
CHD4	-0.0535
C6orf26	-2.3425
MOSC2	0.82975
IKBKE	1.4355
HIF1A	-1.56883333333333
LOC595101	-0.742
RELA	0.328666666666667
TMEM16B	0.0798333333333333
ABHD12B	-3.1895
TSEN34	0.38925
KIF18A	-1.56275
TXNDC9	0.486666666666667
SPATA2L	0.05
SEMA4G	-1.1805
C21orf91	-0.06775
MATN1	-0.162
KCNIP4	-0.0528333333333333
TUSC1	1.161125
OR4C15	0.31275
ARMCX6	0.507166666666667
WBSCR27	0.1045
OR52I2	0.2775
KIAA1604	-0.85625
DYNC1I1	-0.4005
PPP4C	0.135
SLC47A2	-1.98733333333333
TREH	0.17575
CD48	1.292
ST14	1.78616666666667
PKN1	-1.52375
SPON2	1.45275
XBP1	2.1425
SFRS12	0.292
EFCAB6	2.217
SELT	0.4065
SLC39A2	2.1055
ERF	-0.756833333333333
ARL3	-0.2075
SURF6	-0.2195
MLLT10	-0.318285714285714
FLJ11171	1.29316666666667
TDGF1	-4.61366666666667
ERCC6	-0.09275
EIF2AK4	0.193625
BAZ1A	0.242
LRRN3	-0.225333333333333
TMC3	-0.0135
EFTUD1	-0.333
PTPRO	1.54133333333333
CLEC12A	0.578875
ACBD4	-0.476875
ZDHHC14	-0.22525
OTUD7B	0.40175
ACTB	0.6998125
MSRA	0.440125
LCE5A	0.823
IFI35	0.36675
BSCL2	0.5685
ANKRD12	-0.370083333333333
CFHR2	0.3555
RGAG1	-0.2255
HSFY1	0.1895
SLC30A5	0.304916666666667
IMPG1	0.1205
GPR109A	0.8075
ZNF185	0.387
IYD	4.455
NPCDR1	-0.1645
SERPINA13	0.1615
HMGCLL1	-2.00975
NEUROG1	0.705833333333333
UBQLN1	1.2511875
LIN37	-0.186
SOCS2	-3.09275
DSCR4	-1.607
XKR6	-2.1315
GPR142	0.8775
KRTAP13-3	0.537
CCDC15	0.009
MOS	-0.0185
CD1E	-1.305
OFCC1	0.0726666666666666
FAM83D	-0.22975
SRFBP1	0.72525
C9orf96	-0.265
DHDH	0.13325
CCDC90A	0.4755
RABL3	1.44865
CD320	-3.49016666666667
ANGEL2	0.305583333333333
MRPL21	-0.46475
SMG6	-0.225166666666667
INSR	0.914875
FLJ14816	-0.6185
GLRB	-1.76783333333333
C9orf89	1.067
CIZ1	-0.486
URG4	-0.542
LRDD	-1.46233333333333
CBY1	1.284
NFX1	-0.374375
MTERFD2	0.191071428571429
C19orf23	0.692
PGC	-2.750875
IER3IP1	0.5587
RASAL2	1.52116666666667
C1orf89	-0.0935
SYNJ1	0.156875
NFKBIE	0.47975
FLJ40125	-1.936
TCEB2	-0.4515
NOG	-1.806
POLR2J2	-0.8595
HLA-B	2.6
PCDHA1	2.755
PPP2R2B	-1.54375
ARHGEF17	0.391166666666667
TCF7L2	0.418785714285714
CHD5	0.0268333333333333
ZNF431	-0.072875
TBC1D25	-1.52475
ZNF800	0.62075
SCUBE2	-0.763636363636364
MYCBP	0.5375
GPX5	0.4455
C6orf129	0.971833333333333
QSER1	-0.496333333333333
ULK2	0.56675
PIGO	1.1655
NRCAM	-1.961
SLC35E3	0.137875
CSRP2	-2.02825
HYPE	0.194
MAPK15	0.150666666666667
MGC14327	0.552
TIMM13	-0.200666666666667
ZNF462	0.555
GBA3	-0.04025
TEX13A	0.4645
MCM6	-0.795
MTRF1	-0.54
ABCA7	-1.0545
EIF4A2	-0.8165
ZC3H10	0.6702
RPGR	-0.69
C20orf94	0.76725
RP1L1	0.2285
GPR125	-0.762625
USP22	1.2585
OR1L4	0.38775
MLZE	3.32525
FLJ32065	0.35425
PTCD1	0.393
CRTAC1	0.2995
BXDC2	-0.3975
C18orf1	1.43716666666667
FAM107A	0.273142857142857
EFNA3	2.2525
P18SRP	-0.5913
CAMKK2	0.858833333333333
KIAA0649	0.34275
NES	-2.13483333333333
HS6ST3	2.297
PON2	0.6715
TCP11L2	0.113
CLEC4A	1.639
PRR12	0.453
MLXIPL	-1.8357
C2orf50	0.4055
ZNF28	1.0645
ENC1	1.63383333333333
MAP2K1	-0.31525
FKSG2	0.41725
KIAA0430	0.6
PTP4A1	-1.12105555555556
GPR156	0.9685
GTF3C6	0.184
UBR2	0.3572
LOC388272	-0.8805
MAK	0.0953333333333333
ACOT4	2.581
STC2	-1.39025
PIGW	-0.980875
SAE1	0.08075
COL6A1	0.334227272727273
OAZ1	-0.163666666666667
STMN4	0.583833333333333
EDG3	1.29916666666667
SGCE	-0.4625
IL11	-2.728
PRSS8	3.541875
YIPF5	0.636833333333333
WNT4	1.817
CSN2	0.294
TCF7	-3.34325
TDO2	3.40875
SAMD9	0.4755
S100A7A	5.3245
MMRN1	1.72966666666667
GKAP1	0.7775
AKR1C3	-1.441
RNF19A	0.072625
GMDS	0.14275
YKT6	0.0445
SPARC	1.1242
C12orf31	0.13525
UBE2V2	0.465666666666667
FBXL18	0.0551666666666667
KIAA0460	0.233
ADAM22	-0.34125
SERPINC1	-3.8455
KCTD21	0.665
MYOHD1	-1.963
ZNF37A	-0.553833333333333
GTF3C1	0.264333333333333
CTSZ	3.069
PRNPIP	-0.299
DRD1IP	0.2675
NR1I2	-2.35283333333333
ZNF266	-0.3851
SPAG4L	-0.1535
COX4NB	-0.2295
SAPS1	0.610166666666667
APOA1	-3.893125
TATDN1	0.0571666666666667
C10orf82	-1.64775
KPNB1	-1.09075
FOXO3	0.781916666666667
CRYBB2	-0.8465
ZBTB5	-0.587166666666667
SLC25A38	-0.161
DCTN2	0.252666666666667
IFT20	0.56
CTHRC1	1.8955
C1orf31	-0.707
UHRF1	-0.3016875
GPC6	-0.4035
C10orf54	0.944
MCF2L2	-0.4414
WNT9B	0.362875
OLA1	-0.91675
FAM120B	0.05025
TTLL10	0.0105
CYorf15A	-4.9315
RELN	-1.8527
SCN2B	0.619583333333333
MFHAS1	0.21775
NKX3-2	-1.228
RASGRF2	-0.358
SSBP1	0.0881666666666667
KPNA6	-0.0175714285714286
LOC389118	0.0345
HS3ST4	-1.3711
SUPT7L	-0.575125
FLJ32658	0.95125
IGFBPL1	-0.5745
KIAA1641	-1.9996
SHKBP1	-0.0743333333333333
CSF1R	4.35575
NAGK	1.096
MYL2	0.832
HIST1H4C	-1.71516666666667
TOMM7	-0.3335
ADAMTSL3	1.9124
TNFSF14	-0.97925
PRRT2	-2.02425
VTA1	0.040375
AOAH	3.303
CRISPLD2	1.08185714285714
PNN	-0.8948
TA-NFKBH	-0.33225
ESPN	0.182
RBM43	-0.2005
KIAA1267	-0.347125
DDX3X	0.153722222222222
KIAA1576	-4.4055
PLXDC1	4.1705
FLJ25801	-4.208
HNRNPL	-0.55425
RUNDC3A	0.240166666666667
CASP12	0.6905
SH2D5	-1.596875
RPL26L1	0.4205
OR51A7	0.175
HDC	1.7825
C2orf16	-0.0446666666666667
SYTL3	2.6715
GOLGA4	0.172125
NOTCH1	-0.416833333333333
ATPAF2	-0.0495
ECD	-0.14925
SSX5	-1.365
SNAP91	0.24625
OCA2	-4.985
PNPO	-0.298666666666667
DAPK1	1.0835
PINX1	-0.332833333333333
SELENBP1	2.99325
NEK3	-0.304583333333333
TMED4	0.00492857142857138
SSTR4	-0.017
FOSL1	-2.8607
CD40LG	0.4265
CES1	-1.51808333333333
DCI	-0.2145
B3GAT3	-0.1
STK17B	1.527
CNTN6	0.0955
CYP3A4	-0.7825
MBOAT2	1.16407142857143
PISD	-0.033125
USP1	-0.7915
PYDC1	1.548
CENPM	0.201625
SAR1B	1.09575
TTC7B	-1.365625
DP58	0.2595
GPC1	0.256
RBL1	-0.30225
TMEM137	-2.57566666666667
TOB1	0.441083333333333
TCEAL1	1.07
CENPF	-0.837090909090909
C6	0.441
PRSS1	-2.326
PPIL6	-0.0928333333333333
C6orf124	-1.084
ODZ4	0.7405
SNCB	-0.000499999999999992
NDUFB9	0.493125
CNOT6L	-0.147333333333333
S100A9	3.9
TRIM50	0.59
KCTD1	1.5374
WDR63	-0.034
SPEF2	1.65325
RNGTT	-0.2745
CXorf22	0.2675
KCNK16	0.16025
CEP250	-1.040625
ATPBD1B	0.244
KCNJ2	3.12275
MT1B	-0.851
ZNF684	-0.776
SLC4A1	0.4755
PDHA1	-1.16575
ZNF492	0.195125
TKT	-1.112
BYSL	0.02075
RNF38	0.964125
AHDC1	0.5285
KLHL2	-0.155625
CMTM8	2.0725
DMP1	-0.695
HERPUD2	0.07225
CRTAM	1.911
ZNF572	-1.6045
TMEM16J	-0.2955
HSD17B2	-4.3225
UBE2G1	0.203875
AHSA2	-2.15675
PELI2	-1.914
TPX2	-0.61825
ATP9B	0.762166666666667
DAZAP1	0.267625
HMGCS2	2.31216666666667
C17orf38	0.27025
B9D1	-0.9795
NKX2-5	-1.186
KIAA1276	0.12025
LILRB2	2.983
CSTF1	0.198833333333333
BTN2A1	-0.736666666666667
C15orf48	2.4915
IGF2BP3	-4.4625
FAM113B	1.61783333333333
HRG	0.046875
ZNF131	0.13125
USP47	-0.735285714285714
CCDC88B	-1.295375
HCN1	-0.3805
HTN1	-0.346333333333333
SYCP3	-0.11275
C13orf23	0.1682
PAPOLA	0.1720625
AATK	-0.4393
MSH3	0.179333333333333
NDUFAB1	-0.1625
ITLN2	-0.795
BAK1	0.046
MRPL45	0.0601666666666667
MTNR1B	0.297166666666667
LOC645843	-0.1345
SPECC1L	0.01175
PGCP	0.2645
SPN	-1.184875
GPR143	0.765666666666667
ZNF576	0.528
TMEM39A	0.1121
ATP5D	-0.746
MAGEB3	-1.7785
RPS5	-0.865666666666667
ANP32E	-2.31457142857143
MTMR1	0.25625
YEATS4	-0.67
SYNGAP1	-0.40475
PCOLCE	-1.32333333333333
MNS1	0.268
PCYT2	-0.335166666666667
ZNF182	-1.41275
LAX1	0.156875
SPPL2B	0.2938
ELOVL5	1.1032
PCDHAC1	0.141
B4GALNT1	-1.76866666666667
BLOC1S2	0.560375
ZNF673	-2.031
ARHGAP21	-0.408166666666667
IRX5	3.656625
LRFN5	-0.172333333333333
FAM7A1	-1.61625
RAB19	0.9835
GINS1	-0.726
ITM2B	1.4584
PAPSS2	-1.06691666666667
OR5BF1	0.4615
ACSL3	0.6605
KIAA1919	-0.2105
GLT8D2	1.740375
UTRN	1.05285714285714
CNN1	0.229
HISPPD2A	0.772666666666667
SDAD1	0.60675
SIGLEC9	0.6145
RPL35	-0.0762142857142857
C22orf26	0.321
IMPDH2	-0.933625
