Hybridization REF	TCGA-A2-A0YT-01A-11R-A109-07
DCTN2	0.375833333333333
IFT20	0.3035
CTHRC1	1.109
C1orf31	-0.1625
UHRF1	-0.658
GPC6	-2.41925
C10orf54	1.634
MCF2L2	-0.235333333333333
WNT9B	0.116375
OLA1	0.043
FAM120B	0.365
TTLL10	0.033
CYorf15A	-4.63975
RELN	-1.9669
SCN2B	0.238333333333333
MFHAS1	-0.4705
NKX3-2	-2.49633333333333
RASGRF2	-0.9395
SSBP1	-0.531833333333333
KPNA6	0.0605714285714286
LOC389118	0.2565
HS3ST4	-1.4719
SUPT7L	0.072125
FLJ32658	0.309
IGFBPL1	-0.879
KIAA1641	-1.4032
SHKBP1	0.5625
CSF1R	4.547
NAGK	1.038
MYL2	1.3335
HIST1H4C	-0.1315
TOMM7	-0.16525
ADAMTSL3	2.0805
TNFSF14	-0.69575
PRRT2	-1.014
VTA1	-0.204125
AOAH	3.84533333333333
CRISPLD2	1.00471428571429
PNN	-1.188
TA-NFKBH	-0.424
ESPN	0.70225
RBM43	0.062
KIAA1267	-0.189875
DDX3X	0.150444444444444
KIAA1576	-3.25175
PLXDC1	3.83366666666667
FLJ25801	-3.8125
HNRNPL	-0.9245
RUNDC3A	0.432833333333333
CASP12	1.581
SH2D5	-1.36525
RPL26L1	0.691
OR51A7	-0.25475
HDC	2.161
C2orf16	-0.0351666666666667
SYTL3	1.43525
GOLGA4	-0.365125
NOTCH1	-0.576333333333333
ATPAF2	0.61
ECD	0.30975
SSX5	-1.24133333333333
SNAP91	0.333
OCA2	-3.89975
PNPO	0.845166666666667
DAPK1	-1.13666666666667
PINX1	-1.1055
SELENBP1	1.618125
NEK3	-0.79975
TMED4	0.116
SSTR4	0.0335
FOSL1	-2.1964
CD40LG	0.517
CES1	-1.74358333333333
DCI	0.994
B3GAT3	0.253333333333333
STK17B	-0.7765
CNTN6	0.50225
CYP3A4	-0.5435
MBOAT2	2.31142857142857
PISD	0.540625
USP1	-1.013
PYDC1	1.96933333333333
CENPM	0.35525
SAR1B	1.01375
TTC7B	-1.090875
DP58	0.229
GPC1	-0.02875
RBL1	-1.079125
TMEM137	-2.96783333333333
TOB1	1.74475
TCEAL1	-0.088
CENPF	-1.53790909090909
C6	1.804
PRSS1	-3.4705
PPIL6	0.914
C6orf124	-0.7145
ODZ4	-0.0918333333333333
SNCB	0.43225
NDUFB9	1.867125
CNOT6L	0.317166666666667
S100A9	2.45
TRIM50	0.472
KCTD1	0.8296
WDR63	-0.4015
SPEF2	0.992375
RNGTT	-0.958333333333333
CXorf22	0.552
KCNK16	0.39675
CEP250	-0.260375
ATPBD1B	0.084
KCNJ2	2.91875
MT1B	0.2805
ZNF684	-1.747
SLC4A1	0.429
PDHA1	-0.679
ZNF492	-0.69
TKT	-1.872
BYSL	0.00775
RNF38	0.14625
AHDC1	0.257
KLHL2	0.009
CMTM8	2.59075
DMP1	-0.5045
HERPUD2	-0.390625
CRTAM	2.14433333333333
ZNF572	0.8855
TMEM16J	-1.0055
HSD17B2	-1.87875
UBE2G1	0.024
AHSA2	-2.84775
PELI2	-1.6745
TPX2	-1.095125
ATP9B	0.826666666666667
DAZAP1	-0.06
HMGCS2	0.692333333333333
C17orf38	0.6835
B9D1	0.082375
NKX2-5	-0.966166666666667
KIAA1276	-0.087
LILRB2	3.5055
CSTF1	-0.0131666666666667
BTN2A1	-0.941666666666667
C15orf48	6.523
IGF2BP3	-4.2575
FAM113B	3.32183333333333
HRG	0.22475
ZNF131	-0.35875
USP47	0.432071428571429
CCDC88B	-1.056125
HCN1	-0.5619
HTN1	0.146833333333333
SYCP3	-0.43975
C13orf23	-0.0578
PAPOLA	-0.1009375
AATK	-0.4139
MSH3	0.249833333333333
NDUFAB1	0.39075
ITLN2	-0.274833333333333
BAK1	1.07416666666667
MRPL45	-0.0863333333333333
MTNR1B	0.531333333333333
LOC645843	-0.1695
SPECC1L	0.154
PGCP	1.3365
SPN	-1.022375
GPR143	2.82
ZNF576	1.12583333333333
TMEM39A	0.0656
ATP5D	0.308666666666667
MAGEB3	-1.3835
RPS5	-1.52866666666667
ANP32E	-1.53085714285714
MTMR1	-0.20525
YEATS4	0.12325
SYNGAP1	0.3505
PCOLCE	-1.4375
MNS1	-1.13575
PCYT2	0.5865
ZNF182	-1.34925
LAX1	-0.088
SPPL2B	1.2912
ELOVL5	0.8691
PCDHAC1	-0.303
B4GALNT1	-0.2055
BLOC1S2	1.132
ZNF673	-0.8882
ARHGAP21	-0.7185
IRX5	2.8385
LRFN5	0.0533333333333333
FAM7A1	-1.77775
RAB19	0.3925
GINS1	-2.1345
ITM2B	1.3046
PAPSS2	-0.690083333333333
OR5BF1	0.972
ACSL3	-0.616625
KIAA1919	-1.12241666666667
GLT8D2	1.189875
UTRN	-0.331642857142857
CNN1	0.638
HISPPD2A	0.252
SDAD1	0.297875
SIGLEC9	0.800833333333333
RPL35	-0.572214285714286
C22orf26	0.313
IMPDH2	-1.41325
WDR69	-0.731
SEC14L5	-0.707166666666667
CLTA	0.1885
RP11-529I10.4	0.3055
GPR37L1	0.379666666666667
OGDH	-0.1965
ASB13	0.549833333333333
ZFP14	-0.93125
ZCRB1	0.165666666666667
KPNA3	0.34875
HSPA1L	1.131
RHOC	2.002625
LOC554175	-0.2815
PPP3CA	1.3772
SLC1A7	-0.7989
ZNF529	-1.39466666666667
RBED1	0.525
DDB2	-1.33275
FLJ11286	-0.084
SPATA1	0.2475
MKNK1	-0.316166666666667
DYSF	1.40633333333333
ALKBH2	-0.8985
NKD1	-2.91883333333333
C1orf174	-0.97
PLEKHO1	0.137333333333333
ASB10	0.37825
RING1	-0.1155
NPC2	1.004
AVPR1B	-0.3965
YTHDF1	0.235416666666667
LMAN1L	0.9695
GSG2	-1.1265
CEP170	-0.6364
RPS4Y2	-5.55325
MSH6	-0.226
HECTD2	0.760166666666667
ZNF556	-2.348
PLEKHC1	-1.3725
AIRE	0.395333333333333
BCL2L10	0.071
LMOD3	0.297833333333333
ZBTB8	0.0809
FOXA2	-3.6808
SLCO2A1	2.854125
C3orf46	-0.011
PRDM16	-0.735333333333333
TMEM98	-1.441
FRMD5	-2.343
PDE6C	-0.0205
C1orf216	-0.351833333333333
EP400	-0.478571428571429
PTK2	1.28766666666667
RNF217	-0.52075
NDUFA8	0.299
ZFAT1	0.94675
LAMP3	1.78766666666667
GLTSCR2	-0.51475
NPW	1.3855
LLGL2	0.5764
PPM1K	-0.501666666666667
C20orf177	-0.793
KIR2DL4	0.5223
NFKB2	0.211
C21orf122	-0.501333333333333
HESX1	-0.695
GPR114	0.135666666666667
SLC25A35	0.4305
GNAT1	-0.111
ORAI3	0.0365
FAM76B	-1.363875
TMEM99	1.0629
TRIM29	-0.7759
CDS1	3.44125
RHEB	-0.4158
C4orf27	0.297666666666667
RAB3A	0.3055
OTUD6B	0.04325
GPD1	-0.1815
CDH15	0.151833333333333
NPM1	-0.347214285714286
TMEM117	-0.7515
PRPS2	-1.61858333333333
GCK	0.082
ADRA2A	2.35533333333333
TSPYL4	-0.219666666666667
TASP1	-0.41075
WDR19	0.0840833333333334
C10orf38	-2.24125
PDE4C	-0.71
FYB	0.308833333333333
C1orf55	0.0323333333333333
PPFIA3	1.14425
RAD18	-0.08825
C12orf44	0.875166666666667
CRYBA4	-0.6195
HVCN1	0.6325
TAF10	0.195166666666667
C16orf48	-0.407333333333333
DEPDC5	0.5955
LTBP1	-0.965
MAPRE1	0.39375
FGF8	0.4095
C3orf52	2.0225
SENP7	-0.798833333333333
LRRK2	-0.17725
RUNDC2A	0.495166666666667
KIAA0355	0.276666666666667
CPEB1	-2.06125
PPEF2	0.628
ABI2	-0.9355
KIAA0317	-0.127375
ATF1	-0.851333333333333
DYNC1H1	0.7215
DIP	-0.03325
TMEM33	0.780722222222222
POLDIP3	-0.0485
C7orf24	0.40425
GPR171	4.0715
CDC6	-2.05866666666667
PLD1	-1.3633
ITFG2	-0.2015
NDUFC1	1.42
AKNA	-0.9895
NBR1	0.14475
PKHD1	0.3895
HPS4	-0.9469
MAFA	1.96375
ULBP3	-0.84025
DIRC1	0.3305
IMMT	-0.475625
C22orf13	1.05275
CEL	0.32175
MARK3	-0.28075
ADAMTS2	0.00966666666666666
ARPC3	0.233333333333333
TMEM10	-0.196875
NPHS1	0.406
BRD8	-0.25
WDR12	-1.6825
IDI2	0.365625
HOXD13	-2.5465
OR8G2	-0.894
SLAIN1	-3.864
GABRQ	-0.69625
NR2C2	-0.41025
NKTR	-1.4102
TLE2	0.7815
KIAA0892	0.275833333333333
AURKA	-0.916
GPRC5C	0.989833333333333
TBC1D9B	0.40575
PNPLA6	0.4105
AP3B1	0.30475
NAG	0.1775
C11orf68	-0.684
AKR7A3	2.70475
AHCYL1	0.14925
COP1	0.395666666666667
RPP14	-0.687166666666667
PCDHB18	-0.59625
CDH24	2.338
KRT17	-1.2664
LACTB2	-0.4795
DDX24	-0.2046
PHACTR1	-2.29383333333333
SLC35E2	0.73175
LOXL1	-1.5375
IQSEC2	0.5585
RGSL1	0.977
PCDHGC5	0.295
MEGF10	-0.625375
PRRX1	-0.0648333333333333
ASTE1	0.0331666666666667
C6orf159	-1.35225
MYOD1	1.93775
GAA	0.44725
ZNF747	-0.697
KLRC1	-0.384125
IL1RL2	0.4235
GDF9	-0.4295
GPR119	0.3635
TRAF2	-0.178833333333333
HCK	3.51083333333333
BMP6	-2.69025
IL8RA	0.874166666666667
FLJ35848	0.056
EFHA1	0.35275
CDSN	2.7745
C14orf54	-0.333666666666667
LSM3	0.735625
ZFP41	0.043
C9orf126	-1.148
VIT	-2.022
SPCS3	-0.5725
DEF8	-0.7958
CHAF1A	-1.86783333333333
C1orf165	-1.85333333333333
ZFPM2	0.359666666666667
FTH1	0.72675
SLC35F1	-1.6975
YWHAH	-0.08
C17orf66	0.3235
ADRB1	-0.097
FOXL1	-0.394
RG9MTD3	-0.0846666666666667
UMPS	0.2955
MGC13008	0.429
KIAA1161	0.4205
CCDC77	-2.1905
C12orf65	-0.675
COG4	0.293
RCP9	0.93425
RP4-692D3.1	2.71
CDC2L5	-0.22925
MGC7036	-0.2895
DNAJC11	-0.61575
GDF2	0.0658333333333333
TIMM17A	0.90025
HNRNPA0	-0.3822
OR2H1	0.15075
PCBP1	0.487375
COL23A1	-1.81375
LRRC2	0.317214285714286
NSD1	0.578357142857143
FLJ37078	0.901125
WDR91	-0.550666666666667
TMEM179	0.156
DSCR10	0.468
CNDP2	0.5542
FYN	-1.45
BEX2	-0.7405
KCND3	0.26675
YPEL5	1.446
LRRC42	-1.125
C17orf45	-1.536125
ZNF649	0.6431
LOC150763	1.14875
COL5A2	0.815416666666667
CNGA2	0.4685
ELA2B	-0.177
RAB9B	-0.17825
FAM100A	0.52875
NAIP	1.49064285714286
MYOZ2	-0.052
SPATA12	-0.495
XRCC4	-0.51275
CYB561	2.2422
CHST10	-1.29625
BAI1	-1.17083333333333
BRSK1	-0.499833333333333
C17orf89	0.7
PDE6H	-0.9465
FLJ20309	0.6146
MAP7	1.0215
SCN4B	0.97775
SPAG9	-1.0535625
SERTAD1	0.798
FLJ21963	0.01825
ANTXR1	-1.1126
TMPRSS13	2.1555
ETV7	3.69966666666667
DGAT1	2.13033333333333
NKIRAS1	0.936333333333333
TAC3	-2.7105
CORO1C	-1.71575
RAD54B	0.684
HRASLS3	1.34966666666667
C21orf42	-0.849
BARD1	-0.543166666666667
ZNF177	-0.471
MIP	0.3755
ZNF442	0.2565
F2	-3.9131
GRIA1	0.372125
GALNTL2	0.910333333333333
WNT5A	-3.6583
LENG9	0.1865
hCG_25371	-1.5755
FOXR1	0.0615
TRA@	0.8129
PWWP2	1.6645
C1QTNF7	0.939166666666667
SLC7A4	0.28775
C4orf7	0.71225
C17orf80	-0.144333333333333
KLK4	0.084
IL31	0.6685
TMEM176A	3.52325
CTNNB1	-1.561
BHLHB2	0.07175
TMEM185B	0.483166666666667
ARD1B	1.0445
C1orf93	1.4125
BRUNOL4	-0.514333333333333
LOC541469	1.95775
UPK2	0.3745
GAS8	1.105
PATE	0.114
IMPACT	0.43725
WNK4	0.352833333333333
HNRPLL	-0.903375
GAD2	-0.23425
ITGA6	-1.0735
BMP15	0.0865
CYP2A7	1.16875
RIC8A	-0.01375
CCND1	0.442333333333333
USP35	-1.1365
DSCR2	-1.228
CCL4	4.836
ZCCHC10	-0.3895
NOL11	-0.54125
TRPM2	2.63875
PSMD2	0.323727272727273
CHTF18	-0.556
USP18	2.2075
RRAS	0.33825
LAMC3	-0.327
TOX	-3.66433333333333
PCDH15	0.2755
GABRG3	-2.075
NUDCD2	0.05525
SGCZ	1.033
KCTD17	0.1094
SPSB2	0.891
TPPP3	3.61066666666667
CILP2	0.5935
CALB2	0.807875
CEBPZ	-0.4835
ZNF479	-0.66225
FMOD	3.93966666666667
C21orf66	-1.7665
CLN6	-0.143
ANAPC1	-0.982375
SH2D3C	1.34525
PTPN14	-0.2262
TRIM42	0.224
APTX	0.756
SNRPG	-0.095
BMS1	-0.85025
MAGEA3	-4.398
NFATC3	-0.265833333333333
LRRC45	0.975833333333333
ARS2	-0.697714285714286
LRIG1	0.3605
EPSTI1	0.623833333333333
PRSS27	1.25125
ERC2	-1.081375
PRKACB	-0.526857142857143
PRDM13	-4.276
HCG27	-2.0995
KLK12	-2.9185
HSD17B7	0.2515
ZNF354A	0.621
PCDH11X	0.668
DMGDH	-0.91875
PCBD2	-0.321
TMC6	-0.42775
RIMS1	0.85925
SF3B2	-0.880333333333334
RCN1	-2.3355
CPB1	4.268
BCAR3	-0.63075
FCRLB	2.00525
PAK1IP1	-1.58
OR10H1	0.203
KIF9	0.8092
PITPNM2	-1.07925
L3MBTL4	-0.41075
TGFB1	-0.7452
ZXDC	0.651
SLC6A16	-0.5545
SRrp35	-1.9385
LRRC8E	2.0535
PPIAL4	-0.979916666666667
EOMES	0.439833333333333
PAX2	0.00600000000000001
SCARF2	0.47475
PSEN2	1.287
PCDHB13	-0.12975
C10orf28	-0.184625
DHRS7B	1.48528571428571
C1orf131	-0.216
ASB1	-1.061
ZNF223	-1.59283333333333
LCMT2	0.54425
MEP1A	-0.7965
TMEM53	0.90025
RSPH3	0.759
C10orf33	-0.869
LOC644285	-0.84525
PTPN9	0.186333333333333
ABCA12	2.6765
CCDC37	-0.92525
RUNDC1	0.7753
YES1	-0.794333333333333
FAM120AOS	0.4995
OR5M3	-0.673
PPP1R3F	0.2855
IL13	-0.2043
MDFI	-1.32675
PRNT	0.17225
ZDBF2	-2.023
OR10C1	0.0763333333333333
CLIC1	-0.0365
LILRA5	0.7695
CSAG1	-4.01166666666667
TREML2	-0.729833333333333
FAM125A	0.5755
ZNF74	-0.824
FAM104A	0.44875
LRRC39	-0.703
SAMD5	0.1965
HYAL2	0.4975
HIST2H2AC	1.315625
IGFBP5	1.60447826086957
NRTN	-0.038
KIAA0556	0.4115
FAM29A	-1.49916666666667
JMJD2A	0.3855
EPHB1	0.41625
POLD4	0.19
ANAPC10	0.4195
LRRC36	-0.951
MEGF6	-0.965875
LPHN3	-0.533666666666667
BMP10	0.0946666666666667
C21orf55	0.1745
CREM	0.388333333333333
PTGER4	-0.214166666666667
METAP1	-0.82825
KCNQ1	1.4315
NR2F2	0.380875
SSFA2	-1.2105
CTTNBP2	-2.0085
BCL2A1	-0.678375
ZBTB24	-0.539
SLCO6A1	0.1695
PRDM1	-0.4012
OR7D2	-0.5535
CCDC47	0.6085
LOC646982	0.5655
SLC26A6	-0.8995
BIN1	-0.1942
SRRM1	-0.389642857142857
PCSK1N	-0.13
ALS2	-0.6776
ECT2	-0.347736842105263
CACNA2D2	-0.2465
DOCK6	-0.27
C10orf119	0.60775
FATE1	0.377
DUSP23	1.52625
TRIP6	-1.71564285714286
NUP35	-0.687
CDH3	0.22475
KLHDC8A	0.33775
C9orf116	1.636
EI24	-0.419
CENTD1	1.08266666666667
RWDD2B	-1.07816666666667
DOCK1	0.542
NPAS2	-1.534125
NR3C2	1.61683333333333
FAM63A	0.809583333333333
INPP5F	-0.878166666666667
FAM111A	-0.5033
MYBL1	-1.10633333333333
IQGAP3	0.0268333333333333
CRADD	0.778833333333333
DUSP12	-0.57525
PDZK1IP1	2.7745
VASH2	-0.17425
CTR9	-0.20375
VIL1	-3.27125
OR8U1	0.5505
CCDC107	-0.044
PTTG1IP	-0.221125
OR4X2	0.211
COL9A1	-2.242
PSMD9	-0.357
ZFP62	0.28775
TIP39	0.8
PARP15	0.1245
TTC19	-0.04175
C1orf114	-2.32783333333333
GFPT1	0.6335
SLC27A6	-1.538
MRPS10	0.5298
CALML5	1.30883333333333
TRPM7	-0.8065
CGNL1	0.239875
CECR1	0.5215
SERPINB8	-0.578333333333333
TMEM102	0.840375
PDIA2	-3.9635
NUCKS1	-0.0156666666666667
HOTAIR	-0.8715
EBI3	0.773
NXN	-1.474
ZMYND19	-0.14475
FOXJ3	-0.06575
EIF5B	-0.1867
EIF2B4	0.454333333333333
LEO1	1.0265
ZIC5	-1.61316666666667
IL20	2.84
KIAA0415	0.24925
FLJ37357	0.291
TSPAN12	0.068125
ACTR3B	-0.69025
TFAM	-0.4755
IL17RD	-1.140375
PARP12	1.1715
KLHDC7A	0.3705
KCTD4	0.401
GTF2H1	-0.5155
FLCN	-0.588
BIRC4	1.09825
LOC790955	0.38275
VKORC1L1	-0.01675
CYP4F22	0.894166666666667
TAS2R5	0.769
ZNF582	-1.0505
HS3ST3B1	-0.673875
CTNS	0.508
STK36	0.127833333333333
MMD2	-0.1945
RP5-1103G7.6	0.4415
FLJ23356	0.461
CRH	-0.30375
C1orf182	1.17483333333333
ACP5	2.60983333333333
AMFR	0.3434
CA4	-2.1925
PLCB4	1.339875
MPHOSPH10	-0.12825
UNQ473	0.5
G3BP2	0.203083333333333
SR140	-0.801416666666667
HOXA2	-0.3025
PYGB	-0.03025
BAT1	-0.27125
DKK3	-1.41833333333333
DDX31	-0.991875
TULP1	0.162875
NHLRC2	0.6745
TNRC4	0.462
ZNF430	-1.099
TNRC6A	0.029875
PLA2G1B	-0.166833333333333
RCHY1	1.1115
GTF2A2	0.0355
MGC4294	-1.2165
ZNF691	-0.35775
TACC3	-0.8555
DNAJC5G	0.25275
LOC4951	0.09075
MS4A4A	0.255
LOC152485	1.1155
PPP1R2P1	0.324
PPP2R5B	-0.15625
RPGRIP1L	0.42775
SPOP	0.374
PTPRF	0.856916666666667
MGC42090	0.3225
SUSD3	1.908
THOC4	-0.357
MAML1	-0.6962
FXR2	-0.581833333333333
TYK2	-0.4325
MUC6	1.5515
DNAJB7	-0.17
PIP4K2A	-0.587
MEX3A	-1.60116666666667
RRP1	-0.741125
TFAP4	-1.3775
CXorf41	0.45475
MTMR4	-0.405666666666667
CTLA4	-0.176
SNX9	0.13225
CIB3	3.0135
NECAP1	0.7575
PLA2G2D	-0.1708
GLMN	-0.868666666666667
DCLRE1A	0.34825
PDX1	0.5195
SAMD11	0.098
MRPL55	1.0257
TLR7	1.748625
TBC1D21	0.318666666666667
SMAD1	2.1188
ACTRT2	-0.0015
RIOK2	-0.1395
PDLIM4	-0.792
SLC22A15	0.528666666666667
ABHD13	-0.3092
STX18	0.6929
CCPG1	0.2815
DCBLD1	-0.0295
SLC2A6	-0.6165
NOLA3	0.003
TRDMT1	-1.88107142857143
IL17F	0.6025
ATP1A4	-0.955333333333333
OR52W1	0.071
CFL1	-0.5595
IL4	-0.4545
RBP2	1.21416666666667
CPSF6	0.515375
TTC8	-0.187166666666667
MUCL1	5.1175
EYA3	-1.6805
KRT38	0.471
GNE	-0.30075
ZNF501	-0.356
SLC35A2	1.047
CEP110	-1.7847
MYF6	0.631
MGST2	0.812666666666667
TRPV4	-0.398333333333333
NEK8	-0.4035
NOX5	-0.944
NCKAP1L	-0.701666666666667
EMP3	-1.84583333333333
BPY2C	0.8925
C1orf38	0.649
ELOVL2	-2.7015
CBX7	1.09275
OSBPL1A	-0.165
ZNF589	-1.33725
ESCO1	-0.831666666666667
TRA2A	-0.67725
C3orf26	-1.59925
PHF2	0.43025
PID1	0.0215
RFC1	-0.09125
MTAP	-0.2966875
ADORA3	3.762
LOC389458	0.51525
TRNT1	-0.30475
CRIPAK	0.42625
RAI2	1.073
ANKRD44	-0.89325
GZMB	3.9615
NFE2L1	0.347875
STIP1	-0.1275
RASL11B	-0.9885
NT5DC2	-1.95583333333333
LRP2	2.1715
MTDH	1.41373333333333
ARSG	-0.286
HSP90AB1	0.73225
CT45-6	-4.74975
ZNF483	-0.255
LMBR1L	-0.02225
S100A2	-2.443
C2	-0.5325
C2orf27	-0.065125
EIF4EBP1	-1.3455
GCKR	-2.9785
PPP1R9B	0.830125
FER	-0.99975
SNRK	0.576666666666667
OR5M10	0.847
UTP6	-1.2435
CAPZA3	0.28425
FBP1	2.24444444444444
TERT	-1.7275
CCL1	-1.185
FUCA1	1.23975
ALS2CR8	-0.282666666666667
KCMF1	0.293916666666667
SRCRB4D	-0.9485
OXCT2	0.350166666666667
IL17RA	0.462
MPP5	0.790625
SPA17	-1.6655
FLJ10986	0.453666666666667
GALNT14	0.052
CXorf27	-0.6135
NPLOC4	0.49025
RAB34	-1.29575
KRTAP3-3	0.6715
ARSD	1.15733333333333
CPLX2	-0.9486
PJA1	-0.1755
WHDC1L1	0.466666666666667
RB1	-1.0119
MTMR15	0.068
PHLDA2	-0.6086
GUCY2F	0.4815
MPV17	0.337
SLC35D1	0.233
LYSMD3	0.4222
COL16A1	-0.567
ERLIN1	-0.956
JMJD4	1.40875
HIST1H2BK	2.2695
TP53I11	1.34616666666667
ST3GAL4	-0.1696
PF4V1	0.438666666666667
ALG8	-0.6155
REG1A	0.27675
MINA	-0.15175
CYB5R3	0.0619166666666667
HHLA1	-0.817
MYST4	0.9342
VASN	0.91675
UCHL5IP	-0.8405
TFAP2A	0.83475
MGC9913	-0.489
C9orf97	-0.7545
LOC90379	-0.1765
PHF15	0.374357142857143
ZNF169	-0.334833333333333
KRT7	-0.5898
GLIPR1L2	1.44975
LOC116236	0.71375
IQCF3	0.0865
RDH14	0.883333333333333
HNRPK	0.102428571428571
RABEPK	-0.388
ISX	-2.966
CBARA1	0.3735
RAD51AP1	-1.453
MLL5	-0.28925
CXorf48	-5.0365
SGCD	-1.75125
PHTF1	-0.678375
CA3	-1.03825
CMTM5	-0.5035
STX10	-0.8555
JMJD2D	-2.2185
P4HA1	-1.339
GAB3	-0.550666666666667
DHRS4	-0.037
COL4A1	1.6615
C20orf20	-0.619375
OSBPL2	0.797625
PTTG2	-1.0375
KIAA1688	2.70475
STS	0.092125
SHROOM4	0.601333333333333
KBTBD5	-0.0723333333333333
ALDH1A3	2.2235
BTNL2	-0.449666666666667
TGIF1	-0.5095
ZFAND5	0.131
ICA1	0.9695
NAV3	-2.2465
FLJ12331	-0.83275
EPS8L2	-0.0219
MNT	-0.132333333333333
ENTPD1	1.96708333333333
OR51E2	0.548375
STK11	0.094625
MX1	3.65475
TTTY9A	0.43075
CX62	0.316
LOXL4	-1.42275
EXOSC4	2.1455
PURB	-0.0449285714285714
SETD1A	-0.1385
RELB	0.4095
LAMB2	-0.0261666666666667
HNF1B	-0.472166666666667
PNLIPRP3	-1.498
C14orf139	-1.6475
UMOD	0.77325
GRIN3B	-0.722
GPR25	0.4355
ZNF512B	-1.1895
ATP6V0A1	-0.469
SRA1	0.933833333333333
ZNF615	0.451
ZNF768	0.4255
ZNF469	1.259
DYNC2LI1	0.746
DNAH3	0.3445
LOC387911	0.61725
LOC554234	-0.10375
ARRDC5	1.58775
TMEM59L	-2.04383333333333
MARCH4	-1.32
CNOT8	-0.7355
KIRREL3	-1.73033333333333
ADAM17	-0.5435
MYOG	0.484125
CPNE1	-0.469166666666667
AK5	-0.313
LOC204010	-1.62175
NDRG4	2.3615
LOC130074	-0.47775
PIAS4	1.088
NCOA2	0.30425
TEGT	1.6524
USP5	0.29625
ANKRD21	-0.4545
KIAA0692	-0.129166666666667
HAPLN3	0.1775
LZIC	-0.3175
NRXN3	-0.2735
CDKN2C	-1.123
KIAA0226	0.83775
CYB5D1	1.438
WDR68	0.2085
ABCB6	1.1056
MRPS25	-0.09825
ZMAT2	0.67075
KRT25	0.1935
RPL11	-0.8495
GRAP	0.264666666666667
LOC198437	1.5535
RORC	1.497875
RAP2C	1.60207142857143
MXD1	0.4708125
AZI2	0.587666666666667
NUAK2	0.21075
AHSG	-6.715625
MANSC1	2.1435
IMP3	0.655333333333333
C2orf3	-0.803625
VSTM3	2.1525
PCTP	1.6625
SIRT1	-0.10825
MANBA	1.7505
CD164	0.62725
GFRA1	-2.6959
PRM2	0.0475
ZKSCAN3	-0.045
PLEKHG1	2.2145
TPRKB	-0.3485
UBFD1	1.19275
CDKL5	0.2255
HIST1H2BD	1.61266666666667
INPP4A	-0.8495
BMX	1.229875
PTPRU	-0.327
LOC554202	-0.07
HOXC8	0.3645
IL12B	-0.214
ADPGK	-0.4295
ZNF418	0.7775
SIAE	-0.40425
CWC15	-1.26525
RP13-401N8.2	-0.3965
KLHL11	0.67375
DEDD2	0.1655
PSMB3	-0.29375
DDX25	-2.72125
ZBTB3	-0.444833333333333
GFRAL	0.303
RPS25	-1.32466666666667
FAM57B	-0.0766666666666667
TESK2	0.544666666666667
DNM1L	0.7615
ZNF207	-0.5495
CLEC11A	0.50925
TOLLIP	0.59925
TMEM61	-0.806833333333333
DLK1	-4.6557
PLVAP	3.3555
NOD2	3.30416666666667
SCMH1	-0.28775
FLJ40235	0.3975
HTR2A	-0.133666666666667
ARMC5	0.9245
FUT7	0.215
PRELP	1.2416
ALKBH6	0.577333333333333
GYG1	0.299583333333333
POLR3GL	-0.4905
COL8A2	2.22
OR10A5	0.650875
C1orf187	-2.01925
TXLNB	-0.215166666666667
C16orf68	-0.444833333333333
R3HDM1	-1.00575
C16orf75	0.28225
BAALC	0.837625
TNP1	0.47025
GAPDH	-0.791083333333333
COX7C	0.852
ERRFI1	-0.682416666666667
PGAM2	2.6565
FAM108B1	-1.16175
APC	0.74375
TLR2	3.37625
SUCNR1	1.19375
ZNF233	1.41075
WFDC1	-1.5385
PSG11	-0.1063
SLC39A1	0.8885
PSAPL1	0.057
CDC42EP1	0.515375
MECR	-0.061
KIAA0101	-0.9831
MACROD2	-0.257
MMP19	0.980916666666667
LOC202459	0.5995
VNN2	2.14925
ACCN3	-1.1345
TIMD4	1.6155
RNASE8	0.023
CCDC7	0.37675
SULT2B1	2.985
ME1	-2.619
MGRN1	0.2135
MRPL30	-0.24125
IVL	1.60875
CALM1	1.3641
PLEKHA6	2.0645
B4GALNT2	-0.0925
PGDS	3.0095
C8orf33	2.014
TMEM56	-1.01333333333333
CKM	0.226
ESR2	0.0291
ACOT8	0.68975
AGTR2	0.09575
LOC155006	1.16975
BC37295_3	0.8915
EPM2AIP1	-1.418
PZP	0.83825
RPS9	0.243833333333333
C18orf51	-2.80275
SIVA1	0.4681
HEATR2	-1.632
CD3E	-0.320916666666667
C20orf142	1.17175
PGLYRP3	-0.0445
CCDC139	-0.0395
GPS2	-0.0835
NOL14	-0.20075
LRTM2	1.22375
TRIM36	0.018875
TP53RK	1.1319
FBXL13	-1.15333333333333
RUFY2	-0.102642857142857
C11orf70	1.49883333333333
HSPB9	0.719833333333333
GJA5	2.4985
HGF	-0.6205
EPHB4	0.00225000000000001
SOX18	1.643
IFRG15	0.6135
SERPINA10	-2.5745
WDR23	0.281375
REEP2	-1.67066666666667
CDK3	-1.13675
HSPA12A	1.54525
ARL8B	1.2511
SATB1	-2.06133333333333
PPM1D	-0.738666666666667
VPS45	0.256333333333333
TP53BP2	0.199
GJE1	2.096
CACNA1G	-0.1455
VGLL4	1.084625
GNPTG	1.30925
ROS1	-3.29575
C21orf128	-0.486166666666667
BMP8B	1.28975
