Hybridization REF	TCGA-AO-A12D-01A-11R-A115-07
KRTAP5-1	-0.4575
RCCD1	-0.369166666666667
BTN1A1	0.34075
DDX28	-0.67025
TMEM65	1.814875
LOC92345	-0.2515
TTC31	-0.362
WDR46	-0.599333333333333
CHP2	0.177
LSP1	0.825
ZNF542	1.269
EXOSC1	-0.30225
ARHGAP18	0.785666666666667
LRRTM4	-0.74925
MAOB	-0.80575
CACNB4	-1.1685
MGC33846	-1.835125
RANBP3L	1.78825
ATP5L	-0.425125
ONECUT1	-3.833
NUDT9	0.05275
TMEM149	1.0015
STX17	1.129
IGSF10	-3.93325
TMPRSS9	0.307
BMPR2	0.725909090909091
ALLC	-0.5515
KLF7	1.02475
GCC1	0.2622
TIMM9	-0.75625
CDO1	0.324333333333333
MGC10701	-0.0415
IFI6	2.36483333333333
FRMD8	0.596
MGAT2	0.171
WBP5	1.644
CNIH2	0.07875
KIAA0907	-1.1271
KCNH8	-1.1945
CTSG	-3.0155
GRIK1	-0.988166666666667
CUL5	0.41775
FRMD1	0.00649999999999999
OR9A4	0.249
SYT6	-1.701875
FOXD4L2	0.652
ANAPC2	-0.325
OPN5	-0.161
TAF13	0.823
LYG2	-0.65075
GGNBP1	0.141
C11orf40	0.3195
OTX2	-1.511
REG4	-0.4386
EIF5	-0.490875
PALB2	-0.5125
SEPSECS	-0.1753
RNASE3	-0.1615
TRIM49	-1.118
POLR2K	0.8929
GPR42	0.156
C8B	-0.84875
SASS6	-0.33325
PREB	-0.232166666666667
OR3A3	0.638
TUBA8	0.464125
IGLV2-14	2.48575
STIL	-1.2425
ANKFN1	-1.24866666666667
NME7	0.12575
HOXC12	0.826
UBE2C	-1.6365
FHOD1	0.415125
CDK2AP1	0.703666666666667
OR6K2	0.59575
DHPS	-0.478
RPL5	-0.231416666666667
TRGV5	1.621
LOC541472	0.11075
HCCS	0.0117000000000001
DENND1B	0.8885
LHX3	0.6165
OR5D16	0.1915
CXorf57	-2.4278
IRF2BP1	0.6145
NDST2	0.345333333333333
LCE3D	0.099
BOLL	0.7435
SYT3	0.373
PIH1D2	0.56625
C20orf7	-0.5005
IL1R2	1.10533333333333
SLAMF9	0.9845
PPME1	-1.003375
PIK3CA	0.011
TRAPPC1	-0.254125
COLEC10	-0.789
SLC9A6	-0.077
PDDC1	-0.621166666666667
CCDC53	0.369
GK3P	-0.3575
DAZL	-0.23
BRI3	-0.83275
SDK1	-0.326875
CYP2C18	-0.1985
IFI44L	4.893375
RPL3L	0.0185
FUT9	-0.5355
KIFC2	-0.49
PMP2	-1.221
SLC4A9	-0.7935
PLAG1	-1.56683333333333
MYCBP2	0.325666666666667
OR4E2	0.669
CCDC65	0.47975
C16orf82	0.618625
ENTPD4	0.66825
BRP44L	0.349125
PMP22CD	1.70125
TMCO4	1.26716666666667
KCNN1	-0.437
WDR35	0.48275
CCDC80	2.253875
C3orf31	-0.63725
SLC7A9	-0.913
TMEM190	0.11075
DBC1	1.1866
FADS3	-1.44816666666667
PDZD8	0.069
GRM5	0.268375
AZGP1	4.5595
PEX3	1.166
MED1	2.20385714285714
ATG4C	-0.112166666666667
HNRPH3	-0.3505
FAM109B	2.32075
C4orf17	0.464
CA10	0.2
OPRD1	-0.074
CCL16	-1.93425
SACM1L	0.4295
CST6	4.722
CD63	1.511875
LGI1	-1.48625
ZNF784	-1.04325
CRYBB1	-1.2105
CX3CL1	2.2798
TOP2A	-1.980625
GYPB	-3.09766666666667
GADD45GIP1	-0.549
FEN1	-1.788
IGF1R	0.09
WDR72	-3.3772
PURG	-0.639833333333333
DEFB126	-0.0566666666666667
PKD1L1	0.09075
CAV1	-1.8825
GNPDA2	1.0348
DGAT2	1.14975
NLGN1	-4.727
STRBP	-0.07975
HPRT1	-1.3385
FANCI	-1.0215
PSMA7	-0.191
DBF4B	-0.9695
TTF1	0.14325
RAD54L	-2.5165
ELOF1	0.25375
PLAGL2	-1.87125
ZNF256	0.21975
HMGCL	-0.29475
MSI2	-0.734
RPESP	4.5985
C11orf60	0.702
ABCD1	0.415
ACAA1	0.7247
SPARCL1	5.43692857142857
IL6ST	-1.6183
ZNF319	0.529
TMEM109	0.551
FAM90A1	-1.899
IL22RA1	-1.0005
ATP4B	-0.1705
TEC	-0.333
C7orf30	-1.058
TXNDC2	-0.747333333333333
ABCB4	-0.166
KIAA1191	0.63475
C9orf38	0.239
SFTPB	1.411
CNTNAP2	0.315833333333333
FRK	1.935
TBX19	-0.05975
CHD4	-0.22825
C6orf26	-2.81033333333333
MOSC2	3.045
IKBKE	1.1935
HIF1A	0.00383333333333332
LOC595101	-0.2225
RELA	-0.0575
TMEM16B	-0.8525
ABHD12B	-2.465
TSEN34	-0.21575
KIF18A	-1.289
TXNDC9	0.405166666666667
SPATA2L	-0.469
SEMA4G	-1.217
C21orf91	0.37625
MATN1	-0.4425
KCNIP4	-0.072
TUSC1	1.161875
OR4C15	0.02925
ARMCX6	0.289666666666667
WBSCR27	-1.04316666666667
OR52I2	0.4175
KIAA1604	-0.03775
DYNC1I1	-0.190875
PPP4C	0.227
SLC47A2	-2.07166666666667
TREH	0.094
CD48	2.7845
ST14	2.1465
PKN1	-0.957
SPON2	1.77475
XBP1	2.07358333333333
SFRS12	-0.343
EFCAB6	3.18075
SELT	0.19325
SLC39A2	0.937
ERF	-0.549333333333333
ARL3	-0.030875
SURF6	-1.2001
MLLT10	-1.34228571428571
FLJ11171	0.410833333333333
TDGF1	-2.92216666666667
ERCC6	-0.5055
EIF2AK4	0.111
BAZ1A	1.30616666666667
LRRN3	0.276833333333333
TMC3	0.6545
EFTUD1	0.03025
PTPRO	1.62533333333333
CLEC12A	2.207625
ACBD4	-0.425625
ZDHHC14	-0.876875
OTUD7B	0.40975
ACTB	1.3936875
MSRA	-0.1575
LCE5A	-4.1105
IFI35	0.46325
BSCL2	0.163333333333333
ANKRD12	0.382166666666667
CFHR2	1.714
RGAG1	-0.463
HSFY1	0.2405
SLC30A5	0.718
IMPG1	0.313
GPR109A	0.725
ZNF185	0.4745
IYD	4.9685
NPCDR1	0.134
SERPINA13	0.813
HMGCLL1	-1.8475
NEUROG1	-0.136166666666667
UBQLN1	0.6286875
LIN37	-0.08375
SOCS2	-1.418
DSCR4	-1.0665
XKR6	-1.46225
GPR142	0.9615
KRTAP13-3	1.2005
CCDC15	-0.258833333333333
MOS	0.5815
CD1E	-1.5495
OFCC1	-0.255166666666667
FAM83D	-1.8855
SRFBP1	0.7065
C9orf96	-0.407
DHDH	0.0265000000000001
CCDC90A	0.134
RABL3	0.71325
CD320	-2.5765
ANGEL2	0.340833333333333
MRPL21	-0.992
SMG6	-0.551
INSR	1.1289375
FLJ14816	-0.2515
GLRB	0.358
C9orf89	-0.1035
CIZ1	-0.486625
URG4	-0.631
LRDD	-1.96783333333333
CBY1	0.990333333333333
NFX1	0.47975
MTERFD2	-0.182857142857143
C19orf23	0.7785
PGC	-2.80175
IER3IP1	-0.00730000000000001
RASAL2	1.21575
C1orf89	-0.61675
SYNJ1	0.341625
NFKBIE	0.0385
FLJ40125	-1.45516666666667
TCEB2	-0.5491
NOG	-1.5935
POLR2J2	-0.769666666666667
HLA-B	4.013
PCDHA1	0.921
PPP2R2B	-0.06525
ARHGEF17	0.2455
TCF7L2	0.366714285714286
CHD5	-0.0271666666666666
ZNF431	-0.336625
TBC1D25	0.9945
ZNF800	-2.09025
SCUBE2	-0.129727272727273
MYCBP	0.698666666666667
GPX5	0.436
C6orf129	0.595666666666667
QSER1	0.228166666666667
ULK2	1.12125
PIGO	0.4495
NRCAM	-1.8685
SLC35E3	-0.770875
CSRP2	0.87875
HYPE	-0.35475
MAPK15	0.243666666666667
MGC14327	-0.44725
TIMM13	-1.06016666666667
ZNF462	-2.77025
GBA3	0.96125
TEX13A	0.2825
MCM6	-0.973111111111111
MTRF1	-0.233
ABCA7	-0.0915
EIF4A2	0.55775
ZC3H10	0.3244
RPGR	0.385333333333333
C20orf94	-0.70475
RP1L1	0.063
GPR125	-0.334571428571429
USP22	0.470142857142857
OR1L4	0.4595
MLZE	4.76525
FLJ32065	-0.2705
PTCD1	-0.61175
CRTAC1	2.12133333333333
BXDC2	-0.863
C18orf1	2.74283333333333
FAM107A	-0.0323571428571428
EFNA3	1.76
P18SRP	-0.5151
CAMKK2	0.184833333333333
KIAA0649	-0.86925
NES	-1.95666666666667
HS6ST3	-0.58475
PON2	0.58125
TCP11L2	0.59625
CLEC4A	3.33975
PRR12	0.5425
MLXIPL	-1.1986
C2orf50	-1.056
ZNF28	1.279
ENC1	1.1135
MAP2K1	-0.134625
FKSG2	1.4455
KIAA0430	1.02175
PTP4A1	-0.538111111111111
GPR156	0.349
GTF3C6	-0.458
UBR2	0.5749
LOC388272	-0.75275
MAK	1.307
ACOT4	2.12725
STC2	-2.42933333333333
PIGW	-1.035375
SAE1	-0.5215
COL6A1	0.508
OAZ1	-0.325833333333333
STMN4	0.491333333333333
EDG3	0.788666666666667
SGCE	-0.883833333333333
IL11	-1.82533333333333
PRSS8	2.114875
YIPF5	0.435666666666667
WNT4	0.8685
CSN2	0.0638333333333334
TCF7	-2.476125
TDO2	5.237
SAMD9	1.8784375
S100A7A	6.882
MMRN1	1.3165
GKAP1	0.778
AKR1C3	-2.122
RNF19A	1.270625
GMDS	0.91725
YKT6	-0.251125
SPARC	2.7508
C12orf31	-0.31
UBE2V2	0.497666666666667
FBXL18	-0.7105
KIAA0460	0.067
ADAM22	-0.713
SERPINC1	-4.261
KCTD21	0.512
MYOHD1	-1.9765
ZNF37A	-1.155
GTF3C1	0.279833333333333
CTSZ	2.94475
PRNPIP	-0.516375
DRD1IP	0.0985
NR1I2	-2.36166666666667
ZNF266	0.2
SPAG4L	0.0635
COX4NB	-0.6585
SAPS1	-0.0246666666666667
APOA1	-3.400375
TATDN1	0.262333333333333
C10orf82	-2.9475
KPNB1	-1.6305
FOXO3	-0.332166666666667
CRYBB2	-0.781
ZBTB5	-0.323166666666667
SLC25A38	0.357
DCTN2	0.18
IFT20	2.45475
CTHRC1	3.949
C1orf31	-1.236125
UHRF1	-2.3901875
GPC6	-0.3355
C10orf54	2.12825
MCF2L2	0.0588
WNT9B	0.037125
OLA1	-0.046
FAM120B	0.721
TTLL10	-0.384
CYorf15A	-4.54025
RELN	-2.6463
SCN2B	0.0645833333333333
MFHAS1	-2.153
NKX3-2	-0.634333333333333
RASGRF2	0.524
SSBP1	-1.56066666666667
KPNA6	-0.565571428571429
LOC389118	0.4045
HS3ST4	-1.85588888888889
SUPT7L	-0.63325
FLJ32658	0.0265
IGFBPL1	-0.0365
KIAA1641	-0.596
SHKBP1	0.474666666666667
CSF1R	5.207
NAGK	1.98975
MYL2	-0.1065
HIST1H4C	-2.537
TOMM7	-1.649875
ADAMTSL3	3.3781
TNFSF14	-0.275
PRRT2	-2.62975
VTA1	0.476125
AOAH	3.949
CRISPLD2	2.28742857142857
PNN	-0.8022
TA-NFKBH	-0.34775
ESPN	0.17625
RBM43	-1.0575
KIAA1267	-0.96025
DDX3X	0.493388888888889
KIAA1576	-4.39275
PLXDC1	4.569
FLJ25801	-4.38375
HNRNPL	-0.0925
RUNDC3A	0.146333333333333
CASP12	0.489
SH2D5	-1.37775
RPL26L1	-0.726
OR51A7	0.28375
HDC	3.4405
C2orf16	-0.0756666666666667
SYTL3	2.5775
GOLGA4	1.7001875
NOTCH1	0.530833333333333
ATPAF2	-0.334
ECD	0.81775
SSX5	-2.07466666666667
SNAP91	0.1895
OCA2	-4.41325
PNPO	-0.459
DAPK1	0.5765
PINX1	-1.06
SELENBP1	2.474875
NEK3	-0.276
TMED4	-0.233928571428571
SSTR4	0.191
FOSL1	-2.8558
CD40LG	1.148
CES1	0.04325
DCI	-1.65516666666667
B3GAT3	-0.509166666666667
STK17B	1.217
CNTN6	0.40425
CYP3A4	-1.134
MBOAT2	2.23378571428571
PISD	-0.71375
USP1	-0.625
PYDC1	0.392666666666667
CENPM	-1.573625
SAR1B	0.94175
TTC7B	-0.867
DP58	-0.5835
GPC1	-0.444
RBL1	-1.339
TMEM137	-2.04366666666667
TOB1	0.302916666666667
TCEAL1	0.380666666666667
CENPF	-1.07309090909091
C6	0.425
PRSS1	-3.98575
PPIL6	1.01633333333333
C6orf124	0.7915
ODZ4	1.18233333333333
SNCB	0.2755
NDUFB9	0.415
CNOT6L	0.063
S100A9	5.14966666666667
TRIM50	0.5655
KCTD1	1.1666
WDR63	0.72225
SPEF2	1.717375
RNGTT	-0.473166666666667
CXorf22	0.364
KCNK16	0.56
CEP250	-2.007625
ATPBD1B	-1.14325
KCNJ2	4.24725
MT1B	-0.748
ZNF684	0.5755
SLC4A1	-0.015
PDHA1	-0.5335
ZNF492	0.676375
TKT	-1.1055
BYSL	-0.748125
RNF38	0.20425
AHDC1	-0.4255
KLHL2	1.928125
CMTM8	1.23975
DMP1	-0.302
HERPUD2	0.064
CRTAM	4.16
ZNF572	0.17475
TMEM16J	-0.37
HSD17B2	2.741
UBE2G1	-0.01725
AHSA2	-2.16875
PELI2	-0.905
TPX2	-1.641625
ATP9B	0.5015
DAZAP1	-0.355875
HMGCS2	3.41383333333333
C17orf38	0.38825
B9D1	-0.727
NKX2-5	-1.42416666666667
KIAA1276	-1.59966666666667
LILRB2	3.9805
CSTF1	-0.066
BTN2A1	0.0738333333333333
C15orf48	4.1715
IGF2BP3	-4.053
FAM113B	1.29566666666667
HRG	0.151
ZNF131	-0.6725
USP47	0.758357142857143
CCDC88B	-0.48325
HCN1	-0.5517
HTN1	-0.334
SYCP3	0.07675
C13orf23	0.0907
PAPOLA	0.1755
AATK	-0.4792
MSH3	-0.848166666666667
NDUFAB1	-1.02575
ITLN2	-1.01833333333333
BAK1	-1.04583333333333
MRPL45	-0.897333333333333
MTNR1B	0.4425
LOC645843	0.3165
SPECC1L	0.050125
PGCP	1.45
SPN	-0.93825
GPR143	-0.111166666666667
ZNF576	-0.662166666666667
TMEM39A	1.2998
ATP5D	-1.774
MAGEB3	-2.224
RPS5	-0.56
ANP32E	-0.962142857142857
MTMR1	-0.0785
YEATS4	-0.669
SYNGAP1	-0.35675
PCOLCE	-0.897166666666667
MNS1	1.37075
PCYT2	-0.411333333333333
ZNF182	-0.58875
LAX1	3.287
SPPL2B	-1.623
ELOVL5	0.7715
PCDHAC1	0.461
B4GALNT1	-1.2985
BLOC1S2	0.451375
ZNF673	-1.2751
ARHGAP21	0.264833333333333
IRX5	3.624125
LRFN5	-1.14466666666667
FAM7A1	-0.7565
RAB19	0.3285
GINS1	-2.83075
ITM2B	2.553
PAPSS2	2.85433333333333
OR5BF1	0.5685
ACSL3	0.3825
KIAA1919	-0.330333333333333
GLT8D2	3.439125
UTRN	1.25721428571429
CNN1	1.7445
HISPPD2A	0.9045
SDAD1	1.756375
SIGLEC9	1.25183333333333
RPL35	-0.289642857142857
C22orf26	0.623
IMPDH2	-1.516375
WDR69	-0.83225
SEC14L5	-0.1155
CLTA	0.41075
RP11-529I10.4	0.04225
GPR37L1	0.148
OGDH	-0.331
ASB13	-1.02383333333333
ZFP14	0.78375
ZCRB1	-0.144
KPNA3	0.38925
HSPA1L	1.51125
RHOC	0.664875
LOC554175	-0.56575
PPP3CA	1.3507
SLC1A7	-0.7336
ZNF529	0.0228333333333333
RBED1	0.15975
DDB2	-2.06825
FLJ11286	1.0155
SPATA1	0.7915
MKNK1	0.351666666666667
DYSF	1.88066666666667
ALKBH2	-0.74975
NKD1	-2.33216666666667
C1orf174	-0.12825
PLEKHO1	1.14033333333333
ASB10	-0.13375
RING1	-0.349166666666667
NPC2	1.239375
AVPR1B	1.0945
YTHDF1	0.360583333333333
LMAN1L	0.295
GSG2	-2.301
CEP170	-0.7407
RPS4Y2	-5.51675
MSH6	-0.733
HECTD2	0.318166666666667
ZNF556	-3.31083333333333
PLEKHC1	0.0379
AIRE	0.0465
BCL2L10	2.1515
LMOD3	-0.08175
ZBTB8	0.641
FOXA2	-3.4934
SLCO2A1	3.61475
C3orf46	0.7195
PRDM16	0.689833333333333
TMEM98	0.436
FRMD5	-2.305
PDE6C	-0.429
C1orf216	0.486833333333333
EP400	-0.716357142857143
PTK2	0.845
RNF217	1.7825
NDUFA8	-0.175
ZFAT1	1.2675
LAMP3	3.27616666666667
GLTSCR2	-0.657625
NPW	0.1845
LLGL2	-0.7743
PPM1K	-0.5625
C20orf177	-0.0025
KIR2DL4	0.9065
NFKB2	0.37325
C21orf122	-0.431666666666667
HESX1	0.041
GPR114	1.3215
SLC25A35	-1.14983333333333
GNAT1	0.1585
ORAI3	-0.54375
FAM76B	-0.147125
TMEM99	0.0192
TRIM29	0.218
CDS1	2.48575
RHEB	0.5827
C4orf27	-0.3565
RAB3A	-0.48975
OTUD6B	0.071
GPD1	-0.149875
CDH15	0.00983333333333333
NPM1	0.0945
TMEM117	0.224
PRPS2	0.199083333333333
GCK	-0.475
ADRA2A	3.32566666666667
TSPYL4	-0.557833333333333
TASP1	0.0045
WDR19	-0.211333333333333
C10orf38	-1.12725
PDE4C	-0.626833333333333
FYB	1.68658333333333
C1orf55	1.177
PPFIA3	-0.1035
RAD18	-0.35375
C12orf44	0.063
CRYBA4	0.1455
HVCN1	2.02325
TAF10	-0.660333333333333
C16orf48	-0.701333333333333
DEPDC5	0.659833333333333
LTBP1	0.1595
MAPRE1	0.58025
FGF8	-0.674
C3orf52	-0.580125
SENP7	0.430666666666667
LRRK2	2.32075
RUNDC2A	-0.317166666666667
KIAA0355	0.697833333333333
CPEB1	-1.372
PPEF2	0.3005
ABI2	-1.3575
KIAA0317	-0.161375
ATF1	-0.433
DYNC1H1	0.889
DIP	0.17275
TMEM33	0.230555555555556
POLDIP3	0.45275
C7orf24	2.65375
GPR171	4.52975
CDC6	1.854
PLD1	0.8332
ITFG2	-0.9115
NDUFC1	-1.9305
AKNA	-0.67025
NBR1	0.874
PKHD1	1.17
HPS4	-0.3394
MAFA	-1.19125
ULBP3	0.16375
DIRC1	1.0635
IMMT	-0.18825
C22orf13	0.285166666666667
CEL	0.2905
MARK3	0.00525
ADAMTS2	0.68975
ARPC3	1.0965
TMEM10	-0.0593750000000001
NPHS1	-0.3195
BRD8	-0.383166666666667
WDR12	-1.44
IDI2	0.6695
HOXD13	-1.719
OR8G2	-0.76225
SLAIN1	0.0235
GABRQ	-0.29025
NR2C2	-0.85575
NKTR	-0.9349
TLE2	0.633
KIAA0892	-0.923166666666667
AURKA	-1.60163636363636
GPRC5C	-0.740666666666667
TBC1D9B	0.19875
PNPLA6	-0.0445
AP3B1	0.66125
NAG	0.55025
C11orf68	-1.1655
AKR7A3	0.11125
AHCYL1	0.805
COP1	1.576
RPP14	-0.487916666666667
PCDHB18	-0.421
CDH24	-3.38425
KRT17	-0.8071
LACTB2	0.37375
DDX24	-0.3551
PHACTR1	-2.87866666666667
SLC35E2	-1.39825
LOXL1	0.17725
IQSEC2	0.541
RGSL1	0.4395
PCDHGC5	0.426
MEGF10	0.59425
PRRX1	0.867666666666667
ASTE1	0.3745
C6orf159	-0.973
MYOD1	-1.81775
GAA	0.32925
ZNF747	0.456
KLRC1	1.09625
IL1RL2	0.6135
GDF9	0.9815
GPR119	0.271
TRAF2	-0.485666666666667
HCK	4.105
BMP6	-0.81325
IL8RA	0.353666666666667
FLJ35848	-1.226
EFHA1	1.44575
CDSN	-0.212
C14orf54	-0.0581666666666666
LSM3	-0.52725
ZFP41	1.335
C9orf126	-0.8245
VIT	-0.2505
SPCS3	-0.14825
DEF8	-1.2431
CHAF1A	-2.22466666666667
C1orf165	-0.740166666666667
ZFPM2	1.798
FTH1	0.14525
SLC35F1	-0.172
YWHAH	0.88325
C17orf66	0.120333333333333
ADRB1	-0.545333333333333
FOXL1	-0.424
RG9MTD3	-0.255
UMPS	0.31275
MGC13008	0.301
KIAA1161	0.8685
CCDC77	-1.906
C12orf65	-1.0273
COG4	-0.542666666666667
RCP9	-0.97375
RP4-692D3.1	3.5175
CDC2L5	0.30325
MGC7036	0.289666666666667
DNAJC11	-0.234
GDF2	-0.729833333333333
TIMM17A	1.0595
HNRNPA0	-0.6838
OR2H1	-0.21275
PCBP1	-0.042
COL23A1	-1.98425
LRRC2	0.596285714285714
NSD1	-0.201571428571429
FLJ37078	-0.89525
WDR91	-0.241166666666667
TMEM179	0.276
DSCR10	0.7275
CNDP2	1.1538
FYN	0.198
BEX2	-0.506166666666667
KCND3	0.382
YPEL5	3.288625
LRRC42	-0.897833333333333
C17orf45	-0.889125
ZNF649	0.9245
LOC150763	2.356375
COL5A2	2.94575
CNGA2	-0.125
ELA2B	-0.666166666666667
RAB9B	-0.3545
FAM100A	-0.2075
NAIP	1.02092857142857
MYOZ2	0.147625
SPATA12	-0.431
XRCC4	0.10925
CYB561	0.6707
CHST10	-1.7275
BAI1	-1.51666666666667
BRSK1	-0.2645
C17orf89	-1.41675
PDE6H	-0.9335
FLJ20309	-0.334
MAP7	1.37225
SCN4B	0.44825
SPAG9	-1.064625
SERTAD1	0.383833333333333
FLJ21963	0.60075
ANTXR1	1.593
TMPRSS13	2.86083333333333
ETV7	4.3195
DGAT1	0.420666666666667
NKIRAS1	0.901666666666667
TAC3	-3.223
CORO1C	0.169166666666667
RAD54B	-0.13625
HRASLS3	0.0328333333333333
C21orf42	1.20625
BARD1	-0.660666666666667
ZNF177	0.190666666666667
MIP	0.2575
ZNF442	0.575
F2	-3.223
GRIA1	-0.26375
GALNTL2	1.50583333333333
WNT5A	-0.9421
LENG9	0.099
hCG_25371	-0.6925
FOXR1	-0.1165
TRA@	1.874
PWWP2	0.33825
C1QTNF7	1.228
SLC7A4	0.2075
C4orf7	2.39075
C17orf80	-0.258833333333333
KLK4	0.359833333333333
IL31	-0.77
TMEM176A	4.379
CTNNB1	1.7553125
BHLHB2	0.51175
TMEM185B	0.486333333333333
ARD1B	-0.0665
C1orf93	-0.7085
BRUNOL4	-0.267166666666667
LOC541469	-1.79658333333333
UPK2	-0.04925
GAS8	0.471666666666667
PATE	0.336
IMPACT	0.509125
WNK4	-2.81766666666667
HNRPLL	-0.199875
GAD2	0.163
ITGA6	1.309
BMP15	0.3625
CYP2A7	1.23725
RIC8A	-0.098
CCND1	-0.616333333333333
USP35	-0.7165
DSCR2	-0.70975
CCL4	5.2865
ZCCHC10	-0.1375
NOL11	-0.9785
TRPM2	2.12983333333333
PSMD2	-0.157272727272727
CHTF18	-2.02125
USP18	1.323625
RRAS	-0.005
LAMC3	-1.543
TOX	-1.38066666666667
PCDH15	0.3845
GABRG3	-1.47225
NUDCD2	-0.1825
SGCZ	2.447
KCTD17	-0.3171
SPSB2	-0.177
TPPP3	2.20833333333333
CILP2	1.192
CALB2	1.652375
CEBPZ	-0.0218333333333333
ZNF479	0.49575
FMOD	5.2415
C21orf66	-0.4435
CLN6	-0.949
ANAPC1	-0.51
SH2D3C	1.45825
PTPN14	-0.6977
TRIM42	-0.62225
APTX	0.46225
SNRPG	-0.930833333333333
BMS1	0.48425
MAGEA3	-4.053
NFATC3	-0.171833333333333
LRRC45	-0.127333333333333
ARS2	-0.134428571428571
LRIG1	2.686
EPSTI1	2.45583333333333
PRSS27	2.40925
ERC2	0.06775
PRKACB	1.57335714285714
PRDM13	-3.8145
HCG27	-0.8345
KLK12	-3.2525
HSD17B7	-0.309166666666667
ZNF354A	1.07975
PCDH11X	-0.191
DMGDH	-0.5305
PCBD2	-1.22633333333333
TMC6	-0.94525
RIMS1	-0.0665
SF3B2	-0.441166666666667
RCN1	0.600333333333333
CPB1	1.36075
BCAR3	-0.20475
FCRLB	-1.232125
PAK1IP1	-0.6205
OR10H1	0.359
KIF9	0.9851
PITPNM2	-1.391625
L3MBTL4	0.4755
TGFB1	-0.1014
ZXDC	-0.0005
SLC6A16	2.798
SRrp35	-2.296875
LRRC8E	1.574
PPIAL4	0.871
EOMES	2.2365
PAX2	0.1955
SCARF2	-0.745125
PSEN2	1.54
PCDHB13	1.17475
C10orf28	-0.506625
DHRS7B	0.888428571428571
C1orf131	0.728
ASB1	-1.0874
ZNF223	0.609333333333333
LCMT2	0.49175
MEP1A	-1.05675
TMEM53	-0.37225
RSPH3	0.809
C10orf33	-0.7075
LOC644285	-2.12
PTPN9	0.178
ABCA12	2.5715
CCDC37	-0.8795
RUNDC1	0.7681
YES1	0.931
FAM120AOS	0.4225
OR5M3	-0.1645
PPP1R3F	0.3935
IL13	0.142666666666667
MDFI	2.154
PRNT	-0.354
ZDBF2	-0.7365
OR10C1	0.0751666666666667
CLIC1	-0.079
LILRA5	0.501166666666667
CSAG1	-3.6465
TREML2	-0.558833333333333
FAM125A	-0.261166666666667
ZNF74	-0.13225
FAM104A	-0.3895
LRRC39	-0.762
SAMD5	-0.3105
HYAL2	0.433
HIST2H2AC	-0.391375
IGFBP5	1.17086956521739
NRTN	-2.77683333333333
KIAA0556	-0.0596
FAM29A	-1.18166666666667
JMJD2A	-0.95175
EPHB1	0.08975
POLD4	-0.118875
ANAPC10	1.01275
LRRC36	-0.70625
MEGF6	0.28
LPHN3	-1.04516666666667
BMP10	-0.165333333333333
C21orf55	1.801
CREM	-0.3952
PTGER4	1.12516666666667
METAP1	-0.175375
KCNQ1	2.301
NR2F2	0.03775
SSFA2	-1.0615
CTTNBP2	-2.675
BCL2A1	-0.412
ZBTB24	-0.302375
SLCO6A1	-2.64225
PRDM1	2.8131
OR7D2	0.0233333333333333
CCDC47	-0.7164
LOC646982	1.745
SLC26A6	-0.465666666666667
BIN1	-0.6308
SRRM1	-0.623357142857143
PCSK1N	-1.9555
ALS2	0.0344
ECT2	0.620210526315789
CACNA2D2	0.604
DOCK6	0.1385
C10orf119	-0.0585
FATE1	0.44525
DUSP23	1.938
TRIP6	-0.748357142857143
NUP35	-0.82825
CDH3	2.61375
KLHDC8A	1.1085
C9orf116	-0.817
EI24	0.464
CENTD1	1.59533333333333
RWDD2B	0.583333333333333
DOCK1	-0.18
NPAS2	1.031875
NR3C2	3.096
FAM63A	-0.218416666666667
INPP5F	-0.295833333333333
FAM111A	0.5762
MYBL1	-2.11358333333333
IQGAP3	-0.757833333333333
CRADD	-0.419666666666667
DUSP12	-0.92175
PDZK1IP1	4.3445
VASH2	-1.455
CTR9	0.2105
VIL1	-4.05675
OR8U1	0.217833333333333
CCDC107	0.457
PTTG1IP	-0.11175
OR4X2	0.42975
COL9A1	-2.221
PSMD9	-0.30825
ZFP62	0.879
TIP39	-1.64075
PARP15	1.798
TTC19	-0.1385
C1orf114	-2.85666666666667
GFPT1	1.696
SLC27A6	-1.6145
MRPS10	-0.4579
CALML5	4.9575
TRPM7	-1.1525
CGNL1	0.68375
CECR1	0.86325
SERPINB8	0.409333333333333
TMEM102	0.282625
PDIA2	-3.3065
NUCKS1	-0.616666666666667
HOTAIR	3.60875
EBI3	0.7735
NXN	1.1365
ZMYND19	-0.6385
FOXJ3	0.82925
EIF5B	0.4712
EIF2B4	0.413666666666667
LEO1	0.76325
ZIC5	-1.596
IL20	-0.135833333333333
KIAA0415	-0.253
FLJ37357	0.215
TSPAN12	0.50275
ACTR3B	-0.1955
TFAM	-0.6505
IL17RD	-0.0688749999999999
PARP12	1.57225
KLHDC7A	0.7265
KCTD4	-0.4275
GTF2H1	0.1255
FLCN	-0.968333333333333
BIRC4	-0.041625
LOC790955	-0.92175
VKORC1L1	0.538
CYP4F22	0.234166666666667
TAS2R5	1.021
ZNF582	1.2855
HS3ST3B1	0.378125
CTNS	-0.4945
STK36	-0.233666666666667
MMD2	0.25025
RP5-1103G7.6	0.1955
FLJ23356	-0.4635
CRH	-0.2665
C1orf182	0.0765
ACP5	2.97566666666667
AMFR	0.94
CA4	-2.4495
PLCB4	1.077
MPHOSPH10	0.64875
UNQ473	4.04283333333333
G3BP2	1.72391666666667
SR140	0.317083333333333
HOXA2	-0.005
