Hybridization REF	TCGA-AN-A046-01A-21R-A034-07
SLC22A3	-1.5364
UCP2	1.07575
FOXG1	-2.61516666666667
OR2AG1	0.5675
TRIM24	-1.94575
PROC	-3.17075
TAAR6	0.45025
AMTN	-1.0255
C10orf47	-0.813666666666667
DEPDC1	-3.395
FLJ45557	6.308
ZDHHC17	-0.6845625
KIAA1429	-0.0656666666666667
KCNH1	1.10775
VNN3	0.596125
PSMAL	1.234
PPARD	0.604375
HFM1	-1.4615
YBX1	-2.611
ZNF695	-2.59275
SCTR	0.149666666666667
DCDC1	0.0865
VPS26B	0.9505
MTF2	-1.0945
ATP6V1F	0.33475
CCDC94	0.42975
PERF15	0.0195
CCL11	4.64375
LMO7	-1.33975
DCST1	-0.13
ADRBK1	0.403375
CDRT4	-0.337375
ZNF84	0.103
HOXD8	4.219
STARD8	-0.347
FOXP2	-0.683625
CCDC103	0.965
POLR3A	-0.2152
GSC	2.03183333333333
ZNF114	-3.7396
HTR7P	0.3185
LALBA	0.404
RMND5A	0.189333333333333
PSCD2	1.14825
ZNF409	0.2625
KRTAP1-3	0.668333333333333
MAF1	0.1285
LOC201725	-1.7
NRN1	-2.101625
SPAG5	-2.59
DNAH7	1.42583333333333
FLJ43860	0.082
BRCA2	-1.1285
ACADM	-0.975875
CXXC6	-3.6075
RAGE	-0.677625
CHMP2A	0.89775
FAM8A1	0.9674
GPR21	0.2195
SLC12A3	-2.72816666666667
FVT1	0.698857142857143
ZDHHC7	-0.4615
FLJ44048	0.796
SLC44A3	1.99066666666667
SDSL	0.0426666666666667
MMP8	-0.82475
PLA2G12B	-3.73366666666667
ACY1	-0.764
MT1E	-2.173
OR4K15	0.706
TECTB	-0.0115
GPR20	0.297375
IRAK2	-0.70925
RFPL3	0.094875
MYO9A	-0.79675
NARG1L	-0.550333333333333
BLMH	-1.52575
CCDC3	1.6385
C9orf21	-0.3215
KIAA0513	0.133833333333333
MIER2	0.1295
PNMA2	-1.79408333333333
SH3BP2	0.9339
ANXA10	-0.2345
RTN2	0.233166666666667
TFB1M	-1.3355
PRPH2	2.1365
C14orf133	-0.2415
GOLGB1	1.38166666666667
IRX4	-0.95425
NFKBIL1	1.35833333333333
C10orf62	-0.445
APBB3	0.1205
RPS10	0.2924
LOC728378	1.64225
TLE3	1.31311111111111
PSMB7	-0.727625
MESDC1	1.2005
SLC6A1	1.177
OCLN	0.482166666666667
PTTG3	-2.21166666666667
NAGLU	-0.694
SERTAD4	2.463125
SPRY1	0.028
FLJ10781	-0.211916666666667
MYSM1	-0.89525
TRIM4	0.299285714285714
SH3YL1	1.296
TREM2	4.027
SERPINI1	3.12275
HDHD3	1.109
TMEM38A	0.53775
EID2B	-1.728
TDRD3	0.456333333333333
SEDLP	1.0065
THSD7A	1.343
NDST3	-1.92375
KLHL15	0.237166666666667
DHRS12	1.616
FBXO9	0.535428571428571
TNPO1	-0.58975
MRPL13	-0.678333333333333
SNX5	-2.20866666666667
METTL6	-0.66675
SOD1	0.007625
CHML	0.441
PACS1	1.428
SIRT5	-0.7435
CAPN2	0.434666666666667
FXYD5	-0.88
TWISTNB	-0.8195
LRFN1	0.797166666666667
UBE1L	1.888625
UBE1C	-0.25375
OR51B2	-0.04075
OR4D11	0.365
C15orf2	0.2675
NR4A1	1.86083333333333
LOC339047	-1.36575
TRIM17	-0.78525
ATP5G3	-0.273928571428571
RPL15	-0.0970833333333333
ADAMTS8	1.27225
HOXC4	1.2545
C14orf37	1.7685
CEACAM5	-1.01775
MYT1L	-0.931833333333333
RASA2	-0.13825
OSBPL7	-0.759
STAG1	-0.739
GIMAP4	4.9785
FUT3	-1.38216666666667
PIF1	-2.44325
LPIN2	-0.1959
SH3PX3	1.218
PDP2	-1.27625
PAPD1	-0.523375
ERP27	2.78125
APOOL	-0.1736
DIABLO	0.113
TRHR	0.0795
ARMC9	-0.391375
RNF152	4.244
SLITRK3	-0.5855
ZNF211	0.4979
PFDN1	0.404
RGS11	0.692375
HS6ST1	1.1818
AKR1D1	-0.8005
TNP2	0.437833333333333
STK31	0.824333333333333
EML4	-1.44341666666667
SGTA	-0.117166666666667
HIST1H2BI	1.03166666666667
PSMD6	-1.71766666666667
KIAA1257	0.14725
C18orf55	-0.892
FLJ20273	2.6455
RPL28	0.832333333333333
EPYC	3.533
NOX3	-0.816
ELAC1	-1.13116666666667
METT11D1	-0.885
BIN2	0.859
NACA2	-0.08975
CCDC17	-1.708
HM13	0.2908
UBOX5	-0.4165
UBE2O	-0.103125
UBL5	0.493
APOLD1	0.879625
C9orf31	0.17475
TNFSF8	-0.069
ARHGAP29	1.860375
PROKR2	0.5165
PDE5A	-1.20933333333333
C6orf12	-0.638
TOM1L1	-1.1245
WHDC1	0.599625
FOXI1	0.317166666666667
RAB4A	0.3051
TMEM39B	-1.04325
ATPBD1C	-1.20625
FARSA	-0.8735
PLEKHG5	-0.4125
CMAS	-1.35316666666667
OR7E24	0.699
SLC30A1	-0.8445
CDC42EP5	1.1705
PLAC1	1.57375
KLHL18	0.15425
LBA1	1.2815
TAZ	-0.97875
CRIP2	2.635125
BTBD11	-1.19783333333333
C16orf72	0.3305
DIO2	0.6833
LRRCC1	-0.336833333333333
CCDC136	-2.045
PRX	0.385375
RBM5	0.1716
TMEM85	0.188125
TUBGCP4	-0.908666666666667
APLN	0.349125
CDK7	-0.2095
SSR2	1.13966666666667
CRELD1	0.199
C19orf46	1.92425
GAL3ST4	1.13866666666667
KBTBD10	1.875
IL28A	0.811
WDR27	0.2305
MCM2	-2.00483333333333
SOX14	-0.0305
FLJ39743	0.093
KIAA0922	-0.6425
HIPK4	0.037
FLJ25758	0.356
C16orf57	-1.33641666666667
PDZD2	0.297
MCC	1.978
HHLA3	-0.1273
ID2	0.99725
C20orf23	2.21133333333333
ZNF688	0.84025
APOC2	-0.6725
LOC440093	-1.1205
FAM50B	1.65633333333333
PWP1	-0.532
DNAH10	0.41975
HIST1H2BA	0.90425
GPR56	0.016
METAP2	-0.688
PAN3	0.575
STXBP4	-0.956
PDHX	-0.6925
MTA1	1.14691666666667
ZBED4	0.963625
ZNF720	-0.893
CDK2	-2.45
RHOJ	0.07175
CDC37	-0.164333333333333
ZER1	0.699
GRK4	1.52725
PRPH	-0.20775
POLR2A	0.191
OGFOD1	-1.05925
NOL5A	-1.3165
PHEX	1.8085
FLJ16478	-0.04625
C20orf117	-0.578375
CAMTA2	0.547
C11orf74	-0.332833333333333
DDX17	0.310583333333333
C5orf27	0.056
PLEKHA2	-0.731
PDE4DIP	-0.9635
SCN7A	0.56475
ZNF559	-0.539166666666667
CXCL10	4.21325
ZMYM4	0.0641666666666666
STK32B	0.5404
KIAA0888	-3.3711
TACR3	1.0815
CKAP2L	-1.36075
KIF1A	-0.388166666666667
RSPRY1	0.57325
VCAN	1.37375
CYP27C1	0.4135
SYDE1	-1.206
MED12L	-1.26125
ZDHHC21	1.37025
NHS	0.1925
TM9SF3	0.260833333333333
DDHD1	-0.4435
MAFG	-0.805916666666667
BICD2	0.1324
C14orf119	-0.0113333333333333
C14orf43	0.971785714285714
CDH7	-1.506
ALKBH5	-0.446857142857143
JUP	1.516375
TMEM41A	0.4775
MAMDC4	-1.32733333333333
CBX3	-0.532375
LRRC18	-0.0165
RBMXL2	-0.22775
PLA2G4D	0.3985
FGF13	-0.110875
KIF3A	0.269833333333333
PDIA6	-0.6765
DCXR	0.921
CASKIN2	0.666
EHD1	0.519
MARCKSL1	1.35233333333333
ZNF496	0.177
SCAF1	0.759166666666667
KCTD8	-0.796
TRAF3IP3	0.981642857142857
LSR	1.67775
CXorf1	-0.177
C14orf112	0.101
EIF2B1	-0.1415
OMP	0.381
GSTZ1	-0.0465
LOC92017	0.615
ISLR2	0.549
C12orf36	0.9565
GATA2	-1.60166666666667
GABRA5	-2.524
CELSR2	-0.218714285714286
STAM2	0.9178
TNAP	-0.7665
PTPMT1	0.0996666666666667
GRP	7.16425
SV2A	-1.82866666666667
MAGEA12	-4.3745
CACNG1	2.571
C18orf19	-1.33525
GSG1	-0.7265
PTPRJ	-0.325071428571429
FRMPD1	0.2995
ZNF668	0.45775
PLEKHJ1	-0.35925
ADAT1	-1.1937
TMEM50A	-0.00329999999999998
UCN3	-0.037
HOOK1	1.1955
IL17B	-1.101
MLKL	-0.161
TTC14	0.302333333333333
KLHL5	-0.543
CRYL1	0.95
FOXH1	-0.195
NFYB	-0.214625
PPM1G	-0.15975
GOLGA2LY1	-1.38925
NMT1	-0.665
HADHA	-0.212
CHSY-2	2.10375
PLEKHF1	0.214428571428571
SAGE1	-2.893
MUSTN1	0.65075
SUHW4	0.85325
TFEB	1.1295
ZFYVE27	0.212
ATG12	-0.166833333333333
BMI1	0.942714285714286
ZIM3	-0.37025
MYH4	0.146
MASP1	-1.10025
KIAA0984	0.8135
RPAP2	-0.5635
ASB5	0.18725
BOLA3	-1.29433333333333
MIA3	1.44116666666667
KRT35	0.484
KIR3DL3	-0.565
MRPL51	-0.711
SEMA3F	1.79966666666667
NDUFB2	0.0495
LOC253012	-0.72825
FAM46C	-0.6262
G6PC	-2.84442857142857
CSAG3A	-4.93283333333333
PREX1	1.849
SLC25A45	-0.165125
MAPKBP1	0.1373
CPE	-0.4371
GNB1	0.15525
CXCR6	3.081
TRIM46	0.273
C16orf3	0.512333333333333
HPSE	0.655
TIGD3	-0.4765
SPG3A	0.67825
LCAT	-1.59583333333333
ST6GAL1	-1.58961111111111
POMC	-0.000249999999999993
FLJ36031	-0.7585
NSMAF	-0.788
SKIL	0.513
ADSS	0.6825
HMGCS1	-2.1452
POLR3F	-0.441333333333333
RAB10	0.309625
ZNF277P	0.375125
ZBTB7B	2.325125
DHRS1	1.345625
ABCC13	0.31975
CNOT3	0.5505
NFKBIA	1.0605
GAK	0.4595
SFT2D2	0.9175
HOXA6	0.072
CRTC1	0.706625
LY6D	-0.647833333333333
C20orf72	-1.27083333333333
CPT1A	0.71275
LMO1	-2.2395
EIF3I	-0.156
PRB4	0.234
MCM3APAS	-1.472
C20orf132	0.804
FOXF2	-3.30025
S100A12	0.33025
MLH1	-0.685
ACTN1	0.2864
MRPL36	0.136666666666667
C20orf106	-0.23075
FBXO6	1.731
MKS1	-0.309166666666667
CX3CR1	-1.672375
PDE1B	1.2445
PLP1	-3.54625
KISS1	-0.149
C14orf2	0.156833333333333
TBC1D3P2	-0.345
COMMD6	0.7112
ANKRD7	-2.2745
PTCHD1	-1.88825
NARS2	-1.24525
DOCK7	-1.740875
FAM127B	-0.35325
LOC390243	0.0253333333333333
N6AMT2	0.9325
ZNF391	-1.2425
DNAJB14	-0.159666666666667
WRB	-0.719
BPI	0.0159166666666667
TTC4	-0.8945
FAM10A5	0.30775
GOT1L1	0.664875
MAGED1	-0.749875
RESP18	-0.56325
WFDC6	1.3885
MT2A	-2.0885
C11orf56	0.5295
KIAA1432	0.331
ROR1	-1.1385
HSD17B14	1.041
ZFAND2B	-0.100125
SAMD4B	0.64975
HEXA	0.191
HNRNPU	0.244409090909091
USP39	-0.517875
NRD1	-0.5645
R3HDML	0.16025
FLT4	0.3415
OMG	0.441333333333333
OR52N4	0.677
LOC399818	-0.5295
ELA2	-2.36275
VENTXP1	0.105
RFC5	-1.8085
OR52L1	0.345
PAX5	0.084
FBXO2	-1.199
GMEB1	0.218
AKT3	-0.921833333333333
CRB1	-0.82
CTTN	0.224333333333333
UTP15	-0.646833333333333
HSBP1	-0.324666666666667
PHF11	1.6195
NDEL1	0.324333333333333
USP8	-0.5565
BAIAP2	0.5550625
SI	0.4336
ARSJ	-1.30183333333333
BAAT	-3.203
KCNS3	3.97533333333333
LOC126147	-0.236833333333333
TMEM37	0.19675
C1orf162	3.97083333333333
MBD1	0.0753
ITGAL	1.639
WDR73	-0.1725
GKN2	0.182166666666667
ARFGAP1	-0.64025
SLC5A8	2.38616666666667
ZBTB40	0.1084
CYP4B1	1.521
LYPLAL1	0.11975
CHST3	-1.6765
MAP3K9	0.5125
BTAF1	-0.609666666666667
TFAP2E	-0.141
RBM35B	-0.34125
LOC441251	-0.282833333333333
ANKRD25	-0.287611111111111
UQCRC2	-0.6995
MAEA	0.174333333333333
HYAL1	-2.6643
RNPEPL1	0.4145
CPSF2	-0.558625
PSD3	1.5429
ABCA13	-0.5205
AGR2	2.093625
GBX1	-2.2505
HDLBP	0.745214285714286
ACY3	-0.32525
HECW1	-0.34075
ZNF519	-1.2525
HOPX	3.274
ZNF304	1.173625
OR12D3	0.151
FKSG43	0.4335
METTL1	-0.086
MFSD3	0.4144
PSPH	-1.01075
CLCA3	-2.019
DARS2	-2.0255
CDC25A	-2.20433333333333
BAIAP2L1	0.199
B3GNT5	-0.36475
USP29	0.62325
ARHGEF10L	0.4563
ATOX1	0.799625
ADAM30	0.3585
DNASE1	-0.779
STT3A	0.2285
RAB6IP1	-0.12225
PTN	0.2159
C1orf106	-2.13084615384615
HECA	1.416
RNF122	-0.778
SLC22A18AS	0.0918333333333333
GNG8	0.751333333333333
ELP4	-0.764
FAM65A	0.741166666666667
RPL10A	0.235666666666667
IRS4	1.1155
MACF1	0.4721
SEC24D	1.27425
LOC374395	0.962
TGFB2	0.294375
MDFIC	-0.377875
CHRNE	0.723666666666667
PCMTD2	-0.0503333333333333
ATP6V0D1	0.457166666666667
MTA2	-0.37975
LZTR1	-0.0375
RAP1A	-0.228166666666667
AXIN1	-0.30375
POLR1C	0.06425
TRIO	0.1705
PLXNA4A	-0.00300000000000003
C5orf33	-0.78675
DEPDC1B	-2.81325
ZNF473	-0.222333333333333
MTM1	-0.256875
GPR107	0.162
CSNK1A1L	0.549333333333333
FLJ14154	0.4335
NLRC4	4.0125
ENPP4	1.2785
PADI3	-0.7545
RNF170	-0.147875
CG018	0.528833333333333
C16orf7	-0.2645
KCNE1	0.2125
NRM	-1.35366666666667
SLC37A3	-0.649071428571429
TPD52L2	-0.7495
UNC5B	0.8645
C12orf12	0.15175
SDHB	-1.07975
CLRN1	-0.018125
NUDT10	-1.27416666666667
UGT3A1	-0.163375
FBXW8	0.036375
RHOF	-0.295625
PTPLAD1	-0.027875
MYO3B	-0.606
DERA	-1.326
TPP2	-1.22325
C19orf53	0.596833333333333
GINS3	-1.98475
ST6GALNAC5	-0.29
CHSY1	0.58375
MGC15705	0.499
GPR83	0.226
EXT2	0.160875
DOLK	0.52375
TUBAL3	0.80825
ACVRL1	2.0191
ABL2	-0.180666666666667
C14orf156	-0.335333333333333
PTPRZ1	-4.388
DIP2C	0.785625
LAMP1	0.8625
RXRA	0.1008
MAP3K5	-0.36625
ALKBH1	0.410833333333333
PDLIM7	0.059125
ARL14	-3.2765
SNIP1	-0.375666666666667
TIMP3	1.49575
RGS3	0.509333333333333
SPAG16	-2.01722222222222
ABHD4	0.7085
ARHGEF12	1.06483333333333
GLUD2	0.267
RAC2	-0.1974
UAP1L1	-0.83
SLC18A3	-0.0345
YOD1	-0.92975
RALY	-0.168
HMOX2	0.653
DGKH	-0.249
DBNDD2	1.92033333333333
YIPF4	0.048625
THAP10	-1.66425
ZNF513	1.2595
HAGHL	0.0656666666666666
ITGB4	0.4005
CCDC141	-0.6075
YTHDF3	-0.40075
C5orf28	0.2995
RPL7L1	-0.376625
TMEM30B	0.612785714285714
ANKRD35	0.145
DUOXA2	0.45525
TBC1D5	0.114
DFNB59	0.355
HRH4	0.5685
MYO6	2.3133
DNAJA4	0.157375
RBM24	0.087375
CEACAM20	-1.02825
RBM23	0.0153571428571429
NGFB	-0.0215
C1orf63	-0.9672
KRTAP7-1	-0.195
PERLD1	1.48475
NPB	0.4845
C17orf59	-0.12
HSPBAP1	-0.80825
SLC15A4	0.076125
PRTFDC1	-1.6795
OSMR	-1.73557142857143
CYSLTR2	0.075
C19orf25	0.5483
KIAA1797	-0.2885
NLRP6	1.293
FAM105B	-0.1345
SCRN2	-0.220666666666667
LRRC58	0.0389
RNF17	0.176125
NEIL3	-3.433
FAM137A	2.8285
SKP2	-3.34875
PARVA	0.7675
PKLR	-1.6135
RNF34	0.768625
A3GALT2	0.12025
C12orf50	0.348166666666667
SUNC1	-1.8965
FAM102B	-0.0185
CCT2	-1.15475
LRRC37A2	-0.165
ARF4	1.119
SIKE	-0.66175
C8orf48	-0.334833333333333
MBTPS1	0.136
GPSN2	0.185
NCF2	3.233
SLC12A6	-0.24
MRPL48	-0.8875
HMGN3	-0.112333333333333
LRRC62	-1.169
PAX9	0.92875
FAM55A	0.9425
C20orf42	-3.984
SCML2	-2.00533333333333
BCL9	0.12075
FAM40A	-0.66275
C9orf41	-1.236
ZNF774	-0.8115
LETM1	-0.68875
PLXNB1	0.709666666666667
NIPSNAP1	-0.88775
USP10	-0.603
F9	0.25475
LIPE	2.05675
CNGB3	-0.5115
C12orf52	0.138
PI4K2A	0.405875
MED8	-0.31675
STAT4	2.252
FGD4	-0.399666666666667
RNF145	-1.9615
WDR32	1.3258
CLDN2	0.375166666666667
TCEAL8	0.35425
ZMYND8	0.2284
PDXK	-0.48390625
GATAD2A	0.05575
PTGES3	-1.2755
CCM2	-0.11675
TAP1	2.580625
ZNF670	-0.125
ETS2	0.192571428571429
C6orf166	-0.5355
PRMT2	0.219428571428571
OR4B1	0.2235
INTS8	-0.8105
CCDC102A	-0.0055
CCDC83	-2.60183333333333
ITGA1	-0.5619
EPHA5	-1.985
FAM24B	-0.449333333333333
TSGA10	1.229
HAL	-2.21533333333333
MYOT	0.34225
SPACA3	-0.19025
BCL2L2	-0.143
CUGBP2	-0.386166666666667
CCNB3	0.9955
RNF113B	0.1965
MERTK	-0.09725
BAG1	0.95625
VPS36	-1.12625
ORMDL3	0.5251
C1orf190	-0.525
ZNF625	0.1895
CORO2B	-1.66675
ALOX15	0.38
CST1	4.094
NUPR1	1.77583333333333
CCL7	2.36325
SMCR5	-2.347
DSC2	-0.8795
RBMS2	0.626
GRIK4	0.1425
TRIM65	-0.2056
TMPRSS6	1.62592857142857
TP53INP2	1.07525
GLB1L	1.43316666666667
LOC388284	-0.0343333333333333
PUS1	-0.378714285714286
BCL9L	1.4005
OLFM1	-0.860083333333333
RET	1.903625
MASTL	-2.26966666666667
ALX3	-0.0115
IL1RL1	0.132666666666667
ZNF765	-0.4485
C14orf138	-0.4705
SNX10	-0.445333333333333
TAC4	0.144
C1orf64	-2.5935
POGK	0.113875
MAPK9	0.7235
ZNF366	2.94025
C8orf79	-0.5322
CLDN7	2.104125
OR5AT1	0.376
TRIM37	-2.79975
LRRC25	2.81375
GRHL2	2.3602
TEKT3	0.866
LASS5	-0.310666666666667
ABCC4	-2.22083333333333
DLG3	1.328375
VGLL1	-0.138714285714286
ZFP36L2	0.967166666666667
MFRP	-0.0156666666666667
KIAA1799	-0.14775
FLJ44379	0.2865
PCNX	-0.3575
ANXA9	2.286
CYP4V2	0.677
PIK3C2A	0.503
SRR	0.577
NOL3	0.071
IFITM2	0.7995
ARNTL2	-1.649
ZNF595	0.9025
NLRP13	0.525
ASPH	-0.40125
CPA2	0.12
PVRIG	0.198833333333333
LEPR	-0.877333333333333
C16orf42	0.443833333333333
SH3BGRL	3.77825
FAM77D	-1.10416666666667
FNDC7	-0.1275
C9orf6	0.441666666666667
NOTCH2NL	1.07566666666667
PGBD1	-1.011
SYNGR2	0.915666666666667
PITPNA	-0.20475
PRPF4B	-0.5694
SLC43A3	-1.719
NRBP1	0.02325
SLC25A22	0.46375
ILK	0.92375
SLC22A8	0.289333333333333
MRPS7	-0.88025
PITX2	3.117
FABP3	-1.227875
OR1L1	0.317
LOC728215	2.063125
BLID	-1.226
KIAA1217	1.86611764705882
TFPT	0.60325
AP4B1	-0.86725
VBP1	-1.82925
OR1K1	0.6625
MORC3	0.545
BHMT2	-0.1125
C3orf10	0.75925
FZD7	-0.204166666666667
WFDC10A	-0.4455
PMS2CL	-0.155625
CCDC32	1.02183333333333
FA2H	-2.3405
ALG13	-0.0335
TTLL7	-1.3741
SPOCK3	0.48775
SLC13A2	1.2135
AIM1	2.039
GPRC6A	0.35
EGR2	5.2495
MED11	0.0415
WWC1	1.11325
SH3GL3	-4.32425
RIF1	-0.318714285714286
PRLH	-0.1195
VLDLR	-2.0015
DBT	-0.0925625
C21orf63	1.92075
CGGBP1	-0.27475
KRTAP12-2	-0.4855
TADA3L	0.771625
ZBTB16	3.71575
PDGFB	1.171875
RFX1	0.419375
UQCRB	-0.00040000000000001
LOC133874	0.5805
HPS3	-0.79575
LGALS3BP	0.9378
DKFZP564O0823	0.7505
MRFAP1L1	0.064625
HOXA10	-1.52466666666667
NGB	0.8375
KIF21A	0.399076923076923
IFLTD1	0.309
LZTS1	-1.524375
ARHGEF3	1.694
RHBDL3	-1.927
CSNK1G2	0.0430833333333333
ChGn	-0.6595
KIAA1244	2.554
GABRB2	0.258
MGC72080	0.346
CD27	3.85175
EGLN1	-1.3489
PEX13	0.228
RWDD3	-0.1785
RNF12	-0.445666666666667
GRIN2B	0.453
ADAMTS14	-0.370375
DYDC2	-2.15216666666667
ATP6AP1	1.2498
NR1H2	0.503333333333333
PDK2	0.69375
C3orf17	-0.446833333333333
SLC38A2	-1.2765
SLC25A29	0.6455
C15orf29	0.818
ADAM9	-1.52991666666667
TMUB2	0.53
GPR176	-0.843
AGK	-0.318875
MCCD1	1.4285
NDUFA4	-0.30175
TMEM146	0.08725
DUSP1	2.193
UNQ6975	1.126
EMX2OS	3.55625
INSM2	-0.3785
LUZP4	-0.017
SETD6	-1.56475
P2RY2	2.31575
SLC45A2	-1.5315
RABGAP1	0.312
UBXD5	0.950125
GPRC5A	2.549
PAK3	-0.364833333333333
LOC63920	-0.3705
TGFBR1	-0.1725
KRTAP6-3	0.22425
SFMBT2	-0.37975
CDC42	-0.18875
C11orf35	1.4115
TTLL2	0.3765
UACA	0.163083333333333
CD97	-0.6754
SETD5	0.100375
NINJ2	-0.30075
PTER	-0.0316666666666667
POMGNT1	0.421
KRTAP4-2	0.2375
ECGF1	3.021375
HRB	-0.475181818181818
ATP1B2	-0.3076
LOC400506	-0.567
COL4A3BP	0.74025
C6orf97	2.83825
GRHPR	0.355
TAS2R1	1.391
SEMA7A	-0.646
EDF1	0.61225
ODF2L	0.269
PCID2	-0.65
GTF2H4	-0.7125
ZCCHC3	-0.70675
CGB2	0.6075
NEUROD1	0.2525
C20orf75	0.337
RP5-1054A22.3	1.22883333333333
IFNA5	0.294
ZNF134	0.522833333333333
MGC119295	-0.5839
ZSWIM6	-0.539875
SMEK1	0.194166666666667
PCGF2	0.687
C1orf102	2.172
CYP2A13	0.4995
KCNH6	-0.8882
MDM1	-0.0281
ALDH7A1	0.553
C9orf75	1.92975
VDAC3	-0.18225
OR51T1	0.2555
EIF3F	-0.01725
KCNJ10	0.281
LENG8	0.385
EDEM2	0.702416666666667
CCNJL	-1.84316666666667
DHX37	-1.0885
CRYGN	-0.2535
AATF	-0.444875
ZNF630	1.134125
E2F5	-1.003
WFDC13	-0.6065
FTSJ3	-0.455333333333333
C4orf33	-0.19175
LHFPL4	-2.32525
C19orf56	0.2705
SMAD4	-0.323625
AFM	-0.351166666666667
G0S2	0.724
FCHSD2	0.1819
RRP1B	-0.8996
EEF1B2	-0.783666666666667
STAT6	0.142833333333333
ZNF195	-0.152
GNL1	-0.6665
ZNRF2	0.510166666666667
PER3	0.487
ASB16	0.36325
C10orf10	0.717071428571429
ADCY8	-3.53716666666667
C9orf58	-1.08816666666667
ARMC10	0.0321666666666666
PSG1	-1.7505
DHX34	0.094
VARS2	0.10975
NFIC	1.9975
ITPR2	-1.2925
AGXT2	0.2845
OR6K3	0.798
H2AFZ	-1.364
MLLT3	-0.14725
COX4I2	1.58725
CCNT2	0.04075
PLK4	-2.43425
NUMBL	-0.483166666666667
MED16	0.81775
PLEKHQ1	1.12875
GOSR1	0.290611111111111
BTG4	0.593
RPL30	0.743166666666667
IGSF5	-0.53525
IGFL2	2.15416666666667
ELMOD2	0.363166666666667
SHC3	-1.56983333333333
HAVCR1	-0.00699999999999995
DYNC2H1	-0.79975
RNF5	-0.241666666666667
C2orf7	0.105
NLF1	1.3025
KLHL25	0.1175
LRP10	1.1326
KRI1	-0.50175
PUS7L	-0.573166666666667
MGMT	0.44725
HOXD1	0.732666666666667
CSH1	0.4341
ATG16L2	-1.16
FLJ44635	0.6145
CHODL	0.1645
EXOSC8	-1.8385
SLC28A1	0.557
MYO7B	-0.374333333333333
SEH1L	-0.3865
MTNR1A	0.2248
TSPAN5	-0.6695
CDC45L	-3.54266666666667
AMIGO1	0.7215
ATAD3A	-0.984125
OSGIN2	0.0905
PDIK1L	0.100333333333333
DARC	2.505
PIPSL	-0.238
SHMT1	-1.2355
CRISP3	0.1625
POPDC2	2.35716666666667
ZRANB2	-0.597833333333333
FBXL8	1.107
TRIP13	-2.33327272727273
EIF5AL1	-0.769
POU5F1P3	-4.98733333333333
IL6	-1.605
CXorf38	0.124166666666667
IFNA16	0.55
FBXL2	0.8695
BRD1	0.3285
STATH	0.7515
FBXO44	0.922833333333333
MCCC2	2.6125
CDC2	-2.4433
C5orf23	-0.27
IVD	1.03433333333333
C10orf122	-0.55275
MSL3L1	-0.0501
MVP	0.72575
EPOR	-1.7215
ZMYM1	-0.657833333333333
BCL7C	0.737833333333333
PSTPIP2	1.8212
LYPD1	-1.003125
OR8G5	-0.392
ZP3	0.7545
BCAS4	-0.058
EDG6	2.95875
ISY1	-0.2685
PRAMEF2	-1.0585
CUL1	0.352375
RNF213	1.1573
CCRK	0.87425
DHX9	-0.594
C13orf29	2.26125
NCKAP1	1.74266666666667
MRPL43	0.724071428571429
XPR1	-0.9405
PKN2	0.7177
PODNL1	0.7285
ZNF333	0.409875
DALRD3	1.11675
OPN1SW	0.026
BTBD6	0.71025
C11orf82	-1.4875
OR5P3	-0.163
DUSP11	0.053
L1CAM	-1.2023
NEK11	2.5035
OR7E91P	0.924
CNTN3	1.8846
CREB3L2	0.5965
ZBTB37	-0.3885
KIAA1324L	-1.6905
NDUFB10	-0.485666666666667
NUDT2	0.4865
GTPBP8	-0.322
CACNA1D	0.242125
PRKAA2	-2.11166666666667
PRDM8	0.5435
MGC16075	-0.841666666666667
KRT14	-0.341642857142857
PP8961	1.172125
MRPL18	-0.56
ABCG2	-3.1165
PACRG	2.13925
BBS2	-0.152
KREMEN2	-4.1965
FBXO21	0.493
HNRPUL1	0.44025
GRB10	-0.52225
CLSTN1	1.27825
LMAN2	0.9916
C17orf61	-0.79375
NIPSNAP3A	0.335
INSIG2	-1.794
PCDHB7	-0.418166666666667
STXBP2	1.266375
CMAH	1.34075
SEMA5B	-1.6005
ZNF155	0.154666666666667
COQ6	-0.140666666666667
PRPF4	0.00849999999999999
TSPAN15	3.4261
VN1R5	0.38225
LATS2	0.18375
SELK	0.44825
PGK2	-0.4025
MS4A1	0.153
TYW3	-0.5031
KRTAP5-1	1.4715
RCCD1	-1.4675
BTN1A1	0.71825
DDX28	-0.747
TMEM65	-0.699125
LOC92345	0.11725
TTC31	-0.2135
WDR46	-0.924833333333333
CHP2	-1.51266666666667
LSP1	1.04425
ZNF542	0.97725
EXOSC1	-0.1805
ARHGAP18	-0.0745
LRRTM4	-1.090125
MAOB	3.71925
CACNB4	-0.652
MGC33846	0.39725
RANBP3L	2.86725
ATP5L	0.2295
ONECUT1	-3.1005
NUDT9	-0.0405
TMEM149	0.924
STX17	0.4295
IGSF10	-4.32475
TMPRSS9	1.432
BMPR2	1.05558333333333
ALLC	0.13025
KLF7	1.09525
GCC1	1.3217
TIMM9	-0.043
CDO1	0.3345
MGC10701	-1.1935
IFI6	2.7035
FRMD8	-0.045
MGAT2	0.06025
WBP5	-1.719
CNIH2	0.77225
KIAA0907	-1.2521
KCNH8	-0.6605
CTSG	-2.187
GRIK1	-0.536
CUL5	0.227875
FRMD1	0.526
OR9A4	0.371
SYT6	-1.446875
