Hybridization REF	TCGA-B6-A0WX-01A-11R-A109-07
HECW1	0.01125
ZNF519	-1.1975
HOPX	3.983375
ZNF304	-0.12775
OR12D3	-0.052
FKSG43	-0.134
METTL1	0.737375
MFSD3	0.254
PSPH	-0.589
CLCA3	-0.005
DARS2	0.008
CDC25A	-2.27666666666667
BAIAP2L1	0.92575
B3GNT5	2.513875
USP29	0.2445
ARHGEF10L	0.8423
ATOX1	-0.473375
ADAM30	0.1975
DNASE1	0.671
STT3A	0.35025
RAB6IP1	-0.1785
PTN	2.5402
C1orf106	1.73123076923077
HECA	2.77
RNF122	1.40275
SLC22A18AS	-0.4285
GNG8	0.255166666666667
ELP4	0.5765
FAM65A	0.0585
RPL10A	-0.1145
IRS4	0.649
MACF1	1.3691
SEC24D	0.33825
LOC374395	-0.0755
TGFB2	4.071625
MDFIC	0.700375
CHRNE	0.721333333333333
PCMTD2	0.0701666666666667
ATP6V0D1	-0.542166666666667
MTA2	-0.33325
LZTR1	-0.845666666666667
RAP1A	-0.827
AXIN1	-0.172875
POLR1C	-0.2585
TRIO	0.125
PLXNA4A	-0.232583333333333
C5orf33	-0.967
DEPDC1B	-3.49225
ZNF473	-0.187
MTM1	0.23825
GPR107	0.308666666666667
CSNK1A1L	-0.273
FLJ14154	-0.26975
NLRC4	2.40425
ENPP4	1.11016666666667
PADI3	-0.971
RNF170	-0.321875
CG018	1.04133333333333
C16orf7	-0.05125
KCNE1	0.8135
NRM	-0.833333333333333
SLC37A3	0.164714285714286
TPD52L2	-1.25816666666667
UNC5B	1.54625
C12orf12	0.158833333333333
SDHB	-1.198
CLRN1	0.216625
NUDT10	-0.0261666666666667
UGT3A1	-0.01925
FBXW8	-0.218
RHOF	-0.743875
PTPLAD1	-1.248
MYO3B	0.98625
DERA	-0.91125
TPP2	-0.97825
C19orf53	0.525166666666667
GINS3	-0.872625
ST6GALNAC5	2.4625
CHSY1	-0.175
MGC15705	0.0965
GPR83	0.0891666666666667
EXT2	1.618375
DOLK	-0.06025
TUBAL3	-0.26125
ACVRL1	2.1107
ABL2	0.342833333333333
C14orf156	-1.2615
PTPRZ1	-2.864625
DIP2C	1.526875
LAMP1	1.224625
RXRA	-0.4444
MAP3K5	0.654
ALKBH1	-0.646333333333333
PDLIM7	0.380875
ARL14	-1.037
SNIP1	0.153833333333333
TIMP3	1.81033333333333
RGS3	-0.340666666666667
SPAG16	0.3395
ABHD4	0.13475
ARHGEF12	0.676333333333333
GLUD2	-1.32
RAC2	-0.00390000000000001
UAP1L1	-0.509
SLC18A3	0.376
YOD1	-0.31775
RALY	-0.51925
HMOX2	0.336
DGKH	-0.11875
DBNDD2	0.292166666666667
YIPF4	0.014125
THAP10	-1.42525
ZNF513	0.38425
HAGHL	-0.809833333333333
ITGB4	1.0505
CCDC141	-0.812
YTHDF3	-0.188
C5orf28	0.127
RPL7L1	-0.556
TMEM30B	0.229857142857143
ANKRD35	3.077
DUOXA2	-0.3365
TBC1D5	0.26075
DFNB59	0.463
HRH4	0.2875
MYO6	3.2287
DNAJA4	0.970125
RBM24	-1.344125
CEACAM20	-1.85825
RBM23	-0.887
NGFB	-0.2395
C1orf63	-1.1724
KRTAP7-1	0.0985
PERLD1	1.38725
NPB	0.3235
C17orf59	0.8291
HSPBAP1	0.439
SLC15A4	-0.261375
PRTFDC1	1.5735
OSMR	-0.440642857142857
CYSLTR2	-0.122
C19orf25	0.5232
KIAA1797	-0.6045
NLRP6	0.2835
FAM105B	-0.1365
SCRN2	-0.211666666666667
LRRC58	0.2759
RNF17	-0.01625
NEIL3	-2.5995
FAM137A	0.73975
SKP2	-3.4795
PARVA	0.997916666666667
PKLR	-2.1255
RNF34	-0.72175
A3GALT2	0.296
C12orf50	-0.109666666666667
SUNC1	-1.99025
FAM102B	-0.541333333333333
CCT2	0.40275
LRRC37A2	-0.4505
ARF4	1.009
SIKE	-0.119125
C8orf48	0.1735
MBTPS1	0.5285
GPSN2	0.036
NCF2	2.3285
SLC12A6	0.387333333333333
MRPL48	-0.62225
HMGN3	0.449
LRRC62	-0.4375
PAX9	-1.757375
FAM55A	0.9575
C20orf42	-0.0271666666666667
SCML2	-0.9985
BCL9	1.1705
FAM40A	-0.306
C9orf41	-1.50266666666667
ZNF774	0.0165
LETM1	-1.43075
PLXNB1	-1.198
NIPSNAP1	-1.09725
USP10	-0.22925
F9	0.407
LIPE	0.2455
CNGB3	-1.001
C12orf52	-0.59825
PI4K2A	-0.1305
MED8	0.461375
STAT4	1.3375
FGD4	0.2155
RNF145	-1.01216666666667
WDR32	0.2508
CLDN2	0.0896666666666667
TCEAL8	0.458
ZMYND8	-1.2524
PDXK	-0.51634375
GATAD2A	0.22025
PTGES3	-0.212
CCM2	0.48625
TAP1	0.586875
ZNF670	0.12325
ETS2	-0.58
C6orf166	0.224333333333333
PRMT2	0.521214285714286
OR4B1	0.086
INTS8	1.175
CCDC102A	1.63
CCDC83	-1.48816666666667
ITGA1	0.1535
EPHA5	-1.0166
FAM24B	-0.869166666666667
TSGA10	0.28175
HAL	-1.2645
MYOT	0.37225
SPACA3	0.584
BCL2L2	-0.792
CUGBP2	0.0633333333333333
CCNB3	-0.058
RNF113B	-0.4595
MERTK	0.1895
BAG1	-0.85425
VPS36	-0.52
ORMDL3	0.3418
C1orf190	0.6865
ZNF625	-0.40925
CORO2B	-0.9445
ALOX15	-0.167
CST1	0.758
NUPR1	2.46733333333333
CCL7	-0.47925
SMCR5	-2.8905
DSC2	4.0365
RBMS2	0.49175
GRIK4	0.619
TRIM65	-0.1018
TMPRSS6	-0.704214285714286
TP53INP2	-0.59975
GLB1L	1.66466666666667
LOC388284	-0.194
PUS1	-0.510857142857143
BCL9L	0.2235
OLFM1	-0.633
RET	-0.95775
MASTL	-1.6665
ALX3	1.8115
IL1RL1	0.142833333333333
ZNF765	-0.6262
C14orf138	-1.10425
SNX10	-1.39783333333333
TAC4	-0.3255
C1orf64	-3.026125
POGK	1.458125
MAPK9	-1.17775
ZNF366	2.2405
C8orf79	0.7093
CLDN7	3.1125
OR5AT1	0.384
TRIM37	-1.1475
LRRC25	1.57675
GRHL2	2.4319
TEKT3	2.57325
LASS5	-0.0873333333333333
ABCC4	-0.187916666666667
DLG3	0.537625
VGLL1	3.550625
ZFP36L2	2.84266666666667
MFRP	-0.365666666666667
KIAA1799	0.65175
FLJ44379	-0.1185
PCNX	0.196
ANXA9	-2.42
CYP4V2	0.2425
PIK3C2A	-0.47125
SRR	1.0855
NOL3	-1.7635
IFITM2	1.3065
ARNTL2	-0.537
ZNF595	-0.337
NLRP13	-0.306
ASPH	-0.614875
CPA2	0.632
PVRIG	-0.197833333333333
LEPR	-0.628333333333333
C16orf42	0.439
SH3BGRL	1.20075
FAM77D	-0.215
FNDC7	0.1835
C9orf6	-0.986166666666667
NOTCH2NL	1.87983333333333
PGBD1	-1.24916666666667
SYNGR2	-0.088
PITPNA	0.62925
PRPF4B	-0.7442
SLC43A3	-0.511785714285714
NRBP1	0.63175
SLC25A22	-0.21025
ILK	-0.25925
SLC22A8	0.377166666666667
MRPS7	-0.790875
PITX2	0.6985
FABP3	-0.6925
OR1L1	0.15
LOC728215	-0.267625
BLID	-0.9015
KIAA1217	2.99347058823529
TFPT	-0.4585
AP4B1	-0.57275
VBP1	-2.0335
OR1K1	0.123
MORC3	0.91925
BHMT2	1.248
C3orf10	0.6565
FZD7	3.16616666666667
WFDC10A	-0.202
PMS2CL	-0.014375
CCDC32	-0.0095
FA2H	-1.0145
ALG13	-0.618
TTLL7	0.6878
SPOCK3	0.53225
SLC13A2	0.283
AIM1	0.5875
GPRC6A	0.576
EGR2	3.21875
MED11	1.13475
WWC1	0.85375
SH3GL3	-1.223
RIF1	0.335071428571429
PRLH	-0.167
VLDLR	0.834
DBT	0.745625
C21orf63	0.424
CGGBP1	0.120875
KRTAP12-2	0.789
TADA3L	-0.05325
ZBTB16	1.46225
PDGFB	0.993875
RFX1	0.706875
UQCRB	0.3709
LOC133874	0.109
HPS3	2.88375
LGALS3BP	-0.0482
DKFZP564O0823	1.6795
MRFAP1L1	-0.421875
HOXA10	-0.484
NGB	0.283
KIF21A	-0.00930769230769234
IFLTD1	0.0705
LZTS1	-0.247
ARHGEF3	1.863
RHBDL3	-1.4855
CSNK1G2	0.37375
ChGn	0.573
KIAA1244	1.57683333333333
GABRB2	-0.2245
MGC72080	0.0545
CD27	4.03675
EGLN1	-1.0318
PEX13	0.3885
RWDD3	1.32525
RNF12	-0.570166666666667
GRIN2B	0.02
ADAMTS14	-0.746625
DYDC2	3.7475
ATP6AP1	0.5254
NR1H2	-0.187333333333333
PDK2	-0.7725
C3orf17	-0.00316666666666667
SLC38A2	-0.215071428571429
SLC25A29	-0.303333333333333
C15orf29	0.39875
ADAM9	-0.145416666666667
TMUB2	0.42075
GPR176	-0.74725
AGK	-0.068
MCCD1	-0.0705
NDUFA4	-0.046
TMEM146	-0.046
DUSP1	0.773625
UNQ6975	0.641
EMX2OS	3.562
INSM2	-0.533
LUZP4	-0.3785
SETD6	0.23375
P2RY2	1.67975
SLC45A2	-1.4035
RABGAP1	0.801166666666667
UBXD5	-0.458875
GPRC5A	0.5734
PAK3	2.2785
LOC63920	0.17625
TGFBR1	0.4947
KRTAP6-3	0.40375
SFMBT2	-0.0955
CDC42	-0.33075
C11orf35	-0.2645
TTLL2	0.08575
UACA	1.39683333333333
CD97	-0.8657
SETD5	0.29675
NINJ2	1.367
PTER	1.01733333333333
POMGNT1	0.70425
KRTAP4-2	0.3515
ECGF1	2.069125
HRB	0.0318181818181818
ATP1B2	0.186
LOC400506	-0.30825
COL4A3BP	0.014
C6orf97	-1.6975
GRHPR	-0.10275
TAS2R1	0.395
SEMA7A	-1.1505
EDF1	-0.29825
ODF2L	1.6673
PCID2	-0.824666666666667
GTF2H4	-0.956
ZCCHC3	-0.91825
CGB2	-0.544
NEUROD1	0.488
C20orf75	0.1145
RP5-1054A22.3	2.3605
IFNA5	0.611
ZNF134	-0.85275
MGC119295	-0.2022
ZSWIM6	-0.31925
SMEK1	0.0773333333333333
PCGF2	0.023875
C1orf102	2.11125
CYP2A13	0.3925
KCNH6	-0.7706
MDM1	0.0801
ALDH7A1	-0.461666666666667
C9orf75	-0.72875
VDAC3	0.434875
OR51T1	0.238
EIF3F	-0.26375
KCNJ10	-0.380625
LENG8	0.1075
EDEM2	0.0915
CCNJL	0.646333333333333
DHX37	-0.867
CRYGN	0.976
AATF	-0.1655
ZNF630	1.298125
E2F5	0.5045
WFDC13	-0.542
FTSJ3	0.188333333333333
C4orf33	-0.26375
LHFPL4	-2.816
C19orf56	0.0664166666666667
SMAD4	0.393375
AFM	-0.1995
G0S2	-0.919
FCHSD2	0.0926
RRP1B	-0.5153
EEF1B2	-0.984333333333333
STAT6	0.616833333333333
ZNF195	-0.45025
GNL1	-0.5
ZNRF2	0.424666666666667
PER3	-0.93075
ASB16	0.05125
C10orf10	2.78042857142857
ADCY8	-3.06033333333333
C9orf58	0.0998333333333333
ARMC10	-0.6455
PSG1	-0.591
DHX34	-0.3595
VARS2	-0.612875
NFIC	1.22325
ITPR2	0.78225
AGXT2	0.219
OR6K3	-0.0525
H2AFZ	-1.52025
MLLT3	-0.473833333333333
COX4I2	1.781
CCNT2	0.2815
PLK4	-2.317125
NUMBL	-0.0875
MED16	0.00175000000000001
PLEKHQ1	0.95925
GOSR1	0.991222222222222
BTG4	0.0615
RPL30	1.149
IGSF5	0.06575
IGFL2	4.24433333333333
ELMOD2	-0.333833333333333
SHC3	0.979833333333333
HAVCR1	0.2095
DYNC2H1	-0.134875
RNF5	-0.2475
C2orf7	-0.35875
NLF1	1.3705
KLHL25	-0.00175
LRP10	-0.1737
KRI1	0.56575
PUS7L	-0.184333333333333
MGMT	0.245
HOXD1	0.9545
CSH1	-0.1471
ATG16L2	-1.43825
FLJ44635	0.1915
CHODL	1.11025
EXOSC8	-1.894
SLC28A1	-0.39275
MYO7B	-0.583833333333333
SEH1L	0.0117
MTNR1A	0.128333333333333
TSPAN5	0.045
CDC45L	-3.43133333333333
AMIGO1	0.299
ATAD3A	-1.49975
OSGIN2	1.424
PDIK1L	-0.4495
DARC	1.965375
PIPSL	1.0615
SHMT1	0.582
CRISP3	-0.1175
POPDC2	1.91983333333333
ZRANB2	-0.177833333333333
FBXL8	0.7585
TRIP13	-1.93736363636364
EIF5AL1	-0.0775
POU5F1P3	-4.7195
IL6	-2.55466666666667
CXorf38	-0.5585
IFNA16	0.2965
FBXL2	2.63
BRD1	-0.0165
STATH	0.47725
FBXO44	0.115
MCCC2	-1.719
CDC2	-1.4463
C5orf23	1.961
IVD	-1.16966666666667
C10orf122	-0.77575
MSL3L1	0.5413
MVP	-0.078
EPOR	-0.5576
ZMYM1	0.0541666666666667
BCL7C	1.03433333333333
PSTPIP2	1.7022
LYPD1	-1.077625
OR8G5	-0.000999999999999994
ZP3	-0.365333333333333
BCAS4	-0.0964166666666667
EDG6	2.40875
ISY1	-0.38825
PRAMEF2	-0.347
CUL1	0.0185
RNF213	0.1935
CCRK	0.4045
DHX9	-0.073875
C13orf29	-1.09775
NCKAP1	-0.199666666666667
MRPL43	0.310928571428571
XPR1	0.0465
PKN2	1.8638
PODNL1	1.449
ZNF333	0.88125
DALRD3	-0.52575
OPN1SW	-0.1315
BTBD6	0.0405
C11orf82	-1.854
OR5P3	0.115
DUSP11	0.3005
L1CAM	0.0118
NEK11	2.015
OR7E91P	1.6565
CNTN3	1.3206
CREB3L2	1.63075
ZBTB37	1.319
KIAA1324L	-1.821
NDUFB10	0.00433333333333333
NUDT2	0.000750000000000001
GTPBP8	0.08825
CACNA1D	-0.3825
PRKAA2	-0.768333333333333
PRDM8	-0.3615
MGC16075	-0.748166666666667
KRT14	2.88607142857143
PP8961	0.790625
MRPL18	0.22575
ABCG2	-2.402
PACRG	1.73275
BBS2	1.10125
KREMEN2	-2.475
FBXO21	0.306
HNRPUL1	-0.134583333333333
GRB10	1.15075
CLSTN1	0.930125
LMAN2	-0.3615
C17orf61	0.42125
NIPSNAP3A	0.2175
INSIG2	-1.20566666666667
PCDHB7	0.346333333333333
STXBP2	-0.014375
CMAH	1.12916666666667
SEMA5B	0.97375
ZNF155	-0.6525
COQ6	-0.679833333333333
PRPF4	-0.36125
TSPAN15	2.6225
VN1R5	0.2905
LATS2	1.1375
SELK	0.593
PGK2	0.0175
MS4A1	1.702
TYW3	-0.2832
KRTAP5-1	0.99575
RCCD1	-2.042
BTN1A1	1.40275
DDX28	-0.0705
TMEM65	2.23725
LOC92345	0.09075
TTC31	-0.263
WDR46	-0.442666666666667
CHP2	-0.594333333333333
LSP1	1.560875
ZNF542	-0.39425
EXOSC1	-0.63475
ARHGAP18	0.355333333333333
LRRTM4	-0.684375
MAOB	1.96616666666667
CACNB4	-0.65475
MGC33846	1.1245
RANBP3L	-0.127625
ATP5L	-0.265
ONECUT1	-2.461
NUDT9	0.00275
TMEM149	0.783
STX17	0.0825
IGSF10	-1.59775
TMPRSS9	0.5025
BMPR2	1.25866666666667
ALLC	-0.139
KLF7	1.27475
GCC1	0.8127
TIMM9	-0.68775
CDO1	0.927833333333333
MGC10701	0.1025
IFI6	1.24916666666667
FRMD8	0.07425
MGAT2	-0.417
WBP5	0.731166666666667
CNIH2	0.22875
KIAA0907	-0.0738
KCNH8	0.4075
CTSG	-2.292
GRIK1	-0.165166666666667
CUL5	1.076125
FRMD1	0.395
OR9A4	0.952
SYT6	-0.772125
FOXD4L2	0.985
ANAPC2	-0.9345
OPN5	0.312
TAF13	-0.144
LYG2	-0.29925
GGNBP1	0.132
C11orf40	0.2065
OTX2	-1.247
REG4	-0.4925
EIF5	-1.05325
PALB2	-0.6005
SEPSECS	-0.9415
RNASE3	-0.11075
TRIM49	-1.943
POLR2K	0.9655
GPR42	-0.169
C8B	-2.2755
SASS6	-0.4195
PREB	-0.6655
OR3A3	-0.0485
TUBA8	1.04075
IGLV2-14	0.31075
STIL	-1.0425
ANKFN1	-0.0281666666666667
NME7	0.2365
HOXC12	5.514
UBE2C	-1.3365
FHOD1	-0.832375
CDK2AP1	0.6125
OR6K2	0.23825
DHPS	-0.245
RPL5	0.182583333333333
TRGV5	0.379
LOC541472	0.2135
HCCS	-0.9226
DENND1B	1.728
LHX3	0.193
OR5D16	0.42
CXorf57	-1.90933333333333
IRF2BP1	0.4685
NDST2	0.543666666666667
LCE3D	-0.0665
BOLL	0.135875
SYT3	0.47825
PIH1D2	-0.3785
C20orf7	-0.9085
IL1R2	-0.6285
SLAMF9	1.9155
PPME1	0.32025
PIK3CA	0.45375
TRAPPC1	0.4745
COLEC10	-0.2625
SLC9A6	-0.525833333333333
PDDC1	-0.662333333333333
CCDC53	-0.12825
GK3P	-1.06475
DAZL	-0.12925
BRI3	0.72675
SDK1	-0.335625
CYP2C18	-0.19475
IFI44L	3.4785
RPL3L	0.3245
FUT9	-0.340833333333333
KIFC2	0.3885
PMP2	-0.22175
SLC4A9	-0.419
PLAG1	-1.33083333333333
MYCBP2	0.180333333333333
OR4E2	0.3505
CCDC65	0.471
C16orf82	0.059125
ENTPD4	-0.154125
BRP44L	-0.17
PMP22CD	-0.07075
TMCO4	1.19816666666667
KCNN1	-0.458833333333333
WDR35	1.0875
CCDC80	3.658
C3orf31	-0.21275
SLC7A9	-0.755
TMEM190	-0.69425
DBC1	-0.478666666666667
FADS3	-0.736
PDZD8	0.0806666666666667
GRM5	0.562
AZGP1	3.067
PEX3	0.4385
MED1	0.3825
ATG4C	-0.382
HNRPH3	-0.733125
FAM109B	2.13725
C4orf17	-0.0855
CA10	-0.351
OPRD1	-0.4905
CCL16	-0.85275
SACM1L	-0.32975
CST6	4.8575
CD63	0.380875
LGI1	-1.62975
ZNF784	0.80575
CRYBB1	-0.9415
CX3CL1	2.767
TOP2A	-1.510875
GYPB	-3.05316666666667
GADD45GIP1	-0.00825
FEN1	-1.687125
IGF1R	-0.64175
WDR72	-2.11016666666667
PURG	-0.0306666666666667
DEFB126	-0.19625
PKD1L1	0.289
CAV1	-1.7777
GNPDA2	0.4612
DGAT2	1.488125
NLGN1	-2.66325
STRBP	-0.68225
HPRT1	-0.698833333333333
FANCI	-2.259375
PSMA7	0.333625
DBF4B	-0.7855
TTF1	0.1385
RAD54L	-1.61725
ELOF1	-0.31625
PLAGL2	0.39725
ZNF256	-0.25425
HMGCL	-0.27625
MSI2	-0.164833333333333
RPESP	4.22416666666667
C11orf60	-0.39125
ABCD1	0.0425
ACAA1	0.1439
SPARCL1	5.10464285714286
IL6ST	-0.314
ZNF319	0.95225
TMEM109	0.345
FAM90A1	0.7115
IL22RA1	-0.1535
ATP4B	1.5
TEC	-0.854166666666667
C7orf30	-0.65625
TXNDC2	-0.996833333333333
ABCB4	-0.267
KIAA1191	0.2155
C9orf38	-0.404
SFTPB	0.11225
CNTNAP2	-0.706
FRK	0.898
TBX19	1.67075
CHD4	-0.04575
C6orf26	-1.62966666666667
MOSC2	0.29975
IKBKE	0.723
HIF1A	-1.1485
LOC595101	-0.1255
RELA	0.2855
TMEM16B	-1.62616666666667
ABHD12B	-2.32
TSEN34	-0.16875
KIF18A	-2.5475
TXNDC9	-0.746166666666667
SPATA2L	0.7035
SEMA4G	-1.0245
C21orf91	-0.647875
MATN1	-0.684
KCNIP4	-0.117166666666667
TUSC1	1.916625
OR4C15	0.25075
ARMCX6	0.836416666666667
WBSCR27	1.21683333333333
OR52I2	-0.2005
KIAA1604	-0.0295
DYNC1I1	-0.6065
PPP4C	-0.445
SLC47A2	-0.834666666666667
TREH	-0.23425
CD48	2.78683333333333
ST14	2.58766666666667
PKN1	-0.13225
SPON2	3.3185
XBP1	-1.2305
SFRS12	-1.38133333333333
EFCAB6	0.98075
SELT	-1.01425
SLC39A2	0.5365
ERF	-1.17016666666667
ARL3	0.057125
SURF6	-0.8325
MLLT10	-0.0778571428571429
FLJ11171	0.474333333333333
TDGF1	-4.52183333333333
ERCC6	0.88075
EIF2AK4	0.2625
BAZ1A	0.2955
LRRN3	2.38416666666667
TMC3	1.1
EFTUD1	-0.102
PTPRO	0.5315
CLEC12A	0.2175
ACBD4	0.266625
ZDHHC14	0.430875
OTUD7B	0.828625
ACTB	1.261375
MSRA	0.24775
LCE5A	2.045
IFI35	-0.39325
BSCL2	-0.113666666666667
ANKRD12	0.469333333333333
CFHR2	0.90025
RGAG1	-0.821
HSFY1	0.0065
SLC30A5	-0.543583333333333
IMPG1	0.2445
GPR109A	0.4585
ZNF185	1.17525
IYD	0.92575
NPCDR1	0.629
SERPINA13	0.3215
HMGCLL1	-0.846
NEUROG1	1.22516666666667
UBQLN1	-0.2860625
LIN37	0.1085
SOCS2	-1.615125
DSCR4	-2.082
XKR6	-0.081
GPR142	0.2805
KRTAP13-3	0
CCDC15	-0.432333333333333
MOS	-0.1465
CD1E	-0.802
OFCC1	0.383
FAM83D	-1.79425
SRFBP1	-0.31675
C9orf96	-0.3375
DHDH	0.49475
CCDC90A	-0.7295
RABL3	-0.0503
CD320	-0.912333333333333
ANGEL2	0.904166666666667
MRPL21	-0.2905
SMG6	0.970666666666667
INSR	1.24025
FLJ14816	-1.2475
GLRB	-0.721333333333333
C9orf89	-0.25725
CIZ1	-0.747625
URG4	-0.390333333333333
LRDD	-1.82916666666667
CBY1	0.103
NFX1	0.353625
MTERFD2	-0.00221428571428571
C19orf23	0.3235
PGC	-2.6595
IER3IP1	0.0754
RASAL2	3.2325
C1orf89	-0.705
SYNJ1	-0.4325
NFKBIE	0.93925
FLJ40125	-1.52233333333333
TCEB2	0.0761
NOG	-1.6875
POLR2J2	-0.543666666666667
HLA-B	1.9815
PCDHA1	0.1885
PPP2R2B	-0.83275
ARHGEF17	0.613166666666667
TCF7L2	1.49064285714286
CHD5	-0.785166666666667
ZNF431	-0.275
TBC1D25	-0.52325
ZNF800	0.29625
SCUBE2	1.61727272727273
MYCBP	-0.813666666666667
GPX5	-0.0455
C6orf129	0.835166666666667
QSER1	-1.13316666666667
ULK2	3.32025
PIGO	-0.135666666666667
NRCAM	-2.1745
SLC35E3	0.593
CSRP2	-0.199
HYPE	0.533
MAPK15	0.425833333333333
MGC14327	-0.20775
TIMM13	-0.337333333333333
ZNF462	1.72825
GBA3	-0.0215
TEX13A	0.234
MCM6	-0.537222222222222
MTRF1	-1.110375
ABCA7	-0.7515
EIF4A2	-0.00275
ZC3H10	0.5635
RPGR	-0.0956666666666667
C20orf94	0.996
RP1L1	-0.143
GPR125	-0.4365
USP22	0.319714285714286
OR1L4	0.49975
MLZE	3.664
FLJ32065	0.234
PTCD1	-0.3435
CRTAC1	1.2315
BXDC2	-1.20675
C18orf1	2.17966666666667
FAM107A	3.4315
EFNA3	-0.26775
P18SRP	-0.6141
CAMKK2	0.645166666666667
KIAA0649	-1.02225
NES	0.313166666666667
HS6ST3	-0.331375
PON2	-0.68325
TCP11L2	-0.12525
CLEC4A	0.9895
PRR12	0.2055
MLXIPL	-1.0477
C2orf50	0.2025
ZNF28	0.52125
ENC1	1.60816666666667
MAP2K1	-1.088875
FKSG2	0.2505
KIAA0430	1.06925
PTP4A1	-1.52605555555556
GPR156	1.305
GTF3C6	-0.15125
UBR2	0.6362
LOC388272	-1.09825
MAK	0.0905
ACOT4	0.87125
STC2	-3.10575
PIGW	-1.334125
SAE1	-1.402875
COL6A1	1.78404545454545
OAZ1	0.415
STMN4	0.549
EDG3	-0.256166666666667
SGCE	0.526333333333333
IL11	-1.97066666666667
PRSS8	2.68725
YIPF5	0.205583333333333
WNT4	2.971625
CSN2	4.017
TCF7	-1.18775
TDO2	0.6965
SAMD9	0.3510625
S100A7A	-0.147
MMRN1	0.976833333333333
GKAP1	-0.4415
AKR1C3	-1.708
RNF19A	1.982625
GMDS	-0.57775
YKT6	-0.5125
SPARC	2.962
C12orf31	-0.1225
UBE2V2	-0.44
FBXL18	-0.607833333333333
KIAA0460	1.27125
ADAM22	0.171125
SERPINC1	-4.849
KCTD21	0.23525
MYOHD1	-1.51625
ZNF37A	0.246666666666667
GTF3C1	0.18
CTSZ	2.01075
PRNPIP	-0.29125
DRD1IP	0.1205
NR1I2	-1.531
ZNF266	0.6918
SPAG4L	0.167
COX4NB	-0.1565
SAPS1	-0.169833333333333
APOA1	-3.66125
TATDN1	-0.2755
C10orf82	-1.54675
KPNB1	-0.264
FOXO3	1.01283333333333
CRYBB2	0.2475
ZBTB5	0.5795
SLC25A38	-0.192
DCTN2	-0.207666666666667
IFT20	0.3375
CTHRC1	3.044
C1orf31	0.3585
UHRF1	-1.6916875
GPC6	-0.0855
C10orf54	1.78725
MCF2L2	0.0255
WNT9B	-0.126375
OLA1	-0.476625
FAM120B	0.2985
TTLL10	0.121
CYorf15A	-3.312
RELN	-1.4388
SCN2B	1.6875
MFHAS1	-0.449
NKX3-2	-0.159166666666667
RASGRF2	1.099
SSBP1	-0.3275
KPNA6	-0.4995
LOC389118	0.495
HS3ST4	-0.3684
SUPT7L	0.017375
FLJ32658	-1.1305
IGFBPL1	-0.20675
KIAA1641	1.6811
SHKBP1	-0.439
CSF1R	4.56575
NAGK	0.475
MYL2	0.645
HIST1H4C	0.203833333333333
TOMM7	0.31775
ADAMTSL3	1.7609
TNFSF14	-0.21575
PRRT2	-0.77875
VTA1	0.1065
AOAH	2.82133333333333
CRISPLD2	2.53435714285714
PNN	-0.9037
TA-NFKBH	-0.634
ESPN	-1.0205
RBM43	0.6375
KIAA1267	0.89725
DDX3X	0.0121666666666667
KIAA1576	-3.91525
PLXDC1	3.61766666666667
FLJ25801	-4.0145
HNRNPL	-0.9135
RUNDC3A	0.242333333333333
CASP12	0.509
SH2D5	-1.747875
RPL26L1	-0.2885
OR51A7	0.544
HDC	0.92
C2orf16	-0.089
SYTL3	2.225375
GOLGA4	0.863
NOTCH1	0.410333333333333
ATPAF2	0.30975
ECD	0.43025
SSX5	-1.01316666666667
SNAP91	0.14225
OCA2	1.0235
PNPO	-0.1075
DAPK1	1.27033333333333
PINX1	-0.699166666666667
SELENBP1	0.142625
NEK3	-0.4855
TMED4	0.170214285714286
SSTR4	0.234
FOSL1	-2.5463
CD40LG	0.3725
CES1	-1.31166666666667
DCI	-0.285666666666667
B3GAT3	-0.1795
STK17B	0.583
CNTN6	0.573
CYP3A4	-0.857166666666667
MBOAT2	1.1015
PISD	-0.319
USP1	-0.60075
PYDC1	1.14733333333333
CENPM	-1.9555
SAR1B	-0.638
TTC7B	-0.75
DP58	-0.427
GPC1	1.2425
RBL1	-1.472375
TMEM137	-2.3915
TOB1	0.130916666666667
TCEAL1	-0.420166666666667
CENPF	-0.388818181818182
C6	1.08266666666667
PRSS1	-3.4505
PPIL6	1.28783333333333
C6orf124	-0.5195
ODZ4	1.24166666666667
SNCB	-0.08775
NDUFB9	1.32525
CNOT6L	0.1545
S100A9	1.56216666666667
TRIM50	0.7115
KCTD1	2.0066
WDR63	1.50825
SPEF2	1.004875
RNGTT	-0.2045
CXorf22	0.4545
KCNK16	0.00275
CEP250	-1.167625
ATPBD1B	-0.57275
KCNJ2	3.05825
MT1B	-0.7925
ZNF684	-0.481
SLC4A1	-0.24225
PDHA1	-0.8245
ZNF492	0.052375
TKT	-1.08075
BYSL	-0.246875
RNF38	0.450125
AHDC1	0.252
KLHL2	0.833625
CMTM8	1.81975
DMP1	-0.264
HERPUD2	0.50775
CRTAM	2.51516666666667
ZNF572	0.6735
TMEM16J	-0.504
HSD17B2	1.71025
UBE2G1	0.187875
AHSA2	-1.77
PELI2	0.0695
TPX2	-1.701625
ATP9B	0.543666666666667
DAZAP1	-0.142375
HMGCS2	-0.0836666666666667
C17orf38	0.0535
B9D1	-0.267125
NKX2-5	-1.20033333333333
KIAA1276	0.40575
LILRB2	2.818
CSTF1	-0.796333333333333
