Hybridization REF	TCGA-A7-A0DC-01A-11R-A00Z-07
ASB13	2.99866666666667
ZFP14	0.9455
ZCRB1	0.000999999999999999
KPNA3	-0.78375
HSPA1L	1.5025
RHOC	0.339875
LOC554175	-0.01775
PPP3CA	0.5287
SLC1A7	-1.1192
ZNF529	-0.196166666666667
RBED1	0.86325
DDB2	-1.2245
FLJ11286	-0.585166666666667
SPATA1	0.677
MKNK1	0.0273333333333334
DYSF	0.506
ALKBH2	0.32425
NKD1	-4.493
C1orf174	-0.60125
PLEKHO1	-1.0445
ASB10	0.30275
RING1	0.0418333333333333
NPC2	-1.005125
AVPR1B	0.551
YTHDF1	1.28516666666667
LMAN1L	0.773
GSG2	-2.8625
CEP170	-1.5237
RPS4Y2	-5.56425
MSH6	-1.211
HECTD2	0.414833333333333
ZNF556	-3.63183333333333
PLEKHC1	-1.0286
AIRE	0.3665
BCL2L10	2.35425
LMOD3	-0.1395
ZBTB8	0.1174
FOXA2	-3.7799
SLCO2A1	1.13825
C3orf46	-1.945
PRDM16	-1.839
TMEM98	1.04325
FRMD5	-3.8595
PDE6C	-1.085
C1orf216	-0.118333333333333
EP400	-0.230071428571429
PTK2	0.870416666666667
RNF217	-2.3225
NDUFA8	0.255
ZFAT1	1.01
LAMP3	-2.60066666666667
GLTSCR2	0.24175
NPW	0.7965
LLGL2	-0.7415
PPM1K	-0.302166666666667
C20orf177	0.1315
KIR2DL4	0.3456
NFKB2	0.08025
C21orf122	-0.197166666666667
HESX1	-0.2665
GPR114	-0.610833333333333
SLC25A35	0.1445
GNAT1	-0.28625
ORAI3	0.93725
FAM76B	-1.117875
TMEM99	1.461
TRIM29	-2.0105
CDS1	2.765
RHEB	-0.2084
C4orf27	-0.7505
RAB3A	0.2085
OTUD6B	0.31775
GPD1	-0.763
CDH15	-1.38733333333333
NPM1	-0.386214285714286
TMEM117	0.2375
PRPS2	-0.0290833333333333
GCK	-0.3055
ADRA2A	6.2385
TSPYL4	0.964333333333333
TASP1	0.45425
WDR19	0.5875
C10orf38	-2.7825
PDE4C	-0.481333333333333
FYB	-2.85263636363636
C1orf55	-0.682
PPFIA3	0.03375
RAD18	-1.12575
C12orf44	0.1265
CRYBA4	-0.072
HVCN1	0.4105
TAF10	0.0928333333333333
C16orf48	-0.3805
DEPDC5	1.5845
LTBP1	-2.601
MAPRE1	0.671625
FGF8	-0.827
C3orf52	1.057375
SENP7	0.4335
LRRK2	-2.858
RUNDC2A	0.496333333333333
KIAA0355	0.0733333333333333
CPEB1	-3.1405
PPEF2	null
ABI2	-1.0255
KIAA0317	0.207125
ATF1	-0.533166666666667
DYNC1H1	1.189625
DIP	0.3125
TMEM33	0.405666666666667
POLDIP3	0.42775
C7orf24	-0.29375
GPR171	0.223
CDC6	-2.51033333333333
PLD1	-3.0477
ITFG2	0.0823
NDUFC1	0.5975
AKNA	-1.2285
NBR1	0.999
PKHD1	1.23642857142857
HPS4	-0.4152
MAFA	0.93275
ULBP3	-1.3985
DIRC1	0.462
IMMT	-0.268375
C22orf13	0.842583333333333
CEL	0.257
MARK3	-0.2545
ADAMTS2	-0.747833333333333
ARPC3	0.142166666666667
TMEM10	0.635285714285714
NPHS1	0.42575
BRD8	0.0578333333333333
WDR12	-1.561
IDI2	0.582
HOXD13	-1.5115
OR8G2	-3.23325
SLAIN1	-0.311
GABRQ	-0.43075
NR2C2	-1.64925
NKTR	-0.7357
TLE2	1.8185
KIAA0892	-0.307666666666667
AURKA	-2.435
GPRC5C	-0.580833333333333
TBC1D9B	0.570125
PNPLA6	-0.097
AP3B1	0.01425
NAG	0.028625
C11orf68	-0.71
AKR7A3	1.775
AHCYL1	0.169166666666667
COP1	-1.66216666666667
RPP14	0.252
PCDHB18	-0.50825
CDH24	0.79675
KRT17	-1.7543
LACTB2	-0.0375
DDX24	0.3095
PHACTR1	-3.13666666666667
SLC35E2	0.5555
LOXL1	-1.9455
IQSEC2	0.7035
RGSL1	0.358
PCDHGC5	0.349
MEGF10	0.850875
PRRX1	-1.08166666666667
ASTE1	0.043
C6orf159	-3.35
MYOD1	0.9465
GAA	0.418
ZNF747	2.01775
KLRC1	-1.853625
IL1RL2	0.146
GDF9	1.5565
GPR119	0.135
TRAF2	-0.00783333333333333
HCK	5.11916666666667
BMP6	-3.58125
IL8RA	0.9295
FLJ35848	-0.91025
EFHA1	-0.25325
CDSN	1.69966666666667
C14orf54	-0.262833333333333
LSM3	-0.442625
ZFP41	1.125
C9orf126	-1.3295
VIT	-3.0135
SPCS3	-1.4645
DEF8	-1.8326
CHAF1A	-1.35916666666667
C1orf165	-0.307833333333333
ZFPM2	-1.471
FTH1	-0.64675
SLC35F1	-1.306
YWHAH	-0.06075
C17orf66	0.0608333333333334
ADRB1	-0.526
FOXL1	-0.3495
RG9MTD3	0.0858333333333333
UMPS	0.16125
MGC13008	-0.323
KIAA1161	1.8115
CCDC77	-1.47225
C12orf65	0.0482
COG4	-1.1705
RCP9	0.22475
RP4-692D3.1	4.21933333333333
CDC2L5	-0.16175
MGC7036	1.5315
DNAJC11	-0.399
GDF2	-0.280166666666667
TIMM17A	-0.08925
HNRNPA0	0.2074
OR2H1	0.35175
PCBP1	0.313875
COL23A1	-2.205
LRRC2	-1.04641666666667
NSD1	0.306928571428571
FLJ37078	1.363375
WDR91	-0.8435
TMEM179	-0.051
DSCR10	0.5575
CNDP2	0.6099
FYN	-1.8665
BEX2	3.585
KCND3	1.857
YPEL5	2.01125
LRRC42	-0.494166666666667
C17orf45	1.18025
ZNF649	1.7861
LOC150763	2.421625
COL5A2	-0.790083333333334
CNGA2	0.7335
ELA2B	-0.695333333333333
RAB9B	-0.7525
FAM100A	0.6535
NAIP	0.00892857142857138
MYOZ2	-0.77425
SPATA12	-0.1185
XRCC4	-0.4465
CYB561	1.4612
CHST10	0.47675
BAI1	-1.16466666666667
BRSK1	0.364833333333333
C17orf89	-0.81375
PDE6H	-1.283
FLJ20309	0.3633
MAP7	0.821375
SCN4B	0.21575
SPAG9	-1.38725
SERTAD1	0.695833333333333
FLJ21963	-1.2815
ANTXR1	-0.3541
TMPRSS13	0.3635
ETV7	-0.556833333333333
DGAT1	1.52733333333333
NKIRAS1	0.784833333333333
TAC3	-3.7755
CORO1C	-1.8865
RAD54B	-0.61625
HRASLS3	2.36633333333333
C21orf42	0.8335
BARD1	-1.03516666666667
ZNF177	0.619833333333333
MIP	0.59
ZNF442	1.3635
F2	-3.6449
GRIA1	2.15
GALNTL2	0.0106666666666667
WNT5A	-3.9956
LENG9	0.4295
hCG_25371	-2.0895
FOXR1	2.1675
TRA@	-0.0811
PWWP2	1.31475
C1QTNF7	0.164833333333333
SLC7A4	3.04325
C4orf7	3.48775
C17orf80	0.596333333333333
KLK4	0.667166666666667
IL31	-0.751
TMEM176A	0.87825
CTNNB1	0.7311875
BHLHB2	1.57075
TMEM185B	0.291833333333333
ARD1B	-0.286
C1orf93	0.2785
BRUNOL4	0.0605
LOC541469	2.42258333333333
UPK2	0.29925
GAS8	0.61
PATE	1.1205
IMPACT	0.913125
WNK4	1.8985
HNRPLL	-1.3765
GAD2	-0.7595
ITGA6	-1.05175
BMP15	-0.142833333333333
CYP2A7	3.5955
RIC8A	0.975375
CCND1	2.77641666666667
USP35	2.563
DSCR2	-1.34825
CCL4	2.088
ZCCHC10	-0.955
NOL11	-0.9675
TRPM2	1.19841666666667
PSMD2	-0.624454545454545
CHTF18	-0.2965
USP18	-1.540375
RRAS	-0.680375
LAMC3	-0.5635
TOX	-4.63066666666667
PCDH15	0.684
GABRG3	-2.61575
NUDCD2	-0.051375
SGCZ	0.047
KCTD17	0.4282
SPSB2	-0.024
TPPP3	2.01583333333333
CILP2	0.734666666666667
CALB2	0.862
CEBPZ	-0.85
ZNF479	0.192
FMOD	4.511
C21orf66	-0.743571428571429
CLN6	-0.5035
ANAPC1	-0.787375
SH2D3C	1.081
PTPN14	-1.1546
TRIM42	-0.2535
APTX	0.52675
SNRPG	-1.46116666666667
BMS1	-0.781
MAGEA3	-4.0225
NFATC3	-0.947833333333333
LRRC45	-0.102833333333333
ARS2	0.0415
LRIG1	1.58933333333333
EPSTI1	-1.9518
PRSS27	-0.59675
ERC2	-1.834375
PRKACB	-0.00342857142857143
PRDM13	-4.55
HCG27	-1.925
KLK12	-3.478
HSD17B7	-0.326
ZNF354A	0.50875
PCDH11X	-0.225
DMGDH	1.512
PCBD2	0.345333333333333
TMC6	-2.58875
RIMS1	0.338875
SF3B2	0.3465
RCN1	-1.9295
CPB1	4.754
BCAR3	1.00375
FCRLB	3.10025
PAK1IP1	-0.978
OR10H1	0.739
KIF9	1.4412
PITPNM2	0.51875
L3MBTL4	-0.720333333333333
TGFB1	-1.354
ZXDC	0.60175
SLC6A16	0.18775
SRrp35	-2.62025
LRRC8E	2.35425
PPIAL4	-1.47783333333333
EOMES	0.0974
PAX2	0.977
SCARF2	-0.127125
PSEN2	0.843416666666667
PCDHB13	-0.71875
C10orf28	-0.117
DHRS7B	1.1565
C1orf131	-0.909
ASB1	-0.9471
ZNF223	0.375833333333333
LCMT2	0.4595
MEP1A	-1.76875
TMEM53	0.006
RSPH3	1.3845
C10orf33	-0.4185
LOC644285	-0.51925
PTPN9	0.3945
ABCA12	-2.607
CCDC37	-1.18
RUNDC1	2.4856
YES1	-0.404833333333333
FAM120AOS	1.12675
OR5M3	0.4595
PPP1R3F	-0.221416666666667
IL13	0.301111111111111
MDFI	2.17825
PRNT	0.00199999999999999
ZDBF2	-3.591
OR10C1	0.356666666666667
CLIC1	-0.517666666666667
LILRA5	-0.484666666666667
CSAG1	-3.8925
TREML2	-0.916833333333333
FAM125A	0.236666666666667
ZNF74	-0.09975
FAM104A	0.695125
LRRC39	-1.1985
SAMD5	-1.80575
HYAL2	0.416
HIST2H2AC	1.21525
IGFBP5	-1.10873913043478
NRTN	0.0525
KIAA0556	0.6075
FAM29A	-1.58488888888889
JMJD2A	0.43025
EPHB1	-0.55925
POLD4	1.2835
ANAPC10	-0.59075
LRRC36	-0.39375
MEGF6	-1.233875
LPHN3	-1.0754
BMP10	-0.225166666666667
C21orf55	-0.205
CREM	-0.2993125
PTGER4	-3.586
METAP1	-0.666875
KCNQ1	1.53066666666667
NR2F2	0.163125
SSFA2	-1.249
CTTNBP2	-3.66475
BCL2A1	-2.774375
ZBTB24	0.220375
SLCO6A1	-1.28975
PRDM1	-0.8093
OR7D2	0.209333333333333
CCDC47	-0.6223
LOC646982	0.003
SLC26A6	-1.18733333333333
BIN1	-1.585
SRRM1	-0.705428571428572
PCSK1N	0.301125
ALS2	-0.0414
ECT2	-2.14173684210526
CACNA2D2	1.98725
DOCK6	-0.42475
C10orf119	0.5145
FATE1	-0.7635
DUSP23	0.70475
TRIP6	-0.405357142857143
NUP35	-0.601
CDH3	-0.33425
KLHDC8A	1.2845
C9orf116	0.700375
EI24	-0.488
CENTD1	-1.79983333333333
RWDD2B	-0.305333333333333
DOCK1	1.2145
NPAS2	-1.76025
NR3C2	3.6035
FAM63A	1.34583333333333
INPP5F	1.16233333333333
FAM111A	-2.4577
MYBL1	-0.146083333333333
IQGAP3	-1.25783333333333
CRADD	0.685666666666667
DUSP12	-1.25075
PDZK1IP1	0.44275
VASH2	-1.71675
CTR9	1.114
VIL1	-4.57775
OR8U1	0.611666666666667
CCDC107	-0.162
PTTG1IP	-0.227125
OR4X2	0.64575
COL9A1	-2.2675
PSMD9	0.5315
ZFP62	0.62525
TIP39	0.6895
PARP15	-1.2875
TTC19	1.170625
C1orf114	-1.3545
GFPT1	1.28
SLC27A6	-0.12075
MRPS10	-0.5009
CALML5	-2.82416666666667
TRPM7	-0.066125
CGNL1	0.08425
CECR1	0.49075
SERPINB8	-1.90066666666667
TMEM102	1.555
PDIA2	-2.118
NUCKS1	-1
HOTAIR	-2.9715
EBI3	-1.20225
NXN	-2.0805
ZMYND19	-0.409875
FOXJ3	-0.54575
EIF5B	0.0134
EIF2B4	-0.0258333333333333
LEO1	-0.2945
ZIC5	-1.76583333333333
IL20	0.658
KIAA0415	0.6375
FLJ37357	-1.865
TSPAN12	-0.43725
ACTR3B	-0.004625
TFAM	-0.5265
IL17RD	-0.19125
PARP12	-0.226
KLHDC7A	0.511
KCTD4	0.322166666666667
GTF2H1	0.59275
FLCN	-0.294833333333333
BIRC4	0.784875
LOC790955	0.46275
VKORC1L1	-0.5455
CYP4F22	2.94716666666667
TAS2R5	0.9125
ZNF582	1.4085
HS3ST3B1	-1.13575
CTNS	0.77875
STK36	0.685166666666667
MMD2	-0.327
RP5-1103G7.6	-0.1355
FLJ23356	1.124
CRH	1.9285
C1orf182	0.190333333333333
ACP5	2.185
AMFR	1.7755
CA4	-1.538
PLCB4	-1.21725
MPHOSPH10	2.224
UNQ473	-0.401833333333333
G3BP2	-0.33775
SR140	-0.517833333333333
HOXA2	-1.174
PYGB	0.33125
BAT1	-0.236083333333333
DKK3	-1.3695
DDX31	-0.729625
TULP1	-0.572125
NHLRC2	0.43225
TNRC4	1.86916666666667
ZNF430	-0.5345
TNRC6A	0.637
PLA2G1B	1.702
RCHY1	0.301333333333333
GTF2A2	-0.858666666666667
MGC4294	-2.1995
ZNF691	0.0615
TACC3	-2.69775
DNAJC5G	0.1165
LOC4951	0.37075
MS4A4A	-3.775
LOC152485	1.007
PPP1R2P1	-0.032
PPP2R5B	-0.42625
RPGRIP1L	-0.3315
SPOP	1.1012
PTPRF	1.10666666666667
MGC42090	0.368
SUSD3	4.589
THOC4	-1.130375
MAML1	0.3155
FXR2	0.4575
TYK2	-0.18075
MUC6	0.360666666666667
DNAJB7	1.921
PIP4K2A	-0.975357142857143
MEX3A	-0.645333333333333
RRP1	-0.39725
TFAP4	0.6635
CXorf41	-0.06375
MTMR4	0.989333333333333
CTLA4	-0.3175
SNX9	1.1675
CIB3	1.6795
NECAP1	0.813625
PLA2G2D	-0.000600000000000003
GLMN	-1.68266666666667
DCLRE1A	-0.6915
PDX1	0.252
SAMD11	-0.92675
MRPL55	0.2227
TLR7	-0.527875
TBC1D21	0.120333333333333
SMAD1	1.395
ACTRT2	-0.4145
RIOK2	-0.86825
PDLIM4	-0.435
SLC22A15	-0.468
ABHD13	0.1068
STX18	0.7234
CCPG1	0.0360714285714286
DCBLD1	-0.557666666666667
SLC2A6	-2.084
NOLA3	-0.66275
TRDMT1	-0.681928571428571
IL17F	1.0735
ATP1A4	-0.3045
OR52W1	0.003
CFL1	-1.53225
IL4	-0.575666666666667
RBP2	1.08516666666667
CPSF6	0.635125
TTC8	0.3565
MUCL1	-0.413
EYA3	-1.17883333333333
KRT38	1.075
GNE	-1.78675
ZNF501	1.04475
SLC35A2	0.444125
CEP110	-1.3295
MYF6	-0.291333333333333
MGST2	0.164333333333333
TRPV4	-0.073
NEK8	0.665833333333333
NOX5	-0.628
NCKAP1L	-3.19166666666667
EMP3	-2.68233333333333
BPY2C	1.825
C1orf38	-1.54425
ELOVL2	2.4865
CBX7	1.16258333333333
OSBPL1A	1.71383333333333
ZNF589	-0.00949999999999999
ESCO1	-0.2395
TRA2A	0.09775
C3orf26	-0.934
PHF2	1.04758333333333
PID1	-2.42333333333333
RFC1	-0.358
MTAP	-0.18425
ADORA3	1.87583333333333
LOC389458	-0.3545
TRNT1	-0.519125
CRIPAK	0.0635
RAI2	4.70983333333333
ANKRD44	-1.07075
GZMB	1.5565
NFE2L1	0.384875
STIP1	-0.770166666666667
RASL11B	1.276
NT5DC2	-2.625
LRP2	3.98025
MTDH	1.07066666666667
ARSG	1.465
HSP90AB1	0.5855
CT45-6	-5.50525
ZNF483	0.37225
LMBR1L	-0.31525
S100A2	-3.3949
C2	-0.685944444444444
C2orf27	-0.014625
EIF4EBP1	-1.0065
GCKR	-4.11633333333333
PPP1R9B	-0.013625
FER	-1.12625
SNRK	0.469
OR5M10	0.743
UTP6	-1.097
CAPZA3	-0.107
FBP1	2.49255555555556
TERT	-1.921
CCL1	-1.5125
FUCA1	0.94075
ALS2CR8	0.540333333333333
KCMF1	0.0331666666666667
SRCRB4D	-1.7755
OXCT2	-2.83
IL17RA	0.784333333333333
MPP5	0.397625
SPA17	-0.04025
FLJ10986	0.376166666666667
GALNT14	-0.0335
CXorf27	-0.346
NPLOC4	-0.954
RAB34	0.626
KRTAP3-3	0.1185
ARSD	1.7735
CPLX2	-1.5566
PJA1	0.853
WHDC1L1	-0.402333333333333
RB1	-1.095
MTMR15	0.7185
PHLDA2	-1.9908
GUCY2F	-0.9155
MPV17	-0.295833333333333
SLC35D1	-0.601
LYSMD3	0.6421
COL16A1	-1.3445
ERLIN1	-0.750333333333333
JMJD4	0.406
HIST1H2BK	-0.7995
TP53I11	2.36866666666667
ST3GAL4	-1.2727
PF4V1	0.4442
ALG8	0.5015
REG1A	0.41775
MINA	-0.41925
CYB5R3	-0.224916666666667
HHLA1	0.1325
MYST4	3.4949
VASN	-0.015
UCHL5IP	-1.25525
TFAP2A	2.4380625
MGC9913	1.188
C9orf97	0.028
LOC90379	-0.86875
PHF15	0.978285714285714
ZNF169	-0.688333333333333
KRT7	-0.2124
GLIPR1L2	3.81025
LOC116236	-0.89225
IQCF3	-0.08825
RDH14	0.839166666666667
HNRPK	0.466428571428571
RABEPK	-0.254666666666667
ISX	-3.7815
CBARA1	-0.1945
RAD51AP1	-2.501
MLL5	0.00700000000000001
CXorf48	-7.092
SGCD	-3.802
PHTF1	-0.772
CA3	0.033
CMTM5	-0.061
STX10	-0.394125
JMJD2D	-1.23025
P4HA1	-0.902166666666667
GAB3	-2.104
DHRS4	0.987833333333333
COL4A1	2.3009375
C20orf20	-0.223375
OSBPL2	1.695875
PTTG2	-3.25825
KIAA1688	2.91025
STS	-3.153375
SHROOM4	0.634833333333333
KBTBD5	0.2646
ALDH1A3	-2.0745
BTNL2	-0.152333333333333
TGIF1	0.587
ZFAND5	0.506625
ICA1	0.802125
NAV3	-0.857
FLJ12331	0.13975
EPS8L2	1.1062
MNT	0.393333333333333
ENTPD1	1.54091666666667
OR51E2	1.822125
STK11	1.59725
MX1	1.159
TTTY9A	1.881
CX62	1.778
LOXL4	-2.4735
EXOSC4	0.98575
PURB	0.1785
SETD1A	0.372333333333333
RELB	-0.153
LAMB2	1.40683333333333
HNF1B	-0.843833333333333
PNLIPRP3	-2.392
C14orf139	-1.49925
UMOD	1.58575
GRIN3B	0.08725
GPR25	1.1015
ZNF512B	-0.0285
ATP6V0A1	0.396875
SRA1	0.287833333333333
ZNF615	1.831
ZNF768	1.37875
ZNF469	0.9825
DYNC2LI1	0.715333333333333
DNAH3	-2.303
LOC387911	0.659
LOC554234	-0.13425
ARRDC5	0.564
TMEM59L	-2.02883333333333
MARCH4	-2.288
CNOT8	0.236
KIRREL3	-2.42716666666667
ADAM17	-0.23375
MYOG	0.46925
CPNE1	0.264333333333333
AK5	-1.32525
LOC204010	-0.846
NDRG4	3.04975
LOC130074	-0.04425
PIAS4	0.7965
NCOA2	2.3575
TEGT	0.9394
USP5	-0.404
ANKRD21	0.0257500000000001
KIAA0692	0.429166666666667
HAPLN3	-1.16525
LZIC	-0.648
NRXN3	-0.72275
CDKN2C	-2.59966666666667
KIAA0226	0.0684166666666667
CYB5D1	1.2015
WDR68	-0.8679375
ABCB6	-0.1822
MRPS25	-1.161
ZMAT2	0.6015
KRT25	-0.494
RPL11	-0.29375
GRAP	-0.00866666666666665
LOC198437	1.05983333333333
RORC	0.90875
RAP2C	-0.0972142857142857
MXD1	1.0938125
AZI2	-0.018
NUAK2	-1.755
AHSG	-6.17625
MANSC1	1.67725
IMP3	0.0736666666666667
C2orf3	-0.955125
VSTM3	-0.151
PCTP	0.2545
SIRT1	0.72675
MANBA	0.13475
CD164	0.851375
GFRA1	3.5957
PRM2	-0.192
ZKSCAN3	-0.278
PLEKHG1	1.6675
TPRKB	-0.44025
UBFD1	0.647166666666667
CDKL5	1.08466666666667
HIST1H2BD	1.24091666666667
INPP4A	-0.782333333333333
BMX	-1.664
PTPRU	0.6715
LOC554202	-1.38816666666667
HOXC8	-2.659625
IL12B	-1.1395
ADPGK	-0.2755
ZNF418	2.0075
SIAE	0.25525
CWC15	-1.06875
RP13-401N8.2	0.8595
KLHL11	0.77825
DEDD2	0.789
PSMB3	-0.50925
DDX25	-3.4195
ZBTB3	1.07016666666667
GFRAL	1.579
RPS25	-1.38833333333333
FAM57B	1.60533333333333
TESK2	2.0855
DNM1L	-0.854875
ZNF207	-0.604666666666667
CLEC11A	1.176875
TOLLIP	0.822625
TMEM61	0.869
DLK1	-4.3204
PLVAP	2.668375
NOD2	-1.54416666666667
SCMH1	-0.3375
FLJ40235	-0.017
HTR2A	-1.059
ARMC5	1.178
FUT7	-0.29
PRELP	0.2331
ALKBH6	0.132
GYG1	-0.286166666666667
POLR3GL	-1.614
COL8A2	1.98666666666667
OR10A5	0.73575
C1orf187	-1.68275
TXLNB	2.49416666666667
C16orf68	-0.0346666666666667
R3HDM1	-1.671
C16orf75	-2.778
BAALC	-0.209625
TNP1	0.799
GAPDH	-2.01808333333333
COX7C	0.631
ERRFI1	1.40891666666667
PGAM2	1.80533333333333
FAM108B1	-0.5135
APC	0.788125
TLR2	1.776
SUCNR1	-0.594714285714286
ZNF233	2.36425
WFDC1	-2.467
PSG11	-0.0119
SLC39A1	0.21875
PSAPL1	-0.142
CDC42EP1	-0.17525
MECR	0.02075
KIAA0101	-2.6903
MACROD2	1.267
MMP19	-0.529416666666667
LOC202459	-0.109166666666667
VNN2	-0.07725
ACCN3	-1.2275
TIMD4	-0.9885
RNASE8	-0.289
CCDC7	1.32875
SULT2B1	1.317
ME1	-0.943
MGRN1	0.828625
MRPL30	-0.81875
IVL	0.421375
CALM1	1.07875
PLEKHA6	1.9034
B4GALNT2	-0.449
PGDS	2.982375
C8orf33	1.0855
TMEM56	-3.26133333333333
CKM	-2.09083333333333
ESR2	0.0235
ACOT8	0.763
AGTR2	-0.945
LOC155006	2.97775
BC37295_3	1.331
EPM2AIP1	0.356166666666667
PZP	-0.6095
RPS9	0.747833333333333
C18orf51	-2.96425
SIVA1	-0.3763
HEATR2	-0.5125
CD3E	-0.648818181818182
C20orf142	-0.06825
PGLYRP3	0.5375
CCDC139	-0.26575
GPS2	-0.434166666666667
NOL14	0.2405
LRTM2	2.8985
TRIM36	1.54875
TP53RK	1.0521
FBXL13	-0.521166666666667
RUFY2	0.410714285714286
C11orf70	-2.4122
HSPB9	0.511833333333333
GJA5	1.528
HGF	-2.90516666666667
EPHB4	-0.26275
SOX18	0.64175
IFRG15	0.166
SERPINA10	-4.13275
WDR23	0.198375
REEP2	-0.807166666666667
CDK3	-1.169
HSPA12A	2.745375
ARL8B	0.9033
SATB1	-3.38283333333333
PPM1D	-1.3015
VPS45	-0.598833333333333
TP53BP2	-0.476625
GJE1	3.744
CACNA1G	-0.76275
VGLL4	0.877125
GNPTG	1.19925
ROS1	-2.87075
C21orf128	-0.333333333333333
BMP8B	0.7155
SLC5A4	-0.198
SLC6A3	0.3875
C16orf53	1.665625
TMEM81	-1.347
APC2	-0.6785
SYAP1	0.77875
C6orf54	-0.722666666666667
ZBED5	0.00109999999999999
PVR	-1.511625
LTA4H	0.327833333333333
CCDC24	2.1444
MAGEA4	-4.1335
IFIT3	0.033
MYADM	1.62425
C21orf82	-0.062
PDE3B	-1.8115
TMPRSS11A	-0.152666666666667
PGK1	-1.51941176470588
CCL13	0.6548
DERL3	-1.39316666666667
MLXIP	-1.26433333333333
PLOD1	-1.618375
MTFR1	0.7933
NPDC1	0.558833333333333
GPAA1	0.392666666666667
LTV1	-0.4695
RYR3	-0.2065
C7orf46	0.5085
VAMP2	0.98075
RNF135	2.0503
SUPV3L1	-0.25475
FIBP	-0.69325
ADAMTS18	-1.64566666666667
RNF25	0.127333333333333
SOS1	-0.02925
PLAU	-2.77325
MATK	-1.568
EHF	1.428
CTNND2	3.0225
PTEN	0.348785714285714
ZNF189	0.45375
SLC28A3	-0.0705
GUCY1A3	2.1665
SETD2	0.3749375
ROGDI	1.8235
TICAM1	0.5413
RASSF3	0.638
PACSIN2	-0.155333333333333
SERPINB5	-1.46083333333333
PRKCDBP	-1.052875
TFDP3	-0.9925
LGR6	-0.703875
RFX5	-0.784833333333333
OR52J3	1.124
PTPN18	0.606125
ZBTB34	0.348125
KCNF1	3.14025
SYNE2	0.221
SLC22A4	1.21775
NETO2	2.025125
VCPIP1	-0.068
LDHD	1.82275
ESX1	-3.6045
SQRDL	2.13225
GALK1	-1.67525
SERPINA6	-2.66583333333333
HD	0.078
ASCL3	0.0195
FBXL6	0.57175
FABP7	-4.511375
MAGEC3	0.0985
KLC4	0.225375
CD1D	-2.5335
PRAM1	0.194
EIF3B	-0.155714285714286
DSCR8	-6.23425
FLVCR1	-1.892
KIAA0141	0.262125
PROM2	3.04933333333333
ALOX5	1.1097
GPR162	0.34725
LYRM2	0.418625
RNASE6	-3.461875
HES5	0.9925
GJA1	1.06275
MRPS14	-0.8435
HMHB1	-0.021
TAF7	1.307875
BTNL9	0.4121
SFXN2	2.444875
VEPH1	-3.843
GK2	0.1925
AMBP	-4.685625
KIAA0953	-0.054
XAGE5	-0.693166666666667
CCBP2	-0.152
TGM2	-1.16216666666667
ZNF202	-1.511
ACTL6A	-0.564833333333333
SLC23A2	-0.1594
ARHGEF7	-0.623166666666667
LOC728635	1.282
CRYM	-3.05283333333333
PKD2	-0.76525
MANBAL	1.65783333333333
LIN54	-1.1075
ACTL7B	-0.337
OR4D9	0.306
KIAA1683	-0.57375
ZNF704	1.76833333333333
TCP10	-0.23575
MAGEB18	-0.9795
DEFA4	0.431
ZNF197	-0.52575
PTOV1	1.11816666666667
RNF208	0.575833333333333
CMIP	-0.228666666666667
TRDN	-0.537
UCHL1	-2.17375
APOL6	-1.6754
PLK1	-1.85466666666667
NPHP1	2.12266666666667
NDUFA11	0.05725
DAB1	0.546
RTN4R	-1.0055
PUSL1	-0.362
SYT2	0.15425
ANXA13	-0.50275
RFTN1	-1.8735
ATP8B2	-0.74725
VN1R2	0.7445
OR52E4	0.8185
NPPB	-2.88383333333333
ZNF148	0.95725
ZNF141	0.4035
IKZF1	-4.05475
PSMC2	-0.485
GGA3	-1.717
LPGAT1	0.108333333333333
SEC16B	0.424166666666667
C5orf38	1.63533333333333
THOC2	-0.0186
SLC16A12	-0.893666666666667
ALK	-2.12114285714286
DACT3	-0.188833333333333
CACHD1	-0.6415
GAN	-0.96425
EXOC6B	0.838
HIST1H2AE	-0.04175
VAMP1	-2.548
SRI	1.539
AKAP14	-0.356
HLA-E	-0.9107
SLC25A32	0.451166666666667
FLT3LG	-0.7545
ATP1B1	0.342
WDR1	0.403625
SWAP70	-0.1875
TRIM31	-1.06325
ARNT	1.345875
ZNF596	0.2314
CDKN1B	0.747333333333334
FOXC1	-2.47125
SEMA3A	-6.023
LSM14A	1.2305
STEAP3	-2.025875
ABCA1	1.16883333333333
PLSCR2	0.641833333333333
EDC3	-0.72775
THBS3	0.30075
C15orf43	-0.1176
GMCL1	0.106666666666667
C9orf71	0.07675
MGAT5	-0.1185
LOC402164	0.45475
TSPAN8	-5.54766666666667
DYNLT1	1.291625
IGSF1	-3.2905
TMEM143	0.3115
FLJ25006	-2.963
ATP13A3	0.0241666666666667
C3AR1	-0.91
CADM2	0.457666666666667
EFNA4	0.547
HAO1	0.9715
TWF1	0.717833333333333
MRPS17	-1.25925
MYH9	0.902833333333333
C9orf9	-0.2235
C17orf79	-0.5105
FSCN3	-0.59275
BDKRB2	1.11016666666667
PCGF6	-0.478166666666667
RAP1GAP	-0.000333333333333324
TAS2R41	0.975
DCLK1	0.2414
DEFT1P	0.511666666666667
TAF2	0.430666666666667
COPZ1	0.6285
KATNA1	-0.66975
STIM1	0.731
TBX2	-1.79916666666667
RPS4X	0.901692307692308
