Hybridization REF	TCGA-B6-A0IM-01A-11R-A034-07
SLC9A6	-1.71016666666667
PDDC1	0.148916666666667
CCDC53	0.67
GK3P	-0.75725
DAZL	-1.04675
BRI3	0.6465
SDK1	-0.688875
CYP2C18	0.15175
IFI44L	2.637125
RPL3L	0.424
FUT9	-3.29266666666667
KIFC2	-0.471333333333333
PMP2	-0.76475
SLC4A9	-0.1405
PLAG1	-2.70466666666667
MYCBP2	0.0475
OR4E2	0.3835
CCDC65	0.373
C16orf82	0.138857142857143
ENTPD4	-0.421875
BRP44L	-0.96725
PMP22CD	0.18925
TMCO4	1.6855
KCNN1	-1.29133333333333
WDR35	-0.536
CCDC80	1.808875
C3orf31	-0.81975
SLC7A9	-0.37975
TMEM190	-0.6635
DBC1	-2.487
FADS3	-1.08466666666667
PDZD8	-0.171833333333333
GRM5	0.392375
AZGP1	4.2951
PEX3	0.438
MED1	-0.185071428571429
ATG4C	-1.66966666666667
HNRPH3	-1.278625
FAM109B	2.19525
C4orf17	1.1915
CA10	0.66075
OPRD1	-0.0295
CCL16	-1.6155
SACM1L	-1.00525
CST6	2.905
CD63	1.2845
LGI1	-4.699
ZNF784	0.89975
CRYBB1	-0.973
CX3CL1	0.0577
TOP2A	-1.996125
GYPB	-3.84816666666667
GADD45GIP1	-0.97225
FEN1	-1.90575
IGF1R	2.7770625
WDR72	2.08016666666667
PURG	-0.870833333333333
DEFB126	0.5435
PKD1L1	-0.61175
CAV1	-2.3729
GNPDA2	0.5828
DGAT2	0.117125
NLGN1	-4.31275
STRBP	0.755375
HPRT1	0.249333333333333
FANCI	-0.841
PSMA7	0.164875
DBF4B	-0.968833333333333
TTF1	-0.1385
RAD54L	-1.53125
ELOF1	-0.4065
PLAGL2	-0.623375
ZNF256	-0.7285
HMGCL	1.0875
MSI2	0.362666666666667
RPESP	-3.26016666666667
C11orf60	-0.55625
ABCD1	0.756
ACAA1	0.233
SPARCL1	5.00457142857143
IL6ST	2.6288
ZNF319	0.347
TMEM109	-0.5036
FAM90A1	-1.31166666666667
IL22RA1	-3.148
ATP4B	0.445
TEC	-0.774
C7orf30	-0.77725
TXNDC2	-0.0851666666666667
ABCB4	-0.01125
KIAA1191	0.818375
C9orf38	0.199
SFTPB	0.10925
CNTNAP2	-1.37766666666667
FRK	2.2185
TBX19	-1.37825
CHD4	-0.2625
C6orf26	-2.2535
MOSC2	0.72875
IKBKE	0.30425
HIF1A	-2.00266666666667
LOC595101	-0.183
RELA	0.417333333333333
TMEM16B	0.282333333333333
ABHD12B	-2.76975
TSEN34	0.61325
KIF18A	-2.54075
TXNDC9	-0.153333333333333
SPATA2L	0.026
SEMA4G	-0.462
C21orf91	-0.589
MATN1	-0.2535
KCNIP4	0.5288
TUSC1	2.750875
OR4C15	0.89925
ARMCX6	1.18575
WBSCR27	-1.4155
OR52I2	-1.746
KIAA1604	-0.69825
DYNC1I1	-0.474625
PPP4C	0.228
SLC47A2	-2.206
TREH	-0.2775
CD48	0.987833333333333
ST14	1.38766666666667
PKN1	-0.33625
SPON2	2.84675
XBP1	2.94141666666667
SFRS12	-0.99
EFCAB6	3.84575
SELT	-0.04
SLC39A2	2.779
ERF	0.0475
ARL3	1.476
SURF6	-0.9402
MLLT10	-0.709333333333333
FLJ11171	-0.0213333333333334
TDGF1	-4.55433333333333
ERCC6	-0.39825
EIF2AK4	1.301875
BAZ1A	-0.532166666666667
LRRN3	0.0035
TMC3	-0.172
EFTUD1	0.57975
PTPRO	1.649
CLEC12A	-0.00850000000000002
ACBD4	0.3705
ZDHHC14	-0.505
OTUD7B	0.73225
ACTB	0.0824375
MSRA	-0.10875
LCE5A	0.905
IFI35	1.059
BSCL2	-0.284833333333333
ANKRD12	0.845333333333333
CFHR2	0.306
RGAG1	0.775
HSFY1	0.0825
SLC30A5	0.14225
IMPG1	0.5005
GPR109A	0.641
ZNF185	2.015
IYD	1.30825
NPCDR1	-0.4225
SERPINA13	1.2325
HMGCLL1	-0.066
NEUROG1	1.11166666666667
UBQLN1	0.335625
LIN37	0.4045
SOCS2	-2.529125
DSCR4	-3.16275
XKR6	-1.43425
GPR142	1.18
KRTAP13-3	-4.651
CCDC15	-2.15633333333333
MOS	0.535
CD1E	-0.0345
OFCC1	-0.6592
FAM83D	-2.4655
SRFBP1	-0.42625
C9orf96	0.1575
DHDH	-0.84925
CCDC90A	0.102
RABL3	0.52075
CD320	-1.35933333333333
ANGEL2	0.106166666666667
MRPL21	-0.575
SMG6	0.107833333333333
INSR	2.24375
FLJ14816	-1.055
GLRB	1.8515
C9orf89	2.1625
CIZ1	-0.415375
URG4	0.1545
LRDD	-1.37216666666667
CBY1	1.5105
NFX1	-0.03225
MTERFD2	0.245
C19orf23	0.09
PGC	-2.90875
IER3IP1	1.7779
RASAL2	0.72475
C1orf89	0.235
SYNJ1	-0.92375
NFKBIE	1.1395
FLJ40125	-1.1125
TCEB2	0.4851
NOG	-2.5075
POLR2J2	-0.473666666666667
HLA-B	2.066
PCDHA1	-0.511
PPP2R2B	-1.67175
ARHGEF17	0.928
TCF7L2	-0.161714285714286
CHD5	-0.977333333333333
ZNF431	-0.571285714285714
TBC1D25	1.834
ZNF800	0.66675
SCUBE2	-0.790818181818182
MYCBP	0.0706666666666667
GPX5	0.962
C6orf129	0.416166666666667
QSER1	-0.9085
ULK2	3.26425
PIGO	0.749166666666667
NRCAM	1.45057142857143
SLC35E3	-0.092375
CSRP2	-0.483
HYPE	-0.312
MAPK15	-0.1215
MGC14327	0.2585
TIMM13	-0.357
ZNF462	-1.54025
GBA3	-0.57425
TEX13A	0.00850000000000001
MCM6	-0.737333333333333
MTRF1	-0.674625
ABCA7	-1.112
EIF4A2	-0.04075
ZC3H10	0.9171
RPGR	1.50833333333333
C20orf94	-0.01375
RP1L1	-0.05975
GPR125	-0.154857142857143
USP22	0.512071428571429
OR1L4	1.1095
MLZE	0.6525
FLJ32065	-0.17725
PTCD1	0.064
CRTAC1	1.2375
BXDC2	-1.36625
C18orf1	4.01233333333333
FAM107A	-0.000214285714285754
EFNA3	-0.73925
P18SRP	-0.197
CAMKK2	0.73075
KIAA0649	0.58725
NES	-0.252
HS6ST3	2.51275
PON2	0.312
TCP11L2	-0.37325
CLEC4A	2.183
PRR12	0.8935
MLXIPL	-1.5383
C2orf50	1.563
ZNF28	0.1335
ENC1	-0.614
MAP2K1	-0.08575
FKSG2	1.23775
KIAA0430	0.651
PTP4A1	-0.995722222222222
GPR156	1.5575
GTF3C6	-0.18775
UBR2	-0.2719
LOC388272	-1.34425
MAK	0.785
ACOT4	1.9265
STC2	2.29791666666667
PIGW	-0.955125
SAE1	-0.4465
COL6A1	1.74918181818182
OAZ1	-0.100333333333333
STMN4	0.806
EDG3	2.02733333333333
SGCE	-0.201
IL11	-1.39166666666667
PRSS8	2.858375
YIPF5	0.45675
WNT4	4.515875
CSN2	-0.1445
TCF7	-2.273875
TDO2	3.7975
SAMD9	1.564125
S100A7A	-1.204
MMRN1	0.724166666666667
GKAP1	0.5505
AKR1C3	-1.239125
RNF19A	-0.189375
GMDS	-0.94725
YKT6	-0.183125
SPARC	2.512
C12orf31	-0.55125
UBE2V2	-0.431833333333333
FBXL18	-0.420666666666667
KIAA0460	0.09125
ADAM22	-0.976833333333333
SERPINC1	-2.40875
KCTD21	0.53125
MYOHD1	-1.142
ZNF37A	0.128833333333333
GTF3C1	0.0155
CTSZ	2.4535
PRNPIP	-0.74975
DRD1IP	0.528
NR1I2	-2.72533333333333
ZNF266	-0.3513
SPAG4L	-0.0655
COX4NB	-0.6195
SAPS1	0.576333333333333
APOA1	-3.676875
TATDN1	-0.967
C10orf82	4.8825
KPNB1	-0.733
FOXO3	0.24325
CRYBB2	0.582
ZBTB5	-0.271666666666667
SLC25A38	0.381
DCTN2	0.0673333333333333
IFT20	0.6525
CTHRC1	2.7305
C1orf31	-0.5745
UHRF1	-0.6208125
GPC6	0.03225
C10orf54	0.97725
MCF2L2	-0.5406
WNT9B	0.195
OLA1	-0.10075
FAM120B	0.297
TTLL10	-0.0465
CYorf15A	-5.29175
RELN	-2.6944
SCN2B	0.870666666666667
MFHAS1	-0.156
NKX3-2	-0.317166666666667
RASGRF2	0.286
SSBP1	-0.168
KPNA6	0.2735
LOC389118	0.1365
HS3ST4	-1.6046
SUPT7L	0.0782499999999999
FLJ32658	-1.6955
IGFBPL1	-0.989
KIAA1641	-1.3182
SHKBP1	0.1735
CSF1R	4.64675
NAGK	0.34675
MYL2	1.515
HIST1H4C	-2.06266666666667
TOMM7	0.37825
ADAMTSL3	1.3065
TNFSF14	-1.55625
PRRT2	0.22225
VTA1	-0.230625
AOAH	3.43
CRISPLD2	1.35507142857143
PNN	-0.8287
TA-NFKBH	-0.50725
ESPN	0.5775
RBM43	-0.3965
KIAA1267	0.526375
DDX3X	0.471222222222222
KIAA1576	-4.48725
PLXDC1	4.89983333333333
FLJ25801	-4.29725
HNRNPL	0.2225
RUNDC3A	0.9695
CASP12	1.658
SH2D5	-1.790375
RPL26L1	-0.3875
OR51A7	0.59725
HDC	0.75
C2orf16	-0.398833333333333
SYTL3	1.285125
GOLGA4	-0.1545
NOTCH1	-0.604333333333333
ATPAF2	0.3675
ECD	0.4075
SSX5	-1.1552
SNAP91	0.414
OCA2	-5.1175
PNPO	-0.952
DAPK1	-0.365333333333333
PINX1	-1.583
SELENBP1	0.95825
NEK3	-0.506
TMED4	0.883428571428571
SSTR4	0.663
FOSL1	-2.6928
CD40LG	0.54
CES1	-1.29616666666667
DCI	0.0623333333333333
B3GAT3	-0.479333333333333
STK17B	-0.42475
CNTN6	0.6155
CYP3A4	0.690666666666667
MBOAT2	-0.145642857142857
PISD	0.74825
USP1	-0.8815
PYDC1	1.42583333333333
CENPM	-0.52475
SAR1B	0.31425
TTC7B	-0.4465
DP58	0.814
GPC1	0.466
RBL1	-1.770875
TMEM137	-2.12583333333333
TOB1	0.244916666666667
TCEAL1	3.73966666666667
CENPF	-2.40163636363636
C6	3.17916666666667
PRSS1	-1.8305
PPIL6	1.86066666666667
C6orf124	-0.962
ODZ4	1.37416666666667
SNCB	-0.1535
NDUFB9	0.051375
CNOT6L	0.212166666666667
S100A9	-0.3285
TRIM50	1.086
KCTD1	1.7273
WDR63	0.91025
SPEF2	2.7625
RNGTT	-0.9815
CXorf22	0.8535
KCNK16	-0.061
CEP250	-0.794375
ATPBD1B	-0.27575
KCNJ2	4.0725
MT1B	-0.5015
ZNF684	-0.7165
SLC4A1	0.4095
PDHA1	-0.97275
ZNF492	-0.8265
TKT	-1.701
BYSL	-0.595375
RNF38	-0.146625
AHDC1	0.1105
KLHL2	0.282
CMTM8	1.57225
DMP1	-0.04
HERPUD2	0.072625
CRTAM	2.0365
ZNF572	0.84475
TMEM16J	0.734
HSD17B2	-4.87225
UBE2G1	-0.339875
AHSA2	-2.65225
PELI2	-1.1135
TPX2	-2.071875
ATP9B	1.93816666666667
DAZAP1	-0.136
HMGCS2	-0.0538333333333333
C17orf38	-0.457
B9D1	0.566875
NKX2-5	-1.09116666666667
KIAA1276	0.4655
LILRB2	3.3365
CSTF1	-0.842833333333333
BTN2A1	-0.262666666666667
C15orf48	5.99375
IGF2BP3	-4.36275
FAM113B	-0.293833333333333
HRG	0.0614285714285715
ZNF131	-1.06475
USP47	1.381
CCDC88B	-1.709
HCN1	-0.3656
HTN1	-1.0372
SYCP3	-1.20925
C13orf23	-0.2101
PAPOLA	0.229625
AATK	-0.3389
MSH3	-0.6635
NDUFAB1	-0.52
ITLN2	-1.233
BAK1	0.411166666666667
MRPL45	-0.488
MTNR1B	-0.3564
LOC645843	1.24
SPECC1L	1.26275
PGCP	0.96575
SPN	-1.136
GPR143	2.958
ZNF576	0.606833333333333
TMEM39A	0.0831
ATP5D	-1.19233333333333
MAGEB3	-1.1935
RPS5	-0.707
ANP32E	-2.02692857142857
MTMR1	0.655
YEATS4	-0.66875
SYNGAP1	-0.0535
PCOLCE	-0.0075
MNS1	-0.11925
PCYT2	-0.970833333333333
ZNF182	0.3495
LAX1	-0.11175
SPPL2B	0.5504
ELOVL5	2.6136
PCDHAC1	-0.289
B4GALNT1	-0.902166666666667
BLOC1S2	0.53725
ZNF673	0.0798
ARHGAP21	-0.352
IRX5	2.96625
LRFN5	-0.4865
FAM7A1	-1.69975
RAB19	-0.442
GINS1	-2.113
ITM2B	1.8243
PAPSS2	1.34616666666667
OR5BF1	0.463
ACSL3	0.23975
KIAA1919	0.236416666666667
GLT8D2	2.79025
UTRN	0.537428571428571
CNN1	0.777
HISPPD2A	1.33966666666667
SDAD1	0.118125
SIGLEC9	0.988166666666667
RPL35	-0.419214285714286
C22orf26	1.1455
IMPDH2	-1.17325
WDR69	-2.0855
SEC14L5	-1.517
CLTA	0.1855
RP11-529I10.4	1.36225
GPR37L1	0.367333333333333
OGDH	-0.228083333333333
ASB13	2.13983333333333
ZFP14	0.2015
ZCRB1	-0.196833333333333
KPNA3	-0.43025
HSPA1L	0.86125
RHOC	0.88325
LOC554175	0.066
PPP3CA	0.4304
SLC1A7	-0.6432
ZNF529	-1.3685
RBED1	1.01025
DDB2	-1.571
FLJ11286	0.674833333333333
SPATA1	0.6245
MKNK1	0.244666666666667
DYSF	1.25066666666667
ALKBH2	-0.84175
NKD1	-2.71233333333333
C1orf174	-0.31
PLEKHO1	0.361833333333333
ASB10	0.1395
RING1	-0.320666666666667
NPC2	0.5145
AVPR1B	0.135
YTHDF1	-0.215416666666667
LMAN1L	0.456
GSG2	-1.9945
CEP170	-1.3159
RPS4Y2	-5.2525
MSH6	-0.8125
HECTD2	0.434166666666667
ZNF556	-3.79166666666667
PLEKHC1	-0.7885
AIRE	0.608333333333333
BCL2L10	1.35775
LMOD3	0.191333333333333
ZBTB8	0.0731
FOXA2	-3.4179
SLCO2A1	2.635
C3orf46	0.581
PRDM16	-1.14833333333333
TMEM98	1.852
FRMD5	0.344
PDE6C	-2.231
C1orf216	0.5945
EP400	-0.293571428571429
PTK2	0.278
RNF217	-0.94825
NDUFA8	0.483
ZFAT1	0.576
LAMP3	1.319
GLTSCR2	0.38625
NPW	-1.763
LLGL2	0.2184
PPM1K	-1.3992
C20orf177	-1.243
KIR2DL4	0.4868
NFKB2	0.30425
C21orf122	-0.456666666666667
HESX1	-0.94475
GPR114	-0.427
SLC25A35	-0.0573333333333333
GNAT1	0.0694999999999999
ORAI3	0.30275
FAM76B	-1.001875
TMEM99	-0.2677
TRIM29	-2.7599
CDS1	2.81375
RHEB	0.5059
C4orf27	-0.538833333333333
RAB3A	-0.3935
OTUD6B	-1.12575
GPD1	1.313
CDH15	-0.997333333333333
NPM1	-0.579285714285714
TMEM117	1.29575
PRPS2	0.433333333333333
GCK	0.228
ADRA2A	5.732
TSPYL4	0.323333333333333
TASP1	-0.2065
WDR19	0.813916666666667
C10orf38	-1.15175
PDE4C	-0.933666666666667
FYB	-0.271818181818182
C1orf55	-0.671
PPFIA3	-1.358
RAD18	-0.4455
C12orf44	-0.00866666666666667
CRYBA4	0.044
HVCN1	0.98575
TAF10	-0.00616666666666667
C16orf48	-0.791
DEPDC5	1.10283333333333
LTBP1	-2.1195
MAPRE1	-0.297125
FGF8	-1.638
C3orf52	1.85
SENP7	-0.255333333333333
LRRK2	1.10725
RUNDC2A	-0.326166666666667
KIAA0355	0.4625
CPEB1	-2.5265
PPEF2	-1.5905
ABI2	-0.409
KIAA0317	0.093375
ATF1	-0.996
DYNC1H1	0.97225
DIP	0.2095
TMEM33	0.551666666666667
POLDIP3	0.10575
C7orf24	-0.04775
GPR171	2.73725
CDC6	-1.977
PLD1	-0.845
ITFG2	-0.3664
NDUFC1	0.25575
AKNA	-1.13775
NBR1	0.97475
PKHD1	0.0115714285714286
HPS4	-0.1277
MAFA	1.48475
ULBP3	-0.2785
DIRC1	0.344
IMMT	-0.603375
C22orf13	0.67875
CEL	0.08125
MARK3	-0.53825
ADAMTS2	1.14391666666667
ARPC3	0.385833333333333
TMEM10	-0.114571428571429
NPHS1	0.49775
BRD8	0.287833333333333
WDR12	-1.7185
IDI2	-0.412625
HOXD13	-1.371
OR8G2	-2.13225
SLAIN1	-0.066
GABRQ	-1.5435
NR2C2	-0.6795
NKTR	-1.4418
TLE2	1.095
KIAA0892	0.592166666666667
AURKA	-2.426
GPRC5C	0.7975
TBC1D9B	0.9815
PNPLA6	0.472666666666667
AP3B1	0.084
NAG	0.044375
C11orf68	-0.6185
AKR7A3	1.689
AHCYL1	-0.0575
COP1	-0.0471666666666667
RPP14	0.0824166666666667
PCDHB18	0.951
CDH24	1.0595
KRT17	-2.8957
LACTB2	-0.856
DDX24	-0.2468
PHACTR1	-2.50366666666667
SLC35E2	0.0664999999999999
LOXL1	1.1225
IQSEC2	1.513875
RGSL1	0.103
PCDHGC5	0.4875
MEGF10	-0.450875
PRRX1	1.89233333333333
ASTE1	0.204166666666667
C6orf159	-1.61533333333333
MYOD1	1.1705
GAA	0.203
ZNF747	0.7045
KLRC1	0.0352500000000001
IL1RL2	0.246
GDF9	0.20125
GPR119	0.1025
TRAF2	0.208833333333333
HCK	3.56516666666667
BMP6	-2.8185
IL8RA	3.05133333333333
FLJ35848	-0.697
EFHA1	0.33375
CDSN	-0.614666666666667
C14orf54	-0.4136
LSM3	-0.24675
ZFP41	0.261
C9orf126	-1.47683333333333
VIT	-2.5515
SPCS3	-0.81075
DEF8	-1.281
CHAF1A	-1.30833333333333
C1orf165	-1.03283333333333
ZFPM2	1.37833333333333
FTH1	0.23725
SLC35F1	-1.062
YWHAH	0.04575
C17orf66	0.289666666666667
ADRB1	-0.109
FOXL1	-0.535
RG9MTD3	-0.867166666666667
UMPS	0.06925
MGC13008	0.382
KIAA1161	-1.229
CCDC77	-2.019
C12orf65	-0.7263
COG4	-1.1215
RCP9	0.366333333333333
RP4-692D3.1	3.09033333333333
CDC2L5	-0.04725
MGC7036	0.776833333333333
DNAJC11	-0.82325
GDF2	-0.07
TIMM17A	-0.51175
HNRNPA0	0.1982
OR2H1	0.92825
PCBP1	-0.63225
COL23A1	-1.02275
LRRC2	-1.10514285714286
NSD1	0.194
FLJ37078	-0.892375
WDR91	-0.5235
TMEM179	-0.4565
DSCR10	1.848
CNDP2	1.6598
FYN	-0.6835
BEX2	2.5
KCND3	-0.621
YPEL5	2.062625
LRRC42	-0.820333333333333
C17orf45	-0.94325
ZNF649	0.3886
LOC150763	0.84525
COL5A2	2.76133333333333
CNGA2	-0.324
ELA2B	-2.3696
RAB9B	-0.45175
FAM100A	0.32025
NAIP	0.980928571428571
MYOZ2	-2.0085
SPATA12	-0.0275
XRCC4	-1.182
CYB561	1.4691
CHST10	0.14575
BAI1	-0.737333333333333
BRSK1	-0.278166666666667
C17orf89	0.007375
PDE6H	-0.177
FLJ20309	0.289
MAP7	0.603375
SCN4B	1.075
SPAG9	-1.3376875
SERTAD1	0.359833333333333
FLJ21963	-0.762
ANTXR1	0.6117
TMPRSS13	0.628
ETV7	3.78966666666667
DGAT1	0.339333333333333
NKIRAS1	-0.0615
TAC3	-4.1585
CORO1C	-0.647583333333333
RAD54B	0.2775
HRASLS3	1.72816666666667
C21orf42	0.0125
BARD1	-1.1595
ZNF177	0.857833333333333
MIP	0.5155
ZNF442	-0.076
F2	-3.9422
GRIA1	-0.433875
GALNTL2	2.268
WNT5A	-0.9688
LENG9	0.5185
hCG_25371	-1.437
FOXR1	-1.059
TRA@	0.8738
PWWP2	1.294
C1QTNF7	3.045
SLC7A4	2.38225
C4orf7	-0.8075
C17orf80	-0.0881666666666667
KLK4	1.9305
IL31	-2.243
TMEM176A	2.746
CTNNB1	0.7679375
BHLHB2	0.6555
TMEM185B	0.268166666666667
ARD1B	0.28975
C1orf93	1.7275
BRUNOL4	-0.668166666666667
LOC541469	1.43541666666667
UPK2	0.3955
GAS8	-0.284833333333333
PATE	0.4385
IMPACT	1.0285
WNK4	0.631333333333333
HNRPLL	-0.866
GAD2	-2.14825
ITGA6	1.62125
BMP15	-0.124
CYP2A7	6.142875
RIC8A	0.466
CCND1	1.66875
USP35	0.8935
DSCR2	-1.552
CCL4	4.955
ZCCHC10	-0.032
NOL11	-1.082
TRPM2	-0.160083333333333
PSMD2	-0.573090909090909
CHTF18	-2.13775
USP18	0.6755
RRAS	-0.114875
LAMC3	-1.1285
TOX	-3.79283333333333
PCDH15	-0.579
GABRG3	-2.17725
NUDCD2	0.0396250000000001
SGCZ	0.3715
KCTD17	1.0746
SPSB2	0.1985
TPPP3	4.564
CILP2	1.11233333333333
CALB2	4.3965
CEBPZ	-0.7265
ZNF479	-0.1075
FMOD	4.67616666666667
C21orf66	-1.54085714285714
CLN6	0.569833333333333
ANAPC1	-0.391875
SH2D3C	1.5035
PTPN14	-1.5932
TRIM42	0.43975
APTX	0.5375
SNRPG	-1.61233333333333
BMS1	-0.9045
MAGEA3	-4.3165
NFATC3	-1.3355
LRRC45	0.226166666666667
ARS2	-0.126428571428571
LRIG1	0.837166666666667
EPSTI1	-0.297666666666667
PRSS27	-0.433
ERC2	0.08875
PRKACB	-0.624428571428571
PRDM13	-3.444
HCG27	-1.663
KLK12	-2.9145
HSD17B7	0.0241666666666667
ZNF354A	0.1535
PCDH11X	2.147
DMGDH	0.95225
PCBD2	-0.325833333333333
TMC6	-0.692375
RIMS1	3.5285
SF3B2	-0.439666666666667
RCN1	-1.16133333333333
CPB1	4.5245
BCAR3	0.5245
FCRLB	2.38525
PAK1IP1	-1.362
OR10H1	0.436
KIF9	1.1422
PITPNM2	-1.043
L3MBTL4	-1.60275
TGFB1	-0.00329999999999998
ZXDC	-0.87475
SLC6A16	-0.2165
SRrp35	-1.4805
LRRC8E	2.231
PPIAL4	-0.0476666666666667
EOMES	0.537
PAX2	0.2315
SCARF2	0.698875
PSEN2	0.792583333333333
PCDHB13	0.05725
C10orf28	0.3295
DHRS7B	0.702928571428571
C1orf131	-0.33425
ASB1	-0.0855
ZNF223	0.239166666666667
LCMT2	1.628
MEP1A	-1.341
TMEM53	-0.01925
RSPH3	1.7095
C10orf33	-0.0345
LOC644285	-1.93075
PTPN9	1.10866666666667
ABCA12	-3.9815
CCDC37	-3.77925
RUNDC1	1.4177
YES1	-0.329166666666667
FAM120AOS	0.99475
OR5M3	0.2415
PPP1R3F	1.47933333333333
IL13	0.1377
MDFI	-0.92875
PRNT	0.99025
ZDBF2	0.9875
OR10C1	0.4855
CLIC1	-0.3215
LILRA5	0.0191666666666667
CSAG1	-3.95483333333333
TREML2	-0.368
FAM125A	-0.533166666666667
ZNF74	-0.415
FAM104A	0.02575
LRRC39	-0.46
SAMD5	-0.0455
HYAL2	0.34475
HIST2H2AC	0.098125
IGFBP5	0.103826086956522
NRTN	0.0231666666666667
KIAA0556	0.328
FAM29A	-1.0785
JMJD2A	0.11925
EPHB1	1.13925
POLD4	0.603375
ANAPC10	-0.82075
LRRC36	1.55175
MEGF6	-0.266125
LPHN3	-0.642666666666667
BMP10	-0.2585
C21orf55	-0.8695
CREM	-0.426066666666667
PTGER4	-0.434333333333333
METAP1	-0.86175
KCNQ1	1.173
NR2F2	-1.836125
SSFA2	-1.3255
CTTNBP2	-2.22575
BCL2A1	-0.553375
ZBTB24	-0.349875
SLCO6A1	-2.7285
PRDM1	0.1803
OR7D2	1.80916666666667
CCDC47	-0.4871
LOC646982	-3.169
SLC26A6	-1.19266666666667
BIN1	-0.5295
SRRM1	-0.871571428571429
PCSK1N	-0.462875
ALS2	-0.1842
ECT2	-1.06563157894737
CACNA2D2	1.4885
DOCK6	-0.1905
C10orf119	0.0865
FATE1	0.484
DUSP23	1.42
TRIP6	-1.80785714285714
NUP35	-0.81375
CDH3	1.61475
KLHDC8A	1.7005
C9orf116	1.536875
EI24	-0.3855
CENTD1	-0.6065
RWDD2B	-0.7845
DOCK1	0.917
NPAS2	-0.5625
NR3C2	1.69266666666667
FAM63A	1.18225
INPP5F	0.00583333333333333
FAM111A	-0.8138
MYBL1	-1.59425
IQGAP3	-0.0451666666666667
CRADD	-0.418666666666667
DUSP12	-1.22
PDZK1IP1	3.71475
VASH2	-1.16025
CTR9	0.52325
VIL1	-2.09575
OR8U1	0.370333333333333
CCDC107	0.9305
PTTG1IP	-0.298375
OR4X2	0.4995
COL9A1	-3.5135
PSMD9	-0.18
ZFP62	0.67925
TIP39	0.215
PARP15	0.094
TTC19	0.0645
C1orf114	-0.218833333333333
GFPT1	-1.0965
SLC27A6	-1.60725
MRPS10	-0.6863
CALML5	-2.12266666666667
TRPM7	0.413125
CGNL1	1.46325
CECR1	0.15725
SERPINB8	-0.230666666666667
TMEM102	0.472
PDIA2	-3.708
NUCKS1	-0.824666666666667
HOTAIR	-2.01225
EBI3	0.1235
NXN	0.45475
ZMYND19	-0.43275
FOXJ3	0.07775
EIF5B	-0.0372
EIF2B4	0.0598333333333333
LEO1	0.2165
ZIC5	-1.37754545454545
IL20	4.68883333333333
KIAA0415	0.448
FLJ37357	0.653
TSPAN12	1.337875
ACTR3B	-0.04025
TFAM	-0.913166666666667
IL17RD	-1.003
PARP12	1.3195
KLHDC7A	0.699
KCTD4	-0.6594
GTF2H1	-0.10125
FLCN	-0.652
BIRC4	1.54225
LOC790955	-0.842
VKORC1L1	0.291
CYP4F22	1.697
TAS2R5	0.5275
ZNF582	-0.0235
HS3ST3B1	-0.842625
CTNS	0.4235
STK36	0.927666666666667
MMD2	0.5475
RP5-1103G7.6	0.434
FLJ23356	0.9075
CRH	-0.86825
C1orf182	-0.784666666666667
ACP5	3.17083333333333
AMFR	1.8939
CA4	-2.08025
PLCB4	-3.197875
MPHOSPH10	-1.43525
UNQ473	2.634
G3BP2	-0.0599166666666667
SR140	-0.833833333333333
HOXA2	-0.30675
PYGB	-0.753125
BAT1	-0.501916666666667
DKK3	-0.3235
DDX31	-0.699
TULP1	-0.041125
NHLRC2	0.281
TNRC4	0.322333333333333
ZNF430	-0.42025
TNRC6A	-0.289
PLA2G1B	0.0276666666666667
RCHY1	0.688
GTF2A2	-0.00483333333333333
MGC4294	0.808
ZNF691	-0.36675
TACC3	-1.399
DNAJC5G	-0.0475
LOC4951	0.23825
MS4A4A	-1.5245
LOC152485	1.011
PPP1R2P1	-0.312666666666667
PPP2R5B	-0.5235
RPGRIP1L	-0.560375
SPOP	0.0924
PTPRF	1.46366666666667
MGC42090	-0.4015
SUSD3	4.62
THOC4	0.014875
MAML1	0.4024
FXR2	-0.477833333333333
TYK2	-0.197375
MUC6	0.6435
DNAJB7	0.972
PIP4K2A	-0.339142857142857
MEX3A	0.516333333333333
RRP1	-0.893375
TFAP4	-0.206
CXorf41	-0.14775
MTMR4	0.0623333333333333
CTLA4	0.0345
SNX9	0.344
CIB3	-0.1575
NECAP1	0.6235
PLA2G2D	-0.2153
GLMN	-1.74916666666667
DCLRE1A	-0.4705
PDX1	0.975
SAMD11	-1.08775
MRPL55	0.1261
TLR7	1.683125
TBC1D21	0.343833333333333
SMAD1	1.7697
ACTRT2	-0.5995
RIOK2	-0.963
PDLIM4	-0.33725
SLC22A15	1.99683333333333
ABHD13	0.7831
STX18	0.4279
CCPG1	0.412357142857143
DCBLD1	-0.269833333333333
SLC2A6	-0.8725
NOLA3	0.341
TRDMT1	-1.11885714285714
IL17F	1.033
ATP1A4	0.481333333333333
OR52W1	-0.039
CFL1	-0.911
IL4	-1.97733333333333
RBP2	0.285333333333333
CPSF6	0.623375
TTC8	1.082
MUCL1	-0.665
EYA3	-1.331
KRT38	0.264
GNE	-1.576
ZNF501	0.63125
SLC35A2	0.928875
CEP110	-1.4032
MYF6	1.49725
MGST2	0.877833333333333
TRPV4	0.115166666666667
NEK8	-0.310666666666667
NOX5	0.441
NCKAP1L	-0.232333333333333
EMP3	-1.946
BPY2C	1.38
C1orf38	0.464125
ELOVL2	3.57625
CBX7	1.68275
