Hybridization REF	TCGA-AO-A12B-01A-11R-A10J-07
THAP10	1.2515
ZNF513	1.02075
HAGHL	1.37733333333333
ITGB4	-2.24716666666667
CCDC141	-0.509
YTHDF3	0.7255
C5orf28	1.23125
RPL7L1	-0.324
TMEM30B	1.80464285714286
ANKRD35	4.939
DUOXA2	0.258
TBC1D5	-0.135875
DFNB59	-0.2885
HRH4	0.44275
MYO6	2.4781
DNAJA4	3.02
RBM24	-1.462
CEACAM20	-1.683
RBM23	-0.595785714285714
NGFB	0.457
C1orf63	-1.4411
KRTAP7-1	-0.1475
PERLD1	2.10175
NPB	1.113
C17orf59	1.2946
HSPBAP1	-1.24975
SLC15A4	-0.61875
PRTFDC1	-1.9455
OSMR	-1.12471428571429
CYSLTR2	0.0385
C19orf25	0.7747
KIAA1797	0.0845
NLRP6	0.013
FAM105B	0.3399
SCRN2	0.871166666666667
LRRC58	-0.4826
RNF17	0.00025
NEIL3	-2.9035
FAM137A	-1.8085
SKP2	-2.7525
PARVA	1.64275
PKLR	-1.389
RNF34	-0.3005
A3GALT2	0.2035
C12orf50	0.1675
SUNC1	-1.52525
FAM102B	-0.0391666666666667
CCT2	-1.321
LRRC37A2	-0.7545
ARF4	0.4075
SIKE	-0.26575
C8orf48	1.26633333333333
MBTPS1	-0.380428571428571
GPSN2	0.7145
NCF2	2.05025
SLC12A6	-0.69
MRPL48	-0.23225
HMGN3	0.684833333333333
LRRC62	-1.1395
PAX9	-1.901625
FAM55A	-0.177
C20orf42	-3.97783333333333
SCML2	-1.2645
BCL9	0.25375
FAM40A	-0.50425
C9orf41	0.184833333333333
ZNF774	-0.2595
LETM1	-0.436
PLXNB1	0.385
NIPSNAP1	-0.56225
USP10	-1.30375
F9	0.98025
LIPE	1.38225
CNGB3	-0.3945
C12orf52	-0.003375
PI4K2A	-0.1545
MED8	-0.002375
STAT4	-0.128
FGD4	-0.0371666666666667
RNF145	-3.26033333333333
WDR32	0.3351
CLDN2	0.287833333333333
TCEAL8	-0.24425
ZMYND8	-0.6717
PDXK	-0.72175
GATAD2A	-0.978
PTGES3	-0.718
CCM2	-0.6115
TAP1	1.708875
ZNF670	-2.061
ETS2	-0.827285714285714
C6orf166	-0.386666666666667
PRMT2	0.310714285714286
OR4B1	0.5765
INTS8	-0.4205
CCDC102A	-0.395
CCDC83	-0.6725
ITGA1	0.0158
EPHA5	-1.6834
FAM24B	-0.965833333333333
TSGA10	4.0845
HAL	-1.87166666666667
MYOT	1.65175
SPACA3	0.176
BCL2L2	0.584833333333333
CUGBP2	-1.3445
CCNB3	1.8035
RNF113B	-0.4025
MERTK	0.182
BAG1	2.42825
VPS36	0.7755
ORMDL3	0.5496
C1orf190	-0.7155
ZNF625	0.05225
CORO2B	-2.03375
ALOX15	-0.1585
CST1	-0.258
NUPR1	2.11616666666667
CCL7	-0.06
SMCR5	-2.77
DSC2	-0.78
RBMS2	-0.4705
GRIK4	1.751
TRIM65	0.4264
TMPRSS6	2.63578571428571
TP53INP2	-0.9745
GLB1L	1.69733333333333
LOC388284	0.9155
PUS1	-1.18571428571429
BCL9L	-0.401
OLFM1	0.550166666666667
RET	4.918125
MASTL	-1.7465
ALX3	0.22875
IL1RL1	-0.0308333333333333
ZNF765	-1.1118
C14orf138	-0.7585
SNX10	1.49733333333333
TAC4	0.2925
C1orf64	0.73325
POGK	-0.00662500000000001
MAPK9	1.6465
ZNF366	2.05175
C8orf79	1.4676
CLDN7	2.477125
OR5AT1	0.6805
TRIM37	-2.1245
LRRC25	1.93925
GRHL2	3.5704
TEKT3	2.24475
LASS5	-0.497
ABCC4	-2.18358333333333
DLG3	0.648375
VGLL1	0.0575
ZFP36L2	0.181833333333333
MFRP	0.269333333333333
KIAA1799	0.79825
FLJ44379	1.816
PCNX	-1.204
ANXA9	1.902
CYP4V2	2.8656
PIK3C2A	0.563
SRR	1.0795
NOL3	1.15675
IFITM2	1.496
ARNTL2	-2.115
ZNF595	0.3995
NLRP13	0.087
ASPH	0.485625
CPA2	0.418
PVRIG	-1.51666666666667
LEPR	-1.6025
C16orf42	0.581166666666667
SH3BGRL	2.04825
FAM77D	-0.889
FNDC7	-0.0185
C9orf6	-0.00866666666666667
NOTCH2NL	0.579
PGBD1	0.565666666666667
SYNGR2	0.157166666666667
PITPNA	-0.6069375
PRPF4B	-0.2562
SLC43A3	-2.04328571428571
NRBP1	-0.6165
SLC25A22	0.529
ILK	-0.321
SLC22A8	0.860833333333333
MRPS7	0.092875
PITX2	-2.6165
FABP3	-2.139625
OR1L1	0.2945
LOC728215	-0.529875
BLID	-1.6325
KIAA1217	1.58417647058824
TFPT	0.193
AP4B1	-0.649
VBP1	-1.4155
OR1K1	0.666
MORC3	0.68875
BHMT2	-2.1375
C3orf10	0.4065
FZD7	3.048
WFDC10A	-0.206
PMS2CL	-0.3725
CCDC32	-0.346
FA2H	0.112
ALG13	-0.383
TTLL7	0.5902
SPOCK3	0.16475
SLC13A2	1.159
AIM1	-0.34325
GPRC6A	0.469
EGR2	3.30025
MED11	1.297
WWC1	1.01875
SH3GL3	-4.2175
RIF1	-0.753
PRLH	0.178
VLDLR	-1.668
DBT	0.4661875
C21orf63	1.96575
CGGBP1	-0.32575
KRTAP12-2	-0.075
TADA3L	-0.619875
ZBTB16	2.13475
PDGFB	1.712625
RFX1	0.54775
UQCRB	-0.097
LOC133874	-0.5245
HPS3	-3.0915
LGALS3BP	2.3183
DKFZP564O0823	1.89357142857143
MRFAP1L1	0.677125
HOXA10	-1.974
NGB	1.8165
KIF21A	0.789769230769231
IFLTD1	0.351
LZTS1	-0.649125
ARHGEF3	1.6545
RHBDL3	-0.5655
CSNK1G2	-0.0613333333333333
ChGn	-1.915875
KIAA1244	3.798
GABRB2	0.3585
MGC72080	-2.185
CD27	2.7
EGLN1	-0.7387
PEX13	0.36675
RWDD3	0.748
RNF12	-1.27666666666667
GRIN2B	-0.5915
ADAMTS14	-0.849625
DYDC2	3.678
ATP6AP1	0.6028
NR1H2	-0.139333333333333
PDK2	1.309
C3orf17	-0.316833333333333
SLC38A2	-1.65264285714286
SLC25A29	-0.0545
C15orf29	0.23725
ADAM9	-0.415166666666667
TMUB2	0.464
GPR176	-0.2545
AGK	-0.439875
MCCD1	0.228
NDUFA4	-0.122
TMEM146	-0.045
DUSP1	1.65775
UNQ6975	0.345
EMX2OS	1.084
INSM2	0.101
LUZP4	0.03825
SETD6	-0.28
P2RY2	-0.8785
SLC45A2	-1.523
RABGAP1	0.467166666666667
UBXD5	0.47175
GPRC5A	-1.2966
PAK3	-0.842166666666667
LOC63920	-0.0715
TGFBR1	-1.117
KRTAP6-3	0.28725
SFMBT2	-0.2855
CDC42	-0.7573125
C11orf35	2.0285
TTLL2	0.0245
UACA	0.750083333333333
CD97	-0.6316
SETD5	-0.8595
NINJ2	-2.104
PTER	1.70866666666667
POMGNT1	0.813
KRTAP4-2	0.5055
ECGF1	2.925
HRB	-0.691363636363636
ATP1B2	0.1552
LOC400506	-0.02475
COL4A3BP	1.15375
C6orf97	3.35925
GRHPR	0.325125
TAS2R1	0.165
SEMA7A	-1.05175
EDF1	1.024
ODF2L	0.3631
PCID2	-0.139333333333333
GTF2H4	-1.0415
ZCCHC3	-0.982
CGB2	0.1765
NEUROD1	0.1095
C20orf75	-0.361
RP5-1054A22.3	0.769
IFNA5	0.314
ZNF134	0.0136666666666667
MGC119295	-0.628
ZSWIM6	1.237625
SMEK1	-0.0603333333333333
PCGF2	0.04875
C1orf102	3.0445
CYP2A13	3.124
KCNH6	-0.6313
MDM1	0.3416
ALDH7A1	-0.238833333333333
C9orf75	1.0125
VDAC3	-0.195625
OR51T1	0.3835
EIF3F	-0.648333333333333
KCNJ10	-0.186875
LENG8	0.13375
EDEM2	1.10116666666667
CCNJL	-1.978
DHX37	-0.4985
CRYGN	0.075
AATF	-0.87975
ZNF630	0.39575
E2F5	-2.199
WFDC13	0.0545
FTSJ3	-0.742333333333333
C4orf33	0.31025
LHFPL4	-3.124
C19orf56	0.114
SMAD4	-0.22525
AFM	-0.426
G0S2	-1.372
FCHSD2	0.2745
RRP1B	-0.8334
EEF1B2	-0.369166666666667
STAT6	0.0845
ZNF195	-0.283
GNL1	-0.452666666666667
ZNRF2	1.57033333333333
PER3	0.497
ASB16	1.54625
C10orf10	0.195142857142857
ADCY8	3.41466666666667
C9orf58	-1.7325
ARMC10	-0.1045
PSG1	-1.073
DHX34	0.1595
VARS2	-0.342625
NFIC	1.60375
ITPR2	1.563
AGXT2	0.129333333333333
OR6K3	0.1545
H2AFZ	-0.960416666666667
MLLT3	2.06941666666667
COX4I2	2.192
CCNT2	0.306375
PLK4	-2.316625
NUMBL	0.278333333333333
MED16	0.67875
PLEKHQ1	-0.30775
GOSR1	0.499222222222222
BTG4	-0.2325
RPL30	0.650333333333333
IGSF5	0.8425
IGFL2	-0.457166666666667
ELMOD2	1.72383333333333
SHC3	0.913666666666667
HAVCR1	-0.5085
DYNC2H1	0.12725
RNF5	0.04
C2orf7	-0.72225
NLF1	0.549
KLHL25	0.976
LRP10	0.7829
KRI1	-0.1695
PUS7L	-0.04
MGMT	0.5955
HOXD1	-2.02733333333333
CSH1	0.3806
ATG16L2	-0.516
FLJ44635	1.022
CHODL	0.50725
EXOSC8	-0.825
SLC28A1	0.2845
MYO7B	-0.5575
SEH1L	-0.0563
MTNR1A	0.341
TSPAN5	-0.311333333333333
CDC45L	-3.61333333333333
AMIGO1	0.909
ATAD3A	-1.193875
OSGIN2	0.742333333333333
PDIK1L	0.720166666666667
DARC	0.886375
PIPSL	0.7255
SHMT1	-0.56675
CRISP3	-0.277
POPDC2	2.77833333333333
ZRANB2	0.00349999999999997
FBXL8	0.84275
TRIP13	-2.72645454545455
EIF5AL1	-0.606
POU5F1P3	-5.14116666666667
IL6	-2.58983333333333
CXorf38	-0.366
IFNA16	0.113
FBXL2	2.46666666666667
BRD1	1.00725
STATH	0.4875
FBXO44	1.10283333333333
MCCC2	-0.22275
CDC2	-1.7057
C5orf23	-2.022
IVD	1.14233333333333
C10orf122	-0.3325
MSL3L1	-1.2692
MVP	0.92925
EPOR	-0.4116
ZMYM1	-0.347333333333333
BCL7C	0.438166666666667
PSTPIP2	1.0206
LYPD1	-0.93925
OR8G5	0.4095
ZP3	-0.0296666666666667
BCAS4	1.13633333333333
EDG6	1.30725
ISY1	-0.8205
PRAMEF2	-0.622
CUL1	-0.62475
RNF213	0.8619
CCRK	0.89575
DHX9	-0.02975
C13orf29	-0.59475
NCKAP1	0.0576666666666667
MRPL43	1.28592857142857
XPR1	-1.23425
PKN2	0.1597
PODNL1	-0.5655
ZNF333	0.7995
DALRD3	1.212
OPN1SW	0.2135
BTBD6	0.7775
C11orf82	-2.968
OR5P3	0.334
DUSP11	-0.65825
L1CAM	-1.2381
NEK11	2.39533333333333
OR7E91P	0.945
CNTN3	2.6797
CREB3L2	-0.10125
ZBTB37	0.6335
KIAA1324L	0.13175
NDUFB10	1.0355
NUDT2	0.63675
GTPBP8	-0.91325
CACNA1D	2.107875
PRKAA2	0.756833333333333
PRDM8	0.904
MGC16075	-0.811
KRT14	-1.93207142857143
PP8961	0.347125
MRPL18	0.2385
ABCG2	-2.42125
PACRG	3.73525
BBS2	0.3055
KREMEN2	-1.446
FBXO21	0.7045
HNRPUL1	0.207583333333333
GRB10	0.73425
CLSTN1	1.382625
LMAN2	1.5624
C17orf61	0.12225
NIPSNAP3A	0.43
INSIG2	-0.741333333333333
PCDHB7	-0.4945
STXBP2	0.402625
CMAH	1.31075
SEMA5B	0.19775
ZNF155	0.160166666666667
COQ6	0.898333333333333
PRPF4	-1.36725
TSPAN15	1.6956
VN1R5	0.1925
LATS2	-0.70875
SELK	0.969
PGK2	0.12225
MS4A1	-1.648
TYW3	-0.2688
KRTAP5-1	0.425
RCCD1	-1.81716666666667
BTN1A1	0.5305
DDX28	-0.5325
TMEM65	-0.090125
LOC92345	0.24675
TTC31	-0.601
WDR46	-0.702666666666667
CHP2	-1.30833333333333
LSP1	-0.73875
ZNF542	0.475
EXOSC1	-0.21875
ARHGAP18	-0.0431666666666667
LRRTM4	-0.4375
MAOB	-0.2275
CACNB4	1.5805
MGC33846	-0.173375
RANBP3L	0.61825
ATP5L	1.091
ONECUT1	-3.182
NUDT9	1.04125
TMEM149	-0.5555
STX17	0.61175
IGSF10	-4.98725
TMPRSS9	0.35
BMPR2	0.259833333333333
ALLC	-0.05275
KLF7	0.384875
GCC1	0.023
TIMM9	-0.78625
CDO1	1.2745
MGC10701	-1.30716666666667
IFI6	3.91216666666667
FRMD8	0.936
MGAT2	0.771
WBP5	-1.44616666666667
CNIH2	0.1045
KIAA0907	-1.4069
KCNH8	-0.6675
CTSG	-2.5655
GRIK1	3.45516666666667
CUL5	1.173875
FRMD1	0.4995
OR9A4	0.373
SYT6	-0.258625
FOXD4L2	-0.5005
ANAPC2	-0.726666666666667
OPN5	-0.0975
TAF13	0.5825
LYG2	-0.068
GGNBP1	0.3015
C11orf40	0.567
OTX2	-0.9955
REG4	-0.0265
EIF5	-0.37225
PALB2	-0.6815
SEPSECS	-0.00939999999999999
RNASE3	-0.21425
TRIM49	-1.9205
POLR2K	0.8973
GPR42	0.2135
C8B	-2.85475
SASS6	0.2195
PREB	-0.301166666666667
OR3A3	0.7555
TUBA8	0.169875
IGLV2-14	-2.2505
STIL	-2.93875
ANKFN1	0.461666666666667
NME7	-0.30225
HOXC12	-0.98875
UBE2C	-1.590625
FHOD1	-1.259375
CDK2AP1	-1.14716666666667
OR6K2	0.552
DHPS	0.62925
RPL5	-0.805666666666667
TRGV5	0.41
LOC541472	0.214875
HCCS	-0.8433
DENND1B	1.7155
LHX3	0.253
OR5D16	0.57
CXorf57	-1.58416666666667
IRF2BP1	0.9325
NDST2	0.429666666666667
LCE3D	0.6085
BOLL	0.669375
SYT3	-0.847
PIH1D2	1.6995
C20orf7	-0.542166666666667
IL1R2	-1.43666666666667
SLAMF9	0.4685
PPME1	0.10925
PIK3CA	-0.25275
TRAPPC1	-0.173875
COLEC10	-0.3555
SLC9A6	-0.921166666666667
PDDC1	0.2455
CCDC53	0.37025
GK3P	-1.55925
DAZL	-1.0965
BRI3	0.34225
SDK1	-0.353375
CYP2C18	0.10925
IFI44L	3.648125
RPL3L	0.8605
FUT9	-1.332
KIFC2	0.267666666666667
PMP2	-0.278125
SLC4A9	1.4275
PLAG1	-1.16216666666667
MYCBP2	-0.714166666666667
OR4E2	-0.1155
CCDC65	0.3875
C16orf82	0.120375
ENTPD4	0.53425
BRP44L	1.278125
PMP22CD	0.07575
TMCO4	1.70533333333333
KCNN1	-0.8285
WDR35	0.457
CCDC80	-0.339375
C3orf31	-2.827
SLC7A9	-1.103
TMEM190	-1.3085
DBC1	-2.21
FADS3	-1.21216666666667
PDZD8	-0.453166666666667
GRM5	0.1995
AZGP1	4.9778
PEX3	0.736
MED1	0.0997857142857143
ATG4C	-1.33183333333333
HNRPH3	-1.04
FAM109B	2.10775
C4orf17	0.3085
CA10	-0.04075
OPRD1	-0.0085
CCL16	-0.97675
SACM1L	0.0715
CST6	4.905
CD63	1.302625
LGI1	-1.32325
ZNF784	0.15475
CRYBB1	-1.542
CX3CL1	0.8107
TOP2A	-2.185
GYPB	-3.283
GADD45GIP1	0.44175
FEN1	-1.81325
IGF1R	0.6899375
WDR72	-2.06433333333333
PURG	-1.132
DEFB126	0.065
PKD1L1	0.134
CAV1	-2.4472
GNPDA2	0.4128
DGAT2	0.800125
NLGN1	1.37925
STRBP	-0.099125
HPRT1	-1.03933333333333
FANCI	-2.321875
PSMA7	0.267625
DBF4B	-0.6425
TTF1	-0.9695
RAD54L	-2.95475
ELOF1	-0.52
PLAGL2	-0.3075
ZNF256	-0.046
HMGCL	0.602
MSI2	0.451666666666667
RPESP	-2.46383333333333
C11orf60	1.277
ABCD1	-0.629
ACAA1	1.099
SPARCL1	4.63128571428572
IL6ST	1.0939
ZNF319	0.05075
TMEM109	0.1078
FAM90A1	-2.27566666666667
IL22RA1	-1.3275
ATP4B	0.3465
TEC	-0.0806666666666667
C7orf30	-0.9615
TXNDC2	-0.271666666666667
ABCB4	-0.767
KIAA1191	1.576625
C9orf38	1.094
SFTPB	0.016875
CNTNAP2	-1.19275
FRK	1.2975
TBX19	-0.2785
CHD4	-0.945
C6orf26	-2.88116666666667
MOSC2	2.1825
IKBKE	-0.36925
HIF1A	-1.28116666666667
LOC595101	-0.3695
RELA	0.134
TMEM16B	5.55366666666667
ABHD12B	3.54475
TSEN34	0.99675
KIF18A	-2.545
TXNDC9	0.737333333333333
SPATA2L	0.971
SEMA4G	-1.0465
C21orf91	-0.30925
MATN1	0.4905
KCNIP4	0.260833333333333
TUSC1	1.415625
OR4C15	0.521
ARMCX6	-0.125416666666667
WBSCR27	-1.21466666666667
OR52I2	0.155
KIAA1604	-0.42275
DYNC1I1	-0.941375
PPP4C	-0.62075
SLC47A2	-1.95066666666667
TREH	-0.011875
CD48	0.244
ST14	2.20166666666667
PKN1	-0.829
SPON2	0.197
XBP1	3.75625
SFRS12	0.1675
EFCAB6	3.33975
SELT	0.693
SLC39A2	0.9245
ERF	-0.235666666666667
ARL3	1.4235
SURF6	-0.8288
MLLT10	-0.285809523809524
FLJ11171	0.0958333333333334
TDGF1	-4.18866666666667
ERCC6	0.017
EIF2AK4	-0.13575
BAZ1A	-0.432166666666667
LRRN3	-0.486666666666667
TMC3	-0.7675
EFTUD1	-0.266
PTPRO	2.7695
CLEC12A	0.108125
ACBD4	0.598125
ZDHHC14	-1.600375
OTUD7B	1.1155
ACTB	-0.879875
MSRA	-0.1795
LCE5A	0.048
IFI35	1.32
BSCL2	0.856166666666667
ANKRD12	0.43425
CFHR2	0.1365
RGAG1	-0.4835
HSFY1	0.2055
SLC30A5	1.02625
IMPG1	0.104
GPR109A	0.517
ZNF185	0.375
IYD	1.1305
NPCDR1	0.252
SERPINA13	0.7255
HMGCLL1	-0.0955
NEUROG1	0.53
UBQLN1	-0.3374375
LIN37	0.9275
SOCS2	-2.57925
DSCR4	-1.468
XKR6	-2.214
GPR142	0.7065
KRTAP13-3	0.168
CCDC15	0.00633333333333333
MOS	0.324
CD1E	-1.708
OFCC1	-0.0152
FAM83D	-2.781
SRFBP1	0.59175
C9orf96	-0.2085
DHDH	-1.27375
CCDC90A	0.434
RABL3	0.60035
CD320	-0.5485
ANGEL2	0.950916666666667
MRPL21	0.21125
SMG6	0.743166666666667
INSR	2.2748125
FLJ14816	-0.4075
GLRB	4.39116666666667
C9orf89	1.23325
CIZ1	-1.423375
URG4	-0.2235
LRDD	-0.366833333333333
CBY1	1.87383333333333
NFX1	-0.410625
MTERFD2	-0.304142857142857
C19orf23	0.6425
PGC	-2.905875
IER3IP1	0.9064
RASAL2	0.700583333333333
C1orf89	-0.31625
SYNJ1	0.089
NFKBIE	0.3735
FLJ40125	-0.473833333333333
TCEB2	0.5249
NOG	-1.971
POLR2J2	-0.191333333333333
HLA-B	3.58725
PCDHA1	-0.841
PPP2R2B	-1.9775
ARHGEF17	0.832666666666667
TCF7L2	0.206357142857143
CHD5	-0.4705
ZNF431	-0.43475
TBC1D25	-0.1075
ZNF800	0.148
SCUBE2	1.28036363636364
MYCBP	0.657
GPX5	0.1885
C6orf129	0.673666666666667
QSER1	-0.1995
ULK2	2.60725
PIGO	1.12866666666667
NRCAM	0.139
SLC35E3	0.332875
CSRP2	-2.08625
HYPE	1.373
MAPK15	0.475333333333333
MGC14327	-0.2375
TIMM13	-0.415833333333333
ZNF462	-2.85975
GBA3	0.32625
TEX13A	0.1245
MCM6	-2.11311111111111
MTRF1	-1.295
ABCA7	0.6165
EIF4A2	0.9235
ZC3H10	1.483
RPGR	0.128666666666667
C20orf94	0.743
RP1L1	-0.00725000000000001
GPR125	-1.195625
USP22	-0.450785714285714
OR1L4	0.11425
MLZE	-0.2455
FLJ32065	0.33425
PTCD1	0.202
CRTAC1	0.373666666666667
BXDC2	-0.82275
C18orf1	-0.274833333333333
FAM107A	0.1575
EFNA3	0.62075
P18SRP	-0.1973
CAMKK2	0.680083333333333
KIAA0649	-0.786
NES	-1.756
HS6ST3	0.873375
PON2	-0.65275
TCP11L2	-1.337
CLEC4A	1.42075
PRR12	0.707
MLXIPL	-0.5098
C2orf50	0.591
ZNF28	0.19875
ENC1	-1.20066666666667
MAP2K1	-0.8035
FKSG2	1.33775
KIAA0430	1.0755
PTP4A1	-0.943222222222222
GPR156	0.4735
GTF3C6	-0.271
UBR2	0.8326
LOC388272	-0.87025
MAK	0.499666666666667
ACOT4	3.197
STC2	-1.82141666666667
PIGW	-0.584
SAE1	-0.729375
COL6A1	-0.857
OAZ1	0.188833333333333
STMN4	0.273666666666667
EDG3	0.3495
SGCE	-2.46533333333333
IL11	-2.414
PRSS8	1.729375
YIPF5	1.2935
WNT4	2.277125
CSN2	0.1965
TCF7	-2.499
TDO2	2.8515
SAMD9	1.735375
S100A7A	-0.636
MMRN1	0.321666666666667
GKAP1	1.0705
AKR1C3	-3.829
RNF19A	0.653375
GMDS	-0.12775
YKT6	-0.6345
SPARC	0.4814
C12orf31	-1.22025
UBE2V2	-0.784166666666667
FBXL18	-1.47466666666667
KIAA0460	0.8175
ADAM22	-0.085
SERPINC1	-3.96875
KCTD21	0.87275
MYOHD1	-1.7455
ZNF37A	0.3905
GTF3C1	-0.0256666666666667
CTSZ	1.34475
PRNPIP	-1.019375
DRD1IP	0.35
NR1I2	-1.792
ZNF266	-1.0677
SPAG4L	0.207
COX4NB	-0.9135
SAPS1	0.6195
APOA1	-3.735375
TATDN1	-0.0588333333333333
C10orf82	-2.62525
KPNB1	-0.61825
FOXO3	0.257083333333333
CRYBB2	-0.405
ZBTB5	-1.24866666666667
SLC25A38	-0.18575
DCTN2	-0.683666666666667
IFT20	0.47375
CTHRC1	1.0085
C1orf31	-0.343625
UHRF1	-1.9711875
GPC6	-1.57625
C10orf54	1.40575
MCF2L2	-0.420333333333333
WNT9B	0.248625
OLA1	-0.218125
FAM120B	0.6045
TTLL10	0.142
CYorf15A	-4.3305
RELN	-1.9608
SCN2B	0.485083333333333
MFHAS1	-0.112
NKX3-2	-2.109
RASGRF2	-1.3815
SSBP1	-0.621
KPNA6	-0.2755
LOC389118	0.093
HS3ST4	-1.2833
SUPT7L	-0.162375
FLJ32658	-1.29775
IGFBPL1	-0.46775
KIAA1641	-2.2139
SHKBP1	-0.6445
CSF1R	4.86725
NAGK	0.533
MYL2	0.18325
HIST1H4C	-1.70166666666667
TOMM7	-0.138625
ADAMTSL3	2.1242
TNFSF14	-1.72075
PRRT2	-1.22975
VTA1	-0.181375
AOAH	2.70883333333333
CRISPLD2	0.152071428571429
PNN	-0.9113
TA-NFKBH	-0.468
ESPN	0.7655
RBM43	0.7715
KIAA1267	0.661875
DDX3X	-0.00544444444444446
KIAA1576	-4.62625
PLXDC1	4.176
FLJ25801	-4.12925
HNRNPL	-0.19475
RUNDC3A	2.52116666666667
CASP12	0.4715
SH2D5	-1.3385
RPL26L1	-0.1485
OR51A7	0.133
HDC	1.427
C2orf16	0.512166666666667
SYTL3	2.229375
GOLGA4	0.866375
NOTCH1	-1.46966666666667
ATPAF2	1.5525
ECD	0.197
SSX5	-0.651666666666667
SNAP91	0.2415
OCA2	-4.92725
PNPO	1.027
DAPK1	-1.30283333333333
PINX1	-1.09316666666667
SELENBP1	2.0575
NEK3	-0.50875
TMED4	0.654785714285714
SSTR4	0.1945
FOSL1	-2.7609
CD40LG	0.302
CES1	-2.40908333333333
DCI	1.30966666666667
B3GAT3	0.508333333333333
STK17B	-1.40725
CNTN6	0.13125
CYP3A4	-0.805833333333334
MBOAT2	-0.197571428571429
PISD	0.288375
USP1	-0.74975
PYDC1	1.21083333333333
CENPM	-1.119
SAR1B	1.91475
TTC7B	-1.71775
DP58	0.531
GPC1	0.7905
RBL1	-1.308875
TMEM137	-3.00333333333333
TOB1	1.09141666666667
TCEAL1	1.06933333333333
CENPF	-2.089
C6	0.419666666666667
PRSS1	-2.33375
PPIL6	2.51833333333333
C6orf124	-0.7215
ODZ4	-0.913
SNCB	0.6995
NDUFB9	0.5755
CNOT6L	0.298833333333333
S100A9	-1.75633333333333
TRIM50	0.467
KCTD1	1.4639
WDR63	2.485
SPEF2	3.403
RNGTT	-0.0998333333333333
CXorf22	0.162
KCNK16	0.27875
CEP250	-1.144
ATPBD1B	-0.71575
KCNJ2	2.70225
MT1B	-1.877
ZNF684	-0.524
SLC4A1	0.834
PDHA1	-1.2395
ZNF492	-0.860625
TKT	-1.96625
BYSL	-0.911
RNF38	-0.02
AHDC1	0.394
KLHL2	0.50025
CMTM8	1.7695
DMP1	0.1415
HERPUD2	0.03375
CRTAM	1.40466666666667
ZNF572	1.10425
TMEM16J	0.4495
HSD17B2	-4.62225
UBE2G1	0.442625
AHSA2	-2.3735
PELI2	-1.118
TPX2	-2.385875
ATP9B	0.8865
DAZAP1	-0.552875
HMGCS2	3.33083333333333
C17orf38	-0.0355
B9D1	1.023625
NKX2-5	-1.018
KIAA1276	-0.104
LILRB2	3.057
CSTF1	-0.420666666666667
BTN2A1	-0.3095
C15orf48	5.3975
IGF2BP3	-4.317
FAM113B	-0.06
HRG	0.335375
ZNF131	0.06575
USP47	0.728857142857143
CCDC88B	-0.218
HCN1	-0.0761
HTN1	-0.218
SYCP3	-0.08
C13orf23	-0.5367
PAPOLA	0.075
AATK	-0.1315
MSH3	1.065
NDUFAB1	-0.226
ITLN2	-0.770333333333333
BAK1	-2.05483333333333
MRPL45	-0.2855
MTNR1B	-0.0855
LOC645843	-0.172
SPECC1L	1.5115
PGCP	1.04275
SPN	-0.775125
GPR143	1.54366666666667
ZNF576	0.736833333333333
TMEM39A	0.3048
ATP5D	0.664666666666667
MAGEB3	-0.455
RPS5	0.0415
ANP32E	-0.718571428571429
MTMR1	-0.71525
YEATS4	0.2105
SYNGAP1	-0.04675
PCOLCE	-2.0965
MNS1	1.8045
PCYT2	0.443
ZNF182	-0.08
LAX1	-0.402875
SPPL2B	0.1902
ELOVL5	3.2486
PCDHAC1	-0.258
B4GALNT1	-1.9735
BLOC1S2	0.4135
ZNF673	-0.2212
ARHGAP21	-0.243833333333333
IRX5	2.778125
LRFN5	-0.769833333333333
FAM7A1	-2.11825
RAB19	0.4215
GINS1	-2.2785
ITM2B	1.9667
PAPSS2	-1.82358333333333
OR5BF1	1.9475
ACSL3	0.356375
KIAA1919	-1.15066666666667
GLT8D2	-0.416875
UTRN	1.16557142857143
CNN1	-0.4795
HISPPD2A	1.16116666666667
SDAD1	0.575125
SIGLEC9	0.4115
RPL35	0.0735
C22orf26	0.344
IMPDH2	-0.822
WDR69	-0.077
SEC14L5	2.20033333333333
CLTA	-0.13825
RP11-529I10.4	0.854
GPR37L1	0.652833333333333
OGDH	-0.00558333333333333
ASB13	2.25333333333333
ZFP14	0.88825
ZCRB1	0.191
KPNA3	-0.05975
HSPA1L	1.53225
RHOC	0.33875
LOC554175	-0.57675
PPP3CA	1.1607
SLC1A7	-0.502
ZNF529	-0.3075
RBED1	1.21925
DDB2	-0.318
FLJ11286	0.639833333333333
SPATA1	0.7695
MKNK1	-0.774666666666667
DYSF	0.929166666666667
ALKBH2	-0.294
NKD1	-3.80283333333333
C1orf174	-0.28725
PLEKHO1	0.0896666666666667
ASB10	0.36875
RING1	0.517333333333333
NPC2	-0.965
AVPR1B	0.6425
YTHDF1	-0.205583333333333
LMAN1L	0.576
GSG2	-2.2235
CEP170	-0.5949
RPS4Y2	-5.7045
MSH6	-1.5855
HECTD2	1.05866666666667
ZNF556	-3.722
PLEKHC1	-1.7361
AIRE	0.320333333333333
BCL2L10	1.77825
LMOD3	0.408
ZBTB8	0.7525
FOXA2	-3.3636
SLCO2A1	2.090125
