Hybridization REF	TCGA-BH-A0DX-01A-11R-A115-07
PRSS8	3.060375
YIPF5	0.332833333333333
WNT4	1.502625
CSN2	0.151
TCF7	-2.394375
TDO2	2.772
SAMD9	0.1295
S100A7A	-0.789
MMRN1	3.33
GKAP1	0.8785
AKR1C3	-0.985375
RNF19A	0.223
GMDS	0.04275
YKT6	-0.5685
SPARC	2.8432
C12orf31	0.66825
UBE2V2	-0.781166666666667
FBXL18	-0.593
KIAA0460	1.109
ADAM22	-0.2865
SERPINC1	-3.03175
KCTD21	0.75975
MYOHD1	-2.036
ZNF37A	0.6295
GTF3C1	0.967166666666667
CTSZ	2.83075
PRNPIP	0.201625
DRD1IP	-0.20175
NR1I2	-2.499
ZNF266	-0.7619
SPAG4L	0.2485
COX4NB	-0.49075
SAPS1	0.587
APOA1	-3.899625
TATDN1	-0.903
C10orf82	-1.67
KPNB1	-1.102
FOXO3	0.932
CRYBB2	-1.3315
ZBTB5	-0.719166666666667
SLC25A38	-0.3325
DCTN2	-0.3585
IFT20	0.978
CTHRC1	3.18925
C1orf31	-1.705875
UHRF1	-1.1465625
GPC6	1.1135
C10orf54	1.77575
MCF2L2	-0.282166666666667
WNT9B	0.024125
OLA1	-1.328
FAM120B	1.711
TTLL10	-0.268
CYorf15A	-5.3675
RELN	-2.1848
SCN2B	2.27575
MFHAS1	-0.9485
NKX3-2	-0.3255
RASGRF2	1.1575
SSBP1	-1.31116666666667
KPNA6	-0.322285714285714
LOC389118	0.6945
HS3ST4	-0.7664
SUPT7L	-0.2915
FLJ32658	-2.315
IGFBPL1	-0.75925
KIAA1641	-0.5968
SHKBP1	0.2445
CSF1R	4.76625
NAGK	1.12875
MYL2	0.56025
HIST1H4C	-3.3175
TOMM7	-0.593
ADAMTSL3	2.4306
TNFSF14	0.08325
PRRT2	-3.23375
VTA1	0.48275
AOAH	3.89433333333333
CRISPLD2	2.15178571428571
PNN	-1.4015
TA-NFKBH	0.057
ESPN	1.11725
RBM43	0.334
KIAA1267	-0.047125
DDX3X	0.382833333333333
KIAA1576	-3.92825
PLXDC1	4.20116666666667
FLJ25801	-4.55925
HNRNPL	-0.000249999999999998
RUNDC3A	-0.316166666666667
CASP12	0.819
SH2D5	-1.356375
RPL26L1	-0.2635
OR51A7	0.38375
HDC	4.522
C2orf16	-0.397666666666667
SYTL3	3.067875
GOLGA4	0.3521875
NOTCH1	-0.261166666666667
ATPAF2	0.49725
ECD	0.606
SSX5	-1.74033333333333
SNAP91	0.10925
OCA2	-4.7295
PNPO	0.308833333333333
DAPK1	1.2885
PINX1	-0.5915
SELENBP1	2.103375
NEK3	-0.56275
TMED4	-0.529928571428571
SSTR4	-0.033
FOSL1	-2.2972
CD40LG	0.703
CES1	-0.490916666666667
DCI	1.071
B3GAT3	-0.511
STK17B	0.45525
CNTN6	0.722
CYP3A4	-0.9105
MBOAT2	1.73107142857143
PISD	0.10675
USP1	-1.13875
PYDC1	1.7375
CENPM	-1.112625
SAR1B	1.35775
TTC7B	-0.1345
DP58	-0.1315
GPC1	0.427
RBL1	-1.46275
TMEM137	-2.66
TOB1	0.830166666666667
TCEAL1	0.717666666666667
CENPF	-1.49690909090909
C6	3.67183333333333
PRSS1	-4.34925
PPIL6	1.53283333333333
C6orf124	0.355
ODZ4	2.17516666666667
SNCB	-0.219
NDUFB9	0.203375
CNOT6L	0.873166666666667
S100A9	1.59883333333333
TRIM50	0.1635
KCTD1	2.5712
WDR63	1.3455
SPEF2	1.596375
RNGTT	-0.0618333333333333
CXorf22	0.876
KCNK16	0.11075
CEP250	-1.623125
ATPBD1B	-0.29025
KCNJ2	3.92225
MT1B	-0.701
ZNF684	0.4235
SLC4A1	0.27225
PDHA1	-0.45525
ZNF492	0.147
TKT	-1.24075
BYSL	-0.84475
RNF38	-0.019625
AHDC1	0.1725
KLHL2	1.077625
CMTM8	2.811
DMP1	-0.5405
HERPUD2	-0.1575
CRTAM	3.74733333333333
ZNF572	-0.9235
TMEM16J	-0.508
HSD17B2	-1.19575
UBE2G1	-0.26525
AHSA2	-2.48825
PELI2	-0.635
TPX2	-1.942875
ATP9B	1.4955
DAZAP1	-0.626875
HMGCS2	3.09666666666667
C17orf38	0.683
B9D1	-0.374375
NKX2-5	-1.4275
KIAA1276	-0.36975
LILRB2	3.593
CSTF1	-0.369
BTN2A1	-0.426333333333333
C15orf48	3.778
IGF2BP3	-4.335
FAM113B	0.474666666666667
HRG	0.187125
ZNF131	-0.75925
USP47	0.631071428571429
CCDC88B	-0.91025
HCN1	-0.1175
HTN1	-0.502333333333333
SYCP3	-0.2075
C13orf23	-0.1287
PAPOLA	-0.0180625
AATK	-0.7704
MSH3	-0.446666666666667
NDUFAB1	0.08425
ITLN2	-0.835
BAK1	-0.279666666666667
MRPL45	-1.02483333333333
MTNR1B	0.089
LOC645843	-0.739
SPECC1L	0.562625
PGCP	1.2345
SPN	-0.39525
GPR143	1.10566666666667
ZNF576	0.168333333333333
TMEM39A	0.4159
ATP5D	-0.128666666666667
MAGEB3	-1.691
RPS5	-0.726333333333333
ANP32E	-1.525
MTMR1	0.05375
YEATS4	-0.31
SYNGAP1	-0.38825
PCOLCE	0.570833333333333
MNS1	-0.816
PCYT2	-0.649666666666667
ZNF182	-0.799
LAX1	0.967
SPPL2B	-0.4147
ELOVL5	0.6173
PCDHAC1	0.3995
B4GALNT1	-1.28416666666667
BLOC1S2	0.933375
ZNF673	-0.6712
ARHGAP21	0.245666666666667
IRX5	3.1645
LRFN5	0.831
FAM7A1	0.6225
RAB19	0.373
GINS1	-2.06775
ITM2B	1.1915
PAPSS2	1.82291666666667
OR5BF1	0.4925
ACSL3	0.8815
KIAA1919	-0.2875
GLT8D2	3.4635
UTRN	1.41542857142857
CNN1	1.295
HISPPD2A	-0.767333333333333
SDAD1	0.000375000000000001
SIGLEC9	2.12583333333333
RPL35	-1.00278571428571
C22orf26	0.463
IMPDH2	-1.14825
WDR69	-0.652
SEC14L5	-0.655166666666667
CLTA	0.1215
RP11-529I10.4	1.059
GPR37L1	0.107666666666667
OGDH	0.0146666666666667
ASB13	0.0188333333333333
ZFP14	-0.0985
ZCRB1	-0.369833333333333
KPNA3	0.532
HSPA1L	0.84125
RHOC	1.17525
LOC554175	0.248
PPP3CA	0.3654
SLC1A7	0.0308
ZNF529	0.0276666666666666
RBED1	0.52725
DDB2	-1.5045
FLJ11286	0.274166666666667
SPATA1	1.2215
MKNK1	0.584833333333333
DYSF	1.419
ALKBH2	-1.27675
NKD1	-2.18983333333333
C1orf174	-0.15475
PLEKHO1	0.5475
ASB10	0.02925
RING1	-0.0658333333333333
NPC2	1.678
AVPR1B	-0.0435
YTHDF1	0.01
LMAN1L	0.1095
GSG2	-2.274
CEP170	-0.247
RPS4Y2	-5.9365
MSH6	-0.6455
HECTD2	0.365833333333333
ZNF556	-3.02183333333333
PLEKHC1	0.287
AIRE	-0.136166666666667
BCL2L10	1.94925
LMOD3	0.4205
ZBTB8	0.7208
FOXA2	-3.7277
SLCO2A1	2.64225
C3orf46	-0.0315
PRDM16	0.601333333333333
TMEM98	0.1645
FRMD5	-1.7235
PDE6C	-0.523
C1orf216	0.101
EP400	-0.9145
PTK2	0.122416666666667
RNF217	1.07975
NDUFA8	0.3605
ZFAT1	0.43225
LAMP3	3.0575
GLTSCR2	0.075375
NPW	2.4965
LLGL2	-0.0527
PPM1K	1.29416666666667
C20orf177	-0.7855
KIR2DL4	0.3014
NFKB2	0.2665
C21orf122	-0.2605
HESX1	-0.1905
GPR114	0.178833333333333
SLC25A35	-0.52
GNAT1	-0.6855
ORAI3	0.38025
FAM76B	-0.29475
TMEM99	-0.2663
TRIM29	-1.2415
CDS1	2.5605
RHEB	-0.8357
C4orf27	-0.511166666666667
RAB3A	-0.31025
OTUD6B	-0.39075
GPD1	2.50775
CDH15	0.103
NPM1	-1.04592857142857
TMEM117	-0.129
PRPS2	-0.226416666666667
GCK	-0.8945
ADRA2A	4.56083333333333
TSPYL4	0.054
TASP1	-0.38425
WDR19	-0.00449999999999998
C10orf38	-0.436
PDE4C	-0.717
FYB	1.22508333333333
C1orf55	0.496333333333333
PPFIA3	-0.13975
RAD18	-0.07175
C12orf44	-0.07
CRYBA4	0.0735
HVCN1	1.97825
TAF10	-0.08
C16orf48	-0.483
DEPDC5	0.881
LTBP1	-1.2945
MAPRE1	0.130625
FGF8	-0.238
C3orf52	2.751
SENP7	-0.329833333333333
LRRK2	1.363
RUNDC2A	0.128166666666667
KIAA0355	0.431833333333333
CPEB1	-1.71325
PPEF2	-0.478
ABI2	-0.598166666666667
KIAA0317	0.050875
ATF1	-0.106666666666667
DYNC1H1	0.798125
DIP	0.80325
TMEM33	0.290611111111111
POLDIP3	0.2175
C7orf24	0.71
GPR171	3.728
CDC6	-3.68683333333333
PLD1	-0.1697
ITFG2	-0.00499999999999996
NDUFC1	0.50425
AKNA	-0.34
NBR1	0.37375
PKHD1	-0.000375000000000014
HPS4	-0.5682
MAFA	-0.168
ULBP3	-0.39
DIRC1	0.6385
IMMT	-0.1635
C22orf13	0.163666666666667
CEL	-0.056
MARK3	-0.309
ADAMTS2	0.971166666666667
ARPC3	0.5535
TMEM10	0.124375
NPHS1	0.639
BRD8	-0.0551666666666667
WDR12	-1.15725
IDI2	0.0255
HOXD13	-1.3255
OR8G2	-0.296
SLAIN1	-3.03225
GABRQ	-1.01325
NR2C2	-0.34775
NKTR	-0.446
TLE2	0.5675
KIAA0892	-0.4625
AURKA	-2.714
GPRC5C	0.339166666666667
TBC1D9B	0.409
PNPLA6	0.102833333333333
AP3B1	0.30525
NAG	0.0595
C11orf68	-0.2535
AKR7A3	1.5985
AHCYL1	-0.4515
COP1	0.811333333333333
RPP14	-0.323583333333333
PCDHB18	1.11925
CDH24	-0.435
KRT17	-1.6789
LACTB2	-0.601
DDX24	0.1783
PHACTR1	-1.50216666666667
SLC35E2	-0.00675000000000002
LOXL1	0.8835
IQSEC2	0.301875
RGSL1	0.5855
PCDHGC5	0.4395
MEGF10	-0.112
PRRX1	2.09016666666667
ASTE1	0.54
C6orf159	-1.18975
MYOD1	-0.048
GAA	1.056
ZNF747	1.46975
KLRC1	-1.920875
IL1RL2	0.724
GDF9	0.70775
GPR119	0.2325
TRAF2	-0.621833333333333
HCK	3.41883333333333
BMP6	-1.34625
IL8RA	0.379333333333333
FLJ35848	-0.977333333333333
EFHA1	0.8805
CDSN	-0.0371666666666667
C14orf54	-0.0623333333333333
LSM3	0.43525
ZFP41	0.6125
C9orf126	-0.8225
VIT	-0.265
SPCS3	-0.6045
DEF8	-0.4062
CHAF1A	-1.49366666666667
C1orf165	-0.229833333333333
ZFPM2	2.22616666666667
FTH1	0.145
SLC35F1	-1.143
YWHAH	1.73275
C17orf66	0.160166666666667
ADRB1	-0.830666666666667
FOXL1	-0.294
RG9MTD3	-0.189666666666667
UMPS	0.1115
MGC13008	-0.1725
KIAA1161	-0.7225
CCDC77	-1.75425
C12orf65	-1.3942
COG4	-0.315166666666667
RCP9	0.472166666666667
RP4-692D3.1	3.21783333333333
CDC2L5	0.271
MGC7036	0.692
DNAJC11	-0.56775
GDF2	0.196166666666667
TIMM17A	0.2265
HNRNPA0	-1.1484
OR2H1	-0.10775
PCBP1	-0.227875
COL23A1	-2.087
LRRC2	0.283714285714286
NSD1	0.538571428571428
FLJ37078	0.1285
WDR91	-0.278333333333333
TMEM179	-0.26075
DSCR10	-0.552
CNDP2	0.8956
FYN	-0.139
BEX2	-1.04983333333333
KCND3	-0.01575
YPEL5	1.539125
LRRC42	-0.386333333333333
C17orf45	-1.029625
ZNF649	1.2877
LOC150763	1.449875
COL5A2	3.44791666666667
CNGA2	0.0485
ELA2B	-1.0116
RAB9B	-0.4315
FAM100A	0.479
NAIP	0.443
MYOZ2	-0.431375
SPATA12	-0.231
XRCC4	-0.148
CYB561	1.1585
CHST10	-0.02325
BAI1	-1.0205
BRSK1	-0.894166666666667
C17orf89	-0.114625
PDE6H	-0.865
FLJ20309	-0.2767
MAP7	2.4495
SCN4B	1.68775
SPAG9	-0.568
SERTAD1	0.663
FLJ21963	-1.96625
ANTXR1	0.9403
TMPRSS13	1.25916666666667
ETV7	2.69683333333333
DGAT1	0.127166666666667
NKIRAS1	0.753333333333333
TAC3	-3.904
CORO1C	0.379916666666667
RAD54B	-1.56775
HRASLS3	2.373
C21orf42	0.40375
BARD1	-0.3765
ZNF177	1.36466666666667
MIP	0.119
ZNF442	2.056
F2	-3.8335
GRIA1	-0.142
GALNTL2	2.01866666666667
WNT5A	-0.0893
LENG9	0.197
hCG_25371	-0.709
FOXR1	-0.2205
TRA@	1.1564
PWWP2	1.028
C1QTNF7	3.549
SLC7A4	0.22875
C4orf7	3.92475
C17orf80	0.1365
KLK4	1.71466666666667
IL31	-0.0195
TMEM176A	3.81
CTNNB1	0.6971875
BHLHB2	0.8235
TMEM185B	0.929666666666667
ARD1B	-0.20375
C1orf93	0.546
BRUNOL4	-0.3355
LOC541469	-1.59858333333333
UPK2	-0.30525
GAS8	0.415
PATE	-0.184
IMPACT	1.080625
WNK4	-1.866
HNRPLL	-0.568
GAD2	0.09925
ITGA6	1.71475
BMP15	-0.0453333333333333
CYP2A7	0.22275
RIC8A	0.338125
CCND1	-0.0738333333333333
USP35	-0.511
DSCR2	-1.5145
CCL4	4.664
ZCCHC10	0.0285
NOL11	-0.9055
TRPM2	1.15841666666667
PSMD2	-0.930181818181818
CHTF18	-1.59675
USP18	0.819625
RRAS	0.350375
LAMC3	-1.12275
TOX	-2.412
PCDH15	-0.272
GABRG3	-1.4815
NUDCD2	-0.390125
SGCZ	0.4635
KCTD17	-0.3454
SPSB2	-0.985
TPPP3	2.7415
CILP2	1.50133333333333
CALB2	2.83275
CEBPZ	-0.586666666666667
ZNF479	1.15575
FMOD	5.27533333333333
C21orf66	-1.26857142857143
CLN6	-0.691666666666667
ANAPC1	-0.7835
SH2D3C	1.645
PTPN14	-0.7101
TRIM42	-0.1805
APTX	0.134
SNRPG	-0.417166666666667
BMS1	-0.56825
MAGEA3	-4.3415
NFATC3	-0.518083333333333
LRRC45	-0.691
ARS2	-0.537142857142857
LRIG1	1.41133333333333
EPSTI1	1.304
PRSS27	0.119
ERC2	-0.541875
PRKACB	2.83264285714286
PRDM13	-4.775
HCG27	-1.1205
KLK12	1.5735
HSD17B7	-0.127833333333333
ZNF354A	0.81825
PCDH11X	-0.083
DMGDH	1.4725
PCBD2	0.479666666666667
TMC6	-0.957375
RIMS1	0.435625
SF3B2	-0.663333333333333
RCN1	0.0786666666666667
CPB1	1.3445
BCAR3	-0.06075
FCRLB	-0.1895
PAK1IP1	-0.3105
OR10H1	0.1775
KIF9	1.2417
PITPNM2	-0.82975
L3MBTL4	0.16425
TGFB1	0.2139
ZXDC	0.1335
SLC6A16	-0.144
SRrp35	-0.9315
LRRC8E	1.36925
PPIAL4	0.417166666666667
EOMES	1.7495
PAX2	-0.791
SCARF2	0.0325
PSEN2	1.05366666666667
PCDHB13	0.48725
C10orf28	-0.381125
DHRS7B	1.34078571428571
C1orf131	0.41825
ASB1	-0.8536
ZNF223	0.9625
LCMT2	0.4325
MEP1A	0.16125
TMEM53	0.31975
RSPH3	2.0165
C10orf33	-1.6855
LOC644285	-0.134
PTPN9	0.618
ABCA12	1.114
CCDC37	-1.1995
RUNDC1	1.1073
YES1	-0.620666666666667
FAM120AOS	1.057
OR5M3	0.104
PPP1R3F	0.0246666666666667
IL13	0.1799
MDFI	-0.54225
PRNT	0.44025
ZDBF2	-0.461
OR10C1	-0.0073333333333334
CLIC1	-0.0426666666666667
LILRA5	0.785833333333333
CSAG1	-4.14283333333333
TREML2	-0.380166666666667
FAM125A	-0.235
ZNF74	-0.99225
FAM104A	0.319
LRRC39	-0.082
SAMD5	-0.5095
HYAL2	0.417
HIST2H2AC	0.404375
IGFBP5	0.221695652173913
NRTN	-1.303
KIAA0556	0.6884
FAM29A	-1.39427777777778
JMJD2A	0.296
EPHB1	0.93075
POLD4	0.49625
ANAPC10	0.036
LRRC36	2.06025
MEGF6	-0.473
LPHN3	3.31566666666667
BMP10	-0.0116666666666667
C21orf55	0.8075
CREM	-0.18325
PTGER4	0.787833333333333
METAP1	-0.75925
KCNQ1	2.1675
NR2F2	0.284
SSFA2	-0.48875
CTTNBP2	-1.13
BCL2A1	1.07775
ZBTB24	0.385375
SLCO6A1	-1.48325
PRDM1	0.9726
OR7D2	-0.568333333333333
CCDC47	-0.1108
LOC646982	-0.294
SLC26A6	-1.47566666666667
BIN1	-0.4326
SRRM1	-0.294
PCSK1N	-1.189625
ALS2	-0.2803
ECT2	-0.701631578947368
CACNA2D2	0.555625
DOCK6	-0.274
C10orf119	0.29575
FATE1	0.294
DUSP23	1.61975
TRIP6	-1.23342857142857
NUP35	-0.63275
CDH3	-0.61675
KLHDC8A	0.58125
C9orf116	1.239
EI24	-0.1905
CENTD1	0.553333333333333
RWDD2B	-0.6285
DOCK1	1.9015
NPAS2	-0.00174999999999999
NR3C2	2.22583333333333
FAM63A	0.677583333333333
INPP5F	0.1345
FAM111A	-0.0925
MYBL1	-1.78008333333333
IQGAP3	-0.9445
CRADD	-0.261333333333333
DUSP12	-0.825
PDZK1IP1	3.7715
VASH2	-0.53975
CTR9	0.5015
VIL1	-4.26675
OR8U1	0.448333333333333
CCDC107	0.878
PTTG1IP	0.101125
OR4X2	0.2635
COL9A1	-2.779
PSMD9	-0.4935
ZFP62	0.236
TIP39	-0.503
PARP15	1.171
TTC19	-0.71175
C1orf114	-1.761
GFPT1	0.126
SLC27A6	-1.93325
MRPS10	0.0927
CALML5	-1.99916666666667
TRPM7	-0.00137499999999999
CGNL1	-0.31675
CECR1	1.113
SERPINB8	0.707666666666667
TMEM102	0.04975
PDIA2	-3.3295
NUCKS1	0.0328333333333333
HOTAIR	2.62275
EBI3	0.36625
NXN	1.0975
ZMYND19	-1.07675
FOXJ3	0.4415
EIF5B	0.2803
EIF2B4	0.253333333333333
LEO1	-0.182
ZIC5	-1.61158333333333
IL20	0.993666666666667
KIAA0415	0.236666666666667
FLJ37357	0.6345
TSPAN12	0.84675
ACTR3B	-0.17625
TFAM	-0.479
IL17RD	0.604375
PARP12	0.00325
KLHDC7A	0.151
KCTD4	0.1185
GTF2H1	0.4425
FLCN	-0.0448333333333333
BIRC4	0.930125
LOC790955	-0.017
VKORC1L1	0.464
CYP4F22	2.6655
TAS2R5	0.6535
ZNF582	1.2395
HS3ST3B1	-0.198625
CTNS	-0.163
STK36	0.008
MMD2	0.00575000000000001
RP5-1103G7.6	-0.2015
FLJ23356	-0.1645
CRH	-0.04825
C1orf182	-0.350666666666667
ACP5	4.2975
AMFR	1.9595
CA4	0.301
PLCB4	-0.5365
MPHOSPH10	-0.2465
UNQ473	2.80816666666667
G3BP2	0.349916666666667
SR140	-0.83925
HOXA2	0.27175
PYGB	-0.062625
BAT1	-0.402416666666667
DKK3	-0.0938333333333333
DDX31	-0.778375
TULP1	-0.435875
NHLRC2	0.541
TNRC4	-0.483166666666667
ZNF430	0.933
TNRC6A	0.296125
PLA2G1B	1.06233333333333
RCHY1	1.0895
GTF2A2	-0.565
MGC4294	1.0545
ZNF691	0.09425
TACC3	-2.282
DNAJC5G	-0.0415
LOC4951	0.05275
MS4A4A	1.9645
LOC152485	2.0755
PPP1R2P1	0.10925
PPP2R5B	-0.431
RPGRIP1L	0.7875
SPOP	0.4204
PTPRF	1.83575
MGC42090	-0.0285
SUSD3	-0.5365
THOC4	0.03175
MAML1	0.4396
FXR2	-0.707
TYK2	-0.277
MUC6	0.140833333333333
DNAJB7	-0.36
PIP4K2A	0.212142857142857
MEX3A	-0.679833333333333
RRP1	-0.954375
TFAP4	-0.40325
CXorf41	0.49325
MTMR4	0.052
CTLA4	0.1795
SNX9	1.005375
CIB3	0.5455
NECAP1	0.60025
PLA2G2D	-0.2094
GLMN	-1.926
DCLRE1A	-0.62825
PDX1	-0.166
SAMD11	-0.51775
MRPL55	0.602
TLR7	1.818125
TBC1D21	0.1155
SMAD1	1.6316
ACTRT2	-0.09575
RIOK2	-0.019
PDLIM4	0.14075
SLC22A15	0.844
ABHD13	0.7089
STX18	-0.2442
CCPG1	0.125857142857143
DCBLD1	1.34283333333333
SLC2A6	-1.312
NOLA3	-0.30175
TRDMT1	0.0495714285714286
IL17F	-0.0375
ATP1A4	-0.00733333333333333
OR52W1	0.0615
CFL1	0.41925
IL4	-1.3955
RBP2	3.55933333333333
CPSF6	0.372875
TTC8	0.36
MUCL1	3.5855
EYA3	-1.96033333333333
KRT38	0.08075
GNE	-0.6685
ZNF501	0.2065
SLC35A2	0.314625
CEP110	-0.8342
MYF6	0.88175
MGST2	0.486666666666667
TRPV4	0.158166666666667
NEK8	-0.5505
NOX5	-1.95
NCKAP1L	1.09866666666667
EMP3	-0.5985
BPY2C	0.135
C1orf38	1.6805
ELOVL2	-0.554375
CBX7	0.09825
OSBPL1A	1.658
ZNF589	-0.7265
ESCO1	-0.506833333333333
TRA2A	0.104333333333333
C3orf26	-1.34325
PHF2	1.36983333333333
PID1	0.4825
RFC1	-1.06425
MTAP	-0.2935625
ADORA3	3.91916666666667
LOC389458	1.14675
TRNT1	-0.205875
CRIPAK	-0.9705
RAI2	3.573
ANKRD44	-0.5195
GZMB	3.73425
NFE2L1	0.318875
STIP1	-0.477333333333333
RASL11B	1.482
NT5DC2	-1.76966666666667
LRP2	0.6275
MTDH	-0.374466666666667
ARSG	0.71225
HSP90AB1	-0.594
CT45-6	-5.02725
ZNF483	-1.18575
LMBR1L	-0.551
S100A2	-3.0108
C2	0.604833333333333
C2orf27	1.03375
EIF4EBP1	-0.32025
GCKR	-3.456
PPP1R9B	0.176875
FER	-1.1605
SNRK	0.7455
OR5M10	0.047
UTP6	-0.86975
CAPZA3	0.285
FBP1	2.22266666666667
TERT	-1.478
CCL1	-0.5785
FUCA1	2.63125
ALS2CR8	0.0866666666666667
KCMF1	-0.0685833333333333
SRCRB4D	-1.462
OXCT2	0.404833333333333
IL17RA	0.59
MPP5	0.545875
SPA17	0.985
FLJ10986	0.993833333333333
GALNT14	-1.61675
CXorf27	-0.7295
NPLOC4	-0.649
RAB34	-0.14075
KRTAP3-3	1.237
ARSD	1.65633333333333
CPLX2	-1.8244
PJA1	0.3425
WHDC1L1	0.0948333333333333
RB1	-0.603
MTMR15	-0.583
PHLDA2	-1.1409
GUCY2F	-0.2145
MPV17	0.378833333333333
SLC35D1	0.8395
LYSMD3	-0.0235
COL16A1	2.261
ERLIN1	-0.396166666666667
JMJD4	-0.38025
HIST1H2BK	1.16025
TP53I11	1.39433333333333
ST3GAL4	-1.2538
PF4V1	0.662666666666667
ALG8	-0.642
REG1A	-0.07175
MINA	-0.328
CYB5R3	0.3525
HHLA1	-0.439
MYST4	1.5831
VASN	0.215
UCHL5IP	-0.68975
TFAP2A	1.801625
MGC9913	0.857
C9orf97	-0.0195
LOC90379	-0.3995
PHF15	-0.716928571428571
ZNF169	-0.3805
KRT7	2.1406
GLIPR1L2	1.270625
LOC116236	0.65225
IQCF3	-0.18375
RDH14	0.0655
HNRPK	-0.159928571428571
RABEPK	-0.0756666666666667
ISX	-1.4695
CBARA1	0.71675
RAD51AP1	-2.004
MLL5	-0.56075
CXorf48	-6.6275
SGCD	0.261
PHTF1	0.0125
CA3	2.08675
CMTM5	0.223
STX10	-0.69975
JMJD2D	-1.0335
P4HA1	-1.06283333333333
GAB3	0.750333333333333
DHRS4	0.601333333333333
COL4A1	2.39275
C20orf20	-1.128
OSBPL2	0.42325
PTTG2	-2.03625
KIAA1688	1.26525
STS	-1.0445
SHROOM4	0.709666666666667
KBTBD5	0.268833333333333
ALDH1A3	1.3067
BTNL2	0.0366666666666667
TGIF1	0.471
ZFAND5	1.153375
ICA1	2.0105
NAV3	-0.261833333333333
FLJ12331	-1.004
EPS8L2	0.1043
MNT	-0.0578333333333333
ENTPD1	2.09766666666667
OR51E2	1.587125
STK11	0.49575
MX1	2.861125
TTTY9A	0.49
CX62	-0.68
LOXL4	-1.19875
EXOSC4	-0.5305
PURB	-0.0327142857142857
SETD1A	0.391
RELB	1.48225
LAMB2	0.8845
HNF1B	-0.674833333333333
PNLIPRP3	-0.4565
C14orf139	0.065
UMOD	1.596
GRIN3B	-0.01125
GPR25	0.3675
ZNF512B	-1.144
ATP6V0A1	-0.05075
SRA1	0.57025
ZNF615	1.81725
ZNF768	0.46875
ZNF469	4.2905
DYNC2LI1	0.8765
DNAH3	-0.301
LOC387911	1.91125
LOC554234	0.036
ARRDC5	0.09275
TMEM59L	-1.49333333333333
MARCH4	-0.56875
CNOT8	0.104166666666667
KIRREL3	-0.484166666666667
ADAM17	0.385125
MYOG	0.194125
CPNE1	-0.563166666666667
AK5	0.966625
LOC204010	-0.4125
NDRG4	3.92675
LOC130074	0.36775
PIAS4	0.533
NCOA2	1.339
TEGT	0.7034
USP5	-0.531
ANKRD21	-0.0887500000000001
KIAA0692	-0.192333333333333
HAPLN3	0.95575
LZIC	-0.0395
NRXN3	-0.57175
CDKN2C	-1.1815
KIAA0226	-0.278166666666667
CYB5D1	-0.09025
WDR68	-0.435
ABCB6	-1.015
MRPS25	-0.231
ZMAT2	0.10175
KRT25	0.34
RPL11	-0.201
GRAP	-0.132666666666667
LOC198437	0.5895
RORC	1.070125
RAP2C	0.527571428571429
MXD1	-0.2821875
AZI2	0.498666666666667
NUAK2	-0.67225
AHSG	-6.205375
MANSC1	2.244
IMP3	-0.128
C2orf3	-0.502625
VSTM3	3.036
PCTP	-0.591
SIRT1	0.5295
MANBA	0.117
CD164	1.2025
GFRA1	0.5224
PRM2	0.228
ZKSCAN3	-0.052
PLEKHG1	2.74725
TPRKB	-0.188
UBFD1	-0.3485
CDKL5	1.20433333333333
HIST1H2BD	0.929166666666667
INPP4A	-0.3775
BMX	0.8455
PTPRU	-0.7375
LOC554202	0.024
HOXC8	1.276625
IL12B	0.2085
ADPGK	-0.13575
ZNF418	0.6435
SIAE	1.91275
CWC15	0.2
RP13-401N8.2	-0.352
KLHL11	-0.32475
DEDD2	-0.04275
PSMB3	-0.4085
DDX25	-2.9535
ZBTB3	0.1915
GFRAL	0.99
RPS25	-0.206666666666667
FAM57B	-1.0065
TESK2	0.460333333333333
DNM1L	-0.7935
ZNF207	0.143833333333333
CLEC11A	1.253
TOLLIP	0.52625
TMEM61	-0.8405
DLK1	-4.7368
PLVAP	3.205875
NOD2	3.7265
SCMH1	0.1695
FLJ40235	-0.21675
HTR2A	0.6435
ARMC5	1.0875
FUT7	0.424
PRELP	2.0522
ALKBH6	-0.2195
GYG1	0.783666666666667
POLR3GL	0.70975
COL8A2	5.3845
OR10A5	0.18775
C1orf187	-1.89675
TXLNB	1.21183333333333
C16orf68	-0.670333333333333
R3HDM1	-0.78625
C16orf75	-1.60375
BAALC	-0.181625
TNP1	-0.062
GAPDH	-1.36266666666667
COX7C	0.3105
ERRFI1	-0.924083333333333
PGAM2	0.637333333333333
FAM108B1	-0.243
APC	0.845625
TLR2	3.56025
SUCNR1	3.722625
ZNF233	1.80525
WFDC1	-2.068
PSG11	-0.1429
SLC39A1	0.96075
PSAPL1	-0.512
CDC42EP1	0.19675
MECR	-0.2935
KIAA0101	-2.4421
MACROD2	1.4412
MMP19	2.55658333333333
LOC202459	-0.087
VNN2	2.16925
ACCN3	-0.942
TIMD4	1.4965
RNASE8	0.096
CCDC7	0.54375
SULT2B1	1.8735
ME1	-0.643
MGRN1	0.9465
MRPL30	-0.513
IVL	-0.030375
CALM1	0.78015
PLEKHA6	1.5568
B4GALNT2	0.0645
PGDS	4.7625
C8orf33	-0.717666666666667
TMEM56	-1.81666666666667
CKM	-0.759666666666667
ESR2	0.1701
ACOT8	-0.21325
AGTR2	0.452
LOC155006	0.258
