Hybridization REF	TCGA-AO-A0JG-01A-31R-A084-07
OR10H1	0.067
KIF9	0.0439
PITPNM2	-0.8015
L3MBTL4	0.39275
TGFB1	-0.4648
ZXDC	0.39725
SLC6A16	-0.5385
SRrp35	-1.6615
LRRC8E	0.95225
PPIAL4	-0.888083333333333
EOMES	3.10033333333333
PAX2	-0.0665
SCARF2	0.243125
PSEN2	1.55725
PCDHB13	0.5565
C10orf28	0.276375
DHRS7B	0.993857142857143
C1orf131	-0.00575
ASB1	-1.4394
ZNF223	0.811
LCMT2	1.07225
MEP1A	-0.54225
TMEM53	-0.303
RSPH3	0.777
C10orf33	-0.0055
LOC644285	-0.3635
PTPN9	0.444833333333333
ABCA12	-3.529
CCDC37	-0.86575
RUNDC1	0.7567
YES1	-0.603333333333333
FAM120AOS	0.695
OR5M3	0.2715
PPP1R3F	0.494
IL13	-0.1352
MDFI	0.558
PRNT	0.193
ZDBF2	2.8715
OR10C1	0.156833333333333
CLIC1	0.283666666666667
LILRA5	0.378833333333333
CSAG1	-4.21283333333333
TREML2	0.463
FAM125A	-0.282166666666667
ZNF74	-0.909
FAM104A	-0.229875
LRRC39	-0.591
SAMD5	0.6465
HYAL2	-0.15375
HIST2H2AC	1.201125
IGFBP5	2.7025652173913
NRTN	-0.989
KIAA0556	-0.0188
FAM29A	-1.29094444444444
JMJD2A	0.976
EPHB1	1.72775
POLD4	0.07425
ANAPC10	-0.47125
LRRC36	0.097
MEGF6	0.402
LPHN3	0.213333333333333
BMP10	-0.0015
C21orf55	0.5605
CREM	-0.636125
PTGER4	1.136
METAP1	-0.628125
KCNQ1	1.67083333333333
NR2F2	0.903875
SSFA2	0.55575
CTTNBP2	-2.08675
BCL2A1	-0.162375
ZBTB24	-0.4245
SLCO6A1	-1.13225
PRDM1	1.1351
OR7D2	-0.165
CCDC47	0.2071
LOC646982	-0.1875
SLC26A6	-2.37533333333333
BIN1	-0.3318
SRRM1	0.244928571428571
PCSK1N	0.54725
ALS2	0.2488
ECT2	-1.56573684210526
CACNA2D2	1.257625
DOCK6	-0.146
C10orf119	0.448
FATE1	0.4005
DUSP23	1.9835
TRIP6	-0.325785714285714
NUP35	-0.3105
CDH3	-0.0735
KLHDC8A	1.143
C9orf116	-0.842125
EI24	-0.739
CENTD1	1.91666666666667
RWDD2B	-0.262833333333333
DOCK1	1.7625
NPAS2	-0.2345
NR3C2	2.67333333333333
FAM63A	1.49841666666667
INPP5F	-0.193666666666667
FAM111A	-0.1838
MYBL1	-2.92583333333333
IQGAP3	-1.67416666666667
CRADD	0.0113333333333333
DUSP12	-0.4555
PDZK1IP1	3.3685
VASH2	-0.744
CTR9	1.1415
VIL1	-4.81475
OR8U1	0.401
CCDC107	0.4255
PTTG1IP	0.018375
OR4X2	0.30325
COL9A1	-1.754
PSMD9	-0.242
ZFP62	0.947
TIP39	0.13925
PARP15	0.698
TTC19	0.03475
C1orf114	-2.08483333333333
GFPT1	0.892
SLC27A6	-0.43775
MRPS10	-1.4316
CALML5	-1.49433333333333
TRPM7	-0.05425
CGNL1	2.007375
CECR1	0.662
SERPINB8	-0.647666666666667
TMEM102	0.276125
PDIA2	-4.10525
NUCKS1	0.141666666666667
HOTAIR	-1.84075
EBI3	0.59275
NXN	0.16075
ZMYND19	-0.85525
FOXJ3	0.207
EIF5B	0.000300000000000017
EIF2B4	0.382166666666667
LEO1	0.99075
ZIC5	-1.51591666666667
IL20	0.352
KIAA0415	0.702
FLJ37357	0.153
TSPAN12	2.458625
ACTR3B	-0.1955
TFAM	-0.3125
IL17RD	-1.161875
PARP12	1.37125
KLHDC7A	0.463
KCTD4	0.161833333333333
GTF2H1	-0.2895
FLCN	-0.797
BIRC4	1.195375
LOC790955	-1.12025
VKORC1L1	-0.1025
CYP4F22	0.691833333333333
TAS2R5	0.4
ZNF582	1.4085
HS3ST3B1	-0.271125
CTNS	0.22025
STK36	0.00283333333333334
MMD2	-0.16175
RP5-1103G7.6	0.22
FLJ23356	-0.004
CRH	-0.57425
C1orf182	-0.767166666666667
ACP5	1.8785
AMFR	1.6177
CA4	-1.405
PLCB4	1.606
MPHOSPH10	0.24825
UNQ473	1.36433333333333
G3BP2	0.569666666666667
SR140	-0.244833333333333
HOXA2	0.66225
PYGB	-0.328375
BAT1	-0.572583333333333
DKK3	0.107666666666667
DDX31	-0.470125
TULP1	-0.01625
NHLRC2	0.80775
TNRC4	-0.362166666666667
ZNF430	0.39825
TNRC6A	0.460375
PLA2G1B	0.592333333333333
RCHY1	1.15433333333333
GTF2A2	-0.367
MGC4294	-0.587
ZNF691	0.3095
TACC3	-2.51175
DNAJC5G	0.31475
LOC4951	0.71825
MS4A4A	-0.707
LOC152485	2.1835
PPP1R2P1	0.47175
PPP2R5B	-0.32225
RPGRIP1L	-0.0655
SPOP	1.3635
PTPRF	2.18625
MGC42090	-0.3275
SUSD3	0.46625
THOC4	-0.555125
MAML1	0.6277
FXR2	-0.963833333333333
TYK2	-0.320625
MUC6	0.501
DNAJB7	-0.4935
PIP4K2A	0.123857142857143
MEX3A	-0.69
RRP1	-1.198875
TFAP4	-0.2995
CXorf41	0.21475
MTMR4	1.27583333333333
CTLA4	0.9055
SNX9	0.619875
CIB3	1.556
NECAP1	0.77925
PLA2G2D	0.9545
GLMN	-0.273666666666667
DCLRE1A	-0.08275
PDX1	-0.018
SAMD11	-1.53175
MRPL55	0.5509
TLR7	2.08875
TBC1D21	-0.00650000000000001
SMAD1	1.7606
ACTRT2	-0.3975
RIOK2	0.04875
PDLIM4	-0.008
SLC22A15	0.631666666666667
ABHD13	1.2211
STX18	0.1397
CCPG1	1.3925
DCBLD1	0.465166666666667
SLC2A6	-1.7975
NOLA3	0.30625
TRDMT1	-0.715785714285714
IL17F	0.735
ATP1A4	0.4285
OR52W1	-0.0595
CFL1	-1.33325
IL4	-1.14275
RBP2	-0.078
CPSF6	0.371
TTC8	0.0343333333333333
MUCL1	2.9205
EYA3	-1.69766666666667
KRT38	0.51
GNE	-1.386
ZNF501	1.12025
SLC35A2	-0.199875
CEP110	-0.2087
MYF6	0.415
MGST2	0.799166666666667
TRPV4	-0.674
NEK8	-0.530333333333333
NOX5	-1.051
NCKAP1L	-0.1695
EMP3	-2.0795
BPY2C	-0.3295
C1orf38	0.49525
ELOVL2	-1.429375
CBX7	1.16183333333333
OSBPL1A	0.988166666666667
ZNF589	-1.0405
ESCO1	0.1995
TRA2A	0.666166666666667
C3orf26	-1.50175
PHF2	1.42816666666667
PID1	0.190333333333333
RFC1	-0.27075
MTAP	-0.3280625
ADORA3	2.77833333333333
LOC389458	0.366
TRNT1	-0.59525
CRIPAK	0.2875
RAI2	3.16583333333333
ANKRD44	0.3005
GZMB	3.5215
NFE2L1	-0.552375
STIP1	-1.39333333333333
RASL11B	0.01
NT5DC2	-2.97583333333333
LRP2	1.889125
MTDH	-0.0168
ARSG	0.3225
HSP90AB1	1.265
CT45-6	-5.46375
ZNF483	-0.684
LMBR1L	-0.15
S100A2	-2.9932
C2	-0.297666666666667
C2orf27	0.291875
EIF4EBP1	-2.11125
GCKR	-3.84366666666667
PPP1R9B	0.74625
FER	-0.678
SNRK	1.351
OR5M10	0.419
UTP6	-0.7785
CAPZA3	0.20075
FBP1	2.93
TERT	-2.2465
CCL1	-1.5165
FUCA1	1.65125
ALS2CR8	0.336166666666667
KCMF1	0.09075
SRCRB4D	1.309
OXCT2	-1.4
IL17RA	0.574
MPP5	-0.44575
SPA17	-1.22575
FLJ10986	0.7065
GALNT14	1.24775
CXorf27	-0.979125
NPLOC4	-0.56525
RAB34	-1.37325
KRTAP3-3	0.434
ARSD	0.623666666666667
CPLX2	-1.5185
PJA1	1.031
WHDC1L1	0.784333333333333
RB1	-0.7295
MTMR15	-0.233
PHLDA2	-2.8139
GUCY2F	-0.659
MPV17	-0.469333333333333
SLC35D1	-0.0825
LYSMD3	0.9325
COL16A1	1.8155
ERLIN1	-0.952833333333333
JMJD4	0.174
HIST1H2BK	1.62075
TP53I11	1.70533333333333
ST3GAL4	-1.8096
PF4V1	0.4765
ALG8	3.27525
REG1A	0.06075
MINA	-0.266
CYB5R3	-0.177333333333333
HHLA1	-0.94025
MYST4	3.4295
VASN	-1.19275
UCHL5IP	-1.563
TFAP2A	1.67675
MGC9913	-0.847
C9orf97	0.371
LOC90379	-1.2755
PHF15	0.752214285714286
ZNF169	-0.142166666666667
KRT7	0.2105
GLIPR1L2	3.3215
LOC116236	0.48475
IQCF3	0.07425
RDH14	1.2555
HNRPK	0.603071428571429
RABEPK	-0.4375
ISX	-2.4695
CBARA1	0.5995
RAD51AP1	-3.44275
MLL5	0.887625
CXorf48	-4.0335
SGCD	-0.43725
PHTF1	-0.50675
CA3	2.593
CMTM5	0.15475
STX10	-0.912375
JMJD2D	-0.90425
P4HA1	-1.31316666666667
GAB3	0.325
DHRS4	0.0388333333333333
COL4A1	2.690875
C20orf20	-1.339875
OSBPL2	0.39425
PTTG2	-3.73125
KIAA1688	1.022
STS	-1.598125
SHROOM4	0.6795
KBTBD5	0.238833333333333
ALDH1A3	1.0644
BTNL2	-0.248833333333333
TGIF1	0.637
ZFAND5	0.6785
ICA1	2.2995
NAV3	-0.612833333333333
FLJ12331	-1.2505
EPS8L2	0.185
MNT	0.364833333333333
ENTPD1	2.18391666666667
OR51E2	1.8045
STK11	0.222125
MX1	2.973625
TTTY9A	0.499333333333333
CX62	-0.016
LOXL4	-0.419875
EXOSC4	-0.516
PURB	0.102357142857143
SETD1A	-0.8935
RELB	1.1105
LAMB2	0.539833333333333
HNF1B	-0.0103333333333333
PNLIPRP3	0.027
C14orf139	-0.79425
UMOD	0.78725
GRIN3B	-0.67925
GPR25	-0.045
ZNF512B	-0.972
ATP6V0A1	-0.42075
SRA1	0.375333333333333
ZNF615	1.9795
ZNF768	-0.266
ZNF469	2.663
DYNC2LI1	0.890333333333333
DNAH3	0.0295
LOC387911	1.79275
LOC554234	0.28625
ARRDC5	1.07575
TMEM59L	-0.905833333333333
MARCH4	0.844
CNOT8	0.399333333333333
KIRREL3	-1.484
ADAM17	0.047125
MYOG	0.24825
CPNE1	-1.248
AK5	2.375875
LOC204010	-1.077
NDRG4	0.31725
LOC130074	-0.21225
PIAS4	0.2275
NCOA2	1.13525
TEGT	0.8904
USP5	-1.1835
ANKRD21	-0.44425
KIAA0692	-0.0228333333333333
HAPLN3	1.02425
LZIC	-1.48775
NRXN3	1.47525
CDKN2C	-2.00266666666667
KIAA0226	0.782416666666667
CYB5D1	-0.56525
WDR68	-0.7061875
ABCB6	-1.976
MRPS25	-1.632
ZMAT2	0.579
KRT25	-0.2105
RPL11	-0.6015
GRAP	0.603833333333333
LOC198437	-0.937
RORC	1.5735
RAP2C	0.997357142857143
MXD1	0.3464375
AZI2	-0.059
NUAK2	1.6335
AHSG	-6.644
MANSC1	2.82325
IMP3	0.111166666666667
C2orf3	-0.5565
VSTM3	4.51175
PCTP	0.36275
SIRT1	1.1245
MANBA	0.95025
CD164	0.1965
GFRA1	0.844
PRM2	0.1425
ZKSCAN3	0.895
PLEKHG1	2.5945
TPRKB	-0.43325
UBFD1	-0.40325
CDKL5	0.512833333333333
HIST1H2BD	0.8805
INPP4A	-0.163833333333333
BMX	0.828375
PTPRU	-1.684
LOC554202	-0.148666666666667
HOXC8	0.519
IL12B	0.934
ADPGK	-0.1095
ZNF418	1.4505
SIAE	0.0245
CWC15	-0.51
RP13-401N8.2	0.367
KLHL11	0.26125
DEDD2	0.475125
PSMB3	-1.03275
DDX25	-3.0545
ZBTB3	0.283333333333333
GFRAL	-0.1305
RPS25	-0.682166666666667
FAM57B	-0.739666666666667
TESK2	-0.106666666666667
DNM1L	-0.99775
ZNF207	-0.059
CLEC11A	1.0895
TOLLIP	0.5225
TMEM61	0.205333333333333
DLK1	-4.4997
PLVAP	3.3855
NOD2	2.1215
SCMH1	-0.92675
FLJ40235	-0.08925
HTR2A	0.235333333333333
ARMC5	-0.123
FUT7	0.411
PRELP	2.1427
ALKBH6	-0.706666666666667
GYG1	1.2015
POLR3GL	0.285
COL8A2	3.96833333333333
OR10A5	0.34925
C1orf187	-2.16225
TXLNB	1.27416666666667
C16orf68	-0.6715
R3HDM1	-0.7195
C16orf75	-2.12325
BAALC	-0.353625
TNP1	-0.02625
GAPDH	-1.48991666666667
COX7C	0.847
ERRFI1	-1.30908333333333
PGAM2	0.0858333333333334
FAM108B1	-0.96525
APC	1.39175
TLR2	2.7135
SUCNR1	2.191875
ZNF233	2.679
WFDC1	-1.044
PSG11	-0.2032
SLC39A1	0.199
PSAPL1	-0.1865
CDC42EP1	-0.0675
MECR	-0.385
KIAA0101	-3.0619
MACROD2	2.0452
MMP19	0.916583333333333
LOC202459	-0.497166666666667
VNN2	2.91975
ACCN3	-0.6965
TIMD4	2.5065
RNASE8	-0.0365
CCDC7	0.79275
SULT2B1	0.1135
ME1	-1.795
MGRN1	0.03
MRPL30	-0.47475
IVL	0.107875
CALM1	1.0795
PLEKHA6	1.6178
B4GALNT2	-0.2155
PGDS	3.49075
C8orf33	-0.331166666666667
TMEM56	-1.25183333333333
CKM	-1.33666666666667
ESR2	0.0465
ACOT8	-0.44675
AGTR2	0.2475
LOC155006	-0.0535000000000001
BC37295_3	0.111
EPM2AIP1	-0.308166666666667
PZP	1.14075
RPS9	0.0671666666666667
C18orf51	-1.3895
SIVA1	-0.2869
HEATR2	-0.843
CD3E	-0.15825
C20orf142	-0.46425
PGLYRP3	0.0895
CCDC139	-0.0295
GPS2	-0.891833333333333
NOL14	-0.63825
LRTM2	2.033
TRIM36	3.13125
TP53RK	0.5749
FBXL13	-0.5905
RUFY2	0.615642857142857
C11orf70	-0.244333333333333
HSPB9	-0.0685
GJA5	3.0105
HGF	-1.23516666666667
EPHB4	0.266
SOX18	0.80675
IFRG15	0.429
SERPINA10	-3.60275
WDR23	0.282125
REEP2	-2.23383333333333
CDK3	-0.372
HSPA12A	1.82625
ARL8B	0.9763
SATB1	-0.118333333333333
PPM1D	0.660833333333333
VPS45	0.231833333333333
TP53BP2	-0.8785
GJE1	2.94825
CACNA1G	0.27175
VGLL4	1.073125
GNPTG	0.714
ROS1	-2.44925
C21orf128	0.0468333333333333
BMP8B	0.709
SLC5A4	-0.6395
SLC6A3	-0.254666666666667
C16orf53	0.13225
TMEM81	-0.6035
APC2	-0.6822
SYAP1	0.3945
C6orf54	-0.7306
ZBED5	0.3455
PVR	-1.283375
LTA4H	0.323
CCDC24	1.704
MAGEA4	-4.4805
IFIT3	2.23266666666667
MYADM	0.945125
C21orf82	1.31
PDE3B	-1.0995
TMPRSS11A	0.23725
PGK1	-1.27235294117647
CCL13	4.37583333333333
DERL3	-0.6205
MLXIP	-0.863583333333333
PLOD1	-1.609625
MTFR1	-1.8761
NPDC1	1.42516666666667
GPAA1	-1.25666666666667
LTV1	-1.23675
RYR3	0.06475
C7orf46	1.48125
VAMP2	0.879
RNF135	2.093
SUPV3L1	-0.1835
FIBP	-0.653875
ADAMTS18	0.5175
RNF25	0.498833333333333
SOS1	0.2535
PLAU	-0.8365
MATK	-1.44
EHF	5.801
CTNND2	1.713625
PTEN	1.15907142857143
ZNF189	0.72225
SLC28A3	1.6585
GUCY1A3	5.06975
SETD2	0.2945
ROGDI	1.49575
TICAM1	0.4732
RASSF3	0.4335
PACSIN2	-0.914166666666667
SERPINB5	-0.770833333333333
PRKCDBP	0.064875
TFDP3	-0.5195
LGR6	1.861375
RFX5	-0.276666666666667
OR52J3	0.1005
PTPN18	1.189
ZBTB34	0.733125
KCNF1	0.32275
SYNE2	1.03035714285714
SLC22A4	0.68575
NETO2	-2.354625
VCPIP1	-0.287
LDHD	-0.85825
ESX1	-3.31725
SQRDL	2.59925
GALK1	-0.66975
SERPINA6	-3.94816666666667
HD	-0.641125
ASCL3	0.2675
FBXL6	-1.1745
FABP7	-1.514125
MAGEC3	-0.5225
KLC4	-0.60825
CD1D	-0.73275
PRAM1	0.73025
EIF3B	-0.482214285714286
DSCR8	-4.60875
FLVCR1	-1.488
KIAA0141	0.08075
PROM2	4.2745
ALOX5	1.6356
GPR162	-1.06875
LYRM2	-0.53225
RNASE6	-0.033375
HES5	1.533
GJA1	0.123375
MRPS14	-0.214
HMHB1	-0.20625
TAF7	1.128
BTNL9	1.9022
SFXN2	-0.43475
VEPH1	-0.0075
GK2	-0.289333333333333
AMBP	-5.1625
KIAA0953	-0.425
XAGE5	-0.4975
CCBP2	0.478
TGM2	-0.827833333333333
ZNF202	-1.288
ACTL6A	-0.1505
SLC23A2	-0.7241
ARHGEF7	0.387083333333333
LOC728635	-0.278
CRYM	3.55183333333333
PKD2	0.16525
MANBAL	-0.08
LIN54	-0.3835
ACTL7B	-0.03325
OR4D9	0.132
KIAA1683	0.424625
ZNF704	0.8275
TCP10	-0.14475
MAGEB18	-0.446
DEFA4	0.398666666666667
ZNF197	-0.41675
PTOV1	0.0308333333333333
RNF208	-0.0358333333333333
CMIP	0.3295
TRDN	0.245
UCHL1	-1.672875
APOL6	0.6301
PLK1	-2.46783333333333
NPHP1	0.85
NDUFA11	-0.33525
DAB1	0.066
RTN4R	-0.2945
PUSL1	-1.4535
SYT2	-0.17325
ANXA13	0.933
RFTN1	0.9565
ATP8B2	0.483916666666667
VN1R2	0.0565
OR52E4	0.0475
NPPB	-3.06216666666667
ZNF148	0.727
ZNF141	0.881625
IKZF1	-0.633125
PSMC2	-0.471
GGA3	0.252
LPGAT1	1.60391666666667
SEC16B	0.738666666666667
C5orf38	1.72916666666667
THOC2	-0.1897
SLC16A12	0.320666666666667
ALK	-0.567875
DACT3	0.733166666666667
CACHD1	0.475
GAN	-0.549
EXOC6B	0.255
HIST1H2AE	1.33725
VAMP1	-1.5745
SRI	1.47258333333333
AKAP14	0.131
HLA-E	2.8799
SLC25A32	-0.273166666666667
FLT3LG	0.0443333333333333
ATP1B1	0.747
WDR1	0.517375
SWAP70	0.5045
TRIM31	-0.2115
ARNT	0.57975
ZNF596	1.0934
CDKN1B	1.6835
FOXC1	-0.7725
SEMA3A	-2.8002
LSM14A	0.1945
STEAP3	-0.525
ABCA1	1.29533333333333
PLSCR2	0.248333333333333
EDC3	-0.748833333333333
THBS3	0.44175
C15orf43	-0.0825
GMCL1	0.346666666666667
C9orf71	0.27
MGAT5	-0.4185
LOC402164	0.41925
TSPAN8	1.19766666666667
DYNLT1	0.753
IGSF1	-2.91075
TMEM143	0.12375
FLJ25006	-1.7265
ATP13A3	-0.0101666666666667
C3AR1	2.09025
CADM2	0.823166666666667
EFNA4	0.087
HAO1	-0.3915
TWF1	0.490666666666667
MRPS17	-1.08175
MYH9	0.953916666666667
C9orf9	-0.243
C17orf79	0.230166666666667
FSCN3	0.411
BDKRB2	2.018
PCGF6	-0.879666666666667
RAP1GAP	-0.389
TAS2R41	0.32
DCLK1	-0.2101
DEFT1P	0.0901666666666667
TAF2	0.315166666666667
COPZ1	0.351
KATNA1	-0.7145
STIM1	1.4115
TBX2	-1.256
RPS4X	0.424461538461538
MARCH8	0.615333333333333
DHX33	-0.623166666666667
TMEM161B	-0.248333333333333
SYPL2	0.275
ADCY5	0.531625
SRPK3	-0.18525
CXorf9	1.532
REC8	-0.444
CLP1	0.1667
MGC52498	-0.266
DUOX2	0.3075
C6orf150	-0.07875
TSC22D3	3.2225
CASP8	-0.3916
PRKD3	-2.0655
CFH	2.59925
TRO	-0.9035
NRIP1	1.062
ZNF707	-0.122333333333333
TBC1D22B	-0.900833333333333
HYI	1.0245
COX7B2	0.05925
GPR52	0.36125
CASC3	-0.275785714285714
METRN	-1.214
KRT3	0.8205
ARF1	1.23971428571429
C1orf111	0.07575
MOG	-0.359
C6orf50	0.123
MGC12966	0.53775
ATP7A	1.78266666666667
NOTUM	-2.83316666666667
LOC342897	0.107
ITSN2	1.07316666666667
GIP	-0.163
LOC89944	-1.38583333333333
UBXD8	0.549625
GYPE	-2.12266666666667
JAG1	1.3705
RLBP1L2	0.88
HIST1H2AL	0.657875
PAPPA	-1.5905
CYP4F8	-0.64925
TRH	6.66375
DCTN3	0.1587
NT5C	-0.9435
HTR3C	-0.206
VPS41	0.91825
KIAA0174	0.6744
ANKS6	-1.240625
MPV17L	0.202666666666667
MT1M	0.768333333333333
DTX1	1.90225
LOC146325	-0.112166666666667
ZNF639	0.175166666666667
CACNG4	-0.0777
TNNC1	-2.50725
MGC27345	-0.08925
CASD1	1.4673
HOXD4	0.773
SMC4	-1.33417647058824
TTC35	-0.033
CTXN1	-0.352
RGS19	-0.2715
SFRS3	-0.373916666666667
TRIM43	-0.626
HLA-DQB1	3.740375
NUPL1	-0.6643
NRAS	-1.9615
RPL22L1	-1.30625
ZNF138	0.611333333333333
FBXW2	-0.1302
SIX3	0.176333333333333
HDAC9	0.113416666666667
OGG1	-0.4136875
APLP1	0.045
OR7A5	0.313
DLX4	-0.8205
TUBA1B	-1.50641666666667
CRY1	0.167875
C12orf29	-0.165875
MGC70863	-0.325227272727273
OR1D2	-1.887
C1orf25	0.777625
CUZD1	0.3345
PUNC	-3.158
SCAND1	0.1505
MYT1	2.611
MPND	0.199
GOLGA1	0.6567
ZBTB43	0.531
VAPA	0.459916666666667
C4orf36	0.36025
STAP1	2.091
SLC34A1	-0.261
PIK3R3	0.7506
TGM5	3.763
USPL1	-0.0445
FBXO40	-0.193666666666667
BRF1	0.2158
CCL27	-0.985
hCG_1657980	-0.836
PFN2	-0.579
MYBPH	-2.5325
PPP1CC	-0.2865625
CDCA7L	-1.5745
KCNB2	0.9765
C20orf151	1.6215
USP13	0.202
RCOR2	0.354666666666667
FBXW4	0.6885
WT1	-3.9725
TAS2R46	-0.0655
STK38L	0.504
LEPROT	1.175
DDX42	-0.040875
TXNRD2	-0.900833333333333
TNFRSF4	2.875
KSR1	-0.26725
SLC27A1	0.8635
POU5F2	0.643
SLC22A11	0.0295
C8orf32	-0.982
ZNF236	0.2135
GABRB1	-5.05275
LRRC29	0.385
FBLN1	0.819583333333333
MRRF	-0.684166666666667
RP1	0.9715
MARVELD1	0.164
AFF4	0.623928571428571
C17orf54	0.19625
RAF1	-0.62375
SUB1	-0.612333333333333
MRPS33	0.0155
ZIC1	-3.203
ARL10	-0.3375
RAG1AP1	-0.3915
P2RX5	-1.8015
NCR3	1.39033333333333
LTB4R2	0.101
HLA-DPA1	4.88175
FKBPL	0.0328333333333333
JAKMIP1	1.02425
SNX4	0.4625
CD248	1.905
CCR2	0.404375
LOC401152	0.823166666666667
SH3KBP1	-0.3133
LMBRD2	-0.0291428571428571
WDR51A	-2.65766666666667
SYT15	0.0594
SMOX	-1.7525
NACAP1	0.335
DRD2	-0.170666666666667
COPS2	-0.12325
FCER1A	4.2095
TMEM112B	-0.743
SUGT1	-0.3809
CALR	-0.635375
DPY19L2P4	0.8445
ADRA1B	0.257625
LTB	4.81225
SNRPD1	-1.2935
NCAPG2	-3.09616666666667
KCNMB1	2.36966666666667
ITGAV	1.24875
LENG4	0.32275
C13orf16	0.1295
C20orf3	0.7035
PIP5K1A	0.0121666666666667
PCNA	-2.36975
C1orf34	2.332
MMACHC	-0.19475
BEST1	-0.244166666666667
REV3L	-1.01175
ZRANB1	0.126
AVPI1	-1.34925
ATG5	0.1
SARM1	0.68
RGS7	-0.996
HMP19	0.304833333333333
SGTB	-0.5056
FEM1A	0.4093
C1orf122	0.660625
MYCT1	2.98266666666667
GM2A	0.148125
ZCCHC7	0.561
MYH10	-1.12275
DKFZp761B107	1.3605
ADAL	-0.57975
OR10J1	0.2545
TMEM9B	2.0935
DNAJA1	-0.224875
SCGB1D4	-0.515
LRRC50	0.184
PRKX	0.096
NUDT14	1.0249
PCTK1	-1.24081818181818
ARG1	-3.622
KIF2C	-4.19725
GFM1	-0.464
RAB11FIP3	-0.202333333333333
HBD	-1.82533333333333
NPR3	-0.9714
IRAK3	1.4135
OLAH	-1.30366666666667
CYB561D2	0.034
CNNM4	2.77025
MYO5A	-0.7173
SIPA1L3	1.72575
ADAM10	-0.77975
LIPA	1.50758333333333
NAP1L4	-0.3341
MRPS22	-0.61775
GNG4	-0.893
PSG5	0.028
PPP2R2C	1.7005
P2RY12	2.5085
SLC6A13	-0.483625
AGPAT4	-0.6057
C6orf199	0.7805
FAM53C	-0.378875
TPM1	0.0782272727272727
PYHIN1	2.4235
LINGO1	0.311666666666667
CIDEC	0.243166666666667
CRIM1	0.1747
DHTKD1	0.0978333333333333
ZNF546	0.2505
CD300LG	0.7138
SFRS2IP	0.623333333333333
FLNB	-0.49225
NOC2L	-2.215
SPINK7	0.0985
CRTC2	0.8
HMG4L	-1.06025
C14orf162	0.65625
CCDC123	0.3195
HTRA3	2.5903125
SPTBN5	2.6825
C1orf77	-0.000749999999999996
TAF1L	-0.128
WDR78	1.41633333333333
WDR49	0.865
SIN3A	0.8045
ECSIT	-0.172166666666667
VSIG4	3.681
DIRAS2	0.7221
TXNL1	0.452
MTERFD3	1.01975
CCNYL1	-0.90325
CISD2	-0.426833333333333
OR5C1	0
OBSCN	-0.155
GBA	0.0913333333333333
SLC9A11	0.051
C6orf64	0.567166666666667
ESD	-0.72775
CYYR1	2.31583333333333
PNRC1	1.356
FCAMR	0.0525
PPIA	-0.321
VDAC1	-0.7195
TRIB1	2.0525
NT5C1B	0.451333333333333
CLDN17	0.299
ICOSLG	-0.026875
RGR	-0.156875
DSG1	0.0235
TMEM27	-0.4305
C1orf69	-0.879
PRAP1	-1.75475
DQX1	-2.989
C20orf46	-1.45881818181818
NHEJ1	0.0455
DNAJC18	-0.618375
MANEAL	0.247
MTBP	-1.11675
S100A6	-0.286875
ABHD7	3.4515
NEDD1	-0.547
TINF2	1.14075
SLC7A10	1.121
KIAA1875	-0.127
TMEM20	-1.43825
COX19	-0.81775
SPRR1A	0.176
SCEL	-0.208875
CCDC70	-0.557
CRISP2	0.259833333333333
ILF3	-0.782222222222222
NTRK3	1.01883333333333
B3GNT1	-0.588666666666667
LARP6	-1.22016666666667
FBN1	0.5024
ZNF621	0.15075
JOSD1	-0.4424
SNX14	0.1485
INHBB	3.473
TBL2	0.121
GUSBL1	-0.299166666666667
TXLNA	0.217666666666667
PEX6	-2.3105
DDEF1	0.0335833333333334
TMEM187	0.621333333333333
AIP	-0.92675
MCEE	0.6345
LGALS14	-0.311
TNFRSF13C	0.166
CTNNA3	0.983166666666667
HSDL1	0.57
LAMA5	0.334
KIAA1853	-0.318
PMS2L11	-0.16475
AKAP4	0.0955
DIS3L2	0.184166666666667
ZNF292	-0.030875
TBX15	1.53483333333333
CTCF	0.5611
FAM19A3	0.00749999999999999
FUT10	-0.218375
KIAA0746	0.699
KRT81	0.341
ALDH3B2	1.67975
MOGAT2	-1.149
M6PR	-0.1375
COASY	-1.36166666666667
CCND3	-1.20857142857143
LAMC1	-0.232
CLASP2	-0.265642857142857
EIF2AK3	1.6535
SMYD2	-0.0015
PBX3	-0.644625
TMPRSS2	2.87116666666667
OR10R2	0.0991666666666667
ZNF761	0.828833333333333
MED30	-0.4685
ZNF629	0.421375
CORO6	2.94425
FLJ10154	0.132833333333333
FAM123B	-0.6695
ANGPT1	-1.6454
MED23	0.168
LOC255374	0.70825
SEMA6A	-1.3407
HSD11B1L	-0.860833333333333
GMEB2	-0.238
PSMD14	-0.776
FLJ10213	-1.65025
PDCD2	-1.29275
MAST1	-0.33925
EPHA1	0.336166666666667
XCL2	2.812125
EIF4G1	-0.720666666666667
UBE2D1	0.7537
RAB39B	1.3425
IDH3A	-0.93
CREB5	-1.349375
FLJ21511	0.1255
ANGPT2	2.5065
RANBP3	0.0481
DYRK1B	0.912666666666667
HLA-DRB6	0.3875
FLJ11292	0.1345
NMRAL1	0.1105
ATP6V0A4	0.2915
FGFRL1	-1.316
GZF1	0.6754
TMSB4Y	-0.259
RBKS	1.11425
