Hybridization REF	TCGA-AQ-A04L-01B-21R-A10J-07
RASGRF2	-0.146
SSBP1	-1.54016666666667
KPNA6	0.216357142857143
LOC389118	0.092
HS3ST4	-1.5573
SUPT7L	-0.913875
FLJ32658	-1.561
IGFBPL1	-0.17725
KIAA1641	-0.7665
SHKBP1	-1.102
CSF1R	4.8275
NAGK	1.63675
MYL2	0.8105
HIST1H4C	-1.53733333333333
TOMM7	3.620375
ADAMTSL3	0.992
TNFSF14	-0.98975
PRRT2	-1.10025
VTA1	0.424125
AOAH	2.43333333333333
CRISPLD2	1.44014285714286
PNN	-1.2956
TA-NFKBH	0.29525
ESPN	0.0775
RBM43	0.242
KIAA1267	-0.17275
DDX3X	0.217222222222222
KIAA1576	-4.311
PLXDC1	4.40283333333333
FLJ25801	-3.96175
HNRNPL	-1.619
RUNDC3A	0.204166666666667
CASP12	0.8785
SH2D5	-1.5435
RPL26L1	-0.706
OR51A7	0.34225
HDC	0.5155
C2orf16	-0.0915
SYTL3	2.49475
GOLGA4	0.2658125
NOTCH1	-0.371833333333333
ATPAF2	-0.13525
ECD	0.39525
SSX5	-1.55483333333333
SNAP91	0.14
OCA2	-4.78825
PNPO	-0.111333333333333
DAPK1	-0.443333333333333
PINX1	-1.8205
SELENBP1	0.913125
NEK3	-1.034
TMED4	0.0435714285714285
SSTR4	0.105
FOSL1	-2.3308
CD40LG	0.135
CES1	-1.447
DCI	-0.176
B3GAT3	0.7485
STK17B	0.3995
CNTN6	0.107
CYP3A4	-0.656166666666667
MBOAT2	0.785071428571429
PISD	0.493125
USP1	-1.18575
PYDC1	1.53883333333333
CENPM	-1.4855
SAR1B	-0.42675
TTC7B	-1.342125
DP58	1.206
GPC1	0.646
RBL1	-2.070625
TMEM137	-1.46333333333333
TOB1	1.07108333333333
TCEAL1	0.526333333333333
CENPF	-3.42018181818182
C6	0.303666666666667
PRSS1	-3.49
PPIL6	1.28083333333333
C6orf124	0.731
ODZ4	1.49616666666667
SNCB	-0.0185
NDUFB9	0.427375
CNOT6L	0.297666666666667
S100A9	5.153
TRIM50	-0.1325
KCTD1	2.634
WDR63	-0.1465
SPEF2	0.63525
RNGTT	-1.5035
CXorf22	-0.1655
KCNK16	-0.0405
CEP250	-0.7805
ATPBD1B	0.18075
KCNJ2	3.5555
MT1B	1.649
ZNF684	-1.0335
SLC4A1	0.09925
PDHA1	-0.9695
ZNF492	-0.25525
TKT	-0.884
BYSL	-1.492125
RNF38	-0.090375
AHDC1	0.163
KLHL2	0.63775
CMTM8	-0.6015
DMP1	-0.5595
HERPUD2	-0.143375
CRTAM	1.5475
ZNF572	1.941
TMEM16J	0.0895
HSD17B2	-0.2135
UBE2G1	-0.621125
AHSA2	-1.71375
PELI2	-1.061
TPX2	-2.242625
ATP9B	0.267333333333333
DAZAP1	-0.35425
HMGCS2	0.0923333333333333
C17orf38	0.24875
B9D1	-0.299125
NKX2-5	-0.970833333333333
KIAA1276	-0.1025
LILRB2	3.7455
CSTF1	-0.205
BTN2A1	-0.918166666666667
C15orf48	3.59675
IGF2BP3	-3.6765
FAM113B	-0.520666666666667
HRG	0.057125
ZNF131	-0.651
USP47	0.508214285714286
CCDC88B	-0.812625
HCN1	-0.4989
HTN1	-0.531
SYCP3	-0.253
C13orf23	-1.2802
PAPOLA	-0.033375
AATK	0.0329
MSH3	-0.9385
NDUFAB1	-0.689
ITLN2	-0.987666666666667
BAK1	-1.01916666666667
MRPL45	-0.592
MTNR1B	0.273166666666667
LOC645843	0.272
SPECC1L	0.677875
PGCP	0.056
SPN	-0.4065
GPR143	1.85183333333333
ZNF576	-0.250666666666667
TMEM39A	0.5744
ATP5D	-0.123333333333333
MAGEB3	-1.0075
RPS5	-0.966
ANP32E	-3.35492857142857
MTMR1	-0.254
YEATS4	-1.13675
SYNGAP1	-0.07775
PCOLCE	-0.356333333333333
MNS1	0.4045
PCYT2	0.371333333333333
ZNF182	-1.05775
LAX1	-0.347375
SPPL2B	0.8225
ELOVL5	1.7237
PCDHAC1	-0.338
B4GALNT1	0.296666666666667
BLOC1S2	0.447125
ZNF673	-0.6435
ARHGAP21	-0.948333333333333
IRX5	3.468375
LRFN5	-0.246666666666667
FAM7A1	-0.76175
RAB19	0.0415
GINS1	-1.34675
ITM2B	0.5013
PAPSS2	4.26583333333333
OR5BF1	0.385
ACSL3	0.561125
KIAA1919	-0.736416666666667
GLT8D2	2.596625
UTRN	1.68771428571429
CNN1	2.2605
HISPPD2A	1.06466666666667
SDAD1	-0.76
SIGLEC9	0.977
RPL35	0.311857142857143
C22orf26	-0.1655
IMPDH2	-1.56775
WDR69	-0.17125
SEC14L5	-0.465166666666667
CLTA	-0.32775
RP11-529I10.4	0.90025
GPR37L1	0.215833333333333
OGDH	-0.359916666666667
ASB13	0.311166666666667
ZFP14	-0.8575
ZCRB1	-0.243
KPNA3	-0.4045
HSPA1L	0.7875
RHOC	0.97225
LOC554175	0.48175
PPP3CA	0.5962
SLC1A7	1.9456
ZNF529	-0.775666666666667
RBED1	0.6575
DDB2	-1.1115
FLJ11286	1.1355
SPATA1	0.7245
MKNK1	0.191
DYSF	0.793166666666667
ALKBH2	-0.18525
NKD1	-2.22383333333333
C1orf174	-0.136
PLEKHO1	0.152666666666667
ASB10	0.9
RING1	-0.6645
NPC2	0.471625
AVPR1B	0.2975
YTHDF1	0.332083333333333
LMAN1L	0.768
GSG2	-2.177
CEP170	-0.8834
RPS4Y2	-5.32175
MSH6	-1.2645
HECTD2	-0.243666666666667
ZNF556	-0.651
PLEKHC1	-0.1863
AIRE	0.0925
BCL2L10	3.31125
LMOD3	-0.1775
ZBTB8	0.9598
FOXA2	-3.3115
SLCO2A1	2.771
C3orf46	0.555
PRDM16	-0.905666666666667
TMEM98	-0.2125
FRMD5	-1.7205
PDE6C	0.1295
C1orf216	-0.00466666666666667
EP400	-0.482642857142857
PTK2	0.604833333333333
RNF217	1.1685
NDUFA8	0.3455
ZFAT1	0.81375
LAMP3	-0.264
GLTSCR2	0.1595
NPW	1.46
LLGL2	0.1388
PPM1K	-1.53483333333333
C20orf177	0.392
KIR2DL4	0.4077
NFKB2	0.5765
C21orf122	-0.393166666666667
HESX1	0.2295
GPR114	2.06233333333333
SLC25A35	-0.161333333333333
GNAT1	0.23025
ORAI3	0.0985
FAM76B	-0.301875
TMEM99	0.5108
TRIM29	-0.6291
CDS1	1.2085
RHEB	-0.5479
C4orf27	-0.604166666666667
RAB3A	0.42025
OTUD6B	-1.12325
GPD1	-0.827875
CDH15	-1.09766666666667
NPM1	-1.22071428571429
TMEM117	-0.99675
PRPS2	0.123416666666667
GCK	-0.584
ADRA2A	3.48733333333333
TSPYL4	-0.002
TASP1	-0.139
WDR19	-0.354666666666667
C10orf38	-2.39575
PDE4C	-0.498333333333333
FYB	-0.0445833333333333
C1orf55	-0.2375
PPFIA3	-0.22225
RAD18	-0.73775
C12orf44	0.206333333333333
CRYBA4	-0.1165
HVCN1	1.10675
TAF10	0.486833333333333
C16orf48	0.253333333333333
DEPDC5	1.01233333333333
LTBP1	-1.0435
MAPRE1	0.237125
FGF8	-0.0235
C3orf52	-1.721875
SENP7	-0.021
LRRK2	-0.2135
RUNDC2A	0.331666666666667
KIAA0355	0.162
CPEB1	-2.2315
PPEF2	0.025
ABI2	-0.142
KIAA0317	-0.26275
ATF1	-0.825333333333333
DYNC1H1	0.22475
DIP	0.83025
TMEM33	0.1315
POLDIP3	0.5215
C7orf24	3.706
GPR171	0.613
CDC6	-2.497
PLD1	-1.4621
ITFG2	-0.1531
NDUFC1	0.35
AKNA	-0.734
NBR1	0.46125
PKHD1	1.08675
HPS4	-0.8191
MAFA	1.29825
ULBP3	-0.239
DIRC1	0.4845
IMMT	-0.402875
C22orf13	1.19266666666667
CEL	0.2755
MARK3	-0.437
ADAMTS2	0.934916666666667
ARPC3	-0.217
TMEM10	0.139
NPHS1	0.10925
BRD8	-1.36233333333333
WDR12	-1.71775
IDI2	0.799
HOXD13	-2.2945
OR8G2	-1.03125
SLAIN1	-4.79
GABRQ	-0.329
NR2C2	-1.03775
NKTR	-0.5477
TLE2	2.106
KIAA0892	-0.500333333333333
AURKA	-2.09963636363636
GPRC5C	1.06
TBC1D9B	-0.078375
PNPLA6	-0.5295
AP3B1	-0.8065
NAG	-0.361875
C11orf68	-0.058
AKR7A3	0.87775
AHCYL1	0.79025
COP1	-0.497833333333333
RPP14	0.0239166666666667
PCDHB18	0.154
CDH24	1.3505
KRT17	-2.4171
LACTB2	-0.48375
DDX24	0.0585
PHACTR1	-2.40616666666667
SLC35E2	-0.16225
LOXL1	-0.29675
IQSEC2	0.70575
RGSL1	-0.1385
PCDHGC5	-0.0755
MEGF10	0.264
PRRX1	1.01983333333333
ASTE1	0.629166666666667
C6orf159	-0.9385
MYOD1	1.3745
GAA	0.5135
ZNF747	0.91825
KLRC1	-2.1025
IL1RL2	0.757
GDF9	0.682
GPR119	-0.021
TRAF2	-0.0416666666666667
HCK	3.22
BMP6	-3.72975
IL8RA	0.501166666666667
FLJ35848	-0.4895
EFHA1	-1.051
CDSN	1.60733333333333
C14orf54	-0.0704
LSM3	-0.9955
ZFP41	0.021
C9orf126	-1.99183333333333
VIT	-0.2975
SPCS3	-0.50975
DEF8	-1.0904
CHAF1A	-1.34883333333333
C1orf165	-0.071
ZFPM2	1.34316666666667
FTH1	0.71125
SLC35F1	-1.15975
YWHAH	0.34825
C17orf66	-0.200833333333333
ADRB1	-0.3095
FOXL1	-0.624
RG9MTD3	0.546666666666667
UMPS	-0.567375
MGC13008	0.22
KIAA1161	0.7905
CCDC77	-2.145
C12orf65	-0.4691
COG4	-0.203333333333333
RCP9	0.5455
RP4-692D3.1	1.22616666666667
CDC2L5	0.14525
MGC7036	1.3255
DNAJC11	0.221
GDF2	-0.0288333333333333
TIMM17A	-1.176
HNRNPA0	-0.763
OR2H1	-0.04525
PCBP1	-0.4045
COL23A1	-2.10625
LRRC2	-0.356142857142857
NSD1	-0.0688571428571428
FLJ37078	-1.684375
WDR91	-0.172
TMEM179	0.05275
DSCR10	0.2625
CNDP2	0.7966
FYN	-0.986
BEX2	-0.330333333333333
KCND3	0.2975
YPEL5	1.175875
LRRC42	0.037
C17orf45	-0.282125
ZNF649	1.1297
LOC150763	0.519375
COL5A2	3.02758333333333
CNGA2	0.4835
ELA2B	-0.438666666666667
RAB9B	-0.775
FAM100A	0.60325
NAIP	-0.644642857142857
MYOZ2	-0.580625
SPATA12	0.052
XRCC4	-1.42975
CYB561	1.8471
CHST10	-0.457
BAI1	-1.07516666666667
BRSK1	-0.800333333333333
C17orf89	0.226
PDE6H	-0.54
FLJ20309	0.44
MAP7	1.478625
SCN4B	0.6215
SPAG9	-0.8798125
SERTAD1	-0.181666666666667
FLJ21963	-3.173
ANTXR1	1.6846
TMPRSS13	2.96783333333333
ETV7	2.02683333333333
DGAT1	-0.467166666666667
NKIRAS1	0.106333333333333
TAC3	-2.419
CORO1C	-0.510333333333333
RAD54B	-1.65625
HRASLS3	3.45433333333333
C21orf42	0.04825
BARD1	-0.789666666666667
ZNF177	-1.4675
MIP	0.218
ZNF442	0.3075
F2	-3.4788
GRIA1	0.07975
GALNTL2	1.35183333333333
WNT5A	-1.3296
LENG9	1.165
hCG_25371	-1.0755
FOXR1	-0.4495
TRA@	0.426
PWWP2	1.27575
C1QTNF7	0.797333333333333
SLC7A4	0.628
C4orf7	-0.8805
C17orf80	-0.1615
KLK4	1.10133333333333
IL31	0.219
TMEM176A	3.61425
CTNNB1	-0.20675
BHLHB2	1.00525
TMEM185B	0.1025
ARD1B	-0.035
C1orf93	1.2265
BRUNOL4	0.22
LOC541469	2.83733333333333
UPK2	0.31
GAS8	0.513
PATE	0.045
IMPACT	0.8405
WNK4	-2.443
HNRPLL	-0.5385
GAD2	0.0645
ITGA6	-0.33775
BMP15	0.166166666666667
CYP2A7	0.03175
RIC8A	0.79075
CCND1	0.529833333333333
USP35	0.402
DSCR2	-1.37175
CCL4	4.8105
ZCCHC10	-1.518
NOL11	-1.12425
TRPM2	-0.226916666666667
PSMD2	-0.788181818181818
CHTF18	-1.4025
USP18	1.064625
RRAS	-0.112875
LAMC3	-1.259
TOX	-3.92883333333333
PCDH15	-0.136
GABRG3	-1.7665
NUDCD2	-0.561875
SGCZ	-0.0855
KCTD17	0.2133
SPSB2	1.21
TPPP3	3.17766666666667
CILP2	0.6755
CALB2	3.41625
CEBPZ	-0.590166666666667
ZNF479	0.1745
FMOD	5.8355
C21orf66	-1.16392857142857
CLN6	-0.492333333333333
ANAPC1	-0.645375
SH2D3C	1.03775
PTPN14	-0.5539
TRIM42	0.25075
APTX	-0.21825
SNRPG	-0.7945
BMS1	0.09225
MAGEA3	-3.9415
NFATC3	-0.686166666666667
LRRC45	0.666
ARS2	-0.869142857142857
LRIG1	1.25016666666667
EPSTI1	0.378166666666667
PRSS27	0.95175
ERC2	-0.777875
PRKACB	1.012
PRDM13	-3.915
HCG27	-1.50025
KLK12	-3.386
HSD17B7	0.2845
ZNF354A	-0.1
PCDH11X	0.081
DMGDH	-0.31425
PCBD2	-0.674
TMC6	0.10225
RIMS1	0.27425
SF3B2	-0.204166666666667
RCN1	-0.619166666666667
CPB1	0.23675
BCAR3	0.10525
FCRLB	0.623125
PAK1IP1	-1.3725
OR10H1	0.4675
KIF9	0.8237
PITPNM2	-0.49825
L3MBTL4	-0.1765
TGFB1	-0.2217
ZXDC	-0.00325
SLC6A16	-0.325
SRrp35	-2.09725
LRRC8E	1.65875
PPIAL4	-1.12458333333333
EOMES	0.0245
PAX2	0.2645
SCARF2	1.05125
PSEN2	1.083
PCDHB13	-0.29925
C10orf28	-0.07875
DHRS7B	0.743642857142857
C1orf131	-0.63
ASB1	-0.7661
ZNF223	-0.6855
LCMT2	0.91625
MEP1A	-1.162
TMEM53	0.312
RSPH3	1.1105
C10orf33	-1.362
LOC644285	-0.9965
PTPN9	0.53
ABCA12	0.11125
CCDC37	-1.212
RUNDC1	1.0585
YES1	0.422666666666667
FAM120AOS	0.2905
OR5M3	-0.005
PPP1R3F	0.412833333333333
IL13	0.194
MDFI	0.09175
PRNT	0.226
ZDBF2	-2.0695
OR10C1	0.2305
CLIC1	-1.44316666666667
LILRA5	0.461666666666667
CSAG1	-3.3645
TREML2	-0.803
FAM125A	-0.290666666666667
ZNF74	-0.21175
FAM104A	0.02075
LRRC39	-0.9
SAMD5	-1.342
HYAL2	-0.38625
HIST2H2AC	0.11425
IGFBP5	0.102304347826087
NRTN	-1.173
KIAA0556	0.3335
FAM29A	-1.75722222222222
JMJD2A	0.66975
EPHB1	0.406
POLD4	1.389625
ANAPC10	-0.52275
LRRC36	0.0735
MEGF6	0.834125
LPHN3	-0.929
BMP10	-0.2095
C21orf55	-0.4455
CREM	-0.793
PTGER4	-0.316833333333333
METAP1	-1.8045
KCNQ1	1.94266666666667
NR2F2	0.245875
SSFA2	-0.929666666666667
CTTNBP2	-2.4245
BCL2A1	-0.551
ZBTB24	-0.163375
SLCO6A1	-1.00875
PRDM1	0.054
OR7D2	-0.452666666666667
CCDC47	0.3094
LOC646982	0.24
SLC26A6	-0.1965
BIN1	0.2617
SRRM1	0.116857142857143
PCSK1N	0.3915
ALS2	-0.6073
ECT2	-1.50273684210526
CACNA2D2	1.3955
DOCK6	-0.527
C10orf119	2.52275
FATE1	0.6715
DUSP23	1.4335
TRIP6	-0.473071428571429
NUP35	-0.911
CDH3	2.8345
KLHDC8A	1.1845
C9orf116	0.69325
EI24	0.1175
CENTD1	0.088
RWDD2B	-0.413833333333333
DOCK1	0.5975
NPAS2	-0.683
NR3C2	0.824166666666667
FAM63A	0.116083333333333
INPP5F	0.328833333333333
FAM111A	0.1828
MYBL1	-2.41691666666667
IQGAP3	-0.672
CRADD	-0.251
DUSP12	-0.9975
PDZK1IP1	4.21575
VASH2	-0.89175
CTR9	0.073
VIL1	-4.27025
OR8U1	0.1945
CCDC107	1.378
PTTG1IP	0.1465
OR4X2	0.5185
COL9A1	-2.763
PSMD9	0.16575
ZFP62	-0.884
TIP39	0.40275
PARP15	0.0995
TTC19	0.286
C1orf114	-1.86233333333333
GFPT1	0.313
SLC27A6	-2.56175
MRPS10	-1.3363
CALML5	0.3135
TRPM7	0.27
CGNL1	0.8075
CECR1	0.4535
SERPINB8	-0.6055
TMEM102	0.990625
PDIA2	-3.5065
NUCKS1	-0.356333333333333
HOTAIR	2.10675
EBI3	-0.1095
NXN	0.41825
ZMYND19	0.17225
FOXJ3	-0.0175
EIF5B	0.0606
EIF2B4	-0.225166666666667
LEO1	-0.7295
ZIC5	-1.36983333333333
IL20	1.08016666666667
KIAA0415	0.288
FLJ37357	0.318
TSPAN12	-0.41875
ACTR3B	1.182375
TFAM	-0.0798333333333333
IL17RD	-2.009
PARP12	0.37925
KLHDC7A	0.695
KCTD4	-0.0998333333333333
GTF2H1	0.27225
FLCN	-1.07
BIRC4	0.75675
LOC790955	0.51875
VKORC1L1	-0.38925
CYP4F22	3.919
TAS2R5	0.1785
ZNF582	-0.247
HS3ST3B1	-0.845
CTNS	0.34975
STK36	0.669333333333333
MMD2	-0.17825
RP5-1103G7.6	0.014
FLJ23356	0.3675
CRH	-0.39275
C1orf182	0.238833333333333
ACP5	1.34883333333333
AMFR	0.4679
CA4	-2.043
PLCB4	0.551875
MPHOSPH10	-0.128
UNQ473	-0.357333333333333
G3BP2	-0.48175
SR140	-0.248083333333333
HOXA2	2.04625
PYGB	0.295875
BAT1	-1.53983333333333
DKK3	0.483333333333333
DDX31	-0.213
TULP1	0.505125
NHLRC2	-0.20125
TNRC4	-0.0208333333333333
ZNF430	-0.452
TNRC6A	-0.351625
PLA2G1B	0.059
RCHY1	-0.485166666666667
GTF2A2	0.383166666666667
MGC4294	-0.277
ZNF691	-0.13525
TACC3	-2.43525
DNAJC5G	-0.156
LOC4951	0.2815
MS4A4A	-1.9355
LOC152485	1.934
PPP1R2P1	0.105
PPP2R5B	0.10725
RPGRIP1L	-0.79475
SPOP	-0.0057
PTPRF	2.30183333333333
MGC42090	0.1125
SUSD3	0.63175
THOC4	-0.668125
MAML1	-0.3659
FXR2	-0.6145
TYK2	1.502375
MUC6	0.588166666666667
DNAJB7	0.136
PIP4K2A	-0.330571428571429
MEX3A	-1.37816666666667
RRP1	-0.654125
TFAP4	0.013
CXorf41	0.0385
MTMR4	-0.544
CTLA4	0.1295
SNX9	0.195625
CIB3	1.26533333333333
NECAP1	0.745375
PLA2G2D	-0.133
GLMN	-0.753166666666667
DCLRE1A	-0.548
PDX1	0.2125
SAMD11	-0.437
MRPL55	0.3289
TLR7	1.681375
TBC1D21	0.105333333333333
SMAD1	1.5941
ACTRT2	0.0355
RIOK2	-1.62725
PDLIM4	-0.0235
SLC22A15	-0.339333333333333
ABHD13	0.3063
STX18	-0.6889
CCPG1	0.353785714285714
DCBLD1	0.344666666666667
SLC2A6	-1.018
NOLA3	0.2785
TRDMT1	-0.747428571428571
IL17F	0.224
ATP1A4	0.432833333333333
OR52W1	-0.003
CFL1	-0.4015
IL4	-1.12975
RBP2	0.495333333333333
CPSF6	0.160125
TTC8	0.278833333333333
MUCL1	6.001
EYA3	-1.10716666666667
KRT38	0.26125
GNE	-1.21125
ZNF501	-0.6955
SLC35A2	0.36325
CEP110	-0.6563
MYF6	0.075
MGST2	0.785833333333333
TRPV4	0.540166666666667
NEK8	0.0468333333333333
NOX5	-1.4295
NCKAP1L	-0.5235
EMP3	-1.551
BPY2C	0.497
C1orf38	0.300125
ELOVL2	-2.386875
CBX7	1.03625
OSBPL1A	-0.389333333333333
ZNF589	-0.50675
ESCO1	0.0395
TRA2A	1.85791666666667
C3orf26	-0.187
PHF2	0.6765
PID1	-0.683666666666667
RFC1	-0.847
MTAP	-0.4496875
ADORA3	3.56866666666667
LOC389458	-0.23
TRNT1	-1.444375
CRIPAK	-0.8585
RAI2	1.19516666666667
ANKRD44	-1.34975
GZMB	1.522
NFE2L1	-0.01725
STIP1	-0.555166666666667
RASL11B	-1.8595
NT5DC2	-1.03883333333333
LRP2	-0.616125
MTDH	0.481466666666667
ARSG	-0.78275
HSP90AB1	-1.21416666666667
CT45-6	-4.77725
ZNF483	-0.09475
LMBR1L	-0.63725
S100A2	-2.4036
C2	-0.428333333333333
C2orf27	1.85325
EIF4EBP1	-0.0325
GCKR	-3.357
PPP1R9B	0.15175
FER	-1.29975
SNRK	0.277333333333333
OR5M10	0.6665
UTP6	-1.2745
CAPZA3	-0.02175
FBP1	0.765222222222222
TERT	-2.045
CCL1	-1.519
FUCA1	0.5255
ALS2CR8	0.713833333333333
KCMF1	0.421916666666667
SRCRB4D	-0.4845
OXCT2	0.9565
IL17RA	1.83416666666667
MPP5	0.062375
SPA17	0.17025
FLJ10986	0.816666666666667
GALNT14	-0.1275
CXorf27	-0.824625
NPLOC4	-0.2435
RAB34	-0.88525
KRTAP3-3	0.528
ARSD	2.01033333333333
CPLX2	-1.184
PJA1	-0.5125
WHDC1L1	0.585166666666667
RB1	-1.1089
MTMR15	0.1565
PHLDA2	-0.224
GUCY2F	-0.0045
MPV17	0.0246666666666667
SLC35D1	-0.574
LYSMD3	-0.4082
COL16A1	1.109
ERLIN1	-0.777333333333333
JMJD4	0.70925
HIST1H2BK	-0.98375
TP53I11	2.85416666666667
ST3GAL4	-1.0015
PF4V1	-0.0475
ALG8	1.00475
REG1A	-0.0135
MINA	0.04575
CYB5R3	0.962166666666667
HHLA1	0.022
MYST4	2.4759
VASN	0.05625
UCHL5IP	-0.8165
TFAP2A	0.3060625
MGC9913	-0.2135
C9orf97	-0.877
LOC90379	0.2575
PHF15	-1.11442857142857
ZNF169	-0.193166666666667
KRT7	3.1864
GLIPR1L2	1.03075
LOC116236	-0.11225
IQCF3	-0.2725
RDH14	-0.0146666666666667
HNRPK	0.112714285714286
RABEPK	-0.356333333333333
ISX	2.6445
CBARA1	0.73825
RAD51AP1	-1.495
MLL5	0.082375
CXorf48	-5.1585
SGCD	-0.3365
PHTF1	-0.184375
CA3	0.04725
CMTM5	-0.2325
STX10	-0.152125
JMJD2D	-0.30475
P4HA1	1.36283333333333
GAB3	-0.939166666666667
DHRS4	-0.025
COL4A1	2.1723125
C20orf20	0.31675
OSBPL2	0.94625
PTTG2	-3.19625
KIAA1688	1.43725
STS	-2.935375
SHROOM4	0.000666666666666667
KBTBD5	0.023
ALDH1A3	2.1555
BTNL2	-0.114
TGIF1	0.474
ZFAND5	1.06025
ICA1	1.862125
NAV3	-2.4275
FLJ12331	0.16725
EPS8L2	1.2329
MNT	0.706666666666667
ENTPD1	1.3655
OR51E2	0.972875
STK11	0.519
MX1	2.38025
TTTY9A	0.237
CX62	-0.8775
LOXL4	-0.758875
EXOSC4	0.48825
PURB	0.172928571428571
SETD1A	-0.426833333333333
RELB	0.6055
LAMB2	0.6615
HNF1B	-0.282166666666667
PNLIPRP3	5.523
C14orf139	-1.24375
UMOD	1.05675
GRIN3B	-0.579
GPR25	0.1635
ZNF512B	-0.1875
ATP6V0A1	-0.37
SRA1	-0.225333333333333
ZNF615	1.34875
ZNF768	0.24875
ZNF469	4.213
DYNC2LI1	0.0518333333333333
DNAH3	-0.3775
LOC387911	0.87625
LOC554234	-0.13175
ARRDC5	1.37375
TMEM59L	-1.79383333333333
MARCH4	-0.28825
CNOT8	-1.05833333333333
KIRREL3	-2.1155
ADAM17	-0.32875
MYOG	0.38625
CPNE1	-0.475333333333333
AK5	1.820625
LOC204010	-0.21425
NDRG4	-0.178
LOC130074	0.0375
PIAS4	2.1215
NCOA2	1.427
TEGT	0.1482
USP5	-0.03175
ANKRD21	-0.392
KIAA0692	-0.261
HAPLN3	0.4205
LZIC	-0.35775
NRXN3	-0.085
CDKN2C	-2.2675
KIAA0226	-0.3325
CYB5D1	0.576
WDR68	-0.414
ABCB6	1.0053
MRPS25	-1.386
ZMAT2	-0.660666666666667
KRT25	0.2035
RPL11	0.62575
GRAP	-0.169333333333333
LOC198437	-0.207
RORC	1.63825
RAP2C	0.582785714285714
MXD1	-0.246875
AZI2	-0.237
NUAK2	-0.9925
AHSG	-6.16275
MANSC1	2.138
IMP3	0.301166666666667
C2orf3	-0.5575
VSTM3	2.16425
PCTP	0.136
SIRT1	0.4945
MANBA	-0.55375
CD164	1.1835
GFRA1	2.6501
PRM2	0.55475
ZKSCAN3	-1.0925
PLEKHG1	1.71475
TPRKB	-0.4075
UBFD1	-0.431333333333333
CDKL5	0.274333333333333
HIST1H2BD	0.130166666666667
INPP4A	-1.012
BMX	-1.857
PTPRU	0.9475
LOC554202	-0.654166666666667
HOXC8	1.062875
IL12B	0.223
ADPGK	0.33875
ZNF418	0.5075
SIAE	1.11
CWC15	-0.1485
RP13-401N8.2	-0.371
KLHL11	0.1735
DEDD2	-0.505875
PSMB3	-0.74475
DDX25	-2.816
ZBTB3	0.248666666666667
GFRAL	0.2785
RPS25	0.1005
FAM57B	0.178333333333333
TESK2	0.632333333333333
DNM1L	-0.68425
ZNF207	-0.8925
CLEC11A	1.36025
TOLLIP	1.118
TMEM61	2.34383333333333
DLK1	-4.2367
PLVAP	3.065125
NOD2	4.51783333333333
SCMH1	1.55975
FLJ40235	0.41525
HTR2A	-0.513666666666667
ARMC5	0.013
FUT7	-0.0245
PRELP	1.599
ALKBH6	-0.161333333333333
GYG1	0.653916666666667
POLR3GL	-0.633
COL8A2	5.00366666666667
OR10A5	0.233375
C1orf187	-1.52725
TXLNB	1.62866666666667
C16orf68	-0.614583333333333
R3HDM1	-0.7655
C16orf75	-1.96925
BAALC	-0.579125
TNP1	0.10875
GAPDH	-0.320416666666667
COX7C	-0.5975
ERRFI1	-1.11858333333333
PGAM2	0.142333333333333
FAM108B1	-0.08075
APC	-0.528
TLR2	3.967
SUCNR1	0.62925
ZNF233	0.4675
WFDC1	-0.402
PSG11	-0.1797
SLC39A1	0.69325
PSAPL1	-0.211
CDC42EP1	1.174875
MECR	-0.41575
KIAA0101	-1.7767
MACROD2	-1.0627
MMP19	0.807333333333333
LOC202459	-0.419
VNN2	1.6125
ACCN3	-1.554
TIMD4	1.2215
RNASE8	0.1755
CCDC7	0.92425
SULT2B1	1.421
ME1	-0.84775
MGRN1	0.38925
MRPL30	-0.64325
IVL	0.086125
CALM1	0.26295
PLEKHA6	1.579
B4GALNT2	-0.1005
PGDS	3.839375
C8orf33	-0.102166666666667
TMEM56	1.07266666666667
CKM	-0.927166666666667
ESR2	0.00450000000000001
ACOT8	0.44375
AGTR2	0.0135
LOC155006	0.03575
BC37295_3	0.588
EPM2AIP1	-0.446333333333333
PZP	0.09375
RPS9	0.982333333333333
C18orf51	-2.3915
SIVA1	-0.1528
HEATR2	-0.9575
CD3E	-0.501083333333333
C20orf142	0.61675
PGLYRP3	0.086
CCDC139	-1.28625
GPS2	0.0521666666666667
NOL14	-0.7445
LRTM2	0.46075
TRIM36	-1.213875
TP53RK	0.9221
FBXL13	-1.073
RUFY2	0.196642857142857
C11orf70	-0.358166666666667
HSPB9	0.0480000000000001
GJA5	2.61625
HGF	-1.7085
EPHB4	-0.0665
SOX18	1.08675
IFRG15	-0.017
SERPINA10	-3.50025
WDR23	-0.132125
REEP2	-1.484
CDK3	-0.05175
HSPA12A	-0.4335
ARL8B	0.05
SATB1	-0.9915
PPM1D	-1.73716666666667
VPS45	-0.508333333333333
TP53BP2	0.046625
GJE1	4.61875
CACNA1G	-0.19875
VGLL4	0.923625
GNPTG	1.049
ROS1	-2.06325
C21orf128	0.214833333333333
BMP8B	1.12925
SLC5A4	-0.7185
SLC6A3	-0.0266666666666666
C16orf53	0.59775
TMEM81	-0.7295
APC2	-0.3021
SYAP1	0.8265
C6orf54	-0.629166666666667
ZBED5	-0.0454
PVR	-1.33075
LTA4H	-0.631666666666667
CCDC24	1.9114
