Hybridization REF	TCGA-AN-A0FK-01A-11R-A034-07
IMPG1	0.019
GPR109A	0.485
ZNF185	0.1765
IYD	2.46175
NPCDR1	-0.165
SERPINA13	0.555
HMGCLL1	-1.259
NEUROG1	1.38483333333333
UBQLN1	0.1981875
LIN37	0.2455
SOCS2	-3.305875
DSCR4	-1.57257142857143
XKR6	0.87125
GPR142	0.821
KRTAP13-3	0.48
CCDC15	-0.0588333333333333
MOS	0.296
CD1E	-1.8375
OFCC1	-0.22
FAM83D	-2.38075
SRFBP1	0.43775
C9orf96	-0.2315
DHDH	-1.2115
CCDC90A	0.2385
RABL3	0.49635
CD320	-1.77916666666667
ANGEL2	1.31808333333333
MRPL21	0.4895
SMG6	0.0795
INSR	2.7669375
FLJ14816	-0.972
GLRB	2.04733333333333
C9orf89	1.58325
CIZ1	-0.85
URG4	-0.663166666666667
LRDD	-1.067
CBY1	0.0931666666666667
NFX1	0.250875
MTERFD2	-0.361857142857143
C19orf23	0.739
PGC	-2.76475
IER3IP1	1.518
RASAL2	1.53158333333333
C1orf89	-0.13575
SYNJ1	-0.209625
NFKBIE	0.8195
FLJ40125	-1.75683333333333
TCEB2	0.1096
NOG	-1.776
POLR2J2	-0.972166666666667
HLA-B	2.47925
PCDHA1	1.7685
PPP2R2B	-1.73775
ARHGEF17	0.550833333333333
TCF7L2	-0.782214285714286
CHD5	-1.07066666666667
ZNF431	-0.09775
TBC1D25	0.5255
ZNF800	1.49875
SCUBE2	4.43463636363636
MYCBP	0.333833333333333
GPX5	0.5605
C6orf129	1.0025
QSER1	0.534
ULK2	2.63425
PIGO	1.12433333333333
NRCAM	0.0686428571428571
SLC35E3	0.48625
CSRP2	-0.96375
HYPE	1.02825
MAPK15	0.329666666666667
MGC14327	0.03875
TIMM13	-0.217166666666667
ZNF462	-1.8155
GBA3	-0.207
TEX13A	0.3255
MCM6	-1.42355555555556
MTRF1	-1.101625
ABCA7	0.0835
EIF4A2	-0.6415
ZC3H10	1.0518
RPGR	0.4795
C20orf94	0.39125
RP1L1	-0.12275
GPR125	-0.511
USP22	-0.733571428571429
OR1L4	0.09925
MLZE	-0.01775
FLJ32065	-0.16625
PTCD1	0.1605
CRTAC1	-0.0128333333333333
BXDC2	-1.17
C18orf1	3.1605
FAM107A	0.8765
EFNA3	-0.46925
P18SRP	-0.0928
CAMKK2	-0.502833333333333
KIAA0649	-0.005
NES	-1.54816666666667
HS6ST3	0.31
PON2	-0.05325
TCP11L2	-0.061
CLEC4A	1.38675
PRR12	0.872
MLXIPL	-0.2539
C2orf50	0.8095
ZNF28	0.85675
ENC1	-0.0605
MAP2K1	-1.1015
FKSG2	1.515
KIAA0430	1.1375
PTP4A1	-0.255444444444444
GPR156	2.0845
GTF3C6	-0.24575
UBR2	0.8146
LOC388272	-1.42225
MAK	0.558666666666667
ACOT4	3.304
STC2	-0.953166666666666
PIGW	-1.16575
SAE1	-0.60775
COL6A1	1.06363636363636
OAZ1	0.231333333333333
STMN4	0.8845
EDG3	0.0216666666666667
SGCE	-2.48483333333333
IL11	-2.47416666666667
PRSS8	3.282625
YIPF5	0.942
WNT4	1.318
CSN2	-0.1575
TCF7	-0.74075
TDO2	1.44175
SAMD9	0.5035
S100A7A	4.787
MMRN1	0.753
GKAP1	0.79975
AKR1C3	-2.5075
RNF19A	0.3665
GMDS	-0.18475
YKT6	-1.141625
SPARC	1.6945
C12orf31	0.11575
UBE2V2	-0.8015
FBXL18	-1.59316666666667
KIAA0460	1.04375
ADAM22	-2.62485714285714
SERPINC1	-3.94675
KCTD21	0.48925
MYOHD1	-1.54575
ZNF37A	0.4375
GTF3C1	0.1655
CTSZ	1.80025
PRNPIP	-1.359875
DRD1IP	0.24275
NR1I2	-1.74466666666667
ZNF266	-0.5762
SPAG4L	0.845
COX4NB	-1.0545
SAPS1	1.7605
APOA1	-3.973125
TATDN1	-0.496333333333333
C10orf82	-2.7785
KPNB1	-0.802
FOXO3	0.336416666666667
CRYBB2	-1.547
ZBTB5	-0.541833333333333
SLC25A38	-0.79875
DCTN2	-0.212
IFT20	0.4365
CTHRC1	1.87575
C1orf31	0.293375
UHRF1	-0.8574375
GPC6	-0.889
C10orf54	1.215
MCF2L2	-0.332833333333333
WNT9B	0.11125
OLA1	-1.074125
FAM120B	0.8995
TTLL10	0.0545
CYorf15A	-5.32125
RELN	-2.245
SCN2B	-0.0320909090909091
MFHAS1	-0.651
NKX3-2	-1.17616666666667
RASGRF2	-0.5285
SSBP1	-0.4915
KPNA6	-0.626642857142857
LOC389118	-0.0605
HS3ST4	-0.9701
SUPT7L	-1.082125
FLJ32658	-0.76175
IGFBPL1	-0.1145
KIAA1641	-1.6767
SHKBP1	0.233833333333333
CSF1R	4.4725
NAGK	-0.096
MYL2	0.71825
HIST1H4C	-0.845
TOMM7	0.26825
ADAMTSL3	2.2603
TNFSF14	-1.05825
PRRT2	-2.177
VTA1	0.401875
AOAH	2.69616666666667
CRISPLD2	1.273
PNN	-1.069
TA-NFKBH	-0.3685
ESPN	0.62575
RBM43	0.4345
KIAA1267	0.58275
DDX3X	0.228277777777778
KIAA1576	-4.18575
PLXDC1	4.67366666666667
FLJ25801	-3.8135
HNRNPL	-0.107
RUNDC3A	0.0651666666666667
CASP12	1.0985
SH2D5	-1.716
RPL26L1	0.3385
OR51A7	-1.116
HDC	0.6765
C2orf16	-0.389666666666667
SYTL3	2.2735
GOLGA4	0.5796875
NOTCH1	-0.658333333333333
ATPAF2	0.4635
ECD	0.202
SSX5	-1.2665
SNAP91	1.50675
OCA2	-4.56725
PNPO	1.02683333333333
DAPK1	-1.094
PINX1	-0.513
SELENBP1	2.0785
NEK3	0.0761666666666667
TMED4	-0.211142857142857
SSTR4	-0.2755
FOSL1	-2.7311
CD40LG	0.616
CES1	-2.352
DCI	1.22616666666667
B3GAT3	0.3435
STK17B	-0.834
CNTN6	-0.25975
CYP3A4	-1.32283333333333
MBOAT2	2.50935714285714
PISD	-0.77275
USP1	-0.859
PYDC1	2.242
CENPM	-1.285875
SAR1B	1.09
TTC7B	-1.36
DP58	0.182
GPC1	-0.61225
RBL1	-1.754
TMEM137	-2.5275
TOB1	1.79116666666667
TCEAL1	1.3855
CENPF	-1.48709090909091
C6	0.9046
PRSS1	-3.652
PPIL6	2.32816666666667
C6orf124	-0.3265
ODZ4	-0.3005
SNCB	0.276
NDUFB9	0.57275
CNOT6L	0.673166666666667
S100A9	2.37383333333333
TRIM50	-1.0975
KCTD1	2.8278
WDR63	-0.205
SPEF2	3.80975
RNGTT	0.196333333333333
CXorf22	0.5085
KCNK16	0.611
CEP250	-1.46275
ATPBD1B	-0.68625
KCNJ2	3.23975
MT1B	-1.1735
ZNF684	-0.8225
SLC4A1	0.00425
PDHA1	-0.7
ZNF492	-0.562375
TKT	-1.96025
BYSL	-0.29075
RNF38	0.719625
AHDC1	-1.224
KLHL2	0.505625
CMTM8	3.625
DMP1	-0.086
HERPUD2	-0.037875
CRTAM	1.964
ZNF572	0.5515
TMEM16J	0.6135
HSD17B2	-1.8515
UBE2G1	0.109
AHSA2	-3.341
PELI2	0.8
TPX2	-2.7095
ATP9B	1.11633333333333
DAZAP1	0.31375
HMGCS2	3.16516666666667
C17orf38	-0.198
B9D1	-0.192375
NKX2-5	-0.8605
KIAA1276	0.0975
LILRB2	3.17
CSTF1	-0.645666666666667
BTN2A1	-0.407666666666667
C15orf48	6.67825
IGF2BP3	-4.372
FAM113B	-0.299666666666667
HRG	0.6035
ZNF131	-0.4035
USP47	0.750642857142857
CCDC88B	-0.514375
HCN1	-0.845222222222222
HTN1	-0.573
SYCP3	-0.01075
C13orf23	-0.2002
PAPOLA	0.3830625
AATK	-0.298
MSH3	0.702666666666667
NDUFAB1	0.44325
ITLN2	-0.4365
BAK1	-0.328166666666667
MRPL45	-0.537833333333333
MTNR1B	-0.171
LOC645843	0.29
SPECC1L	-0.070375
PGCP	0.275
SPN	-0.803
GPR143	2.6865
ZNF576	0.9145
TMEM39A	0.4923
ATP5D	0.381333333333333
MAGEB3	-1.4535
RPS5	-1.31183333333333
ANP32E	-3.47328571428571
MTMR1	0.8275
YEATS4	-0.332
SYNGAP1	0.214
PCOLCE	-0.836166666666667
MNS1	-1.04925
PCYT2	-0.367666666666667
ZNF182	-0.5545
LAX1	0.908625
SPPL2B	0.7975
ELOVL5	2.312
PCDHAC1	-1.568
B4GALNT1	-1.628
BLOC1S2	0.106625
ZNF673	-0.6895
ARHGAP21	-0.225333333333333
IRX5	3.247625
LRFN5	-1.8035
FAM7A1	-1.71775
RAB19	0.66
GINS1	-2.0355
ITM2B	1.415
PAPSS2	-0.78275
OR5BF1	1.075
ACSL3	0.0585
KIAA1919	-0.366666666666667
GLT8D2	1.597625
UTRN	0.258428571428571
CNN1	0.7735
HISPPD2A	-0.0165
SDAD1	0.00587499999999999
SIGLEC9	0.431833333333333
RPL35	-0.503357142857143
C22orf26	-0.2165
IMPDH2	-1.404375
WDR69	-3.1505
SEC14L5	-0.524
CLTA	0.44175
RP11-529I10.4	1.0735
GPR37L1	0.308166666666667
OGDH	-0.864916666666667
ASB13	0.426333333333333
ZFP14	-0.27675
ZCRB1	0.580333333333333
KPNA3	0.79575
HSPA1L	1.40325
RHOC	0.48075
LOC554175	-0.07875
PPP3CA	1.2597
SLC1A7	-0.1778
ZNF529	-0.3225
RBED1	-0.21525
DDB2	-1.079
FLJ11286	0.0508333333333333
SPATA1	0.6435
MKNK1	-0.746333333333333
DYSF	1.26183333333333
ALKBH2	-0.47925
NKD1	-3.79966666666667
C1orf174	-0.465
PLEKHO1	-0.2455
ASB10	-0.21225
RING1	-0.310666666666667
NPC2	0.328
AVPR1B	2.485
YTHDF1	-0.514666666666667
LMAN1L	0.6325
GSG2	-1.706
CEP170	-0.444
RPS4Y2	-7.03575
MSH6	-0.935
HECTD2	0.325166666666667
ZNF556	-4.44083333333333
PLEKHC1	-0.6334
AIRE	-0.27
BCL2L10	0.57725
LMOD3	0.1345
ZBTB8	0.196
FOXA2	-3.2949
SLCO2A1	2.671625
C3orf46	0.1915
PRDM16	-1.02133333333333
TMEM98	1.644
FRMD5	-2.78
PDE6C	0.589
C1orf216	-0.516833333333333
EP400	-0.421428571428571
PTK2	0.275166666666667
RNF217	-0.493
NDUFA8	0.8595
ZFAT1	1.93075
LAMP3	0.464833333333333
GLTSCR2	0.29825
NPW	-0.144
LLGL2	-0.28
PPM1K	-1.0342
C20orf177	-0.121
KIR2DL4	0.239222222222222
NFKB2	0.431
C21orf122	-0.673166666666667
HESX1	-0.71
GPR114	0.0638333333333333
SLC25A35	0.152333333333333
GNAT1	-0.805333333333333
ORAI3	0.969
FAM76B	0.238
TMEM99	0.7897
TRIM29	-2.3624
CDS1	1.696
RHEB	-0.5453
C4orf27	-0.0345
RAB3A	0.8095
OTUD6B	-0.78575
GPD1	-0.764875
CDH15	-0.700833333333333
NPM1	-0.517642857142857
TMEM117	0.484
PRPS2	0.793833333333333
GCK	-0.5755
ADRA2A	5.87816666666667
TSPYL4	0.0363333333333333
TASP1	-0.04225
WDR19	0.121583333333333
C10orf38	-2.4035
PDE4C	-0.676333333333333
FYB	0.393666666666667
C1orf55	0.543166666666667
PPFIA3	0.158
RAD18	-0.12075
C12orf44	0.315333333333333
CRYBA4	-0.29
HVCN1	1.05
TAF10	0.401666666666667
C16orf48	-0.682833333333333
DEPDC5	0.988333333333333
LTBP1	-2.257
MAPRE1	-0.19625
FGF8	0.3935
C3orf52	1.759125
SENP7	-0.5165
LRRK2	0.11825
RUNDC2A	0.248666666666667
KIAA0355	0.781833333333333
CPEB1	-2.089
PPEF2	-2.003
ABI2	-0.8925
KIAA0317	-0.692625
ATF1	-0.310833333333333
DYNC1H1	0.649625
DIP	-0.38425
TMEM33	0.564555555555555
POLDIP3	-0.869
C7orf24	0.77775
GPR171	2.22
CDC6	-2.03233333333333
PLD1	-0.4283
ITFG2	-0.0166
NDUFC1	0.42075
AKNA	-0.76225
NBR1	0.75475
PKHD1	1.07771428571429
HPS4	-1.2696
MAFA	1.5945
ULBP3	0.41125
DIRC1	0.1675
IMMT	-0.9345
C22orf13	-0.178166666666667
CEL	0.14075
MARK3	-1.0055
ADAMTS2	0.685166666666667
ARPC3	-0.689166666666667
TMEM10	-0.5365
NPHS1	2.0065
BRD8	0.1625
WDR12	-1.68375
IDI2	-0.205125
HOXD13	-1.723
OR8G2	-1.35833333333333
SLAIN1	1.3485
GABRQ	-0.818
NR2C2	-0.8765
NKTR	-0.8298
TLE2	1.026
KIAA0892	0.693833333333333
AURKA	-2.83145454545455
GPRC5C	-0.218333333333333
TBC1D9B	0.571875
PNPLA6	-0.0745
AP3B1	0.7
NAG	-0.42825
C11orf68	-0.64025
AKR7A3	2.25825
AHCYL1	-0.204
COP1	0.083
RPP14	-0.606333333333333
PCDHB18	0.15575
CDH24	1.388
KRT17	-3.1393
LACTB2	0.54175
DDX24	0.3297
PHACTR1	-1.58016666666667
SLC35E2	-0.701
LOXL1	-0.6455
IQSEC2	1.14225
RGSL1	1.655
PCDHGC5	-0.2265
MEGF10	0.142
PRRX1	1.4195
ASTE1	0.357666666666667
C6orf159	-1.24525
MYOD1	1.3875
GAA	1.3035
ZNF747	0.67875
KLRC1	-1.96475
IL1RL2	0.0885
GDF9	-0.35825
GPR119	0.343
TRAF2	-0.227666666666667
HCK	2.86366666666667
BMP6	-2.7605
IL8RA	0.4785
FLJ35848	-0.4335
EFHA1	0.679
CDSN	-0.0521666666666667
C14orf54	0.218833333333333
LSM3	-0.256
ZFP41	0.154
C9orf126	-0.637
VIT	-1.2785
SPCS3	-0.332
DEF8	-1.3837
CHAF1A	-1.18366666666667
C1orf165	-2.08083333333333
ZFPM2	0.331833333333333
FTH1	0.1415
SLC35F1	-0.64525
YWHAH	0.04925
C17orf66	0.1694
ADRB1	-1.0306
FOXL1	-0.0235
RG9MTD3	0.435666666666667
UMPS	0.022625
MGC13008	0.329
KIAA1161	1.268
CCDC77	-1.63775
C12orf65	-1.409
COG4	-0.998333333333333
RCP9	0.286333333333333
RP4-692D3.1	3.28566666666667
CDC2L5	0.16725
MGC7036	-0.591666666666667
DNAJC11	-1.4315
GDF2	0.368666666666667
TIMM17A	0.43475
HNRNPA0	0.2631
OR2H1	-0.296
PCBP1	-0.6765
COL23A1	-1.87475
LRRC2	1.01484615384615
NSD1	0.370285714285714
FLJ37078	0.695375
WDR91	-1.0105
TMEM179	-0.33075
DSCR10	1.519
CNDP2	0.3351
FYN	-0.992
BEX2	0.410833333333333
KCND3	1.11075
YPEL5	1.20175
LRRC42	-1.418
C17orf45	0.00849999999999998
ZNF649	0.00960000000000001
LOC150763	0.60675
COL5A2	2.68041666666667
CNGA2	0.882
ELA2B	-0.934333333333333
RAB9B	0.183
FAM100A	0.4895
NAIP	0.398785714285714
MYOZ2	-0.265
SPATA12	-0.4065
XRCC4	-0.13225
CYB561	1.2463
CHST10	0.5775
BAI1	-1.1945
BRSK1	-0.542333333333333
C17orf89	-0.152875
PDE6H	0.3335
FLJ20309	0.1891
MAP7	2.326625
SCN4B	1.30525
SPAG9	-1.078625
SERTAD1	1.21483333333333
FLJ21963	-0.86275
ANTXR1	-0.424
TMPRSS13	1.339
ETV7	3.13116666666667
DGAT1	0.0375
NKIRAS1	-0.386666666666667
TAC3	-3.52225
CORO1C	-0.960416666666666
RAD54B	-1.33625
HRASLS3	0.7435
C21orf42	0.3825
BARD1	-0.572
ZNF177	0.0233333333333333
MIP	1.1095
ZNF442	1.242
F2	-3.9609
GRIA1	0.89625
GALNTL2	0.728333333333333
WNT5A	-1.9754
LENG9	0.2565
hCG_25371	-1.5965
FOXR1	-0.1205
TRA@	0.9251
PWWP2	0.9435
C1QTNF7	0.910833333333333
SLC7A4	2.10825
C4orf7	-1.123
C17orf80	-0.7605
KLK4	0.402833333333333
IL31	1.653
TMEM176A	3.9295
CTNNB1	0.3589375
BHLHB2	0.46825
TMEM185B	0.159166666666667
ARD1B	-0.24825
C1orf93	-0.422
BRUNOL4	-0.340666666666667
LOC541469	-0.997583333333333
UPK2	-0.3935
GAS8	-0.399833333333333
PATE	0.4595
IMPACT	0.757
WNK4	-1.03483333333333
HNRPLL	-1.10625
GAD2	0.70875
ITGA6	0.88675
BMP15	0.623166666666667
CYP2A7	6.159875
RIC8A	0.33125
CCND1	0.838333333333333
USP35	-0.425
DSCR2	-1.0655
CCL4	4.54483333333333
ZCCHC10	0.392
NOL11	-1.19525
TRPM2	1.29516666666667
PSMD2	-0.888818181818182
CHTF18	-1.084
USP18	0.85725
RRAS	0.144
LAMC3	-0.6995
TOX	-4.07416666666667
PCDH15	1.981
GABRG3	-1.5215
NUDCD2	0.2375
SGCZ	-0.929
KCTD17	-0.7213
SPSB2	0.294
TPPP3	2.921
CILP2	0.725
CALB2	0.322875
CEBPZ	-0.591333333333333
ZNF479	-0.02725
FMOD	5.46966666666667
C21orf66	-1.522
CLN6	-0.5875
ANAPC1	-1.009875
SH2D3C	1.051
PTPN14	-0.00469999999999998
TRIM42	0.9655
APTX	0.676
SNRPG	-0.965333333333333
BMS1	-0.691
MAGEA3	-4.6345
NFATC3	-1.34258333333333
LRRC45	0.1215
ARS2	-0.263142857142857
LRIG1	2.16016666666667
EPSTI1	1.029
PRSS27	-0.33925
ERC2	-1.691875
PRKACB	-1.43407142857143
PRDM13	-3.069
HCG27	-1.35175
KLK12	-3.799
HSD17B7	0.722333333333333
ZNF354A	0.70625
PCDH11X	-0.4145
DMGDH	-1.83025
PCBD2	-0.398333333333333
TMC6	-2.284625
RIMS1	0.350875
SF3B2	-0.566166666666667
RCN1	-0.604333333333333
CPB1	3.6285
BCAR3	-0.53975
FCRLB	1.1295
PAK1IP1	-1.00325
OR10H1	0.066
KIF9	1.832
PITPNM2	-1.328625
L3MBTL4	1.29325
TGFB1	-0.932
ZXDC	-0.33775
SLC6A16	-0.84225
SRrp35	-0.17225
LRRC8E	2.25175
PPIAL4	-1.18366666666667
EOMES	0.455166666666667
PAX2	-0.9165
SCARF2	0.4935
PSEN2	2.04766666666667
PCDHB13	0.80175
C10orf28	-1.052
DHRS7B	1.22407142857143
C1orf131	0.70225
ASB1	-2.0219
ZNF223	0.839666666666667
LCMT2	0.75975
MEP1A	-1.0245
TMEM53	-0.06825
RSPH3	2.2345
C10orf33	-2.026
LOC644285	0.10025
PTPN9	-0.5045
ABCA12	-0.89075
CCDC37	-0.90875
RUNDC1	1.5812
YES1	0.221
FAM120AOS	1.44875
OR5M3	-0.4535
PPP1R3F	-0.18675
IL13	-0.148555555555556
MDFI	-1.55175
PRNT	0.865666666666667
ZDBF2	0.582
OR10C1	0.4095
CLIC1	-0.0601666666666666
LILRA5	-0.704333333333333
CSAG1	-3.91583333333333
TREML2	-0.818166666666667
FAM125A	0.371333333333333
ZNF74	-2.05925
FAM104A	-0.2865
LRRC39	-0.1725
SAMD5	-1.7345
HYAL2	0.166
HIST2H2AC	0.710375
IGFBP5	0.270217391304348
NRTN	-0.471333333333333
KIAA0556	0.346
FAM29A	-1.01788888888889
JMJD2A	-0.01825
EPHB1	0.2905
POLD4	1.478
ANAPC10	-1.0975
LRRC36	0.38075
MEGF6	-1.05125
LPHN3	-1.1965
BMP10	0.0901666666666667
C21orf55	-0.7485
CREM	-0.439
PTGER4	-0.751333333333333
METAP1	-1.27625
KCNQ1	2.70516666666667
NR2F2	0.266625
SSFA2	1.47016666666667
CTTNBP2	-3.2325
BCL2A1	-1.939375
ZBTB24	0.247375
SLCO6A1	-0.189666666666667
PRDM1	0.3666
OR7D2	-0.8182
CCDC47	0.2397
LOC646982	0.2
SLC26A6	-1.801
BIN1	0.4431
SRRM1	-0.574
PCSK1N	0.531125
ALS2	-0.5486
ECT2	-0.576
CACNA2D2	1.5285
DOCK6	-0.75725
C10orf119	0.7085
FATE1	0.91125
DUSP23	2.58875
TRIP6	-0.509928571428571
NUP35	-0.7405
CDH3	-3.605
KLHDC8A	1.3215
C9orf116	2.55875
EI24	0.078
CENTD1	-0.194166666666667
RWDD2B	-0.158833333333333
DOCK1	1.451
NPAS2	-1.259625
NR3C2	1.22533333333333
FAM63A	0.91425
INPP5F	-0.839166666666667
FAM111A	0.1817
MYBL1	-1.7445
IQGAP3	0.327
CRADD	-0.9605
DUSP12	-0.81675
PDZK1IP1	3.66625
VASH2	0.095
CTR9	0.84725
VIL1	-4.139
OR8U1	0.752166666666667
CCDC107	0.2845
PTTG1IP	0.028625
OR4X2	0.01125
COL9A1	-2.4915
PSMD9	-1.4895
ZFP62	0.63625
TIP39	0.72
PARP15	-1.3535
TTC19	0.633625
C1orf114	-0.928333333333333
GFPT1	-0.133
SLC27A6	-1.45975
MRPS10	-0.2135
CALML5	1.88883333333333
TRPM7	-0.375
CGNL1	2.523125
CECR1	0.2355
SERPINB8	0.0186666666666667
TMEM102	1.263375
PDIA2	-3.5435
NUCKS1	0.227166666666667
HOTAIR	-1.03325
EBI3	0.43175
NXN	-0.30575
ZMYND19	-0.672625
FOXJ3	-1.13625
EIF5B	-0.3992
EIF2B4	-0.197166666666667
LEO1	0.092
ZIC5	-1.27441666666667
IL20	3.22516666666667
KIAA0415	0.451666666666667
FLJ37357	-0.249
TSPAN12	0.117125
ACTR3B	-0.640625
TFAM	-0.203
IL17RD	1.721625
PARP12	0.987
KLHDC7A	0.1145
KCTD4	-0.0215
GTF2H1	0.189
FLCN	-0.37
BIRC4	1.603375
LOC790955	1.15525
VKORC1L1	-0.1135
CYP4F22	-0.253
TAS2R5	-0.186
ZNF582	0.491
HS3ST3B1	-1.005375
CTNS	0.032
STK36	-0.0391666666666667
MMD2	0.466
RP5-1103G7.6	-0.583
FLJ23356	0.804
CRH	-0.9225
C1orf182	1.128
ACP5	3.47533333333333
AMFR	1.2419
CA4	-3.4675
PLCB4	-2.50525
MPHOSPH10	-0.658
UNQ473	3.96216666666667
G3BP2	-0.445333333333333
SR140	-0.984083333333333
HOXA2	-0.5535
PYGB	-0.179
BAT1	-0.45925
DKK3	-0.346666666666667
DDX31	-0.481125
TULP1	-0.199
NHLRC2	1.05825
TNRC4	-0.7285
ZNF430	0.17
TNRC6A	0.587
PLA2G1B	0.0365
RCHY1	0.2975
GTF2A2	-0.628666666666667
MGC4294	-1.552
ZNF691	-0.261
TACC3	-2.2615
DNAJC5G	0.417
LOC4951	-0.115
MS4A4A	-1.8415
LOC152485	0.57
PPP1R2P1	-0.17375
PPP2R5B	-0.5075
RPGRIP1L	0.102125
SPOP	0.4648
PTPRF	0.539833333333333
MGC42090	0.7065
SUSD3	4.20075
THOC4	-1.42575
MAML1	-0.4206
FXR2	-0.562166666666667
TYK2	-0.6205
MUC6	0.548166666666667
DNAJB7	0.4
PIP4K2A	-0.799785714285714
MEX3A	-1.12
RRP1	-0.775125
TFAP4	-0.768
CXorf41	0.18875
MTMR4	-1.115
CTLA4	-0.1105
SNX9	1.199625
CIB3	2.66583333333333
NECAP1	0.6465
PLA2G2D	-0.1682
GLMN	-1.61383333333333
DCLRE1A	-0.389
PDX1	0.2765
SAMD11	-1.25525
MRPL55	1.1505
TLR7	1.617875
TBC1D21	-0.3595
SMAD1	1.6751
ACTRT2	0.49
RIOK2	0.21125
PDLIM4	-0.05925
SLC22A15	1.45616666666667
ABHD13	0.6176
STX18	-0.3473
CCPG1	0.366071428571429
DCBLD1	0.186
SLC2A6	-1.8695
NOLA3	-0.5175
TRDMT1	-0.512285714285714
IL17F	0.578
ATP1A4	0.599166666666667
OR52W1	0.6045
CFL1	-0.786
IL4	-1.98175
RBP2	-0.894
CPSF6	0.9175
TTC8	0.253666666666667
MUCL1	2.4765
EYA3	-3.01066666666667
KRT38	0.16925
GNE	0.794
ZNF501	0.767
SLC35A2	0.543375
CEP110	-1.3162
MYF6	-1.307
MGST2	0.401333333333333
TRPV4	-0.4715
NEK8	-0.763666666666667
NOX5	-1.267
NCKAP1L	-0.8935
EMP3	-2.28866666666667
BPY2C	0.52
C1orf38	-0.69075
ELOVL2	-2.1945
CBX7	0.480666666666667
OSBPL1A	1.085
ZNF589	-1.05625
ESCO1	-0.663666666666667
TRA2A	0.0205833333333333
C3orf26	-1.23325
PHF2	1.21583333333333
PID1	0.399333333333333
RFC1	-0.380875
MTAP	0.12975
ADORA3	3.34966666666667
LOC389458	1.712
TRNT1	-0.356
CRIPAK	-0.98
RAI2	1.61966666666667
ANKRD44	-0.58
GZMB	2.2835
NFE2L1	0.0405
STIP1	-0.463
RASL11B	1.5665
NT5DC2	-2.86633333333333
LRP2	3.934625
MTDH	0.145533333333333
ARSG	0.463
HSP90AB1	0.08525
CT45-6	-4.90475
ZNF483	-0.541
LMBR1L	-0.4695
S100A2	-2.2339
C2	2.429
C2orf27	-0.76225
EIF4EBP1	-0.983
GCKR	-4.2885
PPP1R9B	0.233
FER	-2.423
SNRK	0.467166666666667
OR5M10	0.96
UTP6	-0.8455
CAPZA3	-0.936333333333333
FBP1	2.88288888888889
TERT	-1.064
CCL1	-2.4105
FUCA1	1.36375
ALS2CR8	0.422166666666667
KCMF1	-0.168916666666667
SRCRB4D	-1.8015
OXCT2	-0.439
IL17RA	0.836333333333333
MPP5	1.37375
SPA17	1.92775
FLJ10986	1.13483333333333
GALNT14	1.4615
CXorf27	-0.543428571428571
NPLOC4	-0.9535
RAB34	-0.32
KRTAP3-3	2.8345
ARSD	1.5295
CPLX2	-0.9743
PJA1	-0.28
WHDC1L1	0.0961666666666667
RB1	-0.3879
MTMR15	-0.5135
PHLDA2	0.1066
GUCY2F	-0.0595
MPV17	-0.973166666666667
SLC35D1	-0.634
LYSMD3	0.9871
COL16A1	0.6275
ERLIN1	-0.753833333333333
JMJD4	0.66825
HIST1H2BK	-0.406
TP53I11	2.15583333333333
ST3GAL4	-0.2242
PF4V1	0.214333333333333
ALG8	1.26425
REG1A	0.24625
MINA	-1.14
CYB5R3	-0.521583333333334
HHLA1	-0.26375
MYST4	2.2007
VASN	-0.67725
UCHL5IP	-0.37775
TFAP2A	1.73025
MGC9913	-1.709
C9orf97	-0.176
LOC90379	-0.73775
PHF15	0.649357142857143
ZNF169	0.0665
KRT7	-1.1538
GLIPR1L2	3.2255
LOC116236	0.5645
IQCF3	-1.168
RDH14	0.3885
HNRPK	0.875071428571429
RABEPK	0.418833333333333
ISX	-2.5285
CBARA1	0.0575
RAD51AP1	-2.08775
MLL5	0.186125
CXorf48	-3.553
SGCD	-0.8005
PHTF1	-0.282625
CA3	-1.20825
CMTM5	-0.4415
STX10	-0.7385
JMJD2D	-1.33025
P4HA1	-0.9925
GAB3	-1.131
DHRS4	0.3605
COL4A1	2.7095
C20orf20	-1.78075
OSBPL2	-0.142625
PTTG2	-1.42375
KIAA1688	1.38475
STS	-1.1085
SHROOM4	0.9168
KBTBD5	0.6015
ALDH1A3	-0.3135
BTNL2	0.189333333333333
TGIF1	0.8675
ZFAND5	0.43825
ICA1	2.134375
NAV3	-2.26833333333333
FLJ12331	-0.5645
EPS8L2	0.6147
MNT	0.00783333333333333
ENTPD1	1.62625
OR51E2	1.73875
STK11	0.266375
MX1	3.124375
TTTY9A	0.0923333333333333
CX62	0.5675
LOXL4	-1.948625
EXOSC4	0.09825
PURB	0.248357142857143
SETD1A	-0.3785
RELB	1.34325
LAMB2	0.214
HNF1B	-1.144
PNLIPRP3	null
C14orf139	-2.349
UMOD	0.26225
GRIN3B	-0.5255
GPR25	0.468
ZNF512B	-2.13025
ATP6V0A1	0.065
SRA1	0.60525
ZNF615	0.73075
ZNF768	0.21025
ZNF469	1.9365
DYNC2LI1	0.4395
DNAH3	0.336
LOC387911	0.3935
LOC554234	0.27825
ARRDC5	1.02425
TMEM59L	-1.81683333333333
MARCH4	0.65925
CNOT8	-0.142
KIRREL3	0.0864
ADAM17	-0.309625
