Hybridization REF	TCGA-A7-A0DC-11A-41R-A089-07
VGLL1	2.23275
ZFP36L2	2.27416666666667
MFRP	-0.095
KIAA1799	-0.32675
FLJ44379	-0.059
PCNX	-0.175
ANXA9	-0.419
CYP4V2	1.3634
PIK3C2A	0.97475
SRR	0.518
NOL3	-0.377
IFITM2	1.0715
ARNTL2	-1.6335
ZNF595	1.28225
NLRP13	1.2625
ASPH	2.096375
CPA2	0.23
PVRIG	-2.32066666666667
LEPR	1.97816666666667
C16orf42	0.309166666666667
SH3BGRL	1.61125
FAM77D	0.694333333333333
FNDC7	-0.452
C9orf6	0.290333333333333
NOTCH2NL	0.601
PGBD1	-0.343166666666667
SYNGR2	0.1185
PITPNA	-0.016125
PRPF4B	-0.7519
SLC43A3	-0.549071428571429
NRBP1	0.053
SLC25A22	-0.339
ILK	0.66825
SLC22A8	0.0608333333333333
MRPS7	-0.268375
PITX2	-0.7535
FABP3	0.149125
OR1L1	-1.1545
LOC728215	-0.41825
BLID	-1.143
KIAA1217	2.52223529411765
TFPT	-0.40875
AP4B1	-0.90075
VBP1	-0.7715
OR1K1	0.0635
MORC3	-0.04675
BHMT2	3.187
C3orf10	0.7975
FZD7	1.61683333333333
WFDC10A	-0.6005
PMS2CL	-0.651375
CCDC32	0.889333333333333
FA2H	-3.01525
ALG13	-0.3525
TTLL7	-0.2019
SPOCK3	0.03025
SLC13A2	-0.1025
AIM1	1.91975
GPRC6A	0.0655
EGR2	4.61925
MED11	0.30175
WWC1	1.0715
SH3GL3	-3.40775
RIF1	-0.684
PRLH	-0.436
VLDLR	2.034
DBT	0.28125
C21orf63	1.94025
CGGBP1	-0.311375
KRTAP12-2	-0.2005
TADA3L	-0.065375
ZBTB16	4.05275
PDGFB	1.43125
RFX1	-0.04075
UQCRB	-0.0264
LOC133874	-0.4845
HPS3	-1.41475
LGALS3BP	0.2778
DKFZP564O0823	2.46021428571429
MRFAP1L1	0.87625
HOXA10	0.864666666666667
NGB	0.1795
KIF21A	-1.04476923076923
IFLTD1	-0.4565
LZTS1	-1.1705
ARHGEF3	1.609
RHBDL3	-0.4595
CSNK1G2	-0.843333333333333
ChGn	0.2485
KIAA1244	1.4875
GABRB2	0.118
MGC72080	-0.632
CD27	2.29275
EGLN1	-1.4935
PEX13	-0.05
RWDD3	-0.15875
RNF12	-0.522666666666667
GRIN2B	0.9415
ADAMTS14	-0.950125
DYDC2	0.218666666666667
ATP6AP1	0.1689
NR1H2	-0.0791666666666667
PDK2	1.18525
C3orf17	-0.0588333333333333
SLC38A2	-0.542285714285714
SLC25A29	0.0646666666666667
C15orf29	0.26825
ADAM9	-0.1015
TMUB2	0.266875
GPR176	-0.15075
AGK	-0.0595
MCCD1	2.51325
NDUFA4	-0.35875
TMEM146	-0.25475
DUSP1	2.892375
UNQ6975	0.0785
EMX2OS	4.279
INSM2	-0.4825
LUZP4	-0.11975
SETD6	-1.18275
P2RY2	2.065
SLC45A2	-1.478
RABGAP1	0.4095
UBXD5	-0.12225
GPRC5A	-0.1802
PAK3	2.1475
LOC63920	-1.26925
TGFBR1	0.3231
KRTAP6-3	-0.05075
SFMBT2	-0.24625
CDC42	-0.03375
C11orf35	-0.268
TTLL2	0.39925
UACA	0.940916666666667
CD97	-0.0975
SETD5	-0.416125
NINJ2	-0.58725
PTER	0.3255
POMGNT1	-0.156
KRTAP4-2	-0.176
ECGF1	1.427125
HRB	-0.0763636363636364
ATP1B2	0.0071
LOC400506	-1.0855
COL4A3BP	1.4425
C6orf97	0.98425
GRHPR	0.722625
TAS2R1	0.364
SEMA7A	-1.8155
EDF1	0.0595
ODF2L	0.7732
PCID2	-0.454
GTF2H4	-0.767833333333333
ZCCHC3	-0.5625
CGB2	-0.120666666666667
NEUROD1	-0.323
C20orf75	0.001
RP5-1054A22.3	1.413
IFNA5	-0.0815
ZNF134	0.278333333333333
MGC119295	-1.0826
ZSWIM6	-0.158625
SMEK1	-0.00383333333333334
PCGF2	0.08375
C1orf102	2.18675
CYP2A13	1.1385
KCNH6	-0.3361
MDM1	-0.2187
ALDH7A1	0.1965
C9orf75	-1.25175
VDAC3	0.0345
OR51T1	-0.155
EIF3F	-0.151916666666667
KCNJ10	-0.627875
LENG8	-0.03375
EDEM2	0.179
CCNJL	-0.977333333333333
DHX37	-1.2285
CRYGN	0.3215
AATF	-0.657125
ZNF630	0.426125
E2F5	-0.512
WFDC13	-0.276
FTSJ3	-0.956166666666666
C4orf33	0.76025
LHFPL4	-2.3425
C19orf56	0.3225
SMAD4	0.230875
AFM	-0.594333333333333
G0S2	5.08625
FCHSD2	0.1774
RRP1B	-1.2812
EEF1B2	-0.467333333333333
STAT6	1.33866666666667
ZNF195	-0.55975
GNL1	-0.474666666666667
ZNRF2	-0.1075
PER3	0.71175
ASB16	-0.06175
C10orf10	3.67585714285714
ADCY8	-2.03333333333333
C9orf58	1.17183333333333
ARMC10	-0.544166666666667
PSG1	-0.2605
DHX34	-0.29575
VARS2	-1.014125
NFIC	1.0465
ITPR2	1.79975
AGXT2	-0.1345
OR6K3	0.07
H2AFZ	-1.708
MLLT3	0.118416666666667
COX4I2	2.46925
CCNT2	-0.086
PLK4	-2.59775
NUMBL	0.303833333333333
MED16	-0.45525
PLEKHQ1	1.31175
GOSR1	0.528166666666667
BTG4	-0.317
RPL30	0.257916666666667
IGSF5	-0.63125
IGFL2	-0.488666666666667
ELMOD2	-0.0721666666666667
SHC3	0.378333333333333
HAVCR1	-0.137
DYNC2H1	0.554625
RNF5	-0.392
C2orf7	0.1455
NLF1	-0.5135
KLHL25	0.44825
LRP10	1.0604
KRI1	-1.0035
PUS7L	-0.732666666666667
MGMT	1.06025
HOXD1	-0.309
CSH1	-0.1151
ATG16L2	-0.2395
FLJ44635	1.0665
CHODL	1.102
EXOSC8	-1.314
SLC28A1	-0.252
MYO7B	-0.1235
SEH1L	-0.8611
MTNR1A	-0.0763333333333333
TSPAN5	0.309166666666667
CDC45L	-4.4605
AMIGO1	0.443
ATAD3A	-1.720875
OSGIN2	0.516833333333333
PDIK1L	0.0616666666666667
DARC	4.206875
PIPSL	0.1605
SHMT1	1.0115
CRISP3	-0.6005
POPDC2	1.80016666666667
ZRANB2	-0.725666666666667
FBXL8	-0.309
TRIP13	-3.40136363636364
EIF5AL1	-0.4795
POU5F1P3	-4.672
IL6	0.5635
CXorf38	-0.661
IFNA16	-0.3585
FBXL2	0.416833333333333
BRD1	0.334
STATH	0.038
FBXO44	0.795666666666667
MCCC2	-0.45925
CDC2	-3.3936
C5orf23	4.1225
IVD	0.627166666666667
C10orf122	-0.84975
MSL3L1	-0.2528
MVP	0.706
EPOR	-0.7568
ZMYM1	-0.641666666666667
BCL7C	0.511166666666667
PSTPIP2	0.4978
LYPD1	-3.265125
OR8G5	0.2705
ZP3	-0.268333333333333
BCAS4	0.141666666666667
EDG6	1.56875
ISY1	0.0055
PRAMEF2	-1.042
CUL1	-0.253375
RNF213	-0.0204
CCRK	0.28925
DHX9	-0.44175
C13orf29	-0.58775
NCKAP1	0.297
MRPL43	0.609071428571428
XPR1	-0.22625
PKN2	0.1386
PODNL1	0.147
ZNF333	0.45875
DALRD3	0.39125
OPN1SW	0.797
BTBD6	1.94025
C11orf82	-3.4835
OR5P3	0.215
DUSP11	0.37225
L1CAM	-1.0969
NEK11	1.81616666666667
OR7E91P	1.107
CNTN3	2.6738
CREB3L2	-0.44125
ZBTB37	0.2845
KIAA1324L	0.63825
NDUFB10	0.14
NUDT2	0.60325
GTPBP8	-0.567
CACNA1D	0.682625
PRKAA2	-1.15683333333333
PRDM8	-0.0915
MGC16075	-0.459
KRT14	2.70364285714286
PP8961	-0.20425
MRPL18	-0.291
ABCG2	-1.98525
PACRG	1.86875
BBS2	-0.084
KREMEN2	-3.9565
FBXO21	0.53025
HNRPUL1	0.3
GRB10	0.068
CLSTN1	0.21925
LMAN2	-0.1198
C17orf61	0.24925
NIPSNAP3A	0.93025
INSIG2	-1.07766666666667
PCDHB7	0.687333333333333
STXBP2	-0.105625
CMAH	1.16375
SEMA5B	-0.75125
ZNF155	0.308833333333333
COQ6	0.0546666666666667
PRPF4	-0.931
TSPAN15	2.9443
VN1R5	0.29725
LATS2	1.5305
SELK	0.2465
PGK2	-0.2285
MS4A1	-1.039375
TYW3	-0.1383
KRTAP5-1	-0.5405
RCCD1	-1.40516666666667
BTN1A1	-0.03175
DDX28	-0.23125
TMEM65	-0.801125
LOC92345	0.075
TTC31	-0.2935
WDR46	-0.777666666666667
CHP2	-0.875166666666667
LSP1	0.567625
ZNF542	0.08625
EXOSC1	-0.47975
ARHGAP18	-0.166666666666667
LRRTM4	-0.5955
MAOB	3.931
CACNB4	0.80875
MGC33846	0.132125
RANBP3L	1.030875
ATP5L	0.1975
ONECUT1	-2.92
NUDT9	0.28825
TMEM149	-0.043
STX17	0.0075
IGSF10	-0.15475
TMPRSS9	-0.077
BMPR2	1.26566666666667
ALLC	0.10125
KLF7	0.973625
GCC1	0.3752
TIMM9	-0.76025
CDO1	4.466
MGC10701	-0.810666666666667
IFI6	0.507333333333333
FRMD8	0.55125
MGAT2	-0.21575
WBP5	0.3625
CNIH2	-0.617
KIAA0907	-1.8336
KCNH8	1.146
CTSG	1.37225
GRIK1	0.7185
CUL5	0.594125
FRMD1	0.354
OR9A4	0.5745
SYT6	-1.49625
FOXD4L2	-0.19225
ANAPC2	-0.463833333333333
OPN5	0.1105
TAF13	-0.26025
LYG2	-0.5545
GGNBP1	0.464
C11orf40	-0.2395
OTX2	-1.0195
REG4	-0.278
EIF5	0.02475
PALB2	-0.894
SEPSECS	-0.2256
RNASE3	0.059
TRIM49	-1.656
POLR2K	0.0892
GPR42	0.3145
C8B	-2.2095
SASS6	-1.37175
PREB	-0.248333333333333
OR3A3	0.1295
TUBA8	1.308
IGLV2-14	-1.77925
STIL	-3.1995
ANKFN1	-0.376166666666667
NME7	-0.41625
HOXC12	-1.20775
UBE2C	-3.05125
FHOD1	-0.79275
CDK2AP1	0.412416666666667
OR6K2	0.1095
DHPS	-0.492
RPL5	-0.0955833333333333
TRGV5	-0.15
LOC541472	-0.076625
HCCS	-0.1381
DENND1B	0.9325
LHX3	-0.0935
OR5D16	-0.22
CXorf57	-1.25916666666667
IRF2BP1	0.58975
NDST2	0.197166666666667
LCE3D	-0.213
BOLL	0.183
SYT3	-0.794
PIH1D2	-0.331
C20orf7	-0.686
IL1R2	1.89166666666667
SLAMF9	-0.494
PPME1	-1.008875
PIK3CA	0.9465
TRAPPC1	0.207
COLEC10	-0.57475
SLC9A6	-0.341666666666667
PDDC1	-0.394333333333333
CCDC53	0.27925
GK3P	-1.05
DAZL	-0.54975
BRI3	0.3595
SDK1	0.666375
CYP2C18	0.84075
IFI44L	3.10925
RPL3L	-0.3905
FUT9	0.159666666666667
KIFC2	-0.636
PMP2	0.533
SLC4A9	-0.343
PLAG1	-1.5
MYCBP2	1.38766666666667
OR4E2	-0.308
CCDC65	0.86375
C16orf82	0.03025
ENTPD4	-0.465875
BRP44L	0.947625
PMP22CD	-0.20975
TMCO4	1.03233333333333
KCNN1	-0.503333333333333
WDR35	-0.2625
CCDC80	3.7915
C3orf31	-1.5305
SLC7A9	-0.29825
TMEM190	-1.23875
DBC1	0.978166666666667
FADS3	1.51283333333333
PDZD8	-0.130833333333333
GRM5	-0.15975
AZGP1	3.0719
PEX3	0.52
MED1	-0.205571428571429
ATG4C	-0.713833333333333
HNRPH3	-0.702625
FAM109B	1.74975
C4orf17	-0.2635
CA10	-0.25675
OPRD1	0.014
CCL16	-1.382
SACM1L	0.1445
CST6	4.03925
CD63	1.0525
LGI1	0.04825
ZNF784	-0.17575
CRYBB1	-0.7295
CX3CL1	2.1512
TOP2A	-3.83325
GYPB	-3.89783333333333
GADD45GIP1	-0.91125
FEN1	-2.257
IGF1R	0.672
WDR72	-2.59833333333333
PURG	-0.499666666666667
DEFB126	-0.328
PKD1L1	0.934
CAV1	2.0418
GNPDA2	0.6374
DGAT2	4.2545
NLGN1	-0.73475
STRBP	-0.642875
HPRT1	-1.434
FANCI	-3.571875
PSMA7	-0.095875
DBF4B	-0.693166666666667
TTF1	-0.39875
RAD54L	-3.6925
ELOF1	-0.15075
PLAGL2	-0.928125
ZNF256	-0.17875
HMGCL	0.36425
MSI2	-1.24083333333333
RPESP	0.918833333333333
C11orf60	0.376
ABCD1	-0.106
ACAA1	0.9432
SPARCL1	5.37407142857143
IL6ST	1.7405
ZNF319	0.66
TMEM109	1.003
FAM90A1	-1.185
IL22RA1	-0.602
ATP4B	0.5355
TEC	-0.616333333333333
C7orf30	-0.972
TXNDC2	-0.7485
ABCB4	-0.2345
KIAA1191	0.751
C9orf38	0.1265
SFTPB	0.127
CNTNAP2	-0.9485
FRK	0.482
TBX19	0.04625
CHD4	-0.07975
C6orf26	-2.27283333333333
MOSC2	1.746
IKBKE	-0.505
HIF1A	-1.698
LOC595101	-0.387
RELA	0.052
TMEM16B	1.53783333333333
ABHD12B	0.71825
TSEN34	0.1835
KIF18A	-3.78775
TXNDC9	-0.0711666666666667
SPATA2L	-0.3165
SEMA4G	-1.354
C21orf91	-0.437125
MATN1	-0.507
KCNIP4	0.543166666666667
TUSC1	1.933875
OR4C15	-0.31275
ARMCX6	-0.013
WBSCR27	-1.96733333333333
OR52I2	-0.501
KIAA1604	-0.215
DYNC1I1	0.251125
PPP4C	0.62925
SLC47A2	-0.342833333333333
TREH	-0.1025
CD48	0.61
ST14	0.760333333333333
PKN1	-0.1125
SPON2	2.34275
XBP1	2.42783333333333
SFRS12	-0.968166666666667
EFCAB6	1.79975
SELT	0.3225
SLC39A2	0.9465
ERF	-0.5645
ARL3	0.539125
SURF6	-0.5206
MLLT10	-0.500714285714286
FLJ11171	-0.0295
TDGF1	-4.44116666666667
ERCC6	-0.5195
EIF2AK4	1.547875
BAZ1A	-1.01466666666667
LRRN3	2.57633333333333
TMC3	-0.296
EFTUD1	-0.47025
PTPRO	0.487666666666667
CLEC12A	0.430625
ACBD4	0.214375
ZDHHC14	-0.1655
OTUD7B	0.661
ACTB	0.54
MSRA	0.260875
LCE5A	-0.028
IFI35	0.3355
BSCL2	0.186
ANKRD12	0.604333333333333
CFHR2	0.5755
RGAG1	0.330833333333333
HSFY1	-0.7855
SLC30A5	0.142583333333333
IMPG1	-0.389
GPR109A	0.721
ZNF185	0.62325
IYD	-0.131
NPCDR1	0.1395
SERPINA13	-0.2895
HMGCLL1	0.35475
NEUROG1	-0.351
UBQLN1	-0.74725
LIN37	-0.2135
SOCS2	0.947125
DSCR4	-1.444625
XKR6	0.4945
GPR142	0.452
KRTAP13-3	0.1205
CCDC15	-1.18733333333333
MOS	-0.039
CD1E	-1.3745
OFCC1	-0.225
FAM83D	-4.07225
SRFBP1	0.12425
C9orf96	-0.6235
DHDH	-1.77
CCDC90A	0.0035
RABL3	0.6358
CD320	-1.2875
ANGEL2	-0.01225
MRPL21	-0.4235
SMG6	0.561833333333333
INSR	1.73675
FLJ14816	-0.5925
GLRB	0.234
C9orf89	0.31125
CIZ1	-0.198625
URG4	-0.3405
LRDD	-1.96983333333333
CBY1	1.22066666666667
NFX1	0.227875
MTERFD2	0.0605
C19orf23	-0.0485
PGC	-3.0065
IER3IP1	-0.2066
RASAL2	0.795916666666667
C1orf89	-0.53
SYNJ1	-0.616125
NFKBIE	-0.51375
FLJ40125	-1.10216666666667
TCEB2	-0.2505
NOG	-1.0715
POLR2J2	-0.241166666666667
HLA-B	2.343
PCDHA1	0.496
PPP2R2B	-0.16775
ARHGEF17	1.219
TCF7L2	1.70628571428571
CHD5	-0.527
ZNF431	-0.1055
TBC1D25	1.5565
ZNF800	0.538
SCUBE2	3.22245454545455
MYCBP	0.078
GPX5	0.093
C6orf129	-1.25083333333333
QSER1	-0.925666666666667
ULK2	2.045
PIGO	-0.0151666666666667
NRCAM	-1.06271428571429
SLC35E3	0.479375
CSRP2	-0.665
HYPE	0.66525
MAPK15	0.311833333333333
MGC14327	0.01575
TIMM13	-0.806166666666667
ZNF462	0.74875
GBA3	0.2715
TEX13A	-0.1735
MCM6	-1.90333333333333
MTRF1	-1.188
ABCA7	-1.368
EIF4A2	-0.03325
ZC3H10	0.6907
RPGR	0.391333333333333
C20orf94	-0.07775
RP1L1	0.166
GPR125	0.018375
USP22	0.244428571428571
OR1L4	0.084
MLZE	0.7615
FLJ32065	0.16075
PTCD1	-0.7555
CRTAC1	2.61633333333333
BXDC2	-1.09875
C18orf1	2.223
FAM107A	3.391
EFNA3	-0.31275
P18SRP	-0.0273
CAMKK2	0.738166666666667
KIAA0649	-0.6505
NES	0.385833333333333
HS6ST3	0.86925
PON2	-0.201
TCP11L2	0.16475
CLEC4A	1.62425
PRR12	0.277
MLXIPL	0.2661
C2orf50	1.172
ZNF28	0.49975
ENC1	-0.0261666666666667
MAP2K1	0.19975
FKSG2	0.9375
KIAA0430	0.9955
PTP4A1	-0.852555555555556
GPR156	-0.3555
GTF3C6	-0.5155
UBR2	-0.3128
LOC388272	-0.697
MAK	0.701666666666667
ACOT4	2.383
STC2	2.31466666666667
PIGW	-0.4175
SAE1	-0.85075
COL6A1	0.316681818181818
OAZ1	0.4155
STMN4	0.317833333333333
EDG3	0.956833333333333
SGCE	1.1135
IL11	-1.52733333333333
PRSS8	1.65425
YIPF5	0.64975
WNT4	3.206125
CSN2	-0.0603333333333334
TCF7	-1.956125
TDO2	-0.25025
SAMD9	-0.10075
S100A7A	-0.626
MMRN1	3.74083333333333
GKAP1	0.215
AKR1C3	2.73025
RNF19A	1.499125
GMDS	-0.87525
YKT6	-0.61775
SPARC	1.857
C12orf31	-0.47475
UBE2V2	-0.495666666666667
FBXL18	-0.644833333333333
KIAA0460	0.1795
ADAM22	-0.2875
SERPINC1	-4.47875
KCTD21	0.7665
MYOHD1	-2.481
ZNF37A	0.363666666666667
GTF3C1	-0.0803333333333333
CTSZ	-0.2635
PRNPIP	-0.14775
DRD1IP	-0.1835
NR1I2	-1.79833333333333
ZNF266	-0.356
SPAG4L	0.1925
COX4NB	-0.695
SAPS1	0.3335
APOA1	-3.724625
TATDN1	-0.145166666666667
C10orf82	2.34275
KPNB1	-0.71575
FOXO3	1.48283333333333
CRYBB2	-0.625
ZBTB5	-0.492
SLC25A38	-0.00875
DCTN2	0.0838333333333333
IFT20	0.1
CTHRC1	1.254
C1orf31	-1.60175
UHRF1	-2.321875
GPC6	0.28975
C10orf54	2.67425
MCF2L2	-0.309833333333333
WNT9B	-0.40225
OLA1	-0.062375
FAM120B	0.65275
TTLL10	0.899
CYorf15A	-5.39825
RELN	-0.8724
SCN2B	1.59083333333333
MFHAS1	-1.61275
NKX3-2	-1.8425
RASGRF2	2.0585
SSBP1	-1.32833333333333
KPNA6	-0.1665
LOC389118	0.028
HS3ST4	1.2253
SUPT7L	-0.337
FLJ32658	-0.76975
IGFBPL1	-0.72475
KIAA1641	-0.4464
SHKBP1	-0.5765
CSF1R	4.3765
NAGK	0.5785
MYL2	1.478
HIST1H4C	-2.14116666666667
TOMM7	-0.54525
ADAMTSL3	3.5047
TNFSF14	0.076
PRRT2	-1.3015
VTA1	-0.07725
AOAH	2.38883333333333
CRISPLD2	1.81171428571429
PNN	-1.2987
TA-NFKBH	-0.198
ESPN	-0.67725
RBM43	0.0055
KIAA1267	-0.17575
DDX3X	0.286611111111111
KIAA1576	-4.1045
PLXDC1	3.7005
FLJ25801	-4.23575
HNRNPL	0.33425
RUNDC3A	-0.086
CASP12	1.822
SH2D5	-1.579875
RPL26L1	-1.204
OR51A7	0.34525
HDC	3.242
C2orf16	-0.292833333333333
SYTL3	2.2485
GOLGA4	0.5571875
NOTCH1	0.543833333333333
ATPAF2	-0.026
ECD	-0.1615
SSX5	-1.36016666666667
SNAP91	-0.312
OCA2	-2.7365
PNPO	-0.0745
DAPK1	0.199666666666667
PINX1	-1.2115
SELENBP1	1.95575
NEK3	0.330666666666667
TMED4	0.2915
SSTR4	-0.1
FOSL1	-2.2412
CD40LG	0.408
CES1	2.41783333333333
DCI	-0.00516666666666667
B3GAT3	-0.656166666666667
STK17B	0.31975
CNTN6	1.51075
CYP3A4	-0.357833333333333
MBOAT2	-1.02435714285714
PISD	1.351625
USP1	-1.286
PYDC1	-0.21
CENPM	-2.800625
SAR1B	-0.2025
TTC7B	0.843625
DP58	0.186
GPC1	0.38525
RBL1	-2.023625
TMEM137	-0.636666666666667
TOB1	1.01291666666667
TCEAL1	2.12783333333333
CENPF	-4.24118181818182
C6	2.24566666666667
PRSS1	-4.048
PPIL6	0.910166666666667
C6orf124	0.1195
ODZ4	1.49033333333333
SNCB	-0.50425
NDUFB9	0.2185
CNOT6L	0.898166666666667
S100A9	2.46333333333333
TRIM50	0.0075
KCTD1	1.4301
WDR63	0.47025
SPEF2	1.2915
RNGTT	-0.162
CXorf22	-0.429
KCNK16	0.2455
CEP250	-1.65825
ATPBD1B	-0.75975
KCNJ2	3.4525
MT1B	0.042
ZNF684	-0.012
SLC4A1	0.45675
PDHA1	0.081
ZNF492	0.143875
TKT	-0.20225
BYSL	-0.965
RNF38	0.38775
AHDC1	-0.454
KLHL2	0.843875
CMTM8	1.33025
DMP1	-0.8215
HERPUD2	0.376125
CRTAM	1.39716666666667
ZNF572	0.3175
TMEM16J	-1.405
HSD17B2	-2.45225
UBE2G1	0.02925
AHSA2	-1.9275
PELI2	0.4385
TPX2	-3.721125
ATP9B	1.161
DAZAP1	-0.91475
HMGCS2	2.45116666666667
C17orf38	0.1455
B9D1	-0.4415
NKX2-5	-1.16783333333333
KIAA1276	0.98225
LILRB2	2.925
CSTF1	-0.625333333333333
BTN2A1	0.0986666666666667
C15orf48	3.94425
IGF2BP3	-4.324
FAM113B	0.276666666666667
HRG	-0.22175
ZNF131	-0.678
USP47	1.00264285714286
CCDC88B	-1.620375
HCN1	0.6743
HTN1	-0.1165
SYCP3	-0.22975
C13orf23	-1.1182
PAPOLA	-0.2978125
AATK	-0.1996
MSH3	0.2265
NDUFAB1	-0.5845
ITLN2	0.582
BAK1	-0.961833333333333
MRPL45	-0.100333333333333
MTNR1B	-0.239333333333333
LOC645843	-0.0985
SPECC1L	0.40725
PGCP	2.138
SPN	-0.986625
GPR143	0.319
ZNF576	-0.206
TMEM39A	0.1164
ATP5D	-0.248833333333333
MAGEB3	-0.965
RPS5	-0.0196666666666667
ANP32E	-1.20035714285714
MTMR1	-0.1985
YEATS4	-1.03525
SYNGAP1	-0.34175
PCOLCE	0.110833333333333
MNS1	-0.28175
PCYT2	-0.245
ZNF182	-0.21175
LAX1	0.63975
SPPL2B	-0.4092
ELOVL5	1.2796
PCDHAC1	1.0855
B4GALNT1	-1.4845
BLOC1S2	0.338625
ZNF673	-0.4681
ARHGAP21	1.12766666666667
IRX5	1.98575
LRFN5	1.49066666666667
FAM7A1	1.10925
RAB19	-1.159
GINS1	-2.62625
ITM2B	1.7409
PAPSS2	2.11958333333333
OR5BF1	-0.027
ACSL3	-0.280375
KIAA1919	-0.516416666666667
GLT8D2	2.644875
UTRN	1.45735714285714
CNN1	3.92925
HISPPD2A	0.203833333333333
SDAD1	-0.097625
SIGLEC9	0.3455
RPL35	-0.648785714285714
C22orf26	0.467
IMPDH2	-0.491125
WDR69	0.578
SEC14L5	0.242
CLTA	0.35325
RP11-529I10.4	-0.325
GPR37L1	-0.100333333333333
OGDH	0.190166666666667
ASB13	1.58916666666667
ZFP14	0.3285
ZCRB1	-0.0005
KPNA3	0.51125
HSPA1L	0.53575
RHOC	0.641625
LOC554175	0.5615
PPP3CA	0.9921
SLC1A7	0.6744
ZNF529	0.00616666666666669
RBED1	2.38525
DDB2	-0.9965
FLJ11286	0.167
SPATA1	0.439
MKNK1	0.8285
DYSF	1.46966666666667
ALKBH2	-0.223
NKD1	-3.31
C1orf174	-0.41175
PLEKHO1	-0.167666666666667
ASB10	0.59375
RING1	0.321833333333333
NPC2	1.17725
AVPR1B	0.5695
YTHDF1	-0.0824166666666667
LMAN1L	-0.0455
GSG2	-2.7125
CEP170	-1.0808
RPS4Y2	-5.34025
MSH6	-1.7015
HECTD2	-0.246666666666667
ZNF556	-3.45233333333333
PLEKHC1	1.74
AIRE	-0.0363333333333333
BCL2L10	1.5265
LMOD3	0.0515
ZBTB8	0.5226
FOXA2	-3.365
SLCO2A1	2.97775
C3orf46	-0.2125
PRDM16	0.984166666666667
TMEM98	0.808
FRMD5	-1.9075
PDE6C	-0.9445
C1orf216	-0.150333333333333
EP400	-0.335071428571429
PTK2	0.271416666666667
RNF217	0.504
NDUFA8	-0.099
ZFAT1	0.4605
LAMP3	-0.0506666666666667
GLTSCR2	1.072875
NPW	-1.0375
LLGL2	-1.6233
PPM1K	-0.190833333333333
C20orf177	-0.438
KIR2DL4	0.0978
NFKB2	-0.1955
C21orf122	0.318166666666667
HESX1	-0.716
GPR114	0.524833333333333
SLC25A35	-0.3415
GNAT1	-0.21975
ORAI3	0.055
FAM76B	-0.83625
TMEM99	0.2156
TRIM29	1.8021
CDS1	1.68775
RHEB	-0.3308
C4orf27	-0.269666666666667
RAB3A	-0.18925
OTUD6B	-0.221
GPD1	4.329
CDH15	-1.70516666666667
NPM1	-0.894928571428572
TMEM117	0.2105
PRPS2	-0.920333333333333
GCK	-0.3655
ADRA2A	5.11466666666667
TSPYL4	0.722333333333333
TASP1	0.16825
WDR19	0.56
C10orf38	0.17275
PDE4C	-0.346833333333333
FYB	-0.618083333333333
C1orf55	-0.176166666666667
PPFIA3	-1.41275
RAD18	-1.2885
C12orf44	-0.312666666666667
CRYBA4	0.1955
HVCN1	1.0445
TAF10	-0.224
C16orf48	-0.799166666666667
DEPDC5	0.476666666666667
LTBP1	-1.4325
MAPRE1	-0.144625
FGF8	0.1355
C3orf52	-0.081625
SENP7	-0.0253333333333333
LRRK2	1.116
RUNDC2A	0.0798333333333333
KIAA0355	0.762
CPEB1	-1.61925
PPEF2	0.5155
ABI2	-0.772666666666667
KIAA0317	-0.154625
ATF1	-0.757166666666667
DYNC1H1	0.14525
DIP	-0.00224999999999997
TMEM33	0.0279444444444444
POLDIP3	0.135
C7orf24	-0.8725
GPR171	2.111
CDC6	-3.80716666666667
PLD1	-0.0785
ITFG2	0.2356
NDUFC1	0.13575
AKNA	-0.04675
NBR1	0.765
PKHD1	0.695125
HPS4	-0.4633
MAFA	-0.61525
ULBP3	-0.168
DIRC1	0.2485
IMMT	-0.482875
C22orf13	0.422916666666667
CEL	-0.41875
MARK3	-0.156
ADAMTS2	1.82133333333333
ARPC3	-0.134833333333333
TMEM10	-0.135625
NPHS1	-0.04225
BRD8	-0.684166666666667
WDR12	-1.85225
IDI2	0.324375
HOXD13	-1.4
OR8G2	-0.93525
SLAIN1	-0.975
GABRQ	-0.14725
NR2C2	-1.43275
NKTR	-0.6436
TLE2	1.9115
KIAA0892	-0.0766666666666667
AURKA	-3.58090909090909
GPRC5C	-0.470166666666667
TBC1D9B	0.911125
PNPLA6	-0.396
AP3B1	-0.0035
NAG	0.165
C11orf68	-0.4455
AKR7A3	0.63325
AHCYL1	0.363333333333333
COP1	0.301833333333333
RPP14	-0.0310833333333333
PCDHB18	0.69725
CDH24	-0.368
KRT17	2.2644
LACTB2	-0.377
DDX24	0.7361
PHACTR1	-2.31033333333333
SLC35E2	-0.19
LOXL1	-0.3385
IQSEC2	0.317375
RGSL1	-0.0895
PCDHGC5	-0.013
MEGF10	0.33
PRRX1	1.33733333333333
ASTE1	0.673666666666667
C6orf159	-2.10725
MYOD1	-0.3725
GAA	0.3845
ZNF747	1.13875
KLRC1	-1.15625
IL1RL2	0.2845
GDF9	0.35875
GPR119	0.2025
TRAF2	-1.258
HCK	3.28566666666667
BMP6	0.39975
IL8RA	0.7575
FLJ35848	-0.75475
EFHA1	-0.0295
