Hybridization REF	TCGA-A7-A0DA-01A-31R-A115-07
ZNF800	-0.1165
SCUBE2	0.575
MYCBP	-0.457833333333333
GPX5	1.5585
C6orf129	0.2675
QSER1	-0.0798333333333333
ULK2	1.38
PIGO	0.0488333333333333
NRCAM	-2.65185714285714
SLC35E3	0.455
CSRP2	-0.637
HYPE	-0.09225
MAPK15	0.0715
MGC14327	-0.0735
TIMM13	-0.717666666666667
ZNF462	0.5995
GBA3	-0.20675
TEX13A	-0.3815
MCM6	-1.474
MTRF1	-1.068375
ABCA7	-1.8885
EIF4A2	0.7155
ZC3H10	0.3696
RPGR	0.1615
C20orf94	-0.53025
RP1L1	0.24725
GPR125	1.173625
USP22	0.288071428571429
OR1L4	0.531
MLZE	3.9185
FLJ32065	-0.1685
PTCD1	0.0695
CRTAC1	2.30133333333333
BXDC2	0.22225
C18orf1	1.966
FAM107A	3.52142857142857
EFNA3	2.08875
P18SRP	-0.5963
CAMKK2	0.575166666666667
KIAA0649	0.041
NES	0.1095
HS6ST3	-0.749125
PON2	0.32825
TCP11L2	-0.86775
CLEC4A	1.362
PRR12	0.711
MLXIPL	-0.9781
C2orf50	0.314
ZNF28	1.5695
ENC1	-0.154666666666667
MAP2K1	0.04575
FKSG2	0.27375
KIAA0430	0.57175
PTP4A1	-0.897166666666667
GPR156	-0.8915
GTF3C6	0.54425
UBR2	0.1332
LOC388272	-0.86975
MAK	-0.230833333333333
ACOT4	-0.3105
STC2	-0.3775
PIGW	-0.763125
SAE1	-0.35325
COL6A1	0.266636363636364
OAZ1	0.120333333333333
STMN4	0.464833333333333
EDG3	0.172666666666667
SGCE	0.247
IL11	-0.906666666666667
PRSS8	1.805125
YIPF5	-0.542916666666667
WNT4	3.53175
CSN2	0.201
TCF7	-3.012875
TDO2	3.113
SAMD9	0.2845625
S100A7A	0.951
MMRN1	-0.0566
GKAP1	-1.2745
AKR1C3	-3.2195
RNF19A	0.916375
GMDS	-0.34575
YKT6	-0.962875
SPARC	2.0618
C12orf31	-0.805
UBE2V2	-0.274666666666667
FBXL18	-0.787
KIAA0460	0.84675
ADAM22	-0.577625
SERPINC1	-5.04275
KCTD21	1.0015
MYOHD1	-1.27475
ZNF37A	-0.210666666666667
GTF3C1	0.449
CTSZ	1.76575
PRNPIP	1.07675
DRD1IP	0.01175
NR1I2	-0.614833333333333
ZNF266	-0.3216
SPAG4L	-0.041
COX4NB	-0.75675
SAPS1	0.4795
APOA1	-3.58925
TATDN1	-0.314333333333333
C10orf82	-2.71475
KPNB1	-0.34425
FOXO3	0.955083333333333
CRYBB2	-1.487
ZBTB5	0.773333333333333
SLC25A38	0.13675
DCTN2	-0.151
IFT20	0.5495
CTHRC1	3.22075
C1orf31	0.267625
UHRF1	-2.228125
GPC6	0.533
C10orf54	1.075
MCF2L2	0.0285999999999999
WNT9B	-0.212625
OLA1	-1.14975
FAM120B	0.41375
TTLL10	0.345
CYorf15A	-5.67775
RELN	-2.88955555555556
SCN2B	0.5305
MFHAS1	-0.88925
NKX3-2	0.105333333333333
RASGRF2	0.248
SSBP1	-0.544833333333333
KPNA6	-0.580428571428571
LOC389118	0.197
HS3ST4	-1.7883
SUPT7L	-0.1555
FLJ32658	-0.027
IGFBPL1	-0.7435
KIAA1641	-0.4477
SHKBP1	0.236333333333333
CSF1R	3.85825
NAGK	0.9315
MYL2	1.28225
HIST1H4C	-2.41683333333333
TOMM7	-1.554875
ADAMTSL3	2.0208
TNFSF14	-0.6905
PRRT2	-0.97775
VTA1	0.727875
AOAH	2.23166666666667
CRISPLD2	1.65592857142857
PNN	-1.0247
TA-NFKBH	0.071
ESPN	0.67675
RBM43	-1.097
KIAA1267	-0.256375
DDX3X	0.447388888888889
KIAA1576	-3.98175
PLXDC1	3.90733333333333
FLJ25801	-2.45625
HNRNPL	0.27525
RUNDC3A	0.159166666666667
CASP12	0.1505
SH2D5	-0.183125
RPL26L1	-1.2745
OR51A7	-0.1745
HDC	0.543
C2orf16	-0.404333333333333
SYTL3	2.09975
GOLGA4	1.144125
NOTCH1	1.1025
ATPAF2	-0.091
ECD	-0.8025
SSX5	-2.0615
SNAP91	1.68625
OCA2	-2.265
PNPO	-0.736666666666667
DAPK1	1.88466666666667
PINX1	-0.986166666666667
SELENBP1	-1.01975
NEK3	0.928083333333333
TMED4	-0.345214285714286
SSTR4	0.0045
FOSL1	-2.1525
CD40LG	-0.905
CES1	-1.42175
DCI	-0.652666666666667
B3GAT3	0.0656666666666667
STK17B	-0.6205
CNTN6	2.80775
CYP3A4	-1.56666666666667
MBOAT2	1.86671428571429
PISD	-0.55725
USP1	0.648
PYDC1	-1.56183333333333
CENPM	-1.53
SAR1B	-1.39025
TTC7B	-0.12125
DP58	-1.161
GPC1	0.63225
RBL1	-1.32975
TMEM137	-2.15833333333333
TOB1	-0.0176666666666667
TCEAL1	-0.532833333333333
CENPF	-0.12
C6	-0.4755
PRSS1	-2.4165
PPIL6	0.569833333333333
C6orf124	0.3825
ODZ4	2.70483333333333
SNCB	-0.09925
NDUFB9	1.1705
CNOT6L	0.181666666666667
S100A9	1.72433333333333
TRIM50	-0.004
KCTD1	1.1133
WDR63	0.06
SPEF2	2.291375
RNGTT	-0.225333333333333
CXorf22	-0.0285
KCNK16	0.07225
CEP250	-1.5735
ATPBD1B	-0.935
KCNJ2	3.024
MT1B	-0.329
ZNF684	0.221
SLC4A1	0.39825
PDHA1	0.72175
ZNF492	0.565375
TKT	-1.47475
BYSL	0.170625
RNF38	1.589
AHDC1	-0.2515
KLHL2	-0.479625
CMTM8	1.73775
DMP1	0.4965
HERPUD2	-0.21625
CRTAM	2.28783333333333
ZNF572	0.94075
TMEM16J	-1.203
HSD17B2	1.4925
UBE2G1	0.381875
AHSA2	-1.78375
PELI2	-0.9145
TPX2	-0.7765
ATP9B	0.209666666666667
DAZAP1	-0.139
HMGCS2	0.0306666666666666
C17orf38	0.16775
B9D1	-0.583625
NKX2-5	1.15583333333333
KIAA1276	-1.42933333333333
LILRB2	2.8335
CSTF1	-0.363333333333333
BTN2A1	0.633666666666667
C15orf48	2.71325
IGF2BP3	-3.294
FAM113B	-0.1795
HRG	0.147625
ZNF131	0.3785
USP47	-0.284642857142857
CCDC88B	-0.669875
HCN1	-0.5254
HTN1	-0.930333333333333
SYCP3	-0.097
C13orf23	0.6551
PAPOLA	0.0496875
AATK	-0.1904
MSH3	-1.68383333333333
NDUFAB1	-0.9965
ITLN2	-0.463
BAK1	0.00816666666666666
MRPL45	-1.7215
MTNR1B	0.5725
LOC645843	0.5105
SPECC1L	0.710375
PGCP	2.555
SPN	-1.026625
GPR143	-0.865666666666667
ZNF576	0.1915
TMEM39A	1.438
ATP5D	-0.9065
MAGEB3	-2.482
RPS5	-0.339333333333333
ANP32E	0.307714285714286
MTMR1	0.4165
YEATS4	-0.70525
SYNGAP1	-0.308
PCOLCE	0.488833333333333
MNS1	-1.72325
PCYT2	0.5245
ZNF182	0.12275
LAX1	-0.43325
SPPL2B	-1.3807
ELOVL5	-0.5081
PCDHAC1	0.437
B4GALNT1	-0.2825
BLOC1S2	-0.25475
ZNF673	-0.0231
ARHGAP21	2.2895
IRX5	1.5285
LRFN5	-1.06883333333333
FAM7A1	0.0175
RAB19	0.216
GINS1	-1.47225
ITM2B	0.4864
PAPSS2	2.43908333333333
OR5BF1	0.462
ACSL3	0.81575
KIAA1919	-1.03533333333333
GLT8D2	2.886
UTRN	-0.4475
CNN1	2.24925
HISPPD2A	-1.034
SDAD1	-0.05525
SIGLEC9	0.713
RPL35	-0.905785714285714
C22orf26	0.131
IMPDH2	-1.571
WDR69	-1.43325
SEC14L5	0.607
CLTA	0.64025
RP11-529I10.4	-0.6335
GPR37L1	0.176
OGDH	0.136166666666667
ASB13	1.25716666666667
ZFP14	1.877
ZCRB1	-0.536333333333333
KPNA3	1.0185
HSPA1L	0.55675
RHOC	0.977625
LOC554175	0.40225
PPP3CA	-0.3314
SLC1A7	-0.6047
ZNF529	0.8745
RBED1	-0.07675
DDB2	-1.14
FLJ11286	0.530333333333333
SPATA1	0.831
MKNK1	0.251666666666667
DYSF	2.04683333333333
ALKBH2	0.0995
NKD1	-2.98066666666667
C1orf174	-0.18275
PLEKHO1	1.3105
ASB10	-0.09725
RING1	-0.00866666666666667
NPC2	0.22125
AVPR1B	0.332
YTHDF1	0.0544166666666667
LMAN1L	0.8745
GSG2	-0.941
CEP170	-0.4388
RPS4Y2	-5.4535
MSH6	-0.8915
HECTD2	-0.062
ZNF556	-3.172
PLEKHC1	0.5464
AIRE	-0.145666666666667
BCL2L10	1.821
LMOD3	-1.1632
ZBTB8	-0.1104
FOXA2	-3.2408
SLCO2A1	0.2375
C3orf46	-1.23
PRDM16	0.4755
TMEM98	0.837
FRMD5	-1.055
PDE6C	-0.5275
C1orf216	0.504166666666667
EP400	-0.666142857142857
PTK2	1.79033333333333
RNF217	0.68825
NDUFA8	-0.759
ZFAT1	0.508
LAMP3	2.04233333333333
GLTSCR2	0.17725
NPW	-1.171
LLGL2	-0.0111
PPM1K	-1.06683333333333
C20orf177	0.6055
KIR2DL4	0.2511
NFKB2	0.77625
C21orf122	0.835166666666667
HESX1	-0.344
GPR114	-0.139333333333333
SLC25A35	-1.1675
GNAT1	0.476
ORAI3	-0.21925
FAM76B	0.1035
TMEM99	-0.143
TRIM29	2.5562
CDS1	2.5625
RHEB	0.6803
C4orf27	-1.39616666666667
RAB3A	-0.54975
OTUD6B	0.389
GPD1	-1.05925
CDH15	-0.946666666666667
NPM1	-1.65978571428571
TMEM117	0.6875
PRPS2	2.00375
GCK	-0.99
ADRA2A	3.11083333333333
TSPYL4	0.425666666666667
TASP1	0.748
WDR19	-0.515333333333333
C10orf38	2.1665
PDE4C	-0.395666666666667
FYB	-0.370090909090909
C1orf55	0.754166666666667
PPFIA3	0.9205
RAD18	-0.364
C12orf44	0.409666666666667
CRYBA4	0.0965
HVCN1	0.70075
TAF10	-1.36966666666667
C16orf48	-1.168
DEPDC5	0.443833333333333
LTBP1	0.013
MAPRE1	0.186625
FGF8	-0.003
C3orf52	0.677
SENP7	0.737666666666667
LRRK2	0.17675
RUNDC2A	-0.0055
KIAA0355	1.69566666666667
CPEB1	1.23625
PPEF2	0.3015
ABI2	-0.904666666666667
KIAA0317	0.173125
ATF1	-0.295833333333333
DYNC1H1	0.34025
DIP	0.69425
TMEM33	-1.03633333333333
POLDIP3	1.11225
C7orf24	-0.17125
GPR171	0.6765
CDC6	-2.76
PLD1	0.8855
ITFG2	0.2228
NDUFC1	-1.191
AKNA	-0.99275
NBR1	0.356
PKHD1	0.411833333333333
HPS4	-0.4254
MAFA	-1.4905
ULBP3	0.1855
DIRC1	0.4655
IMMT	-0.1135
C22orf13	-0.02975
CEL	-0.03875
MARK3	0.03525
ADAMTS2	1.09125
ARPC3	0.445
TMEM10	-0.166875
NPHS1	0.00125
BRD8	-1.39
WDR12	-1.13325
IDI2	0.305875
HOXD13	-0.9435
OR8G2	-2.03225
SLAIN1	0.42375
GABRQ	-0.184
NR2C2	-0.75225
NKTR	-0.806
TLE2	0.721
KIAA0892	-0.276
AURKA	-1.46327272727273
GPRC5C	-1.478
TBC1D9B	0.3665
PNPLA6	0.235666666666667
AP3B1	-0.59
NAG	0.062375
C11orf68	0.4445
AKR7A3	-0.2975
AHCYL1	-0.0899166666666667
COP1	-0.537833333333333
RPP14	-0.578166666666667
PCDHB18	0.55725
CDH24	-2.83275
KRT17	2.5158
LACTB2	-0.18825
DDX24	0.1505
PHACTR1	-1.0895
SLC35E2	-0.4635
LOXL1	0.451
IQSEC2	0.254875
RGSL1	0.008
PCDHGC5	0.665
MEGF10	0.753625
PRRX1	1.54966666666667
ASTE1	1.26783333333333
C6orf159	-1.1515
MYOD1	-1.858
GAA	0.68525
ZNF747	0.33975
KLRC1	-2.84375
IL1RL2	0.359
GDF9	-0.26725
GPR119	0.352
TRAF2	-0.475666666666667
HCK	2.73833333333333
BMP6	-3.564
IL8RA	0.3395
FLJ35848	-0.58125
EFHA1	1.3255
CDSN	-0.382333333333333
C14orf54	-0.4765
LSM3	-0.802
ZFP41	1.005
C9orf126	-0.981166666666667
VIT	-0.619
SPCS3	-2.6325
DEF8	-0.8193
CHAF1A	-1.99483333333333
C1orf165	-0.296833333333333
ZFPM2	1.459
FTH1	-1.3035
SLC35F1	-0.92025
YWHAH	2.18725
C17orf66	-0.194166666666667
ADRB1	-0.456333333333333
FOXL1	1.1145
RG9MTD3	-0.728833333333333
UMPS	0.130875
MGC13008	0.996
KIAA1161	1.7045
CCDC77	-1.8375
C12orf65	-1.3376
COG4	-0.814833333333333
RCP9	-0.168
RP4-692D3.1	2.472
CDC2L5	0.826
MGC7036	-0.621833333333333
DNAJC11	0.21525
GDF2	-0.261833333333333
TIMM17A	0.12775
HNRNPA0	-1.2541
OR2H1	0.07075
PCBP1	0.258
COL23A1	0.39875
LRRC2	-1.18642857142857
NSD1	0.0691428571428572
FLJ37078	-0.51175
WDR91	-0.0838333333333333
TMEM179	-0.13025
DSCR10	-0.59
CNDP2	0.116
FYN	-0.0745
BEX2	-0.707833333333333
KCND3	-0.2115
YPEL5	1.403375
LRRC42	0.461833333333333
C17orf45	-0.28325
ZNF649	1.0037
LOC150763	0.252
COL5A2	2.64366666666667
CNGA2	0.018
ELA2B	-0.72
RAB9B	-0.21125
FAM100A	0.89975
NAIP	-0.544357142857143
MYOZ2	-0.00737499999999999
SPATA12	-0.8905
XRCC4	-1.3465
CYB561	1.4411
CHST10	0.2145
BAI1	-0.9155
BRSK1	0.261333333333333
C17orf89	-0.33125
PDE6H	-0.157
FLJ20309	-0.4257
MAP7	1.664125
SCN4B	0.035
SPAG9	0.00212500000000002
SERTAD1	0.643
FLJ21963	-1.696
ANTXR1	1.5276
TMPRSS13	3.15316666666667
ETV7	3.50616666666667
DGAT1	0.443666666666667
NKIRAS1	0.462833333333333
TAC3	-3.87
CORO1C	0.601916666666667
RAD54B	-0.98175
HRASLS3	0.839666666666667
C21orf42	-0.42125
BARD1	-1.63016666666667
ZNF177	-0.335833333333333
MIP	0.8325
ZNF442	0.9095
F2	-3.497
GRIA1	-0.00514285714285716
GALNTL2	0.874
WNT5A	-1.2543
LENG9	0.054
hCG_25371	-0.785
FOXR1	-0.0105
TRA@	0.3197
PWWP2	0.9935
C1QTNF7	1.1685
SLC7A4	0.11
C4orf7	1.41275
C17orf80	0.251
KLK4	1.064
IL31	0.023
TMEM176A	3.476
CTNNB1	2.285875
BHLHB2	0.56
TMEM185B	0.849666666666667
ARD1B	-0.64425
C1orf93	0.5025
BRUNOL4	0.3095
LOC541469	-1.882
UPK2	0.0705
GAS8	0.016
PATE	0.6125
IMPACT	0.453625
WNK4	-2.643
HNRPLL	-0.0105
GAD2	0.29125
ITGA6	2.743
BMP15	0.0405
CYP2A7	0.230875
RIC8A	-0.032375
CCND1	1.08358333333333
USP35	-0.0365
DSCR2	-1.293
CCL4	4.14133333333333
ZCCHC10	-1.5585
NOL11	-0.30725
TRPM2	1.90508333333333
PSMD2	0.0958181818181818
CHTF18	-1.10375
USP18	2.28375
RRAS	1.20425
LAMC3	-0.033
TOX	-3.11866666666667
PCDH15	-0.1785
GABRG3	-4.102
NUDCD2	-1.71125
SGCZ	-0.698
KCTD17	-0.2428
SPSB2	-1.6225
TPPP3	2.1545
CILP2	1.31483333333333
CALB2	4.0015
CEBPZ	-0.194833333333333
ZNF479	0.34525
FMOD	4.5495
C21orf66	-0.416071428571429
CLN6	0.284333333333333
ANAPC1	-0.5795
SH2D3C	1.02325
PTPN14	1.363
TRIM42	-0.16925
APTX	0.0235
SNRPG	-1.03033333333333
BMS1	-0.92
MAGEA3	-4.0765
NFATC3	-0.573
LRRC45	-0.647666666666667
ARS2	0.0295
LRIG1	1.16716666666667
EPSTI1	0.731666666666667
PRSS27	2.7845
ERC2	-0.42275
PRKACB	-0.660285714285714
PRDM13	-0.2235
HCG27	0.7155
KLK12	0.8715
HSD17B7	-0.803666666666667
ZNF354A	0.70175
PCDH11X	0.645
DMGDH	-0.262
PCBD2	-1.31116666666667
TMC6	-1.236
RIMS1	0.12175
SF3B2	0.141666666666667
RCN1	0.613666666666667
CPB1	1.0635
BCAR3	1.23025
FCRLB	-0.963625
PAK1IP1	0.4465
OR10H1	0.1165
KIF9	0.023
PITPNM2	-0.155875
L3MBTL4	3.41175
TGFB1	0.5147
ZXDC	1.4105
SLC6A16	-1.12475
SRrp35	1.706625
LRRC8E	1.78975
PPIAL4	0.3015
EOMES	0.907333333333333
PAX2	0.1505
SCARF2	-0.68975
PSEN2	0.806083333333333
PCDHB13	1.2115
C10orf28	-0.314
DHRS7B	-0.0507857142857143
C1orf131	0.67575
ASB1	-1.0446
ZNF223	0.740833333333333
LCMT2	-0.00125
MEP1A	-0.912
TMEM53	-0.305
RSPH3	0.394
C10orf33	-1.1255
LOC644285	-1.11625
PTPN9	1.43316666666667
ABCA12	-2.4425
CCDC37	-1.0225
RUNDC1	0.2077
YES1	0.420833333333333
FAM120AOS	-0.162
OR5M3	-0.7535
PPP1R3F	-0.306833333333333
IL13	-0.127
MDFI	0.828
PRNT	-0.4835
ZDBF2	0.9415
OR10C1	0.163
CLIC1	-0.299333333333333
LILRA5	0.994666666666667
CSAG1	-3.89216666666667
TREML2	-0.540333333333333
FAM125A	0.076
ZNF74	-0.0865
FAM104A	-0.664125
LRRC39	-0.2525
SAMD5	-0.276
HYAL2	-0.358
HIST2H2AC	-1.182875
IGFBP5	0.229695652173913
NRTN	0.887333333333333
KIAA0556	0.2233
FAM29A	-1.5635
JMJD2A	-0.473
EPHB1	3.79375
POLD4	-0.28625
ANAPC10	-0.94725
LRRC36	-0.5055
MEGF6	0.236375
LPHN3	-1.43916666666667
BMP10	-0.2178
C21orf55	-0.1955
CREM	-0.5210625
PTGER4	2.08716666666667
METAP1	-0.1045
KCNQ1	0.415333333333333
NR2F2	1.247875
SSFA2	-0.856
CTTNBP2	-2.37175
BCL2A1	-1.10625
ZBTB24	-0.63375
SLCO6A1	-1.40333333333333
PRDM1	0.608
OR7D2	-1.1085
CCDC47	-0.2293
LOC646982	1.1065
SLC26A6	-1.27566666666667
BIN1	-0.6066
SRRM1	-0.871642857142857
PCSK1N	1.22225
ALS2	-0.4837
ECT2	0.799157894736842
CACNA2D2	-0.805125
DOCK6	0.741
C10orf119	-0.019
FATE1	-0.14425
DUSP23	1.37625
TRIP6	0.729142857142857
NUP35	-1.196
CDH3	2.63725
KLHDC8A	2.54075
C9orf116	-1.93175
EI24	-0.6775
CENTD1	0.398166666666667
RWDD2B	0.285666666666667
DOCK1	0.254
NPAS2	1.78925
NR3C2	1.5255
FAM63A	0.870416666666667
INPP5F	0.0728333333333333
FAM111A	-1.2838
MYBL1	2.01058333333333
IQGAP3	-0.481166666666667
CRADD	-0.784333333333333
DUSP12	-1.03475
PDZK1IP1	3.2165
VASH2	0.374
CTR9	-1.0445
VIL1	-3.00125
OR8U1	0.697666666666667
CCDC107	1.3795
PTTG1IP	1.0305
OR4X2	0.31225
COL9A1	-2.822
PSMD9	0.37575
ZFP62	-0.01375
TIP39	-0.97
PARP15	0.4435
TTC19	-0.148
C1orf114	-2.21683333333333
GFPT1	1.2785
SLC27A6	-1.545
MRPS10	-0.7778
CALML5	3.90583333333333
TRPM7	-1.6205
CGNL1	1.4555
CECR1	0.28825
SERPINB8	-0.818
TMEM102	0.03225
PDIA2	-1.50625
NUCKS1	-0.1365
HOTAIR	2.6545
EBI3	-0.0205
NXN	3.2055
ZMYND19	-0.287125
FOXJ3	0.645
EIF5B	0.0035
EIF2B4	0.523666666666667
LEO1	-1.30925
ZIC5	-2.08608333333333
IL20	-1.66583333333333
KIAA0415	-0.20675
FLJ37357	0.6995
TSPAN12	1.1735
ACTR3B	0.990125
TFAM	-2.36933333333333
IL17RD	1.740375
PARP12	1.389
KLHDC7A	0.449
KCTD4	1.39783333333333
GTF2H1	-0.572
FLCN	-0.0881666666666667
BIRC4	-0.46075
LOC790955	-0.37275
VKORC1L1	-0.02
CYP4F22	-0.611333333333333
TAS2R5	1.046
ZNF582	1.6465
HS3ST3B1	-0.403875
CTNS	0.76975
STK36	-1.603
MMD2	0.3655
RP5-1103G7.6	-0.7605
FLJ23356	-0.156
CRH	-0.63975
C1orf182	-1.07216666666667
ACP5	-0.4005
AMFR	0.6189
CA4	-2.3125
PLCB4	1.723375
MPHOSPH10	0.3335
UNQ473	2.46283333333333
G3BP2	-1.27408333333333
SR140	-0.103166666666667
HOXA2	0.3215
PYGB	1.423875
BAT1	0.441333333333333
DKK3	1.0595
DDX31	0.56625
TULP1	-0.53975
NHLRC2	0.47525
TNRC4	-0.703333333333333
ZNF430	0.298
TNRC6A	-0.11625
PLA2G1B	-0.294333333333333
RCHY1	0.167833333333333
GTF2A2	0.0385
MGC4294	1.1985
ZNF691	0.689
TACC3	0.03425
DNAJC5G	0.18775
LOC4951	0.54325
MS4A4A	-2.835
LOC152485	1.43
PPP1R2P1	0.50425
PPP2R5B	0.2265
RPGRIP1L	0.088125
SPOP	0.2231
PTPRF	2.51208333333333
MGC42090	-1.158
SUSD3	-0.4655
THOC4	0.314
MAML1	0.9351
FXR2	0.2945
TYK2	0.070375
MUC6	0.628666666666667
DNAJB7	-1.121
PIP4K2A	-0.886
MEX3A	1.34583333333333
RRP1	0.196125
TFAP4	0.742
CXorf41	-0.7015
MTMR4	0.7285
CTLA4	-0.5515
SNX9	0.592375
CIB3	-0.496833333333333
NECAP1	0.26375
PLA2G2D	-0.4363
GLMN	-0.374166666666667
DCLRE1A	-1.13575
PDX1	-1.6885
SAMD11	-1.44275
MRPL55	0.2352
TLR7	2.14825
TBC1D21	-0.107666666666667
SMAD1	0.4356
ACTRT2	0.24525
RIOK2	-1.0115
PDLIM4	-0.1635
SLC22A15	2.0645
ABHD13	1.6549
STX18	0.7769
CCPG1	0.0480714285714286
DCBLD1	1.39233333333333
SLC2A6	0.346
NOLA3	-1.12125
TRDMT1	1.99021428571429
IL17F	-0.3525
ATP1A4	1.40633333333333
OR52W1	0.1435
CFL1	0.8765
IL4	-1.1005
RBP2	0.761
CPSF6	0.45225
TTC8	-1.54566666666667
MUCL1	0.4075
EYA3	-1.3895
KRT38	0.4805
GNE	-0.27475
ZNF501	2.2515
SLC35A2	1.896125
CEP110	-1.331
MYF6	0.31
MGST2	-1.54383333333333
TRPV4	2.55716666666667
NEK8	-0.690666666666667
NOX5	0.438
NCKAP1L	-0.753333333333333
EMP3	-1.30433333333333
BPY2C	-0.2535
C1orf38	0.233875
ELOVL2	-2.423375
CBX7	0.353833333333333
OSBPL1A	1.32083333333333
ZNF589	-0.7905
ESCO1	-0.327166666666667
TRA2A	-0.23225
C3orf26	-0.20325
PHF2	0.97125
PID1	0.218833333333333
RFC1	-1.495
MTAP	0.143375
ADORA3	2.7565
LOC389458	0.23825
TRNT1	-0.81625
CRIPAK	0.026
RAI2	1.21583333333333
ANKRD44	-0.47125
GZMB	2.15475
NFE2L1	0.5475
STIP1	0.136833333333333
RASL11B	0.0795
NT5DC2	0.511333333333333
LRP2	3.33
MTDH	0.801933333333333
ARSG	-0.72025
HSP90AB1	0.731416666666667
CT45-6	-4.6825
ZNF483	-1.74725
LMBR1L	0.016
S100A2	0.4947
C2	-0.146611111111111
C2orf27	0.98175
EIF4EBP1	0.4585
GCKR	-3.41666666666667
PPP1R9B	0.06825
FER	-1.43825
SNRK	0.031
OR5M10	0.1505
UTP6	-0.261
CAPZA3	1.4145
FBP1	-3.02466666666667
TERT	-1.0355
CCL1	-1.008
FUCA1	0.517
ALS2CR8	-0.5435
KCMF1	0.377833333333333
SRCRB4D	-1.5795
OXCT2	-0.44
IL17RA	0.706
MPP5	-0.635
SPA17	-0.9455
FLJ10986	-0.371
GALNT14	-1.94575
CXorf27	-1.104125
NPLOC4	0.04725
RAB34	0.01
KRTAP3-3	0.668
ARSD	0.808333333333333
CPLX2	-1.875
PJA1	0.00575
WHDC1L1	-0.745833333333333
RB1	-0.504
MTMR15	0.0275
PHLDA2	-1.7603
GUCY2F	-0.01
MPV17	0.0163333333333333
SLC35D1	-1.0565
LYSMD3	-0.421
COL16A1	1.702
ERLIN1	-0.548666666666667
JMJD4	0.70975
HIST1H2BK	-0.527
TP53I11	1.6795
ST3GAL4	-0.8728
PF4V1	1.97416666666667
ALG8	-1.5255
REG1A	0.01675
MINA	1.04575
CYB5R3	0.630666666666667
HHLA1	-1.09325
MYST4	0.0561
VASN	-0.76925
UCHL5IP	-0.986
TFAP2A	1.760625
MGC9913	1.217
C9orf97	0.4955
LOC90379	-0.06575
PHF15	-1
ZNF169	0.329833333333333
KRT7	2.9293
GLIPR1L2	0.5745
LOC116236	0.3145
IQCF3	-0.096
RDH14	0.6365
HNRPK	0.131142857142857
RABEPK	-1.06616666666667
ISX	-2.474
CBARA1	0.9565
RAD51AP1	-1.74925
MLL5	0.128375
CXorf48	-4.504
SGCD	-0.2005
PHTF1	-1.127625
CA3	3.22875
CMTM5	1.0865
STX10	-0.229875
JMJD2D	0.089
P4HA1	0.414333333333333
GAB3	-1.03216666666667
DHRS4	0.326333333333333
COL4A1	3.219
C20orf20	-0.238375
OSBPL2	1.304625
PTTG2	-2.193
KIAA1688	2.146
STS	-1.14275
SHROOM4	-0.00533333333333328
KBTBD5	0.203333333333333
ALDH1A3	3.2736
BTNL2	-0.00666666666666666
TGIF1	0.196
ZFAND5	0.397125
ICA1	0.788125
NAV3	-1.82
FLJ12331	-0.913
EPS8L2	0.1756
MNT	0.677333333333333
ENTPD1	2.12625
OR51E2	1.567
STK11	0.102625
MX1	3.40575
TTTY9A	-0.636333333333333
CX62	-0.505
LOXL4	1.285125
EXOSC4	0.13125
PURB	-0.278071428571429
SETD1A	0.083
RELB	1.857
LAMB2	1.1115
HNF1B	-0.954
PNLIPRP3	-2.4735
C14orf139	-0.5075
UMOD	0.05125
GRIN3B	-0.37525
GPR25	-0.026
ZNF512B	0.27075
ATP6V0A1	-0.104125
SRA1	-0.960333333333333
ZNF615	1.862
ZNF768	0.05275
ZNF469	4.89025
DYNC2LI1	0.457
DNAH3	-0.2695
LOC387911	1.103
LOC554234	-0.7805
ARRDC5	-0.5315
TMEM59L	-1.23666666666667
MARCH4	0.9955
CNOT8	-0.6675
KIRREL3	-1.48766666666667
ADAM17	1.38625
MYOG	0.29
CPNE1	-0.672666666666667
AK5	0.56725
LOC204010	-0.24025
NDRG4	2.5755
LOC130074	0.47425
PIAS4	-0.2475
NCOA2	1.608
TEGT	-0.2414
USP5	-0.0845
ANKRD21	-1.98225
KIAA0692	0.0623333333333334
HAPLN3	3.75825
LZIC	-1.229
NRXN3	0.18075
CDKN2C	-0.290666666666667
KIAA0226	0.114333333333333
CYB5D1	-0.54975
WDR68	-0.255875
ABCB6	-1.3941
MRPS25	-0.38825
ZMAT2	-0.948
KRT25	0.412
RPL11	-0.023
GRAP	-0.479166666666667
LOC198437	-1.96716666666667
RORC	0.592125
RAP2C	-0.670071428571429
MXD1	-1.01975
AZI2	0.0968333333333333
NUAK2	-0.27075
AHSG	-5.51625
MANSC1	2.42625
IMP3	-0.0708333333333333
C2orf3	-0.383625
VSTM3	1.743
PCTP	1.6985
SIRT1	-0.88775
MANBA	0.1605
CD164	-0.045125
GFRA1	-3.9261
PRM2	0.377
ZKSCAN3	0.173
PLEKHG1	2.94875
TPRKB	-1.703
UBFD1	-1.65283333333333
CDKL5	1.16516666666667
HIST1H2BD	-1.79908333333333
INPP4A	0.327333333333333
BMX	-2.420625
PTPRU	0.697
LOC554202	-0.333666666666667
HOXC8	0.63075
IL12B	0.056
ADPGK	0.96425
ZNF418	1.1435
SIAE	-0.11125
CWC15	-0.01525
RP13-401N8.2	-0.2245
KLHL11	-0.69375
