Hybridization REF	TCGA-BH-A0B4-01A-11R-A00Z-07
DNAJC5G	-0.00425
LOC4951	-0.179
MS4A4A	-0.7665
LOC152485	0.859
PPP1R2P1	-0.197
PPP2R5B	-0.23725
RPGRIP1L	-0.731625
SPOP	0.7629
PTPRF	0.157416666666667
MGC42090	0.017
SUSD3	3.77375
THOC4	1.362125
MAML1	-0.1688
FXR2	-0.8715
TYK2	-0.3425
MUC6	0.1985
DNAJB7	0.1715
PIP4K2A	0.159142857142857
MEX3A	-0.4985
RRP1	-0.631
TFAP4	-0.3455
CXorf41	-0.0885
MTMR4	0.603166666666667
CTLA4	0.2945
SNX9	0.93075
CIB3	1.21766666666667
NECAP1	0.6455
PLA2G2D	-0.01
GLMN	-0.8365
DCLRE1A	-0.7125
PDX1	0.199
SAMD11	-0.13675
MRPL55	0.5055
TLR7	1.848625
TBC1D21	-0.117666666666667
SMAD1	2.1636
ACTRT2	0.15075
RIOK2	-0.57625
PDLIM4	-0.40575
SLC22A15	0.303333333333333
ABHD13	0.4392
STX18	-0.2749
CCPG1	0.218071428571429
DCBLD1	0.545
SLC2A6	-0.4995
NOLA3	0.138
TRDMT1	-0.9595
IL17F	0.105
ATP1A4	-0.955666666666667
OR52W1	0.2155
CFL1	-0.5255
IL4	-0.6715
RBP2	0.771666666666667
CPSF6	0.3845
TTC8	-0.0608333333333333
MUCL1	-0.346
EYA3	-2.547
KRT38	1.28725
GNE	-1.99775
ZNF501	0.3
SLC35A2	0.7805
CEP110	-1.1261
MYF6	0.271
MGST2	0.237333333333333
TRPV4	-0.168833333333333
NEK8	-0.328
NOX5	-1.1745
NCKAP1L	-0.775
EMP3	-1.528
BPY2C	0.391
C1orf38	0.053
ELOVL2	0.376875
CBX7	0.888083333333333
OSBPL1A	0.226666666666667
ZNF589	-0.90025
ESCO1	-0.624
TRA2A	0.394
C3orf26	-1.1855
PHF2	1.66833333333333
PID1	0.194166666666667
RFC1	-0.036375
MTAP	-0.41975
ADORA3	3.6105
LOC389458	0.643
TRNT1	-0.234875
CRIPAK	-0.97075
RAI2	2.26766666666667
ANKRD44	-0.54125
GZMB	3.637
NFE2L1	0.5525
STIP1	-0.734333333333333
RASL11B	1.164
NT5DC2	-2.60683333333333
LRP2	0.6755
MTDH	0.938333333333333
ARSG	0.079
HSP90AB1	0.02525
CT45-6	-6.089
ZNF483	0.03125
LMBR1L	-0.12275
S100A2	-1.6129
C2	-0.173666666666667
C2orf27	0.105375
EIF4EBP1	-1.33725
GCKR	-3.22116666666667
PPP1R9B	0.7835
FER	-1.42425
SNRK	1.06
OR5M10	0.28
UTP6	-1.14425
CAPZA3	0.67275
FBP1	3.05388888888889
TERT	-2.008
CCL1	-1.32
FUCA1	0.93275
ALS2CR8	0.547
KCMF1	-0.539083333333333
SRCRB4D	-1.7475
OXCT2	-0.254333333333333
IL17RA	1.0105
MPP5	0.294375
SPA17	-1.99425
FLJ10986	-0.4625
GALNT14	-2.168
CXorf27	-0.562875
NPLOC4	0.58875
RAB34	0.489
KRTAP3-3	0.00299999999999997
ARSD	0.9035
CPLX2	-1.5947
PJA1	0.68275
WHDC1L1	0.3865
RB1	-1.0907
MTMR15	-0.65
PHLDA2	-0.7133
GUCY2F	0.15
MPV17	-0.280166666666667
SLC35D1	0.2735
LYSMD3	0.117
COL16A1	1.6855
ERLIN1	-0.510166666666667
JMJD4	0.387
HIST1H2BK	0.37725
TP53I11	1.7375
ST3GAL4	0.9523
PF4V1	0.485666666666667
ALG8	-1.1565
REG1A	0.0825
MINA	-1.78925
CYB5R3	0.163083333333333
HHLA1	-0.3635
MYST4	1.697
VASN	0.03475
UCHL5IP	-1.135
TFAP2A	0.2088125
MGC9913	-0.885
C9orf97	0.056
LOC90379	-0.92425
PHF15	-0.240571428571429
ZNF169	-0.0413333333333333
KRT7	2.2368
GLIPR1L2	2.67925
LOC116236	0.535
IQCF3	-0.03275
RDH14	1.28816666666667
HNRPK	0.303285714285714
RABEPK	-0.0776666666666667
ISX	-3.614
CBARA1	0.32375
RAD51AP1	-1.69825
MLL5	-0.2645
CXorf48	-4.481
SGCD	0.522
PHTF1	-0.611125
CA3	1.698
CMTM5	-0.25825
STX10	-0.64125
JMJD2D	-1.379
P4HA1	-1.135
GAB3	-0.301666666666667
DHRS4	0.4105
COL4A1	2.7705625
C20orf20	-0.17825
OSBPL2	0.92325
PTTG2	-2.37775
KIAA1688	2.0335
STS	-1.170375
SHROOM4	0.627833333333333
KBTBD5	0.253833333333333
ALDH1A3	1.4415
BTNL2	-0.262
TGIF1	1.053
ZFAND5	0.36625
ICA1	1.17925
NAV3	-1.18216666666667
FLJ12331	-0.1885
EPS8L2	-0.4783
MNT	0.111333333333333
ENTPD1	2.1555
OR51E2	2.19775
STK11	0.65025
MX1	3.65075
TTTY9A	0.09225
CX62	-0.0365
LOXL4	-0.899875
EXOSC4	1.17025
PURB	0.0215714285714286
SETD1A	-0.627833333333333
RELB	1.15625
LAMB2	0.757333333333333
HNF1B	-0.481
PNLIPRP3	-0.6025
C14orf139	-0.4545
UMOD	-0.07425
GRIN3B	-0.43175
GPR25	0.659
ZNF512B	-0.13125
ATP6V0A1	0.09675
SRA1	-0.130583333333333
ZNF615	1.172
ZNF768	-0.25925
ZNF469	3.53575
DYNC2LI1	0.415666666666667
DNAH3	1.011
LOC387911	0.624
LOC554234	0.6015
ARRDC5	1.26475
TMEM59L	-0.728333333333333
MARCH4	-0.10275
CNOT8	-0.488166666666667
KIRREL3	-1.2415
ADAM17	0.5365
MYOG	0.176375
CPNE1	-0.9415
AK5	1.955
LOC204010	-0.21525
NDRG4	2.03825
LOC130074	-0.21725
PIAS4	0.5405
NCOA2	1.1605
TEGT	0.3157
USP5	-0.74475
ANKRD21	-0.06725
KIAA0692	-0.172833333333333
HAPLN3	1.34875
LZIC	-1.14075
NRXN3	1.828
CDKN2C	-1.24466666666667
KIAA0226	0.454333333333333
CYB5D1	0.049
WDR68	0.20025
ABCB6	-0.5504
MRPS25	-0.64275
ZMAT2	-0.358333333333333
KRT25	-0.151
RPL11	-1.021
GRAP	0.308
LOC198437	1.00133333333333
RORC	-0.30175
RAP2C	0.769285714285714
MXD1	0.1155
AZI2	-0.0735
NUAK2	-0.45825
AHSG	-6.395375
MANSC1	1.62525
IMP3	0.2455
C2orf3	-0.97525
VSTM3	3.4195
PCTP	0.08775
SIRT1	-0.0515
MANBA	0.42
CD164	-0.10475
GFRA1	2.2186
PRM2	0.86225
ZKSCAN3	-0.0155
PLEKHG1	2.75325
TPRKB	-0.78925
UBFD1	-0.459166666666667
CDKL5	0.8115
HIST1H2BD	1.43466666666667
INPP4A	-0.752833333333333
BMX	1.271375
PTPRU	-0.7165
LOC554202	-0.178833333333333
HOXC8	0.897
IL12B	0.556
ADPGK	-0.69775
ZNF418	1.245
SIAE	-0.446625
CWC15	-0.326
RP13-401N8.2	-1.5505
KLHL11	0.86375
DEDD2	0.26625
PSMB3	0.15
DDX25	-2.25125
ZBTB3	0.0413333333333333
GFRAL	0.0405
RPS25	-0.636666666666667
FAM57B	0.512833333333333
TESK2	0.254166666666667
DNM1L	-0.794875
ZNF207	-0.118833333333333
CLEC11A	1.658625
TOLLIP	0.46025
TMEM61	0.2975
DLK1	-3.1887
PLVAP	3.697
NOD2	1.424
SCMH1	-0.46675
FLJ40235	0.4065
HTR2A	-0.533333333333333
ARMC5	0.1385
FUT7	0.5005
PRELP	2.0049
ALKBH6	0.361833333333333
GYG1	0.498166666666667
POLR3GL	-0.026
COL8A2	4.5225
OR10A5	0.61975
C1orf187	-2.1615
TXLNB	1.11633333333333
C16orf68	-0.100333333333333
R3HDM1	-1.22725
C16orf75	-1.67775
BAALC	0.364375
TNP1	-0.01925
GAPDH	-1.54441666666667
COX7C	0.716
ERRFI1	-1.25683333333333
PGAM2	0.1265
FAM108B1	-0.62925
APC	0.521125
TLR2	3.431
SUCNR1	1.924625
ZNF233	1.47275
WFDC1	0.978833333333334
PSG11	0.9168
SLC39A1	0.807
PSAPL1	-0.1785
CDC42EP1	0.199
MECR	-0.49275
KIAA0101	-1.2427
MACROD2	-0.6697
MMP19	1.02666666666667
LOC202459	-0.323666666666667
VNN2	2.0825
ACCN3	-1.6245
TIMD4	0.865
RNASE8	1.2155
CCDC7	0.2985
SULT2B1	1.4555
ME1	-0.90625
MGRN1	0.41325
MRPL30	-0.654875
IVL	0.0405
CALM1	1.40675
PLEKHA6	2.3014
B4GALNT2	-0.039
PGDS	4.157
C8orf33	0.94975
TMEM56	-1.23083333333333
CKM	-1.17433333333333
ESR2	-0.103
ACOT8	-0.0615
AGTR2	0.777666666666667
LOC155006	0.516
BC37295_3	1.214
EPM2AIP1	-0.0346666666666667
PZP	0.992
RPS9	0.774166666666667
C18orf51	-2.01475
SIVA1	0.8771
HEATR2	0.277
CD3E	-0.417583333333333
C20orf142	-0.2345
PGLYRP3	-0.3365
CCDC139	-1.09925
GPS2	-0.786833333333333
NOL14	-0.964
LRTM2	2.1605
TRIM36	1.35225
TP53RK	0.4328
FBXL13	-0.9925
RUFY2	0.211
C11orf70	1.87266666666667
HSPB9	0.2585
GJA5	3.43625
HGF	-0.766
EPHB4	-0.3045
SOX18	1.17775
IFRG15	0.6065
SERPINA10	-3.52825
WDR23	-0.052125
REEP2	-2.1775
CDK3	-1.1985
HSPA12A	0.17475
ARL8B	0.5895
SATB1	-0.177666666666667
PPM1D	-0.506
VPS45	-0.360333333333333
TP53BP2	0.00874999999999999
GJE1	2.0005
CACNA1G	0.06475
VGLL4	1.053875
GNPTG	0.589
ROS1	-2.4845
C21orf128	-0.05
BMP8B	0.918
SLC5A4	-2.999
SLC6A3	0.0932
C16orf53	0.544
TMEM81	-1.018
APC2	0.4238
SYAP1	0.96475
C6orf54	-1.113
ZBED5	-1.2887
PVR	-1.1905
LTA4H	-0.0423333333333333
CCDC24	0.0524
MAGEA4	-4.38183333333333
IFIT3	2.92
MYADM	1.556625
C21orf82	0.269
PDE3B	-1.90725
TMPRSS11A	4.65725
PGK1	-1.41005882352941
CCL13	4.25266666666667
DERL3	-0.591666666666667
MLXIP	-0.632666666666667
PLOD1	-1.539875
MTFR1	0.8448
NPDC1	1.93316666666667
GPAA1	0.189
LTV1	-0.55
RYR3	0.02675
C7orf46	1.81275
VAMP2	0.12875
RNF135	1.4786
SUPV3L1	-0.19925
FIBP	0.161375
ADAMTS18	0.669166666666667
RNF25	0.111
SOS1	-0.2445
PLAU	1.32925
MATK	-2.48125
EHF	6.688
CTNND2	0.322875
PTEN	0.914928571428571
ZNF189	0.882
SLC28A3	1.571
GUCY1A3	3.78675
SETD2	-0.2818125
ROGDI	0.55225
TICAM1	0.4179
RASSF3	1.0965
PACSIN2	-0.626666666666667
SERPINB5	-1.01575
PRKCDBP	1.063875
TFDP3	-0.567
LGR6	1.713625
RFX5	-0.730833333333333
OR52J3	0.4185
PTPN18	0.77675
ZBTB34	0.324875
KCNF1	2.8685
SYNE2	-0.0192142857142857
SLC22A4	-0.837
NETO2	-0.89875
VCPIP1	0.84025
LDHD	-0.24875
ESX1	-3.9675
SQRDL	1.953
GALK1	0.42825
SERPINA6	-3.7395
HD	-0.51275
ASCL3	0.0795
FBXL6	0.71775
FABP7	-3.6415
MAGEC3	-0.6815
KLC4	-0.5185
CD1D	-1.108625
PRAM1	1.58575
EIF3B	0.223642857142857
DSCR8	-6.25775
FLVCR1	-1.37575
KIAA0141	-0.717
PROM2	3.55433333333333
ALOX5	1.541
GPR162	-0.796
LYRM2	-0.460125
RNASE6	-0.21225
HES5	2.558
GJA1	3.348625
MRPS14	-0.3365
HMHB1	0.14325
TAF7	0.16475
BTNL9	0.1883
SFXN2	0.10675
VEPH1	-2.6125
GK2	0.138833333333333
AMBP	-5.082875
KIAA0953	-0.4855
XAGE5	-0.518833333333333
CCBP2	-0.0635
TGM2	-0.281833333333333
ZNF202	-0.4415
ACTL6A	-0.232833333333333
SLC23A2	-0.7008
ARHGEF7	-0.363333333333333
LOC728635	-0.0525
CRYM	-1.803
PKD2	0.3995
MANBAL	0.4405
LIN54	-0.47125
ACTL7B	0.3575
OR4D9	0.836
KIAA1683	-0.594625
ZNF704	1.7725
TCP10	-0.604428571428571
MAGEB18	-0.357
DEFA4	0.0368333333333333
ZNF197	-0.338
PTOV1	-0.290666666666667
RNF208	0.499
CMIP	0.206166666666667
TRDN	0.269
UCHL1	0.693625
APOL6	0.4117
PLK1	-1.4775
NPHP1	0.786333333333333
NDUFA11	0.2175
DAB1	0.063
RTN4R	0.014
PUSL1	-0.5105
SYT2	0.06925
ANXA13	1.48275
RFTN1	0.16425
ATP8B2	-0.507833333333333
VN1R2	-0.0365
OR52E4	0.146
NPPB	-2.81366666666667
ZNF148	0.606875
ZNF141	-0.396
IKZF1	-1.846
PSMC2	-0.90775
GGA3	0.212166666666667
LPGAT1	0.691583333333333
SEC16B	0.143166666666667
C5orf38	-0.774833333333333
THOC2	-0.5846
SLC16A12	-0.570333333333333
ALK	-0.54175
DACT3	1.68466666666667
CACHD1	-0.723
GAN	-0.09775
EXOC6B	0.6525
HIST1H2AE	1.09375
VAMP1	-2.41125
SRI	1.10808333333333
AKAP14	-0.427
HLA-E	1.5276
SLC25A32	0.760333333333333
FLT3LG	-0.215166666666667
ATP1B1	0.63225
WDR1	0.092625
SWAP70	0.56325
TRIM31	-0.36075
ARNT	0.5075
ZNF596	-0.3115
CDKN1B	0.495583333333333
FOXC1	-1.263
SEMA3A	-3.0575
LSM14A	0.316416666666667
STEAP3	-0.9265
ABCA1	0.946333333333333
PLSCR2	0.433833333333333
EDC3	-0.549416666666667
THBS3	0.927
C15orf43	0.124
GMCL1	-0.440833333333333
C9orf71	0.52075
MGAT5	0.093
LOC402164	0.231
TSPAN8	-2.9465
DYNLT1	1.212875
IGSF1	-0.67175
TMEM143	-0.24075
FLJ25006	-3.623
ATP13A3	0.251333333333333
C3AR1	2.44325
CADM2	-0.1476
EFNA4	0.9785
HAO1	-0.338
TWF1	-0.0548333333333333
MRPS17	-0.3265
MYH9	1.04983333333333
C9orf9	0.7145
C17orf79	-0.204333333333333
FSCN3	0.44625
BDKRB2	2.12616666666667
PCGF6	-0.573166666666667
RAP1GAP	-0.64525
TAS2R41	0.174
DCLK1	-0.299777777777778
DEFT1P	0.102
TAF2	1.21583333333333
COPZ1	-0.07025
KATNA1	-0.3395
STIM1	0.2135
TBX2	0.1485
RPS4X	-0.345461538461538
MARCH8	0.397833333333333
DHX33	-1.27733333333333
TMEM161B	-0.918666666666667
SYPL2	0.2235
ADCY5	0.59825
SRPK3	0.00262499999999997
CXorf9	0.85175
REC8	-0.755625
CLP1	-0.0297
MGC52498	-1.241
DUOX2	0.183
C6orf150	1.10725
TSC22D3	2.00475
CASP8	-0.889
PRKD3	-2.3939375
CFH	2.4545
TRO	-0.6675
NRIP1	2.09275
ZNF707	0.8365
TBC1D22B	-0.245166666666667
HYI	-0.404
COX7B2	-0.04575
GPR52	0.42775
CASC3	0.675785714285714
METRN	0.94275
KRT3	1.085
ARF1	0.442142857142857
C1orf111	0.38275
MOG	0.0005
C6orf50	-0.414
MGC12966	0.378
ATP7A	1.1465
NOTUM	-2.50833333333333
LOC342897	0.1695
ITSN2	0.3345
GIP	-0.0145
LOC89944	-1.19966666666667
UBXD8	0.843125
GYPE	-2.0385
JAG1	1.5595
RLBP1L2	0.649
HIST1H2AL	0.329625
PAPPA	-0.6004
CYP4F8	0.5915
TRH	0.30225
DCTN3	0.2723
NT5C	-0.1485
HTR3C	-0.038
VPS41	0.705625
KIAA0174	-0.3747
ANKS6	-1.401125
MPV17L	0.011
MT1M	1.345
DTX1	0.57325
LOC146325	0.234333333333333
ZNF639	0.126833333333333
CACNG4	1.7774
TNNC1	-1.81275
MGC27345	0.112625
CASD1	0.2556
HOXD4	0.3485
SMC4	-1.17776470588235
TTC35	1.0175
CTXN1	0.3965
RGS19	0.3025
SFRS3	-0.393166666666667
TRIM43	0.3205
HLA-DQB1	3.61475
NUPL1	-0.2868
NRAS	-1.506375
RPL22L1	-1.09175
ZNF138	-0.894833333333333
FBXW2	-0.0961
SIX3	1.03866666666667
HDAC9	-0.460666666666667
OGG1	0.1355
APLP1	-0.873333333333333
OR7A5	0.206
DLX4	-0.22125
TUBA1B	-0.353166666666667
CRY1	0.685
C12orf29	0.10125
MGC70863	-0.0598636363636364
OR1D2	-1.173
C1orf25	1.134
CUZD1	-0.6795
PUNC	-0.65
SCAND1	0.852666666666667
MYT1	-1.145
MPND	0.75025
GOLGA1	0.5219
ZBTB43	1.177
VAPA	0.716
C4orf36	-0.159
STAP1	0.4375
SLC34A1	-0.3045
PIK3R3	0.5865
TGM5	0.2685
USPL1	-0.2604
FBXO40	-0.15
BRF1	0.3007
CCL27	-1.124
hCG_1657980	-0.213
PFN2	0.4863
MYBPH	-1.993
PPP1CC	0.1066875
CDCA7L	-2.5995
KCNB2	0.519
C20orf151	0.6435
USP13	-0.29425
RCOR2	0.5335
FBXW4	0.766333333333333
WT1	-4.61883333333333
TAS2R46	0.2705
STK38L	0.838833333333333
LEPROT	0.180875
DDX42	0.49325
TXNRD2	-1.06533333333333
TNFRSF4	3.453
KSR1	0.295
SLC27A1	0.706
POU5F2	0.512
SLC22A11	-0.1505
C8orf32	1.25033333333333
ZNF236	-0.197214285714286
GABRB1	-4.80875
LRRC29	0.699
FBLN1	1.33090909090909
MRRF	-0.479166666666667
RP1	1.076
MARVELD1	1.14775
AFF4	-0.483785714285714
C17orf54	-0.2105
RAF1	-0.301
SUB1	-0.373333333333333
MRPS33	0.5635
ZIC1	-2.7457
ARL10	0.4465
RAG1AP1	0.513666666666667
P2RX5	-2.7971
NCR3	0.8905
LTB4R2	0.6995
HLA-DPA1	4.83975
FKBPL	-0.0403333333333333
JAKMIP1	-2.2115
SNX4	0.927
CD248	2.3005
CCR2	-0.6265
LOC401152	0.300833333333333
SH3KBP1	-0.4835
LMBRD2	-0.390071428571429
WDR51A	-1.20766666666667
SYT15	0.0557
SMOX	-1.20925
NACAP1	-0.41975
DRD2	0.341166666666667
COPS2	-0.1235
FCER1A	4.44525
TMEM112B	-0.76
SUGT1	-1.3655
CALR	-0.45625
DPY19L2P4	-0.102
ADRA1B	0.12125
LTB	3.54425
SNRPD1	-0.34575
NCAPG2	-1.6955
KCNMB1	2.41066666666667
ITGAV	0.7465
LENG4	0.040125
C13orf16	-0.0995
C20orf3	-0.1935
PIP5K1A	-0.7515
PCNA	-2.33175
C1orf34	2.6375
MMACHC	-1.18275
BEST1	-0.170166666666667
REV3L	-1.356
ZRANB1	0.257
AVPI1	-1.435
ATG5	-0.044
SARM1	1.258
RGS7	-2.062
HMP19	0.752166666666667
SGTB	-0.579666666666667
FEM1A	0.7545
C1orf122	0.2445
MYCT1	3.1145
GM2A	-0.413875
ZCCHC7	0.382214285714286
MYH10	-0.900625
DKFZp761B107	-0.567
ADAL	-1.10525
OR10J1	0.2445
TMEM9B	1.1505
DNAJA1	-0.21325
SCGB1D4	0.448
LRRC50	-0.033
PRKX	-1.02475
NUDT14	1.306
PCTK1	-0.753727272727273
ARG1	-4.4425
KIF2C	-2.38075
GFM1	-0.086
RAB11FIP3	0.427
HBD	-1.75066666666667
NPR3	-0.8833
IRAK3	1.45783333333333
OLAH	-0.8565
CYB561D2	0.376
CNNM4	1.67775
MYO5A	-0.8319
SIPA1L3	1.88833333333333
ADAM10	0.20625
LIPA	1.16566666666667
NAP1L4	-0.4362
MRPS22	-0.49275
GNG4	-0.337666666666667
PSG5	1.79133333333333
PPP2R2C	1.3161
P2RY12	1.543
SLC6A13	-0.31875
AGPAT4	0.0513
C6orf199	0.16075
FAM53C	-0.7545
TPM1	0.862727272727273
PYHIN1	1.25983333333333
LINGO1	2.0305
CIDEC	0.168833333333333
CRIM1	0.3501
DHTKD1	0.11525
ZNF546	-0.263416666666667
CD300LG	0.4572
SFRS2IP	0.263166666666667
FLNB	0.413
NOC2L	-0.681
SPINK7	0.44225
CRTC2	-0.13525
HMG4L	-1.63675
C14orf162	2.1865
CCDC123	0.61375
HTRA3	3.475375
SPTBN5	1.3885
C1orf77	-0.640583333333333
TAF1L	-0.963
WDR78	1.1665
WDR49	0.091
SIN3A	0.7075
ECSIT	0.344833333333333
VSIG4	4.2695
DIRAS2	0.7988
TXNL1	0.0615
MTERFD3	0.90125
CCNYL1	-0.56875
CISD2	-0.329
OR5C1	0.1315
OBSCN	-0.80975
GBA	0.344166666666667
SLC9A11	0.229
C6orf64	1.42225
ESD	-1.399
CYYR1	2.29033333333333
PNRC1	-0.7515
FCAMR	0.5
PPIA	0.3585
VDAC1	-0.816125
TRIB1	2.504
NT5C1B	-0.2045
CLDN17	0.5295
ICOSLG	0.092625
RGR	-0.0448571428571429
DSG1	0
TMEM27	-1.62275
C1orf69	-1.02425
PRAP1	-1.46075
DQX1	-1.496375
C20orf46	-1.637
NHEJ1	-0.827333333333333
DNAJC18	-0.29775
MANEAL	0.292666666666667
MTBP	-0.39825
S100A6	-0.389
ABHD7	2.8645
NEDD1	0.140833333333333
TINF2	0.92475
SLC7A10	0.6455
KIAA1875	-0.518666666666667
TMEM20	0.264
COX19	-1.049125
SPRR1A	0.637833333333333
SCEL	-0.230857142857143
CCDC70	-0.258
CRISP2	-0.277
ILF3	-0.767444444444445
NTRK3	1.0115
B3GNT1	-0.556666666666667
LARP6	-0.591333333333333
FBN1	1.1152
ZNF621	0.19725
JOSD1	-0.4906
SNX14	-0.46175
INHBB	4.15066666666667
TBL2	-0.70975
GUSBL1	-1.98283333333333
TXLNA	-0.0920833333333333
PEX6	-1.95466666666667
DDEF1	0.704083333333333
TMEM187	0.4175
AIP	-0.0265
MCEE	-1.1875
LGALS14	0.09625
TNFRSF13C	-0.7915
CTNNA3	-0.120333333333333
HSDL1	-0.6945
LAMA5	-0.06
KIAA1853	0.0035
PMS2L11	-1.3995
AKAP4	0.168
DIS3L2	0.009
ZNF292	-0.071625
TBX15	2.206
CTCF	-0.278
FAM19A3	0.231
FUT10	-0.07225
KIAA0746	-0.7935
KRT81	-0.0755
ALDH3B2	0.7945
MOGAT2	-1.5755
M6PR	-0.1805
COASY	0.2975
CCND3	-0.818071428571429
LAMC1	0.47375
CLASP2	-0.324785714285714
EIF2AK3	0.60475
SMYD2	-0.125166666666667
PBX3	0.168
TMPRSS2	2.96316666666667
OR10R2	0.363
ZNF761	-0.0196666666666667
MED30	1.1825
ZNF629	0.491375
CORO6	-1.20775
FLJ10154	-0.995
FAM123B	-0.5925
ANGPT1	-2.3661
MED23	0.073875
LOC255374	-0.4185
SEMA6A	-0.2173
HSD11B1L	0.0956666666666666
GMEB2	-0.310666666666667
PSMD14	-0.411
FLJ10213	-1.9395
PDCD2	-1.4995
MAST1	-0.755
EPHA1	0.3085
XCL2	1.462
EIF4G1	-0.319666666666667
UBE2D1	0.3035
RAB39B	1.92616666666667
IDH3A	-0.1475
CREB5	-1.508125
FLJ21511	0.392
ANGPT2	2.3165
RANBP3	-0.0389
DYRK1B	1.22233333333333
HLA-DRB6	0.6025
FLJ11292	0.015
NMRAL1	0.593
ATP6V0A4	0.2925
FGFRL1	-1.248375
GZF1	-0.1757
TMSB4Y	0.5085
RBKS	-0.011
PHLDB1	0.68625
SEC23A	-0.4515
MLX	0.8263
TPD52	2.6015
CPNE8	-0.281083333333333
DACH2	-1.2755
PSMA4	-0.187857142857143
C1orf149	0.5096
PGM2	-0.612
ROCK1	0.800142857142857
TAGLN	3.2101
PTPRK	0.839166666666667
TPSAB1	4.563
GPR82	0.893166666666667
ZNF45	0.116875
ZNF610	0.653
TK1	-0.156888888888889
LETM2	0.055
KLF1	-2.82625
SAP30L	0.08525
KCNK2	1.36916666666667
SORCS1	-2.46833333333333
VEZF1	1.470875
DNM3	1.7865
GIT1	0.2705
OR4K1	0.23925
LSM11	-0.9841
C7orf10	0.290333333333333
MMP28	1.635125
ZNF394	-0.53925
DPF3	-0.178333333333333
FAM35A	-0.4145
ODF2	0.0915
TREX2	0.1095
EPB41	-0.9129
PRKRIR	-0.839833333333333
MED4	-0.14575
C11orf21	0.157166666666667
ECM2	4.19875
SHCBP1	-2.5796
TRABD	0.00549999999999997
COTL1	-0.39335
CLEC3A	5.375
TNC	-1.560875
ZNF659	-0.8205
C22orf30	-0.3125
C13orf7	-0.1605
PPP1R12B	1.097
SOCS7	0.037125
MARCKS	1.8305
SACS	-2.39576923076923
TTLL12	0.2915
PPARA	-1.19795
LAYN	2.097
FAM83G	-0.29
MOSPD3	-0.35925
PSMG3	-0.1481
ATP1A2	-0.15175
KIAA1702	0.286
FAM12A	0.729
PLEK2	0.67675
TG	0.5985
OPTN	1.404
HDX	0.828666666666667
MAPKAPK5	-0.436833333333333
DGKG	-0.84
AFAP1L2	2.52525
C14orf49	-0.137
ZFP91	-0.214083333333333
ZNF428	0.7475
OR5B12	0.888
IFNA17	0.3205
BTC	1.936
MAP2K5	-0.9735
TADA1L	-0.58225
IGF2	-1.12375
PROK1	-0.06325
ATAD2	-0.563384615384615
DMN	0.9102
NPEPPS	1.32168181818182
SLC2A12	-0.640416666666667
CD80	0.896125
GPR77	0.186
PHF6	-0.106333333333333
FAM47C	0.5735
HOMER2	2.14316666666667
C10orf91	0.015
DNMT1	-1.043375
HTR1B	0.1335
SMARCD2	0.64725
BRIP1	-1.09633333333333
WIPF2	0.850136363636363
ZNF283	-0.610125
PLXDC2	3.37358333333333
SBF2	-0.255166666666667
CDH9	-1.788
SLC7A5	-2.79675
DLG7	-1.50966666666667
T	0.3512
NFIB	2.14885714285714
CAPRIN1	-0.00341666666666667
ETFDH	0.462
SLC15A1	0.003
LRCH2	-0.573
GSPT2	-0.460333333333333
NAT9	0.82525
MB	2.373125
LIFR	-1.106
ZC3H12D	-0.489125
CYP4Z1	3.566125
DMBT1	-0.63975
KCNAB2	-0.760833333333333
MXI1	-0.291666666666667
EIF4A1	-0.2883
SPTLC2	0.9855
TTC28	-0.276375
MAGI2	1.21525
EXPH5	3.07816666666667
PERQ1	0.3345
NLRP2	-3.061875
NELL1	-0.0795
MAP3K2	1.133
IFNK	1.3335
PCDH19	1.723875
LEPROTL1	0.407
CLINT1	0.2605
C2orf54	3.8005
POLE2	-1.42825
SLC16A13	0.1065
NIN	0.406625
PLCL1	1.28816666666667
DDIT3	-0.77725
GPR152	0.25
HOMER1	-0.646
MCM9	-1.49025
OSR1	1.446
BPIL1	-1.4705
CHRNA4	-0.164
HSPA5	-0.4331
RAB40A	-0.896
ALDH8A1	-0.7561
PRRG2	2.056
RALA	1.1068
SAP30	-0.54675
XPA	1.2765
ZBTB9	0.777666666666667
SPDEF	2.4485
APOBEC3H	0.965
GNPTAB	0.1405
ABCC10	-0.256
INSL4	-2.9535
PFDN6	-2.21425
RPA1	-0.96625
TROVE2	0.34775
C12orf35	0.51025
PLEKHM1	1.17183333333333
FNDC3A	-0.702166666666667
MGC61571	-0.36075
WNT10A	-0.20425
SPIRE1	-0.0503333333333333
MICB	-0.114928571428571
ST8SIA3	-1.1774
MYL7	-0.0185
IAH1	0.60975
MBD3L1	-0.31575
KHDRBS3	-0.616
PMS2L5	-1.33333333333333
SLC30A10	-2.921
UBE2E1	-1.43933333333333
MICAL2	0.296125
GEMIN7	-0.42925
PPIF	-0.342928571428572
PRR15	2.15783333333333
COL14A1	1.5125
MTRF1L	-0.9797
ATP8A1	0.233
ALOX12P2	-0.911
MTHFS	-0.4725
CSAD	-1.36483333333333
RECK	-0.4278
ABAT	-1.1971
TRIM54	-0.35525
VPREB3	0.4225
KIAA1333	-0.862666666666667
EGFL6	3.03333333333333
C1orf14	-0.16725
RAB3IL1	1.0165
LHX6	1.38966666666667
GBP6	0.255
hCG_2028557	-0.5175
JARID2	-1.01475
OR5J2	0.5365
