Hybridization REF	TCGA-A1-A0SE-01A-11R-A084-07
C8B	-2.522
SASS6	-0.73675
PREB	-0.5845
OR3A3	0.529
TUBA8	0.7455
IGLV2-14	-1.2725
STIL	-2.26675
ANKFN1	-0.827833333333333
NME7	0.3135
HOXC12	0.0265
UBE2C	-1.174625
FHOD1	-1.2635
CDK2AP1	-0.256666666666667
OR6K2	0.2535
DHPS	-0.4715
RPL5	-0.197916666666667
TRGV5	0.583
LOC541472	0.118625
HCCS	-0.3769
DENND1B	1.1745
LHX3	0.262
OR5D16	0.3235
CXorf57	-0.411
IRF2BP1	0.76325
NDST2	0.568833333333333
LCE3D	0.3115
BOLL	0.214375
SYT3	-0.812
PIH1D2	0.204
C20orf7	-1.21233333333333
IL1R2	0.283666666666667
SLAMF9	1.2945
PPME1	-0.06425
PIK3CA	0.275
TRAPPC1	-0.31325
COLEC10	-0.9645
SLC9A6	-1.1025
PDDC1	-0.332416666666667
CCDC53	0.34575
GK3P	-0.6645
DAZL	-0.9475
BRI3	-0.1585
SDK1	-0.490125
CYP2C18	0.03375
IFI44L	1.873
RPL3L	0.5665
FUT9	0.442
KIFC2	-0.177
PMP2	-0.211375
SLC4A9	0.197
PLAG1	-2.199
MYCBP2	0.435333333333333
OR4E2	-0.5455
CCDC65	2.995
C16orf82	-0.207375
ENTPD4	0.60875
BRP44L	-0.6385
PMP22CD	0.000250000000000014
TMCO4	1.422
KCNN1	-0.613333333333333
WDR35	0.54525
CCDC80	2.828375
C3orf31	-0.82925
SLC7A9	-0.3255
TMEM190	1.00575
DBC1	-0.816333333333333
FADS3	-1.56633333333333
PDZD8	0.0135
GRM5	0.2465
AZGP1	3.8221
PEX3	-0.511
MED1	-0.190142857142857
ATG4C	-1.49083333333333
HNRPH3	-1.350125
FAM109B	2.743
C4orf17	0.2275
CA10	-0.10225
OPRD1	-0.2595
CCL16	-1.50425
SACM1L	-0.97025
CST6	4.66625
CD63	0.9636875
LGI1	-0.39175
ZNF784	0.7365
CRYBB1	-1.7055
CX3CL1	2.02505
TOP2A	-1.89
GYPB	-3.8415
GADD45GIP1	-0.86225
FEN1	-2.0505
IGF1R	1.1045
WDR72	-0.0065
PURG	-0.297
DEFB126	0.27575
PKD1L1	0.961
CAV1	-1.5411
GNPDA2	0.7627
DGAT2	-1.27725
NLGN1	-3.58275
STRBP	0.445375
HPRT1	-1.43516666666667
FANCI	-2.032375
PSMA7	-0.430625
DBF4B	-1.12816666666667
TTF1	-0.40375
RAD54L	-2.822
ELOF1	-0.18725
PLAGL2	-0.55075
ZNF256	-0.03
HMGCL	0.849
MSI2	-0.3085
RPESP	0.221333333333333
C11orf60	0.6005
ABCD1	-0.708
ACAA1	0.2588
SPARCL1	5.57478571428571
IL6ST	2.0578
ZNF319	0.37975
TMEM109	-0.2397
FAM90A1	0.822666666666667
IL22RA1	-0.4835
ATP4B	-0.002
TEC	-1.1475
C7orf30	-1.162
TXNDC2	-0.592666666666667
ABCB4	-0.62525
KIAA1191	0.74175
C9orf38	0.1695
SFTPB	-0.00137500000000001
CNTNAP2	-0.804916666666667
FRK	1.428
TBX19	0.3
CHD4	0.22175
C6orf26	-2.26633333333333
MOSC2	1.777
IKBKE	0.676
HIF1A	-2.25683333333333
LOC595101	-0.134
RELA	0.302666666666667
TMEM16B	-0.892666666666667
ABHD12B	1.8825
TSEN34	0.729
KIF18A	-2.13725
TXNDC9	0.0136666666666667
SPATA2L	0.5815
SEMA4G	-0.4655
C21orf91	-0.944
MATN1	-0.133
KCNIP4	0.1525
TUSC1	2.213875
OR4C15	0.19625
ARMCX6	1.00366666666667
WBSCR27	-0.0533333333333333
OR52I2	0.1155
KIAA1604	-0.48075
DYNC1I1	-0.8985
PPP4C	1.01625
SLC47A2	-1.27033333333333
TREH	-0.194375
CD48	1.46683333333333
ST14	1.04433333333333
PKN1	-0.4185
SPON2	2.5215
XBP1	2.55083333333333
SFRS12	-0.925333333333333
EFCAB6	2.9475
SELT	-0.01875
SLC39A2	0.8165
ERF	-1.08133333333333
ARL3	1.099
SURF6	-0.7166
MLLT10	-0.150952380952381
FLJ11171	0.172166666666667
TDGF1	-4.57883333333333
ERCC6	-0.47225
EIF2AK4	0.71825
BAZ1A	-0.073
LRRN3	0.551166666666667
TMC3	0.5675
EFTUD1	0.0575
PTPRO	-0.217
CLEC12A	-0.1125
ACBD4	0.47525
ZDHHC14	-0.514375
OTUD7B	1.475125
ACTB	0.625
MSRA	0.203
LCE5A	1.013
IFI35	0.29575
BSCL2	-0.193
ANKRD12	0.4085
CFHR2	0.1955
RGAG1	0.428833333333333
HSFY1	0.2015
SLC30A5	-0.00383333333333334
IMPG1	-0.009
GPR109A	0.697
ZNF185	1.03
IYD	0.222
NPCDR1	0.384
SERPINA13	0.478
HMGCLL1	0.62225
NEUROG1	0.9835
UBQLN1	0.050625
LIN37	0.11875
SOCS2	-0.374125
DSCR4	-1.85275
XKR6	-0.1105
GPR142	0.442
KRTAP13-3	0.0845
CCDC15	-0.5185
MOS	0.428
CD1E	-0.533
OFCC1	-0.115333333333333
FAM83D	-2.2805
SRFBP1	0.2225
C9orf96	-0.2925
DHDH	-0.066
CCDC90A	-0.8285
RABL3	0.51335
CD320	-1.70916666666667
ANGEL2	0.480833333333333
MRPL21	0.60725
SMG6	0.182
INSR	1.943375
FLJ14816	-0.4365
GLRB	0.763
C9orf89	1.34525
CIZ1	-0.22875
URG4	0.0516666666666667
LRDD	-1.504
CBY1	1.67683333333333
NFX1	0.399
MTERFD2	-0.526
C19orf23	0.074
PGC	-2.388625
IER3IP1	0.108
RASAL2	1.40116666666667
C1orf89	0.01875
SYNJ1	-0.948375
NFKBIE	-0.0395
FLJ40125	-1.208
TCEB2	0.2222
NOG	-1.574
POLR2J2	-0.505666666666667
HLA-B	1.069
PCDHA1	0.175
PPP2R2B	-0.000750000000000002
ARHGEF17	0.798333333333333
TCF7L2	1.70492857142857
CHD5	-0.5915
ZNF431	-0.2955
TBC1D25	0.55225
ZNF800	0.33525
SCUBE2	4.09772727272727
MYCBP	0.630666666666667
GPX5	0.1655
C6orf129	0.129666666666667
QSER1	-0.419666666666667
ULK2	1.2015
PIGO	0.705166666666667
NRCAM	-1.11335714285714
SLC35E3	0.52675
CSRP2	-0.98075
HYPE	-0.179
MAPK15	0.377833333333333
MGC14327	0.2285
TIMM13	-0.226666666666667
ZNF462	0.83725
GBA3	0.76025
TEX13A	0.4815
MCM6	-0.975555555555556
MTRF1	-1.25975
ABCA7	-0.52325
EIF4A2	-1.03575
ZC3H10	0.8968
RPGR	-0.271333333333333
C20orf94	0.41475
RP1L1	0.30475
GPR125	0.021
USP22	0.142357142857143
OR1L4	0.3435
MLZE	1.17325
FLJ32065	0.01125
PTCD1	-0.6875
CRTAC1	2.20816666666667
BXDC2	-1.36775
C18orf1	2.17566666666667
FAM107A	1.46385714285714
EFNA3	-0.418
P18SRP	-0.0983
CAMKK2	0.613583333333333
KIAA0649	0.05825
NES	-0.6675
HS6ST3	-0.10875
PON2	0.13175
TCP11L2	-0.261
CLEC4A	1.40825
PRR12	0.324
MLXIPL	-1.6532
C2orf50	0.3485
ZNF28	0.66975
ENC1	0.227
MAP2K1	-0.54125
FKSG2	0.82475
KIAA0430	0.77975
PTP4A1	-1.71488888888889
GPR156	0.787
GTF3C6	-0.98775
UBR2	-0.2953
LOC388272	-1.7625
MAK	0.741666666666667
ACOT4	3.22175
STC2	0.204666666666667
PIGW	-1.121875
SAE1	-0.60925
COL6A1	1.235
OAZ1	0.0173333333333333
STMN4	1.063
EDG3	0.584833333333333
SGCE	1.0955
IL11	-2.22416666666667
PRSS8	2.945625
YIPF5	0.84725
WNT4	3.383125
CSN2	0.383333333333333
TCF7	-2.2925
TDO2	0.6985
SAMD9	-0.3251875
S100A7A	0.162
MMRN1	2.7015
GKAP1	0.03325
AKR1C3	-1.813125
RNF19A	0.428375
GMDS	-1.14825
YKT6	-0.612375
SPARC	2.1896
C12orf31	-0.77
UBE2V2	-0.824333333333333
FBXL18	-0.127333333333333
KIAA0460	1.195
ADAM22	-0.536375
SERPINC1	-4.7155
KCTD21	1.6305
MYOHD1	-1.7265
ZNF37A	0.669
GTF3C1	0.528666666666667
CTSZ	1.51575
PRNPIP	-0.839125
DRD1IP	0.23925
NR1I2	-2.00966666666667
ZNF266	-0.3433
SPAG4L	0.302
COX4NB	-0.983
SAPS1	0.2735
APOA1	-3.62275
TATDN1	-0.590333333333333
C10orf82	-0.54575
KPNB1	-0.52275
FOXO3	0.80325
CRYBB2	-1.0845
ZBTB5	-0.115166666666667
SLC25A38	-0.307
DCTN2	0.0576666666666667
IFT20	0.196
CTHRC1	2.79775
C1orf31	-0.23125
UHRF1	-0.9713125
GPC6	-0.78475
C10orf54	1.46975
MCF2L2	-0.29
WNT9B	0.03925
OLA1	-0.182875
FAM120B	0.023
TTLL10	-0.1405
CYorf15A	-4.823
RELN	-0.7958
SCN2B	1.86883333333333
MFHAS1	-0.082
NKX3-2	-1.05733333333333
RASGRF2	-0.0895
SSBP1	-1.17916666666667
KPNA6	-0.195714285714286
LOC389118	0.3395
HS3ST4	0.5203
SUPT7L	-0.465
FLJ32658	-0.8205
IGFBPL1	-0.9755
KIAA1641	-1.7576
SHKBP1	-0.647
CSF1R	4.31625
NAGK	0.8485
MYL2	1.16175
HIST1H4C	-1.18083333333333
TOMM7	-0.269125
ADAMTSL3	2.2482
TNFSF14	-1.0305
PRRT2	-1.0155
VTA1	-0.6325
AOAH	2.88633333333333
CRISPLD2	2.08557142857143
PNN	-1.2695
TA-NFKBH	-0.773
ESPN	-0.000250000000000005
RBM43	0.5585
KIAA1267	0.624875
DDX3X	0.0673333333333333
KIAA1576	-3.95125
PLXDC1	4.36166666666667
FLJ25801	-4.0705
HNRNPL	-0.0655
RUNDC3A	0.3695
CASP12	1.1535
SH2D5	-1.4675
RPL26L1	-0.362
OR51A7	0.32575
HDC	2.293
C2orf16	-0.263833333333333
SYTL3	1.861375
GOLGA4	0.1445
NOTCH1	-0.243333333333333
ATPAF2	0.20775
ECD	0.5465
SSX5	-1.50866666666667
SNAP91	-0.05575
OCA2	-3.7395
PNPO	-0.0823333333333333
DAPK1	-0.693833333333333
PINX1	-0.503
SELENBP1	1.950375
NEK3	-0.447916666666667
TMED4	0.197857142857143
SSTR4	-0.053
FOSL1	-2.8622
CD40LG	0.952
CES1	-1.56616666666667
DCI	0.2725
B3GAT3	-0.773
STK17B	-0.391
CNTN6	-0.0845
CYP3A4	-1.49366666666667
MBOAT2	0.8605
PISD	0.6065
USP1	-0.944
PYDC1	0.992833333333333
CENPM	-1.19575
SAR1B	0.47
TTC7B	-0.551
DP58	-0.325
GPC1	0.759
RBL1	-1.75925
TMEM137	-2.9545
TOB1	1.1335
TCEAL1	1.1595
CENPF	-1.19309090909091
C6	1.723
PRSS1	-4.01525
PPIL6	0.976166666666667
C6orf124	-2.209
ODZ4	0.8095
SNCB	-0.4055
NDUFB9	0.159375
CNOT6L	0.803833333333333
S100A9	-1.01016666666667
TRIM50	0.6005
KCTD1	2.2072
WDR63	0.05025
SPEF2	1.904625
RNGTT	-0.761333333333333
CXorf22	0.814
KCNK16	0.5075
CEP250	-1.448125
ATPBD1B	-0.385
KCNJ2	3.47725
MT1B	-1.5315
ZNF684	-0.045
SLC4A1	0.53675
PDHA1	-1.1565
ZNF492	-0.047875
TKT	-1.5995
BYSL	-0.373625
RNF38	0.426625
AHDC1	0.642
KLHL2	0.485875
CMTM8	1.14625
DMP1	-0.8125
HERPUD2	0.216875
CRTAM	2.491
ZNF572	1.08975
TMEM16J	-0.4255
HSD17B2	-0.7225
UBE2G1	-0.53525
AHSA2	-3.30925
PELI2	0.103
TPX2	-2.039125
ATP9B	1.43483333333333
DAZAP1	-0.08975
HMGCS2	2.32433333333333
C17orf38	0.69525
B9D1	-0.569125
NKX2-5	-1.1285
KIAA1276	2.1285
LILRB2	3.2025
CSTF1	-0.288666666666667
BTN2A1	-0.773833333333333
C15orf48	4.78525
IGF2BP3	-4.33375
FAM113B	0.1885
HRG	0.199875
ZNF131	-0.73975
USP47	0.886428571428571
CCDC88B	-0.96375
HCN1	-0.6338
HTN1	-0.6285
SYCP3	-0.21275
C13orf23	-0.913
PAPOLA	0.038375
AATK	0.082
MSH3	-0.107333333333333
NDUFAB1	-0.74775
ITLN2	-1.2575
BAK1	-0.4015
MRPL45	-0.272833333333333
MTNR1B	-0.142166666666667
LOC645843	-0.4975
SPECC1L	0.667
PGCP	1.01525
SPN	-0.989375
GPR143	0.900166666666667
ZNF576	0.3225
TMEM39A	0.4645
ATP5D	-0.412
MAGEB3	-2.026
RPS5	-0.2535
ANP32E	-0.650142857142857
MTMR1	0.0615
YEATS4	-0.5855
SYNGAP1	-0.49075
PCOLCE	-0.0578333333333333
MNS1	0.65675
PCYT2	-0.777
ZNF182	-0.34625
LAX1	0.92925
SPPL2B	0.3819
ELOVL5	0.6971
PCDHAC1	-0.241
B4GALNT1	-1.67366666666667
BLOC1S2	0.250125
ZNF673	-0.5712
ARHGAP21	0.206166666666667
IRX5	2.880625
LRFN5	0.955333333333333
FAM7A1	-1.0965
RAB19	0.523
GINS1	-1.84275
ITM2B	1.3507
PAPSS2	0.846166666666667
OR5BF1	0.3755
ACSL3	0.608625
KIAA1919	-1.12308333333333
GLT8D2	2.846625
UTRN	0.351285714285714
CNN1	1.9245
HISPPD2A	0.494666666666667
SDAD1	0.28625
SIGLEC9	0.325333333333333
RPL35	-0.183142857142857
C22orf26	0.5315
IMPDH2	-0.10325
WDR69	-0.46425
SEC14L5	-0.462333333333333
CLTA	0.17725
RP11-529I10.4	0.6535
GPR37L1	0.359666666666667
OGDH	-0.204666666666667
ASB13	2.36566666666667
ZFP14	0.65525
ZCRB1	-0.387
KPNA3	0.16875
HSPA1L	1.43425
RHOC	1.116375
LOC554175	0.0985
PPP3CA	0.8244
SLC1A7	-0.7124
ZNF529	-0.417833333333333
RBED1	0.20225
DDB2	-1.0685
FLJ11286	0.0905
SPATA1	1.311
MKNK1	0.293333333333333
DYSF	0.790833333333333
ALKBH2	-0.613
NKD1	-2.79416666666667
C1orf174	-0.3
PLEKHO1	0.695
ASB10	0.00775
RING1	-0.200666666666667
NPC2	0.60975
AVPR1B	-0.051
YTHDF1	-0.07425
LMAN1L	0.388
GSG2	-2.0545
CEP170	-0.4038
RPS4Y2	-5.29675
MSH6	-0.9625
HECTD2	0.603166666666667
ZNF556	-3.61716666666667
PLEKHC1	-0.7012
AIRE	0.231833333333333
BCL2L10	1.34975
LMOD3	0.433
ZBTB8	0.4253
FOXA2	-3.8806
SLCO2A1	3.078375
C3orf46	0.862
PRDM16	0.0466666666666667
TMEM98	1.80575
FRMD5	-2.4845
PDE6C	-0.037
C1orf216	0.0371666666666667
EP400	-0.6795
PTK2	0.23825
RNF217	-0.15375
NDUFA8	0.016
ZFAT1	0.422
LAMP3	1.4915
GLTSCR2	1.059
NPW	-1.7995
LLGL2	-0.2004
PPM1K	-0.4055
C20orf177	-0.3015
KIR2DL4	0.6552
NFKB2	0.276
C21orf122	0.301166666666667
HESX1	-0.96775
GPR114	0.479666666666667
SLC25A35	-0.5575
GNAT1	-0.657
ORAI3	0.9505
FAM76B	-1.126875
TMEM99	0.5428
TRIM29	1.5073
CDS1	3.00475
RHEB	-0.4719
C4orf27	-0.492333333333333
RAB3A	-0.37675
OTUD6B	-0.83325
GPD1	-0.955875
CDH15	-1.01133333333333
NPM1	-0.6405
TMEM117	0.14625
PRPS2	0.176333333333333
GCK	-0.3825
ADRA2A	4.50633333333333
TSPYL4	-0.165666666666667
TASP1	-0.2855
WDR19	0.694083333333333
C10orf38	-0.68225
PDE4C	-0.812666666666667
FYB	-0.140666666666667
C1orf55	0.288
PPFIA3	-0.93125
RAD18	-0.16425
C12orf44	0.0785
CRYBA4	-0.24
HVCN1	0.75025
TAF10	-0.074
C16orf48	-0.756
DEPDC5	0.961833333333333
LTBP1	-0.4175
MAPRE1	-0.192875
FGF8	0.5035
C3orf52	1.5465
SENP7	-0.2
LRRK2	0.6825
RUNDC2A	0.360666666666667
KIAA0355	0.089
CPEB1	-2.16725
PPEF2	0.12
ABI2	0.0491666666666667
KIAA0317	0.06925
ATF1	-0.406166666666667
DYNC1H1	0.39725
DIP	0.14475
TMEM33	0.354833333333333
POLDIP3	0.5875
C7orf24	-0.04325
GPR171	2.8095
CDC6	-2.29616666666667
PLD1	-0.8191
ITFG2	-0.4106
NDUFC1	0.22525
AKNA	-0.7215
NBR1	0.37325
PKHD1	1.017875
HPS4	-0.4529
MAFA	0.91025
ULBP3	-0.349
DIRC1	-0.947
IMMT	-0.50525
C22orf13	0.740166666666667
CEL	0.07925
MARK3	-0.218
ADAMTS2	0.90025
ARPC3	-0.739166666666667
TMEM10	-0.01575
NPHS1	0.182
BRD8	-0.1855
WDR12	-1.13325
IDI2	0.283125
HOXD13	-2.1385
OR8G2	-0.9265
SLAIN1	-2.2265
GABRQ	-0.30825
NR2C2	-0.94825
NKTR	-1.242
TLE2	1.6535
KIAA0892	0.0653333333333333
AURKA	-2.11054545454545
GPRC5C	0.428666666666667
TBC1D9B	0.4715
PNPLA6	-0.0436666666666667
AP3B1	0.41
NAG	0.36575
C11orf68	-0.2555
AKR7A3	2.09525
AHCYL1	0.810333333333333
COP1	-0.0445
RPP14	-0.194833333333333
PCDHB18	0.20575
CDH24	0.96975
KRT17	0.2438
LACTB2	-1.529
DDX24	0.4125
PHACTR1	-2.36716666666667
SLC35E2	0.06525
LOXL1	0.8135
IQSEC2	0.381375
RGSL1	-0.4405
PCDHGC5	0.4895
MEGF10	0.239125
PRRX1	1.41433333333333
ASTE1	0.486333333333333
C6orf159	-0.30175
MYOD1	0.90825
GAA	0.6525
ZNF747	1.29175
KLRC1	-0.395125
IL1RL2	0.3965
GDF9	1.60375
GPR119	0.058
TRAF2	-0.23
HCK	3.28616666666667
BMP6	-1.827
IL8RA	1.586
FLJ35848	-0.71275
EFHA1	0.405
CDSN	-0.648666666666667
C14orf54	0.105166666666667
LSM3	-0.57575
ZFP41	0.6655
C9orf126	-1.05516666666667
VIT	-0.0475
SPCS3	-1.42425
DEF8	-1.5195
CHAF1A	-1.68316666666667
C1orf165	0.2225
ZFPM2	1.211
FTH1	-0.08275
SLC35F1	-1.555
YWHAH	0.79875
C17orf66	0.0275
ADRB1	-0.229333333333333
FOXL1	0.021
RG9MTD3	-0.0463333333333333
UMPS	-0.1775
MGC13008	-0.995
KIAA1161	0.665
CCDC77	-1.848
C12orf65	-0.9192
COG4	-0.829333333333333
RCP9	0.820833333333333
RP4-692D3.1	3.18683333333333
CDC2L5	0.265
MGC7036	0.762666666666667
DNAJC11	-0.3135
GDF2	0.0215
TIMM17A	0.30625
HNRNPA0	0.413
OR2H1	0.0305
PCBP1	0.39725
COL23A1	-1.33225
LRRC2	0.566285714285714
NSD1	0.247571428571429
FLJ37078	-0.495375
WDR91	-0.449
TMEM179	-0.0285
DSCR10	-0.234
CNDP2	0.8572
FYN	-0.5325
BEX2	1.97866666666667
KCND3	0.3285
YPEL5	1.442875
LRRC42	-0.0698333333333333
C17orf45	-0.074125
ZNF649	0.476
LOC150763	1.20825
COL5A2	3.18758333333333
CNGA2	0.507
ELA2B	-0.659
RAB9B	-0.56925
FAM100A	0.14125
NAIP	-0.131357142857143
MYOZ2	-0.20875
SPATA12	-0.2215
XRCC4	-0.56275
CYB561	1.1924
CHST10	0.03875
BAI1	-0.227666666666667
BRSK1	-0.217333333333333
C17orf89	-0.961125
PDE6H	-0.8435
FLJ20309	0.4225
MAP7	0.869375
SCN4B	2.529
SPAG9	-0.9426875
SERTAD1	0.532166666666667
FLJ21963	-1.307
ANTXR1	0.4716
TMPRSS13	1.38433333333333
ETV7	2.54383333333333
DGAT1	0.455666666666667
NKIRAS1	0.380333333333333
TAC3	-3.69775
CORO1C	-1.02891666666667
RAD54B	-0.257
HRASLS3	0.957666666666667
C21orf42	-0.06475
BARD1	0.680666666666667
ZNF177	-0.107
MIP	-0.3165
ZNF442	0.309
F2	-3.8337
GRIA1	-0.176625
GALNTL2	1.699
WNT5A	-0.2696
LENG9	0.3255
hCG_25371	-1.6135
FOXR1	0.5285
TRA@	0.9379
PWWP2	0.80375
C1QTNF7	2.14983333333333
SLC7A4	2.68075
C4orf7	2.68125
C17orf80	-0.208833333333333
KLK4	1.39283333333333
IL31	0.824
TMEM176A	3.8955
CTNNB1	0.99
BHLHB2	0.9505
TMEM185B	0.4885
ARD1B	-0.22775
C1orf93	0.774
BRUNOL4	-0.401
LOC541469	1.14591666666667
UPK2	0.38975
GAS8	0.207666666666667
PATE	0.331
IMPACT	0.923125
WNK4	1.23866666666667
HNRPLL	-0.802125
GAD2	0.14825
ITGA6	0.2225
BMP15	0.201333333333333
CYP2A7	0.275
RIC8A	0.587
CCND1	1.023
USP35	0.7925
DSCR2	-2.0635
CCL4	3.65366666666667
ZCCHC10	-0.1905
NOL11	-0.71475
TRPM2	-0.307666666666667
PSMD2	-0.388636363636364
CHTF18	-1.714
USP18	0.65025
RRAS	0.362875
LAMC3	0.053
TOX	-2.89483333333333
PCDH15	-0.091
GABRG3	-1.715
NUDCD2	-0.689
SGCZ	-0.184
KCTD17	0.0531
SPSB2	0.5915
TPPP3	3.29366666666667
CILP2	2.065
CALB2	1.7745
CEBPZ	-0.711
ZNF479	0.21775
FMOD	5.48333333333333
C21orf66	-1.51578571428571
CLN6	-0.0523333333333333
ANAPC1	-0.82425
SH2D3C	1.666
PTPN14	0.0898
TRIM42	0.255
APTX	0.3345
SNRPG	-0.994666666666667
BMS1	-0.26175
MAGEA3	-4.462
NFATC3	-0.6695
LRRC45	0.177166666666667
ARS2	-0.282642857142857
LRIG1	2.18366666666667
EPSTI1	0.425833333333333
PRSS27	0.1385
ERC2	-0.514625
PRKACB	0.329214285714286
PRDM13	-5.178
HCG27	-1.64475
KLK12	-2.711
HSD17B7	1.48616666666667
ZNF354A	0.03425
PCDH11X	0.341
DMGDH	0.1425
PCBD2	0.421833333333333
TMC6	-2.071625
RIMS1	-0.014125
SF3B2	-0.208
RCN1	-0.192833333333333
CPB1	3.21325
BCAR3	0.53075
FCRLB	-0.276125
PAK1IP1	-0.844
OR10H1	0.3015
KIF9	1.0998
PITPNM2	-1.42675
L3MBTL4	0.48025
TGFB1	-0.5503
ZXDC	-0.04975
SLC6A16	0.42025
SRrp35	-1.26775
LRRC8E	1.757
PPIAL4	-0.709
EOMES	0.893333333333333
PAX2	-0.2485
SCARF2	0.576375
PSEN2	1.38741666666667
PCDHB13	-0.136666666666667
C10orf28	-0.327625
DHRS7B	0.508714285714286
C1orf131	-0.03375
ASB1	-0.616
ZNF223	-0.0785
LCMT2	0.81075
MEP1A	-1.20625
TMEM53	0.43975
RSPH3	0.5305
C10orf33	-1.691
LOC644285	-0.1415
PTPN9	0.8895
ABCA12	-1.51725
CCDC37	-0.9545
RUNDC1	1.4841
YES1	0.0846666666666667
FAM120AOS	0.8295
OR5M3	-0.477
PPP1R3F	0.249
IL13	-0.134333333333333
MDFI	0.77275
PRNT	0.4395
ZDBF2	-0.2225
OR10C1	0.1515
CLIC1	-0.189
LILRA5	0.382
CSAG1	-4.29566666666667
TREML2	-0.526
FAM125A	-0.0183333333333333
ZNF74	0.017
FAM104A	0.17425
LRRC39	-1.8615
SAMD5	1.9295
HYAL2	0.489
HIST2H2AC	0.35025
IGFBP5	0.583826086956522
NRTN	-0.0276666666666667
KIAA0556	0.5546
FAM29A	-1.49194444444444
JMJD2A	0.88925
EPHB1	2.518
POLD4	0.886
ANAPC10	-0.9045
LRRC36	0.404
MEGF6	-0.09375
LPHN3	0.279333333333333
BMP10	0.4188
C21orf55	0.1715
CREM	-0.225
PTGER4	0.427666666666667
METAP1	-0.304375
KCNQ1	1.35583333333333
NR2F2	0.70575
SSFA2	-0.700833333333333
CTTNBP2	-1.48375
BCL2A1	-2.158125
ZBTB24	-0.860375
SLCO6A1	-0.63175
PRDM1	0.623
OR7D2	-0.191833333333333
CCDC47	0.0588
LOC646982	-0.25
SLC26A6	-1.47283333333333
BIN1	-0.7184
SRRM1	-0.0749285714285714
PCSK1N	0.529375
ALS2	-0.0931
ECT2	-0.966
CACNA2D2	0.87925
DOCK6	-0.449
C10orf119	0.027
FATE1	0.254
DUSP23	1.84375
TRIP6	0.00457142857142858
NUP35	-0.32625
CDH3	2.0805
KLHDC8A	0.855
C9orf116	1.735875
EI24	0.008
CENTD1	0.6885
RWDD2B	-0.138166666666667
DOCK1	1.0815
NPAS2	0.18875
NR3C2	3.13783333333333
FAM63A	2.03516666666667
INPP5F	-0.430833333333333
FAM111A	-1.4517
MYBL1	-0.514166666666667
IQGAP3	0.207833333333333
CRADD	-0.477333333333333
DUSP12	-0.97725
PDZK1IP1	3.721
VASH2	-0.84525
CTR9	0.8145
VIL1	-4.11175
OR8U1	0.619833333333333
CCDC107	0.471
PTTG1IP	-0.038875
OR4X2	0.26375
COL9A1	-0.1315
PSMD9	-0.33575
ZFP62	0.2825
TIP39	0.583
PARP15	-0.422
TTC19	-0.06025
C1orf114	-1.76033333333333
GFPT1	0.043
SLC27A6	2.796
MRPS10	-0.7467
CALML5	0.820833333333333
TRPM7	-0.068
CGNL1	1.864
CECR1	0.48925
SERPINB8	-1.28016666666667
TMEM102	0.7245
PDIA2	-3.188
NUCKS1	0.346833333333333
HOTAIR	0.10125
EBI3	0.132
NXN	0.8945
ZMYND19	-0.368875
FOXJ3	-0.15125
EIF5B	-0.1058
EIF2B4	0.0846666666666667
LEO1	-0.093
ZIC5	-1.79983333333333
IL20	3.83683333333333
KIAA0415	0.271
FLJ37357	0.5415
TSPAN12	0.296375
ACTR3B	-0.280375
TFAM	-0.615
IL17RD	1.742
PARP12	-0.1645
KLHDC7A	1.047
KCTD4	0.6495
GTF2H1	-0.34325
FLCN	-1.14066666666667
BIRC4	0.961875
LOC790955	-0.837
VKORC1L1	-0.19825
CYP4F22	0.957833333333333
TAS2R5	0.3715
ZNF582	0.8245
HS3ST3B1	-0.648
CTNS	-0.406
STK36	0.689833333333333
MMD2	-0.06925
RP5-1103G7.6	0.281
FLJ23356	0.215
CRH	-0.1285
C1orf182	0.2995
ACP5	1.84533333333333
AMFR	0.8021
CA4	-0.6105
PLCB4	-0.589
MPHOSPH10	-0.3495
UNQ473	1.698
G3BP2	0.015
SR140	-1.15416666666667
HOXA2	1.36675
PYGB	0.113125
BAT1	-0.602416666666667
DKK3	0.669666666666667
DDX31	-0.420125
TULP1	-0.13925
NHLRC2	0.76375
TNRC4	0.104833333333333
ZNF430	0.1095
TNRC6A	0.103
PLA2G1B	0.781166666666667
RCHY1	0.776666666666667
GTF2A2	-0.559166666666667
MGC4294	0.7205
ZNF691	0.01875
TACC3	-1.242
DNAJC5G	0.04825
LOC4951	0.3225
MS4A4A	-2.071
LOC152485	1.423
PPP1R2P1	0.2095
PPP2R5B	-0.5465
RPGRIP1L	-0.174
SPOP	0.5595
PTPRF	1.87966666666667
MGC42090	0.336
SUSD3	4.04275
THOC4	-0.26575
MAML1	0.375
FXR2	-0.426666666666667
TYK2	-0.089875
MUC6	0.572
DNAJB7	-0.0125
PIP4K2A	0.528071428571429
MEX3A	0.7865
RRP1	-0.68
TFAP4	0.13075
CXorf41	0.4195
MTMR4	0.197166666666667
CTLA4	-0.202
SNX9	0.533375
CIB3	2.2075
NECAP1	0.319625
PLA2G2D	-0.1829
GLMN	-1.23883333333333
DCLRE1A	-0.55725
PDX1	-0.5215
SAMD11	-0.8155
MRPL55	0.7089
TLR7	1.291
TBC1D21	0.0641666666666666
SMAD1	1.8736
ACTRT2	-0.17775
RIOK2	-0.332
PDLIM4	0.9755
SLC22A15	0.386833333333333
ABHD13	0.5446
