Hybridization REF	TCGA-C8-A12V-01A-11R-A115-07
RBM5	-0.0427
TMEM85	0.22575
TUBGCP4	-1.00416666666667
APLN	0.9125
CDK7	-0.392166666666667
SSR2	0.7005
CRELD1	0.31375
C19orf46	1.72325
GAL3ST4	1.1215
KBTBD10	0.204
IL28A	2.52375
WDR27	-1.0535
MCM2	-0.850666666666667
SOX14	0.183
FLJ39743	0.341
KIAA0922	0.633
HIPK4	0.553
FLJ25758	0.3345
C16orf57	-0.129416666666667
PDZD2	1.234125
MCC	0.34975
HHLA3	0.0323
ID2	0.77725
C20orf23	1.096
ZNF688	0.50175
APOC2	-0.3525
LOC440093	1.98625
FAM50B	2.148
PWP1	-0.164
DNAH10	-0.339
HIST1H2BA	0.65725
GPR56	0.966333333333333
METAP2	-0.751375
PAN3	0.7035
STXBP4	-0.35175
PDHX	0.3345
MTA1	-1.06108333333333
ZBED4	0.538125
ZNF720	0.44875
CDK2	-2.535375
RHOJ	0.674375
CDC37	-1.081
ZER1	-0.207125
GRK4	-0.35575
PRPH	-0.079
POLR2A	-0.46075
OGFOD1	-0.91325
NOL5A	-0.77375
PHEX	2.1435
FLJ16478	0.4685
C20orf117	-0.517125
CAMTA2	-0.573
C11orf74	0.295666666666667
DDX17	0.0819166666666667
C5orf27	0.377625
PLEKHA2	-0.3052
PDE4DIP	0.1352
SCN7A	-0.0195
ZNF559	-0.00833333333333333
CXCL10	4.3025
ZMYM4	0.562166666666667
STK32B	-1.09453333333333
KIAA0888	-1.5826
TACR3	0.4655
CKAP2L	-1.132
KIF1A	1.18733333333333
RSPRY1	0.4215
VCAN	1.25475
CYP27C1	-0.308
SYDE1	-1.60833333333333
MED12L	-0.99425
ZDHHC21	1.464125
NHS	1.0015
TM9SF3	0.827666666666667
DDHD1	0.60975
MAFG	0.363166666666667
BICD2	-0.3036
C14orf119	-0.0718333333333333
C14orf43	0.103357142857143
CDH7	-1.622
ALKBH5	0.516571428571429
JUP	-0.439
TMEM41A	-0.102333333333333
MAMDC4	-1.59083333333333
CBX3	0.128875
LRRC18	0.29925
RBMXL2	0.14225
PLA2G4D	0.572666666666667
FGF13	-0.804625
KIF3A	-0.210166666666667
PDIA6	0.699
DCXR	0.02875
CASKIN2	0.00258333333333333
EHD1	1.74866666666667
MARCKSL1	0.756
ZNF496	-0.419
SCAF1	-0.158166666666667
KCTD8	-0.41175
TRAF3IP3	2.73621428571429
LSR	0.8985
CXorf1	0.114833333333333
C14orf112	0.3485
EIF2B1	0.13625
OMP	0.042
GSTZ1	-1.4855
LOC92017	1.44825
ISLR2	1.0255
C12orf36	0.6465
GATA2	-2.024
GABRA5	-2.769
CELSR2	-1.12185714285714
STAM2	1.3756
TNAP	0.8855
PTPMT1	0.239833333333333
GRP	2.04225
SV2A	-1.1355
MAGEA12	-4.2465
CACNG1	-1.046
C18orf19	-0.4285
GSG1	-0.504166666666667
PTPRJ	1.00742857142857
FRMPD1	-0.0145
ZNF668	-0.42625
PLEKHJ1	-1.19875
ADAT1	-0.7101
TMEM50A	1.1389
UCN3	-0.2015
HOOK1	1.288
IL17B	0.108
MLKL	1.5525
TTC14	-0.234166666666667
KLHL5	0.821375
CRYL1	0.312166666666667
FOXH1	0.254
NFYB	-0.39625
PPM1G	-0.4115
GOLGA2LY1	-0.833
NMT1	-0.0715
HADHA	-0.5669
CHSY-2	1.8115
PLEKHF1	2.05871428571429
SAGE1	-1.565
MUSTN1	0.22775
SUHW4	1.2875
TFEB	2.17766666666667
ZFYVE27	-0.6185
ATG12	-0.397666666666667
BMI1	1.19821428571429
ZIM3	-0.086
MYH4	-0.44225
MASP1	-1.14608333333333
KIAA0984	0.203
RPAP2	0.68625
ASB5	-0.4535
BOLA3	-0.618166666666667
MIA3	1.422
KRT35	0.509
KIR3DL3	-0.461
MRPL51	-0.774
SEMA3F	-0.2705
NDUFB2	0.264833333333333
LOC253012	-1.114
FAM46C	0.8342
G6PC	-3.0455
CSAG3A	-2.39583333333333
PREX1	1.255
SLC25A45	0.2135
MAPKBP1	0.079
CPE	-0.7962
GNB1	-0.026625
CXCR6	4.077
TRIM46	-0.131
C16orf3	-0.114333333333333
HPSE	2.767875
TIGD3	-0.1915
SPG3A	3.04125
LCAT	-1.268
ST6GAL1	0.307444444444444
POMC	1.06725
FLJ36031	1.172
NSMAF	0.320166666666667
SKIL	1.85
ADSS	0.583166666666667
HMGCS1	-2.2849
POLR3F	0.276833333333333
RAB10	0.899125
ZNF277P	0.002875
ZBTB7B	0.954125
DHRS1	0.8345
ABCC13	-0.132375
CNOT3	-0.16
NFKBIA	1.90725
GAK	-0.390666666666667
SFT2D2	2.25283333333333
HOXA6	0.235
CRTC1	-0.805
LY6D	0.6445
C20orf72	-0.573166666666667
CPT1A	-1.05725
LMO1	-2.066
EIF3I	-0.78025
PRB4	-0.04375
MCM3APAS	-1.79475
C20orf132	0.0954
FOXF2	-3.144
S100A12	0.96775
MLH1	-0.524666666666667
ACTN1	0.1245
MRPL36	-0.00966666666666666
C20orf106	0.593
FBXO6	1.9445
MKS1	-1.00716666666667
CX3CR1	-0.852625
PDE1B	0.571
PLP1	-3.52075
KISS1	-0.122166666666667
C14orf2	-0.6095
TBC1D3P2	-0.854
COMMD6	1.3066
ANKRD7	-2.26175
PTCHD1	2.00375
NARS2	-0.89875
DOCK7	0.181625
FAM127B	0.628375
LOC390243	-0.000666666666666653
N6AMT2	0.1965
ZNF391	0.1075
DNAJB14	0.3
WRB	-0.56225
BPI	4.22533333333333
TTC4	-0.3665
FAM10A5	-0.242
GOT1L1	-0.3914
MAGED1	0.812375
RESP18	-0.02475
WFDC6	0.334
MT2A	-0.6415
C11orf56	-0.1435
KIAA1432	0.934
ROR1	-0.691
HSD17B14	2.59283333333333
ZFAND2B	0.144
SAMD4B	-0.525
HEXA	0.270375
HNRNPU	0.242909090909091
USP39	0.012125
NRD1	-0.046
R3HDML	0.35775
FLT4	0.387166666666667
OMG	0.265666666666667
OR52N4	0.46
LOC399818	1.164
ELA2	-1.94425
VENTXP1	0.502
RFC5	-1.0005
OR52L1	0.878
PAX5	-0.298
FBXO2	0.5445
GMEB1	0.2685
AKT3	-0.502166666666667
CRB1	-1.2775
CTTN	-0.865666666666666
UTP15	-0.2865
HSBP1	-0.05725
PHF11	2.83675
NDEL1	-0.0933333333333333
USP8	0.17475
BAIAP2	-0.399125
SI	0.4964
ARSJ	0.148
BAAT	-2.749
KCNS3	1.49066666666667
LOC126147	0.326666666666667
TMEM37	0.382
C1orf162	4.21533333333333
MBD1	-0.1773
ITGAL	2.04083333333333
WDR73	-0.698666666666667
GKN2	0.369666666666667
ARFGAP1	-1.378
SLC5A8	0.546833333333333
ZBTB40	0.5451
CYP4B1	-0.499833333333333
LYPLAL1	0.43
CHST3	-0.43325
MAP3K9	-0.0295
BTAF1	-0.5625
TFAP2E	0.8105
RBM35B	-0.4595
LOC441251	-0.686666666666667
ANKRD25	-1.04861111111111
UQCRC2	-0.1795
MAEA	0.07725
HYAL1	-2.1666
RNPEPL1	-0.190833333333333
CPSF2	-0.212625
PSD3	0.3327
ABCA13	3.176125
AGR2	-1.470375
GBX1	-0.517
HDLBP	0.610857142857143
ACY3	0.16975
HECW1	-0.486
ZNF519	0.2335
HOPX	3.629875
ZNF304	1.353625
OR12D3	0.6755
FKSG43	-0.1755
METTL1	-0.416375
MFSD3	-0.6611
PSPH	-0.18025
CLCA3	-0.6375
DARS2	-1.20066666666667
CDC25A	-1.413
BAIAP2L1	-0.446
B3GNT5	2.19825
USP29	0.3375
ARHGEF10L	2.1221
ATOX1	0.438875
ADAM30	0.101
DNASE1	-0.7615
STT3A	-0.16125
RAB6IP1	-0.29075
PTN	2.1517
C1orf106	0.720692307692308
HECA	2.27925
RNF122	0.85075
SLC22A18AS	-0.244833333333333
GNG8	1.50616666666667
ELP4	-0.30575
FAM65A	0.0906666666666667
RPL10A	0.208833333333333
IRS4	-0.198
MACF1	1.3293
SEC24D	1.11275
LOC374395	0.246
TGFB2	0.357125
MDFIC	1.241875
CHRNE	0.325666666666667
PCMTD2	-0.514833333333333
ATP6V0D1	0.1965
MTA2	-0.456
LZTR1	-0.765333333333333
RAP1A	1.8235
AXIN1	-0.715125
POLR1C	-0.01825
TRIO	-0.205
PLXNA4A	-0.269
C5orf33	-0.88375
DEPDC1B	-1.222625
ZNF473	-0.1545
MTM1	1.504625
GPR107	-0.257666666666667
CSNK1A1L	-0.1335
FLJ14154	-0.9325
NLRC4	5.264
ENPP4	2.41933333333333
PADI3	0.3035
RNF170	0.3985
CG018	2.41716666666667
C16orf7	-0.43175
KCNE1	1.4095
NRM	-0.689333333333333
SLC37A3	0.683571428571429
TPD52L2	-1.28683333333333
UNC5B	1.585
C12orf12	-0.1466
SDHB	0.07625
CLRN1	0.27575
NUDT10	-1.88216666666667
UGT3A1	-0.037875
FBXW8	0.25825
RHOF	0.302125
PTPLAD1	-1.097
MYO3B	-0.9185
DERA	-0.72475
TPP2	-0.04775
C19orf53	-0.345833333333333
GINS3	-1.010375
ST6GALNAC5	1.9655
CHSY1	0.12275
MGC15705	-0.099
GPR83	0.381
EXT2	0.625875
DOLK	-0.08025
TUBAL3	-1.95875
ACVRL1	1.8747
ABL2	-0.1855
C14orf156	-1.2285
PTPRZ1	-2.379875
DIP2C	-0.5445
LAMP1	1.484
RXRA	-0.3743
MAP3K5	1.5205
ALKBH1	0.167833333333333
PDLIM7	-0.585375
ARL14	-0.7595
SNIP1	-0.163166666666667
TIMP3	0.673916666666667
RGS3	-0.342666666666667
SPAG16	0.637
ABHD4	0.5555
ARHGEF12	0.60625
GLUD2	-0.6065
RAC2	1.2751
UAP1L1	-0.7635
SLC18A3	-0.1605
YOD1	-0.202666666666667
RALY	-0.35075
HMOX2	0.41625
DGKH	1.106
DBNDD2	0.778333333333333
YIPF4	1.070625
THAP10	-0.199
ZNF513	0.392
HAGHL	-2.06783333333333
ITGB4	2.59516666666667
CCDC141	0.6365
YTHDF3	1.24175
C5orf28	0.1065
RPL7L1	-0.428125
TMEM30B	0.903214285714286
ANKRD35	1.6325
DUOXA2	-0.47275
TBC1D5	0.070875
DFNB59	-0.1605
HRH4	0.54675
MYO6	2.1822
DNAJA4	1.352375
RBM24	-1.5125
CEACAM20	-1.957
RBM23	-0.131
NGFB	0.3565
C1orf63	0.4457
KRTAP7-1	0.249
PERLD1	0.8355
NPB	1.3935
C17orf59	0.5648
HSPBAP1	0.7765
SLC15A4	0.559375
PRTFDC1	3.431
OSMR	-0.5105
CYSLTR2	0.6065
C19orf25	-0.8477
KIAA1797	-0.1255
NLRP6	0.12
FAM105B	1.6992
SCRN2	-1.03
LRRC58	0.3577
RNF17	0.323
NEIL3	-2.0115
FAM137A	-0.11
SKP2	-3.243
PARVA	0.586166666666667
PKLR	-1.7845
RNF34	0.705
A3GALT2	0.23325
C12orf50	-0.187833333333333
SUNC1	-0.513
FAM102B	0.465333333333333
CCT2	-0.99625
LRRC37A2	-0.751
ARF4	0.4265
SIKE	1.373
C8orf48	-0.306166666666667
MBTPS1	-0.00892857142857143
GPSN2	-0.8005
NCF2	4.256
SLC12A6	0.890833333333333
MRPL48	-0.88
HMGN3	0.911833333333333
LRRC62	-1.36
PAX9	-1.876375
FAM55A	0.251
C20orf42	-0.9325
SCML2	-1.02016666666667
BCL9	0.13175
FAM40A	0.32975
C9orf41	-0.753166666666667
ZNF774	0.482
LETM1	-1.1205
PLXNB1	-1.06683333333333
NIPSNAP1	-0.347375
USP10	0.035
F9	0.33375
LIPE	0.92925
CNGB3	-0.344
C12orf52	-0.6475
PI4K2A	-0.114
MED8	0.89775
STAT4	3.5241
FGD4	0.625333333333333
RNF145	0.466833333333333
WDR32	-0.1755
CLDN2	-0.107
TCEAL8	0.42375
ZMYND8	-1.3002
PDXK	-0.493125
GATAD2A	-0.42625
PTGES3	-0.856
CCM2	0.06275
TAP1	3.360875
ZNF670	1.146
ETS2	-0.227071428571429
C6orf166	0.257833333333333
PRMT2	0.347857142857143
OR4B1	0.3945
INTS8	0.3785
CCDC102A	0.3425
CCDC83	-1.8178
ITGA1	0.4677
EPHA5	-1.939
FAM24B	0.6255
TSGA10	3.35025
HAL	-2.27483333333333
MYOT	0.33875
SPACA3	0.2535
BCL2L2	-0.136166666666667
CUGBP2	1.13066666666667
CCNB3	3.2905
RNF113B	0.69025
MERTK	1.99825
BAG1	-0.63675
VPS36	0.59925
ORMDL3	0.0889
C1orf190	0.1905
ZNF625	0.31725
CORO2B	-1.673
ALOX15	-0.151
CST1	3.7235
NUPR1	1.89966666666667
CCL7	3.03275
SMCR5	-2.5965
DSC2	3.7775
RBMS2	0.9555
GRIK4	0.419
TRIM65	1.0357
TMPRSS6	-0.650214285714286
TP53INP2	-0.11975
GLB1L	2.37083333333333
LOC388284	-0.058
PUS1	-0.215428571428571
BCL9L	-0.2125
OLFM1	0.22875
RET	1.260875
MASTL	-0.685666666666667
ALX3	1.406
IL1RL1	0.0495
ZNF765	0.3948
C14orf138	0.94875
SNX10	0.9895
TAC4	-0.048
C1orf64	-2.193625
POGK	0.351375
MAPK9	0.156
ZNF366	3.74375
C8orf79	0.7368
CLDN7	1.02375
OR5AT1	0.654
TRIM37	-2.18325
LRRC25	4.3255
GRHL2	1.3811
TEKT3	0.34525
LASS5	-0.853166666666667
ABCC4	-0.563166666666667
DLG3	0.5945
VGLL1	2.949125
ZFP36L2	1.69733333333333
MFRP	-0.0848333333333333
KIAA1799	0.2405
FLJ44379	-0.818
PCNX	1.3315
ANXA9	-2.5115
CYP4V2	2.1512
PIK3C2A	0.9205
SRR	0.094
NOL3	-0.86325
IFITM2	1.4515
ARNTL2	0.36375
ZNF595	0.083
NLRP13	-0.3325
ASPH	-0.468625
CPA2	0.6815
PVRIG	1.29516666666667
LEPR	-0.463333333333333
C16orf42	-0.737666666666667
SH3BGRL	1.84725
FAM77D	-1.01783333333333
FNDC7	0.0475
C9orf6	0.0956666666666667
NOTCH2NL	-0.609
PGBD1	-1.49916666666667
SYNGR2	0.661833333333333
PITPNA	-0.0313125
PRPF4B	-0.3764
SLC43A3	-0.258071428571429
NRBP1	-0.07975
SLC25A22	0.08375
ILK	-0.242375
SLC22A8	0.756333333333333
MRPS7	0.00274999999999999
PITX2	-2.21525
FABP3	-1.6315
OR1L1	-0.818
LOC728215	-0.35075
BLID	-1.357
KIAA1217	3.13111764705882
TFPT	0.87725
AP4B1	0.43725
VBP1	0.66
OR1K1	0.127
MORC3	0.2745
BHMT2	3.06116666666667
C3orf10	0.775875
FZD7	2.59983333333333
WFDC10A	0.364
PMS2CL	-0.287
CCDC32	0.669666666666667
FA2H	-3.3465
ALG13	0.409
TTLL7	0.111
SPOCK3	0.60075
SLC13A2	0.9085
AIM1	1.15975
GPRC6A	0.0625
EGR2	5.08025
MED11	-0.02325
WWC1	0.1115
SH3GL3	-4.4365
RIF1	-0.0578571428571429
PRLH	-0.083
VLDLR	1.392
DBT	1.3956875
C21orf63	1.098
CGGBP1	-0.62525
KRTAP12-2	0.6215
TADA3L	0.068875
ZBTB16	1.36475
PDGFB	0.738125
RFX1	-0.09475
UQCRB	0.2146
LOC133874	-0.038
HPS3	-0.39025
LGALS3BP	1.5449
DKFZP564O0823	2.60242857142857
MRFAP1L1	0.158
HOXA10	-0.111166666666667
NGB	0.066
KIF21A	-0.431307692307692
IFLTD1	0.48
LZTS1	-0.761125
ARHGEF3	2.33875
RHBDL3	-1.863
CSNK1G2	0.106083333333333
ChGn	0.011125
KIAA1244	-0.352333333333333
GABRB2	0.3545
MGC72080	1.81
CD27	4.54175
EGLN1	-0.1452
PEX13	0.94325
RWDD3	1.228
RNF12	0.341333333333333
GRIN2B	0.2
ADAMTS14	-0.45775
DYDC2	0.62
ATP6AP1	0.4329
NR1H2	-0.0785
PDK2	-0.47275
C3orf17	0.480166666666667
SLC38A2	-1.05571428571429
SLC25A29	-0.242666666666667
C15orf29	0.327
ADAM9	-0.141833333333333
TMUB2	-0.0195
GPR176	-0.34375
AGK	-0.179125
MCCD1	0.13775
NDUFA4	0.65225
TMEM146	-0.027
DUSP1	1.32275
UNQ6975	0.1105
EMX2OS	3.06025
INSM2	0.1265
LUZP4	-0.0516666666666667
SETD6	-1.4195
P2RY2	0.08675
SLC45A2	-1.4905
RABGAP1	0.215833333333333
UBXD5	0.111375
GPRC5A	-3.3655
PAK3	3.92266666666667
LOC63920	-0.159
TGFBR1	0.3806
KRTAP6-3	0.42575
SFMBT2	-0.08525
CDC42	0.42425
C11orf35	-1.1035
TTLL2	0.1895
UACA	0.359416666666667
CD97	0.3855
SETD5	-0.300125
NINJ2	-0.539
PTER	0.174666666666667
POMGNT1	0.02025
KRTAP4-2	-0.066
ECGF1	3.47125
HRB	0.708909090909091
ATP1B2	-0.3071
LOC400506	0.1905
COL4A3BP	0.14825
C6orf97	-0.60025
GRHPR	-0.45025
TAS2R1	0.9135
SEMA7A	-0.24925
EDF1	-0.1255
ODF2L	1.5701
PCID2	-0.250833333333333
GTF2H4	-0.529333333333333
ZCCHC3	-0.28075
CGB2	0.105833333333333
NEUROD1	-0.07375
C20orf75	-0.5375
RP5-1054A22.3	4.03333333333333
IFNA5	0.363
ZNF134	0.820416666666667
MGC119295	-1.5125
ZSWIM6	0.679625
SMEK1	0.299166666666667
PCGF2	-0.876
C1orf102	0.24975
CYP2A13	0.1975
KCNH6	-0.7651
MDM1	0.2008
ALDH7A1	-0.0371666666666667
C9orf75	-1.77325
VDAC3	0.280875
OR51T1	-0.2955
EIF3F	-0.94
KCNJ10	0.813
LENG8	0.25775
EDEM2	1.06341666666667
CCNJL	0.4095
DHX37	-0.1435
CRYGN	-0.156
AATF	-0.764125
ZNF630	1.717
E2F5	1.434
WFDC13	-0.40975
FTSJ3	-0.8705
C4orf33	1.237
LHFPL4	-2.9475
C19orf56	0.02325
SMAD4	0.507
AFM	-0.8895
G0S2	1.1735
FCHSD2	0.9645
RRP1B	-0.7777
EEF1B2	-0.450166666666667
STAT6	-0.424
ZNF195	0.31275
GNL1	-1.229
ZNRF2	2.543
PER3	0.297375
ASB16	0.1055
C10orf10	1.95471428571429
ADCY8	-3.84283333333333
C9orf58	0.8315
ARMC10	-0.385
PSG1	-1.1785
DHX34	0.2105
VARS2	-0.64225
NFIC	-0.00950000000000001
ITPR2	1.221
AGXT2	-0.334333333333333
OR6K3	0.0615
H2AFZ	-0.474083333333333
MLLT3	1.25966666666667
COX4I2	1.204
CCNT2	0.529625
PLK4	-1.07825
NUMBL	-0.189166666666667
MED16	-0.36475
PLEKHQ1	2.49225
GOSR1	0.339611111111111
BTG4	-0.27775
RPL30	0.808
IGSF5	-0.09275
IGFL2	3.1615
ELMOD2	0.610333333333333
SHC3	-2.00416666666667
HAVCR1	0.0535
DYNC2H1	-0.419625
RNF5	-0.350166666666667
C2orf7	-1.197
NLF1	-0.443
KLHL25	-0.359
LRP10	0.1198
KRI1	-0.4025
PUS7L	0.401333333333333
MGMT	0.64075
HOXD1	-0.540333333333333
CSH1	0.181
ATG16L2	-0.8405
FLJ44635	0.7085
CHODL	4.00525
EXOSC8	-0.925
SLC28A1	-0.18925
MYO7B	-0.109166666666667
SEH1L	-0.00110000000000001
MTNR1A	0.168833333333333
TSPAN5	-0.171833333333333
CDC45L	-2.491
AMIGO1	-0.091
ATAD3A	-0.804875
OSGIN2	1.30583333333333
PDIK1L	0.508
DARC	3.491875
PIPSL	1.161
SHMT1	-0.43375
CRISP3	0.3205
POPDC2	2.6435
ZRANB2	-0.3425
FBXL8	-1.50975
TRIP13	-0.617272727272727
EIF5AL1	-1.889
POU5F1P3	-4.83916666666667
IL6	0.531666666666667
CXorf38	0.411333333333333
IFNA16	-0.31
FBXL2	0.525
BRD1	0.62725
STATH	0.0965
FBXO44	0.9575
MCCC2	-0.77175
CDC2	-1.6916
C5orf23	-0.98125
IVD	-0.803833333333333
C10orf122	-1.384
MSL3L1	1.4662
MVP	0.883
EPOR	-0.6413
ZMYM1	-0.2855
BCL7C	-0.177833333333333
PSTPIP2	1.6194
LYPD1	-1.43225
OR8G5	-0.2965
ZP3	-0.786166666666667
BCAS4	-0.577166666666667
EDG6	4.01775
ISY1	-0.37075
PRAMEF2	-1.325
CUL1	-0.237875
RNF213	2.0047
CCRK	0.43625
DHX9	-0.09
C13orf29	0.35
NCKAP1	0.411833333333333
MRPL43	0.254071428571429
XPR1	0.221
PKN2	-0.5498
PODNL1	0.544
ZNF333	0.462875
DALRD3	-0.66925
OPN1SW	0.3415
BTBD6	0.1095
C11orf82	-0.903
OR5P3	0.336
DUSP11	0.7425
L1CAM	-1.0751
NEK11	1.28183333333333
OR7E91P	2.6395
CNTN3	1.0953
CREB3L2	1.70275
ZBTB37	-0.0105
KIAA1324L	0.97775
NDUFB10	-0.452333333333333
NUDT2	0.154
GTPBP8	0.09575
CACNA1D	-0.058875
PRKAA2	-0.596666666666667
PRDM8	0.1345
MGC16075	-0.181
KRT14	0.948928571428571
PP8961	-0.263142857142857
MRPL18	-0.21525
ABCG2	-1.37325
PACRG	1.92625
BBS2	-0.227
KREMEN2	-3.583
FBXO21	0.7685
HNRPUL1	0.0588333333333333
GRB10	1.32775
CLSTN1	1.0815
LMAN2	-0.6973
C17orf61	-0.7535
NIPSNAP3A	0.54925
INSIG2	-0.849333333333333
PCDHB7	0.511666666666667
STXBP2	0.663875
CMAH	1.54325
SEMA5B	-0.00225
ZNF155	1.183
COQ6	-0.659
PRPF4	-0.88925
TSPAN15	0.0375
VN1R5	0.14825
LATS2	0.75925
SELK	1.015
PGK2	-0.12925
MS4A1	3.92275
TYW3	-0.153
KRTAP5-1	-0.808
RCCD1	-1.38116666666667
BTN1A1	0.29575
DDX28	-0.16775
TMEM65	1.11625
LOC92345	-0.1925
TTC31	-0.3495
WDR46	-0.580833333333333
CHP2	-1.68333333333333
LSP1	1.723125
ZNF542	1.243
EXOSC1	-0.34525
ARHGAP18	0.886
LRRTM4	-1.168
MAOB	3.74016666666667
CACNB4	-0.72775
MGC33846	-0.287
RANBP3L	0.280625
ATP5L	0.108875
ONECUT1	-3.6355
NUDT9	0.45375
TMEM149	2.571
STX17	1.02525
IGSF10	0.929
TMPRSS9	0.4555
BMPR2	1.15091666666667
ALLC	-0.17125
KLF7	0.878
GCC1	1.0084
TIMM9	-0.44625
CDO1	-0.417
MGC10701	-0.2885
IFI6	2.37366666666667
FRMD8	0.67225
MGAT2	1.30075
WBP5	0.8885
CNIH2	-0.275
KIAA0907	-1.1043
KCNH8	1.271
CTSG	-3.00375
GRIK1	-0.759666666666667
CUL5	0.246125
FRMD1	0.1235
OR9A4	0.1705
SYT6	-1.46075
FOXD4L2	0.964
ANAPC2	-0.636333333333333
OPN5	-0.206
TAF13	1.26775
LYG2	-0.6285
GGNBP1	-0.023
C11orf40	0.3965
OTX2	-0.989
REG4	-0.1905
EIF5	-0.234
PALB2	-0.4085
SEPSECS	0.2076
RNASE3	0.943
TRIM49	-1.974
POLR2K	0.4272
GPR42	0.0485
C8B	-2.55475
SASS6	0.53275
PREB	0.1125
OR3A3	0.444
TUBA8	0.8455
IGLV2-14	2.76125
STIL	-0.648
ANKFN1	-0.951
NME7	-0.11325
HOXC12	-1.0995
UBE2C	-1.467375
FHOD1	-1.11425
CDK2AP1	1.47183333333333
OR6K2	0.569666666666667
DHPS	-1.0585
RPL5	0.145166666666667
TRGV5	1.2595
LOC541472	0.1905
HCCS	0.4234
DENND1B	1.157
LHX3	-0.2625
OR5D16	0.1305
CXorf57	-1.313
IRF2BP1	0.977
NDST2	0.6865
LCE3D	0.262
BOLL	0.815375
SYT3	-0.6845
PIH1D2	-0.98825
C20orf7	-0.292
IL1R2	3.45366666666667
SLAMF9	-0.762
PPME1	-0.553125
PIK3CA	0.7555
TRAPPC1	-0.174125
COLEC10	-1.17825
SLC9A6	0.583
PDDC1	-0.796416666666667
CCDC53	0.09875
GK3P	-0.26975
DAZL	0.24275
BRI3	1.14125
SDK1	0.532875
CYP2C18	0.4365
IFI44L	5.5615
RPL3L	0.3995
FUT9	2.31283333333333
KIFC2	-0.6635
PMP2	0.066625
SLC4A9	-0.277
PLAG1	-1.74266666666667
MYCBP2	1.04933333333333
OR4E2	0.1265
CCDC65	1.61575
C16orf82	-0.01975
ENTPD4	0.612125
BRP44L	0.293875
PMP22CD	-0.07225
TMCO4	1.21783333333333
KCNN1	-0.903166666666667
WDR35	1.2515
CCDC80	0.835875
C3orf31	-0.597
SLC7A9	-0.71625
TMEM190	-1.41525
DBC1	-0.687666666666667
FADS3	-0.523833333333333
PDZD8	0.2635
GRM5	-0.058375
AZGP1	0.8955
PEX3	-0.0505
MED1	-0.431357142857143
ATG4C	0.418
HNRPH3	-0.561375
FAM109B	1.7515
C4orf17	-0.3405
CA10	-0.583
OPRD1	0.181
CCL16	-2.165
SACM1L	0.188
CST6	4.7005
CD63	0.37525
LGI1	-1.49925
ZNF784	-1.11525
CRYBB1	-0.3795
CX3CL1	2.16095
TOP2A	-2.000625
GYPB	-3.73766666666667
GADD45GIP1	-0.416
FEN1	-0.949125
IGF1R	-2.0311875
WDR72	-3.216
PURG	-0.918
DEFB126	0.102
PKD1L1	0.2505
CAV1	-2.0813
GNPDA2	0.1394
DGAT2	0.517
NLGN1	-2.98025
STRBP	-0.109375
HPRT1	-0.146166666666667
FANCI	-1.813125
PSMA7	0.00775
DBF4B	-0.680333333333333
TTF1	-0.66025
RAD54L	-1.3435
ELOF1	-0.49725
PLAGL2	0.45775
ZNF256	0.868
HMGCL	-0.42675
MSI2	-0.618
RPESP	1.34116666666667
C11orf60	-0.611
ABCD1	0.2305
ACAA1	0.0374
SPARCL1	5.09357142857143
IL6ST	0.694
ZNF319	0.865
TMEM109	-0.1382
FAM90A1	1.23966666666667
IL22RA1	-0.4945
ATP4B	0.25
TEC	0.148833333333333
C7orf30	-0.2485
TXNDC2	0.4555
ABCB4	-0.4605
KIAA1191	0.267625
C9orf38	-0.114
SFTPB	1.07175
CNTNAP2	-1.924
FRK	1.6915
TBX19	0.79575
CHD4	-0.58925
C6orf26	-2.82433333333333
MOSC2	1.73975
IKBKE	1.40075
HIF1A	-0.805
LOC595101	0.5215
RELA	0.0275
TMEM16B	-1.02966666666667
ABHD12B	-2.9935
TSEN34	0.227
KIF18A	-0.21225
TXNDC9	0.875833333333333
SPATA2L	-0.302
SEMA4G	-1.1145
C21orf91	1.471
MATN1	-0.45
KCNIP4	0.00733333333333334
TUSC1	1.634
OR4C15	0.31875
ARMCX6	0.693666666666667
WBSCR27	-0.455833333333333
OR52I2	0.438
KIAA1604	0.504
DYNC1I1	0.662375
PPP4C	-0.6875
SLC47A2	-1.38666666666667
TREH	0.078375
CD48	4.53166666666667
ST14	2.0275
PKN1	-0.7635
SPON2	0.5155
XBP1	0.329666666666667
SFRS12	-0.238666666666667
EFCAB6	1.73475
SELT	1.0025
SLC39A2	0.709
ERF	-0.794
ARL3	-0.537125
SURF6	-0.8939
MLLT10	-0.357380952380952
FLJ11171	0.5525
TDGF1	-3.2515
ERCC6	0.08275
EIF2AK4	0.463875
BAZ1A	1.23166666666667
LRRN3	0.481666666666667
TMC3	-0.00650000000000001
EFTUD1	-0.41625
PTPRO	1.88416666666667
CLEC12A	2.43875
ACBD4	-0.53325
ZDHHC14	0.03725
OTUD7B	0.05575
ACTB	0.47425
MSRA	0.55025
LCE5A	-2.8185
IFI35	0.919
BSCL2	0.0641666666666667
ANKRD12	0.861083333333333
CFHR2	0.86475
RGAG1	-0.4315
HSFY1	-0.245
SLC30A5	0.0554166666666667
IMPG1	0.434
GPR109A	0.1255
ZNF185	1.20125
IYD	0.20525
NPCDR1	0.327
SERPINA13	-0.6
HMGCLL1	-0.1765
NEUROG1	-0.428166666666667
UBQLN1	0.2819375
