Hybridization REF	TCGA-AN-A0FF-01A-11R-A034-07
HOXA6	-1.0575
CRTC1	0.177875
LY6D	-1.10466666666667
C20orf72	-1.02533333333333
CPT1A	-0.223
LMO1	-1.1585
EIF3I	-0.03225
PRB4	-0.5825
MCM3APAS	-1.95125
C20orf132	-0.5351
FOXF2	-3.451
S100A12	0.42525
MLH1	0.102
ACTN1	0.4224
MRPL36	-0.1515
C20orf106	-0.74425
FBXO6	1.4345
MKS1	-0.537833333333333
CX3CR1	-0.38625
PDE1B	1.2575
PLP1	-3.57475
KISS1	0.655
C14orf2	-0.0293333333333333
TBC1D3P2	-0.394
COMMD6	1.1376
ANKRD7	-1.821
PTCHD1	-1.865875
NARS2	-1.14433333333333
DOCK7	-0.444125
FAM127B	0.105875
LOC390243	-0.0906666666666666
N6AMT2	0.92825
ZNF391	-1.505
DNAJB14	0.565833333333333
WRB	0.102625
BPI	0.609833333333333
TTC4	-0.662666666666667
FAM10A5	-1.254
GOT1L1	-0.397
MAGED1	0.494375
RESP18	1.00625
WFDC6	0.269666666666667
MT2A	-1.2785
C11orf56	0.33975
KIAA1432	-0.6505
ROR1	-1.410375
HSD17B14	0.836333333333333
ZFAND2B	-0.025625
SAMD4B	-0.0255
HEXA	0.294625
HNRNPU	0.763681818181818
USP39	-0.212625
NRD1	-0.40625
R3HDML	0.27375
FLT4	0.582666666666667
OMG	-0.957666666666667
OR52N4	0.3755
LOC399818	-0.3635
ELA2	-2.5595
VENTXP1	-3.252
RFC5	-1.032
OR52L1	0.4735
PAX5	0.85
FBXO2	-1.25175
GMEB1	-0.167
AKT3	-0.134666666666667
CRB1	-0.0903333333333334
CTTN	0.043
UTP15	-0.146833333333333
HSBP1	0.214833333333333
PHF11	1.83875
NDEL1	-0.0955
USP8	-0.0235
BAIAP2	0.1280625
SI	0.039
ARSJ	-2.6465
BAAT	-3.77725
KCNS3	1.855
LOC126147	-0.238666666666667
TMEM37	0.0565
C1orf162	3.2105
MBD1	-0.3155
ITGAL	1.63733333333333
WDR73	0.268333333333333
GKN2	0.108166666666667
ARFGAP1	-1.18275
SLC5A8	1.847
ZBTB40	0.366
CYP4B1	3.9405
LYPLAL1	0.71425
CHST3	-1.32675
MAP3K9	0.0895
BTAF1	-1.68283333333333
TFAP2E	-0.072
RBM35B	0.53025
LOC441251	-0.339833333333333
ANKRD25	-0.129555555555556
UQCRC2	0.462
MAEA	0.23
HYAL1	-1.7638
RNPEPL1	0.175333333333333
CPSF2	-0.316875
PSD3	0.4075
ABCA13	-0.472857142857143
AGR2	3.818625
GBX1	-1.942
HDLBP	0.343285714285714
ACY3	-1.00925
HECW1	-2.23666666666667
ZNF519	-2.0115
HOPX	2.73425
ZNF304	0.7795
OR12D3	-0.595
FKSG43	-0.3085
METTL1	-0.1635
MFSD3	0.1051
PSPH	0.12575
CLCA3	-0.332
DARS2	-0.367
CDC25A	-2.03483333333333
BAIAP2L1	-1.60475
B3GNT5	-0.31275
USP29	1.066
ARHGEF10L	1.4938
ATOX1	0.423125
ADAM30	0.81625
DNASE1	-1.52225
STT3A	0.33975
RAB6IP1	-0.51425
PTN	0.3204
C1orf106	-1.78076923076923
HECA	0.8875
RNF122	-0.09725
SLC22A18AS	-0.0541666666666667
GNG8	0.158666666666667
ELP4	-0.438
FAM65A	0.3135
RPL10A	-0.768833333333333
IRS4	-1.074
MACF1	1.5981
SEC24D	0.5285
LOC374395	0.5595
TGFB2	-0.02975
MDFIC	0.855625
CHRNE	0.5515
PCMTD2	-0.187666666666667
ATP6V0D1	0.507666666666667
MTA2	0.134
LZTR1	-0.271666666666667
RAP1A	0.225
AXIN1	-0.58
POLR1C	-0.5475
TRIO	-0.161333333333333
PLXNA4A	0.00216666666666663
C5orf33	-0.213
DEPDC1B	-2.735125
ZNF473	-0.363333333333333
MTM1	0.291375
GPR107	0.254333333333333
CSNK1A1L	0.469666666666667
FLJ14154	-0.08325
NLRC4	4.42725
ENPP4	3.33216666666667
PADI3	0.904
RNF170	-0.367375
CG018	0.589666666666667
C16orf7	0.24775
KCNE1	0.6145
NRM	-1.01283333333333
SLC37A3	-0.804071428571429
TPD52L2	-1.07833333333333
UNC5B	1.5065
C12orf12	-0.6786
SDHB	-0.0745
CLRN1	0.47625
NUDT10	-2.04616666666667
UGT3A1	0.1035
FBXW8	-0.207125
RHOF	-0.965625
PTPLAD1	0.27825
MYO3B	-0.224666666666667
DERA	-1.1265
TPP2	-1.16875
C19orf53	0.112666666666667
GINS3	-0.4995
ST6GALNAC5	-0.398
CHSY1	0.03975
MGC15705	-0.8525
GPR83	-0.3262
EXT2	0.094875
DOLK	0.79025
TUBAL3	-0.49275
ACVRL1	1.6761
ABL2	0.00641666666666664
C14orf156	-0.714
PTPRZ1	-4.1995
DIP2C	0.233
LAMP1	0.573625
RXRA	-0.1847
MAP3K5	0.27075
ALKBH1	0.382333333333333
PDLIM7	-0.761875
ARL14	-2.212
SNIP1	-0.364333333333333
TIMP3	1.84858333333333
RGS3	0.5335
SPAG16	0.342555555555556
ABHD4	-0.043
ARHGEF12	0.62
GLUD2	-0.511
RAC2	0.2487
UAP1L1	-0.498
SLC18A3	-0.637
YOD1	-0.515916666666667
RALY	-0.373
HMOX2	0.3965
DGKH	-0.15375
DBNDD2	2.709
YIPF4	0.128625
THAP10	0.1945
ZNF513	0.59025
HAGHL	0.233333333333333
ITGB4	1.07433333333333
CCDC141	-1.781
YTHDF3	0.192
C5orf28	0.8525
RPL7L1	-0.95025
TMEM30B	1.40092857142857
ANKRD35	0.874
DUOXA2	-0.1465
TBC1D5	-0.19625
DFNB59	-0.6175
HRH4	1.00425
MYO6	1.7193
DNAJA4	2.276625
RBM24	1.5045
CEACAM20	-1.7965
RBM23	-0.311928571428571
NGFB	0.3605
C1orf63	-0.6519
KRTAP7-1	0.358
PERLD1	1.8685
NPB	-0.7905
C17orf59	0.785
HSPBAP1	-0.62325
SLC15A4	-0.2125
PRTFDC1	-1.24625
OSMR	-0.507785714285714
CYSLTR2	-0.464
C19orf25	0.3748
KIAA1797	-0.629
NLRP6	1.466
FAM105B	-0.1342
SCRN2	-0.138833333333333
LRRC58	-0.4705
RNF17	0.479714285714286
NEIL3	-2.1355
FAM137A	-0.21275
SKP2	-2.94675
PARVA	1.15283333333333
PKLR	-1.3105
RNF34	0.646
A3GALT2	-0.2325
C12orf50	0.00550000000000002
SUNC1	-1.108
FAM102B	1.53766666666667
CCT2	-0.725
LRRC37A2	-0.513
ARF4	0.432
SIKE	0.172625
C8orf48	2.6745
MBTPS1	0.208285714285714
GPSN2	0.0515
NCF2	3.0175
SLC12A6	0.0865
MRPL48	-0.6795
HMGN3	-1.2425
LRRC62	-0.97375
PAX9	0.785375
FAM55A	1.146
C20orf42	-3.14033333333333
SCML2	-1.94166666666667
BCL9	0.929
FAM40A	-0.07825
C9orf41	-0.7295
ZNF774	0.1065
LETM1	-0.0905
PLXNB1	0.0788333333333334
NIPSNAP1	-0.700375
USP10	-0.00775
F9	1.65075
LIPE	2.98025
CNGB3	0.261
C12orf52	0.007375
PI4K2A	-0.072875
MED8	-0.099
STAT4	0.7941
FGD4	0.129666666666667
RNF145	-1.8375
WDR32	2.3315
CLDN2	0.121666666666667
TCEAL8	0.42625
ZMYND8	-0.4624
PDXK	-0.8334375
GATAD2A	-0.377
PTGES3	-0.5965
CCM2	-0.4195
TAP1	1.557125
ZNF670	0.59525
ETS2	-0.838142857142857
C6orf166	-0.582
PRMT2	-0.0736428571428571
OR4B1	0.513
INTS8	-1.042
CCDC102A	-0.37625
CCDC83	-1.05466666666667
ITGA1	0.1252
EPHA5	-1.162
FAM24B	-0.251666666666667
TSGA10	1.43425
HAL	-2.59016666666667
MYOT	-0.417666666666667
SPACA3	0.4905
BCL2L2	-0.556666666666667
CUGBP2	-0.11
CCNB3	1.66875
RNF113B	-0.307
MERTK	0.7105
BAG1	1.6065
VPS36	0.26625
ORMDL3	0.425
C1orf190	0.2065
ZNF625	0.26025
CORO2B	-1.45525
ALOX15	-0.07
CST1	2.1925
NUPR1	1.89883333333333
CCL7	0.53175
SMCR5	-2.503
DSC2	1.851
RBMS2	0.52225
GRIK4	0.0445
TRIM65	-0.6694
TMPRSS6	0.531142857142857
TP53INP2	-0.6745
GLB1L	0.3595
LOC388284	0.164666666666667
PUS1	-0.479928571428571
BCL9L	-0.4525
OLFM1	0.402916666666667
RET	2.29975
MASTL	-1.24866666666667
ALX3	-0.0065
IL1RL1	-0.7306
ZNF765	-0.6655
C14orf138	-1.38075
SNX10	0.905166666666667
TAC4	-0.1395
C1orf64	3.966125
POGK	1.252125
MAPK9	0.28525
ZNF366	3.30925
C8orf79	0.4464
CLDN7	2.749125
OR5AT1	-0.2725
TRIM37	-2.25725
LRRC25	2.5055
GRHL2	2.7969
TEKT3	0.4365
LASS5	0.0181666666666667
ABCC4	-2.21733333333333
DLG3	0.889625
VGLL1	-0.505125
ZFP36L2	0.772166666666667
MFRP	-0.0926666666666667
KIAA1799	0.289
FLJ44379	0.7705
PCNX	-0.24075
ANXA9	3.1475
CYP4V2	2.4197
PIK3C2A	-0.0845
SRR	0.881
NOL3	0.1355
IFITM2	2.1435
ARNTL2	-1.88125
ZNF595	0.183
NLRP13	-0.779
ASPH	-0.68575
CPA2	-0.1425
PVRIG	-0.955666666666667
LEPR	-0.643333333333333
C16orf42	0.325333333333333
SH3BGRL	2.2445
FAM77D	-0.549833333333333
FNDC7	-1.9795
C9orf6	0.125666666666667
NOTCH2NL	1.94583333333333
PGBD1	-0.912333333333333
SYNGR2	1.11516666666667
PITPNA	-0.4491875
PRPF4B	-0.6791
SLC43A3	-1.44185714285714
NRBP1	-0.29075
SLC25A22	0.4405
ILK	-0.185375
SLC22A8	0.212333333333333
MRPS7	-0.43325
PITX2	-2.0565
FABP3	-0.956375
OR1L1	0.0695
LOC728215	1.075
BLID	-0.863
KIAA1217	2.14970588235294
TFPT	0.17475
AP4B1	-0.6395
VBP1	-1.55525
OR1K1	0.4255
MORC3	0.2275
BHMT2	-0.0343333333333333
C3orf10	0.623375
FZD7	-0.0361666666666667
WFDC10A	2.0965
PMS2CL	-0.614375
CCDC32	0.7445
FA2H	0.4035
ALG13	0.6555
TTLL7	-0.5013
SPOCK3	0.472
SLC13A2	0.358
AIM1	-1.00775
GPRC6A	1.9215
EGR2	3.6655
MED11	0.31075
WWC1	1.86675
SH3GL3	-3.51125
RIF1	-0.0439285714285714
PRLH	-0.566
VLDLR	-3.4335
DBT	0.607125
C21orf63	0.52725
CGGBP1	-0.189125
KRTAP12-2	0.73
TADA3L	-0.187875
ZBTB16	0.5805
PDGFB	0.93225
RFX1	0.420375
UQCRB	-0.2317
LOC133874	0.103
HPS3	-2.7965
LGALS3BP	1.4235
DKFZP564O0823	2.1425
MRFAP1L1	0.4005
HOXA10	-1.2065
NGB	0.3995
KIF21A	0.671230769230769
IFLTD1	-0.975
LZTS1	-0.824375
ARHGEF3	1.6865
RHBDL3	-1.7145
CSNK1G2	-0.26375
ChGn	-1.044
KIAA1244	1.9325
GABRB2	0.397
MGC72080	-0.823
CD27	3.4515
EGLN1	-1.054
PEX13	0.78775
RWDD3	-0.22325
RNF12	-0.540166666666667
GRIN2B	null
ADAMTS14	-0.507375
DYDC2	0.520833333333333
ATP6AP1	1.0204
NR1H2	-0.083
PDK2	0.1245
C3orf17	-0.420333333333333
SLC38A2	-0.932214285714286
SLC25A29	-0.1685
C15orf29	0.4745
ADAM9	-1.06883333333333
TMUB2	0.137875
GPR176	-0.0035
AGK	-1.104625
MCCD1	0.12125
NDUFA4	0.27725
TMEM146	-0.12375
DUSP1	1.976
UNQ6975	0.644
EMX2OS	3.93275
INSM2	-0.8115
LUZP4	-0.67825
SETD6	-0.658
P2RY2	2.13225
SLC45A2	-1.0075
RABGAP1	0.664
UBXD5	0.116125
GPRC5A	0.2009
PAK3	0.193833333333333
LOC63920	-0.74325
TGFBR1	0.8365
KRTAP6-3	-0.1125
SFMBT2	-1.434
CDC42	0.7573125
C11orf35	1.217
TTLL2	0.262
UACA	0.350090909090909
CD97	-1.2274
SETD5	-0.23275
NINJ2	-0.57225
PTER	0.960166666666667
POMGNT1	0.65675
KRTAP4-2	0.0725
ECGF1	2.74075
HRB	-0.0446363636363636
ATP1B2	0.0717
LOC400506	-0.3095
COL4A3BP	0.668
C6orf97	0.6455
GRHPR	0.3485
TAS2R1	1.9925
SEMA7A	-0.49325
EDF1	0.154
ODF2L	0.7804
PCID2	-0.696
GTF2H4	-0.497666666666667
ZCCHC3	-0.671875
CGB2	0.00466666666666667
NEUROD1	1.04375
C20orf75	-0.505
RP5-1054A22.3	1.6965
IFNA5	0.7545
ZNF134	0.830583333333333
MGC119295	-0.6837
ZSWIM6	0.711125
SMEK1	0.372166666666667
PCGF2	0.68025
C1orf102	2.80225
CYP2A13	1.695
KCNH6	-0.3052
MDM1	1.0534
ALDH7A1	-0.221833333333333
C9orf75	1.292
VDAC3	-0.8255
OR51T1	-0.105
EIF3F	-0.784833333333333
KCNJ10	-0.43225
LENG8	0.169
EDEM2	-0.165166666666667
CCNJL	-2.06866666666667
DHX37	0.1075
CRYGN	-0.0595
AATF	-0.48725
ZNF630	1.4885
E2F5	-0.7955
WFDC13	-0.16725
FTSJ3	-0.3535
C4orf33	1.266
LHFPL4	-3.8695
C19orf56	-0.245833333333333
SMAD4	0.523875
AFM	-0.585666666666667
G0S2	2.29425
FCHSD2	0.0232
RRP1B	-1.0251
EEF1B2	-0.804833333333333
STAT6	1.19083333333333
ZNF195	-0.03225
GNL1	-1.0565
ZNRF2	0.567833333333333
PER3	0.025625
ASB16	0.49975
C10orf10	1.00642857142857
ADCY8	-2.078
C9orf58	-0.0296666666666667
ARMC10	-0.178833333333333
PSG1	-1.1345
DHX34	-0.325
VARS2	-0.477375
NFIC	0.5315
ITPR2	1.4085
AGXT2	0.308333333333333
OR6K3	0.1035
H2AFZ	-0.857916666666667
MLLT3	0.706
COX4I2	1.786
CCNT2	-0.0933749999999999
PLK4	-1.6505
NUMBL	-0.582833333333333
MED16	0.00325
PLEKHQ1	1.48225
GOSR1	0.805944444444444
BTG4	0.29175
RPL30	-0.27475
IGSF5	0.59975
IGFL2	1.59216666666667
ELMOD2	0.933666666666667
SHC3	-1.05916666666667
HAVCR1	0.712
DYNC2H1	-0.12475
RNF5	-0.312833333333333
C2orf7	-0.11825
NLF1	1.3585
KLHL25	0.37675
LRP10	0.6067
KRI1	-0.0695
PUS7L	0.176833333333333
MGMT	0.84875
HOXD1	1.171
CSH1	0.0568
ATG16L2	-0.554
FLJ44635	0.436
CHODL	-0.12125
EXOSC8	-1.56175
SLC28A1	0.10025
MYO7B	-0.756166666666667
SEH1L	-0.4642
MTNR1A	0.2985
TSPAN5	1.08233333333333
CDC45L	-3.6755
AMIGO1	-0.455
ATAD3A	-1.1845
OSGIN2	0.185166666666667
PDIK1L	0.899833333333333
DARC	2.928125
PIPSL	1.1555
SHMT1	-0.50875
CRISP3	-0.364
POPDC2	1.954
ZRANB2	-0.633666666666667
FBXL8	1.059
TRIP13	-2.19472727272727
EIF5AL1	-0.892
POU5F1P3	-5.0725
IL6	-0.4755
CXorf38	0.514833333333333
IFNA16	-0.049
FBXL2	1.58133333333333
BRD1	-0.35325
STATH	0.775333333333333
FBXO44	-0.24
MCCC2	0.95225
CDC2	-1.1141
C5orf23	-1.3665
IVD	0.666166666666667
C10orf122	-0.304666666666667
MSL3L1	-0.4132
MVP	0.797
EPOR	-0.8065
ZMYM1	-0.2615
BCL7C	-0.1225
PSTPIP2	0.4812
LYPD1	-1.906375
OR8G5	0.6865
ZP3	-0.3935
BCAS4	2.02041666666667
EDG6	2.10025
ISY1	-0.10625
PRAMEF2	-1.66325
CUL1	-0.5835
RNF213	0.7905
CCRK	1.42225
DHX9	-0.122625
C13orf29	-1.138
NCKAP1	0.772333333333333
MRPL43	0.5905
XPR1	0.46125
PKN2	0.6917
PODNL1	0.452
ZNF333	0.22625
DALRD3	0.79675
OPN1SW	0.194
BTBD6	0.85125
C11orf82	-2.205
OR5P3	0.5075
DUSP11	0.21825
L1CAM	-1.729
NEK11	2.29416666666667
OR7E91P	1.5955
CNTN3	0.418555555555556
CREB3L2	0.43875
ZBTB37	1.5685
KIAA1324L	1.42175
NDUFB10	0.100333333333333
NUDT2	-0.2325
GTPBP8	0.1525
CACNA1D	2.078625
PRKAA2	0.993166666666667
PRDM8	0.126
MGC16075	-0.618833333333333
KRT14	-0.5665
PP8961	0.59575
MRPL18	-0.80775
ABCG2	-2.79225
PACRG	0.58775
BBS2	0.32025
KREMEN2	-2.1965
FBXO21	0.942
HNRPUL1	-0.146583333333333
GRB10	-1.2125
CLSTN1	0.95075
LMAN2	0.0191
C17orf61	-0.331
NIPSNAP3A	0.99675
INSIG2	-0.589
PCDHB7	-0.255333333333333
STXBP2	1.04175
CMAH	0.232
SEMA5B	-0.28175
ZNF155	0.298
COQ6	0.8445
PRPF4	-0.17425
TSPAN15	2.4821
VN1R5	-0.438333333333333
LATS2	-0.03675
SELK	0.48725
PGK2	0.099
MS4A1	0.18075
TYW3	-0.7433
KRTAP5-1	1.11425
RCCD1	-1.0045
BTN1A1	-0.04175
DDX28	-0.22375
TMEM65	-0.195125
LOC92345	0.602
TTC31	-0.7055
WDR46	-1.03933333333333
CHP2	-0.553166666666667
LSP1	0.495625
ZNF542	0.75575
EXOSC1	-0.073
ARHGAP18	-0.2975
LRRTM4	-0.95425
MAOB	-0.802
CACNB4	-1.0745
MGC33846	0.56075
RANBP3L	0.155625
ATP5L	0.311625
ONECUT1	-2.5465
NUDT9	0.62675
TMEM149	1.233
STX17	0.69225
IGSF10	-3.89375
TMPRSS9	-0.4575
BMPR2	1.53891666666667
ALLC	-0.58925
KLF7	-0.706625
GCC1	0.6745
TIMM9	-0.582
CDO1	0.81
MGC10701	-1.29833333333333
IFI6	3.91716666666667
FRMD8	0.54275
MGAT2	0.23675
WBP5	-1.6535
CNIH2	0.625
KIAA0907	-0.5124
KCNH8	-0.9985
CTSG	-0.64325
GRIK1	-0.6934
CUL5	0.529375
FRMD1	0.6265
OR9A4	0.1375
SYT6	-1.04325
FOXD4L2	0.80175
ANAPC2	-0.397666666666667
OPN5	-0.0189999999999999
TAF13	-0.015
LYG2	-0.528
GGNBP1	-0.2705
C11orf40	0.303
OTX2	-0.6265
REG4	-0.108166666666667
EIF5	-0.59475
PALB2	-0.852
SEPSECS	-0.0408
RNASE3	-0.02825
TRIM49	-0.5105
POLR2K	0.3101
GPR42	-0.226
C8B	-4.24425
SASS6	-1.15125
PREB	-0.763333333333333
OR3A3	0.477
TUBA8	1.108625
IGLV2-14	-0.116
STIL	-1.3255
ANKFN1	-0.902
NME7	-0.3445
HOXC12	0.90725
UBE2C	-1.122
FHOD1	-0.713375
CDK2AP1	0.0846666666666667
OR6K2	0.799
DHPS	-0.25625
RPL5	-0.89275
TRGV5	0.3115
LOC541472	0.30275
HCCS	-0.9671
DENND1B	3.655
LHX3	0.3555
OR5D16	0.5785
CXorf57	-0.552
IRF2BP1	0.974
NDST2	0.6
LCE3D	0.0235
BOLL	0.130571428571429
SYT3	-0.37275
PIH1D2	0.99625
C20orf7	-0.568166666666667
IL1R2	-0.439333333333333
SLAMF9	0.623
PPME1	-0.222375
PIK3CA	0.49725
TRAPPC1	0.18725
COLEC10	-0.462333333333333
SLC9A6	-1.04233333333333
PDDC1	-0.709916666666667
CCDC53	1.11425
GK3P	-0.5615
DAZL	-0.576
BRI3	0.26775
SDK1	-0.4825
CYP2C18	-0.29125
IFI44L	4.973875
RPL3L	0.317
FUT9	-1.5484
KIFC2	-0.9205
PMP2	-1.24057142857143
SLC4A9	-0.632
PLAG1	-1.58166666666667
MYCBP2	0.278166666666667
OR4E2	0.429
CCDC65	-0.15525
C16orf82	0.287375
ENTPD4	0.21975
BRP44L	-0.607875
PMP22CD	-1.0135
TMCO4	1.32933333333333
KCNN1	-1.71583333333333
WDR35	-0.2665
CCDC80	1.920875
C3orf31	-0.97775
SLC7A9	-1.39775
TMEM190	0.917
DBC1	-2.7755
FADS3	-1.05966666666667
PDZD8	0.140333333333333
GRM5	0.342375
AZGP1	3.9859
PEX3	-0.5105
MED1	0.288928571428571
ATG4C	-0.885666666666667
HNRPH3	-1.178125
FAM109B	1.85075
C4orf17	-0.2295
CA10	1.159
OPRD1	0.383
CCL16	-1.19475
SACM1L	-0.212
CST6	4.3565
CD63	1.1678125
LGI1	-1.81025
ZNF784	0.381
CRYBB1	-0.9875
CX3CL1	-0.2454
TOP2A	-1.6055
GYPB	-2.4895
GADD45GIP1	-0.0905
FEN1	-1.40925
IGF1R	0.3781875
WDR72	-2.79616666666667
PURG	-1.5415
DEFB126	0.413
PKD1L1	0.71925
CAV1	-1.9885
GNPDA2	1.2675
DGAT2	-0.097375
NLGN1	-3.50525
STRBP	0.487625
HPRT1	-0.632166666666667
FANCI	-1.656
PSMA7	0.048125
DBF4B	-0.514
TTF1	-0.59225
RAD54L	-2.137
ELOF1	0.11625
PLAGL2	-0.170875
ZNF256	0.476
HMGCL	1.46
MSI2	-0.446333333333333
RPESP	1.73983333333333
C11orf60	1.016
ABCD1	0.349
ACAA1	0.1911
SPARCL1	5.22914285714286
IL6ST	2.9468
ZNF319	0.4995
TMEM109	-0.1122
FAM90A1	-0.616
IL22RA1	-0.6575
ATP4B	-1.6245
TEC	-0.628666666666667
C7orf30	-1.0265
TXNDC2	-0.3105
ABCB4	0.2715
KIAA1191	0.219375
C9orf38	-0.236
SFTPB	0.259
CNTNAP2	1.8804
FRK	0.4845
TBX19	-0.33425
CHD4	-0.12625
C6orf26	-1.92283333333333
MOSC2	1.7975
IKBKE	1.4655
HIF1A	-2.4915
LOC595101	-0.119
RELA	0.6108
TMEM16B	0.531166666666667
ABHD12B	-2.38875
TSEN34	0.4655
KIF18A	-2.294
TXNDC9	-0.0355
SPATA2L	0.6505
SEMA4G	-1.3355
C21orf91	-0.94725
MATN1	-0.351
KCNIP4	-0.4924
TUSC1	1.779875
OR4C15	-0.604
ARMCX6	1.5265
WBSCR27	-0.8155
OR52I2	-0.5935
KIAA1604	-0.28825
DYNC1I1	-1.655375
PPP4C	0.23
SLC47A2	-1.54566666666667
TREH	0.125
CD48	2.11716666666667
ST14	1.57283333333333
PKN1	-0.1855
SPON2	1.993
XBP1	1.67133333333333
SFRS12	-0.352833333333333
EFCAB6	2.21825
SELT	0.24875
SLC39A2	-0.148
ERF	-0.280333333333333
ARL3	0.71275
SURF6	-1.0054
MLLT10	-0.857571428571429
FLJ11171	0.1265
TDGF1	-4.43266666666667
ERCC6	0.15625
EIF2AK4	1.1055
BAZ1A	0.389833333333333
LRRN3	-0.395666666666667
TMC3	0.993
EFTUD1	0.06675
PTPRO	1.72316666666667
CLEC12A	0.502
ACBD4	0.442375
ZDHHC14	-1.18575
OTUD7B	1.835875
ACTB	-0.0225625
MSRA	0.47875
LCE5A	1.541
IFI35	1.478
BSCL2	0.747
ANKRD12	0.37325
CFHR2	0.226333333333333
RGAG1	-0.228166666666667
HSFY1	-0.369
SLC30A5	0.0898333333333334
IMPG1	0.802
GPR109A	0.4375
ZNF185	0.379
IYD	0.4835
NPCDR1	0.59
SERPINA13	0.4265
HMGCLL1	-1.01325
NEUROG1	1.33416666666667
UBQLN1	-0.17725
LIN37	0.11725
SOCS2	-2.560125
DSCR4	-2.34871428571429
XKR6	-0.63675
GPR142	1.0865
KRTAP13-3	2.22
CCDC15	0.532166666666667
MOS	-0.011
CD1E	-1.404
OFCC1	-0.400666666666667
FAM83D	-1.363
SRFBP1	-0.166
C9orf96	0.0915
DHDH	-0.2635
CCDC90A	-0.558
RABL3	0.69065
CD320	-1.44266666666667
ANGEL2	1.12208333333333
MRPL21	-0.094
SMG6	0.498333333333333
INSR	1.5494375
FLJ14816	-1.4385
GLRB	0.7095
C9orf89	1.50725
CIZ1	-0.8275
URG4	-0.222666666666667
LRDD	-0.643333333333333
CBY1	0.049
NFX1	0.395375
MTERFD2	0.396357142857143
C19orf23	0.224
PGC	-1.48475
IER3IP1	0.8667
RASAL2	0.801916666666667
C1orf89	-0.11825
SYNJ1	-0.738285714285714
NFKBIE	1.13775
FLJ40125	-1.3205
TCEB2	-0.1778
NOG	-1.746
POLR2J2	-0.899666666666667
HLA-B	3.1975
PCDHA1	2.0035
PPP2R2B	-1.4175
ARHGEF17	0.671833333333333
TCF7L2	0.558285714285714
CHD5	-0.912666666666667
ZNF431	-1.13625
TBC1D25	-0.14475
ZNF800	1.211
SCUBE2	4.04781818181818
MYCBP	0.0636666666666667
GPX5	-0.21
C6orf129	0.193333333333333
QSER1	-0.527166666666667
ULK2	2.458
PIGO	0.887
NRCAM	-3.18557142857143
SLC35E3	0.942625
CSRP2	-1.55375
HYPE	0.8655
MAPK15	-0.139666666666667
MGC14327	-0.1215
TIMM13	-0.704166666666667
ZNF462	-1.66925
GBA3	1.40925
TEX13A	0.308
MCM6	-0.979555555555556
MTRF1	-0.76675
ABCA7	-0.32975
EIF4A2	-0.48725
ZC3H10	0.5643
RPGR	-0.323166666666667
C20orf94	0.54125
RP1L1	-0.91325
GPR125	-0.729428571428571
USP22	-0.216642857142857
OR1L4	-0.32475
MLZE	-0.38675
FLJ32065	0.3075
PTCD1	-0.0155
CRTAC1	-0.622833333333333
BXDC2	-1.391
C18orf1	1.1675
FAM107A	1.71771428571429
EFNA3	-0.77075
P18SRP	-0.3776
CAMKK2	0.355666666666667
KIAA0649	-0.18925
NES	-1.71533333333333
HS6ST3	1.38975
PON2	-0.152
TCP11L2	-0.2215
CLEC4A	3.6025
PRR12	0.9985
MLXIPL	-1.022
C2orf50	1.1555
ZNF28	0.282
ENC1	0.349166666666667
MAP2K1	-0.679875
FKSG2	0.9045
KIAA0430	0.3
PTP4A1	-0.999833333333333
GPR156	1.436
GTF3C6	-0.6115
UBR2	0.2809
LOC388272	-0.75125
MAK	0.263166666666667
ACOT4	3.7315
STC2	2.54941666666667
PIGW	-1.7625
SAE1	-0.355
COL6A1	0.886954545454545
OAZ1	0.2005
STMN4	1.01483333333333
EDG3	0.121666666666667
SGCE	-1.93116666666667
IL11	-1.9865
PRSS8	2.295125
YIPF5	0.134
WNT4	3.4505
CSN2	-0.585
TCF7	-2.866
TDO2	3.04275
SAMD9	1.499375
S100A7A	null
MMRN1	1.91416666666667
GKAP1	0.20825
AKR1C3	-0.806875
RNF19A	0.768
GMDS	-0.75775
YKT6	-1.116375
SPARC	1.3538
C12orf31	-0.28625
UBE2V2	-1.106
FBXL18	-0.945833333333333
KIAA0460	1.35175
ADAM22	0.0654285714285714
SERPINC1	-4.32825
KCTD21	0.787
MYOHD1	-1.76125
ZNF37A	0.577833333333333
GTF3C1	-0.279666666666667
CTSZ	2.1695
PRNPIP	-0.996625
DRD1IP	0.327
NR1I2	-1.9965
ZNF266	-0.0802
SPAG4L	0.148
COX4NB	-0.392
SAPS1	2.57116666666667
APOA1	-3.85075
TATDN1	-1.3505
C10orf82	3.454
KPNB1	-0.61625
FOXO3	-0.0434166666666667
CRYBB2	-0.6055
ZBTB5	-0.539166666666667
SLC25A38	-0.10225
DCTN2	-0.0941666666666666
IFT20	0.215
CTHRC1	1.72375
C1orf31	0.5335
UHRF1	-0.777625
GPC6	-0.18875
C10orf54	1.6875
MCF2L2	0.702166666666667
WNT9B	0.4485
OLA1	-0.738
FAM120B	-0.15825
TTLL10	-1.786
CYorf15A	-3.8355
RELN	-1.9608
SCN2B	0.31575
MFHAS1	-0.3735
NKX3-2	-1.2565
RASGRF2	-0.8785
SSBP1	-0.639333333333333
KPNA6	-0.2375
LOC389118	0.0495
HS3ST4	-1.0653
SUPT7L	-0.26
FLJ32658	0.31725
IGFBPL1	-0.02
