Hybridization REF	TCGA-BH-A0BP-01A-11R-A115-07
PNPO	0.880166666666667
DAPK1	-0.52
PINX1	-0.995333333333333
SELENBP1	0.67625
NEK3	-0.1055
TMED4	0.0741428571428571
SSTR4	0.1825
FOSL1	-2.117
CD40LG	-0.081
CES1	1.24408333333333
DCI	1.047
B3GAT3	-0.615833333333333
STK17B	0.423
CNTN6	0.32625
CYP3A4	-0.7005
MBOAT2	-0.0932142857142857
PISD	-0.024
USP1	0.09875
PYDC1	1.39033333333333
CENPM	-2.322875
SAR1B	0.38225
TTC7B	-0.196125
DP58	-0.3575
GPC1	0.41575
RBL1	-1.818875
TMEM137	-1.863
TOB1	2.6975
TCEAL1	1.036
CENPF	-2.41354545454545
C6	5.39116666666667
PRSS1	-3.826
PPIL6	1.835
C6orf124	-0.3595
ODZ4	2.1585
SNCB	-0.29475
NDUFB9	0.473125
CNOT6L	1.81866666666667
S100A9	1.37616666666667
TRIM50	0.199
KCTD1	1.4297
WDR63	0.80575
SPEF2	2.10575
RNGTT	-0.886666666666667
CXorf22	1.05
KCNK16	-0.04075
CEP250	-1.13775
ATPBD1B	-0.6735
KCNJ2	3.93
MT1B	-0.66
ZNF684	-0.528
SLC4A1	0.1885
PDHA1	-0.1215
ZNF492	0.98175
TKT	-0.972
BYSL	-1.56275
RNF38	-0.26375
AHDC1	-0.7085
KLHL2	0.928375
CMTM8	1.902
DMP1	0.1575
HERPUD2	0.344875
CRTAM	2.85033333333333
ZNF572	0.428
TMEM16J	-1.21
HSD17B2	-2.638
UBE2G1	-0.144375
AHSA2	-1.83275
PELI2	-0.37
TPX2	-2.69075
ATP9B	0.908166666666667
DAZAP1	-0.448875
HMGCS2	3.40033333333333
C17orf38	0.23275
B9D1	-0.997875
NKX2-5	-1.54033333333333
KIAA1276	-0.0245
LILRB2	3.3685
CSTF1	-0.4365
BTN2A1	-0.187666666666667
C15orf48	6.07825
IGF2BP3	-4.04825
FAM113B	0.3335
HRG	0.04975
ZNF131	-0.20875
USP47	0.5595
CCDC88B	-0.290625
HCN1	-0.475888888888889
HTN1	-0.411666666666667
SYCP3	-0.29925
C13orf23	0.0224
PAPOLA	0.138875
AATK	-0.7561
MSH3	-0.419833333333333
NDUFAB1	0.068
ITLN2	-0.939833333333334
BAK1	-0.9805
MRPL45	-1.09116666666667
MTNR1B	0.031
LOC645843	-0.13
SPECC1L	0.54225
PGCP	0.3835
SPN	-0.62375
GPR143	1.7555
ZNF576	0.698
TMEM39A	0.4069
ATP5D	-0.532333333333333
MAGEB3	-2.01
RPS5	-0.264166666666667
ANP32E	-1.36992857142857
MTMR1	0.42625
YEATS4	0.41625
SYNGAP1	-0.38825
PCOLCE	-0.253
MNS1	-0.443
PCYT2	-0.458833333333333
ZNF182	-0.039
LAX1	0.12925
SPPL2B	-0.2427
ELOVL5	0.067
PCDHAC1	0.3835
B4GALNT1	-1.3955
BLOC1S2	0.783625
ZNF673	-0.3624
ARHGAP21	0.117166666666667
IRX5	2.7595
LRFN5	0.106833333333333
FAM7A1	-0.14125
RAB19	0.452
GINS1	-2.71475
ITM2B	1.0875
PAPSS2	1.08675
OR5BF1	0.2685
ACSL3	0.487375
KIAA1919	-0.074
GLT8D2	2.92375
UTRN	1.12678571428571
CNN1	2.583
HISPPD2A	-0.507833333333333
SDAD1	1.119625
SIGLEC9	0.787333333333333
RPL35	-0.561071428571429
C22orf26	0.587
IMPDH2	-1.398375
WDR69	-0.48375
SEC14L5	-0.4645
CLTA	-0.029
RP11-529I10.4	-0.17
GPR37L1	-0.0263333333333333
OGDH	-0.415
ASB13	0.0703333333333333
ZFP14	0.82325
ZCRB1	0.114333333333333
KPNA3	0.70525
HSPA1L	0.1975
RHOC	0.962625
LOC554175	0.27275
PPP3CA	0.4755
SLC1A7	-0.0059
ZNF529	-0.458166666666667
RBED1	1.75825
DDB2	-1.812
FLJ11286	-0.188333333333333
SPATA1	0.54
MKNK1	0.424666666666667
DYSF	1.02266666666667
ALKBH2	-0.7225
NKD1	-3.27466666666667
C1orf174	-0.59325
PLEKHO1	0.200666666666667
ASB10	0.18425
RING1	-0.487333333333333
NPC2	1.043625
AVPR1B	-0.046
YTHDF1	0.245416666666667
LMAN1L	0.184
GSG2	-2.81
CEP170	0.1478
RPS4Y2	-5.332
MSH6	-0.7975
HECTD2	0.363166666666667
ZNF556	-2.88083333333333
PLEKHC1	0.4246
AIRE	-0.195166666666667
BCL2L10	0.80575
LMOD3	0.5665
ZBTB8	1.019
FOXA2	-3.3651
SLCO2A1	2.99175
C3orf46	-0.781
PRDM16	0.612666666666667
TMEM98	-0.05
FRMD5	-2.0645
PDE6C	-0.1365
C1orf216	0.494333333333333
EP400	-0.216928571428571
PTK2	0.42825
RNF217	-0.3025
NDUFA8	0.366
ZFAT1	0.11975
LAMP3	1.81066666666667
GLTSCR2	0.166875
NPW	-1.118
LLGL2	-0.3285
PPM1K	-0.5515
C20orf177	-0.9285
KIR2DL4	0.1916
NFKB2	-0.498
C21orf122	-0.566666666666667
HESX1	0.08025
GPR114	0.2335
SLC25A35	-1.015
GNAT1	-0.49775
ORAI3	0.06225
FAM76B	-0.633625
TMEM99	-0.6467
TRIM29	0.5212
CDS1	3.602
RHEB	-0.3482
C4orf27	-0.458833333333333
RAB3A	-0.483
OTUD6B	-0.33225
GPD1	3.61125
CDH15	-1.21683333333333
NPM1	-0.870857142857143
TMEM117	-0.59425
PRPS2	-0.14275
GCK	-0.85
ADRA2A	4.73333333333333
TSPYL4	0.549666666666667
TASP1	-0.33675
WDR19	0.01875
C10orf38	-0.34175
PDE4C	-0.681333333333333
FYB	0.643416666666667
C1orf55	-0.213333333333333
PPFIA3	-1.91825
RAD18	-0.67625
C12orf44	0.153666666666667
CRYBA4	-0.022
HVCN1	0.73225
TAF10	-0.429333333333333
C16orf48	-1.0325
DEPDC5	0.536
LTBP1	-1.098
MAPRE1	-0.23775
FGF8	-0.104
C3orf52	0.24975
SENP7	-0.551166666666667
LRRK2	1.8915
RUNDC2A	0.600833333333333
KIAA0355	0.796833333333333
CPEB1	-1.66625
PPEF2	0.63
ABI2	-0.322166666666667
KIAA0317	-0.355
ATF1	-0.632166666666667
DYNC1H1	0.735625
DIP	0.32875
TMEM33	0.405166666666667
POLDIP3	-0.214
C7orf24	1.81975
GPR171	2.056
CDC6	-4.10066666666667
PLD1	-0.371
ITFG2	-0.6992
NDUFC1	0.2125
AKNA	-0.92675
NBR1	-0.137
PKHD1	3.372625
HPS4	-0.6076
MAFA	0.26625
ULBP3	-0.49975
DIRC1	0.0415
IMMT	-0.422875
C22orf13	0.233833333333333
CEL	-0.2225
MARK3	-0.71925
ADAMTS2	1.24016666666667
ARPC3	0.429833333333333
TMEM10	-0.026125
NPHS1	0.01225
BRD8	-0.803666666666667
WDR12	-0.95475
IDI2	0.48275
HOXD13	-1.41
OR8G2	-0.82625
SLAIN1	-1.88
GABRQ	-0.24525
NR2C2	-0.89525
NKTR	-0.3591
TLE2	0.937
KIAA0892	-0.610333333333333
AURKA	-2.78136363636364
GPRC5C	0.458
TBC1D9B	-0.10675
PNPLA6	-0.378
AP3B1	-0.283
NAG	-0.461
C11orf68	-0.25475
AKR7A3	1.8295
AHCYL1	-0.06175
COP1	0.673666666666667
RPP14	0.02975
PCDHB18	0.91925
CDH24	-0.447
KRT17	0.733
LACTB2	-0.17775
DDX24	0.506
PHACTR1	-1.70983333333333
SLC35E2	0.196
LOXL1	0.9165
IQSEC2	0.366875
RGSL1	0.243
PCDHGC5	0.327
MEGF10	-0.159625
PRRX1	1.645
ASTE1	0.317666666666667
C6orf159	-1.6895
MYOD1	-0.101
GAA	0.31075
ZNF747	0.34425
KLRC1	-2.284125
IL1RL2	0.0155
GDF9	0.22925
GPR119	-0.0355
TRAF2	-0.4865
HCK	2.84033333333333
BMP6	-1.8855
IL8RA	0.674166666666667
FLJ35848	-1.389
EFHA1	0.08125
CDSN	0.00650000000000001
C14orf54	-0.216833333333333
LSM3	-0.286625
ZFP41	0.487
C9orf126	-1.43666666666667
VIT	-0.4905
SPCS3	-0.86675
DEF8	-1.3799
CHAF1A	-1.9255
C1orf165	0.650166666666667
ZFPM2	1.91566666666667
FTH1	0.18025
SLC35F1	-0.72125
YWHAH	0.6365
C17orf66	-0.0956666666666667
ADRB1	0.178666666666667
FOXL1	-0.49
RG9MTD3	-0.407666666666667
UMPS	-0.2485
MGC13008	-0.1155
KIAA1161	-0.531
CCDC77	-2.43975
C12orf65	-0.3859
COG4	-1.38566666666667
RCP9	1.64458333333333
RP4-692D3.1	2.9445
CDC2L5	0.1365
MGC7036	0.127666666666667
DNAJC11	-1.05875
GDF2	-0.174166666666667
TIMM17A	-0.36425
HNRNPA0	-0.8519
OR2H1	-0.2805
PCBP1	-0.0385
COL23A1	-1.848
LRRC2	0.4175
NSD1	1.15635714285714
FLJ37078	0.078125
WDR91	-0.518666666666667
TMEM179	-0.32275
DSCR10	0.875
CNDP2	0.5042
FYN	-0.326
BEX2	0.910166666666667
KCND3	1.364
YPEL5	1.924
LRRC42	-0.915833333333333
C17orf45	-1.485375
ZNF649	0.478
LOC150763	1.418
COL5A2	3.1335
CNGA2	0.0865
ELA2B	-1.06533333333333
RAB9B	1.13175
FAM100A	0.58725
NAIP	0.313357142857143
MYOZ2	1.025
SPATA12	-0.4455
XRCC4	-0.98075
CYB561	1.3377
CHST10	-0.80675
BAI1	-0.834833333333333
BRSK1	-0.154666666666667
C17orf89	0.136125
PDE6H	-0.926
FLJ20309	0.1702
MAP7	1.615
SCN4B	2.24325
SPAG9	0.115625
SERTAD1	1.08866666666667
FLJ21963	-1.514
ANTXR1	0.5633
TMPRSS13	0.766666666666667
ETV7	1.63666666666667
DGAT1	0.953166666666667
NKIRAS1	0.0881666666666667
TAC3	-3.536
CORO1C	-0.309416666666667
RAD54B	-1.3055
HRASLS3	3.06133333333333
C21orf42	-0.18725
BARD1	-0.8225
ZNF177	-0.445333333333333
MIP	0.4365
ZNF442	1.55
F2	-3.6839
GRIA1	0.209625
GALNTL2	1.93
WNT5A	0.3362
LENG9	0.052
hCG_25371	-1.2555
FOXR1	-0.1785
TRA@	0.8804
PWWP2	0.63825
C1QTNF7	3.37416666666667
SLC7A4	0.857
C4orf7	2.92075
C17orf80	-0.347166666666667
KLK4	0.83
IL31	-0.1985
TMEM176A	4.08
CTNNB1	-0.14975
BHLHB2	0.554
TMEM185B	0.417833333333333
ARD1B	-0.08325
C1orf93	-0.4405
BRUNOL4	-0.872166666666667
LOC541469	0.0370833333333333
UPK2	-0.47175
GAS8	-1.128
PATE	0.1585
IMPACT	-0.212875
WNK4	-1.08833333333333
HNRPLL	-0.3865
GAD2	0.534
ITGA6	0.29
BMP15	0.2626
CYP2A7	1.530625
RIC8A	-0.071875
CCND1	-0.563
USP35	-0.5
DSCR2	-1.8385
CCL4	4.51283333333333
ZCCHC10	-0.1555
NOL11	-0.9965
TRPM2	-0.0339166666666666
PSMD2	-0.959727272727273
CHTF18	-1.81525
USP18	0.588125
RRAS	0.085
LAMC3	0.19475
TOX	-2.6355
PCDH15	-0.154
GABRG3	-2.32225
NUDCD2	-0.6185
SGCZ	0.74
KCTD17	-0.3843
SPSB2	-0.9575
TPPP3	3.19183333333333
CILP2	1.117
CALB2	4.40775
CEBPZ	-0.327833333333333
ZNF479	1.00325
FMOD	5.29466666666667
C21orf66	-1.35728571428571
CLN6	-0.358333333333333
ANAPC1	-0.967875
SH2D3C	1.549
PTPN14	-0.4102
TRIM42	-0.3005
APTX	-0.284
SNRPG	-0.200833333333333
BMS1	-0.30175
MAGEA3	-4.03
NFATC3	-0.819583333333333
LRRC45	-0.625666666666667
ARS2	-0.748642857142857
LRIG1	2.174
EPSTI1	0.839
PRSS27	0.398
ERC2	0.79825
PRKACB	0.368714285714286
PRDM13	-1.8685
HCG27	-1.1835
KLK12	-0.8655
HSD17B7	-0.289333333333333
ZNF354A	0.01325
PCDH11X	-0.4075
DMGDH	2.2525
PCBD2	-0.265
TMC6	-1.124375
RIMS1	0.587875
SF3B2	-0.595333333333333
RCN1	0.502
CPB1	4.22025
BCAR3	0.17175
FCRLB	0.159625
PAK1IP1	0.24325
OR10H1	0.1175
KIF9	1.2167
PITPNM2	-0.644875
L3MBTL4	0.0105
TGFB1	-0.3933
ZXDC	-0.844
SLC6A16	-0.25025
SRrp35	-0.842625
LRRC8E	1.295
PPIAL4	-0.5545
EOMES	0.953833333333333
PAX2	-0.057
SCARF2	0.078125
PSEN2	0.356666666666667
PCDHB13	0.62725
C10orf28	-0.685625
DHRS7B	0.9485
C1orf131	0.31025
ASB1	-0.707
ZNF223	-0.176833333333333
LCMT2	0.36525
MEP1A	-0.9105
TMEM53	0.112
RSPH3	0.818
C10orf33	-1.186
LOC644285	0.203
PTPN9	0.788166666666667
ABCA12	-0.41175
CCDC37	-1.031
RUNDC1	0.2058
YES1	-0.321833333333333
FAM120AOS	0.64025
OR5M3	-0.4215
PPP1R3F	-0.0265833333333333
IL13	1.2838
MDFI	0.02125
PRNT	0.3475
ZDBF2	-0.265
OR10C1	0.195
CLIC1	-0.462833333333333
LILRA5	0.1935
CSAG1	-3.762
TREML2	-0.557333333333333
FAM125A	-0.803166666666667
ZNF74	-0.76925
FAM104A	0.087125
LRRC39	-0.6885
SAMD5	0.45575
HYAL2	0.366
HIST2H2AC	0.4265
IGFBP5	1.14739130434783
NRTN	-1.4005
KIAA0556	0.62
FAM29A	-1.72261111111111
JMJD2A	0.96425
EPHB1	1.4075
POLD4	0.704625
ANAPC10	-0.23575
LRRC36	0.11625
MEGF6	-0.473625
LPHN3	0.1865
BMP10	-0.041
C21orf55	-0.323
CREM	0.0253125
PTGER4	0.753
METAP1	-1.373375
KCNQ1	1.30616666666667
NR2F2	2.0795
SSFA2	1.68358333333333
CTTNBP2	-0.05075
BCL2A1	0.049625
ZBTB24	-0.413125
SLCO6A1	-1.506
PRDM1	-0.2715
OR7D2	0.233166666666667
CCDC47	-0.8131
LOC646982	0.272
SLC26A6	-1.75
BIN1	0.0847
SRRM1	-0.0902142857142857
PCSK1N	-0.4355
ALS2	-0.0377
ECT2	-1.85868421052632
CACNA2D2	0.6355
DOCK6	-0.167
C10orf119	0.016
FATE1	-0.0395
DUSP23	1.1665
TRIP6	0.130357142857143
NUP35	-0.5135
CDH3	1.4285
KLHDC8A	0.6575
C9orf116	1.32725
EI24	-1.089
CENTD1	0.404
RWDD2B	-0.648666666666667
DOCK1	0.9105
NPAS2	-0.16725
NR3C2	2.97316666666667
FAM63A	0.973916666666667
INPP5F	-0.5915
FAM111A	-0.5988
MYBL1	-2.087
IQGAP3	-1.124
CRADD	-0.667666666666667
DUSP12	-0.53575
PDZK1IP1	3.7275
VASH2	-0.3455
CTR9	0.93875
VIL1	-3.8775
OR8U1	0.583166666666667
CCDC107	1.5165
PTTG1IP	-0.142875
OR4X2	0.324
COL9A1	-1.5155
PSMD9	-0.54975
ZFP62	0.0995
TIP39	-0.24625
PARP15	0.3395
TTC19	-0.577625
C1orf114	-0.997166666666667
GFPT1	0.5455
SLC27A6	0.5955
MRPS10	-1.0671
CALML5	3.1525
TRPM7	0.12925
CGNL1	0.130125
CECR1	0.50275
SERPINB8	0.1595
TMEM102	-0.127125
PDIA2	-3.2015
NUCKS1	-0.171666666666667
HOTAIR	1.55825
EBI3	0.15325
NXN	0.90875
ZMYND19	-0.941625
FOXJ3	0.09
EIF5B	0.0135
EIF2B4	-0.251833333333333
LEO1	-0.12325
ZIC5	1.08058333333333
IL20	2.0585
KIAA0415	-0.051
FLJ37357	0.376
TSPAN12	2.426125
ACTR3B	-0.03625
TFAM	-0.0728333333333333
IL17RD	0.64475
PARP12	0.072
KLHDC7A	0.5875
KCTD4	0.152166666666667
GTF2H1	0.121
FLCN	-1.10783333333333
BIRC4	2.09375
LOC790955	-0.42575
VKORC1L1	0.70925
CYP4F22	0.798166666666667
TAS2R5	0.39
ZNF582	0.0995
HS3ST3B1	-0.661375
CTNS	-0.09225
STK36	-0.239166666666667
MMD2	-0.13125
RP5-1103G7.6	-0.161
FLJ23356	-0.009
CRH	-0.24825
C1orf182	-0.587166666666667
ACP5	2.004
AMFR	1.1791
CA4	-0.55125
PLCB4	-0.23675
MPHOSPH10	0.65975
UNQ473	2.0555
G3BP2	0.810333333333333
SR140	-0.850916666666666
HOXA2	0.44125
PYGB	-0.775
BAT1	-0.898416666666667
DKK3	0.3395
DDX31	-0.212375
TULP1	-0.198625
NHLRC2	0.156
TNRC4	-0.817833333333333
ZNF430	0.75025
TNRC6A	0.8895
PLA2G1B	0.377833333333333
RCHY1	-0.0438333333333333
GTF2A2	-0.406666666666667
MGC4294	0.8325
ZNF691	-0.33525
TACC3	-0.29575
DNAJC5G	-0.34375
LOC4951	0.58375
MS4A4A	-0.325
LOC152485	-0.1985
PPP1R2P1	0.06475
PPP2R5B	-0.63375
RPGRIP1L	-0.18625
SPOP	0.9227
PTPRF	1.82241666666667
MGC42090	-0.737
SUSD3	-0.18825
THOC4	-0.51775
MAML1	-0.0915
FXR2	-1.307
TYK2	-0.382
MUC6	0.0325
DNAJB7	0.354
PIP4K2A	0.677214285714286
MEX3A	0.0151666666666667
RRP1	-1.31325
TFAP4	-0.0795
CXorf41	1.8615
MTMR4	-0.4245
CTLA4	0.2415
SNX9	0.662125
CIB3	0.8635
NECAP1	-0.186375
PLA2G2D	-0.1846
GLMN	-1.259
DCLRE1A	-0.66875
PDX1	0.086
SAMD11	0.10675
MRPL55	-0.000499999999999999
TLR7	1.975875
TBC1D21	0.107833333333333
SMAD1	2.2877
ACTRT2	0.198
RIOK2	-0.363
PDLIM4	0.32725
SLC22A15	1.227
ABHD13	0.8259
STX18	-0.2848
CCPG1	0.264214285714286
DCBLD1	1.70633333333333
SLC2A6	-1.679
NOLA3	-0.28825
TRDMT1	-0.292
IL17F	-0.0405
ATP1A4	-0.7375
OR52W1	-0.052
CFL1	-0.98375
IL4	-0.8515
RBP2	0.182833333333333
CPSF6	-0.2695
TTC8	-0.0741666666666667
MUCL1	5.675
EYA3	-2.101
KRT38	-0.571
GNE	-0.94225
ZNF501	1.215
SLC35A2	0.831625
CEP110	-0.5487
MYF6	0.2975
MGST2	0.197833333333333
TRPV4	-0.703166666666667
NEK8	-0.374166666666667
NOX5	-1.4365
NCKAP1L	-0.586
EMP3	-1.69933333333333
BPY2C	0.047
C1orf38	0.58925
ELOVL2	2.3345
CBX7	0.585333333333333
OSBPL1A	0.072
ZNF589	-1.11825
ESCO1	-0.8055
TRA2A	0.216166666666667
C3orf26	-1.35275
PHF2	1.01075
PID1	1.17983333333333
RFC1	-0.345375
MTAP	-0.2185
ADORA3	2.6575
LOC389458	-0.211
TRNT1	-0.43525
CRIPAK	0.85075
RAI2	2.95116666666667
ANKRD44	-0.667
GZMB	2.927
NFE2L1	0.728
STIP1	-0.642
RASL11B	1.759
NT5DC2	-2.12483333333333
LRP2	0.00674999999999999
MTDH	0.502933333333333
ARSG	0.40075
HSP90AB1	-0.871333333333333
CT45-6	-4.276
ZNF483	-0.3265
LMBR1L	-0.379
S100A2	-0.3022
C2	-0.155166666666667
C2orf27	-0.751375
EIF4EBP1	-1.06975
GCKR	-2.512
PPP1R9B	0.854125
FER	-1.08
SNRK	1.42216666666667
OR5M10	0.076
UTP6	-1.5035
CAPZA3	0.32275
FBP1	1.53011111111111
TERT	-1.471
CCL1	-1.298
FUCA1	0.6975
ALS2CR8	0.255
KCMF1	0.527833333333333
SRCRB4D	-0.526
OXCT2	-0.152666666666667
IL17RA	0.795166666666666
MPP5	0.283
SPA17	-0.68925
FLJ10986	1.63233333333333
GALNT14	-0.99675
CXorf27	0.162375
NPLOC4	0.21675
RAB34	-1.082
KRTAP3-3	-0.1655
ARSD	1.97816666666667
CPLX2	-1.749
PJA1	0.94625
WHDC1L1	0.780166666666667
RB1	-1.0388
MTMR15	-0.6355
PHLDA2	-0.6257
GUCY2F	-0.5245
MPV17	0.0708333333333333
SLC35D1	0.118
LYSMD3	0.264
COL16A1	2.033
ERLIN1	-1.059
JMJD4	-0.228
HIST1H2BK	0.744
TP53I11	1.3705
ST3GAL4	-1.6689
PF4V1	1.38033333333333
ALG8	-0.348
REG1A	-0.27575
MINA	0.615
CYB5R3	0.41625
HHLA1	-0.428
MYST4	1.9965
VASN	0.33
UCHL5IP	-0.59775
TFAP2A	2.2730625
MGC9913	-0.633
C9orf97	-0.6585
LOC90379	-1.21725
PHF15	-0.740071428571428
ZNF169	-0.421
KRT7	0.2278
GLIPR1L2	1.885625
LOC116236	0.58975
IQCF3	-0.08875
RDH14	0.00866666666666667
HNRPK	-0.352928571428571
RABEPK	0.563
ISX	-3.666
CBARA1	0.4255
RAD51AP1	-3.14575
MLL5	1.170625
CXorf48	-5.7775
SGCD	0.475
PHTF1	-0.24775
CA3	2.716
CMTM5	0.3945
STX10	-0.47225
JMJD2D	-1.22125
P4HA1	-1.019
GAB3	-0.236
DHRS4	-0.337666666666667
COL4A1	2.462875
C20orf20	-1.13775
OSBPL2	0.562
PTTG2	-2.68975
KIAA1688	1.6535
STS	-0.790375
SHROOM4	0.824333333333333
KBTBD5	0.228833333333333
ALDH1A3	1.737
BTNL2	0.405333333333333
TGIF1	-0.506
ZFAND5	0.464625
ICA1	1.968125
NAV3	-0.4785
FLJ12331	-0.927
EPS8L2	-0.1402
MNT	0.523166666666667
ENTPD1	1.46816666666667
OR51E2	1.442875
STK11	-0.332
MX1	2.95575
TTTY9A	0.51875
CX62	0.1045
LOXL4	0.446875
EXOSC4	-0.1945
PURB	0.334714285714286
SETD1A	-0.5105
RELB	1.404
LAMB2	0.8805
HNF1B	-0.455666666666667
PNLIPRP3	-0.238
C14orf139	0.979
UMOD	1.2245
GRIN3B	-0.392
GPR25	0.0975
ZNF512B	-1.693
ATP6V0A1	-0.728875
SRA1	0.028
ZNF615	1.45875
ZNF768	-0.47525
ZNF469	3.4205
DYNC2LI1	0.794
DNAH3	0.37
LOC387911	2.048
LOC554234	0.10375
ARRDC5	-0.15475
TMEM59L	-0.492
MARCH4	-1.917
CNOT8	-0.265
KIRREL3	-0.825833333333333
ADAM17	0.113125
MYOG	0.138875
CPNE1	-0.993166666666667
AK5	1.95675
LOC204010	-0.87375
NDRG4	0.29025
LOC130074	0.227
PIAS4	0.645
NCOA2	1.412
TEGT	0.6236
USP5	-1.81325
ANKRD21	1.77
KIAA0692	-0.353833333333333
HAPLN3	0.89725
LZIC	-0.80675
NRXN3	0.0845
CDKN2C	-1.249
KIAA0226	-0.283583333333333
CYB5D1	-0.3735
WDR68	-0.87075
ABCB6	-1.2043
MRPS25	-0.909
ZMAT2	-0.00241666666666666
KRT25	-0.183
RPL11	-0.2205
GRAP	-0.198
LOC198437	0.522833333333333
RORC	1.0445
RAP2C	2.3715
MXD1	1.0461875
AZI2	0.540166666666667
NUAK2	-0.23675
AHSG	-5.684375
MANSC1	0.764
IMP3	0.4355
C2orf3	-0.304125
VSTM3	2.85325
PCTP	0.73
SIRT1	0.44625
MANBA	0.2375
CD164	0.977125
GFRA1	1.2082
PRM2	0.29675
ZKSCAN3	0.28
PLEKHG1	3.0255
TPRKB	0.15825
UBFD1	-0.0104166666666667
CDKL5	1.27783333333333
HIST1H2BD	1.5865
INPP4A	-0.7085
BMX	1.1895
PTPRU	-1.098
LOC554202	-0.327833333333333
HOXC8	1.86125
IL12B	0.2985
ADPGK	-0.3675
ZNF418	-0.106
SIAE	1.475375
CWC15	0.08625
RP13-401N8.2	0.0775
KLHL11	0.0425
DEDD2	-0.190625
PSMB3	-1.23175
DDX25	-3.26275
ZBTB3	0.317333333333333
GFRAL	-0.0415
RPS25	-1.01183333333333
FAM57B	-0.458666666666667
TESK2	-0.0228333333333333
DNM1L	-1.473625
ZNF207	-0.768166666666667
CLEC11A	1.308625
TOLLIP	0.133375
TMEM61	-0.117333333333333
DLK1	-4.1814
PLVAP	3.07825
NOD2	3.25116666666667
SCMH1	0.313
FLJ40235	-0.367
HTR2A	0.214166666666667
ARMC5	0.3695
FUT7	0.283
PRELP	2.9393
ALKBH6	-0.307333333333333
GYG1	-0.110333333333333
POLR3GL	0.8605
COL8A2	5.43583333333333
OR10A5	0.269875
C1orf187	-1.559
TXLNB	2.81466666666667
C16orf68	-0.40475
R3HDM1	-1.19975
C16orf75	-2.01425
BAALC	-0.8085
TNP1	0.165
GAPDH	-2.31983333333333
COX7C	-0.0565
ERRFI1	-0.413833333333333
PGAM2	0.714166666666667
FAM108B1	-0.7005
APC	0.230875
TLR2	3.20475
SUCNR1	2.1775
ZNF233	-1.07925
WFDC1	-2.07833333333333
PSG11	0.0142
SLC39A1	0.237
PSAPL1	-0.443
CDC42EP1	0.08
MECR	-0.776
KIAA0101	-1.8784
MACROD2	0.031
MMP19	1.63916666666667
LOC202459	-0.0976666666666667
VNN2	1.51975
ACCN3	-1.2645
TIMD4	1.8435
RNASE8	-0.1075
CCDC7	0.7915
SULT2B1	-0.6825
ME1	-0.99325
MGRN1	0.83775
MRPL30	-0.10225
IVL	1.289125
CALM1	0.8678
PLEKHA6	1.1819
B4GALNT2	0.188
PGDS	3.935625
C8orf33	-0.20775
TMEM56	-0.300666666666667
CKM	-1.406
ESR2	0.3105
ACOT8	-0.38825
AGTR2	0.63825
LOC155006	0.91325
BC37295_3	0.7375
EPM2AIP1	0.0905
PZP	0.71225
RPS9	0.102833333333333
C18orf51	0.173
SIVA1	-0.3945
HEATR2	-0.3295
CD3E	-0.823333333333333
C20orf142	0.4475
PGLYRP3	0.3525
CCDC139	0.2125
GPS2	-0.895
NOL14	-0.8205
LRTM2	2.58875
TRIM36	1.191625
TP53RK	0.3058
FBXL13	-0.133333333333333
RUFY2	0.363714285714286
C11orf70	0.547333333333333
HSPB9	0.610666666666667
GJA5	3.1035
HGF	-0.7635
EPHB4	0.589
SOX18	0.20975
IFRG15	0.053
SERPINA10	-3.74525
WDR23	-0.7935
REEP2	-1.20266666666667
CDK3	-0.80125
HSPA12A	2.852375
ARL8B	0.6649
SATB1	-0.329333333333333
PPM1D	-1.15783333333333
VPS45	-0.4255
TP53BP2	0.255875
GJE1	1.63175
CACNA1G	0.708
VGLL4	0.79775
GNPTG	0.974
ROS1	-1.887
C21orf128	0.112833333333333
BMP8B	0.5545
SLC5A4	-0.54
SLC6A3	-0.220166666666667
C16orf53	0.28
TMEM81	-0.616
APC2	-0.8415
SYAP1	0.977125
C6orf54	2.08883333333333
ZBED5	-0.261
PVR	-1.2995
LTA4H	-0.660166666666667
CCDC24	0.3696
MAGEA4	-3.70916666666667
IFIT3	1.952
MYADM	2.102625
C21orf82	0.8435
PDE3B	0.87175
TMPRSS11A	-0.0795
PGK1	-2.08658823529412
CCL13	5.10883333333333
DERL3	-1.16783333333333
MLXIP	-0.46
PLOD1	-1.449125
MTFR1	0.8677
NPDC1	0.7505
GPAA1	-0.350166666666667
LTV1	-0.111
RYR3	0.4635
C7orf46	1.76925
VAMP2	0.077375
RNF135	0.5545
SUPV3L1	-0.1595
FIBP	-0.309
ADAMTS18	2.24733333333333
RNF25	-0.136333333333333
SOS1	0.56775
PLAU	1.464875
MATK	-2.46625
EHF	6.249
CTNND2	2.335
PTEN	0.7635
ZNF189	0.333875
SLC28A3	0.7035
GUCY1A3	3.79375
SETD2	0.76475
ROGDI	1.161
TICAM1	0.5034
RASSF3	1.341
PACSIN2	0.00566666666666667
SERPINB5	-0.139416666666667
PRKCDBP	0.372875
TFDP3	-1.142
LGR6	2.271625
RFX5	-0.480833333333333
OR52J3	0.568
PTPN18	0.66825
ZBTB34	0.855625
KCNF1	-0.39275
SYNE2	0.133071428571429
SLC22A4	-0.74925
NETO2	-1.75375
VCPIP1	0.47525
LDHD	0.59325
ESX1	-3.576
SQRDL	2.41
