Hybridization REF	TCGA-AN-A0AL-01A-11R-A00Z-07
ATPBD1B	0.43175
KCNJ2	4.997
MT1B	-0.3535
ZNF684	-0.7415
SLC4A1	0.281
PDHA1	0.557
ZNF492	-0.85475
TKT	-1.36475
BYSL	0.00125
RNF38	1.39375
AHDC1	-0.17
KLHL2	1.269125
CMTM8	1.863
DMP1	0.1365
HERPUD2	0.403625
CRTAM	2.5
ZNF572	-1.819
TMEM16J	-0.904
HSD17B2	-4.005
UBE2G1	-0.42075
AHSA2	-3.34075
PELI2	0.1405
TPX2	-1.27725
ATP9B	0.149
DAZAP1	0.1805
HMGCS2	0.0976666666666667
C17orf38	0.5355
B9D1	-1.503375
NKX2-5	-0.687833333333333
KIAA1276	-0.265
LILRB2	3.988
CSTF1	-0.676166666666667
BTN2A1	-0.765333333333333
C15orf48	5.647
IGF2BP3	-3.6575
FAM113B	0.610166666666667
HRG	0.204571428571429
ZNF131	-0.746
USP47	-0.635714285714286
CCDC88B	1.089
HCN1	-0.727444444444445
HTN1	3.56333333333333
SYCP3	1.453
C13orf23	-0.2417
PAPOLA	0.7025
AATK	-0.428555555555556
MSH3	-0.674833333333333
NDUFAB1	-1.0605
ITLN2	-1.0206
BAK1	0.0811666666666667
MRPL45	-1.5665
MTNR1B	0.0998333333333333
LOC645843	0.3125
SPECC1L	1.0165
PGCP	0.3085
SPN	-0.474875
GPR143	2.88666666666667
ZNF576	0.9475
TMEM39A	0.5327
ATP5D	-0.3555
MAGEB3	-1.9205
RPS5	-1.20816666666667
ANP32E	-0.5065
MTMR1	0.37175
YEATS4	-0.35925
SYNGAP1	-0.33175
PCOLCE	0.514833333333333
MNS1	0.723
PCYT2	0.405
ZNF182	-1.58975
LAX1	1.913875
SPPL2B	1.5475
ELOVL5	-0.647
PCDHAC1	1.393
B4GALNT1	-0.866
BLOC1S2	-0.5265
ZNF673	-0.5077
ARHGAP21	-0.430333333333333
IRX5	2.138375
LRFN5	0.118333333333333
FAM7A1	-1.8865
RAB19	0.8565
GINS1	-0.8255
ITM2B	1.1162
PAPSS2	0.614833333333333
OR5BF1	0.543
ACSL3	0.911125
KIAA1919	-0.925166666666667
GLT8D2	2.988875
UTRN	0.616642857142857
CNN1	0.73075
HISPPD2A	-1.11
SDAD1	0.40525
SIGLEC9	1.18616666666667
RPL35	-0.410214285714286
C22orf26	0.391
IMPDH2	-2.035875
WDR69	1.129
SEC14L5	-0.1205
CLTA	1.0565
RP11-529I10.4	-0.75825
GPR37L1	0.096
OGDH	0.543583333333333
ASB13	0.141166666666667
ZFP14	-0.69475
ZCRB1	0.582166666666667
KPNA3	0.25225
HSPA1L	-0.51875
RHOC	1.25825
LOC554175	-0.197
PPP3CA	1.9811
SLC1A7	-0.4667
ZNF529	-1.18666666666667
RBED1	0.00975000000000001
DDB2	-1.41425
FLJ11286	0.570166666666667
SPATA1	1.0195
MKNK1	0.409666666666667
DYSF	1.89266666666667
ALKBH2	-0.202
NKD1	-3.58416666666667
C1orf174	-0.83075
PLEKHO1	1.04883333333333
ASB10	0.30125
RING1	-0.8315
NPC2	1.251
AVPR1B	1.3185
YTHDF1	0.39575
LMAN1L	0.6665
GSG2	-0.949
CEP170	-0.1347
RPS4Y2	-5.22425
MSH6	-1.006
HECTD2	-0.913666666666667
ZNF556	0.411333333333333
PLEKHC1	-0.1673
AIRE	0.694
BCL2L10	2.444
LMOD3	-0.0073333333333333
ZBTB8	0.3193
FOXA2	-3.1243
SLCO2A1	3.3445
C3orf46	0.629
PRDM16	-1.6928
TMEM98	-0.08125
FRMD5	0.803
PDE6C	-0.07
C1orf216	-0.231166666666667
EP400	-0.468
PTK2	0.317583333333333
RNF217	1.17075
NDUFA8	0.192
ZFAT1	0.6255
LAMP3	4.28516666666667
GLTSCR2	-0.39475
NPW	1.4105
LLGL2	0.5781
PPM1K	0.768166666666667
C20orf177	-0.306
KIR2DL4	1.0298
NFKB2	0.37225
C21orf122	-0.0358333333333333
HESX1	-0.9705
GPR114	1.38716666666667
SLC25A35	-1.2925
GNAT1	0.37825
ORAI3	-0.75175
FAM76B	-0.126125
TMEM99	-0.5246
TRIM29	0.2531
CDS1	2.2835
RHEB	0.1079
C4orf27	-0.5405
RAB3A	0.0365
OTUD6B	-0.96675
GPD1	-0.582875
CDH15	0.716166666666667
NPM1	-1.4585
TMEM117	1.12225
PRPS2	-0.408666666666667
GCK	0.143
ADRA2A	3.29233333333333
TSPYL4	-1.06783333333333
TASP1	-0.5245
WDR19	-0.798833333333333
C10orf38	1.4115
PDE4C	-0.304
FYB	1.10958333333333
C1orf55	-0.7605
PPFIA3	-0.29575
RAD18	-1.44175
C12orf44	0.1225
CRYBA4	0.3645
HVCN1	1.54775
TAF10	-0.491666666666667
C16orf48	-0.5265
DEPDC5	1.19966666666667
LTBP1	0.4875
MAPRE1	0.04575
FGF8	-0.125
C3orf52	1.24375
SENP7	-0.466166666666667
LRRK2	0.086
RUNDC2A	0.270166666666667
KIAA0355	-0.0146666666666667
CPEB1	-2.5775
PPEF2	0.397
ABI2	0.0965
KIAA0317	0.379875
ATF1	-0.754666666666667
DYNC1H1	1.489125
DIP	-0.07275
TMEM33	0.704333333333333
POLDIP3	1.01225
C7orf24	0.7925
GPR171	3.841
CDC6	-1.238
PLD1	0.4079
ITFG2	0.0812
NDUFC1	0.12425
AKNA	-0.49725
NBR1	-1.31425
PKHD1	0.4426
HPS4	-0.3239
MAFA	2.066
ULBP3	0.405
DIRC1	-0.022
IMMT	-0.41975
C22orf13	0.976
CEL	0.13725
MARK3	0.000749999999999997
ADAMTS2	1.62516666666667
ARPC3	0.402333333333333
TMEM10	0.37075
NPHS1	1.174
BRD8	-1.17266666666667
WDR12	-0.383
IDI2	-0.0294285714285714
HOXD13	-0.944
OR8G2	-0.411
SLAIN1	1.83725
GABRQ	0.7565
NR2C2	-0.8255
NKTR	-1.2109
TLE2	1.2875
KIAA0892	-0.171166666666667
AURKA	-1.46936363636364
GPRC5C	-0.884166666666667
TBC1D9B	-0.220375
PNPLA6	-0.0731666666666667
AP3B1	-0.179
NAG	-0.496625
C11orf68	-0.11325
AKR7A3	-0.07025
AHCYL1	0.0805
COP1	1.09966666666667
RPP14	-0.29475
PCDHB18	0.206
CDH24	2.5605
KRT17	0.2334
LACTB2	-0.7245
DDX24	0.219
PHACTR1	-1.54266666666667
SLC35E2	-0.4165
LOXL1	-0.26925
IQSEC2	0.825875
RGSL1	0.691
PCDHGC5	0.6055
MEGF10	0.08275
PRRX1	1.698
ASTE1	-0.0833333333333333
C6orf159	-1.486
MYOD1	2.50175
GAA	0.955
ZNF747	-0.22475
KLRC1	-0.945125
IL1RL2	0.5765
GDF9	-1.31925
GPR119	0.733
TRAF2	0.093
HCK	3.546
BMP6	-2.159
IL8RA	0.794833333333333
FLJ35848	0.11375
EFHA1	0.01675
CDSN	-0.7445
C14orf54	-0.181
LSM3	-1.0305
ZFP41	0.4645
C9orf126	-0.985666666666667
VIT	0.702
SPCS3	-0.16625
DEF8	0.0058
CHAF1A	-1.7245
C1orf165	-1.477
ZFPM2	1.07966666666667
FTH1	0.90275
SLC35F1	-1.02133333333333
YWHAH	0.6815
C17orf66	0.112666666666667
ADRB1	0.0501666666666667
FOXL1	2.992
RG9MTD3	-0.565166666666667
UMPS	0.05525
MGC13008	-0.6775
KIAA1161	0.768
CCDC77	-1.50825
C12orf65	0.4017
COG4	-0.329833333333333
RCP9	0.57375
RP4-692D3.1	1.2475
CDC2L5	0.393
MGC7036	0.0276666666666667
DNAJC11	-0.31275
GDF2	0.151833333333333
TIMM17A	-0.1925
HNRNPA0	-1.2229
OR2H1	-0.498
PCBP1	0.285
COL23A1	-1.21075
LRRC2	0.276307692307692
NSD1	0.357928571428571
FLJ37078	-1.043875
WDR91	-0.422333333333333
TMEM179	0.078
DSCR10	0.2055
CNDP2	1.3935
FYN	-0.1135
BEX2	-1.75266666666667
KCND3	0.371
YPEL5	0.910625
LRRC42	-0.526
C17orf45	-1.4075
ZNF649	0.3635
LOC150763	1.29375
COL5A2	3.33091666666667
CNGA2	0.51
ELA2B	-0.666833333333333
RAB9B	-1.07925
FAM100A	-0.434
NAIP	-0.8465
MYOZ2	-0.2755
SPATA12	-0.7625
XRCC4	-1.17525
CYB561	2.0089
CHST10	-1.0875
BAI1	-1.75816666666667
BRSK1	-0.552666666666667
C17orf89	-0.1385
PDE6H	-1.5175
FLJ20309	0.796
MAP7	-0.085375
SCN4B	1.32725
SPAG9	-1.154625
SERTAD1	1.04766666666667
FLJ21963	-2.78
ANTXR1	0.5608
TMPRSS13	3.01816666666667
ETV7	4.07266666666667
DGAT1	0.794666666666667
NKIRAS1	-0.857333333333333
TAC3	-3.512
CORO1C	-0.05775
RAD54B	-0.85325
HRASLS3	1.58333333333333
C21orf42	-0.02225
BARD1	0.6595
ZNF177	-1.45533333333333
MIP	-0.17
ZNF442	-0.798
F2	-3.2963
GRIA1	0.240428571428571
GALNTL2	0.481
WNT5A	-1.1694
LENG9	0.1555
hCG_25371	-0.5865
FOXR1	-0.1915
TRA@	1.0987
PWWP2	1.6425
C1QTNF7	1.07283333333333
SLC7A4	0.3345
C4orf7	5.22575
C17orf80	-0.4715
KLK4	0.0544
IL31	0.738
TMEM176A	4.03
CTNNB1	0.9646875
BHLHB2	-0.19225
TMEM185B	0.591333333333333
ARD1B	-0.4635
C1orf93	-0.404
BRUNOL4	0.287666666666667
LOC541469	-0.683416666666667
UPK2	-0.0395
GAS8	0.425833333333333
PATE	1.08
IMPACT	0.5885
WNK4	-2.363
HNRPLL	-0.48775
GAD2	0.56225
ITGA6	2.43675
BMP15	0.307833333333333
CYP2A7	0.32225
RIC8A	-0.45075
CCND1	-0.230083333333333
USP35	-0.3925
DSCR2	-1.03575
CCL4	4.23966666666667
ZCCHC10	-0.3175
NOL11	-1.14075
TRPM2	2.379
PSMD2	0.445909090909091
CHTF18	-1.13225
USP18	1.72275
RRAS	-0.261125
LAMC3	0.009
TOX	-2.02266666666667
PCDH15	-0.3555
GABRG3	-1.67875
NUDCD2	-0.706125
SGCZ	1.7765
KCTD17	-0.4006
SPSB2	0.1795
TPPP3	3.38766666666667
CILP2	1.13033333333333
CALB2	4.957875
CEBPZ	0.0535
ZNF479	-0.844
FMOD	5.163
C21orf66	-0.658642857142857
CLN6	0.865833333333333
ANAPC1	-0.636
SH2D3C	2.07525
PTPN14	0.6986
TRIM42	0.2785
APTX	-0.8775
SNRPG	-0.288666666666667
BMS1	-0.25075
MAGEA3	1.2615
NFATC3	-0.929333333333333
LRRC45	1.8805
ARS2	-0.025
LRIG1	0.916
EPSTI1	2.5776
PRSS27	0.36375
ERC2	-0.58175
PRKACB	0.846928571428571
PRDM13	-5.504
HCG27	-1.37425
KLK12	-3.727
HSD17B7	-0.503
ZNF354A	-0.2775
PCDH11X	-0.584
DMGDH	-0.53975
PCBD2	-0.1335
TMC6	0.261375
RIMS1	0.179285714285714
SF3B2	0.194
RCN1	0.2875
CPB1	3.1635
BCAR3	-1.05575
FCRLB	1.10525
PAK1IP1	-0.824
OR10H1	-0.6285
KIF9	-0.6958
PITPNM2	-0.823625
L3MBTL4	1.3255
TGFB1	-0.305
ZXDC	0.5435
SLC6A16	-1.3765
SRrp35	-0.35925
LRRC8E	1.14075
PPIAL4	-0.355166666666667
EOMES	0.797
PAX2	-0.2325
SCARF2	1.194625
PSEN2	-0.021
PCDHB13	0.61325
C10orf28	-0.706375
DHRS7B	0.225214285714286
C1orf131	-1.377
ASB1	-0.7506
ZNF223	0.305333333333333
LCMT2	0.435
MEP1A	-0.81425
TMEM53	0.08325
RSPH3	1.68375
C10orf33	-0.217
LOC644285	-1.58875
PTPN9	0.387
ABCA12	-2.63125
CCDC37	-1.07125
RUNDC1	-0.0804
YES1	0.399666666666667
FAM120AOS	0.726
OR5M3	0.718
PPP1R3F	-0.0639166666666667
IL13	0.273555555555556
MDFI	2.4185
PRNT	0.54
ZDBF2	-0.8545
OR10C1	0.766833333333333
CLIC1	-0.367666666666667
LILRA5	1.09583333333333
CSAG1	1.01133333333333
TREML2	1.12183333333333
FAM125A	-0.549333333333333
ZNF74	-1.049
FAM104A	-0.037375
LRRC39	-0.926
SAMD5	1.01475
HYAL2	0.79
HIST2H2AC	0.828875
IGFBP5	1.6785652173913
NRTN	1.5585
KIAA0556	-0.3462
FAM29A	-1.8645
JMJD2A	1.2085
EPHB1	0.51725
POLD4	0.868125
ANAPC10	-1.081
LRRC36	0.03725
MEGF6	-0.525
LPHN3	3.37233333333333
BMP10	0.134833333333333
C21orf55	0.2825
CREM	-0.4300625
PTGER4	0.690333333333333
METAP1	-0.470875
KCNQ1	1.48133333333333
NR2F2	0.98925
SSFA2	2.7605
CTTNBP2	-1.02
BCL2A1	0.057625
ZBTB24	-0.6255
SLCO6A1	-0.087
PRDM1	2.2377
OR7D2	-0.999666666666667
CCDC47	0.6721
LOC646982	-1.0795
SLC26A6	-1.33916666666667
BIN1	1.1712
SRRM1	0.790071428571429
PCSK1N	0.361
ALS2	0.2404
ECT2	-0.29878947368421
CACNA2D2	-0.5545
DOCK6	-0.74325
C10orf119	-0.25525
FATE1	0.031
DUSP23	2.2855
TRIP6	0.276428571428571
NUP35	0.2005
CDH3	-0.36625
KLHDC8A	1.0935
C9orf116	-1.036875
EI24	0.7975
CENTD1	-0.2955
RWDD2B	0.262333333333333
DOCK1	0.681
NPAS2	1.60975
NR3C2	2.63366666666667
FAM63A	-0.0726666666666666
INPP5F	-0.415666666666667
FAM111A	-0.5337
MYBL1	-1.2175
IQGAP3	0.00133333333333332
CRADD	-0.724
DUSP12	-0.62525
PDZK1IP1	4.47175
VASH2	-0.859
CTR9	-0.56875
VIL1	-3.715
OR8U1	1.047
CCDC107	1.6925
PTTG1IP	0.884875
OR4X2	0.49675
COL9A1	-2.193
PSMD9	-0.619
ZFP62	-0.819
TIP39	0.37475
PARP15	1.12
TTC19	-0.59225
C1orf114	-2.144
GFPT1	0.392
SLC27A6	-0.7055
MRPS10	-0.0674
CALML5	-2.1075
TRPM7	0.21275
CGNL1	1.454375
CECR1	0.70225
SERPINB8	-0.429166666666667
TMEM102	0.878875
PDIA2	-3.01075
NUCKS1	-0.0671666666666667
HOTAIR	-0.5395
EBI3	0.0925
NXN	0.7365
ZMYND19	-1.01975
FOXJ3	-0.168
EIF5B	0.0197
EIF2B4	-0.0558333333333333
LEO1	-0.57475
ZIC5	-1.53
IL20	-0.506
KIAA0415	1.162
FLJ37357	0.0955
TSPAN12	1.81975
ACTR3B	0.179875
TFAM	-0.01
IL17RD	-0.752875
PARP12	1.8305
KLHDC7A	0.3215
KCTD4	0.1738
GTF2H1	0.2985
FLCN	-0.057
BIRC4	1.641625
LOC790955	0.4205
VKORC1L1	0.36425
CYP4F22	-0.283166666666667
TAS2R5	0.7835
ZNF582	-0.1825
HS3ST3B1	-0.426125
CTNS	-0.14525
STK36	-0.6125
MMD2	-0.25775
RP5-1103G7.6	-0.3775
FLJ23356	0.576
CRH	-0.5345
C1orf182	-0.253
ACP5	2.10116666666667
AMFR	1.2329
CA4	-2.3205
PLCB4	0.01225
MPHOSPH10	0.31175
UNQ473	4.49
G3BP2	0.397916666666667
SR140	-0.455166666666667
HOXA2	0.7285
PYGB	0.071625
BAT1	-0.985083333333333
DKK3	-0.544666666666667
DDX31	-0.953125
TULP1	-0.087375
NHLRC2	0.7855
TNRC4	-0.3975
ZNF430	-0.26825
TNRC6A	-0.289625
PLA2G1B	-0.5864
RCHY1	0.756333333333333
GTF2A2	-0.179166666666667
MGC4294	-0.9745
ZNF691	-0.51025
TACC3	0.47175
DNAJC5G	0.2645
LOC4951	0.3015
MS4A4A	-0.537
LOC152485	0.067
PPP1R2P1	0.23025
PPP2R5B	0.16125
RPGRIP1L	-0.650125
SPOP	-0.293
PTPRF	1.76383333333333
MGC42090	-1.115
SUSD3	0.06875
THOC4	1.03175
MAML1	-0.6777
FXR2	-0.750166666666667
TYK2	-0.491125
MUC6	1.11416666666667
DNAJB7	-0.3015
PIP4K2A	0.185071428571429
MEX3A	0.0856666666666667
RRP1	-0.101
TFAP4	-0.4785
CXorf41	0.4885
MTMR4	-1.35733333333333
CTLA4	0.4395
SNX9	0.484875
CIB3	-0.922166666666667
NECAP1	-0.291875
PLA2G2D	-0.0113
GLMN	-1.49816666666667
DCLRE1A	0.03675
PDX1	0.3145
SAMD11	-1.2105
MRPL55	0.2124
TLR7	1.531625
TBC1D21	-0.111
SMAD1	1.4253
ACTRT2	0.378333333333333
RIOK2	-0.8365
PDLIM4	1.1875
SLC22A15	-0.0795
ABHD13	0.8786
STX18	0.099
CCPG1	0.323214285714286
DCBLD1	0.7845
SLC2A6	-0.3265
NOLA3	-0.07925
TRDMT1	0.0129285714285714
IL17F	0.441
ATP1A4	0.779166666666667
OR52W1	0.339
CFL1	0.11675
IL4	-1.199
RBP2	-0.0825
CPSF6	0.017375
TTC8	-1.94233333333333
MUCL1	-4.2705
EYA3	-0.8515
KRT38	0.67725
GNE	1.66425
ZNF501	0.5845
SLC35A2	0.61175
CEP110	-0.7345
MYF6	1.75375
MGST2	0.1005
TRPV4	2.10816666666667
NEK8	-0.620333333333333
NOX5	-1.247
NCKAP1L	-0.3395
EMP3	-1.74833333333333
BPY2C	-0.242
C1orf38	1.363125
ELOVL2	-1.8475
CBX7	1.34458333333333
OSBPL1A	0.452166666666667
ZNF589	-1.5085
ESCO1	-0.485666666666667
TRA2A	0.0121666666666667
C3orf26	-0.962
PHF2	1.43133333333333
PID1	-0.683166666666667
RFC1	0.138875
MTAP	-2.2906875
ADORA3	2.94933333333333
LOC389458	-1.02075
TRNT1	-1.000375
CRIPAK	0.61125
RAI2	1.34183333333333
ANKRD44	-0.02625
GZMB	4.7315
NFE2L1	-0.098875
STIP1	-0.127833333333333
RASL11B	-0.789
NT5DC2	-0.949
LRP2	-0.588857142857143
MTDH	0.1784
ARSG	-1.842
HSP90AB1	-0.119166666666667
CT45-6	-4.6485
ZNF483	-0.452
LMBR1L	-0.61875
S100A2	-1.14
C2	0.192888888888889
C2orf27	0.419
EIF4EBP1	-0.2515
GCKR	-2.97716666666667
PPP1R9B	0.155
FER	-1.8295
SNRK	0.8195
OR5M10	-0.0555
UTP6	-1.095
CAPZA3	0.8025
FBP1	1.15144444444444
TERT	-1.6865
CCL1	-0.666
FUCA1	1.0585
ALS2CR8	0.219
KCMF1	0.6155
SRCRB4D	-1.274
OXCT2	0.558333333333333
IL17RA	1.0515
MPP5	1.45
SPA17	-0.18625
FLJ10986	1.09083333333333
GALNT14	0.38075
CXorf27	0.162428571428571
NPLOC4	-0.6125
RAB34	-0.33875
KRTAP3-3	0.524
ARSD	0.982333333333333
CPLX2	-1.4807
PJA1	0.89575
WHDC1L1	0.210333333333333
RB1	-0.3941
MTMR15	-0.679
PHLDA2	-0.6503
GUCY2F	0.1085
MPV17	-0.92
SLC35D1	0.203
LYSMD3	0.2097
COL16A1	1.64725
ERLIN1	-1.421
JMJD4	0.28
HIST1H2BK	-0.44325
TP53I11	1.88683333333333
ST3GAL4	2.2265
PF4V1	1.37216666666667
ALG8	-0.33075
REG1A	0.07975
MINA	-0.105
CYB5R3	1.30591666666667
HHLA1	-0.999
MYST4	0.0683
VASN	0.9355
UCHL5IP	-0.4365
TFAP2A	0.91625
MGC9913	1.101
C9orf97	0.4005
LOC90379	-0.6005
PHF15	0.0996428571428571
ZNF169	-0.055
KRT7	2.8849
GLIPR1L2	1.274625
LOC116236	-0.151
IQCF3	-0.2125
RDH14	0.371333333333333
HNRPK	0.358714285714286
RABEPK	-0.715333333333333
ISX	-1.705
CBARA1	-0.473
RAD51AP1	-1.55925
MLL5	0.359625
CXorf48	-4.9855
SGCD	-0.59025
PHTF1	0.087375
CA3	0.34575
CMTM5	-0.0205
STX10	-0.127625
JMJD2D	-1.393
P4HA1	-1.35033333333333
GAB3	-0.539666666666667
DHRS4	-0.260166666666667
COL4A1	3.0105
C20orf20	-0.432875
OSBPL2	0.34725
PTTG2	-1.79725
KIAA1688	0.7485
STS	0.404875
SHROOM4	1.08316666666667
KBTBD5	0.572833333333333
ALDH1A3	4.1679
BTNL2	-0.5542
TGIF1	0.7215
ZFAND5	1.043375
ICA1	2.2045
NAV3	-1.7865
FLJ12331	-0.997
EPS8L2	0.7729
MNT	-0.0963333333333333
ENTPD1	1.67475
OR51E2	1.0565
STK11	0.582125
MX1	4.4265
TTTY9A	-0.25875
CX62	-0.011
LOXL4	2.072375
EXOSC4	0.49025
PURB	0.555214285714286
SETD1A	-0.885666666666667
RELB	2.46725
LAMB2	-0.128666666666667
HNF1B	0.068
PNLIPRP3	0.62
C14orf139	-1.3295
UMOD	0.025
GRIN3B	-0.42925
GPR25	0.8425
ZNF512B	-0.971
ATP6V0A1	-1.246375
SRA1	-0.0156666666666667
ZNF615	0.818
ZNF768	-0.98
ZNF469	2.724
DYNC2LI1	-0.847
DNAH3	-0.7745
LOC387911	0.2825
LOC554234	0.05175
ARRDC5	1.5215
TMEM59L	-1.896
MARCH4	-0.51675
CNOT8	-1.2135
KIRREL3	0.696
ADAM17	0.659
MYOG	0.541875
CPNE1	-0.526666666666667
AK5	0.71775
LOC204010	-1.201
NDRG4	1.7925
LOC130074	0.699
PIAS4	0.481
NCOA2	-0.025
TEGT	0.2081
USP5	-1.491
ANKRD21	-2.53033333333333
KIAA0692	0.451833333333333
HAPLN3	1.227
LZIC	-0.88325
NRXN3	-0.4895
CDKN2C	-0.274
KIAA0226	0.239
CYB5D1	-0.434
WDR68	-0.1225
ABCB6	1.9463
MRPS25	-1.1685
ZMAT2	-0.45775
KRT25	-0.2075
RPL11	-0.88575
GRAP	0.450666666666667
LOC198437	-0.582666666666667
RORC	-0.24225
RAP2C	0.0918571428571429
MXD1	0.5434375
AZI2	-0.496
NUAK2	-0.706
AHSG	-5.82675
MANSC1	1.78825
IMP3	-0.0555
C2orf3	-0.339625
VSTM3	3.48325
PCTP	0.14375
SIRT1	-0.89375
MANBA	0.032
CD164	0.995875
GFRA1	-0.0687
PRM2	0.93225
ZKSCAN3	-0.668
PLEKHG1	3.8925
TPRKB	0.2285
UBFD1	-1.49275
CDKL5	1.2385
HIST1H2BD	0.0941666666666667
INPP4A	0.0261666666666667
BMX	-1.34875
PTPRU	0.2165
LOC554202	-1.4465
HOXC8	0.931375
IL12B	-0.0855
ADPGK	-0.56625
ZNF418	0.6375
SIAE	1.380125
CWC15	0.308
RP13-401N8.2	-0.054
KLHL11	-0.077
DEDD2	0.031
PSMB3	-0.448
DDX25	-2.50175
ZBTB3	0.342833333333333
GFRAL	-0.4015
RPS25	-0.428
FAM57B	-1.13316666666667
TESK2	-1.4325
DNM1L	-0.391375
ZNF207	-0.744166666666667
CLEC11A	1.5855
TOLLIP	0.64525
TMEM61	0.423166666666667
DLK1	-4.2439
PLVAP	3.51825
NOD2	1.72316666666667
SCMH1	0.78375
FLJ40235	-0.306
HTR2A	-0.5265
ARMC5	-0.4445
FUT7	1.0635
PRELP	1.157
ALKBH6	-0.319666666666667
GYG1	0.261
POLR3GL	-0.51375
COL8A2	3.16133333333333
OR10A5	0.597125
C1orf187	-1.37475
TXLNB	-0.247166666666667
C16orf68	-1.35375
R3HDM1	-0.178
C16orf75	-1.889
BAALC	0.995625
TNP1	-0.6695
GAPDH	-0.113333333333333
COX7C	0.384
ERRFI1	-0.244
PGAM2	0.564166666666667
FAM108B1	0.309
APC	0.06975
TLR2	3.85425
SUCNR1	1.580625
ZNF233	0.0575
WFDC1	-1.569
PSG11	-0.4388
SLC39A1	0.472
PSAPL1	0.3155
CDC42EP1	1.46525
MECR	0.3875
KIAA0101	-0.8693
MACROD2	0.58
MMP19	0.969916666666667
LOC202459	-0.0665
VNN2	3.546
ACCN3	-1.83
TIMD4	3.6195
RNASE8	0.3815
CCDC7	0.189
SULT2B1	-1.629
ME1	-0.38425
MGRN1	0.013625
MRPL30	-0.29675
IVL	0.020875
CALM1	1.13515
PLEKHA6	0.0041
B4GALNT2	0.237
PGDS	2.478125
C8orf33	-0.108916666666667
TMEM56	1.1515
CKM	0.681666666666667
ESR2	0.2254
ACOT8	-0.1615
AGTR2	-0.09675
LOC155006	3.6755
BC37295_3	0.5785
EPM2AIP1	-0.692833333333333
PZP	0.3945
RPS9	0.251333333333333
C18orf51	-0.295
SIVA1	0.5563
HEATR2	0.223
CD3E	-0.109916666666667
C20orf142	-0.63775
PGLYRP3	0.4195
CCDC139	-0.08825
GPS2	-0.219166666666667
NOL14	0.0214999999999999
LRTM2	-0.038
TRIM36	0.253375
TP53RK	0.5777
FBXL13	-1.07983333333333
RUFY2	-0.398285714285714
C11orf70	-0.666333333333333
HSPB9	1.035
GJA5	1.31375
HGF	-1.66133333333333
EPHB4	1.0225
SOX18	2.158
IFRG15	0.446
SERPINA10	-3.5745
WDR23	-0.21375
REEP2	-2.35916666666667
CDK3	-1.23025
HSPA12A	-0.889857142857143
ARL8B	-0.1936
SATB1	0.995666666666667
PPM1D	-1.66066666666667
VPS45	-0.853166666666667
TP53BP2	-0.334125
GJE1	1.79
CACNA1G	-0.00262499999999999
VGLL4	0.90125
GNPTG	0.55675
ROS1	-2.5555
C21orf128	1.048
BMP8B	2.145
SLC5A4	-1.7075
SLC6A3	0.340333333333333
C16orf53	-0.00875
TMEM81	-0.6415
APC2	0.297
SYAP1	0.72975
C6orf54	-1.1805
ZBED5	-1.2912
PVR	-0.651875
LTA4H	-0.2695
CCDC24	0.3543
MAGEA4	2.14133333333333
IFIT3	3.52433333333333
MYADM	1.3205
C21orf82	-0.108
PDE3B	-1.24675
TMPRSS11A	0.1135
PGK1	-0.533235294117647
CCL13	4.377
DERL3	0.628333333333333
MLXIP	0.747
PLOD1	-0.04875
MTFR1	-0.8893
NPDC1	-0.362
GPAA1	-0.348333333333333
LTV1	-0.40975
RYR3	-1.27333333333333
C7orf46	0.802
VAMP2	0.081375
RNF135	0.3461
SUPV3L1	-0.8005
FIBP	0.43925
ADAMTS18	1.54566666666667
RNF25	0.768666666666667
SOS1	0.154
PLAU	1.063875
MATK	-2.16625
EHF	8.6715
CTNND2	0.034625
PTEN	0.790142857142857
ZNF189	0.948625
SLC28A3	4.5505
GUCY1A3	4.81175
SETD2	0.1276875
ROGDI	-0.1265
TICAM1	0.2806
RASSF3	1.234
PACSIN2	1.048
SERPINB5	-0.6115
PRKCDBP	1.56
TFDP3	0.487
LGR6	2.6155
RFX5	-0.719166666666667
OR52J3	0.154
PTPN18	1.021
ZBTB34	0.082
KCNF1	-1.188
SYNE2	1.47435714285714
SLC22A4	-1.8975
NETO2	-2.19225
VCPIP1	0.18925
LDHD	-1.37875
ESX1	-1.98025
SQRDL	1.9595
GALK1	-0.38825
SERPINA6	-3.52683333333333
HD	-0.12675
ASCL3	0.13
FBXL6	-0.5825
FABP7	-1.258
MAGEC3	-0.034
KLC4	-0.120375
CD1D	-1.118625
PRAM1	1.48375
EIF3B	1.28642857142857
DSCR8	1.28325
FLVCR1	-2.51375
KIAA0141	-1.059375
PROM2	2.94366666666667
ALOX5	1.3634
GPR162	-0.938375
LYRM2	-0.580125
RNASE6	0.186125
HES5	1.693
GJA1	0.653125
MRPS14	-0.2145
HMHB1	0.554
TAF7	-0.240875
BTNL9	0.0349
SFXN2	-1.14325
VEPH1	-0.37575
GK2	-0.183833333333333
AMBP	-4.702625
KIAA0953	0.1705
XAGE5	4.77016666666667
CCBP2	0.098
TGM2	-0.0131666666666667
ZNF202	0.0435
ACTL6A	0.103166666666667
SLC23A2	0.0547
ARHGEF7	-0.203
LOC728635	0.115
CRYM	-1.95933333333333
PKD2	0.77575
MANBAL	0.2765
LIN54	0.65125
ACTL7B	0.24775
OR4D9	1.827
KIAA1683	-1.97725
ZNF704	1.838
