Hybridization REF	TCGA-BH-A0E9-01B-11R-A115-07
MAMDC4	-1.67466666666667
CBX3	-0.536625
LRRC18	0.21225
RBMXL2	-0.46
PLA2G4D	0.154833333333333
FGF13	0.744375
KIF3A	0.730333333333333
PDIA6	0.11175
DCXR	-0.48
CASKIN2	0.522833333333333
EHD1	-0.346833333333333
MARCKSL1	0.763333333333333
ZNF496	0.290833333333333
SCAF1	0.228
KCTD8	0.34075
TRAF3IP3	0.946357142857143
LSR	1.5225
CXorf1	0.360166666666667
C14orf112	0.1695
EIF2B1	-0.186
OMP	-0.0595
GSTZ1	0.31475
LOC92017	1.36875
ISLR2	1.4345
C12orf36	0.583
GATA2	0.7425
GABRA5	-2.569
CELSR2	0.304428571428571
STAM2	1.2843
TNAP	0.9465
PTPMT1	-0.590833333333333
GRP	6.0445
SV2A	-0.762
MAGEA12	-4.189
CACNG1	1.31
C18orf19	-0.84925
GSG1	-0.666166666666667
PTPRJ	-0.482785714285714
FRMPD1	0.318
ZNF668	0.159
PLEKHJ1	-0.46725
ADAT1	0.0832
TMEM50A	0.387
UCN3	-0.3895
HOOK1	0.63875
IL17B	1.732
MLKL	-0.916666666666667
TTC14	0.118
KLHL5	0.546
CRYL1	0.742
FOXH1	-0.096
NFYB	0.332125
PPM1G	-0.2215
GOLGA2LY1	-1.32075
NMT1	-0.642
HADHA	0.1395
CHSY-2	2.281
PLEKHF1	0.817571428571429
SAGE1	-2.1025
MUSTN1	0.81925
SUHW4	1.7935
TFEB	0.754833333333333
ZFYVE27	-0.00475
ATG12	-0.654166666666667
BMI1	0.597571428571429
ZIM3	0.02075
MYH4	-0.293
MASP1	-1.0955
KIAA0984	1.173
RPAP2	-0.35325
ASB5	0.20475
BOLA3	-1.117
MIA3	1.76283333333333
KRT35	1.5235
KIR3DL3	-0.6425
MRPL51	-0.43675
SEMA3F	1.14866666666667
NDUFB2	0.369833333333333
LOC253012	3.41975
FAM46C	0.5163
G6PC	-3.075
CSAG3A	-4.65833333333333
PREX1	1.626
SLC25A45	-0.254125
MAPKBP1	0.4802
CPE	1.1554
GNB1	0.07125
CXCR6	3.4955
TRIM46	0.31775
C16orf3	-0.3575
HPSE	-0.0415
TIGD3	0.3725
SPG3A	2.861
LCAT	-0.702666666666667
ST6GAL1	-0.786833333333333
POMC	-0.6915
FLJ36031	0.418333333333333
NSMAF	-0.177333333333333
SKIL	1.436
ADSS	0.969
HMGCS1	-0.8408
POLR3F	0.583166666666667
RAB10	0.795875
ZNF277P	0.18775
ZBTB7B	0.963125
DHRS1	-0.20175
ABCC13	-0.366625
CNOT3	0.1465
NFKBIA	2.32375
GAK	-0.333166666666667
SFT2D2	1.166
HOXA6	0.322
CRTC1	-0.3415
LY6D	-0.983
C20orf72	0.4295
CPT1A	-0.417
LMO1	-1.316
EIF3I	-0.90675
PRB4	-0.181
MCM3APAS	-1.50525
C20orf132	0.1962
FOXF2	-3.331
S100A12	-0.20025
MLH1	0.0305
ACTN1	0.8979
MRPL36	-0.626833333333333
C20orf106	-0.5715
FBXO6	0.829666666666667
MKS1	0.3105
CX3CR1	-0.377125
PDE1B	0.7225
PLP1	-2.79775
KISS1	0.168666666666667
C14orf2	-1.23483333333333
TBC1D3P2	-0.42175
COMMD6	0.0786
ANKRD7	-0.90325
PTCHD1	-0.399875
NARS2	-0.90275
DOCK7	-0.63125
FAM127B	-0.576
LOC390243	-0.3
N6AMT2	0.182
ZNF391	-0.119
DNAJB14	0.19
WRB	-0.40825
BPI	0.74175
TTC4	-0.111333333333333
FAM10A5	0.5035
GOT1L1	0.0196666666666667
MAGED1	1.482375
RESP18	-0.2215
WFDC6	2.26075
MT2A	-1.1895
C11orf56	0.3135
KIAA1432	0.193
ROR1	-0.997625
HSD17B14	2.25633333333333
ZFAND2B	-0.07525
SAMD4B	0.49775
HEXA	0.094875
HNRNPU	-0.168136363636364
USP39	0.10125
NRD1	-0.5115
R3HDML	0.0425
FLT4	0.478
OMG	-0.0998333333333333
OR52N4	0.268
LOC399818	0.26
ELA2	-2.13525
VENTXP1	0.094
RFC5	-1.795
OR52L1	0.091
PAX5	-0.1275
FBXO2	0.80925
GMEB1	-0.186
AKT3	0.190833333333333
CRB1	-0.059
CTTN	-0.0881666666666667
UTP15	-0.4635
HSBP1	-0.450583333333333
PHF11	1.43375
NDEL1	0.6095
USP8	0.1775
BAIAP2	0.2026875
SI	0.134
ARSJ	-0.805666666666667
BAAT	-2.88425
KCNS3	3.26933333333333
LOC126147	-0.0403333333333333
TMEM37	-0.68375
C1orf162	2.7355
MBD1	0.7891
ITGAL	1.2855
WDR73	-0.477833333333333
GKN2	0.104833333333333
ARFGAP1	-0.66225
SLC5A8	2.89283333333333
ZBTB40	-0.0327
CYP4B1	4.47433333333333
LYPLAL1	-0.10175
CHST3	1.44
MAP3K9	-0.054
BTAF1	-0.340333333333333
TFAP2E	0.046
RBM35B	-0.20275
LOC441251	-0.623
ANKRD25	0.0392222222222222
UQCRC2	0.1815
MAEA	0.502833333333333
HYAL1	-1.6183
RNPEPL1	0.009
CPSF2	-0.28575
PSD3	1.1106
ABCA13	0.82475
AGR2	3.56625
GBX1	-1.199
HDLBP	-0.0743571428571427
ACY3	-0.55875
HECW1	-0.41775
ZNF519	-0.70175
HOPX	2.707125
ZNF304	1.754375
OR12D3	0.2875
FKSG43	0.36975
METTL1	-0.894125
MFSD3	-1.1033
PSPH	-0.6585
CLCA3	-0.1065
DARS2	-0.286333333333333
CDC25A	-1.8605
BAIAP2L1	0.93275
B3GNT5	-0.62
USP29	0.36925
ARHGEF10L	1.0762
ATOX1	-0.41625
ADAM30	0.329
DNASE1	-0.27725
STT3A	-0.67325
RAB6IP1	0.4375
PTN	3.3253
C1orf106	0.519307692307692
HECA	1.686
RNF122	0.30425
SLC22A18AS	-1.25983333333333
GNG8	-0.1555
ELP4	-0.8545
FAM65A	0.099
RPL10A	1.29633333333333
IRS4	0.607
MACF1	0.6874
SEC24D	-0.41175
LOC374395	-0.14175
TGFB2	0.12875
MDFIC	0.06975
CHRNE	0.0296666666666667
PCMTD2	0.468333333333333
ATP6V0D1	0.163
MTA2	-0.6355
LZTR1	-0.506333333333333
RAP1A	0.108833333333333
AXIN1	0.174625
POLR1C	-0.157
TRIO	-0.60625
PLXNA4A	0.0235
C5orf33	-0.56175
DEPDC1B	-3.790875
ZNF473	0.228333333333333
MTM1	1.10375
GPR107	0.120666666666667
CSNK1A1L	0.0743333333333334
FLJ14154	1.07325
NLRC4	3.84075
ENPP4	2.92016666666667
PADI3	0.056
RNF170	-0.2085
CG018	1.76683333333333
C16orf7	-0.241
KCNE1	1.969
NRM	-1.6415
SLC37A3	0.710357142857143
TPD52L2	-0.319666666666667
UNC5B	-0.104
C12orf12	-0.186166666666667
SDHB	-1.1445
CLRN1	0.17025
NUDT10	0.0878333333333333
UGT3A1	-0.22175
FBXW8	0.7625
RHOF	-0.888
PTPLAD1	0.258125
MYO3B	1.2645
DERA	-1.203
TPP2	-0.839
C19orf53	-1.15683333333333
GINS3	-0.907625
ST6GALNAC5	3.098
CHSY1	1.09925
MGC15705	0.3615
GPR83	0.2205
EXT2	0.661625
DOLK	0.62125
TUBAL3	-0.51325
ACVRL1	1.5914
ABL2	0.1185
C14orf156	-1.47883333333333
PTPRZ1	-1.8995
DIP2C	0.539125
LAMP1	1.618125
RXRA	0.1909
MAP3K5	1.005
ALKBH1	1.1285
PDLIM7	-0.203125
ARL14	-1.5905
SNIP1	0.0531666666666667
TIMP3	1.78691666666667
RGS3	0.564166666666667
SPAG16	-0.4932
ABHD4	0.82875
ARHGEF12	0.555
GLUD2	-0.116
RAC2	-0.5312
UAP1L1	-0.9945
SLC18A3	-0.354
YOD1	-1.93741666666667
RALY	-0.17
HMOX2	0.777875
DGKH	0.232
DBNDD2	1.10483333333333
YIPF4	0.414375
THAP10	-0.31
ZNF513	1.0935
HAGHL	-1.8675
ITGB4	1.45716666666667
CCDC141	-0.816
YTHDF3	0.483
C5orf28	0.36175
RPL7L1	-0.34025
TMEM30B	1.66821428571429
ANKRD35	2.6805
DUOXA2	-0.48125
TBC1D5	0.3085
DFNB59	0.511
HRH4	0.61375
MYO6	2.5573
DNAJA4	1.935875
RBM24	2.888375
CEACAM20	-1.911
RBM23	1.16407142857143
NGFB	0.0065
C1orf63	-0.4562
KRTAP7-1	0.025
PERLD1	1.06175
NPB	-0.33
C17orf59	0.6192
HSPBAP1	-0.02375
SLC15A4	0.26575
PRTFDC1	-0.4065
OSMR	-0.257857142857143
CYSLTR2	0.654
C19orf25	-0.1201
KIAA1797	0.2585
NLRP6	-0.095
FAM105B	-0.0267
SCRN2	-0.259333333333333
LRRC58	0.0699
RNF17	-0.227375
NEIL3	-3.9735
FAM137A	1.35925
SKP2	-3.432
PARVA	0.92175
PKLR	-1.591
RNF34	0.7675
A3GALT2	0.22875
C12orf50	0.1475
SUNC1	-1.94675
FAM102B	0.182333333333333
CCT2	-1.02825
LRRC37A2	0.3235
ARF4	0.052
SIKE	-0.372
C8orf48	1.18616666666667
MBTPS1	0.690571428571429
GPSN2	-0.2595
NCF2	2.33525
SLC12A6	0.4035
MRPL48	-0.99
HMGN3	-0.370166666666667
LRRC62	-1.4245
PAX9	1.06425
FAM55A	-0.134
C20orf42	-0.672166666666667
SCML2	-1.3035
BCL9	0.7135
FAM40A	-0.5315
C9orf41	-0.560166666666667
ZNF774	0.6485
LETM1	-1.6785
PLXNB1	0.9145
NIPSNAP1	0.3365
USP10	-0.65825
F9	0.86275
LIPE	1.28575
CNGB3	0.3045
C12orf52	0.062625
PI4K2A	0.460125
MED8	-0.523125
STAT4	1.8433
FGD4	0.419166666666667
RNF145	-2.2855
WDR32	2.4949
CLDN2	0.633833333333333
TCEAL8	1.51125
ZMYND8	-0.1572
PDXK	-1.2464375
GATAD2A	-0.67075
PTGES3	-0.9245
CCM2	-0.455
TAP1	1.165375
ZNF670	0.90025
ETS2	0.742428571428571
C6orf166	-0.315833333333333
PRMT2	0.761357142857143
OR4B1	0.1215
INTS8	-0.4025
CCDC102A	0.14725
CCDC83	-0.9955
ITGA1	-0.5565
EPHA5	-1.8514
FAM24B	-0.860666666666667
TSGA10	2.54125
HAL	-2.28333333333333
MYOT	1.87125
SPACA3	-0.10975
BCL2L2	0.00466666666666667
CUGBP2	0.222
CCNB3	-0.0615
RNF113B	0.10875
MERTK	0.1295
BAG1	1.40275
VPS36	-0.2365
ORMDL3	0.5594
C1orf190	0.44325
ZNF625	0.682
CORO2B	-1.19475
ALOX15	1.051
CST1	2.7175
NUPR1	2.14433333333333
CCL7	-0.9865
SMCR5	-2.7765
DSC2	2.7965
RBMS2	-0.00125000000000003
GRIK4	2.608
TRIM65	-0.1802
TMPRSS6	0.829142857142857
TP53INP2	0.9595
GLB1L	1.14
LOC388284	0.265166666666667
PUS1	-1.0765
BCL9L	0.8655
OLFM1	1.07475
RET	1.74275
MASTL	-1.9695
ALX3	0.1265
IL1RL1	0.014
ZNF765	0.8689
C14orf138	0.233
SNX10	-0.962333333333333
TAC4	-0.0945
C1orf64	2.26675
POGK	1.36675
MAPK9	0.3185
ZNF366	4.6265
C8orf79	3.0648
CLDN7	2.221
OR5AT1	0.1265
TRIM37	-1.1305
LRRC25	1.91375
GRHL2	1.8864
TEKT3	1.64125
LASS5	0.752166666666667
ABCC4	-1.94358333333333
DLG3	1.44175
VGLL1	1.691625
ZFP36L2	1.7275
MFRP	-0.253
KIAA1799	0.64875
FLJ44379	3.0055
PCNX	0.64175
ANXA9	1.6095
CYP4V2	1.3932
PIK3C2A	0.6215
SRR	0.5885
NOL3	-1.336
IFITM2	0.269
ARNTL2	-1.39825
ZNF595	1.01925
NLRP13	0.259
ASPH	0.34025
CPA2	0.204
PVRIG	-0.856166666666667
LEPR	2.6245
C16orf42	0.0165
SH3BGRL	2.146
FAM77D	-0.467
FNDC7	-0.2335
C9orf6	1.12666666666667
NOTCH2NL	0.221833333333333
PGBD1	-0.174833333333333
SYNGR2	0.6495
PITPNA	-0.049625
PRPF4B	-0.1967
SLC43A3	-0.0425714285714286
NRBP1	0.92025
SLC25A22	-0.84975
ILK	0.220375
SLC22A8	0.124
MRPS7	0.076625
PITX2	-1.276
FABP3	-0.84975
OR1L1	0.306
LOC728215	-0.227625
BLID	-1.336
KIAA1217	2.87247058823529
TFPT	-0.2905
AP4B1	-1.041
VBP1	-0.433
OR1K1	0.1235
MORC3	0.6845
BHMT2	0.346666666666667
C3orf10	0.768375
FZD7	3.81033333333333
WFDC10A	0.331
PMS2CL	0.1985
CCDC32	0.387166666666667
FA2H	0.6025
ALG13	-0.0655
TTLL7	0.0377
SPOCK3	2.5005
SLC13A2	0.641
AIM1	1.998
GPRC6A	0.1575
EGR2	4.788
MED11	-0.20325
WWC1	1.42375
SH3GL3	-3.80625
RIF1	-0.526428571428571
PRLH	-0.275
VLDLR	-0.2185
DBT	0.12225
C21orf63	2.3785
CGGBP1	-0.1
KRTAP12-2	0.0505
TADA3L	0.483875
ZBTB16	3.4095
PDGFB	1.356625
RFX1	0.188375
UQCRB	-0.8923
LOC133874	-0.152
HPS3	-1.543
LGALS3BP	-0.8352
DKFZP564O0823	1.90292857142857
MRFAP1L1	0.9305
HOXA10	-0.954166666666667
NGB	0.301
KIF21A	-1.16869230769231
IFLTD1	-0.1365
LZTS1	-0.571125
ARHGEF3	2.1675
RHBDL3	0.3355
CSNK1G2	-0.591333333333333
ChGn	0.037125
KIAA1244	3.027
GABRB2	0.124
MGC72080	-0.651
CD27	2.96125
EGLN1	-1.5264
PEX13	0.6245
RWDD3	-0.16025
RNF12	-0.562666666666667
GRIN2B	0.0155
ADAMTS14	-0.706625
DYDC2	1.2445
ATP6AP1	1.1746
NR1H2	-0.0793333333333333
PDK2	0.298
C3orf17	0.279
SLC38A2	-1.43771428571429
SLC25A29	0.709
C15orf29	0.769
ADAM9	-0.362
TMUB2	0.45
GPR176	-0.228
AGK	-0.036
MCCD1	1.89125
NDUFA4	-0.5655
TMEM146	-0.02325
DUSP1	2.3505
UNQ6975	1.2465
EMX2OS	3.72675
INSM2	0.159
LUZP4	0.10175
SETD6	-1.0895
P2RY2	2.7405
SLC45A2	-1.5185
RABGAP1	0.768333333333333
UBXD5	0.6775
GPRC5A	0.1006
PAK3	2.85616666666667
LOC63920	0.0595
TGFBR1	-0.7232
KRTAP6-3	-0.063
SFMBT2	-0.77925
CDC42	-0.741
C11orf35	0.2595
TTLL2	-0.072
UACA	0.559083333333333
CD97	-1.2066
SETD5	0.616
NINJ2	-1.51325
PTER	0.286
POMGNT1	0.39275
KRTAP4-2	-0.0645
ECGF1	1.2465
HRB	0.0715454545454546
ATP1B2	0.0204
LOC400506	0.08225
COL4A3BP	0.35625
C6orf97	1.878
GRHPR	0.381375
TAS2R1	0.891
SEMA7A	-1.872
EDF1	0.5945
ODF2L	0.8527
PCID2	-0.291
GTF2H4	-0.988
ZCCHC3	0.55175
CGB2	-0.0551666666666667
NEUROD1	0.19325
C20orf75	-0.0405
RP5-1054A22.3	2.23516666666667
IFNA5	0.375
ZNF134	0.855416666666667
MGC119295	-0.9525
ZSWIM6	-0.909625
SMEK1	0.465666666666667
PCGF2	0.4155
C1orf102	2.13975
CYP2A13	0.453
KCNH6	-0.582
MDM1	0.3389
ALDH7A1	0.276333333333333
C9orf75	0.69225
VDAC3	-0.140375
OR51T1	0.338
EIF3F	-0.61525
KCNJ10	-0.567375
LENG8	-0.09725
EDEM2	0.342583333333333
CCNJL	0.0055
DHX37	-1.402
CRYGN	1.0765
AATF	0.191375
ZNF630	1.89825
E2F5	0.229
WFDC13	1.721
FTSJ3	-0.699333333333333
C4orf33	0.9295
LHFPL4	-3.137
C19orf56	-0.0498333333333333
SMAD4	0.454375
AFM	-0.4918
G0S2	-0.88325
FCHSD2	0.2901
RRP1B	-1.7209
EEF1B2	-0.366666666666667
STAT6	1.68033333333333
ZNF195	-0.1705
GNL1	-0.368833333333333
ZNRF2	0.966333333333333
PER3	0.197875
ASB16	0.104
C10orf10	3.29878571428571
ADCY8	-3.449
C9orf58	-0.0953333333333333
ARMC10	0.0201666666666667
PSG1	-0.6275
DHX34	0.18175
VARS2	-0.74525
NFIC	1.03925
ITPR2	1.9465
AGXT2	2.01483333333333
OR6K3	0.111
H2AFZ	-2.10258333333333
MLLT3	-0.214833333333333
COX4I2	1.39725
CCNT2	0.932625
PLK4	-2.24825
NUMBL	0.725166666666667
MED16	0.18925
PLEKHQ1	0.41525
GOSR1	0.0521666666666667
BTG4	0.35575
RPL30	0.0548333333333333
IGSF5	1.2045
IGFL2	1.17
ELMOD2	0.818
SHC3	-0.500833333333333
HAVCR1	0.08
DYNC2H1	0.31075
RNF5	-0.510833333333333
C2orf7	-0.594
NLF1	-0.462
KLHL25	0.57575
LRP10	1.3494
KRI1	-0.26125
PUS7L	0.03
MGMT	0.08425
HOXD1	-0.152666666666667
CSH1	-0.1244
ATG16L2	-0.906
FLJ44635	0.8855
CHODL	0.73925
EXOSC8	-2.08275
SLC28A1	-0.51
MYO7B	-0.034
SEH1L	-1.0195
MTNR1A	-0.0136666666666667
TSPAN5	0.810333333333333
CDC45L	-3.93433333333333
AMIGO1	0.9995
ATAD3A	-2.2195
OSGIN2	0.262166666666667
PDIK1L	0.4095
DARC	3.538
PIPSL	0.336
SHMT1	0.03975
CRISP3	-0.325
POPDC2	2.535
ZRANB2	-1.30916666666667
FBXL8	-1.0565
TRIP13	-3.18236363636364
EIF5AL1	-1.378
POU5F1P3	-4.59916666666667
IL6	1.79316666666667
CXorf38	-0.422333333333333
IFNA16	-0.0105
FBXL2	2.16483333333333
BRD1	1.1495
STATH	0.1165
FBXO44	0.496333333333333
MCCC2	0.274
CDC2	-2.1396
C5orf23	0.52175
IVD	0.572666666666667
C10orf122	-1.9625
MSL3L1	0.3507
MVP	0.395
EPOR	-0.9495
ZMYM1	0.954833333333334
BCL7C	0.336166666666667
PSTPIP2	0.6641
LYPD1	-1.7415
OR8G5	-0.152
ZP3	0.412666666666667
BCAS4	1.00008333333333
EDG6	1.88975
ISY1	0.141
PRAMEF2	-0.28575
CUL1	0.4735
RNF213	0.1569
CCRK	1.201
DHX9	0.435875
C13orf29	-0.9705
NCKAP1	0.691
MRPL43	0.2145
XPR1	0.17925
PKN2	-0.587
PODNL1	1.1525
ZNF333	1.045625
DALRD3	0.4835
OPN1SW	-0.057
BTBD6	0.915
C11orf82	-2.451
OR5P3	-0.2015
DUSP11	0.99025
L1CAM	-1.1268
NEK11	3.23566666666667
OR7E91P	1.282
CNTN3	2.1636
CREB3L2	-0.526
ZBTB37	0.5075
KIAA1324L	1.35675
NDUFB10	-0.6665
NUDT2	0.043
GTPBP8	-0.8245
CACNA1D	1.224375
PRKAA2	-1.10483333333333
PRDM8	-0.124
MGC16075	-0.396333333333333
KRT14	2.41792857142857
PP8961	-0.257375
MRPL18	-0.125
ABCG2	-1.78925
PACRG	2.6235
BBS2	0.71725
KREMEN2	-3.125
FBXO21	0.7875
HNRPUL1	0.590583333333333
GRB10	1.158
CLSTN1	0.328375
LMAN2	0.1784
C17orf61	-1.30375
NIPSNAP3A	0.54125
INSIG2	-0.841666666666667
PCDHB7	1.228
STXBP2	0.958375
CMAH	2.451
SEMA5B	-1.39875
ZNF155	0.834
COQ6	0.222
PRPF4	-0.18625
TSPAN15	2.3658
VN1R5	0.042
LATS2	-0.23525
SELK	-0.3685
PGK2	-0.343
MS4A1	1.596125
TYW3	-0.5784
KRTAP5-1	-1.05025
RCCD1	-1.52166666666667
BTN1A1	0.0335
DDX28	-0.5835
TMEM65	-0.569375
LOC92345	0.2835
TTC31	0.558
WDR46	-0.9985
CHP2	-1.058
LSP1	0.093375
ZNF542	0.69525
EXOSC1	-0.13725
ARHGAP18	0.3625
LRRTM4	-0.4315
MAOB	4.56191666666667
CACNB4	0.874
MGC33846	-0.178375
RANBP3L	2.807625
ATP5L	-0.247125
ONECUT1	-3.969
NUDT9	0.43675
TMEM149	-0.943
STX17	0.66225
IGSF10	-1.76525
TMPRSS9	0.521
BMPR2	1.82541666666667
ALLC	1.17175
KLF7	1.575625
GCC1	0.9494
TIMM9	-0.70425
CDO1	1.966
MGC10701	-0.0773333333333333
IFI6	0.186333333333333
FRMD8	0.7595
MGAT2	0.04275
WBP5	1.2065
CNIH2	-0.406
KIAA0907	-0.3744
KCNH8	1.958
CTSG	-0.338
GRIK1	0.763333333333333
CUL5	-0.08175
FRMD1	-0.1065
OR9A4	0.37
SYT6	-1.679125
FOXD4L2	1.45625
ANAPC2	0.618
OPN5	0.334
TAF13	-1.63025
LYG2	-1.013
GGNBP1	-0.377
C11orf40	-0.311
OTX2	-1.107
REG4	2.04683333333333
EIF5	-1.366
PALB2	-0.2695
SEPSECS	-0.1883
RNASE3	-0.37525
TRIM49	-1.9055
POLR2K	-0.7373
GPR42	-0.1755
C8B	-2.70675
SASS6	-1.11025
PREB	-0.384666666666667
OR3A3	0.1585
TUBA8	0.307
IGLV2-14	-1.563
STIL	-2.3615
ANKFN1	-0.577
NME7	0.4435
HOXC12	-1.20875
UBE2C	-2.437125
FHOD1	-0.933875
CDK2AP1	0.338166666666667
OR6K2	-0.028
DHPS	-0.328
RPL5	-0.228416666666667
TRGV5	0.2575
LOC541472	0.37425
HCCS	-0.4173
DENND1B	1.581
LHX3	-0.346
OR5D16	0.173
CXorf57	-1.34983333333333
IRF2BP1	0.57775
NDST2	0.4855
LCE3D	-0.037
BOLL	-0.14625
SYT3	-0.74975
PIH1D2	0.2495
C20orf7	-0.184
IL1R2	1.18516666666667
SLAMF9	-0.5165
PPME1	-0.717
PIK3CA	0.30925
TRAPPC1	-0.142
COLEC10	-0.5765
SLC9A6	-1.32983333333333
PDDC1	-0.71825
CCDC53	0.07875
GK3P	-0.06125
DAZL	-0.906
BRI3	-0.617
SDK1	-0.060375
CYP2C18	0.076
IFI44L	2.708875
RPL3L	-0.0005
FUT9	2.60166666666667
KIFC2	-0.664166666666667
PMP2	-0.569
SLC4A9	-0.441
PLAG1	-2.06016666666667
MYCBP2	-0.0338333333333333
OR4E2	0.55
CCDC65	2.191
C16orf82	-0.12975
ENTPD4	0.443875
BRP44L	0.077625
PMP22CD	-0.074
TMCO4	0.7615
KCNN1	-0.361
WDR35	0.57975
CCDC80	2.617375
C3orf31	-0.87825
SLC7A9	0.67675
TMEM190	-0.6255
DBC1	0.943833333333334
FADS3	-0.611666666666667
PDZD8	-0.53
GRM5	0.04825
AZGP1	3.6504
PEX3	0.689
MED1	-0.334
ATG4C	-0.891333333333333
HNRPH3	-0.94825
FAM109B	2.001
C4orf17	-0.228
CA10	-0.44275
OPRD1	0.2365
CCL16	-1.48725
SACM1L	0.159
CST6	3.48775
CD63	0.3105
LGI1	-1.0715
ZNF784	-0.32475
CRYBB1	-1.0855
CX3CL1	1.64935
TOP2A	-2.7385
GYPB	-3.6035
GADD45GIP1	-1.1265
FEN1	-1.512
IGF1R	0.9684375
WDR72	-1.0835
PURG	0.09
DEFB126	0.26675
PKD1L1	1.587
CAV1	-0.5708
GNPDA2	0.6024
DGAT2	0.53425
NLGN1	-2.54175
STRBP	0.952
HPRT1	-1.1685
FANCI	-2.33175
PSMA7	-0.826125
DBF4B	-0.774
TTF1	0.2705
RAD54L	-3.174
ELOF1	0.005
PLAGL2	-2.023
ZNF256	0.686
HMGCL	-0.139
MSI2	-0.375333333333333
RPESP	2.00466666666667
C11orf60	1.00975
ABCD1	-0.8015
ACAA1	0.8263
SPARCL1	5.00371428571429
IL6ST	2.1828
ZNF319	0.47925
TMEM109	0.6926
FAM90A1	-1.18916666666667
IL22RA1	0.4205
ATP4B	-0.116
TEC	-0.444666666666667
C7orf30	-1.00975
TXNDC2	-0.755166666666667
ABCB4	0.13925
KIAA1191	0.752625
C9orf38	-0.3035
SFTPB	0.082375
CNTNAP2	-1.957
FRK	1.3975
TBX19	0.7245
CHD4	0.5035
C6orf26	-2.75633333333333
MOSC2	2.24775
IKBKE	1.607
HIF1A	-0.685166666666667
LOC595101	-0.507
RELA	0.136
TMEM16B	-0.7305
ABHD12B	-0.8875
TSEN34	0.3405
KIF18A	-2.50125
TXNDC9	0.791833333333333
SPATA2L	-0.5885
SEMA4G	-0.5185
C21orf91	-0.799625
MATN1	-0.276
KCNIP4	0.119
TUSC1	2.24225
OR4C15	0.119
ARMCX6	1.51958333333333
WBSCR27	-0.340333333333333
OR52I2	-0.284
KIAA1604	0.05275
DYNC1I1	0.08525
PPP4C	0.47375
SLC47A2	-0.105833333333333
TREH	0.02925
CD48	2.3165
ST14	2.16066666666667
PKN1	0.03725
SPON2	2.3805
XBP1	3.83908333333333
SFRS12	-0.381166666666667
EFCAB6	3.164
SELT	0.0695
SLC39A2	2.7295
ERF	-0.914333333333333
ARL3	0.4745
SURF6	0.1974
MLLT10	-0.0189047619047619
FLJ11171	0.415333333333333
TDGF1	-3.83033333333333
ERCC6	0.2125
EIF2AK4	0.715125
BAZ1A	0.469666666666667
LRRN3	1.8885
TMC3	1.2495
EFTUD1	0.118
PTPRO	0.535166666666667
CLEC12A	1.003125
ACBD4	0.07975
ZDHHC14	-0.049125
OTUD7B	1.464
ACTB	0.732125
MSRA	-0.28075
LCE5A	-1.502
IFI35	-0.29175
BSCL2	0.331
ANKRD12	0.878583333333333
CFHR2	0.763
RGAG1	0.541333333333333
HSFY1	0.1425
SLC30A5	0.0134166666666667
IMPG1	-0.446
GPR109A	0.6975
ZNF185	1.979
IYD	2.41175
NPCDR1	0.3255
SERPINA13	-0.236
HMGCLL1	1.28625
NEUROG1	-0.524166666666667
UBQLN1	0.7073125
LIN37	-0.09425
SOCS2	0.713
DSCR4	-1.5835
XKR6	-0.1425
GPR142	0.2335
KRTAP13-3	0.8715
CCDC15	0.9845
MOS	0.0815
CD1E	0.594
OFCC1	-0.5225
FAM83D	-2.281
SRFBP1	0.394
C9orf96	-0.578
DHDH	-1.11225
CCDC90A	-0.751
RABL3	0.8192
CD320	-2.40816666666667
ANGEL2	0.99925
MRPL21	-1.3085
SMG6	-0.1705
INSR	1.527375
FLJ14816	-0.303
GLRB	0.0628333333333333
C9orf89	0.479
CIZ1	0.114375
URG4	0.5985
LRDD	-1.60816666666667
CBY1	1.162
NFX1	0.479125
MTERFD2	0.0956428571428571
C19orf23	0.056
PGC	-2.7895
IER3IP1	0.1902
RASAL2	1.18683333333333
C1orf89	-0.43725
SYNJ1	-0.11775
NFKBIE	-0.2495
FLJ40125	-0.8345
TCEB2	-0.6836
NOG	-1.137
POLR2J2	-0.6515
HLA-B	2.3025
PCDHA1	1.9125
PPP2R2B	0.3875
ARHGEF17	0.745666666666667
TCF7L2	1.58207142857143
CHD5	-0.595166666666667
ZNF431	0.217
TBC1D25	1.43025
ZNF800	0.12325
SCUBE2	3.43272727272727
MYCBP	0.192333333333333
GPX5	-0.15
C6orf129	-0.686833333333333
QSER1	-0.175
ULK2	2.12825
PIGO	0.5675
NRCAM	-2.88778571428571
SLC35E3	0.570375
CSRP2	-0.56375
HYPE	0.585
MAPK15	0.0266666666666667
MGC14327	0.40375
TIMM13	-0.620666666666667
ZNF462	-0.21025
GBA3	0.95
TEX13A	0.3835
MCM6	-0.885888888888889
MTRF1	-1.304875
ABCA7	-1.04325
EIF4A2	0.2355
ZC3H10	0.8109
RPGR	0.846166666666667
C20orf94	0.363
RP1L1	-0.02525
GPR125	-0.01575
USP22	0.335142857142857
OR1L4	0.62525
MLZE	0.8735
FLJ32065	0.2225
PTCD1	-0.1935
CRTAC1	2.5255
BXDC2	-0.709
C18orf1	1.0945
FAM107A	2.4705
EFNA3	0.98175
P18SRP	-0.0792
CAMKK2	0.73075
KIAA0649	0.936
NES	-0.501166666666667
HS6ST3	1.078625
PON2	1.0785
