Hybridization REF	TCGA-A7-A0CG-01A-12R-A056-07
RAGE	-0.94625
CHMP2A	0.70975
FAM8A1	0.3803
GPR21	0.022
SLC12A3	-2.743
FVT1	0.235714285714286
ZDHHC7	-0.350375
FLJ44048	0.7255
SLC44A3	2.058
SDSL	0.736833333333333
MMP8	-0.40775
PLA2G12B	-2.9815
ACY1	-0.54225
MT1E	0.0246666666666667
OR4K15	0.3845
TECTB	-0.137
GPR20	1.03425
IRAK2	-0.8975
RFPL3	-0.098125
MYO9A	-0.18075
NARG1L	-0.554916666666667
BLMH	-1.039
CCDC3	3.3905
C9orf21	-0.356833333333333
KIAA0513	0.401
MIER2	-0.42075
PNMA2	-0.907666666666667
SH3BP2	0.3992
ANXA10	0.179
RTN2	0.364
TFB1M	-1.337
PRPH2	3.674
C14orf133	0.03425
GOLGB1	0.674083333333333
IRX4	1.991375
NFKBIL1	-0.238
C10orf62	-0.062
APBB3	-0.89425
RPS10	1.1048
LOC728378	0.0865
TLE3	1.00944444444444
PSMB7	-0.432
MESDC1	0.363
SLC6A1	0.3364
OCLN	1.48283333333333
PTTG3	-2.041
NAGLU	-0.3595
SERTAD4	2.88075
SPRY1	1.70425
FLJ10781	0.790333333333333
MYSM1	1.134
TRIM4	0.6245
SH3YL1	1.39775
TREM2	4.165
SERPINI1	0.99325
HDHD3	0.343375
TMEM38A	-0.191875
EID2B	-0.853
TDRD3	0.4245
SEDLP	0.35325
THSD7A	1.897
NDST3	-1.448
KLHL15	0.137833333333333
DHRS12	1.8175
FBXO9	0.313
TNPO1	-0.191
MRPL13	-0.266833333333333
SNX5	-1.44933333333333
METTL6	-0.63425
SOD1	-0.215125
CHML	-0.972333333333333
PACS1	0.393375
SIRT5	-1.0975
CAPN2	1.67433333333333
FXYD5	0.0901666666666667
TWISTNB	-0.646
LRFN1	0.110666666666667
UBE1L	2.08825
UBE1C	0.9365
OR51B2	0.70025
OR4D11	0.6135
C15orf2	-0.5045
NR4A1	0.774333333333333
LOC339047	-3.0125
TRIM17	0.363875
ATP5G3	0.0281428571428572
RPL15	0.0605833333333333
ADAMTS8	-0.93225
HOXC4	1.526
C14orf37	2.384
CEACAM5	0.167875
MYT1L	-0.736166666666667
RASA2	0.039875
OSBPL7	-1.145
STAG1	0.035
GIMAP4	5.39516666666667
FUT3	3.622
PIF1	-3.027375
LPIN2	-0.1468
SH3PX3	0.76625
PDP2	-0.6825
PAPD1	-0.487375
ERP27	4.259
APOOL	-0.0569
DIABLO	-0.32225
TRHR	0.415625
ARMC9	-0.87825
RNF152	2.8745
SLITRK3	1.312
ZNF211	0.3325
PFDN1	0.335375
RGS11	-0.527125
HS6ST1	0.5731
AKR1D1	-2.501
TNP2	0.275833333333333
STK31	0.414166666666667
EML4	-0.705166666666667
SGTA	-1.129
HIST1H2BI	-0.685666666666667
PSMD6	-1.2005
KIAA1257	1.784
C18orf55	-0.598833333333333
FLJ20273	3.05425
RPL28	-0.417333333333333
EPYC	1.2305
NOX3	0.081
ELAC1	0.483
METT11D1	-0.98725
BIN2	0.330166666666667
NACA2	0.61675
CCDC17	-1.444
HM13	-0.7173
UBOX5	-0.68075
UBE2O	-0.97425
UBL5	0.2005
APOLD1	0.896375
C9orf31	-0.1265
TNFSF8	0.701
ARHGAP29	0.56675
PROKR2	0.3735
PDE5A	-0.1485
C6orf12	0.4
TOM1L1	-0.1175
WHDC1	0.41625
FOXI1	1.42616666666667
RAB4A	1.8999
TMEM39B	-0.62025
ATPBD1C	-0.20475
FARSA	-0.842333333333333
PLEKHG5	0.57475
CMAS	-0.629
OR7E24	-0.518
SLC30A1	0.1695
CDC42EP5	0.983166666666667
PLAC1	-2.83825
KLHL18	-0.498666666666667
LBA1	0.6795
TAZ	-1.614
CRIP2	0.93075
BTBD11	0.26
C16orf72	0.76
DIO2	1.389
LRRCC1	0.777333333333333
CCDC136	-2.8355
PRX	0.65425
RBM5	-0.0778
TMEM85	0.4055
TUBGCP4	-1.32883333333333
APLN	0.382875
CDK7	0.069
SSR2	1.04141666666667
CRELD1	-0.37525
C19orf46	2.2905
GAL3ST4	0.581333333333333
KBTBD10	1.16775
IL28A	0.04625
WDR27	-1.172
MCM2	-1.91116666666667
SOX14	1.875
FLJ39743	0.5355
KIAA0922	0.45575
HIPK4	0.8605
FLJ25758	0.749
C16orf57	-0.816583333333333
PDZD2	2.37175
MCC	1.700625
HHLA3	-0.3081
ID2	0.82775
C20orf23	2.4755
ZNF688	0.926
APOC2	-1.709
LOC440093	-0.48675
FAM50B	2.007
PWP1	-0.262
DNAH10	1.182
HIST1H2BA	0.1665
GPR56	0.785833333333333
METAP2	-0.37425
PAN3	0.8785
STXBP4	-0.525125
PDHX	0.038
MTA1	-0.615333333333333
ZBED4	-0.344
ZNF720	-0.8325
CDK2	-1.937125
RHOJ	1.35525
CDC37	-0.494833333333333
ZER1	0.358625
GRK4	-0.38475
PRPH	0.97375
POLR2A	0.05775
OGFOD1	-1.506
NOL5A	-1.899
PHEX	0.908
FLJ16478	0.61275
C20orf117	-0.8715
CAMTA2	-0.9275
C11orf74	0.383
DDX17	0.727333333333333
C5orf27	0.092125
PLEKHA2	-1.0941
PDE4DIP	-0.976
SCN7A	0.814666666666667
ZNF559	-0.0718333333333333
CXCL10	3.958
ZMYM4	0.393833333333333
STK32B	0.000933333333333327
KIAA0888	-1.7437
TACR3	1.556
CKAP2L	-2.098
KIF1A	-1.16066666666667
RSPRY1	0.51375
VCAN	1.968
CYP27C1	0.005
SYDE1	-1.80133333333333
MED12L	-1.47125
ZDHHC21	1.226
NHS	0.1415
TM9SF3	2.4395
DDHD1	-0.58975
MAFG	-1.0365
BICD2	-0.9892
C14orf119	-0.283833333333333
C14orf43	0.453285714285714
CDH7	-0.6555
ALKBH5	-0.216928571428571
JUP	0.093125
TMEM41A	0.282166666666667
MAMDC4	-1.3955
CBX3	-0.721875
LRRC18	-0.48675
RBMXL2	-0.44225
PLA2G4D	0.299166666666667
FGF13	1.136375
KIF3A	0.984166666666667
PDIA6	-1.01075
DCXR	0.40875
CASKIN2	0.0496666666666667
EHD1	1.196
MARCKSL1	0.3415
ZNF496	-0.2995
SCAF1	-0.277833333333333
KCTD8	-1.15375
TRAF3IP3	1.71371428571429
LSR	0.86
CXorf1	-0.1928
C14orf112	1.094
EIF2B1	-0.48225
OMP	0.5985
GSTZ1	0.173
LOC92017	1.171
ISLR2	1.185
C12orf36	0.1265
GATA2	-1.55916666666667
GABRA5	-2.259
CELSR2	-1.13457142857143
STAM2	0.8337
TNAP	0.595
PTPMT1	-0.406666666666667
GRP	7.2985
SV2A	-1.6835
MAGEA12	-4.54125
CACNG1	-0.328
C18orf19	-1.0395
GSG1	-0.670333333333333
PTPRJ	0.503785714285714
FRMPD1	-0.3585
ZNF668	0.0495
PLEKHJ1	-0.7235
ADAT1	-1.7092
TMEM50A	0.5076
UCN3	0.1695
HOOK1	0.93325
IL17B	2.1025
MLKL	-0.819833333333333
TTC14	-0.607
KLHL5	-0.219
CRYL1	0.446
FOXH1	-0.4085
NFYB	0.024375
PPM1G	-1.01625
GOLGA2LY1	-1.39675
NMT1	-0.751125
HADHA	-0.2948
CHSY-2	2.1635
PLEKHF1	0.923928571428572
SAGE1	-4.0485
MUSTN1	2.10525
SUHW4	1.337
TFEB	1.17983333333333
ZFYVE27	-0.70725
ATG12	-0.1385
BMI1	1.08178571428571
ZIM3	0.667666666666667
MYH4	-1.08175
MASP1	-0.878916666666667
KIAA0984	0.791
RPAP2	-0.60075
ASB5	0.16325
BOLA3	-1.04583333333333
MIA3	1.53233333333333
KRT35	0.243
KIR3DL3	-0.653
MRPL51	-0.2845
SEMA3F	0.748666666666667
NDUFB2	0.559
LOC253012	5.0085
FAM46C	0.1648
G6PC	-2.424
CSAG3A	-4.61733333333333
PREX1	1.401
SLC25A45	-0.27675
MAPKBP1	0.0084
CPE	1.056
GNB1	-0.822625
CXCR6	3.3085
TRIM46	-0.06025
C16orf3	0.1935
HPSE	0.764625
TIGD3	-0.4085
SPG3A	2.25425
LCAT	-1.76383333333333
ST6GAL1	-0.212277777777778
POMC	0.7305
FLJ36031	-0.888833333333333
NSMAF	-1.00866666666667
SKIL	2.146
ADSS	1.42
HMGCS1	-2.2605
POLR3F	-0.385
RAB10	0.07525
ZNF277P	-0.487375
ZBTB7B	0.83125
DHRS1	0.3345
ABCC13	0.307875
CNOT3	-0.432
NFKBIA	1.22725
GAK	0.107833333333333
SFT2D2	1.35633333333333
HOXA6	-0.381
CRTC1	-0.154125
LY6D	0.492333333333333
C20orf72	-1.3005
CPT1A	0.41925
LMO1	-1.5355
EIF3I	-0.34975
PRB4	-0.108
MCM3APAS	-1.475125
C20orf132	-0.7081
FOXF2	-2.2835
S100A12	0.88525
MLH1	-0.339666666666667
ACTN1	0.4847
MRPL36	-0.661833333333333
C20orf106	-0.634
FBXO6	1.37283333333333
MKS1	-0.686333333333333
CX3CR1	-0.171875
PDE1B	1.652
PLP1	-2.62875
KISS1	0.309166666666667
C14orf2	0.2575
TBC1D3P2	-1.7445
COMMD6	1.7855
ANKRD7	-1.64
PTCHD1	0.1335
NARS2	-0.84475
DOCK7	-0.9795
FAM127B	-0.52475
LOC390243	-0.246166666666667
N6AMT2	1.30375
ZNF391	-0.283
DNAJB14	0.650166666666667
WRB	0.691375
BPI	1.09408333333333
TTC4	-0.892333333333334
FAM10A5	-0.34425
GOT1L1	-0.3998
MAGED1	1.027625
RESP18	0.75125
WFDC6	5.14475
MT2A	-0.8975
C11orf56	-0.09625
KIAA1432	0.413
ROR1	-0.5795
HSD17B14	1.36983333333333
ZFAND2B	0.425375
SAMD4B	-0.96675
HEXA	0.134375
HNRNPU	0.226272727272727
USP39	-0.200875
NRD1	-0.9955
R3HDML	-1.308
FLT4	0.0531666666666667
OMG	0.6496
OR52N4	0.753
LOC399818	-0.12675
ELA2	-1.65625
VENTXP1	1.602
RFC5	-1.8745
OR52L1	-1.301
PAX5	0.0875
FBXO2	-0.0125
GMEB1	-0.0115
AKT3	0.0266666666666667
CRB1	-1.55183333333333
CTTN	0.055
UTP15	-0.205666666666667
HSBP1	-0.649666666666667
PHF11	1.9465
NDEL1	0.0418333333333333
USP8	0.1995
BAIAP2	-0.54325
SI	-0.1236
ARSJ	-0.703
BAAT	-2.7255
KCNS3	2.02366666666667
LOC126147	-0.0635
TMEM37	1.0085
C1orf162	4.0575
MBD1	-0.8627
ITGAL	1.25183333333333
WDR73	-0.331666666666667
GKN2	0.355166666666667
ARFGAP1	-1.553625
SLC5A8	-0.200666666666667
ZBTB40	-0.2124
CYP4B1	2.8055
LYPLAL1	0.421
CHST3	-0.80525
MAP3K9	0.0145
BTAF1	-1.33483333333333
TFAP2E	-0.0985
RBM35B	-0.1695
LOC441251	-0.683
ANKRD25	-0.469166666666667
UQCRC2	0.0705
MAEA	0.272
HYAL1	-2.4532
RNPEPL1	0.373666666666667
CPSF2	-0.163
PSD3	1.4516
ABCA13	-0.0687142857142857
AGR2	2.80725
GBX1	-0.7845
HDLBP	1.17671428571429
ACY3	0.6875
HECW1	-0.27425
ZNF519	-0.70125
HOPX	3.58425
ZNF304	1.41325
OR12D3	-0.019
FKSG43	-0.07125
METTL1	-0.38475
MFSD3	-0.4925
PSPH	-1.565
CLCA3	-0.225
DARS2	-0.997333333333333
CDC25A	-2.4
BAIAP2L1	-0.09275
B3GNT5	0.1065
USP29	0.6665
ARHGEF10L	0.6237
ATOX1	0.9005
ADAM30	-0.191
DNASE1	-1.0535
STT3A	0.472416666666667
RAB6IP1	-0.42625
PTN	3.7011
C1orf106	1.53923076923077
HECA	1.68075
RNF122	0.59475
SLC22A18AS	-0.781666666666667
GNG8	0.215166666666667
ELP4	-0.35225
FAM65A	0.0453333333333333
RPL10A	0.387833333333333
IRS4	3.3465
MACF1	0.7716
SEC24D	0.55975
LOC374395	0.443
TGFB2	0.063
MDFIC	0.602
CHRNE	0.4975
PCMTD2	-0.5135
ATP6V0D1	-0.173166666666667
MTA2	0.57275
LZTR1	-1.0605
RAP1A	0.840833333333333
AXIN1	-0.820625
POLR1C	-0.142
TRIO	-0.540833333333333
PLXNA4A	0.0954166666666667
C5orf33	0.34425
DEPDC1B	-2.9505
ZNF473	-0.363166666666667
MTM1	1.272125
GPR107	0.820166666666667
CSNK1A1L	0.772833333333333
FLJ14154	-0.663
NLRC4	3.95425
ENPP4	2.69083333333333
PADI3	0.182
RNF170	0.25275
CG018	1.81466666666667
C16orf7	-0.35775
KCNE1	1.51475
NRM	-1.162
SLC37A3	0.822428571428571
TPD52L2	-1.01166666666667
UNC5B	1.8155
C12orf12	0.178166666666667
SDHB	-0.367
CLRN1	0.547625
NUDT10	0.878
UGT3A1	0.29175
FBXW8	-0.25
RHOF	-0.55
PTPLAD1	1.05275
MYO3B	-1.19625
DERA	-0.44
TPP2	-0.573
C19orf53	-0.0796666666666667
GINS3	-1.24675
ST6GALNAC5	0.595
CHSY1	0.6945
MGC15705	-0.0455
GPR83	0.976
EXT2	-0.03025
DOLK	0.17225
TUBAL3	-1.29925
ACVRL1	2.7472
ABL2	-0.235
C14orf156	-0.278833333333333
PTPRZ1	-2.62175
DIP2C	0.18175
LAMP1	0.7285
RXRA	0.237
MAP3K5	1.2485
ALKBH1	0.2675
PDLIM7	-0.211
ARL14	-1.2245
SNIP1	-0.286833333333333
TIMP3	1.3355
RGS3	0.374333333333333
SPAG16	-0.6674
ABHD4	-0.35125
ARHGEF12	0.898833333333333
GLUD2	0.2955
RAC2	-0.027
UAP1L1	-0.9445
SLC18A3	-0.271
YOD1	-0.396833333333333
RALY	-0.54125
HMOX2	0.255375
DGKH	0.11475
DBNDD2	2.0355
YIPF4	0.850125
THAP10	-0.4265
ZNF513	0.174
HAGHL	-0.480166666666667
ITGB4	0.358166666666667
CCDC141	-0.0595
YTHDF3	0.81825
C5orf28	0.40125
RPL7L1	-0.513875
TMEM30B	1.51728571428571
ANKRD35	2.945
DUOXA2	-0.184
TBC1D5	-0.309375
DFNB59	0.3615
HRH4	-1.64475
MYO6	2.2613
DNAJA4	2.482625
RBM24	-0.664125
CEACAM20	-1.4125
RBM23	-0.439357142857143
NGFB	0.1505
C1orf63	-1.1822
KRTAP7-1	-0.054
PERLD1	1.519
NPB	-0.0775
C17orf59	0.5304
HSPBAP1	-0.15725
SLC15A4	-0.128
PRTFDC1	-0.06575
OSMR	-0.649071428571429
CYSLTR2	0.359
C19orf25	0.1823
KIAA1797	0.1815
NLRP6	0.445
FAM105B	0.114
SCRN2	-0.614666666666667
LRRC58	-0.2412
RNF17	0.677
NEIL3	-3.0145
FAM137A	-1.37025
SKP2	-3.229
PARVA	1.29233333333333
PKLR	-1.6925
RNF34	-0.201875
A3GALT2	0.25875
C12orf50	-0.138333333333333
SUNC1	-1.744
FAM102B	-0.064
CCT2	-1.3965
LRRC37A2	-0.989
ARF4	0.989
SIKE	0.69875
C8orf48	1.27633333333333
MBTPS1	-0.273285714285714
GPSN2	-0.524
NCF2	3.1675
SLC12A6	0.1945
MRPL48	-0.16825
HMGN3	0.364666666666667
LRRC62	-1.65
PAX9	0.43575
FAM55A	0.2335
C20orf42	-2.06033333333333
SCML2	-2.79033333333333
BCL9	0.54225
FAM40A	-0.484
C9orf41	-0.323166666666667
ZNF774	-0.611
LETM1	-0.764
PLXNB1	-0.423
NIPSNAP1	-1.02575
USP10	-1.12375
F9	1.1645
LIPE	3.5575
CNGB3	0.6765
C12orf52	-0.135375
PI4K2A	-0.42125
MED8	0.0245
STAT4	2.3521
FGD4	0.541166666666667
RNF145	-1.73783333333333
WDR32	1.9328
CLDN2	0.381666666666667
TCEAL8	1.42075
ZMYND8	-0.9618
PDXK	-0.0218125
GATAD2A	-0.4875
PTGES3	-0.44
CCM2	-0.38775
TAP1	1.0485
ZNF670	0.818
ETS2	-0.155928571428571
C6orf166	0.004
PRMT2	0.167571428571429
OR4B1	0.379
INTS8	-0.6775
CCDC102A	0.19875
CCDC83	-1.50683333333333
ITGA1	0.2177
EPHA5	-1.5785
FAM24B	-1.0735
TSGA10	1.59375
HAL	-1.5535
MYOT	0.4765
SPACA3	0.76
BCL2L2	0.00716666666666666
CUGBP2	1.05533333333333
CCNB3	-0.0905
RNF113B	0.1885
MERTK	0.86575
BAG1	1.57625
VPS36	1.16975
ORMDL3	0.4888
C1orf190	1.076
ZNF625	-0.07875
CORO2B	-1.3505
ALOX15	-1.472
CST1	1.706
NUPR1	2.5645
CCL7	0.54625
SMCR5	-2.9705
DSC2	1.5915
RBMS2	0.3725
GRIK4	0.457
TRIM65	-0.8034
TMPRSS6	-0.656357142857143
TP53INP2	-0.20325
GLB1L	0.150166666666667
LOC388284	0.247
PUS1	-1.76328571428571
BCL9L	-0.421
OLFM1	-0.575583333333333
RET	1.542625
MASTL	-2.54133333333333
ALX3	0.19125
IL1RL1	1.132
ZNF765	-1.1252
C14orf138	-0.14375
SNX10	-0.6915
TAC4	0.128
C1orf64	4.20125
POGK	0.559625
MAPK9	0.47725
ZNF366	2.73433333333333
C8orf79	2.2745
CLDN7	1.651875
OR5AT1	0.432
TRIM37	-2.6745
LRRC25	2.92875
GRHL2	3.079
TEKT3	1.88775
LASS5	-0.6545
ABCC4	-1.69533333333333
DLG3	1.102875
VGLL1	2.20975
ZFP36L2	1.64533333333333
MFRP	-0.898166666666667
KIAA1799	-0.29675
FLJ44379	1.762
PCNX	0.00175
ANXA9	1.406
CYP4V2	1.5047
PIK3C2A	-0.053
SRR	0.3615
NOL3	-0.78075
IFITM2	0.9345
ARNTL2	-1.8785
ZNF595	1.455
NLRP13	0.238
ASPH	-0.87925
CPA2	-0.4885
PVRIG	0.4615
LEPR	-0.0263333333333334
C16orf42	-0.0233333333333333
SH3BGRL	2.392
FAM77D	0.0318
FNDC7	-0.6865
C9orf6	0.670166666666667
NOTCH2NL	1.34283333333333
PGBD1	-0.684833333333333
SYNGR2	-0.0135
PITPNA	-0.6661875
PRPF4B	-0.6675
SLC43A3	-1.53107142857143
NRBP1	-0.48275
SLC25A22	0.13425
ILK	-0.102875
SLC22A8	0.545833333333333
MRPS7	-0.735
PITX2	0.49925
FABP3	-0.166625
OR1L1	-0.161
LOC728215	0.13975
BLID	-2.029
KIAA1217	2.47435294117647
TFPT	1.03375
AP4B1	-0.49325
VBP1	-0.92475
OR1K1	0.649
MORC3	0.42425
BHMT2	0.669
C3orf10	0.990375
FZD7	1.61766666666667
WFDC10A	0.317
PMS2CL	-0.86075
CCDC32	0.593833333333333
FA2H	0.4305
ALG13	0.0695
TTLL7	-0.381222222222222
SPOCK3	0.06425
SLC13A2	0.238
AIM1	2.24925
GPRC6A	0.614
EGR2	5.9345
MED11	0.4315
WWC1	1.208
SH3GL3	-3.372
RIF1	-0.710571428571429
PRLH	-0.6085
VLDLR	-1.607
DBT	0.1759375
C21orf63	1.22775
CGGBP1	-0.4405
KRTAP12-2	0.6465
TADA3L	-0.78925
ZBTB16	2.85075
PDGFB	0.589625
RFX1	0.358125
UQCRB	0.3368
LOC133874	-0.3725
HPS3	-1.39875
LGALS3BP	0.4144
DKFZP564O0823	2.35492857142857
MRFAP1L1	0.885375
HOXA10	-0.379666666666667
NGB	0.087
KIF21A	-0.788230769230769
IFLTD1	-0.714
LZTS1	-0.21275
ARHGEF3	1.43025
RHBDL3	-1.0315
CSNK1G2	-0.174916666666667
ChGn	0.3345
KIAA1244	2.76583333333333
GABRB2	0.186
MGC72080	-1.072
CD27	4.61875
EGLN1	-1.0622
PEX13	0.9145
RWDD3	-0.07825
RNF12	-0.0408333333333333
GRIN2B	0.559
ADAMTS14	0.0228750000000001
DYDC2	0.506833333333333
ATP6AP1	0.00110000000000001
NR1H2	-0.631333333333333
PDK2	-0.05125
C3orf17	-0.154
SLC38A2	-0.471785714285714
SLC25A29	-0.187666666666667
C15orf29	0.510375
ADAM9	-0.285
TMUB2	-0.394625
GPR176	-0.1345
AGK	-0.684875
MCCD1	0.35
NDUFA4	-0.04125
TMEM146	-0.276
DUSP1	1.765625
UNQ6975	2.116
EMX2OS	5.33025
INSM2	0.177666666666667
LUZP4	0.04325
SETD6	-1.5305
P2RY2	3.193
SLC45A2	-1.86
RABGAP1	0.189666666666667
UBXD5	-0.44875
GPRC5A	-1.16
PAK3	1.5625
LOC63920	-0.33375
TGFBR1	1.5582
KRTAP6-3	0.24275
SFMBT2	0.05625
CDC42	0.1308125
C11orf35	-0.1795
TTLL2	-0.0424999999999999
UACA	0.598666666666667
CD97	-0.9006
SETD5	-0.53775
NINJ2	-0.4405
PTER	0.289666666666667
POMGNT1	-0.2635
KRTAP4-2	0.21
ECGF1	2.086875
HRB	0.430090909090909
ATP1B2	-0.0613
LOC400506	-0.602
COL4A3BP	0.782
C6orf97	1.17375
GRHPR	0.663375
TAS2R1	-0.405
SEMA7A	-1.21975
EDF1	0.51775
ODF2L	1.16977777777778
PCID2	-0.467666666666667
GTF2H4	-1.051
ZCCHC3	-0.777875
CGB2	-0.321666666666667
NEUROD1	-0.57625
C20orf75	-0.1085
RP5-1054A22.3	2.557
IFNA5	-1.1065
ZNF134	0.338333333333333
MGC119295	-0.8946
ZSWIM6	0.245375
SMEK1	0.184833333333333
PCGF2	-0.204625
C1orf102	2.3365
CYP2A13	0.525
KCNH6	-0.979222222222222
MDM1	0.2147
ALDH7A1	0.0205
C9orf75	0.3465
VDAC3	-0.452625
OR51T1	0.0935
EIF3F	0.146916666666667
KCNJ10	-0.231
LENG8	-0.00749999999999999
EDEM2	-0.258583333333333
CCNJL	-0.823
DHX37	-1.552
CRYGN	-0.4565
AATF	-1.287375
ZNF630	1.653
E2F5	-1.064
WFDC13	-0.5525
FTSJ3	-1.53516666666667
C4orf33	1.6365
LHFPL4	-2.8315
C19orf56	-0.119
SMAD4	0.149125
AFM	-0.532166666666667
G0S2	2.83725
FCHSD2	0.0898
RRP1B	-1.0848
EEF1B2	0.2775
STAT6	0.296
ZNF195	-0.438
GNL1	-1.21833333333333
ZNRF2	1.72366666666667
PER3	0.606
ASB16	0.57525
C10orf10	1.88985714285714
ADCY8	-3.30083333333333
C9orf58	0.669333333333333
ARMC10	-0.0278333333333333
PSG1	-0.3095
DHX34	-0.84425
VARS2	-0.763125
NFIC	0.256
ITPR2	1.31625
AGXT2	-0.137
OR6K3	0.908
H2AFZ	-0.673583333333333
MLLT3	1.35966666666667
COX4I2	2.8605
CCNT2	-0.18425
PLK4	-2.31375
NUMBL	-0.791333333333333
MED16	0.081
PLEKHQ1	1.49975
GOSR1	0.197277777777778
BTG4	0.4925
RPL30	0.638916666666667
IGSF5	2.1015
IGFL2	-0.839333333333333
ELMOD2	1.69666666666667
SHC3	-0.352666666666667
HAVCR1	0.6905
DYNC2H1	-0.3705
RNF5	-0.546333333333333
C2orf7	-0.17625
NLF1	0.9235
KLHL25	0.189
LRP10	0.955
KRI1	-0.81475
PUS7L	0.3285
MGMT	1.29275
HOXD1	0.7055
CSH1	0.1283
ATG16L2	-1.965
FLJ44635	1.37
CHODL	0.373
EXOSC8	-1.19875
SLC28A1	-0.0355
MYO7B	-1.359
SEH1L	-0.733
MTNR1A	0.163
TSPAN5	0.695833333333333
CDC45L	-3.85066666666667
AMIGO1	0.2695
ATAD3A	-1.599
OSGIN2	0.264666666666667
PDIK1L	1.10766666666667
DARC	4.232
PIPSL	0.2065
SHMT1	-1.18825
CRISP3	1.038
POPDC2	2.44566666666667
ZRANB2	-0.8935
FBXL8	0.15825
TRIP13	-2.83090909090909
EIF5AL1	-1.7305
POU5F1P3	-5.31283333333333
IL6	0.107166666666667
CXorf38	-0.208166666666667
IFNA16	-0.3815
FBXL2	1.50383333333333
BRD1	-0.00225
STATH	-0.078
FBXO44	-0.0431666666666667
MCCC2	-0.0815
CDC2	-1.8181
C5orf23	0.57475
IVD	1.023
C10orf122	-0.641
MSL3L1	0.3538
MVP	0.4425
EPOR	-1.3107
ZMYM1	-0.8445
BCL7C	0.1455
PSTPIP2	0.7727
LYPD1	-1.282625
OR8G5	-0.62
ZP3	-0.6375
BCAS4	1.337
EDG6	3.91125
ISY1	-0.206
PRAMEF2	-0.84
CUL1	-0.756125
RNF213	0.0958
CCRK	0.7035
DHX9	-0.168875
C13orf29	-0.3265
NCKAP1	0.802333333333333
MRPL43	1.10792857142857
XPR1	0.013
PKN2	-0.1886
PODNL1	0.949
ZNF333	0.206875
DALRD3	1.0935
OPN1SW	-0.03
BTBD6	0.45
C11orf82	-3.048
OR5P3	1.028
DUSP11	0.47275
L1CAM	-2.00875
NEK11	2.152
OR7E91P	1.1975
CNTN3	1.0474
CREB3L2	0.9135
ZBTB37	0.552
KIAA1324L	0.72275
NDUFB10	-0.102
NUDT2	0.49325
GTPBP8	-0.10775
CACNA1D	0.894375
PRKAA2	0.748833333333333
PRDM8	0.55
MGC16075	-0.344166666666667
KRT14	2.09928571428571
PP8961	0.536
MRPL18	-0.45575
ABCG2	-1.7165
PACRG	2.091
BBS2	-0.028
KREMEN2	-0.8695
FBXO21	0.5775
HNRPUL1	-0.297666666666667
GRB10	0.038
CLSTN1	0.55925
LMAN2	0.087
C17orf61	-0.1255
NIPSNAP3A	0.9305
INSIG2	-0.3455
PCDHB7	0.939833333333333
STXBP2	-0.088625
CMAH	2.43908333333333
SEMA5B	-0.86525
ZNF155	0.306333333333333
COQ6	0.527166666666667
PRPF4	-0.67175
TSPAN15	2.6008
VN1R5	0.37725
LATS2	0.57475
SELK	0.287
PGK2	-0.512333333333333
MS4A1	2.069
TYW3	-0.5848
KRTAP5-1	0.14525
RCCD1	-2.233
BTN1A1	0.262
DDX28	-0.3645
TMEM65	0.28175
LOC92345	-0.176
TTC31	-0.6825
WDR46	-1.07583333333333
CHP2	-0.308666666666667
LSP1	0.991125
ZNF542	0.16175
EXOSC1	0.09425
ARHGAP18	0.1405
LRRTM4	-0.59025
MAOB	2.75508333333333
CACNB4	1.629
MGC33846	0.75325
RANBP3L	2.84775
ATP5L	0.816
ONECUT1	-2.975
NUDT9	0.539
TMEM149	0.523
STX17	0.98925
IGSF10	-1.9905
TMPRSS9	0.492
BMPR2	1.40016666666667
ALLC	-0.5765
KLF7	-0.106
GCC1	0.8351
TIMM9	0.04325
CDO1	2.8045
MGC10701	-0.263166666666667
IFI6	1.134
FRMD8	1.0845
MGAT2	0.25025
WBP5	0.916166666666667
CNIH2	-0.1355
KIAA0907	-1.5636
KCNH8	1.167
CTSG	0.968
GRIK1	-0.241
CUL5	0.775
FRMD1	0.704
OR9A4	0.8345
SYT6	-1.443125
FOXD4L2	1.265
ANAPC2	-0.863666666666667
OPN5	-0.6015
TAF13	0.00425
LYG2	-0.75975
GGNBP1	0.28
C11orf40	0.347
OTX2	-1.324
REG4	0.1862
EIF5	0.0695
PALB2	-1.292
SEPSECS	0.1563
RNASE3	0.171
TRIM49	-1.842
POLR2K	0.0773
GPR42	-0.108
C8B	-3.5375
SASS6	-0.7435
PREB	-0.438666666666667
OR3A3	0.6305
TUBA8	1.0535
IGLV2-14	1.23625
STIL	-2.851
ANKFN1	-1.63383333333333
NME7	-0.20475
HOXC12	2.01
UBE2C	-1.715125
FHOD1	-1.076
CDK2AP1	0.171166666666667
OR6K2	-0.50775
DHPS	-0.80125
RPL5	0.30225
TRGV5	0.7995
LOC541472	0.74475
HCCS	-0.0698
DENND1B	3.817
LHX3	0.544
OR5D16	0.851
CXorf57	-1.21333333333333
IRF2BP1	0.57775
NDST2	0.824666666666667
LCE3D	0.2165
BOLL	-0.409857142857143
SYT3	-0.74775
PIH1D2	1.628
C20orf7	-0.699666666666667
IL1R2	1.1995
SLAMF9	1.7575
PPME1	-0.56175
PIK3CA	0.19525
TRAPPC1	-0.358125
COLEC10	-0.875
SLC9A6	-0.651333333333333
PDDC1	-0.540666666666667
