Hybridization REF	TCGA-A2-A0CL-01A-11R-A115-07
FTSJ3	-0.334333333333333
C4orf33	1.733
LHFPL4	-2.93525
C19orf56	0.37125
SMAD4	0.139125
AFM	-0.847666666666667
G0S2	2.40475
FCHSD2	1.099
RRP1B	-0.3689
EEF1B2	-0.719166666666667
STAT6	0.213166666666667
ZNF195	-0.236
GNL1	-0.337166666666667
ZNRF2	1.36766666666667
PER3	-0.034375
ASB16	0.2045
C10orf10	1.57285714285714
ADCY8	-2.91816666666667
C9orf58	-0.612666666666667
ARMC10	-0.415833333333333
PSG1	-1.1245
DHX34	-0.247
VARS2	-0.136625
NFIC	0.5025
ITPR2	0.77325
AGXT2	-0.440166666666667
OR6K3	-0.0525
H2AFZ	-0.632166666666667
MLLT3	0.183
COX4I2	2.369
CCNT2	0.62225
PLK4	-1.226625
NUMBL	-0.140666666666667
MED16	0.1205
PLEKHQ1	1.43675
GOSR1	0.550777777777778
BTG4	-0.206
RPL30	0.325583333333333
IGSF5	1.6125
IGFL2	2.7765
ELMOD2	0.653833333333333
SHC3	-1.4975
HAVCR1	0.254
DYNC2H1	-0.233625
RNF5	-0.347166666666667
C2orf7	-0.143
NLF1	-0.304
KLHL25	0.06825
LRP10	0.6575
KRI1	-0.4995
PUS7L	0.217333333333333
MGMT	1.1195
HOXD1	0.2835
CSH1	0.1386
ATG16L2	-0.45925
FLJ44635	0.8295
CHODL	0.483
EXOSC8	-1.362
SLC28A1	-0.7045
MYO7B	-0.0983333333333333
SEH1L	-0.973
MTNR1A	-0.0416666666666667
TSPAN5	0.459833333333333
CDC45L	-1.833
AMIGO1	0.427
ATAD3A	-0.660375
OSGIN2	0.173
PDIK1L	0.303166666666667
DARC	3.229625
PIPSL	0.1275
SHMT1	-0.52475
CRISP3	-0.1675
POPDC2	3.04816666666667
ZRANB2	-0.490333333333333
FBXL8	-0.56175
TRIP13	-1.90509090909091
EIF5AL1	-0.1545
POU5F1P3	-3.78966666666667
IL6	0.805
CXorf38	1.685
IFNA16	0.1225
FBXL2	0.897666666666667
BRD1	-0.03425
STATH	0.1115
FBXO44	0.416333333333333
MCCC2	-0.4525
CDC2	1.8008
C5orf23	-2.128
IVD	0.374
C10orf122	-1.703
MSL3L1	0.929
MVP	0.73425
EPOR	-1.16
ZMYM1	-0.209166666666667
BCL7C	0.639666666666667
PSTPIP2	0.4053
LYPD1	-1.345
OR8G5	0.8185
ZP3	-0.935
BCAS4	1.36533333333333
EDG6	3.0515
ISY1	0.64925
PRAMEF2	-1.674
CUL1	0.148625
RNF213	1.7028
CCRK	0.2575
DHX9	-0.3455
C13orf29	-0.4205
NCKAP1	0.156833333333333
MRPL43	0.623285714285714
XPR1	0.06
PKN2	-0.1267
PODNL1	0.7785
ZNF333	0.072125
DALRD3	0.1
OPN1SW	-0.21
BTBD6	0.0775
C11orf82	-1.5005
OR5P3	-0.026
DUSP11	0.6535
L1CAM	-1.814
NEK11	1.88783333333333
OR7E91P	1.265
CNTN3	2.6797
CREB3L2	-0.07075
ZBTB37	0.726
KIAA1324L	1.03575
NDUFB10	-0.165166666666667
NUDT2	-0.21875
GTPBP8	0.09775
CACNA1D	0.31625
PRKAA2	-2.505
PRDM8	0.249
MGC16075	-0.0611666666666667
KRT14	0.113
PP8961	0.051
MRPL18	0.194
ABCG2	-2.5565
PACRG	1.3205
BBS2	1.516
KREMEN2	1.038
FBXO21	0.2905
HNRPUL1	0.301166666666667
GRB10	-0.4865
CLSTN1	0.288875
LMAN2	-0.1608
C17orf61	-0.2135
NIPSNAP3A	0.7115
INSIG2	-0.958666666666667
PCDHB7	-0.401833333333333
STXBP2	0.807375
CMAH	1.89416666666667
SEMA5B	-1.454
ZNF155	0.439
COQ6	0.0348333333333333
PRPF4	-0.489
TSPAN15	2.2234
VN1R5	-0.01425
LATS2	1.1005
SELK	-0.0205
PGK2	-0.46125
MS4A1	4.207375
TYW3	-0.3784
KRTAP5-1	-0.50325
RCCD1	-1.37783333333333
BTN1A1	0.77225
DDX28	0.126
TMEM65	0.868125
LOC92345	0.33525
TTC31	-0.24475
WDR46	-0.512666666666667
CHP2	-1.82433333333333
LSP1	1.272125
ZNF542	0.391
EXOSC1	-0.2335
ARHGAP18	0.0285
LRRTM4	-1.643625
MAOB	0.63225
CACNB4	0.25675
MGC33846	-0.66525
RANBP3L	-1.22325
ATP5L	-0.478625
ONECUT1	-3.126
NUDT9	-0.08725
TMEM149	2.1475
STX17	0.2985
IGSF10	-1.97575
TMPRSS9	-0.4665
BMPR2	1.4935
ALLC	-0.13775
KLF7	0.313125
GCC1	0.6168
TIMM9	-0.68875
CDO1	1.597
MGC10701	-0.689166666666667
IFI6	2.96683333333333
FRMD8	-0.32375
MGAT2	-0.06675
WBP5	-0.893333333333333
CNIH2	0.69175
KIAA0907	-1.493
KCNH8	1.6375
CTSG	-0.009
GRIK1	-0.277
CUL5	0.189875
FRMD1	0.2925
OR9A4	1.132
SYT6	-2.0115
FOXD4L2	1.26225
ANAPC2	0.0421666666666667
OPN5	-0.3395
TAF13	-0.46
LYG2	-1.03475
GGNBP1	0.0625
C11orf40	0.3575
OTX2	-1.6475
REG4	-0.236333333333333
EIF5	-0.616
PALB2	-0.934
SEPSECS	-0.1538
RNASE3	0.19075
TRIM49	-2.42
POLR2K	-0.071
GPR42	0.2205
C8B	-2.565
SASS6	-0.95575
PREB	-0.341833333333333
OR3A3	0.575
TUBA8	1.489625
IGLV2-14	1.452
STIL	-1.534
ANKFN1	-1.4205
NME7	-0.557
HOXC12	2.864
UBE2C	-0.48725
FHOD1	-0.010875
CDK2AP1	0.236083333333333
OR6K2	0.4385
DHPS	0.13625
RPL5	-0.490583333333333
TRGV5	0.6645
LOC541472	0.1235
HCCS	-0.0861
DENND1B	1.9965
LHX3	-0.3945
OR5D16	0.043
CXorf57	0.225833333333333
IRF2BP1	0.4895
NDST2	1.06183333333333
LCE3D	-0.2395
BOLL	0.0127142857142857
SYT3	-1.56075
PIH1D2	-0.65525
C20orf7	0.116666666666667
IL1R2	2.0235
SLAMF9	-0.3125
PPME1	-0.71625
PIK3CA	0.732
TRAPPC1	0.66325
COLEC10	-1.147
SLC9A6	-0.851166666666667
PDDC1	-0.777833333333333
CCDC53	0.485
GK3P	0.096
DAZL	-0.02275
BRI3	-0.058
SDK1	-0.293625
CYP2C18	-0.1235
IFI44L	4.87075
RPL3L	-0.391
FUT9	-1.30433333333333
KIFC2	-0.3015
PMP2	-0.9085
SLC4A9	-0.312
PLAG1	-0.877833333333333
MYCBP2	1.446
OR4E2	0.2
CCDC65	1.5035
C16orf82	-0.11625
ENTPD4	-0.318625
BRP44L	0.291375
PMP22CD	0.02225
TMCO4	0.748166666666667
KCNN1	-0.257333333333333
WDR35	0.48825
CCDC80	2.527
C3orf31	-1.2365
SLC7A9	-1.10275
TMEM190	-0.70425
DBC1	-1.36533333333333
FADS3	0.528
PDZD8	0.199833333333333
GRM5	0.14725
AZGP1	1.6894
PEX3	0.6485
MED1	0.0304285714285714
ATG4C	-0.222
HNRPH3	-0.666125
FAM109B	1.95825
C4orf17	0.2105
CA10	-0.09875
OPRD1	0.011
CCL16	-1.9595
SACM1L	0.286
CST6	3.41925
CD63	0.2185
LGI1	-2.75725
ZNF784	-0.21575
CRYBB1	-0.0995
CX3CL1	1.27475
TOP2A	-1.282125
GYPB	-3.70466666666667
GADD45GIP1	-0.04175
FEN1	-0.58675
IGF1R	-1.41825
WDR72	-3.00433333333333
PURG	-0.7135
DEFB126	-0.298
PKD1L1	0.74525
CAV1	-1.2046
GNPDA2	-0.226
DGAT2	1.319375
NLGN1	-3.6285
STRBP	0.00125000000000001
HPRT1	-0.722333333333333
FANCI	-1.63425
PSMA7	0.83125
DBF4B	-0.656333333333333
TTF1	-0.7535
RAD54L	-1.74275
ELOF1	-0.01825
PLAGL2	-0.601875
ZNF256	-0.1095
HMGCL	-0.00625
MSI2	-0.0451666666666667
RPESP	-2.28383333333333
C11orf60	-0.148
ABCD1	0.0965
ACAA1	-0.51
SPARCL1	4.32657142857143
IL6ST	0.919
ZNF319	0.412
TMEM109	1.0983
FAM90A1	-1.47283333333333
IL22RA1	-0.143
ATP4B	-0.956
TEC	0.117333333333333
C7orf30	1.47575
TXNDC2	-0.534166666666667
ABCB4	0.36525
KIAA1191	0.176875
C9orf38	-0.367
SFTPB	0.673714285714286
CNTNAP2	2.50141666666667
FRK	1.4375
TBX19	0.624
CHD4	-0.22325
C6orf26	-2.25516666666667
MOSC2	1.71975
IKBKE	0.8085
HIF1A	-0.396666666666667
LOC595101	-0.1815
RELA	-0.0233333333333333
TMEM16B	-0.994666666666667
ABHD12B	-3.187
TSEN34	0.25425
KIF18A	-1.2395
TXNDC9	0.317
SPATA2L	0.0975
SEMA4G	-0.2155
C21orf91	0.431875
MATN1	0.375
KCNIP4	-0.611833333333333
TUSC1	1.74475
OR4C15	0.83675
ARMCX6	0.242083333333333
WBSCR27	-0.701
OR52I2	0.0415
KIAA1604	-0.15
DYNC1I1	-0.911625
PPP4C	0.25925
SLC47A2	-2.01333333333333
TREH	1.016125
CD48	3.9115
ST14	0.8925
PKN1	-0.08275
SPON2	1.48925
XBP1	1.50983333333333
SFRS12	-0.604333333333333
EFCAB6	2.4275
SELT	1.319
SLC39A2	1.0285
ERF	-0.831
ARL3	0.089875
SURF6	-1.0895
MLLT10	0.0491428571428572
FLJ11171	0.891166666666667
TDGF1	-3.90333333333333
ERCC6	-0.53025
EIF2AK4	0.524
BAZ1A	0.783833333333333
LRRN3	0.58
TMC3	0.5555
EFTUD1	-0.47725
PTPRO	1.17083333333333
CLEC12A	2.274
ACBD4	0.15725
ZDHHC14	0.11225
OTUD7B	0.154625
ACTB	0.403875
MSRA	-0.1055
LCE5A	-0.5415
IFI35	1.69275
BSCL2	-0.149166666666667
ANKRD12	0.855333333333333
CFHR2	1.11525
RGAG1	-0.408333333333333
HSFY1	-0.2285
SLC30A5	-0.106083333333333
IMPG1	-0.452
GPR109A	1.5685
ZNF185	0.872
IYD	0.52875
NPCDR1	0.596
SERPINA13	-0.177
HMGCLL1	-2.11225
NEUROG1	-0.234
UBQLN1	0.158375
LIN37	0.47125
SOCS2	-1.332625
DSCR4	-1.97875
XKR6	-0.977
GPR142	0.5395
KRTAP13-3	-0.1295
CCDC15	-0.602166666666667
MOS	0.3155
CD1E	-1.2555
OFCC1	0.425333333333333
FAM83D	-0.54625
SRFBP1	-0.205
C9orf96	-0.104
DHDH	-1.11025
CCDC90A	-0.919
RABL3	2.1224
CD320	-0.695666666666667
ANGEL2	-0.06675
MRPL21	0.0895
SMG6	0.0965
INSR	0.16225
FLJ14816	-1.1825
GLRB	-2.63483333333333
C9orf89	0.457
CIZ1	-0.814
URG4	-1.04
LRDD	-1.4935
CBY1	0.9045
NFX1	0.1455
MTERFD2	0.166928571428571
C19orf23	-0.0565
PGC	-2.530875
IER3IP1	-0.3933
RASAL2	0.697583333333333
C1orf89	0.08725
SYNJ1	0.00562499999999999
NFKBIE	1.59875
FLJ40125	-0.182166666666667
TCEB2	-0.0523
NOG	-2.0895
POLR2J2	-0.3665
HLA-B	2.919
PCDHA1	-1.5555
PPP2R2B	0.11575
ARHGEF17	0.182
TCF7L2	1.42164285714286
CHD5	-0.737
ZNF431	0.846875
TBC1D25	0.64025
ZNF800	1.60225
SCUBE2	-1.23036363636364
MYCBP	0.614833333333333
GPX5	0.0775
C6orf129	0.478833333333333
QSER1	0.00449999999999999
ULK2	1.78825
PIGO	0.179833333333333
NRCAM	-2.5895
SLC35E3	0.663875
CSRP2	-0.479
HYPE	0.85175
MAPK15	0.0945
MGC14327	-0.30875
TIMM13	-0.413666666666667
ZNF462	-1.37475
GBA3	0.24075
TEX13A	-0.1075
MCM6	-0.0501111111111111
MTRF1	-0.29
ABCA7	-0.17575
EIF4A2	-0.19925
ZC3H10	0.0078
RPGR	0.205
C20orf94	1.687
RP1L1	0.0195
GPR125	-1.721
USP22	-0.282428571428571
OR1L4	0.2015
MLZE	1.09925
FLJ32065	0.2005
PTCD1	-0.4875
CRTAC1	0.685
BXDC2	-0.92775
C18orf1	1.30866666666667
FAM107A	1.83242857142857
EFNA3	0.06175
P18SRP	-0.0943
CAMKK2	0.472583333333333
KIAA0649	-0.91325
NES	-0.848
HS6ST3	0.9465
PON2	-0.45725
TCP11L2	0.4595
CLEC4A	3.838
PRR12	0.4385
MLXIPL	-1.2257
C2orf50	0.789
ZNF28	0.46
ENC1	0.964166666666667
MAP2K1	-0.43625
FKSG2	0.81625
KIAA0430	0.62575
PTP4A1	-1.06772222222222
GPR156	-0.3565
GTF3C6	-0.01725
UBR2	0.0961
LOC388272	-0.29625
MAK	0.119333333333333
ACOT4	1.549
STC2	-0.304083333333333
PIGW	-0.417125
SAE1	-0.517125
COL6A1	0.247818181818182
OAZ1	0.656
STMN4	1.0845
EDG3	-0.0456666666666666
SGCE	0.101166666666667
IL11	-1.98583333333333
PRSS8	0.988875
YIPF5	0.057
WNT4	3.15775
CSN2	-0.102166666666667
TCF7	-0.689375
TDO2	3.5865
SAMD9	2.695125
S100A7A	-0.637
MMRN1	4.68266666666667
GKAP1	-0.54575
AKR1C3	-1.2875
RNF19A	1.071
GMDS	-1.007
YKT6	-0.763
SPARC	1.277
C12orf31	0.03825
UBE2V2	-0.424166666666667
FBXL18	-0.638
KIAA0460	0.01425
ADAM22	-0.557875
SERPINC1	-4.146
KCTD21	1.8295
MYOHD1	-1.29725
ZNF37A	0.2965
GTF3C1	-0.128833333333333
CTSZ	2.40925
PRNPIP	0.503625
DRD1IP	0.0325
NR1I2	-2.48983333333333
ZNF266	-0.0054
SPAG4L	-0.0355
COX4NB	-0.174
SAPS1	0.464833333333333
APOA1	-2.526125
TATDN1	-1.23833333333333
C10orf82	1.783
KPNB1	-0.32575
FOXO3	0.610083333333333
CRYBB2	-0.49
ZBTB5	0.118333333333333
SLC25A38	-0.12925
DCTN2	-0.269166666666667
IFT20	0.50025
CTHRC1	3.2275
C1orf31	-0.704625
UHRF1	-1.4185
GPC6	-0.37125
C10orf54	2.79775
MCF2L2	-0.0893333333333333
WNT9B	0.0675
OLA1	-0.65425
FAM120B	0.26625
TTLL10	0.9955
CYorf15A	-4.73125
RELN	-0.801
SCN2B	0.740916666666667
MFHAS1	-0.12475
NKX3-2	-1.82683333333333
RASGRF2	-0.1805
SSBP1	-1.0615
KPNA6	-0.468785714285714
LOC389118	-0.3525
HS3ST4	-1.9388
SUPT7L	-0.202125
FLJ32658	-1.817
IGFBPL1	-1.48075
KIAA1641	0.0919
SHKBP1	0.401666666666667
CSF1R	3.4575
NAGK	1.403
MYL2	0.6485
HIST1H4C	0.0836666666666667
TOMM7	1.333125
ADAMTSL3	2.7389
TNFSF14	0.88975
PRRT2	-1.49475
VTA1	0.335625
AOAH	3.078
CRISPLD2	1.96107142857143
PNN	-1.125
TA-NFKBH	0.78775
ESPN	-1.0075
RBM43	1.1805
KIAA1267	-0.092
DDX3X	0.819444444444444
KIAA1576	-3.95025
PLXDC1	3.61383333333333
FLJ25801	-3.9605
HNRNPL	-0.262
RUNDC3A	0.5765
CASP12	1.9285
SH2D5	-2.073125
RPL26L1	-0.393
OR51A7	0.00449999999999999
HDC	3.292
C2orf16	-0.543333333333333
SYTL3	2.869375
GOLGA4	-0.4266875
NOTCH1	-0.480166666666667
ATPAF2	0.241
ECD	0.63425
SSX5	-1.58683333333333
SNAP91	0.03975
OCA2	-4.974
PNPO	-0.2985
DAPK1	0.0753333333333333
PINX1	-0.793166666666667
SELENBP1	-0.098
NEK3	-0.0604166666666667
TMED4	-0.628357142857143
SSTR4	0.1255
FOSL1	-2.257
CD40LG	2.9295
CES1	-1.74241666666667
DCI	-0.4005
B3GAT3	-0.377
STK17B	1.7915
CNTN6	0.025
CYP3A4	-1.6325
MBOAT2	0.411357142857143
PISD	0.159375
USP1	-0.723
PYDC1	3.42933333333333
CENPM	-0.0015
SAR1B	-0.02925
TTC7B	-0.227875
DP58	-0.0915
GPC1	-0.19875
RBL1	-0.35875
TMEM137	-0.327666666666667
TOB1	0.65475
TCEAL1	1.38833333333333
CENPF	-1.64990909090909
C6	4.01016666666667
PRSS1	-3.74575
PPIL6	0.488
C6orf124	-1.399
ODZ4	1.369
SNCB	-0.89475
NDUFB9	-0.1725
CNOT6L	2.37366666666667
S100A9	0.924666666666667
TRIM50	0.0805
KCTD1	0.7414
WDR63	0.2265
SPEF2	1.568625
RNGTT	0.185833333333333
CXorf22	3.6345
KCNK16	0.241
CEP250	-0.529
ATPBD1B	0.2405
KCNJ2	2.621
MT1B	0.955
ZNF684	-0.0135
SLC4A1	0.2305
PDHA1	-0.62425
ZNF492	-0.465375
TKT	-1.2445
BYSL	-0.8655
RNF38	0.695125
AHDC1	-0.093
KLHL2	0.18025
CMTM8	0.97125
DMP1	-1.256
HERPUD2	0.09575
CRTAM	4.792
ZNF572	-1.32075
TMEM16J	-0.653
HSD17B2	-2.67125
UBE2G1	0.227625
AHSA2	-1.84675
PELI2	-0.6575
TPX2	-0.78575
ATP9B	0.883
DAZAP1	-0.23825
HMGCS2	-0.0125
C17orf38	0.99475
B9D1	0.634125
NKX2-5	-1.4815
KIAA1276	-0.53375
LILRB2	2.3965
CSTF1	0.358833333333333
BTN2A1	0.219666666666667
C15orf48	4.1545
IGF2BP3	-3.4305
FAM113B	2.08083333333333
HRG	-0.52725
ZNF131	-0.56625
USP47	0.308071428571429
CCDC88B	0.85175
HCN1	-1.2206
HTN1	-0.457
SYCP3	-0.07575
C13orf23	-0.1631
PAPOLA	0.017
AATK	0.7224
MSH3	-0.296166666666667
NDUFAB1	-0.57025
ITLN2	-1.56416666666667
BAK1	0.4285
MRPL45	-0.657333333333333
MTNR1B	0.067
LOC645843	-0.0755
SPECC1L	1.028625
PGCP	0.994
SPN	0.619
GPR143	2.3915
ZNF576	0.213833333333333
TMEM39A	0.2223
ATP5D	0.0883333333333333
MAGEB3	-3.104
RPS5	-0.280333333333333
ANP32E	-0.8
MTMR1	0.49375
YEATS4	-0.2065
SYNGAP1	-0.1785
PCOLCE	-0.2085
MNS1	-1.49975
PCYT2	-0.622
ZNF182	-0.2525
LAX1	2.967375
SPPL2B	-0.4855
ELOVL5	0.7975
PCDHAC1	-0.1985
B4GALNT1	0.071
BLOC1S2	1.28975
ZNF673	-0.5243
ARHGAP21	0.0645
IRX5	2.485625
LRFN5	1.1855
FAM7A1	0.10225
RAB19	0.918
GINS1	-0.16875
ITM2B	1.2665
PAPSS2	1.49
OR5BF1	0.0345
ACSL3	0.037875
KIAA1919	-0.2715
GLT8D2	2.328
UTRN	0.983785714285714
CNN1	1.18
HISPPD2A	0.0193333333333333
SDAD1	0.83425
SIGLEC9	1.54016666666667
RPL35	-0.340428571428571
C22orf26	0.8285
IMPDH2	-1.722
WDR69	-1.21025
SEC14L5	-1.1685
CLTA	0.19025
RP11-529I10.4	0.18
GPR37L1	-0.168666666666667
OGDH	-0.40425
ASB13	0.0185
ZFP14	0.12475
ZCRB1	-0.029
KPNA3	1.4505
HSPA1L	0.5185
RHOC	0.51025
LOC554175	-0.23075
PPP3CA	1.1039
SLC1A7	-0.6376
ZNF529	-0.253166666666667
RBED1	0.27475
DDB2	-0.566
FLJ11286	1.367
SPATA1	0.8825
MKNK1	0.367333333333333
DYSF	1.17883333333333
ALKBH2	-0.2365
NKD1	-2.5025
C1orf174	-0.3795
PLEKHO1	1.551
ASB10	-0.155
RING1	-0.3385
NPC2	1.1265
AVPR1B	0.0505
YTHDF1	0.49825
LMAN1L	0.0915
GSG2	-0.9315
CEP170	-0.0841
RPS4Y2	-4.7915
MSH6	-0.7585
HECTD2	1.22116666666667
ZNF556	-2.80933333333333
PLEKHC1	-0.3168
AIRE	0.261333333333333
BCL2L10	0.016
LMOD3	-0.0985
ZBTB8	0.201
FOXA2	-4.1752
SLCO2A1	2.491625
C3orf46	0.1965
PRDM16	-0.0776666666666667
TMEM98	-0.7035
FRMD5	-3
PDE6C	-0.5155
C1orf216	-0.113666666666667
EP400	-0.294214285714286
PTK2	0.55075
RNF217	0.0745
NDUFA8	-0.6975
ZFAT1	0.526
LAMP3	5.24916666666667
GLTSCR2	0.547125
NPW	-1.3055
LLGL2	-0.3405
PPM1K	1.4715
C20orf177	0.4445
KIR2DL4	1.6288
NFKB2	0.92525
C21orf122	-0.820666666666667
HESX1	1.928
GPR114	2.4945
SLC25A35	-0.3465
GNAT1	0.02125
ORAI3	-0.3475
FAM76B	-0.26075
TMEM99	0.3666
TRIM29	-0.5044
CDS1	1.64875
RHEB	-0.3276
C4orf27	-0.771166666666667
RAB3A	-0.065
OTUD6B	0.0655
GPD1	1.784875
CDH15	-1.42716666666667
NPM1	-0.420357142857143
TMEM117	-0.5385
PRPS2	0.013
GCK	-1.2015
ADRA2A	3.70483333333333
TSPYL4	0.379666666666667
TASP1	0.747
WDR19	-0.2645
C10orf38	-1.071
PDE4C	-0.760333333333333
FYB	2.8115
C1orf55	0.2135
PPFIA3	-0.0925
RAD18	-1.19625
C12orf44	-0.161833333333333
CRYBA4	-0.302
HVCN1	2.04825
TAF10	-0.00349999999999999
C16orf48	-0.630833333333333
DEPDC5	0.465666666666667
LTBP1	-0.741
MAPRE1	0.5735
FGF8	-0.1285
C3orf52	-1.938875
SENP7	0.580833333333333
LRRK2	2.03725
RUNDC2A	0.590666666666667
KIAA0355	0.300833333333333
CPEB1	-1.7135
PPEF2	0.239
ABI2	-0.286833333333333
KIAA0317	-0.173625
ATF1	-0.421
DYNC1H1	-0.078625
DIP	0.70425
TMEM33	-0.0912222222222223
POLDIP3	0.20975
C7orf24	0.60225
GPR171	4.7345
CDC6	-1.9975
PLD1	-0.8193
ITFG2	0.369
NDUFC1	-0.29675
AKNA	0.6775
NBR1	0.785
PKHD1	0.84575
HPS4	-0.7701
MAFA	-0.3305
ULBP3	-0.6955
DIRC1	-0.9815
IMMT	-0.64225
C22orf13	0.75
CEL	-0.158
MARK3	-0.022
ADAMTS2	1.09975
ARPC3	0.8985
TMEM10	0.147
NPHS1	-0.23475
BRD8	-0.9165
WDR12	-0.89825
IDI2	0.102375
HOXD13	-2.797
OR8G2	-1.06
SLAIN1	-0.483
GABRQ	-0.63525
NR2C2	-0.561
NKTR	-0.2824
TLE2	0.72
KIAA0892	0.907166666666667
AURKA	-0.450454545454546
GPRC5C	-0.2345
TBC1D9B	-0.115625
PNPLA6	-0.0885
AP3B1	-0.19625
NAG	-0.395
C11orf68	-0.221
AKR7A3	-0.32225
AHCYL1	-0.21475
COP1	1.303
RPP14	-0.24575
PCDHB18	-0.1985
CDH24	-0.947
KRT17	-0.4426
LACTB2	-0.004
DDX24	0.5038
PHACTR1	-0.9605
SLC35E2	-0.26275
LOXL1	0.346
IQSEC2	0.271125
RGSL1	0.487
PCDHGC5	0.3925
MEGF10	-1.253875
PRRX1	1.6415
ASTE1	1.10216666666667
C6orf159	-2.4785
MYOD1	-0.504
GAA	0.58925
ZNF747	-0.09125
KLRC1	1.522
IL1RL2	0.242
GDF9	-0.4475
GPR119	0.528
TRAF2	-0.382833333333333
HCK	3.43116666666667
BMP6	-1.1135
IL8RA	0.455833333333333
FLJ35848	-1.674
EFHA1	0.602
CDSN	1.80933333333333
C14orf54	-0.213
LSM3	-0.72
ZFP41	0.263
C9orf126	-1.35166666666667
VIT	-2.328
SPCS3	-0.492
DEF8	-0.6512
CHAF1A	-1.22566666666667
C1orf165	-0.160166666666667
ZFPM2	1.122
FTH1	0.138
SLC35F1	-1.90375
YWHAH	1.09575
C17orf66	1.04933333333333
ADRB1	-0.0965
FOXL1	-0.5645
RG9MTD3	0.248
UMPS	0.121375
MGC13008	0.756
KIAA1161	0.3985
CCDC77	-2.12025
C12orf65	0.066
COG4	-0.633333333333333
RCP9	0.864916666666667
RP4-692D3.1	2.1395
CDC2L5	0.51825
MGC7036	1.14966666666667
DNAJC11	-0.54525
GDF2	-0.108166666666667
TIMM17A	-0.23625
HNRNPA0	-0.4104
OR2H1	0.009
PCBP1	-0.00675
COL23A1	-1.8815
LRRC2	1.21864285714286
NSD1	0.397571428571429
FLJ37078	-0.653875
WDR91	-0.109666666666667
TMEM179	0.377
DSCR10	0.5475
CNDP2	0.5196
FYN	1.0715
BEX2	-1.56866666666667
KCND3	0.379333333333333
YPEL5	1.537625
LRRC42	-0.519333333333333
C17orf45	-0.57325
ZNF649	1.1141
LOC150763	1.277
COL5A2	2.57441666666667
CNGA2	1.487
ELA2B	-0.849166666666667
RAB9B	0.72325
FAM100A	0.222
NAIP	1.0305
MYOZ2	-0.3855
SPATA12	-0.42
XRCC4	-0.5305
CYB561	0.9145
CHST10	-1.46875
BAI1	-0.843666666666667
BRSK1	-0.307333333333333
C17orf89	0.072
PDE6H	-1.1485
FLJ20309	-0.00300000000000002
MAP7	0.410125
SCN4B	0.95975
SPAG9	-0.18075
SERTAD1	0.663333333333333
FLJ21963	-2.205
ANTXR1	0.4252
TMPRSS13	1.53866666666667
ETV7	2.963
DGAT1	-0.229166666666667
NKIRAS1	0.0266666666666667
TAC3	-3.1235
CORO1C	0.12425
RAD54B	-0.75825
HRASLS3	2.917
C21orf42	2.2155
BARD1	0.008
ZNF177	0.565833333333333
MIP	0.1015
ZNF442	1.026
F2	-3.234
GRIA1	0.340875
GALNTL2	1.39733333333333
WNT5A	-4.0643
LENG9	-0.277
hCG_25371	-1.18
FOXR1	-0.276
TRA@	2.3709
PWWP2	1.49875
C1QTNF7	1.98116666666667
SLC7A4	0.1105
C4orf7	2.468
C17orf80	0.164166666666667
KLK4	1.46033333333333
IL31	0.4015
TMEM176A	3.0865
CTNNB1	-0.50925
BHLHB2	0.4325
TMEM185B	0.635166666666667
ARD1B	0.31525
C1orf93	0.9145
BRUNOL4	-0.7075
LOC541469	0.226166666666667
UPK2	-0.1405
GAS8	-0.479333333333333
PATE	0.3375
IMPACT	0.47475
WNK4	-0.827833333333333
HNRPLL	-0.296
GAD2	-0.344
ITGA6	-0.25675
BMP15	-0.1795
CYP2A7	1.159
RIC8A	0.009375
CCND1	0.0146666666666667
USP35	0.98
DSCR2	-1.231
CCL4	3.79383333333333
ZCCHC10	-0.5165
NOL11	-0.4335
TRPM2	1.89483333333333
PSMD2	-0.449545454545455
CHTF18	-1.43575
USP18	2.6255
RRAS	-0.00425
LAMC3	0.9055
TOX	-0.1745
PCDH15	0.215
GABRG3	-2.4455
NUDCD2	-0.294125
SGCZ	-0.0455
KCTD17	0.5537
SPSB2	0.2075
TPPP3	1.07616666666667
CILP2	0.638333333333333
CALB2	2.075
CEBPZ	-0.32
ZNF479	0.90125
FMOD	4.0495
C21orf66	-0.0902857142857143
CLN6	-0.719
ANAPC1	-0.240875
SH2D3C	1.70925
PTPN14	-0.9509
TRIM42	-0.249
APTX	-0.23925
SNRPG	-0.444666666666667
BMS1	-0.60475
MAGEA3	-1.7355
NFATC3	-0.0543333333333333
LRRC45	0.0513333333333333
ARS2	-0.406285714285714
LRIG1	0.383333333333333
EPSTI1	3.01966666666667
PRSS27	-0.7705
ERC2	-1.17175
PRKACB	1.38585714285714
PRDM13	-5.945
HCG27	-0.921
KLK12	1.7225
HSD17B7	-0.6405
ZNF354A	0.46075
PCDH11X	0.206
DMGDH	0.38475
PCBD2	-0.180166666666667
TMC6	-0.36225
RIMS1	3.194875
SF3B2	0.295666666666667
RCN1	-0.618833333333333
CPB1	0.813
BCAR3	0.6755
FCRLB	-0.512125
PAK1IP1	-0.53575
OR10H1	-0.098
KIF9	0.22
PITPNM2	-0.996
L3MBTL4	0.532
TGFB1	0.7518
ZXDC	0.37225
SLC6A16	0.4975
SRrp35	-0.903875
LRRC8E	0.998
PPIAL4	-0.0946666666666667
EOMES	3.38833333333333
PAX2	-0.0055
