Hybridization REF	TCGA-AN-A0XS-01A-22R-A109-07
ASB13	1.5775
ZFP14	0.30025
ZCRB1	-0.00266666666666666
KPNA3	-0.2425
HSPA1L	1.49825
RHOC	0.982625
LOC554175	0.05725
PPP3CA	0.2594
SLC1A7	0.1282
ZNF529	-1.05616666666667
RBED1	1.6215
DDB2	-0.89525
FLJ11286	0.377
SPATA1	0.262
MKNK1	0.659666666666667
DYSF	1.2135
ALKBH2	-0.49825
NKD1	-4.04283333333333
C1orf174	-0.556
PLEKHO1	0.998833333333333
ASB10	0.28125
RING1	-0.184833333333333
NPC2	1.579625
AVPR1B	0.2085
YTHDF1	-0.163416666666667
LMAN1L	0.6795
GSG2	-2.26
CEP170	-0.7363
RPS4Y2	-5.62675
MSH6	-1.2825
HECTD2	0.119
ZNF556	-0.482166666666667
PLEKHC1	-0.3335
AIRE	0.453166666666667
BCL2L10	0.18875
LMOD3	0.254
ZBTB8	0.1612
FOXA2	-4.1031
SLCO2A1	2.423875
C3orf46	0.431
PRDM16	-0.374833333333333
TMEM98	-0.24625
FRMD5	-2.3985
PDE6C	0.283
C1orf216	0.0426666666666667
EP400	-0.0715
PTK2	0.815833333333333
RNF217	-0.43775
NDUFA8	-0.0375
ZFAT1	0.79425
LAMP3	2.242
GLTSCR2	1.006375
NPW	-0.23
LLGL2	0.0352
PPM1K	0.0603333333333333
C20orf177	-1.1115
KIR2DL4	0.5442
NFKB2	0.03775
C21orf122	-0.488166666666667
HESX1	-1.02925
GPR114	1.44466666666667
SLC25A35	0.398333333333333
GNAT1	0.64525
ORAI3	1.23475
FAM76B	-0.454125
TMEM99	1.1504
TRIM29	-1.1025
CDS1	2.3555
RHEB	-0.6842
C4orf27	-0.8755
RAB3A	0.2205
OTUD6B	-0.514
GPD1	2.5555
CDH15	-0.564166666666667
NPM1	-0.962142857142857
TMEM117	-0.1475
PRPS2	-0.729333333333333
GCK	-0.2355
ADRA2A	4.1035
TSPYL4	0.525833333333333
TASP1	-0.564
WDR19	0.6715
C10orf38	-0.87475
PDE4C	-0.624333333333333
FYB	0.7605
C1orf55	-0.835833333333333
PPFIA3	-0.74225
RAD18	-0.752
C12orf44	0.106833333333333
CRYBA4	0.143
HVCN1	1.87475
TAF10	0.195666666666667
C16orf48	-0.251666666666667
DEPDC5	0.909333333333333
LTBP1	-1.1665
MAPRE1	-0.0375
FGF8	0.463
C3orf52	-0.221125
SENP7	0.0111666666666667
LRRK2	0.795
RUNDC2A	1.06233333333333
KIAA0355	1.43816666666667
CPEB1	-0.856
PPEF2	0.901
ABI2	-0.246333333333333
KIAA0317	0.15275
ATF1	-1.33866666666667
DYNC1H1	0.99825
DIP	-0.5325
TMEM33	-0.0406666666666667
POLDIP3	0.07775
C7orf24	-0.482
GPR171	3.73725
CDC6	-3.11316666666667
PLD1	-1.2838
ITFG2	-0.00179999999999996
NDUFC1	0.069
AKNA	-0.211
NBR1	0.99775
PKHD1	0.228125
HPS4	-0.5716
MAFA	1.78425
ULBP3	-0.6735
DIRC1	-0.338
IMMT	-0.491625
C22orf13	0.545166666666667
CEL	0.08875
MARK3	-0.47675
ADAMTS2	1.76091666666667
ARPC3	0.234666666666667
TMEM10	0.124625
NPHS1	0.02525
BRD8	0.399166666666667
WDR12	-1.69675
IDI2	-0.0135
HOXD13	-2.4765
OR8G2	-0.47075
SLAIN1	-0.49075
GABRQ	-0.29425
NR2C2	-0.89275
NKTR	-0.6012
TLE2	1.5235
KIAA0892	-0.228333333333333
AURKA	-2.817
GPRC5C	-0.984166666666667
TBC1D9B	0.11975
PNPLA6	0.368333333333333
AP3B1	0.338
NAG	0.5975
C11orf68	-0.236
AKR7A3	3.8235
AHCYL1	0.577666666666667
COP1	0.5748
RPP14	-0.249
PCDHB18	0.60475
CDH24	2.27325
KRT17	-0.9292
LACTB2	-0.11075
DDX24	-0.2107
PHACTR1	-2.03166666666667
SLC35E2	0.17975
LOXL1	1.2255
IQSEC2	0.5835
RGSL1	0.4485
PCDHGC5	0.419
MEGF10	-0.25375
PRRX1	1.72916666666667
ASTE1	0.924
C6orf159	-1.91275
MYOD1	1.88375
GAA	1.06825
ZNF747	1.27175
KLRC1	-1.266
IL1RL2	0.37
GDF9	0.01975
GPR119	0.659
TRAF2	-0.283166666666667
HCK	5.07466666666667
BMP6	-1.17025
IL8RA	0.633333333333333
FLJ35848	-1.47725
EFHA1	0.90175
CDSN	0.0238333333333333
C14orf54	-0.0388333333333333
LSM3	-0.478125
ZFP41	0.417
C9orf126	-1.37133333333333
VIT	-1.9175
SPCS3	-0.48275
DEF8	-1.0445
CHAF1A	-1.9765
C1orf165	-0.491833333333333
ZFPM2	1.95516666666667
FTH1	0.35325
SLC35F1	-1.75325
YWHAH	-0.06225
C17orf66	0.407
ADRB1	-0.468
FOXL1	-0.1935
RG9MTD3	-0.0325
UMPS	-0.20375
MGC13008	-0.059
KIAA1161	-0.6045
CCDC77	-1.1765
C12orf65	-0.487
COG4	-0.830833333333333
RCP9	-0.103916666666667
RP4-692D3.1	3.07283333333333
CDC2L5	-0.2905
MGC7036	1.32083333333333
DNAJC11	-1.0825
GDF2	-0.217
TIMM17A	-0.7555
HNRNPA0	-0.00439999999999999
OR2H1	-0.03575
PCBP1	0.077375
COL23A1	-2.15375
LRRC2	0.0108571428571429
NSD1	0.487428571428571
FLJ37078	0.9605
WDR91	-0.382333333333333
TMEM179	-0.01075
DSCR10	-0.206
CNDP2	1.2815
FYN	-0.1585
BEX2	-3.7515
KCND3	1.09675
YPEL5	1.87625
LRRC42	-1.10816666666667
C17orf45	-1.1815
ZNF649	1.2602
LOC150763	1.3555
COL5A2	3.36825
CNGA2	-0.133
ELA2B	-0.583166666666667
RAB9B	-1.02
FAM100A	0.9215
NAIP	0.911928571428571
MYOZ2	-0.510375
SPATA12	-0.356
XRCC4	-0.78375
CYB561	0.8229
CHST10	-1.182
BAI1	-0.258333333333333
BRSK1	-0.807666666666667
C17orf89	-0.009875
PDE6H	-0.443
FLJ20309	0.5263
MAP7	0.7795
SCN4B	1.279
SPAG9	-1.1775
SERTAD1	1.42633333333333
FLJ21963	-1.47
ANTXR1	1.8402
TMPRSS13	2.02516666666667
ETV7	2.97016666666667
DGAT1	0.832333333333333
NKIRAS1	0.117833333333333
TAC3	-3.42425
CORO1C	-0.8085
RAD54B	-1.15175
HRASLS3	3.87816666666667
C21orf42	0.29325
BARD1	-0.0153333333333333
ZNF177	0.272166666666667
MIP	-0.0555
ZNF442	0.7015
F2	-3.9488
GRIA1	0.0095
GALNTL2	1.97316666666667
WNT5A	-0.1168
LENG9	0.224
hCG_25371	-1.8605
FOXR1	-0.2525
TRA@	1.4125
PWWP2	0.78025
C1QTNF7	2.3705
SLC7A4	1.80375
C4orf7	4.0995
C17orf80	0.077
KLK4	2.12433333333333
IL31	0.388
TMEM176A	4.0705
CTNNB1	0.5845
BHLHB2	1.397
TMEM185B	0.4405
ARD1B	-0.22475
C1orf93	0.6525
BRUNOL4	-0.618166666666667
LOC541469	0.98175
UPK2	-0.25675
GAS8	0.0833333333333333
PATE	0.4645
IMPACT	0.975375
WNK4	2.40283333333333
HNRPLL	-0.999
GAD2	0.57725
ITGA6	0.7445
BMP15	0.176166666666667
CYP2A7	0.28325
RIC8A	0.04475
CCND1	-0.324666666666667
USP35	-0.0535
DSCR2	-3.007
CCL4	4.72366666666667
ZCCHC10	0.079
NOL11	-0.921
TRPM2	1.39125
PSMD2	-0.784181818181818
CHTF18	-1.14475
USP18	0.369625
RRAS	0.870375
LAMC3	-1.684
TOX	-2.16633333333333
PCDH15	0.133
GABRG3	-1.62875
NUDCD2	-0.369125
SGCZ	0.28
KCTD17	-0.3168
SPSB2	0.198
TPPP3	3.38483333333333
CILP2	1.42566666666667
CALB2	3.261875
CEBPZ	-0.793333333333333
ZNF479	-0.32
FMOD	5.23683333333333
C21orf66	-1.69971428571429
CLN6	-0.870833333333333
ANAPC1	-0.62925
SH2D3C	1.77475
PTPN14	-0.24
TRIM42	0.2805
APTX	0.36075
SNRPG	-0.928833333333333
BMS1	-0.64925
MAGEA3	-4.3635
NFATC3	-0.771416666666667
LRRC45	0.51
ARS2	-0.428928571428571
LRIG1	3.28366666666667
EPSTI1	0.639333333333333
PRSS27	0.23525
ERC2	-0.72375
PRKACB	-0.626928571428572
PRDM13	-4.841
HCG27	-0.90975
KLK12	-3.178
HSD17B7	-0.0298333333333333
ZNF354A	0.2895
PCDH11X	1.008
DMGDH	0.44975
PCBD2	-0.471833333333333
TMC6	-1.117
RIMS1	0.61325
SF3B2	-0.313
RCN1	-1.092
CPB1	0.97475
BCAR3	0.90425
FCRLB	0.457
PAK1IP1	-1.0875
OR10H1	-0.363
KIF9	1.3397
PITPNM2	-1.21275
L3MBTL4	-0.2105
TGFB1	0.102
ZXDC	0.08525
SLC6A16	-0.61575
SRrp35	-1.744375
LRRC8E	2.163
PPIAL4	-1.22758333333333
EOMES	2.87416666666667
PAX2	-0.4015
SCARF2	1.473625
PSEN2	0.401333333333333
PCDHB13	-0.5575
C10orf28	-0.2785
DHRS7B	1.51585714285714
C1orf131	-0.836
ASB1	-0.5071
ZNF223	-0.167
LCMT2	0.516
MEP1A	-1.417
TMEM53	0.92175
RSPH3	1.636
C10orf33	-0.5695
LOC644285	0.25875
PTPN9	0.112833333333333
ABCA12	0.168
CCDC37	-0.94225
RUNDC1	1.8525
YES1	-0.308333333333333
FAM120AOS	0.98475
OR5M3	0.165
PPP1R3F	-0.182416666666667
IL13	-0.3463
MDFI	-1.0515
PRNT	0.276
ZDBF2	0.02
OR10C1	0.120333333333333
CLIC1	-0.479166666666667
LILRA5	0.684333333333333
CSAG1	-4.15083333333333
TREML2	-0.0923333333333333
FAM125A	0.379833333333333
ZNF74	-1.08425
FAM104A	0.03975
LRRC39	-0.6105
SAMD5	0.06025
HYAL2	0.4935
HIST2H2AC	0.46675
IGFBP5	0.22895652173913
NRTN	-0.713166666666667
KIAA0556	1.2289
FAM29A	-1.96388888888889
JMJD2A	0.21425
EPHB1	1.17375
POLD4	0.94875
ANAPC10	-1.0015
LRRC36	0.648
MEGF6	0.3505
LPHN3	-0.0671666666666667
BMP10	0.3695
C21orf55	0.1485
CREM	-0.7173125
PTGER4	0.394833333333333
METAP1	-1.5355
KCNQ1	1.61033333333333
NR2F2	1.72775
SSFA2	-1.16766666666667
CTTNBP2	-1.94875
BCL2A1	-0.778625
ZBTB24	-0.262
SLCO6A1	-1.2335
PRDM1	1.2006
OR7D2	0.0178333333333333
CCDC47	-0.3059
LOC646982	0.37
SLC26A6	-1.77183333333333
BIN1	-0.00870000000000001
SRRM1	-0.626928571428572
PCSK1N	0.203375
ALS2	0.0748
ECT2	-1.82031578947368
CACNA2D2	0.1155
DOCK6	-0.1805
C10orf119	-0.128
FATE1	0.089
DUSP23	1.41
TRIP6	-0.2755
NUP35	-0.3095
CDH3	0.40875
KLHDC8A	1.09725
C9orf116	0.780375
EI24	-0.064
CENTD1	0.728
RWDD2B	-0.470666666666667
DOCK1	1.7255
NPAS2	-1.290625
NR3C2	1.93266666666667
FAM63A	0.327666666666667
INPP5F	-0.746333333333333
FAM111A	-0.2166
MYBL1	-0.38675
IQGAP3	-0.961
CRADD	-0.671166666666667
DUSP12	-1.7525
PDZK1IP1	2.23825
VASH2	-1.19775
CTR9	0.3455
VIL1	-4.73425
OR8U1	0.209166666666667
CCDC107	1.227
PTTG1IP	0.245375
OR4X2	0.41175
COL9A1	-3.422
PSMD9	0.01275
ZFP62	0.63625
TIP39	0.565
PARP15	1.1155
TTC19	-0.0725
C1orf114	-2.43166666666667
GFPT1	-0.7175
SLC27A6	-1.71025
MRPS10	-0.283
CALML5	0.615
TRPM7	-0.814875
CGNL1	0.901625
CECR1	0.90225
SERPINB8	-0.015
TMEM102	1.765375
PDIA2	-3.6565
NUCKS1	-0.963166666666667
HOTAIR	3.46525
EBI3	0.60125
NXN	0.308
ZMYND19	-1.125375
FOXJ3	0.0175
EIF5B	-0.2027
EIF2B4	0.256166666666667
LEO1	-0.12075
ZIC5	-1.79058333333333
IL20	-0.258
KIAA0415	0.42075
FLJ37357	0.544
TSPAN12	0.5585
ACTR3B	-1.15
TFAM	-0.885666666666667
IL17RD	-0.129
PARP12	0.7995
KLHDC7A	1.1635
KCTD4	0.0201666666666667
GTF2H1	-0.18825
FLCN	-0.12
BIRC4	0.6465
LOC790955	-0.10825
VKORC1L1	-0.56825
CYP4F22	0.147333333333333
TAS2R5	-0.5975
ZNF582	1.2115
HS3ST3B1	1.616625
CTNS	0.84075
STK36	0.727166666666667
MMD2	-0.48
RP5-1103G7.6	0.1685
FLJ23356	0.9125
CRH	-0.71375
C1orf182	-0.281333333333333
ACP5	2.07166666666667
AMFR	1.1528
CA4	-0.23825
PLCB4	-2.48375
MPHOSPH10	-0.24
UNQ473	2.7565
G3BP2	-0.284916666666667
SR140	-0.607083333333333
HOXA2	0.1885
PYGB	-0.819875
BAT1	-0.478416666666667
DKK3	0.965833333333333
DDX31	-1.13025
TULP1	-0.152125
NHLRC2	0.1085
TNRC4	-0.2435
ZNF430	-0.597
TNRC6A	0.77975
PLA2G1B	2.40283333333333
RCHY1	0.322166666666667
GTF2A2	-0.649
MGC4294	1.3325
ZNF691	0.33275
TACC3	-2.02925
DNAJC5G	0.14075
LOC4951	0.2775
MS4A4A	-0.5555
LOC152485	0.682
PPP1R2P1	-0.25625
PPP2R5B	-0.23025
RPGRIP1L	-0.492625
SPOP	0.6794
PTPRF	1.10533333333333
MGC42090	-0.331
SUSD3	3.5915
THOC4	-1.189375
MAML1	-0.1087
FXR2	-0.600333333333333
TYK2	0.043625
MUC6	0.434666666666667
DNAJB7	-2.881
PIP4K2A	0.278928571428571
MEX3A	-1.07183333333333
RRP1	-0.86425
TFAP4	-0.4155
CXorf41	0.5685
MTMR4	-0.4365
CTLA4	0.562
SNX9	0.429875
CIB3	1.902
NECAP1	0.09775
PLA2G2D	0.5948
GLMN	-2.00966666666667
DCLRE1A	-0.561
PDX1	-0.0295
SAMD11	0.5505
MRPL55	0.4898
TLR7	2.456
TBC1D21	-0.0505
SMAD1	1.76
ACTRT2	-0.03875
RIOK2	-0.49925
PDLIM4	-0.38175
SLC22A15	0.808
ABHD13	1.0509
STX18	-0.0333
CCPG1	0.438785714285714
DCBLD1	0.350833333333333
SLC2A6	-1.277
NOLA3	-0.236
TRDMT1	-0.796071428571429
IL17F	0.4115
ATP1A4	-0.772166666666667
OR52W1	-0.7055
CFL1	-0.64975
IL4	-0.5675
RBP2	-0.173833333333333
CPSF6	0.217125
TTC8	0.0176666666666667
MUCL1	2.03
EYA3	-1.794
KRT38	0.7525
GNE	-0.89475
ZNF501	1.00925
SLC35A2	0.295875
CEP110	-1.0012
MYF6	0.77
MGST2	-0.0793333333333334
TRPV4	0.982666666666667
NEK8	-0.188833333333333
NOX5	-1.6265
NCKAP1L	-0.0526666666666667
EMP3	-1.1935
BPY2C	0.279
C1orf38	0.842875
ELOVL2	0.537375
CBX7	1.78041666666667
OSBPL1A	1.44233333333333
ZNF589	0.21175
ESCO1	-0.330833333333333
TRA2A	-0.147833333333333
C3orf26	-0.97375
PHF2	1.15316666666667
PID1	0.562833333333333
RFC1	-0.315625
MTAP	-0.3100625
ADORA3	3.5815
LOC389458	-1.0885
TRNT1	-0.545625
CRIPAK	0.15275
RAI2	3.60033333333333
ANKRD44	-0.42775
GZMB	3.708
NFE2L1	-0.05075
STIP1	-0.720166666666667
RASL11B	1.9385
NT5DC2	-2.22683333333333
LRP2	0.066
MTDH	0.6522
ARSG	0.4985
HSP90AB1	-0.297166666666667
CT45-6	-5.69575
ZNF483	-0.19575
LMBR1L	-0.3405
S100A2	-1.8707
C2	0.293611111111111
C2orf27	0.64875
EIF4EBP1	-1.2605
GCKR	-2.95816666666667
PPP1R9B	0.6175
FER	-0.391
SNRK	1.14533333333333
OR5M10	0.298
UTP6	-1.00125
CAPZA3	0.3275
FBP1	1.92511111111111
TERT	-2.4725
CCL1	-1.672
FUCA1	1.11125
ALS2CR8	0.176666666666667
KCMF1	0.16575
SRCRB4D	-1.4845
OXCT2	0.654833333333333
IL17RA	0.872
MPP5	-0.497875
SPA17	-0.00225
FLJ10986	0.807833333333333
GALNT14	-2.21
CXorf27	-0.19225
NPLOC4	-0.35425
RAB34	0.4645
KRTAP3-3	0.4775
ARSD	0.576333333333333
CPLX2	-1.2106
PJA1	0.6085
WHDC1L1	-0.0568333333333333
RB1	-0.6155
MTMR15	-0.677
PHLDA2	-1.3648
GUCY2F	-0.6195
MPV17	-0.036
SLC35D1	-0.838
LYSMD3	0.6881
COL16A1	1.77075
ERLIN1	-1.19966666666667
JMJD4	-0.36625
HIST1H2BK	-1.52
TP53I11	1.83816666666667
ST3GAL4	-1.4179
PF4V1	0.146166666666667
ALG8	-0.62575
REG1A	-0.07175
MINA	-1.9325
CYB5R3	0.475916666666667
HHLA1	-1.098
MYST4	1.2256
VASN	-0.794
UCHL5IP	-0.79475
TFAP2A	0.814375
MGC9913	-1.3675
C9orf97	-0.727
LOC90379	-0.62825
PHF15	0.454357142857143
ZNF169	-0.300833333333333
KRT7	1.837
GLIPR1L2	1.426375
LOC116236	0.8975
IQCF3	0.0255
RDH14	0.712
HNRPK	0.534714285714286
RABEPK	-0.569
ISX	-3.1935
CBARA1	0.817
RAD51AP1	-2.91825
MLL5	-0.06
CXorf48	-5.884
SGCD	0.3135
PHTF1	-0.949625
CA3	1.15625
CMTM5	-0.547
STX10	-0.69525
JMJD2D	-1.04375
P4HA1	-1.7645
GAB3	0.539
DHRS4	0.364
COL4A1	2.5406875
C20orf20	-1.699875
OSBPL2	0.169125
PTTG2	-2.387
KIAA1688	2.173
STS	-0.665125
SHROOM4	0.668166666666667
KBTBD5	0.3855
ALDH1A3	1.0173
BTNL2	0.0688333333333333
TGIF1	0.2185
ZFAND5	0.085625
ICA1	1.336125
NAV3	-1.55016666666667
FLJ12331	-0.81525
EPS8L2	-0.1759
MNT	0.196333333333333
ENTPD1	1.62608333333333
OR51E2	1.6705
STK11	0.434125
MX1	2.5575
TTTY9A	0.6835
CX62	-0.0485
LOXL4	-0.002375
EXOSC4	1.01925
PURB	0.247928571428571
SETD1A	0.243666666666667
RELB	1.0095
LAMB2	1.58816666666667
HNF1B	-0.077
PNLIPRP3	-1.318
C14orf139	0.4615
UMOD	2.16225
GRIN3B	-0.74325
GPR25	0.738
ZNF512B	-1.681
ATP6V0A1	0.356625
SRA1	0.38225
ZNF615	1.183
ZNF768	1.13375
ZNF469	2.89275
DYNC2LI1	0.218166666666667
DNAH3	-0.653
LOC387911	1.60325
LOC554234	0.013
ARRDC5	1.9355
TMEM59L	-1.71833333333333
MARCH4	-1.01925
CNOT8	0.763666666666667
KIRREL3	-1.15633333333333
ADAM17	0.118
MYOG	0.30925
CPNE1	-1.54133333333333
AK5	0.282
LOC204010	-0.86475
NDRG4	-0.332
LOC130074	-0.1075
PIAS4	-0.1845
NCOA2	1.27225
TEGT	0.6805
USP5	-0.82775
ANKRD21	0.38525
KIAA0692	-0.180166666666667
HAPLN3	1.927
LZIC	-0.7595
NRXN3	0.3825
CDKN2C	-1.77366666666667
KIAA0226	0.32
CYB5D1	0.95875
WDR68	-0.58725
ABCB6	-1.7891
MRPS25	-0.851
ZMAT2	0.249
KRT25	-0.404
RPL11	-0.50225
GRAP	0.430333333333333
LOC198437	-0.888166666666667
RORC	0.39675
RAP2C	-0.276214285714286
MXD1	0.077625
AZI2	0.0473333333333333
NUAK2	-0.297
AHSG	-6.53225
MANSC1	1.492
IMP3	0.2265
C2orf3	-0.66
VSTM3	4.378
PCTP	-0.1285
SIRT1	0.20925
MANBA	1.07625
CD164	0.996375
GFRA1	2.2836
PRM2	0.74175
ZKSCAN3	-0.1905
PLEKHG1	2.71775
TPRKB	-0.29375
UBFD1	0.64325
CDKL5	1.393
HIST1H2BD	-0.231833333333333
INPP4A	-0.572166666666667
BMX	0.493875
PTPRU	-0.385
LOC554202	-0.832833333333333
HOXC8	2.003375
IL12B	0.7575
ADPGK	-0.4875
ZNF418	0.8505
SIAE	1.264375
CWC15	-0.4995
RP13-401N8.2	0.2995
KLHL11	0.379
DEDD2	0.6065
PSMB3	-0.1
DDX25	-3.16975
ZBTB3	0.210833333333333
GFRAL	0.372
RPS25	-0.608
FAM57B	1.34966666666667
TESK2	1.48866666666667
DNM1L	-0.8995
ZNF207	-0.0691666666666667
CLEC11A	1.685625
TOLLIP	0.43775
TMEM61	-0.435333333333333
DLK1	-4.5203
PLVAP	3.513375
NOD2	3.7765
SCMH1	0.10575
FLJ40235	0.0805
HTR2A	-0.644166666666667
ARMC5	1.3025
FUT7	0.4865
PRELP	3.3129
ALKBH6	-0.272833333333333
GYG1	-0.617083333333333
POLR3GL	0.5385
COL8A2	5.37316666666667
OR10A5	0.348375
C1orf187	-1.805
TXLNB	1.2185
C16orf68	0.149333333333333
R3HDM1	-0.996
C16orf75	-0.6915
BAALC	-0.110375
TNP1	-0.33625
GAPDH	-1.83883333333333
COX7C	0.6355
ERRFI1	-0.166583333333333
PGAM2	0.8895
FAM108B1	-1.301
APC	0.84625
TLR2	3.56
SUCNR1	1.424375
ZNF233	-1.06275
WFDC1	-1.32916666666667
PSG11	-0.1788
SLC39A1	0.09875
PSAPL1	-0.1705
CDC42EP1	0.318375
MECR	0.2235
KIAA0101	-2.3075
MACROD2	0.1602
MMP19	1.443
LOC202459	-0.504
VNN2	3.17925
ACCN3	-1.672
TIMD4	3.0125
RNASE8	-0.2315
CCDC7	0.504
SULT2B1	1.2225
ME1	-2.03775
MGRN1	0.85
MRPL30	-0.47025
IVL	0.0925
CALM1	0.8554
PLEKHA6	1.2917
B4GALNT2	0.3125
PGDS	3.893375
C8orf33	0.403166666666667
TMEM56	-1.49616666666667
CKM	-0.744
ESR2	0.9256
ACOT8	0.00575
AGTR2	0.02925
LOC155006	-0.02125
BC37295_3	0.35
EPM2AIP1	-0.0618333333333333
PZP	0.8875
RPS9	1.11616666666667
C18orf51	-2.94625
SIVA1	0.2814
HEATR2	-1.745
CD3E	-0.0414166666666667
C20orf142	0.2805
PGLYRP3	0.2035
CCDC139	0.19175
GPS2	-0.0075
NOL14	-1.43075
LRTM2	0.663
TRIM36	-2.127375
TP53RK	0.318
FBXL13	-0.745333333333333
RUFY2	-0.447071428571429
C11orf70	-0.451
HSPB9	1.19233333333333
GJA5	3.19575
HGF	-0.854833333333333
EPHB4	-0.20375
SOX18	1.73175
IFRG15	-0.4045
SERPINA10	-3.64
WDR23	0.405125
REEP2	-1.56883333333333
CDK3	-0.961
HSPA12A	1.75875
ARL8B	0.7149
SATB1	-0.188
PPM1D	-1.1075
VPS45	-0.257833333333333
TP53BP2	0.2065
GJE1	1.33425
CACNA1G	-0.069375
VGLL4	1.47525
GNPTG	1.589
ROS1	-2.691
C21orf128	0.0138333333333333
BMP8B	1.6155
SLC5A4	-0.6135
SLC6A3	-0.146833333333333
C16orf53	1.098375
TMEM81	-1.2135
APC2	-0.0461000000000001
SYAP1	-0.07225
C6orf54	-0.438166666666667
ZBED5	-0.0266
PVR	-2.097875
LTA4H	0.0486666666666667
CCDC24	1.3123
MAGEA4	-4.217
IFIT3	2.219
MYADM	1.18075
C21orf82	1.7885
PDE3B	-1.20975
TMPRSS11A	0.4255
PGK1	-1.56041176470588
CCL13	3.66066666666667
DERL3	1.78016666666667
MLXIP	-0.364333333333333
PLOD1	-0.805
MTFR1	0.1293
NPDC1	0.0355
GPAA1	0.101166666666667
LTV1	-0.82725
RYR3	-0.7575
C7orf46	-0.52775
VAMP2	1.025625
RNF135	1.6916
SUPV3L1	-1.20325
FIBP	0.266125
ADAMTS18	1.52466666666667
RNF25	0.529833333333333
SOS1	-0.064
PLAU	2.521375
MATK	-1.9685
EHF	5.012
CTNND2	1.6545
PTEN	0.752714285714286
ZNF189	0.1745
SLC28A3	0.5845
GUCY1A3	2.67
SETD2	0.288
ROGDI	1.89225
TICAM1	0.3549
RASSF3	0.2975
PACSIN2	-0.126833333333333
SERPINB5	-1.75558333333333
PRKCDBP	1.327875
TFDP3	-1.581
LGR6	1.618875
RFX5	-0.221333333333333
OR52J3	0.338
PTPN18	1.112375
ZBTB34	0.35175
KCNF1	2.19375
SYNE2	0.244071428571429
SLC22A4	-1.05675
NETO2	-1.484375
VCPIP1	0.8065
LDHD	0.9315
ESX1	-3.45575
SQRDL	2.11025
GALK1	-0.58
SERPINA6	1.86116666666667
HD	0.142
ASCL3	0.164
FBXL6	-0.006
FABP7	-4.683125
MAGEC3	-1.044
KLC4	0.183875
CD1D	-1.18875
PRAM1	1.7375
EIF3B	-0.603571428571429
DSCR8	-6.18825
FLVCR1	-2.48675
KIAA0141	0.099375
PROM2	2.575
ALOX5	1.8508
GPR162	-0.906375
LYRM2	0.210125
RNASE6	0.088125
HES5	2.04225
GJA1	1.64325
MRPS14	-0.41225
HMHB1	-0.10475
TAF7	0.44375
BTNL9	0.816
SFXN2	0.19375
VEPH1	-0.2095
GK2	-0.0215
AMBP	-5.115875
KIAA0953	-0.8515
XAGE5	-0.478333333333333
CCBP2	0.4685
TGM2	0.335166666666667
ZNF202	-0.914
ACTL6A	-0.124833333333333
SLC23A2	-1.1053
ARHGEF7	0.24675
LOC728635	0.289
CRYM	-1.0615
PKD2	0.60425
MANBAL	-0.0228333333333333
LIN54	-1.166
ACTL7B	-0.61025
OR4D9	0.3535
KIAA1683	-0.802
ZNF704	2.2735
TCP10	-0.358
MAGEB18	0.049
DEFA4	0.484333333333333
ZNF197	-0.03925
PTOV1	0.574666666666667
RNF208	0.299
CMIP	0.467
TRDN	0.8935
UCHL1	-0.356625
APOL6	0.54
PLK1	-1.7905
NPHP1	1.66783333333333
NDUFA11	0.13925
DAB1	0.3355
RTN4R	-0.6905
PUSL1	-0.4945
SYT2	-0.014
ANXA13	0.86275
RFTN1	-0.1675
ATP8B2	-0.80725
VN1R2	-0.0655
OR52E4	0.165
NPPB	-3.024
ZNF148	0.931625
ZNF141	-0.4265
IKZF1	-1.032375
PSMC2	-0.724
GGA3	-0.473833333333333
LPGAT1	0.44325
SEC16B	-0.0875
C5orf38	0.356166666666667
THOC2	-0.8727
SLC16A12	-0.359333333333333
ALK	-1.58275
DACT3	1.26616666666667
CACHD1	-1.583
GAN	-0.59275
EXOC6B	0.314
HIST1H2AE	0.41725
VAMP1	-1.5695
SRI	0.991666666666667
AKAP14	0.014
HLA-E	1.99
SLC25A32	0.3175
FLT3LG	0.4445
ATP1B1	0.55675
WDR1	0.4053125
SWAP70	1.02775
TRIM31	-0.2745
ARNT	0.2865
ZNF596	-0.4135
CDKN1B	-0.953333333333333
FOXC1	-0.9839375
SEMA3A	-2.826
LSM14A	0.672333333333333
STEAP3	0.511875
ABCA1	0.709666666666667
PLSCR2	-0.1884
EDC3	-0.807833333333334
THBS3	1.23925
C15orf43	0.298
GMCL1	-0.546833333333333
C9orf71	0.24825
MGAT5	0.455
LOC402164	0.531
TSPAN8	-4.30766666666667
DYNLT1	1.2385
IGSF1	-3.38475
TMEM143	-0.1385
FLJ25006	-3.07525
ATP13A3	-0.3155
C3AR1	2.61275
CADM2	0.844
EFNA4	1.174
HAO1	-0.15875
TWF1	0.3995
MRPS17	-1.0145
MYH9	1.11166666666667
C9orf9	0.292166666666667
C17orf79	0.203333333333333
FSCN3	0.134
BDKRB2	1.44816666666667
PCGF6	-1.02033333333333
RAP1GAP	0.12625
TAS2R41	0.2575
DCLK1	-1.3641
DEFT1P	-0.285333333333333
TAF2	0.581833333333333
COPZ1	0.2135
KATNA1	-0.317
STIM1	0.2045
TBX2	-1.80266666666667
RPS4X	0.268461538461538
MARCH8	-0.0343333333333333
DHX33	-0.676666666666667
TMEM161B	-0.902666666666667
