Hybridization REF	TCGA-A2-A04Y-01A-21R-A034-07
ZMYND8	-0.1096
PDXK	-0.968125
GATAD2A	0.009
PTGES3	-0.986
CCM2	-0.22975
TAP1	0.93475
ZNF670	-0.2085
ETS2	0.0710714285714286
C6orf166	-0.512166666666667
PRMT2	-0.233142857142857
OR4B1	0.235
INTS8	0.033
CCDC102A	-0.985
CCDC83	0.0358333333333333
ITGA1	-0.1747
EPHA5	-1.73744444444444
FAM24B	0.0138333333333333
TSGA10	3.86025
HAL	-2.16766666666667
MYOT	-0.17375
SPACA3	0.135
BCL2L2	-0.4325
CUGBP2	-0.129166666666667
CCNB3	0.85675
RNF113B	-0.62925
MERTK	1.06475
BAG1	0.566
VPS36	0.3135
ORMDL3	0.7522
C1orf190	-0.39175
ZNF625	0.10125
CORO2B	-1.40875
ALOX15	-0.3245
CST1	3.3885
NUPR1	3.31483333333333
CCL7	-0.32225
SMCR5	-1.978
DSC2	2.2835
RBMS2	0.4685
GRIK4	0.4355
TRIM65	-0.4361
TMPRSS6	-0.133285714285714
TP53INP2	-1.04575
GLB1L	0.495166666666667
LOC388284	0.00399999999999999
PUS1	-0.428642857142857
BCL9L	-0.202
OLFM1	-0.532083333333333
RET	3.80525
MASTL	-2.3
ALX3	0.05025
IL1RL1	-0.0355
ZNF765	-0.3769
C14orf138	-1.4135
SNX10	0.1645
TAC4	-0.0355
C1orf64	2.579
POGK	0.8815
MAPK9	-0.75825
ZNF366	1.8825
C8orf79	0.3014
CLDN7	2.28125
OR5AT1	-0.179
TRIM37	-2.21
LRRC25	2.754
GRHL2	3.0435
TEKT3	-0.1155
LASS5	-0.771
ABCC4	-1.95433333333333
DLG3	0.97825
VGLL1	1.22275
ZFP36L2	2.393
MFRP	-0.263333333333333
KIAA1799	-0.66275
FLJ44379	0.309
PCNX	0.2305
ANXA9	1.129
CYP4V2	0.7907
PIK3C2A	-0.0265
SRR	-1.2455
NOL3	0.762
IFITM2	2.028
ARNTL2	-2.89375
ZNF595	0.621
NLRP13	-0.309
ASPH	-1.354625
CPA2	0.055
PVRIG	-0.327666666666667
LEPR	-0.804833333333333
C16orf42	-0.315166666666667
SH3BGRL	1.84375
FAM77D	-0.941166666666667
FNDC7	0.1955
C9orf6	-0.770666666666667
NOTCH2NL	0.822333333333333
PGBD1	-1.85966666666667
SYNGR2	0.4315
PITPNA	-0.95575
PRPF4B	-0.7705
SLC43A3	-1.67935714285714
NRBP1	0.26225
SLC25A22	0.834
ILK	-1.0395
SLC22A8	0.940333333333333
MRPS7	-0.504
PITX2	-3.163
FABP3	-1.543125
OR1L1	-0.4015
LOC728215	-1.705125
BLID	-0.949
KIAA1217	1.95611764705882
TFPT	0.72975
AP4B1	-0.42625
VBP1	-2.42925
OR1K1	0.461
MORC3	0.44675
BHMT2	-0.543
C3orf10	0.200375
FZD7	-0.4415
WFDC10A	0.945
PMS2CL	-0.160875
CCDC32	0.243166666666667
FA2H	-0.04525
ALG13	-0.2475
TTLL7	-0.1605
SPOCK3	0.1565
SLC13A2	0.6205
AIM1	0.6615
GPRC6A	-0.999
EGR2	4.33875
MED11	-0.1605
WWC1	1.973
SH3GL3	-3.89675
RIF1	0.330785714285714
PRLH	-0.27
VLDLR	-0.639
DBT	-0.2435625
C21orf63	1.7165
CGGBP1	-0.6205
KRTAP12-2	-0.5345
TADA3L	-0.108
ZBTB16	1.97925
PDGFB	1.6095
RFX1	0.6535
UQCRB	0.515
LOC133874	1.081
HPS3	-2.83575
LGALS3BP	2.5142
DKFZP564O0823	1.49157142857143
MRFAP1L1	0.02175
HOXA10	-1.32266666666667
NGB	0.1585
KIF21A	1.22346153846154
IFLTD1	0.068
LZTS1	-0.61875
ARHGEF3	0.75875
RHBDL3	2.1485
CSNK1G2	0.981833333333333
ChGn	-1.31175
KIAA1244	2.09766666666667
GABRB2	-0.039
MGC72080	-0.5445
CD27	3.63925
EGLN1	-2.1968
PEX13	0.48825
RWDD3	-0.509
RNF12	-0.533333333333333
GRIN2B	0.456
ADAMTS14	-0.801375
DYDC2	-0.877833333333333
ATP6AP1	1.257
NR1H2	0.376
PDK2	-0.16275
C3orf17	-0.604
SLC38A2	-0.741428571428571
SLC25A29	0.8005
C15orf29	0.076125
ADAM9	-1.58975
TMUB2	0.125625
GPR176	-0.7455
AGK	0.341125
MCCD1	0.378
NDUFA4	-0.71075
TMEM146	0.4165
DUSP1	2.146
UNQ6975	0.3185
EMX2OS	2.98825
INSM2	0.435
LUZP4	-0.96825
SETD6	0.73
P2RY2	3.569
SLC45A2	-1.306
RABGAP1	0.667833333333333
UBXD5	-0.33025
GPRC5A	-2.0947
PAK3	-0.0108333333333334
LOC63920	-2.32175
TGFBR1	-0.3149
KRTAP6-3	0.251
SFMBT2	0.04375
CDC42	0.094625
C11orf35	0.6075
TTLL2	-0.28175
UACA	0.32475
CD97	-1.1014
SETD5	0.13725
NINJ2	-1.046
PTER	-0.4455
POMGNT1	0.667
KRTAP4-2	0.492
ECGF1	2.61125
HRB	-1.15372727272727
ATP1B2	-0.0576
LOC400506	-0.377
COL4A3BP	0.991
C6orf97	1.8055
GRHPR	-0.079625
TAS2R1	2.3185
SEMA7A	-1.16925
EDF1	0.55125
ODF2L	0.9501
PCID2	-0.620666666666667
GTF2H4	-0.9345
ZCCHC3	-0.837125
CGB2	0.101833333333333
NEUROD1	0.13075
C20orf75	0.5725
RP5-1054A22.3	1.27366666666667
IFNA5	0.253
ZNF134	0.28025
MGC119295	0.2466
ZSWIM6	0.153375
SMEK1	0.966
PCGF2	0.571125
C1orf102	2.05925
CYP2A13	0.4965
KCNH6	-0.5303
MDM1	-0.5867
ALDH7A1	0.327
C9orf75	0.819
VDAC3	-1.880875
OR51T1	0.241
EIF3F	-1.417
KCNJ10	-0.424375
LENG8	0.61725
EDEM2	-0.225083333333333
CCNJL	-1.90616666666667
DHX37	-0.6145
CRYGN	0.1685
AATF	-0.257
ZNF630	1.0735
E2F5	-0.801
WFDC13	-0.945
FTSJ3	-0.0655
C4orf33	-0.4615
LHFPL4	-2.94466666666667
C19orf56	-0.4995
SMAD4	-0.953125
AFM	-0.914666666666667
G0S2	2.00675
FCHSD2	-0.0653
RRP1B	-0.7191
EEF1B2	-1.15
STAT6	0.161333333333333
ZNF195	0.28825
GNL1	-1.37183333333333
ZNRF2	0.394833333333333
PER3	-0.238125
ASB16	1.2765
C10orf10	1.341
ADCY8	-3.1055
C9orf58	2.632
ARMC10	-0.405666666666667
PSG1	0.387
DHX34	-0.138
VARS2	0.317625
NFIC	1.5195
ITPR2	-0.307
AGXT2	-0.161333333333333
OR6K3	0.072
H2AFZ	-1.06216666666667
MLLT3	-0.01325
COX4I2	1.77875
CCNT2	-0.388125
PLK4	-1.875
NUMBL	-0.350833333333333
MED16	0.24775
PLEKHQ1	1.49025
GOSR1	0.6705
BTG4	0.3715
RPL30	0.707916666666667
IGSF5	-0.1535
IGFL2	0.449333333333333
ELMOD2	0.821166666666667
SHC3	-1.312
HAVCR1	-0.7995
DYNC2H1	0.310875
RNF5	-0.793333333333333
C2orf7	-0.32525
NLF1	1.881
KLHL25	0.55575
LRP10	0.8112
KRI1	0.215
PUS7L	-0.931833333333333
MGMT	0.7655
HOXD1	-0.000999999999999992
CSH1	0.2534
ATG16L2	0.30575
FLJ44635	0.1435
CHODL	-0.0655
EXOSC8	-1.56725
SLC28A1	0.40375
MYO7B	-0.588166666666667
SEH1L	-0.3827
MTNR1A	-0.0628333333333334
TSPAN5	1.67016666666667
CDC45L	-2.68416666666667
AMIGO1	-0.2315
ATAD3A	0.249625
OSGIN2	0.888666666666666
PDIK1L	0.757833333333333
DARC	2.603125
PIPSL	0.423
SHMT1	-1.685
CRISP3	0.113
POPDC2	1.92666666666667
ZRANB2	-0.528333333333333
FBXL8	1.854
TRIP13	-2.24327272727273
EIF5AL1	-0.7635
POU5F1P3	-3.303
IL6	0.526833333333333
CXorf38	0.282833333333333
IFNA16	0.0815
FBXL2	0.8195
BRD1	0.28525
STATH	0.583666666666667
FBXO44	0.457
MCCC2	0.64075
CDC2	-1.2352
C5orf23	-0.14775
IVD	0.6305
C10orf122	-0.47625
MSL3L1	-0.2797
MVP	-0.13625
EPOR	-1.4455
ZMYM1	-0.660833333333333
BCL7C	-0.356833333333333
PSTPIP2	1.7997
LYPD1	-1.76775
OR8G5	-0.2965
ZP3	-0.6125
BCAS4	0.895083333333334
EDG6	2.339
ISY1	-0.97125
PRAMEF2	-0.71
CUL1	-0.309625
RNF213	2.2067
CCRK	0.532
DHX9	-0.375
C13orf29	-0.45125
NCKAP1	0.889833333333333
MRPL43	0.712571428571429
XPR1	-0.133
PKN2	1.3075
PODNL1	-0.3995
ZNF333	0.055375
DALRD3	0.108
OPN1SW	0.139
BTBD6	1.14525
C11orf82	-2.712
OR5P3	0.705
DUSP11	-0.53275
L1CAM	-1.1496
NEK11	1.13783333333333
OR7E91P	0.864
CNTN3	0.7853
CREB3L2	0.68525
ZBTB37	1.0695
KIAA1324L	1.18825
NDUFB10	0.4065
NUDT2	-0.07325
GTPBP8	-0.49225
CACNA1D	2.033875
PRKAA2	-1.72933333333333
PRDM8	0.057
MGC16075	-1.30266666666667
KRT14	-0.0138571428571429
PP8961	1.112125
MRPL18	-0.19425
ABCG2	-1.8625
PACRG	1.4135
BBS2	0.05875
KREMEN2	-0.1515
FBXO21	0.661
HNRPUL1	0.180666666666667
GRB10	-1.0875
CLSTN1	1.749
LMAN2	-0.184
C17orf61	-0.68025
NIPSNAP3A	-0.06475
INSIG2	-1.6855
PCDHB7	-0.3125
STXBP2	0.439
CMAH	0.263727272727273
SEMA5B	-0.59075
ZNF155	-0.1405
COQ6	0.358166666666667
PRPF4	0.00675
TSPAN15	2.7739
VN1R5	0.1635
LATS2	1.54875
SELK	0.62675
PGK2	0.376
MS4A1	-0.589375
TYW3	-0.6713
KRTAP5-1	1.7865
RCCD1	-0.807333333333333
BTN1A1	0.12375
DDX28	0.23925
TMEM65	2.412375
LOC92345	0.13425
TTC31	-0.22675
WDR46	-1.08966666666667
CHP2	-0.946833333333333
LSP1	0.79325
ZNF542	0.3615
EXOSC1	-0.2885
ARHGAP18	0.190666666666667
LRRTM4	-0.63675
MAOB	0.158
CACNB4	0.5275
MGC33846	0.904625
RANBP3L	-0.672
ATP5L	-0.2035
ONECUT1	-2.1635
NUDT9	0.47225
TMEM149	1.1485
STX17	0.53
IGSF10	-3.48075
TMPRSS9	1.3595
BMPR2	1.02325
ALLC	-0.56075
KLF7	0.8665
GCC1	0.1451
TIMM9	-0.9245
CDO1	0.287666666666667
MGC10701	-0.833
IFI6	3.00616666666667
FRMD8	1.53875
MGAT2	-0.307
WBP5	-1.58216666666667
CNIH2	0.13075
KIAA0907	-0.7448
KCNH8	-0.012
CTSG	-0.11025
GRIK1	-0.145666666666667
CUL5	1.391625
FRMD1	0.5635
OR9A4	-0.0615
SYT6	-0.565375
FOXD4L2	1.754
ANAPC2	-0.0975
OPN5	2.939
TAF13	-0.452
LYG2	-0.8305
GGNBP1	-0.00649999999999999
C11orf40	0.465
OTX2	-0.865
REG4	-0.310833333333333
EIF5	-0.9699375
PALB2	-0.78375
SEPSECS	-0.00269999999999999
RNASE3	-0.26925
TRIM49	-1.458
POLR2K	0.6594
GPR42	0.16
C8B	-3.08475
SASS6	-0.65225
PREB	-0.459166666666667
OR3A3	0.0625
TUBA8	0.624875
IGLV2-14	-1.56725
STIL	-2.24125
ANKFN1	-0.7602
NME7	-2.2285
HOXC12	-0.898
UBE2C	-0.834125
FHOD1	0.236625
CDK2AP1	0.35825
OR6K2	0.0785
DHPS	0.12125
RPL5	-1.13308333333333
TRGV5	0.3455
LOC541472	-0.161375
HCCS	-0.9456
DENND1B	2.781
LHX3	-0.072
OR5D16	0.6365
CXorf57	-2.8786
IRF2BP1	1.08025
NDST2	0.7665
LCE3D	-0.0475
BOLL	0.025375
SYT3	-0.589
PIH1D2	-1.5365
C20orf7	-0.3695
IL1R2	-0.1345
SLAMF9	0.525
PPME1	-0.3715
PIK3CA	-0.08475
TRAPPC1	-0.512875
COLEC10	-1.086
SLC9A6	-1.00483333333333
PDDC1	-0.200416666666667
CCDC53	0.09675
GK3P	-1.024
DAZL	-1.25325
BRI3	-0.105
SDK1	-0.98275
CYP2C18	-0.0925
IFI44L	4.271875
RPL3L	0.16
FUT9	-0.611166666666667
KIFC2	1.04616666666667
PMP2	-0.287125
SLC4A9	-0.3775
PLAG1	1.1865
MYCBP2	0.631333333333333
OR4E2	0.1735
CCDC65	0.235
C16orf82	0.712875
ENTPD4	-0.777625
BRP44L	-0.127
PMP22CD	0.05875
TMCO4	1.56033333333333
KCNN1	-0.532166666666667
WDR35	-0.199
CCDC80	1.88125
C3orf31	-0.97125
SLC7A9	-0.02875
TMEM190	-1.223
DBC1	-2.29966666666667
FADS3	-1.116
PDZD8	0.421
GRM5	0.308625
AZGP1	2.2369
PEX3	-0.334
MED1	0.260642857142857
ATG4C	-1.52516666666667
HNRPH3	-1.741875
FAM109B	1.15125
C4orf17	-0.6425
CA10	-0.03625
OPRD1	-0.1955
CCL16	-1.14975
SACM1L	-0.97025
CST6	4.47275
CD63	0.6038125
LGI1	1.51975
ZNF784	1.00725
CRYBB1	-1.0425
CX3CL1	0.7407
TOP2A	-1.988125
GYPB	-3.66033333333333
GADD45GIP1	0.13
FEN1	-1.660625
IGF1R	0.3825
WDR72	-2.7384
PURG	-0.736
DEFB126	0.37
PKD1L1	-0.0306666666666667
CAV1	-1.908
GNPDA2	-0.1532
DGAT2	0.656
NLGN1	-3.571
STRBP	0.41
HPRT1	-2.02083333333333
FANCI	-1.1135
PSMA7	1.19875
DBF4B	-0.692333333333333
TTF1	-0.955
RAD54L	-1.84975
ELOF1	-0.6095
PLAGL2	-0.587875
ZNF256	0.779
HMGCL	-0.51675
MSI2	-0.329333333333333
RPESP	-2.88833333333333
C11orf60	0.488
ABCD1	1.385
ACAA1	0.7222
SPARCL1	4.69007142857143
IL6ST	1.1352
ZNF319	0.40525
TMEM109	-0.9185
FAM90A1	1.62733333333333
IL22RA1	-1.0525
ATP4B	1.1655
TEC	-0.585333333333333
C7orf30	-1.5495
TXNDC2	-0.340666666666667
ABCB4	-0.33375
KIAA1191	0.729375
C9orf38	0.919
SFTPB	0.241375
CNTNAP2	0.982
FRK	0.4105
TBX19	-0.63825
CHD4	-0.1975
C6orf26	-1.64283333333333
MOSC2	1.61175
IKBKE	-0.184
HIF1A	-1.03983333333333
LOC595101	-0.639
RELA	0.463666666666667
TMEM16B	-0.302666666666667
ABHD12B	-1.8725
TSEN34	0.9955
KIF18A	-2.2695
TXNDC9	-0.979666666666667
SPATA2L	1.2835
SEMA4G	-0.9285
C21orf91	-0.2275
MATN1	0.177
KCNIP4	0.114333333333333
TUSC1	1.6525
OR4C15	0.45075
ARMCX6	-0.186
WBSCR27	0.263166666666667
OR52I2	0.3965
KIAA1604	-0.57225
DYNC1I1	-1.849125
PPP4C	0.3615
SLC47A2	-1.26966666666667
TREH	0.0035
CD48	2.0205
ST14	2.3085
PKN1	-0.661
SPON2	0.93425
XBP1	1.18116666666667
SFRS12	0.0235
EFCAB6	1.43525
SELT	-0.63
SLC39A2	-0.1005
ERF	-0.648333333333333
ARL3	-0.515
SURF6	-0.9139
MLLT10	-0.523904761904762
FLJ11171	-0.4965
TDGF1	-4.71533333333333
ERCC6	0.0565
EIF2AK4	0.765
BAZ1A	0.583333333333333
LRRN3	-0.1935
TMC3	0.357
EFTUD1	-0.58125
PTPRO	0.727166666666667
CLEC12A	0.121875
ACBD4	0.49675
ZDHHC14	0.5735
OTUD7B	1.553625
ACTB	0.5645
MSRA	1.947875
LCE5A	1.8035
IFI35	0.582
BSCL2	0.289
ANKRD12	0.67
CFHR2	0.427
RGAG1	-0.4475
HSFY1	0.0475
SLC30A5	-0.407166666666667
IMPG1	0.431
GPR109A	0.6935
ZNF185	-0.168
IYD	3.35675
NPCDR1	1.5245
SERPINA13	0.09
HMGCLL1	-1.79225
NEUROG1	1.74633333333333
UBQLN1	-0.6945625
LIN37	0.85525
SOCS2	-1.892125
DSCR4	-1.70625
XKR6	-0.66425
GPR142	0.6765
KRTAP13-3	1.3245
CCDC15	-0.0778333333333334
MOS	-0.16
CD1E	-2.28
OFCC1	-0.165166666666667
FAM83D	-3.13625
SRFBP1	-0.4955
C9orf96	0.139
DHDH	-1.875
CCDC90A	-0.3695
RABL3	0.61685
CD320	-0.796166666666667
ANGEL2	0.267333333333333
MRPL21	-0.36775
SMG6	-0.224166666666667
INSR	2.6865
FLJ14816	-0.4365
GLRB	-1.8754
C9orf89	1.14725
CIZ1	-0.511875
URG4	-0.655833333333333
LRDD	0.0955
CBY1	-0.643333333333333
NFX1	0.351125
MTERFD2	-0.531428571428571
C19orf23	0.8185
PGC	-2.649375
IER3IP1	-0.3632
RASAL2	1.16041666666667
C1orf89	-1.00225
SYNJ1	-0.5635
NFKBIE	0.88875
FLJ40125	-1.342
TCEB2	-0.6086
NOG	-1.6275
POLR2J2	-0.384166666666667
HLA-B	2.14975
PCDHA1	1.4775
PPP2R2B	-0.94475
ARHGEF17	0.899166666666667
TCF7L2	1.67471428571429
CHD5	-0.0655
ZNF431	-0.51325
TBC1D25	-0.539
ZNF800	1.381
SCUBE2	4.282
MYCBP	-0.886333333333333
GPX5	0.3105
C6orf129	-0.168666666666667
QSER1	-0.756
ULK2	1.15925
PIGO	0.420833333333333
NRCAM	-3.17371428571429
SLC35E3	-0.131
CSRP2	-1.95625
HYPE	1.08175
MAPK15	0.174833333333333
MGC14327	0.234
TIMM13	0.0393333333333333
ZNF462	-1.57075
GBA3	1.40325
TEX13A	0.411
MCM6	-1.37577777777778
MTRF1	-1.36775
ABCA7	0.4865
EIF4A2	-1.01325
ZC3H10	0.4322
RPGR	0.469
C20orf94	1.693
RP1L1	-0.05125
GPR125	-0.14125
USP22	-1.049
OR1L4	0.13075
MLZE	0.41875
FLJ32065	0.1045
PTCD1	0.321
CRTAC1	-0.0228333333333333
BXDC2	-1.86175
C18orf1	0.3735
FAM107A	1.77692857142857
EFNA3	-0.3435
P18SRP	-0.7258
CAMKK2	0.5415
KIAA0649	-1.35125
NES	-1.51733333333333
HS6ST3	2.038875
PON2	-1.314
TCP11L2	-0.2325
CLEC4A	2.40175
PRR12	1.2245
MLXIPL	-0.999
C2orf50	1.326
ZNF28	-0.421
ENC1	0.5735
MAP2K1	-0.823
FKSG2	0.689
KIAA0430	0.64675
PTP4A1	-0.204166666666667
GPR156	1.7805
GTF3C6	-0.28175
UBR2	0.3843
LOC388272	-1.2755
MAK	1.79016666666667
ACOT4	3.50475
STC2	0.665583333333333
PIGW	-1.202125
SAE1	-0.292875
COL6A1	0.172818181818182
OAZ1	0.442833333333333
STMN4	0.194833333333333
EDG3	-0.203833333333333
SGCE	-2.1005
IL11	-1.985
PRSS8	2.611125
YIPF5	-0.61325
WNT4	2.895875
CSN2	-0.208833333333333
TCF7	-2.71175
TDO2	2.01325
SAMD9	1.100125
S100A7A	0.062
MMRN1	0.352166666666667
GKAP1	-0.902
AKR1C3	-2.215
RNF19A	3.037
GMDS	-0.5065
YKT6	-0.993625
SPARC	0.6513
C12orf31	-0.5565
UBE2V2	-1.08733333333333
FBXL18	-0.540333333333333
KIAA0460	1.127
ADAM22	-0.7295
SERPINC1	-4.73275
KCTD21	-0.0285
MYOHD1	-0.9445
ZNF37A	0.366166666666667
GTF3C1	-0.0871666666666667
CTSZ	4.40975
PRNPIP	-1.554
DRD1IP	0.271
NR1I2	-2.78033333333333
ZNF266	-0.5671
SPAG4L	0.3615
COX4NB	-0.582
SAPS1	2.05716666666667
APOA1	-2.41725
TATDN1	2.161
C10orf82	-1.97
KPNB1	-0.145
FOXO3	0.4605
CRYBB2	-1.179
ZBTB5	-0.6095
SLC25A38	0.3715
DCTN2	-0.4865
IFT20	0.07775
CTHRC1	0.98825
C1orf31	-2.016625
UHRF1	-0.8870625
GPC6	-1.40975
C10orf54	1.7855
MCF2L2	0.4522
WNT9B	0.22825
OLA1	-0.854375
FAM120B	-0.39125
TTLL10	-0.15
CYorf15A	-4.59925
RELN	-1.7377
SCN2B	0.369
MFHAS1	0.48375
NKX3-2	-1.32116666666667
RASGRF2	-0.2435
SSBP1	-0.672
KPNA6	0.0134285714285715
LOC389118	0.181
HS3ST4	-0.8342
SUPT7L	-0.327625
FLJ32658	-1.64225
IGFBPL1	0.1075
KIAA1641	-0.0702
SHKBP1	-0.3855
CSF1R	5.1465
NAGK	0.2855
MYL2	0.14125
HIST1H4C	-0.473
TOMM7	-1.096625
ADAMTSL3	2.0542
TNFSF14	-0.25625
PRRT2	0.26875
VTA1	-1.008
AOAH	3.23566666666667
CRISPLD2	1.38928571428571
PNN	-0.5203
TA-NFKBH	0.04075
ESPN	1.194
RBM43	0.871
KIAA1267	1.09325
DDX3X	0.107333333333333
KIAA1576	-4.798
PLXDC1	3.77416666666667
FLJ25801	-4.08975
HNRNPL	0.73075
RUNDC3A	0.339833333333333
CASP12	1.1765
SH2D5	-0.819125
RPL26L1	-0.171
OR51A7	0.45775
HDC	2.6415
C2orf16	-0.0143333333333333
SYTL3	1.97
GOLGA4	0.8885625
NOTCH1	-0.380333333333333
ATPAF2	0.038
ECD	0.4635
SSX5	-1.51683333333333
SNAP91	0.4715
OCA2	-4.6315
PNPO	0.924166666666667
DAPK1	-0.2545
PINX1	1.45566666666667
SELENBP1	0.224375
NEK3	-0.396333333333333
TMED4	0.026
SSTR4	0.409
FOSL1	-2.1177
CD40LG	0.1805
CES1	-1.77808333333333
DCI	0.305166666666667
B3GAT3	0.154833333333333
STK17B	-0.033
CNTN6	-0.051
CYP3A4	-1.9685
MBOAT2	0.8975
PISD	0.6615
USP1	-1.85275
PYDC1	-0.0291666666666667
CENPM	-1.29825
SAR1B	0.64275
TTC7B	-0.465375
DP58	-0.3085
GPC1	-0.37
RBL1	-1.71175
TMEM137	-0.6145
TOB1	2.46875
TCEAL1	0.0906666666666667
CENPF	-1.59818181818182
C6	1.45316666666667
PRSS1	-3.71725
PPIL6	-0.276
C6orf124	0.988
ODZ4	0.151166666666667
SNCB	0.767
NDUFB9	3.601125
CNOT6L	0.904833333333333
S100A9	1.945
TRIM50	-0.2535
KCTD1	1.8645
WDR63	0.50625
SPEF2	1.335125
RNGTT	-0.436333333333333
CXorf22	0.907
KCNK16	0.174
CEP250	-0.91125
ATPBD1B	-0.0405
KCNJ2	3.63725
MT1B	-2.407
ZNF684	-1.544
SLC4A1	0.4925
PDHA1	-0.86125
ZNF492	0.30475
TKT	-0.68275
BYSL	-0.628875
RNF38	-0.202
AHDC1	0.201
KLHL2	-0.43225
CMTM8	1.0335
DMP1	-0.2015
HERPUD2	-0.462125
CRTAM	2.87033333333333
ZNF572	2.66975
TMEM16J	0.542
HSD17B2	-3.3825
UBE2G1	-0.997125
AHSA2	-0.95325
PELI2	-1.39
TPX2	-1.849875
ATP9B	1.03616666666667
DAZAP1	0.7105
HMGCS2	2.36466666666667
C17orf38	0.59225
B9D1	-1.816375
NKX2-5	-0.613666666666667
KIAA1276	-0.07825
LILRB2	4.2045
CSTF1	-0.934333333333333
BTN2A1	-0.634333333333333
C15orf48	5.92675
IGF2BP3	-3.82225
FAM113B	1.51783333333333
HRG	0.00187499999999997
ZNF131	-0.7505
USP47	0.112285714285714
CCDC88B	0.3825
HCN1	-0.4983
HTN1	-0.452
SYCP3	-0.0375
C13orf23	-0.0187
PAPOLA	0.6835
AATK	-0.4472
MSH3	0.701833333333333
NDUFAB1	-1.21475
ITLN2	-1.202
BAK1	0.0591666666666667
MRPL45	-0.951333333333333
MTNR1B	0.188833333333333
LOC645843	-0.3415
SPECC1L	-0.45
PGCP	0.13825
SPN	-0.081625
GPR143	2.249
ZNF576	0.310833333333333
TMEM39A	-0.6029
ATP5D	-0.0105
MAGEB3	-1.84
RPS5	-1.52166666666667
ANP32E	-1.16435714285714
MTMR1	1.0475
YEATS4	-1.17725
SYNGAP1	-0.32425
PCOLCE	-1.20283333333333
MNS1	0.0575
PCYT2	0.1315
ZNF182	-0.56575
LAX1	1.27975
SPPL2B	1.1643
ELOVL5	-0.2526
PCDHAC1	0.2645
B4GALNT1	-1.73783333333333
BLOC1S2	0.96875
ZNF673	-0.3056
ARHGAP21	-0.059
IRX5	3.931875
LRFN5	-0.267333333333333
FAM7A1	-1.231
RAB19	0.153
GINS1	-1.38475
ITM2B	1.3962
PAPSS2	-0.578083333333333
OR5BF1	1.1255
ACSL3	-0.192375
KIAA1919	0.254916666666667
GLT8D2	1.2125
UTRN	0.640857142857143
CNN1	1.10725
HISPPD2A	0.528333333333333
SDAD1	0.715125
SIGLEC9	1.379
RPL35	-0.4725
C22orf26	-0.1295
IMPDH2	-1.106
WDR69	-0.8045
SEC14L5	-0.741166666666667
CLTA	-0.06975
RP11-529I10.4	-0.76225
GPR37L1	0.203833333333333
OGDH	-0.309333333333333
ASB13	-0.265666666666667
ZFP14	-0.58
ZCRB1	0.114666666666667
KPNA3	-0.13225
HSPA1L	-0.203
RHOC	0.88825
LOC554175	-0.30775
PPP3CA	1.0093
SLC1A7	-0.3617
ZNF529	-0.759666666666667
RBED1	0.89275
DDB2	-1.147
FLJ11286	1.0985
SPATA1	0.448
MKNK1	0.291
DYSF	1.12966666666667
ALKBH2	0.179
NKD1	-3.497
C1orf174	-0.37525
PLEKHO1	1.207
ASB10	-0.23025
RING1	-0.057
NPC2	1.069125
AVPR1B	-0.387
YTHDF1	-0.13
LMAN1L	0.411
GSG2	-1.9515
CEP170	0.0153
RPS4Y2	-5.534
MSH6	-1.0825
HECTD2	0.820166666666667
ZNF556	-3.7965
PLEKHC1	-1.7124
AIRE	0.234
BCL2L10	0.4845
LMOD3	0.0115
ZBTB8	0.2003
FOXA2	-3.3982
SLCO2A1	2.347375
C3orf46	0.3155
PRDM16	-0.852666666666667
TMEM98	-0.57875
FRMD5	-2.94
PDE6C	-0.0795
C1orf216	-0.0435
EP400	0.0204285714285714
PTK2	0.535333333333333
RNF217	-0.1295
NDUFA8	0.037
ZFAT1	1.111
LAMP3	2.43033333333333
GLTSCR2	0.015875
NPW	1.5
LLGL2	0.7339
PPM1K	0.397
C20orf177	1.246
KIR2DL4	0.6132
NFKB2	0.20525
C21orf122	-0.1225
HESX1	-0.04775
GPR114	0.0451666666666667
SLC25A35	-0.524
GNAT1	-0.40875
ORAI3	0.1475
FAM76B	-0.257
TMEM99	-0.089
TRIM29	-1.0745
CDS1	3.05225
RHEB	-0.5584
C4orf27	-0.608
RAB3A	-0.04975
OTUD6B	1.202
GPD1	2.102375
CDH15	1.29616666666667
NPM1	-0.380928571428571
TMEM117	-0.171
PRPS2	-1.09308333333333
GCK	-0.158
ADRA2A	4.96716666666667
TSPYL4	0.170666666666667
TASP1	-0.74025
WDR19	0.0265000000000001
C10orf38	-1.6665
PDE4C	-0.0425
FYB	1.84809090909091
C1orf55	-0.408333333333333
PPFIA3	0.18725
RAD18	-1.5605
C12orf44	-0.696333333333333
CRYBA4	-0.894
HVCN1	1.0365
TAF10	-0.136166666666667
C16orf48	0.289166666666667
DEPDC5	0.755666666666667
LTBP1	-0.7195
MAPRE1	-0.300125
FGF8	-0.173
C3orf52	0.631625
SENP7	-0.439166666666667
LRRK2	3.055
RUNDC2A	1.29066666666667
KIAA0355	0.405333333333333
CPEB1	-1.85375
PPEF2	0.104
ABI2	-0.522166666666667
KIAA0317	-0.10325
ATF1	-1.11133333333333
DYNC1H1	1.099125
DIP	0.47225
TMEM33	0.893722222222222
POLDIP3	-1.04775
C7orf24	-0.165
GPR171	3.75225
CDC6	-1.76183333333333
PLD1	-1.2953
ITFG2	0.2697
NDUFC1	0.73225
AKNA	-0.21825
NBR1	0.47375
