Hybridization REF	TCGA-BH-A0HU-01A-11R-A034-07
C11orf40	1.305
OTX2	-0.8365
REG4	-0.2194
EIF5	-0.2605625
PALB2	0.354
SEPSECS	-0.0299
RNASE3	0.391
TRIM49	-1.711
POLR2K	0.9608
GPR42	-0.1485
C8B	-2.2625
SASS6	0.3535
PREB	-0.2825
OR3A3	0.8215
TUBA8	0.03625
IGLV2-14	-1.64025
STIL	0.11
ANKFN1	-1.6354
NME7	-0.40325
HOXC12	4.97775
UBE2C	0.150375
FHOD1	-1.205
CDK2AP1	0.161583333333333
OR6K2	0.291
DHPS	-0.666
RPL5	-0.99625
TRGV5	0.5735
LOC541472	0.358285714285714
HCCS	0.0374444444444444
DENND1B	1.2075
LHX3	0.369
OR5D16	-1.359
CXorf57	-1.44466666666667
IRF2BP1	1.18775
NDST2	0.810166666666667
LCE3D	-0.4715
BOLL	0.401
SYT3	-1.28225
PIH1D2	1.41375
C20orf7	-0.174166666666667
IL1R2	-1.441
SLAMF9	1.0485
PPME1	-0.242625
PIK3CA	0.80325
TRAPPC1	-0.338375
COLEC10	-1.85875
SLC9A6	-2.008
PDDC1	0.783666666666667
CCDC53	0.69975
GK3P	-0.82475
DAZL	-0.599333333333333
BRI3	-1.38875
SDK1	-1.103
CYP2C18	-0.2175
IFI44L	1.638
RPL3L	0.5875
FUT9	0.423
KIFC2	0.258
PMP2	-0.82625
SLC4A9	-0.886
PLAG1	-1.9385
MYCBP2	-0.8715
OR4E2	0.539
CCDC65	2.22866666666667
C16orf82	0.0298333333333333
ENTPD4	-0.994625
BRP44L	-0.38025
PMP22CD	0.32475
TMCO4	0.00683333333333333
KCNN1	-0.845833333333333
WDR35	0.1995
CCDC80	0.647
C3orf31	-0.64275
SLC7A9	-2.02275
TMEM190	-1.426
DBC1	-1.58416666666667
FADS3	-1.14233333333333
PDZD8	0.0491666666666667
GRM5	0.35575
AZGP1	4.4749
PEX3	-0.132
MED1	0.676642857142857
ATG4C	-0.459166666666667
HNRPH3	-1.89575
FAM109B	2.44225
C4orf17	-1.419
CA10	0.10975
OPRD1	-0.891
CCL16	-1.272
SACM1L	-1.55125
CST6	4.30375
CD63	0.758625
LGI1	-3.6035
ZNF784	1.0245
CRYBB1	-2.1855
CX3CL1	-0.0217
TOP2A	-1.536875
GYPB	-3.35366666666667
GADD45GIP1	0.02775
FEN1	-0.556625
IGF1R	-0.0173125
WDR72	-1.87416666666667
PURG	-2.39633333333333
DEFB126	-0.9875
PKD1L1	1.1145
CAV1	-2.9976
GNPDA2	-0.4297
DGAT2	-1.009875
NLGN1	-2.861
STRBP	0.2435
HPRT1	-1.2385
FANCI	-1.173125
PSMA7	0.307
DBF4B	-0.56
TTF1	-0.52725
RAD54L	-0.573
ELOF1	0.073
PLAGL2	0.660375
ZNF256	1.157
HMGCL	-0.96525
MSI2	1.03833333333333
RPESP	1.30633333333333
C11orf60	-0.58875
ABCD1	0.0095
ACAA1	-0.384
SPARCL1	4.817
IL6ST	1.7785
ZNF319	-0.07125
TMEM109	-0.0753
FAM90A1	0.214
IL22RA1	-0.181
ATP4B	-2.998
TEC	-0.8602
C7orf30	-0.8575
TXNDC2	-0.870333333333334
ABCB4	-3.17475
KIAA1191	1.14975
C9orf38	-0.413
SFTPB	-0.601
CNTNAP2	1.55109090909091
FRK	0.4735
TBX19	0.994666666666667
CHD4	-0.7865
C6orf26	-1.5
MOSC2	2.481
IKBKE	0.2555
HIF1A	-1.455
LOC595101	-0.4745
RELA	0.684166666666667
TMEM16B	-1.90433333333333
ABHD12B	-2.104
TSEN34	1.059
KIF18A	-1.37325
TXNDC9	-0.1655
SPATA2L	0.229
SEMA4G	0.181
C21orf91	-0.745
MATN1	-1.3055
KCNIP4	1.20633333333333
TUSC1	2.59925
OR4C15	0.33975
ARMCX6	0.5045
WBSCR27	0.0811666666666667
OR52I2	-0.6035
KIAA1604	0.4505
DYNC1I1	-1.307125
PPP4C	-0.16775
SLC47A2	-1.78283333333333
TREH	0.5845
CD48	0.037
ST14	1.2525
PKN1	-0.58325
SPON2	1.64225
XBP1	0.818916666666667
SFRS12	0.0698333333333333
EFCAB6	2.082
SELT	-0.618
SLC39A2	0.4935
ERF	-0.047
ARL3	1.235375
SURF6	-0.708
MLLT10	-0.469380952380952
FLJ11171	-0.531166666666667
TDGF1	-4.94916666666667
ERCC6	-0.04025
EIF2AK4	-0.1785
BAZ1A	0.362333333333333
LRRN3	-0.8322
TMC3	0.236
EFTUD1	-0.15375
PTPRO	0.210666666666667
CLEC12A	-0.26
ACBD4	-0.1935
ZDHHC14	-1.191625
OTUD7B	2.77025
ACTB	0.1239375
MSRA	-0.19225
LCE5A	0.8905
IFI35	-0.193
BSCL2	-0.184333333333333
ANKRD12	1.06541666666667
CFHR2	0.8395
RGAG1	-0.8665
HSFY1	-0.9025
SLC30A5	-0.269166666666667
IMPG1	-0.5405
GPR109A	-0.4435
ZNF185	-0.50825
IYD	2.90125
NPCDR1	0.9735
SERPINA13	3.462
HMGCLL1	-0.852
NEUROG1	0.723666666666667
UBQLN1	0.0299375
LIN37	0.78375
SOCS2	-2.5965
DSCR4	-1.86833333333333
XKR6	-2.2625
GPR142	1.6655
KRTAP13-3	2.424
CCDC15	-1.69283333333333
MOS	0.715
CD1E	-1.943
OFCC1	-0.3588
FAM83D	-0.90325
SRFBP1	-0.10075
C9orf96	0.318
DHDH	0.40475
CCDC90A	0.2315
RABL3	1.0428
CD320	-0.991
ANGEL2	0.716583333333333
MRPL21	0.8525
SMG6	0.0828333333333333
INSR	1.024125
FLJ14816	-0.636
GLRB	-0.103333333333333
C9orf89	2.01425
CIZ1	-0.713625
URG4	-0.772333333333333
LRDD	0.0976666666666667
CBY1	0.716333333333333
NFX1	-0.282875
MTERFD2	-0.340642857142857
C19orf23	0.245
PGC	-3.00275
IER3IP1	-0.1724
RASAL2	1.66841666666667
C1orf89	-0.70125
SYNJ1	-1.04625
NFKBIE	0.699
FLJ40125	-1.67616666666667
TCEB2	0.4109
NOG	-2.104
POLR2J2	-0.241666666666667
HLA-B	2.108
PCDHA1	3.328
PPP2R2B	-1.5085
ARHGEF17	0.763833333333333
TCF7L2	1.84907142857143
CHD5	-1.286
ZNF431	-0.793625
TBC1D25	-0.12725
ZNF800	-0.09325
SCUBE2	2.46927272727273
MYCBP	1.03666666666667
GPX5	0.7115
C6orf129	0.718166666666667
QSER1	0.556666666666667
ULK2	1.498
PIGO	0.343666666666667
NRCAM	-2.699
SLC35E3	0.05675
CSRP2	-0.66175
HYPE	0.71725
MAPK15	0.320333333333333
MGC14327	0.333
TIMM13	-0.418166666666667
ZNF462	-0.87475
GBA3	0.20025
TEX13A	0.01
MCM6	0.357555555555555
MTRF1	-2.614625
ABCA7	-1.945
EIF4A2	-0.74175
ZC3H10	1.1689
RPGR	0.590666666666667
C20orf94	0.403
RP1L1	-0.44
GPR125	0.390571428571429
USP22	-0.358571428571429
OR1L4	1.101
MLZE	2.25425
FLJ32065	-0.344
PTCD1	0.83375
CRTAC1	-0.2685
BXDC2	-1.16475
C18orf1	2.96816666666667
FAM107A	0.386428571428571
EFNA3	-1.68966666666667
P18SRP	-0.8633
CAMKK2	0.835
KIAA0649	0.097
NES	-2.486
HS6ST3	0.662875
PON2	-1.61375
TCP11L2	0.50175
CLEC4A	0.72875
PRR12	0.448
MLXIPL	-1.4221
C2orf50	-1.885
ZNF28	0.86725
ENC1	-0.0369999999999999
MAP2K1	-1.28
FKSG2	0.80975
KIAA0430	0.51975
PTP4A1	-1.50188888888889
GPR156	0.791
GTF3C6	0.053
UBR2	0.5282
LOC388272	-1.70325
MAK	2.94766666666667
ACOT4	2.7855
STC2	-1.03066666666667
PIGW	-1.37325
SAE1	-0.70425
COL6A1	-0.0790952380952381
OAZ1	-0.6515
STMN4	0.400166666666667
EDG3	-0.372333333333333
SGCE	-2.60933333333333
IL11	-2.1875
PRSS8	2.15
YIPF5	-0.116583333333333
WNT4	3.218375
CSN2	-0.638166666666667
TCF7	-3.30325
TDO2	0.70775
SAMD9	-0.933625
S100A7A	0.342
MMRN1	-0.0474
GKAP1	0.22725
AKR1C3	-2.094875
RNF19A	1.041125
GMDS	-0.369
YKT6	-0.666875
SPARC	0.9382
C12orf31	0.14375
UBE2V2	-0.529333333333333
FBXL18	0.0288333333333333
KIAA0460	1.18225
ADAM22	-0.97175
SERPINC1	-5.39325
KCTD21	0.2985
MYOHD1	-0.6775
ZNF37A	0.8955
GTF3C1	-0.132166666666667
CTSZ	3.72
PRNPIP	-0.1195
DRD1IP	0.20025
NR1I2	-2.77683333333333
ZNF266	0.1626
SPAG4L	-0.5325
COX4NB	-0.8695
SAPS1	0.6925
APOA1	-4.10675
TATDN1	-0.696166666666667
C10orf82	4.15
KPNB1	-0.50525
FOXO3	0.735833333333333
CRYBB2	-0.2745
ZBTB5	0.173166666666667
SLC25A38	-0.8755
DCTN2	-0.0988333333333333
IFT20	0.7405
CTHRC1	1.35925
C1orf31	-0.127875
UHRF1	-0.1801875
GPC6	-1.718
C10orf54	1.0115
MCF2L2	-0.3512
WNT9B	-0.253375
OLA1	-1.079625
FAM120B	0.23575
TTLL10	0.0645
CYorf15A	-5.13
RELN	-2.28522222222222
SCN2B	0.1166
MFHAS1	-0.853
NKX3-2	-1.17583333333333
RASGRF2	-0.781
SSBP1	-0.112166666666667
KPNA6	0.793785714285714
LOC389118	-0.283
HS3ST4	-0.9825
SUPT7L	-0.605875
FLJ32658	-2.046
IGFBPL1	-0.13075
KIAA1641	-0.4675
SHKBP1	0.352
CSF1R	4.57225
NAGK	-0.742
MYL2	0.5645
HIST1H4C	-1.1055
TOMM7	-0.358125
ADAMTSL3	0.2978
TNFSF14	-0.5485
PRRT2	-0.2775
VTA1	-0.41025
AOAH	2.98666666666667
CRISPLD2	1.33128571428571
PNN	-0.724
TA-NFKBH	0.046
ESPN	-0.8415
RBM43	0.0165
KIAA1267	1.4805
DDX3X	-0.204388888888889
KIAA1576	-6.24725
PLXDC1	4.42283333333333
FLJ25801	-4.094
HNRNPL	0.24375
RUNDC3A	0.0681666666666667
CASP12	3.21
SH2D5	-1.681
RPL26L1	0.331
OR51A7	-0.63125
HDC	0.8945
C2orf16	0.065
SYTL3	2.05875
GOLGA4	-0.1539375
NOTCH1	-0.9325
ATPAF2	-0.089
ECD	-0.5965
SSX5	-2.12183333333333
SNAP91	0.849666666666667
OCA2	-5.9445
PNPO	0.354333333333333
DAPK1	-1.0095
PINX1	-0.932166666666667
SELENBP1	0.884125
NEK3	-0.566916666666667
TMED4	-0.363214285714286
SSTR4	-0.944
FOSL1	-2.8064
CD40LG	-0.88
CES1	-1.71775
DCI	0.483166666666667
B3GAT3	0.326833333333333
STK17B	-0.73775
CNTN6	0.4375
CYP3A4	-1.382
MBOAT2	1.08757142857143
PISD	-1.052
USP1	-0.43325
PYDC1	3.223
CENPM	-0.662
SAR1B	0.5745
TTC7B	-0.725875
DP58	0.225
GPC1	0.6495
RBL1	-1.4755
TMEM137	-1.94183333333333
TOB1	1.15866666666667
TCEAL1	-0.359833333333333
CENPF	-0.0189090909090909
C6	1.55816666666667
PRSS1	-3.71825
PPIL6	1.1074
C6orf124	-1.2905
ODZ4	-0.8825
SNCB	0.1675
NDUFB9	0.57825
CNOT6L	0.832
S100A9	0.931666666666667
TRIM50	-1.2205
KCTD1	2.1536
WDR63	0.6225
SPEF2	2.96825
RNGTT	-0.079
CXorf22	0.601
KCNK16	-0.086
CEP250	-0.639125
ATPBD1B	-0.6885
KCNJ2	3.30725
MT1B	-1.506
ZNF684	-0.265
SLC4A1	0.4385
PDHA1	-0.01575
ZNF492	0.386875
TKT	-2.1385
BYSL	0.358
RNF38	0.01125
AHDC1	0.224
KLHL2	-0.634875
CMTM8	1.99825
DMP1	-1.726
HERPUD2	-0.18275
CRTAM	2.71025
ZNF572	1.7465
TMEM16J	-2.5605
HSD17B2	-1.98675
UBE2G1	-0.59975
AHSA2	-2.124
PELI2	-1.3525
TPX2	-1.1405
ATP9B	0.816166666666667
DAZAP1	0.721125
HMGCS2	2.6505
C17orf38	0.354
B9D1	-0.707125
NKX2-5	-0.810166666666667
KIAA1276	0.75675
LILRB2	2.991
CSTF1	-0.316833333333333
BTN2A1	-0.439833333333333
C15orf48	4.427
IGF2BP3	-4.2865
FAM113B	0.9455
HRG	-0.1462
ZNF131	-0.4695
USP47	0.0615
CCDC88B	-1.57375
HCN1	-0.538
HTN1	0.5045
SYCP3	-0.497
C13orf23	-0.6991
PAPOLA	-0.0884375
AATK	-0.0651
MSH3	0.169666666666667
NDUFAB1	-0.31075
ITLN2	-1.16
BAK1	0.62
MRPL45	-0.418333333333333
MTNR1B	1.34325
LOC645843	1.4135
SPECC1L	0.550625
PGCP	1.3015
SPN	-0.715125
GPR143	2.44433333333333
ZNF576	0.67
TMEM39A	0.6433
ATP5D	-1.0315
MAGEB3	-0.3985
RPS5	-0.598
ANP32E	-0.703928571428571
MTMR1	0.2275
YEATS4	-0.8445
SYNGAP1	0.0315
PCOLCE	-1.88316666666667
MNS1	1.97025
PCYT2	-0.0203333333333333
ZNF182	0.5195
LAX1	-0.180375
SPPL2B	0.502
ELOVL5	0.8634
PCDHAC1	0.437
B4GALNT1	-1.34766666666667
BLOC1S2	0.99775
ZNF673	0.2248
ARHGAP21	-0.327666666666667
IRX5	4.1495
LRFN5	-0.8348
FAM7A1	-0.6535
RAB19	-0.541
GINS1	-0.23075
ITM2B	-0.448
PAPSS2	-0.729916666666667
OR5BF1	0.6935
ACSL3	-0.403375
KIAA1919	-0.463666666666667
GLT8D2	1.304875
UTRN	0.691071428571428
CNN1	1.554
HISPPD2A	-0.246166666666667
SDAD1	0.291
SIGLEC9	0.0861666666666667
RPL35	-0.125214285714286
C22orf26	-0.211
IMPDH2	-1.380125
WDR69	-0.5595
SEC14L5	-1.05116666666667
CLTA	0.35925
RP11-529I10.4	1.4205
GPR37L1	0.4005
OGDH	-0.694166666666666
ASB13	0.821833333333333
ZFP14	0.2905
ZCRB1	0.383
KPNA3	0.063
HSPA1L	1.0235
RHOC	-0.0765
LOC554175	-0.22775
PPP3CA	-0.1159
SLC1A7	-0.1377
ZNF529	-0.233666666666667
RBED1	0.95025
DDB2	-0.73225
FLJ11286	0.375166666666667
SPATA1	0.1185
MKNK1	1.13533333333333
DYSF	0.338666666666667
ALKBH2	0.14825
NKD1	-3.24
C1orf174	-0.245
PLEKHO1	0.747666666666667
ASB10	0.372
RING1	0.397166666666667
NPC2	1.10125
AVPR1B	1.9105
YTHDF1	0.37325
LMAN1L	0.5955
GSG2	-0.2395
CEP170	-0.4962
RPS4Y2	-5.9575
MSH6	0.278
HECTD2	0.801833333333333
ZNF556	-3.1982
PLEKHC1	-1.127
AIRE	0.248166666666667
BCL2L10	0.22625
LMOD3	-0.975
ZBTB8	1.4626
FOXA2	-3.22866666666667
SLCO2A1	2.406125
C3orf46	-2.093
PRDM16	-1.7455
TMEM98	0.79425
FRMD5	-2.7955
PDE6C	3.811
C1orf216	0.795
EP400	-0.334142857142857
PTK2	1.02191666666667
RNF217	1.59275
NDUFA8	1.1195
ZFAT1	1.46875
LAMP3	0.743166666666667
GLTSCR2	0.0355
NPW	-1.411
LLGL2	0.00209999999999999
PPM1K	-1.30166666666667
C20orf177	-0.629
KIR2DL4	-0.1964
NFKB2	0.5865
C21orf122	-0.532
HESX1	-1.01725
GPR114	0.5395
SLC25A35	-0.202666666666667
GNAT1	0.45
ORAI3	0.32275
FAM76B	-0.449625
TMEM99	-0.227
TRIM29	-1.6479
CDS1	2.60225
RHEB	0.0253000000000001
C4orf27	-0.588333333333333
RAB3A	-0.09175
OTUD6B	0.11725
GPD1	0.900375
CDH15	-1.7244
NPM1	-0.110142857142857
TMEM117	-2.275
PRPS2	0.530333333333333
GCK	-0.662
ADRA2A	4.3015
TSPYL4	-0.271666666666667
TASP1	-0.4605
WDR19	-0.41
C10orf38	-2.2155
PDE4C	-0.656
FYB	0.0392727272727273
C1orf55	0.436333333333333
PPFIA3	-1.50175
RAD18	-0.72825
C12orf44	0.297
CRYBA4	-0.246
HVCN1	0.611
TAF10	0.580333333333333
C16orf48	-0.524166666666667
DEPDC5	1.34983333333333
LTBP1	-1.2025
MAPRE1	0.295875
FGF8	2.902
C3orf52	2.124
SENP7	-0.935833333333333
LRRK2	0.88225
RUNDC2A	0.814666666666667
KIAA0355	0.543666666666667
CPEB1	-2.1135
PPEF2	1.417
ABI2	-0.119833333333333
KIAA0317	0.508625
ATF1	-0.349666666666667
DYNC1H1	0.800375
DIP	0.54
TMEM33	0.111055555555556
POLDIP3	-1.01075
C7orf24	1.28275
GPR171	2.60025
CDC6	-1.11533333333333
PLD1	-1.042
ITFG2	0.075
NDUFC1	0.77375
AKNA	-0.87825
NBR1	0.31875
PKHD1	0.133666666666667
HPS4	-0.9544
MAFA	0.7455
ULBP3	-0.96
DIRC1	-0.9135
IMMT	-0.665
C22orf13	-0.255833333333333
CEL	0.259
MARK3	-0.90825
ADAMTS2	0.241
ARPC3	0.26
TMEM10	-0.0984285714285714
NPHS1	-0.2455
BRD8	0.488666666666667
WDR12	-1.28475
IDI2	0.250125
HOXD13	-2.112
OR8G2	-1.579
SLAIN1	-2.74075
GABRQ	-0.87125
NR2C2	-0.1755
NKTR	-0.261
TLE2	0.988
KIAA0892	-0.570666666666667
AURKA	-0.898545454545455
GPRC5C	-0.6815
TBC1D9B	0.533625
PNPLA6	-0.0401666666666667
AP3B1	0.27075
NAG	-0.606625
C11orf68	-0.1655
AKR7A3	0.114
AHCYL1	-1.31508333333333
COP1	0.44
RPP14	0.652
PCDHB18	0.628
CDH24	0.4635
KRT17	-2.0521
LACTB2	-0.57025
DDX24	0.3233
PHACTR1	-2.41733333333333
SLC35E2	-0.42925
LOXL1	-0.67
IQSEC2	0.3715
RGSL1	1.3
PCDHGC5	-0.9805
MEGF10	-1.83025
PRRX1	-1.06483333333333
ASTE1	0.9295
C6orf159	-1.14
MYOD1	0.869
GAA	1.3275
ZNF747	0.826
KLRC1	-0.794375
IL1RL2	0.8625
GDF9	-0.028
GPR119	-0.564
TRAF2	0.5625
HCK	3.0275
BMP6	-2.7855
IL8RA	0.760666666666667
FLJ35848	0.0476666666666667
EFHA1	0.02975
CDSN	0.00433333333333335
C14orf54	0.051
LSM3	-0.783625
ZFP41	-0.0005
C9orf126	-1.10616666666667
VIT	0.5975
SPCS3	-0.94975
DEF8	-1.0344
CHAF1A	-1.08083333333333
C1orf165	0.290166666666667
ZFPM2	0.882
FTH1	-0.249
SLC35F1	-2.98475
YWHAH	0.05325
C17orf66	0.6035
ADRB1	-0.58
FOXL1	-0.4575
RG9MTD3	-0.258666666666667
UMPS	0.776125
MGC13008	-0.7835
KIAA1161	-0.825
CCDC77	-1.23275
C12orf65	0.372
COG4	-0.876333333333333
RCP9	0.0331666666666667
RP4-692D3.1	4.29383333333333
CDC2L5	0.64075
MGC7036	-0.164
DNAJC11	-1.121
GDF2	-0.393833333333333
TIMM17A	-0.19575
HNRNPA0	-0.1938
OR2H1	0.383333333333333
PCBP1	-0.512125
COL23A1	-2.419
LRRC2	-0.476307692307692
NSD1	0.914214285714286
FLJ37078	-1.3165
WDR91	0.0838333333333333
TMEM179	-1.49775
DSCR10	-0.201
CNDP2	0.0896000000000002
FYN	-1.3805
BEX2	0.396166666666667
KCND3	-0.0573333333333333
YPEL5	1.1415
LRRC42	0.00266666666666667
C17orf45	0.1545
ZNF649	0.4517
LOC150763	-0.33975
COL5A2	2.06766666666667
CNGA2	0.3635
ELA2B	-0.1864
RAB9B	0.634
FAM100A	0.648
NAIP	1.20357142857143
MYOZ2	-0.809857142857143
SPATA12	-0.00349999999999998
XRCC4	-1.7805
CYB561	1.4959
CHST10	-0.1805
BAI1	-1.74833333333333
BRSK1	0.503833333333333
C17orf89	0.981625
PDE6H	-1.199
FLJ20309	-0.2762
MAP7	1.22625
SCN4B	0.3195
SPAG9	-1.40525
SERTAD1	0.357666666666667
FLJ21963	-0.67
ANTXR1	-0.295
TMPRSS13	2.6575
ETV7	4.36116666666667
DGAT1	-0.503833333333333
NKIRAS1	0.489333333333333
TAC3	-5.15633333333333
CORO1C	-0.261833333333333
RAD54B	-0.2865
HRASLS3	3.81283333333333
C21orf42	-0.693
BARD1	-0.117
ZNF177	0.446833333333333
MIP	0.735
ZNF442	0.623
F2	-4.5108
GRIA1	-0.388
GALNTL2	0.4414
WNT5A	-1.1233
LENG9	0.326
hCG_25371	0.638
FOXR1	-0.014
TRA@	0.352625
PWWP2	1.2805
C1QTNF7	1.46583333333333
SLC7A4	0.55175
C4orf7	0.6565
C17orf80	0.0761666666666666
KLK4	1.3654
IL31	-2.801
TMEM176A	3.73025
CTNNB1	-0.2264375
BHLHB2	0.39275
TMEM185B	0.746666666666667
ARD1B	-0.2055
C1orf93	1.01
BRUNOL4	0.3855
LOC541469	1.19816666666667
UPK2	-0.5735
GAS8	0.467166666666667
PATE	1.55
IMPACT	1.08625
WNK4	0.8935
HNRPLL	-1.28
GAD2	0.571
ITGA6	-1.0415
BMP15	0.6546
CYP2A7	0.396875
RIC8A	0.7035
CCND1	-2.40025
USP35	0.2815
DSCR2	-1.703
CCL4	5.30333333333333
ZCCHC10	0.51
NOL11	-1.03225
TRPM2	1.558
PSMD2	-0.827090909090909
CHTF18	-0.6935
USP18	0.606625
RRAS	-0.397875
LAMC3	-1.71075
TOX	-3.46016666666667
PCDH15	-0.635
GABRG3	-4.397
NUDCD2	-0.27075
SGCZ	1.758
KCTD17	-0.7076
SPSB2	1.317
TPPP3	4.22983333333333
CILP2	0.427333333333333
CALB2	2.4515
CEBPZ	-0.518833333333333
ZNF479	0.42175
FMOD	5.47066666666667
C21orf66	-1.19271428571429
CLN6	0.0763333333333333
ANAPC1	-0.323875
SH2D3C	0.0765
PTPN14	-0.43
TRIM42	-0.374
APTX	1.06525
SNRPG	-0.843833333333333
BMS1	0.2315
MAGEA3	-4.364
NFATC3	-1.61116666666667
LRRC45	1.3075
ARS2	-0.133214285714286
LRIG1	2.48133333333333
EPSTI1	-0.697833333333333
PRSS27	0.004
ERC2	-1.390375
PRKACB	-0.942214285714286
PRDM13	-7.151
HCG27	-1.52025
KLK12	0.924
HSD17B7	0.337666666666667
ZNF354A	0.41675
PCDH11X	1.389
DMGDH	-0.56075
PCBD2	0.672333333333333
TMC6	-1.04475
RIMS1	1.87714285714286
SF3B2	-0.300666666666667
RCN1	0.209
CPB1	4.86475
BCAR3	-0.62275
FCRLB	-1.04775
PAK1IP1	-0.32325
OR10H1	-0.69
KIF9	1.5606
PITPNM2	-1.42825
L3MBTL4	0.238
TGFB1	-1.2784
ZXDC	0.291
SLC6A16	-0.638
SRrp35	-3.03516666666667
LRRC8E	2.536
PPIAL4	-0.186583333333333
EOMES	1.17383333333333
PAX2	2.249
SCARF2	0.00875000000000004
PSEN2	1.43283333333333
PCDHB13	1.707
C10orf28	-0.152375
DHRS7B	1.02935714285714
C1orf131	0.33375
ASB1	-0.807
ZNF223	0.0926666666666667
LCMT2	0.12175
MEP1A	-1.58125
TMEM53	1.74525
RSPH3	1.875
C10orf33	-0.5035
LOC644285	0.672
PTPN9	-0.0173333333333333
ABCA12	-1.4305
CCDC37	-1.0365
RUNDC1	1.5855
YES1	-0.614666666666667
FAM120AOS	1.54025
OR5M3	2.0815
PPP1R3F	0.306083333333333
IL13	-0.0571428571428571
MDFI	-1.275
PRNT	0.5365
ZDBF2	-1.885
OR10C1	0.295333333333333
CLIC1	-0.705
LILRA5	-0.81
CSAG1	-4.125
TREML2	-0.502666666666667
FAM125A	0.508333333333333
ZNF74	-1.1715
FAM104A	0.333125
LRRC39	-1.781
SAMD5	-2.4665
HYAL2	0.2035
HIST2H2AC	0.617125
IGFBP5	3.68413043478261
NRTN	-1.58633333333333
KIAA0556	0.5667
FAM29A	-1.11805555555556
JMJD2A	1.17625
EPHB1	-0.94125
POLD4	0.34975
ANAPC10	-0.8645
LRRC36	0.97325
MEGF6	-0.301375
LPHN3	-0.1254
BMP10	0.35725
C21orf55	0.5055
CREM	-0.7754375
PTGER4	-0.8425
METAP1	-1.2005
KCNQ1	0.612
NR2F2	-0.44325
SSFA2	-1.37416666666667
CTTNBP2	-3.1325
BCL2A1	-1.49475
ZBTB24	0.749625
SLCO6A1	-0.72325
PRDM1	-0.1107
OR7D2	-0.0511666666666667
CCDC47	-0.0239
LOC646982	null
SLC26A6	-1.20266666666667
BIN1	-0.5883
SRRM1	-0.703571428571428
PCSK1N	-0.2665
ALS2	-0.0141
ECT2	0.209526315789474
CACNA2D2	1.85125
DOCK6	-1.19275
C10orf119	0.49825
FATE1	0.622
DUSP23	2.7925
TRIP6	-0.533357142857143
NUP35	-0.271
CDH3	0.7165
KLHDC8A	0.45625
C9orf116	2.03625
EI24	-0.7435
CENTD1	0.956333333333333
RWDD2B	-0.451833333333333
DOCK1	1.017
NPAS2	-1.756
NR3C2	0.892333333333334
FAM63A	-0.04725
INPP5F	-1.12516666666667
FAM111A	0.5887
MYBL1	-0.03575
IQGAP3	2.1335
CRADD	-1.15516666666667
DUSP12	-0.8185
PDZK1IP1	3.9985
VASH2	-0.35175
CTR9	0.00700000000000001
VIL1	-3.888
OR8U1	1.19533333333333
CCDC107	0.3965
PTTG1IP	-0.919875
OR4X2	0.733
COL9A1	-1.797
PSMD9	-0.80975
ZFP62	0.91225
TIP39	1.07175
PARP15	0.0415
TTC19	-0.383125
C1orf114	-1.8912
GFPT1	-0.699
SLC27A6	-1.8815
MRPS10	-0.2605
CALML5	-1.033
TRPM7	0.360125
CGNL1	0.362625
CECR1	0.63575
SERPINB8	-0.935
TMEM102	1.119125
PDIA2	-4.0065
NUCKS1	1.033
HOTAIR	2.55625
EBI3	-0.07425
NXN	-0.9755
ZMYND19	-0.05825
FOXJ3	0.65025
EIF5B	0.163
EIF2B4	-0.549333333333333
LEO1	-0.9825
ZIC5	-1.80145454545455
IL20	2.2135
KIAA0415	0.629
FLJ37357	0.616
TSPAN12	0.00212499999999999
ACTR3B	0.28775
TFAM	-0.916666666666667
IL17RD	1.54125
PARP12	0.33725
KLHDC7A	0.575
KCTD4	-0.6488
GTF2H1	0.48575
FLCN	-0.8615
BIRC4	0.93725
LOC790955	1.34025
VKORC1L1	0.152
CYP4F22	-0.568333333333333
TAS2R5	-0.173
ZNF582	0.892
HS3ST3B1	-1.12675
CTNS	0.2965
STK36	0.882666666666667
MMD2	-0.26275
RP5-1103G7.6	0.7885
FLJ23356	1.368
CRH	-0.29
C1orf182	0.927166666666667
ACP5	1.61433333333333
AMFR	2.2339
CA4	-2.061
PLCB4	-1.85325
MPHOSPH10	-0.501
UNQ473	3.34983333333333
G3BP2	0.117916666666667
SR140	-0.449666666666667
HOXA2	-1.0425
PYGB	-0.0172500000000001
BAT1	-0.523916666666667
DKK3	-0.357333333333333
DDX31	-0.26375
TULP1	-0.111428571428571
NHLRC2	1.484
TNRC4	1.60033333333333
ZNF430	-0.37275
TNRC6A	0.517125
PLA2G1B	0.8105
RCHY1	-0.118333333333333
GTF2A2	-1.00433333333333
MGC4294	-0.463
ZNF691	0.98425
TACC3	-0.8115
DNAJC5G	-1.93875
LOC4951	0.04725
MS4A4A	-1.7975
LOC152485	0.915
PPP1R2P1	-0.23575
PPP2R5B	0.127
RPGRIP1L	0.046625
SPOP	0.3395
PTPRF	1.65708333333333
MGC42090	-3.27
SUSD3	3.8325
THOC4	0.352875
MAML1	0.3272
FXR2	-1.30633333333333
TYK2	-0.204875
MUC6	0.473833333333333
DNAJB7	0.2165
PIP4K2A	-1.03878571428571
MEX3A	1.189
RRP1	-1.227875
TFAP4	-0.0505
CXorf41	0.86925
MTMR4	0.328333333333333
CTLA4	0.52
SNX9	0.06575
