Hybridization REF	TCGA-BH-A0EA-01A-11R-A115-07
SNAP91	-0.07925
OCA2	-3.26175
PNPO	0.189833333333333
DAPK1	0.059
PINX1	-0.943833333333333
SELENBP1	1.5635
NEK3	-0.276583333333333
TMED4	0.0215
SSTR4	0.099
FOSL1	-2.5906
CD40LG	0.4645
CES1	-0.209666666666667
DCI	0.489833333333333
B3GAT3	-0.124166666666667
STK17B	-0.49025
CNTN6	1.68825
CYP3A4	0.0925
MBOAT2	0.505785714285714
PISD	0.260625
USP1	-1.24425
PYDC1	3.96483333333333
CENPM	-2.865
SAR1B	-0.686
TTC7B	-0.4565
DP58	-0.172
GPC1	0.8335
RBL1	-2.721875
TMEM137	-2.02216666666667
TOB1	0.496083333333333
TCEAL1	2.06933333333333
CENPF	-3.73427272727273
C6	4.628
PRSS1	-3.8585
PPIL6	2.0226
C6orf124	0.09
ODZ4	1.91616666666667
SNCB	-0.17425
NDUFB9	-0.0885
CNOT6L	0.958166666666667
S100A9	1.38983333333333
TRIM50	0.0585
KCTD1	2.4743
WDR63	1.2695
SPEF2	2.964
RNGTT	-0.716333333333333
CXorf22	-0.5695
KCNK16	0.2355
CEP250	-1.32425
ATPBD1B	-0.00325
KCNJ2	2.839
MT1B	0.3965
ZNF684	-0.7325
SLC4A1	0.25025
PDHA1	-0.8475
ZNF492	-0.044375
TKT	-1.0705
BYSL	-1.446
RNF38	1.327
AHDC1	0.1605
KLHL2	0.737125
CMTM8	1.19025
DMP1	-0.515
HERPUD2	0.56075
CRTAM	3.22533333333333
ZNF572	0.38725
TMEM16J	-0.0605
HSD17B2	-1.671
UBE2G1	0.2855
AHSA2	-2.1995
PELI2	-0.759
TPX2	-4.3935
ATP9B	1.19333333333333
DAZAP1	-0.967125
HMGCS2	2.83833333333333
C17orf38	0.6435
B9D1	-0.453
NKX2-5	-1.47533333333333
KIAA1276	2.084
LILRB2	3.021
CSTF1	-0.779166666666667
BTN2A1	-0.907
C15orf48	3.69025
IGF2BP3	-4.303
FAM113B	1.47816666666667
HRG	-0.088625
ZNF131	-0.622
USP47	1.12628571428571
CCDC88B	-0.474375
HCN1	0.3516
HTN1	-0.334833333333333
SYCP3	-0.371
C13orf23	-0.5381
PAPOLA	-0.469875
AATK	-0.3539
MSH3	0.0781666666666667
NDUFAB1	-0.78075
ITLN2	0.00066666666666663
BAK1	-0.202166666666667
MRPL45	-0.640833333333333
MTNR1B	-0.419333333333333
LOC645843	0.3325
SPECC1L	0.714625
PGCP	0.4755
SPN	-0.054375
GPR143	1.4245
ZNF576	1.079
TMEM39A	-0.1044
ATP5D	0.8735
MAGEB3	-1.945
RPS5	-1.2385
ANP32E	-1.3425
MTMR1	0.4825
YEATS4	-1.56225
SYNGAP1	0.42625
PCOLCE	0.4875
MNS1	-1.2775
PCYT2	-0.1605
ZNF182	0.18475
LAX1	0.64625
SPPL2B	1.2901
ELOVL5	0.144
PCDHAC1	0.213
B4GALNT1	-1.49016666666667
BLOC1S2	0.231
ZNF673	-0.026
ARHGAP21	0.168833333333333
IRX5	2.97025
LRFN5	-0.259666666666667
FAM7A1	-0.4215
RAB19	0.003
GINS1	-3.7575
ITM2B	1.287
PAPSS2	1.59616666666667
OR5BF1	0.2095
ACSL3	0.081625
KIAA1919	-1.198
GLT8D2	2.94725
UTRN	0.381928571428571
CNN1	3.5805
HISPPD2A	-0.266166666666667
SDAD1	-0.017875
SIGLEC9	0.579833333333333
RPL35	-0.492357142857143
C22orf26	0.44
IMPDH2	-1.197625
WDR69	-0.74175
SEC14L5	-0.337333333333333
CLTA	0.14675
RP11-529I10.4	-0.06325
GPR37L1	0.0363333333333333
OGDH	-0.315
ASB13	1.457
ZFP14	0.3365
ZCRB1	0.1205
KPNA3	0.52875
HSPA1L	1.3415
RHOC	1.173625
LOC554175	0.11425
PPP3CA	0.9638
SLC1A7	0.1731
ZNF529	-0.542
RBED1	1.58725
DDB2	-1.31475
FLJ11286	0.312
SPATA1	0.7905
MKNK1	0.0281666666666667
DYSF	1.15533333333333
ALKBH2	-0.39125
NKD1	-3.03783333333333
C1orf174	-0.758
PLEKHO1	0.548
ASB10	-0.09
RING1	0.383
NPC2	1.48325
AVPR1B	0.311
YTHDF1	-0.6245
LMAN1L	0.11
GSG2	-3.8065
CEP170	-0.0738
RPS4Y2	-5.58375
MSH6	-1.269
HECTD2	0.507166666666667
ZNF556	-2.03716666666667
PLEKHC1	0.9384
AIRE	-0.00566666666666667
BCL2L10	1.829
LMOD3	0.303
ZBTB8	0.3304
FOXA2	-4.0113
SLCO2A1	2.982125
C3orf46	0.877
PRDM16	0.289166666666667
TMEM98	0.868
FRMD5	-1.297
PDE6C	-0.2625
C1orf216	0.503
EP400	-0.404928571428571
PTK2	0.283583333333333
RNF217	0.61875
NDUFA8	-0.352
ZFAT1	0.447
LAMP3	1.88566666666667
GLTSCR2	1.11575
NPW	-1.4575
LLGL2	-0.8827
PPM1K	-0.946333333333333
C20orf177	-0.6995
KIR2DL4	0.2741
NFKB2	0.66
C21orf122	-0.00233333333333333
HESX1	-0.47
GPR114	0.725666666666667
SLC25A35	0.373833333333333
GNAT1	0.204
ORAI3	0.50325
FAM76B	-0.627625
TMEM99	0.7027
TRIM29	1.6501
CDS1	2.47525
RHEB	-1.3269
C4orf27	-0.374666666666667
RAB3A	-0.1925
OTUD6B	-1.17975
GPD1	3.470625
CDH15	-1.55216666666667
NPM1	-1.70821428571429
TMEM117	-0.44175
PRPS2	0.0515
GCK	-0.186
ADRA2A	4.86783333333333
TSPYL4	0.632333333333333
TASP1	0.077
WDR19	0.281666666666667
C10orf38	-0.9715
PDE4C	-0.423
FYB	0.359583333333333
C1orf55	-0.0845
PPFIA3	-0.407
RAD18	-0.915
C12orf44	-0.427333333333333
CRYBA4	0.051
HVCN1	1.2795
TAF10	0.101
C16orf48	-0.338666666666667
DEPDC5	0.652833333333333
LTBP1	-1.3595
MAPRE1	-0.634625
FGF8	-0.5615
C3orf52	-0.21375
SENP7	-0.122666666666667
LRRK2	0.9975
RUNDC2A	0.496166666666667
KIAA0355	0.641666666666667
CPEB1	-1.048
PPEF2	0.0195
ABI2	-0.280666666666667
KIAA0317	-0.776
ATF1	-1.10666666666667
DYNC1H1	0.325
DIP	0.01625
TMEM33	-0.0427222222222222
POLDIP3	-0.0395
C7orf24	-0.728
GPR171	3.56625
CDC6	-4.99583333333333
PLD1	-1.0715
ITFG2	0.2704
NDUFC1	1.11425
AKNA	-0.561
NBR1	0.6605
PKHD1	1.348375
HPS4	-0.8154
MAFA	1.1785
ULBP3	-0.76125
DIRC1	-0.0825
IMMT	-1.14
C22orf13	-0.0758333333333333
CEL	-0.333
MARK3	-0.8945
ADAMTS2	0.837666666666667
ARPC3	-0.4435
TMEM10	0.367142857142857
NPHS1	0.493
BRD8	-0.4985
WDR12	-1.7915
IDI2	-0.303875
HOXD13	-1.898
OR8G2	-1.374
SLAIN1	-3.1635
GABRQ	-0.5945
NR2C2	-0.74
NKTR	-0.1947
TLE2	1.3075
KIAA0892	0.942833333333333
AURKA	-3.993
GPRC5C	0.673833333333333
TBC1D9B	0.162625
PNPLA6	0.481
AP3B1	-0.32175
NAG	-0.018625
C11orf68	0.04425
AKR7A3	0.06925
AHCYL1	-0.0499166666666667
COP1	0.141333333333333
RPP14	-0.321416666666667
PCDHB18	0.849
CDH24	2.0295
KRT17	2.4785
LACTB2	-1.24425
DDX24	0.2661
PHACTR1	-2.17733333333333
SLC35E2	-0.3575
LOXL1	-0.1775
IQSEC2	1.194
RGSL1	1.064
PCDHGC5	-1.147
MEGF10	0.576375
PRRX1	1.67033333333333
ASTE1	0.8375
C6orf159	-0.547
MYOD1	1.70525
GAA	0.1985
ZNF747	0.70075
KLRC1	-1.7375
IL1RL2	0.1285
GDF9	-0.207
GPR119	-0.033
TRAF2	-0.615666666666667
HCK	3.1335
BMP6	-1.01025
IL8RA	0.3365
FLJ35848	-1.362
EFHA1	0.185
CDSN	0.8755
C14orf54	-0.0538333333333333
LSM3	-0.4645
ZFP41	-0.343
C9orf126	-1.39333333333333
VIT	0.792
SPCS3	-1.63475
DEF8	-1.3871
CHAF1A	-2.40133333333333
C1orf165	0.922166666666667
ZFPM2	1.296
FTH1	0.79
SLC35F1	-1.445
YWHAH	0.092
C17orf66	-0.1165
ADRB1	3.07666666666667
FOXL1	-0.1775
RG9MTD3	0.821666666666667
UMPS	-0.4685
MGC13008	0.0475
KIAA1161	-0.118
CCDC77	-2.3415
C12orf65	-0.0194
COG4	-1.24266666666667
RCP9	1.09383333333333
RP4-692D3.1	3.86966666666667
CDC2L5	0.457
MGC7036	1.06783333333333
DNAJC11	-1.5205
GDF2	-0.1295
TIMM17A	-0.658
HNRNPA0	-1.278
OR2H1	0.50225
PCBP1	-0.065375
COL23A1	-0.7805
LRRC2	0.480642857142857
NSD1	0.9225
FLJ37078	-0.142875
WDR91	-0.250333333333333
TMEM179	-0.14025
DSCR10	-0.1285
CNDP2	0.2091
FYN	-0.157
BEX2	1.28483333333333
KCND3	0.444
YPEL5	0.8795
LRRC42	-0.768
C17orf45	-0.89675
ZNF649	0.0282
LOC150763	1.772625
COL5A2	3.06116666666667
CNGA2	0.0415
ELA2B	-1.1225
RAB9B	0.71225
FAM100A	0.908
NAIP	1.88071428571429
MYOZ2	0.731875
SPATA12	-0.423
XRCC4	-1.22
CYB561	1.0844
CHST10	0.2745
BAI1	-0.174666666666667
BRSK1	-0.210333333333333
C17orf89	-0.231125
PDE6H	-1.4095
FLJ20309	0.5661
MAP7	1.11675
SCN4B	3.23
SPAG9	-1.0574375
SERTAD1	0.896166666666667
FLJ21963	-1.0855
ANTXR1	0.7523
TMPRSS13	1.36933333333333
ETV7	2.52183333333333
DGAT1	0.282833333333333
NKIRAS1	-0.0981666666666666
TAC3	-4.27775
CORO1C	-1.43858333333333
RAD54B	-2.18975
HRASLS3	2.015
C21orf42	0.02525
BARD1	-0.6635
ZNF177	1.56416666666667
MIP	-0.7375
ZNF442	1.2665
F2	-3.9487
GRIA1	0.16325
GALNTL2	1.99683333333333
WNT5A	-1.8577
LENG9	-0.233
hCG_25371	-1.7885
FOXR1	0.332
TRA@	0.4246
PWWP2	1.79975
C1QTNF7	4.22183333333333
SLC7A4	2.20325
C4orf7	2.957
C17orf80	-0.567666666666667
KLK4	0.616333333333333
IL31	0.288
TMEM176A	4.2735
CTNNB1	-0.7289375
BHLHB2	0.99625
TMEM185B	0.3555
ARD1B	-0.44725
C1orf93	1.2885
BRUNOL4	-0.942666666666667
LOC541469	0.9
UPK2	-0.4505
GAS8	-1.00383333333333
PATE	1.27
IMPACT	0.7545
WNK4	1.72783333333333
HNRPLL	-0.631625
GAD2	-0.89025
ITGA6	0.326
BMP15	0.2084
CYP2A7	1.593125
RIC8A	0.29875
CCND1	-0.347666666666667
USP35	-0.0415
DSCR2	-2.26375
CCL4	4.89533333333333
ZCCHC10	-0.1895
NOL11	-1.2205
TRPM2	1.53683333333333
PSMD2	-0.947636363636364
CHTF18	-2.0855
USP18	0.182
RRAS	1.1535
LAMC3	-1.51175
TOX	-2.63883333333333
PCDH15	-0.925
GABRG3	-2.3185
NUDCD2	-1.275375
SGCZ	0.642
KCTD17	0.2427
SPSB2	0.22
TPPP3	3.39
CILP2	1.7895
CALB2	4.04325
CEBPZ	-0.724666666666667
ZNF479	0.60025
FMOD	5.61933333333333
C21orf66	-1.24071428571429
CLN6	-0.553166666666667
ANAPC1	-1.1395
SH2D3C	1.833
PTPN14	0.1602
TRIM42	0.0235
APTX	0.12225
SNRPG	-0.793333333333333
BMS1	-0.93625
MAGEA3	-4.2925
NFATC3	-1.1995
LRRC45	-0.784666666666667
ARS2	-0.7075
LRIG1	1.42783333333333
EPSTI1	-0.340833333333333
PRSS27	1.08725
ERC2	0.09925
PRKACB	-0.776
PRDM13	-5.5725
HCG27	-0.8735
KLK12	-1.522
HSD17B7	-0.980666666666667
ZNF354A	0.62275
PCDH11X	0.253
DMGDH	1.93675
PCBD2	-0.749833333333333
TMC6	-1.568375
RIMS1	2.162375
SF3B2	-0.690333333333333
RCN1	0.0576666666666667
CPB1	2.9635
BCAR3	0.4445
FCRLB	1.1585
PAK1IP1	-1.1025
OR10H1	-0.068
KIF9	1.3004
PITPNM2	-1.677625
L3MBTL4	0.7115
TGFB1	-0.2739
ZXDC	-0.106
SLC6A16	0.042
SRrp35	-1.362875
LRRC8E	1.7085
PPIAL4	-1.74716666666667
EOMES	1.5135
PAX2	-0.407
SCARF2	1.338375
PSEN2	1.15833333333333
PCDHB13	-0.26575
C10orf28	-0.452
DHRS7B	0.864714285714286
C1orf131	-0.12675
ASB1	-0.9073
ZNF223	-0.0386666666666667
LCMT2	0.76525
MEP1A	-1.1885
TMEM53	0.27125
RSPH3	1.1675
C10orf33	0.298
LOC644285	0.84475
PTPN9	0.414833333333333
ABCA12	-3.01775
CCDC37	-1.27275
RUNDC1	0.5285
YES1	-0.716166666666667
FAM120AOS	0.819
OR5M3	0.145
PPP1R3F	0.3505
IL13	0.0915
MDFI	-0.42925
PRNT	0.10575
ZDBF2	-0.0725
OR10C1	0.0945
CLIC1	-0.718333333333333
LILRA5	-0.338333333333333
CSAG1	-4.01316666666667
TREML2	-0.513
FAM125A	0.130666666666667
ZNF74	-1.4655
FAM104A	-1.36375
LRRC39	-1.0375
SAMD5	0.0505
HYAL2	0.29375
HIST2H2AC	0.21425
IGFBP5	1.23934782608696
NRTN	-1.38866666666667
KIAA0556	0.8062
FAM29A	-1.69883333333333
JMJD2A	1.0755
EPHB1	1.12025
POLD4	0.51025
ANAPC10	-0.71725
LRRC36	0.91375
MEGF6	-0.207875
LPHN3	1.65483333333333
BMP10	0.132666666666667
C21orf55	0.953
CREM	-0.0825
PTGER4	1.06516666666667
METAP1	-1.482625
KCNQ1	1.61616666666667
NR2F2	1.534375
SSFA2	1.04883333333333
CTTNBP2	-0.877
BCL2A1	-0.7395
ZBTB24	-0.97525
SLCO6A1	-1.19275
PRDM1	0.3546
OR7D2	-0.71
CCDC47	-0.4597
LOC646982	-0.591
SLC26A6	-2.146
BIN1	0.0604
SRRM1	-0.0194285714285714
PCSK1N	0.579125
ALS2	0.2137
ECT2	-2.61115789473684
CACNA2D2	0.490875
DOCK6	0.1185
C10orf119	0.33425
FATE1	1.29
DUSP23	2.478
TRIP6	-0.104857142857143
NUP35	-0.77425
CDH3	1.675
KLHDC8A	-0.0485
C9orf116	2.183
EI24	0.1375
CENTD1	0.5335
RWDD2B	-0.585333333333333
DOCK1	1.4565
NPAS2	-0.416875
NR3C2	2.90216666666667
FAM63A	1.38508333333333
INPP5F	-0.73
FAM111A	-1.1735
MYBL1	-3.5185
IQGAP3	-2.7355
CRADD	-0.928666666666667
DUSP12	-0.578
PDZK1IP1	3.69425
VASH2	-0.001
CTR9	0.22875
VIL1	-3.36525
OR8U1	0.387166666666667
CCDC107	1.064
PTTG1IP	0.25175
OR4X2	-0.01975
COL9A1	-2.2965
PSMD9	-0.263
ZFP62	0.06025
TIP39	1.19425
PARP15	0.708
TTC19	0.081875
C1orf114	-2.256
GFPT1	-0.951
SLC27A6	-0.27325
MRPS10	-0.5756
CALML5	-0.137
TRPM7	0.421625
CGNL1	1.965
CECR1	0.74875
SERPINB8	-1.18716666666667
TMEM102	0.981375
PDIA2	-3.39725
NUCKS1	0.479666666666667
HOTAIR	1.96725
EBI3	0.1885
NXN	1.04775
ZMYND19	-1.172375
FOXJ3	-0.61575
EIF5B	-0.2911
EIF2B4	-0.414666666666667
LEO1	-0.3195
ZIC5	-2.42333333333333
IL20	-0.117166666666667
KIAA0415	-0.084
FLJ37357	1.0115
TSPAN12	0.491
ACTR3B	-0.89075
TFAM	-0.5535
IL17RD	1.1345
PARP12	-0.0815
KLHDC7A	0.286
KCTD4	0.199833333333333
GTF2H1	-0.15425
FLCN	-0.691166666666667
BIRC4	1.9185
LOC790955	-0.50025
VKORC1L1	-0.1515
CYP4F22	2.586
TAS2R5	0.1985
ZNF582	1.7795
HS3ST3B1	-0.754
CTNS	0.15825
STK36	0.238833333333333
MMD2	0.0253333333333333
RP5-1103G7.6	1.5105
FLJ23356	-0.037
CRH	2.0645
C1orf182	0.264666666666667
ACP5	2.68133333333333
AMFR	-0.6349
CA4	1.79975
PLCB4	0.456375
MPHOSPH10	-0.335
UNQ473	3.26966666666667
G3BP2	-0.527166666666667
SR140	-1.28816666666667
HOXA2	0.76025
PYGB	-0.284875
BAT1	-0.758416666666667
DKK3	0.444666666666667
DDX31	-1.09075
TULP1	-0.205625
NHLRC2	0.59625
TNRC4	-0.502
ZNF430	0.6715
TNRC6A	0.882375
PLA2G1B	0.754333333333333
RCHY1	-0.214833333333333
GTF2A2	-0.0425
MGC4294	0.576
ZNF691	0.861
TACC3	-2.78525
DNAJC5G	-0.3405
LOC4951	0.552
MS4A4A	-0.217
LOC152485	1.7465
PPP1R2P1	0.23475
PPP2R5B	-0.17075
RPGRIP1L	-0.027875
SPOP	0.4976
PTPRF	1.5605
MGC42090	-0.507
SUSD3	2.51175
THOC4	-2.68375
MAML1	-0.3017
FXR2	-0.791666666666667
TYK2	-0.38725
MUC6	-0.322833333333333
DNAJB7	-1.626
PIP4K2A	0.0250714285714286
MEX3A	-0.144833333333333
RRP1	-1.04
TFAP4	-0.4905
CXorf41	0.811
MTMR4	-0.9245
CTLA4	-0.7045
SNX9	0.484375
CIB3	-0.254333333333333
NECAP1	-0.594625
PLA2G2D	-0.00339999999999998
GLMN	-1.61533333333333
DCLRE1A	0.0985
PDX1	null
SAMD11	-1.63825
MRPL55	0.4182
TLR7	1.822625
TBC1D21	-0.079
SMAD1	1.7709
ACTRT2	-0.02475
RIOK2	-0.86275
PDLIM4	1.07
SLC22A15	0.435666666666667
ABHD13	0.6923
STX18	-0.1387
CCPG1	0.224214285714286
DCBLD1	1.2855
SLC2A6	-0.9435
NOLA3	-0.41975
TRDMT1	-0.703428571428572
IL17F	0.155
ATP1A4	-0.140166666666667
OR52W1	0.703
CFL1	0.238
IL4	-1.253
RBP2	0.996666666666667
CPSF6	-0.215375
TTC8	-0.2145
MUCL1	2.975
EYA3	-2.6865
KRT38	-0.231
GNE	-0.72975
ZNF501	0.229
SLC35A2	0.285625
CEP110	-0.0509
MYF6	0.70225
MGST2	0.629333333333333
TRPV4	0.845166666666667
NEK8	-0.3065
NOX5	-1.1065
NCKAP1L	-0.840166666666667
EMP3	-1.11316666666667
BPY2C	1.0475
C1orf38	0.29175
ELOVL2	-2.591125
CBX7	1.99958333333333
OSBPL1A	0.909833333333333
ZNF589	-0.52125
ESCO1	-0.938
TRA2A	-0.646583333333333
C3orf26	-1.7395
PHF2	1.20291666666667
PID1	1.0835
RFC1	0.0745
MTAP	-0.5176875
ADORA3	3.00483333333333
LOC389458	-0.30025
TRNT1	-0.77325
CRIPAK	0.1405
RAI2	2.10983333333333
ANKRD44	-0.33375
GZMB	3.104
NFE2L1	-0.029875
STIP1	-1.43383333333333
RASL11B	0.7425
NT5DC2	-2.014
LRP2	2.867625
MTDH	-0.441333333333333
ARSG	0.122
HSP90AB1	-0.906916666666667
CT45-6	-5.2055
ZNF483	0.44
LMBR1L	-0.447
S100A2	1.2813
C2	0.481444444444444
C2orf27	0.153
EIF4EBP1	-0.9925
GCKR	-3.11633333333333
PPP1R9B	0.6045
FER	-1.02725
SNRK	1.3345
OR5M10	0.3445
UTP6	-1.19775
CAPZA3	0.22025
FBP1	2.38666666666667
TERT	-1.7195
CCL1	-1.081
FUCA1	1.76275
ALS2CR8	1.20883333333333
KCMF1	0.206166666666667
SRCRB4D	-1.123
OXCT2	0.621833333333333
IL17RA	1.10633333333333
MPP5	0.40025
SPA17	-0.218
FLJ10986	1.12816666666667
GALNT14	-0.108
CXorf27	-1.17271428571429
NPLOC4	-0.738
RAB34	0.2905
KRTAP3-3	0.2575
ARSD	0.484166666666667
CPLX2	-2.1216
PJA1	1.077
WHDC1L1	1.19666666666667
RB1	-0.998
MTMR15	-0.6475
PHLDA2	-2.3212
GUCY2F	-0.3455
MPV17	0.116166666666667
SLC35D1	-1.3465
LYSMD3	-0.2981
COL16A1	2.24
ERLIN1	-0.975833333333333
JMJD4	-0.183
HIST1H2BK	-0.25525
TP53I11	1.0975
ST3GAL4	-1.3236
PF4V1	1.7565
ALG8	-0.10225
REG1A	-0.1425
MINA	-0.91875
CYB5R3	0.732333333333333
HHLA1	-0.68375
MYST4	2.0368
VASN	-0.74075
UCHL5IP	-0.922
TFAP2A	2.1316875
MGC9913	0.6875
C9orf97	-1.0055
LOC90379	0.19125
PHF15	0.578857142857143
ZNF169	-0.556166666666667
KRT7	1.9871
GLIPR1L2	3.50625
LOC116236	1.17175
IQCF3	0.2005
RDH14	0.3955
HNRPK	-0.439642857142857
RABEPK	0.0176666666666667
ISX	-3.1815
CBARA1	0.65525
RAD51AP1	-3.6925
MLL5	0.772
CXorf48	-6.4505
SGCD	-0.395
PHTF1	-0.6095
CA3	4.0245
CMTM5	0.70725
STX10	-0.694125
JMJD2D	-0.22025
P4HA1	-1.3545
GAB3	0.2915
DHRS4	0.279666666666667
COL4A1	2.3345
C20orf20	-1.957625
OSBPL2	-0.28725
PTTG2	-3.87275
KIAA1688	0.785
STS	-1.279
SHROOM4	1.15416666666667
KBTBD5	-0.3235
ALDH1A3	1.09288888888889
BTNL2	0.00566666666666665
TGIF1	0.699
ZFAND5	0.438125
ICA1	1.689875
NAV3	4.26716666666667
FLJ12331	-1.10625
EPS8L2	0.4671
MNT	0.467333333333333
ENTPD1	1.53358333333333
OR51E2	1.92142857142857
STK11	-0.02375
MX1	2.3035
TTTY9A	-0.055
CX62	-0.42
LOXL4	-0.562375
EXOSC4	-0.504
PURB	0.222142857142857
SETD1A	0.1245
RELB	1.627
LAMB2	1.6525
HNF1B	-0.772
PNLIPRP3	-0.704
C14orf139	0.56375
UMOD	3.176
GRIN3B	-0.33575
GPR25	0.306
ZNF512B	-1.224
ATP6V0A1	0.24725
SRA1	0.0590833333333334
ZNF615	1.439
ZNF768	-0.24875
ZNF469	3.08325
DYNC2LI1	0.473166666666667
DNAH3	-0.4895
LOC387911	3.40575
LOC554234	0.02475
ARRDC5	1.626
TMEM59L	-0.687833333333333
MARCH4	-2.149
CNOT8	-0.235166666666667
KIRREL3	-0.945833333333333
ADAM17	-0.08425
MYOG	0.006625
CPNE1	-0.616166666666667
AK5	5.171125
LOC204010	-1.17175
NDRG4	0.64
LOC130074	-0.0605
PIAS4	-0.62
NCOA2	0.66025
TEGT	0.1518
USP5	-0.016
ANKRD21	0.315333333333333
KIAA0692	-0.647166666666667
HAPLN3	1.0285
LZIC	-1.04075
NRXN3	0.5665
CDKN2C	-0.8525
KIAA0226	0.116416666666667
CYB5D1	0.6135
WDR68	-0.5239375
ABCB6	-1.1181
MRPS25	-1.30075
ZMAT2	0.294416666666667
KRT25	0.1675
RPL11	0.05075
GRAP	0.110333333333333
LOC198437	0.615666666666667
RORC	2.07625
RAP2C	-0.187071428571429
MXD1	0.0818749999999999
AZI2	0.69
NUAK2	0.6325
AHSG	-6.0465
MANSC1	2.43
IMP3	-0.039
C2orf3	-0.686125
VSTM3	2.52475
PCTP	0.118
SIRT1	0.87675
MANBA	0.30775
CD164	1.119875
GFRA1	-0.0117
PRM2	0.45375
ZKSCAN3	-0.5065
PLEKHG1	2.631
TPRKB	-0.476
UBFD1	0.208916666666667
CDKL5	1.06516666666667
HIST1H2BD	0.945416666666667
INPP4A	-0.647166666666667
BMX	1.532625
PTPRU	-0.5725
LOC554202	-0.113
HOXC8	1.825125
IL12B	-0.1585
ADPGK	-0.7315
ZNF418	0.9095
SIAE	1.831125
CWC15	-0.36975
RP13-401N8.2	-0.606
KLHL11	0.44625
DEDD2	-0.43225
PSMB3	-0.443
DDX25	-3.47325
ZBTB3	0.472833333333333
GFRAL	-0.8695
RPS25	-0.151333333333333
FAM57B	-0.5515
TESK2	0.698333333333333
DNM1L	-0.702375
ZNF207	-0.3805
CLEC11A	1.614875
TOLLIP	0.122375
TMEM61	-0.533166666666667
DLK1	-4.4428
PLVAP	3.442
NOD2	1.02683333333333
SCMH1	-0.25025
FLJ40235	0.202
HTR2A	1.23983333333333
ARMC5	0.8305
FUT7	0.4365
PRELP	2.994
ALKBH6	-0.756
GYG1	-0.703416666666667
POLR3GL	0.6345
COL8A2	4.941
OR10A5	0.25775
C1orf187	-1.76825
TXLNB	3.1165
C16orf68	-1.19983333333333
R3HDM1	-0.99075
C16orf75	-2.886
BAALC	0.984125
TNP1	0.31275
GAPDH	-1.7135
COX7C	-0.6055
ERRFI1	-0.3445
PGAM2	1.46933333333333
FAM108B1	-0.23775
APC	0.483125
TLR2	3.3605
SUCNR1	3.312
ZNF233	1.0365
WFDC1	0.124333333333333
PSG11	-0.5017
SLC39A1	0.4355
PSAPL1	-0.451
CDC42EP1	0.506875
MECR	-0.66675
KIAA0101	-4.412
MACROD2	0.4043
MMP19	1.35058333333333
LOC202459	-0.126666666666667
VNN2	1.64725
ACCN3	-1.0125
TIMD4	0.8385
RNASE8	-0.255
CCDC7	0.88675
SULT2B1	1.051
ME1	0.10625
MGRN1	0.506125
MRPL30	-0.656875
IVL	-0.119
CALM1	0.34065
PLEKHA6	2.2628
B4GALNT2	0.4105
PGDS	4.523375
C8orf33	-0.230416666666667
TMEM56	-1.46083333333333
CKM	-0.7145
ESR2	0.5638
ACOT8	-0.68725
AGTR2	-0.176333333333333
LOC155006	1.1355
BC37295_3	0.31
EPM2AIP1	-0.407666666666667
PZP	0.90225
RPS9	0.252333333333333
C18orf51	-1.8855
SIVA1	-0.5768
HEATR2	-0.545
CD3E	-0.677
C20orf142	-1.241
PGLYRP3	-0.3745
CCDC139	-0.53425
GPS2	0.3705
NOL14	-0.77575
LRTM2	-0.3345
TRIM36	-1.27225
TP53RK	-0.1388
FBXL13	0.817666666666667
RUFY2	0.510357142857143
C11orf70	1.56583333333333
HSPB9	0.801
GJA5	3.29575
HGF	-1.52816666666667
EPHB4	-0.4475
SOX18	2.15625
IFRG15	0.672
SERPINA10	-4.35475
WDR23	0.073625
REEP2	-0.2635
CDK3	-1.00625
HSPA12A	2.868625
ARL8B	0.2987
SATB1	1.224
PPM1D	-1.29866666666667
VPS45	0.4145
TP53BP2	0.62475
GJE1	2.10125
CACNA1G	1.293375
VGLL4	1.40875
GNPTG	1.38
ROS1	-3.65566666666667
C21orf128	-0.350833333333333
BMP8B	1.22325
SLC5A4	-0.377
SLC6A3	-0.1236
C16orf53	-0.11425
TMEM81	-0.801
APC2	-0.5537
SYAP1	-0.47125
C6orf54	-1.67083333333333
ZBED5	0.1963
PVR	-1.785
LTA4H	0.345
CCDC24	1.5201
MAGEA4	-4.5305
IFIT3	0.884666666666667
MYADM	0.8335
C21orf82	2.1595
PDE3B	0.3245
TMPRSS11A	0.03875
PGK1	-1.94464705882353
CCL13	4.75733333333333
DERL3	-0.5415
MLXIP	-0.74825
PLOD1	-0.877625
MTFR1	-2.0664
NPDC1	1.48466666666667
GPAA1	-0.643666666666667
LTV1	-1.042
RYR3	0.28975
C7orf46	0.04325
VAMP2	1.357
RNF135	1.2241
SUPV3L1	-0.1495
FIBP	-0.371
ADAMTS18	1.98766666666667
RNF25	-0.418
SOS1	-0.289
PLAU	-0.000249999999999991
MATK	-1.63025
EHF	6.2635
CTNND2	-1.373125
PTEN	0.918357142857143
ZNF189	0.77475
SLC28A3	3.157
GUCY1A3	4.313
SETD2	0.9649375
ROGDI	1.31425
TICAM1	0.4131
RASSF3	0.49
PACSIN2	0.0953333333333333
SERPINB5	-0.011
PRKCDBP	1.381
TFDP3	-1.583
LGR6	4.117875
RFX5	-0.497
OR52J3	0.0825
PTPN18	0.436875
ZBTB34	-0.0915
KCNF1	-0.833
