Hybridization REF	TCGA-A1-A0SD-01A-11R-A115-07
PCDH15	1.743
GABRG3	-2.38225
NUDCD2	-0.306875
SGCZ	0.437
KCTD17	0.0839
SPSB2	0.866
TPPP3	4.03966666666667
CILP2	1.15333333333333
CALB2	3.724125
CEBPZ	-0.692833333333333
ZNF479	0.58775
FMOD	5.551
C21orf66	-1.09371428571429
CLN6	-0.622666666666667
ANAPC1	-0.787875
SH2D3C	0.82575
PTPN14	-0.7954
TRIM42	0.16375
APTX	0.625
SNRPG	-0.854833333333333
BMS1	-0.75975
MAGEA3	-4.2485
NFATC3	-1.173
LRRC45	-1.09766666666667
ARS2	-0.881428571428571
LRIG1	1.0155
EPSTI1	0.800833333333333
PRSS27	0.06175
ERC2	1.053875
PRKACB	0.207357142857143
PRDM13	-4.84
HCG27	-0.81675
KLK12	-2.063
HSD17B7	-0.382
ZNF354A	0.537
PCDH11X	-0.246
DMGDH	2.05375
PCBD2	-0.2245
TMC6	-1.895
RIMS1	-0.051
SF3B2	-0.683666666666667
RCN1	-0.2185
CPB1	3.23475
BCAR3	0.65
FCRLB	2.123625
PAK1IP1	-0.27925
OR10H1	0.1585
KIF9	0.3839
PITPNM2	-1.327
L3MBTL4	0.11325
TGFB1	0.2449
ZXDC	-0.91175
SLC6A16	-0.66
SRrp35	-1.2895
LRRC8E	1.60475
PPIAL4	-0.423083333333333
EOMES	-0.0255
PAX2	-0.476
SCARF2	0.344125
PSEN2	0.517666666666667
PCDHB13	0.29125
C10orf28	-0.268
DHRS7B	0.317428571428571
C1orf131	-0.2535
ASB1	-0.7078
ZNF223	1.17583333333333
LCMT2	0.9985
MEP1A	-0.633
TMEM53	-0.0985
RSPH3	0.43775
C10orf33	-0.9385
LOC644285	0.126
PTPN9	0.355333333333333
ABCA12	-3.77125
CCDC37	-1.28325
RUNDC1	1.264
YES1	-0.224166666666667
FAM120AOS	1.10875
OR5M3	0.563
PPP1R3F	1.08883333333333
IL13	-0.491
MDFI	-1.6275
PRNT	0.39475
ZDBF2	-0.581
OR10C1	0.0991666666666667
CLIC1	-0.655
LILRA5	0.437666666666667
CSAG1	-4.0065
TREML2	-0.741833333333333
FAM125A	-0.1515
ZNF74	-1.35475
FAM104A	-0.281
LRRC39	-0.4015
SAMD5	-0.62
HYAL2	-0.49325
HIST2H2AC	0.392
IGFBP5	1.15569565217391
NRTN	-2.18433333333333
KIAA0556	-0.0045
FAM29A	-1.43022222222222
JMJD2A	0.3325
EPHB1	0.26175
POLD4	1.103125
ANAPC10	0.0455
LRRC36	1.5855
MEGF6	-0.610625
LPHN3	0.380833333333333
BMP10	-0.656833333333333
C21orf55	0.8605
CREM	0.0513125
PTGER4	-0.0951666666666667
METAP1	-0.586125
KCNQ1	0.867833333333333
NR2F2	-0.82225
SSFA2	0.00741666666666668
CTTNBP2	0.8335
BCL2A1	-1.288
ZBTB24	-0.69475
SLCO6A1	-2.27266666666667
PRDM1	0.215
OR7D2	-0.553166666666667
CCDC47	-0.1688
LOC646982	0.347
SLC26A6	-2.001
BIN1	-1.0311
SRRM1	-0.671785714285714
PCSK1N	1.81075
ALS2	0.1422
ECT2	-1.03778947368421
CACNA2D2	1.430625
DOCK6	-0.7315
C10orf119	0.55625
FATE1	0.17625
DUSP23	1.4695
TRIP6	-0.388214285714286
NUP35	-0.104
CDH3	-0.97325
KLHDC8A	1.112
C9orf116	0.69375
EI24	-0.9165
CENTD1	0.813833333333333
RWDD2B	-0.0251666666666667
DOCK1	1.5935
NPAS2	-0.283125
NR3C2	3.14983333333333
FAM63A	0.775
INPP5F	0.392666666666667
FAM111A	-0.6714
MYBL1	-1.70291666666667
IQGAP3	-1.11283333333333
CRADD	0.456166666666667
DUSP12	-0.5035
PDZK1IP1	2.35875
VASH2	-1.079
CTR9	1.22375
VIL1	-4.091
OR8U1	0.275833333333333
CCDC107	0.9525
PTTG1IP	-0.5435
OR4X2	0.40125
COL9A1	-2.622
PSMD9	0.0345
ZFP62	0.55475
TIP39	-0.3585
PARP15	0.646
TTC19	-0.17725
C1orf114	-1.39683333333333
GFPT1	-0.61
SLC27A6	-0.49825
MRPS10	-0.6116
CALML5	-2.65583333333333
TRPM7	0.449625
CGNL1	1.81675
CECR1	-0.3575
SERPINB8	-0.278666666666667
TMEM102	-0.148
PDIA2	-3.3645
NUCKS1	0.0761666666666667
HOTAIR	-2.5545
EBI3	0.17975
NXN	0.56425
ZMYND19	-1.05425
FOXJ3	-0.12875
EIF5B	-0.1231
EIF2B4	-0.1355
LEO1	0.48825
ZIC5	-1.76875
IL20	-1.163
KIAA0415	-1.16525
FLJ37357	-0.7935
TSPAN12	0.587
ACTR3B	0.178625
TFAM	-0.496833333333333
IL17RD	0.12225
PARP12	-0.133
KLHDC7A	0.4045
KCTD4	-0.72
GTF2H1	0.73175
FLCN	-0.916
BIRC4	1.627125
LOC790955	-1.19725
VKORC1L1	-0.54525
CYP4F22	3.48716666666667
TAS2R5	0.679
ZNF582	0.743
HS3ST3B1	-0.35425
CTNS	0.1885
STK36	0.376333333333333
MMD2	-0.20325
RP5-1103G7.6	-0.1205
FLJ23356	-0.4275
CRH	9.03675
C1orf182	-0.372
ACP5	0.4825
AMFR	1.3114
CA4	-2.3045
PLCB4	-2.477875
MPHOSPH10	-0.08225
UNQ473	-0.00366666666666666
G3BP2	-0.158833333333333
SR140	-0.758166666666667
HOXA2	0.3605
PYGB	-1.0005
BAT1	-0.394083333333333
DKK3	0.8975
DDX31	-1.620375
TULP1	0.125375
NHLRC2	0.32625
TNRC4	-0.643333333333333
ZNF430	0.56175
TNRC6A	-0.0855
PLA2G1B	1.707
RCHY1	0.502333333333333
GTF2A2	0.201166666666667
MGC4294	1.447
ZNF691	0.0125
TACC3	-2.894
DNAJC5G	-0.35875
LOC4951	0.7585
MS4A4A	-0.7285
LOC152485	0.6815
PPP1R2P1	0.45525
PPP2R5B	-0.85475
RPGRIP1L	0.532875
SPOP	0.4161
PTPRF	1.02766666666667
MGC42090	1.198
SUSD3	3.981
THOC4	-1.32525
MAML1	0.0548
FXR2	-1.5915
TYK2	-0.6785
MUC6	0.1605
DNAJB7	-0.655
PIP4K2A	-0.488357142857143
MEX3A	-0.843833333333333
RRP1	-1.29475
TFAP4	-0.7435
CXorf41	0.29575
MTMR4	0.230166666666667
CTLA4	0.1935
SNX9	0.38025
CIB3	1.1435
NECAP1	0.710125
PLA2G2D	-0.3647
GLMN	-0.705333333333333
DCLRE1A	0.21225
PDX1	-0.0755
SAMD11	-1.8535
MRPL55	0.1032
TLR7	2.050625
TBC1D21	0.352666666666667
SMAD1	1.8508
ACTRT2	-0.4865
RIOK2	-0.395
PDLIM4	0.378
SLC22A15	0.812166666666667
ABHD13	0.6613
STX18	0.3195
CCPG1	0.935571428571429
DCBLD1	0.804
SLC2A6	-1.9045
NOLA3	-0.177
TRDMT1	-0.235571428571429
IL17F	-0.136
ATP1A4	-1.0815
OR52W1	0.458
CFL1	-0.2945
IL4	-1.24575
RBP2	3.0225
CPSF6	0.039
TTC8	1.61416666666667
MUCL1	3.273
EYA3	-1.32633333333333
KRT38	0.52025
GNE	-1.49
ZNF501	2.37275
SLC35A2	0.306375
CEP110	-0.4588
MYF6	0.51125
MGST2	0.184833333333333
TRPV4	0.452333333333333
NEK8	-0.48
NOX5	-1.5885
NCKAP1L	-1.194
EMP3	-1.1495
BPY2C	-0.672
C1orf38	1.389875
ELOVL2	0.694875
CBX7	1.58291666666667
OSBPL1A	0.650833333333333
ZNF589	-0.63175
ESCO1	-1.13483333333333
TRA2A	-0.233666666666667
C3orf26	-0.5055
PHF2	1.03566666666667
PID1	1.64233333333333
RFC1	0.021125
MTAP	-0.2656875
ADORA3	3.9995
LOC389458	0.004
TRNT1	-0.111
CRIPAK	0.32125
RAI2	4.789
ANKRD44	-0.46825
GZMB	1.84
NFE2L1	-0.934125
STIP1	-2.10516666666667
RASL11B	1.863
NT5DC2	-2.10883333333333
LRP2	2.47475
MTDH	-0.232933333333333
ARSG	1.271
HSP90AB1	-1.11866666666667
CT45-6	-4.83825
ZNF483	0.6325
LMBR1L	-0.42225
S100A2	-1.2943
C2	-0.756277777777778
C2orf27	-0.258375
EIF4EBP1	1.05625
GCKR	-3.467
PPP1R9B	0.06275
FER	-0.36925
SNRK	0.412
OR5M10	0.222
UTP6	-0.6295
CAPZA3	-0.28975
FBP1	1.41633333333333
TERT	-1.293
CCL1	-1.3025
FUCA1	0.732
ALS2CR8	1.1495
KCMF1	-0.072
SRCRB4D	-1.802
OXCT2	-0.904666666666667
IL17RA	0.467666666666667
MPP5	-0.097125
SPA17	-0.221
FLJ10986	2.04066666666667
GALNT14	1.17
CXorf27	-1.143625
NPLOC4	-0.98225
RAB34	0.323
KRTAP3-3	-0.032
ARSD	1.2125
CPLX2	-1.9432
PJA1	2.449
WHDC1L1	0.341666666666667
RB1	-0.4054
MTMR15	-0.606
PHLDA2	-0.9074
GUCY2F	-0.3325
MPV17	-0.087
SLC35D1	-0.153
LYSMD3	0.0944
COL16A1	2.29325
ERLIN1	-0.5255
JMJD4	-1.0315
HIST1H2BK	0.15975
TP53I11	1.5535
ST3GAL4	-1.0751
PF4V1	0.5036
ALG8	0.37275
REG1A	0.1585
MINA	-0.708
CYB5R3	-0.0658333333333334
HHLA1	-0.10675
MYST4	1.4989
VASN	-0.4975
UCHL5IP	-0.57325
TFAP2A	1.7013125
MGC9913	-0.9355
C9orf97	-0.3875
LOC90379	-0.977
PHF15	0.7485
ZNF169	-0.332666666666667
KRT7	1.4471
GLIPR1L2	3.199
LOC116236	-0.1595
IQCF3	-0.89675
RDH14	1.12466666666667
HNRPK	0.265928571428571
RABEPK	0.121333333333333
ISX	-2.394
CBARA1	0.32975
RAD51AP1	-1.963
MLL5	0.496125
CXorf48	-5.368
SGCD	1.1185
PHTF1	0.51875
CA3	0.0435
CMTM5	-0.05975
STX10	-0.37775
JMJD2D	-0.64375
P4HA1	-0.833666666666667
GAB3	-0.303833333333333
DHRS4	0.0713333333333333
COL4A1	2.1990625
C20orf20	-1.45475
OSBPL2	0.4525
PTTG2	-2.3105
KIAA1688	0.49275
STS	-1.963
SHROOM4	0.0928333333333334
KBTBD5	-0.2475
ALDH1A3	-1.0731
BTNL2	0.0028333333333333
TGIF1	0.9845
ZFAND5	0.916875
ICA1	-1.538375
NAV3	2.0325
FLJ12331	-0.88425
EPS8L2	0.9849
MNT	0.153333333333333
ENTPD1	2.35758333333333
OR51E2	1.5585
STK11	-0.4915
MX1	2.727375
TTTY9A	0.46075
CX62	-0.291
LOXL4	-1.93375
EXOSC4	-0.794
PURB	-0.120642857142857
SETD1A	-1.10833333333333
RELB	1.05475
LAMB2	1.9925
HNF1B	-0.434
PNLIPRP3	-0.019
C14orf139	-0.27
UMOD	0.36075
GRIN3B	-0.281
GPR25	0.2795
ZNF512B	-1.06975
ATP6V0A1	-0.05075
SRA1	0.520583333333334
ZNF615	1.5545
ZNF768	-0.87725
ZNF469	4.15375
DYNC2LI1	1.37433333333333
DNAH3	0.603
LOC387911	0.2545
LOC554234	0.59575
ARRDC5	-0.16875
TMEM59L	-1.36633333333333
MARCH4	-0.482
CNOT8	0.310333333333333
KIRREL3	-1.97383333333333
ADAM17	0.364625
MYOG	0.278125
CPNE1	-0.778833333333333
AK5	1.401625
LOC204010	-0.7165
NDRG4	0.954
LOC130074	-0.721
PIAS4	-0.9405
NCOA2	1.36125
TEGT	0.0941
USP5	-1.3435
ANKRD21	-3.21625
KIAA0692	0.257333333333333
HAPLN3	-0.43175
LZIC	-0.353
NRXN3	4.34125
CDKN2C	-1.4645
KIAA0226	-0.03025
CYB5D1	-0.4085
WDR68	-1.05575
ABCB6	-1.2774
MRPS25	-1.05725
ZMAT2	0.305083333333333
KRT25	0.0955
RPL11	0.4205
GRAP	-0.610166666666667
LOC198437	0.8555
RORC	0.567
RAP2C	0.651142857142857
MXD1	0.791875
AZI2	0.887833333333333
NUAK2	0.0605
AHSG	-6.231875
MANSC1	1.268
IMP3	-0.1735
C2orf3	-0.048
VSTM3	1.70175
PCTP	0.11425
SIRT1	0.995
MANBA	1.308
CD164	-0.046125
GFRA1	-0.0266
PRM2	0.92425
ZKSCAN3	0.0975
PLEKHG1	2.4305
TPRKB	0.373
UBFD1	-0.794666666666667
CDKL5	1.02816666666667
HIST1H2BD	0.604583333333333
INPP4A	-0.918333333333333
BMX	-0.4975
PTPRU	0.357
LOC554202	0.742166666666667
HOXC8	1.30275
IL12B	-0.981
ADPGK	-0.93625
ZNF418	1.023
SIAE	0.63575
CWC15	-0.34725
RP13-401N8.2	0.296
KLHL11	0.03775
DEDD2	-0.228375
PSMB3	-0.32075
DDX25	-2.843
ZBTB3	-0.0593333333333333
GFRAL	0.633
RPS25	-0.7705
FAM57B	-0.627833333333333
TESK2	1.83316666666667
DNM1L	-0.9195
ZNF207	0.163333333333333
CLEC11A	1.569125
TOLLIP	0.57525
TMEM61	0.277333333333333
DLK1	-4.712
PLVAP	2.843375
NOD2	2.36533333333333
SCMH1	-0.81625
FLJ40235	0.03975
HTR2A	-0.2625
ARMC5	-0.0185
FUT7	0.256
PRELP	2.2014
ALKBH6	-0.1275
GYG1	0.199666666666667
POLR3GL	0.06675
COL8A2	5.8645
OR10A5	0.2555
C1orf187	-1.678
TXLNB	2.23833333333333
C16orf68	-1.10425
R3HDM1	-0.16625
C16orf75	-2.9465
BAALC	-0.69
TNP1	0.62675
GAPDH	-1.62916666666667
COX7C	0.1815
ERRFI1	-0.70775
PGAM2	2.527
FAM108B1	-0.19425
APC	0.86225
TLR2	4.06925
SUCNR1	0.980428571428571
ZNF233	1.6445
WFDC1	-0.586166666666667
PSG11	-0.1741
SLC39A1	-0.0945
PSAPL1	-1.111
CDC42EP1	-0.324125
MECR	-0.49575
KIAA0101	-2.7006
MACROD2	1.7072
MMP19	1.22066666666667
LOC202459	0.0285
VNN2	1.15025
ACCN3	-0.909
TIMD4	1.8525
RNASE8	0.1845
CCDC7	0.57675
SULT2B1	1.103
ME1	-2.26725
MGRN1	0.043
MRPL30	-0.744875
IVL	-0.270875
CALM1	1.15065
PLEKHA6	1.7494
B4GALNT2	-0.166
PGDS	5.2285
C8orf33	-0.53375
TMEM56	-1.49683333333333
CKM	-1.22416666666667
ESR2	0.444
ACOT8	-0.25075
AGTR2	-0.287
LOC155006	1.268
BC37295_3	0.6925
EPM2AIP1	-0.284833333333333
PZP	-0.33825
RPS9	0.400333333333333
C18orf51	-1.90325
SIVA1	-0.6196
HEATR2	-1.3605
CD3E	-0.754
C20orf142	-0.54925
PGLYRP3	0.238
CCDC139	0.11475
GPS2	-0.455166666666667
NOL14	-1.465
LRTM2	0.663
TRIM36	-1.414625
TP53RK	0.7929
FBXL13	0.333
RUFY2	0.671285714285714
C11orf70	3.10633333333333
HSPB9	-0.66
GJA5	2.92375
HGF	-0.802166666666667
EPHB4	-1.01825
SOX18	-0.36825
IFRG15	-0.2275
SERPINA10	-3.3775
WDR23	-0.28125
REEP2	0.5705
CDK3	-1.415
HSPA12A	3.196
ARL8B	0.4298
SATB1	-0.545333333333333
PPM1D	-1.2735
VPS45	0.0421666666666667
TP53BP2	-0.362625
GJE1	3.19625
CACNA1G	1.242375
VGLL4	1.22525
GNPTG	0.2795
ROS1	-3.16125
C21orf128	-0.256666666666667
BMP8B	0.46625
SLC5A4	-0.4265
SLC6A3	-0.07
C16orf53	-0.36
TMEM81	-0.931
APC2	-0.2165
SYAP1	-0.226625
C6orf54	-1.58716666666667
ZBED5	0.5466
PVR	-1.644875
LTA4H	0.043
CCDC24	1.3961
MAGEA4	-4.19183333333333
IFIT3	1.278
MYADM	0.909
C21orf82	0.322
PDE3B	-2.16125
TMPRSS11A	0.29725
PGK1	-1.41694117647059
CCL13	2.461
DERL3	-0.1185
MLXIP	-1.22525
PLOD1	-1.392
MTFR1	-0.6993
NPDC1	0.878166666666667
GPAA1	-0.978833333333333
LTV1	-0.9625
RYR3	-0.9205
C7orf46	1.29125
VAMP2	0.294875
RNF135	1.1431
SUPV3L1	-0.08575
FIBP	0.234875
ADAMTS18	1.70516666666667
RNF25	-0.21
SOS1	-0.3205
PLAU	0.3935
MATK	-3.17275
EHF	1.345
CTNND2	2.07425
PTEN	1.36135714285714
ZNF189	1.016
SLC28A3	-0.3025
GUCY1A3	3.79175
SETD2	0.1100625
ROGDI	0.6
TICAM1	0.4475
RASSF3	0.3615
PACSIN2	-1.86433333333333
SERPINB5	0.449166666666667
PRKCDBP	0.9805
TFDP3	-1.342
LGR6	2.2215
RFX5	-0.154166666666667
OR52J3	1.039
PTPN18	0.44775
ZBTB34	0.083125
KCNF1	3.512
SYNE2	0.416071428571429
SLC22A4	1.73125
NETO2	0.872375
VCPIP1	-0.45675
LDHD	0.66725
ESX1	-3.679
SQRDL	2.43925
GALK1	-1.436
SERPINA6	-3.43216666666667
HD	-0.40375
ASCL3	0.5715
FBXL6	-1.48675
FABP7	-3.37675
MAGEC3	0.404
KLC4	-0.047
CD1D	-2.333
PRAM1	0.76775
EIF3B	-0.854642857142857
DSCR8	-5.768
FLVCR1	-1.81825
KIAA0141	-0.2
PROM2	3.7165
ALOX5	1.7344
GPR162	-1.03675
LYRM2	-0.082125
RNASE6	-0.4035
HES5	2.498
GJA1	1.74225
MRPS14	-0.56075
HMHB1	0.27
TAF7	0.32
BTNL9	0.3716
SFXN2	-0.107375
VEPH1	-0.883
GK2	0.158833333333333
AMBP	-5.1475
KIAA0953	-0.1475
XAGE5	-0.865166666666667
CCBP2	-1.865
TGM2	-2.11716666666667
ZNF202	-1.4915
ACTL6A	-0.0665
SLC23A2	0.06
ARHGEF7	-0.68325
LOC728635	-0.0855
CRYM	0.461666666666667
PKD2	0.8535
MANBAL	0.618166666666667
LIN54	-0.82475
ACTL7B	-0.3735
OR4D9	-0.397
KIAA1683	0.034375
ZNF704	-0.257666666666667
TCP10	-0.491875
MAGEB18	0.7525
DEFA4	0.623333333333333
ZNF197	0.026
PTOV1	-0.180166666666667
RNF208	0.783333333333333
CMIP	-0.1985
TRDN	-0.1325
UCHL1	-1.093375
APOL6	-1.0304
PLK1	-1.9255
NPHP1	1.7945
NDUFA11	-0.36225
DAB1	0.112
RTN4R	-0.26525
PUSL1	-0.092
SYT2	-0.104
ANXA13	1.28075
RFTN1	-1.3625
ATP8B2	-0.324833333333333
VN1R2	0.989
OR52E4	0.269
NPPB	-2.434
ZNF148	0.94125
ZNF141	0.909625
IKZF1	-2.68725
PSMC2	-0.529
GGA3	-0.5355
LPGAT1	0.93025
SEC16B	0.923833333333333
C5orf38	-0.855833333333333
THOC2	-0.3229
SLC16A12	-0.477333333333333
ALK	-2.175875
DACT3	2.16083333333333
CACHD1	-0.5635
GAN	-0.62525
EXOC6B	-0.592
HIST1H2AE	-0.169
VAMP1	-1.6735
SRI	1.44475
AKAP14	0.6355
HLA-E	0.748
SLC25A32	-0.589
FLT3LG	0.284333333333333
ATP1B1	0.894375
WDR1	-0.046125
SWAP70	0.657
TRIM31	-0.425
ARNT	0.8345
ZNF596	0.8169
CDKN1B	1.05558333333333
FOXC1	0.6785
SEMA3A	-2.8116
LSM14A	0.310416666666667
STEAP3	-0.7725
ABCA1	0.521166666666667
PLSCR2	0.5945
EDC3	-0.997666666666667
THBS3	1.041
C15orf43	0.8316
GMCL1	0.257333333333333
C9orf71	0.469
MGAT5	-0.725
LOC402164	-0.01425
TSPAN8	-5.3015
DYNLT1	0.363625
IGSF1	-1.203
TMEM143	-0.37325
FLJ25006	-2.74225
ATP13A3	-0.2515
C3AR1	2.44325
CADM2	2.74933333333333
EFNA4	-0.6645
HAO1	0.7365
TWF1	0.355
MRPS17	-1.1985
MYH9	0.6285
C9orf9	0.674666666666667
C17orf79	0.267
FSCN3	0.2045
BDKRB2	2.33216666666667
PCGF6	-0.175333333333333
RAP1GAP	-0.619333333333333
TAS2R41	0.57
DCLK1	1.3682
DEFT1P	-0.328833333333333
TAF2	0.104083333333333
COPZ1	0.26425
KATNA1	0.01125
STIM1	0.70925
TBX2	-1.35033333333333
RPS4X	1.75538461538462
MARCH8	0.408833333333333
DHX33	-1.82516666666667
TMEM161B	-0.187166666666667
SYPL2	-0.091
ADCY5	-0.669375
SRPK3	0.05075
CXorf9	-0.242
REC8	-1.3395
CLP1	-0.6874
MGC52498	-0.678
DUOX2	0.7775
C6orf150	-0.73825
TSC22D3	2.515
CASP8	-1.5454
PRKD3	-1.23475
CFH	1.772
TRO	-0.02575
NRIP1	2.54225
ZNF707	-0.135166666666667
TBC1D22B	-0.645666666666667
HYI	0.969
COX7B2	-0.5
GPR52	0.1745
CASC3	-0.0692857142857143
METRN	-0.12625
KRT3	0.652
ARF1	-0.0702142857142857
C1orf111	0.24175
MOG	-0.191
C6orf50	0.633
MGC12966	0.17575
ATP7A	1.7175
NOTUM	-2.6895
LOC342897	0.2875
ITSN2	0.296166666666667
GIP	-0.2695
LOC89944	-1.54716666666667
UBXD8	0.16775
GYPE	-2.323
JAG1	1.09016666666667
RLBP1L2	0.4145
HIST1H2AL	0.246875
PAPPA	-1.1695
CYP4F8	2.54975
TRH	1.10775
DCTN3	0.482
NT5C	-0.20325
HTR3C	-0.735
VPS41	0.816875
KIAA0174	-0.1776
ANKS6	-1.988875
MPV17L	0.596333333333333
MT1M	1.014
DTX1	0.537625
LOC146325	-0.9778
ZNF639	0.247333333333333
CACNG4	0.4914
TNNC1	-1.32075
MGC27345	-0.294625
CASD1	0.567
HOXD4	0.5895
SMC4	-1.58035294117647
TTC35	0.0224
CTXN1	0.469625
RGS19	-0.9305
SFRS3	-0.45
TRIM43	-0.332
HLA-DQB1	2.794125
NUPL1	-0.4011
NRAS	-1.91125
RPL22L1	-1.86
ZNF138	-0.573
FBXW2	-0.4054
SIX3	-0.0163333333333333
HDAC9	-0.641363636363636
OGG1	-0.087375
APLP1	0.7735
OR7A5	0.1835
DLX4	-0.55575
TUBA1B	-1.3575
CRY1	0.49925
C12orf29	0.12625
MGC70863	0.490272727272727
OR1D2	-0.375
C1orf25	0.38625
CUZD1	0.3185
PUNC	-0.868
SCAND1	0.263
MYT1	3.176
MPND	-0.673
GOLGA1	0.662
ZBTB43	0.1755
VAPA	0.630916666666667
C4orf36	1.28875
STAP1	1.9215
SLC34A1	0.1855
PIK3R3	0.5113
TGM5	0.9
USPL1	-0.3705
FBXO40	0.0892
BRF1	-0.00210000000000003
CCL27	0.6455
hCG_1657980	0.6025
PFN2	0.2704
MYBPH	-1.993
PPP1CC	-0.3898125
CDCA7L	-1.8165
KCNB2	1.32375
C20orf151	0.6745
USP13	-0.4725
RCOR2	-0.577333333333333
FBXW4	0.00783333333333333
WT1	-2.496
TAS2R46	0.574
STK38L	0.493333333333333
LEPROT	0.838875
DDX42	-0.5745
TXNRD2	-2.00383333333333
TNFRSF4	2.21
KSR1	-0.106125
SLC27A1	1.094
POU5F2	0.247
SLC22A11	0.1795
C8orf32	-0.0085
ZNF236	0.185857142857143
GABRB1	-4.2315
LRRC29	1.3585
FBLN1	1.65791666666667
MRRF	-0.6065
RP1	0.933
MARVELD1	2.1545
AFF4	-0.153357142857143
C17orf54	0.0495
RAF1	-0.85
SUB1	0.393166666666667
MRPS33	-0.4535
ZIC1	-3.23211111111111
ARL10	0.4115
RAG1AP1	-0.293833333333333
P2RX5	-2.8832
NCR3	0.152666666666667
LTB4R2	0.0685
HLA-DPA1	4.747875
FKBPL	-0.413333333333333
JAKMIP1	-3.99025
SNX4	0.6975
CD248	1.93575
CCR2	-2.556
LOC401152	0.913833333333333
SH3KBP1	-0.7985
LMBRD2	0.5385
WDR51A	-1.54333333333333
SYT15	-0.573
SMOX	-0.28925
NACAP1	1.00575
DRD2	0.0535
COPS2	0.19525
FCER1A	4.22825
TMEM112B	-0.305
SUGT1	-0.1969
CALR	-0.330375
DPY19L2P4	2.83925
ADRA1B	0.719375
LTB	1.87975
SNRPD1	-0.84525
NCAPG2	-1.9405
KCNMB1	2.37466666666667
ITGAV	2.14808333333333
LENG4	0.42975
C13orf16	0.418833333333333
C20orf3	0.675875
PIP5K1A	-0.9035
PCNA	-0.9295
C1orf34	3.24725
MMACHC	-0.55275
BEST1	-0.226166666666667
REV3L	-0.91375
ZRANB1	0.373
AVPI1	-0.98225
ATG5	0.0788750000000001
SARM1	1.172
RGS7	1.871
HMP19	2.784
SGTB	-0.474555555555556
FEM1A	0.1964
C1orf122	0.454625
MYCT1	1.935
GM2A	-0.513625
ZCCHC7	0.256714285714286
MYH10	-0.91925
DKFZp761B107	0.596
ADAL	-0.337
OR10J1	0.37875
TMEM9B	2.81575
DNAJA1	-0.467625
SCGB1D4	1.144
LRRC50	0.1885
PRKX	0.9025
NUDT14	0.2086
PCTK1	-1.03618181818182
ARG1	-3.81625
KIF2C	-2.7135
GFM1	-0.3765
RAB11FIP3	-0.367
HBD	-0.627
NPR3	0.2975
IRAK3	1.37766666666667
OLAH	-1.73083333333333
CYB561D2	0.41325
CNNM4	1.01275
MYO5A	-0.7806
SIPA1L3	1.80391666666667
ADAM10	0.346
LIPA	1.11
NAP1L4	-0.535
MRPS22	-0.54875
GNG4	-1.16066666666667
PSG5	0.539333333333333
PPP2R2C	0.9076
P2RY12	1.525
SLC6A13	-0.2765
AGPAT4	0.5944
C6orf199	1.23175
FAM53C	-0.06325
TPM1	0.0892727272727273
PYHIN1	0.176
LINGO1	0.547666666666667
CIDEC	0.132333333333333
CRIM1	1.3816
DHTKD1	-0.59
ZNF546	0.325416666666667
CD300LG	0.2709
SFRS2IP	-0.0893333333333333
FLNB	0.327375
NOC2L	-2.148
SPINK7	0.2375
CRTC2	0.1675
HMG4L	-2.03825
C14orf162	0.95475
CCDC123	0.306
HTRA3	2.7414375
SPTBN5	-0.366333333333333
C1orf77	-0.421416666666667
TAF1L	0.3925
WDR78	2.975
WDR49	0.694
SIN3A	0.837
ECSIT	-0.147333333333333
VSIG4	4.30075
DIRAS2	1.4052
TXNL1	0.2625
MTERFD3	0.8525
CCNYL1	-0.31525
CISD2	0.157833333333333
OR5C1	-0.1385
OBSCN	0.99025
GBA	-0.0715
SLC9A11	1.087
C6orf64	1.08966666666667
ESD	-0.102375
CYYR1	1.46733333333333
PNRC1	0.1125
FCAMR	-0.066
PPIA	-0.684428571428571
VDAC1	-1.18475
TRIB1	0.772875
NT5C1B	-0.2898
CLDN17	-0.41975
ICOSLG	0.23175
RGR	0.059
DSG1	-0.556
TMEM27	-0.84825
C1orf69	-1.08025
PRAP1	-1.289
DQX1	-3.455625
C20orf46	-1.92363636363636
NHEJ1	-0.4815
DNAJC18	0.738
MANEAL	-1.16216666666667
MTBP	-1.2315
S100A6	1.4415
ABHD7	3.39425
NEDD1	0.249
TINF2	1.0885
SLC7A10	0.463
KIAA1875	-0.6885
TMEM20	-1.4115
COX19	-0.476875
SPRR1A	0.247833333333333
SCEL	-0.627125
CCDC70	0.4575
CRISP2	0.387333333333333
ILF3	-0.963111111111111
NTRK3	0.755333333333334
B3GNT1	0.4065
LARP6	0.524666666666667
FBN1	1.2472
ZNF621	0.35275
JOSD1	-0.15
SNX14	0.06
INHBB	3.39083333333333
TBL2	-0.4255
GUSBL1	-1.00116666666667
TXLNA	-0.27475
PEX6	-0.401
DDEF1	-0.714416666666667
TMEM187	1.96383333333333
AIP	0.13325
MCEE	0.41725
LGALS14	0.017
TNFRSF13C	-0.2775
CTNNA3	0.464833333333333
HSDL1	0.336
LAMA5	-0.582
KIAA1853	-0.3645
PMS2L11	-0.2085
AKAP4	0.273
DIS3L2	-0.233833333333333
ZNF292	0.245125
TBX15	1.75516666666667
CTCF	-0.0893
FAM19A3	-1.553
FUT10	0.533
KIAA0746	-1.38925
KRT81	-0.141
ALDH3B2	0.537
MOGAT2	-0.968
M6PR	-0.7795
