Hybridization REF	TCGA-B6-A0WY-01A-11R-A109-07
VKORC1L1	-0.49825
CYP4F22	2.96266666666667
TAS2R5	0.185
ZNF582	0.2595
HS3ST3B1	-0.96475
CTNS	0.259
STK36	0.1395
MMD2	0.32525
RP5-1103G7.6	-0.2295
FLJ23356	-0.123
CRH	-0.48525
C1orf182	0.5515
ACP5	2.66933333333333
AMFR	1.2884
CA4	-1.3815
PLCB4	-0.2895
MPHOSPH10	-0.23225
UNQ473	1.63833333333333
G3BP2	-0.317916666666667
SR140	-0.90775
HOXA2	2.04975
PYGB	-0.334875
BAT1	-0.489166666666667
DKK3	2.438
DDX31	-0.618875
TULP1	0.494875
NHLRC2	0.0595
TNRC4	0.519833333333333
ZNF430	-0.592
TNRC6A	-0.031625
PLA2G1B	0.5945
RCHY1	0.252833333333333
GTF2A2	-1.04516666666667
MGC4294	0.707
ZNF691	0.07725
TACC3	-1.9925
DNAJC5G	0.2735
LOC4951	-0.31725
MS4A4A	-1.082
LOC152485	0.892
PPP1R2P1	0.15675
PPP2R5B	-0.056
RPGRIP1L	0.055875
SPOP	0.4968
PTPRF	0.958583333333333
MGC42090	0.0915
SUSD3	1.826
THOC4	-0.33975
MAML1	-0.1728
FXR2	-1.04516666666667
TYK2	0.307625
MUC6	1.503
DNAJB7	-0.3675
PIP4K2A	-0.545785714285714
MEX3A	-0.128833333333333
RRP1	-0.462375
TFAP4	-0.7245
CXorf41	0.55325
MTMR4	-0.261666666666667
CTLA4	0.1335
SNX9	0.058625
CIB3	1.67183333333333
NECAP1	0.375
PLA2G2D	-0.0737
GLMN	-1.7035
DCLRE1A	-0.15475
PDX1	-0.319
SAMD11	-0.64125
MRPL55	0.6521
TLR7	2.086625
TBC1D21	0.0358333333333333
SMAD1	1.871
ACTRT2	0.48175
RIOK2	-0.2035
PDLIM4	1.518
SLC22A15	0.169333333333333
ABHD13	0.8343
STX18	0.1242
CCPG1	0.036
DCBLD1	0.194833333333333
SLC2A6	-1.161
NOLA3	-0.21525
TRDMT1	-1.007
IL17F	0.6595
ATP1A4	-0.477333333333333
OR52W1	0.0455
CFL1	-0.06425
IL4	-0.94825
RBP2	0.2775
CPSF6	0.37225
TTC8	-0.654666666666667
MUCL1	6.5905
EYA3	-1.452
KRT38	0.79675
GNE	-1.57075
ZNF501	1.0455
SLC35A2	0.09775
CEP110	-1.2589
MYF6	-0.22575
MGST2	-0.0121666666666667
TRPV4	0.593666666666667
NEK8	-0.260333333333333
NOX5	-0.8045
NCKAP1L	-0.629
EMP3	-1.585
BPY2C	0.452
C1orf38	-0.02775
ELOVL2	-0.844125
CBX7	1.49483333333333
OSBPL1A	0.818666666666667
ZNF589	-0.70075
ESCO1	-0.846666666666667
TRA2A	-0.390833333333333
C3orf26	-0.68825
PHF2	1.15733333333333
PID1	-0.273333333333333
RFC1	-0.42175
MTAP	-0.309875
ADORA3	2.69466666666667
LOC389458	-0.85225
TRNT1	-0.756625
CRIPAK	-1.12075
RAI2	2.588
ANKRD44	-0.493
GZMB	3.6975
NFE2L1	0.389
STIP1	-0.719
RASL11B	1.3055
NT5DC2	-2.27033333333333
LRP2	2.432375
MTDH	0.432
ARSG	0.657
HSP90AB1	0.0398333333333333
CT45-6	-4.3345
ZNF483	-0.28675
LMBR1L	-0.18725
S100A2	0.7294
C2	-0.497277777777778
C2orf27	-0.192125
EIF4EBP1	-0.97775
GCKR	-2.4735
PPP1R9B	0.6765
FER	-0.7315
SNRK	0.6765
OR5M10	0.33
UTP6	-0.89175
CAPZA3	1.2165
FBP1	2.21466666666667
TERT	-1.965
CCL1	-1.2595
FUCA1	0.61975
ALS2CR8	0.480833333333333
KCMF1	0.15575
SRCRB4D	-1.0385
OXCT2	1.144
IL17RA	0.637833333333333
MPP5	0.5415
SPA17	0.26025
FLJ10986	0.722333333333333
GALNT14	-0.3845
CXorf27	-0.663875
NPLOC4	-0.277
RAB34	0.515
KRTAP3-3	-0.0335
ARSD	0.490166666666667
CPLX2	-1.3179
PJA1	0.237
WHDC1L1	0.543333333333333
RB1	-0.4689
MTMR15	-0.6085
PHLDA2	-1.3038
GUCY2F	0.032
MPV17	0.0681666666666667
SLC35D1	-0.454
LYSMD3	0.2075
COL16A1	1.99
ERLIN1	-0.623833333333333
JMJD4	0.33125
HIST1H2BK	0.10175
TP53I11	1.62866666666667
ST3GAL4	-0.5299
PF4V1	0.496
ALG8	0.0885
REG1A	0.27875
MINA	-0.66375
CYB5R3	0.0276666666666667
HHLA1	-0.3995
MYST4	1.7083
VASN	-0.2145
UCHL5IP	-0.713
TFAP2A	0.662625
MGC9913	-0.395
C9orf97	-0.464
LOC90379	-0.38075
PHF15	0.382285714285714
ZNF169	-0.0321666666666667
KRT7	2.6243
GLIPR1L2	0.923285714285714
LOC116236	0.4425
IQCF3	0.1495
RDH14	0.709
HNRPK	0.331214285714286
RABEPK	-0.444666666666667
ISX	-3.132
CBARA1	0.45975
RAD51AP1	-2.613
MLL5	-0.21325
CXorf48	-4.5055
SGCD	-0.15825
PHTF1	-0.556
CA3	2.0485
CMTM5	2.272
STX10	-0.525625
JMJD2D	-0.60675
P4HA1	-1.83433333333333
GAB3	-0.448333333333333
DHRS4	0.761
COL4A1	2.2784375
C20orf20	-0.688875
OSBPL2	0.3785
PTTG2	-2.10475
KIAA1688	1.376
STS	-0.71275
SHROOM4	0.571
KBTBD5	0.164166666666667
ALDH1A3	1.4597
BTNL2	-0.115333333333333
TGIF1	0.0745
ZFAND5	0.580125
ICA1	0.586125
NAV3	-1.37833333333333
FLJ12331	-0.29675
EPS8L2	0.4428
MNT	0.155666666666667
ENTPD1	2.10216666666667
OR51E2	1.409875
STK11	-0.015125
MX1	4.555
TTTY9A	0.40675
CX62	0.12
LOXL4	-0.997125
EXOSC4	1.1695
PURB	0.142857142857143
SETD1A	-0.561166666666667
RELB	1.03175
LAMB2	1.6585
HNF1B	-0.586166666666667
PNLIPRP3	0.1815
C14orf139	-0.6145
UMOD	0.76725
GRIN3B	-0.7235
GPR25	0.291
ZNF512B	-1.22975
ATP6V0A1	-0.123875
SRA1	0.486333333333333
ZNF615	0.6265
ZNF768	-0.12475
ZNF469	3.0275
DYNC2LI1	0.132833333333333
DNAH3	-0.1545
LOC387911	0.59925
LOC554234	0.3205
ARRDC5	1.40075
TMEM59L	0.6505
MARCH4	0.41275
CNOT8	0.0473333333333333
KIRREL3	-0.715166666666667
ADAM17	0.445125
MYOG	0.364375
CPNE1	-0.876
AK5	3.604375
LOC204010	-0.50025
NDRG4	1.258
LOC130074	-0.27725
PIAS4	-0.3055
NCOA2	0.493
TEGT	0.6024
USP5	-0.799
ANKRD21	-0.78075
KIAA0692	0.0643333333333334
HAPLN3	1.8955
LZIC	-0.95475
NRXN3	2.621
CDKN2C	-2.42483333333333
KIAA0226	0.335416666666667
CYB5D1	0.5875
WDR68	-0.356375
ABCB6	-0.1281
MRPS25	-0.70325
ZMAT2	0.527666666666667
KRT25	0.094
RPL11	-0.30125
GRAP	-0.0685
LOC198437	0.655333333333333
RORC	0.74425
RAP2C	1.89628571428571
MXD1	-0.21275
AZI2	-0.0235
NUAK2	-0.62575
AHSG	-6.331875
MANSC1	1.142
IMP3	0.149833333333333
C2orf3	-0.95525
VSTM3	3.64825
PCTP	0.83925
SIRT1	-0.01325
MANBA	-0.06075
CD164	0.6295
GFRA1	2.2951
PRM2	0.60725
ZKSCAN3	0.13
PLEKHG1	2.81375
TPRKB	-0.40125
UBFD1	0.00816666666666667
CDKL5	0.949166666666667
HIST1H2BD	1.53916666666667
INPP4A	-0.7685
BMX	0.64825
PTPRU	-0.4375
LOC554202	-0.0785
HOXC8	1.0535
IL12B	0.333
ADPGK	-0.46775
ZNF418	0.618
SIAE	1.098125
CWC15	-0.3725
RP13-401N8.2	0.596
KLHL11	0.4875
DEDD2	0.03925
PSMB3	0.05125
DDX25	-1.99525
ZBTB3	0.1885
GFRAL	0.245
RPS25	-0.3235
FAM57B	-0.310666666666667
TESK2	0.574333333333333
DNM1L	-0.829625
ZNF207	0.09
CLEC11A	1.6565
TOLLIP	0.975375
TMEM61	0.643166666666667
DLK1	-3.9549
PLVAP	3.429
NOD2	2.06733333333333
SCMH1	-0.074
FLJ40235	-0.172
HTR2A	2.49266666666667
ARMC5	0.728
FUT7	0.2295
PRELP	2.5481
ALKBH6	-0.0328333333333333
GYG1	0.228583333333333
POLR3GL	-0.0445
COL8A2	4.61316666666667
OR10A5	0.219875
C1orf187	-1.1595
TXLNB	0.259166666666667
C16orf68	-0.20925
R3HDM1	-0.829
C16orf75	-1.698
BAALC	0.343875
TNP1	-0.565666666666667
GAPDH	-0.811416666666667
COX7C	0.7485
ERRFI1	-0.604083333333333
PGAM2	1.84083333333333
FAM108B1	-1.107
APC	0.427875
TLR2	4.17575
SUCNR1	0.989625
ZNF233	0.594
WFDC1	0.305
PSG11	-0.0542
SLC39A1	0.31175
PSAPL1	-0.501
CDC42EP1	0.26475
MECR	0.10025
KIAA0101	-1.5905
MACROD2	0.2466
MMP19	0.685666666666667
LOC202459	-0.322833333333333
VNN2	1.06975
ACCN3	-1.745
TIMD4	1.3985
RNASE8	-0.1215
CCDC7	0.22375
SULT2B1	0.2455
ME1	-1.1465
MGRN1	0.115125
MRPL30	-0.44325
IVL	0.6075
CALM1	0.59545
PLEKHA6	1.54
B4GALNT2	0.2585
PGDS	3.279625
C8orf33	0.777916666666667
TMEM56	-1.86583333333333
CKM	-0.644666666666667
ESR2	-0.1346
ACOT8	0.38325
AGTR2	0.447
LOC155006	0.74175
BC37295_3	0.934
EPM2AIP1	-0.404
PZP	2.784
RPS9	0.853833333333333
C18orf51	-1.84475
SIVA1	-0.0215
HEATR2	-0.8645
CD3E	-0.54675
C20orf142	1.0025
PGLYRP3	0.1055
CCDC139	-0.6715
GPS2	-0.359833333333333
NOL14	-0.8345
LRTM2	1.21525
TRIM36	-0.123
TP53RK	0.8145
FBXL13	-0.781666666666667
RUFY2	-0.130214285714286
C11orf70	0.0293333333333333
HSPB9	1.76283333333333
GJA5	2.65175
HGF	-1.325
EPHB4	-0.59125
SOX18	1.63
IFRG15	-0.1145
SERPINA10	-3.26725
WDR23	0.32775
REEP2	-0.317333333333333
CDK3	-1.0545
HSPA12A	1.838625
ARL8B	0.2169
SATB1	-0.0446666666666667
PPM1D	-0.972166666666667
VPS45	-0.697666666666667
TP53BP2	-0.246875
GJE1	1.815
CACNA1G	0.049125
VGLL4	0.976125
GNPTG	0.827
ROS1	-2.70125
C21orf128	-0.733166666666667
BMP8B	1.469
SLC5A4	-0.3955
SLC6A3	0.0355
C16orf53	0.278625
TMEM81	-1.079
APC2	0.4962
SYAP1	0.030375
C6orf54	-0.658
ZBED5	-0.2436
PVR	-1.122375
LTA4H	-0.301333333333333
CCDC24	1.0823
MAGEA4	-4.119
IFIT3	4.402
MYADM	1.078875
C21orf82	1.1615
PDE3B	-2.28175
TMPRSS11A	0.1675
PGK1	-1.81494117647059
CCL13	2.6695
DERL3	-0.742
MLXIP	-0.48125
PLOD1	-0.90825
MTFR1	-0.3473
NPDC1	0.562333333333333
GPAA1	-0.342666666666667
LTV1	-0.871
RYR3	-0.4275
C7orf46	-0.05075
VAMP2	0.5815
RNF135	1.5789
SUPV3L1	-0.46475
FIBP	1.16925
ADAMTS18	3.17633333333333
RNF25	0.345166666666667
SOS1	-0.203
PLAU	0.223
MATK	-2.25625
EHF	6.496
CTNND2	0.839875
PTEN	0.898071428571429
ZNF189	0.51725
SLC28A3	0.8025
GUCY1A3	4.0725
SETD2	-0.037375
ROGDI	1.01025
TICAM1	-0.0781
RASSF3	0.8335
PACSIN2	-0.0896666666666667
SERPINB5	1.41766666666667
PRKCDBP	0.806625
TFDP3	-0.875
LGR6	5.72775
RFX5	-0.811666666666667
OR52J3	0.95
PTPN18	0.7775
ZBTB34	0.082
KCNF1	-0.6235
SYNE2	-0.136571428571429
SLC22A4	-1.49075
NETO2	0.50975
VCPIP1	0.02375
LDHD	0.68675
ESX1	-3.07175
SQRDL	1.71925
GALK1	-0.693
SERPINA6	-3.65883333333333
HD	-0.267125
ASCL3	-0.315
FBXL6	0.31775
FABP7	0.65675
MAGEC3	-0.574
KLC4	-0.176125
CD1D	-1.199
PRAM1	1.69075
EIF3B	-0.505071428571429
DSCR8	-4.003
FLVCR1	-0.495
KIAA0141	-0.01225
PROM2	3.90266666666667
ALOX5	1.7657
GPR162	-1.358
LYRM2	-0.308625
RNASE6	0.23325
HES5	2.88375
GJA1	0.364625
MRPS14	-0.29175
HMHB1	0.23625
TAF7	0.413125
BTNL9	-0.2625
SFXN2	0.542125
VEPH1	-2.0555
GK2	0.00816666666666664
AMBP	-3.6865
KIAA0953	-1.024
XAGE5	-0.570666666666667
CCBP2	0.1905
TGM2	-0.187
ZNF202	-0.5355
ACTL6A	-0.196
SLC23A2	-0.5022
ARHGEF7	-0.0560833333333334
LOC728635	0.6105
CRYM	0.389666666666667
PKD2	1.1925
MANBAL	0.585
LIN54	-0.84325
ACTL7B	-0.044
OR4D9	0.134
KIAA1683	-0.224
ZNF704	1.64383333333333
TCP10	-0.469875
MAGEB18	0.31
DEFA4	0.3315
ZNF197	-0.58525
PTOV1	-0.105333333333333
RNF208	0.463166666666667
CMIP	0.832333333333333
TRDN	0.409
UCHL1	-1.622
APOL6	0.4882
PLK1	-1.71316666666667
NPHP1	1.19516666666667
NDUFA11	-0.00975
DAB1	0.2985
RTN4R	-0.1455
PUSL1	-0.5615
SYT2	0.026
ANXA13	1.96025
RFTN1	-0.62775
ATP8B2	-0.879
VN1R2	-0.435
OR52E4	0.541
NPPB	-2.52683333333333
ZNF148	0.473875
ZNF141	-0.300875
IKZF1	-1.245625
PSMC2	-0.6245
GGA3	-0.682666666666667
LPGAT1	0.583583333333333
SEC16B	-0.0181666666666667
C5orf38	1.13316666666667
THOC2	-1.142
SLC16A12	-0.6485
ALK	-0.4205
DACT3	1.2415
CACHD1	-0.4445
GAN	0.50525
EXOC6B	0.3755
HIST1H2AE	1.1985
VAMP1	-1.25825
SRI	0.592416666666667
AKAP14	-0.317
HLA-E	2.2089
SLC25A32	-0.461
FLT3LG	-0.177333333333333
ATP1B1	0.4465
WDR1	0.303125
SWAP70	0.4935
TRIM31	-0.2735
ARNT	0.07975
ZNF596	0.2942
CDKN1B	0.50575
FOXC1	-0.0114375
SEMA3A	-4.3648
LSM14A	0.404
STEAP3	0.088125
ABCA1	0.957833333333333
PLSCR2	1.19766666666667
EDC3	-0.49425
THBS3	0.59975
C15orf43	0.396666666666667
GMCL1	-0.775666666666667
C9orf71	1.46975
MGAT5	0.428
LOC402164	0.48525
TSPAN8	-1.35116666666667
DYNLT1	0.79625
IGSF1	-2.705
TMEM143	-0.329
FLJ25006	-3.57525
ATP13A3	-0.247333333333333
C3AR1	2.4245
CADM2	0.3085
EFNA4	1.058
HAO1	-6.07153216591882e-18
TWF1	0.2415
MRPS17	-0.496
MYH9	1.12516666666667
C9orf9	1.34533333333333
C17orf79	0.102666666666667
FSCN3	0.334
BDKRB2	1.51066666666667
PCGF6	-0.713166666666667
RAP1GAP	0.570083333333333
TAS2R41	0.176
DCLK1	0.2065
DEFT1P	0.277166666666667
TAF2	0.0409166666666667
COPZ1	0.036125
KATNA1	-0.66825
STIM1	0.5195
TBX2	-1.18
RPS4X	0.548230769230769
MARCH8	0.218333333333333
DHX33	-0.475333333333333
TMEM161B	-1.241
SYPL2	0.358
ADCY5	1.32425
SRPK3	0.298125
CXorf9	0.972
REC8	-0.522375
CLP1	-0.0332
MGC52498	-0.1005
DUOX2	0.35375
C6orf150	-0.32975
TSC22D3	2.19525
CASP8	-1.4421
PRKD3	-1.7445625
CFH	1.66525
TRO	0.05425
NRIP1	1.6235
ZNF707	0.55
TBC1D22B	0.0716666666666667
HYI	0.373
COX7B2	0.6975
GPR52	-0.04875
CASC3	0.112642857142857
METRN	1.18725
KRT3	0.2615
ARF1	0.178642857142857
C1orf111	0.19425
MOG	-0.003
C6orf50	0.65
MGC12966	-0.195
ATP7A	0.899833333333333
NOTUM	-2.595
LOC342897	0.6135
ITSN2	-0.0218333333333334
GIP	-0.101
LOC89944	0.0291666666666667
UBXD8	0.283125
GYPE	-1.627
JAG1	1.27383333333333
RLBP1L2	-0.3445
HIST1H2AL	0.91675
PAPPA	-1.248
CYP4F8	-0.07425
TRH	1.35
DCTN3	-0.0393
NT5C	0.062
HTR3C	0.327
VPS41	-0.12025
KIAA0174	0.2864
ANKS6	-2.06675
MPV17L	-0.1295
MT1M	1.8505
DTX1	1.076875
LOC146325	0.820666666666667
ZNF639	-0.0616666666666667
CACNG4	1.1085
TNNC1	-1.6455
MGC27345	-0.81575
CASD1	0.269
HOXD4	0.0305
SMC4	-2.23594117647059
TTC35	0.3422
CTXN1	0.678375
RGS19	0.00575000000000001
SFRS3	-0.581833333333333
TRIM43	0.638
HLA-DQB1	3.62025
NUPL1	-0.7822
NRAS	-1.670125
RPL22L1	-0.27525
ZNF138	-0.685666666666667
FBXW2	-0.2867
SIX3	0.498333333333333
HDAC9	-0.386416666666667
OGG1	-0.29175
APLP1	-1.053
OR7A5	1.1285
DLX4	-1.88075
TUBA1B	-0.87825
CRY1	-0.96575
C12orf29	-0.39325
MGC70863	0.212909090909091
OR1D2	-1.258
C1orf25	0.326375
CUZD1	-0.3045
PUNC	-1.905
SCAND1	1.26166666666667
MYT1	-0.069
MPND	0.92425
GOLGA1	0.4024
ZBTB43	0.5065
VAPA	0.493
C4orf36	-0.13475
STAP1	1.19925
SLC34A1	-0.336
PIK3R3	0.8591
TGM5	1.1565
USPL1	-0.3395
FBXO40	0.00483333333333335
BRF1	-0.144
CCL27	-0.447
hCG_1657980	0.451
PFN2	0.2573
MYBPH	-2.3825
PPP1CC	-0.340375
CDCA7L	-2.2295
KCNB2	0.297
C20orf151	1.4495
USP13	-1.446
RCOR2	0.703
FBXW4	0.2665
WT1	-4.64066666666667
TAS2R46	-0.235
STK38L	0.875166666666667
LEPROT	0.7545
DDX42	-0.26925
TXNRD2	-1.23183333333333
TNFRSF4	3.2255
KSR1	0.181875
SLC27A1	1.16383333333333
POU5F2	0.3225
SLC22A11	0.44825
C8orf32	-0.0906666666666667
ZNF236	0.0353571428571429
GABRB1	-4.051
LRRC29	1.138
FBLN1	1.03225
MRRF	-0.684666666666667
RP1	1.5875
MARVELD1	0.9875
AFF4	0.304214285714286
C17orf54	0.08425
RAF1	-0.59275
SUB1	-0.646333333333333
MRPS33	-0.134
ZIC1	-2.7783
ARL10	0.191
RAG1AP1	0.122333333333333
P2RX5	-2.5653
NCR3	0.538166666666667
LTB4R2	0.493
HLA-DPA1	4.798
FKBPL	0.621333333333333
JAKMIP1	-2.253
SNX4	0.1455
CD248	1.9225
CCR2	-1.350375
LOC401152	0.370166666666667
SH3KBP1	-0.6938
LMBRD2	-0.443
WDR51A	-1.0475
SYT15	-0.449
SMOX	-0.71
NACAP1	0.28475
DRD2	0.455833333333333
COPS2	-0.17375
FCER1A	4.85525
TMEM112B	-0.196
SUGT1	-0.1963
CALR	0.50875
DPY19L2P4	-0.15675
ADRA1B	-0.103
LTB	3.721
SNRPD1	-1.272
NCAPG2	-2.84783333333333
KCNMB1	3.50166666666667
ITGAV	0.524833333333333
LENG4	-0.3275
C13orf16	0.249333333333333
C20orf3	0.40775
PIP5K1A	-1.01466666666667
PCNA	-1.94425
C1orf34	2.084
MMACHC	-0.13175
BEST1	0.328666666666667
REV3L	-1.0995
ZRANB1	-0.072
AVPI1	-1.691
ATG5	0.214625
SARM1	1.1105
RGS7	0.63575
HMP19	0.348833333333333
SGTB	-0.8979
FEM1A	0.1069
C1orf122	0.14525
MYCT1	1.963
GM2A	0.00525
ZCCHC7	0.146928571428571
MYH10	-1.352375
DKFZp761B107	0.0015
ADAL	-0.94975
OR10J1	0.36775
TMEM9B	1.23725
DNAJA1	-0.3445
SCGB1D4	-0.0995
LRRC50	1.77
PRKX	0.0935
NUDT14	1.129
PCTK1	-0.82
ARG1	-3.8895
KIF2C	-3.1615
GFM1	-0.51325
RAB11FIP3	0.635833333333333
HBD	-2.257
NPR3	-0.7401
IRAK3	1.1475
OLAH	-0.752166666666667
CYB561D2	0.252
CNNM4	0.485
MYO5A	-0.7442
SIPA1L3	1.16283333333333
ADAM10	0.11125
LIPA	0.871583333333333
NAP1L4	-0.0428
MRPS22	-0.60925
GNG4	-2.1
PSG5	-0.398666666666667
PPP2R2C	1.4312
P2RY12	0.987
SLC6A13	-0.296875
AGPAT4	0.2477
C6orf199	0.36675
FAM53C	0.101875
TPM1	0.944636363636363
PYHIN1	0.739
LINGO1	1.233
CIDEC	-0.279666666666667
CRIM1	0.9414
DHTKD1	-0.155416666666667
ZNF546	-0.2065
CD300LG	0.2864
SFRS2IP	0.260833333333333
FLNB	0.273625
NOC2L	-1.468
SPINK7	0.52375
CRTC2	0.257
HMG4L	-1.4
C14orf162	1.395
CCDC123	0.85125
HTRA3	2.9150625
SPTBN5	1.77766666666667
C1orf77	-0.341166666666667
TAF1L	-0.451
WDR78	1.71066666666667
WDR49	0.0713333333333333
SIN3A	0.1785
ECSIT	0.801833333333333
VSIG4	3.95775
DIRAS2	-0.2507
TXNL1	-0.1445
MTERFD3	-0.042
CCNYL1	-0.994
CISD2	-0.932166666666667
OR5C1	0.0365
OBSCN	-0.365
GBA	0.844833333333333
SLC9A11	0.6395
C6orf64	1.01033333333333
ESD	-0.29675
CYYR1	2.247
PNRC1	0.558
FCAMR	0.225
PPIA	-0.308642857142857
VDAC1	0.02075
TRIB1	1.499625
NT5C1B	-0.272
CLDN17	0.50125
ICOSLG	-0.108875
RGR	0.323
DSG1	1.002
TMEM27	-0.38325
C1orf69	-0.883
PRAP1	-1.55525
DQX1	-0.83375
C20orf46	-2.012
NHEJ1	-0.356833333333333
DNAJC18	0.38
MANEAL	-0.141666666666667
MTBP	-0.6205
S100A6	-0.16025
ABHD7	0.8245
NEDD1	-0.657
TINF2	0.879
SLC7A10	0.0955
KIAA1875	-0.588833333333333
TMEM20	-0.80075
COX19	-1.459375
SPRR1A	0.748333333333333
SCEL	0.08425
CCDC70	0.156
CRISP2	0.1616
ILF3	-0.166111111111111
NTRK3	2.54266666666667
B3GNT1	0.297666666666667
LARP6	-0.4535
FBN1	0.4656
ZNF621	-0.189
JOSD1	-0.1826
SNX14	-0.20225
INHBB	3.42633333333333
TBL2	-0.63625
GUSBL1	-0.993833333333333
TXLNA	0.00716666666666666
PEX6	0.481166666666667
DDEF1	-0.6695
TMEM187	1.20083333333333
AIP	0.016875
MCEE	-0.5565
LGALS14	0.6525
TNFRSF13C	-0.74475
CTNNA3	0.140333333333333
HSDL1	-0.147
LAMA5	-0.285333333333333
KIAA1853	-0.20025
PMS2L11	-0.87375
AKAP4	-0.525
DIS3L2	0.0721666666666667
ZNF292	-0.114375
TBX15	0.991666666666667
CTCF	0.054
FAM19A3	3.091
FUT10	-0.51825
KIAA0746	-0.87175
KRT81	0.997
ALDH3B2	2.19425
MOGAT2	0.9205
M6PR	-0.50925
COASY	-0.0621666666666667
CCND3	-0.0992857142857143
LAMC1	0.0175
CLASP2	-0.448285714285714
EIF2AK3	0.67225
SMYD2	-0.161333333333333
PBX3	-0.61525
TMPRSS2	2.113
OR10R2	0.0856666666666667
ZNF761	-0.567166666666667
MED30	-0.20875
ZNF629	0.4675
CORO6	-1.4135
FLJ10154	-1.14683333333333
FAM123B	-0.2445
ANGPT1	-1.8271
MED23	-0.061
LOC255374	0.8175
SEMA6A	-1.0459
HSD11B1L	0.101833333333333
GMEB2	-0.439
PSMD14	-0.32875
FLJ10213	-1.29125
PDCD2	-0.636
MAST1	-0.35475
EPHA1	0.7145
XCL2	1.004625
EIF4G1	-0.0866666666666666
UBE2D1	0.6166
RAB39B	1.675
IDH3A	-0.91
CREB5	-1.1545
FLJ21511	4.008
ANGPT2	2.56216666666667
RANBP3	-0.0084
DYRK1B	1.56866666666667
HLA-DRB6	0.2255
FLJ11292	0.0145
NMRAL1	0.9355
ATP6V0A4	2.17066666666667
FGFRL1	-1.27375
GZF1	0.1315
TMSB4Y	-2.1535
RBKS	1.31475
PHLDB1	0.57175
SEC23A	-1.0395
MLX	0.1994
TPD52	1.35416666666667
CPNE8	-0.72225
DACH2	-0.76525
PSMA4	-0.255642857142857
C1orf149	0.1025
PGM2	-0.41425
ROCK1	0.353071428571429
TAGLN	3.3428
PTPRK	0.9805
TPSAB1	4.25
GPR82	0.888833333333333
ZNF45	0.08325
ZNF610	0.86575
TK1	-1.92744444444444
LETM2	-0.3165
KLF1	-2.47275
SAP30L	0.43075
KCNK2	-1.28433333333333
SORCS1	-1.48683333333333
VEZF1	0.544625
DNM3	1.70525
GIT1	0.10775
OR4K1	0.90875
LSM11	-0.728
C7orf10	-0.507666666666667
MMP28	0.589625
ZNF394	0.08925
DPF3	-0.0168333333333333
FAM35A	-0.2345
ODF2	-0.0983
TREX2	-0.08775
EPB41	-0.8636
PRKRIR	-0.7025
MED4	0.32075
C11orf21	-0.326833333333333
ECM2	3.62025
SHCBP1	-2.7171
TRABD	0.9005
COTL1	-0.7451
CLEC3A	6.252
TNC	0.5485
ZNF659	-0.521
C22orf30	0.3305
C13orf7	0.264
PPP1R12B	0.195
SOCS7	0.411125
MARCKS	1.68308333333333
SACS	-2.256
TTLL12	-0.19775
PPARA	-0.6647
LAYN	2.767
FAM83G	-0.503
MOSPD3	-0.38075
PSMG3	-1.0891
ATP1A2	-0.85575
KIAA1702	0.157
FAM12A	0.5575
PLEK2	1.0055
TG	1.0565
OPTN	1.03425
HDX	0.6195
MAPKAPK5	-0.335
DGKG	-1.00525
AFAP1L2	1.666375
C14orf49	-0.7415
ZFP91	-0.121166666666667
ZNF428	0.15525
OR5B12	-0.031
IFNA17	-0.00249999999999999
BTC	1.21975
MAP2K5	-0.727833333333333
TADA1L	-0.938
IGF2	-1.1625
PROK1	-0.005
ATAD2	-1.76915384615385
DMN	2.838
NPEPPS	-0.268409090909091
SLC2A12	0.5095
CD80	0.875375
GPR77	0.411
PHF6	0.027
FAM47C	0.80475
HOMER2	1.174
C10orf91	0.15625
DNMT1	-1.424
HTR1B	-0.254
SMARCD2	-0.31375
BRIP1	-2.50416666666667
WIPF2	0.640772727272727
ZNF283	-0.27925
PLXDC2	4.37775
SBF2	0.0368333333333333
CDH9	-1.755
SLC7A5	-1.099875
DLG7	-2.93177777777778
T	-0.293166666666667
NFIB	3.15335714285714
CAPRIN1	-0.203333333333333
ETFDH	-0.3435
SLC15A1	-0.280333333333333
LRCH2	-0.50325
GSPT2	0.154333333333333
NAT9	-0.10925
MB	2.5495
LIFR	-1.1868
ZC3H12D	-1.157875
CYP4Z1	3.818125
DMBT1	-0.00375
KCNAB2	-0.641833333333333
MXI1	0.6945
EIF4A1	-0.0366
SPTLC2	0.71525
TTC28	-0.421
MAGI2	1.4395
EXPH5	1.28383333333333
PERQ1	-0.60525
NLRP2	0.7505
NELL1	0.263
MAP3K2	0.5493
IFNK	0.343
PCDH19	0.2835
LEPROTL1	-0.238
CLINT1	0.0831666666666667
C2orf54	2.4285
POLE2	-2.1815
SLC16A13	0.0243333333333333
NIN	-0.1656875
PLCL1	-0.246
DDIT3	-0.03125
GPR152	0.326
HOMER1	-0.0565
MCM9	-1.22325
OSR1	2.66183333333333
BPIL1	-0.906
CHRNA4	-0.067
HSPA5	-0.0536
RAB40A	-0.473
ALDH8A1	-0.5699
PRRG2	2.533
RALA	0.4031
SAP30	-0.959
XPA	0.5525
ZBTB9	0.591166666666667
SPDEF	2.45675
APOBEC3H	1.8055
GNPTAB	-0.299071428571429
ABCC10	-0.1985
INSL4	-2.1225
PFDN6	-1.21125
RPA1	-0.503
TROVE2	-0.3405
C12orf35	-0.470625
