Hybridization REF	TCGA-E2-A15S-01A-11R-A115-07
MGC72080	-0.287
CD27	1.4785
EGLN1	-1.2558
PEX13	-0.39575
RWDD3	-0.70125
RNF12	-0.435833333333333
GRIN2B	-0.0805
ADAMTS14	-1.064
DYDC2	0.496833333333333
ATP6AP1	1.1514
NR1H2	-0.276166666666667
PDK2	1.036
C3orf17	-0.156833333333333
SLC38A2	-0.583
SLC25A29	-0.414166666666667
C15orf29	0.90275
ADAM9	-0.411666666666667
TMUB2	0.29625
GPR176	-0.52875
AGK	-0.589625
MCCD1	0.54325
NDUFA4	-0.07775
TMEM146	0.40375
DUSP1	2.6315
UNQ6975	0.868
EMX2OS	2.14125
INSM2	0.7805
LUZP4	-0.10075
SETD6	0.36275
P2RY2	2.9555
SLC45A2	-1.7895
RABGAP1	0.895333333333333
UBXD5	0.13475
GPRC5A	2.094
PAK3	0.00349999999999998
LOC63920	1.2715
TGFBR1	-0.2527
KRTAP6-3	0.0085
SFMBT2	0.8925
CDC42	-0.3538125
C11orf35	0.622
TTLL2	0.0165
UACA	0.930416666666667
CD97	-2.1663
SETD5	0.59675
NINJ2	-2.2165
PTER	-0.867
POMGNT1	1.11175
KRTAP4-2	0.2735
ECGF1	0.63525
HRB	-0.507272727272727
ATP1B2	0.5988
LOC400506	-0.713
COL4A3BP	0.64825
C6orf97	1.06925
GRHPR	-0.1715
TAS2R1	-0.0155
SEMA7A	-1.6245
EDF1	0.656
ODF2L	0.3682
PCID2	-0.552833333333333
GTF2H4	-0.865333333333333
ZCCHC3	-1.174625
CGB2	0.134166666666667
NEUROD1	-0.21325
C20orf75	0.1295
RP5-1054A22.3	0.718
IFNA5	0.3715
ZNF134	0.765083333333333
MGC119295	-0.1034
ZSWIM6	3.10725
SMEK1	-0.526166666666667
PCGF2	0.62425
C1orf102	2.83575
CYP2A13	0.484
KCNH6	0.4098
MDM1	0.8206
ALDH7A1	-0.837666666666667
C9orf75	-0.3555
VDAC3	0.4475
OR51T1	0.169
EIF3F	-0.635833333333333
KCNJ10	-0.47425
LENG8	0.26925
EDEM2	-0.876916666666667
CCNJL	-1.71083333333333
DHX37	-0.5425
CRYGN	-0.62
AATF	0.211
ZNF630	2.117375
E2F5	0.333
WFDC13	0.19675
FTSJ3	0.0978333333333333
C4orf33	-1.34775
LHFPL4	-2.92025
C19orf56	-0.0924166666666667
SMAD4	0.44225
AFM	-0.529166666666667
G0S2	-2.4925
FCHSD2	0.1831
RRP1B	-1.0133
EEF1B2	-0.837
STAT6	-0.647
ZNF195	0.21875
GNL1	-0.466
ZNRF2	0.152833333333333
PER3	-0.187875
ASB16	0.33925
C10orf10	-0.507571428571429
ADCY8	-3.243
C9orf58	1.254
ARMC10	-0.226666666666667
PSG1	-1.1245
DHX34	-0.055
VARS2	1.00575
NFIC	0.1565
ITPR2	0.12175
AGXT2	0.0455
OR6K3	0.0315
H2AFZ	-0.2255
MLLT3	-0.967
COX4I2	2.031
CCNT2	0.4925
PLK4	-0.74525
NUMBL	-0.137333333333333
MED16	-0.44
PLEKHQ1	-0.66825
GOSR1	1.21605555555556
BTG4	0.11425
RPL30	1.34533333333333
IGSF5	-0.34125
IGFL2	-0.485666666666667
ELMOD2	0.1355
SHC3	-2.5535
HAVCR1	0.063
DYNC2H1	0.468625
RNF5	0.705
C2orf7	-0.78825
NLF1	-0.0235
KLHL25	-0.10275
LRP10	0.1895
KRI1	-0.88075
PUS7L	0.285333333333333
MGMT	0.44975
HOXD1	-0.998
CSH1	0.0061
ATG16L2	-0.18325
FLJ44635	0.3315
CHODL	-0.60875
EXOSC8	-1.294
SLC28A1	-0.27675
MYO7B	-0.420833333333333
SEH1L	-0.2877
MTNR1A	0.0983333333333333
TSPAN5	0.647833333333333
CDC45L	-1.5635
AMIGO1	0.1345
ATAD3A	-0.916875
OSGIN2	1.04183333333333
PDIK1L	0.989166666666667
DARC	1.92625
PIPSL	0.3135
SHMT1	-0.79
CRISP3	0.2105
POPDC2	2.22883333333333
ZRANB2	-0.141666666666667
FBXL8	-0.8485
TRIP13	-0.743454545454545
EIF5AL1	-1.376
POU5F1P3	-4.37516666666667
IL6	-3.08133333333333
CXorf38	0.208666666666667
IFNA16	0.109
FBXL2	2.18266666666667
BRD1	0.385
STATH	-0.061
FBXO44	1.39033333333333
MCCC2	-1.184
CDC2	-0.2586
C5orf23	-1.87775
IVD	0.928166666666666
C10orf122	-1.68075
MSL3L1	-0.9586
MVP	-0.37625
EPOR	-0.0844
ZMYM1	0.512333333333333
BCL7C	0.263333333333333
PSTPIP2	0.1802
LYPD1	-2.6805
OR8G5	0.3985
ZP3	-0.539166666666667
BCAS4	1.59883333333333
EDG6	0.774
ISY1	0.28525
PRAMEF2	-1.09625
CUL1	-0.136125
RNF213	1.1604
CCRK	1.292
DHX9	-0.374125
C13orf29	-1.6595
NCKAP1	-0.198
MRPL43	1.61621428571429
XPR1	-0.3045
PKN2	-0.1611
PODNL1	-0.5815
ZNF333	-0.467125
DALRD3	1.153
OPN1SW	0.208
BTBD6	0.03225
C11orf82	-0.8625
OR5P3	0.2725
DUSP11	0.3625
L1CAM	-1.4043
NEK11	0.939833333333333
OR7E91P	1.5005
CNTN3	3.2943
CREB3L2	-1.39775
ZBTB37	1.272
KIAA1324L	1.8795
NDUFB10	-0.199833333333333
NUDT2	-0.37425
GTPBP8	-0.69575
CACNA1D	0.638375
PRKAA2	1.502
PRDM8	0.248
MGC16075	1.31566666666667
KRT14	-0.397214285714286
PP8961	0.0355
MRPL18	-0.5285
ABCG2	-2.35125
PACRG	0.969
BBS2	-0.129
KREMEN2	-1.2655
FBXO21	1.2095
HNRPUL1	0.519416666666667
GRB10	-0.14775
CLSTN1	0.23275
LMAN2	-0.3238
C17orf61	-0.11875
NIPSNAP3A	0.363
INSIG2	-1.28033333333333
PCDHB7	-0.821166666666667
STXBP2	0.441625
CMAH	1.56508333333333
SEMA5B	-0.61225
ZNF155	0.7095
COQ6	0.791666666666667
PRPF4	-0.1935
TSPAN15	1.6099
VN1R5	0.1375
LATS2	-0.3735
SELK	0.131
PGK2	-0.18675
MS4A1	-1.563125
TYW3	0.0823
KRTAP5-1	-0.566
RCCD1	-1.04916666666667
BTN1A1	0.1015
DDX28	-0.78
TMEM65	-0.448125
LOC92345	0.47725
TTC31	-0.09075
WDR46	-0.472
CHP2	1.34733333333333
LSP1	0.335
ZNF542	1.7675
EXOSC1	0.07825
ARHGAP18	-1.69016666666667
LRRTM4	-0.899
MAOB	-1.56841666666667
CACNB4	-0.999
MGC33846	-0.3115
RANBP3L	-0.721125
ATP5L	-0.573375
ONECUT1	-1.905
NUDT9	0.7605
TMEM149	-0.6265
STX17	0.5635
IGSF10	-3.83325
TMPRSS9	-0.2
BMPR2	0.95475
ALLC	-0.03425
KLF7	-0.3595
GCC1	0.7355
TIMM9	-0.03925
CDO1	2.48733333333333
MGC10701	-0.851166666666667
IFI6	-0.145666666666667
FRMD8	0.541
MGAT2	-0.58675
WBP5	-0.512166666666667
CNIH2	0.06975
KIAA0907	-0.5336
KCNH8	-0.9175
CTSG	-1.64025
GRIK1	-0.483166666666667
CUL5	-0.136
FRMD1	0.162
OR9A4	-1.008
SYT6	-2.522125
FOXD4L2	-0.113
ANAPC2	0.2655
OPN5	0.3385
TAF13	-0.4425
LYG2	1.512
GGNBP1	0.173
C11orf40	0.1235
OTX2	-0.886
REG4	-0.388
EIF5	-0.00125
PALB2	-0.51775
SEPSECS	-0.0668
RNASE3	-0.459
TRIM49	-1.4745
POLR2K	1.4703
GPR42	-0.076
C8B	-2.90875
SASS6	-1.4275
PREB	-0.252166666666667
OR3A3	0.43
TUBA8	0.243375
IGLV2-14	-2.716
STIL	-0.81825
ANKFN1	-1.04933333333333
NME7	-0.47575
HOXC12	2.01575
UBE2C	-0.688125
FHOD1	-1.69275
CDK2AP1	-0.204333333333333
OR6K2	0.45225
DHPS	0.068
RPL5	-1.33183333333333
TRGV5	0.071
LOC541472	-0.461375
HCCS	-0.4152
DENND1B	1.1125
LHX3	0.235
OR5D16	0.164
CXorf57	-0.115833333333333
IRF2BP1	1.34425
NDST2	0.818
LCE3D	-0.0325
BOLL	0.2265
SYT3	-0.722
PIH1D2	0.01
C20orf7	-1.04333333333333
IL1R2	-0.270666666666667
SLAMF9	-0.814
PPME1	0.340125
PIK3CA	0.63425
TRAPPC1	-0.225125
COLEC10	-0.877
SLC9A6	-0.5
PDDC1	0.224583333333333
CCDC53	0.46975
GK3P	-0.81575
DAZL	-0.88875
BRI3	-0.434
SDK1	-0.1045
CYP2C18	0.558
IFI44L	1.266375
RPL3L	-0.02
FUT9	0.170666666666667
KIFC2	0.679166666666667
PMP2	-0.6715
SLC4A9	0.267
PLAG1	-1.4045
MYCBP2	0.031
OR4E2	0.359
CCDC65	0.3425
C16orf82	0.044375
ENTPD4	-0.4925
BRP44L	-1.463375
PMP22CD	0.152
TMCO4	1.42166666666667
KCNN1	-0.451833333333333
WDR35	0.7505
CCDC80	0.367625
C3orf31	-0.5915
SLC7A9	-0.15375
TMEM190	-1.14025
DBC1	0.715166666666667
FADS3	-1.59583333333333
PDZD8	-0.125333333333333
GRM5	-0.200125
AZGP1	2.7699
PEX3	-0.6685
MED1	0.166357142857143
ATG4C	-0.458833333333333
HNRPH3	-0.41225
FAM109B	1.1735
C4orf17	0.096
CA10	0.0945
OPRD1	0.1305
CCL16	-1.76325
SACM1L	1.32175
CST6	2.284
CD63	0.4076875
LGI1	4.76925
ZNF784	-0.2595
CRYBB1	-0.7765
CX3CL1	-0.4945
TOP2A	-0.18625
GYPB	-3.64833333333333
GADD45GIP1	-0.82425
FEN1	-1.02125
IGF1R	0.7146875
WDR72	-1.77566666666667
PURG	-0.2924
DEFB126	-0.51175
PKD1L1	0.40025
CAV1	-2.3777
GNPDA2	1.6127
DGAT2	-2.017625
NLGN1	-4.13125
STRBP	0.839625
HPRT1	-0.692333333333333
FANCI	-0.4055
PSMA7	0.8375
DBF4B	-0.248333333333333
TTF1	-0.614
RAD54L	-0.5265
ELOF1	-0.36125
PLAGL2	0.28375
ZNF256	0.50275
HMGCL	-0.3005
MSI2	-0.5345
RPESP	-0.999
C11orf60	0.273
ABCD1	-0.106
ACAA1	0.27
SPARCL1	4.337
IL6ST	2.7245
ZNF319	-0.21525
TMEM109	-0.5566
FAM90A1	1.62633333333333
IL22RA1	-1.6205
ATP4B	0.3455
TEC	0.451333333333333
C7orf30	-1.2375
TXNDC2	-0.892666666666667
ABCB4	-1.06025
KIAA1191	2.4265
C9orf38	-0.2255
SFTPB	0.120375
CNTNAP2	-0.635
FRK	-1.3725
TBX19	0.6285
CHD4	-0.2555
C6orf26	-1.825
MOSC2	0.82925
IKBKE	-0.7145
HIF1A	-0.861666666666667
LOC595101	0.254
RELA	-0.0171666666666667
TMEM16B	0.243166666666667
ABHD12B	-1.5485
TSEN34	1.84575
KIF18A	0.05775
TXNDC9	0.0365
SPATA2L	-0.3185
SEMA4G	1.201
C21orf91	-0.01075
MATN1	-0.3935
KCNIP4	-0.0245
TUSC1	2.459875
OR4C15	0.17025
ARMCX6	-0.153833333333333
WBSCR27	-1.007
OR52I2	-0.0175
KIAA1604	-0.572
DYNC1I1	-1.8715
PPP4C	-0.28475
SLC47A2	-2.11316666666667
TREH	0.061625
CD48	0.520166666666667
ST14	-0.445666666666667
PKN1	-0.52925
SPON2	0.62475
XBP1	2.635
SFRS12	-0.247
EFCAB6	2.5065
SELT	-0.0085
SLC39A2	2.6945
ERF	-0.277333333333333
ARL3	1.686125
SURF6	-1.0608
MLLT10	0.253285714285714
FLJ11171	-0.239333333333333
TDGF1	-4.0295
ERCC6	-0.09125
EIF2AK4	1.78025
BAZ1A	-0.779166666666667
LRRN3	1.1045
TMC3	0.074
EFTUD1	0.24225
PTPRO	0.5945
CLEC12A	3.12
ACBD4	0.550375
ZDHHC14	-1.22025
OTUD7B	1.21025
ACTB	-0.746625
MSRA	-0.762375
LCE5A	-0.2415
IFI35	0.03675
BSCL2	0.466666666666667
ANKRD12	1.0965
CFHR2	0.11975
RGAG1	0.986333333333333
HSFY1	-0.828
SLC30A5	0.62625
IMPG1	-0.0685
GPR109A	0.503
ZNF185	-0.036
IYD	0.1715
NPCDR1	0.419
SERPINA13	0.5935
HMGCLL1	0.82825
NEUROG1	-0.0296666666666667
UBQLN1	-0.1254375
LIN37	1.05725
SOCS2	0.994125
DSCR4	-1.64375
XKR6	-0.21875
GPR142	0.4005
KRTAP13-3	0.024
CCDC15	-0.880666666666667
MOS	-0.036
CD1E	-2.258
OFCC1	-0.0366666666666667
FAM83D	-1.45775
SRFBP1	-0.40325
C9orf96	0.277
DHDH	-0.3905
CCDC90A	0.8975
RABL3	0.60405
CD320	-1.35966666666667
ANGEL2	0.585916666666667
MRPL21	0.01975
SMG6	-0.0458333333333333
INSR	0.646125
FLJ14816	-0.4965
GLRB	-1.49766666666667
C9orf89	1.05975
CIZ1	-0.340625
URG4	-1.16983333333333
LRDD	-0.533
CBY1	0.513666666666667
NFX1	0.38575
MTERFD2	-0.9945
C19orf23	0.6375
PGC	-2.834375
IER3IP1	0.5899
RASAL2	0.379583333333333
C1orf89	-0.034
SYNJ1	0.084375
NFKBIE	0.9125
FLJ40125	-0.918
TCEB2	0.0634
NOG	-2.188
POLR2J2	0.00716666666666666
HLA-B	0.716
PCDHA1	1.8325
PPP2R2B	-2.38375
ARHGEF17	0.477
TCF7L2	0.0237142857142857
CHD5	0.150666666666667
ZNF431	1.188125
TBC1D25	0.5615
ZNF800	1.439
SCUBE2	3.23609090909091
MYCBP	0.0225
GPX5	0.198
C6orf129	0.437
QSER1	0.241
ULK2	1.92125
PIGO	1.089
NRCAM	-0.153285714285714
SLC35E3	0.800125
CSRP2	-2.67025
HYPE	1.50975
MAPK15	0.111333333333333
MGC14327	0.3315
TIMM13	-0.279333333333333
ZNF462	1.341
GBA3	1.351
TEX13A	-0.726
MCM6	-1.23255555555556
MTRF1	-0.780125
ABCA7	-1.66325
EIF4A2	1.7755
ZC3H10	1.5256
RPGR	0.414
C20orf94	0.68825
RP1L1	0.0665
GPR125	-0.25325
USP22	-0.0441428571428572
OR1L4	0.01625
MLZE	-0.066
FLJ32065	1.4985
PTCD1	-0.092
CRTAC1	2.388
BXDC2	-1.2775
C18orf1	1.9425
FAM107A	1.10378571428571
EFNA3	-0.70725
P18SRP	0.4255
CAMKK2	0.251583333333333
KIAA0649	1.29025
NES	-1.24683333333333
HS6ST3	1.601625
PON2	-1.831
TCP11L2	0.561
CLEC4A	0.95675
PRR12	1.2345
MLXIPL	-1.4541
C2orf50	0.274
ZNF28	1.17475
ENC1	-0.853166666666667
MAP2K1	-0.596875
FKSG2	0.294
KIAA0430	0.44425
PTP4A1	-1.14522222222222
GPR156	0.0715
GTF3C6	0.1105
UBR2	0.7327
LOC388272	1.20825
MAK	0.137166666666667
ACOT4	2.379
STC2	-2.23658333333333
PIGW	-0.992625
SAE1	-0.799625
COL6A1	-0.265454545454546
OAZ1	-0.0828333333333333
STMN4	0.223
EDG3	0.517166666666667
SGCE	0.545833333333333
IL11	-1.82316666666667
PRSS8	2.367125
YIPF5	0.21725
WNT4	3.1745
CSN2	0.265
TCF7	-3.43225
TDO2	1.7455
SAMD9	0.3361875
S100A7A	-0.539
MMRN1	0.890666666666667
GKAP1	0.66625
AKR1C3	-1.838
RNF19A	1.211625
GMDS	-2.39375
YKT6	-1.316
SPARC	0.7828
C12orf31	-0.135
UBE2V2	-0.374166666666667
FBXL18	-0.493
KIAA0460	0.6865
ADAM22	0.159125
SERPINC1	-4.6885
KCTD21	0.00449999999999999
MYOHD1	-0.541
ZNF37A	1.10316666666667
GTF3C1	0.189666666666667
CTSZ	-0.0125
PRNPIP	0.591875
DRD1IP	0.957
NR1I2	-1.84583333333333
ZNF266	0.0525
SPAG4L	-0.086
COX4NB	-0.90125
SAPS1	0.144
APOA1	-3.3145
TATDN1	0.16
C10orf82	3.75875
KPNB1	-0.23675
FOXO3	0.335416666666667
CRYBB2	0.39
ZBTB5	0.0765
SLC25A38	0.978
DCTN2	-0.5065
IFT20	1.36875
CTHRC1	-0.46175
C1orf31	-0.0145
UHRF1	-1.6603125
GPC6	-2.03875
C10orf54	0.4205
MCF2L2	-0.395333333333333
WNT9B	0.074625
OLA1	0.0678749999999999
FAM120B	0.167
TTLL10	-0.483
CYorf15A	-4.97125
RELN	-2.2752
SCN2B	0.298083333333333
MFHAS1	-2.072
NKX3-2	-1.60583333333333
RASGRF2	-1.358
SSBP1	-0.797166666666667
KPNA6	0.307428571428571
LOC389118	0.089
HS3ST4	-1.5434
SUPT7L	1.192625
FLJ32658	-1.86775
IGFBPL1	-1.75275
KIAA1641	0.2836
SHKBP1	-0.252166666666667
CSF1R	3.474
NAGK	-0.31275
MYL2	0.35
HIST1H4C	0.375666666666667
TOMM7	-0.327
ADAMTSL3	2.5308
TNFSF14	-0.049
PRRT2	-0.0025
VTA1	-0.60175
AOAH	2.08266666666667
CRISPLD2	0.257428571428571
PNN	-0.9893
TA-NFKBH	0.086
ESPN	-0.9745
RBM43	-0.067
KIAA1267	0.506125
DDX3X	0.094
KIAA1576	-4.70025
PLXDC1	3.6425
FLJ25801	-4.22275
HNRNPL	-0.90275
RUNDC3A	1.7865
CASP12	1.7795
SH2D5	-1.436625
RPL26L1	0.504
OR51A7	-0.06525
HDC	5.3435
C2orf16	-0.0795
SYTL3	0.3015
GOLGA4	0.2643125
NOTCH1	-1.37066666666667
ATPAF2	-0.57975
ECD	0.4735
SSX5	-1.29633333333333
SNAP91	1.57425
OCA2	-4.8805
PNPO	0.0191666666666667
DAPK1	-0.2575
PINX1	-1.445
SELENBP1	1.4975
NEK3	-0.39875
TMED4	0.428142857142857
SSTR4	0.211
FOSL1	-2.7302
CD40LG	0.161
CES1	-2.78258333333333
DCI	0.693
B3GAT3	-0.289333333333333
STK17B	-0.44125
CNTN6	0.204
CYP3A4	-0.0765
MBOAT2	1.87021428571429
PISD	1.59175
USP1	-0.25725
PYDC1	0.0906666666666667
CENPM	0.85725
SAR1B	-0.1965
TTC7B	-1.177375
DP58	0.151
GPC1	-0.08325
RBL1	-1.12875
TMEM137	-0.7045
TOB1	1.01541666666667
TCEAL1	2.45366666666667
CENPF	-0.917363636363636
C6	1.50766666666667
PRSS1	-3.31875
PPIL6	0.133
C6orf124	-0.5815
ODZ4	2.0745
SNCB	0.06475
NDUFB9	1.0745
CNOT6L	1.42866666666667
S100A9	0.2505
TRIM50	-0.0235
KCTD1	0.9553
WDR63	-0.06325
SPEF2	2.911125
RNGTT	0.2035
CXorf22	-0.726
KCNK16	0.30025
CEP250	-0.570625
ATPBD1B	-0.1955
KCNJ2	1.827
MT1B	-0.171
ZNF684	-0.2855
SLC4A1	0.43725
PDHA1	-0.86075
ZNF492	1.108375
TKT	-1.225
BYSL	-0.096625
RNF38	1.036375
AHDC1	-0.538
KLHL2	0.601375
CMTM8	1.92775
DMP1	0.229
HERPUD2	-0.07025
CRTAM	1.58383333333333
ZNF572	1.97675
TMEM16J	0.123
HSD17B2	0.42175
UBE2G1	-0.38025
AHSA2	-0.923
PELI2	-0.8945
TPX2	-1.06725
ATP9B	0.756
DAZAP1	-0.697625
HMGCS2	0.447833333333333
C17orf38	0.16
B9D1	-0.41225
NKX2-5	1.03466666666667
KIAA1276	2.11075
LILRB2	2.5615
CSTF1	0.405
BTN2A1	-0.5065
C15orf48	4.97075
IGF2BP3	-4.0475
FAM113B	1.57016666666667
HRG	-0.229875
ZNF131	-0.35825
USP47	1.65392857142857
CCDC88B	-2.0715
HCN1	1.1041
HTN1	-0.5675
SYCP3	0.7675
C13orf23	-0.6477
PAPOLA	-0.7863125
AATK	0.3748
MSH3	0.3785
NDUFAB1	-0.8355
ITLN2	3.65266666666667
BAK1	0.075
MRPL45	0.0418333333333333
MTNR1B	-0.0871666666666667
LOC645843	-0.377
SPECC1L	1.732125
PGCP	0.2085
SPN	-1.02625
GPR143	0.113
ZNF576	1.01616666666667
TMEM39A	0.4293
ATP5D	-0.5945
MAGEB3	-2.7185
RPS5	-0.538166666666667
ANP32E	-1.66171428571429
MTMR1	0.295
YEATS4	-0.22875
SYNGAP1	0.889
PCOLCE	-1.1615
MNS1	1.475
PCYT2	-0.348
ZNF182	0.00625
LAX1	-0.35325
SPPL2B	-0.6364
ELOVL5	-0.5294
PCDHAC1	0.326
B4GALNT1	-0.823833333333333
BLOC1S2	0.314125
ZNF673	-0.1337
ARHGAP21	-1.18866666666667
IRX5	3.458625
LRFN5	-0.127166666666667
FAM7A1	-0.80225
RAB19	0.6615
GINS1	-1.166
ITM2B	-0.0359
PAPSS2	0.712166666666667
OR5BF1	0.3065
ACSL3	2.230625
KIAA1919	0.09025
GLT8D2	1.14225
UTRN	-0.29
CNN1	-0.5025
HISPPD2A	1.1285
SDAD1	0.025875
SIGLEC9	0.3925
RPL35	-0.348071428571429
C22orf26	0.49
IMPDH2	-1.288
WDR69	-1.14475
SEC14L5	-0.237166666666667
CLTA	0.27575
RP11-529I10.4	-0.102
GPR37L1	0.264
OGDH	-0.72125
ASB13	1.06683333333333
ZFP14	2.124
ZCRB1	1.14383333333333
KPNA3	0.34
HSPA1L	1.329
RHOC	0.5695
LOC554175	-0.18825
PPP3CA	-0.1897
SLC1A7	-0.259
ZNF529	-0.931333333333333
RBED1	0.78775
DDB2	-0.898
FLJ11286	-0.174
SPATA1	0.186
MKNK1	-0.328
DYSF	0.627333333333333
ALKBH2	0.775
NKD1	-3.01216666666667
C1orf174	-0.7405
PLEKHO1	-0.824
ASB10	-0.02775
RING1	0.840166666666667
NPC2	-0.4925
AVPR1B	0.425
YTHDF1	0.574083333333333
LMAN1L	0.093
GSG2	-1.563
CEP170	-0.4091
RPS4Y2	-5.00125
MSH6	0.6135
HECTD2	1.14066666666667
ZNF556	-2.9315
PLEKHC1	-0.5058
AIRE	-0.107666666666667
BCL2L10	0.25325
LMOD3	0.146333333333333
ZBTB8	1.1749
FOXA2	-3.6798
SLCO2A1	2.086125
C3orf46	-0.0875
PRDM16	0.632166666666667
TMEM98	-1.624
FRMD5	-0.7325
PDE6C	-0.0395
C1orf216	0.654333333333333
EP400	0.375285714285714
PTK2	1.537
RNF217	-0.509
NDUFA8	0.8205
ZFAT1	0.84325
LAMP3	-1.06183333333333
GLTSCR2	-0.2475
NPW	-1.642
LLGL2	0.6695
PPM1K	-0.330166666666667
C20orf177	3.175
KIR2DL4	0.139
NFKB2	-0.24475
C21orf122	-0.828166666666667
HESX1	0.10825
GPR114	-0.561333333333333
SLC25A35	0.516166666666667
GNAT1	0.00450000000000001
ORAI3	-0.057
FAM76B	0.134875
TMEM99	-0.7425
TRIM29	-1.1298
CDS1	2.938
RHEB	-1.1261
C4orf27	-0.635166666666667
RAB3A	0.33275
OTUD6B	1.577
GPD1	-0.602
CDH15	-1.81516666666667
NPM1	-0.3195
TMEM117	0.51175
PRPS2	-0.485916666666667
GCK	-0.7245
ADRA2A	2.229
TSPYL4	0.135666666666667
TASP1	-0.376
WDR19	0.683416666666667
C10orf38	-1.455
PDE4C	-0.395833333333333
FYB	-0.984916666666667
C1orf55	0.176166666666667
PPFIA3	-0.50525
RAD18	0.43575
C12orf44	0.0758333333333333
CRYBA4	-0.249
HVCN1	0.39025
TAF10	-0.206833333333333
C16orf48	-0.619833333333333
DEPDC5	0.797333333333333
LTBP1	-3.1245
MAPRE1	-0.0745
FGF8	0.3515
C3orf52	2.3965
SENP7	0.763
LRRK2	0.6075
RUNDC2A	-0.0475
KIAA0355	0.3325
CPEB1	-0.918
PPEF2	-0.02
ABI2	0.0045
KIAA0317	-0.630625
ATF1	0.174
DYNC1H1	-0.095125
DIP	0.57575
TMEM33	0.579833333333333
POLDIP3	0.4
C7orf24	-0.1895
GPR171	1.62525
CDC6	-1.33466666666667
PLD1	-2.0878
ITFG2	1.211
NDUFC1	0.52125
AKNA	-1.00625
NBR1	1.21
PKHD1	0.255875
HPS4	-0.1817
MAFA	0.2015
ULBP3	-0.633
DIRC1	-0.419
IMMT	-0.910625
C22orf13	1.09766666666667
CEL	0.2935
MARK3	-0.88775
ADAMTS2	-0.218333333333333
ARPC3	0.684166666666667
TMEM10	0.09225
NPHS1	1.20625
BRD8	0.697666666666667
WDR12	-0.881
IDI2	0.825
HOXD13	-1.5905
OR8G2	-0.91775
SLAIN1	0.62275
GABRQ	-0.06575
NR2C2	-0.18875
NKTR	0.1143
TLE2	1.369
KIAA0892	0.711666666666667
AURKA	-0.752090909090909
GPRC5C	2.18533333333333
TBC1D9B	0.896875
PNPLA6	-0.407166666666667
AP3B1	-0.231
NAG	0.03525
C11orf68	-0.39075
AKR7A3	0.43
AHCYL1	-0.548083333333333
COP1	-0.631666666666667
RPP14	0.584
PCDHB18	-0.2735
CDH24	-0.77625
KRT17	-1.326
LACTB2	-0.1725
DDX24	-0.3642
PHACTR1	-2.68166666666667
SLC35E2	1.0195
LOXL1	-2.6495
IQSEC2	0.828
RGSL1	0.135
PCDHGC5	-0.361
MEGF10	-0.8755
PRRX1	-0.416166666666667
ASTE1	0.216333333333333
C6orf159	1.13975
MYOD1	-0.402
GAA	-0.48625
ZNF747	0.64475
KLRC1	-1.137375
IL1RL2	0.1675
GDF9	0.25075
GPR119	0.328
TRAF2	0.00733333333333334
HCK	3.487
BMP6	-2.35775
IL8RA	0.7985
FLJ35848	-1.443
EFHA1	0.14825
CDSN	-1.01633333333333
C14orf54	-0.0111666666666667
LSM3	0.732625
ZFP41	0.66
C9orf126	-0.362666666666667
VIT	3.761
SPCS3	-1.5705
DEF8	-1.4646
CHAF1A	-1.71933333333333
C1orf165	-0.581166666666667
ZFPM2	-0.308833333333333
FTH1	-0.794
SLC35F1	-1.02525
YWHAH	-0.30475
C17orf66	-0.103166666666667
ADRB1	-0.380666666666667
FOXL1	-0.715
RG9MTD3	0.476
UMPS	-0.16225
MGC13008	-0.4395
KIAA1161	0.4005
CCDC77	-0.64425
C12orf65	1.1199
COG4	-1.15066666666667
RCP9	0.837583333333333
RP4-692D3.1	3.05116666666667
CDC2L5	0.68675
MGC7036	0.606
DNAJC11	-1.7695
GDF2	-0.074
TIMM17A	0.18775
HNRNPA0	-0.7547
OR2H1	0.29275
PCBP1	-0.27675
COL23A1	-1.32525
LRRC2	-0.671714285714286
NSD1	1.30821428571429
FLJ37078	0.981625
WDR91	-1.16433333333333
TMEM179	0.29575
DSCR10	-0.893
CNDP2	-0.0166
FYN	-1.2315
BEX2	1.19983333333333
KCND3	0.27975
YPEL5	1.866
LRRC42	0.101666666666667
C17orf45	-1.117375
ZNF649	0.1406
LOC150763	0.8325
COL5A2	0.756
CNGA2	0.0175
ELA2B	-0.744666666666667
RAB9B	1.699
FAM100A	1.73472347597681e-18
NAIP	2.53942857142857
MYOZ2	1.011375
SPATA12	-0.487
XRCC4	-1.1295
CYB561	1.9458
CHST10	-0.62325
BAI1	-0.188166666666667
BRSK1	1.263
C17orf89	0.82875
PDE6H	-1.1065
FLJ20309	0.0194
MAP7	-0.08625
SCN4B	1.90575
SPAG9	-0.4680625
SERTAD1	0.4645
FLJ21963	-3.5175
ANTXR1	-1.1165
TMPRSS13	-0.436333333333333
ETV7	0.965333333333333
DGAT1	0.76
NKIRAS1	1.229
TAC3	-3.493
CORO1C	-2.07383333333333
RAD54B	0.92975
HRASLS3	0.7505
C21orf42	0.2635
BARD1	-0.429166666666667
ZNF177	-0.967833333333333
MIP	0.213
ZNF442	0.821
F2	-3.6659
GRIA1	0.75625
GALNTL2	0.629833333333333
WNT5A	-4.7167
LENG9	-0.094
hCG_25371	-0.913
FOXR1	0.18
TRA@	0.5765
PWWP2	0.34725
C1QTNF7	0.588
SLC7A4	1.0805
C4orf7	2.5825
