Hybridization REF	TCGA-AN-A0AM-01A-11R-A034-07
CHD4	-0.416
C6orf26	-2.08866666666667
MOSC2	1.801
IKBKE	-0.26575
HIF1A	-0.847666666666667
LOC595101	0.291
RELA	0.171166666666667
TMEM16B	-0.005
ABHD12B	-1.7305
TSEN34	0.73675
KIF18A	-1.98825
TXNDC9	0.1995
SPATA2L	0.7465
SEMA4G	-1.346
C21orf91	-0.5945
MATN1	-0.147
KCNIP4	0.165666666666667
TUSC1	1.519125
OR4C15	0.14225
ARMCX6	0.60325
WBSCR27	-0.589166666666667
OR52I2	0.034
KIAA1604	-0.58075
DYNC1I1	-1.642625
PPP4C	0.80475
SLC47A2	-0.689666666666667
TREH	-0.16525
CD48	1.0675
ST14	2.00583333333333
PKN1	0.3355
SPON2	2.207
XBP1	1.83425
SFRS12	-0.715333333333333
EFCAB6	0.83775
SELT	-0.2665
SLC39A2	0.5195
ERF	-0.516666666666667
ARL3	0.167
SURF6	-0.7498
MLLT10	-0.534571428571429
FLJ11171	-0.150333333333333
TDGF1	-4.144
ERCC6	-0.23275
EIF2AK4	0.451875
BAZ1A	0.149333333333333
LRRN3	-0.366666666666667
TMC3	-0.118
EFTUD1	-0.1725
PTPRO	1.09266666666667
CLEC12A	0.279875
ACBD4	-0.17575
ZDHHC14	-0.439125
OTUD7B	1.014375
ACTB	0.6113125
MSRA	0.8045
LCE5A	1.242
IFI35	0.89875
BSCL2	-0.0356666666666667
ANKRD12	-0.506666666666667
CFHR2	0.594
RGAG1	0.0328333333333333
HSFY1	-0.9455
SLC30A5	0.487333333333333
IMPG1	0.6605
GPR109A	0.567
ZNF185	-1.2785
IYD	2.65625
NPCDR1	0.1345
SERPINA13	0.094
HMGCLL1	-1.7165
NEUROG1	0.932166666666667
UBQLN1	-0.786375
LIN37	0.91775
SOCS2	-3.5225
DSCR4	-1.555875
XKR6	1.342
GPR142	0.773
KRTAP13-3	0.14
CCDC15	-1.14633333333333
MOS	0.372
CD1E	-1.4655
OFCC1	0.111
FAM83D	-0.20925
SRFBP1	-0.817
C9orf96	-0.063
DHDH	-0.27475
CCDC90A	-0.071
RABL3	-0.2401
CD320	-0.955333333333333
ANGEL2	-0.351416666666667
MRPL21	0.1555
SMG6	0.141833333333333
INSR	0.8111875
FLJ14816	-0.3135
GLRB	-1.02383333333333
C9orf89	0.934
CIZ1	-0.804375
URG4	-0.1125
LRDD	-0.895333333333333
CBY1	0.848166666666667
NFX1	-0.1545
MTERFD2	-0.208714285714286
C19orf23	0.504
PGC	-2.397625
IER3IP1	-0.2232
RASAL2	0.647083333333333
C1orf89	-0.20175
SYNJ1	-0.83425
NFKBIE	0.62975
FLJ40125	-1.04266666666667
TCEB2	0.4097
NOG	-2.0635
POLR2J2	-0.863833333333333
HLA-B	3.4045
PCDHA1	1.4445
PPP2R2B	-1.1175
ARHGEF17	0.533333333333333
TCF7L2	0.187357142857143
CHD5	1.64166666666667
ZNF431	-1.1805
TBC1D25	-0.154
ZNF800	-0.13525
SCUBE2	1.83181818181818
MYCBP	-0.0175
GPX5	0.2395
C6orf129	0.435
QSER1	0.105
ULK2	1.1575
PIGO	0.491666666666667
NRCAM	-1.15078571428571
SLC35E3	2.643625
CSRP2	-2.03825
HYPE	1.06425
MAPK15	0.0266666666666667
MGC14327	-0.53675
TIMM13	0.0718333333333333
ZNF462	-1.433
GBA3	0.1905
TEX13A	0.3895
MCM6	-0.206555555555556
MTRF1	-1.277625
ABCA7	-0.76375
EIF4A2	-0.5355
ZC3H10	0.5013
RPGR	-0.582833333333333
C20orf94	0.54
RP1L1	0.00375
GPR125	-0.588875
USP22	-0.655571428571429
OR1L4	0.20225
MLZE	3.0595
FLJ32065	1.1155
PTCD1	-0.3135
CRTAC1	-0.0351666666666667
BXDC2	-1.2505
C18orf1	1.37766666666667
FAM107A	0.227714285714286
EFNA3	-0.49075
P18SRP	0.0802
CAMKK2	0.298666666666667
KIAA0649	-0.7655
NES	-1.9415
HS6ST3	0.924375
PON2	-0.981
TCP11L2	-0.71975
CLEC4A	1.93075
PRR12	0.1695
MLXIPL	-0.5282
C2orf50	0.015
ZNF28	0.04675
ENC1	0.1295
MAP2K1	-0.368
FKSG2	0.69975
KIAA0430	0.89375
PTP4A1	-0.874444444444445
GPR156	1.557
GTF3C6	2.1425
UBR2	-0.0138
LOC388272	-0.72925
MAK	0.461166666666667
ACOT4	2.87475
STC2	-1.17033333333333
PIGW	-1.848125
SAE1	-0.00962499999999999
COL6A1	0.507
OAZ1	0.604166666666667
STMN4	0.268666666666667
EDG3	0.091
SGCE	-2.26483333333333
IL11	-0.9975
PRSS8	0.713875
YIPF5	1.17683333333333
WNT4	1.49575
CSN2	0.163333333333333
TCF7	-2.16975
TDO2	4.1675
SAMD9	0.2439375
S100A7A	2.7115
MMRN1	0.1975
GKAP1	-0.13925
AKR1C3	-0.022
RNF19A	1.249375
GMDS	-0.362
YKT6	0.314
SPARC	1.0591
C12orf31	0.28375
UBE2V2	-1.01183333333333
FBXL18	-0.134333333333333
KIAA0460	0.26225
ADAM22	-0.6385
SERPINC1	-4.71275
KCTD21	-0.00350000000000001
MYOHD1	-1.63575
ZNF37A	-0.0565
GTF3C1	0.6515
CTSZ	1.891
PRNPIP	-0.72925
DRD1IP	0.18125
NR1I2	-1.52433333333333
ZNF266	-0.7298
SPAG4L	0.432
COX4NB	0.673
SAPS1	0.342833333333333
APOA1	-3.37275
TATDN1	-0.903166666666667
C10orf82	-1.955
KPNB1	-1.229
FOXO3	-0.33125
CRYBB2	-1.1475
ZBTB5	-0.496833333333333
SLC25A38	-0.0885
DCTN2	-0.603333333333333
IFT20	1.972
CTHRC1	2.762
C1orf31	-0.35775
UHRF1	-0.4786875
GPC6	0.48
C10orf54	1.5285
MCF2L2	-0.137666666666667
WNT9B	0.095375
OLA1	-0.305625
FAM120B	0.08
TTLL10	-0.4275
CYorf15A	-3.6805
RELN	-1.5217
SCN2B	-0.0998333333333333
MFHAS1	-0.36625
NKX3-2	0.356
RASGRF2	-0.2055
SSBP1	-1.08616666666667
KPNA6	-0.135
LOC389118	-0.0005
HS3ST4	-1.0283
SUPT7L	-0.32875
FLJ32658	-0.6595
IGFBPL1	-0.402
KIAA1641	-0.8521
SHKBP1	0.303333333333333
CSF1R	4.88275
NAGK	1.0525
MYL2	-0.00449999999999998
HIST1H4C	-1.395
TOMM7	-0.082125
ADAMTSL3	2.9798
TNFSF14	-0.10275
PRRT2	-1.147
VTA1	0.47075
AOAH	2.42733333333333
CRISPLD2	1.17135714285714
PNN	-0.9579
TA-NFKBH	-0.15025
ESPN	0.17725
RBM43	-0.057
KIAA1267	-0.620375
DDX3X	-0.124555555555556
KIAA1576	-4.269
PLXDC1	2.53466666666667
FLJ25801	-3.44775
HNRNPL	-0.2045
RUNDC3A	0.173
CASP12	0.227
SH2D5	-1.24425
RPL26L1	0.5895
OR51A7	-0.20025
HDC	2.312
C2orf16	0.223
SYTL3	1.477875
GOLGA4	0.3330625
NOTCH1	-1.00783333333333
ATPAF2	0.0995
ECD	0.1805
SSX5	-1.01883333333333
SNAP91	0.38475
OCA2	-3.1775
PNPO	-0.239
DAPK1	-0.6435
PINX1	-0.964666666666667
SELENBP1	1.82775
NEK3	-0.23125
TMED4	-0.608428571428571
SSTR4	0.3925
FOSL1	-2.0808
CD40LG	0.1025
CES1	-0.728083333333333
DCI	0.5905
B3GAT3	-0.00433333333333333
STK17B	-0.44575
CNTN6	0.0755
CYP3A4	-1.36
MBOAT2	-0.0800714285714286
PISD	0.81875
USP1	-0.30025
PYDC1	2.6535
CENPM	-0.022625
SAR1B	1.3655
TTC7B	-0.50625
DP58	0.236
GPC1	0.538
RBL1	-1.0175
TMEM137	-1.43116666666667
TOB1	0.337666666666667
TCEAL1	0.2625
CENPF	-1.70790909090909
C6	0.0806666666666667
PRSS1	-2.78825
PPIL6	0.170833333333333
C6orf124	-0.6235
ODZ4	1.21966666666667
SNCB	0.328
NDUFB9	-0.034625
CNOT6L	-0.2775
S100A9	4.79383333333333
TRIM50	0.3705
KCTD1	1.3577
WDR63	-0.04775
SPEF2	0.288
RNGTT	0.176833333333333
CXorf22	0.2855
KCNK16	0.16075
CEP250	0.67975
ATPBD1B	0.129
KCNJ2	2.82225
MT1B	-1.0775
ZNF684	-0.766
SLC4A1	0.17425
PDHA1	-0.5125
ZNF492	-1.0255
TKT	-0.63475
BYSL	-0.21075
RNF38	-0.81075
AHDC1	0.112
KLHL2	0.26275
CMTM8	1.8135
DMP1	0.1335
HERPUD2	-0.179625
CRTAM	2.1185
ZNF572	-0.49075
TMEM16J	-0.8505
HSD17B2	-2.33975
UBE2G1	-0.8155
AHSA2	-2.28225
PELI2	-1.289
TPX2	-2.0625
ATP9B	0.196
DAZAP1	0.14825
HMGCS2	2.20966666666667
C17orf38	0.2435
B9D1	0.461875
NKX2-5	2.242
KIAA1276	-0.288
LILRB2	3.813
CSTF1	-0.537666666666667
BTN2A1	-0.259333333333333
C15orf48	3.72725
IGF2BP3	-3.74325
FAM113B	2.632
HRG	0.331125
ZNF131	-0.731
USP47	0.623142857142857
CCDC88B	0.212375
HCN1	-0.4429
HTN1	-0.282666666666667
SYCP3	0.01025
C13orf23	0.1154
PAPOLA	0.2280625
AATK	-0.0558999999999999
MSH3	-0.327333333333333
NDUFAB1	0.4275
ITLN2	-0.428
BAK1	-0.000333333333333329
MRPL45	-1.35083333333333
MTNR1B	0.393333333333333
LOC645843	0.15
SPECC1L	0.443625
PGCP	0.237
SPN	-0.537375
GPR143	0.0565
ZNF576	0.743333333333333
TMEM39A	0.8952
ATP5D	-0.234833333333333
MAGEB3	-0.808
RPS5	-0.224166666666667
ANP32E	-0.6015
MTMR1	-0.851
YEATS4	2.51375
SYNGAP1	0.0435
PCOLCE	-0.452
MNS1	0.36425
PCYT2	1.04583333333333
ZNF182	0.047
LAX1	1.005
SPPL2B	0.8334
ELOVL5	0.9356
PCDHAC1	0.4035
B4GALNT1	3.19383333333333
BLOC1S2	-1.30075
ZNF673	-0.2292
ARHGAP21	-0.301666666666667
IRX5	3.268125
LRFN5	-0.628333333333333
FAM7A1	-0.8255
RAB19	0.378
GINS1	-2.0785
ITM2B	0.961
PAPSS2	0.311166666666667
OR5BF1	0.6115
ACSL3	0.76825
KIAA1919	0.34925
GLT8D2	2.616
UTRN	0.850785714285714
CNN1	0.60375
HISPPD2A	-0.478666666666667
SDAD1	0.292875
SIGLEC9	1.19333333333333
RPL35	-0.513357142857143
C22orf26	0.1925
IMPDH2	-0.797375
WDR69	-0.3205
SEC14L5	-0.2595
CLTA	0.198
RP11-529I10.4	-0.17
GPR37L1	-0.037
OGDH	-0.379416666666667
ASB13	-0.264833333333333
ZFP14	-0.326
ZCRB1	0.035
KPNA3	0.482
HSPA1L	0.71425
RHOC	0.555125
LOC554175	-0.1495
PPP3CA	0.8352
SLC1A7	-0.6023
ZNF529	-0.212166666666667
RBED1	0.815
DDB2	-1.543
FLJ11286	0.698666666666667
SPATA1	0.226
MKNK1	-0.0686666666666667
DYSF	2.01916666666667
ALKBH2	-0.24425
NKD1	-2.11516666666667
C1orf174	-0.21475
PLEKHO1	0.958166666666667
ASB10	0.07875
RING1	-0.306666666666667
NPC2	0.828125
AVPR1B	0.58
YTHDF1	0.46
LMAN1L	0.668
GSG2	-1.4085
CEP170	-0.7181
RPS4Y2	-4.82225
MSH6	-0.7185
HECTD2	-0.900666666666667
ZNF556	-2.7265
PLEKHC1	-0.2933
AIRE	0.196
BCL2L10	2.244
LMOD3	-0.270833333333333
ZBTB8	0.2055
FOXA2	-2.5165
SLCO2A1	1.501125
C3orf46	0.5215
PRDM16	1.1385
TMEM98	0.4165
FRMD5	-2.0115
PDE6C	-0.101
C1orf216	0.0428333333333333
EP400	-0.620642857142857
PTK2	-0.272666666666667
RNF217	0.28625
NDUFA8	0.1595
ZFAT1	0.132
LAMP3	2.83583333333333
GLTSCR2	0.121
NPW	2.356
LLGL2	0.2943
PPM1K	0.3465
C20orf177	-0.687
KIR2DL4	1.0903
NFKB2	-0.11825
C21orf122	0.147833333333333
HESX1	-1.13725
GPR114	0.190166666666667
SLC25A35	-0.679333333333333
GNAT1	0.15
ORAI3	0.24375
FAM76B	-0.704875
TMEM99	0.0076
TRIM29	0.6722
CDS1	2.38775
RHEB	-0.6821
C4orf27	-1.07133333333333
RAB3A	-0.96525
OTUD6B	-1.47975
GPD1	0.3025
CDH15	1.457
NPM1	-0.033
TMEM117	-0.51725
PRPS2	-2.59208333333333
GCK	-0.2605
ADRA2A	3.39633333333333
TSPYL4	-0.996333333333333
TASP1	-0.98225
WDR19	-0.24575
C10orf38	0.022
PDE4C	-0.463666666666667
FYB	0.694416666666667
C1orf55	0.7565
PPFIA3	-0.87475
RAD18	-0.8575
C12orf44	0.4035
CRYBA4	-0.0515
HVCN1	0.82325
TAF10	-0.119833333333333
C16orf48	-0.267666666666667
DEPDC5	1.14616666666667
LTBP1	-0.7755
MAPRE1	-0.604625
FGF8	-0.136
C3orf52	0.273625
SENP7	-1.03766666666667
LRRK2	0.262
RUNDC2A	0.926
KIAA0355	0.129666666666667
CPEB1	-0.38075
PPEF2	0.0335
ABI2	-0.3455
KIAA0317	0.417875
ATF1	-0.351166666666667
DYNC1H1	0.62675
DIP	0.83225
TMEM33	0.148222222222222
POLDIP3	0.0615
C7orf24	0.9255
GPR171	2.5075
CDC6	-1.4165
PLD1	-1.1296
ITFG2	0.4368
NDUFC1	0.446
AKNA	-0.51775
NBR1	-0.39925
PKHD1	-0.038375
HPS4	-0.4578
MAFA	1.1585
ULBP3	0.64675
DIRC1	0.296
IMMT	-0.085125
C22orf13	0.0879166666666667
CEL	0.115
MARK3	-0.35125
ADAMTS2	1.19375
ARPC3	-0.155833333333333
TMEM10	0.052375
NPHS1	0.38
BRD8	-0.2245
WDR12	-1.141
IDI2	0.851375
HOXD13	-0.392
OR8G2	-0.8155
SLAIN1	-1.397
GABRQ	-0.4665
NR2C2	-0.37
NKTR	-0.5129
TLE2	1.5095
KIAA0892	-0.363833333333333
AURKA	-1.29881818181818
GPRC5C	2.03416666666667
TBC1D9B	0.43625
PNPLA6	0.174333333333333
AP3B1	0.109
NAG	-0.115375
C11orf68	-0.35825
AKR7A3	1.026
AHCYL1	0.305333333333333
COP1	0.758833333333333
RPP14	-0.0988333333333333
PCDHB18	-0.17625
CDH24	1.1235
KRT17	-2.417
LACTB2	-1.03875
DDX24	0.7275
PHACTR1	-2.11783333333333
SLC35E2	0.1555
LOXL1	0.46725
IQSEC2	0.886125
RGSL1	0.414
PCDHGC5	0.2425
MEGF10	0.677
PRRX1	1.3165
ASTE1	0.284833333333333
C6orf159	-1.08425
MYOD1	1.34425
GAA	1.829
ZNF747	0.4365
KLRC1	-0.433125
IL1RL2	0.0595
GDF9	-0.5065
GPR119	0.7135
TRAF2	-0.532166666666667
HCK	3.26483333333333
BMP6	-2.549
IL8RA	0.639833333333333
FLJ35848	-0.252
EFHA1	-0.38575
CDSN	0.6215
C14orf54	0.127
LSM3	-0.2515
ZFP41	-0.32
C9orf126	-1.60183333333333
VIT	-3.735
SPCS3	-0.185
DEF8	-0.4226
CHAF1A	-1.4475
C1orf165	0.225166666666667
ZFPM2	0.807
FTH1	-0.02125
SLC35F1	-1.64025
YWHAH	0.5995
C17orf66	0.152166666666667
ADRB1	-0.364
FOXL1	0.013
RG9MTD3	-0.480833333333333
UMPS	0.267375
MGC13008	0.2485
KIAA1161	0.5785
CCDC77	0.1225
C12orf65	0.6265
COG4	-0.541333333333333
RCP9	0.0264166666666667
RP4-692D3.1	1.03716666666667
CDC2L5	0.145
MGC7036	2.2355
DNAJC11	-0.4195
GDF2	0.0558333333333333
TIMM17A	0.8565
HNRNPA0	-0.3646
OR2H1	-0.1555
PCBP1	-0.384625
COL23A1	-1.90375
LRRC2	0.147142857142857
NSD1	0.6615
FLJ37078	-0.352875
WDR91	-0.6405
TMEM179	0.12775
DSCR10	-0.1785
CNDP2	0.6589
FYN	-0.806
BEX2	0.482833333333333
KCND3	0.09825
YPEL5	1.223625
LRRC42	0.907333333333333
C17orf45	-1.026625
ZNF649	0.2402
LOC150763	0.240125
COL5A2	2.3265
CNGA2	0.578
ELA2B	-0.347666666666667
RAB9B	0.3945
FAM100A	0.62525
NAIP	-0.768285714285714
MYOZ2	-0.28475
SPATA12	0.053
XRCC4	-0.64475
CYB561	2.4222
CHST10	-0.436
BAI1	0.383333333333333
BRSK1	-0.369333333333333
C17orf89	2.357
PDE6H	-0.677
FLJ20309	0.0772
MAP7	1.645375
SCN4B	-0.70875
SPAG9	-1.0088125
SERTAD1	1.36066666666667
FLJ21963	0.53825
ANTXR1	0.8381
TMPRSS13	1.81733333333333
ETV7	3.82166666666667
DGAT1	0.498833333333333
NKIRAS1	0.012
TAC3	-3.116
CORO1C	-0.2035
RAD54B	-1.0815
HRASLS3	1.937
C21orf42	0.25575
BARD1	-0.861166666666667
ZNF177	-2.036
MIP	-0.1645
ZNF442	-0.669
F2	-3.5148
GRIA1	-0.139
GALNTL2	1.569
WNT5A	-1.2895
LENG9	0.3025
hCG_25371	-0.9005
FOXR1	-0.867
TRA@	0.9398
PWWP2	3.26425
C1QTNF7	0.473333333333333
SLC7A4	0.0235
C4orf7	-0.716
C17orf80	0.507666666666667
KLK4	0.7795
IL31	0.2035
TMEM176A	3.666
CTNNB1	-0.1029375
BHLHB2	0.21325
TMEM185B	0.5935
ARD1B	0.8825
C1orf93	0.0875
BRUNOL4	-0.184833333333333
LOC541469	-0.658916666666667
UPK2	0.11
GAS8	0.601666666666667
PATE	0.1805
IMPACT	0.44325
WNK4	-1.9655
HNRPLL	-0.66125
GAD2	0.358
ITGA6	-0.3855
BMP15	0.2255
CYP2A7	1.46675
RIC8A	-0.014375
CCND1	-0.04025
USP35	-1.025
DSCR2	-0.734
CCL4	4.48016666666667
ZCCHC10	0.005
NOL11	-0.1485
TRPM2	0.376916666666667
PSMD2	-0.123090909090909
CHTF18	-0.814
USP18	1.893
RRAS	0.25925
LAMC3	0.16375
TOX	-2.73733333333333
PCDH15	-0.308
GABRG3	-0.2915
NUDCD2	0.206625
SGCZ	0.4675
KCTD17	0.0779
SPSB2	0.404
TPPP3	1.16566666666667
CILP2	1.16616666666667
CALB2	2.36075
CEBPZ	-0.189666666666667
ZNF479	-0.8175
FMOD	5.598
C21orf66	-0.974642857142857
CLN6	-0.111666666666667
ANAPC1	-0.600625
SH2D3C	0.12025
PTPN14	-0.1879
TRIM42	-0.16075
APTX	0.189
SNRPG	-0.432833333333333
BMS1	-0.24325
MAGEA3	-2.8675
NFATC3	-0.697833333333333
LRRC45	1.13066666666667
ARS2	-0.417142857142857
LRIG1	2.45816666666667
EPSTI1	1.147
PRSS27	-0.23125
ERC2	-0.242625
PRKACB	-0.316142857142857
PRDM13	-3.9535
HCG27	-2.2105
KLK12	-1.2305
HSD17B7	0.497833333333333
ZNF354A	0.996
PCDH11X	0.4725
DMGDH	-0.72375
PCBD2	-0.103
TMC6	1.723125
RIMS1	0.2155
SF3B2	-0.329166666666667
RCN1	0.973333333333333
CPB1	4.4825
BCAR3	0.157
FCRLB	0.801
PAK1IP1	-0.38975
OR10H1	0.2935
KIF9	1.0289
PITPNM2	0.04725
L3MBTL4	-0.0235
TGFB1	-0.4989
ZXDC	0.19675
SLC6A16	-0.3595
SRrp35	0.85675
LRRC8E	1.55575
PPIAL4	-0.348833333333333
EOMES	3.09283333333333
PAX2	0.3745
SCARF2	0.499
PSEN2	1.5305
PCDHB13	0.7765
C10orf28	-0.70375
DHRS7B	-0.287071428571429
C1orf131	1.14
ASB1	-0.2868
ZNF223	0.185166666666667
LCMT2	-0.39925
MEP1A	-0.526
TMEM53	0.5505
RSPH3	1.0375
C10orf33	-0.9
LOC644285	-0.408
PTPN9	-0.0696666666666667
ABCA12	2.97275
CCDC37	-0.86825
RUNDC1	0.3266
YES1	-0.240333333333333
FAM120AOS	-0.37275
OR5M3	-0.691
PPP1R3F	0.272916666666667
IL13	0.2729
MDFI	0.1015
PRNT	0.3685
ZDBF2	0.2155
OR10C1	0.332333333333333
CLIC1	-0.280666666666667
LILRA5	0.679
CSAG1	-0.585833333333333
TREML2	-0.212166666666667
FAM125A	0.328166666666667
ZNF74	-0.47025
FAM104A	1.243125
LRRC39	-1.124
SAMD5	-0.25125
HYAL2	-0.18825
HIST2H2AC	0.836625
IGFBP5	0.611652173913043
NRTN	0.539
KIAA0556	0.339
FAM29A	-1.10638888888889
JMJD2A	1.10775
EPHB1	0.203
POLD4	1.347625
ANAPC10	-0.632
LRRC36	-0.711
MEGF6	0.05775
LPHN3	-0.818166666666667
BMP10	0.026
C21orf55	-0.2455
CREM	-0.1808125
PTGER4	-0.223666666666667
METAP1	-1.1995
KCNQ1	2.2965
NR2F2	0.13525
SSFA2	-1.11966666666667
CTTNBP2	-2.75575
BCL2A1	-0.182125
ZBTB24	1.402625
SLCO6A1	-0.538
PRDM1	0.5505
OR7D2	-0.819333333333333
CCDC47	0.1055
LOC646982	0.244
SLC26A6	-0.688833333333333
BIN1	0.2549
SRRM1	-0.185285714285714
PCSK1N	0.587
ALS2	-0.109
ECT2	-1.51447368421053
CACNA2D2	0.53825
DOCK6	-1.368
C10orf119	-0.596
FATE1	0.19475
DUSP23	1.7485
TRIP6	-0.363
NUP35	-0.93175
CDH3	1.45
KLHDC8A	-0.06825
C9orf116	0.58825
EI24	-0.343
CENTD1	0.491
RWDD2B	-0.103333333333333
DOCK1	0.1385
NPAS2	-0.4975
NR3C2	0.3455
FAM63A	1.29741666666667
INPP5F	-1.0755
FAM111A	-0.5133
MYBL1	-1.4275
IQGAP3	0.577333333333333
CRADD	-1.24683333333333
DUSP12	-0.8995
PDZK1IP1	3.8335
VASH2	-0.948
CTR9	-0.00575000000000001
VIL1	-3.62625
OR8U1	0.426333333333333
CCDC107	0.5755
PTTG1IP	-0.056
OR4X2	0.3695
COL9A1	-1.811
PSMD9	-0.3885
ZFP62	0.35825
TIP39	0.15325
PARP15	0.6575
TTC19	0.20625
C1orf114	-1.84816666666667
GFPT1	1.0395
SLC27A6	-1.198
MRPS10	-0.1811
CALML5	-1.52416666666667
TRPM7	-0.293875
CGNL1	0.02425
CECR1	0.538
SERPINB8	0.422
TMEM102	1.270125
PDIA2	-2.2425
NUCKS1	-0.204
HOTAIR	-0.6575
EBI3	-0.035
NXN	0.38575
ZMYND19	-1.109125
FOXJ3	-0.56875
EIF5B	-0.0428
EIF2B4	-0.0151666666666667
LEO1	0.226
ZIC5	0.433333333333333
IL20	0.00933333333333333
KIAA0415	0.40925
FLJ37357	0.135
TSPAN12	0.028125
ACTR3B	-0.408375
TFAM	-0.254666666666667
IL17RD	-1.57625
PARP12	1.107
KLHDC7A	0.4695
KCTD4	0.2265
GTF2H1	-0.35375
FLCN	-0.5665
BIRC4	0.5645
LOC790955	0.66225
VKORC1L1	-0.72525
CYP4F22	1.23083333333333
TAS2R5	-0.023
ZNF582	0.407
HS3ST3B1	-0.405875
CTNS	0.54775
STK36	0.288166666666667
MMD2	0.14625
RP5-1103G7.6	-0.1725
FLJ23356	-0.3005
CRH	-0.11925
C1orf182	0.381
ACP5	1.60833333333333
AMFR	1.3639
CA4	-2.5985
PLCB4	-1.289
MPHOSPH10	0.06125
UNQ473	2.24733333333333
G3BP2	-0.248833333333333
SR140	-0.718583333333333
HOXA2	-0.03225
PYGB	-0.164
BAT1	-0.74325
DKK3	-0.212333333333333
DDX31	-0.955
TULP1	0.35125
NHLRC2	-0.1615
TNRC4	-0.119666666666667
ZNF430	-1.139
TNRC6A	0.012625
PLA2G1B	0.1985
RCHY1	0.579833333333333
GTF2A2	-0.371333333333333
MGC4294	-0.0315
ZNF691	-0.29975
TACC3	-1.0645
DNAJC5G	0.144
LOC4951	-0.15925
MS4A4A	-0.7445
LOC152485	0.0585
PPP1R2P1	-0.00699999999999999
PPP2R5B	0.12575
RPGRIP1L	-0.99525
SPOP	0.6553
PTPRF	1.06166666666667
MGC42090	0.205
SUSD3	2.55475
THOC4	1.113875
MAML1	0.2955
FXR2	-0.913666666666667
TYK2	-0.455625
MUC6	0.446
DNAJB7	-0.0865
PIP4K2A	-0.294571428571429
MEX3A	-0.550833333333333
RRP1	-0.313875
TFAP4	-0.60325
CXorf41	0.2255
MTMR4	0.0196666666666667
CTLA4	0.584
SNX9	0.16625
CIB3	0.204
NECAP1	0.369875
PLA2G2D	-0.0114
GLMN	-1.5065
DCLRE1A	-0.818
PDX1	-0.1185
SAMD11	0.68875
MRPL55	1.7935
TLR7	0.9485
TBC1D21	-0.00366666666666668
SMAD1	1.1801
ACTRT2	0.423
RIOK2	-0.2615
PDLIM4	-0.34425
SLC22A15	0.0718333333333333
ABHD13	0.4079
STX18	-0.4922
CCPG1	0.582928571428571
DCBLD1	0.53
SLC2A6	-0.7385
NOLA3	0.492
TRDMT1	-0.891928571428571
IL17F	0.432
ATP1A4	-0.275166666666667
OR52W1	0.2075
CFL1	-0.52725
IL4	-0.54975
RBP2	0.0336666666666667
CPSF6	0.278
TTC8	0.00899999999999999
MUCL1	1.3915
EYA3	-1.83883333333333
KRT38	1.66825
GNE	-1.53325
ZNF501	-0.61525
SLC35A2	0.65
CEP110	-0.9073
MYF6	0.3965
MGST2	0.731333333333334
TRPV4	0.349166666666667
NEK8	0.2275
NOX5	-0.395
NCKAP1L	-0.0871666666666667
EMP3	-1.66683333333333
BPY2C	0.02
C1orf38	0.477875
ELOVL2	-1.459875
CBX7	0.67225
OSBPL1A	0.391
ZNF589	-0.99775
ESCO1	-0.646666666666667
TRA2A	-0.205666666666667
C3orf26	-0.76
PHF2	0.427583333333333
PID1	1.19233333333333
RFC1	-0.228375
MTAP	0.4189375
ADORA3	2.38233333333333
LOC389458	-0.7575
TRNT1	0.015
CRIPAK	-0.0975
RAI2	1.70383333333333
ANKRD44	-0.334
GZMB	4.42725
NFE2L1	-0.582875
STIP1	0.0111666666666667
RASL11B	-0.74
NT5DC2	-1.98783333333333
LRP2	-0.4305
MTDH	0.4314
ARSG	-0.14325
HSP90AB1	-0.2525
CT45-6	-1.80575
ZNF483	-0.21275
LMBR1L	-0.374
S100A2	0.2156
C2	0.4935
C2orf27	0.059375
EIF4EBP1	-0.8315
GCKR	-2.67416666666667
PPP1R9B	0.363875
FER	-0.97975
SNRK	-0.448833333333333
OR5M10	0.4895
UTP6	-1.1935
CAPZA3	0.262
FBP1	-0.167777777777778
TERT	-0.9065
CCL1	-0.5065
FUCA1	0.6365
ALS2CR8	-0.4885
KCMF1	0.531666666666667
SRCRB4D	-1.4465
OXCT2	1.42483333333333
IL17RA	1.62233333333333
MPP5	0.494625
SPA17	-0.25875
FLJ10986	1.94833333333333
GALNT14	2.0585
CXorf27	0.260625
NPLOC4	0.99925
RAB34	0.94
KRTAP3-3	0.196
ARSD	3.81816666666667
CPLX2	-1.0489
PJA1	0.5475
WHDC1L1	0.889666666666666
RB1	-0.9365
MTMR15	-0.291
PHLDA2	0.4735
GUCY2F	0.367
MPV17	-0.205666666666667
SLC35D1	1.302
LYSMD3	0.6622
COL16A1	0.4485
ERLIN1	-0.761166666666667
JMJD4	0.78975
HIST1H2BK	-0.085
TP53I11	0.799333333333333
ST3GAL4	-1.3754
PF4V1	0.31
ALG8	-0.4555
REG1A	0.1565
MINA	0.16775
CYB5R3	0.267
HHLA1	0.11425
MYST4	0.41
VASN	-0.08525
UCHL5IP	-0.9695
TFAP2A	0.007125
MGC9913	-0.897
C9orf97	-0.586
LOC90379	-0.5645
PHF15	-0.0238571428571428
ZNF169	-0.362833333333333
KRT7	-1.745
GLIPR1L2	-0.211
LOC116236	1.613
IQCF3	-0.10375
RDH14	0.821166666666667
HNRPK	-0.198785714285714
