Hybridization REF	TCGA-AN-A0FS-01A-11R-A034-07
HIST1H2BI	-0.621166666666667
PSMD6	-1.83116666666667
KIAA1257	3.282
C18orf55	-0.140166666666667
FLJ20273	2.562875
RPL28	-1.356
EPYC	-0.19725
NOX3	0.57
ELAC1	0.475666666666667
METT11D1	-1.27325
BIN2	-1.356
NACA2	0.0335
CCDC17	-1.4095
HM13	-0.877
UBOX5	-0.058625
UBE2O	-0.492625
UBL5	0.0895
APOLD1	1.2235
C9orf31	0.58975
TNFSF8	-0.098
ARHGAP29	1.24575
PROKR2	0.76
PDE5A	1.06083333333333
C6orf12	-0.501
TOM1L1	0.2915
WHDC1	0.3485
FOXI1	0.9155
RAB4A	1.322
TMEM39B	-0.41975
ATPBD1C	-0.48125
FARSA	-0.887666666666667
PLEKHG5	0.36325
CMAS	-1.25716666666667
OR7E24	-0.7655
SLC30A1	-0.1325
CDC42EP5	1.252
PLAC1	-1.32975
KLHL18	-0.219833333333333
LBA1	0.5413
TAZ	-1.58125
CRIP2	0.7245
BTBD11	-1.16916666666667
C16orf72	0.556
DIO2	2.4784
LRRCC1	0.371666666666667
CCDC136	-2.3425
PRX	0.354625
RBM5	0.1588
TMEM85	0.142375
TUBGCP4	-1.15283333333333
APLN	1.676875
CDK7	-0.4705
SSR2	1.04275
CRELD1	-0.09925
C19orf46	2.5925
GAL3ST4	0.411
KBTBD10	0.74575
IL28A	-0.05525
WDR27	-0.92
MCM2	-1.40533333333333
SOX14	0.00600000000000001
FLJ39743	0.291
KIAA0922	-0.620375
HIPK4	0.2095
FLJ25758	0.697
C16orf57	-0.932
PDZD2	2.484375
MCC	2.26125
HHLA3	-0.6007
ID2	1.00525
C20orf23	2.30983333333333
ZNF688	1.1345
APOC2	-3.123
LOC440093	0.26425
FAM50B	2.75666666666667
PWP1	-0.592
DNAH10	0.42375
HIST1H2BA	0.425
GPR56	-0.596333333333333
METAP2	-0.38875
PAN3	0.869666666666667
STXBP4	0.70375
PDHX	-0.581
MTA1	-0.594166666666667
ZBED4	-0.073375
ZNF720	-0.68575
CDK2	-1.73675
RHOJ	1.70625
CDC37	-0.343833333333333
ZER1	0.356375
GRK4	-0.14
PRPH	0.3055
POLR2A	0.52725
OGFOD1	-1.226
NOL5A	-2.38975
PHEX	-0.679
FLJ16478	-1.833
C20orf117	-0.4755
CAMTA2	0.2065
C11orf74	0.251166666666667
DDX17	0.49275
C5orf27	0.07275
PLEKHA2	-1.2672
PDE4DIP	-0.7999
SCN7A	4.32825
ZNF559	0.426666666666667
CXCL10	1.851
ZMYM4	0.366833333333333
STK32B	2.434
KIAA0888	-3.2096
TACR3	0.645
CKAP2L	-3.33525
KIF1A	-1.54416666666667
RSPRY1	0.1615
VCAN	1.95725
CYP27C1	-1.0175
SYDE1	-1.58666666666667
MED12L	0.465
ZDHHC21	1.749125
NHS	1.5655
TM9SF3	1.27583333333333
DDHD1	-0.5895
MAFG	-0.590416666666667
BICD2	-0.4892
C14orf119	0.458333333333333
C14orf43	0.5095
CDH7	0.8565
ALKBH5	-0.00642857142857146
JUP	1.059625
TMEM41A	-0.3465
MAMDC4	-1.94883333333333
CBX3	-0.944875
LRRC18	-0.945
RBMXL2	0.65425
PLA2G4D	0.741666666666667
FGF13	2.508125
KIF3A	1.26733333333333
PDIA6	-0.92375
DCXR	0.4755
CASKIN2	0.414916666666667
EHD1	-0.0443333333333333
MARCKSL1	0.732
ZNF496	0.326333333333333
SCAF1	-0.156166666666667
KCTD8	-1.097
TRAF3IP3	-0.2945
LSR	0.55325
CXorf1	0.360333333333333
C14orf112	0.3795
EIF2B1	-0.03525
OMP	0.0565
GSTZ1	0.0485
LOC92017	0.5355
ISLR2	2.505
C12orf36	0.824
GATA2	-1.73516666666667
GABRA5	-1.509
CELSR2	-0.963428571428571
STAM2	0.7993
TNAP	0.8055
PTPMT1	-0.554166666666667
GRP	7.0805
SV2A	-1.90583333333333
MAGEA12	-4.963
CACNG1	1.639
C18orf19	-0.6555
GSG1	-0.6938
PTPRJ	-0.310785714285714
FRMPD1	1.1475
ZNF668	0.19375
PLEKHJ1	-1.039625
ADAT1	-1.3935
TMEM50A	0.803
UCN3	0.0965
HOOK1	1.832875
IL17B	1.17
MLKL	-1.9705
TTC14	-0.864166666666667
KLHL5	0.238
CRYL1	0.307666666666667
FOXH1	-0.0665
NFYB	0.040125
PPM1G	-0.3365
GOLGA2LY1	-1.08225
NMT1	-0.40775
HADHA	-0.355
CHSY-2	2.01275
PLEKHF1	0.768928571428572
SAGE1	-6.8695
MUSTN1	1.34725
SUHW4	1.6155
TFEB	2.00966666666667
ZFYVE27	0.359
ATG12	-0.0858333333333333
BMI1	2.76385714285714
ZIM3	0.342
MYH4	0.0520000000000001
MASP1	-1.00408333333333
KIAA0984	-0.299
RPAP2	-0.355
ASB5	0.36075
BOLA3	-1.22466666666667
MIA3	1.84983333333333
KRT35	0.3765
KIR3DL3	-0.1595
MRPL51	-0.52225
SEMA3F	0.542
NDUFB2	0.581
LOC253012	2.32775
FAM46C	0.292
G6PC	-2.041875
CSAG3A	-5.41266666666667
PREX1	1.7805
SLC25A45	-0.153375
MAPKBP1	0.8421
CPE	1.3591
GNB1	-0.748625
CXCR6	0.837
TRIM46	-0.214
C16orf3	0.0745
HPSE	-0.51575
TIGD3	0.305
SPG3A	1.98625
LCAT	-2.10916666666667
ST6GAL1	-1.2725
POMC	-0.2565
FLJ36031	-0.488
NSMAF	-0.7175
SKIL	0.454
ADSS	1.30816666666667
HMGCS1	-2.2101
POLR3F	-0.270333333333333
RAB10	-0.030625
ZNF277P	-1.03625
ZBTB7B	1.1495
DHRS1	0.47175
ABCC13	0.88125
CNOT3	-0.17375
NFKBIA	1.27325
GAK	-0.316333333333333
SFT2D2	1.41283333333333
HOXA6	0.1395
CRTC1	-0.04425
LY6D	-1.22983333333333
C20orf72	-0.9825
CPT1A	0.19525
LMO1	-0.932
EIF3I	0.06425
PRB4	0.204
MCM3APAS	-1.581
C20orf132	-0.6782
FOXF2	-1.55675
S100A12	-0.45125
MLH1	-0.151333333333333
ACTN1	0.3196
MRPL36	-0.168333333333333
C20orf106	-1.485
FBXO6	0.89
MKS1	-1.16533333333333
CX3CR1	-0.303125
PDE1B	0.695
PLP1	-2.1955
KISS1	-0.955166666666667
C14orf2	-0.408333333333333
TBC1D3P2	-1.63975
COMMD6	1.5735
ANKRD7	-1.11675
PTCHD1	-0.808625
NARS2	-1.1925
DOCK7	-0.817
FAM127B	0.0775
LOC390243	-0.276333333333333
N6AMT2	0.72275
ZNF391	-0.452
DNAJB14	0.8145
WRB	0.000750000000000049
BPI	0.684454545454546
TTC4	-0.519333333333333
FAM10A5	-0.052
GOT1L1	0.310875
MAGED1	1.185
RESP18	0.992
WFDC6	2.2225
MT2A	-1.425
C11orf56	0.52675
KIAA1432	-0.5485
ROR1	-0.697625
HSD17B14	2.57583333333333
ZFAND2B	0.346625
SAMD4B	-0.03325
HEXA	0.37925
HNRNPU	0.690045454545455
USP39	-0.33225
NRD1	-0.94
R3HDML	0.07725
FLT4	0.137166666666667
OMG	-0.425833333333333
OR52N4	0.522
LOC399818	-0.627
ELA2	-2.63975
VENTXP1	0.153
RFC5	-1.331
OR52L1	0.0740000000000001
PAX5	0.369
FBXO2	0.96075
GMEB1	0.312
AKT3	-0.0806666666666667
CRB1	1.08783333333333
CTTN	1.52966666666667
UTP15	-0.0918333333333334
HSBP1	-0.303416666666667
PHF11	1.7725
NDEL1	0.0361666666666666
USP8	0.1205
BAIAP2	0.25175
SI	0.721
ARSJ	-0.968833333333333
BAAT	-3.498
KCNS3	2.6775
LOC126147	-0.577333333333333
TMEM37	0.49125
C1orf162	2.793
MBD1	-0.0438
ITGAL	-0.828666666666667
WDR73	-0.294666666666667
GKN2	-0.443
ARFGAP1	-1.59375
SLC5A8	-0.7755
ZBTB40	-0.0767
CYP4B1	4.10266666666667
LYPLAL1	0.80175
CHST3	-1.00075
MAP3K9	-0.056
BTAF1	-1.40216666666667
TFAP2E	-0.0355
RBM35B	-0.30675
LOC441251	-0.8105
ANKRD25	0.0257777777777777
UQCRC2	0.054
MAEA	0.540416666666667
HYAL1	-2.4975
RNPEPL1	0.022
CPSF2	-0.499875
PSD3	0.8655
ABCA13	-0.5665
AGR2	1.9775
GBX1	-0.8505
HDLBP	0.393714285714286
ACY3	-0.7485
HECW1	-0.58175
ZNF519	0.13275
HOPX	3.18575
ZNF304	1.2515
OR12D3	0.764
FKSG43	-0.12325
METTL1	-0.4395
MFSD3	0.6605
PSPH	-0.457
CLCA3	-0.766
DARS2	-0.6565
CDC25A	-2.60183333333333
BAIAP2L1	0.1195
B3GNT5	-0.260375
USP29	1.10725
ARHGEF10L	1.4707
ATOX1	0.28175
ADAM30	0.23175
DNASE1	-0.82775
STT3A	-0.115833333333333
RAB6IP1	-0.17575
PTN	2.496
C1orf106	-2.36838461538462
HECA	1.66325
RNF122	0.73975
SLC22A18AS	-0.838833333333333
GNG8	-0.448166666666667
ELP4	-0.73675
FAM65A	0.0325
RPL10A	-0.0683333333333334
IRS4	-0.606
MACF1	0.9429
SEC24D	-0.2265
LOC374395	0.66925
TGFB2	0.257
MDFIC	0.621
CHRNE	0.501666666666667
PCMTD2	0.339166666666667
ATP6V0D1	-0.4625
MTA2	-0.16675
LZTR1	-0.716333333333333
RAP1A	0.539666666666667
AXIN1	-0.44075
POLR1C	-0.2165
TRIO	-0.0805
PLXNA4A	-0.2235
C5orf33	0.10925
DEPDC1B	-3.79375
ZNF473	-0.3295
MTM1	0.483
GPR107	0.503666666666667
CSNK1A1L	0.488833333333333
FLJ14154	-0.37375
NLRC4	2.986
ENPP4	2.658
PADI3	-0.506
RNF170	-0.0795
CG018	1.64683333333333
C16orf7	-0.4625
KCNE1	0.52425
NRM	-1.17583333333333
SLC37A3	0.0470714285714286
TPD52L2	-1.28983333333333
UNC5B	1.77975
C12orf12	-0.350333333333333
SDHB	-0.5615
CLRN1	-0.174375
NUDT10	-1.35
UGT3A1	0.4985
FBXW8	0.1055
RHOF	-2.455375
PTPLAD1	0.392875
MYO3B	-1.631
DERA	-0.58275
TPP2	-0.7035
C19orf53	-0.177833333333333
GINS3	-1.253625
ST6GALNAC5	-0.014
CHSY1	0.4415
MGC15705	0.2985
GPR83	0.7524
EXT2	0.2145
DOLK	0.6615
TUBAL3	-0.6985
ACVRL1	2.8872
ABL2	0.513333333333333
C14orf156	-0.991833333333333
PTPRZ1	-3.1245
DIP2C	0.775875
LAMP1	0.882875
RXRA	0.4293
MAP3K5	1.42175
ALKBH1	0.507333333333333
PDLIM7	-0.793875
ARL14	-2.6475
SNIP1	0.117333333333333
TIMP3	1.49591666666667
RGS3	0.656
SPAG16	0.5382
ABHD4	-0.00950000000000002
ARHGEF12	0.735727272727273
GLUD2	0.218
RAC2	-0.9868
UAP1L1	-0.833
SLC18A3	-0.404
YOD1	-0.468083333333333
RALY	-0.70475
HMOX2	0.191125
DGKH	-0.13
DBNDD2	1.74066666666667
YIPF4	0.44075
THAP10	-0.01625
ZNF513	0.4715
HAGHL	-0.602333333333333
ITGB4	0.194666666666667
CCDC141	-4.1655
YTHDF3	0.6075
C5orf28	0.45875
RPL7L1	-0.53025
TMEM30B	1.68685714285714
ANKRD35	2.3235
DUOXA2	-0.47725
TBC1D5	0.10725
DFNB59	0.898
HRH4	0.604
MYO6	3.2334
DNAJA4	2.004625
RBM24	1.038375
CEACAM20	-1.9165
RBM23	0.375285714285714
NGFB	0.143
C1orf63	-0.9232
KRTAP7-1	0.1155
PERLD1	1.9005
NPB	-2.879
C17orf59	1.196
HSPBAP1	-0.2475
SLC15A4	0.127625
PRTFDC1	0.02425
OSMR	-1.11664285714286
CYSLTR2	-1.2295
C19orf25	0.4016
KIAA1797	0.1195
NLRP6	-0.3735
FAM105B	-0.0884
SCRN2	0.3395
LRRC58	0.076
RNF17	0.480375
NEIL3	-3.844
FAM137A	-2.2885
SKP2	-3.26625
PARVA	1.39166666666667
PKLR	-2.089
RNF34	-0.144125
A3GALT2	0.7885
C12orf50	0.450833333333333
SUNC1	-2.126
FAM102B	-0.426333333333333
CCT2	-1.21425
LRRC37A2	-0.9075
ARF4	0.3105
SIKE	0.5155
C8orf48	0.951166666666667
MBTPS1	0.232857142857143
GPSN2	-0.6705
NCF2	1.9605
SLC12A6	0.439833333333333
MRPL48	1.247
HMGN3	-0.554833333333333
LRRC62	-1.55625
PAX9	-1.314125
FAM55A	5.371
C20orf42	-2.74116666666667
SCML2	-1.834
BCL9	1.23625
FAM40A	-0.35225
C9orf41	-0.6205
ZNF774	0.816
LETM1	-0.513
PLXNB1	0.1625
NIPSNAP1	-0.639875
USP10	-1.733
F9	0.808666666666667
LIPE	3.314
CNGB3	0.3105
C12orf52	-0.493
PI4K2A	-0.190375
MED8	-0.2325
STAT4	0.3079
FGD4	0.619333333333333
RNF145	-1.9
WDR32	0.5802
CLDN2	0.171333333333333
TCEAL8	0.972
ZMYND8	-1.2606
PDXK	-0.5296875
GATAD2A	-0.65925
PTGES3	-0.705
CCM2	-0.578
TAP1	-0.01675
ZNF670	1.03425
ETS2	-0.0975
C6orf166	0.321333333333333
PRMT2	0.220928571428571
OR4B1	-0.127
INTS8	-0.7215
CCDC102A	0.18525
CCDC83	-2.46016666666667
ITGA1	0.0751
EPHA5	-1.963
FAM24B	-1.09516666666667
TSGA10	1.717
HAL	-2.10183333333333
MYOT	0.32475
SPACA3	0.5935
BCL2L2	-0.5615
CUGBP2	1.234
CCNB3	1.76675
RNF113B	-0.18025
MERTK	0.66175
BAG1	0.3975
VPS36	-0.0075
ORMDL3	0.6321
C1orf190	0.7595
ZNF625	0.1785
CORO2B	-0.85625
ALOX15	-1.568
CST1	1.3195
NUPR1	1.543
CCL7	0.0375
SMCR5	-3.5105
DSC2	1.9335
RBMS2	-0.00124999999999999
GRIK4	1.603
TRIM65	-0.5555
TMPRSS6	0.878785714285714
TP53INP2	-0.583
GLB1L	0.845333333333333
LOC388284	0.381
PUS1	-1.2235
BCL9L	-0.9335
OLFM1	0.716166666666667
RET	1.817125
MASTL	-2.38266666666667
ALX3	-0.15925
IL1RL1	0.496
ZNF765	-0.7124
C14orf138	-0.75575
SNX10	-2.0944
TAC4	-0.695
C1orf64	4.38
POGK	1.025
MAPK9	0.0665
ZNF366	3.8065
C8orf79	2.1376
CLDN7	1.836125
OR5AT1	0.182
TRIM37	-2.34275
LRRC25	2.36175
GRHL2	3.131
TEKT3	1.7335
LASS5	0.147666666666667
ABCC4	-2.45875
DLG3	0.656
VGLL1	0.958375
ZFP36L2	2.30966666666667
MFRP	0.286333333333333
KIAA1799	0.187
FLJ44379	1.634
PCNX	-0.096
ANXA9	1.937
CYP4V2	1.5441
PIK3C2A	0.124
SRR	0.518
NOL3	-1.062
IFITM2	1.2495
ARNTL2	-3.03975
ZNF595	0.64325
NLRP13	1.2775
ASPH	0.606
CPA2	0.6535
PVRIG	-2.441
LEPR	2.31833333333333
C16orf42	0.178166666666667
SH3BGRL	3.264
FAM77D	-1.08433333333333
FNDC7	-0.7995
C9orf6	0.144166666666667
NOTCH2NL	1.55183333333333
PGBD1	0.051
SYNGR2	0.609166666666667
PITPNA	-0.3775
PRPF4B	-0.8816
SLC43A3	-0.739857142857143
NRBP1	-0.2655
SLC25A22	0.32625
ILK	-0.268375
SLC22A8	0.0246666666666667
MRPS7	-0.321875
PITX2	-0.56975
FABP3	0.9365
OR1L1	-0.397
LOC728215	-0.86475
BLID	-1.2095
KIAA1217	2.81870588235294
TFPT	-0.01175
AP4B1	-0.579
VBP1	-1.3265
OR1K1	0.1665
MORC3	0.8455
BHMT2	0.639666666666667
C3orf10	0.669875
FZD7	1.7835
WFDC10A	0.7895
PMS2CL	-0.7435
CCDC32	0.738
FA2H	-1.124
ALG13	0.097
TTLL7	-0.0492
SPOCK3	0.04875
SLC13A2	-0.019
AIM1	1.417
GPRC6A	2.046
EGR2	5.96675
MED11	0.513
WWC1	1.665
SH3GL3	-3.979
RIF1	-0.00335714285714284
PRLH	-1.275
VLDLR	-2.528
DBT	0.3214375
C21orf63	0.36025
CGGBP1	0.007625
KRTAP12-2	-0.05
TADA3L	-0.94175
ZBTB16	1.886
PDGFB	1.0765
RFX1	0.173875
UQCRB	-0.1605
LOC133874	-0.0735
HPS3	-2.41075
LGALS3BP	-0.3649
DKFZP564O0823	2.41607142857143
MRFAP1L1	0.713625
HOXA10	-0.733833333333333
NGB	-0.4995
KIF21A	-0.597
IFLTD1	-0.027
LZTS1	-0.44525
ARHGEF3	2.2365
RHBDL3	-0.9
CSNK1G2	-0.45125
ChGn	-0.569375
KIAA1244	2.51116666666667
GABRB2	0.035
MGC72080	-0.7775
CD27	2.34675
EGLN1	-0.8758
PEX13	0.46075
RWDD3	0.34875
RNF12	-0.904
GRIN2B	-2.265
ADAMTS14	-1.156875
DYDC2	1.66183333333333
ATP6AP1	0.6126
NR1H2	-0.2165
PDK2	0.6165
C3orf17	-0.175333333333333
SLC38A2	-0.726642857142857
SLC25A29	-0.5535
C15orf29	0.7195
ADAM9	-1.18141666666667
TMUB2	-0.0293749999999999
GPR176	-0.792
AGK	-0.81525
MCCD1	1.67275
NDUFA4	-0.16125
TMEM146	-1.3575
DUSP1	3.23425
UNQ6975	0.666
EMX2OS	4.9855
INSM2	0.46525
LUZP4	-0.1745
SETD6	-1.57125
P2RY2	4.312
SLC45A2	-1.14
RABGAP1	0.461833333333333
UBXD5	-0.57725
GPRC5A	0.5549
PAK3	1.2465
LOC63920	-0.2135
TGFBR1	1.6334
KRTAP6-3	-0.455
SFMBT2	0.571333333333333
CDC42	0.1840625
C11orf35	0.213
TTLL2	0.33325
UACA	0.658583333333333
CD97	-1.4107
SETD5	-0.586875
NINJ2	-0.13525
PTER	0.4105
POMGNT1	0.21075
KRTAP4-2	-0.877
ECGF1	2.001875
HRB	-0.364545454545455
ATP1B2	-0.0265
LOC400506	-0.31375
COL4A3BP	1.112
C6orf97	1.75425
GRHPR	0.52075
TAS2R1	-0.404
SEMA7A	-3.33575
EDF1	-0.206
ODF2L	1.28033333333333
PCID2	-0.651166666666667
GTF2H4	-0.876333333333333
ZCCHC3	-0.773875
CGB2	-0.848
NEUROD1	-0.18075
C20orf75	-0.0665000000000001
RP5-1054A22.3	2.9075
IFNA5	-0.2845
ZNF134	0.5185
MGC119295	-1.0486
ZSWIM6	0.307625
SMEK1	0.610333333333333
PCGF2	0.075375
C1orf102	2.183
CYP2A13	0.941
KCNH6	-0.8692
MDM1	0.4917
ALDH7A1	0.396166666666667
C9orf75	0.05775
VDAC3	-1.21675
OR51T1	0.786
EIF3F	-0.410416666666667
KCNJ10	-0.51325
LENG8	-0.01675
EDEM2	-0.297416666666667
CCNJL	-0.770333333333333
DHX37	-0.6995
CRYGN	1.035
AATF	-0.763625
ZNF630	1.688625
E2F5	-1.466
WFDC13	-0.7625
FTSJ3	-1.0075
C4orf33	0.7
LHFPL4	-2.526
C19orf56	-0.0131666666666667
SMAD4	0.6645
AFM	-1.2266
G0S2	2.13525
FCHSD2	1.3317
RRP1B	-1.0268
EEF1B2	-0.55
STAT6	0.732166666666667
ZNF195	-0.50125
GNL1	-0.732833333333333
ZNRF2	0.807333333333333
PER3	0.558
ASB16	0.1015
C10orf10	2.25035714285714
ADCY8	-3.1078
C9orf58	-1.13316666666667
ARMC10	0.132333333333333
PSG1	-0.973
DHX34	-1.03325
VARS2	-0.395
NFIC	-0.0135
ITPR2	-0.07875
AGXT2	0.201333333333333
OR6K3	0.1245
H2AFZ	-1.45316666666667
MLLT3	1.74266666666667
COX4I2	2.2975
CCNT2	-0.300625
PLK4	-2.50775
NUMBL	-0.732
MED16	-0.08625
PLEKHQ1	0.738
GOSR1	0.426777777777778
BTG4	-0.0915
RPL30	0.2105
IGSF5	0.408
IGFL2	0.047
ELMOD2	0.875333333333333
SHC3	-0.00683333333333335
HAVCR1	-1.311
DYNC2H1	0.23875
RNF5	-0.535833333333333
C2orf7	0.235
NLF1	0.888
KLHL25	0.12425
LRP10	1.1389
KRI1	-0.19
PUS7L	-0.1675
MGMT	1.07125
HOXD1	0.122833333333333
CSH1	-0.3352
ATG16L2	0.14175
FLJ44635	0.681
CHODL	0.0425
EXOSC8	-1.2475
SLC28A1	-0.4295
MYO7B	-1.52533333333333
SEH1L	-0.3927
MTNR1A	0.2995
TSPAN5	1.10916666666667
CDC45L	-3.84633333333333
AMIGO1	0.4615
ATAD3A	-1.55625
OSGIN2	0.199
PDIK1L	1.23233333333333
DARC	3.787
PIPSL	0.938
SHMT1	-0.836
CRISP3	0.259
POPDC2	1.81783333333333
ZRANB2	-0.698166666666667
FBXL8	0.097
TRIP13	-3.28245454545455
EIF5AL1	-1.9985
POU5F1P3	-5.43166666666667
IL6	0.791833333333333
CXorf38	-0.5815
IFNA16	0.1855
FBXL2	1.39016666666667
BRD1	0.73325
STATH	0.796666666666667
FBXO44	0.038
MCCC2	-0.50325
CDC2	-2.7016
C5orf23	0.18175
IVD	0.206833333333333
C10orf122	-1.311
MSL3L1	0.0129
MVP	0.82975
EPOR	-0.9653
ZMYM1	0.110833333333333
BCL7C	0.730333333333333
PSTPIP2	0.4626
LYPD1	-1.451375
OR8G5	0.0105
ZP3	-1.30116666666667
BCAS4	0.436333333333333
EDG6	1.2015
ISY1	-0.2705
PRAMEF2	-0.6555
CUL1	-0.744
RNF213	-0.2193
CCRK	0.9395
DHX9	-0.186
C13orf29	-0.23425
NCKAP1	0.347
MRPL43	0.737571428571429
XPR1	1.13525
PKN2	0.4634
PODNL1	0.503
ZNF333	0.286125
DALRD3	1.01875
OPN1SW	0.177
BTBD6	0.6175
C11orf82	-3.3815
OR5P3	0.398
DUSP11	0.2985
L1CAM	-2.0727
NEK11	2.28833333333333
OR7E91P	1.169
CNTN3	3.682
CREB3L2	0.899
ZBTB37	1.331
KIAA1324L	0.5215
NDUFB10	-0.267333333333333
NUDT2	0.104
GTPBP8	-0.4635
CACNA1D	2.828125
PRKAA2	-0.133333333333333
PRDM8	0.1085
MGC16075	-0.696833333333333
KRT14	1.20871428571429
PP8961	-0.078875
MRPL18	-0.66075
ABCG2	-1.527
PACRG	2.2545
BBS2	-0.0805
KREMEN2	-3.7465
FBXO21	0.75825
HNRPUL1	-0.242916666666667
GRB10	0.786
CLSTN1	0.682125
LMAN2	0.0477
C17orf61	0.0385
NIPSNAP3A	0.741
INSIG2	-0.148166666666667
PCDHB7	0.324166666666667
STXBP2	-0.134125
CMAH	0.197833333333333
SEMA5B	0.22825
ZNF155	0.331833333333333
COQ6	0.161166666666667
PRPF4	-0.46725
TSPAN15	2.6325
VN1R5	0.29375
LATS2	0.868
SELK	0.37075
PGK2	1.42575
MS4A1	-2.354375
TYW3	0.0696
KRTAP5-1	0.44525
RCCD1	-1.29466666666667
BTN1A1	0.13825
DDX28	-0.32075
TMEM65	0.884625
LOC92345	0.0545
TTC31	-0.33675
WDR46	-0.852
CHP2	-1.31383333333333
LSP1	0.790875
ZNF542	0.37525
EXOSC1	0.17
ARHGAP18	0.196166666666667
LRRTM4	-0.679571428571429
MAOB	3.909
CACNB4	-0.630333333333333
MGC33846	2.281375
RANBP3L	2.391875
ATP5L	-0.128625
ONECUT1	-2.7605
NUDT9	0.6055
TMEM149	-0.0545
STX17	0.589
IGSF10	-1.36125
TMPRSS9	-1.2325
BMPR2	1.40108333333333
ALLC	0.456
KLF7	0.6505
GCC1	0.8294
TIMM9	-0.354
CDO1	2.60266666666667
MGC10701	-1.11283333333333
IFI6	1.25633333333333
FRMD8	0.85025
MGAT2	0.205
WBP5	0.638833333333333
CNIH2	-0.7825
KIAA0907	-1.2694
KCNH8	0.1505
CTSG	1.16125
GRIK1	0.370666666666667
CUL5	0.5555
FRMD1	0.409
OR9A4	0.774
SYT6	-1.902875
FOXD4L2	0.80175
ANAPC2	-0.930333333333333
OPN5	1.326
TAF13	0.15925
LYG2	-1.12025
GGNBP1	-0.4265
C11orf40	-0.1035
OTX2	-2.3315
REG4	-0.0924
EIF5	0.0934375
PALB2	-0.72275
SEPSECS	-0.1183
RNASE3	-0.52275
TRIM49	-2.5865
POLR2K	-0.1256
GPR42	-0.404
C8B	-2.797
SASS6	-0.471
PREB	-0.914833333333333
OR3A3	0.421
TUBA8	0.82725
IGLV2-14	-1.3085
STIL	-2.2545
ANKFN1	-2.2442
NME7	0.045
HOXC12	-1.5605
UBE2C	-2.598
FHOD1	-1.22825
CDK2AP1	-0.3295
OR6K2	-0.253666666666667
DHPS	-0.65775
RPL5	-0.28225
TRGV5	0.487
LOC541472	0.429625
HCCS	-0.336
DENND1B	4.1135
LHX3	1.234
OR5D16	0.44
CXorf57	-1.65533333333333
IRF2BP1	0.969
NDST2	0.525666666666667
LCE3D	-1.4165
BOLL	-0.837857142857143
SYT3	-1.16175
PIH1D2	-0.162
C20orf7	-0.682833333333333
IL1R2	-0.211166666666667
SLAMF9	1.067
PPME1	0.963375
PIK3CA	0.41775
TRAPPC1	-0.46075
COLEC10	-1.244
SLC9A6	-0.131
PDDC1	-1.05183333333333
CCDC53	0.5905
GK3P	-0.39875
DAZL	-1.153
BRI3	-0.16875
SDK1	0.29875
CYP2C18	0.2115
IFI44L	2.9615
RPL3L	0.0695
FUT9	-0.6235
KIFC2	-1.55583333333333
PMP2	-0.166625
SLC4A9	0.285
PLAG1	-1.616
MYCBP2	0.0413333333333333
OR4E2	0.6055
CCDC65	1.23075
C16orf82	-0.204428571428571
ENTPD4	-0.58925
BRP44L	0.16
PMP22CD	-0.1525
TMCO4	0.998
KCNN1	-1.17283333333333
WDR35	0.33025
CCDC80	3.141125
C3orf31	-1.03
SLC7A9	-1.40625
TMEM190	-1.96225
DBC1	0.1538
FADS3	-1.30483333333333
PDZD8	-0.065
GRM5	-0.2535
AZGP1	4.4267
PEX3	0.25
MED1	0.335857142857143
ATG4C	-0.8715
HNRPH3	-0.67675
FAM109B	2.23375
C4orf17	-1.6925
CA10	-0.986666666666667
OPRD1	-1.009
CCL16	-1.657
SACM1L	-0.62
CST6	4.10875
CD63	1.0168125
LGI1	0.1805
ZNF784	0.475
CRYBB1	-1.5865
CX3CL1	0.9982
TOP2A	-3.179
GYPB	-3.39466666666667
GADD45GIP1	-0.89625
FEN1	-2.62625
IGF1R	0.887875
WDR72	-1.7548
PURG	-0.766
DEFB126	0.4865
PKD1L1	1.3385
CAV1	-0.4806
GNPDA2	1.0969
DGAT2	0.418375
NLGN1	-2.2135
STRBP	-0.295875
HPRT1	-1.14416666666667
FANCI	-2.567625
PSMA7	-0.416625
DBF4B	-1.1205
TTF1	-0.629
RAD54L	-2.9465
ELOF1	-0.23375
PLAGL2	-0.740375
ZNF256	0.55375
HMGCL	0.4025
MSI2	-0.730333333333333
RPESP	0.622666666666667
C11orf60	0.9575
ABCD1	-0.469
ACAA1	0.7585
SPARCL1	5.98357142857143
IL6ST	2.5762
ZNF319	0.40375
TMEM109	0.0963
FAM90A1	0.345
IL22RA1	-0.437
ATP4B	-0.5145
TEC	-1.47166666666667
C7orf30	-0.9185
TXNDC2	-1.2756
ABCB4	-0.052
KIAA1191	0.557
C9orf38	-0.1205
SFTPB	0.6205
CNTNAP2	0.432583333333333
FRK	1.7085
TBX19	0.756
CHD4	-0.41825
C6orf26	-2.8385
MOSC2	2.672
IKBKE	0.786
HIF1A	-2.42216666666667
LOC595101	-0.885
RELA	0.0625
TMEM16B	0.822833333333333
ABHD12B	1.699
TSEN34	0.6965
KIF18A	-3.27875
TXNDC9	-0.329333333333333
SPATA2L	0.1755
SEMA4G	-1.013
C21orf91	-0.922625
MATN1	-0.321
KCNIP4	-0.155166666666667
TUSC1	2.618875
OR4C15	0.185
ARMCX6	0.657833333333333
WBSCR27	0.147333333333333
