Hybridization REF	TCGA-C8-A12N-01A-11R-A115-07
CLEC4A	2.59175
PRR12	1.095
MLXIPL	-1.8271
C2orf50	1.781
ZNF28	0.4085
ENC1	1.2685
MAP2K1	-0.544625
FKSG2	0.78125
KIAA0430	0.802
PTP4A1	-1.80083333333333
GPR156	0.795
GTF3C6	-0.55375
UBR2	0.1497
LOC388272	-2.206
MAK	1.76333333333333
ACOT4	3.244
STC2	1.058
PIGW	-1.5545
SAE1	-0.9865
COL6A1	1.69145454545455
OAZ1	-0.00233333333333333
STMN4	0.596333333333333
EDG3	0.18
SGCE	0.782666666666667
IL11	-1.994
PRSS8	2.192625
YIPF5	-0.0598333333333333
WNT4	3.952125
CSN2	-0.320166666666667
TCF7	-1.648875
TDO2	2.4885
SAMD9	1.3144375
S100A7A	4.705
MMRN1	0.103
GKAP1	0.19575
AKR1C3	-3.359625
RNF19A	0.98225
GMDS	-0.7275
YKT6	-0.89575
SPARC	2.4924
C12orf31	-0.31125
UBE2V2	-0.94
FBXL18	0.0848333333333333
KIAA0460	1.08475
ADAM22	-1.11425
SERPINC1	-4.48175
KCTD21	1.40975
MYOHD1	-2.5425
ZNF37A	0.356333333333333
GTF3C1	0.966166666666667
CTSZ	1.827
PRNPIP	1.422875
DRD1IP	0.7135
NR1I2	-2.47166666666667
ZNF266	-0.1351
SPAG4L	0.2005
COX4NB	-1.27775
SAPS1	0.353833333333333
APOA1	-3.42275
TATDN1	-0.65
C10orf82	-2.62475
KPNB1	-0.9855
FOXO3	0.814333333333333
CRYBB2	-1.1295
ZBTB5	-0.152666666666667
SLC25A38	0.21225
DCTN2	-0.214166666666667
IFT20	0.63575
CTHRC1	3.36175
C1orf31	-1.041125
UHRF1	-2.3088125
GPC6	0.49925
C10orf54	1.722
MCF2L2	-0.474833333333333
WNT9B	-0.0825
OLA1	-0.2315
FAM120B	0.33275
TTLL10	-0.201
CYorf15A	-5.62
RELN	-2.462
SCN2B	1.51325
MFHAS1	-2.07
NKX3-2	1.10216666666667
RASGRF2	1.287
SSBP1	-0.831
KPNA6	-0.1665
LOC389118	-0.0465
HS3ST4	-1.6077
SUPT7L	-0.18425
FLJ32658	-1.73925
IGFBPL1	-0.73175
KIAA1641	-0.7879
SHKBP1	0.871166666666667
CSF1R	4.51625
NAGK	0.8165
MYL2	1.292
HIST1H4C	-0.995666666666667
TOMM7	-0.253875
ADAMTSL3	3.1611
TNFSF14	-0.2
PRRT2	0.0425
VTA1	-0.33175
AOAH	2.6435
CRISPLD2	2.35921428571429
PNN	-1.588
TA-NFKBH	0.385
ESPN	1.7855
RBM43	0.7535
KIAA1267	0.5245
DDX3X	-0.0423333333333334
KIAA1576	-3.412
PLXDC1	4.23866666666667
FLJ25801	-4.86675
HNRNPL	-0.6
RUNDC3A	0.4215
CASP12	0.8045
SH2D5	-1.42775
RPL26L1	0.0065
OR51A7	0.359
HDC	2.895
C2orf16	-0.263333333333333
SYTL3	2.552875
GOLGA4	-0.4608125
NOTCH1	-0.7715
ATPAF2	1.20675
ECD	-0.057
SSX5	-2.0895
SNAP91	-0.08925
OCA2	-6.133
PNPO	0.472666666666667
DAPK1	-0.117
PINX1	-1.25483333333333
SELENBP1	1.414
NEK3	-0.944416666666667
TMED4	-0.116714285714286
SSTR4	0.6835
FOSL1	-2.4702
CD40LG	0.31
CES1	-1.29858333333333
DCI	1.28883333333333
B3GAT3	0.5845
STK17B	-0.4175
CNTN6	1.27525
CYP3A4	-1.717
MBOAT2	0.315571428571429
PISD	1.200125
USP1	-2.1065
PYDC1	3.61416666666667
CENPM	-2.17625
SAR1B	0.17
TTC7B	-1.23975
DP58	-0.468
GPC1	1.141
RBL1	-2.193375
TMEM137	-2.91883333333333
TOB1	0.407
TCEAL1	1.19433333333333
CENPF	-3.18554545454545
C6	2.4025
PRSS1	-4.0195
PPIL6	1.656
C6orf124	-1.2155
ODZ4	1.57466666666667
SNCB	-0.257
NDUFB9	0.569625
CNOT6L	0.486166666666667
S100A9	4.16916666666667
TRIM50	0.5745
KCTD1	1.2469
WDR63	1.94625
SPEF2	3.617875
RNGTT	-0.677666666666667
CXorf22	0.4805
KCNK16	2.575
CEP250	-1.369875
ATPBD1B	-0.2105
KCNJ2	3.35225
MT1B	0.615
ZNF684	-0.543
SLC4A1	0.608
PDHA1	-1.49625
ZNF492	0.111375
TKT	-1.1065
BYSL	-0.9925
RNF38	0.06225
AHDC1	-0.038
KLHL2	-0.300375
CMTM8	1.3115
DMP1	-1.2725
HERPUD2	-0.116
CRTAM	2.64666666666667
ZNF572	-0.2715
TMEM16J	0.4165
HSD17B2	-1.072
UBE2G1	-0.13775
AHSA2	-1.73875
PELI2	-1.6935
TPX2	-2.961375
ATP9B	1.34066666666667
DAZAP1	-0.658125
HMGCS2	2.02716666666667
C17orf38	1.73275
B9D1	1.063125
NKX2-5	-1.68516666666667
KIAA1276	3.54275
LILRB2	2.9105
CSTF1	-0.7865
BTN2A1	-0.777666666666667
C15orf48	5.21275
IGF2BP3	-4.80325
FAM113B	0.628333333333333
HRG	0.403625
ZNF131	-1.2905
USP47	0.534357142857143
CCDC88B	0.014875
HCN1	-0.2573
HTN1	-0.475666666666667
SYCP3	-0.3225
C13orf23	-0.4652
PAPOLA	-0.6418125
AATK	-0.7952
MSH3	-0.191333333333333
NDUFAB1	-0.40525
ITLN2	-1.29083333333333
BAK1	0.154666666666667
MRPL45	-0.791166666666667
MTNR1B	0.6665
LOC645843	0.0934999999999999
SPECC1L	0.8835
PGCP	0.49625
SPN	-0.334375
GPR143	0.9545
ZNF576	1.0335
TMEM39A	0.1131
ATP5D	1.40783333333333
MAGEB3	-3.0585
RPS5	-0.746333333333333
ANP32E	-1.97078571428571
MTMR1	0.3945
YEATS4	-1.27525
SYNGAP1	0.023
PCOLCE	0.836
MNS1	0.39725
PCYT2	-0.214666666666667
ZNF182	-0.25475
LAX1	-0.187875
SPPL2B	0.6262
ELOVL5	1.4863
PCDHAC1	-0.587
B4GALNT1	-0.870333333333333
BLOC1S2	0.391
ZNF673	-1.0968
ARHGAP21	0.109166666666667
IRX5	3.68625
LRFN5	-0.943666666666667
FAM7A1	-0.11775
RAB19	1.5045
GINS1	-3.2155
ITM2B	1.0077
PAPSS2	1.14583333333333
OR5BF1	0.551
ACSL3	-0.611125
KIAA1919	-0.670833333333333
GLT8D2	3.47475
UTRN	0.472285714285714
CNN1	1.8155
HISPPD2A	0.412833333333333
SDAD1	0.071125
SIGLEC9	1.47883333333333
RPL35	-0.196928571428571
C22orf26	1.045
IMPDH2	-1.335625
WDR69	1.50175
SEC14L5	-0.091
CLTA	0.1175
RP11-529I10.4	0.246
GPR37L1	0.2585
OGDH	-0.15775
ASB13	0.7085
ZFP14	0.3685
ZCRB1	-0.1105
KPNA3	-0.07625
HSPA1L	1.9995
RHOC	1.417125
LOC554175	1.25825
PPP3CA	1.1966
SLC1A7	-0.8929
ZNF529	-0.5455
RBED1	0.96575
DDB2	-0.93675
FLJ11286	1.17516666666667
SPATA1	0.1785
MKNK1	0.229
DYSF	1.62666666666667
ALKBH2	-0.53025
NKD1	-2.5415
C1orf174	-0.61625
PLEKHO1	0.6505
ASB10	-0.16075
RING1	0.493
NPC2	0.780125
AVPR1B	0.3915
YTHDF1	-0.474
LMAN1L	0.6095
GSG2	-3.0785
CEP170	-0.3559
RPS4Y2	-5.635
MSH6	-1.7925
HECTD2	1.06816666666667
ZNF556	0.477833333333333
PLEKHC1	-0.1173
AIRE	-0.0766666666666667
BCL2L10	1.017
LMOD3	-0.1425
ZBTB8	0.8166
FOXA2	-4.0879
SLCO2A1	1.8475
C3orf46	-0.2925
PRDM16	-1.95283333333333
TMEM98	1.26475
FRMD5	-3.0405
PDE6C	0.4545
C1orf216	0.319166666666667
EP400	-0.404428571428571
PTK2	0.750916666666667
RNF217	0.03625
NDUFA8	-0.326
ZFAT1	0.39525
LAMP3	1.46433333333333
GLTSCR2	0.685625
NPW	0.353
LLGL2	-0.1698
PPM1K	-0.951
C20orf177	-0.929
KIR2DL4	0.0429
NFKB2	1.67
C21orf122	-0.0435
HESX1	0.295
GPR114	0.257333333333333
SLC25A35	1.08916666666667
GNAT1	-0.12275
ORAI3	1.23825
FAM76B	-0.708
TMEM99	0.8354
TRIM29	-1.0667
CDS1	2.79625
RHEB	-0.7854
C4orf27	-0.781833333333333
RAB3A	0.5415
OTUD6B	-0.33575
GPD1	-0.54775
CDH15	-1.123
NPM1	-1.22078571428571
TMEM117	-1.19725
PRPS2	-1.266
GCK	-0.3265
ADRA2A	4.79716666666667
TSPYL4	0.311666666666667
TASP1	-0.63925
WDR19	1.03258333333333
C10orf38	-1.665
PDE4C	-0.783666666666667
FYB	-0.0199166666666667
C1orf55	-0.652666666666667
PPFIA3	0.13825
RAD18	-1.3505
C12orf44	0.0566666666666667
CRYBA4	0.142
HVCN1	0.79
TAF10	1.30583333333333
C16orf48	0.006
DEPDC5	0.736333333333333
LTBP1	-1.095
MAPRE1	-0.194125
FGF8	-0.0285
C3orf52	0.368875
SENP7	-0.273
LRRK2	1.67575
RUNDC2A	0.341333333333333
KIAA0355	0.019
CPEB1	-2.06525
PPEF2	0.9255
ABI2	-0.179333333333333
KIAA0317	-0.100375
ATF1	-1.26933333333333
DYNC1H1	0.75925
DIP	-0.02525
TMEM33	0.280888888888889
POLDIP3	0.307
C7orf24	-0.02625
GPR171	1.34075
CDC6	-3.80133333333333
PLD1	-1.1327
ITFG2	0.0574
NDUFC1	-0.0825
AKNA	-0.84675
NBR1	0.7855
PKHD1	0.441
HPS4	-0.68
MAFA	1.1915
ULBP3	-0.72875
DIRC1	-0.3945
IMMT	-0.756625
C22orf13	0.742583333333333
CEL	0.38
MARK3	-0.411
ADAMTS2	1.19608333333333
ARPC3	0.317
TMEM10	0.0388571428571428
NPHS1	-0.09675
BRD8	-0.186666666666667
WDR12	-1.82625
IDI2	-0.20225
HOXD13	-1.9125
OR8G2	-0.9455
SLAIN1	-4.248
GABRQ	-0.38525
NR2C2	-0.84325
NKTR	-0.6493
TLE2	1.1005
KIAA0892	0.478666666666667
AURKA	-3.423
GPRC5C	-0.107833333333333
TBC1D9B	0.138125
PNPLA6	1.0935
AP3B1	0.01525
NAG	0.19
C11orf68	0.62175
AKR7A3	2.3615
AHCYL1	0.452666666666667
COP1	0.638
RPP14	-0.517416666666667
PCDHB18	0.4665
CDH24	0.70425
KRT17	-0.9929
LACTB2	-0.56425
DDX24	0.2186
PHACTR1	-2.62116666666667
SLC35E2	0.119
LOXL1	0.21725
IQSEC2	0.48525
RGSL1	0.536
PCDHGC5	0.2005
MEGF10	0.77525
PRRX1	1.93266666666667
ASTE1	0.771833333333333
C6orf159	-1.90775
MYOD1	0.8225
GAA	0.20625
ZNF747	1.90675
KLRC1	-1.6145
IL1RL2	0.177
GDF9	0.729
GPR119	0.297
TRAF2	-0.119666666666667
HCK	3.69783333333333
BMP6	-3.83025
IL8RA	0.462
FLJ35848	-1.255
EFHA1	0.47075
CDSN	2.01483333333333
C14orf54	-0.0848333333333334
LSM3	-0.6705
ZFP41	0.326
C9orf126	-1.571
VIT	-4.444
SPCS3	-1.4005
DEF8	-1.5518
CHAF1A	-2.2825
C1orf165	-0.165333333333333
ZFPM2	1.73966666666667
FTH1	0.25575
SLC35F1	-1.298
YWHAH	1.1575
C17orf66	0.2615
ADRB1	-0.693833333333333
FOXL1	-0.6075
RG9MTD3	0.437166666666667
UMPS	-0.507125
MGC13008	-0.1295
KIAA1161	0.2275
CCDC77	-2.1825
C12orf65	-0.1108
COG4	-1.00933333333333
RCP9	0.11925
RP4-692D3.1	3.81416666666667
CDC2L5	0.3595
MGC7036	0.873833333333333
DNAJC11	-0.9835
GDF2	0.121666666666667
TIMM17A	-1.43075
HNRNPA0	-0.8078
OR2H1	0.1825
PCBP1	-0.015875
COL23A1	-1.97975
LRRC2	-0.223142857142857
NSD1	0.887142857142857
FLJ37078	-0.2545
WDR91	-0.2045
TMEM179	-0.1775
DSCR10	1.928
CNDP2	1.2922
FYN	-0.7445
BEX2	-4.02183333333333
KCND3	1.8135
YPEL5	1.55425
LRRC42	-0.780833333333333
C17orf45	-0.8085
ZNF649	0.6281
LOC150763	1.26175
COL5A2	3.568
CNGA2	0.031
ELA2B	-0.755166666666667
RAB9B	-1.006
FAM100A	1.77125
NAIP	0.674785714285714
MYOZ2	-0.435875
SPATA12	0.1725
XRCC4	-0.99025
CYB561	1.6939
CHST10	-0.2405
BAI1	-0.4775
BRSK1	0.506833333333333
C17orf89	-0.217375
PDE6H	-1.267
FLJ20309	0.2468
MAP7	0.84775
SCN4B	0.8605
SPAG9	-1.542625
SERTAD1	0.982
FLJ21963	0.29875
ANTXR1	1.7867
TMPRSS13	2.97983333333333
ETV7	3.33983333333333
DGAT1	0.9705
NKIRAS1	-0.3475
TAC3	-3.857
CORO1C	-0.714083333333333
RAD54B	-1.8565
HRASLS3	3.352
C21orf42	0.81025
BARD1	-0.7935
ZNF177	1.3995
MIP	0.563
ZNF442	1.737
F2	-3.8552
GRIA1	-0.44025
GALNTL2	2.74483333333333
WNT5A	0.1376
LENG9	0.2745
hCG_25371	-1.9105
FOXR1	-0.064
TRA@	0.9614
PWWP2	1.54075
C1QTNF7	2.17716666666667
SLC7A4	0.54775
C4orf7	1.12575
C17orf80	-0.0871666666666667
KLK4	2.88366666666667
IL31	-0.996
TMEM176A	4.23675
CTNNB1	-0.45325
BHLHB2	1.3535
TMEM185B	0.941666666666667
ARD1B	0.4175
C1orf93	2.742
BRUNOL4	-0.799833333333333
LOC541469	1.31475
UPK2	-0.23775
GAS8	-0.480833333333333
PATE	0.0635
IMPACT	0.567
WNK4	-1.85683333333333
HNRPLL	-0.941875
GAD2	0.5505
ITGA6	-1.09825
BMP15	0.0773333333333333
CYP2A7	0.366875
RIC8A	0.5925
CCND1	0.629166666666667
USP35	1.1295
DSCR2	-2.144
CCL4	4.51466666666667
ZCCHC10	-0.6245
NOL11	-1.52475
TRPM2	1.67875
PSMD2	-1.05036363636364
CHTF18	-1.37425
USP18	1.34275
RRAS	1.202125
LAMC3	0.06875
TOX	-2.61016666666667
PCDH15	0.5105
GABRG3	-2.444
NUDCD2	-1.04025
SGCZ	0.516
KCTD17	0.5428
SPSB2	-0.1365
TPPP3	3.566
CILP2	1.8055
CALB2	2.985
CEBPZ	-0.976333333333333
ZNF479	0.50125
FMOD	4.9475
C21orf66	-1.47185714285714
CLN6	-0.142
ANAPC1	-1.0385
SH2D3C	1.592
PTPN14	-0.3584
TRIM42	0.01275
APTX	0.46825
SNRPG	-0.508166666666667
BMS1	-0.69525
MAGEA3	-4.2415
NFATC3	-1.3845
LRRC45	-0.3265
ARS2	0.0105714285714286
LRIG1	2.0135
EPSTI1	0.977333333333333
PRSS27	2.32075
ERC2	-0.777125
PRKACB	-1.28585714285714
PRDM13	-5.5925
HCG27	-0.24275
KLK12	-2.972
HSD17B7	0.140166666666667
ZNF354A	0.83225
PCDH11X	-0.319
DMGDH	0.533
PCBD2	-0.0468333333333333
TMC6	-1.058875
RIMS1	0.5365
SF3B2	-0.482833333333333
RCN1	-0.23
CPB1	4.53325
BCAR3	0.6985
FCRLB	0.024625
PAK1IP1	-0.8375
OR10H1	0.2765
KIF9	1.8395
PITPNM2	-0.907
L3MBTL4	0.3625
TGFB1	0.9288
ZXDC	0.2635
SLC6A16	-0.425
SRrp35	-2.094
LRRC8E	1.96675
PPIAL4	-0.22075
EOMES	0.091
PAX2	-0.274
SCARF2	1.28425
PSEN2	0.616416666666667
PCDHB13	-0.37375
C10orf28	-0.7085
DHRS7B	0.942357142857143
C1orf131	-0.838
ASB1	-0.739
ZNF223	0.031
LCMT2	0.5705
MEP1A	-1.29225
TMEM53	0.97525
RSPH3	1.361
C10orf33	0.776
LOC644285	-0.61375
PTPN9	1.05566666666667
ABCA12	-1.246
CCDC37	-0.785
RUNDC1	1.3276
YES1	-0.553166666666667
FAM120AOS	1.10025
OR5M3	-0.05
PPP1R3F	0.485166666666667
IL13	0.0282
MDFI	-1.474
PRNT	-0.41025
ZDBF2	-0.7595
OR10C1	0.181333333333333
CLIC1	-0.347333333333333
LILRA5	0.295666666666667
CSAG1	-3.94516666666667
TREML2	-0.689333333333333
FAM125A	0.603833333333333
ZNF74	-1.12975
FAM104A	-0.18925
LRRC39	-0.5505
SAMD5	-1.34825
HYAL2	0.693
HIST2H2AC	0.390625
IGFBP5	0.542695652173913
NRTN	-1.81883333333333
KIAA0556	0.8528
FAM29A	-1.81733333333333
JMJD2A	0.52125
EPHB1	0.5095
POLD4	0.9005
ANAPC10	-0.71325
LRRC36	0.71475
MEGF6	0.50475
LPHN3	-0.350333333333333
BMP10	-0.506
C21orf55	1.2775
CREM	-0.6173125
PTGER4	-0.137166666666667
METAP1	-1.2155
KCNQ1	1.4115
NR2F2	0.475625
SSFA2	0.112666666666667
CTTNBP2	-0.942
BCL2A1	-1.915625
ZBTB24	-0.868875
SLCO6A1	-2.36925
PRDM1	0.9524
OR7D2	1.80366666666667
CCDC47	-0.7064
LOC646982	-0.025
SLC26A6	-1.51533333333333
BIN1	-0.2624
SRRM1	-0.827428571428572
PCSK1N	0.333125
ALS2	0.0377
ECT2	-2.27494736842105
CACNA2D2	0.213125
DOCK6	0.0615
C10orf119	0.0765
FATE1	0.518
DUSP23	1.387
TRIP6	-0.0874285714285714
NUP35	-0.4435
CDH3	-1.2465
KLHDC8A	0.87925
C9orf116	2.022625
EI24	0.427
CENTD1	0.898666666666667
RWDD2B	-0.241
DOCK1	1.864
NPAS2	-0.53875
NR3C2	1.25366666666667
FAM63A	0.759416666666667
INPP5F	0.205666666666667
FAM111A	-0.4146
MYBL1	-2.90591666666667
IQGAP3	-1.73316666666667
CRADD	-1.01883333333333
DUSP12	-1.99175
PDZK1IP1	3.6315
VASH2	-0.9285
CTR9	0.05025
VIL1	-4.42225
OR8U1	0.493333333333333
CCDC107	0.667
PTTG1IP	0.647125
OR4X2	0.375
COL9A1	-2.8225
PSMD9	0.01425
ZFP62	0.163
TIP39	0.17325
PARP15	0.407
TTC19	0.018875
C1orf114	-2.8165
GFPT1	-0.4405
SLC27A6	-3.2035
MRPS10	-0.3
CALML5	-0.771166666666667
TRPM7	-0.259375
CGNL1	-0.37625
CECR1	0.9005
SERPINB8	-0.133333333333333
TMEM102	1.556875
PDIA2	-3.781
NUCKS1	-1.0165
HOTAIR	3.53025
EBI3	0.70625
NXN	1.261
ZMYND19	-0.825
FOXJ3	-0.63475
EIF5B	0.124
EIF2B4	-0.135333333333333
LEO1	-0.33175
ZIC5	-1.979
IL20	3.15266666666667
KIAA0415	-0.17375
FLJ37357	0.5405
TSPAN12	-0.213125
ACTR3B	-0.5785
TFAM	-1.1845
IL17RD	-1.16725
PARP12	1.88
KLHDC7A	0.9045
KCTD4	-0.149
GTF2H1	-0.07175
FLCN	-0.876666666666667
BIRC4	0.88575
LOC790955	-0.1975
VKORC1L1	-0.47775
CYP4F22	1.93433333333333
TAS2R5	0.515
ZNF582	1.729
HS3ST3B1	-0.196875
CTNS	0.73925
STK36	0.954666666666667
MMD2	0.0095
RP5-1103G7.6	-0.5465
FLJ23356	0.1185
CRH	0.44925
C1orf182	0.297833333333333
ACP5	2.26016666666667
AMFR	0.9824
CA4	-2.9725
PLCB4	-2.5965
MPHOSPH10	-0.174
UNQ473	0.891
G3BP2	-0.47375
SR140	-1.0035
HOXA2	-0.18425
PYGB	0.02525
BAT1	0.28225
DKK3	0.711666666666667
DDX31	-0.658375
TULP1	-0.251
NHLRC2	0.11875
TNRC4	-0.200833333333333
ZNF430	0.48975
TNRC6A	1.114625
PLA2G1B	1.52566666666667
RCHY1	-0.3655
GTF2A2	-0.7965
MGC4294	1.3895
ZNF691	1.53975
TACC3	-2.3195
DNAJC5G	-0.1735
LOC4951	0.69825
MS4A4A	-2.172
LOC152485	2.8915
PPP1R2P1	-0.21425
PPP2R5B	0.17075
RPGRIP1L	-0.2885
SPOP	0.7321
PTPRF	1.47675
MGC42090	0.4835
SUSD3	3.83425
THOC4	-1.982875
MAML1	0.1517
FXR2	-0.408666666666667
TYK2	0.2895
MUC6	1.12316666666667
DNAJB7	0.0265
PIP4K2A	-0.471214285714286
MEX3A	-0.678333333333333
RRP1	-0.9055
TFAP4	0.6385
CXorf41	1.913
MTMR4	-1.20216666666667
CTLA4	0.185
SNX9	0.45525
CIB3	1.89866666666667
NECAP1	0.127375
PLA2G2D	-0.2349
GLMN	-1.52183333333333
DCLRE1A	-0.434
PDX1	-1.024
SAMD11	-0.7015
MRPL55	0.4164
TLR7	2.826625
TBC1D21	-0.0555
SMAD1	1.3959
ACTRT2	-0.349
RIOK2	-0.58575
PDLIM4	-0.03875
SLC22A15	1.29883333333333
ABHD13	0.2563
STX18	0.2418
CCPG1	-0.101928571428571
DCBLD1	1.25416666666667
SLC2A6	-0.049
NOLA3	-0.46075
TRDMT1	-1.09828571428571
IL17F	0.485
ATP1A4	-0.607666666666667
OR52W1	0.409
CFL1	1.13825
IL4	-2.3905
RBP2	-0.0183333333333334
CPSF6	-0.260125
TTC8	0.7255
MUCL1	2.719
EYA3	-2.05316666666667
KRT38	0.3445
GNE	-1.178
ZNF501	1.10575
SLC35A2	0.82075
CEP110	-0.6385
MYF6	-0.1335
MGST2	0.728
TRPV4	0.9455
NEK8	0.395166666666667
NOX5	-1.1355
NCKAP1L	-0.170833333333333
EMP3	-0.200333333333333
BPY2C	-0.684
C1orf38	0.065625
ELOVL2	-0.640875
CBX7	0.729666666666667
OSBPL1A	0.900166666666667
ZNF589	-0.0895
ESCO1	-0.621
TRA2A	-0.137916666666667
C3orf26	-1.302
PHF2	1.11116666666667
PID1	0.324
RFC1	-0.2085
MTAP	-0.147625
ADORA3	4.45733333333333
LOC389458	-0.57175
TRNT1	-0.7905
CRIPAK	0.293
RAI2	4.24016666666667
ANKRD44	-1.03375
GZMB	2.78025
NFE2L1	0.108875
STIP1	-0.3695
RASL11B	-0.0025
NT5DC2	-1.8025
LRP2	4.0145
MTDH	-0.236266666666667
ARSG	0.93425
HSP90AB1	-0.1445
CT45-6	-5.40075
ZNF483	0.21575
LMBR1L	0.11575
S100A2	-1.7715
C2	-0.328777777777778
C2orf27	0.5365
EIF4EBP1	-0.6895
GCKR	-3.24683333333333
PPP1R9B	0.474375
FER	-0.884
SNRK	0.198833333333333
OR5M10	-0.037
UTP6	-1.1605
CAPZA3	-1.19725
FBP1	1.43488888888889
TERT	-1.852
CCL1	-1.04
FUCA1	0.845
ALS2CR8	0.909833333333333
KCMF1	-0.1545
SRCRB4D	-0.43
OXCT2	-0.326
IL17RA	0.320333333333333
MPP5	-0.02025
SPA17	0.8855
FLJ10986	1.15066666666667
GALNT14	0.21775
CXorf27	0.694125
NPLOC4	-0.1875
RAB34	0.4165
KRTAP3-3	1.413
ARSD	1.302
CPLX2	-1.5902
PJA1	-0.79175
WHDC1L1	-0.210833333333333
RB1	-1.1243
MTMR15	-0.291
PHLDA2	-1.6812
GUCY2F	-0.9505
MPV17	0.788166666666667
SLC35D1	-0.4785
LYSMD3	0.0022
COL16A1	1.62125
ERLIN1	-1.119
JMJD4	0.04625
HIST1H2BK	-0.87925
TP53I11	2.199
ST3GAL4	-0.3632
PF4V1	0.390166666666667
ALG8	-0.694
REG1A	-0.20375
MINA	-1.581
CYB5R3	0.195
HHLA1	-0.228
MYST4	1.2071
VASN	-1.4825
UCHL5IP	-1.2045
TFAP2A	1.9596875
MGC9913	-0.993
C9orf97	-0.4845
LOC90379	0.95325
PHF15	0.643857142857143
ZNF169	-0.538
KRT7	2.9988
GLIPR1L2	2.719125
LOC116236	1.32475
IQCF3	-0.443
RDH14	0.135666666666667
HNRPK	0.0389285714285714
RABEPK	-0.457
ISX	-2.3545
CBARA1	1.76375
RAD51AP1	-3.305
MLL5	0.31425
CXorf48	-5.336
SGCD	0.3255
PHTF1	-0.015625
CA3	-1.19575
CMTM5	-0.5985
STX10	-0.14375
JMJD2D	-0.41325
P4HA1	-0.789833333333333
GAB3	0.019
DHRS4	0.417333333333333
COL4A1	2.1486875
C20orf20	-1.53275
OSBPL2	-0.11925
PTTG2	-2.87
KIAA1688	1.639
STS	-1.83625
SHROOM4	0.674833333333333
KBTBD5	-0.00566666666666667
ALDH1A3	-0.0292
BTNL2	0.155666666666667
TGIF1	1.1185
ZFAND5	0.25075
ICA1	2.004125
NAV3	-0.791
FLJ12331	-0.13975
EPS8L2	0.2507
MNT	-0.0348333333333333
ENTPD1	1.82783333333333
OR51E2	0.87175
STK11	0.8865
MX1	3.444
TTTY9A	-1.18775
CX62	-0.579
LOXL4	-1.30125
EXOSC4	1.1305
PURB	-0.0822142857142857
SETD1A	1.12433333333333
RELB	1.0635
LAMB2	1.61483333333333
HNF1B	-0.6152
PNLIPRP3	-0.921
C14orf139	-2.5495
UMOD	1.7495
GRIN3B	-0.1965
GPR25	0.367
ZNF512B	-0.94675
ATP6V0A1	-0.02275
SRA1	0.381833333333333
ZNF615	1.7195
ZNF768	0.13
ZNF469	3.58675
DYNC2LI1	-0.0958333333333333
DNAH3	1.707
LOC387911	0.91375
LOC554234	-0.302
ARRDC5	0.83025
TMEM59L	-1.73966666666667
MARCH4	-0.86125
CNOT8	-0.4995
KIRREL3	-2.3248
ADAM17	0.012375
MYOG	0.241375
CPNE1	0.275
AK5	0.654375
LOC204010	-0.74375
NDRG4	0.04775
LOC130074	0.422
PIAS4	0.6845
NCOA2	1.727
TEGT	0.0843
USP5	0.70875
ANKRD21	-0.84425
KIAA0692	-0.292
HAPLN3	0.913
LZIC	-0.85625
NRXN3	2.76125
CDKN2C	-2.62366666666667
KIAA0226	-0.11725
CYB5D1	1.16025
WDR68	-0.3663125
ABCB6	-1.2447
MRPS25	-1.0775
ZMAT2	0.120583333333333
KRT25	0.176
RPL11	-0.1085
GRAP	-0.245166666666667
LOC198437	-0.424333333333333
RORC	1.324
RAP2C	-0.266071428571429
MXD1	-0.1059375
AZI2	0.314
NUAK2	0.038
AHSG	-6.109875
MANSC1	1.68625
IMP3	0.381666666666667
C2orf3	-0.64725
VSTM3	3.334
PCTP	-0.42375
SIRT1	0.1715
MANBA	0.4785
CD164	0.49825
GFRA1	2.4413
PRM2	0.56875
ZKSCAN3	0.071
PLEKHG1	2.087
TPRKB	-0.55175
UBFD1	0.0408333333333333
CDKL5	0.259666666666667
HIST1H2BD	0.827916666666667
INPP4A	-0.768166666666667
BMX	-2.340625
PTPRU	0.2575
LOC554202	0.537166666666667
HOXC8	1.27125
IL12B	0.1615
ADPGK	-0.0905
ZNF418	0.8645
SIAE	1.880125
CWC15	-0.299
RP13-401N8.2	0.2045
KLHL11	0.32325
DEDD2	0.480375
PSMB3	0.0895
DDX25	-3.46825
ZBTB3	0.159
GFRAL	0.2345
RPS25	-0.246333333333333
FAM57B	0.624
TESK2	0.836666666666667
DNM1L	-0.7405
ZNF207	0.012
CLEC11A	1.639875
TOLLIP	0.81575
TMEM61	-0.145833333333333
DLK1	-4.7922
PLVAP	3.673125
NOD2	3.11266666666667
SCMH1	0.53825
FLJ40235	0.12275
HTR2A	-0.9865
ARMC5	1.0515
FUT7	0.5545
PRELP	1.8848
ALKBH6	-0.0936666666666667
GYG1	-0.335416666666667
POLR3GL	-0.60075
COL8A2	5.1555
OR10A5	0.379875
C1orf187	-2.038
TXLNB	3.01866666666667
C16orf68	-0.472
R3HDM1	-0.368
C16orf75	-2.3005
BAALC	-0.99325
TNP1	-0.09275
GAPDH	-0.871416666666667
COX7C	0.131
ERRFI1	-1.55641666666667
PGAM2	0.963166666666667
FAM108B1	-0.713
APC	0.501125
TLR2	3.1395
SUCNR1	3.656375
ZNF233	1.187
WFDC1	-1.1145
PSG11	-0.6653
SLC39A1	1.027
