Hybridization REF	TCGA-B6-A0IB-01A-11R-A034-07
DCTN2	-0.579333333333333
IFT20	0.56
CTHRC1	0.343
C1orf31	0.35175
UHRF1	-1.275875
GPC6	-0.79525
C10orf54	0.58325
MCF2L2	-0.0648333333333333
WNT9B	0.017
OLA1	-1.071875
FAM120B	0.57925
TTLL10	0.123
CYorf15A	-4.71233333333333
RELN	-2.023
SCN2B	1.13183333333333
MFHAS1	-0.3235
NKX3-2	-1.319
RASGRF2	-0.4935
SSBP1	-0.522
KPNA6	-0.251285714285714
LOC389118	-0.117
HS3ST4	-1.6787
SUPT7L	-0.431125
FLJ32658	-2.12675
IGFBPL1	-0.562
KIAA1641	-0.2063
SHKBP1	-0.3805
CSF1R	4.0595
NAGK	0.46875
MYL2	0.40525
HIST1H4C	0.434333333333333
TOMM7	1.218375
ADAMTSL3	2.1664
TNFSF14	-0.78575
PRRT2	0.2555
VTA1	-0.04175
AOAH	1.55166666666667
CRISPLD2	0.8325
PNN	-0.664
TA-NFKBH	-0.49425
ESPN	-0.22575
RBM43	-0.4055
KIAA1267	0.70675
DDX3X	-0.161222222222222
KIAA1576	-4.77975
PLXDC1	3.08416666666667
FLJ25801	-4.67975
HNRNPL	-0.03625
RUNDC3A	0.177666666666667
CASP12	-0.2885
SH2D5	-1.839
RPL26L1	-0.4125
OR51A7	0.5625
HDC	1.7375
C2orf16	0.0338333333333333
SYTL3	1.898
GOLGA4	0.3780625
NOTCH1	-0.873333333333333
ATPAF2	0.4895
ECD	-0.36275
SSX5	0.0678333333333333
SNAP91	-0.54575
OCA2	-5.2365
PNPO	-0.107833333333333
DAPK1	-0.421
PINX1	-0.570166666666667
SELENBP1	2.081
NEK3	-2.20833333333333
TMED4	0.941928571428572
SSTR4	-0.3165
FOSL1	-3.1479
CD40LG	1.7025
CES1	-1.96708333333333
DCI	0.94
B3GAT3	-0.136833333333333
STK17B	-0.66675
CNTN6	0.02375
CYP3A4	-1.3755
MBOAT2	2.50257142857143
PISD	0.151375
USP1	-1.51225
PYDC1	2.7605
CENPM	-0.592625
SAR1B	0.49925
TTC7B	-0.471375
DP58	0.1805
GPC1	0.67975
RBL1	-1.586
TMEM137	-1.48133333333333
TOB1	0.655333333333333
TCEAL1	1.44966666666667
CENPF	-0.776909090909091
C6	2.31016666666667
PRSS1	-3.9515
PPIL6	2.8145
C6orf124	-0.9905
ODZ4	-0.236333333333333
SNCB	0.00175
NDUFB9	0.434875
CNOT6L	0.252333333333333
S100A9	-1.45366666666667
TRIM50	-0.062
KCTD1	2.5358
WDR63	0.755
SPEF2	1.61975
RNGTT	-0.365666666666667
CXorf22	1.1185
KCNK16	-0.35675
CEP250	-0.463125
ATPBD1B	-0.0365
KCNJ2	3.24275
MT1B	-1.419
ZNF684	-1.165
SLC4A1	0.13475
PDHA1	-0.609
ZNF492	-0.405125
TKT	-1.65225
BYSL	-0.55075
RNF38	0.3195
AHDC1	0.3325
KLHL2	-1.2335
CMTM8	2.84375
DMP1	-0.2375
HERPUD2	0.917
CRTAM	1.7015
ZNF572	1.178
TMEM16J	-0.315
HSD17B2	-3.62175
UBE2G1	-0.2425
AHSA2	-2.1615
PELI2	-1.7715
TPX2	-1.187625
ATP9B	1.02383333333333
DAZAP1	0.47975
HMGCS2	3.8185
C17orf38	-0.16125
B9D1	0.547125
NKX2-5	-1.57933333333333
KIAA1276	0.54475
LILRB2	2.6595
CSTF1	0.094
BTN2A1	-1.3205
C15orf48	3.13975
IGF2BP3	-4.09975
FAM113B	0.0508333333333333
HRG	-0.078625
ZNF131	-0.6985
USP47	0.478142857142857
CCDC88B	-1.048375
HCN1	-0.2301
HTN1	-0.645833333333333
SYCP3	-0.543
C13orf23	-0.9266
PAPOLA	-0.0795
AATK	-0.416
MSH3	-0.736
NDUFAB1	-0.37025
ITLN2	-1.67666666666667
BAK1	0.0245
MRPL45	-0.614
MTNR1B	-0.0415
LOC645843	-0.4055
SPECC1L	0.69075
PGCP	0.14475
SPN	-0.863125
GPR143	3.47766666666667
ZNF576	0.3995
TMEM39A	0.9704
ATP5D	-0.398833333333333
MAGEB3	-1.894
RPS5	-1.15816666666667
ANP32E	-0.325785714285714
MTMR1	0.11375
YEATS4	-0.92025
SYNGAP1	-0.0185
PCOLCE	-1.2315
MNS1	-2.3905
PCYT2	-0.604166666666667
ZNF182	0.0225
LAX1	-0.441571428571429
SPPL2B	0.5308
ELOVL5	0.215
PCDHAC1	-1.096
B4GALNT1	-1.36366666666667
BLOC1S2	0.0155
ZNF673	-0.4146
ARHGAP21	-1.00116666666667
IRX5	3.7405
LRFN5	-1.13066666666667
FAM7A1	-1.594
RAB19	1.0015
GINS1	-1.4815
ITM2B	-0.2457
PAPSS2	0.613666666666667
OR5BF1	0.9195
ACSL3	0.187875
KIAA1919	-1.00233333333333
GLT8D2	0.92775
UTRN	0.9205
CNN1	-0.30575
HISPPD2A	0.0243333333333333
SDAD1	0.18725
SIGLEC9	-0.259333333333333
RPL35	-0.534785714285714
C22orf26	-0.0815
IMPDH2	-1.72625
WDR69	-0.00975
SEC14L5	0.672333333333333
CLTA	0.554
RP11-529I10.4	0.6475
GPR37L1	0.243
OGDH	-0.0465833333333333
ASB13	1.65816666666667
ZFP14	-0.79125
ZCRB1	0.602166666666667
KPNA3	-0.50525
HSPA1L	2.28925
RHOC	0.541
LOC554175	-0.39175
PPP3CA	1.0866
SLC1A7	0.0274
ZNF529	-1.03333333333333
RBED1	0.66425
DDB2	-0.86775
FLJ11286	0.0065
SPATA1	1.5175
MKNK1	-0.347333333333333
DYSF	0.083
ALKBH2	-0.03925
NKD1	-3.31283333333333
C1orf174	-0.6625
PLEKHO1	0.754833333333333
ASB10	-0.09575
RING1	-0.444166666666667
NPC2	2.0385
AVPR1B	-0.1535
YTHDF1	0.32375
LMAN1L	0.4065
GSG2	-1.352
CEP170	0.0918
RPS4Y2	-5.67775
MSH6	-0.596
HECTD2	0.1745
ZNF556	-3.31883333333333
PLEKHC1	-0.8011
AIRE	-0.001
BCL2L10	1.656
LMOD3	0.057
ZBTB8	1.0166
FOXA2	-3.8666
SLCO2A1	2.523
C3orf46	0.366
PRDM16	-1.16533333333333
TMEM98	1.9705
FRMD5	-4.4375
PDE6C	0.356
C1orf216	-0.0288333333333333
EP400	-0.204071428571429
PTK2	0.595083333333333
RNF217	0.07125
NDUFA8	0.2625
ZFAT1	0.4055
LAMP3	0.209166666666667
GLTSCR2	-0.056875
NPW	-0.6505
LLGL2	-0.3098
PPM1K	-0.925333333333333
C20orf177	-0.4735
KIR2DL4	0.2922
NFKB2	-0.51525
C21orf122	-0.228166666666667
HESX1	-1.07675
GPR114	-0.777
SLC25A35	1.10366666666667
GNAT1	-0.57875
ORAI3	0.37275
FAM76B	-1.207125
TMEM99	1.1524
TRIM29	-1.9652
CDS1	2.76225
RHEB	-0.1665
C4orf27	-0.939166666666667
RAB3A	0.0375
OTUD6B	-1.10525
GPD1	1.94625
CDH15	-0.660166666666667
NPM1	-1.31807142857143
TMEM117	-2.31175
PRPS2	0.212666666666667
GCK	-0.2135
ADRA2A	4.68016666666667
TSPYL4	0.526333333333333
TASP1	-0.168
WDR19	0.838
C10orf38	-1.96325
PDE4C	-0.402666666666667
FYB	-0.951666666666667
C1orf55	0.568333333333333
PPFIA3	-0.42525
RAD18	-1.206
C12orf44	0.401833333333333
CRYBA4	0.1705
HVCN1	-0.468
TAF10	0.819166666666667
C16orf48	-0.3765
DEPDC5	1.15883333333333
LTBP1	-1.2395
MAPRE1	0.067
FGF8	0.136
C3orf52	1.24425
SENP7	-0.064
LRRK2	-0.75275
RUNDC2A	0.805
KIAA0355	-0.239833333333333
CPEB1	-2.25975
PPEF2	0.4195
ABI2	0.218833333333333
KIAA0317	0.195375
ATF1	-0.783666666666667
DYNC1H1	0.929625
DIP	0.5765
TMEM33	0.151222222222222
POLDIP3	-0.00275
C7orf24	1.928
GPR171	1.61475
CDC6	-2.19216666666667
PLD1	-2.4896
ITFG2	-0.4992
NDUFC1	0.32975
AKNA	-1.42425
NBR1	0.556
PKHD1	0.480375
HPS4	-0.7755
MAFA	0.7915
ULBP3	-0.39675
DIRC1	0.1315
IMMT	-0.717875
C22orf13	0.183083333333333
CEL	-0.19825
MARK3	-0.408
ADAMTS2	-0.116
ARPC3	0.3065
TMEM10	0.231375
NPHS1	0.1065
BRD8	-0.977333333333333
WDR12	-1.26
IDI2	-0.00875
HOXD13	-3.534
OR8G2	0.8405
SLAIN1	-4.9745
GABRQ	-0.2135
NR2C2	-0.68975
NKTR	-0.2916
TLE2	1.6355
KIAA0892	-0.402166666666667
AURKA	-1.62581818181818
GPRC5C	0.438333333333333
TBC1D9B	-0.615375
PNPLA6	-0.588333333333333
AP3B1	-0.29825
NAG	0.4135
C11orf68	-0.099
AKR7A3	0.796
AHCYL1	-0.196916666666667
COP1	-1.01166666666667
RPP14	-0.752666666666667
PCDHB18	-0.02175
CDH24	0.4775
KRT17	-2.9575
LACTB2	-0.64225
DDX24	0.9497
PHACTR1	-2.8905
SLC35E2	-0.95575
LOXL1	-0.51925
IQSEC2	0.584125
RGSL1	0.0535
PCDHGC5	0.111
MEGF10	-0.628625
PRRX1	0.2965
ASTE1	0.712833333333333
C6orf159	-1.834
MYOD1	0.607
GAA	1.27875
ZNF747	1.2995
KLRC1	-2.5235
IL1RL2	-0.1985
GDF9	0.477
GPR119	0.4325
TRAF2	-0.0535
HCK	1.32366666666667
BMP6	-3.12825
IL8RA	0.570833333333333
FLJ35848	-1.03925
EFHA1	-0.029
CDSN	-0.280666666666667
C14orf54	0.0798333333333333
LSM3	-0.6475
ZFP41	0.4185
C9orf126	-0.91
VIT	-0.6095
SPCS3	-1.502
DEF8	-1.411
CHAF1A	-1.55333333333333
C1orf165	-1.1035
ZFPM2	0.0635
FTH1	0.4245
SLC35F1	-1.4775
YWHAH	-0.1295
C17orf66	0.293666666666667
ADRB1	-0.130166666666667
FOXL1	-0.2435
RG9MTD3	0.183333333333333
UMPS	-0.08225
MGC13008	0.0295
KIAA1161	-0.0465
CCDC77	-1.9255
C12orf65	-0.0287
COG4	-1.18583333333333
RCP9	1.19925
RP4-692D3.1	4.07716666666667
CDC2L5	1.13975
MGC7036	0.570166666666667
DNAJC11	-1.04
GDF2	-0.177166666666667
TIMM17A	0.13775
HNRNPA0	-0.873
OR2H1	-0.07975
PCBP1	0.248875
COL23A1	-2.49575
LRRC2	-0.456357142857143
NSD1	0.230785714285714
FLJ37078	-0.9645
WDR91	-0.445333333333333
TMEM179	0.1655
DSCR10	0.1485
CNDP2	1.1555
FYN	-1.8105
BEX2	-0.341166666666667
KCND3	0.19025
YPEL5	1.628625
LRRC42	-0.763833333333333
C17orf45	-1.13175
ZNF649	0.5409
LOC150763	0.821875
COL5A2	1.89916666666667
CNGA2	0.489
ELA2B	-1.002
RAB9B	-0.603
FAM100A	0.097
NAIP	-1.51121428571429
MYOZ2	-1.052375
SPATA12	-0.2615
XRCC4	-1.27825
CYB561	1.3793
CHST10	-0.88725
BAI1	-1.31433333333333
BRSK1	-0.448333333333333
C17orf89	-0.49975
PDE6H	-1.583
FLJ20309	0.2619
MAP7	1.79075
SCN4B	0.5425
SPAG9	-0.973
SERTAD1	0.687833333333333
FLJ21963	-0.78975
ANTXR1	-1.152
TMPRSS13	-0.0665
ETV7	2.51916666666667
DGAT1	0.408166666666667
NKIRAS1	0.386
TAC3	-3.5605
CORO1C	-1.08366666666667
RAD54B	-0.5945
HRASLS3	3.85183333333333
C21orf42	0.22075
BARD1	0.912333333333333
ZNF177	-0.118333333333333
MIP	0.2925
ZNF442	0.302
F2	-4.089
GRIA1	0.771875
GALNTL2	1.24733333333333
WNT5A	-2.5026
LENG9	0.378
hCG_25371	-1.4335
FOXR1	-0.157
TRA@	0.431777777777778
PWWP2	1.84325
C1QTNF7	1.60583333333333
SLC7A4	0.43075
C4orf7	-0.7975
C17orf80	-0.506
KLK4	0.694833333333333
IL31	0.323
TMEM176A	2.78625
CTNNB1	-0.722625
BHLHB2	-0.068
TMEM185B	1.2665
ARD1B	-0.21325
C1orf93	0.656
BRUNOL4	-0.585666666666667
LOC541469	1.15625
UPK2	-0.199
GAS8	-0.0305
PATE	-0.5055
IMPACT	1.692
WNK4	-0.0183333333333333
HNRPLL	-0.738125
GAD2	0.64725
ITGA6	-0.002
BMP15	-0.151166666666667
CYP2A7	2.889
RIC8A	0.374375
CCND1	1.042
USP35	-0.6535
DSCR2	-1.71225
CCL4	4.12183333333333
ZCCHC10	-0.2405
NOL11	-1.498
TRPM2	0.7885
PSMD2	-0.935181818181818
CHTF18	-1.12625
USP18	1.636625
RRAS	0.058875
LAMC3	-1.64475
TOX	-3.70683333333333
PCDH15	-1.0565
GABRG3	-2.2615
NUDCD2	-0.745875
SGCZ	0.238
KCTD17	-0.3377
SPSB2	0.5985
TPPP3	3.95516666666667
CILP2	0.953666666666667
CALB2	2.94625
CEBPZ	-0.659666666666667
ZNF479	-0.19975
FMOD	5.84866666666667
C21orf66	-1.30371428571429
CLN6	-0.145666666666667
ANAPC1	-0.6485
SH2D3C	0.7905
PTPN14	-0.0222
TRIM42	0.12625
APTX	0.47075
SNRPG	-0.4875
BMS1	-0.02325
MAGEA3	-4.3
NFATC3	-0.912416666666667
LRRC45	0.128833333333333
ARS2	-0.343714285714286
LRIG1	1.50816666666667
EPSTI1	-0.232166666666667
PRSS27	0.535
ERC2	-1.343375
PRKACB	-1.7805
PRDM13	-4.746
HCG27	-0.65775
KLK12	2.9745
HSD17B7	0.782333333333333
ZNF354A	-0.382
PCDH11X	0.5475
DMGDH	-0.48575
PCBD2	0.269333333333333
TMC6	-1.74275
RIMS1	2.701125
SF3B2	-0.113166666666667
RCN1	-1.392
CPB1	5.287
BCAR3	-1.9665
FCRLB	0.321125
PAK1IP1	-0.629
OR10H1	0.528
KIF9	1.0843
PITPNM2	-1.269
L3MBTL4	-0.45
TGFB1	-1.0382
ZXDC	-0.04925
SLC6A16	0.452
SRrp35	-2.65625
LRRC8E	1.853
PPIAL4	0.1935
EOMES	0.629
PAX2	0.2355
SCARF2	-0.2825
PSEN2	1.77325
PCDHB13	-0.11775
C10orf28	-0.665375
DHRS7B	0.687285714285714
C1orf131	0.89875
ASB1	-0.9502
ZNF223	-0.0818333333333333
LCMT2	0.848
MEP1A	-1.0875
TMEM53	0.508
RSPH3	2.328
C10orf33	-0.058
LOC644285	-0.1455
PTPN9	0.151833333333333
ABCA12	0.34875
CCDC37	-1.14075
RUNDC1	1.2462
YES1	0.1355
FAM120AOS	1.688
OR5M3	0.038
PPP1R3F	0.9995
IL13	0.3281
MDFI	1.9145
PRNT	0.242
ZDBF2	-2.9495
OR10C1	0.134666666666667
CLIC1	-0.3825
LILRA5	-0.0115
CSAG1	-3.525
TREML2	-1.2085
FAM125A	-0.027
ZNF74	-0.839
FAM104A	-0.19875
LRRC39	-1.6205
SAMD5	-1.72725
HYAL2	-0.28325
HIST2H2AC	2.107
IGFBP5	1.998
NRTN	0.823166666666667
KIAA0556	0.8264
FAM29A	-1.78616666666667
JMJD2A	0.69525
EPHB1	0.08125
POLD4	1.2895
ANAPC10	-1.1245
LRRC36	1.8475
MEGF6	-0.88525
LPHN3	-0.350166666666667
BMP10	0.382833333333333
C21orf55	0.873
CREM	0.0288750000000001
PTGER4	-1.52483333333333
METAP1	-1.110625
KCNQ1	0.0121666666666667
NR2F2	2.221875
SSFA2	-0.037
CTTNBP2	-1.41425
BCL2A1	-1.9605
ZBTB24	-0.119125
SLCO6A1	-0.7645
PRDM1	-0.6223
OR7D2	-0.972833333333333
CCDC47	-0.2797
LOC646982	-0.2045
SLC26A6	-1.58233333333333
BIN1	-0.8954
SRRM1	-0.248071428571429
PCSK1N	-0.982
ALS2	0.4335
ECT2	-0.702894736842105
CACNA2D2	2.152625
DOCK6	-1.21475
C10orf119	0.074
FATE1	-0.1665
DUSP23	2.75925
TRIP6	0.217785714285714
NUP35	-0.07825
CDH3	1.27425
KLHDC8A	-0.1845
C9orf116	1.883625
EI24	-0.338
CENTD1	0.185166666666667
RWDD2B	-0.348166666666667
DOCK1	0.8295
NPAS2	-0.682
NR3C2	2.69533333333333
FAM63A	1.06475
INPP5F	-0.326
FAM111A	0.4735
MYBL1	-0.83725
IQGAP3	0.797333333333333
CRADD	-0.550833333333333
DUSP12	-0.91325
PDZK1IP1	4.353
VASH2	1.0215
CTR9	0.7505
VIL1	-4.75225
OR8U1	0.762666666666667
CCDC107	0.6145
PTTG1IP	-0.37975
OR4X2	0.32625
COL9A1	-2.0145
PSMD9	-0.54
ZFP62	0.0245
TIP39	-0.05325
PARP15	0.146
TTC19	0.41775
C1orf114	-1.93466666666667
GFPT1	0.518
SLC27A6	-2.803
MRPS10	-0.4377
CALML5	4.84966666666667
TRPM7	-0.253125
CGNL1	1.423875
CECR1	-0.035
SERPINB8	-2.1275
TMEM102	1.6625
PDIA2	-3.50925
NUCKS1	1.72766666666667
HOTAIR	3.0055
EBI3	-0.2835
NXN	-0.599
ZMYND19	-0.75425
FOXJ3	0.06375
EIF5B	-0.0349
EIF2B4	-0.137333333333333
LEO1	-0.35275
ZIC5	-1.74041666666667
IL20	0.1635
KIAA0415	0.4
FLJ37357	-0.687
TSPAN12	1.1475
ACTR3B	0.258125
TFAM	-0.210666666666667
IL17RD	0.52
PARP12	0.95875
KLHDC7A	0.4325
KCTD4	0.182333333333333
GTF2H1	0.25275
FLCN	-0.82
BIRC4	1.7645
LOC790955	0.891
VKORC1L1	1.2865
CYP4F22	0.861833333333333
TAS2R5	-0.217
ZNF582	1.4485
HS3ST3B1	-1.703125
CTNS	0.6315
STK36	0.77
MMD2	-0.16625
RP5-1103G7.6	0.0635
FLJ23356	1.0095
CRH	-0.39275
C1orf182	0.654333333333333
ACP5	2.33683333333333
AMFR	0.2429
CA4	-0.9835
PLCB4	-3.440625
MPHOSPH10	-0.11775
UNQ473	3.5735
G3BP2	-0.102666666666667
SR140	-0.437583333333333
HOXA2	-0.46775
PYGB	0.150625
BAT1	-0.874333333333333
DKK3	-1.28816666666667
DDX31	-0.935375
TULP1	0.042875
NHLRC2	1.20675
TNRC4	-0.0565
ZNF430	-0.44725
TNRC6A	0.59175
PLA2G1B	0.606333333333333
RCHY1	-0.0208333333333333
GTF2A2	-0.6215
MGC4294	-0.3065
ZNF691	-0.26375
TACC3	-1.00975
DNAJC5G	-0.099
LOC4951	0.01925
MS4A4A	-3.642
LOC152485	0.941
PPP1R2P1	0.07725
PPP2R5B	-0.494
RPGRIP1L	0.28425
SPOP	0.0203
PTPRF	1.03775
MGC42090	0.6365
SUSD3	1.9675
THOC4	-1.31525
MAML1	-0.3847
FXR2	-1.36983333333333
TYK2	-0.918
MUC6	0.320833333333333
DNAJB7	-0.551
PIP4K2A	0.230214285714286
MEX3A	0.803
RRP1	-1.334625
TFAP4	0.0295
CXorf41	0.0826666666666667
MTMR4	-0.641
CTLA4	-0.5415
SNX9	0.17575
CIB3	0.436166666666667
NECAP1	0.441125
PLA2G2D	-0.0556
GLMN	-1.90233333333333
DCLRE1A	0.339
PDX1	0.108
SAMD11	-0.8275
MRPL55	1.4358
TLR7	0.081875
TBC1D21	-0.154666666666667
SMAD1	1.7354
ACTRT2	-0.136
RIOK2	-0.4195
PDLIM4	-0.75325
SLC22A15	1.44
ABHD13	0.9033
STX18	-0.3299
CCPG1	0.045
DCBLD1	1.037
SLC2A6	-2.2675
NOLA3	-0.30425
TRDMT1	-0.567785714285714
IL17F	0.513
ATP1A4	-0.114833333333333
OR52W1	0.6675
CFL1	-0.751
IL4	-1.25075
RBP2	0.740833333333333
CPSF6	0.308
TTC8	0.939333333333333
MUCL1	1.1825
EYA3	-1.832
KRT38	0.33425
GNE	-0.7855
ZNF501	1.117
SLC35A2	0.736875
CEP110	-0.7195
MYF6	0.0585
MGST2	4.62592926927149e-18
TRPV4	-0.621333333333333
NEK8	-0.535333333333333
NOX5	-1.0905
NCKAP1L	-2.13616666666667
EMP3	-2.57466666666667
BPY2C	0.169
C1orf38	-1.28025
ELOVL2	-2.6935
CBX7	0.905666666666667
OSBPL1A	0.425333333333333
ZNF589	-0.70975
ESCO1	-0.654
TRA2A	0.25725
C3orf26	-0.8135
PHF2	1.42658333333333
PID1	-1.7935
RFC1	-0.2185
MTAP	-0.60925
ADORA3	2.64866666666667
LOC389458	-1.53475
TRNT1	-0.681875
CRIPAK	-0.742
RAI2	2.643
ANKRD44	-0.87325
GZMB	1.89425
NFE2L1	-0.736
STIP1	-0.540833333333333
RASL11B	-0.225
NT5DC2	-2.48433333333333
LRP2	-0.248625
MTDH	-0.0693333333333333
ARSG	-0.5195
HSP90AB1	-0.0248333333333333
CT45-6	-4.67125
ZNF483	-0.4015
LMBR1L	-0.324
S100A2	-2.8496
C2	-1.30627777777778
C2orf27	0.70075
EIF4EBP1	-0.356
GCKR	-3.27333333333333
PPP1R9B	0.023875
FER	-0.4255
SNRK	0.4065
OR5M10	0.228
UTP6	-0.97275
CAPZA3	-0.1985
FBP1	2.78066666666667
TERT	-2.224
CCL1	-1.603
FUCA1	1.12375
ALS2CR8	0.654666666666667
KCMF1	0.144333333333333
SRCRB4D	-0.0155
OXCT2	-0.614833333333333
IL17RA	0.965666666666667
MPP5	1.26525
SPA17	0.8045
FLJ10986	0.365166666666667
GALNT14	0.44975
CXorf27	-1.16075
NPLOC4	-1.0625
RAB34	0.1875
KRTAP3-3	0.555
ARSD	0.37
CPLX2	-2.0023
PJA1	0.7695
WHDC1L1	0.4965
RB1	-1.775
MTMR15	-0.415
PHLDA2	-0.7827
GUCY2F	-0.928
MPV17	-0.237666666666667
SLC35D1	-0.846
LYSMD3	-0.103333333333333
COL16A1	0.844
ERLIN1	-1.67383333333333
JMJD4	0.86225
HIST1H2BK	0.83225
TP53I11	1.783
ST3GAL4	-1.5819
PF4V1	0.3775
ALG8	-0.7255
REG1A	-0.141
MINA	-1.30425
CYB5R3	-0.131416666666667
HHLA1	-0.56925
MYST4	0.7801
VASN	-0.98675
UCHL5IP	-0.6455
TFAP2A	1.7503125
MGC9913	-0.837
C9orf97	-0.7455
LOC90379	-1.30775
PHF15	0.0784285714285714
ZNF169	-0.6525
KRT7	0.0481
GLIPR1L2	2.15025
LOC116236	0.486
IQCF3	-0.34975
RDH14	0.987166666666667
HNRPK	0.558
RABEPK	-0.200333333333333
ISX	-1.4285
CBARA1	0.30675
RAD51AP1	-2.17575
MLL5	1.447875
CXorf48	-4.8945
SGCD	-1.3965
PHTF1	0.54275
CA3	5.1615
CMTM5	-0.25125
STX10	-0.643875
JMJD2D	-0.98275
P4HA1	-0.436666666666667
GAB3	-1.63433333333333
DHRS4	0.571333333333333
COL4A1	1.4211875
C20orf20	-1.145375
OSBPL2	0.241625
PTTG2	-1.59775
KIAA1688	1.946
STS	-2.288875
SHROOM4	0.755833333333333
KBTBD5	0.623166666666667
ALDH1A3	-0.3567
BTNL2	0.2225
TGIF1	0.744
ZFAND5	-0.0155
ICA1	3.7455
NAV3	-2.94233333333333
FLJ12331	-0.8835
EPS8L2	0.56
MNT	0.585666666666667
ENTPD1	0.78775
OR51E2	0.488625
STK11	0.059125
MX1	3.312375
TTTY9A	0.4945
CX62	0.314
LOXL4	-1.773
EXOSC4	0.14275
PURB	1.19621428571429
SETD1A	-1.10366666666667
RELB	1.1655
LAMB2	1.33116666666667
HNF1B	-0.325833333333333
PNLIPRP3	-1.0295
C14orf139	-0.90625
UMOD	-0.426
GRIN3B	-0.1975
GPR25	0.5145
ZNF512B	-2.129
ATP6V0A1	-0.25975
SRA1	0.209583333333333
ZNF615	1.39675
ZNF768	0.019
ZNF469	3.33525
DYNC2LI1	0.253333333333333
DNAH3	-0.2745
LOC387911	0.34475
LOC554234	0.115
ARRDC5	0.2825
TMEM59L	-1.50833333333333
MARCH4	-0.198
CNOT8	0.112833333333333
KIRREL3	-2.082
ADAM17	0.518625
MYOG	0.4505
CPNE1	-0.648666666666667
AK5	2.625125
LOC204010	-1.069
NDRG4	-0.81525
LOC130074	-0.26625
PIAS4	0.154
NCOA2	1.2995
TEGT	0.6955
USP5	-1.3945
ANKRD21	1.9695
KIAA0692	-0.170333333333333
HAPLN3	-0.90925
LZIC	-0.247
NRXN3	-1.195
CDKN2C	-1.2465
KIAA0226	0.13975
CYB5D1	0.96875
WDR68	-0.841
ABCB6	-0.0935
MRPS25	-1.21075
ZMAT2	0.13425
KRT25	-0.613
RPL11	-0.6855
GRAP	-0.713833333333333
LOC198437	2.02083333333333
RORC	1.8385
RAP2C	0.519428571428571
MXD1	-0.49225
AZI2	0.0906666666666667
NUAK2	0.63025
AHSG	-6.83325
MANSC1	2.362
IMP3	-0.357166666666667
C2orf3	-0.457375
VSTM3	1.79275
PCTP	-0.01875
SIRT1	1.11525
MANBA	0.96075
CD164	1.20425
GFRA1	4.582
PRM2	0.651
ZKSCAN3	0.352
PLEKHG1	1.3555
TPRKB	-0.24975
UBFD1	-0.10375
CDKL5	1.35033333333333
HIST1H2BD	1.47358333333333
INPP4A	-0.0483333333333333
BMX	-0.54225
PTPRU	-1.628
LOC554202	-0.185666666666667
HOXC8	1.565625
IL12B	0.267
ADPGK	-1.17875
ZNF418	0.2805
SIAE	0.160125
CWC15	-1.1555
RP13-401N8.2	1.7195
KLHL11	0.521
DEDD2	-0.30425
PSMB3	-0.72275
DDX25	-3.32825
ZBTB3	0.589166666666667
GFRAL	-0.2265
RPS25	-1.00833333333333
FAM57B	0.0336666666666667
TESK2	0.454333333333333
DNM1L	-0.63475
ZNF207	-0.399166666666667
CLEC11A	0.264875
TOLLIP	0.841125
TMEM61	1.76
DLK1	-4.8018
PLVAP	2.938375
NOD2	2.6875
SCMH1	-0.14325
FLJ40235	0.03425
HTR2A	-0.705333333333333
ARMC5	0.3045
FUT7	-0.68
PRELP	1.4267
ALKBH6	0.627166666666667
GYG1	-0.152666666666667
POLR3GL	0.962
COL8A2	3.5435
OR10A5	0.42675
C1orf187	-2.186
TXLNB	3.06033333333333
C16orf68	-0.795666666666667
R3HDM1	-0.03525
C16orf75	-0.708
BAALC	-1.46775
TNP1	-0.34
GAPDH	-1.58266666666667
COX7C	0.3745
ERRFI1	-0.921083333333333
PGAM2	3.45466666666667
FAM108B1	-0.44875
APC	-0.1095
TLR2	1.004
SUCNR1	2.713375
ZNF233	0.626
WFDC1	-2.72316666666667
PSG11	-0.3677
SLC39A1	0.7215
PSAPL1	0.0155
CDC42EP1	-0.5445
MECR	-0.273
KIAA0101	-1.768
MACROD2	-0.98
MMP19	0.510416666666667
LOC202459	-0.418666666666667
VNN2	-0.215
ACCN3	-1.914
TIMD4	0.891
RNASE8	0.399
CCDC7	0.96575
SULT2B1	0.6595
ME1	-0.33075
MGRN1	0.401125
MRPL30	-0.3465
IVL	0.376875
CALM1	1.03355
PLEKHA6	1.5193
B4GALNT2	0.0405
PGDS	3.097
C8orf33	-0.221083333333333
TMEM56	0.081
CKM	-1.38233333333333
ESR2	0.169222222222222
ACOT8	0.4015
AGTR2	1.03033333333333
LOC155006	1.063
BC37295_3	0.855
EPM2AIP1	-0.0906666666666667
PZP	-0.2775
RPS9	0.351166666666667
C18orf51	-2.6525
SIVA1	0.6858
HEATR2	-0.278
CD3E	-0.75875
C20orf142	0.73
PGLYRP3	0.167
CCDC139	-0.284
GPS2	-0.450333333333333
NOL14	-0.84925
LRTM2	3.05325
TRIM36	-2.140625
TP53RK	0.693
FBXL13	1.18983333333333
RUFY2	0.734714285714286
C11orf70	1.94033333333333
HSPB9	0.754333333333333
GJA5	2.51975
HGF	-2.53333333333333
EPHB4	0.795
SOX18	0.7655
IFRG15	0.071
SERPINA10	-4.753
WDR23	0.57525
REEP2	-0.0695
CDK3	-1.18975
HSPA12A	3.069375
