Hybridization REF	TCGA-A2-A0CX-01A-21R-A00Z-07
SLAMF9	1.2055
PPME1	0.0979999999999999
PIK3CA	0.363
TRAPPC1	-0.534625
COLEC10	-0.44575
SLC9A6	-1.7285
PDDC1	-0.55075
CCDC53	0.14925
GK3P	0.56975
DAZL	-0.589
BRI3	0.12225
SDK1	-0.832375
CYP2C18	-0.494666666666667
IFI44L	3.546375
RPL3L	0.526
FUT9	-1.5154
KIFC2	-0.3565
PMP2	0.329
SLC4A9	0.2155
PLAG1	-2.29733333333333
MYCBP2	1.12766666666667
OR4E2	0.619
CCDC65	1.061
C16orf82	-0.305857142857143
ENTPD4	0.357375
BRP44L	-1.01225
PMP22CD	0.19025
TMCO4	1.03816666666667
KCNN1	-0.213
WDR35	0.2735
CCDC80	2.234375
C3orf31	-1.631
SLC7A9	-1.3545
TMEM190	-0.9445
DBC1	-0.245
FADS3	-1.155
PDZD8	-0.00933333333333334
GRM5	0.604285714285714
AZGP1	3.2356
PEX3	-0.0855
MED1	2.97407142857143
ATG4C	-0.1215
HNRPH3	-1.33125
FAM109B	1.641
C4orf17	-0.289
CA10	0.49425
OPRD1	0.402
CCL16	-1.43125
SACM1L	-1.4435
CST6	5.29725
CD63	0.774875
LGI1	-0.96075
ZNF784	-0.38875
CRYBB1	-0.8105
CX3CL1	0.68505
TOP2A	-1.066375
GYPB	-3.46333333333333
GADD45GIP1	-0.378
FEN1	-1.455875
IGF1R	-1.8393125
WDR72	-1.52233333333333
PURG	-1.30266666666667
DEFB126	0.168333333333333
PKD1L1	0.391666666666667
CAV1	-1.6889
GNPDA2	0.6747
DGAT2	0.75075
NLGN1	-4.568
STRBP	-0.125125
HPRT1	-1.08916666666667
FANCI	-2.001625
PSMA7	1.224125
DBF4B	-0.584666666666667
TTF1	-0.7855
RAD54L	-2.024
ELOF1	-0.8165
PLAGL2	-0.530625
ZNF256	0.65425
HMGCL	-0.21
MSI2	1.17883333333333
RPESP	-0.204666666666667
C11orf60	-0.1085
ABCD1	0.1885
ACAA1	1.1119
SPARCL1	4.74657142857143
IL6ST	-0.2974
ZNF319	-0.39275
TMEM109	-0.5414
FAM90A1	-1.58633333333333
IL22RA1	-0.7965
ATP4B	-0.4715
TEC	-0.5178
C7orf30	-1.00325
TXNDC2	-0.349833333333333
ABCB4	-1.11225
KIAA1191	-0.385625
C9orf38	0.2115
SFTPB	0.454714285714286
CNTNAP2	0.0462727272727273
FRK	1.923
TBX19	-0.62
CHD4	-0.143
C6orf26	-3.41883333333333
MOSC2	1.5005
IKBKE	0.17175
HIF1A	-1.27916666666667
LOC595101	0.021
RELA	0.123333333333333
TMEM16B	-0.158666666666667
ABHD12B	-1.18833333333333
TSEN34	0.477
KIF18A	-1.858
TXNDC9	0.358333333333333
SPATA2L	0.0065
SEMA4G	-1.9405
C21orf91	-1.583125
MATN1	-1.165
KCNIP4	-0.291
TUSC1	1.928
OR4C15	0.1435
ARMCX6	0.662583333333333
WBSCR27	-1.49066666666667
OR52I2	-0.0745
KIAA1604	-0.0105
DYNC1I1	-0.650625
PPP4C	0.866
SLC47A2	-1.45333333333333
TREH	0.185
CD48	1.72133333333333
ST14	2.28783333333333
PKN1	-1.59175
SPON2	2.081
XBP1	1.03158333333333
SFRS12	-1.16166666666667
EFCAB6	0.534
SELT	-0.20875
SLC39A2	1.105
ERF	-0.9635
ARL3	-0.32675
SURF6	-0.6284
MLLT10	-0.881904761904762
FLJ11171	-0.4155
TDGF1	-4.62066666666667
ERCC6	-0.48
EIF2AK4	0.527375
BAZ1A	0.995166666666667
LRRN3	0.753166666666667
TMC3	0.024
EFTUD1	-0.695
PTPRO	0.521166666666667
CLEC12A	0.7865
ACBD4	-0.629875
ZDHHC14	-0.8385
OTUD7B	1.747125
ACTB	0.7308125
MSRA	-0.511
LCE5A	-1.491
IFI35	-0.0135
BSCL2	-0.357
ANKRD12	0.24225
CFHR2	0.68225
RGAG1	0.0463333333333333
HSFY1	-0.293
SLC30A5	-0.231083333333333
IMPG1	0.163
GPR109A	0.4065
ZNF185	0.4935
IYD	1.12775
NPCDR1	0.6265
SERPINA13	0.1675
HMGCLL1	-1.821
NEUROG1	0.4355
UBQLN1	0.4909375
LIN37	0.34125
SOCS2	-1.087125
DSCR4	-1.857625
XKR6	-1.003
GPR142	0.628
KRTAP13-3	-0.048
CCDC15	-0.353333333333333
MOS	0.4625
CD1E	-1.8375
OFCC1	2.071
FAM83D	-0.575
SRFBP1	0.31375
C9orf96	0.4835
DHDH	1.0025
CCDC90A	0.048
RABL3	0.63795
CD320	-1.86516666666667
ANGEL2	0.53575
MRPL21	-0.63025
SMG6	0.382
INSR	1.685
FLJ14816	-0.2265
GLRB	-0.834166666666667
C9orf89	0.41775
CIZ1	-0.9615
URG4	-0.725166666666667
LRDD	-1.8645
CBY1	1.494
NFX1	0.118875
MTERFD2	-0.275428571428571
C19orf23	0.594
PGC	-1.282875
IER3IP1	0.8564
RASAL2	2.15025
C1orf89	-0.53575
SYNJ1	-0.18725
NFKBIE	0.66125
FLJ40125	-1.26233333333333
TCEB2	0.1153
NOG	-1.2225
POLR2J2	-0.4425
HLA-B	2.055
PCDHA1	1.66
PPP2R2B	-1.15525
ARHGEF17	0.1185
TCF7L2	1.37457142857143
CHD5	-0.466833333333333
ZNF431	-0.478125
TBC1D25	-1.40775
ZNF800	0.539
SCUBE2	0.343
MYCBP	1.19883333333333
GPX5	0.414
C6orf129	0.945166666666667
QSER1	-0.501166666666667
ULK2	1.7575
PIGO	0.358333333333333
NRCAM	-1.70566666666667
SLC35E3	0.085375
CSRP2	-1.58725
HYPE	0.33275
MAPK15	-0.360833333333333
MGC14327	0.11875
TIMM13	0.2005
ZNF462	-0.64375
GBA3	1.012
TEX13A	0.1115
MCM6	-0.722777777777778
MTRF1	-1.154
ABCA7	-0.85625
EIF4A2	-1.3395
ZC3H10	0.8692
RPGR	-0.446666666666667
C20orf94	2.2345
RP1L1	-0.54475
GPR125	0.189375
USP22	-0.498642857142857
OR1L4	0.296
MLZE	-0.15125
FLJ32065	0.27
PTCD1	0.1995
CRTAC1	0.429833333333333
BXDC2	0.14625
C18orf1	1.64233333333333
FAM107A	0.590357142857143
EFNA3	0.6305
P18SRP	-0.7699
CAMKK2	0.421083333333333
KIAA0649	-0.89575
NES	-1.99483333333333
HS6ST3	0.671375
PON2	0.91675
TCP11L2	-0.3295
CLEC4A	1.98925
PRR12	0.102
MLXIPL	-1.1876
C2orf50	-0.129
ZNF28	1.074
ENC1	1.09833333333333
MAP2K1	-0.92675
FKSG2	0.82275
KIAA0430	0.94375
PTP4A1	-0.882111111111111
GPR156	0.2305
GTF3C6	0.474
UBR2	0.0674
LOC388272	-0.49825
MAK	5.03366666666667
ACOT4	2.275
STC2	-2.82725
PIGW	0.207125
SAE1	-0.7135
COL6A1	0.477454545454545
OAZ1	0.241
STMN4	0.146333333333333
EDG3	1.64333333333333
SGCE	-0.483
IL11	-2.62633333333333
PRSS8	3.249125
YIPF5	0.511583333333333
WNT4	0.97325
CSN2	0.0891666666666667
TCF7	-2.727
TDO2	2.60475
SAMD9	1.5565
S100A7A	5.7645
MMRN1	0.376666666666667
GKAP1	-1.39825
AKR1C3	-1.797875
RNF19A	0.937625
GMDS	-1.032
YKT6	-0.57125
SPARC	2.0766
C12orf31	0.63725
UBE2V2	-0.109
FBXL18	-0.803333333333333
KIAA0460	1.68075
ADAM22	-0.926875
SERPINC1	-4.7705
KCTD21	0.1915
MYOHD1	-0.51125
ZNF37A	-0.298
GTF3C1	0.332833333333333
CTSZ	4.14675
PRNPIP	-1.4295
DRD1IP	0.531
NR1I2	-2.05783333333333
ZNF266	-0.5585
SPAG4L	0.569
COX4NB	-0.4185
SAPS1	1.32333333333333
APOA1	-3.80425
TATDN1	-0.924333333333333
C10orf82	-2.5195
KPNB1	-0.296
FOXO3	1.19466666666667
CRYBB2	0.1385
ZBTB5	-0.4255
SLC25A38	-0.4815
DCTN2	-0.515333333333333
IFT20	1.341
CTHRC1	3.2355
C1orf31	0.26225
UHRF1	-1.4294375
GPC6	0.523
C10orf54	1.071
MCF2L2	0.0983333333333333
WNT9B	0.477714285714286
OLA1	-1.212625
FAM120B	-0.243
TTLL10	0.2035
CYorf15A	-3.631
RELN	-1.914125
SCN2B	0.428272727272727
MFHAS1	-1.485
NKX3-2	0.059
RASGRF2	0.9315
SSBP1	-0.463833333333333
KPNA6	-0.2745
LOC389118	0.6725
HS3ST4	-0.88
SUPT7L	-0.53225
FLJ32658	-1.255
IGFBPL1	-0.21825
KIAA1641	-0.1781
SHKBP1	-0.779666666666667
CSF1R	4.65625
NAGK	0.5525
MYL2	0.36
HIST1H4C	0.339333333333333
TOMM7	0.084
ADAMTSL3	2.4591
TNFSF14	-0.447
PRRT2	-1.601
VTA1	0.3045
AOAH	2.56433333333333
CRISPLD2	1.60264285714286
PNN	-1.1068
TA-NFKBH	-0.69825
ESPN	-0.01375
RBM43	0.676
KIAA1267	0.132875
DDX3X	0.122277777777778
KIAA1576	-4.11225
PLXDC1	3.90233333333333
FLJ25801	-3.17075
HNRNPL	-0.326
RUNDC3A	0.135333333333333
CASP12	1.0335
SH2D5	-1.26
RPL26L1	0.1035
OR51A7	-0.09725
HDC	2.6395
C2orf16	-0.2515
SYTL3	0.998125
GOLGA4	1.41225
NOTCH1	-0.730333333333333
ATPAF2	1.0325
ECD	0.251
SSX5	-1.0455
SNAP91	-0.51925
OCA2	-4.2855
PNPO	-0.3475
DAPK1	0.355666666666667
PINX1	-0.439666666666667
SELENBP1	1.778
NEK3	-0.51425
TMED4	-0.142285714285714
SSTR4	0.623
FOSL1	-2.1682
CD40LG	0.4245
CES1	0.526833333333333
DCI	-0.0601666666666667
B3GAT3	-0.6535
STK17B	0.373
CNTN6	0.0565
CYP3A4	-0.876166666666667
MBOAT2	2.19378571428571
PISD	0.305875
USP1	-0.33
PYDC1	3.123
CENPM	-0.131
SAR1B	-0.024
TTC7B	-0.4615
DP58	0.145
GPC1	-0.15475
RBL1	-1.427125
TMEM137	-2.14716666666667
TOB1	1.07475
TCEAL1	0.747333333333333
CENPF	-0.602363636363636
C6	0.475
PRSS1	-3.39
PPIL6	0.663666666666667
C6orf124	-0.409
ODZ4	1.39316666666667
SNCB	0.1695
NDUFB9	0.30725
CNOT6L	0.336666666666667
S100A9	4.581
TRIM50	0.3315
KCTD1	1.6797
WDR63	0.178
SPEF2	1.838375
RNGTT	0.2905
CXorf22	0.1545
KCNK16	0.2365
CEP250	-0.998625
ATPBD1B	-0.00425
KCNJ2	3.663
MT1B	0.043
ZNF684	-0.4095
SLC4A1	0.0865
PDHA1	-0.50175
ZNF492	-0.563125
TKT	-1.0545
BYSL	0.542
RNF38	0.222625
AHDC1	-0.261
KLHL2	1.42925
CMTM8	2.2395
DMP1	-0.2915
HERPUD2	-0.147125
CRTAM	2.1336
ZNF572	-1.52625
TMEM16J	-1.0985
HSD17B2	0.83975
UBE2G1	-0.061125
AHSA2	-2.92925
PELI2	-0.78
TPX2	-1.491625
ATP9B	0.743666666666667
DAZAP1	0.102875
HMGCS2	3.18883333333333
C17orf38	0.37325
B9D1	-0.11325
NKX2-5	-0.9875
KIAA1276	0.398
LILRB2	4.003
CSTF1	-0.218833333333333
BTN2A1	-0.8915
C15orf48	5.7245
IGF2BP3	-3.33425
FAM113B	1.15183333333333
HRG	0.226875
ZNF131	0.8075
USP47	0.277857142857143
CCDC88B	-1.249375
HCN1	-0.7001
HTN1	-0.0635
SYCP3	-0.037
C13orf23	-0.2542
PAPOLA	0.05525
AATK	0.2087
MSH3	-0.1665
NDUFAB1	0.60575
ITLN2	0.111666666666667
BAK1	0.278
MRPL45	0.754333333333333
MTNR1B	0.455333333333333
LOC645843	-0.3065
SPECC1L	0.68575
PGCP	0.04025
SPN	-0.409625
GPR143	-0.509166666666667
ZNF576	0.947
TMEM39A	0.6793
ATP5D	-0.312666666666667
MAGEB3	-2.2785
RPS5	-1.5405
ANP32E	-0.586285714285714
MTMR1	0.431
YEATS4	-0.52375
SYNGAP1	-0.87675
PCOLCE	-0.6745
MNS1	0.8465
PCYT2	-0.227666666666667
ZNF182	-0.98
LAX1	0.742375
SPPL2B	-0.1628
ELOVL5	0.6104
PCDHAC1	0.645
B4GALNT1	-0.924166666666667
BLOC1S2	1.011375
ZNF673	-0.9411
ARHGAP21	-0.6895
IRX5	3.02675
LRFN5	-0.516666666666667
FAM7A1	-0.5885
RAB19	0.577
GINS1	-1.50225
ITM2B	1.392
PAPSS2	2.4705
OR5BF1	0.6195
ACSL3	0.71675
KIAA1919	-0.41825
GLT8D2	2.998
UTRN	0.197285714285714
CNN1	2.19925
HISPPD2A	-0.141833333333333
SDAD1	0.95275
SIGLEC9	1.304
RPL35	-0.449357142857143
C22orf26	0.5825
IMPDH2	-1.70225
WDR69	-1.699
SEC14L5	0.16
CLTA	0.3915
RP11-529I10.4	0.30375
GPR37L1	0.451166666666667
OGDH	-0.814416666666667
ASB13	0.123666666666667
ZFP14	-1.104
ZCRB1	-0.091
KPNA3	0.88925
HSPA1L	0.57425
RHOC	0.247625
LOC554175	-0.05675
PPP3CA	-0.0507
SLC1A7	-0.2414
ZNF529	-1.15733333333333
RBED1	0.7545
DDB2	-1.925
FLJ11286	0.0576666666666667
SPATA1	0.2495
MKNK1	0.0453333333333333
DYSF	1.62866666666667
ALKBH2	0.13075
NKD1	-1.87866666666667
C1orf174	-1.01475
PLEKHO1	1.07616666666667
ASB10	0.098
RING1	-1.04433333333333
NPC2	0.924625
AVPR1B	0.618
YTHDF1	0.224666666666667
LMAN1L	0.3325
GSG2	-1.5235
CEP170	0.4653
RPS4Y2	-5.2765
MSH6	0.142
HECTD2	0.615333333333333
ZNF556	-2.53
PLEKHC1	0.0589
AIRE	-0.0528333333333333
BCL2L10	-0.128
LMOD3	-0.3864
ZBTB8	-0.339888888888889
FOXA2	-3.3652
SLCO2A1	1.804125
C3orf46	0.169
PRDM16	0.8484
TMEM98	0.0165
FRMD5	-1.847
PDE6C	0.2375
C1orf216	0.114166666666667
EP400	0.108428571428571
PTK2	0.0804166666666667
RNF217	0.79825
NDUFA8	0.2215
ZFAT1	0.04825
LAMP3	2.05383333333333
GLTSCR2	-1.002625
NPW	0.8315
LLGL2	-0.0458
PPM1K	-0.784333333333333
C20orf177	-0.4365
KIR2DL4	0.5491
NFKB2	-0.235
C21orf122	-0.724666666666667
HESX1	-1.21275
GPR114	0.188833333333333
SLC25A35	-0.7525
GNAT1	-0.822
ORAI3	0.3995
FAM76B	-0.722875
TMEM99	1.4034
TRIM29	-0.4486
CDS1	3.22725
RHEB	-0.2669
C4orf27	-0.296333333333333
RAB3A	-0.652
OTUD6B	-0.136
GPD1	-0.276
CDH15	-0.408666666666667
NPM1	-0.643285714285714
TMEM117	-0.0535
PRPS2	0.49475
GCK	-0.472
ADRA2A	4.57266666666667
TSPYL4	0.144333333333333
TASP1	-0.19725
WDR19	0.361166666666667
C10orf38	-1.8065
PDE4C	-0.2715
FYB	1.63391666666667
C1orf55	0.516
PPFIA3	-1.25775
RAD18	-0.48725
C12orf44	0.387166666666667
CRYBA4	-0.393
HVCN1	1.1355
TAF10	0.059
C16orf48	-0.899333333333333
DEPDC5	1.14683333333333
LTBP1	-0.5515
MAPRE1	0.240125
FGF8	0.491
C3orf52	0.753125
SENP7	-0.447
LRRK2	4.8085
RUNDC2A	1.24433333333333
KIAA0355	-0.0183333333333334
CPEB1	-1.53075
PPEF2	0.4355
ABI2	-0.608
KIAA0317	0.186375
ATF1	-0.261666666666667
DYNC1H1	1.090875
DIP	0.89625
TMEM33	0.821333333333333
POLDIP3	-3.46944695195361e-18
C7orf24	1.45025
GPR171	3.2905
CDC6	-1.15366666666667
PLD1	-0.8532
ITFG2	-0.4519
NDUFC1	0.41025
AKNA	-0.4365
NBR1	-0.226
PKHD1	0.43675
HPS4	-0.4935
MAFA	-0.14575
ULBP3	0.41225
DIRC1	-0.254
IMMT	0.3605
C22orf13	1.0035
CEL	-0.01075
MARK3	-0.5385
ADAMTS2	0.636166666666667
ARPC3	0.457166666666667
TMEM10	0.567285714285714
NPHS1	0.21275
BRD8	-0.904666666666667
WDR12	-0.8485
IDI2	0.200571428571429
HOXD13	-0.905
OR8G2	-0.698
SLAIN1	-3.23625
GABRQ	-0.1835
NR2C2	0.61425
NKTR	-0.7979
TLE2	0.4485
KIAA0892	0.389833333333333
AURKA	-1.44409090909091
GPRC5C	0.471
TBC1D9B	-0.431875
PNPLA6	-0.4165
AP3B1	0.033
NAG	0.346125
C11orf68	-0.2125
AKR7A3	0.68275
AHCYL1	-0.38325
COP1	0.509
RPP14	-0.398416666666667
PCDHB18	0.1885
CDH24	-1.4545
KRT17	-0.6558
LACTB2	-0.84275
DDX24	0.898
PHACTR1	-2.26183333333333
SLC35E2	-0.14225
LOXL1	0.74275
IQSEC2	0.274
RGSL1	0.415
PCDHGC5	0.897
MEGF10	0.159875
PRRX1	1.653
ASTE1	0.783833333333333
C6orf159	-2.413
MYOD1	-0.9855
GAA	0.47575
ZNF747	0.25975
KLRC1	-1.245125
IL1RL2	0.3095
GDF9	2.25875
GPR119	0.285
TRAF2	0.0226666666666667
HCK	3.27016666666667
BMP6	-2.0975
IL8RA	1.09683333333333
FLJ35848	-1.22025
EFHA1	0.24675
CDSN	-0.2195
C14orf54	0.0106666666666667
LSM3	-0.507375
ZFP41	-0.354
C9orf126	-1.487
VIT	-2.342
SPCS3	-0.669
DEF8	-1.5377
CHAF1A	-1.583
C1orf165	-1.65816666666667
ZFPM2	1.43683333333333
FTH1	0.02425
SLC35F1	-1.26675
YWHAH	0.89425
C17orf66	0.178
ADRB1	0.164
FOXL1	0.334
RG9MTD3	0.4105
UMPS	0.227875
MGC13008	-0.497
KIAA1161	0.00700000000000001
CCDC77	-1.45675
C12orf65	0.6248
COG4	-1.19416666666667
RCP9	0.888666666666667
RP4-692D3.1	2.23133333333333
CDC2L5	-0.39175
MGC7036	0.136333333333333
DNAJC11	-0.632
GDF2	-0.0598333333333333
TIMM17A	0.71725
HNRNPA0	-0.687
OR2H1	-0.5505
PCBP1	-0.155375
COL23A1	-1.57625
LRRC2	0.324076923076923
NSD1	-0.160714285714286
FLJ37078	-0.9115
WDR91	-0.136666666666667
TMEM179	0.12775
DSCR10	-1.0065
CNDP2	1.0153
FYN	-0.365
BEX2	-3.0335
KCND3	0.302
YPEL5	1.36575
LRRC42	0.118
C17orf45	0.144125
ZNF649	0.1819
LOC150763	1.96125
COL5A2	3.48366666666667
CNGA2	-0.271
ELA2B	-1.00383333333333
RAB9B	-0.4855
FAM100A	0.5095
NAIP	-0.159214285714286
MYOZ2	-0.216666666666667
SPATA12	0.459
XRCC4	-0.5765
CYB561	1.6188
CHST10	-1.20375
BAI1	-1.19433333333333
BRSK1	-0.268833333333333
C17orf89	1.11375
PDE6H	-0.1375
FLJ20309	0.128555555555556
MAP7	0.92375
SCN4B	1.06175
SPAG9	-0.6578125
SERTAD1	0.186
FLJ21963	-0.21875
ANTXR1	1.5442
TMPRSS13	1.5685
ETV7	2.95316666666667
DGAT1	-0.342833333333333
NKIRAS1	0.0855
TAC3	-3.828
CORO1C	-0.21325
RAD54B	-0.12
HRASLS3	0.625333333333333
C21orf42	0.56675
BARD1	-0.5285
ZNF177	-0.606166666666667
MIP	0.4265
ZNF442	-0.5835
F2	-3.3089
GRIA1	0.050375
GALNTL2	1.89716666666667
WNT5A	-1.5978
LENG9	0.188
hCG_25371	-1.597
FOXR1	-0.848
TRA@	0.8462
PWWP2	1.0445
C1QTNF7	0.7165
SLC7A4	0.3695
C4orf7	-0.283
C17orf80	0.145833333333333
KLK4	0.601166666666667
IL31	0.268
TMEM176A	3.70325
CTNNB1	0.3835625
BHLHB2	0.57225
TMEM185B	1.71416666666667
ARD1B	-0.04825
C1orf93	-0.5475
BRUNOL4	-0.717333333333333
LOC541469	-0.746666666666667
UPK2	0.0175
GAS8	-0.0245
PATE	0.3725
IMPACT	0.789375
WNK4	-0.858666666666667
HNRPLL	-2.13775
GAD2	0.26775
ITGA6	-0.05375
BMP15	0.01
CYP2A7	0.497125
RIC8A	-0.2385
CCND1	-1.31575
USP35	-0.885
DSCR2	-1.564
CCL4	4.73766666666667
ZCCHC10	-0.286
NOL11	-0.37925
TRPM2	2.26133333333333
PSMD2	-0.324636363636364
CHTF18	-0.407
USP18	1.6875
RRAS	-0.049625
LAMC3	-0.7285
TOX	-2.44666666666667
PCDH15	0.2285
GABRG3	-1.241
NUDCD2	-0.530375
SGCZ	0.176
KCTD17	-0.4314
SPSB2	0.684
TPPP3	2.26016666666667
CILP2	1.0635
CALB2	3.840125
CEBPZ	-0.00783333333333332
ZNF479	-0.41225
FMOD	4.98383333333333
C21orf66	-0.814357142857143
CLN6	-0.577666666666667
ANAPC1	-0.666625
SH2D3C	1.25075
PTPN14	0.1865
TRIM42	-0.1965
APTX	0.71975
SNRPG	0.455333333333333
BMS1	-0.03
MAGEA3	-4.2365
NFATC3	-0.810416666666667
LRRC45	0.410833333333333
ARS2	-0.504
LRIG1	1.13416666666667
EPSTI1	1.60866666666667
PRSS27	0.30675
ERC2	-0.89975
PRKACB	0.198785714285714
PRDM13	-3.064
HCG27	-1.62
KLK12	-3.5855
HSD17B7	1.0595
ZNF354A	0.01
PCDH11X	1.238
DMGDH	-0.45625
PCBD2	-0.413833333333333
TMC6	-1.40775
RIMS1	0.433125
SF3B2	-0.6915
RCN1	-0.281833333333333
CPB1	0.56175
BCAR3	0.5145
FCRLB	-0.843375
PAK1IP1	2.346
OR10H1	-0.1275
KIF9	1.0496
PITPNM2	-0.923625
L3MBTL4	0.5665
TGFB1	-0.6919
ZXDC	0.40225
SLC6A16	0.5015
SRrp35	-1.360375
LRRC8E	2.00125
PPIAL4	-0.697
EOMES	1.2715
PAX2	0.922
SCARF2	-0.378875
PSEN2	0.939
PCDHB13	0.669333333333333
C10orf28	0.311
DHRS7B	0.3505
C1orf131	0.9945
ASB1	-1.0814
ZNF223	-0.116833333333333
LCMT2	0.295
MEP1A	-0.5255
TMEM53	0.59225
RSPH3	0.1335
C10orf33	-1.481
LOC644285	-1.44275
PTPN9	0.0523333333333333
ABCA12	1.92725
CCDC37	-1.17875
RUNDC1	0.4365
YES1	-0.1535
FAM120AOS	-0.359
OR5M3	0.442
PPP1R3F	-0.173583333333333
IL13	0.2265
MDFI	-0.61225
PRNT	-0.593
ZDBF2	-1.9815
OR10C1	0.597
CLIC1	-0.819333333333333
LILRA5	0.4695
CSAG1	-3.87616666666667
TREML2	-0.740166666666667
FAM125A	-0.736333333333334
ZNF74	-0.47975
FAM104A	0.3635
LRRC39	-0.226
SAMD5	-1.28775
HYAL2	0.47875
HIST2H2AC	1.365375
IGFBP5	1.90069565217391
NRTN	-0.752166666666667
KIAA0556	0.5975
FAM29A	-0.887388888888889
JMJD2A	1.11375
EPHB1	-0.156
POLD4	0.027625
ANAPC10	-0.71325
LRRC36	0.115
MEGF6	0.28275
LPHN3	-0.0176666666666666
BMP10	0.249666666666667
C21orf55	-0.2945
CREM	-0.668466666666667
PTGER4	0.547
METAP1	-0.57475
KCNQ1	1.76583333333333
NR2F2	-0.18025
SSFA2	-0.777166666666667
CTTNBP2	-2.3825
BCL2A1	-0.788375
ZBTB24	-0.3125
SLCO6A1	-1.22075
PRDM1	1.647
OR7D2	-0.720333333333333
CCDC47	0.4599
LOC646982	-1.107
SLC26A6	-1.215
BIN1	-0.0804
SRRM1	0.300357142857143
PCSK1N	-1.88025
ALS2	0.4388
ECT2	-0.617789473684211
CACNA2D2	-0.6375
DOCK6	-1.28325
C10orf119	0.005
FATE1	0.78525
DUSP23	2.256
TRIP6	-1.46578571428571
NUP35	-0.36075
CDH3	1.7705
KLHDC8A	0.794
C9orf116	1.55825
EI24	0.6975
CENTD1	-0.203166666666667
RWDD2B	-0.715666666666667
DOCK1	0.615
NPAS2	0.52725
NR3C2	2.17283333333333
FAM63A	-0.03875
INPP5F	-0.224333333333333
FAM111A	-1.3809
MYBL1	-2.898
IQGAP3	0.838833333333333
CRADD	-0.573666666666667
DUSP12	-0.91175
PDZK1IP1	4.1175
VASH2	0.134666666666667
CTR9	-0.05325
VIL1	-3.79275
OR8U1	0.283166666666667
CCDC107	0.4935
PTTG1IP	0.456875
OR4X2	0.449
COL9A1	-2.028
PSMD9	0.112
ZFP62	-0.4185
TIP39	-0.7045
PARP15	0.833
TTC19	-0.553625
C1orf114	-0.419833333333333
GFPT1	0.5365
SLC27A6	-1.873
MRPS10	-0.4964
CALML5	-1.41883333333333
TRPM7	-0.354875
CGNL1	0.957
CECR1	0.58425
SERPINB8	-0.724666666666667
TMEM102	1.012125
PDIA2	-2.86
NUCKS1	0.743333333333333
HOTAIR	1.6035
EBI3	0.67575
NXN	0.41675
ZMYND19	-0.322875
FOXJ3	1.00675
EIF5B	0.8649
EIF2B4	-0.662
LEO1	-0.35375
ZIC5	0.37875
IL20	0.385
KIAA0415	0.276
FLJ37357	-0.2
TSPAN12	0.136375
ACTR3B	-0.061375
TFAM	-0.4575
IL17RD	1.207875
PARP12	1.39575
KLHDC7A	0.771
KCTD4	0.00383333333333333
GTF2H1	-0.106
FLCN	-0.832833333333333
BIRC4	1.632625
LOC790955	-0.16225
VKORC1L1	0.36225
CYP4F22	0.0705
TAS2R5	0.805
ZNF582	0.3575
HS3ST3B1	-0.187125
CTNS	-0.2215
STK36	-0.444166666666667
MMD2	0.57
RP5-1103G7.6	-0.033
FLJ23356	0.238
CRH	-0.559333333333333
C1orf182	1.0095
ACP5	3.1195
AMFR	0.6242
CA4	-1.82575
PLCB4	0.63925
MPHOSPH10	0.6915
UNQ473	3.96683333333333
G3BP2	0.476166666666667
SR140	-0.28125
HOXA2	-1.0995
PYGB	-0.650625
BAT1	-0.791833333333333
DKK3	0.969166666666667
DDX31	-0.511125
TULP1	-0.331625
NHLRC2	-0.2965
TNRC4	0.1135
ZNF430	-0.204
TNRC6A	0.898375
PLA2G1B	0.422833333333333
RCHY1	-0.523333333333333
GTF2A2	-0.453
MGC4294	0.081
ZNF691	0.908
TACC3	-0.6855
DNAJC5G	0.09175
LOC4951	0.16075
MS4A4A	-0.062
LOC152485	-0.6255
PPP1R2P1	0.539
PPP2R5B	-0.38925
RPGRIP1L	0.604
SPOP	0.4187
PTPRF	0.948583333333333
MGC42090	-0.378
SUSD3	0.15775
THOC4	-0.51925
MAML1	-0.498
FXR2	-1.64116666666667
TYK2	-0.648125
MUC6	-0.0975
DNAJB7	-0.1155
PIP4K2A	-0.330857142857143
MEX3A	1.58133333333333
RRP1	-0.633625
TFAP4	-0.17075
CXorf41	0.818666666666667
MTMR4	0.0141666666666667
CTLA4	0.4325
SNX9	-0.1535
CIB3	2.06583333333333
NECAP1	0.24925
PLA2G2D	-0.1978
GLMN	-1.76233333333333
DCLRE1A	-0.636
PDX1	-0.229
SAMD11	0.35125
MRPL55	1.3898
TLR7	1.918625
TBC1D21	-0.402666666666667
SMAD1	1.9594
ACTRT2	0.210666666666667
RIOK2	-0.225
PDLIM4	-0.073
SLC22A15	0.534666666666667
ABHD13	0.2287
STX18	0.3298
CCPG1	0.170928571428571
DCBLD1	1.26216666666667
SLC2A6	-0.4425
NOLA3	0.0175
TRDMT1	-1.104
IL17F	0.6185
ATP1A4	-0.898666666666667
OR52W1	0.5355
CFL1	-0.643
IL4	-0.81075
RBP2	1.772
CPSF6	0.554
TTC8	-0.480666666666667
MUCL1	7.6505
EYA3	-1.5475
KRT38	0.4405
GNE	-1.50425
ZNF501	0.81025
SLC35A2	1.00225
CEP110	-0.4581
MYF6	0.99275
MGST2	0.802666666666667
TRPV4	0.452666666666667
NEK8	-0.0073333333333333
NOX5	-0.2205
NCKAP1L	0.754
