Hybridization REF	TCGA-C8-A12L-01A-11R-A115-07
CHD4	-0.62
C6orf26	-3.36666666666667
MOSC2	1.462
IKBKE	0.5885
HIF1A	-0.410833333333333
LOC595101	0.2265
RELA	0.0848333333333333
TMEM16B	0.9445
ABHD12B	-1.51725
TSEN34	0.79325
KIF18A	-0.2355
TXNDC9	0.847333333333333
SPATA2L	-0.4085
SEMA4G	-1.939
C21orf91	0.71
MATN1	-0.6035
KCNIP4	-0.00833333333333335
TUSC1	1.514375
OR4C15	0.69925
ARMCX6	0.01
WBSCR27	-2.21383333333333
OR52I2	-0.6225
KIAA1604	0.3495
DYNC1I1	-1.585625
PPP4C	-0.053
SLC47A2	-2.02483333333333
TREH	0.035125
CD48	1.208
ST14	2.51033333333333
PKN1	-0.54025
SPON2	2.58625
XBP1	1.13116666666667
SFRS12	-0.562166666666667
EFCAB6	0.6445
SELT	1.35375
SLC39A2	2.4905
ERF	-1.055
ARL3	-0.297625
SURF6	-0.4418
MLLT10	0.480857142857143
FLJ11171	0.65
TDGF1	-4.17633333333333
ERCC6	0.705
EIF2AK4	0.43175
BAZ1A	1.29283333333333
LRRN3	-0.839666666666667
TMC3	0.115
EFTUD1	0.641
PTPRO	1.15766666666667
CLEC12A	1.462875
ACBD4	-0.6695
ZDHHC14	0.25975
OTUD7B	0.980625
ACTB	0.1269375
MSRA	0.39925
LCE5A	-3.5965
IFI35	-0.7505
BSCL2	-0.0446666666666667
ANKRD12	0.6155
CFHR2	0.72875
RGAG1	-0.0746666666666667
HSFY1	-0.5975
SLC30A5	-0.0504166666666667
IMPG1	-0.3495
GPR109A	0.6355
ZNF185	2.8835
IYD	0.86225
NPCDR1	0.7065
SERPINA13	0.219
HMGCLL1	-1.5865
NEUROG1	-0.194833333333333
UBQLN1	0.33375
LIN37	0.58875
SOCS2	-2.3185
DSCR4	-1.605125
XKR6	0.2195
GPR142	0.9185
KRTAP13-3	0.119
CCDC15	-0.173166666666667
MOS	-0.018
CD1E	-1.9335
OFCC1	-0.5665
FAM83D	0.825
SRFBP1	-0.1205
C9orf96	-0.112
DHDH	-0.05875
CCDC90A	-0.129
RABL3	0.24355
CD320	-1.59033333333333
ANGEL2	0.2725
MRPL21	0.4665
SMG6	-0.559333333333333
INSR	0.0925624999999999
FLJ14816	-0.035
GLRB	-0.798666666666667
C9orf89	-0.47075
CIZ1	-0.75125
URG4	-0.9045
LRDD	-1.96433333333333
CBY1	0.788833333333333
NFX1	-0.104375
MTERFD2	-1.04035714285714
C19orf23	1.1195
PGC	-2.528625
IER3IP1	1.187
RASAL2	2.05383333333333
C1orf89	-1.185
SYNJ1	-0.2365
NFKBIE	0.71075
FLJ40125	-1.68783333333333
TCEB2	-0.1305
NOG	-1.332
POLR2J2	-0.642666666666667
HLA-B	1.6005
PCDHA1	1.4015
PPP2R2B	-1.389
ARHGEF17	0.0543333333333333
TCF7L2	-0.126571428571429
CHD5	0.907
ZNF431	0.41025
TBC1D25	0.277
ZNF800	-0.361
SCUBE2	-1.00218181818182
MYCBP	-0.081
GPX5	0.185
C6orf129	-0.150833333333333
QSER1	1.00766666666667
ULK2	1.699
PIGO	-0.338833333333333
NRCAM	-1.18428571428571
SLC35E3	0.53175
CSRP2	1.06525
HYPE	-0.14275
MAPK15	0.0308333333333333
MGC14327	0.2215
TIMM13	-0.170333333333333
ZNF462	0.21825
GBA3	0.05425
TEX13A	0.603
MCM6	-0.718222222222222
MTRF1	-0.60975
ABCA7	-2.60925
EIF4A2	0.37425
ZC3H10	0.3987
RPGR	0.126333333333333
C20orf94	0.50875
RP1L1	-0.01225
GPR125	-0.375375
USP22	-0.632714285714286
OR1L4	0.30525
MLZE	4.449
FLJ32065	0.5115
PTCD1	-0.5795
CRTAC1	-0.562833333333333
BXDC2	-0.03575
C18orf1	0.915
FAM107A	-0.527214285714286
EFNA3	0.24375
P18SRP	-0.3871
CAMKK2	0.450666666666667
KIAA0649	0.8365
NES	-2.668
HS6ST3	1.220375
PON2	0.1195
TCP11L2	0.4405
CLEC4A	2.15975
PRR12	-0.0845
MLXIPL	-1.8612
C2orf50	0.004
ZNF28	0.874
ENC1	1.6975
MAP2K1	-0.135375
FKSG2	1.21225
KIAA0430	0.37425
PTP4A1	-0.179222222222222
GPR156	-0.4565
GTF3C6	1.13125
UBR2	-0.0858
LOC388272	0.98825
MAK	1.6565
ACOT4	0.785
STC2	-3.66433333333333
PIGW	0.648375
SAE1	-0.316375
COL6A1	-0.630909090909091
OAZ1	0.112833333333333
STMN4	0.4365
EDG3	0.11
SGCE	0.505833333333333
IL11	-1.242
PRSS8	1.783
YIPF5	0.707833333333333
WNT4	1.694875
CSN2	0.353833333333333
TCF7	-2.675125
TDO2	6.0605
SAMD9	0.735875
S100A7A	6.253
MMRN1	0.632166666666667
GKAP1	0.07225
AKR1C3	-2.2015
RNF19A	1.066375
GMDS	0.1775
YKT6	-0.109625
SPARC	1.2063
C12orf31	0.54975
UBE2V2	-0.380166666666667
FBXL18	-0.361833333333333
KIAA0460	0.46875
ADAM22	0.408375
SERPINC1	-4.6505
KCTD21	0.03725
MYOHD1	0.26875
ZNF37A	-0.04
GTF3C1	-0.396166666666667
CTSZ	2.3055
PRNPIP	-1.06675
DRD1IP	0.19325
NR1I2	-2.64183333333333
ZNF266	0.4972
SPAG4L	0.242
COX4NB	-0.50675
SAPS1	-0.122833333333333
APOA1	-3.905625
TATDN1	-0.451166666666667
C10orf82	-2.329
KPNB1	-1.65675
FOXO3	0.537666666666667
CRYBB2	-1.698
ZBTB5	-0.444833333333333
SLC25A38	-1.033
DCTN2	-0.711833333333333
IFT20	0.679
CTHRC1	2.6865
C1orf31	1.150625
UHRF1	0.1326875
GPC6	0.05425
C10orf54	0.18925
MCF2L2	0.163
WNT9B	0.1085
OLA1	-0.626
FAM120B	-0.902
TTLL10	0.767
CYorf15A	-5.72275
RELN	-2.3313
SCN2B	0.178083333333333
MFHAS1	-1.33825
NKX3-2	-0.5225
RASGRF2	-0.3825
SSBP1	-0.2065
KPNA6	-0.946428571428571
LOC389118	-0.3865
HS3ST4	-1.7066
SUPT7L	0.0215
FLJ32658	-2.21575
IGFBPL1	-0.22375
KIAA1641	0.5903
SHKBP1	-0.128333333333333
CSF1R	4.41125
NAGK	0.38125
MYL2	0.747
HIST1H4C	-0.592833333333333
TOMM7	-0.330125
ADAMTSL3	2.7771
TNFSF14	-0.2085
PRRT2	-2.663
VTA1	0.817375
AOAH	2.134
CRISPLD2	0.866928571428571
PNN	-0.7824
TA-NFKBH	-0.21625
ESPN	-0.56975
RBM43	0.5095
KIAA1267	0.05225
DDX3X	0.486444444444444
KIAA1576	-4.476
PLXDC1	3.7875
FLJ25801	-3.4255
HNRNPL	-1.851
RUNDC3A	-0.175333333333333
CASP12	0.951
SH2D5	-1.281625
RPL26L1	-0.5685
OR51A7	-0.328
HDC	3.5005
C2orf16	-0.274833333333333
SYTL3	1.692875
GOLGA4	0.5006875
NOTCH1	0.0875
ATPAF2	-1.28375
ECD	-0.361
SSX5	-1.78633333333333
SNAP91	0.13725
OCA2	-4.46125
PNPO	-0.0388333333333333
DAPK1	-0.620666666666667
PINX1	-1.11583333333333
SELENBP1	0.365625
NEK3	-0.946583333333333
TMED4	0.160214285714286
SSTR4	-0.6395
FOSL1	-2.0153
CD40LG	0.584
CES1	-1.37383333333333
DCI	-0.369166666666667
B3GAT3	-1.08883333333333
STK17B	0.5995
CNTN6	0.37925
CYP3A4	2.97366666666667
MBOAT2	0.603857142857143
PISD	-0.214875
USP1	0.0235
PYDC1	2.493
CENPM	-0.840625
SAR1B	0.28
TTC7B	-1.548625
DP58	0.158
GPC1	-0.7615
RBL1	-0.490625
TMEM137	-1.45066666666667
TOB1	0.826083333333333
TCEAL1	0.150833333333333
CENPF	-0.875727272727273
C6	0.1775
PRSS1	-4.08775
PPIL6	1.9375
C6orf124	-1.673
ODZ4	0.833333333333333
SNCB	0.23775
NDUFB9	0.410625
CNOT6L	1.00283333333333
S100A9	5.38916666666667
TRIM50	0.244
KCTD1	2.0052
WDR63	0.9205
SPEF2	1.3105
RNGTT	0.478166666666667
CXorf22	0.4185
KCNK16	0.049
CEP250	-1.234875
ATPBD1B	-0.37725
KCNJ2	3.66575
MT1B	0.3265
ZNF684	-0.5675
SLC4A1	0.18125
PDHA1	-0.18175
ZNF492	0.61625
TKT	-1.77475
BYSL	-0.838625
RNF38	0.7025
AHDC1	-0.347
KLHL2	2.0895
CMTM8	0.9855
DMP1	-0.3315
HERPUD2	0.318125
CRTAM	2.826
ZNF572	0.40475
TMEM16J	-1.1915
HSD17B2	-0.26325
UBE2G1	0.449625
AHSA2	-1.71275
PELI2	-1.6695
TPX2	-0.627625
ATP9B	1.672
DAZAP1	0.115125
HMGCS2	0.439
C17orf38	0.17525
B9D1	-1.270375
NKX2-5	-1.67616666666667
KIAA1276	-0.3715
LILRB2	3.4965
CSTF1	0.210666666666667
BTN2A1	-0.0133333333333333
C15orf48	5.75875
IGF2BP3	-4.13825
FAM113B	0.656333333333333
HRG	-0.199571428571429
ZNF131	0.19
USP47	-0.6065
CCDC88B	-0.970375
HCN1	-0.385444444444444
HTN1	0.0603333333333333
SYCP3	0.36825
C13orf23	0.0207
PAPOLA	0.9049375
AATK	-0.304
MSH3	-0.406833333333333
NDUFAB1	-0.348
ITLN2	-0.453666666666667
BAK1	-0.6665
MRPL45	-1.02566666666667
MTNR1B	0.0905
LOC645843	0.3125
SPECC1L	-0.492125
PGCP	-0.52
SPN	-0.63575
GPR143	2.437
ZNF576	0.5755
TMEM39A	0.0799
ATP5D	-1.32866666666667
MAGEB3	-2.3125
RPS5	-0.835666666666667
ANP32E	0.822428571428571
MTMR1	1.26525
YEATS4	-0.47725
SYNGAP1	-0.48325
PCOLCE	-1.1855
MNS1	0.99775
PCYT2	-0.597333333333333
ZNF182	-0.4645
LAX1	0.731125
SPPL2B	-1.9378
ELOVL5	0.4862
PCDHAC1	1.109
B4GALNT1	-0.235666666666667
BLOC1S2	0.88825
ZNF673	-0.3885
ARHGAP21	0.6175
IRX5	2.99625
LRFN5	-0.624166666666667
FAM7A1	-0.80125
RAB19	-0.6605
GINS1	-0.878
ITM2B	1.2407
PAPSS2	2.96708333333333
OR5BF1	0.397
ACSL3	-0.538375
KIAA1919	1.18241666666667
GLT8D2	2.144875
UTRN	1.08178571428571
CNN1	1.01675
HISPPD2A	-0.5295
SDAD1	0.45525
SIGLEC9	0.858666666666667
RPL35	-0.228785714285714
C22orf26	-0.628
IMPDH2	-1.73375
WDR69	-1.321
SEC14L5	-0.377166666666667
CLTA	-0.10875
RP11-529I10.4	0.49575
GPR37L1	0.442833333333333
OGDH	-0.7605
ASB13	0.031
ZFP14	0.51675
ZCRB1	0.0356666666666667
KPNA3	1.623
HSPA1L	0.91175
RHOC	0.03675
LOC554175	-0.1705
PPP3CA	1.5854
SLC1A7	-0.5817
ZNF529	0.328666666666667
RBED1	-0.02575
DDB2	-2.07775
FLJ11286	-0.676833333333333
SPATA1	0.3435
MKNK1	0.512666666666667
DYSF	1.74483333333333
ALKBH2	0.46325
NKD1	-1.78716666666667
C1orf174	-0.8075
PLEKHO1	0.5015
ASB10	0.15525
RING1	-0.517666666666667
NPC2	0.436375
AVPR1B	0.698
YTHDF1	1.01833333333333
LMAN1L	0.1705
GSG2	-0.978
CEP170	1.6708
RPS4Y2	-5.42075
MSH6	-0.141
HECTD2	0.0375
ZNF556	-3.6935
PLEKHC1	1.2158
AIRE	-0.0521666666666667
BCL2L10	3.5095
LMOD3	-0.0108333333333334
ZBTB8	0.8009
FOXA2	-3.4859
SLCO2A1	2.596875
C3orf46	1.902
PRDM16	-1.132
TMEM98	0.32975
FRMD5	0.4415
PDE6C	0.2375
C1orf216	-0.7
EP400	-0.482357142857143
PTK2	0.755
RNF217	1.85225
NDUFA8	0.634
ZFAT1	1.45175
LAMP3	2.32683333333333
GLTSCR2	-1.01775
NPW	1.3865
LLGL2	0.0934
PPM1K	-1.0015
C20orf177	0.6895
KIR2DL4	0.4638
NFKB2	-0.19025
C21orf122	-0.679
HESX1	-1.29875
GPR114	0.212
SLC25A35	-1.45366666666667
GNAT1	-0.15475
ORAI3	-0.9725
FAM76B	0.222875
TMEM99	0.467
TRIM29	1.7322
CDS1	3.37775
RHEB	-0.2402
C4orf27	-0.0335
RAB3A	-0.772
OTUD6B	-0.18775
GPD1	1.203125
CDH15	-1.60433333333333
NPM1	-0.754642857142857
TMEM117	0.08775
PRPS2	1.32441666666667
GCK	-0.431
ADRA2A	2.0515
TSPYL4	1.18533333333333
TASP1	0.50175
WDR19	-0.0135
C10orf38	-1.99275
PDE4C	-0.3875
FYB	0.471583333333333
C1orf55	1.2865
PPFIA3	-2.53225
RAD18	0.88425
C12orf44	0.0525
CRYBA4	-0.304
HVCN1	0.86025
TAF10	-1.0615
C16orf48	-0.365333333333333
DEPDC5	0.954333333333333
LTBP1	-0.0635
MAPRE1	0.671875
FGF8	0.1235
C3orf52	-0.566875
SENP7	0.190166666666667
LRRK2	3.44525
RUNDC2A	-0.5425
KIAA0355	0.573666666666667
CPEB1	-1.18275
PPEF2	0.9145
ABI2	0.359833333333333
KIAA0317	-0.31625
ATF1	0.382
DYNC1H1	1.34975
DIP	1.64425
TMEM33	0.328055555555556
POLDIP3	-0.10325
C7orf24	1.6865
GPR171	2.373
CDC6	-1.08616666666667
PLD1	0.9741
ITFG2	0.1678
NDUFC1	0.60025
AKNA	-0.9455
NBR1	0.099
PKHD1	0.557875
HPS4	-1.4714
MAFA	-0.79275
ULBP3	-0.45175
DIRC1	-0.256
IMMT	-0.155375
C22orf13	-0.702083333333333
CEL	0.1225
MARK3	0.22425
ADAMTS2	0.433
ARPC3	0.665666666666667
TMEM10	-0.0115
NPHS1	0.458
BRD8	-1.158
WDR12	0.12275
IDI2	0.76625
HOXD13	-1.648
OR8G2	0.04375
SLAIN1	0.41775
GABRQ	0.1535
NR2C2	-0.06025
NKTR	-1.077
TLE2	-0.292
KIAA0892	-0.146166666666667
AURKA	-0.805727272727273
GPRC5C	1.49316666666667
TBC1D9B	-0.51325
PNPLA6	-0.699166666666667
AP3B1	0.00825
NAG	-0.801625
C11orf68	-0.58725
AKR7A3	-0.50875
AHCYL1	0.2135
COP1	0.746833333333333
RPP14	-0.727833333333333
PCDHB18	0.32325
CDH24	-3.1255
KRT17	0.8952
LACTB2	0.00725
DDX24	0.2711
PHACTR1	-2.5415
SLC35E2	-0.47475
LOXL1	-1.67925
IQSEC2	-0.048
RGSL1	0.501
PCDHGC5	-0.0175
MEGF10	-0.326125
PRRX1	0.689833333333333
ASTE1	0.533166666666667
C6orf159	-1.8155
MYOD1	-1.7975
GAA	0.51075
ZNF747	0.3575
KLRC1	-1.335875
IL1RL2	0.2695
GDF9	-0.53125
GPR119	0.095
TRAF2	-0.313833333333333
HCK	2.69016666666667
BMP6	-2.997
IL8RA	0.515833333333333
FLJ35848	-1.3135
EFHA1	-0.61575
CDSN	0.446333333333333
C14orf54	-0.619333333333333
LSM3	-0.195875
ZFP41	0.8935
C9orf126	0.0836666666666667
VIT	-3.862
SPCS3	0.22425
DEF8	-0.9725
CHAF1A	0.2585
C1orf165	-0.86
ZFPM2	1.07483333333333
FTH1	-0.0385
SLC35F1	-0.82275
YWHAH	1.04225
C17orf66	0.284
ADRB1	-0.7195
FOXL1	-0.2645
RG9MTD3	-0.279833333333333
UMPS	0.014
MGC13008	-0.4675
KIAA1161	-0.732
CCDC77	-0.98675
C12orf65	-0.1575
COG4	-1.44483333333333
RCP9	0.330666666666667
RP4-692D3.1	1.86683333333333
CDC2L5	0.781
MGC7036	0.388166666666667
DNAJC11	-0.72775
GDF2	-0.262333333333333
TIMM17A	0.86525
HNRNPA0	-1.0723
OR2H1	0.10125
PCBP1	-0.121125
COL23A1	-1.72825
LRRC2	-0.987785714285714
NSD1	-0.2775
FLJ37078	-1.07975
WDR91	-0.422833333333333
TMEM179	-0.072
DSCR10	-0.3075
CNDP2	0.3217
FYN	-0.917
BEX2	-1.00966666666667
KCND3	0.13
YPEL5	0.797375
LRRC42	-0.200833333333333
C17orf45	-2.673875
ZNF649	0.1742
LOC150763	0.1755
COL5A2	2.12691666666667
CNGA2	0.483
ELA2B	-0.957
RAB9B	1.047
FAM100A	-0.1975
NAIP	0.333428571428571
MYOZ2	-0.845714285714286
SPATA12	-0.2365
XRCC4	-0.404
CYB561	1.2892
CHST10	-1.4335
BAI1	-1.60933333333333
BRSK1	-0.867166666666667
C17orf89	1.006125
PDE6H	-0.7655
FLJ20309	0.5104
MAP7	2.133625
SCN4B	-0.31675
SPAG9	1.04375
SERTAD1	1.09633333333333
FLJ21963	-1.136
ANTXR1	-0.1214
TMPRSS13	2.051
ETV7	2.46416666666667
DGAT1	-0.568333333333333
NKIRAS1	0.865666666666666
TAC3	-3.9645
CORO1C	-0.0385833333333333
RAD54B	-0.52225
HRASLS3	-0.0195
C21orf42	0.13075
BARD1	0.266333333333333
ZNF177	1.42433333333333
MIP	0.3025
ZNF442	1.28
F2	-3.6726
GRIA1	-0.029125
GALNTL2	1.09866666666667
WNT5A	-1.0184
LENG9	0.513
hCG_25371	-0.2275
FOXR1	0.129
TRA@	0.7699
PWWP2	0.73
C1QTNF7	0.166166666666667
SLC7A4	0.25025
C4orf7	3.96375
C17orf80	0.263666666666667
KLK4	0.138166666666667
IL31	0.525
TMEM176A	3.53625
CTNNB1	-1.5188125
BHLHB2	1.169
TMEM185B	0.8425
ARD1B	0.6575
C1orf93	-0.639
BRUNOL4	-0.4635
LOC541469	-0.4855
UPK2	0.05125
GAS8	-0.606166666666667
PATE	0.3725
IMPACT	1.069625
WNK4	-2.791
HNRPLL	0.37675
GAD2	-0.15675
ITGA6	0.7765
BMP15	0.257666666666667
CYP2A7	0.00574999999999999
RIC8A	-0.335
CCND1	0.534083333333333
USP35	-0.202
DSCR2	-0.3745
CCL4	4.877
ZCCHC10	0.164
NOL11	0.26575
TRPM2	1.61358333333333
PSMD2	-0.157090909090909
CHTF18	-1.231
USP18	0.695
RRAS	-0.091375
LAMC3	-0.4675
TOX	-2.69333333333333
PCDH15	-0.475
GABRG3	-2.465
NUDCD2	0.187125
SGCZ	-0.9135
KCTD17	-0.87
SPSB2	-0.594
TPPP3	1.48983333333333
CILP2	-0.289666666666667
CALB2	3.4505
CEBPZ	-0.704333333333333
ZNF479	0.41925
FMOD	2.99483333333333
C21orf66	0.217571428571428
CLN6	-0.155666666666667
ANAPC1	-0.441
SH2D3C	0.0105
PTPN14	0.2576
TRIM42	0.923
APTX	-0.788
SNRPG	0.284333333333333
BMS1	0.16775
MAGEA3	-4.0135
NFATC3	-0.171083333333333
LRRC45	-0.6155
ARS2	-0.489214285714286
LRIG1	0.441333333333333
EPSTI1	1.28683333333333
PRSS27	0.79475
ERC2	0.3845
PRKACB	-0.500571428571429
PRDM13	-1.0905
HCG27	-1.7025
KLK12	-4.153
HSD17B7	0.0363333333333333
ZNF354A	0.4565
PCDH11X	-0.5325
DMGDH	-1.42975
PCBD2	-0.353333333333333
TMC6	-0.371625
RIMS1	1.759625
SF3B2	-0.407
RCN1	-1.0785
CPB1	0.05425
BCAR3	1.9585
FCRLB	-0.679375
PAK1IP1	-0.216
OR10H1	0.195
KIF9	0.6753
PITPNM2	-0.220875
L3MBTL4	1.13025
TGFB1	-0.9524
ZXDC	-0.859
SLC6A16	0.784
SRrp35	0.778125
LRRC8E	0.88525
PPIAL4	0.285583333333333
EOMES	2.20533333333333
PAX2	0.1715
SCARF2	-1.26275
PSEN2	1.454
PCDHB13	0.02175
C10orf28	-0.207875
DHRS7B	0.3885
C1orf131	1.8135
ASB1	-1.2556
ZNF223	0.815666666666667
LCMT2	0.16125
MEP1A	-0.57175
TMEM53	-0.665
RSPH3	1.6295
C10orf33	-2.074
LOC644285	-2.44225
PTPN9	0.41
ABCA12	3.3275
CCDC37	-1.2
RUNDC1	0.5102
YES1	0.91
FAM120AOS	-0.066
OR5M3	-0.022
PPP1R3F	-0.130333333333333
IL13	0.883888888888889
MDFI	-1.17925
PRNT	0.26375
ZDBF2	-1.4625
OR10C1	0.375833333333333
CLIC1	-0.609666666666667
LILRA5	0.0868333333333333
CSAG1	-3.97516666666667
TREML2	-0.4105
FAM125A	-0.713
ZNF74	-1.36825
FAM104A	0.3245
LRRC39	-1.166
SAMD5	-1.5535
HYAL2	-1.1975
HIST2H2AC	-0.12375
IGFBP5	-1.50747826086957
NRTN	-2.39233333333333
KIAA0556	0.1872
FAM29A	-1.20094444444444
JMJD2A	-0.206
EPHB1	0.70675
POLD4	0.726625
ANAPC10	-0.62
LRRC36	0.193
MEGF6	0.010625
LPHN3	0.334666666666667
BMP10	-0.0683333333333334
C21orf55	1.1075
CREM	0.04
PTGER4	1.0285
METAP1	-0.471875
KCNQ1	1.8955
NR2F2	-1.604875
SSFA2	0.221833333333333
CTTNBP2	-0.6835
BCL2A1	0.397
ZBTB24	0.51
SLCO6A1	-2.07275
PRDM1	1.2829
OR7D2	-0.18
CCDC47	1.4555
LOC646982	-0.4515
SLC26A6	-1.3945
BIN1	-0.3877
SRRM1	-0.845928571428571
PCSK1N	-0.286875
ALS2	0.9971
ECT2	1.355
CACNA2D2	-0.105625
DOCK6	0.94925
C10orf119	0.53475
FATE1	0.1105
DUSP23	1.95225
TRIP6	-0.680142857142857
NUP35	0.557
CDH3	3.858
KLHDC8A	1.08225
C9orf116	0.8265
EI24	0.437
CENTD1	2.10016666666667
RWDD2B	-0.367666666666667
DOCK1	-0.2325
NPAS2	0.163125
NR3C2	2.27766666666667
FAM63A	1.11433333333333
INPP5F	-1.00516666666667
FAM111A	0.3851
MYBL1	-2.05516666666667
IQGAP3	0.256666666666667
CRADD	-0.772833333333333
DUSP12	0.3275
PDZK1IP1	3.8235
VASH2	-0.86875
CTR9	-0.088
VIL1	-3.75225
OR8U1	0.587
CCDC107	0.784
PTTG1IP	0.032
OR4X2	0.237
COL9A1	-1.451
PSMD9	-0.079
ZFP62	-0.449
TIP39	-1.457
PARP15	0.2815
TTC19	0.223625
C1orf114	-1.98916666666667
GFPT1	0.955
SLC27A6	-2.42075
MRPS10	-0.9244
CALML5	-1.24266666666667
TRPM7	-0.467625
CGNL1	-0.233125
CECR1	0.00425
SERPINB8	0.946333333333333
TMEM102	0.404125
PDIA2	-2.532
NUCKS1	0.0525
HOTAIR	2.986
EBI3	-0.33625
NXN	0.11425
ZMYND19	-0.26825
FOXJ3	-0.89425
EIF5B	0.3853
EIF2B4	-0.368166666666667
LEO1	0.41025
ZIC5	0.0208333333333333
IL20	0.659833333333333
KIAA0415	0.37675
FLJ37357	0.1015
TSPAN12	1.14225
ACTR3B	-0.454875
TFAM	-0.138833333333333
IL17RD	0.551
PARP12	0.48625
KLHDC7A	0.3765
KCTD4	-0.0481666666666667
GTF2H1	-0.2535
FLCN	-0.854833333333333
BIRC4	2.283875
LOC790955	-0.0605
VKORC1L1	0.5935
CYP4F22	0.684333333333333
TAS2R5	0.6885
ZNF582	0.9595
HS3ST3B1	-0.87625
CTNS	-1.00475
STK36	-1.156
MMD2	0.07325
RP5-1103G7.6	-0.0565
FLJ23356	0.1505
CRH	-0.444
C1orf182	0.743833333333333
ACP5	1.84266666666667
AMFR	0.6512
CA4	-2.39475
PLCB4	1.262375
MPHOSPH10	0.4665
UNQ473	2.431
G3BP2	0.947083333333333
SR140	-0.662666666666667
HOXA2	-0.36075
PYGB	-0.966875
BAT1	-0.76625
DKK3	-0.780666666666667
DDX31	0.046
TULP1	-0.435625
NHLRC2	1.20425
TNRC4	-0.741166666666667
ZNF430	0.54825
TNRC6A	0.209
PLA2G1B	0.173833333333333
RCHY1	1.413
GTF2A2	0.405166666666667
MGC4294	0.035
ZNF691	-0.576
TACC3	-0.3655
DNAJC5G	0.39775
LOC4951	0.22425
MS4A4A	-0.8475
LOC152485	0.5095
PPP1R2P1	1.02275
PPP2R5B	-0.44025
RPGRIP1L	0.673875
SPOP	-0.5278
PTPRF	1.08158333333333
MGC42090	0.023
SUSD3	-1.83275
THOC4	-1.517875
MAML1	-0.0661
FXR2	-1.20983333333333
TYK2	-0.328
MUC6	0.378333333333333
DNAJB7	0.1125
PIP4K2A	-0.401928571428571
MEX3A	1.1415
RRP1	-0.901375
TFAP4	-0.561
CXorf41	-0.141
MTMR4	0.1485
CTLA4	0.5775
SNX9	0.449375
CIB3	0.431
NECAP1	0.828125
PLA2G2D	-0.1497
GLMN	0.266666666666667
DCLRE1A	-0.06875
PDX1	-0.1125
SAMD11	-1.2685
MRPL55	0.4796
TLR7	1.285625
TBC1D21	0.0783333333333333
SMAD1	1.4648
ACTRT2	0.216
RIOK2	-0.5235
PDLIM4	-1.0915
SLC22A15	0.6625
ABHD13	1.4481
STX18	0.376
CCPG1	0.595857142857143
DCBLD1	2.27183333333333
SLC2A6	-0.6665
NOLA3	0.0695
TRDMT1	0.304857142857143
IL17F	-0.429
ATP1A4	0.139833333333333
OR52W1	0.327
CFL1	-0.458
IL4	-1.23625
RBP2	-0.137166666666667
CPSF6	0.4245
TTC8	-0.393333333333333
MUCL1	7.399
EYA3	-1.17683333333333
KRT38	0.19575
GNE	-1.22825
ZNF501	1.0345
SLC35A2	1.1025
CEP110	-0.9061
MYF6	0.60475
MGST2	0.105666666666667
TRPV4	-0.186666666666667
NEK8	-0.186333333333333
NOX5	0.2685
NCKAP1L	-0.308166666666667
EMP3	-2.0775
BPY2C	0.0795
C1orf38	0.151875
ELOVL2	-2.299375
CBX7	-0.781916666666667
OSBPL1A	0.859166666666667
ZNF589	-1.339
ESCO1	0.769833333333333
TRA2A	-0.592833333333333
C3orf26	0.1085
PHF2	0.0586666666666667
PID1	-0.00583333333333333
RFC1	-1.016375
MTAP	-1.6256875
ADORA3	3.68383333333333
LOC389458	-0.0655
TRNT1	1.406375
CRIPAK	-0.5595
RAI2	3.07266666666667
ANKRD44	0.19175
GZMB	4.34225
NFE2L1	-0.744
STIP1	-0.732666666666667
RASL11B	-2.3895
NT5DC2	-1.8555
LRP2	0.743125
MTDH	0.728666666666667
ARSG	-0.206
HSP90AB1	0.25725
CT45-6	-5.027
ZNF483	0.11475
LMBR1L	-0.11375
S100A2	2.5149
C2	-0.297666666666667
C2orf27	-0.0305
EIF4EBP1	-0.22925
GCKR	-3.34066666666667
PPP1R9B	-0.0515
FER	-0.20825
SNRK	0.478833333333333
OR5M10	0.1395
UTP6	0.0835
CAPZA3	0.1155
FBP1	1.45244444444444
TERT	-1.057
CCL1	-0.9415
FUCA1	0.48625
ALS2CR8	0.480333333333333
KCMF1	1.09216666666667
SRCRB4D	-1.417
OXCT2	0.356833333333333
IL17RA	1.30816666666667
MPP5	0.05575
SPA17	0.1245
FLJ10986	0.497833333333333
GALNT14	3.158
CXorf27	1.183
NPLOC4	-0.289
RAB34	-0.211
KRTAP3-3	0.53
ARSD	1.76183333333333
CPLX2	-1.7651
PJA1	0.042
WHDC1L1	-0.682333333333333
RB1	0.1464
MTMR15	-0.26
PHLDA2	0.4505
GUCY2F	-0.253
MPV17	-0.505
SLC35D1	0.5025
LYSMD3	0.3916
COL16A1	0.133
ERLIN1	-0.733166666666667
JMJD4	0.13225
HIST1H2BK	-1.97
TP53I11	0.167333333333333
ST3GAL4	-2.1967
PF4V1	2.12183333333333
ALG8	0.0145
REG1A	0.12825
MINA	0.84425
CYB5R3	-0.472083333333333
HHLA1	-0.41625
MYST4	0.4206
VASN	-0.9095
UCHL5IP	-1.22875
TFAP2A	0.94325
MGC9913	0.5125
C9orf97	-0.3575
LOC90379	0.281
PHF15	-1.28557142857143
ZNF169	-0.0995
KRT7	2.6907
GLIPR1L2	0.733
LOC116236	1.18125
IQCF3	0.1635
RDH14	0.603
