Hybridization REF	TCGA-AN-A0XN-01A-21R-A109-07
IER3IP1	-0.1289
RASAL2	1.55891666666667
C1orf89	-0.14575
SYNJ1	-0.567375
NFKBIE	1.736
FLJ40125	-0.758166666666667
TCEB2	-0.3887
NOG	-0.9935
POLR2J2	-0.549833333333333
HLA-B	3.084
PCDHA1	1.0835
PPP2R2B	-1.20425
ARHGEF17	1.47816666666667
TCF7L2	0.803071428571428
CHD5	-0.0446666666666667
ZNF431	-0.581625
TBC1D25	0.392
ZNF800	0.32925
SCUBE2	2.04872727272727
MYCBP	-0.701666666666667
GPX5	0.4205
C6orf129	0.480166666666667
QSER1	-0.576333333333333
ULK2	1.05175
PIGO	0.00766666666666667
NRCAM	-0.786428571428571
SLC35E3	-0.16575
CSRP2	0.049
HYPE	0.996
MAPK15	0.2425
MGC14327	-0.007
TIMM13	-0.286666666666667
ZNF462	0.277
GBA3	-0.25325
TEX13A	0.5685
MCM6	-1.01588888888889
MTRF1	-0.959625
ABCA7	-1.77125
EIF4A2	0.06525
ZC3H10	0.7352
RPGR	-0.584833333333333
C20orf94	0.04275
RP1L1	-0.01775
GPR125	-0.177125
USP22	-0.491285714285714
OR1L4	0.59575
MLZE	2.50025
FLJ32065	-0.283
PTCD1	-0.2215
CRTAC1	0.0055
BXDC2	-1.416
C18orf1	1.86066666666667
FAM107A	0.475785714285714
EFNA3	-0.43075
P18SRP	-0.2857
CAMKK2	0.33625
KIAA0649	-0.847
NES	-1.65416666666667
HS6ST3	-0.26625
PON2	-0.05775
TCP11L2	0.027
CLEC4A	2.506
PRR12	0.64
MLXIPL	-1.5773
C2orf50	0.034
ZNF28	0.431
ENC1	1.15866666666667
MAP2K1	-0.418125
FKSG2	0.44775
KIAA0430	0.27725
PTP4A1	-0.902166666666667
GPR156	0.49
GTF3C6	-0.52375
UBR2	-0.1033
LOC388272	-1.20825
MAK	0.219666666666667
ACOT4	2.9065
STC2	-0.96425
PIGW	-0.955625
SAE1	-0.8725
COL6A1	1.82990909090909
OAZ1	0.2385
STMN4	0.117666666666667
EDG3	0.691833333333333
SGCE	-0.1085
IL11	-0.64
PRSS8	1.358125
YIPF5	1.03191666666667
WNT4	4.043375
CSN2	0.240333333333333
TCF7	-2.89225
TDO2	4.0115
SAMD9	0.9503125
S100A7A	0.263
MMRN1	0.712166666666667
GKAP1	-1.1465
AKR1C3	0.542375
RNF19A	1.175125
GMDS	-1.138
YKT6	-0.21375
SPARC	2.8849
C12orf31	-0.34975
UBE2V2	-0.6575
FBXL18	-0.242833333333333
KIAA0460	0.40925
ADAM22	0.040375
SERPINC1	-4.573
KCTD21	0.644
MYOHD1	-1.6115
ZNF37A	-0.0543333333333333
GTF3C1	-0.213
CTSZ	3.05575
PRNPIP	-0.56475
DRD1IP	0.33875
NR1I2	-2.75633333333333
ZNF266	-0.1307
SPAG4L	0.1365
COX4NB	-0.781
SAPS1	0.947166666666667
APOA1	-3.606375
TATDN1	-0.336333333333333
C10orf82	1.72325
KPNB1	-0.79325
FOXO3	0.476666666666667
CRYBB2	-0.623
ZBTB5	0.154833333333333
SLC25A38	-0.16325
DCTN2	-0.1025
IFT20	0.27725
CTHRC1	4.00375
C1orf31	-0.616
UHRF1	-1.2680625
GPC6	1.03525
C10orf54	2.35575
MCF2L2	-0.135
WNT9B	0.375625
OLA1	-0.025125
FAM120B	-0.08675
TTLL10	-0.5005
CYorf15A	-4.65025
RELN	-2.1146
SCN2B	2.961
MFHAS1	-0.254
NKX3-2	0.917166666666667
RASGRF2	2.088
SSBP1	-1.138
KPNA6	-0.317857142857143
LOC389118	0.319
HS3ST4	-1.4909
SUPT7L	-0.913125
FLJ32658	-1.1275
IGFBPL1	0.3915
KIAA1641	-1.0329
SHKBP1	-0.350166666666667
CSF1R	4.87475
NAGK	1.608
MYL2	1.21
HIST1H4C	-2.11616666666667
TOMM7	-0.55725
ADAMTSL3	3.0307
TNFSF14	-0.24625
PRRT2	-0.7315
VTA1	0.007125
AOAH	3.85583333333333
CRISPLD2	1.734
PNN	-0.7732
TA-NFKBH	-0.363
ESPN	-0.62475
RBM43	0.335
KIAA1267	-0.093125
DDX3X	0.462555555555556
KIAA1576	-3.725
PLXDC1	4.77433333333333
FLJ25801	-4.023
HNRNPL	-0.37225
RUNDC3A	-0.0661666666666667
CASP12	0.4075
SH2D5	-1.110625
RPL26L1	-0.705
OR51A7	0.19675
HDC	1.6135
C2orf16	0.162333333333333
SYTL3	1.925875
GOLGA4	0.387
NOTCH1	-0.2065
ATPAF2	0.3225
ECD	0.73
SSX5	-1.38233333333333
SNAP91	0.09625
OCA2	-4.42325
PNPO	0.146666666666667
DAPK1	0.378333333333333
PINX1	-0.731666666666667
SELENBP1	-0.054
NEK3	-0.243083333333333
TMED4	-0.0252857142857143
SSTR4	0.479
FOSL1	-1.9494
CD40LG	0.155
CES1	-0.215333333333333
DCI	-0.296
B3GAT3	-0.205333333333333
STK17B	1.06925
CNTN6	-0.02525
CYP3A4	-1.50883333333333
MBOAT2	0.524571428571429
PISD	-0.129625
USP1	-1.10925
PYDC1	1.37883333333333
CENPM	-1.4015
SAR1B	-0.09025
TTC7B	-0.108875
DP58	0.269
GPC1	1.2715
RBL1	-1.262
TMEM137	-2.03883333333333
TOB1	0.049
TCEAL1	0.588833333333333
CENPF	-1.54536363636364
C6	-0.13
PRSS1	-3.69075
PPIL6	0.785666666666667
C6orf124	0.042
ODZ4	2.77083333333333
SNCB	0.1345
NDUFB9	0.119375
CNOT6L	-0.165833333333333
S100A9	4.07033333333333
TRIM50	-0.326
KCTD1	1.5965
WDR63	0.681
SPEF2	1.697625
RNGTT	-0.216666666666667
CXorf22	0.5915
KCNK16	0.8905
CEP250	-1.2135
ATPBD1B	-0.445
KCNJ2	4.16475
MT1B	-0.2765
ZNF684	-0.4345
SLC4A1	0.582
PDHA1	-0.9285
ZNF492	-0.31475
TKT	-0.7165
BYSL	0.042125
RNF38	0.622125
AHDC1	0.9425
KLHL2	0.40575
CMTM8	1.87
DMP1	-0.3385
HERPUD2	-0.023875
CRTAM	2.6035
ZNF572	0.72
TMEM16J	-2.613
HSD17B2	-3.0645
UBE2G1	-0.079
AHSA2	-2.64525
PELI2	0.4065
TPX2	-2.0285
ATP9B	0.738333333333333
DAZAP1	-0.66325
HMGCS2	0.659
C17orf38	0.74975
B9D1	-0.7595
NKX2-5	0.525333333333333
KIAA1276	0.30325
LILRB2	3.709
CSTF1	-0.417
BTN2A1	-0.136333333333333
C15orf48	5.24425
IGF2BP3	-4.161
FAM113B	3.06933333333333
HRG	-0.140375
ZNF131	-0.58775
USP47	0.0427857142857143
CCDC88B	-0.883625
HCN1	-0.622
HTN1	-0.455666666666667
SYCP3	-0.86425
C13orf23	-0.933
PAPOLA	0.0235625
AATK	-0.4519
MSH3	-0.5315
NDUFAB1	-1.4715
ITLN2	-0.8825
BAK1	-0.197333333333333
MRPL45	-0.244833333333333
MTNR1B	0.235666666666667
LOC645843	0.4875
SPECC1L	0.532125
PGCP	1.7685
SPN	-0.391375
GPR143	1.63616666666667
ZNF576	0.603666666666667
TMEM39A	0.7639
ATP5D	-0.455833333333333
MAGEB3	-1.8505
RPS5	-0.817666666666667
ANP32E	-1.17857142857143
MTMR1	0.14
YEATS4	-1.43025
SYNGAP1	0.262
PCOLCE	1.1475
MNS1	-0.5035
PCYT2	-0.342166666666667
ZNF182	-1.04
LAX1	0.3095
SPPL2B	0.2479
ELOVL5	0.7651
PCDHAC1	-0.3765
B4GALNT1	-0.00650000000000001
BLOC1S2	0.3215
ZNF673	-0.5917
ARHGAP21	0.2155
IRX5	2.536875
LRFN5	-0.1335
FAM7A1	1.10225
RAB19	-0.128
GINS1	-2.783
ITM2B	1.5175
PAPSS2	1.94066666666667
OR5BF1	0.604
ACSL3	-1.0925
KIAA1919	-1.02658333333333
GLT8D2	3.796875
UTRN	1.00935714285714
CNN1	2.381
HISPPD2A	-0.0348333333333333
SDAD1	0.07
SIGLEC9	2.3285
RPL35	-0.716142857142857
C22orf26	0.672
IMPDH2	-0.374375
WDR69	-0.7875
SEC14L5	-0.306833333333333
CLTA	0.357
RP11-529I10.4	0.943
GPR37L1	0.0611666666666667
OGDH	-0.408083333333333
ASB13	1.55466666666667
ZFP14	-0.05225
ZCRB1	-0.112833333333333
KPNA3	0.147
HSPA1L	0.6435
RHOC	0.861375
LOC554175	0.10875
PPP3CA	0.6281
SLC1A7	-0.2014
ZNF529	-0.463
RBED1	0.73225
DDB2	-0.818
FLJ11286	0.7425
SPATA1	0.63
MKNK1	0.443833333333333
DYSF	1.77616666666667
ALKBH2	-0.031
NKD1	-2.57033333333333
C1orf174	-0.32425
PLEKHO1	1.56183333333333
ASB10	-0.237
RING1	-0.06
NPC2	1.341
AVPR1B	0.0825
YTHDF1	-0.0208333333333333
LMAN1L	0.739
GSG2	-2.079
CEP170	-0.3939
RPS4Y2	-5.31725
MSH6	-1.26
HECTD2	0.557
ZNF556	-2.07883333333333
PLEKHC1	1.2159
AIRE	0.230333333333333
BCL2L10	1.662
LMOD3	0.0606666666666667
ZBTB8	0.4584
FOXA2	-3.2282
SLCO2A1	1.37225
C3orf46	0.35
PRDM16	-0.907166666666667
TMEM98	1.208
FRMD5	-1.5625
PDE6C	-0.1905
C1orf216	0.4975
EP400	-0.655214285714286
PTK2	0.3865
RNF217	0.32275
NDUFA8	-0.7055
ZFAT1	-0.07
LAMP3	0.8675
GLTSCR2	0.837875
NPW	-1.3855
LLGL2	-1.2285
PPM1K	-0.604833333333333
C20orf177	-0.1515
KIR2DL4	0.537
NFKB2	0.121
C21orf122	0.0675
HESX1	-0.793
GPR114	-0.2835
SLC25A35	-0.990666666666667
GNAT1	-0.43225
ORAI3	0.10175
FAM76B	-0.3965
TMEM99	0.2278
TRIM29	0.4821
CDS1	1.85375
RHEB	0.0955
C4orf27	-0.268166666666667
RAB3A	0.0835
OTUD6B	-0.406
GPD1	-0.914625
CDH15	0.360333333333333
NPM1	-0.635928571428572
TMEM117	0.0065
PRPS2	-0.404
GCK	-0.1625
ADRA2A	4.714
TSPYL4	0.521833333333333
TASP1	-0.0795
WDR19	0.569
C10orf38	-1.35825
PDE4C	-0.544
FYB	1.07516666666667
C1orf55	0.401333333333333
PPFIA3	-1.03375
RAD18	-0.34475
C12orf44	-0.118666666666667
CRYBA4	-0.1195
HVCN1	2.037
TAF10	-0.7905
C16orf48	-0.4885
DEPDC5	0.664666666666667
LTBP1	0.9695
MAPRE1	0.02575
FGF8	-0.1885
C3orf52	-1.21325
SENP7	-0.1365
LRRK2	1.2415
RUNDC2A	0.349166666666667
KIAA0355	0.962666666666667
CPEB1	-1.10325
PPEF2	0.2675
ABI2	1.06816666666667
KIAA0317	-0.130125
ATF1	-0.272166666666667
DYNC1H1	0.481375
DIP	0.2225
TMEM33	0.303277777777778
POLDIP3	0.03825
C7orf24	0.0715
GPR171	2.44775
CDC6	-2.43666666666667
PLD1	-0.4054
ITFG2	-0.3278
NDUFC1	0.6655
AKNA	-0.883
NBR1	0.437
PKHD1	0.287125
HPS4	-0.5014
MAFA	0.43625
ULBP3	-0.82025
DIRC1	0.367
IMMT	-0.7985
C22orf13	0.27725
CEL	0.00649999999999999
MARK3	-0.406
ADAMTS2	2.19983333333333
ARPC3	0.121666666666667
TMEM10	-0.195285714285714
NPHS1	-0.08
BRD8	-0.7485
WDR12	0.11375
IDI2	0.158625
HOXD13	-0.684
OR8G2	-1.08225
SLAIN1	-4.123
GABRQ	-0.23625
NR2C2	-0.60625
NKTR	-0.9001
TLE2	1.722
KIAA0892	-0.243833333333333
AURKA	-2.17218181818182
GPRC5C	-0.989333333333333
TBC1D9B	0.209875
PNPLA6	-0.0785
AP3B1	-0.0285
NAG	0.06175
C11orf68	0.09475
AKR7A3	0.5425
AHCYL1	0.23425
COP1	0.379333333333333
RPP14	-0.379833333333333
PCDHB18	0.7055
CDH24	0.635
KRT17	-1.0868
LACTB2	-0.818
DDX24	0.5886
PHACTR1	-1.82566666666667
SLC35E2	-0.66
LOXL1	1.37825
IQSEC2	0.486875
RGSL1	0.613
PCDHGC5	0.3855
MEGF10	2.167625
PRRX1	2.54516666666667
ASTE1	0.902333333333333
C6orf159	-1.157
MYOD1	0.678
GAA	0.964
ZNF747	-0.09625
KLRC1	-1.46875
IL1RL2	0.105
GDF9	-0.4775
GPR119	0.2295
TRAF2	-0.583833333333333
HCK	4.71283333333333
BMP6	-3.325
IL8RA	0.521666666666667
FLJ35848	-0.485
EFHA1	0.231
CDSN	2.57166666666667
C14orf54	-0.0275
LSM3	-0.5255
ZFP41	0.015
C9orf126	-0.841666666666667
VIT	-3.668
SPCS3	-1.56575
DEF8	-0.6625
CHAF1A	-2.21016666666667
C1orf165	1.36716666666667
ZFPM2	2.62933333333333
FTH1	1.48275
SLC35F1	-1.00425
YWHAH	0.789
C17orf66	-0.124333333333333
ADRB1	-0.323333333333333
FOXL1	-0.262
RG9MTD3	-0.4995
UMPS	-0.04225
MGC13008	0.0125
KIAA1161	0.5725
CCDC77	-2.23575
C12orf65	-0.9584
COG4	-0.600833333333333
RCP9	0.228166666666667
RP4-692D3.1	2.4775
CDC2L5	0.236
MGC7036	0.6305
DNAJC11	-0.56025
GDF2	-0.216166666666667
TIMM17A	0.084
HNRNPA0	-1.0982
OR2H1	-0.31275
PCBP1	0.463125
COL23A1	-0.914
LRRC2	-0.0290714285714285
NSD1	0.675142857142857
FLJ37078	-1.228875
WDR91	-0.100333333333333
TMEM179	-0.2985
DSCR10	-0.552
CNDP2	1.0251
FYN	0.617
BEX2	-0.592
KCND3	0.5205
YPEL5	1.48925
LRRC42	-0.0303333333333333
C17orf45	-0.345125
ZNF649	0.9281
LOC150763	1.151125
COL5A2	4.26425
CNGA2	0.6415
ELA2B	-0.319833333333333
RAB9B	-0.48175
FAM100A	-0.148
NAIP	0.173071428571429
MYOZ2	-0.277875
SPATA12	-0.004
XRCC4	-0.39675
CYB561	0.5826
CHST10	-0.46225
BAI1	-0.908666666666667
BRSK1	-0.372666666666667
C17orf89	-0.465625
PDE6H	-1.278
FLJ20309	0.4262
MAP7	0.101875
SCN4B	0.353
SPAG9	-0.11775
SERTAD1	1.16033333333333
FLJ21963	-1.76175
ANTXR1	3.0429
TMPRSS13	2.7455
ETV7	3.3575
DGAT1	-0.099
NKIRAS1	0.539166666666667
TAC3	-2.58775
CORO1C	0.267833333333333
RAD54B	-1.5565
HRASLS3	3.70033333333333
C21orf42	-0.162
BARD1	0.371
ZNF177	0.1975
MIP	0.1715
ZNF442	-0.017
F2	-3.5861
GRIA1	0.30025
GALNTL2	2.09483333333333
WNT5A	0.8209
LENG9	-0.0995
hCG_25371	-1.4725
FOXR1	-0.214
TRA@	0.9695
PWWP2	0.674
C1QTNF7	3.12933333333333
SLC7A4	0.1865
C4orf7	-0.544
C17orf80	-0.498
KLK4	2.76516666666667
IL31	-0.1765
TMEM176A	3.91975
CTNNB1	0.553625
BHLHB2	0.93175
TMEM185B	0.889833333333333
ARD1B	-0.56325
C1orf93	-0.0745
BRUNOL4	0.5045
LOC541469	-1.77358333333333
UPK2	0.0245
GAS8	-0.502166666666667
PATE	0.876
IMPACT	0.347
WNK4	-0.816666666666667
HNRPLL	-0.542125
GAD2	0.06575
ITGA6	-0.54675
BMP15	0.580833333333333
CYP2A7	0.7945
RIC8A	-0.193125
CCND1	0.512416666666667
USP35	0.0205
DSCR2	-2.28
CCL4	4.96816666666667
ZCCHC10	-0.5925
NOL11	-0.42325
TRPM2	1.14625
PSMD2	-0.245545454545455
CHTF18	-2.42125
USP18	1.086375
RRAS	1.36925
LAMC3	-0.5505
TOX	-3.61166666666667
PCDH15	-0.7765
GABRG3	-2.14025
NUDCD2	-0.883875
SGCZ	0.8035
KCTD17	0.3947
SPSB2	-0.705
TPPP3	2.86766666666667
CILP2	2.53416666666667
CALB2	2.143125
CEBPZ	-0.485166666666667
ZNF479	-0.376
FMOD	5.68916666666667
C21orf66	-1.35992857142857
CLN6	-0.643833333333333
ANAPC1	-0.63025
SH2D3C	1.849
PTPN14	1.6099
TRIM42	0.205
APTX	0.0375
SNRPG	-1.0005
BMS1	-0.24875
MAGEA3	-4.152
NFATC3	-0.583333333333333
LRRC45	-0.855833333333333
ARS2	-0.6155
LRIG1	1.308
EPSTI1	2.29116666666667
PRSS27	-0.382
ERC2	-0.27175
PRKACB	0.00378571428571429
PRDM13	-3.7525
HCG27	-0.997
KLK12	-3.194
HSD17B7	-0.4855
ZNF354A	0.8075
PCDH11X	-0.0695
DMGDH	0.4545
PCBD2	-0.891
TMC6	-1.469
RIMS1	0.20625
SF3B2	-0.193333333333333
RCN1	0.219666666666667
CPB1	1.28675
BCAR3	0.87325
FCRLB	0.560625
PAK1IP1	-0.79525
OR10H1	0.0805
KIF9	0.7524
PITPNM2	-1.097625
L3MBTL4	0.10125
TGFB1	0.6699
ZXDC	-0.2495
SLC6A16	0.126
SRrp35	-0.93875
LRRC8E	1.76775
PPIAL4	-0.759
EOMES	0.639833333333333
PAX2	0.0005
SCARF2	0.959125
PSEN2	1.51891666666667
PCDHB13	0.072
C10orf28	-0.177
DHRS7B	0.463857142857143
C1orf131	-0.40625
ASB1	-0.2217
ZNF223	-0.253166666666667
LCMT2	-0.046
MEP1A	-1.026
TMEM53	0.025
RSPH3	0.81425
C10orf33	-1.6325
LOC644285	-0.13
PTPN9	0.166
ABCA12	-3.7315
CCDC37	-1.525
RUNDC1	0.1467
YES1	-0.295833333333333
FAM120AOS	0.55075
OR5M3	-0.178
PPP1R3F	0.00766666666666662
IL13	0.1279
MDFI	-0.85625
PRNT	-0.28325
ZDBF2	0.885
OR10C1	0.168166666666667
CLIC1	0.185166666666667
LILRA5	1.23916666666667
CSAG1	-3.85333333333333
TREML2	-0.216166666666667
FAM125A	-0.0683333333333333
ZNF74	-1.02425
FAM104A	-0.121875
LRRC39	0.341
SAMD5	-0.9665
HYAL2	0.3955
HIST2H2AC	0.439875
IGFBP5	1.43078260869565
NRTN	-1.04733333333333
KIAA0556	-0.1951
FAM29A	-1.98072222222222
JMJD2A	0.091
EPHB1	1.3205
POLD4	0.68925
ANAPC10	-0.3895
LRRC36	-0.14125
MEGF6	0.131625
LPHN3	-0.0198333333333333
BMP10	-0.0681666666666667
C21orf55	-0.197
CREM	-0.53
PTGER4	1.0445
METAP1	-0.5785
KCNQ1	1.75583333333333
NR2F2	-1.132375
SSFA2	-0.930416666666667
CTTNBP2	-1.49025
BCL2A1	0.219375
ZBTB24	-0.343625
SLCO6A1	-1.26475
PRDM1	1.7457
OR7D2	-0.0716666666666667
CCDC47	0.0311
LOC646982	0.8495
SLC26A6	-1.60983333333333
BIN1	-0.2102
SRRM1	-0.375785714285714
PCSK1N	-0.796
ALS2	0.6812
ECT2	-1.29621052631579
CACNA2D2	0.736875
DOCK6	0.09725
C10orf119	-0.0395
FATE1	0.6835
DUSP23	1.3745
TRIP6	-0.165285714285714
NUP35	0.0145
CDH3	1.31775
KLHDC8A	1.9125
C9orf116	0.344125
EI24	0.225
CENTD1	1.095
RWDD2B	-0.133666666666667
DOCK1	0.57
NPAS2	-0.8245
NR3C2	2.09083333333333
FAM63A	0.0655833333333333
INPP5F	0.0843333333333333
FAM111A	-1.625
MYBL1	-1.4665
IQGAP3	-0.701833333333333
CRADD	-0.210333333333333
DUSP12	-0.9685
PDZK1IP1	3.993
VASH2	-1.03225
CTR9	-0.288
VIL1	-4.17375
OR8U1	0.751
CCDC107	1.2885
PTTG1IP	1.330625
OR4X2	0.41325
COL9A1	-3.2565
PSMD9	-0.3295
ZFP62	-0.45875
TIP39	-0.63625
PARP15	1.5625
TTC19	-0.16075
C1orf114	-1.93483333333333
GFPT1	0.499
SLC27A6	-2.46425
MRPS10	-0.1942
CALML5	-2.73383333333333
TRPM7	-0.952875
CGNL1	-0.090375
CECR1	0.84725
SERPINB8	1.13366666666667
TMEM102	0.271625
PDIA2	-3.7
NUCKS1	-0.427666666666667
HOTAIR	2.03075
EBI3	0.1095
NXN	2.01975
ZMYND19	-1.003
FOXJ3	-0.09525
EIF5B	-0.2644
EIF2B4	-0.288833333333333
LEO1	-0.95175
ZIC5	-1.48733333333333
IL20	0.232
KIAA0415	0.59
FLJ37357	-0.4955
TSPAN12	-0.177
ACTR3B	-1.227
TFAM	-1.02933333333333
IL17RD	-1.299
PARP12	0.87225
KLHDC7A	0.656
KCTD4	0.1175
GTF2H1	0.1065
FLCN	-0.102
BIRC4	0.602125
LOC790955	0.32875
VKORC1L1	0.23825
CYP4F22	0.0976666666666667
TAS2R5	0.468
ZNF582	0.4255
HS3ST3B1	0.185625
CTNS	0.70575
STK36	0.284666666666667
MMD2	0.24
RP5-1103G7.6	-0.186
FLJ23356	-0.641
CRH	-0.243
C1orf182	-0.333166666666667
ACP5	2.48833333333333
AMFR	1.1089
CA4	-2.352
PLCB4	-0.84925
MPHOSPH10	0.20425
UNQ473	0.550666666666667
G3BP2	-0.117666666666667
SR140	-0.618916666666667
HOXA2	0.023
PYGB	-0.80375
BAT1	-0.679916666666667
DKK3	2.62816666666667
DDX31	-0.561
TULP1	-0.09425
NHLRC2	0.2945
TNRC4	-0.2355
ZNF430	-0.08625
TNRC6A	-0.629625
PLA2G1B	0.2675
RCHY1	0.343
GTF2A2	-0.835333333333333
MGC4294	1.2705
ZNF691	-0.2635
TACC3	-1.83175
DNAJC5G	0.13175
LOC4951	0.05925
MS4A4A	-0.1735
LOC152485	1.294
PPP1R2P1	0.41375
PPP2R5B	0.163
RPGRIP1L	0.387625
SPOP	0.187
PTPRF	0.686666666666667
MGC42090	0.7405
SUSD3	2.63625
THOC4	-0.325375
MAML1	0.198
FXR2	-0.983
TYK2	-0.059
MUC6	-0.0226666666666667
DNAJB7	-0.3165
PIP4K2A	-0.629714285714286
MEX3A	0.289333333333333
RRP1	-0.550125
TFAP4	-1.11225
CXorf41	-0.2805
MTMR4	-0.446833333333333
CTLA4	0.617
SNX9	1.035125
CIB3	0.051
NECAP1	-0.184625
PLA2G2D	-0.056
GLMN	-1.41616666666667
DCLRE1A	-0.967
PDX1	-0.07
SAMD11	-1.1335
MRPL55	0.806
TLR7	2.8545
TBC1D21	-0.171833333333333
SMAD1	1.5247
ACTRT2	-0.0185
RIOK2	-0.891
PDLIM4	0.7855
SLC22A15	1.10033333333333
ABHD13	0.5706
STX18	0.3024
CCPG1	0.807642857142857
DCBLD1	1.6025
SLC2A6	-0.832
NOLA3	-0.38525
TRDMT1	-0.250714285714286
IL17F	0.201
ATP1A4	0.024
OR52W1	0.438
CFL1	-0.01375
IL4	-0.9765
RBP2	0.0425
CPSF6	0.200625
TTC8	-0.0943333333333333
MUCL1	-1.7205
EYA3	-1.43033333333333
KRT38	0.492
GNE	-1.19425
ZNF501	1.15275
SLC35A2	0.135625
CEP110	-1.188
MYF6	0.76175
MGST2	0.249833333333333
TRPV4	0.210333333333333
NEK8	-0.616666666666667
NOX5	-1.4935
NCKAP1L	0.0893333333333333
EMP3	-0.504666666666667
BPY2C	0.41
C1orf38	1.916875
ELOVL2	-2.131625
CBX7	1.19116666666667
OSBPL1A	0.0551666666666667
ZNF589	-0.98275
ESCO1	-0.6995
TRA2A	-0.305
C3orf26	-1.239
PHF2	0.63525
PID1	1.47066666666667
RFC1	-0.416875
MTAP	-0.666875
ADORA3	4.25633333333333
LOC389458	-0.13425
TRNT1	-0.321
CRIPAK	-0.981
RAI2	2.0375
ANKRD44	0.1445
GZMB	2.95625
NFE2L1	-0.09475
STIP1	-0.311
RASL11B	0.4415
NT5DC2	-1.79216666666667
LRP2	0.042625
MTDH	0.659933333333333
ARSG	0.352
HSP90AB1	-0.71775
CT45-6	-4.7415
ZNF483	-0.429
LMBR1L	-0.24275
S100A2	-1.809
C2	0.342944444444444
C2orf27	0.423
EIF4EBP1	1.44525
GCKR	-2.78316666666667
PPP1R9B	0.285125
FER	-0.14725
SNRK	1.22433333333333
OR5M10	0.6905
UTP6	-0.568
CAPZA3	0.1475
FBP1	1.24144444444444
TERT	-1.7275
CCL1	-1.246
FUCA1	0.98425
ALS2CR8	0.493666666666667
KCMF1	0.247916666666667
SRCRB4D	-1.4035
OXCT2	0.662333333333333
IL17RA	0.875666666666667
MPP5	-0.15875
SPA17	-0.2105
FLJ10986	0.653666666666667
GALNT14	-2.1585
CXorf27	-0.59175
NPLOC4	-0.7455
RAB34	0.015
KRTAP3-3	0.157
ARSD	1.112
CPLX2	-1.4116
PJA1	0.609
WHDC1L1	0.309666666666667
RB1	-0.7503
MTMR15	-0.4005
PHLDA2	-0.8464
GUCY2F	0.606
MPV17	-0.5025
SLC35D1	0.012
LYSMD3	0.2498
COL16A1	1.867
ERLIN1	-0.497
JMJD4	0.482
HIST1H2BK	-0.90725
TP53I11	1.78633333333333
ST3GAL4	-1.0149
PF4V1	0.131333333333333
ALG8	-0.34825
REG1A	-0.0945
MINA	-0.2045
CYB5R3	0.556083333333333
HHLA1	-0.77
MYST4	0.7902
VASN	0.0465
UCHL5IP	-0.509
TFAP2A	0.077
MGC9913	1.3225
C9orf97	-0.1765
LOC90379	-0.85875
PHF15	-0.553571428571429
ZNF169	-0.32
KRT7	1.0847
GLIPR1L2	0.525625
LOC116236	-0.3365
IQCF3	-0.18525
RDH14	-0.192
HNRPK	0.273071428571429
RABEPK	-0.4855
ISX	-2.583
CBARA1	1.1135
RAD51AP1	-2.36825
MLL5	0.4355
CXorf48	-4.154
SGCD	1.4725
PHTF1	-0.704125
CA3	-0.651
CMTM5	-0.0935
STX10	-0.1225
JMJD2D	-0.02425
P4HA1	0.731833333333333
GAB3	0.162
DHRS4	-0.654833333333333
COL4A1	3.758
C20orf20	-0.928875
OSBPL2	0.11075
PTTG2	-2.1785
KIAA1688	0.7115
STS	-1.72925
SHROOM4	0.722833333333333
KBTBD5	0.269
ALDH1A3	0.6086
BTNL2	0.272
TGIF1	0.5125
ZFAND5	0.513625
ICA1	0.814875
NAV3	-0.937
FLJ12331	-0.19525
EPS8L2	-0.6765
MNT	0.1365
ENTPD1	2.123
OR51E2	1.52875
STK11	0.4055
MX1	3.716375
TTTY9A	0.6895
CX62	0.271
LOXL4	0.654625
EXOSC4	-0.2305
PURB	0.0235714285714286
SETD1A	-0.843166666666667
RELB	1.934
LAMB2	1.55416666666667
HNF1B	-0.359666666666667
PNLIPRP3	-1.2525
C14orf139	-0.40675
UMOD	0.4985
GRIN3B	-0.22
GPR25	0.3435
ZNF512B	-1.02625
ATP6V0A1	0.178625
SRA1	-0.0133333333333333
ZNF615	0.97375
ZNF768	-0.50625
ZNF469	3.78675
DYNC2LI1	0.0543333333333333
DNAH3	0.0715
LOC387911	0.3925
LOC554234	0.1665
ARRDC5	1.0705
TMEM59L	-0.901
MARCH4	1.22975
CNOT8	-0.277
KIRREL3	-1.727
ADAM17	0.256125
MYOG	0.50575
CPNE1	-1.81216666666667
AK5	1.28175
LOC204010	0.26425
NDRG4	0.704
LOC130074	0.2915
PIAS4	0.325
NCOA2	0.37575
TEGT	0.3754
USP5	-1.217
ANKRD21	-1.363
KIAA0692	0.0626666666666667
HAPLN3	2.1635
LZIC	-0.75925
NRXN3	-0.33225
CDKN2C	-1.747
KIAA0226	0.17675
CYB5D1	-0.27925
WDR68	-0.664375
ABCB6	-0.1624
MRPS25	-0.73175
ZMAT2	-0.410666666666667
KRT25	-0.1685
RPL11	0.00175
GRAP	0.629166666666667
LOC198437	-0.379833333333333
RORC	1.004875
RAP2C	0.404857142857143
MXD1	-0.429
AZI2	0.4725
NUAK2	-0.121
AHSG	-6.1615
MANSC1	1.12875
IMP3	-0.641
C2orf3	-0.3075
VSTM3	3.22925
PCTP	-0.241
SIRT1	-0.11725
MANBA	1.20525
CD164	0.800875
GFRA1	-3.6368
