Hybridization REF	TCGA-B6-A0RL-01A-11R-A084-07
DEF8	-1.8898
CHAF1A	-0.631333333333333
C1orf165	-2.147
ZFPM2	-1.87233333333333
FTH1	0.145
SLC35F1	-1.87575
YWHAH	-0.653
C17orf66	0.106
ADRB1	-0.685333333333333
FOXL1	-1.048
RG9MTD3	0.076
UMPS	0.025375
MGC13008	0.834
KIAA1161	-0.248
CCDC77	-0.98625
C12orf65	-0.2366
COG4	-1.056
RCP9	0.793833333333333
RP4-692D3.1	3.72216666666667
CDC2L5	0.95275
MGC7036	0.522666666666667
DNAJC11	-0.53575
GDF2	-0.0708333333333333
TIMM17A	-0.2435
HNRNPA0	-0.3246
OR2H1	-0.0156666666666666
PCBP1	0.068875
COL23A1	-2.5935
LRRC2	0.3715
NSD1	1.16542857142857
FLJ37078	-1.01
WDR91	-0.168
TMEM179	0.187
DSCR10	-0.4475
CNDP2	0.9626
FYN	-2.8515
BEX2	1.24516666666667
KCND3	-0.01725
YPEL5	0.891
LRRC42	-0.320666666666667
C17orf45	-0.5175
ZNF649	1.6066
LOC150763	-0.212
COL5A2	-1.81383333333333
CNGA2	0.0795
ELA2B	-0.614833333333333
RAB9B	1.593
FAM100A	0.546
NAIP	0.528857142857143
MYOZ2	-0.856125
SPATA12	-0.385
XRCC4	-0.6185
CYB561	1.3866
CHST10	0.161
BAI1	-0.251833333333333
BRSK1	0.255
C17orf89	-0.7335
PDE6H	-0.7615
FLJ20309	0.0103
MAP7	1.749625
SCN4B	-1.7835
SPAG9	-0.62225
SERTAD1	1.11133333333333
FLJ21963	0.2445
ANTXR1	-0.6042
TMPRSS13	1.273
ETV7	2.56666666666667
DGAT1	0.3135
NKIRAS1	1.04133333333333
TAC3	-3.269
CORO1C	-1.40433333333333
RAD54B	-0.00350000000000002
HRASLS3	0.966
C21orf42	0.28375
BARD1	-0.21
ZNF177	-0.582
MIP	-0.576
ZNF442	0.3555
F2	-4.0601
GRIA1	0.412
GALNTL2	-0.0473333333333333
WNT5A	-4.0231
LENG9	-0.215
hCG_25371	-1.734
FOXR1	1.1725
TRA@	-0.0318
PWWP2	0.90775
C1QTNF7	0.127666666666667
SLC7A4	0.56375
C4orf7	3.701
C17orf80	0.578333333333333
KLK4	0.523333333333333
IL31	0.7005
TMEM176A	3.00025
CTNNB1	0.137125
BHLHB2	0.2195
TMEM185B	0.3895
ARD1B	-0.70375
C1orf93	1.04
BRUNOL4	-0.0635
LOC541469	1.90108333333333
UPK2	0.381
GAS8	0.355666666666667
PATE	0.6475
IMPACT	1.098125
WNK4	0.9288
HNRPLL	-0.66725
GAD2	0.00225000000000001
ITGA6	-1.17775
BMP15	0.0815
CYP2A7	0.51125
RIC8A	0.820125
CCND1	3.72541666666667
USP35	2.2285
DSCR2	-0.647
CCL4	3.92383333333333
ZCCHC10	0.1305
NOL11	-0.23575
TRPM2	1.5605
PSMD2	-0.331363636363636
CHTF18	-0.10825
USP18	1.52775
RRAS	-0.619875
LAMC3	-2.2945
TOX	-4.5706
PCDH15	-0.18
GABRG3	-1.7865
NUDCD2	-0.29875
SGCZ	0.529
KCTD17	-0.3301
SPSB2	0.7935
TPPP3	2.40466666666667
CILP2	0.230666666666667
CALB2	2.60875
CEBPZ	-0.116166666666667
ZNF479	1.00175
FMOD	1.8905
C21orf66	-0.0962857142857143
CLN6	-0.392666666666667
ANAPC1	-0.432375
SH2D3C	-0.71475
PTPN14	-0.8889
TRIM42	0.3695
APTX	0.89675
SNRPG	-0.5295
BMS1	0.67575
MAGEA3	-4.5105
NFATC3	-1.03675
LRRC45	0.5345
ARS2	0.0225714285714286
LRIG1	0.6545
EPSTI1	-0.5765
PRSS27	0.626
ERC2	-0.735125
PRKACB	-2.28342857142857
PRDM13	-3.686
HCG27	-1.213
KLK12	-3.507
HSD17B7	-0.0533333333333333
ZNF354A	1.24675
PCDH11X	null
DMGDH	0.401
PCBD2	0.335833333333333
TMC6	-2.068875
RIMS1	0.66075
SF3B2	-0.8854
RCN1	-2.4385
CPB1	3.442
BCAR3	-0.364
FCRLB	0.81425
PAK1IP1	-0.69275
OR10H1	0.3295
KIF9	1.4613
PITPNM2	-1.599125
L3MBTL4	-0.04925
TGFB1	-1.7477
ZXDC	0.70625
SLC6A16	1.54775
SRrp35	-3.076375
LRRC8E	1.92325
PPIAL4	-0.317333333333333
EOMES	0.1215
PAX2	-0.058
SCARF2	-0.64375
PSEN2	1.47783333333333
PCDHB13	-0.92975
C10orf28	-0.629875
DHRS7B	0.479857142857143
C1orf131	0.2995
ASB1	-0.7075
ZNF223	1.105
LCMT2	2.00325
MEP1A	-1.534
TMEM53	-0.99825
RSPH3	1.82425
C10orf33	-1.3105
LOC644285	0.8615
PTPN9	0.917166666666667
ABCA12	-3.0475
CCDC37	-0.65825
RUNDC1	1.2999
YES1	-0.14
FAM120AOS	1.761
OR5M3	-0.5505
PPP1R3F	0.786083333333333
IL13	-0.00499999999999998
MDFI	-2.714
PRNT	0.54875
ZDBF2	-0.233
OR10C1	0.251166666666667
CLIC1	-0.3755
LILRA5	0.2655
CSAG1	-4.21833333333333
TREML2	-0.175166666666667
FAM125A	-0.3785
ZNF74	-0.4665
FAM104A	0.018625
LRRC39	-0.031
SAMD5	-2.57225
HYAL2	-0.1245
HIST2H2AC	0.510875
IGFBP5	-0.750608695652174
NRTN	0.174166666666667
KIAA0556	0.9271
FAM29A	-0.846166666666667
JMJD2A	0.67725
EPHB1	0.1295
POLD4	0.622625
ANAPC10	-0.25275
LRRC36	0.893
MEGF6	-0.263
LPHN3	-0.246833333333333
BMP10	0.487333333333333
C21orf55	0.182
CREM	0.0603125
PTGER4	-2.5745
METAP1	-0.88725
KCNQ1	1.68083333333333
NR2F2	-4.969625
SSFA2	-0.5875
CTTNBP2	-2.95375
BCL2A1	-1.83925
ZBTB24	-0.195
SLCO6A1	-1.12825
PRDM1	-1.0791
OR7D2	-0.465833333333333
CCDC47	0.0504
LOC646982	0.343
SLC26A6	-0.183
BIN1	-1.7923
SRRM1	-0.275571428571429
PCSK1N	0.3505
ALS2	-0.4137
ECT2	-0.174263157894737
CACNA2D2	2.049
DOCK6	-1.47
C10orf119	-0.5655
FATE1	-0.11225
DUSP23	2.12575
TRIP6	0.0344285714285714
NUP35	-0.621
CDH3	1.83725
KLHDC8A	-0.18025
C9orf116	1.609125
EI24	-0.3825
CENTD1	0.689666666666667
RWDD2B	-0.214666666666667
DOCK1	1.3225
NPAS2	-0.241
NR3C2	0.210166666666667
FAM63A	0.462166666666667
INPP5F	-0.926666666666667
FAM111A	0.8567
MYBL1	-0.245583333333333
IQGAP3	0.349
CRADD	-0.716833333333333
DUSP12	-0.44025
PDZK1IP1	0.984
VASH2	-0.866
CTR9	1.0965
VIL1	0.20825
OR8U1	0.849333333333333
CCDC107	0.981
PTTG1IP	0.156375
OR4X2	0.408
COL9A1	-2.3235
PSMD9	0.05775
ZFP62	0.98775
TIP39	1.06125
PARP15	0.1515
TTC19	1.21075
C1orf114	-1.99833333333333
GFPT1	-0.358
SLC27A6	-1.35625
MRPS10	-0.3408
CALML5	-2.3765
TRPM7	0.3615
CGNL1	0.588125
CECR1	-0.09625
SERPINB8	-1.87866666666667
TMEM102	-0.255125
PDIA2	-3.30525
NUCKS1	0.96
HOTAIR	1.84275
EBI3	-1.11275
NXN	-2.63275
ZMYND19	-0.233375
FOXJ3	-0.2085
EIF5B	0.0941
EIF2B4	0.110333333333333
LEO1	0.806
ZIC5	-1.62208333333333
IL20	-0.478166666666667
KIAA0415	0.16425
FLJ37357	-0.2895
TSPAN12	0.3835
ACTR3B	-0.404625
TFAM	-0.908333333333333
IL17RD	-0.3135
PARP12	1.318
KLHDC7A	0.396
KCTD4	0.508833333333333
GTF2H1	0.25425
FLCN	-0.173833333333333
BIRC4	1.375
LOC790955	-0.78175
VKORC1L1	0.5765
CYP4F22	0.461333333333333
TAS2R5	0.413
ZNF582	2.102
HS3ST3B1	-1.95925
CTNS	-0.19675
STK36	1.45433333333333
MMD2	0.034
RP5-1103G7.6	-0.383
FLJ23356	1.743
CRH	-1.31625
C1orf182	0.405833333333333
ACP5	0.4048
AMFR	1.6931
CA4	-2.57275
PLCB4	-1.70875
MPHOSPH10	0.9545
UNQ473	2.12116666666667
G3BP2	-0.381583333333333
SR140	0.113916666666667
HOXA2	-0.46225
PYGB	-1.63225
BAT1	-0.255666666666667
DKK3	-3.32533333333333
DDX31	0.052375
TULP1	-0.608125
NHLRC2	0.2465
TNRC4	0.726166666666667
ZNF430	0.454
TNRC6A	1.01025
PLA2G1B	0.603833333333333
RCHY1	0.187666666666667
GTF2A2	-0.0416666666666667
MGC4294	-1.39
ZNF691	0.76725
TACC3	-0.453
DNAJC5G	0.01125
LOC4951	1.19425
MS4A4A	-3.353
LOC152485	1.058
PPP1R2P1	0.15625
PPP2R5B	-0.731
RPGRIP1L	0.698125
SPOP	0.6329
PTPRF	2.57025
MGC42090	-0.0275
SUSD3	2.98425
THOC4	-0.3515
MAML1	0.6489
FXR2	-0.716333333333333
TYK2	-1.260125
MUC6	0.0211666666666667
DNAJB7	-0.9875
PIP4K2A	-1.71185714285714
MEX3A	-0.9345
RRP1	-0.822
TFAP4	0.6745
CXorf41	0.159
MTMR4	0.2952
CTLA4	-0.4415
SNX9	0.876125
CIB3	1.56066666666667
NECAP1	1.12875
PLA2G2D	-0.1121
GLMN	-0.664
DCLRE1A	-0.65175
PDX1	-0.507
SAMD11	-1.79075
MRPL55	0.9412
TLR7	0.360375
TBC1D21	-0.138833333333333
SMAD1	1.2004
ACTRT2	-0.2025
RIOK2	0.18775
PDLIM4	-3.48825
SLC22A15	0.929833333333333
ABHD13	-0.3016
STX18	0.4061
CCPG1	-0.242857142857143
DCBLD1	0.179
SLC2A6	-2.358
NOLA3	-0.5225
TRDMT1	-0.734571428571429
IL17F	0.091
ATP1A4	0.163333333333333
OR52W1	0.017
CFL1	-1.39475
IL4	-1.82825
RBP2	1.4445
CPSF6	0.543375
TTC8	0.2815
MUCL1	-2.3805
EYA3	-1.66783333333333
KRT38	0.63375
GNE	-1.273
ZNF501	1.2065
SLC35A2	0.117
CEP110	-0.0138
MYF6	0.6515
MGST2	0.376666666666667
TRPV4	-1.48233333333333
NEK8	-0.011
NOX5	-1.415
NCKAP1L	-1.9764
EMP3	-2.5815
BPY2C	-0.275
C1orf38	-1.364125
ELOVL2	-1.909875
CBX7	0.753
OSBPL1A	0.476333333333333
ZNF589	-0.1475
ESCO1	-0.011
TRA2A	0.0280833333333333
C3orf26	-0.982
PHF2	1.57975
PID1	-3.281
RFC1	0.34975
MTAP	0.2329375
ADORA3	2.31033333333333
LOC389458	2.305
TRNT1	-0.957375
CRIPAK	0.26075
RAI2	4.0175
ANKRD44	-0.54775
GZMB	0.52275
NFE2L1	-0.276375
STIP1	-0.872
RASL11B	-1.1595
NT5DC2	-2.479
LRP2	2.957625
MTDH	0.4754
ARSG	0.9615
HSP90AB1	0.730083333333333
CT45-6	-4.87575
ZNF483	-0.3075
LMBR1L	-0.19975
S100A2	-2.9981
C2	-1.61594444444444
C2orf27	-1.526875
EIF4EBP1	-0.284
GCKR	-4.192
PPP1R9B	0.228625
FER	-1.231
SNRK	0.343333333333333
OR5M10	4.2825
UTP6	-0.214
CAPZA3	0.47825
FBP1	3.42744444444444
TERT	-2.2135
CCL1	-0.963
FUCA1	1.80425
ALS2CR8	-0.0248333333333333
KCMF1	0.07975
SRCRB4D	0.837
OXCT2	-1.569
IL17RA	-0.0605
MPP5	-0.093375
SPA17	0.021
FLJ10986	0.448166666666667
GALNT14	-2.151
CXorf27	-1.215375
NPLOC4	-0.58275
RAB34	-3.896
KRTAP3-3	0.7095
ARSD	1.52666666666667
CPLX2	-1.629
PJA1	0.495
WHDC1L1	0.982333333333333
RB1	-0.8919
MTMR15	0.5685
PHLDA2	-1.4388
GUCY2F	0.4525
MPV17	-0.678
SLC35D1	-0.3775
LYSMD3	0.2699
COL16A1	-1.8795
ERLIN1	-0.961166666666667
JMJD4	-0.0345
HIST1H2BK	-2.023
TP53I11	0.952833333333333
ST3GAL4	-0.7902
PF4V1	-0.320166666666667
ALG8	2.06525
REG1A	0.29375
MINA	-0.23725
CYB5R3	-0.628333333333333
HHLA1	-0.52675
MYST4	2.3917
VASN	-1.3085
UCHL5IP	-1.17725
TFAP2A	2.3561875
MGC9913	-0.708
C9orf97	-0.4445
LOC90379	-1.31725
PHF15	0.856642857142857
ZNF169	-0.195166666666667
KRT7	-2.0267
GLIPR1L2	2.530625
LOC116236	-0.50525
IQCF3	-0.01125
RDH14	1.02
HNRPK	0.446714285714286
RABEPK	-0.320166666666667
ISX	-2.7295
CBARA1	0.4405
RAD51AP1	-0.95775
MLL5	0.5045
CXorf48	-4.996
SGCD	-3.691
PHTF1	-0.569125
CA3	-0.61275
CMTM5	0.228
STX10	-0.99575
JMJD2D	-1.38675
P4HA1	-0.616
GAB3	-2.00616666666667
DHRS4	-0.625
COL4A1	-0.14125
C20orf20	-0.196375
OSBPL2	0.866
PTTG2	-0.9835
KIAA1688	1.8475
STS	-3.06575
SHROOM4	0.306
KBTBD5	0.0631666666666667
ALDH1A3	-1.6617
BTNL2	0.0731666666666666
TGIF1	0.9445
ZFAND5	0.024
ICA1	1.89175
NAV3	-2.47633333333333
FLJ12331	-1.24425
EPS8L2	0.4294
MNT	-0.0395
ENTPD1	0.50275
OR51E2	0.746125
STK11	-0.232125
MX1	3.694375
TTTY9A	0.2885
CX62	0.0315
LOXL4	-1.89875
EXOSC4	-0.10875
PURB	0.5645
SETD1A	-0.0343333333333333
RELB	0.16875
LAMB2	1.57466666666667
HNF1B	-0.217333333333333
PNLIPRP3	-0.9645
C14orf139	-1.34625
UMOD	0.30825
GRIN3B	-1.02525
GPR25	0.3485
ZNF512B	0.2425
ATP6V0A1	-0.012625
SRA1	0.548333333333333
ZNF615	2.2015
ZNF768	0.5855
ZNF469	-0.22125
DYNC2LI1	1.34933333333333
DNAH3	1.551
LOC387911	0.393
LOC554234	-0.493
ARRDC5	0.284
TMEM59L	-2.61716666666667
MARCH4	-1.81266666666667
CNOT8	0.0816666666666667
KIRREL3	-1.587
ADAM17	-0.247375
MYOG	0.309
CPNE1	0.0878333333333333
AK5	-0.96525
LOC204010	-0.5855
NDRG4	-1.824
LOC130074	-0.3515
PIAS4	0.307
NCOA2	1.028
TEGT	1.0075
USP5	-0.9385
ANKRD21	-1.249
KIAA0692	0.514666666666667
HAPLN3	-1.785
LZIC	-0.53375
NRXN3	-0.74725
CDKN2C	-0.7835
KIAA0226	0.88425
CYB5D1	-0.257
WDR68	-0.5535625
ABCB6	-0.8126
MRPS25	-0.60325
ZMAT2	0.868166666666667
KRT25	1.0415
RPL11	-0.8155
GRAP	0.417166666666667
LOC198437	-1.003
RORC	1.511625
RAP2C	0.0590714285714286
MXD1	0.869625
AZI2	0.668166666666667
NUAK2	0.783
AHSG	-5.828375
MANSC1	1.5365
IMP3	-0.0216666666666667
C2orf3	0.26975
VSTM3	0.36675
PCTP	-0.12425
SIRT1	0.0575
MANBA	-0.569
CD164	0.983625
GFRA1	2.4537
PRM2	-0.252
ZKSCAN3	0.766
PLEKHG1	-0.54825
TPRKB	-0.22625
UBFD1	0.415416666666667
CDKL5	1.00333333333333
HIST1H2BD	0.13125
INPP4A	0.1955
BMX	-2.4235
PTPRU	0.009
LOC554202	-0.4606
HOXC8	0.1205
IL12B	0.758
ADPGK	0.07025
ZNF418	1.9205
SIAE	-0.015875
CWC15	-0.5335
RP13-401N8.2	-0.64
KLHL11	1.4495
DEDD2	0.698
PSMB3	0.03375
DDX25	-3.319
ZBTB3	0.00166666666666665
GFRAL	-0.8845
RPS25	-1.8705
FAM57B	-0.126333333333333
TESK2	2.0405
DNM1L	-0.2855
ZNF207	-0.0531666666666667
CLEC11A	-0.150875
TOLLIP	0.651125
TMEM61	1.96916666666667
DLK1	-4.7302
PLVAP	1.562625
NOD2	1.45616666666667
SCMH1	0.21175
FLJ40235	0.42225
HTR2A	-0.869333333333333
ARMC5	0.045
FUT7	0.1735
PRELP	-0.0404
ALKBH6	-0.109666666666667
GYG1	0.003
POLR3GL	-1.535
COL8A2	0.649333333333333
OR10A5	0.54775
C1orf187	-2.28675
TXLNB	1.825
C16orf68	-0.304333333333333
R3HDM1	-1.46525
C16orf75	0.46375
BAALC	-1.469625
TNP1	0.60025
GAPDH	-0.949
COX7C	0.3975
ERRFI1	-0.97
PGAM2	0.378
FAM108B1	-1.05966666666667
APC	0.258625
TLR2	2.26575
SUCNR1	1.12128571428571
ZNF233	2.95825
WFDC1	-3.66583333333333
PSG11	0.2591
SLC39A1	-0.01
PSAPL1	-0.1805
CDC42EP1	-0.8965
MECR	-0.792
KIAA0101	-0.6713
MACROD2	0.9285
MMP19	-0.619666666666667
LOC202459	-1.14783333333333
VNN2	-0.16875
ACCN3	0.311
TIMD4	0.746
RNASE8	-0.3155
CCDC7	1.425
SULT2B1	1.251
ME1	0.87175
MGRN1	0.883375
MRPL30	-1.145125
IVL	-0.259875
CALM1	0.46315
PLEKHA6	2.6437
B4GALNT2	-0.407
PGDS	2.04975
C8orf33	0.329166666666667
TMEM56	0.962666666666667
CKM	-1.14233333333333
ESR2	0.113
ACOT8	0.682
AGTR2	0.393
LOC155006	0.263
BC37295_3	0.4995
EPM2AIP1	0.387666666666667
PZP	-1.53425
RPS9	-0.0728333333333333
C18orf51	-2.69725
SIVA1	0.267
HEATR2	0.1275
CD3E	-1.04983333333333
C20orf142	-0.247
PGLYRP3	0.353
CCDC139	0.3865
GPS2	-0.7164
NOL14	-0.1165
LRTM2	-0.50625
TRIM36	0.765375
TP53RK	0.7293
FBXL13	0.0686666666666667
RUFY2	0.671714285714286
C11orf70	-0.171666666666667
HSPB9	0.604666666666667
GJA5	0.64475
HGF	-2.84933333333333
EPHB4	-0.538
SOX18	-0.19725
IFRG15	0.867
SERPINA10	-3.33825
WDR23	0.172375
REEP2	-0.7875
CDK3	-0.9285
HSPA12A	1.8175
ARL8B	0.4851
SATB1	-2.704
PPM1D	-0.927333333333333
VPS45	0.6075
TP53BP2	-1.0485
GJE1	3.438
CACNA1G	-0.329375
VGLL4	0.8735
GNPTG	1.05825
ROS1	-1.755
C21orf128	0.0183333333333333
BMP8B	0.00124999999999999
SLC5A4	-0.5725
SLC6A3	-0.277666666666667
C16orf53	1.530625
TMEM81	-1.3665
APC2	-0.7638
SYAP1	-0.0344285714285714
C6orf54	-0.631166666666667
ZBED5	0.2228
PVR	-1.03125
LTA4H	0.1115
CCDC24	2.2922
MAGEA4	-4.51
IFIT3	2.63883333333333
MYADM	1.1805
C21orf82	-0.0395
PDE3B	-1.2095
TMPRSS11A	-0.02975
PGK1	-0.896882352941176
CCL13	0.273
DERL3	-1.74916666666667
MLXIP	-0.352833333333333
PLOD1	-1.207625
MTFR1	-1.7017
NPDC1	1.03033333333333
GPAA1	-0.894
LTV1	-0.29425
RYR3	-0.13375
C7orf46	1.41975
VAMP2	0.774375
RNF135	1.7704
SUPV3L1	-0.502
FIBP	-0.9215
ADAMTS18	-0.820333333333333
RNF25	0.4505
SOS1	1.08175
PLAU	-2.2905
MATK	-3.487
EHF	3.3265
CTNND2	0.78
PTEN	-0.510857142857143
ZNF189	0.59675
SLC28A3	0.17
GUCY1A3	0.84975
SETD2	1.3543125
ROGDI	1.15575
TICAM1	0.6563
RASSF3	0.4405
PACSIN2	-1.232
SERPINB5	-0.639166666666667
PRKCDBP	-2.6505
TFDP3	-0.183
LGR6	-0.57
RFX5	-0.241666666666667
OR52J3	0.886
PTPN18	-0.16325
ZBTB34	0.709625
KCNF1	1.3905
SYNE2	0.712428571428571
SLC22A4	-0.23875
NETO2	-4.593875
VCPIP1	0.3435
LDHD	0.104
ESX1	-2.934
SQRDL	2.293
GALK1	-0.97725
SERPINA6	-4.07166666666667
HD	0.711875
ASCL3	0.039
FBXL6	-0.60825
FABP7	-4.314375
MAGEC3	0.202
KLC4	-0.364375
CD1D	-2.975
PRAM1	0.62775
EIF3B	-0.193357142857143
DSCR8	-5.80275
FLVCR1	-0.77825
KIAA0141	-0.426875
PROM2	3.40866666666667
ALOX5	0.2264
GPR162	-1.0085
LYRM2	0.2505
RNASE6	-1.735375
HES5	0.47075
GJA1	0.429125
MRPS14	-0.205
HMHB1	-0.159
TAF7	0.715125
BTNL9	0.8843
SFXN2	0.767875
VEPH1	-1.91
GK2	0.158666666666667
AMBP	-4.544875
KIAA0953	-0.209
XAGE5	0.0325
CCBP2	-0.296
TGM2	-0.412333333333333
ZNF202	-0.426
ACTL6A	0.133833333333333
SLC23A2	0.4776
ARHGEF7	-0.06075
LOC728635	-0.148
CRYM	-3.1985
PKD2	-0.68125
MANBAL	0.9505
LIN54	0.32625
ACTL7B	0.110666666666667
OR4D9	-0.8755
KIAA1683	-0.27875
ZNF704	2.255
TCP10	-0.15925
MAGEB18	-1.5185
DEFA4	-0.1445
ZNF197	0.817
PTOV1	0.94
RNF208	0.367833333333333
CMIP	-0.154833333333333
TRDN	0.445
UCHL1	-3.117
APOL6	-0.4879
PLK1	-0.919333333333333
NPHP1	1.56583333333333
NDUFA11	0.58275
DAB1	0.224
RTN4R	0.40825
PUSL1	-0.6695
SYT2	1.04725
ANXA13	-0.682
RFTN1	-3.71975
ATP8B2	0.1115
VN1R2	0.0715
OR52E4	0.028
NPPB	-3.10066666666667
ZNF148	0.709625
ZNF141	0.929625
IKZF1	-3.202125
PSMC2	-0.39825
GGA3	0.0221666666666667
LPGAT1	1.89158333333333
SEC16B	-0.611833333333333
C5orf38	1.02383333333333
THOC2	0.0001
SLC16A12	-1.27383333333333
ALK	-0.98275
DACT3	-0.791
CACHD1	-0.628
GAN	-0.6725
EXOC6B	0.173
HIST1H2AE	-0.575
VAMP1	-1.4275
SRI	0.762916666666667
AKAP14	-0.713
HLA-E	0.9559
SLC25A32	-0.825666666666667
FLT3LG	-0.127166666666667
ATP1B1	0.101625
WDR1	0.18675
SWAP70	0.29875
TRIM31	-0.063
ARNT	0.713375
ZNF596	1.1284
CDKN1B	2.18241666666667
FOXC1	-1.9709375
SEMA3A	-5.5241
LSM14A	0.347083333333333
STEAP3	-0.699875
ABCA1	0.274
PLSCR2	0.390666666666667
EDC3	-0.176
THBS3	0.86475
C15orf43	-0.101833333333333
GMCL1	0.692166666666667
C9orf71	0.68425
MGAT5	-0.0105
LOC402164	0.607
TSPAN8	-5.78016666666667
DYNLT1	0.896
IGSF1	-3.54275
TMEM143	-0.059
FLJ25006	-1.39875
ATP13A3	0.991166666666667
C3AR1	0.5075
CADM2	2.03216666666667
EFNA4	0.5205
HAO1	0.61875
TWF1	0.618833333333333
MRPS17	-0.724
MYH9	0.448416666666667
C9orf9	-0.427333333333333
C17orf79	0.4755
FSCN3	0.10375
BDKRB2	1.21616666666667
PCGF6	-1.1245
RAP1GAP	0.01975
TAS2R41	0.5625
DCLK1	-2.0016
DEFT1P	0.1435
TAF2	0.253
COPZ1	0.707125
KATNA1	0.02
STIM1	0.9975
TBX2	-3.172
RPS4X	0.100692307692308
MARCH8	1.56016666666667
DHX33	-0.622
TMEM161B	0.368
SYPL2	0.674
ADCY5	-0.308
SRPK3	0.165125
CXorf9	-1.105
REC8	0.19
CLP1	0.5182
MGC52498	-1.898
DUOX2	0.20425
C6orf150	-1.651
TSC22D3	1.74975
CASP8	-1.1177
PRKD3	-4.6508125
CFH	-2.73075
TRO	-3.0945
NRIP1	0.735
ZNF707	0.935166666666667
TBC1D22B	0.1475
HYI	0.633
COX7B2	-0.11075
GPR52	0.0045
CASC3	0.613785714285714
METRN	1.48275
KRT3	0.2605
ARF1	0.857461538461539
C1orf111	0.3015
MOG	-0.594
C6orf50	0.0145
MGC12966	0.4745
ATP7A	-0.136666666666667
NOTUM	-2.89166666666667
LOC342897	0.1645
ITSN2	0.9845
GIP	0.226
LOC89944	-0.491166666666667
UBXD8	1.24625
GYPE	-2.535
JAG1	-1.73916666666667
RLBP1L2	1.1355
HIST1H2AL	0.292
PAPPA	-1.8509
CYP4F8	-0.26
TRH	1.317
DCTN3	0.6844
NT5C	-0.4035
HTR3C	0.1845
VPS41	0.377375
KIAA0174	-0.2786
ANKS6	-0.767875
MPV17L	2.45483333333333
MT1M	1.17833333333333
DTX1	-0.41375
LOC146325	-0.363
ZNF639	0.560666666666667
CACNG4	1.1757
TNNC1	-0.17175
MGC27345	-0.431
CASD1	0.7321
HOXD4	0.5735
SMC4	-0.931764705882353
TTC35	0.0867
CTXN1	0.687625
RGS19	0.14225
SFRS3	-0.178666666666667
TRIM43	-1.303
HLA-DQB1	1.966
NUPL1	-0.4419
NRAS	-1.616875
RPL22L1	-2.55675
ZNF138	0.4225
FBXW2	0.2318
SIX3	0.342666666666667
HDAC9	-1.1355
OGG1	-0.2350625
APLP1	-0.650166666666667
OR7A5	0.584
DLX4	0.4485
TUBA1B	0.0106666666666667
CRY1	-0.320625
C12orf29	-0.287875
MGC70863	-0.630863636363636
OR1D2	0.1775
C1orf25	0.836375
CUZD1	-2.4445
PUNC	-0.9145
SCAND1	0.509666666666667
MYT1	3.292
MPND	0.00975
GOLGA1	0.3625
ZBTB43	0.8835
VAPA	-0.0708333333333333
C4orf36	1.57925
STAP1	0.944
SLC34A1	-0.05725
PIK3R3	0.9892
TGM5	0.165
USPL1	0.0893333333333333
FBXO40	0.253
BRF1	0.5481
CCL27	0.1195
hCG_1657980	-0.512
PFN2	-0.552
MYBPH	-0.3425
PPP1CC	-0.49825
CDCA7L	-0.1145
KCNB2	0.759666666666667
C20orf151	2.397
USP13	0.02175
RCOR2	0.0488333333333333
FBXW4	0.443833333333333
WT1	-4.4525
TAS2R46	-0.0675
STK38L	-0.162
LEPROT	0.024875
DDX42	0.3995
TXNRD2	-0.945666666666667
TNFRSF4	1.0765
KSR1	-0.335
SLC27A1	0.607666666666667
POU5F2	0.359
SLC22A11	0.28075
C8orf32	-0.398166666666667
ZNF236	1.23714285714286
GABRB1	-3.24575
LRRC29	0.315
FBLN1	0.530416666666667
MRRF	-0.351166666666667
RP1	1.9535
MARVELD1	0.239
AFF4	0.800214285714286
C17orf54	0.34075
RAF1	0.4725
SUB1	0.184833333333333
MRPS33	0.09775
ZIC1	-2.798
ARL10	0.266
RAG1AP1	0.3535
P2RX5	-3.4565
NCR3	0.0785
LTB4R2	-0.1955
HLA-DPA1	2.576875
FKBPL	0.1315
JAKMIP1	-3.04175
SNX4	1.13275
CD248	-1.31975
CCR2	-2.92
LOC401152	-0.585666666666667
SH3KBP1	-1.7984
LMBRD2	0.589928571428571
WDR51A	0.2135
SYT15	-1.4713
SMOX	-1.65125
NACAP1	-0.09975
DRD2	0.0855
COPS2	0.0945
FCER1A	2.81375
TMEM112B	-0.8395
SUGT1	-1.0899
CALR	-1.466125
DPY19L2P4	-0.07875
ADRA1B	-0.510714285714286
LTB	1.29825
SNRPD1	-0.70925
NCAPG2	-0.523
KCNMB1	0.5955
ITGAV	-1.47909090909091
LENG4	0.4645
C13orf16	0.565333333333333
C20orf3	-0.549875
PIP5K1A	0.23475
PCNA	-0.352
C1orf34	3.217
MMACHC	-0.081
BEST1	-0.834
REV3L	0.13775
ZRANB1	-0.2125
AVPI1	-1.5575
ATG5	0.4415
SARM1	-0.999
RGS7	-1.80975
HMP19	1.4845
SGTB	-0.1871
FEM1A	0.8551
C1orf122	0.111375
MYCT1	0.391
GM2A	-0.01125
ZCCHC7	0.471
MYH10	-0.71375
DKFZp761B107	1.0805
ADAL	0.61775
OR10J1	0.758
TMEM9B	1.275
DNAJA1	0.70075
SCGB1D4	-0.2115
LRRC50	1.321
PRKX	0.2035
NUDT14	-1.1092
PCTK1	-0.429363636363636
ARG1	-4.385
KIF2C	-1.1635
GFM1	-0.2395
