Hybridization REF	TCGA-E2-A14Z-01A-11R-A115-07
ATP5G3	-0.0169285714285714
RPL15	0.693833333333333
ADAMTS8	-0.2615
HOXC4	0.2465
C14orf37	1.6705
CEACAM5	-2.5445
MYT1L	-0.479833333333333
RASA2	0.763
OSBPL7	-0.9035
STAG1	0.11
GIMAP4	4.68766666666667
FUT3	-1.22366666666667
PIF1	-2.362875
LPIN2	0.0115
SH3PX3	0.49225
PDP2	-0.091
PAPD1	0.17975
ERP27	3.12
APOOL	0.0922
DIABLO	0.2245
TRHR	0.443125
ARMC9	-0.017375
RNF152	1.918
SLITRK3	-0.1685
ZNF211	0.5963
PFDN1	0.576625
RGS11	-0.276375
HS6ST1	0.6618
AKR1D1	-1.3555
TNP2	0.0773333333333333
STK31	2.92283333333333
EML4	-0.450166666666667
SGTA	-0.359833333333333
HIST1H2BI	0.371666666666667
PSMD6	-1.18016666666667
KIAA1257	3.528
C18orf55	-1.09533333333333
FLJ20273	3.03325
RPL28	-0.19
EPYC	1.65175
NOX3	0.268
ELAC1	-1.23783333333333
METT11D1	-1.094
BIN2	0.9615
NACA2	-0.089
CCDC17	-1.22975
HM13	-0.6201
UBOX5	0.126375
UBE2O	-0.717625
UBL5	0.643
APOLD1	0.0505
C9orf31	0.414
TNFSF8	0.3525
ARHGAP29	0.8985
PROKR2	0.4405
PDE5A	-0.394
C6orf12	-0.491
TOM1L1	-0.549
WHDC1	0.1625
FOXI1	0.3555
RAB4A	1.328
TMEM39B	-0.874
ATPBD1C	-0.93175
FARSA	-0.990666666666667
PLEKHG5	0.10875
CMAS	-0.980333333333333
OR7E24	-0.2375
SLC30A1	-0.13775
CDC42EP5	0.1765
PLAC1	1.80675
KLHL18	0.39325
LBA1	0.8103
TAZ	-1.279
CRIP2	0.68525
BTBD11	-0.738666666666667
C16orf72	0.2135
DIO2	1.4072
LRRCC1	2.0285
CCDC136	-2.254
PRX	-0.173875
RBM5	-0.0016
TMEM85	0.719625
TUBGCP4	-0.929833333333333
APLN	0.178875
CDK7	1.919
SSR2	0.418583333333333
CRELD1	0.57925
C19orf46	2.36475
GAL3ST4	0.5785
KBTBD10	1.4835
IL28A	0.3355
WDR27	-0.097
MCM2	-0.966333333333333
SOX14	-0.4065
FLJ39743	1.1895
KIAA0922	-0.248875
HIPK4	0.0325
FLJ25758	0.1035
C16orf57	-1.07225
PDZD2	2.2355
MCC	0.676625
HHLA3	0.9845
ID2	1.33075
C20orf23	2.96075
ZNF688	0.6255
APOC2	-0.77
LOC440093	-0.67025
FAM50B	1.77616666666667
PWP1	-0.386
DNAH10	0.534
HIST1H2BA	-0.117
GPR56	1.17216666666667
METAP2	-0.829125
PAN3	0.136666666666667
STXBP4	0.254875
PDHX	-0.0885
MTA1	-0.539416666666667
ZBED4	-0.050875
ZNF720	0.2265
CDK2	-2.314875
RHOJ	0.91925
CDC37	-1.16983333333333
ZER1	-0.21125
GRK4	0.5285
PRPH	-0.42825
POLR2A	-0.109875
OGFOD1	-0.933
NOL5A	-0.68325
PHEX	3.952
FLJ16478	0.10375
C20orf117	-0.734375
CAMTA2	-0.1885
C11orf74	0.300833333333333
DDX17	-0.21325
C5orf27	0.076875
PLEKHA2	-0.9262
PDE4DIP	0.531
SCN7A	-0.078
ZNF559	-0.543
CXCL10	3.96475
ZMYM4	0.2305
STK32B	-0.9036
KIAA0888	-1.3849
TACR3	0.906
CKAP2L	-2.053
KIF1A	-1.37166666666667
RSPRY1	0.506
VCAN	1.63925
CYP27C1	-0.2055
SYDE1	-1.35516666666667
MED12L	-0.62125
ZDHHC21	0.908375
NHS	-0.593
TM9SF3	1.21066666666667
DDHD1	-0.60775
MAFG	-1.04008333333333
BICD2	-0.7361
C14orf119	-0.204333333333333
C14orf43	0.0352142857142857
CDH7	-1.7785
ALKBH5	-0.340785714285714
JUP	0.925875
TMEM41A	0.571
MAMDC4	-1.363
CBX3	-0.41425
LRRC18	-0.00649999999999999
RBMXL2	-0.32
PLA2G4D	0.181166666666667
FGF13	-1.3425
KIF3A	1.54966666666667
PDIA6	-0.2595
DCXR	0.9965
CASKIN2	0.03875
EHD1	0.876166666666667
MARCKSL1	0.857833333333333
ZNF496	0.0376666666666667
SCAF1	0.263833333333333
KCTD8	-1.2015
TRAF3IP3	1.61171428571429
LSR	0.99825
CXorf1	0.314833333333333
C14orf112	-0.141833333333333
EIF2B1	-0.0785
OMP	0.3395
GSTZ1	-1.58575
LOC92017	1.562
ISLR2	0.71
C12orf36	0.2885
GATA2	-1.215
GABRA5	-2.8265
CELSR2	-0.271857142857143
STAM2	1.0582
TNAP	0.1825
PTPMT1	-0.183666666666667
GRP	4.6615
SV2A	-1.293
MAGEA12	-4.28175
CACNG1	-0.754
C18orf19	-1.20075
GSG1	-0.265
PTPRJ	1.03814285714286
FRMPD1	0.06
ZNF668	-0.208
PLEKHJ1	-0.854625
ADAT1	-0.9261
TMEM50A	0.2631
UCN3	-0.139
HOOK1	1.30525
IL17B	-0.248
MLKL	0.187333333333333
TTC14	0.536166666666667
KLHL5	1.08675
CRYL1	-0.0368333333333333
FOXH1	-0.347
NFYB	0.246875
PPM1G	-0.864
GOLGA2LY1	-0.31475
NMT1	-0.833375
HADHA	-0.0531
CHSY-2	2.50375
PLEKHF1	0.812928571428571
SAGE1	-2.3365
MUSTN1	1.151
SUHW4	1.5035
TFEB	1.597
ZFYVE27	-0.2275
ATG12	-0.391333333333333
BMI1	1.02371428571429
ZIM3	-0.61575
MYH4	-0.403
MASP1	-1.19875
KIAA0984	0.0815
RPAP2	1.08425
ASB5	0.19225
BOLA3	-0.591333333333333
MIA3	1.37566666666667
KRT35	0.611
KIR3DL3	-0.6165
MRPL51	-0.6785
SEMA3F	1.2155
NDUFB2	-0.4295
LOC253012	0.37725
FAM46C	-0.9017
G6PC	-3.00585714285714
CSAG3A	-4.552
PREX1	3.1945
SLC25A45	-0.28125
MAPKBP1	0.0599
CPE	-1.1944
GNB1	0.393
CXCR6	2.3205
TRIM46	0.18525
C16orf3	0.00166666666666668
HPSE	1.2805
TIGD3	-0.0985
SPG3A	1.356
LCAT	-1.12783333333333
ST6GAL1	-0.236611111111111
POMC	1.1705
FLJ36031	-0.854333333333333
NSMAF	0.683166666666667
SKIL	1.5435
ADSS	1.72266666666667
HMGCS1	-2.1655
POLR3F	0.386166666666667
RAB10	0.21625
ZNF277P	-0.73775
ZBTB7B	0.692375
DHRS1	0.256
ABCC13	1.42385714285714
CNOT3	-0.0145
NFKBIA	0.57575
GAK	-0.308333333333333
SFT2D2	0.9785
HOXA6	0.45
CRTC1	-0.039875
LY6D	0.266166666666667
C20orf72	0.4785
CPT1A	-0.204
LMO1	-1.5915
EIF3I	-0.2625
PRB4	-0.15325
MCM3APAS	-0.533
C20orf132	-1.0658
FOXF2	-2.09275
S100A12	0.235
MLH1	-0.234333333333333
ACTN1	0.2166
MRPL36	0.153
C20orf106	-0.071
FBXO6	0.567
MKS1	-0.5145
CX3CR1	-1.096625
PDE1B	1.228
PLP1	-3.662
KISS1	0.0516666666666667
C14orf2	-0.661833333333333
TBC1D3P2	-0.7375
COMMD6	1.6172
ANKRD7	-1.58575
PTCHD1	-0.1465
NARS2	-0.534
DOCK7	-0.195125
FAM127B	0.433
LOC390243	-0.0891666666666667
N6AMT2	1.35075
ZNF391	-0.447
DNAJB14	0.528833333333333
WRB	-0.002375
BPI	-0.00766666666666668
TTC4	-1.058
FAM10A5	-0.10075
GOT1L1	0.0811
MAGED1	1.4
RESP18	-0.0455
WFDC6	-0.265
MT2A	-0.3745
C11orf56	-0.1345
KIAA1432	0.4075
ROR1	-1.9415
HSD17B14	0.893833333333333
ZFAND2B	-0.206375
SAMD4B	0.069
HEXA	-0.078125
HNRNPU	0.396954545454546
USP39	-0.096875
NRD1	-0.76525
R3HDML	0.16775
FLT4	0.447666666666667
OMG	0.101166666666667
OR52N4	0.418
LOC399818	-0.023
ELA2	-2.75325
VENTXP1	0.0775
RFC5	-0.775
OR52L1	0.5045
PAX5	0.2015
FBXO2	-0.28575
GMEB1	0.4305
AKT3	-0.1415
CRB1	-1.31033333333333
CTTN	-0.312666666666667
UTP15	1.19116666666667
HSBP1	-0.257
PHF11	2.393
NDEL1	-0.131333333333333
USP8	-0.04725
BAIAP2	-0.439625
SI	0.246333333333333
ARSJ	-1.11116666666667
BAAT	-2.67425
KCNS3	2.7465
LOC126147	-0.2775
TMEM37	-0.23225
C1orf162	4.1065
MBD1	-0.7199
ITGAL	1.62866666666667
WDR73	0.107
GKN2	0.205333333333333
ARFGAP1	-1.24075
SLC5A8	0.650833333333333
ZBTB40	0.1954
CYP4B1	6.79283333333333
LYPLAL1	0.75575
CHST3	-1.2935
MAP3K9	0.198
BTAF1	-1.1465
TFAP2E	0.5405
RBM35B	0.8975
LOC441251	-0.332666666666667
ANKRD25	-0.7335
UQCRC2	0.2365
MAEA	-0.04075
HYAL1	-2.5037
RNPEPL1	-0.645
CPSF2	-0.63075
PSD3	0.1946
ABCA13	2.264625
AGR2	1.4025
GBX1	-0.7355
HDLBP	0.0374285714285714
ACY3	-0.3625
HECW1	0.04125
ZNF519	-0.9285
HOPX	3.21825
ZNF304	1.339
OR12D3	0.2795
FKSG43	-0.0755
METTL1	-0.5125
MFSD3	0.5793
PSPH	-1.124
CLCA3	-0.5115
DARS2	-0.618666666666667
CDC25A	-1.67466666666667
BAIAP2L1	-0.4725
B3GNT5	-0.181625
USP29	0.338
ARHGEF10L	1.0218
ATOX1	0.400875
ADAM30	0.23925
DNASE1	0.9585
STT3A	-0.10025
RAB6IP1	-0.757
PTN	1.8106
C1orf106	-0.0378461538461538
HECA	1.81025
RNF122	-0.65525
SLC22A18AS	-0.514833333333333
GNG8	0.361833333333333
ELP4	-0.47575
FAM65A	0.132
RPL10A	0.811333333333333
IRS4	0.2125
MACF1	0.2707
SEC24D	0.99625
LOC374395	0.31975
TGFB2	0.362125
MDFIC	0.377375
CHRNE	0.430166666666667
PCMTD2	-0.311
ATP6V0D1	0.0685
MTA2	-0.38925
LZTR1	-0.744833333333333
RAP1A	0.779833333333333
AXIN1	-0.523
POLR1C	-0.07475
TRIO	0.0203333333333334
PLXNA4A	-0.288666666666667
C5orf33	0.135
DEPDC1B	-2.048125
ZNF473	-0.456666666666667
MTM1	0.564875
GPR107	-0.303333333333333
CSNK1A1L	0.877833333333333
FLJ14154	-0.1415
NLRC4	4.0935
ENPP4	1.18583333333333
PADI3	-0.302
RNF170	-0.577
CG018	1.4915
C16orf7	-0.61275
KCNE1	1.533
NRM	-0.9225
SLC37A3	-0.370071428571429
TPD52L2	-1.3865
UNC5B	1.708
C12orf12	0.1748
SDHB	-0.70675
CLRN1	-0.01425
NUDT10	-1.77683333333333
UGT3A1	-0.166375
FBXW8	0.345625
RHOF	-0.53675
PTPLAD1	0.480875
MYO3B	0.7425
DERA	-1.26025
TPP2	-0.75375
C19orf53	0.236333333333333
GINS3	-1.555625
ST6GALNAC5	0.394
CHSY1	-0.24
MGC15705	0.238
GPR83	0.0656666666666667
EXT2	0.269125
DOLK	-0.3435
TUBAL3	-0.98225
ACVRL1	1.9025
ABL2	-0.063
C14orf156	-0.403166666666667
PTPRZ1	-3.02925
DIP2C	0.87225
LAMP1	0.819375
RXRA	0.144
MAP3K5	1.08275
ALKBH1	-0.1605
PDLIM7	0.171
ARL14	-2.0825
SNIP1	-0.754666666666667
TIMP3	1.25083333333333
RGS3	-0.4535
SPAG16	1.3047
ABHD4	-0.147
ARHGEF12	0.746583333333333
GLUD2	-0.383
RAC2	0.0831
UAP1L1	-1.228
SLC18A3	0.411
YOD1	-0.214083333333333
RALY	-0.733
HMOX2	0.38975
DGKH	0.50925
DBNDD2	0.131
YIPF4	0.390375
THAP10	-0.1335
ZNF513	0.332
HAGHL	-0.661
ITGB4	-0.687833333333333
CCDC141	0.056
YTHDF3	0.61175
C5orf28	0.09175
RPL7L1	0.2895
TMEM30B	0.515642857142857
ANKRD35	1.202
DUOXA2	-0.15275
TBC1D5	0.566625
DFNB59	0.1265
HRH4	0.648
MYO6	3.2151
DNAJA4	1.931
RBM24	-0.725125
CEACAM20	-1.54
RBM23	-0.281
NGFB	0.315
C1orf63	-0.1459
KRTAP7-1	0.911
PERLD1	1.36075
NPB	-0.034
C17orf59	0.2183
HSPBAP1	0.04
SLC15A4	0.643125
PRTFDC1	-1.172
OSMR	-0.105642857142857
CYSLTR2	0.729
C19orf25	0.0199
KIAA1797	-0.023
NLRP6	-0.098
FAM105B	0.495
SCRN2	-0.601
LRRC58	0.419
RNF17	0.38725
NEIL3	-2.0315
FAM137A	-2.398
SKP2	-2.88525
PARVA	0.704333333333333
PKLR	-1.566
RNF34	-0.0925
A3GALT2	0.351
C12orf50	-0.130333333333333
SUNC1	-1.27575
FAM102B	0.346333333333333
CCT2	-0.685
LRRC37A2	-0.7295
ARF4	0.7465
SIKE	0.80075
C8orf48	0.1425
MBTPS1	-0.254857142857143
GPSN2	0.6165
NCF2	3.584
SLC12A6	0.263666666666667
MRPL48	-0.26675
HMGN3	0.768166666666667
LRRC62	-1.64175
PAX9	1.425375
FAM55A	0.405
C20orf42	-2.20816666666667
SCML2	-1.76266666666667
BCL9	0.87625
FAM40A	0.87575
C9orf41	-0.196166666666667
ZNF774	0.3915
LETM1	0.5015
PLXNB1	0.260833333333333
NIPSNAP1	-0.232
USP10	-0.006
F9	-0.0865
LIPE	1.987
CNGB3	0.2495
C12orf52	-0.256875
PI4K2A	-0.18225
MED8	-0.14825
STAT4	2.5479
FGD4	0.091
RNF145	-1.9175
WDR32	0.0807
CLDN2	0.0055
TCEAL8	0.80375
ZMYND8	-0.4192
PDXK	-0.771625
GATAD2A	-0.153
PTGES3	-1.3025
CCM2	-0.33175
TAP1	2.11175
ZNF670	0.90225
ETS2	-0.158214285714286
C6orf166	0.0548333333333333
PRMT2	0.852428571428572
OR4B1	0.238
INTS8	1.02
CCDC102A	-0.429
CCDC83	-1.2685
ITGA1	0.4977
EPHA5	-2.28611111111111
FAM24B	-0.3715
TSGA10	2.71925
HAL	-1.85133333333333
MYOT	0.65575
SPACA3	0.65
BCL2L2	-0.9065
CUGBP2	0.228833333333333
CCNB3	0.5225
RNF113B	-0.204
MERTK	0.54775
BAG1	-1.1445
VPS36	0.049
ORMDL3	0.0931
C1orf190	0.9555
ZNF625	0.453
CORO2B	-1.80525
ALOX15	-0.1035
CST1	2.0805
NUPR1	2.4125
CCL7	2.62275
SMCR5	-2.4055
DSC2	1.9395
RBMS2	0.59275
GRIK4	0.32
TRIM65	-0.7426
TMPRSS6	0.110714285714286
TP53INP2	-0.56125
GLB1L	0.940166666666666
LOC388284	-0.0473333333333333
PUS1	-0.944428571428572
BCL9L	-0.1635
OLFM1	-0.595916666666667
RET	1.394625
MASTL	-0.8045
ALX3	0.00374999999999999
IL1RL1	0.700333333333333
ZNF765	-0.2764
C14orf138	-0.6415
SNX10	1.60016666666667
TAC4	0.034
C1orf64	2.014875
POGK	0.385375
MAPK9	-0.70975
ZNF366	3.1475
C8orf79	1.1569
CLDN7	1.84375
OR5AT1	0.3815
TRIM37	-1.272
LRRC25	2.644
GRHL2	3.0641
TEKT3	2.90675
LASS5	-0.874
ABCC4	-1.92691666666667
DLG3	1.10375
VGLL1	0.993875
ZFP36L2	2.396
MFRP	0.0475
KIAA1799	0.06825
FLJ44379	1.3995
PCNX	0.2805
ANXA9	1.6685
CYP4V2	1.4694
PIK3C2A	0.616
SRR	1.35
NOL3	-0.526
IFITM2	1.3765
ARNTL2	-1.62575
ZNF595	0.60125
NLRP13	-0.392
ASPH	2.393125
CPA2	0.6545
PVRIG	0.0998333333333333
LEPR	0.675166666666667
C16orf42	-0.372333333333333
SH3BGRL	1.7095
FAM77D	1.74516666666667
FNDC7	-0.4235
C9orf6	-0.062
NOTCH2NL	0.179833333333333
PGBD1	-0.2975
SYNGR2	-0.184
PITPNA	-0.00200000000000004
PRPF4B	-0.3259
SLC43A3	-1.71271428571429
NRBP1	0.35625
SLC25A22	-0.51625
ILK	0.034375
SLC22A8	0.361333333333333
MRPS7	-1.044375
PITX2	-2.642
FABP3	-0.864875
OR1L1	0.641
LOC728215	-0.347625
BLID	-1.7775
KIAA1217	1.97794117647059
TFPT	0.74675
AP4B1	-0.3105
VBP1	-0.511
OR1K1	0.4285
MORC3	0.40475
BHMT2	-0.1855
C3orf10	0.783
FZD7	0.7895
WFDC10A	-0.1515
PMS2CL	0.316
CCDC32	0.5335
FA2H	-0.8475
ALG13	-0.405
TTLL7	-0.3913
SPOCK3	-0.303
SLC13A2	0.5455
AIM1	2.978
GPRC6A	-0.533
EGR2	4.973
MED11	-0.074
WWC1	1.7475
SH3GL3	-4.62025
RIF1	-0.0316428571428572
PRLH	-0.216
VLDLR	-0.749
DBT	0.6754375
C21orf63	-0.12225
CGGBP1	0.008875
KRTAP12-2	-0.1355
TADA3L	0.8685
ZBTB16	2.0435
PDGFB	1.245625
RFX1	0.205125
UQCRB	0.8427
LOC133874	0.0115
HPS3	-0.92175
LGALS3BP	-0.6006
DKFZP564O0823	2.16321428571429
MRFAP1L1	-0.4715
HOXA10	-1.36333333333333
NGB	-0.0855
KIF21A	-0.730538461538462
IFLTD1	-1.8145
LZTS1	-1.58425
ARHGEF3	2.0735
RHBDL3	2.4635
CSNK1G2	-0.022
ChGn	-0.80675
KIAA1244	2.46233333333333
GABRB2	0.0435
MGC72080	-2.01
CD27	3.84325
EGLN1	-1.1083
PEX13	0.48425
RWDD3	-0.04375
RNF12	-0.126833333333333
GRIN2B	0.5465
ADAMTS14	-0.645875
DYDC2	0.392166666666667
ATP6AP1	0.6753
NR1H2	-0.348833333333333
PDK2	0.821
C3orf17	-0.275666666666667
SLC38A2	-1.06557142857143
SLC25A29	-1.3815
C15orf29	0.39
ADAM9	-0.858916666666667
TMUB2	-0.273
GPR176	-0.54075
AGK	-0.354
MCCD1	2.011
NDUFA4	-0.03025
TMEM146	0.01625
DUSP1	1.254375
UNQ6975	-0.065
EMX2OS	3.6525
INSM2	-0.1505
LUZP4	-0.677
SETD6	-0.9215
P2RY2	3.36275
SLC45A2	-2.0145
RABGAP1	0.358666666666667
UBXD5	0.459875
GPRC5A	-0.8659
PAK3	1.07816666666667
LOC63920	-0.3365
TGFBR1	1.313
KRTAP6-3	0.136
SFMBT2	-0.0155
CDC42	0.28775
C11orf35	-0.6995
TTLL2	0.21325
UACA	0.557166666666667
CD97	-1.106
SETD5	0.054375
NINJ2	-0.239
PTER	0.489
POMGNT1	-0.20625
KRTAP4-2	-0.1455
ECGF1	2.074875
HRB	0.0629090909090909
ATP1B2	-0.3402
LOC400506	0.31125
COL4A3BP	0.85525
C6orf97	3.15075
GRHPR	-0.51975
TAS2R1	-0.744
SEMA7A	-0.607
EDF1	-0.17125
ODF2L	1.6319
PCID2	-0.4305
GTF2H4	-0.416166666666667
ZCCHC3	-0.496
CGB2	-0.00316666666666666
NEUROD1	0.669
C20orf75	-0.1385
RP5-1054A22.3	1.57133333333333
IFNA5	0.85
ZNF134	0.263916666666667
MGC119295	-0.7757
ZSWIM6	0.0185000000000001
SMEK1	0.106833333333333
PCGF2	-0.104375
C1orf102	1.71075
CYP2A13	4.2655
KCNH6	-0.7525
MDM1	0.0207
ALDH7A1	0.00833333333333333
C9orf75	-0.30575
VDAC3	-0.78975
OR51T1	0.0685
EIF3F	-0.708916666666667
KCNJ10	-0.23075
LENG8	-0.04025
EDEM2	-0.16875
CCNJL	-1.39933333333333
DHX37	-0.4795
CRYGN	1.096
AATF	-0.209375
ZNF630	1.922625
E2F5	0.679
WFDC13	0.09275
FTSJ3	-0.551666666666667
C4orf33	0.77125
LHFPL4	-3.52425
C19orf56	0.768833333333333
SMAD4	-0.569625
AFM	-0.247166666666667
G0S2	0.438
FCHSD2	0.4436
RRP1B	-0.7215
EEF1B2	-1.02066666666667
STAT6	-0.0273333333333333
ZNF195	-0.33275
GNL1	-0.462333333333333
ZNRF2	1.95416666666667
PER3	-0.558
ASB16	0.49475
C10orf10	1.37978571428571
ADCY8	-3.42516666666667
C9orf58	-2.34666666666667
ARMC10	-0.510333333333333
PSG1	-0.7035
DHX34	-0.2115
VARS2	0.14725
NFIC	1.41275
ITPR2	0.51525
AGXT2	0.147
OR6K3	0.2595
H2AFZ	-0.657583333333333
MLLT3	0.50075
COX4I2	1.4945
CCNT2	-0.121125
PLK4	-1.1175
NUMBL	0.0968333333333333
MED16	0.39775
PLEKHQ1	1.354
GOSR1	0.998722222222222
BTG4	-0.220333333333333
RPL30	1.60433333333333
IGSF5	0.847
IGFL2	3.65716666666667
ELMOD2	1.0375
SHC3	-1.72633333333333
HAVCR1	-0.2115
DYNC2H1	0.11625
RNF5	0.176833333333333
C2orf7	0.1795
NLF1	-0.0895
KLHL25	0.06
LRP10	-0.069
KRI1	-0.108
PUS7L	-0.0463333333333333
MGMT	1.76875
HOXD1	2.018
CSH1	0.4607
ATG16L2	-0.674
FLJ44635	0.7
CHODL	1.5265
EXOSC8	-1.09425
SLC28A1	-0.1275
MYO7B	-0.231166666666667
SEH1L	-0.493
MTNR1A	0.192333333333333
TSPAN5	-0.208833333333333
CDC45L	-3.2575
AMIGO1	0.4455
ATAD3A	-0.971875
OSGIN2	1.0625
PDIK1L	-0.272166666666667
DARC	3.491
PIPSL	0.317
SHMT1	-0.5265
CRISP3	1.3135
POPDC2	2.53266666666667
ZRANB2	-0.408666666666667
FBXL8	-0.55825
TRIP13	-1.32072727272727
EIF5AL1	-1.1985
POU5F1P3	-4.774
IL6	-0.831166666666667
CXorf38	0.128166666666667
IFNA16	0.0755
FBXL2	2.0405
BRD1	-0.52225
STATH	0.47875
FBXO44	0.229166666666667
MCCC2	1.73625
CDC2	-1.6337
C5orf23	-1.0785
IVD	-0.0358333333333333
C10orf122	-1.9655
MSL3L1	0.8073
MVP	0.00025
EPOR	-1.1988
ZMYM1	-0.3885
BCL7C	0.5895
PSTPIP2	1.3424
LYPD1	-1.5515
OR8G5	0.73
ZP3	0.293333333333333
BCAS4	-0.111166666666667
EDG6	3.288
ISY1	0.07475
PRAMEF2	-1.2895
CUL1	-0.376875
RNF213	0.8654
CCRK	0.8635
DHX9	-0.20325
C13orf29	-1.015
NCKAP1	-0.1425
MRPL43	1.32028571428571
XPR1	0.3665
PKN2	0.1581
PODNL1	0.636
ZNF333	0.96825
DALRD3	0.68625
OPN1SW	0.1965
BTBD6	0.082
C11orf82	-1.5395
OR5P3	0.5105
DUSP11	0.46625
L1CAM	-1.5942
NEK11	2.72616666666667
OR7E91P	0.431
CNTN3	2.7433
CREB3L2	0.00249999999999997
ZBTB37	0.9905
KIAA1324L	0.28
NDUFB10	0.475333333333333
NUDT2	-0.3705
GTPBP8	0.11025
CACNA1D	2.490625
PRKAA2	-2.1245
PRDM8	0.064
MGC16075	-0.876666666666667
KRT14	1.61085714285714
PP8961	0.316625
MRPL18	-0.23775
ABCG2	-1.3505
PACRG	1.33225
BBS2	0.25325
KREMEN2	-3.563
FBXO21	0.4095
HNRPUL1	0.645666666666667
GRB10	0.8715
CLSTN1	0.43275
LMAN2	-0.7217
C17orf61	0.17025
NIPSNAP3A	0.57475
INSIG2	-1.83016666666667
PCDHB7	0.770833333333333
STXBP2	0.436125
CMAH	2.20025
SEMA5B	-0.86575
ZNF155	0.551666666666667
COQ6	-0.196833333333333
PRPF4	-0.547
TSPAN15	3.2286
VN1R5	0.4525
LATS2	1.2625
SELK	0.613
PGK2	0.65425
MS4A1	2.023
TYW3	-0.6881
KRTAP5-1	-0.54825
RCCD1	-1.71533333333333
BTN1A1	0.489
DDX28	-0.7025
TMEM65	0.261
LOC92345	0.267
TTC31	-0.40375
WDR46	-0.4885
CHP2	-1.49816666666667
LSP1	1.157625
ZNF542	1.19925
EXOSC1	-0.08675
ARHGAP18	-0.327666666666667
LRRTM4	-0.955125
MAOB	4.845
CACNB4	-0.65525
MGC33846	0.088875
RANBP3L	1.886625
ATP5L	-0.05725
ONECUT1	-3.3615
NUDT9	1.274
TMEM149	1.462
STX17	0.412
IGSF10	-2.559
TMPRSS9	0.396
BMPR2	0.9945
ALLC	-0.21075
KLF7	0.777875
GCC1	0.0524
TIMM9	-0.6375
CDO1	2.52483333333333
MGC10701	-0.518333333333333
IFI6	2.07633333333333
FRMD8	0.242
MGAT2	-0.316
WBP5	0.751333333333333
CNIH2	-0.5105
KIAA0907	-1.1598
KCNH8	0.3205
CTSG	0.6105
GRIK1	2.1435
CUL5	0.342
FRMD1	0.016
OR9A4	0.928
SYT6	0.724625
FOXD4L2	1.97075
ANAPC2	-0.250333333333333
OPN5	-0.519
TAF13	1.3485
LYG2	-0.449
GGNBP1	0.676
C11orf40	-0.1185
OTX2	-1.429
REG4	-0.4328
EIF5	-0.821375
PALB2	-0.03875
SEPSECS	-0.4615
RNASE3	0.197
TRIM49	-1.4015
POLR2K	0.7787
GPR42	-0.004
C8B	-2.77475
SASS6	-0.97625
PREB	-0.713666666666667
OR3A3	0.738
TUBA8	0.712
IGLV2-14	-2.14475
STIL	-1.93775
ANKFN1	-0.959833333333333
NME7	0.05925
HOXC12	5.06
UBE2C	-1.652625
FHOD1	-0.645
CDK2AP1	-0.168833333333333
OR6K2	0.98725
DHPS	-0.221
RPL5	1.15108333333333
TRGV5	0.497
LOC541472	0.573
HCCS	-0.2695
DENND1B	0.094
LHX3	0.3185
OR5D16	0.1465
CXorf57	-0.4985
IRF2BP1	0.9605
NDST2	0.776
LCE3D	0.0795
BOLL	-0.10675
SYT3	-0.9725
PIH1D2	1.0505
C20orf7	0.241333333333333
IL1R2	1.04566666666667
SLAMF9	0.1775
PPME1	0.4925
PIK3CA	0.845
TRAPPC1	0.371625
COLEC10	-1.043
SLC9A6	-1.638
PDDC1	-0.362583333333333
CCDC53	0.316
GK3P	-0.425
DAZL	-0.71875
BRI3	-0.48575
SDK1	-0.87575
CYP2C18	0.17975
IFI44L	3.890625
RPL3L	0.6025
FUT9	0.013
KIFC2	0.243
PMP2	-0.473
SLC4A9	0.1075
PLAG1	-0.907666666666667
MYCBP2	0.941166666666667
OR4E2	-0.1
CCDC65	1.87875
C16orf82	0.024375
ENTPD4	0.078375
BRP44L	-0.0545
PMP22CD	0.3365
TMCO4	0.758833333333333
KCNN1	-0.504333333333333
WDR35	1.15325
CCDC80	2.070875
C3orf31	-0.50275
SLC7A9	0.02475
TMEM190	-1.1065
DBC1	-0.432166666666667
FADS3	-1.83133333333333
PDZD8	0.4455
GRM5	0.28075
AZGP1	2.2362
PEX3	0.7595
MED1	-0.437714285714286
ATG4C	-0.8465
HNRPH3	-0.674375
FAM109B	1.368
C4orf17	0.6245
CA10	1.0585
OPRD1	0.307
CCL16	-1.56075
SACM1L	0.588
CST6	5.06825
CD63	-0.1468125
LGI1	-1.7855
ZNF784	-0.15425
CRYBB1	-0.2175
CX3CL1	0.35865
TOP2A	-1.868875
GYPB	-3.37733333333333
GADD45GIP1	-0.421
FEN1	-2.253375
IGF1R	0.27875
WDR72	1.51233333333333
PURG	-0.7905
DEFB126	-0.08275
PKD1L1	0.317
CAV1	-1.9169
GNPDA2	0.5479
DGAT2	-0.465125
NLGN1	-3.816
STRBP	0.359375
HPRT1	-0.860333333333333
FANCI	-1.681375
PSMA7	-0.191125
DBF4B	-0.846666666666667
TTF1	-0.82775
RAD54L	-2.18
ELOF1	-0.10275
PLAGL2	0.053375
ZNF256	0.364
HMGCL	-0.067
MSI2	0.182666666666667
RPESP	-0.11
C11orf60	0.082
ABCD1	0.1665
ACAA1	0.9258
SPARCL1	4.93328571428571
IL6ST	1.5696
ZNF319	0.145
TMEM109	-0.6875
FAM90A1	1.57433333333333
IL22RA1	-1.516
ATP4B	0.088
TEC	-0.433
C7orf30	-0.7765
