Hybridization REF	TCGA-AN-A049-01A-21R-A00Z-07
RP5-1103G7.6	0.081
FLJ23356	-0.046
CRH	0.35225
C1orf182	0.152833333333333
ACP5	2.09433333333333
AMFR	1.2054
CA4	-1.1195
PLCB4	-2.059125
MPHOSPH10	-0.206
UNQ473	2.60633333333333
G3BP2	-0.434833333333333
SR140	0.357333333333333
HOXA2	0.034
PYGB	-0.288125
BAT1	-0.376666666666667
DKK3	0.1095
DDX31	-0.312375
TULP1	-0.423125
NHLRC2	1.27725
TNRC4	-0.468666666666667
ZNF430	0.18975
TNRC6A	0.868125
PLA2G1B	0.529333333333333
RCHY1	-0.0703333333333333
GTF2A2	-0.111166666666667
MGC4294	-0.0185
ZNF691	0.08375
TACC3	-0.86625
DNAJC5G	0.06925
LOC4951	0.30525
MS4A4A	-0.1145
LOC152485	0.7235
PPP1R2P1	0.636
PPP2R5B	0.157
RPGRIP1L	-0.21675
SPOP	0.8495
PTPRF	0.768666666666666
MGC42090	0.5375
SUSD3	0.3745
THOC4	-0.876375
MAML1	-0.0072
FXR2	-0.875666666666667
TYK2	-0.34225
MUC6	0.150833333333333
DNAJB7	-0.426
PIP4K2A	-0.378142857142857
MEX3A	-1.77233333333333
RRP1	-0.94075
TFAP4	-0.0625
CXorf41	0.972
MTMR4	0.0621666666666667
CTLA4	0.8055
SNX9	0.719875
CIB3	1.267
NECAP1	0.449875
PLA2G2D	-0.2084
GLMN	-0.768166666666667
DCLRE1A	-0.30725
PDX1	-0.1985
SAMD11	-1.577
MRPL55	1.0484
TLR7	1.94475
TBC1D21	0.0875
SMAD1	1.2826
ACTRT2	0.35325
RIOK2	-0.27925
PDLIM4	0.3695
SLC22A15	2.10383333333333
ABHD13	0.9947
STX18	0.2226
CCPG1	0.755357142857143
DCBLD1	0.792333333333333
SLC2A6	-1.5095
NOLA3	-0.21975
TRDMT1	-0.577642857142857
IL17F	0.3125
ATP1A4	-0.590833333333333
OR52W1	0.445
CFL1	0.03025
IL4	-1.68925
RBP2	1.75933333333333
CPSF6	0.545375
TTC8	0.0615
MUCL1	3.209
EYA3	-1.79716666666667
KRT38	0.91775
GNE	-2.15775
ZNF501	-0.11875
SLC35A2	0.77575
CEP110	-0.7522
MYF6	-0.6015
MGST2	0.787166666666667
TRPV4	0.679166666666667
NEK8	0.114333333333333
NOX5	-0.366
NCKAP1L	-0.3225
EMP3	-1.775
BPY2C	0.124
C1orf38	0.669125
ELOVL2	-0.906
CBX7	0.379916666666667
OSBPL1A	-0.198833333333333
ZNF589	-1.33725
ESCO1	-0.342833333333333
TRA2A	0.108166666666667
C3orf26	0.40575
PHF2	0.934416666666667
PID1	-0.185166666666667
RFC1	-0.672
MTAP	-0.3674375
ADORA3	3.57383333333333
LOC389458	3.24825
TRNT1	0.03175
CRIPAK	-0.843
RAI2	2.61233333333333
ANKRD44	0.043
GZMB	3.412
NFE2L1	0.035375
STIP1	0.174833333333333
RASL11B	0.151
NT5DC2	-2.9615
LRP2	0.905375
MTDH	1.25966666666667
ARSG	0.66625
HSP90AB1	-0.1535
CT45-6	-4.899
ZNF483	-0.31525
LMBR1L	-0.279
S100A2	-2.167
C2	0.203555555555556
C2orf27	1.203
EIF4EBP1	-1.64525
GCKR	-3.33616666666667
PPP1R9B	0.366
FER	-0.93
SNRK	0.373666666666667
OR5M10	0.3305
UTP6	-0.467
CAPZA3	0.3995
FBP1	2.04177777777778
TERT	-1.817
CCL1	-1.099
FUCA1	0.8675
ALS2CR8	0.891666666666667
KCMF1	0.13025
SRCRB4D	-1.8805
OXCT2	-0.632333333333333
IL17RA	0.029
MPP5	0.71875
SPA17	-0.0365
FLJ10986	-0.0826666666666667
GALNT14	-2.6795
CXorf27	-0.39575
NPLOC4	-0.086
RAB34	0.72125
KRTAP3-3	2.219
ARSD	0.578
CPLX2	-1.4245
PJA1	0.5795
WHDC1L1	0.114
RB1	-0.2898
MTMR15	0.1725
PHLDA2	-0.6328
GUCY2F	0.2815
MPV17	-0.162333333333333
SLC35D1	0.781
LYSMD3	0.3587
COL16A1	1.4925
ERLIN1	-0.662666666666667
JMJD4	0.8365
HIST1H2BK	-0.1665
TP53I11	1.69783333333333
ST3GAL4	-1.1542
PF4V1	0.196
ALG8	0.421
REG1A	0.0475
MINA	0.28775
CYB5R3	-0.269333333333333
HHLA1	-0.1985
MYST4	3.298
VASN	-1.63275
UCHL5IP	-1.1355
TFAP2A	1.3536875
MGC9913	0.4995
C9orf97	-0.365
LOC90379	-0.52975
PHF15	0.677357142857143
ZNF169	-0.3735
KRT7	1.7469
GLIPR1L2	2.335
LOC116236	0.929
IQCF3	-0.351
RDH14	1.04916666666667
HNRPK	0.443857142857143
RABEPK	-0.0055
ISX	-3.2675
CBARA1	0.026
RAD51AP1	-1.76575
MLL5	-0.324125
CXorf48	-5.433
SGCD	-0.4925
PHTF1	-0.175375
CA3	-0.294
CMTM5	0.346
STX10	-0.64
JMJD2D	-1.28375
P4HA1	-1.35783333333333
GAB3	-0.276
DHRS4	0.820666666666667
COL4A1	2.4839375
C20orf20	-0.947875
OSBPL2	0.501125
PTTG2	-0.954
KIAA1688	2.10475
STS	-1.331375
SHROOM4	0.535
KBTBD5	0.684166666666667
ALDH1A3	0.0601
BTNL2	-0.266833333333333
TGIF1	0.004
ZFAND5	0.761625
ICA1	2.381875
NAV3	-1.71233333333333
FLJ12331	-0.24475
EPS8L2	1.0273
MNT	0.0143333333333333
ENTPD1	1.68366666666667
OR51E2	0.79825
STK11	0.820625
MX1	4.059
TTTY9A	-0.355333333333333
CX62	-0.4355
LOXL4	-0.467625
EXOSC4	0.412
PURB	0.531714285714286
SETD1A	-0.434666666666667
RELB	0.88525
LAMB2	0.474
HNF1B	0.007
PNLIPRP3	-0.3545
C14orf139	-1.14625
UMOD	0.9405
GRIN3B	-0.41525
GPR25	0.3205
ZNF512B	-1.5985
ATP6V0A1	0.25125
SRA1	0.867833333333333
ZNF615	0.86325
ZNF768	-0.22275
ZNF469	3.17375
DYNC2LI1	1.07883333333333
DNAH3	-0.1925
LOC387911	1.58
LOC554234	0.36125
ARRDC5	0.7045
TMEM59L	-1.24583333333333
MARCH4	-0.52825
CNOT8	0.847833333333333
KIRREL3	-1.46316666666667
ADAM17	0.415125
MYOG	0.2985
CPNE1	-0.835833333333333
AK5	1.634625
LOC204010	-1.16475
NDRG4	0.50825
LOC130074	-0.5305
PIAS4	0.248
NCOA2	1.8575
TEGT	0.8353
USP5	-0.40875
ANKRD21	1.63725
KIAA0692	-0.523
HAPLN3	0.60825
LZIC	-0.385
NRXN3	0.19325
CDKN2C	-0.8815
KIAA0226	1.05716666666667
CYB5D1	1.36925
WDR68	-0.1271875
ABCB6	-0.1666
MRPS25	-0.32225
ZMAT2	0.718083333333333
KRT25	0.1955
RPL11	-1.3145
GRAP	0.2375
LOC198437	0.163
RORC	0.413875
RAP2C	0.997357142857143
MXD1	0.8316875
AZI2	-0.273666666666667
NUAK2	-0.64975
AHSG	-6.19475
MANSC1	2.12025
IMP3	0.145
C2orf3	-0.371125
VSTM3	3.576
PCTP	0.9975
SIRT1	0.002
MANBA	0.6955
CD164	0.943375
GFRA1	2.979
PRM2	0.3965
ZKSCAN3	-0.5055
PLEKHG1	2.054
TPRKB	0.0875
UBFD1	0.0968333333333333
CDKL5	0.491833333333333
HIST1H2BD	0.66775
INPP4A	0.0441666666666667
BMX	0.0366249999999999
PTPRU	-0.1015
LOC554202	-0.537333333333333
HOXC8	0.094875
IL12B	-0.449
ADPGK	-0.15225
ZNF418	1.2645
SIAE	0.482375
CWC15	-0.463
RP13-401N8.2	-1.052
KLHL11	0.74375
DEDD2	0.287875
PSMB3	1.33575
DDX25	-2.57825
ZBTB3	0.303833333333333
GFRAL	-0.4985
RPS25	-1.275
FAM57B	-0.514333333333333
TESK2	0.878666666666667
DNM1L	-0.62375
ZNF207	-0.148666666666667
CLEC11A	1.07075
TOLLIP	0.725
TMEM61	0.991
DLK1	-4.456
PLVAP	2.764
NOD2	2.43016666666667
SCMH1	0.05475
FLJ40235	0.5755
HTR2A	-0.148833333333333
ARMC5	0.1355
FUT7	0.497
PRELP	1.5843
ALKBH6	0.2525
GYG1	1.16233333333333
POLR3GL	-0.189
COL8A2	4.12283333333333
OR10A5	0.397125
C1orf187	-2.02775
TXLNB	0.6055
C16orf68	0.146666666666667
R3HDM1	-0.674
C16orf75	-1.00325
BAALC	-0.828875
TNP1	-0.00100000000000003
GAPDH	-1.11291666666667
COX7C	1.382
ERRFI1	0.238833333333333
PGAM2	1.73483333333333
FAM108B1	-0.865
APC	0.40775
TLR2	3.3215
SUCNR1	2.298625
ZNF233	0.36925
WFDC1	-1.01033333333333
PSG11	-0.2033
SLC39A1	-0.004
PSAPL1	0.4635
CDC42EP1	-0.301875
MECR	-0.57825
KIAA0101	-1.4544
MACROD2	0.6963
MMP19	1.08583333333333
LOC202459	-0.0211666666666667
VNN2	1.723
ACCN3	-1.4785
TIMD4	3.6495
RNASE8	0.3145
CCDC7	0.29375
SULT2B1	0.6665
ME1	1.43525
MGRN1	0.32975
MRPL30	-0.195625
IVL	0.569375
CALM1	0.6889
PLEKHA6	1.5907
B4GALNT2	-0.4135
PGDS	3.989875
C8orf33	0.453583333333333
TMEM56	-0.181333333333333
CKM	-0.647666666666667
ESR2	0.0752
ACOT8	-0.0425
AGTR2	0.53875
LOC155006	-0.00133333333333333
BC37295_3	0.5925
EPM2AIP1	-0.396666666666667
PZP	0.49225
RPS9	0.434833333333333
C18orf51	-2.10325
SIVA1	0.2515
HEATR2	-0.0355
CD3E	-0.348333333333333
C20orf142	0.29
PGLYRP3	0.1265
CCDC139	-0.3715
GPS2	-0.0465
NOL14	-0.07075
LRTM2	0.294
TRIM36	-0.770625
TP53RK	0.0437
FBXL13	-0.856833333333333
RUFY2	0.538571428571428
C11orf70	-0.597333333333333
HSPB9	-0.0735
GJA5	2.3965
HGF	-1.28966666666667
EPHB4	-0.98375
SOX18	0.09425
IFRG15	-0.055
SERPINA10	-0.8185
WDR23	0.724875
REEP2	-2.52083333333333
CDK3	-0.452
HSPA12A	2.42325
ARL8B	0.5344
SATB1	-0.811166666666667
PPM1D	-1.12616666666667
VPS45	-0.0223333333333333
TP53BP2	0.097
GJE1	1.98425
CACNA1G	-0.16025
VGLL4	0.997125
GNPTG	1.45025
ROS1	-2.246
C21orf128	0.202833333333333
BMP8B	0.94025
SLC5A4	-0.231
SLC6A3	-0.237
C16orf53	0.70025
TMEM81	-1.173
APC2	-0.44
SYAP1	0.7125
C6orf54	-0.437333333333333
ZBED5	-0.8855
PVR	-1.58525
LTA4H	-0.821
CCDC24	1.662
MAGEA4	-4.09716666666667
IFIT3	3.76683333333333
MYADM	0.74975
C21orf82	0.4955
PDE3B	-1.248
TMPRSS11A	-0.47975
PGK1	-1.13176470588235
CCL13	4.9415
DERL3	-1.17916666666667
MLXIP	-0.568166666666667
PLOD1	-1.441875
MTFR1	-0.1752
NPDC1	0.125166666666667
GPAA1	-0.0375
LTV1	-0.63475
RYR3	-0.3555
C7orf46	1.63675
VAMP2	0.681875
RNF135	1.6015
SUPV3L1	-0.53225
FIBP	1.072
ADAMTS18	0.788
RNF25	0.319666666666667
SOS1	0.14125
PLAU	1.00225
MATK	-2.101
EHF	7.6515
CTNND2	0.083125
PTEN	1.49435714285714
ZNF189	0.683625
SLC28A3	0.967
GUCY1A3	3.05825
SETD2	-0.254375
ROGDI	2.02025
TICAM1	0.6506
RASSF3	0.668
PACSIN2	-0.702166666666667
SERPINB5	-1.324
PRKCDBP	0.43275
TFDP3	-0.2945
LGR6	1.401125
RFX5	-0.693166666666667
OR52J3	0.757
PTPN18	1.06475
ZBTB34	0.168
KCNF1	1.0205
SYNE2	-0.106571428571429
SLC22A4	0.04875
NETO2	-2.94475
VCPIP1	1.14325
LDHD	0.28775
ESX1	-2.9735
SQRDL	1.612
GALK1	-0.16975
SERPINA6	5.49616666666667
HD	-0.5935
ASCL3	-0.774
FBXL6	1.01175
FABP7	-3.390375
MAGEC3	-0.63
KLC4	-0.11075
CD1D	-1.312375
PRAM1	1.24575
EIF3B	0.280857142857143
DSCR8	-5.43
FLVCR1	0.608
KIAA0141	0.117375
PROM2	3.26533333333333
ALOX5	2.4044
GPR162	0.07375
LYRM2	0.539875
RNASE6	0.073375
HES5	-0.021
GJA1	3.294875
MRPS14	0.31975
HMHB1	0.109
TAF7	1.418875
BTNL9	0.6565
SFXN2	1.179375
VEPH1	-2.63525
GK2	0.3395
AMBP	-5.083625
KIAA0953	-0.3505
XAGE5	-0.442166666666667
CCBP2	0.0215
TGM2	-0.398833333333333
ZNF202	-1.546
ACTL6A	0.604166666666667
SLC23A2	-0.138
ARHGEF7	0.0106666666666667
LOC728635	0.7595
CRYM	-0.0306666666666667
PKD2	0.10225
MANBAL	0.0575
LIN54	-0.34475
ACTL7B	-0.0855
OR4D9	0.513
KIAA1683	-0.55275
ZNF704	-0.0538333333333333
TCP10	0.087875
MAGEB18	0.356
DEFA4	0.602
ZNF197	-0.19825
PTOV1	0.291333333333333
RNF208	0.156
CMIP	-0.0715
TRDN	0.096
UCHL1	-0.996
APOL6	0.378
PLK1	-1.47033333333333
NPHP1	0.963833333333333
NDUFA11	0.11825
DAB1	0.3315
RTN4R	-1.0865
PUSL1	-0.92
SYT2	0.1715
ANXA13	1.65275
RFTN1	-0.67675
ATP8B2	-0.891416666666667
VN1R2	-0.48
OR52E4	0.00750000000000001
NPPB	-2.6325
ZNF148	0.738125
ZNF141	0.644375
IKZF1	-1.195
PSMC2	-0.52925
GGA3	0.00566666666666667
LPGAT1	1.39883333333333
SEC16B	0.456
C5orf38	0.846166666666667
THOC2	-0.871
SLC16A12	-0.7435
ALK	-1.4805
DACT3	0.723166666666667
CACHD1	0.173
GAN	-0.321
EXOC6B	0.209
HIST1H2AE	-0.25075
VAMP1	-0.72725
SRI	0.37575
AKAP14	0.162
HLA-E	1.941
SLC25A32	-0.173666666666667
FLT3LG	-0.467333333333333
ATP1B1	-0.38025
WDR1	0.68625
SWAP70	1.688
TRIM31	-0.135666666666667
ARNT	0.49
ZNF596	-0.6119
CDKN1B	0.298083333333333
FOXC1	-1.5073125
SEMA3A	-3.2646
LSM14A	0.027
STEAP3	-0.524125
ABCA1	0.881666666666667
PLSCR2	1.1035
EDC3	-0.179583333333333
THBS3	0.664
C15orf43	0.0848333333333334
GMCL1	-0.172
C9orf71	0.352
MGAT5	-0.105
LOC402164	0.279
TSPAN8	-4.08083333333333
DYNLT1	0.945375
IGSF1	1.61225
TMEM143	0.17275
FLJ25006	-3.216
ATP13A3	1.4205
C3AR1	2.19675
CADM2	0.747833333333333
EFNA4	0.199
HAO1	-0.353
TWF1	-0.113333333333333
MRPS17	0.00975
MYH9	0.7305
C9orf9	1.39066666666667
C17orf79	-0.355833333333333
FSCN3	0.393666666666667
BDKRB2	1.18566666666667
PCGF6	-0.923333333333333
RAP1GAP	-0.712333333333333
TAS2R41	1.2725
DCLK1	0.4245
DEFT1P	0.228
TAF2	0.782333333333333
COPZ1	0.087625
KATNA1	-0.21475
STIM1	0.64225
TBX2	-1.8905
RPS4X	-0.188307692307692
MARCH8	1.13133333333333
DHX33	-0.416666666666667
TMEM161B	-0.509166666666667
SYPL2	0.079
ADCY5	1.1115
SRPK3	-0.3085
CXorf9	0.90875
REC8	-0.1835
CLP1	-0.1526
MGC52498	-0.1285
DUOX2	0.4385
C6orf150	0.492
TSC22D3	2.1645
CASP8	-0.9625
PRKD3	-2.0230625
CFH	1.48825
TRO	-1.26475
NRIP1	1.51025
ZNF707	0.777
TBC1D22B	-0.397333333333333
HYI	-0.041
COX7B2	-0.33925
GPR52	0.48025
CASC3	1.22371428571429
METRN	1.1275
KRT3	0.743
ARF1	0.879142857142857
C1orf111	0.15525
MOG	-0.0605
C6orf50	0.13
MGC12966	0.50175
ATP7A	1.1265
NOTUM	-2.4985
LOC342897	0.6285
ITSN2	0.72525
GIP	0.0245
LOC89944	-1.16916666666667
UBXD8	1.0975
GYPE	-2.142
JAG1	0.697
RLBP1L2	0.369
HIST1H2AL	0.10325
PAPPA	-1.2454
CYP4F8	-0.00125
TRH	2.81025
DCTN3	-0.0579
NT5C	-0.23
HTR3C	0.256
VPS41	0.567
KIAA0174	-0.5415
ANKS6	-2.091375
MPV17L	1.8655
MT1M	-0.00883333333333336
DTX1	0.393375
LOC146325	-0.430333333333333
ZNF639	0.5665
CACNG4	0.6327
TNNC1	-1.58125
MGC27345	-1.285375
CASD1	1.8225
HOXD4	-0.565
SMC4	-0.422529411764706
TTC35	0.8833
CTXN1	0.294875
RGS19	-0.04775
SFRS3	-0.402833333333333
TRIM43	-0.5395
HLA-DQB1	3.482375
NUPL1	-0.6414
NRAS	-1.1635
RPL22L1	-0.24425
ZNF138	-0.0301666666666667
FBXW2	0.0443
SIX3	0.893
HDAC9	0.257636363636364
OGG1	0.30725
APLP1	-0.774333333333333
OR7A5	0.698
DLX4	-1.08075
TUBA1B	-0.448166666666667
CRY1	-0.402875
C12orf29	-0.841125
MGC70863	0.156181818181818
OR1D2	-1.26
C1orf25	0.834
CUZD1	-0.1525
PUNC	-2.9915
SCAND1	0.327333333333333
MYT1	-0.426
MPND	0.354
GOLGA1	0.42
ZBTB43	0.689
VAPA	0.930416666666667
C4orf36	-0.54575
STAP1	1.0565
SLC34A1	-0.438
PIK3R3	1.8729
TGM5	-0.2195
USPL1	-0.1357
FBXO40	-0.3965
BRF1	0.2397
CCL27	-1.2725
hCG_1657980	-0.695
PFN2	0.4738
MYBPH	-0.8225
PPP1CC	-0.16225
CDCA7L	-0.903
KCNB2	-0.1305
C20orf151	0.6775
USP13	-0.0025
RCOR2	0.0171666666666667
FBXW4	0.972166666666667
WT1	-2.75816666666667
TAS2R46	0.4325
STK38L	0.752
LEPROT	0.457125
DDX42	0.202875
TXNRD2	-1.32283333333333
TNFRSF4	2.662
KSR1	0.2105
SLC27A1	0.896666666666667
POU5F2	-0.04875
SLC22A11	0.36475
C8orf32	0.472333333333333
ZNF236	0.8415
GABRB1	-5.30425
LRRC29	0.173
FBLN1	0.76625
MRRF	-0.115666666666667
RP1	0.72
MARVELD1	0.44325
AFF4	0.6825
C17orf54	0.11425
RAF1	0.339
SUB1	2.07466666666667
MRPS33	-0.71525
ZIC1	-2.8502
ARL10	0.202
RAG1AP1	0.428666666666667
P2RX5	-2.3591
NCR3	0.506333333333333
LTB4R2	0.24
HLA-DPA1	4.3615
FKBPL	0.254333333333333
JAKMIP1	0.18875
SNX4	1.34275
CD248	2.05525
CCR2	-1.028875
LOC401152	0.259666666666667
SH3KBP1	-0.5737
LMBRD2	0.873714285714286
WDR51A	-1.05666666666667
SYT15	-0.4803
SMOX	-1.453
NACAP1	0.0775
DRD2	0.170333333333333
COPS2	0.3165
FCER1A	4.07575
TMEM112B	-0.615
SUGT1	0.2331
CALR	0.298125
DPY19L2P4	-1.23175
ADRA1B	-0.05075
LTB	3.44975
SNRPD1	-0.5585
NCAPG2	-2.3755
KCNMB1	2.1575
ITGAV	1.01391666666667
LENG4	0.514125
C13orf16	0.832666666666667
C20orf3	0.3755
PIP5K1A	-0.42325
PCNA	-1.26925
C1orf34	2.0835
MMACHC	-0.7075
BEST1	1.0235
REV3L	-0.81475
ZRANB1	0.281
AVPI1	-1.77
ATG5	0.3115
SARM1	0.6365
RGS7	-1.79275
HMP19	0.709333333333333
SGTB	-0.4301
FEM1A	0.3739
C1orf122	0.726375
MYCT1	2.31183333333333
GM2A	0.97925
ZCCHC7	-0.279714285714286
MYH10	-0.69125
DKFZp761B107	0.1875
ADAL	-0.40325
OR10J1	0.617
TMEM9B	1.86375
DNAJA1	-0.218625
SCGB1D4	0.1505
LRRC50	1.3235
PRKX	-1.3065
NUDT14	0.7378
PCTK1	-0.0690909090909091
ARG1	-3.58525
KIF2C	-1.87025
GFM1	0.45825
RAB11FIP3	0.648666666666667
HBD	-2.47366666666667
NPR3	-0.3818
IRAK3	1.297
OLAH	-1.7005
CYB561D2	0.7775
CNNM4	1.823
MYO5A	-0.1541
SIPA1L3	1.0385
ADAM10	0.5475
LIPA	1.277
NAP1L4	0.0344
MRPS22	0.379
GNG4	-2.55683333333333
PSG5	0.727666666666667
PPP2R2C	1.7436
P2RY12	1.13675
SLC6A13	0.803875
AGPAT4	-0.6902
C6orf199	0.670125
FAM53C	-0.1365
TPM1	1.13236363636364
PYHIN1	1.314
LINGO1	-0.5735
CIDEC	1
CRIM1	1.5507
DHTKD1	-0.421333333333333
ZNF546	0.0330833333333333
CD300LG	0.6088
SFRS2IP	0.582166666666667
FLNB	-0.252125
NOC2L	-1.3085
SPINK7	0.32125
CRTC2	0.062
HMG4L	0.3975
C14orf162	1.34275
CCDC123	0.77025
HTRA3	2.6021875
SPTBN5	1.81116666666667
C1orf77	0.0273333333333333
TAF1L	-0.142
WDR78	3.19
WDR49	0.553833333333333
SIN3A	0.5695
ECSIT	0.178166666666667
VSIG4	3.56975
DIRAS2	0.132444444444444
TXNL1	0.25575
MTERFD3	0.2845
CCNYL1	-0.11775
CISD2	-0.616666666666667
OR5C1	-0.229
OBSCN	-0.0795
GBA	0.705
SLC9A11	-0.2585
C6orf64	1.07991666666667
ESD	-0.1
CYYR1	1.36583333333333
PNRC1	-0.03825
FCAMR	0.3645
PPIA	0.121785714285714
VDAC1	-0.346125
TRIB1	3.680625
NT5C1B	-0.399166666666667
CLDN17	0.66525
ICOSLG	-0.18525
RGR	0.0275
DSG1	-0.199
TMEM27	-1.39225
C1orf69	-0.71
PRAP1	-1.266
DQX1	-2.103375
C20orf46	-1.57263636363636
NHEJ1	-0.551833333333333
DNAJC18	0.28025
MANEAL	-0.270166666666667
MTBP	0.25275
S100A6	-0.110125
ABHD7	-0.607
NEDD1	-0.252666666666667
TINF2	1.04
SLC7A10	1.5855
KIAA1875	0.1135
TMEM20	-0.97175
COX19	-1.197625
SPRR1A	0.270666666666667
SCEL	0.087
CCDC70	0.3985
CRISP2	0.574166666666667
ILF3	-0.714888888888889
NTRK3	0.670333333333333
B3GNT1	-0.384
LARP6	-1.24233333333333
FBN1	0.7739
ZNF621	0.06025
JOSD1	-0.6434
SNX14	0.439
INHBB	1.92
TBL2	-1.1085
GUSBL1	-1.0685
TXLNA	0.537
PEX6	0.2835
DDEF1	-0.0761666666666667
TMEM187	1.0245
AIP	-0.140125
MCEE	0.19025
LGALS14	0.64625
TNFRSF13C	-0.46175
CTNNA3	0.1522
HSDL1	-0.814
LAMA5	-0.547333333333333
KIAA1853	-0.10575
PMS2L11	-0.582
AKAP4	-0.0645
DIS3L2	-0.130166666666667
ZNF292	0.470125
TBX15	1.3245
CTCF	-0.2905
FAM19A3	-0.575
FUT10	-1.166
KIAA0746	-1.02675
KRT81	0.074
ALDH3B2	0.17
MOGAT2	-0.177
M6PR	-0.2015
COASY	0.0368333333333333
CCND3	-0.572071428571428
LAMC1	-0.22275
CLASP2	-0.584571428571429
EIF2AK3	0.87175
SMYD2	0.110833333333333
PBX3	-0.710125
TMPRSS2	0.794666666666667
OR10R2	0.4205
ZNF761	0.185666666666667
MED30	0.2305
ZNF629	0.493375
CORO6	0.81975
FLJ10154	-0.8605
FAM123B	-1.005
ANGPT1	-2.1443
MED23	0.53525
LOC255374	0.441
SEMA6A	-0.6595
HSD11B1L	-0.335833333333333
GMEB2	-0.1565
PSMD14	0.186
FLJ10213	-2.03175
PDCD2	-0.5715
MAST1	-0.95025
EPHA1	-0.795
XCL2	1.035125
EIF4G1	0.315166666666667
UBE2D1	0.3417
RAB39B	0.738666666666667
IDH3A	-0.2505
CREB5	-0.922125
FLJ21511	0.151
ANGPT2	2.04283333333333
RANBP3	0.1196
DYRK1B	0.7005
HLA-DRB6	2.188
FLJ11292	-0.22
NMRAL1	1.05775
ATP6V0A4	-0.571666666666667
FGFRL1	-0.494875
GZF1	0.1066
TMSB4Y	-0.6815
RBKS	2.04175
PHLDB1	0.222
SEC23A	-1.125
MLX	0.056
TPD52	1.84291666666667
CPNE8	-0.36275
DACH2	-1.013
PSMA4	0.168857142857143
C1orf149	1.4526
PGM2	-1.25625
ROCK1	1.0155
TAGLN	2.3136
PTPRK	1.23466666666667
TPSAB1	3.255
GPR82	0.521
ZNF45	0.0535
ZNF610	0.19775
TK1	-0.157444444444444
LETM2	-0.047
KLF1	-2.57375
SAP30L	1.13575
KCNK2	0.344166666666667
SORCS1	-2.45
VEZF1	1.24825
DNM3	1.8255
GIT1	0.051
OR4K1	0.4015
LSM11	-0.6252
C7orf10	-0.2345
MMP28	0.80975
ZNF394	-0.77725
DPF3	0.00166666666666665
FAM35A	0.10825
ODF2	-0.6781
TREX2	0.36175
EPB41	-0.0682
PRKRIR	-0.143666666666667
MED4	0.156
C11orf21	0.0673333333333333
ECM2	3.82875
SHCBP1	-2.1215
TRABD	-0.4789
COTL1	-0.86525
CLEC3A	-1.0735
TNC	-0.9545
ZNF659	1.3425
C22orf30	0.916
C13orf7	-0.0595
PPP1R12B	0.315666666666667
SOCS7	2.064375
MARCKS	1.5585
SACS	-2.32438461538462
TTLL12	-0.98325
PPARA	-0.9785
LAYN	1.39033333333333
FAM83G	0.169
MOSPD3	-0.5455
PSMG3	-0.5768
ATP1A2	-1.316
KIAA1702	0.508
FAM12A	0.0415
PLEK2	0.582
TG	1.7015
OPTN	1.11825
HDX	1.21616666666667
MAPKAPK5	-0.270666666666667
DGKG	-1.392
AFAP1L2	0.38675
C14orf49	-0.531
ZFP91	-0.0119166666666667
ZNF428	0.57825
OR5B12	0.733
IFNA17	0.529
BTC	2.28675
MAP2K5	-0.582333333333333
TADA1L	-0.929
IGF2	-2.26225
PROK1	0.54575
ATAD2	-0.229
DMN	-0.171833333333333
NPEPPS	0.401
SLC2A12	-0.375666666666667
CD80	1.05275
GPR77	0.744
PHF6	-0.335
FAM47C	0.13375
HOMER2	0.246166666666667
C10orf91	-0.1565
DNMT1	-1.191875
HTR1B	0.297
SMARCD2	-0.15375
BRIP1	-1.46233333333333
WIPF2	1.01118181818182
ZNF283	-0.311875
PLXDC2	3.29866666666667
SBF2	0.255
CDH9	-1.418
SLC7A5	-2.111375
DLG7	-1.96877777777778
T	-0.0318333333333333
NFIB	0.366928571428571
CAPRIN1	0.156666666666667
ETFDH	0.75375
SLC15A1	0.188166666666667
LRCH2	-1.433
GSPT2	-0.160833333333333
NAT9	-0.1125
MB	1.19125
LIFR	-1.692
ZC3H12D	-0.581125
CYP4Z1	4.805125
DMBT1	-1.01025
KCNAB2	-0.417583333333333
MXI1	-0.991833333333333
EIF4A1	-0.544
SPTLC2	1.109875
TTC28	-0.46475
MAGI2	1.439
EXPH5	1.26833333333333
PERQ1	-0.438125
NLRP2	-3.261
NELL1	0.8545
MAP3K2	0.8295
IFNK	1.1215
PCDH19	0.857375
LEPROTL1	-0.39825
CLINT1	0.624666666666667
C2orf54	0.8195
POLE2	-1.541
SLC16A13	0.0775
NIN	0.4074375
PLCL1	0.409333333333333
DDIT3	-0.5905
GPR152	0.1155
HOMER1	-1.3975
MCM9	-0.8025
OSR1	0.6595
BPIL1	-0.362
CHRNA4	0.49
HSPA5	0.2531
RAB40A	-0.3855
ALDH8A1	0.2665
PRRG2	2.7665
RALA	0.7549
SAP30	-1.53975
XPA	0.975
ZBTB9	0.394166666666667
SPDEF	2.06
APOBEC3H	1.5445
GNPTAB	-0.109571428571429
ABCC10	-0.229
INSL4	-2.093
PFDN6	-1.8325
RPA1	-0.0845
TROVE2	-0.07275
C12orf35	0.542375
PLEKHM1	0.135666666666667
FNDC3A	0.141
MGC61571	-0.91525
WNT10A	-0.468
SPIRE1	0.413
MICB	-0.576142857142857
ST8SIA3	-0.9646
MYL7	-0.5865
IAH1	0.43925
MBD3L1	-0.1085
