Hybridization REF	TCGA-A8-A09K-01A-11R-A00Z-07
DHX34	0.14675
VARS2	-0.494
NFIC	1.86625
ITPR2	1.958
AGXT2	-0.035
OR6K3	0.5215
H2AFZ	-0.390916666666667
MLLT3	0.831333333333333
COX4I2	1.3165
CCNT2	0.1345
PLK4	-1.76225
NUMBL	0.0908333333333333
MED16	0.62875
PLEKHQ1	0.309
GOSR1	1.0285
BTG4	-0.2865
RPL30	0.541416666666667
IGSF5	0.2585
IGFL2	0.321333333333333
ELMOD2	0.5365
SHC3	-1.885
HAVCR1	-0.737
DYNC2H1	-0.47325
RNF5	-0.458666666666667
C2orf7	-0.6435
NLF1	0.0705
KLHL25	0.85125
LRP10	0.6489
KRI1	-0.063
PUS7L	-0.322833333333333
MGMT	0.48575
HOXD1	-1.62366666666667
CSH1	0.3271
ATG16L2	0.1175
FLJ44635	-0.367
CHODL	-0.30725
EXOSC8	-2.3905
SLC28A1	-0.32325
MYO7B	-0.826833333333333
SEH1L	-0.5785
MTNR1A	0.263333333333333
TSPAN5	1.0225
CDC45L	-2.3915
AMIGO1	1.5105
ATAD3A	-0.603125
OSGIN2	0.284
PDIK1L	1.63183333333333
DARC	2.890125
PIPSL	0.4035
SHMT1	-1.46025
CRISP3	-0.42
POPDC2	2.011
ZRANB2	-0.859666666666667
FBXL8	-0.1335
TRIP13	-2.32754545454545
EIF5AL1	-1.433
POU5F1P3	-4.88383333333333
IL6	-2.60633333333333
CXorf38	-0.393166666666667
IFNA16	-0.556
FBXL2	2.42583333333333
BRD1	0.8595
STATH	-0.48225
FBXO44	1.23
MCCC2	-0.968
CDC2	-2.0278
C5orf23	-2.597
IVD	1.24633333333333
C10orf122	-1.06475
MSL3L1	-0.3391
MVP	0.4365
EPOR	-0.5792
ZMYM1	-0.324333333333333
BCL7C	1.18633333333333
PSTPIP2	0.7374
LYPD1	-3.46875
OR8G5	0.729
ZP3	1.012
BCAS4	2.40625
EDG6	2.40475
ISY1	-0.0655
PRAMEF2	-0.89075
CUL1	0.065
RNF213	0.9826
CCRK	1.7575
DHX9	-0.11925
C13orf29	-1.64775
NCKAP1	0.380666666666667
MRPL43	0.761142857142857
XPR1	-0.84125
PKN2	0.3404
PODNL1	-0.9905
ZNF333	-0.18875
DALRD3	0.9605
OPN1SW	0.504
BTBD6	0.27975
C11orf82	-2.059
OR5P3	0.5275
DUSP11	0.29825
L1CAM	-1.9686
NEK11	2.74116666666667
OR7E91P	2.298
CNTN3	0.9772
CREB3L2	-0.2355
ZBTB37	1.07
KIAA1324L	2.01525
NDUFB10	0.592833333333333
NUDT2	0.26775
GTPBP8	-0.225
CACNA1D	1.96575
PRKAA2	-0.465333333333333
PRDM8	0.00449999999999998
MGC16075	-0.137833333333333
KRT14	-1.26264285714286
PP8961	0.1475
MRPL18	-0.432
ABCG2	-3.16325
PACRG	0.31675
BBS2	0.56775
KREMEN2	-4.1495
FBXO21	0.91425
HNRPUL1	0.324666666666667
GRB10	0.27725
CLSTN1	0.80725
LMAN2	-0.8164
C17orf61	-0.36875
NIPSNAP3A	0.969
INSIG2	-1.22033333333333
PCDHB7	-0.801333333333333
STXBP2	1.208125
CMAH	-0.412166666666667
SEMA5B	-1.812
ZNF155	0.4035
COQ6	0.293
PRPF4	-0.72125
TSPAN15	2.5822
VN1R5	0.3335
LATS2	-1.38675
SELK	0.60875
PGK2	0.344
MS4A1	1.45625
TYW3	-0.1718
KRTAP5-1	0.322
RCCD1	-1.47883333333333
BTN1A1	0.3985
DDX28	-0.22925
TMEM65	0.091125
LOC92345	0.3435
TTC31	-0.21325
WDR46	-1.27533333333333
CHP2	-0.98
LSP1	0.177125
ZNF542	-0.29025
EXOSC1	-0.33375
ARHGAP18	-0.658666666666667
LRRTM4	-0.718125
MAOB	0.20775
CACNB4	-1.20125
MGC33846	-0.2585
RANBP3L	2.00525
ATP5L	-0.21725
ONECUT1	-2.575
NUDT9	-0.173
TMEM149	0.7955
STX17	0.0865
IGSF10	-4.22125
TMPRSS9	-0.271
BMPR2	1.00641666666667
ALLC	-0.16125
KLF7	0.059
GCC1	0.8319
TIMM9	-1.023
CDO1	-1.558
MGC10701	-1.395
IFI6	0.016
FRMD8	0.3795
MGAT2	-0.94475
WBP5	-0.617666666666667
CNIH2	-0.31025
KIAA0907	-0.7617
KCNH8	-0.0665
CTSG	1.044
GRIK1	-0.597833333333333
CUL5	0.613875
FRMD1	0.5585
OR9A4	0.615
SYT6	-1.86525
FOXD4L2	2.73675
ANAPC2	0.316833333333333
OPN5	-1.122
TAF13	0.10575
LYG2	-0.4285
GGNBP1	0.256
C11orf40	0.4845
OTX2	-0.7595
REG4	-0.349166666666667
EIF5	0.102625
PALB2	0.3735
SEPSECS	0.2005
RNASE3	-0.3335
TRIM49	-2.257
POLR2K	1.1221
GPR42	0.192
C8B	-2.59825
SASS6	-1.31125
PREB	-0.394333333333333
OR3A3	0.587
TUBA8	1.326625
IGLV2-14	1.224
STIL	-1.84525
ANKFN1	-0.835
NME7	-0.90825
HOXC12	-0.27925
UBE2C	-1.320625
FHOD1	-1.3455
CDK2AP1	-0.898
OR6K2	0.306
DHPS	0.45025
RPL5	-0.704583333333333
TRGV5	0.669
LOC541472	-0.073125
HCCS	-0.3189
DENND1B	2.811
LHX3	0.431
OR5D16	0.9975
CXorf57	-0.216
IRF2BP1	1.07875
NDST2	1.03683333333333
LCE3D	0.04
BOLL	0.1665
SYT3	-1.35875
PIH1D2	-0.11325
C20orf7	-0.462166666666667
IL1R2	0.37
SLAMF9	-0.6475
PPME1	-0.486125
PIK3CA	0.81825
TRAPPC1	-0.02475
COLEC10	-0.5325
SLC9A6	-1.69333333333333
PDDC1	0.49175
CCDC53	0.165
GK3P	-0.34875
DAZL	-0.80025
BRI3	0.2555
SDK1	0.112125
CYP2C18	0.0225
IFI44L	2.220625
RPL3L	0.12
FUT9	-1.098
KIFC2	1.13833333333333
PMP2	-0.281714285714286
SLC4A9	0.3645
PLAG1	-2.06066666666667
MYCBP2	-0.2365
OR4E2	0.328
CCDC65	0.07825
C16orf82	0.216125
ENTPD4	-0.964
BRP44L	-0.592875
PMP22CD	0.53225
TMCO4	1.69083333333333
KCNN1	-1.329
WDR35	-0.28625
CCDC80	0.458875
C3orf31	-1.14025
SLC7A9	-0.86125
TMEM190	-1.48075
DBC1	-2.9035
FADS3	-2.4895
PDZD8	-0.0146666666666667
GRM5	0.43
AZGP1	3.0116
PEX3	0.0145
MED1	-0.585714285714286
ATG4C	-1.24433333333333
HNRPH3	-1.152875
FAM109B	1.80525
C4orf17	0.094
CA10	0.81
OPRD1	0.3685
CCL16	-1.023
SACM1L	0.685
CST6	4.82
CD63	-0.013125
LGI1	-1.3295
ZNF784	0.472
CRYBB1	-1.0975
CX3CL1	0.0806315789473684
TOP2A	-2.100125
GYPB	-3.5495
GADD45GIP1	-0.42025
FEN1	-2.170125
IGF1R	2.7351875
WDR72	-1.00833333333333
PURG	-0.934333333333333
DEFB126	0.39325
PKD1L1	0.6935
CAV1	-2.633
GNPDA2	1.5548
DGAT2	-1.594375
NLGN1	-4.33825
STRBP	1.34325
HPRT1	-0.0243333333333333
FANCI	-1.692625
PSMA7	0.28525
DBF4B	-0.844
TTF1	0.15375
RAD54L	-2.231
ELOF1	0.22875
PLAGL2	0.3335
ZNF256	-0.787
HMGCL	0.85225
MSI2	1.09633333333333
RPESP	-3.51783333333333
C11orf60	0.7625
ABCD1	0.4
ACAA1	0.7217
SPARCL1	3.98207142857143
IL6ST	1.0975
ZNF319	-0.7015
TMEM109	-0.3232
FAM90A1	-1.599
IL22RA1	-1.7765
ATP4B	0.3455
TEC	-0.744333333333333
C7orf30	-0.60725
TXNDC2	-0.756
ABCB4	-1.046
KIAA1191	0.0205
C9orf38	0.5515
SFTPB	-0.059125
CNTNAP2	0.269833333333333
FRK	-1.2345
TBX19	-0.38025
CHD4	0.60625
C6orf26	-2.7165
MOSC2	-0.235
IKBKE	1.0185
HIF1A	-2.12633333333333
LOC595101	0.28
RELA	0.348
TMEM16B	4.13183333333333
ABHD12B	1.061
TSEN34	0.96075
KIF18A	-2.186
TXNDC9	0.0503333333333333
SPATA2L	-0.3405
SEMA4G	-0.3245
C21orf91	-0.37425
MATN1	-0.666
KCNIP4	0.249833333333333
TUSC1	2.637875
OR4C15	0.45025
ARMCX6	-0.174583333333333
WBSCR27	0.627333333333333
OR52I2	0.241
KIAA1604	-0.595
DYNC1I1	-1.76425
PPP4C	0.84075
SLC47A2	-1.83733333333333
TREH	0.433375
CD48	2.64183333333333
ST14	0.101833333333333
PKN1	-0.55225
SPON2	0.964
XBP1	3.82008333333333
SFRS12	-0.816333333333333
EFCAB6	2.99075
SELT	0.1945
SLC39A2	1.0005
ERF	-0.7785
ARL3	1.430625
SURF6	-0.6911
MLLT10	0.0524761904761905
FLJ11171	0.0306666666666667
TDGF1	-4.24966666666667
ERCC6	-0.55625
EIF2AK4	1.30725
BAZ1A	-0.583
LRRN3	0.189
TMC3	0.7565
EFTUD1	-0.039
PTPRO	-0.326333333333333
CLEC12A	0.352625
ACBD4	0.083625
ZDHHC14	-0.190625
OTUD7B	0.923375
ACTB	-0.1831875
MSRA	-0.9975
LCE5A	0.324
IFI35	0.005
BSCL2	0.420166666666667
ANKRD12	0.861666666666667
CFHR2	0.635
RGAG1	0.4395
HSFY1	0.678
SLC30A5	-0.09875
IMPG1	0.799
GPR109A	1.048
ZNF185	0.90525
IYD	4.02
NPCDR1	0.509
SERPINA13	-0.529
HMGCLL1	-1.751
NEUROG1	-0.0166666666666667
UBQLN1	0.254875
LIN37	1.17925
SOCS2	-3.023125
DSCR4	-1.37825
XKR6	-0.42025
GPR142	0.864
KRTAP13-3	0.7205
CCDC15	-1.32233333333333
MOS	0.289
CD1E	-0.97
OFCC1	0.06225
FAM83D	-2.2485
SRFBP1	-0.1745
C9orf96	-0.0275
DHDH	-0.55375
CCDC90A	-0.7595
RABL3	0.6193
CD320	-1.04
ANGEL2	0.3435
MRPL21	-1.57125
SMG6	0.212166666666667
INSR	1.4560625
FLJ14816	-0.2405
GLRB	1.9395
C9orf89	0.405
CIZ1	-0.45325
URG4	0.446833333333333
LRDD	-0.3185
CBY1	0.990333333333333
NFX1	0.303625
MTERFD2	0.531928571428571
C19orf23	0.465
PGC	-2.465625
IER3IP1	1.3648
RASAL2	0.498166666666667
C1orf89	-0.092
SYNJ1	0.161625
NFKBIE	0.27575
FLJ40125	-0.9755
TCEB2	0.5967
NOG	-2.4095
POLR2J2	0.0151666666666667
HLA-B	2.423
PCDHA1	0.478
PPP2R2B	-0.5
ARHGEF17	0.0486666666666666
TCF7L2	-1.04376923076923
CHD5	-1.1775
ZNF431	-0.65
TBC1D25	0.48175
ZNF800	1.27425
SCUBE2	4.03209090909091
MYCBP	-0.316666666666667
GPX5	0.476
C6orf129	-0.118166666666667
QSER1	-0.5365
ULK2	2.75725
PIGO	0.660666666666667
NRCAM	-0.656571428571429
SLC35E3	0.645625
CSRP2	-2.96825
HYPE	0.38475
MAPK15	2.082
MGC14327	0.208
TIMM13	0.913
ZNF462	-0.1075
GBA3	2.087
TEX13A	-0.17
MCM6	-1.42544444444444
MTRF1	-1.133875
ABCA7	-0.06425
EIF4A2	0.23875
ZC3H10	0.5096
RPGR	0.589666666666667
C20orf94	1.45175
RP1L1	0.0705
GPR125	-0.794
USP22	-0.154571428571429
OR1L4	0.54475
MLZE	-0.38675
FLJ32065	1.2745
PTCD1	-0.0545
CRTAC1	-0.612833333333333
BXDC2	-1.0725
C18orf1	-1.30616666666667
FAM107A	1.504
EFNA3	0.4855
P18SRP	-0.3593
CAMKK2	0.993416666666667
KIAA0649	0.88725
NES	-0.9025
HS6ST3	2.006625
PON2	-0.857
TCP11L2	-0.32225
CLEC4A	1.51225
PRR12	1.147
MLXIPL	-1.7192
C2orf50	-0.742
ZNF28	-1.58125
ENC1	0.0746666666666666
MAP2K1	-0.176625
FKSG2	-0.09725
KIAA0430	1.1855
PTP4A1	-1.43333333333333
GPR156	0.397
GTF3C6	-0.77975
UBR2	-0.5769
LOC388272	-1.79075
MAK	0.3045
ACOT4	2.45825
STC2	-1.4375
PIGW	-1.3145
SAE1	-0.664
COL6A1	-0.692954545454545
OAZ1	1.18583333333333
STMN4	0.379166666666667
EDG3	-0.366666666666667
SGCE	-2.0785
IL11	-2.101
PRSS8	3.425375
YIPF5	-0.116666666666667
WNT4	3.7
CSN2	0.228166666666667
TCF7	-2.63225
TDO2	2.6065
SAMD9	0.05075
S100A7A	-0.308
MMRN1	1.4925
GKAP1	-0.021
AKR1C3	-0.910625
RNF19A	0.96025
GMDS	-2.18675
YKT6	-0.30375
SPARC	-0.8302
C12orf31	-0.49775
UBE2V2	-0.266
FBXL18	-0.837833333333333
KIAA0460	0.99375
ADAM22	-0.434625
SERPINC1	-3.999
KCTD21	0.72375
MYOHD1	-1.67975
ZNF37A	0.902333333333333
GTF3C1	0.722666666666667
CTSZ	0.83625
PRNPIP	-0.176625
DRD1IP	0.466
NR1I2	-1.746
ZNF266	-0.0505
SPAG4L	-0.1195
COX4NB	-0.37425
SAPS1	0.162666666666667
APOA1	-3.8145
TATDN1	-0.549333333333333
C10orf82	2.616
KPNB1	-1.10325
FOXO3	0.566416666666667
CRYBB2	-0.473
ZBTB5	-0.0365
SLC25A38	1.0985
DCTN2	-0.0738333333333333
IFT20	1.06025
CTHRC1	-0.45525
C1orf31	-0.6195
UHRF1	-1.026625
GPC6	-1.92275
C10orf54	1.4775
MCF2L2	-0.07
WNT9B	0.398875
OLA1	-0.18175
FAM120B	0.10125
TTLL10	0.1255
CYorf15A	-3.99825
RELN	-2.0751
SCN2B	0.3535
MFHAS1	-1.584
NKX3-2	-1.94366666666667
RASGRF2	-1.415
SSBP1	-1.1155
KPNA6	-0.148714285714286
LOC389118	0.1605
HS3ST4	-1.64844444444444
SUPT7L	0.181375
FLJ32658	-0.9435
IGFBPL1	-0.97325
KIAA1641	-0.0455
SHKBP1	-0.141833333333333
CSF1R	4.1545
NAGK	0.97
MYL2	0.6245
HIST1H4C	-1.48666666666667
TOMM7	-0.046375
ADAMTSL3	1.6686
TNFSF14	0.51275
PRRT2	2.56025
VTA1	-0.379125
AOAH	3.69783333333333
CRISPLD2	0.432461538461538
PNN	-1.0521
TA-NFKBH	-0.1765
ESPN	1.124
RBM43	0.6365
KIAA1267	0.267125
DDX3X	-0.214777777777778
KIAA1576	-4.98375
PLXDC1	3.48783333333333
FLJ25801	-4.2035
HNRNPL	-0.3585
RUNDC3A	0.313333333333333
CASP12	-0.404
SH2D5	-1.48275
RPL26L1	-0.501
OR51A7	0.21175
HDC	5.043
C2orf16	-0.4405
SYTL3	2.512375
GOLGA4	1.00625
NOTCH1	-1.732
ATPAF2	0.3745
ECD	0.0825
SSX5	0.411666666666667
SNAP91	0.30075
OCA2	-4.59725
PNPO	0.108666666666667
DAPK1	-0.712
PINX1	-0.112333333333333
SELENBP1	2.1165
NEK3	-0.312916666666667
TMED4	0.750142857142857
SSTR4	0.127
FOSL1	-2.5643
CD40LG	0.6945
CES1	-2.21525
DCI	1.2745
B3GAT3	0.0528333333333333
STK17B	-0.8355
CNTN6	-0.032
CYP3A4	-1.01816666666667
MBOAT2	-0.175714285714286
PISD	2.117125
USP1	-0.41525
PYDC1	1.32383333333333
CENPM	-0.16325
SAR1B	-0.59175
TTC7B	0.41975
DP58	0.213
GPC1	1.13825
RBL1	-1.66825
TMEM137	-1.86116666666667
TOB1	1.63958333333333
TCEAL1	2.40033333333333
CENPF	-1.92845454545455
C6	0.658666666666667
PRSS1	-3.28425
PPIL6	1.095
C6orf124	-0.0915
ODZ4	-0.327666666666667
SNCB	0.21375
NDUFB9	0.611
CNOT6L	0.979333333333333
S100A9	0.222666666666667
TRIM50	-1.825
KCTD1	1.8416
WDR63	0.12525
SPEF2	1.66
RNGTT	-0.881
CXorf22	0.7425
KCNK16	0.15425
CEP250	-0.07625
ATPBD1B	-0.68425
KCNJ2	1.7535
MT1B	-0.5425
ZNF684	-0.9975
SLC4A1	0.26775
PDHA1	-1.1625
ZNF492	-1.132
TKT	-1.77775
BYSL	-0.9075
RNF38	0.8605
AHDC1	0.424
KLHL2	0.526
CMTM8	2.096
DMP1	0
HERPUD2	0.620375
CRTAM	3.762
ZNF572	-1.09125
TMEM16J	1.0045
HSD17B2	-4.785
UBE2G1	0.04675
AHSA2	-1.48575
PELI2	-2.3985
TPX2	-1.918125
ATP9B	2.1215
DAZAP1	-0.3335
HMGCS2	1.07666666666667
C17orf38	1.06525
B9D1	-0.386875
NKX2-5	-1.13366666666667
KIAA1276	1.0065
LILRB2	3.1995
CSTF1	-0.399
BTN2A1	-0.288666666666667
C15orf48	3.86725
IGF2BP3	-4.08575
FAM113B	1.19116666666667
HRG	0.1085
ZNF131	-0.76975
USP47	1.84528571428571
CCDC88B	-0.5865
HCN1	-0.5992
HTN1	-0.449166666666667
SYCP3	0.0335
C13orf23	-0.589
PAPOLA	-0.519125
AATK	0.1814
MSH3	-0.4215
NDUFAB1	0.015
ITLN2	-1.3005
BAK1	-0.503833333333333
MRPL45	-1.3495
MTNR1B	0.2725
LOC645843	0.234
SPECC1L	1.54275
PGCP	1.2385
SPN	-0.343
GPR143	2.684
ZNF576	1.2385
TMEM39A	0.2333
ATP5D	0.0771666666666667
MAGEB3	-1.3595
RPS5	-0.845166666666667
ANP32E	-1.82428571428571
MTMR1	0.3625
YEATS4	-0.66975
SYNGAP1	0.44725
PCOLCE	-2.035
MNS1	-0.4245
PCYT2	-0.516166666666667
ZNF182	-0.68025
LAX1	2.3395
SPPL2B	0.4261
ELOVL5	-1.0961
PCDHAC1	1.717
B4GALNT1	-1.8295
BLOC1S2	0.447
ZNF673	-0.1591
ARHGAP21	-0.114166666666667
IRX5	3.82275
LRFN5	-0.533
FAM7A1	-2.3355
RAB19	-0.451
GINS1	-2.26475
ITM2B	0.8522
PAPSS2	-0.71975
OR5BF1	0.519
ACSL3	0.39125
KIAA1919	-2.07608333333333
GLT8D2	-0.09
UTRN	-0.819785714285714
CNN1	-2.0995
HISPPD2A	0.9895
SDAD1	0.070625
SIGLEC9	0.85
RPL35	-0.759214285714286
C22orf26	1.271
IMPDH2	-0.540875
WDR69	-0.9595
SEC14L5	-0.4084
CLTA	0.393
RP11-529I10.4	0.726
GPR37L1	0.657
OGDH	-0.135666666666667
ASB13	2.83983333333333
ZFP14	0.49
ZCRB1	-0.0751666666666667
KPNA3	0.10775
HSPA1L	0.972
RHOC	1.11
LOC554175	0.014
PPP3CA	-0.0615
SLC1A7	-0.7238
ZNF529	-1.07666666666667
RBED1	1.56275
DDB2	-1.2415
FLJ11286	0.117666666666667
SPATA1	0.9735
MKNK1	0.0936666666666667
DYSF	0.398666666666667
ALKBH2	-0.53425
NKD1	-4.10866666666667
C1orf174	-0.3565
PLEKHO1	0.682
ASB10	0.3395
RING1	-0.169666666666667
NPC2	0.16525
AVPR1B	0.9105
YTHDF1	0.1125
LMAN1L	0.739
GSG2	-2.6945
CEP170	-1.26255555555556
RPS4Y2	-5.38125
MSH6	-0.9905
HECTD2	0.9545
ZNF556	-3.051
PLEKHC1	-2.1998
AIRE	-0.0556666666666667
BCL2L10	0.123
LMOD3	0.493166666666667
ZBTB8	-0.2789
FOXA2	-3.6755
SLCO2A1	1.019125
C3orf46	0.618
PRDM16	-0.959166666666667
TMEM98	-2.48925
FRMD5	-3.5965
PDE6C	-0.4485
C1orf216	0.879833333333333
EP400	-0.0100714285714286
PTK2	0.88225
RNF217	-1.54
NDUFA8	0.2075
ZFAT1	0.55025
LAMP3	1.90883333333333
GLTSCR2	-0.26375
NPW	-1.006
LLGL2	1.1252
PPM1K	-0.423833333333333
C20orf177	0.655
KIR2DL4	0.0437
NFKB2	-0.08875
C21orf122	-0.0906666666666667
HESX1	0.2815
GPR114	0.884333333333333
SLC25A35	0.948833333333333
GNAT1	-0.0825
ORAI3	0.83575
FAM76B	-0.50475
TMEM99	0.9133
TRIM29	-2.1214
CDS1	3.22775
RHEB	-0.0587
C4orf27	-1.01683333333333
RAB3A	0.38425
OTUD6B	-0.03675
GPD1	-0.0255
CDH15	-1.625
NPM1	-1.44921428571429
TMEM117	-1.29275
PRPS2	-2.97241666666667
GCK	-0.689
ADRA2A	1.83666666666667
TSPYL4	0.693833333333333
TASP1	-0.06675
WDR19	1.66508333333333
C10orf38	-2.76575
PDE4C	-0.282666666666667
FYB	1.25175
C1orf55	-0.1335
PPFIA3	0.43975
RAD18	0.43625
C12orf44	0.414666666666667
CRYBA4	0.00650000000000001
HVCN1	0.9315
TAF10	0.4705
C16orf48	-3.106
DEPDC5	1.742
LTBP1	-3.432
MAPRE1	-0.0465
FGF8	0.0625
C3orf52	2.986875
SENP7	0.583833333333333
LRRK2	0.47325
RUNDC2A	0.320333333333333
KIAA0355	-0.251333333333333
CPEB1	-2.3765
PPEF2	0.7825
ABI2	-0.590833333333333
KIAA0317	-0.248625
ATF1	-0.963833333333333
DYNC1H1	0.282125
DIP	1.092
TMEM33	0.665555555555555
POLDIP3	0.74825
C7orf24	0.639
GPR171	4.0165
CDC6	-2.99766666666667
PLD1	-2.153
ITFG2	0.2176
NDUFC1	0.561
AKNA	-0.29475
NBR1	0.556
PKHD1	0.717428571428571
HPS4	0.5735
MAFA	0.3865
ULBP3	-0.8355
DIRC1	0.226
IMMT	-0.325
C22orf13	1.42091666666667
CEL	0.28975
MARK3	-0.565
ADAMTS2	-0.497916666666667
ARPC3	-0.0186666666666667
TMEM10	-0.03525
NPHS1	0.3365
BRD8	-0.00733333333333333
WDR12	-1.02675
IDI2	0.614142857142857
HOXD13	-2.6455
OR8G2	0.30275
SLAIN1	-0.703333333333333
GABRQ	-1.13733333333333
NR2C2	-0.38375
NKTR	0.055
TLE2	1.785
KIAA0892	0.855833333333333
AURKA	-2.11109090909091
GPRC5C	0.263833333333333
TBC1D9B	-0.091625
PNPLA6	-0.107666666666667
AP3B1	-0.45975
NAG	0.160625
C11orf68	-0.1815
AKR7A3	2.39125
AHCYL1	0.144916666666667
COP1	0.0181666666666667
RPP14	0.370083333333333
PCDHB18	-0.264
CDH24	0.02575
KRT17	-2.6767
LACTB2	-0.907
DDX24	-0.3393
PHACTR1	-2.59466666666667
SLC35E2	1.193
LOXL1	-2.23375
IQSEC2	0.893
RGSL1	-0.1585
PCDHGC5	0.7185
MEGF10	-0.395625
PRRX1	-0.6095
ASTE1	0.949333333333333
C6orf159	-1.046
MYOD1	0.166
GAA	0.35475
ZNF747	1.217
KLRC1	-0.124875
IL1RL2	0.8935
GDF9	1.1285
GPR119	0.4765
TRAF2	-0.3235
HCK	3.23216666666667
BMP6	-3.29775
IL8RA	0.4375
FLJ35848	-0.37575
EFHA1	-0.705
CDSN	-0.736
C14orf54	-0.5615
LSM3	0.059125
ZFP41	0.34
C9orf126	-1.15583333333333
VIT	-1.6195
SPCS3	-1.46875
DEF8	-1.3347
CHAF1A	-1.70116666666667
C1orf165	0.270166666666667
ZFPM2	-0.702833333333333
FTH1	-0.459
SLC35F1	-2.4235
YWHAH	1.11825
C17orf66	0.9585
ADRB1	2.03816666666667
FOXL1	-0.8075
RG9MTD3	0.653833333333333
UMPS	0.312125
MGC13008	-0.092
KIAA1161	0.1985
CCDC77	-1.83625
C12orf65	-0.5834
COG4	-1.16533333333333
RCP9	1.35266666666667
RP4-692D3.1	2.799
CDC2L5	1.104
MGC7036	-0.634666666666667
DNAJC11	-0.57475
GDF2	-0.262333333333333
TIMM17A	0.3905
HNRNPA0	-0.8694
OR2H1	0.15975
PCBP1	0.277375
COL23A1	-2.4895
LRRC2	-0.586428571428571
NSD1	-0.128571428571429
FLJ37078	-2.52375
WDR91	-0.471666666666667
TMEM179	0.31775
DSCR10	0.719
CNDP2	0.8271
FYN	-0.906
BEX2	1.91433333333333
KCND3	0.6125
YPEL5	2.013125
LRRC42	-0.217166666666667
C17orf45	-1.084875
ZNF649	-1.0423
LOC150763	0.659375
COL5A2	-0.302916666666667
CNGA2	0.227
ELA2B	-0.87725
RAB9B	-0.57925
FAM100A	0.99225
NAIP	0.638571428571428
MYOZ2	-0.501375
SPATA12	-0.6895
XRCC4	-1.135
CYB561	2.7068
CHST10	0.436
BAI1	-0.884333333333333
BRSK1	0.234333333333333
C17orf89	0.61475
PDE6H	-0.727
FLJ20309	0.3249
MAP7	1.55375
SCN4B	0.12125
SPAG9	-1.532
SERTAD1	0.982166666666667
FLJ21963	-3.874
ANTXR1	-1.4862
TMPRSS13	0.9955
ETV7	3.14433333333333
DGAT1	0.720333333333333
NKIRAS1	0.920666666666667
TAC3	-3.28775
CORO1C	-1.93616666666667
RAD54B	-0.54325
HRASLS3	1.25466666666667
C21orf42	0.815
BARD1	-1.02133333333333
ZNF177	-0.907166666666667
MIP	0.1755
ZNF442	0.2295
F2	-3.9875
GRIA1	-0.026375
GALNTL2	0.522666666666667
WNT5A	-3.7681
LENG9	0.255
hCG_25371	-1.533
FOXR1	-0.2605
TRA@	1.4201
PWWP2	1.44225
C1QTNF7	0.492166666666667
SLC7A4	2.35025
C4orf7	2.30375
C17orf80	1.38966666666667
KLK4	-0.571333333333333
IL31	-0.1965
TMEM176A	3.08675
CTNNB1	0.338375
BHLHB2	2.01475
TMEM185B	-0.108166666666667
ARD1B	-0.14375
C1orf93	1.633
BRUNOL4	0.683333333333333
LOC541469	-0.750416666666667
UPK2	-0.084
GAS8	0.548
PATE	-0.9005
IMPACT	1.386625
WNK4	1.94
HNRPLL	-0.717
GAD2	0.00149999999999999
ITGA6	-0.9495
BMP15	-0.134166666666667
CYP2A7	1.023875
RIC8A	1.317625
CCND1	0.694
USP35	-0.5335
DSCR2	-2.07525
CCL4	3.937
ZCCHC10	-1.076
NOL11	0.2065
TRPM2	2.14058333333333
PSMD2	-0.0519090909090909
CHTF18	-0.9735
USP18	0.391
RRAS	-0.452875
LAMC3	-1.0425
TOX	-2.1445
PCDH15	0.152
GABRG3	-1.65175
NUDCD2	-0.9965
SGCZ	-0.024
KCTD17	-0.3266
SPSB2	-0.372
TPPP3	2.68816666666667
CILP2	-0.670166666666667
CALB2	1.548625
CEBPZ	-0.793833333333333
ZNF479	-0.08325
FMOD	2.7985
C21orf66	-0.643
CLN6	-0.657333333333333
ANAPC1	-0.969
SH2D3C	0.6945
PTPN14	-2.9941
TRIM42	0.1785
APTX	0.76575
SNRPG	-1.1615
BMS1	-0.449
MAGEA3	-0.6475
NFATC3	-0.968833333333333
LRRC45	0.636666666666667
ARS2	-0.137928571428571
LRIG1	1.58183333333333
EPSTI1	1.20983333333333
PRSS27	1.04025
ERC2	-1.176125
PRKACB	-0.714
PRDM13	-4.188
HCG27	-1.04575
KLK12	-3.5215
HSD17B7	-0.00533333333333332
ZNF354A	0.0065
PCDH11X	-0.413
DMGDH	-1.12325
PCBD2	-0.187333333333333
TMC6	-0.8745
RIMS1	2.064625
SF3B2	-0.739333333333333
RCN1	-2.43333333333333
CPB1	3.8105
BCAR3	0.05425
FCRLB	2.239375
PAK1IP1	-1.291
OR10H1	-0.398
KIF9	1.6106
PITPNM2	-2.09925
L3MBTL4	-0.2705
TGFB1	-0.8371
ZXDC	1.0305
SLC6A16	-1.216
SRrp35	-2.530625
LRRC8E	2.071
PPIAL4	0.330833333333333
EOMES	2.43383333333333
PAX2	-0.0225
SCARF2	-0.55675
PSEN2	0.69225
PCDHB13	0.0365
C10orf28	0.15075
DHRS7B	-0.3425
C1orf131	-0.2125
ASB1	-0.7052
ZNF223	0.293166666666667
LCMT2	1.155
MEP1A	-0.5505
TMEM53	0.09
RSPH3	0.5815
C10orf33	-0.532
LOC644285	-0.6295
PTPN9	0.900666666666667
ABCA12	-3.519
CCDC37	-1.26775
RUNDC1	0.9749
