Hybridization REF	TCGA-AN-A03Y-01A-21R-A00Z-07
LOC728215	0.2885
BLID	-2.659
KIAA1217	2.04252941176471
TFPT	0.4275
AP4B1	-0.838
VBP1	-0.5465
OR1K1	-0.00900000000000001
MORC3	1.2115
BHMT2	-1.30883333333333
C3orf10	0.825875
FZD7	-0.469
WFDC10A	-0.0765
PMS2CL	-0.134
CCDC32	0.285333333333333
FA2H	-2.0745
ALG13	-0.292
TTLL7	-1.3916
SPOCK3	0.22925
SLC13A2	0.6425
AIM1	2.691
GPRC6A	0.7655
EGR2	1.45875
MED11	0.037
WWC1	2.24125
SH3GL3	-2.98775
RIF1	-0.554785714285714
PRLH	0.101
VLDLR	-1.14
DBT	0.1968125
C21orf63	-0.75
CGGBP1	0.094625
KRTAP12-2	0.878
TADA3L	-0.95775
ZBTB16	1.7705
PDGFB	0.4735
RFX1	0.482125
UQCRB	0.9134
LOC133874	-0.059
HPS3	-2.0405
LGALS3BP	-0.8901
DKFZP564O0823	1.818
MRFAP1L1	0.746375
HOXA10	-1.29516666666667
NGB	-0.693
KIF21A	-0.0366153846153846
IFLTD1	0.366
LZTS1	-1.733375
ARHGEF3	2.70375
RHBDL3	-2.2005
CSNK1G2	0.07725
ChGn	-1.576375
KIAA1244	3.16366666666667
GABRB2	-0.0445
MGC72080	-1.401
CD27	3.5185
EGLN1	-0.7575
PEX13	-0.36325
RWDD3	-1.09675
RNF12	-0.451666666666667
GRIN2B	-0.643
ADAMTS14	-1.0255
DYDC2	1.62316666666667
ATP6AP1	1.2726
NR1H2	0.143666666666667
PDK2	0.48025
C3orf17	0.133333333333333
SLC38A2	-0.381928571428571
SLC25A29	-0.0681666666666667
C15orf29	0.575375
ADAM9	-0.734166666666667
TMUB2	0.368875
GPR176	-0.301333333333333
AGK	-0.2755
MCCD1	2.42525
NDUFA4	-1.15325
TMEM146	0.3175
DUSP1	-0.6885
UNQ6975	-0.0935
EMX2OS	3.51225
INSM2	0.2
LUZP4	-0.7285
SETD6	-0.108
P2RY2	3.42725
SLC45A2	-2.3655
RABGAP1	0.258166666666667
UBXD5	0.7805
GPRC5A	1.0563
PAK3	1.398
LOC63920	-0.70425
TGFBR1	0.376
KRTAP6-3	-0.1975
SFMBT2	-0.07325
CDC42	-0.7761875
C11orf35	0.2195
TTLL2	0.3275
UACA	0.194583333333333
CD97	-1.6962
SETD5	0.317375
NINJ2	-1.14325
PTER	-0.206833333333333
POMGNT1	-0.64175
KRTAP4-2	-0.3235
ECGF1	1.305125
HRB	-0.581090909090909
ATP1B2	-0.2065
LOC400506	-0.23575
COL4A3BP	0.64
C6orf97	0.38925
GRHPR	-0.140375
TAS2R1	1.0055
SEMA7A	-2.325
EDF1	-0.37925
ODF2L	0.515222222222222
PCID2	0.493333333333333
GTF2H4	-0.3425
ZCCHC3	0.348625
CGB2	-0.371833333333333
NEUROD1	0.00699999999999998
C20orf75	-0.0405
RP5-1054A22.3	1.34716666666667
IFNA5	0.9465
ZNF134	0.38625
MGC119295	-0.2403
ZSWIM6	-0.03525
SMEK1	0.860833333333333
PCGF2	0.19625
C1orf102	1.8285
CYP2A13	2.2975
KCNH6	-0.2354
MDM1	0.4406
ALDH7A1	0.874666666666667
C9orf75	-0.16825
VDAC3	3.028125
OR51T1	-0.068
EIF3F	-0.540583333333333
KCNJ10	-0.09525
LENG8	0.39675
EDEM2	0.715583333333333
CCNJL	-1.831
DHX37	-0.235
CRYGN	0.0835
AATF	0.064125
ZNF630	1.403
E2F5	1.509
WFDC13	-0.915
FTSJ3	-1.05716666666667
C4orf33	-0.12025
LHFPL4	-3.57025
C19orf56	0.28575
SMAD4	-0.040375
AFM	-0.6025
G0S2	0.01375
FCHSD2	2.1009
RRP1B	-0.8893
EEF1B2	-0.753166666666667
STAT6	-0.345166666666667
ZNF195	-0.26525
GNL1	-0.4225
ZNRF2	1.69183333333333
PER3	0.12825
ASB16	0.39425
C10orf10	0.744142857142857
ADCY8	-3.22783333333333
C9orf58	-1.332
ARMC10	-0.00550000000000001
PSG1	-1.6065
DHX34	0.325
VARS2	-0.80325
NFIC	1.131
ITPR2	2.50975
AGXT2	-0.0955
OR6K3	-0.2385
H2AFZ	-0.442
MLLT3	-1.31658333333333
COX4I2	1.8355
CCNT2	-0.36675
PLK4	-0.97075
NUMBL	-0.133166666666667
MED16	-0.06275
PLEKHQ1	0.42275
GOSR1	0.732666666666667
BTG4	0.01925
RPL30	1.637
IGSF5	3.153
IGFL2	0.983666666666667
ELMOD2	1.096
SHC3	-0.960333333333333
HAVCR1	-0.1035
DYNC2H1	0.312875
RNF5	-0.893
C2orf7	-0.65
NLF1	-0.0255
KLHL25	0.0545
LRP10	0.1532
KRI1	0.15325
PUS7L	0.300666666666667
MGMT	1.33775
HOXD1	-0.873333333333333
CSH1	0.1675
ATG16L2	0.725
FLJ44635	0.715
CHODL	-0.40175
EXOSC8	-0.4655
SLC28A1	-1.08175
MYO7B	-0.992666666666667
SEH1L	0.6507
MTNR1A	0.318166666666667
TSPAN5	0.532
CDC45L	-2.78866666666667
AMIGO1	0.238
ATAD3A	-1.257
OSGIN2	2.46533333333333
PDIK1L	0.394166666666667
DARC	3.007
PIPSL	0.3285
SHMT1	-0.165
CRISP3	-0.0635
POPDC2	1.95616666666667
ZRANB2	-0.296833333333333
FBXL8	-0.575
TRIP13	-0.448818181818182
EIF5AL1	-0.0855
POU5F1P3	-4.74516666666667
IL6	-3.42966666666667
CXorf38	-0.970666666666667
IFNA16	0.413
FBXL2	2.268
BRD1	0.8795
STATH	0.0735
FBXO44	-0.108666666666667
MCCC2	1.48925
CDC2	-1.1474
C5orf23	-0.95875
IVD	0.372
C10orf122	-0.85375
MSL3L1	0.7531
MVP	-0.433
EPOR	-0.7821
ZMYM1	-0.313333333333333
BCL7C	0.809
PSTPIP2	2.3961
LYPD1	-2.151375
OR8G5	0.365
ZP3	-0.763666666666667
BCAS4	1.08025
EDG6	2.173
ISY1	-0.0805
PRAMEF2	-3.21
CUL1	0.169625
RNF213	0.468
CCRK	1.11975
DHX9	0.588625
C13orf29	-0.54875
NCKAP1	0.568333333333333
MRPL43	0.730357142857143
XPR1	0.628
PKN2	-0.1136
PODNL1	0.6875
ZNF333	1.127125
DALRD3	1.47
OPN1SW	-0.1455
BTBD6	-0.12175
C11orf82	-1.627
OR5P3	0.6895
DUSP11	-0.30475
L1CAM	-2.2894
NEK11	2.8415
OR7E91P	0.608
CNTN3	2.4774
CREB3L2	-0.40825
ZBTB37	2.1125
KIAA1324L	-2.06225
NDUFB10	0.260166666666667
NUDT2	-0.24025
GTPBP8	-0.30125
CACNA1D	3.04025
PRKAA2	-3.0085
PRDM8	0.146
MGC16075	-1.10466666666667
KRT14	-1.937
PP8961	0.131875
MRPL18	0.292
ABCG2	-1.30825
PACRG	3.0495
BBS2	-0.3675
KREMEN2	-0.17
FBXO21	1.054
HNRPUL1	1.01358333333333
GRB10	0.24175
CLSTN1	0.187625
LMAN2	0.8064
C17orf61	-0.52625
NIPSNAP3A	-0.37175
INSIG2	-1.40283333333333
PCDHB7	-0.224666666666667
STXBP2	0.483875
CMAH	0.868454545454545
SEMA5B	-1.54275
ZNF155	0.843666666666667
COQ6	-0.560666666666667
PRPF4	-0.33975
TSPAN15	2.7354
VN1R5	0.9175
LATS2	0.20275
SELK	1.7085
PGK2	0.11475
MS4A1	1.00775
TYW3	-0.7484
KRTAP5-1	-0.385
RCCD1	-1.25383333333333
BTN1A1	0.01575
DDX28	-0.45
TMEM65	-0.7765
LOC92345	0.36025
TTC31	-0.17825
WDR46	0.0808333333333333
CHP2	-2.0935
LSP1	-0.138125
ZNF542	-1.6895
EXOSC1	0.13625
ARHGAP18	-0.324333333333333
LRRTM4	-1.37525
MAOB	6.20608333333333
CACNB4	-0.5505
MGC33846	-0.321625
RANBP3L	3.957
ATP5L	-0.7135
ONECUT1	-3.6255
NUDT9	0.13625
TMEM149	0.2545
STX17	-0.041
IGSF10	-4.7565
TMPRSS9	-0.4885
BMPR2	0.58975
ALLC	-0.611
KLF7	-0.877625
GCC1	0.4082
TIMM9	-0.663
CDO1	-0.231166666666667
MGC10701	-1.26166666666667
IFI6	1.48283333333333
FRMD8	0.06
MGAT2	-0.31925
WBP5	0.181333333333333
CNIH2	-0.934
KIAA0907	-0.0789
KCNH8	0.0215
CTSG	-2.50675
GRIK1	-0.391666666666667
CUL5	-0.493875
FRMD1	0.2105
OR9A4	0.9785
SYT6	-1.736375
FOXD4L2	1.0635
ANAPC2	-0.755666666666667
OPN5	-0.0475
TAF13	-1.37125
LYG2	-1.1645
GGNBP1	0.257
C11orf40	0.279
OTX2	-1.1435
REG4	-0.438833333333333
EIF5	-0.333
PALB2	0.37925
SEPSECS	-0.083
RNASE3	-0.2415
TRIM49	-1.726
POLR2K	1.7108
GPR42	0.5255
C8B	-2.803
SASS6	-0.383
PREB	-0.359666666666667
OR3A3	0.4925
TUBA8	0.01475
IGLV2-14	-2.08025
STIL	-1.82925
ANKFN1	-0.789166666666667
NME7	-0.2055
HOXC12	-1.76225
UBE2C	-0.05725
FHOD1	-1.641
CDK2AP1	0.325416666666667
OR6K2	0.41675
DHPS	-0.0505
RPL5	-0.484
TRGV5	0.499
LOC541472	-0.231625
HCCS	0.2793
DENND1B	1.547
LHX3	0.2285
OR5D16	1.3145
CXorf57	-1.5425
IRF2BP1	0.49275
NDST2	0.3255
LCE3D	-0.1995
BOLL	0.117
SYT3	-1.8415
PIH1D2	0.73975
C20orf7	-0.335666666666667
IL1R2	-0.0831666666666667
SLAMF9	-0.1465
PPME1	1.67125
PIK3CA	0.367
TRAPPC1	-0.171375
COLEC10	-0.86975
SLC9A6	-2.0195
PDDC1	-0.2975
CCDC53	-0.9715
GK3P	0.06425
DAZL	-1.4915
BRI3	-0.63525
SDK1	-0.040625
CYP2C18	0.014
IFI44L	3.378625
RPL3L	-0.206
FUT9	-1.25783333333333
KIFC2	1.09983333333333
PMP2	-0.688
SLC4A9	0.077
PLAG1	-2.2852
MYCBP2	0.286333333333333
OR4E2	0.6525
CCDC65	2.02125
C16orf82	0.0815
ENTPD4	0.06325
BRP44L	0.803125
PMP22CD	0.197666666666667
TMCO4	0.446
KCNN1	-0.9735
WDR35	0.74375
CCDC80	1.85675
C3orf31	-0.4395
SLC7A9	-1.667
TMEM190	0.1325
DBC1	-2.99366666666667
FADS3	-1.91783333333333
PDZD8	0.0118333333333333
GRM5	0.23525
AZGP1	2.9895
PEX3	0.788
MED1	-0.0902857142857143
ATG4C	-1.59633333333333
HNRPH3	-0.680875
FAM109B	1.8875
C4orf17	-0.3245
CA10	-1.003
OPRD1	0.589
CCL16	-1.99925
SACM1L	0.80225
CST6	3.1975
CD63	0.6183125
LGI1	-2.33966666666667
ZNF784	0.04375
CRYBB1	-1.037
CX3CL1	-0.56845
TOP2A	-0.710375
GYPB	-4.72816666666667
GADD45GIP1	-0.67425
FEN1	-1.4385
IGF1R	0.2930625
WDR72	-1.707
PURG	-0.821333333333333
DEFB126	-0.308
PKD1L1	1.426
CAV1	-2.3731
GNPDA2	0.5082
DGAT2	1.89875
NLGN1	-4.77425
STRBP	-0.059
HPRT1	-0.221166666666667
FANCI	-1.39075
PSMA7	-0.190875
DBF4B	-0.4015
TTF1	-0.1465
RAD54L	-2.40975
ELOF1	-0.5005
PLAGL2	-1.063375
ZNF256	0.1605
HMGCL	-0.8485
MSI2	-0.3955
RPESP	4.1135
C11orf60	0.53725
ABCD1	-1.1295
ACAA1	0.0445
SPARCL1	4.72178571428571
IL6ST	3.006
ZNF319	-0.07125
TMEM109	-0.4816
FAM90A1	-2.27583333333333
IL22RA1	-2.3845
ATP4B	0.54
TEC	-1.4475
C7orf30	-1.3225
TXNDC2	-0.856
ABCB4	-0.45675
KIAA1191	1.154875
C9orf38	-0.1615
SFTPB	0.4215
CNTNAP2	-0.147
FRK	0.0965
TBX19	1.26225
CHD4	0.38525
C6orf26	-3.03933333333333
MOSC2	2.4015
IKBKE	1.424
HIF1A	-1.53116666666667
LOC595101	-0.217
RELA	0.0815
TMEM16B	1.61316666666667
ABHD12B	-2.38625
TSEN34	0.82375
KIF18A	-1.093
TXNDC9	-0.457166666666667
SPATA2L	-0.5965
SEMA4G	-1.256
C21orf91	-1.12525
MATN1	-0.96
KCNIP4	-0.229833333333333
TUSC1	1.189125
OR4C15	0.0965
ARMCX6	0.366166666666667
WBSCR27	-2.02666666666667
OR52I2	0.469
KIAA1604	-0.76725
DYNC1I1	0.998375
PPP4C	0.631
SLC47A2	-2.7385
TREH	-0.290625
CD48	1.51383333333333
ST14	1.07066666666667
PKN1	0.07825
SPON2	0.5525
XBP1	3.41641666666667
SFRS12	0.0876666666666667
EFCAB6	3.03875
SELT	0.16625
SLC39A2	-0.3035
ERF	-1.23366666666667
ARL3	0.927125
SURF6	-0.431
MLLT10	-0.16352380952381
FLJ11171	0.228
TDGF1	-4.52933333333333
ERCC6	-0.60025
EIF2AK4	0.810875
BAZ1A	0.415
LRRN3	-0.81
TMC3	-0.877
EFTUD1	0.329
PTPRO	0.794333333333333
CLEC12A	0.63125
ACBD4	-0.124
ZDHHC14	-0.730875
OTUD7B	1.945375
ACTB	0.9495
MSRA	-0.18925
LCE5A	-0.497
IFI35	-0.29625
BSCL2	-0.573333333333333
ANKRD12	0.87325
CFHR2	0.34125
RGAG1	0.165
HSFY1	0.012
SLC30A5	1.58033333333333
IMPG1	-0.067
GPR109A	0.8735
ZNF185	0.2525
IYD	4.65425
NPCDR1	1.6985
SERPINA13	0.6355
HMGCLL1	-0.73175
NEUROG1	-0.151333333333333
UBQLN1	-0.4058125
LIN37	0.6845
SOCS2	-2.60875
DSCR4	-2.37275
XKR6	-2.368
GPR142	0.7685
KRTAP13-3	0.077
CCDC15	-0.946166666666667
MOS	0.0135
CD1E	-1.279
OFCC1	-0.203
FAM83D	-0.8055
SRFBP1	1.46025
C9orf96	0.305
DHDH	-1.53875
CCDC90A	0.1565
RABL3	0.4789
CD320	-1.83966666666667
ANGEL2	1.44141666666667
MRPL21	1.402
SMG6	-0.262666666666667
INSR	1.8984375
FLJ14816	-1.146
GLRB	-0.788166666666667
C9orf89	0.238
CIZ1	-0.42675
URG4	-0.510833333333333
LRDD	-1.25316666666667
CBY1	0.8925
NFX1	0.308125
MTERFD2	-0.406
C19orf23	0.0085
PGC	-2.612
IER3IP1	1.0313
RASAL2	2.08866666666667
C1orf89	-0.83875
SYNJ1	-0.387625
NFKBIE	0.161
FLJ40125	-1.52016666666667
TCEB2	-0.3686
NOG	-2.2055
POLR2J2	-0.236
HLA-B	1.60075
PCDHA1	0.873
PPP2R2B	-0.95675
ARHGEF17	1.742
TCF7L2	0.789928571428572
CHD5	-0.54
ZNF431	-0.1525
TBC1D25	1.13625
ZNF800	0.33125
SCUBE2	0.0539090909090909
MYCBP	1.80083333333333
GPX5	0.158
C6orf129	0.666333333333333
QSER1	-0.641166666666667
ULK2	0.8545
PIGO	-0.019
NRCAM	-3.25442857142857
SLC35E3	-0.240625
CSRP2	-1.95175
HYPE	1.6315
MAPK15	2.6025
MGC14327	-0.3945
TIMM13	0.0138333333333333
ZNF462	-0.4935
GBA3	-0.3285
TEX13A	0.1945
MCM6	-1.43644444444444
MTRF1	-0.75275
ABCA7	-0.88825
EIF4A2	-0.4175
ZC3H10	1.0807
RPGR	1.0835
C20orf94	0.36125
RP1L1	0.54
GPR125	-0.112375
USP22	0.904571428571429
OR1L4	0.16175
MLZE	2.22275
FLJ32065	0.01925
PTCD1	-0.44625
CRTAC1	0.975666666666667
BXDC2	0.0675
C18orf1	3.19483333333333
FAM107A	1.40728571428571
EFNA3	-0.85125
P18SRP	0.5781
CAMKK2	0.908
KIAA0649	-0.3315
NES	-2.194
HS6ST3	-1.821625
PON2	-1.36175
TCP11L2	0.2085
CLEC4A	1.78775
PRR12	0.3655
MLXIPL	-1.9345
C2orf50	0.264
ZNF28	2.0515
ENC1	-0.7405
MAP2K1	-0.070875
FKSG2	1.03075
KIAA0430	1.12625
PTP4A1	-0.712666666666667
GPR156	-0.6625
GTF3C6	-0.37575
UBR2	-0.0487
LOC388272	-2.18025
MAK	3.18266666666667
ACOT4	2.192
STC2	0.5805
PIGW	-0.731375
SAE1	-1.226875
COL6A1	-0.638272727272727
OAZ1	0.2365
STMN4	0.157
EDG3	-0.262666666666667
SGCE	-1.49616666666667
IL11	-3.07566666666667
PRSS8	1.30075
YIPF5	1.26666666666667
WNT4	4.0305
CSN2	0.169666666666667
TCF7	-1.966125
TDO2	1.1295
SAMD9	0.3015
S100A7A	-0.144
MMRN1	1.53133333333333
GKAP1	0.02225
AKR1C3	-2.592125
RNF19A	2.594375
GMDS	-1.0335
YKT6	-0.4655
SPARC	1.0366
C12orf31	0.05
UBE2V2	-1.4095
FBXL18	0.198666666666667
KIAA0460	1.687
ADAM22	-0.506
SERPINC1	-4.423
KCTD21	3.603
MYOHD1	-1.32125
ZNF37A	-0.243
GTF3C1	0.439
CTSZ	0.5895
PRNPIP	-0.71325
DRD1IP	0.07775
NR1I2	-2.09366666666667
ZNF266	-0.1544
SPAG4L	-0.1055
COX4NB	-1.02475
SAPS1	0.177666666666667
APOA1	-3.880375
TATDN1	0.959833333333333
C10orf82	2.924
KPNB1	-0.15725
FOXO3	1.39791666666667
CRYBB2	-0.9795
ZBTB5	-0.35
SLC25A38	0.68675
DCTN2	0.117
IFT20	0.40775
CTHRC1	1.9305
C1orf31	-0.21775
UHRF1	-0.3380625
GPC6	-1.07425
C10orf54	1.123
MCF2L2	-0.00866666666666665
WNT9B	0.43525
OLA1	-0.931375
FAM120B	0.83925
TTLL10	-0.254
CYorf15A	-6.826
RELN	-2.3889
SCN2B	-0.094
MFHAS1	-2.79475
NKX3-2	-0.812166666666667
RASGRF2	-0.585
SSBP1	-0.865166666666667
KPNA6	-0.8215
LOC389118	0.589
HS3ST4	-2.3435
SUPT7L	-0.883875
FLJ32658	-2.013
IGFBPL1	-1.463
KIAA1641	-0.8558
SHKBP1	-0.557833333333333
CSF1R	4.2885
NAGK	0.67325
MYL2	0.486
HIST1H4C	-0.86
TOMM7	-1.272125
ADAMTSL3	3.1795
TNFSF14	-0.0585
PRRT2	-0.916
VTA1	0.429625
AOAH	3.2365
CRISPLD2	1.66
PNN	-0.8388
TA-NFKBH	-0.41125
ESPN	-0.719
RBM43	-0.2255
KIAA1267	0.005875
DDX3X	0.467333333333333
KIAA1576	-4.096
PLXDC1	3.65866666666667
FLJ25801	-4.894
HNRNPL	1.09525
RUNDC3A	0.7675
CASP12	1.3305
SH2D5	-2.28375
RPL26L1	-0.4075
OR51A7	0.034
HDC	3.362
C2orf16	0.00616666666666668
SYTL3	1.72975
GOLGA4	1.23275
NOTCH1	0.313
ATPAF2	0.508
ECD	0.6625
SSX5	-1.954
SNAP91	-0.20975
OCA2	-5.5175
PNPO	0.158
DAPK1	0.115333333333333
PINX1	-1.15066666666667
SELENBP1	1.659375
NEK3	0.474916666666667
TMED4	-0.595714285714286
SSTR4	0.113
FOSL1	-3.0425
CD40LG	0.6325
CES1	-0.73775
DCI	0.275666666666667
B3GAT3	-1.0305
STK17B	-1.2025
CNTN6	0.2235
CYP3A4	-2.6055
MBOAT2	0.433785714285714
PISD	-0.083
USP1	-1.27075
PYDC1	1.34483333333333
CENPM	-1.18575
SAR1B	0.92275
TTC7B	-0.021
DP58	-0.915
GPC1	0.62775
RBL1	-1.370625
TMEM137	-0.996166666666667
TOB1	0.559166666666667
TCEAL1	2.502
CENPF	0.304545454545455
C6	3.02833333333333
PRSS1	0.41925
PPIL6	2.09983333333333
C6orf124	-0.6565
ODZ4	0.974
SNCB	-0.624
NDUFB9	1.040875
CNOT6L	0.534166666666667
S100A9	2.214
TRIM50	-0.1655
KCTD1	2.8622
WDR63	0.44325
SPEF2	3.35125
RNGTT	-0.067
CXorf22	0.0725
KCNK16	0.13025
CEP250	-1.400625
ATPBD1B	-1.31875
KCNJ2	2.8835
MT1B	-2.697
ZNF684	-0.059
SLC4A1	0.354
PDHA1	-0.374
ZNF492	-0.71525
TKT	-0.79275
BYSL	-0.104625
RNF38	-0.199625
AHDC1	-0.5895
KLHL2	-0.491625
CMTM8	0.53725
DMP1	0.0975
HERPUD2	-0.01875
CRTAM	3.54083333333333
ZNF572	2.40925
TMEM16J	0.051
HSD17B2	-3.493
UBE2G1	0.171
AHSA2	-2.3135
PELI2	-1.5365
TPX2	-1.113125
ATP9B	1.20733333333333
DAZAP1	-0.207125
HMGCS2	3.247
C17orf38	0.7425
B9D1	1.10875
NKX2-5	-1.97766666666667
KIAA1276	1.59975
LILRB2	2.9255
CSTF1	-0.371333333333333
BTN2A1	0.223833333333333
C15orf48	2.7815
IGF2BP3	-4.3535
FAM113B	1.02
HRG	-0.252428571428572
ZNF131	0.07725
USP47	0.557357142857143
CCDC88B	-1.082125
HCN1	-0.834111111111111
HTN1	-0.6705
SYCP3	-0.356
C13orf23	-0.1791
PAPOLA	0.7938125
AATK	0.2089
MSH3	0.666
NDUFAB1	-0.29825
ITLN2	-1.63033333333333
BAK1	-0.427833333333333
MRPL45	-0.404333333333333
MTNR1B	0.826666666666667
LOC645843	-0.1465
SPECC1L	-0.21625
PGCP	1.27975
SPN	-0.77
GPR143	2.41383333333333
ZNF576	0.144333333333333
TMEM39A	1.1322
ATP5D	-0.427666666666667
MAGEB3	-1.9695
RPS5	-0.0218333333333333
ANP32E	-0.412428571428571
MTMR1	0.7315
YEATS4	-0.4465
SYNGAP1	0.5795
PCOLCE	-1.453
MNS1	1.2825
PCYT2	-1.0925
ZNF182	0.18725
LAX1	1.132875
SPPL2B	-0.309
ELOVL5	0.887
PCDHAC1	0.246
B4GALNT1	-1.88583333333333
BLOC1S2	0.068875
ZNF673	-0.4758
ARHGAP21	-0.610666666666667
IRX5	3.586125
LRFN5	-0.772833333333333
FAM7A1	-1.17975
RAB19	0.331
GINS1	-0.67375
ITM2B	1.3249
PAPSS2	0.0435833333333333
OR5BF1	0.245
ACSL3	0.174875
KIAA1919	-0.73125
GLT8D2	2.03825
UTRN	0.427571428571429
CNN1	-0.37775
HISPPD2A	1.5015
SDAD1	0.36975
SIGLEC9	0.984166666666667
RPL35	-0.722285714285714
C22orf26	0.5385
IMPDH2	0.388875
WDR69	-1.23325
SEC14L5	-0.998333333333333
CLTA	-0.1205
RP11-529I10.4	1.014
GPR37L1	0.4535
OGDH	-0.530666666666667
ASB13	2.15116666666667
ZFP14	0.0935
ZCRB1	0.0456666666666667
KPNA3	0.49425
HSPA1L	1.4355
RHOC	-0.1895
LOC554175	-0.80175
PPP3CA	0.9829
SLC1A7	-0.7675
ZNF529	0.300333333333333
RBED1	0.261
DDB2	-2.065
FLJ11286	-0.391666666666667
SPATA1	0.7765
MKNK1	-0.328333333333333
DYSF	0.713166666666667
ALKBH2	0.25525
NKD1	-3.60616666666667
C1orf174	-0.70375
PLEKHO1	-0.0575
ASB10	0.3675
RING1	-0.119166666666667
NPC2	0.308625
AVPR1B	0.629
YTHDF1	0.369666666666667
LMAN1L	0.412
GSG2	-0.777
CEP170	-0.6961
RPS4Y2	-5.695
MSH6	-1.168
HECTD2	0.883833333333333
ZNF556	1.52533333333333
PLEKHC1	-1.3424
AIRE	-0.158
BCL2L10	0.384
LMOD3	0.563
ZBTB8	0.1324
FOXA2	-4.2797
SLCO2A1	2.887375
C3orf46	-0.268
PRDM16	-0.356333333333333
TMEM98	-1.44725
FRMD5	-3.25
PDE6C	-1.0945
C1orf216	-0.835333333333333
EP400	0.447785714285714
PTK2	2.239
RNF217	-1.0455
NDUFA8	-0.58
ZFAT1	1.17525
LAMP3	1.40316666666667
GLTSCR2	-0.011125
NPW	-1.84
LLGL2	-0.3943
PPM1K	-1.59333333333333
C20orf177	1.249
KIR2DL4	0.2657
NFKB2	-0.131
C21orf122	-1.06633333333333
HESX1	-0.28075
GPR114	0.199333333333333
SLC25A35	-0.353666666666667
GNAT1	-0.70725
ORAI3	0.56675
FAM76B	-0.24175
TMEM99	0.9711
TRIM29	-2.2342
CDS1	3.51525
RHEB	0.4376
C4orf27	-0.273333333333333
RAB3A	-0.42275
OTUD6B	1.462
GPD1	0.69275
CDH15	-1.762
NPM1	0.313642857142857
TMEM117	-0.505
PRPS2	0.0353333333333333
GCK	0.698
ADRA2A	3.67233333333333
TSPYL4	-0.0988333333333333
TASP1	-0.00324999999999999
WDR19	1.24766666666667
C10orf38	-0.9275
PDE4C	-0.6645
FYB	0.6815
C1orf55	1.3445
PPFIA3	-0.24875
RAD18	-0.08775
C12orf44	-0.00583333333333333
CRYBA4	0.434
HVCN1	0.6175
TAF10	-0.256833333333333
C16orf48	-0.6635
DEPDC5	0.521
LTBP1	-2.5325
MAPRE1	0.225625
FGF8	-0.6905
C3orf52	-1.13225
SENP7	0.5695
LRRK2	0.59125
RUNDC2A	0.108666666666667
KIAA0355	0.604833333333333
CPEB1	-1.349
PPEF2	-0.386
ABI2	-0.256833333333333
KIAA0317	0.414375
ATF1	-0.0218333333333333
DYNC1H1	-0.303625
DIP	0.51075
TMEM33	0.7935
POLDIP3	0.42625
C7orf24	0.34525
GPR171	3.25075
CDC6	-0.397333333333333
PLD1	-1.4581
ITFG2	0.8543
NDUFC1	-0.317
AKNA	-0.171
NBR1	0.67925
PKHD1	-0.110625
HPS4	0.0411
MAFA	-0.7495
ULBP3	-0.25075
DIRC1	0.5025
IMMT	-0.65875
C22orf13	0.2775
CEL	-0.214
MARK3	0.30025
ADAMTS2	0.31075
ARPC3	0.486166666666667
TMEM10	0.206375
NPHS1	-0.0445
BRD8	0.395666666666667
WDR12	-1.23825
IDI2	0.136125
HOXD13	-3.2205
OR8G2	-2.011
SLAIN1	-0.5855
GABRQ	1.18525
NR2C2	-0.4195
NKTR	0.0104
TLE2	1.464
KIAA0892	0.432666666666667
AURKA	-1.27081818181818
GPRC5C	-3.016
TBC1D9B	0.5565
PNPLA6	-0.446
AP3B1	1.0605
NAG	-0.39325
C11orf68	-0.81475
AKR7A3	1.993
AHCYL1	0.022
COP1	-0.509
RPP14	0.372333333333333
PCDHB18	-0.4875
CDH24	-0.40525
KRT17	-2.8767
LACTB2	0.1185
DDX24	0.5635
PHACTR1	-2.6135
SLC35E2	-0.5305
LOXL1	-0.256
IQSEC2	0.255
RGSL1	-0.5695
PCDHGC5	0.0575
MEGF10	-0.7815
PRRX1	0.875
ASTE1	1.1385
C6orf159	-2.15675
MYOD1	-0.16825
GAA	-0.39775
ZNF747	1.209
KLRC1	-1.325
IL1RL2	-0.3495
GDF9	0.345
GPR119	0.219
TRAF2	-0.845666666666667
HCK	3.44533333333333
BMP6	-2.5535
IL8RA	0.6355
FLJ35848	-0.665
EFHA1	1.21525
CDSN	1.08666666666667
C14orf54	-0.0501666666666666
LSM3	0.05125
ZFP41	1.375
C9orf126	-1.13416666666667
VIT	-3.665
SPCS3	-0.482
DEF8	-1.4839
CHAF1A	-1.12383333333333
C1orf165	-1.95283333333333
ZFPM2	0.343333333333333
FTH1	-0.47925
SLC35F1	-1.651
YWHAH	1.045
C17orf66	0.612833333333333
ADRB1	-0.404
FOXL1	-0.857
RG9MTD3	-0.817
UMPS	0.04
MGC13008	1.8035
KIAA1161	0.1175
CCDC77	-0.92325
C12orf65	-0.7885
COG4	-1.01766666666667
RCP9	0.3985
RP4-692D3.1	3.746
CDC2L5	0.464
MGC7036	0.101333333333333
DNAJC11	0.13
GDF2	0.507
TIMM17A	2.0525
HNRNPA0	-0.4238
OR2H1	-0.0785
PCBP1	-0.0065
COL23A1	-1.649
LRRC2	-0.4025
NSD1	1.02492857142857
FLJ37078	-2.37575
WDR91	-0.771833333333333
TMEM179	-0.33725
DSCR10	-0.3895
CNDP2	1.3255
FYN	-0.5845
